Charge / Procedure Number,CPT / HCPCS Code,Billing Description,CDM Price
10947010,,Peg Stry Locking T7 2.0x20mm 53-20620E,385.00
10947011,,Peg Stry Locking T7 2.0x22mm 53-20622E,385.00
10947012,,Peg Stry Locking T7 2.0x24mm 53-20624E,385.00
10947013,,Peg Stry Locking T7 2.0x26mm 53-20626E,385.00
10947014,,Screw Stry Locking T7 2.3x18mm 53-23618E,431.00
10947015,,Screw Stry Locking T7 2.3x24mm 53-23624E,418.00
10947016,,Screw Stry Bone T7 2.7x16mm 53-27216E,332.00
10947017,,Screw Stry Bone T7 2.7x18mm 53-27218E,342.00
10947018,,Screw Stry Bone T7 2.7x24mm 53-27224E,332.00
10947019,,Plate Stry Volar DR Standard Rt 53-25386,"3,060.00"
10947022,,Screw Sy Headless Comp 2.4x32mm 02.226.332,"1,283.00"
10947023,,Screw Sy Headless Comp 2.4x34mm 02.226.334,"1,283.00"
10947171,,00603-5482-32 - propranolol 10 mg Tab,2.05
10947194,,00378-6988-58 - albuterol-ipratropium 2.5 mg-0.5 mg/3 mL Sol,10.90
10947196,,00603-9171-54 - griseofulvin microcrystalline 125 mg/5 mL Sus,2.60
10947199,,00143-9738-01 - prednisone 20 mg Tab - 00143-9738-01,1.20
10947276,,51079-0982-20 - lisinopril 10 mg UD Tab - 51079-0982-20,4.75
10963007,,"Suture Ti-Cron Size 2-0  3 Metric, 30inch 75 cm BLUE on GU-46 Needle 36/Bx",274.00
10995005,,63739-0482-10 - metoclopramide 10 mg UD Tab - 63739-0482-10,1.45
10995010,,17478-0504-10 - methylene blue 10 mg/mL Inj Sol 10 mL - 17478-0504-10,"1,425.00"
10995021,,Long Aerosol inhalation of pentamidine for Pneumocystis carinii pneumonia treatment or prophylaxis,624.00
10995031,,43547-0253-10 - chlordiazePOXIDE 25 mg Cap - 43547-0253-10,2.15
10995032,,61553-0471-72 - lidocaine-sodium bicarbonate 1%-8.4% Inj Syr 10 mL - 61553-0471-72,20.05
10995035,,76282-0207-10 - citalopram 20 mg Tab - 76282-0207-10,10.70
11010670,,K-wire ZI 2.0mm X 150mm 4901-020-15,23.00
11010671,,Plate SY Distal Humerus 9H Rt 241.268,"4,469.00"
11010672,,Screw SY Cortex Pelvic 3.5x100mm 204.700,108.00
11010673,,Plate SY Medial Prox Tibia 4.5 LCP 8H/Lt/178mm 239.989,"5,344.00"
11010693,,68462-0103-40 - fluconazole 150 mg UD Tab - 68462-0103-40,70.05
11010694,,00093-3147-01 - cephalexin 500 mg Cap - 00093-3147-01,1.30
11010802,,42291-0623-90 - montelukast 5 mg Chew Tab - 42291-0623-90,28.30
11026886,,Nail Zi Znn CPN 10mmX21.5cm 130 Lng 47-2493-213-10,"5,460.00"
11026887,,Plate Stry Volar DR Standard Rt 54-25386,"3,060.00"
11026888,,Screw Sy Cortex 2.7 x 22mm ST 202.822,107.00
11026889,,Screw Sy Cortex 2.7 x16mm ST 202.816,107.00
11026890,,Screw Sy Cortex 2.7 x18mm ST 202.818,107.00
11026892,,Handpiece Eviva Standard Needle 0913-20,"2,888.00"
11026894,,Handpiece Eviva Petite Needle 0910-12T,"2,888.00"
11026896,,Marker Biopsy Site Eviva Trimark 13,"1,160.00"
11026900,,Marker Biopsy Site Eviva SecurMark 2S-13,"1,233.00"
11026902,,Eviva Needle Guide 9G,185.00
11026904,,Marker Biopsy Site Eviva SecurMark 13,185.00
11026963,,Site Rite Needle Guide-CCU,92.00
11026965,,IV Tubing Valve-CCU,57.00
11026966,,Tegaderm-CCU,31.00
11026968,,Statlock CC PICC-CCU,33.00
11026969,,Biopatch-CCU,32.00
11026970,,Introducer Secure Loc-CCU,152.00
11026986,,00143-2112-50 - doxycycline hyclate 100 mg Tab - 00143-2112-50,9.00
11026987,,50242-0085-27 - alteplase 100 mg Pow,"57,618.00"
11026988,,10019-0120-01 - esmolol 10 mg/mL IV Sol 10 mL - 10019-0120-01,149.80
11027002,,Yes - Sono Site Needle Guide-CCU,199.00
11027012,,Yes - Micro Peel Sheath 6Fr-CCU,435.00
11027022,,00641-6033-25 - glycopyrrolate 0.2 mg/mL Sol,85.00
11042912,,"INF AGENT DETECT, MULTI ORG, BY DNA OR RNA, AMPL PROBE S/O",415.00
11042913,,"COAG AND FIBRINOLYSIS, FUNCTIONAL ACTIVITY NOS, S/O",258.00
11042914,,DESIPRAMINE S/O,96.00
11042915,,DIHYDROMORPHONE S/O,144.00
11042916,,MEPROBAMATE S/O,99.00
11042917,,60429-0765-60 - ziprasidone 20 mg Cap,20.55
11042969,,00472-0345-56 - hydrocortisone Top 1% Oint 28.4 gm  - 00472-0345-56,18.65
11058537,,Rod Tendon Hunter 2mm x24.5cm TR20-0000,"7,185.00"
11058538,,Rod Tendon Hunter 3mm x24.5cm TR30-0000,"4,875.00"
11058539,,Rod Tendon Hunter 4mm x24.5cm TR40-0000,"5,018.00"
11058540,,Rod Tendon Hunter 5mm x24.5cm TR50-0000,"7,185.00"
11058541,,Rod Tendon Hunter 6mm x24.5cm TR60-0000,"5,123.00"
11059276,,"Medical Nutrition Therapy, initial",116.00
11059277,,"Nutrition therapy, initial",143.00
11059285,,"Medical Nutrition Therapy, re-assessment",69.00
11059286,,Nutrition Therapy; reassessment,117.00
11074876,,PLATE 1.5MM X 18.5MM BURR HOLE  01-7308,546.00
11074877,,Plate Biomet Sm. Panel 1.5/0.6 85x53mm 01-7182,"2,544.00"
11074878,,Plate Sy Dist Rad 2.4mm LCP Volar 8H/3H Rt 02.110.430,"3,075.00"
11106410,,76439-0308-10 - hyoscyamine 0.125 mg Tab,5.10
11106411,,00338-1075-02 - DOBUTamine 2 mg/mL-D5W IV Sol 250 mL - 00338-1075-02,400.80
11106412,,60505-0823-06 - calcitonin 200 intl units/inh 3.7 mL - 60505-0823-06,503.80
11106425,,60505-6081-04 - fondaparinux 10 mg/0.8 mL SQ Sol - 60505-6081-04,546.60
11106434,,60505-6078-04 - fondaparinux 2.5 mg/0.5 mL SQ Sol - 60505-6078-04,379.30
11106441,,42291-0212-90 - chlordiazePOXIDE 25 mg Cap - 42291-0212-90,2.15
11106442,,00185-0123-60 - cilostazol 50 mg Tab - 00185-0123-60,9.15
11122835,,Plate Ar Osteotomy Opn Wdg 4mm Lt AR-13200M-04L,"3,408.00"
11122836,,Screw Ar Cort 2.3x22mm AR-13120T-22,279.00
11122837,,Plate Nv 3 Level 60mm 7738360,"3,279.00"
11122838,,Screw Sy Locking Dual Core 5.0x55mm 04.015.535,562.00
11122839,,Screw Sy Cancellous 6.5x30mm 216.030,142.00
11122840,,42291-0621-90 - montelukast 10 mg Tab,28.30
11122859,,60505-0033-06 - pentoxifylline 400 mg Tab,5.75
11122860,,00904-6304-77 - magnesium citrate 18.85% Oral Liq 296 - 00904-6304-77,9.75
11122861,,45802-0263-37 - clindamycin topical 1% Swa,3.90
11122862,,60429-0122-90 - venlafaxine 75 mg ER Cap - 60429-0122-90,2.10
11138416,,Plate Sy VA-LCP Condylar 4.5x159 6H Rt 02.124.406,"5,428.00"
11138417,,Connector Medtronic EDM 23045,"1,019.00"
11139277,,00641-6117-10 - ampicillin-sulbactam 2 g-1 g Pow,85.65
11154807,,Screw Zi Cannulated 4.5x36mm Ft 1147-036-46,602.00
11154808,,Nail Zi Znn CPM Fem 13mmX38cm Rt 47-2493-382-13,"8,218.00"
11154809,,Screw Stry 1.2x4mm SD 50-12904,207.00
11154820,,00781-6139-57 - amoxicillin-clavulanate 600 mg-42.9 mg/5 mL Pow,3.50
11154821,,00781-2823-01 - FLUoxetine 10 mg Cap,13.00
11154823,,TRANSCORTIN (CORTISOL BINDING GLOBULIN) S/O,106.00
11154824,,NICKEL S/O,143.00
11154825,,"OCCULT BLD FHG QUAL 1-3, IMMUNOASSAY S/O",191.00
11154827,,64406-0006-02 - dimethyl fumarate 240 mg Cap,362.20
11154828,,64406-0005-01 - dimethyl fumarate 120 mg Cap-CR,352.10
11154829,,65757-0300-01 - naltrexone 380 mg PWD,"4,575.60"
11154830,,00259-1605-01 - incobotulinumtoxinA 50 units Pow,"1,155.20"
11154831,,55566-8401-01 - degarelix 120 mg Pow,"2,184.00"
11154839,,00259-1610-01 - incobotulinumtoxinA 100 units Pow,"1,630.80"
11154840,,51079-0105-20 - folic acid 1 mg UD Tab - 51079-0105-20,1.80
11154841,,00904-6001-61 - levETIRAcetam 250 mg Tab,12.95
11154843,,51079-0246-20 - loratadine 10 mg UD Tab - 51079-0246-20,4.30
11154844,,00574-7112-12 - morphine 10 mg Sup,31.25
11170796,,Plate Stry Smartlock Lrg HMMF 5502950,"1,057.00"
11170797,,Screw Stry Smartlock 2.0 x6mm 5020596,446.00
11170798,,Screw Stry Smartlock 2.0 x8mm 5020598,441.00
11186788,,Screw Biomet Ti-Dbl Lead Cortical 5x42mm 14-405042,744.00
11186789,,Screw Stry 1.7x4mm Locking Midface 51-17504,196.00
11186790,,Screw Biomet Ti-Dbl Lead Cortical 5x60mm 14-405060,796.00
11186791,,Screw Biomet Ti-Dbl Lead Cortical 5x26mm 14-405026,744.00
11186792,,Nail Biomet Ankle Locking 11x180mm 14-440218,"9,291.00"
11218338,,00527-1050-01 - acetaZOLAMIDE 250 mg Tab - 00527-1050-01,16.50
11218346,,00378-9671-93 - albuterol-ipratropium 2.5 mg-0.5 mg/3 mL Sol - 00378-9671-93,11.55
11234770,,Blade Zi Truncated Explant 62mm 7053-062-10,"4,830.00"
11234771,,Blade Zi Full Explant 62mm 7053-062-20,"4,830.00"
11234772,,Blade Zi MRI Sht Osteotomy CRVD 12mm 9986-021-24,748.00
11234773,,Blade Zi MRI Sht Osteotome 8mm 9986-021-20,748.00
11234775,,Blade Zi MRI Radial Osteotome 12mm Dia 47-9986-021-29,"1,265.00"
11234776,,Blade Zi MRI Radial Osteotome 16mm Dia 47-9986-021-31,"1,265.00"
11234777,,Balloon Dilation Inspira 5X24MM AIR BCO524A,"3,616.00"
11234778,,Plate Sy Mesh Low Pro Rigid 100x100mm 421.534,"7,512.00"
11234810,,61553-0107-02 - fentaNYL 5 mcg/mL-0.9% Sol,297.10
11250741,,Plate Sy Lck Attach 3.5 f/4.5mm 8H 02.120.602,"1,952.00"
11250742,,Screw Sy Cannulated VA Lck 5.0 x90mm 02.231.690,878.00
11250745,,Port ClearVUE Slim w/8fr INTERMEDIATE Poly Cath Open 1618001,"1,260.00"
11250746,,Port ClearVUE ISP w/8fr Poly Cath 1608062,"1,350.00"
11250747,,Xenograft Mediskin Porcine 3x12in MS-104,600.00
11250748,,51672-1284-08 - triamcinolone topical 0.1% Oin,66.10
11250749,,00904-6331-61 - sertraline 25 mg Tab,13.55
11250750,,00172-5413-60 - fluconazole 200 mg Tab,68.05
11250778,,00338-0644-03 - parenteral nutrition solution Amino Acids 10% (Travasol) Sol,20.00
11251340,,00007-4640-13 - eltrombopag 25 mg Tab - 00007-4640-13,435.50
11266774,,Nail Sy TFN 14mm/130deg/380mm Rt 456.638S,"6,732.00"
11267276,,10702-0010-01 - hydrOXYzine hydrochloride 10 mg Tab,3.20
11267575,,G0204 Mammogram Diagnostic Bilateral,526.00
11267728,,47335-0050-40 - DOXOrubicin liposomal 2 mg/mL Dev,"17,458.10"
11267729,,67467-0643-02 - albumin human 25% IV Sol 100 mL - 67467-0643-02,918.50
11284709,,FlipCutter II 7.0mm AR-1204AF-70,"3,575.00"
11284710,,Plate Ar Osteotomy Openwdg 3.5mm AR-13200M-035L,"3,408.00"
11284711,,Screw Ar Cort 2.3x24mm AR-13120T-24,279.00
11284741,,66993-0896-30 - acitretin 25 mg Cap - 66993-0896-30,192.10
11284743,,47335-0049-40 - DOXOrubicin liposomal 2 mg/mL Dev,"6,992.30"
11284744,,49348-0005-11 - sodium biphosphate-sodium phosphate 19 gm-7 gm Enema,8.55
11300176,,Enseal Trio 25cm Crvd NSLG2C25,"4,053.00"
11300177,,Drill/Pin Zi Disposable set 2001-00-000,"1,050.00"
11300178,,Pin Guide Zi PSI Persona PS Fem-Tib 5970-000-29,"8,772.00"
11332726,,66993-0894-30 - acitretin 10 mg Cap - 66993-0894-30,155.90
11348693,,Sleeve AM Z Thread 12x150mm CTF71,476.00
11348696,,Obturator w/sleeve Kii Fios Adv. 12x150 CFF71,448.00
11348888,,00409-1660-50 - dexmedetomidine 4 mcg/mL-NaCl 0.9% Sol,470.20
11348889,,00409-1660-10 - dexmedetomidine 4 mcg/mL-NaCl 0.9% Sol,721.10
11348945,,93303 - For Coding Transthoracic echocardiography,"2,335.00"
11348949,,zz57421 - For Coding Colposcopy of Vagina,"1,040.00"
11364688,,Femur Zi PSN PS CMT CCR NRW Sz7 Rt 42-5000-062-02,"11,115.00"
11364689,,Liner Zi Continuum Oblique JJ 32x54mm 8755-011-32,"6,870.00"
11364700,,68462-0103-40 - fluconazole 150 mg Tab,70.05
11364832,,51285-0162-88 - levonorgestrel 1.5 mg Tab,192.60
11380689,,68462-0102-30 - fluconazole 100 mg Tab,44.05
11380964,,60505-6078-04 - fondaparinux 2.5 mg/0.5 mL Sol,379.30
11381081,,17478-0934-01 - hydrALAZINE 20 mg/mL Sol,370.20
11396681,,Screw Nv Reduction 6.5x50mm 8376550,"4,236.00"
11396682,,Stem Zi TM 48deg 14x130mm 4348-114-13,"11,311.00"
11396684,,Screw Zi Periarticular Cortical 75mm 2347-20-75,94.00
11396685,,Screw Zi Periarticular Cortical 70mm 2347-20-70,94.00
11396686,,Screw Zi Periarticular Cortical 38mm 2347-20-38,94.00
11396688,,Diaphragm Omniflex Wide Seal 65mm,117.00
11396690,,Guidewire Dreamwire ST .035 450cm Stiff M00556161,"1,815.00"
11396691,,Stent Wallflex Duodenal 10FrX22mmX90mmX230cm,"6,663.00"
11396692,,Stent Wallflex Duodenal 22x120mm M00565030,"6,150.00"
11396693,,60429-0123-90 - venlafaxine 150 mgCap-ER,2.45
11396751,,47335-0715-81 - finasteride 5 mg Tab - 47335-0715-81,15.65
11412514,,Implant Cochlear Nucleus C124RE(CA) Contour Adv,"75,750.00"
11412515,,Implant Cochlear Nucleus C124RE(ST) Straight,"72,450.00"
11412526,,Sling GivMohr Sml Bilateral  5  0 - 5 4 100-140 lbs,255.00
11444075,,45802-0263-37 - clindamycin topical 1% Swa,3.90
11444080,,50242-0087-01 - ado-trastuzumab emtansine 160 mg Pow,"15,975.80"
11444107,,00378-6102-91 - topiramate 50 mg Tab - 00378-6102-91,25.50
11460677,,00603-5061-21 - perphenazine 4 mg Tab,8.00
11460678,,47335-0715-81 - finasteride 5 mg Tab,15.65
11460679,,24208-0002-01 - hyaluronidase 200 units/mL Sol,417.60
11476181,,Femur Zi PSN PS CMT CCR NRW Sz5 Rt 42-5000-058-02,"12,540.00"
11476182,,Articular Surface Zi PSN PS 10mm VE R 3-5 CD 42-5224-004-10,"5,115.00"
11476183,,Femur Zi PSN CMT CCR STD Sz9 Rt 42-5006-066-02,"10,260.00"
11476184,,Liner Zi Continuum Oblique MM 32x60 8755-014-32,"6,870.00"
11476185,,24987-0249-76 - digoxin 250 mcg (0.25 mg) Tab - 24987-0249-76,0.65
11476203,,00187-1704-05 - phytonadione 5 mg Tab,304.50
11476204,,49884-0122-01 - labetalol 100 mg Tab,3.40
11476208,,00904-6326-61 - metFORMIN 500 mg Tab,3.65
11491634,,SCREW 5.0MM X 32MM TI LCK F/IM NAILS  458.932,507.00
11491636,,Nerve Guide NeuraGen 3mm x3cm PNG330,"5,610.00"
11491655,,00003-0894-21 - apixaban 5 mg Tab,38.85
11491656,,00781-6139-57 - amoxicillin-clavulanate 600 mg-42.9 mg/5 mL Pow,3.50
11491657,,00487-0201-03 - albuterol-ipratropium 2.5 mg-0.5 mg/3 mL Sol,10.95
11491669,,00591-2190-50 - neomycin-polymyxin B sulfate topical 40 mg-200000 units/mL Sol,166.20
11491670,,00143-9681-25 - glycopyrrolate 0.4 mg / 2 mL Soln-Inj,163.20
11491671,,51672-4055-06 - amiodarone 100 mg Tab,38.35
11508604,,60429-0765-60 - ziprasidone 20 mg Cap - 60429-0765-60,20.55
11508605,,54879-0001-01 - ethambutol 100 mg Tab - 54879-0001-01,2.40
11508610,,00283-0610-26 - benzocaine Top 20% Spray UD 0.5 mL - 00283-0610-26,62.10
11508611,,00264-3155-11 - cefTRIAXone 2 g/50 mL Sol,220.20
11508612,,00378-3701-59 - rizatriptan 5 mg Dis Tab - 00378-3701-59,147.80
11524598,,Plate Sy Humerus 2.7/3.5mm Va-Lcp Ext Med Dist 1H Rt 02.117.601,"3,822.00"
11524599,,Articular Surface Zi PSN PS 14mm VE R 6-9 EF 42-5224-007-14,"5,115.00"
11556612,,68462-0158-13 - ondansetron 8 mg Tab,192.50
11556688,,17478-0542-02 - adenosine 3 mg/mL IV Sol 2 mL - 17478-0542-02,115.30
11572005,,Screw Sy Headless Comp 4.5x44mm 02.226.744,"1,126.00"
11572006,,Screw Sy Headless Comp 4.5x52mm 02.226.752,"1,126.00"
11572007,,Articular Surface Zi PSN PS 11mm VE L 6-9 CD 42-5124-005-11,"4,534.00"
11572008,,Articular Surface Zi PSN PS 11mm VE R 6-9 EF 42-5224-007-11,"4,534.00"
11572012,,00069-1001-01 - tofacitinib 5 mg Tab - 00069-1001-01,360.60
11572013,,63481-0684-47 - diclofenac Top 1% Gel - 63481-0684-47,290.50
11572014,,68382-0761-14 - clarithromycin 250 mg Tab,22.65
11573276,,"SUSCEPT, ENZYME DETECTION (EG BETA LACTAMASE) S/O",84.00
11573297,,00591-2472-18 - tamoxifen 10 mg Tab - 00591-2472-18,9.50
11589188,,Strattice Tissue Matrix 30cm x30cm 3030002,"75,156.00"
11589289,,54838-0523-40 - FLUoxetine 20 mg/5 mL Sol,501.50
11589290,,00469-0125-99 - enzalutamide 40 mg Cap,294.90
11604578,,00713-0118-50 - acetaminophen 120 mg Sup,3.05
11604581,,00069-1001-01 - tofacitinib 5 mg Tab,360.60
11604583,,63481-0684-47 - diclofenac topical 1% Gel,290.50
11604584,,00603-2110-28 - amLODIPine 10 mg Tab - 00603-2110-28,13.10
11604585,,50458-0563-01 - paliperidone 156 mg/mL Sus,"6,331.20"
11604589,,00409-3390-04 - piperacillin-tazobactam 4 g-0.5 g Pow,154.70
11620544,,Femur Zi PSN PS CMT CCR NRW Sz8 L 42-5000-064-01,"11,115.00"
11620545,,Articular Surface Zi PSN PS 11mm VE L 10-11 EF 42-5124-008-11,"5,115.00"
11620546,,Guide Sinuplasty Maxillary RSM110,"3,360.00"
11620547,,68516-5216-02 - albumin human 25% Sol,"1,275.50"
11620554,,51079-0852-03 - galantamine 4 mg Tab,21.15
11620555,,00904-5974-61 - risperiDONE 0.5 mg Tab,19.25
11620556,,63304-0828-90 - atorvastatin 20 mg Tab,28.90
11620566,,64376-0129-23 - zidovudine 50 mg/5 mL Syr,274.20
11635836,,Guide Acclarent Sinuplasty Sphenoid RSSO,"3,360.00"
11635837,,Irrigation Acclarent Sinus RV02,"1,627.00"
11635838,,Screw Sy Headless Comp 4.5x80mm 02.226.680,"1,382.00"
11667813,,25021-0403-01 - heparin 10000 units/mL Sol,97.40
11667814,,60429-0277-05 - labetalol 100 mg Tab - 60429-0277-05,1.15
11667824,,High Risk Delivery - RT Response to Emergent Event,401.00
11667825,,Code (White or Blue) - RT Response to Emergent Event,"1,506.00"
11667839,,43598-0207-52 - amoxicillin 400 mg/5 mL Oral Liq 100 mL - 43598-0207-52,0.50
11667840,,43598-0207-52 - amoxicillin 400 mg/5 mL Oral Liq 100 mL - 43598-0207-52,0.50
11667841,,00069-3051-75 - azithromycin 1 gm Powder - 00069-3051-75,626.40
11667842,,52544-0287-54 - levonorgestrel 1.5 mg Tab - 52544-0287-54,183.40
11667843,,63323-0599-30 - deferoxamine 2 g Pow,470.40
11684551,,00143-9786-10 - enalaprilat 1.25 mg/mL IV Sol 2 mL - 00143-9786-10,102.90
11684552,,17478-0515-00 - ePHEDrine 50 mg/mL Sol,368.50
11684553,,17478-0515-00 - ePHEDrine 50 mg/mL Sol,368.50
11684554,,64406-0008-01 - natalizumab 300 mg / 15 mL Soln-IV,"31,796.30"
11684555,,68134-0363-01 - naproxen 125 mg/5 mL Oral Susp 500 mL - 68134-0363-01,0.80
11684556,,00904-6284-61 - OLANZapine 5 mg Tab,66.10
11700552,,66993-0090-30 - tranexamic acid 650 mg Tab - 66993-0090-30,26.10
11700573,,00378-5212-93 - OLANZapine 5 mg Tab - 00378-5212-93,66.00
11716540,,Screw Sy Cannulated 3.0x11mm Short 202.611,646.00
11716542,,Plate Sy LC-DCP 4.5/9H/160mm Narrow 224.59,681.00
11716543,,Plate Sy Humerus Periart Prox 3.5/2H/91mm/Rt 02.123.020,"4,955.00"
11716545,,Screw Sy 1.0 Ti 10mm Cor ST 400.530,278.00
11716547,,Plate Sy First Fusion 2.4/2.7mm 10deg/Rt 02.211.234,"3,218.00"
11716548,,TEMPLATE BENDING F/LOCKING CALCANEAL PLATE-MINI  329.606,"1,281.00"
11716549,,Screw Sy Cortex Star 3.5x46mm ST 02.200.046,96.00
11716550,,Screw Sy Cannulated 7.3x95mm 208.895,839.00
11716551,,Screw Sy Cannulated 7.3x125mm 208.925,"1,026.00"
11717357,,57664-0370-88 - oxyCODONE 10 mg Tab - 57664-0370-88,3.15
11717359,,00904-5853-40 - ibuprofen 400 mg Tab - 00904-5853-40,0.80
11717363,,"93303 TC - Transthoracic echocardiography for congenital cardiac anomalies, complete","2,335.00"
11717368,,Bone Marrow Aspiration performed with bone marrow biopsy through the same incision on the same  DOS,"1,004.00"
11717372,,Needle electromyography; larynx,327.00
11734540,,Catheter Drainage GP 12Fr / 20cm NC Locking Pigtail,"1,162.00"
11734542,,"Lift Heel Adjust a Lift Small 2 Wide""",69.00
11734543,,"Lift Heel Adjust a Lift Medium 2 1/2 Wide""",69.00
11734544,,"Lift Heel Adjust a Lift Large 3 Wide""",69.00
11734553,,00004-0822-05 - oseltamivir 6 mg/mL Susp-Oral,13.05
11752496,,Needle Fascial Incising 18 Ga/5cm G14749,601.00
11768595,,Td PF 90714 - Immunization Charge,240.00
11784496,,00002-5123-77 - prasugrel 10 mg Tab,91.80
11784497,,00781-2164-60 - ziprasidone 20 mg Cap,44.35
11784498,,68134-0363-01 - naproxen 125 mg / 5 mL Susp-Oral,0.80
11784499,,00904-5794-61 - metFORMIN 500 mg Tab,3.40
11784502,,00378-5157-93 - OLANZapine 2.5 mg Tab - 00378-5157-93,56.00
11784504,,16714-0696-01 - fluconazole 40 mg/mL Oral Liq 35 mL - 16714-0696-01,554.30
11784505,,00378-5486-77 - meclizine 25 mg Tab - 00378-5486-77,2.05
11784507,,00002-5123-77 - prasugrel 10 mg Tab,91.80
11800485,,00904-5678-61 - PARoxetine 30 mg Tab,13.65
11800491,,00008-0923-60 - pantoprazole 40 mg IV Inj - 00008-0923-60,70.70
11800497,,00713-0135-12 - prochlorperazine 25 mg Supp - 00713-0135-12,61.30
11800499,,00641-6035-25 - glycopyrrolate 0.2 mg/mL Inj Sol 5 mL - 00641-6035-25,85.75
11800507,,00187-1704-05 - phytonadione 5 mg Tab - 00187-1704-05,304.50
11800519,,"INTERLAMINAR, CERV/THORA;EPIDURAL STEROID INJECTIONS",882.00
11800520,,FLUOROSCOPIC NEEDLE GUIDANCE ESI,577.00
11800521,,TRANSFORMINAL-LUMBAR OR SACRAL INJECTION -FIRST LEVEL,"3,315.00"
11800522,,TRANSFORMINAL-LUMBAR OR SACRAL INJECTION -ADDITIONAL LEVELS,922.00
11800523,,FACET JOINT PROCEDURE:,"3,992.00"
11800525,,SACROILIAC JOINT INJECTION W/FLUROSCOPY,"1,705.00"
11800526,,00378-0048-77 - pioglitazone 15 mg Tab - 00378-0048-77,35.05
11816483,,PLATE CSLP SM STATURE 2 LEVEL 42MM X 34MM  487.227,"3,423.00"
11816484,,SCREW 4.0MM X 12MM CANCELLOUS  450.134,717.00
11816485,,SCREW 1.8MM TI LCK  497.78,108.00
11816486,,Screw Zi Znn Cancellous 6.0x35mm 47-2484-035-60,727.00
11817276,,60429-0012-01 - acyclovir 200 mg Cap,0.75
11832483,,Plate Sy MatrixRib Pre-Contoured 15H Rt 04.501.002,"5,016.00"
11832654,,00378-5335-93 - OLANZapine 7.5 mg Tab - 00378-5335-93,80.45
11849278,,00781-7117-35 - calcipotriene Top 0.005% Crm 60 gm - 00781-7117-35,"1,883.20"
11849279,,00591-3525-30 - lidocaine Top 5% Patch - 00591-3525-30,46.85
11849280,,00409-2336-10 - deferoxamine 500 mg Pow,111.80
11849281,,65162-0702-94 - fluocinolone otic 0.01% drops 20 mL - 65162-0702-94,928.70
11866481,,Plate Sy LCP TM 2.0mm 8H 247.348,797.00
11866483,,Nail Zi Znn GT Fem 14mmX38cm Lt 47-2492-381-14,"6,257.00"
11899289,,"90672 Influenza virus vaccine, quadrivalent, live, for intranasal use",884.00
11899303,,"90686 Influenza virus vaccine, quadrivalent, split virus, preservative free, 3 yrs or >, IM",19.00
11899312,,10370-0102-03 - buPROPion 300 mg ER Tab - 10370-0102-03,9.00
11899314,,00781-4003-32 - leuprolide 1 mg/0.2 mL Kit,"3,406.30"
11899342,,"90685 Influenza virus vaccine, quadrivalent, split virus, preservative free, 6-35 mo, IM",20.00
11899343,,00004-0822-05 - oseltamivir 6 mg/mLOral Liq 60 mL - 00004-0822-05,13.05
11916483,,Screw Sy Cortex Star 3.5x10mm ST 02.200.010,96.00
11916484,,Screw Sy Cannulated 7.3x100mm 209.900,839.00
11916485,,Nail Sy TFN Cannulated 12mm/130deg 380mm Rt 456.478S,"6,763.00"
11916506,,76282-0412-30 - finasteride 5 mg Tab - 76282-0412-30,15.60
11916509,,00603-5482-21 - propranolol 10 mg Tab,2.05
11916510,,42291-0623-30 - montelukast 5 mg Tab,28.30
11916709,,00054-4550-25 - methotrexate 2.5 mg Tab - 00054-4550-25,14.60
11932484,,Block Zi Nexgen Fem Augment SzG/5mm 5990-37-01,"3,297.00"
11932485,,Articular Surface LCCK G 7-10/Blue 12mm 5994-50-12,"6,720.00"
11932486,,Staple Zi Barbed SS 3/4in Length 2229-002-00,134.00
11932487,,K-wire Zi 1.25x150mm 4901-012-15,23.00
11932524,,42291-0892-90 - venlafaxine 25 mg Tab,9.70
11948478,,Plate Sy LCP 2.7mm 8H 76mm 247.372,"1,573.00"
11948479,,Plate Sy 3.5 LCP Low Bend Dist Tibia 12H/213/Lt 02.112.527,"5,495.00"
11948525,,00069-3150-83 - azithromycin 500 mg Pow,81.75
11948534,,00009-0020-01 - methlyPREDNISolone 2 mg Tab - 00009-0020-01,9.75
11948537,,Medicare Ini Annual Well Visit G0438 for coding,200.00
11948538,,Medicare Subsequent Annual Well Vst G0439 for coding,160.00
11963775,,Screw Sy Ti Cortex 3.5x22mm 404.022,74.00
11963776,,SCREW 2.0MM X 20MM TI CORTEX ST  401.820.96,128.00
11963777,,Mesh Biomet Sm. Panel 1.5/0.3mm 85x53mm 01-7185,"2,544.00"
11963778,,Plate Biomet 1.5 2H Long 01-7347,120.00
11963797,,13107-0031-30 - mirtazapine 15 mg Tab,13.50
11963798,,57664-0126-88 - APAP-HYDROcodone 325 mg-5 mg Tab - 57664-0126-88,2.75
11963800,,51079-0126-20 Flagyl (metronidazole 500 mg Tab),4.15
11963827,,00143-9680-25 - glycopyrrolate 0.2 mg/mL Inj Sol 5 mL - 00143-9680-25,275.40
11963828,,"Nasal/sinus endoscopy, surgical; with dilation of maxillary sinus ostium (eg, balloon dilation), tra","11,015.00"
11963829,,"Nasal/sinus endoscopy, surgical; with dilation of sphenoid sinus ostium (eg, balloon dilation)","15,401.00"
11980483,,Screw Mountaineer M/L 3.5diaX12 188319312,"5,100.00"
11980484,,Drill Mountaineer Fixed 12mm 288301112,"2,572.00"
