CHG #,CHARGE DESCRIPTION,,REV,,CPT,,PRICE,
25988701,AMOXICILLIN (AMOXIL) 400MG/5ML SUSP,,250,,,, 12.88 ,
25010906,AMOXICILLIN (AMOXIL) 500MG 6-PACK,,250,,,, 2.00 ,
25010955,AMOXICILLIN (AMOXIL) 500MG CAP,,250,,,, 0.27 ,
25076320,AMOXICILLIN (AMOXIL) 875MG TAB,,250,,,, 0.95 ,
25609022,AMOXICILLIN/CLAV(AUGMENTIN)250/5 100ML,,250,,,, 75.00 ,
25043732,AMPHOTERICIN-B 50mg/VL,,250,,,, 40.68 ,
25740489,AMPICILLIN (PRINCIPEN) 1GM VIAL,,250,,,, 38.30 ,
25298713,AMPICILLIN/SULB (UNASYN) 3 GM VIAL,,250,,,, 83.90 ,
25020130,ANASTROZOLE (ARIMIDEX) 1MG TAB,,250,,,, 20.66 ,
25031156,ANTIP/BENZ(AURALGAN) 15ML OTIC,,250,,,, 20.66 ,
25990141,APIXABAN (ELIQUIS) 5MG TAB,,250,,,, 12.94 ,
25001004,"ARANESP 25mcg/ml, 1ml, IV,SC",,636,,J0881,, 201.14 ,
25004801,"ARANESP 500mcg/1ml, IM (PRE-FILLED)",,636,,,," 2,474.06 ",
25091130,ARFORMOTEROL TARTRATE (BROVANA)15MCG/2ML,,250,,,, 10.90 ,
25000813,ARIPIPRAZOLE (ABILIFY) 10MG TAB,,250,,,, 25.72 ,
25046101,ARMOUR THYROID 2GRAIN (120MG),,250,,,, 0.37 ,
25052361,ASCORBIC ACID (VITAMIN C) 500MG TAB,,250,,,, 0.25 ,
25200960,ASPIRIN (ASPIRITAB) 325MG TAB,,250,,,, 0.25 ,
25142095,ASPIRIN CHILD (BABY ASPIRIN) 81MG TB,,250,,,, 0.25 ,
25160306,ASPIRIN EC (ECOTRIN) 325MG 6-PACK,,250,,,, 2.00 ,
25160301,ASPIRIN EC (ECOTRIN) 325MG TAB,,250,,,, 0.25 ,
25002522,ASPIRIN EC (ECOTRIN-BABY) 81MG TAB,,250,,,, 0.25 ,
25000160,ASPIRIN/DIPYRIDAMO ER (AGGRENOX) 200/25,,250,,,, 529.40 ,
25010213,ASPIRIN-EC (HALFPRIN-EC) 162MG TAB,,250,,,, 0.25 ,
25107801,ATENOLOL (TENORMIN) 25MG TAB,,250,,,, 0.25 ,
25015540,ATORVASTATIN (LIPITOR) 10MG TAB,,250,,,, 0.86 ,
25185220,ATROPINE (ATROPEN) 0.4MG VIAL,,250,,,, 32.50 ,
25101025,ATROPINE (ATROPEN) 1MG VIAL,,250,,,, 25.00 ,
25006538,ATROPINE (ATRO-PEN) 3.5GM OPTH OINT,,250,,,, 31.86 ,
25491134,ATROPINE CARDIAC (ATRO-PEN) 1MG SYRINGE,,250,,,, 19.30 ,
25491034,ATROPINE CARDIAC 0.5MG SYRINGE,,250,,,, 51.80 ,
25990059,ATROPINE SULFATE 1% OPHTH SOLUTION,,250,,,, 54.08 ,
25000026,AZATHIOPRINE (IMURAN) 50MG,,250,,,, 0.28 ,
25990138,AZELASTINE (OPTIVAR) 0.05% OPTH SOLN,,250,,,, 150.00 ,
25311019,AZITHROMY (ZITHROMAX) 100MG/5ML 15ML,,250,,,, 52.32 ,
25314019,AZITHROMY (ZITHROMAX) 200MG/5ML 30ML,,250,,,, 52.32 ,
25306030,AZITHROMYCIN (ZITHROMAX) 250MG TAB,,250,,,, 2.82 ,
25315083,AZITHROMYCIN (ZITHROMAX) 500MG VIAL,,250,,,, 43.80 ,
25306075,AZITHROMYCIN (Z-PAK)  250MG  6 TABS,,250,,,, 16.92 ,
25006070,"BACITRACIN (BACITIN) 0.9GM, OINT",,250,,,, 0.26 ,
25006001,BACITRACIN (BACITIN) 30GM OINTMENT,,250,,,, 4.88 ,
25409660,"BACLOFEN 10mg, TAB",,250,,,, 0.58 ,
25007928,"BALSALAZIDE DISODIUM (COLAZAL)750MG, CAP",,250,,,, 2.27 ,
25000035,BANANA BAG-D5NS,,250,,,, 269.50 ,
25000033,BANANA BAG-LR,,250,,,, 269.50 ,
25000034,BANANA BAG-NS,,250,,,, 269.50 ,
25017540,BECLOMETHONE (QVAR) 40MCG INHALER,,250,,,, 295.74 ,
25000904,BELLADONNA ALKA (DONNATOL)120ML LIQ,,250,,,, 711.20 ,
25034204,BENAZEPRIL (LOTENSIN) 10MG TAB,,250,,,, 0.32 ,
25637882,BENZ (AMERICAINE 20%) 2OZ SPRAY,,250,,,, 5.84 ,
25053716,"BENZONAT (TESSALON PRL) 200, 6PK",,250,,,, 3.83 ,
25053710,BENZONAT (TESSALON PRL) 200MG CAP,,250,,,, 3.00 ,
25085101,BENZONATATE (TESSALON) 100MG CAP,,250,,,, 0.51 ,
25011201,BENZTROPINE (COGENTIN) 1MG TAB,,250,,,, 0.32 ,
25056601,BETAMETHASONE (CELESTONE) 30MG VIAL,,250,,,, 200.40 ,
25022056,"BICALUTAMIDE (CASADEX) 50MG, TAB",,250,,,, 4.17 ,
25510012,BISACODYL (DULCOLAX) 10MG SUPPOS,,250,,,, 0.25 ,
25792717,BISACODYL EC (DULCOLAX) 5MG TAB,,250,,,, 0.25 ,
25004901,"BORTEZOMIB (VELCADE) 3.5MG, VIAL",,636,,J9041,," 2,454.50 ",
25000008,"BRD,SUPP,PR (BENADRYL/REGLAN/DEXAMETH.)",,250,,,, 3.00 ,
25921105,BRIMONID/TIM (COMBIGAN) 0.2/0.5% OPTH,,250,,,, 224.40 ,
25990074,"BRIMONIDINE (ALPHAGAN-P) 0.15% OPHTH,5ML",,250,,,, 169.50 ,
25027505,BRINZOLAMIDE (AZOPT) 1% OPTH SOLN 10ML,,250,,,, 500.00 ,
25010601,BROMOCRIPTINE (PARLODEL) 2.5MG TAB,,250,,,, 13.70 ,
25198804,BUDESONIDE (PULMICORT) 0.25MG VIAL,,250,,,, 11.42 ,
25681673,BUDESONIDE (PULMICORT) 0.5MG/2ML VIAL,,250,,J7626,, 10.00 ,
25107008,BUDESONIDE (RHINOCORT) 8.6GM SPRAY,,250,,,, 162.42 ,
25037228,BUDESONIDE/FORMOTEROL (SYMBICORT) 80,,250,,,, 578.50 ,
25423360,BUMETANIDE (BUMEX) 1 MG TAB,,250,,,, 1.74 ,
25176102,BUPIV/DEX (SEN/DEX 0.75%) 2ML AMP,,250,,,, 23.90 ,
25103201,BUPIV/EPI 0.25% (SEN/EPI 0.25%) 10ML VL,,250,,,, 34.20 ,
25103401,BUPIV/EPI 0.5% (SEN/EPI 0.5%) 10ML VL,,250,,,, 25.80 ,
25103001,BUPIVACAINE (SENSORCAINE 0.25%) 30ML VL,,250,,,, 22.90 ,
25103301,BUPIVACAINE (SENSORCAINE 0.5%) 30ML VIAL,,250,,,, 24.20 ,
25315473,"BUPRENORPH/NALOX (SUBOXONE) 2/0.5MG, TAB",,250,,,, 9.31 ,
25105301,BUPROPION IR (WELLBUTRIN)  75MG TAB,,250,,,, 0.82 ,
25019800,"BUPROPION IR (WELLBUTRIN) 100MG, TAB",,250,,,, 1.40 ,
25071855,BUPROPION SR (WELLBUTRIN SR)100MG*BID*,,250,,,, 0.96 ,
25354160,BUPROPION SR (WELLBUTRIN SR)150MG*BID*,,250,,,, 0.96 ,
25073001,BUPROPION XL (WELLBUTRIN XL)150MG*QD*,,250,,,, 1.96 ,
25070801,BUSPIRONE (BUSPAR) 10MG TAB,,250,,,, 0.29 ,
25030904,BUSPIRONE (BUSPAR) 15MG TAB,,250,,,, 0.46 ,
25162601,BUTORPHANOL (STADOL) 2MG VIAL,,250,,,, 32.30 ,
25963943,BUTORPHANOL (STADOL) NASAL 25mg SPRAY,,250,,,, 84.60 ,
25021008,"BYETTA 10mcg/0.04ml, 600mcg/CART., SC",,250,,,, 279.55 ,
25021007,"BYETTA 5mcg/0.02ml, 300mcg/CART.,SC",,250,,,, 244.09 ,
25031190,"CALCITONIN,SAL,SYN (MIACALCIN) 200IU SPR",,250,,,, 119.02 ,
25014323,"CALCITROL (ROCALTROL) 0.25MCG, CAP",,250,,,, 1.54 ,
25113920,CALCIUM CARBINATE (TUMS) 500MG TAB,,250,,,, 0.03 ,
25556819,CALCIUM CHEWS + VITAMIN D (CALTRATE),,250,,,, 0.34 ,
25271025,CALCIUM CHLORIDE 10% 1000MG VIAL,,250,,,, 183.75 ,
25081512,CALCIUM CIT+VIT D (CITRICAL+D) TAB,,250,,,, 0.25 ,
25391025,CALCIUM GLUC 5000MG VIAL,,250,,,, 87.00 ,
25000007,"CALCIUM-LIQUID HEALTH, 36oz.",,250,,,, 29.99 ,
25078377,CAL-MAG-ZINC-VIT D CAP,,250,,,, 0.25 ,
25068930,CAMPH/MENTH/ALAINT (NOSE BETTER) GEL,,250,,,, 18.92 ,
25382210,"CANCIDAS 50mg, IV",,250,,,, 39.42 ,
25117101,CAPTOPRIL (CAPOTEN) 12.5MG TAB,,250,,,, 0.25 ,
25049756,CARB PER (DEBROX) 15ML OTIC LIQ,,250,,,, 1.73 ,
25077801,CARBAMAZEPINE (TEGRETOL) 100MG TAB,,250,,,, 0.29 ,
25060568,CARBIDOPA/L-DOPA 25/100MG (SINEMET) TAB,,250,,,, 0.45 ,
25254010,CARBIDOPA/L-DOPA 25/250MG (SINEMET) TAB,,250,,,, 0.69 ,
25674806,CARBINOXAMINE (PALGIC) 4MG 6-PACK,,250,,,, 4.94 ,
25674801,CARBINOXAMINE (PALGIC) 4MG TAB,,250,,,, 0.82 ,
25033956,CARBOPLATIN (PARAPLATIN) 600MG IV,,636,,J9045,, 302.70 ,
25050756,"CARIMUNE (IVIG) PER GRAM, IV",,250,,,, 146.91 ,
25024601,CARISOPR/ASPIRIN (SOMA) 200/325 TAB,,250,,,, 2.51 ,
25551301,CARISOPRODOL (SOMA) 350MG TAB,,250,,,, 0.25 ,
25000074,CARVEDILOL (COREG)  3.125mg TAB,,250,,,, 0.26 ,
25414120,CARVEDILOL (COREG) 12.5MG TAB,,250,,,, 0.25 ,
25065806,"CEFACLOR (CECLOR) 250MG, 6-PACK",,250,,,, 16.52 ,
25025896,"CEFAZOLIN (ANCEF) 1GM VIAL, IM",,636,,J0690,, 25.40 ,
25313016,"CEFAZOLIN (ANCEF) 1GM VIAL, IV",,636,,J0690,, 22.90 ,
25310311,"CEFAZOLIN (ANCEF) 1GM, 50ML",,636,,J0690,, 35.20 ,
25310511,"CEFAZOLIN (ANCEF) 2GM, 50ML",,636,,J0690,, 53.60 ,
25258501,CEFAZOLIN (ANCEF) ADV 1GM IV,,636,,J0690,, 25.60 ,
25473203,CEFAZOLIN 1g (ADD-VANTAGE) IV,,636,,J0690,, 28.49 ,
25072310,CEFDINIR (OMNICEF) 250MG/5ML100ML LIQUID,,250,,,, 236.34 ,
25376960,CEFDINIR (OMNICEF) 300MG CAP,,250,,,, 7.66 ,
25376966,"CEFDINIR (OMNICEF) 300MG, 6-PACK",,250,,,, 46.03 ,
25377113,CEFDINIR (OMNIFEC) 125MG/5ML100ML LIQUID,,250,,,, 78.76 ,
25024011,CEFEPIME (MAXIPINE) 1GM IV,,636,,J0692,, 42.44 ,
25037631,"CEFOTAN 1g ADVANTAGE, IM/IV",,250,,,, 55.74 ,
25002325,CEFOTAXIME (CLAFORAN) 1GM VIAL,,250,,,, 23.20 ,
25034120,CEFOXITIN (MEFOXIN) 2GM VIAL,,636,,J0694,, 102.00 ,
25508216,CEFTAZIDIME (FORTAZ) 1GM VIAL,,250,,,, 36.00 ,
25069101,CEFTIBUTEN (CEDAX)  400mg CAP,,250,,,, 32.00 ,
25733349,CEFTRIAXONE (ROCEPHIN) 1GM IV,,636,,J0696,, 33.60 ,
25932895,"CEFTRIAXONE (ROCEPHIN) 1GM, IM",,636,,J0696,, 22.50 ,
25932795,CEFTRIAXONE (ROCEPHIN) 500MG IM,,636,,J0696,, 22.40 ,
25038706,CEFUROXIME (CEFTIN) 250MG 6-PACK,,250,,,, 3.31 ,
25038742,CEFUROXIME (CEFTIN) 250MG TAB,,250,,,, 0.55 ,
25003560,CEFUROXIME (CEFTIN) 500MG TAB,,250,,,, 1.30 ,
25152006,CELECOXIB (CELEBREX) 100MG 6-PACK,,250,,,, 41.89 ,
25152031,CELECOXIB (CELEBREX) 100MG CAP,,250,,,, 1.80 ,
25012302,"CEPHALEXIN (KEFLEX) 125MG/5ML, 200ML",,250,,,, 16.83 ,
25023501,CEPHALEXIN (KEFLEX) 250MG CAP,,250,,,, 0.61 ,
25417774,"CEPHALEXIN (KEFLEX) 250MG/5ML, 200ML",,250,,,, 82.00 ,
25407460,CEPHALEXIN (KEFLEX) 500MG CAP,,250,,,, 0.42 ,
25407414,"CEPHALEXIN (KEFLEX) 500MG, 14-PACK",,250,,,, 8.30 ,
25070062,CERTOLIZUMAB (CIMZIA PWR) 400MG KIT,,636,,J0717,," 9,492.40 ",
25020101,CETACAINE (CETACAINE) 20GM SPRAY,,250,,,, 94.12 ,
25551066,CETIRIZINE HCL (ZYRTEC) 10MG TAB,,250,,,, 0.25 ,
25551060,"CETIRIZINE HCL (ZYRTEC) 10MG, 6-PACK",,250,,,, 2.00 ,
25095823,CETUXIMAB (ERBITUX) 200MG VIAL,,636,,J9055,," 1,981.20 ",
25099710,"CHIROCAINE 0.25%, 10ml",,250,,,, 42.33 ,
25099830,"CHIROCAINE 0.5%, 30ml",,250,,,, 56.89 ,
25040910,"CHLORDIAZEPOX/CLID(LIBRAX) 5-2.5MG, CAP",,250,,,, 8.58 ,
25003302,CHLORDIAZEPOXIDE (LIBRIUM) 10 MG,,250,,,, 0.25 ,
25015902,CHLORDIAZEPOXIDE (LIBRIUM) 25MG CAP,,250,,,, 0.25 ,
25139835,"CHLORPROMAZINE 50mg/2ml, 2ml, IM",,250,,,, 33.56 ,
25054206,CHLORZOX (PARAFON FORTE) 500MG 6-PACK,,250,,,, 2.00 ,
25054201,CHLORZOXA (PARAFON FORTE) 500MG TAB,,250,,,, 0.25 ,
25582360,CHOLECAL (VIT. D) 400IU TAB,,250,,,, 0.25 ,
25050240,CHOLECALCIF (VIT. D) 1000 IU TAB,,250,,,, 0.25 ,
25558901,CHOLESTYRAMINE (QUESTRAN) 4GM PWD,,250,,,, 1.67 ,
25000930,CICLOPIR OLA (LOPROX 0.77%) 15GM CRM,,250,,,, 23.06 ,
25021005,CIDOFOVIR (VISTIDE) 375MG VIAL,,636,,J0740,," 2,013.00 ",
25990152,CINACALCET (SENSIPAR) 30MG TAB,,250,,,, 53.78 ,
25146501,CINNAMON 1000MG,,250,,,, 1.20 ,
25856220,"CIPRO IV 20mg/ml, 10ml",,250,,,, 40.75 ,
25853302,CIPRO/DEXAMETH (CIPRODEX)0.35%/0.1% OTIC,,250,,,, 334.30 ,
25851206,CIPROFLOXACIN (CIPRO) 250MG 6-PACK,,250,,,, 2.71 ,
25851251,CIPROFLOXACIN (CIPRO) 250MG TAB,,250,,,, 1.46 ,
25851301,CIPROFLOXACIN (CIPRO) 500MG TAB,,250,,,, 0.38 ,
25851306,"CIPROFLOXACIN (CIPRO) 500MG,6-PACK",,250,,,, 2.70 ,
25402001,CITALOPRAM (CELEXA) 20MG TAB,,250,,,, 0.25 ,
25030335,CLARITHRO (BIAXIN) 250MG/5ML 100ML,,250,,,, 125.84 ,
25196260,CLARITHRO 500MG (BIAXIN) TAB,,250,,,, 7.22 ,
25012060,CLARITHROMYCIN (BIAXIN) 250MG TAB,,250,,,, 7.22 ,
25233701,CLINDAMYCIN (CLEOCIN) 150MG CAP,,250,,,, 0.25 ,
25312001,"CLINDAMYCIN (CLEOCIN) 300MG, CAP",,250,,,, 1.60 ,
25312006,"CLINDAMYCIN (CLEOCIN) 300MG, CAP 6-PACK",,250,,,, 9.58 ,
25028202,"CLINDAMYCIN (CLEOCIN) 300MG, VIAL",,250,,,, 29.80 ,
25087026,CLINDAMYCIN (CLEOCIN) 600MG VIAL,,250,,,, 28.90 ,
25125903,CLOBETASOL (TEMOVATE) 0.05% CRM,,250,,,, 415.60 ,
25300416,"CLONAZEPAM (KLONIPIN) 1MG, 6-PACK",,250,,,, 2.00 ,
25003112,CLONIDINE (CATAPRES TTS-1) 0.1MG PTCH,,250,,,, 81.73 ,
25029920,CLONIDINE (CATAPRES) 0.1MG TAB,,250,,,, 0.48 ,
25029926,"CLONIDINE (CATAPRES) 0.1MG, 6-PACK",,250,,,, 2.00 ,
25003234,CLONIDINE (CATAPRESS TTS-2) 0.2MG PTCH,,250,,,, 182.66 ,
25003235,CLONIDINE 0.2MG PATCH 4-PK,,250,,,, 446.42 ,
25117106,CLOPIDOGREL (PLAVIX) 75MG TAB,,250,,,, 0.54 ,
25025846,CLOTRIM/BETAMETH (LOTRISONE) 1/.05%,,250,,,, 79.62 ,
25940001,CLOTRIMAZOLE (MYCELEX TRCH) 10MG LOZ,,250,,,, 1.73 ,
25509533,CLOTRIMAZOLE 1% (LOTRIMIN) 30GM CRM,,250,,,, 9.10 ,
25777201,"CLOZAPINE (CLOZARIL) 100MG, TAB",,250,,,, 11.90 ,
25000002,COCAINE TOPICAL SOLUTION W/DILUENT,,250,,,, 249.60 ,
25010401,COLCHICINE (COLCRYS) 0.6MG TAB,,250,,,, 7.28 ,
25060502,"COLCHICINE 1mg/2ml, IV",,250,,,, 37.88 ,
25501030,COLLAGENASE (SANTYL) 250U/GM 15GM,,250,,,, 134.72 ,
25020175,COLONOSCOPY PREP. (MOVIPREP KIT),,250,,,, 87.80 ,
25335216,"COMPAZINE 5mg/ml, 2ml, IM/IV",,250,,,, 50.80 ,
25073112,"CORTROSYN 0.25mg/ml, 1ml IM",,250,,,, 91.16 ,
25590000,COSYNTROPIN (CORTROSYN) 0.25MG VIAL,,250,,,, 329.70 ,
25662646,COUGH DROP (HALLS) LOZENGE,,250,,,, 0.34 ,
25032435,"COUMADIN-IV 5mg/VIAL, IV",,250,,,, 114.50 ,
25055812,CRANBERRY EXTRACT 425MG,,250,,,, 0.25 ,
25001114,CROMOLYN SOD (INTAL) 8.1GM INH,,250,,,, 163.88 ,
25058605,CYANOCOBAL (VITAMIN B-12) 1000MCG TAB,,250,,,, 0.12 ,
25003860,CYANOCOBAL (VITAMIN B-12) 2500MCG TB,,250,,,, 0.25 ,
25320713,CYANOCOBAL (VITAMIN B-12) 500MCG TB,,250,,,, 0.25 ,
25003125,CYANOCOBALA (VIT B-12) 1000MCG VL,,250,,,, 48.20 ,
25058501,CYANOCOBALAMIN (VIT B-12) 500MCG,,250,,,, 0.25 ,
25064406,CYCLOBENZAPRINE (FLEXERIL) 10MG 6-PACK,,250,,,, 2.00 ,
25064420,CYCLOBENZAPRINE (FLEXERIL) 10MG TAB,,250,,,, 0.25 ,
25039601,CYCLOPENTO 1% (CYCLOGYL) 2ML OPTH,,250,,,, 24.20 ,
25095601,CYCLOPHOSPHAMIDE (CYTOXAN) 1000MG,,636,,J9070,," 1,873.40 ",
25031401,CYPROHEPTADINE (PERIACTIN) 4MG TB,,250,,,, 0.39 ,
25013560,DABIGATRAN (PRADAXA) 150MG CAP,,250,,,, 6.26 ,
25010001,DALBAVANCIN (DALVANCE) 500MG VIAL,,636,,J0875,," 4,158.70 ",
25000367,DANTROLENE (DANTRIUM) 20MG VIAL,,250,,,, 267.00 ,
25001101,DAPTOMYCIN (CUBICIN) 500MG VIAL,,636,,J0878,," 1,217.80 ",
25050205,DARATUMUMAB (DARZALEX) 100MG IV,,636,,J9145,," 1,064.60 ",
25050220,DARATUMUMAB (DARZALEX) 400MG IV,,250,,J9145,," 3,093.70 ",
25004601,DARBEPOETIN  (ARANESP) 300MCG/1ML,,636,,J0881,," 5,759.50 ",
25004104,DARBEPOETIN (ARANESP) 100mcg/0.5ml,,636,,J0881,, 855.00 ,
25004401,DARBEPOETIN (ARANESP) 200MCG SYRINGE,,636,,J0881,," 3,488.30 ",
25002304,DARBEPOETIN (ARANESP) 60MCG,,636,,J0881,," 1,056.90 ",
25018001,"DELESTROGEN 10mg/5ml, IM",,250,,,, 187.20 ,
25211101,DEMECLOCYCLINE(DECLOMYCIN) 150MG,,250,,,, 9.50 ,
25073000,DENOSUMAB (XGEVA) 120MG VIAL,,636,,J0897,," 6,001.50 ",
25071000,DENOSUMAB(PROLIA) 60MG/1ML,,636,,J0897,," 3,210.60 ",
25028002,"DEPO-MEDROL 40mg/ml, 5ml",,250,,,, 64.74 ,
25030602,"DEPO-MEDROL 80mg/ml, 5ml",,250,,,, 117.83 ,
25505401,DESMOPRESSIN (DDAVP) 4MCG VIAL,,250,,,, 104.70 ,
25121130,DESVENLAFAXINE (PRISTIQ) 50MG TAB,,250,,,, 7.37 ,
25036725,DEXAMETHASONE (DECADRON) 10MG VIAL,,636,,J1100,, 21.20 ,
25490525,DEXAMETHASONE (DECADRON) 20MG VIAL,,636,,J1100,, 40.40 ,
25008701,DEXAMETHASONE (DECADRON) 4MG TAB,,250,,,, 0.24 ,
25046608,DEXAMETHASONE 0.5MG/5ML 60ML BTL ORAL,,250,,J8540,, 3.03 ,
25317644,DEXAMETHASONE 1MG/1ML ORAL,,250,,J8540,, 47.68 ,
25490125,"DEXAMETHASONE 4mg/ml, 1ml VL IM/IV",,250,,,, 18.72 ,
25493025,"DEXAMETHASONE 4mg/ml, 30ml, IM/IV",,250,,,, 24.27 ,
25091501,"DEXLANSOPRAZOLE (DEXILANT) 60MG, CAP",,250,,,, 6.47 ,
25490234,DEXTROSE 50% (GLUCOSE) 25GM SYR,,250,,,, 18.00 ,
25003603,"DEXTROSE 50%, 500ml, IV",,250,,,, 38.62 ,
25321032,DIAZEPAM (VALIUM) 10MG SYRINGE,,636,,J3360,, 111.10 ,
25028620,"DIAZEPAM (VALIUM) 10MG, TAB",,250,,,, 0.15 ,
25028501,DIAZEPAM (VALIUM) 5MG TAB,,250,,,, 0.25 ,
25028506,"DIAZEPAM (VALIUM) 5MG TAB,  6 TABS",,250,,,, 2.00 ,
25033901,DICLOFEN SOD (VOLTAREN) 75MG TAB,,250,,,, 87.70 ,
25068447,DICLOFENAC (VOLTAREN) 1% GEL 100GM,,250,,,, 76.92 ,
25501701,DICLOFENAC POT (CATAFLAM) 50MG TAB,,250,,,, 0.86 ,
25501706,"DICLOFENAC POT (CATAFLAM) 50MG, 6-PACK",,250,,,, 3.45 ,
25990110,Diclofenac Sodium Tablet 100MG,,250,,,, 3.14 ,
25990064,DICYCLOMINE (BENTYL) 10MG CAP,,250,,,, 0.66 ,
25079501,DICYCLOMINE (BENTYL) 20MG TAB,,250,,,, 0.25 ,
25014501,DIGOXIN (LANOXIN) 0.125MG TAB,,250,,,, 2.37 ,
25141035,DIGOXIN (LANOXIN) 500MCG AMPULE,,250,,,, 44.90 ,
25036510,DIGOXIN IMM (DIGIBIND) 40MG VIAL,,250,,,," 3,241.50 ",
25085005,"DIHYDROERGOTAMINE (DHE) 1MG/ML, AMP",,636,,J1110,, 448.62 ,
25056605,DILTIAZEM (CARDIZEM) 25MG IVPB,,250,,,, 25.90 ,
25056600,DILTIAZEM (CARDIZEM) 25MG/5ML IV PUSH,,250,,,, 25.90 ,
25008010,DILTIAZEM (CARDIZEM) 60MG TAB,,250,,,, 0.47 ,
25004501,DILTIAZEM-SR (CARDIZEM-SR) 60MG CAP *BID,,250,,,, 0.25 ,
25612001,DILTIAZEM-SR(CARDIZEM-SR)120MG CAP*BID*,,250,,,, 3.13 ,
25094708,DILTIAZEM-XR (CARDIZEM-XR) 120MG CAP*QD*,,250,,,, 0.90 ,
25097530,DILTIAZEM-XR (CARDIZEM-XR) 180MG CAP*QD*,,250,,,, 1.17 ,
25094706,"DILTIAZEM-XR (CARDIZEM-XR)120MG*QD*,6-PK",,250,,,, 4.89 ,
25200137,DIPHENHYD (BENADRYL)12.5MG/5ML 120ML BTL,,250,,,, 1.90 ,
25209006,DIPHENHYDRAMINE (BENADRYL) 25MG 6-PK,,250,,,, 2.00 ,
25209216,DIPHENHYDRAMINE (BENADRYL) 25MG CAP,,250,,,, 0.25 ,
25037625,DIPHENHYDRAMINE (BENADRYL) 50MG VL,,250,,,, 28.80 ,
25041501,"DIPHENOXY/ATRO (LOMOTIL) 2.5/0.025MG,TAB",,250,,,, 0.49 ,
25041506,DIPHENOXY/ATRO (LOMOTIL) 6-PACK,,250,,,, 3.93 ,
25028502,"DIPYRIDAMOLE 50mg, TAB",,250,,,, 0.48 ,
25621513,DIVALPRO SOD(DEPAKOTE ER) 500MG TAB,,250,,,, 0.50 ,
25018211,DIVALPROEX (DEPAKOTE DR) 500MG,,250,,,, 1.30 ,
25990143,"DIVALPROEX (DEPAKOTE) DR 125MG, TAB",,250,,,, 0.13 ,
25018111,"DIVALPROEX (DEPAKOTE) DR 250MG, TAB",,250,,,, 0.71 ,
25234402,DOBUTAMINE (DOBUTREX) 250MG VIAL,,250,,,, 43.00 ,
25102104,DOCETAXEL (TAXOTERE) 80MG,,636,,J9171,," 2,099.50 ",
25007140,DOCUSATE CAL (SURFAK) 240MG CAP,,250,,,, 0.25 ,
25014606,DOCUSATE SOD (COLACE) 100MG 6-PACK,,250,,,, 2.00 ,
25014621,DOCUSATE SOD (COLACE) 100MG CAP,,250,,,, 2.00 ,
25040316,DOCUSATE SOD LIQUID (COLACE) 50MG/5ML,,250,,,, 7.00 ,
25054416,"DOCUSATE SODIUM 10mg/ml, 16oz.",,250,,,, 20.82 ,
25024630,"DONEPEZIL (ARICEPT) 10MG, TAB",,250,,,, 0.25 ,
25780922,DOPAMINE (INTROPIN) 400MG IV BAG,,250,,,, 79.80 ,
25100502,DOPAMINE-PEDS (INTROPIN) 200MG BAG,,250,,,, 295.00 ,
25990063,DORZOLAMIDE HYDROCHLORIDE 2% OPHT SOLN,,250,,,, 69.97 ,
25048610,DORZOLAMIDE/TIMOLOL (COSOPT) 2/0.5% OPTH,,250,,,, 100.00 ,
25026804,DOXAZOSIN (CARDURA) 2MG TAB,,250,,,, 0.25 ,
25403201,DOXORUBICIN (ADRIAMYCIN) 50MG VIAL,,636,,J9000,, 295.20 ,
25096002,"DOXORUBICIN HYDRO (DOXIL) 2MG/ML, 25ML",,636,,Q2050,," 6,154.90 ",
25362648,DOXYCYCLINE (VIBRAMYCIN) 100MG CAP,,250,,,, 1.68 ,
25362646,DOXYCYCLINE 100MG 6-PACK,,250,,,, 5.04 ,
25990151,DOXYCYCLINE HYCLATE 100 MG VL,,250,,,, 26.60 ,
25002121,DRONABINOL (MARINOL) 2.5MG CAP,,250,,,, 9.43 ,
25323560,DULOXETINE (CYMBALTA) 20MG CAP,,250,,,, 3.00 ,
25324030,DULOXETINE (CYMBALTA) 30MG CAP,,250,,,, 3.20 ,
25071215,DUTASTRIDE (AVODART) 0.5MG,,250,,,, 5.88 ,
25027111,EAR RELIEF DROPS 10ML,,250,,,, 13.68 ,
25161405,"EMPTY EVACUATED BOTTLE, 1000ml",,272,,,, 25.00 ,
25419660,ENALAPRIL (VASOTEC) 5MG TAB,,250,,,, 1.22 ,
25212201,ENALAPRILAT (VASOTEC) 1.25MG VIAL,,250,,,, 23.10 ,
25062160,ENOXAPARIN (LOVENOX)  60MG SYRINGE,,636,,J1650,, 72.20 ,
25291501,ENOXAPARIN (LOVENOX) 150MG SYRINGE,,636,,J1650,, 140.20 ,
25087501,EPHEDRINE 50MG AMPULE,,250,,,, 159.40 ,
25724101,EPINEPHRINE (ADRENALINE) 1MG AMP,,636,,J0171,, 45.00 ,
25990182,EPINEPHRINE (EPIPEN) 0.3MG INJECTION,,250,,,, 300.00 ,
25492134,EPINEPHRINE CARDIAC (ADRENALINE) 1MG SYR,,250,,,, 42.10 ,
25031201,"EPOETIN (EPOGEN) 20,000UNITS VIAL",,636,,J0885,, 595.20 ,
25117701,EPTIFIBAT (INTEGRILIN) 20MG/10ML VL,,250,,,, 242.60 ,
