Charge Code,Charge Description,CPT/HCPCS Code," Inpatient 
Price "," Outpatient 
Price "
924000001,"HC ALLERGY SKIN TSTS,ALLRGNS",95004, $389.52 , $389.52 
469000003,HC NITRIC OXIDE EXP GAS DET,95012, $364.56 , $364.56 
924000013,HC PERQ&IC ALLG TEST DRUGS/BIOL,95018, $167.09 , $167.09 
924000006,HC ALLERGY PATCH TSTS,95044, $389.52 , $389.52 
920000043,HC INGEST CHALLENGE INI 120 MIN,95076," $1,758.79 "," $1,758.79 "
920000044,HC INGEST CHALLENGE ADDL 60 MIN,95079, $878.85 , $878.85 
510000126,HC RAPID DESENSITIZE PER HR,95180, $562.03 , $562.03 
920000029,"HC GLUCOSE MONITORING,72 HRS,SUB-Q SENSOR",95250, $978.67 , $978.67 
740000032,HC POLYSOM <6 YRS 4/> PARAMTRS,95782," $3,375.44 "," $3,375.44 "
740000031,HC POLYSOM <6 YRS CPAP/BILVL,95783," $3,375.44 "," $3,375.44 "
740000001,HC MULT SLP LATENCY TST,95805," $3,593.52 "," $3,593.52 "
740000004,"HC POLYSOMNOGRAPHY, 4 OR MORE",95810," $8,640.94 "," $8,640.94 "
740000005,HC POLYSOMNOGRAPHY W/CPAP,95811," $9,327.75 "," $9,327.75 "
740000006,"HC EEG,EXTENDED MONITORING,41-60 MINUTES",95812," $2,628.96 "," $2,628.96 "
740000007,HC EEG >1 HR,95813," $3,240.90 "," $3,240.90 "
740000008,"HC EEG,W/AWAKE & DROWSY RECRD",95816," $2,035.46 "," $2,035.46 "
740000009,"HC EEG,W/AWAKE & ASLP RECRD",95819," $2,296.95 "," $2,296.95 "
740000010,"HC EEG,COMA/SLP RECRD ONLY",95822," $2,101.65 "," $2,101.65 "
740000011,HC EEG EVAL CEREBRAL DEATH,95824," $2,384.83 "," $2,384.83 "
740000013,HC SURGERY ELECTROCORTICOGRAM,95829," $7,143.64 "," $7,143.64 "
922000001,"HC EMG, NEEDLE, ONE LIMB",95860, $523.51 , $523.51 
922000002,"HC EMG, NEEDLE, TWO LIMBS",95861, $639.61 , $639.61 
922000003,"HC EMG, NEEDLE, 3 LIMBS",95863, $773.06 , $773.06 
922000004,"HC EMG, NEEDLE, 4 LIMBS",95864, $933.64 , $933.64 
922000005,"HC EMG, NEEDLE, LARYNX",95865, $381.38 , $381.38 
922000006,"HC EMG, NEEDLE, HEMIDIAPHRAGM",95866, $502.36 , $502.36 
922000007,HC  MUSCLE TEST CRAN NERV UNILAT,95867, $507.24 , $507.24 
922000008,"HC EMG, NEEDLE, CRAN NERVES SUPP MUSCLES BILAT",95868, $569.08 , $569.08 
922000009,"HC EMG,NEEDLE,THOR PARASPIN MUS,EXC T1/T12",95869, $387.89 , $387.89 
922000010,"HC EMG,1 EXTREM,NONPARASPINAL",95870, $375.41 , $375.41 
922000011,"HC EMG, NEEDLE, ONE FIBER, EA MUSCLE",95872, $884.82 , $884.82 
920000030,HC ELECTRIC STIM GUIDE FOR CHMODENRVATN,95873, $622.79 , $622.79 
922000012,HC NEEDLE EMG GUIDE FOR CHMODENRVATN,95874, $622.79 , $622.79 
922000014,HC NEEDLE EMG EA XTRMTY W/PARASPINL AREA LTD,95885, $472.52 , $472.52 
922000015,HC NEEDLE EMG EA EXTREMTY W/PARASPINL AREA COMPL,95886, $527.85 , $527.85 
922000016,HC NEEDLE EMG NONEXTREMTY MSCLES W/NERVE CONDUCTIO,95887, $228.94 , $228.94 
922000034,HC NERVE CONDUCT STUDY 1-2,95907, $316.28 , $316.28 
922000042,HC NRV CNDJ TST 3-4 STUDIES,95908, $343.95 , $343.95 
922000043,HC NRV CNDJ TST 5-6 STUDIES,95909, $467.64 , $467.64 
922000044,HC  NRV CNDJ TEST 7-8 STUDIES,95910, $467.64 , $467.64 
922000045,HC NRV CNDJ TEST 9-10 STUDIES,95911, $614.11 , $614.11 
922000046,HC NRV CNDJ TEST 11-12 STUDIES,95912, $614.11 , $614.11 
922000040,HC NERVE CONDUCT STUDY > 13,95913, $692.77 , $692.77 
922000021,"HC TST AUTO NERV SYS,CARDIOVAGAL INN",95921, $232.19 , $232.19 
922000023,"HC TST AUTO NERV SYS,SUDOMOTOR",95923, $439.97 , $439.97 
922000024,"HC SOMATOSENSORY TST,UPPER LIMBS",95925," $1,150.64 "," $1,150.64 "
922000025,"HC SOMATOSENSORY TST,LWR LIMBS",95926," $1,199.47 "," $1,199.47 "
922000026,"HC SOMATOSENSORY TST,TRUNK/HEAD",95927, $847.93 , $847.93 
922000029,HC VISUAL EVOKED POTNTIAL TST (VEP),95930," $1,603.63 "," $1,603.63 "
740000016,HC BLINK REFLEX TST,95933, $196.39 , $196.39 
920000031,HC NEUROMUSCULAR JUNCTION TST,95937, $627.67 , $627.67 
922000031,HC SHORT-LATENCY SOMATOSENS EP STD U& LOW LIMBS,95938," $1,342.60 "," $1,342.60 "
922000032,HC CTR MOTR EP STD TRANSCRNL MOTR STIM UPR&LOW LIM,95939," $1,187.27 "," $1,187.27 "
920000038,HC IONM IN OPERATNG ROOM 15 MIN,95940, $313.57 , $313.57 
920000039,HC IONM REMOTE/>1 PT OR PER HR,95941," $1,252.09 "," $1,252.09 "
740000018,HC EEG MONITORING/VIDEORECRD,95951," $5,637.94 "," $5,637.94 "
740000019,"HC EEG MONITORING/COMPTR, EA 24 HOURS, UNATTND",95953," $6,060.81 "," $6,060.81 "
740000021,HC EEG DURING SURGERY,95955, $828.94 , $828.94 
740000024,"HC ELECTRODE STIM,BRAIN,MD 1ST HR",95961," $1,314.48 "," $1,314.48 "
740000025,"HC FUNC CORTICAL MAP,BRAIN,EA ADDN HR",95962, $345.03 , $345.03 
929000001,HC ANALYZE NEUROSTIM NO PROG,95970, $157.33 , $157.33 
920000032,HC ANALYZE NEUROSTIM SIMPLE,95971, $328.76 , $328.76 
929000002,HC ELEC ALYS NSTIM PLS GEN CPLX SC/PERPH 1ST HR,95972, $520.80 , $520.80 
929000004,HC  CRANIAL NEUROSTIM COMPLEX,95974," $1,029.67 "," $1,029.67 "
929000005,HC ELEC ALYS NSTIM PLS GEN CPLX CRNL NRV EA 30 MIN,95975, $584.82 , $584.82 
929000006,"HC ANALYZE NEUROSTIM BRAIN, FIRST 1H",95978, $540.33 , $540.33 
929000007,"HC ANALYZ NEUROSTIM BRAIN, EA ADD 30 MIN",95979, $435.09 , $435.09 
920000033,HC ELEC ALYS NSTIM GEN GASTRIC SUBSEQUENT W/O REPR,95981, $314.65 , $314.65 
920000034,HC ELEC ALYS NSTIM PLS GEN GASTRIC SUBSEQUENT W/RE,95982, $474.15 , $474.15 
510000057,"HC CANALITH REPOSITIONING PROCEDURE, PER DAY",95992, $286.44 , $286.44 
510000196,HC GENETIC COUNSELING 30 MIN,96040, $638.52 , $638.52 
918000002,HC PSYCHOLOGIC TSTING BY PSYCH/PHYS,96101, $391.69 , $391.69 
918000004,HC PSYCHOLOGIC TSTING ADMIN BY COMPTR,96103, $618.45 , $618.45 
444000001,"HC ASSESSMENT OF APHASIA, PER HOUR",96105, $876.68 , $876.68 
440000017,HC DEVELOPMENTAL SCRNING W/INTRP&REPRT STD FORM,96110, $160.58 , $160.58 
918000005,HC DEVELOPMENTAL TSTING W/INTRP & RPT,96111, $658.60 , $658.60 
918000007,HC NEUROBEHAVIORAL STATUS EXAM BY PSYCH/PHYS,96116, $703.08 , $703.08 
918000009,HC NEUROPSYCH TSTING BY PSYCH/PHYS,96118, $343.95 , $343.95 
918000010,HC NEUROPSYCH TSTING BY TECHNICIAN,96119, $487.17 , $487.17 
918000011,HC NEUROPSYCH TSTING BY COMPTR,96120, $647.75 , $647.75 
918000014,"HC COGNITIVE TEST BY HC PRO, PER HOUR",96125, $516.46 , $516.46 
918000012,"HC HEAL & BEHAV ASSESS,EA 15 MIN,INIT",96150, $278.30 , $278.30 
918000013,"HC HEAL & BEHAV ASSESS,EA 15 MIN,RE-ASSESS",96151, $105.25 , $105.25 
914000004,"HC HEAL & BEHAV INTERVENT,EA 15 MIN,INDIV",96152, $105.25 , $105.25 
915000003,"HC HEAL & BEHAV INTERVENT,EA 15 MIN,GROUP",96153, $252.26 , $252.26 
916000001,"HC HEAL & BEHAV INTERV,EA 15 MIN,FAM W/PT",96154, $186.08 , $186.08 
916000002,"HC HEAL & BEHAV INTERV,EA 15 MIN,FAM W/O PT",96155, $261.49 , $261.49 
260000002,"HC IV INFUSION, HYDRATION, 31-60 MIN",96360," $1,086.09 "," $1,086.09 "
260000003,"HC IV INFUSION, HYDRATION, EA ADD HOUR",96361, $575.05 , $575.05 
260000004,"HC IV INFUSION, THERAP/PROPH/DIAGNOST,INTL,1ST HOU",96365, $978.67 , $978.67 
260000005,"HC IV INFUSION, THERAP/PROPH/DIAGNOST,INTL,EA ADD",96366, $575.05 , $575.05 
260000006,HC IV INFUSION THER PROPH ADDL SEQUENTIAL TO 1 HR,96367, $566.37 , $566.37 
260000007,"HC IV INFUSION, THERAP/PROPH/DIAGNOST,CONCURRENT I",96368, $783.37 , $783.37 
260000008,"HC SUBCUT INFUSION, THERAP/PROPH/DIAGNOST,INTL,1ST",96369, $440.51 , $440.51 
260000009,"HC SUBCUT INFUSION, THERAP/PROPH/DIAGNOST,EA ADD H",96370, $159.50 , $159.50 
260000015,HC THER/PROPH/DIAG INJ SC/IM,96372, $206.15 , $206.15 
260000011,"HC INJ,THERAP/PROPH/DIAGNOST, IV PUSH, SNGL /INTL",96374, $722.61 , $722.61 
260000012,"HC INJECTION,THERAP/PROPH/DIAGNOST, IV PUSH, EA AD",96375, $513.21 , $513.21 
260000013,"HC INJECTION,THERAP/PROPH/DIAGNOST, IV PUSH, EA AD",96376, $509.95 , $509.95 
260000014,"HC INJECTION,THERAP/PROPH/DIAGNOST, IV OR INTRA-AR",96379, $101.99 , $101.99 
331000001,"HC CHEMOTHER,NON-HORMONE ANTI-NEOPL, SUB-Q/IM",96401, $274.51 , $274.51 
331000002,HC CHEMOTHER HORMON ANTINEOPL SUB-Q/IM,96402, $271.25 , $271.25 
331000003,"HC INTRALESIONAL CHEMO ADMIN,<8 LESN",96405, $144.31 , $144.31 
331000005,"HC CHEMOTHER, IV PUSH, SNGL DRG",96409," $1,128.40 "," $1,128.40 "
331000006,"HC CHEMOTHER, IV PUSH,EA ADD DRG",96411, $908.15 , $908.15 
335000001,"HC CHEMOTHER, IV INFUSION, 1 HR",96413," $1,676.33 "," $1,676.33 "
335000002,"HC CHEMOTHER, IV INFUSION, EA ADDL HR",96415, $602.18 , $602.18 
331000007,HC CHEMOTHER PROLONG INFUSE W/PUMP,96416," $1,627.50 "," $1,627.50 "
335000003,"HC CHEMOTHER, IV INFUSE, EA SEQU INFUS",96417, $602.18 , $602.18 
335000004,"HC CHEMOTX, PERITONEAL CAVITY VIA INDWELLING PORT/",96446," $1,190.25 "," $1,190.25 "
335000005,"HC CHEMOTHER,CNS,W/LUMBAR PUNCTURE",96450," $3,029.32 "," $3,029.32 "
331000009,HC IRRIG IMPLNTED DRG DELIVERY DVC,96523, $468.72 , $468.72 
335000006,"HC CHEMOTHER INJECT,SUBARACH/INTRAVENT",96542, $457.87 , $457.87 
940000001,HC EXT PHOTODYNAMIC TX,96567, $894.04 , $894.04 
940000009,HC ULTRAVIOLET LIGHT THERAPY,96900, $239.79 , $239.79 
940000005,HC PHOTOCHEMOTX WITH UV-B,96910, $405.79 , $405.79 
940000006,HC PHOTOCHEMOTX WITH UV-A,96912, $465.47 , $465.47 
761000614,"HC LASER TX,PSORIASIS,AREA <250SQCM",96920, $646.66 , $646.66 
761000615,"HC LASER TX,PSORIASIS,AREA 250-500SQCM",96921, $647.75 , $647.75 
761000616,"HC LASER TX,PSORIASIS,AREA >500 SQCM",96922, $649.92 , $649.92 
420000007,HC OT EVALUATION,97003, $679.14 , $679.14 
430000002,HC HOT OR COLD PACKS TX,97010, $98.74 , $98.74 
420000008,HC MECHANICAL TRACTION THERAPY,97012, $279.30 , $279.30 
420000009,HC ELECTRIC STIMULATION THERAPY,97014, $219.52 , $219.52 
420000011,HC PARAFFIN BATH TX,97018, $175.42 , $175.42 
420000086,HC FLUIDOTHERAPY,97022, $94.57 , $94.57 
430000010,HC WHIRLPOOL THERAPY,97022, $269.08 , $269.08 
420000055,HC INFRARED THERAPY,97026, $75.46 , $75.46 
420000013,HC ELECTRICAL STIMULTN,97032, $89.18 , $89.18 
420000014,HC ELECTRIC CURRENT TX,97033, $289.10 , $289.10 
420000015,HC CNTRST BATH TX,97034, $143.57 , $143.57 
420000016,HC ULTRASOUND THERAPY,97035, $206.29 , $206.29 
410000010,HC THERAPEUTIC PROCD STRG ENDUR,97110, $112.70 , $112.70 
410000015,"HC OTH RESP PROC, INDIV",97110, $115.15 , $115.15 
420000066,HC THERAPEUTIC EXERCISES,97110, $205.80 , $205.80 
420000019,HC NEUROMUSCULAR REEDUCATION,97112, $298.90 , $298.90 
420000020,HC AQUATIC TX/EXERCISES,97113, $239.12 , $239.12 
420000021,HC GAIT TRAINING TX,97116, $304.78 , $304.78 
420000022,HC MASSAGE THERAPY,97124, $224.42 , $224.42 
420000092,"HC THERAP INTERVENTION W/FOCUS ON COGNITIVE FUNC,",97127, $141.12 , $141.12 
420000024,HC MANUAL THERAPY 1/> REGIONS,97140, $259.70 , $259.70 
410000011,HC GROUP THERAPEUTIC PROCEDURES,97150, $234.71 , $234.71 
424000020,HC PT EVAL LOW COMPLEX 20 MIN,97161, $365.54 , $365.54 
424000021,HC PT EVAL MOD COMPLEX 30 MIN,97162, $365.54 , $365.54 
424000022,HC PT EVAL HIGH COMPLEX 45 MIN,97163, $365.54 , $365.54 
424000023,HC PT RE-EVAL EST PLAN CARE,97164, $275.38 , $275.38 
434000012,HC OT EVAL LOW COMPLEX 30 MIN,97165, $679.14 , $679.14 
434000013,HC OT EVAL MOD COMPLEX 45 MIN,97166, $679.14 , $679.14 
434000014,HC OT EVAL HIGH COMPLEX 60 MIN,97167, $679.14 , $679.14 
434000015,HC OT RE-EVAL EST PLAN CARE,97168, $431.20 , $431.20 
420000025,HC THERAPEUTIC ACTIVITIES,97530, $188.16 , $188.16 
420000026,HC COGNITIVE SKILLS DEVELOPMENT,97532, $141.12 , $141.12 
420000027,HC SENSORY INTEGRATION,97533, $164.64 , $164.64 
420000028,HC SELF CARE MNGMENT TRAINING,97535, $167.09 , $167.09 
420000029,HC COMMUNTY/WORK REINTEGRATION,97537, $164.64 , $164.64 
420000030,HC WHEELCHAIR MNGMENT TRAINING,97542, $156.31 , $156.31 
510000153,HC DEBRIDE OPEN WND 20 SQ CM<,97597, $817.01 , $817.01 
510000154,HC DEBRIDE OPEN WND EA ADDL 20 SQ CM,97598, $291.32 , $291.32 
510000155,"HC WND CARE, NON-SELECTV, PER SES, EG LARVAL TRPY",97602, $276.68 , $276.68 
510000059,"HC NEG PRESS WND TX, < 50 CM",97605, $504.53 , $504.53 
510000209,HC NEG PRESS WND TX </=50 SQ CM,97607," $1,050.28 "," $1,050.28 "
510000210,HC NEG PRESS WOUND TX >50 CM,97608," $1,050.28 "," $1,050.28 "
420000032,"HC ORTHOTIC MGMT AND TRAINING, INITIAL, EACH 15 MI",97760, $336.14 , $336.14 
420000033,"HC PROSTHETICS TRAINING, INITIAL ENCTR, EA 15 MINS",97761, $242.06 , $242.06 
420000091,"HC ORTHOTICS/PROSTH MGMT &/TRAIN, SBSQ ENCTR, 15 M",97763, $336.14 , $336.14 
420000034,HC PHYSICAL MEDICINE PROCEDURE,97799, $239.12 , $239.12 
942000001,"HC MED NUTR THER, 1ST, INDIV, EA 15 MIN",97802, $138.88 , $138.88 
942000002,"HC MED NUTR THER, SUBSQ, INDIV, EA 15 MIN",97803, $46.66 , $46.66 
942000003,"HC MED NUTR THER, GROUP, EA 30 MIN",97804, $64.02 , $64.02 
420000035,HC ACUPUNCT W/O ELEC STIMUL 15 MIN,97810, $131.29 , $131.29 
420000036,HC ACUPUNCT W/O ELEC STIMUL ADDL 15M,97811, $109.59 , $109.59 
420000084,HC ACUPUNCT W/ ELEC STIMUL 15 MIN,97813, $142.14 , $142.14 
420000085,HC ACUPUNCT W/ ELEC STIMUL ADDL 15M,97814, $120.44 , $120.44 
530000001,"HC OSTEOPATHIC MANIP,1-2 BODY REGN",98925, $95.48 , $95.48 
942000004,"HC SELF-MGMT EDUC & TRAIN, 1 PT, EA 30 MIN",98960, $150.82 , $150.82 
942000005,"HC SELF-MGMT EDUC/TRAIN, 2-4 PT, EA 30 MIN",98961, $74.87 , $74.87 
942000006,"HC SELF-MGMT EDUC/TRAIN, 5-8 PT, EA 30 MIN",98962, $53.71 , $53.71 
270000205,"HC CYLIN FOAM PAD 6""",99070, $11.00 , $11.00 
270000079,HC BANDAGE SOFT,99070, $243.00 , $243.00 
370000103,"HC MOD SED SAME PHYS/QHP <5 YRS, 15MIN",99151, $921.71 , $921.71 
370000104,"HC MOD SED SAME PHYS/OHP 5+ YRS, INITIAL 15 MINS",99152, $921.71 , $921.71 
370000105,HC MOD SED SAME PHYS/QHP EA ADDTL 15MIN,99153, $466.01 , $466.01 
370000106,"HC MOD SED OTH PHYS/QHP <5 YRS, 15MIN",99155, $487.17 , $487.17 
370000107,"HC MOD SED OTH PHYS/QHP 5+ YRS, 15MIN",99156, $440.02 , $440.02 
370000108,HC MOD SED OTH PHYS/QHP EA ADDTL 15MIN,99157, $220.01 , $220.01 
510000063,HC  VISUAL ACUITY SCREEN,99173, $87.34 , $87.34 
940000007,HC PHLEBOTOMY,99195, $455.70 , $455.70 
510000119,"HC USE OF FACILITY, NEW I",99201, $165.46 , $165.46 
510000065,"HC USE OF FACILITY, NEW II",99202, $183.37 , $183.37 
510000066,"HC USE OF FACILITY, NEW III",99203, $227.85 , $227.85 
510000067,"HC USE OF FACILITY, NEW IV",99204, $285.36 , $285.36 
510000068,"HC USE OF FACILITY, NEW V",99205, $364.56 , $364.56 
510000069,"HC USE OF FACILITY, EST I",99211, $165.46 , $165.46 
510000070,"HC USE OF FACILITY, EST II",99212, $183.37 , $183.37 
510000071,"HC USE OF FACILITY, EST III",99213, $217.54 , $217.54 
510000072,"HC USE OF FACILITY, EST IV",99214, $239.79 , $239.79 
510000073,"HC USE OF FACILITY, EST V",99215, $285.36 , $285.36 
657000004,HC SBSQ HOSPITAL CARE/LEVEL II,99232, $225.00 , $225.00 
510000120,"HC OFFICE CONSULTATION, LVL I",99241, $162.75 , $162.75 
510000074,"HC USE OF FACILITY, CONS II",99242, $193.67 , $193.67 
510000075,HC USE OF FACILITY. CONS III,99243, $214.29 , $214.29 
510000076,"HC USE OF FACILITY, CONS IV",99244, $269.62 , $269.62 
510000077,"HC USE OF FACILITY, CONS V",99245, $391.14 , $391.14 
450000242,"HC USE OF ER FACILITY, LVL I",99281, $518.63 , $518.63 
450000243,"HC USE OF ER FACILITY,LVL II",99282," $1,701.28 "," $1,701.28 "
450000244,"HC USE OF ER FACILITY,LVL III",99283," $3,869.11 "," $3,869.11 "
450000245,"HC USE OF ER FACILITY,LVL IV",99284," $8,048.53 "," $8,048.53 "
450000246,"HC USE OF ER FACILITY,LVL V",99285," $10,566.82 "," $10,566.82 "
450000247,"HC CRITICAL CARE, E/M 30-74 MINUTES",99291," $11,520.53 "," $11,520.53 "
450000248,"HC CRITICAL CARE, ADDL 30 MIN",99292, $802.90 , $802.90 
510000082,HC PROLNG SVC OFFICE O/P DIR CONTACT 1ST HR,99354, $317.91 , $317.91 
510000083,HC PROLNG SVC OFFICE O/P DIR CONTACT EA 30 MIN,99355, $129.12 , $129.12 
420000037,HC TEAM CONF W/PAT BY HC PROF,99366, $210.70 , $210.70 
420000038,HC TEAM CONF W/O PAT BY HC PRO,99368, $215.11 , $215.11 
510000085,"HC PREVENTIVE VISIT,NEW, AGE < 1 YR",99381, $194.22 , $194.22 
510000086,"HC PREVENTIVE VISIT,NEW,AGE 01-04",99382, $203.98 , $203.98 
510000087,"HC PREVENTIVE VISIT,NEW,AGE 05-11",99383, $218.09 , $218.09 
510000088,"HC PREVENTIVE VISIT,NEW,AGE 12-17",99384, $257.15 , $257.15 
510000089,"HC PREVENTIVE VISIT,NEW,AGE 18-39",99385, $247.38 , $247.38 
510000090,"HC PREVENTIVE VISIT,NEW,AGE 40-64",99386, $299.46 , $299.46 
510000091,"HC PREVENTIVE VISIT,NEW,AGE 65 & OVER",99387, $321.16 , $321.16 
510000092,"HC PREVENTIVE VISIT,EST, AGE < 1 YR",99391, $221.34 , $221.34 
510000093,"HC USE OF FACILITY EST, AGE 01-04",99392, $244.13 , $244.13 
510000094,"HC USE OF FACILITY EST, AGE 05-11",99393, $244.13 , $244.13 
510000095,"HC PREVENTIVE VISIT,EST,AGE 12-17",99394, $275.59 , $275.59 
510000096,"HC USE OF FACILITY EST, AGE 18-39",99395, $282.10 , $282.10 
510000097,"HC USE OF FACILITY EST, AGE 40-64",99396, $309.23 , $309.23 
510000098,"HC PREVENTIVE VISIT,EST,AGE 65 & OVER",99397, $325.50 , $325.50 
510000099,"HC PREVENT COUNSEL,INDIV,15 MIN",99401, $40.15 , $40.15 
942000009,HC TOBACCO USE CESSATION INTENSIVE >10 MINUTES,99407, $101.99 , $101.99 
450000253,HC TRAUMA OP SERVICE,99499," $13,547.03 "," $13,547.03 "
681000007,"HC TRAUMA W/PRE-NOTIFICATION, W/O CRITICAL CARE",99499," $13,547.03 "," $13,547.03 "
450000252,HC TRAUMA TRSFR SERVICE,99499," $19,502.49 "," $19,502.49 "
450000254,HC TRAUMA RESCUS SERVICE,99499," $19,502.49 "," $19,502.49 "
450000255,HC TRAUMA ADM SERVICE,99499," $19,502.49 "," $19,502.49 "
610000049,HC CAD BREAST MRI,0159T," $1,595.49 "," $1,595.49 "
761000617,"HC INJ DX/THER AGNT PARAVERT FACET JNT,U/S GD,CERV",0213T," $1,865.66 "," $1,865.66 "
730000008,HC 48HR-21 DAY HOLTER HOOK,0296T," $1,029.12 "," $1,029.12 "
730000009,HC 48HR-21 DAY HOLTER SCAN,0297T," $4,511.97 "," $4,511.97 "
402000062,"HC FIBROSCAN, VCTE",0346T, $603.26 , $603.26 
404000013,"HC QUANT OF MYO BLOOD FLOW, REST OR STRESS",0482T," $1,787.54 "," $1,787.54 "
278000002,HC PERMANENT TEAR DUCT PLUG,A4263, $98.00 , $98.00 
272000186,HC SACRAL NERVE STIM TEST LEAD,A4290, $987.00 , $987.00 
270000138,HC GLOVE BRN 3/4 DIGIT,A4467, $13.00 , $13.00 
270000139,HC GLOVES EDEMA FF,A4467, $13.00 , $13.00 
270000318,HC GLOVES FF,A4467, $72.00 , $72.00 
270000319,HC GLOVES 3/4 DIGIT,A4467, $72.00 , $72.00 
270000320,HC GLOVES ONE SIZE FF,A4467, $75.00 , $75.00 
270000321,HC CONTROL GLOVE,A4467, $127.50 , $127.50 
270000001,HC ELASTIC GARMENT/COVERING,A4467, $150.00 , $150.00 
274000414,"HC PESSARY, NON-RUBBER",A4562, $268.00 , $268.00 
270000002,HC SLINGS,A4565, $134.00 , $134.00 
274000591,HC SLING AND SWATHE INCL FIT&ADJ,A4566, $276.00 , $276.00 
270000003,HC SPLINT BURN,A4570, $106.00 , $106.00 
270000141,"HC SPLNT,HAND FUNC POS",A4570, $243.00 , $243.00 
270000060,HC CRUTCH GRIPS,A4636, $22.00 , $22.00 
270000006,HC REPL TIP CANE/CRUTCH/WALKER,A4637, $7.00 , $7.00 
278000029,"HC TISSUE MARKER, IMPLNTABLE",A4648," $5,489.00 "," $5,489.00 "
272000129,HC SYNTH LAMINARIA-DILAPAN,A4649, $100.00 , $100.00 
272000147,HC ID INFLATION DEVICE,A4649, $406.00 , $406.00 
822000008,HC DISP CYCLR SET- LOW RECIRC VOL W/CASSETTE,A4671, $350.46 , $350.46 
822000003,HC DIALYS SOL FLD VOL >1999CC 2.5% DEX 2L/2L,A4722, $118.27 , $118.27 
822000002,HC DIALYS SOL FLD VOL >1999CC - 1.5% DEX 2L/3L,A4722, $119.35 , $119.35 
822000004,HC DIALYS SOL FLD VOL >1999 CC 4.25% 2L/3L,A4722, $161.67 , $161.67 
822000007,HC DISPOSABLE CATH TIPS  MINI-CAP,A4860, $10.83 , $10.83 
822000006,HC DISPOSABLE CATH TIPS- FLEXICAP,A4860, $22.79 , $22.79 
822000005,HC DRAIN BAG/BOTTLE,A4911, $65.64 , $65.64 
294000001,HC DIAB SHOE FOR DENSITY INSERT,A5500, $272.34 , $272.34 
294000002,HC DIABETIC CUSTOM MOLDED SHOE,A5501, $815.92 , $815.92 
294000003,HC DIABETIC SHOE W/ROLLER/ROCKR,A5503, $120.44 , $120.44 
274000514,HC DIRECT FORMED DIAB INSERTS,A5510, $268.00 , $268.00 
292000002,HC MULT DEN INSERT DRCT FORM,A5512, $106.33 , $106.33 
292000003,HC MULT DEN INSERT CUSTOM MOLD,A5513, $164.92 , $164.92 
270000008,"HC SILICONE GEL SHEET, EA",A6025, $25.00 , $25.00 
272000008,HC ALGINATE DRSG WND FILLER,A6199, $888.00 , $888.00 
272000114,HC MEPILEX DRESSING 4X8,A6210, $276.00 , $276.00 
272000155,HC MEPILEX DRESSING 8X20,A6211, $770.00 , $770.00 
270000010,"HC COMPRES BURN GARMENT, NOC",A6512, $54.00 , $54.00 
270000197,HC PFBURN GARMNT - VEST,A6512, $117.00 , $117.00 
274000010,HC COMPRESSION STOCKING BK18-30,A6530, $278.00 , $278.00 
274000011,HC COMPRESSION STOCKING BK30-40,A6531, $324.00 , $324.00 
274000012,HC GC COMPRESSION STOCKING THIGH LENGTH 20-30 MMHG,A6533, $249.00 , $249.00 
274000013,HC GC STOCKING THIGHLNGTH 30-40,A6534, $412.00 , $412.00 
274000594,HC STOCKINGS 18-30 PANTY,A6539, $532.50 , $532.50 
274000436,HC SHILEY TRACHTUBE UNCUFFED,A7520, $568.00 , $568.00 
270000209,HC HELMET PREFAB SOFT,A8000, $726.00 , $726.00 
270000012,HC HARD PROTECT HELMET PREFAB,A8001, $696.00 , $696.00 
270000016,HC LEG LIFTER,A9281, $80.00 , $80.00 
270000143,HC EZ GRIP REACHER,A9281, $148.00 , $148.00 
270000144,HC LH REACHER,A9281, $151.00 , $151.00 
274000317,HC LEO CRADLE BOOT,A9283, $404.00 , $404.00 
270000017,HC HAND EX; SPONGE,A9300, $14.00 , $14.00 
270000097,HC THERAPY PUTTY 3 OZ,A9300, $43.00 , $43.00 
270000123,HC HAND EXERCISER,A9300, $79.00 , $79.00 
271000056,HC SHOULDER PULLEY,A9300, $80.00 , $80.00 
270000127,"HC SELF ADHER WRP 1""RL",A9999, $11.00 , $11.00 
270000148,HC ADL MEAL UTINSEL B/U,A9999, $14.00 , $14.00 
270000245,HC BUILT UP HANDLE 1/4,A9999, $14.00 , $14.00 
270000149,HC ELASTIC SHOE LACES,A9999, $16.00 , $16.00 
270000126,HC PRESSURE PADS,A9999, $17.00 , $17.00 
270000150,HC LONG HANDLE SPONGE,A9999, $22.00 , $22.00 
270000089,HC INSULATED MUG,A9999, $23.00 , $23.00 
270000100,HC WOUND CARE SM,A9999, $26.00 , $26.00 
270000151,HC DRESSING STICK,A9999, $28.00 , $28.00 
270000210,HC ADL STRAW FLEX PLAS,A9999, $36.00 , $36.00 
270000154,HC ADL UNIV CUFF,A9999, $43.00 , $43.00 
270000156,HC ADL SHOEHORN,A9999, $46.00 , $46.00 
270000220,HC ADL SUCTION BRUSH,A9999, $46.00 , $46.00 
270000157,HC ADL PLATE GUARD,A9999, $54.00 , $54.00 
270000194,HC WASH MITT,A9999, $59.00 , $59.00 
270000158,HC MIRROR INSPECTION,A9999, $83.00 , $83.00 
270000159,HC ADL SOCK AID,A9999, $106.00 , $106.00 
270000124,HC MINI MASSAGER,A9999, $127.00 , $127.00 
270000162,HC TISSUE AID,A9999, $138.00 , $138.00 
