Hospital Service, Price ,,,,,,,,
CAFFEINE CIT NICU 20MG/ML P5    , $80.10 ,,,,,,,,
CAFFEINE/SOD BENZ 500MG/2ML     , $42.09 ,,,,,,,,
CAL GLUC 2.32MMOL/10ML VL P1GM  , $12.87 ,,,,,,,,
CAL GLUC PM 1GM NACL100 P1GM    , $11.91 ,,,,,,,,
CAL GLUC PM 2GM NACL100 P1GM    , $32.70 ,,,,,,,,
CALAMINE LOTION 177ML BTL       , $5.91 ,,,,,,,,
CALCITONIN NASAL 200U 2ML       , $44.10 ,,,,,,,,
"CALCITONIN SALMON INJ, 400 UNI  "," $7,617.78 ",,,,,,,,
CALCITRIOL 0.25MCG CAPSULE      , $0.63 ,,,,,,,,
CALCITRIOL 1MCG/1ML PER 0.1MCG  , $28.14 ,,,,,,,,
CALCITRIOL 1MCG/ML SOLN 15ML    , $165.54 ,,,,,,,,
CALCIUM ACETATE 667MG CAP       , $1.83 ,,,,,,,,
CALCIUM CARB 1250MG/5ML CUP     , $23.64 ,,,,,,,,
CALCIUM CARB/VIT D 250MG TAB    , $0.09 ,,,,,,,,
CALCIUM CARBONATE 1250MG TAB    , $0.12 ,,,,,,,,
CALCIUM CHLOR NICU 10MG/ML      , $2.40 ,,,,,,,,
CALCIUM CHLORIDE 10MG/ML        , $454.50 ,,,,,,,,
CALCIUM CHLORIDE 1GM/10ML VL    , $56.82 ,,,,,,,,
CALCIUM CHLORIDE PM 500MG       , $11.97 ,,,,,,,,
CALCIUM CITRATE/VIT D3          , $0.15 ,,,,,,,,
CALCIUM CL 1GM/10ML SYRINGE     , $23.97 ,,,,,,,,
CALCIUM CLORIDE PM 1GM/100D5W   , $23.97 ,,,,,,,,
CALCIUM GLUB 1.8GM/5ML 60ML     , $4.62 ,,,,,,,,
CALCIUM GLUC 2.25GM/45ML P1GM   , $26.82 ,,,,,,,,
CALCIUM GLUC NICU 50MG/ML P1GM  , $6.45 ,,,,,,,,
CALCIUM GLUCONATE  650MG TAB    , $0.03 ,,,,,,,,
CALCIUM GLUCONATE 10% 50ML      , $21.12 ,,,,,,,,
CALCIUM GLUCONATE 10GM/100ML    , $82.59 ,,,,,,,,
"CALCIUM GLUCONATE INJ, 10 ML    ", $12.87 ,,,,,,,,
CANDESARTAN 16MG TABLET         , $10.02 ,,,,,,,,
CANDESARTAN 32MG TABLET         , $13.53 ,,,,,,,,
CANDESARTAN 8MG TABLET          , $9.99 ,,,,,,,,
CANDIDA ALBICANS SKIN TEST      , $54.12 ,,,,,,,,
CANDIDA SKIN TEST ANTIGEN       , $10.83 ,,,,,,,,
CANE-S, $87.00 ,,,,,,,,
CANGRELOR 50MG IN 250ML NACL    ," $2,105.19 ",,,,,,,,
"CAPECITABINE,500MG CAP,P500     ", $8.97 ,,,,,,,,
"CAPECITABINE150MG CAP, P150     ", $35.22 ,,,,,,,,
CAPREOMYCIN 1GM VIAL            , $681.93 ,,,,,,,,
CAPSAICIN CREAM 0.025% 60GM     , $9.12 ,,,,,,,,
CAPTOPRIL 12.5MG TABLET         , $3.81 ,,,,,,,,
CAPTOPRIL 25MG TABLET           , $4.11 ,,,,,,,,
CAPTOPRIL 50MG TABLET           , $4.29 ,,,,,,,,
CAPTORPIL 1MG/ML 50ML BTL       , $2.97 ,,,,,,,,
CARBACHOL 0.01%  INTRAOCULAR    , $35.97 ,,,,,,,,
CARBAMAZEPINE 100MG TAB CHEW    , $0.90 ,,,,,,,,
CARBAMAZEPINE 100MG/5ML 450ML   , $224.28 ,,,,,,,,
CARBAMAZEPINE 100MG/5ML CUP     , $8.37 ,,,,,,,,
CARBAMAZEPINE 200MG TABLET      , $1.41 ,,,,,,,,
CARBAMAZEPINE 200MG/10ML CUP    , $10.47 ,,,,,,,,
CARBAMAZEPINE-XR  100MG TABLET  , $2.04 ,,,,,,,,
CARBAMAZEPINE-XR  200MG TABLET  , $2.37 ,,,,,,,,
CARBAMIDE PEROXIDE OTIC SLN OT  , $5.07 ,,,,,,,,
CARBIDOPA/LEVODOPA 10/100 TAB   , $1.20 ,,,,,,,,
CARBIDOPA/LEVODOPA 25/100 TAB   , $0.42 ,,,,,,,,
CARBIDOPA/LEVODOPA 25/250 TAB   , $0.66 ,,,,,,,,
CARBIDOPA/LEVODOPA CR 50/200    , $1.68 ,,,,,,,,
"CARBOPLATIN 150MG VIAL, PER 50  ", $83.79 ,,,,,,,,
"CARBOPLATIN 450MG VIAL ,PER 50  ", $88.86 ,,,,,,,,
"CARBOPLATIN 50MG, P50MG         ", $48.27 ,,,,,,,,
CARBOPLATIN 600MG VL PER 50MG   , $113.58 ,,,,,,,,
CARBOPROST TROMETH 250MCG AMP   , $998.79 ,,,,,,,,
CARBOXYMETHYLCELLULOSE EYE GTT  , $25.08 ,,,,,,,,
CARDIOPLEGIA ADLT 75MEQ K BAG   , $156.00 ,,,,,,,,
CARDIOPLEGIA ADULT 38MEQ K BAG  , $153.00 ,,,,,,,,
CARDIOPLEGIA-DEL NIDO 26MEQ K   , $90.00 ,,,,,,,,
"CARFILZOMIB 60MG/30ML VL, P1MG  "," $6,762.12 ",,,,,,,,
CARISOPRODOL 350MG TABLET       , $0.33 ,,,,,,,,
"CARMUSTINE 100MG, P100MG        "," $8,601.51 ",,,,,,,,
CARTEOLOL 1% EYE DROP 5ML       , $16.56 ,,,,,,,,
CARVEDILOL 12.5MG TABLET        , $0.21 ,,,,,,,,
CARVEDILOL 1MG/ML ORL SUS 25ML  , $0.78 ,,,,,,,,
CARVEDILOL 25MG TABLET          , $0.21 ,,,,,,,,
CARVEDILOL 3.125MG TABLET       , $0.21 ,,,,,,,,
CARVEDILOL 6.25MG TABLET        , $0.21 ,,,,,,,,
CASPOFUNGIN 0.5MG/ML P5MG       , $9.51 ,,,,,,,,
"CASPOFUNGIN 50MG VL, P5MG       "," $1,013.13 ",,,,,,,,
"CASPOFUNGIN 70MG VL, P5MG       ", $988.86 ,,,,,,,,
CASPOFUNGIN NICU 0.5MG/ML P5MG  , $101.31 ,,,,,,,,
CASPOFUNGIN PERIF 50MG PER 5MG  ," $1,013.13 ",,,,,,,,
CASTOR OIL  60ML                , $3.12 ,,,,,,,,
CEFACLOR 250MG CAPSULE          , $7.71 ,,,,,,,,
CEFACLOR SUSP 250MG/5ML 75ML    , $22.26 ,,,,,,,,
CEFADROXIL 1000MG TABLET        , $21.42 ,,,,,,,,
CEFADROXIL 500MG CAPSULE        , $0.57 ,,,,,,,,
CEFAZOLIN 1GM BAG PER 500       , $12.57 ,,,,,,,,
"CEFAZOLIN 1GM VL, P500MG        ", $4.02 ,,,,,,,,
CEFAZOLIN 20 MG/ML              , $16.80 ,,,,,,,,
CEFAZOLIN 500MG VL PER 500MG    , $2.82 ,,,,,,,,
CEFAZOLIN IN DEX 2GM PER 500MG  , $23.07 ,,,,,,,,
CEFAZOLIN NICU 20MG/ML P500MG   , $0.39 ,,,,,,,,
CEFAZOLIN SODIUM 10 GM VIAL     , $21.54 ,,,,,,,,
CEFAZOLIN-HEPARIN CATHLOCK      , $0.15 ,,,,,,,,
CEFDINIR 125MG/5ML 60ML BTL     , $24.87 ,,,,,,,,
CEFDINIR 250MG/5ML 60ML         , $33.84 ,,,,,,,,
CEFDINIR 250MG/5ML ORL SYR      , $2.82 ,,,,,,,,
CEFDINIR 300MG CAPSULE          , $6.84 ,,,,,,,,
CEFEPIME 1GM IN NS              , $17.10 ,,,,,,,,
CEFEPIME 1GM VL PER 500MG       , $17.10 ,,,,,,,,
CEFEPIME 2GM IN NS              , $22.08 ,,,,,,,,
CEFEPIME 40MG/ML                , $0.48 ,,,,,,,,
CEFEPIME 500MG VL PER 500MG     , $8.55 ,,,,,,,,
"CEFEPIME HCL 1GM VIAL, 500 MG   ", $17.10 ,,,,,,,,
CEFEPIME HCL 2000 MG VIAL       , $13.05 ,,,,,,,,
"CEFEPIME HCL 2GM VIAL, 500 MG   ", $22.08 ,,,,,,,,
CEFEPIME IM 280MG/ML            , $4.80 ,,,,,,,,
CEFEPIME IVP 1GM/10ML SYRINGE   , $6.96 ,,,,,,,,
CEFEPIME NICU 40MG/ML           , $6.84 ,,,,,,,,
CEFEPIME-D5W 1 GM/50 ML P.5GM   , $33.03 ,,,,,,,,
CEFEPIME-D5W 2 GM/50 ML P.5GM   , $49.83 ,,,,,,,,
CEFIXIME 100MG/5ML 50ML BTL     , $316.53 ,,,,,,,,
CEFOTAXIME 1GM VL PER 1GM       , $6.66 ,,,,,,,,
CEFOTAXIME 2GM VL PER 50 ML     , $18.30 ,,,,,,,,
CEFOTAXIME 40 MG/ML             , $0.27 ,,,,,,,,
CEFOTAXIME NICU 40MG/ML P1GM    , $2.67 ,,,,,,,,
CEFOTAXIME PED PM 1GM P1GM      , $6.66 ,,,,,,,,
CEFOTAXIME PED PM 2GM P1GM      , $18.30 ,,,,,,,,
CEFOTAXIME SODIUM 1             , $2.01 ,,,,,,,,
CEFOXITIN  20 MG/ML             , $0.60 ,,,,,,,,
"CEFOXITIN 1GM VIAL, PER 1GM     ", $8.13 ,,,,,,,,
"CEFOXITIN 2GM VIAL, PER 1GM     ", $16.14 ,,,,,,,,
CEFOXITIN NICU 20 MG/ML         , $1.62 ,,,,,,,,
CEFOXITIN PM D5W 1GM P1GM       , $30.78 ,,,,,,,,
CEFOXITIN PM D5W 2GM P1GM       , $56.58 ,,,,,,,,
CEFTAROLINE 600 MG VIAL         , $477.15 ,,,,,,,,
CEFTAROLINE PREMIX 200MG/250ML  , $238.59 ,,,,,,,,
CEFTAROLINE PREMIX 300MG/250ML  , $357.87 ,,,,,,,,
CEFTAROLINE PREMIX 400MG/250ML  , $477.15 ,,,,,,,,
CEFTAROLINE PREMIX 600MG/250ML  , $477.15 ,,,,,,,,
CEFTAZIDIME 1GM VL PER 500MG    , $13.50 ,,,,,,,,
CEFTAZIDIME 20MG/ML             , $0.27 ,,,,,,,,
CEFTAZIDIME 2GM P500            , $26.52 ,,,,,,,,
CEFTAZIDIME 2GM VL PER 500MG    , $26.52 ,,,,,,,,
CEFTAZIDIME 6 GM VIAL           , $59.85 ,,,,,,,,
CEFTAZIDIME IM 280 MG/ML        , $3.78 ,,,,,,,,
CEFTAZIDIME IVP 1GM/10ML SYR    , $11.85 ,,,,,,,,
CEFTAZIDIME NICU 20 MG/ML       , $2.70 ,,,,,,,,
CEFTAZIDIME PED PM 1GM P500     , $11.85 ,,,,,,,,
CEFTAZIDIME/AVIBACTAM 2/0.5GM   , $923.01 ,,,,,,,,
CEFTAZIDIME-D5W 1GM/50ML P.5GM  , $29.55 ,,,,,,,,
CEFTAZIDIME-D5W 2GM/50ML P.5GM  , $42.54 ,,,,,,,,
CEFTAZIDIME-HEPARIN CATHLOCK    , $0.30 ,,,,,,,,
CEFTOLOZANE/TAZO 1.5GM P75MG    , $316.32 ,,,,,,,,
CEFTRIAXONE 1G IN NS 50ML BAG   , $3.63 ,,,,,,,,
CEFTRIAXONE 1GM BAG P250MG      , $36.39 ,,,,,,,,
CEFTRIAXONE 1GM VIAL P 250MG    , $5.46 ,,,,,,,,
CEFTRIAXONE 250MG VL P250MG     , $1.98 ,,,,,,,,
CEFTRIAXONE 2G IN NS 50ML BAG   , $6.84 ,,,,,,,,
CEFTRIAXONE 2GM VL P250MG       , $6.84 ,,,,,,,,
CEFTRIAXONE 2GMBAG PER250       , $54.51 ,,,,,,,,
CEFTRIAXONE 40 MG/ML            , $0.87 ,,,,,,,,
CEFTRIAXONE IM 350MG/ML P250MG  , $7.56 ,,,,,,,,
CEFTRIAXONE NICU 40 MG/ML       , $215.67 ,,,,,,,,
CEFUROXIME 1.5GM VL PER 750MG   , $10.38 ,,,,,,,,
CEFUROXIME 125MG/5ML 100ML      , $406.11 ,,,,,,,,
CEFUROXIME 250MG TABLET         , $1.56 ,,,,,,,,
CEFUROXIME 250MG/5ML 100ML      , $691.20 ,,,,,,,,
CEFUROXIME 250MG/5ML 50ML       , $306.03 ,,,,,,,,
CEFUROXIME 30 MG/ML             , $0.12 ,,,,,,,,
CEFUROXIME 750MG VL PER 750     , $8.46 ,,,,,,,,
CEFUROXIME BAG 1.5GM P750MG     , $29.31 ,,,,,,,,
CEFUROXIME IVP 750MG/10ML SYR   , $8.46 ,,,,,,,,
CEFUROXIME NICU 30 MG/ML        , $1.95 ,,,,,,,,
CELECOXIB 100MG CAPSULE         , $2.43 ,,,,,,,,
CEPHALEXIN 250MG CAPSULE        , $1.14 ,,,,,,,,
CEPHALEXIN 250MG/5ML ORL SYR    , $1.35 ,,,,,,,,
CEPHELEXIN 250MG/5ML 100ML      , $26.73 ,,,,,,,,
CEPHELEXIN 500MG CAPSULE        , $1.14 ,,,,,,,,
CERTOLIZUMAB 400MG SYR P 1MG    ," $11,226.75 ",,,,,,,,
CETAPHIL 3 OZ BOTTLE            , $21.96 ,,,,,,,,
CETIRIZINE 10MG TABLET          , $0.33 ,,,,,,,,
CETIRIZINE 1MG/ML 120ML BTL     , $6.21 ,,,,,,,,
CETIRIZINE 1MG/ML 60ML BTL      , $8.13 ,,,,,,,,
CETIRIZINE 5MG TABLET           , $0.21 ,,,,,,,,
CETIRIZINE HCL 5 MG CHEW TAB    , $0.12 ,,,,,,,,
"CETUXIMAB 100MG VL, P10 MG      "," $1,709.28 ",,,,,,,,
CETUXIMAB 200MG VL P10MG        ," $3,418.59 ",,,,,,,,
CHARCOAL/SORBITOL SOL 120ML     , $35.76 ,,,,,,,,
CHERRY SYRUP                    , $32.34 ,,,,,,,,
CHIMERIC MOAB ANBL0032 25MG VL  , $0.03 ,,,,,,,,
CHIMERIX-SUSP 10MG/ML           , $0.03 ,,,,,,,,
CHLORAMBUCIL 2MG TABLET         , $26.46 ,,,,,,,,
CHLORAMPHEN NICU 10MG/ML P1GM   , $10.95 ,,,,,,,,
"CHLORAMPHENICOL 1GM VIAL, 1 GM  ", $109.62 ,,,,,,,,
CHLORDIAZEPOXIDE 10MG CAPSULE   , $1.02 ,,,,,,,,
CHLORDIAZEPOXIDE 25MG CAPSULE   , $1.23 ,,,,,,,,
CHLORDIAZEPOXIDE 5MG CAPSULE    , $1.32 ,,,,,,,,
CHLORHEXIDINE 0.12% 15ML CUP    , $1.74 ,,,,,,,,
CHLORHEXIDINE 2% CLOTH          , $5.79 ,,,,,,,,
CHLORHEXIDINE 4% LIQUID 118ML   , $13.62 ,,,,,,,,
"CHLOROPROCAINE 2% 20ML, P20ML   ", $56.46 ,,,,,,,,
"CHLOROPROCAINE 3% 20ML, P30ML   ", $59.28 ,,,,,,,,
CHLOROPROCAINE MPF-2%100ML P20  , $282.24 ,,,,,,,,
CHLOROQUINE PHOS  500MG TAB     , $12.15 ,,,,,,,,
CHLOROTHIAZIDE 250MG/5ML 60ML   , $4.05 ,,,,,,,,
CHLOROTHIAZIDE 28MG/ML P500MG   , $82.08 ,,,,,,,,
"CHLOROTHIAZIDE 500MG, P 500MG   ", $146.55 ,,,,,,,,
CHLOROTHIAZIDE 50MG/ML ORL SYR  , $0.81 ,,,,,,,,
CHLORPROMAZINE 100MG TABLET     , $49.26 ,,,,,,,,
CHLORPROMAZINE 10MG TABLET      , $12.90 ,,,,,,,,
CHLORPROMAZINE 25MG TABLET      , $10.08 ,,,,,,,,
CHLORPROMAZINE 25MG/1ML P 50MG  , $65.76 ,,,,,,,,
CHLORPROMAZINE 50MG TABLET      , $8.31 ,,,,,,,,
CHLORPROMAZINE 50MG/2ML P 50MG  , $75.33 ,,,,,,,,
CHLORTHALIDONE 25MG TABLET      , $3.63 ,,,,,,,,
CHLORTHALIDONE 50MG TABLET      , $4.47 ,,,,,,,,
CHOLECALCIFEROL VITAMIN D 1000  , $0.03 ,,,,,,,,
CHOLECALCIFEROL VITAMIN D 400   , $20.85 ,,,,,,,,
CHOLECALCIFEROL(VITAMIN D) 400  , $0.03 ,,,,,,,,
CHOLESTYRAMINE PWDR 4GM PWDR P  , $8.67 ,,,,,,,,
CHONDROITIN/SOD HYALURON 0.5ML  , $184.50 ,,,,,,,,
CIDOFOVIR BLDR IRRIG 375MG VL   ," $1,503.51 ",,,,,,,,
"CIDOFOVIR INJ, 375 MG           "," $1,503.51 ",,,,,,,,
CILOSTAZOL 100MG TABLET         , $0.36 ,,,,,,,,
CILOSTAZOL 50MG TABLET          , $1.44 ,,,,,,,,
CIMETIDINE 300MG TABLET         , $0.84 ,,,,,,,,
CIMETIDINE 300MG/2ML VL         , $7.32 ,,,,,,,,
CIMETIDINE 400MG TABLET         , $2.67 ,,,,,,,,
CIMETIDINE NICU 6 MG/ML         , $1.50 ,,,,,,,,
CINACALCET 30MG TABLET          , $75.78 ,,,,,,,,
CINACALCET 60MG TABLET          , $151.41 ,,,,,,,,
CIPROFLOX D5W 400MG BG P200     , $6.57 ,,,,,,,,
CIPROFLOXACIN 2 MG/ML           , $0.03 ,,,,,,,,
CIPROFLOXACIN 200MG BAG PER200  , $5.49 ,,,,,,,,
CIPROFLOXACIN 250MG TABLET      , $0.57 ,,,,,,,,
CIPROFLOXACIN 500MG TABLET      , $0.42 ,,,,,,,,
CIPROFLOXACIN 500MG/5ML 100ML   , $408.84 ,,,,,,,,
CIPROFLOXACIN 5GM/100ML BTL     , $349.98 ,,,,,,,,
CIPROFLOXACIN 750MG TABLET      , $1.17 ,,,,,,,,
"CIPROFLOXACIN IV, 400 MG 40ML   ", $9.78 ,,,,,,,,
CIPROFLOXACIN NICU 2MG/ML P200  , $0.54 ,,,,,,,,
CIPROFLOXACIN OPTH 0.3% 2.5ML   , $9.57 ,,,,,,,,
CIPROFLOXACIN-HEPARIN CATHLOCK  , $0.15 ,,,,,,,,
CISATRACUR PM 20MG NACL 100ML   , $27.60 ,,,,,,,,
CISATRACURIUM 100MG/100ML PM    , $138.03 ,,,,,,,,
CISATRACURIUM 10MG/5ML VIAL     , $14.91 ,,,,,,,,
CISATRACURIUM INJ 10MG/ML 20ML  , $501.09 ,,,,,,,,
CISATRACURIUM INJ 2MG/ML 10ML   , $27.60 ,,,,,,,,
CISATRACURIUM PM 10MG BAG       , $14.91 ,,,,,,,,
"CISPLATIN 100MG ,P 10 MG        ", $44.40 ,,,,,,,,
CISPLATIN 50MG VIAL             , $68.61 ,,,,,,,,
CITALOPRAM 10MG TABLET          , $0.15 ,,,,,,,,
CITALOPRAM 10MG/5ML 240ML       , $292.77 ,,,,,,,,
CITALOPRAM 10MG/5ML 60ML        , $73.20 ,,,,,,,,
CITALOPRAM 20MG TABLET          , $0.21 ,,,,,,,,
CITRIC AC/K CITRATE SOLN 473ML  , $228.00 ,,,,,,,,
CITRIC AC/POT CIT 473ML BTL     , $228.00 ,,,,,,,,
CITRIC AC/SOD CIT 473ML BTL     , $131.13 ,,,,,,,,
CITRIC ACID/NA CITRA SOLN 15ML  , $4.08 ,,,,,,,,
CITRULLINE 1GM BOTTLE           , $1.32 ,,,,,,,,
"CLADRIBINE 10MG, PER 1MG        ", $596.13 ,,,,,,,,
CLARITHRO 250MG/5ML 100ML       , $344.07 ,,,,,,,,
CLARITHROMYCIN 250MG TABLET     , $0.93 ,,,,,,,,
CLARITHROMYCIN 500MG TABLET     , $1.26 ,,,,,,,,
CLINDA IN D5W 600MG P300MG      , $15.84 ,,,,,,,,
CLINDA IN D5W 900MG P300MG      , $18.75 ,,,,,,,,
CLINDAMYCIN 1% TOP SOLN 30ML    , $122.40 ,,,,,,,,
CLINDAMYCIN 300MG VIAL P300     , $4.05 ,,,,,,,,
CLINDAMYCIN 600MG VIAL P300     , $5.79 ,,,,,,,,
CLINDAMYCIN 75MG/5ML 100ML      , $56.97 ,,,,,,,,
CLINDAMYCIN 75MG/5ML ORL SYR    , $2.85 ,,,,,,,,
CLINDAMYCIN 900MG VIAL P300     , $12.66 ,,,,,,,,
"CLINDAMYCIN 9GM/60ML, P300MG    ", $38.88 ,,,,,,,,
CLINDAMYCIN HCL 150MG CAPSULE   , $0.45 ,,,,,,,,
"CLINDAMYCIN NICU 12MG/ML,P300   ", $4.05 ,,,,,,,,
CLOBAZAM 10MG TABLET            , $51.60 ,,,,,,,,
CLOBAZAM 5MG TABLET             , $9.00 ,,,,,,,,
CLOBAZAM 5MG/2ML ORL SUSP       , $45.18 ,,,,,,,,
CLOBETASOL CREAM 0.05% 15GM     , $68.34 ,,,,,,,,
CLOBETASOL OINT 0.05% 15GM      , $49.38 ,,,,,,,,
CLOFARABINE 20MG PER 1 MG       ," $2,610.00 ",,,,,,,,
CLOMIPRAMINE 25MG CAPSULE       , $12.45 ,,,,,,,,
CLOMIPRAMINE 50 MG CAPSULE      , $36.66 ,,,,,,,,
CLONAZEPAM 0.1MG/ML ORL SYR     , $0.03 ,,,,,,,,
CLONAZEPAM 0.25MG WAFER         , $1.74 ,,,,,,,,
CLONAZEPAM 0.5MG TABLET         , $0.12 ,,,,,,,,
CLONAZEPAM 0.5MG/5ML ORL SYR    , $0.15 ,,,,,,,,
CLONAZEPAM 1MG TABLET           , $0.30 ,,,,,,,,
CLONAZEPAM 1MG TABLET           , $8.94 ,,,,,,,,
CLONAZEPAM ODT 0.5MG TABLET     , $1.47 ,,,,,,,,
CLONIDINE 0.05MG=1/2 TABLET     , $0.06 ,,,,,,,,
CLONIDINE 0.1MG TABLET          , $0.12 ,,,,,,,,
CLONIDINE 0.2MG TABLET          , $0.15 ,,,,,,,,
CLONIDINE 20MCG/ML SUSP 60ML    , $1.20 ,,,,,,,,
CLONIDINE EPID 100MCG/ML 10ML   , $29.16 ,,,,,,,,
CLONIDINE PCH .1MG/24HRS 1 PAT  , $99.36 ,,,,,,,,
CLONIDINE PCH .2MG/24HRS 2 PAT  , $167.28 ,,,,,,,,
CLONIDINE PCH .3MG/24HRS 3 PAT  , $232.08 ,,,,,,,,
CLOPIDOGREL 300MG TABLET        , $29.49 ,,,,,,,,
CLOPIDOGREL 5MG/ML 60ML BTL     , $1.65 ,,,,,,,,
CLOPIDOGREL 75MG TABLET         , $0.42 ,,,,,,,,
CLORAZEPATE T-TAB 3.75MG        , $12.09 ,,,,,,,,
CLORAZEPATE T-TAB 7.5MG         , $0.24 ,,,,,,,,
CLOTRIM 1% VAGINAL CREAM 45GM   , $5.94 ,,,,,,,,
CLOTRIMAZOLE 10MG TROCHE        , $2.01 ,,,,,,,,
CLOTRIMAZOLE CR 1% 15GM TUBE    , $4.83 ,,,,,,,,
CLOTRIMAZOLE TOP SOLN 1% 10ML   , $130.83 ,,,,,,,,
CLOZAPINE 100MG TABLET          , $2.22 ,,,,,,,,
CLOZAPINE 25MG TABLET           , $0.78 ,,,,,,,,
CLOZAPINE ODT 100MG TABLET      , $18.42 ,,,,,,,,
CLOZAPINE ODT 200 MG TABLET     , $53.91 ,,,,,,,,
"COAGULATION FACTOR VIIA,RECO 1  ", $5.58 ,,,,,,,,
"COAGULATION FACTOR VIIA,RECO 2  "," $11,008.50 ",,,,,,,,
"COAGULATION FACTOR VIIA,RECO 5  "," $27,493.41 ",,,,,,,,
"COAGULATION FACTOR VIIA,RECO 8  "," $43,989.45 ",,,,,,,,
COAL TAR 0.5% THERAP SHAMPOO    , $8.01 ,,,,,,,,
COAL TAR EMULSION 7.5% 180ML    , $64.74 ,,,,,,,,
COAL TAR SHAMPOO 1% 180ML       , $10.86 ,,,,,,,,
COAL TAR SOLN 20% 480ML         , $72.33 ,,,,,,,,
COCAINE TOPICAL SOLN 4% 4ML     , $483.33 ,,,,,,,,
CODEINE SULFATE 15MG TABLET     , $2.04 ,,,,,,,,
CODEINE SULFATE 30MG TABLET     , $2.43 ,,,,,,,,
COENZYME Q10 100MG CAPSULE      , $0.42 ,,,,,,,,
COENZYME Q10 200MG CAPSULE      , $2.79 ,,,,,,,,
COENZYME Q10 20MG/ML ORL SYR    , $0.09 ,,,,,,,,
COENZYME Q10 30MG CAPSULE       , $0.48 ,,,,,,,,
COENZYME Q10 60MG CAPSULE       , $0.24 ,,,,,,,,
COLCHICINE 0.6MG TABLET         , $15.03 ,,,,,,,,
COLCHICINE 0.6MG/10ML ORL SYR   , $15.03 ,,,,,,,,
COLESEVELAM 625MG TABLET        , $9.78 ,,,,,,,,
COLISTIMETHATE 150MG VL P150    , $84.00 ,,,,,,,,
COLISTIMETHATE INH 150MG        , $84.00 ,,,,,,,,
COLLAGENASE 30GM OINT           , $593.79 ,,,,,,,,
COLLAGENASE 90GM OINT           ," $1,615.98 ",,,,,,,,
COLLODION LIQ 100ML BTL         , $40.80 ,,,,,,,,
COLLOIDAL OATMEAL BATH REG 454  , $1.59 ,,,,,,,,
CONIVAPTAN PM 20MG/100ML        ," $1,684.62 ",,,,,,,,
CORTISONE ACETATE  25MG TABLET  , $6.84 ,,,,,,,,
CRIZOTINIB 200 MG CAPSULE       , $517.68 ,,,,,,,,
CROMOLYN OPHT SOLN 4% 10ML      , $102.99 ,,,,,,,,
CROMOLYN SOD 20MG PER 10MG      , $19.92 ,,,,,,,,
CT LOCM 300-399 ML, $3.00 ,,,,,,,,
CUSTODIOL PERF SOLN 2000ML      ," $1,282.14 ",,,,,,,,
CYANOCOBALAMIN 1000MCG TAB      , $0.48 ,,,,,,,,
CYCLOBENZAPRINE 10MG TABLET     , $0.12 ,,,,,,,,
CYCLOBENZAPRINE 5MG TABLET      , $1.86 ,,,,,,,,
CYCLOPENTOLATE 0.5% 15ML DRPS   , $231.66 ,,,,,,,,
CYCLOPENTOLATE 1% EYE DRP 5ML   , $134.88 ,,,,,,,,
CYCLOPENTOLATE SOLN 1% 2ML      , $48.96 ,,,,,,,,
"CYCLOPHOSPAHMIDE 2GM, P100MG    "," $1,978.89 ",,,,,,,,
"CYCLOPHOSPHAMIDE 1GM, P100MG    ", $989.43 ,,,,,,,,
CYCLOPHOSPHAMIDE 25MG CAPSULE   , $13.62 ,,,,,,,,
"CYCLOPHOSPHAMIDE 2GM, P100MG    "," $1,978.89 ",,,,,,,,
"CYCLOPHOSPHAMIDE 500MG, P100MG  ", $494.73 ,,,,,,,,
CYCLOPHOSPHAMIDE 50MG CAP       , $25.11 ,,,,,,,,
CYCLOSERINE 250MG PULVULE       , $183.09 ,,,,,,,,
CYCLOSPOR 100MG/ML 50ML P25MG   , $269.31 ,,,,,,,,
CYCLOSPOR(NEORAL FTY720)100MG   , $693.69 ,,,,,,,,
CYCLOSPOR(NEORAL020158) 100MG   , $0.03 ,,,,,,,,
CYCLOSPOR(NEORAL020158) 25MG    , $0.03 ,,,,,,,,
CYCLOSPOR(NEORALFTY720)25MG     , $0.03 ,,,,,,,,
CYCLOSPORINE 2MG/ML P250MG      , $8.37 ,,,,,,,,
"CYCLOSPORINE INJ 250MG,P250MG   ", $104.70 ,,,,,,,,
CYCLOSPORINE OPTH 0.04% 0.4ML   , $717.33 ,,,,,,,,
"CYCLOSPORINE ORAL 100MG,P25MG   ", $10.20 ,,,,,,,,
"CYCLOSPORINE ORAL 25MG,P25MG    ", $2.13 ,,,,,,,,
CYPROHEPTADINE 2MG/5ML 60ML     , $9.87 ,,,,,,,,
CYPROHEPTADINE 4MG TABLET       , $0.54 ,,,,,,,,
CYTARABINE 1000MG P 100MG       , $52.50 ,,,,,,,,
CYTARABINE 1000MG VL P 100MG    , $52.50 ,,,,,,,,
CYTARABINE 100MG P 100MG        , $13.08 ,,,,,,,,
"CYTARABINE 1GM VL, P100MG       ", $45.78 ,,,,,,,,
CYTARABINE 2000MG P 100MG       , $51.81 ,,,,,,,,
CYTARABINE 2000MG VL P 100MG    , $42.06 ,,,,,,,,
CYTARABINE 2000MG VL P 100MG    , $51.81 ,,,,,,,,
CYTARABINE 2GM VL PER100MG      , $51.81 ,,,,,,,,
"CYTARABINE 2GM VL, P100MG       ", $42.06 ,,,,,,,,
"CYTARABINE HCL 100MG VIAL, 100  ", $13.08 ,,,,,,,,
