GOOD SAMARITAN HOSPITAL,,,
CHARGE DESCRIPTION MASTER,,,
"AS OF JUNE 1, 2018",,,
,,,
,,,
Chrg Code,Chrg Desc,Chrg Amt IP,Chrg Amt OP
730650,LENS IOL 14.0  MZ60BD   ,552.00,552.00
730652,LENS IOL 14.5  MZ60BD   ,552.00,552.00
730655,LENS IOL 15.5  MTA4U0   ,939.00,939.00
730656,LENS IOL 15.5  MZ60BD   ,552.00,552.00
730658,LENS IOL 16.0  MTA4U0   ,939.00,939.00
730660,LENS IOL AC 13.0MX16.5D ,939.00,939.00
730663,LENS IOL AC 13.0X17.5D  ,939.00,939.00
730670,LENS IOL 21.0  MTA4U0   ,939.00,939.00
730671,LENS IOL 21.5  MTA4U0   ,939.00,939.00
730683,LENS IOL MZ60BD 24.5    ,"1,647.00","1,647.00"
730691,LENS IOL MZ60BD 26.5    ,552.00,552.00
730693,LENS IOL 27.0  MZ60BD   ,552.00,552.00
730702,LENS IOL MTA4U0.080     ,939.00,939.00
730709,TUBING INSUF BARB END 10,298.00,298.00
730714,LINER XLPE 20 DEG 54X32 ,"20,868.00","20,868.00"
730720,LINER XLPE 10D 32X60    ,"19,503.00","19,503.00"
730726,MANIFOLD IV 5 STN STPCK ,265.00,265.00
730730,TOOL DSCT MDSRX 140X3   ,"2,779.00","2,779.00"
730734,MESH VCRYL 12X12        ,"13,857.00","13,857.00"
730743,NEEDLE BRST HWKN 20GX5  ,662.00,662.00
730744,NEEDLE JMSHD DISP 11GA 4,550.00,550.00
730751,CMNT NDL 4FACET 13G     ,"1,547.00","1,547.00"
730754,NEEDLE MAYO GUT SZ 5    ,228.00,228.00
730755,NEEDLE SUT 2167-06      ,114.00,114.00
730772,PACKING VAG SPNG 2X5YD  ,412.00,412.00
730773,PAD AQUA 15X22 DISP     ,184.00,184.00
730774,PARTICLES EMB S820GH    ,"7,480.00","7,480.00"
730775,SYS LQ EMBL TRFL        ,"65,543.00","65,543.00"
730778,COMPNT PTLA NXGN 41X10MM,"8,483.00","8,483.00"
730779,PIN STINMEN 22.9CM 2    ,342.00,342.00
730781,SCREW BN 2.7X20MM CVRLOK,"3,740.00","3,740.00"
730796,PLATE BN TI L25MM FIX   ,"16,473.00","16,473.00"
730808,PLATE TI CRNL- 2 HL 9   ,"1,556.00","1,556.00"
730812,STEM FEM HIP 11X120     ,"35,627.00","35,627.00"
730821,COMP PATELLAR 41MM      ,"10,506.00","10,506.00"
730828,SUT SURG L4.375 RSB5    ,268.00,268.00
730838,SCALPEL HARMONIC ULT    ,"4,487.00","4,487.00"
730851,SCREW BN SLFTP 4.5X8X64 ,697.00,697.00
730872,SCREW TI 16MM 2MM CRNMXF,"3,950.00","3,950.00"
730875,SYS DRN EDS CSF XTRN CTH,"6,841.00","6,841.00"
730876,CHARGING SYSTEM KIT     ,"31,611.00","31,611.00"
730887,SCREW CORTICAL LOCKING 3,"2,550.00","2,550.00"
730889,NAIL FEM RT11.5 X 21.5CM,"22,647.00","22,647.00"
730911,SHTH BRTP 5F 11         ,893.00,893.00
730921,SHOE ORTHOWEDGE ISOP LG ,496.00,496.00
730922,SHOE ORTHOWEDGE ISOP MED,496.00,496.00
730923,SHOE ORTHOWEDGE ISOP SM ,496.00,496.00
730930,IMPL HIP J&J 55-0526    ,"9,819.00","9,819.00"
730931,SLEEVE FEMORAL 20D-SM PR,"12,273.00","12,273.00"
730932,SLEEVE FEMORAL PROX 20B-,"9,819.00","9,819.00"
730934,ARM SLNG W PD XS        ,80.00,80.00
730942,SPLNT XFST PLSTR 3X15   ,281.00,281.00
730943,SPLINT PLSTR 4X15IN 7391,335.00,335.00
730944,SPLINT PLSTR 5X30IN 7392,533.00,533.00
730946,SPLNT FNGR #5.5 STX     ,80.00,80.00
730961,CLIP SUTURE LAPRATY     ,"2,125.00","2,125.00"
730963,STAPLER ENDO GIA 60     ,"6,977.00","6,977.00"
730966,STAPLER RELOAD 6R45B    ,"2,879.00","2,879.00"
730967,RELOAD STPLR 45MMX2MM EP,"3,117.00","3,117.00"
730975,STEM XTN STR 15X75X30   ,"14,532.00","14,532.00"
730981,STEM XTN OFST 18X145X100,"18,970.00","18,970.00"
730982,STEM XTN NXGN STR 10X145,"14,532.00","14,532.00"
730983,STEM NG STR 14X145      ,"13,796.00","13,796.00"
730989,STEM FEM HIP STD SZ 11  ,"49,102.00","49,102.00"
730990,STEM FEM HIP STD MDL SZ9,"45,224.00","45,224.00"
730991,STEM FEM TPS ELT 12.5   ,"50,347.00","50,347.00"
730992,STEM FEM STD MC 11X130  ,"47,486.00","47,486.00"
730993,STEM FEM STD MC 13X140  ,"47,486.00","47,486.00"
730995,STEM FEMORAL 160 X 18 X ,"36,716.00","36,716.00"
731002,STEM FEM STD HIP TPR 10 ,"45,457.00","45,457.00"
731003,STEM FEM STD MC 12X140  ,"47,486.00","47,486.00"
731005,STEM FEM STD HIP 13.5   ,"45,224.00","45,224.00"
731017,PLATE TI/PMMA 8STD 54X82,"16,965.00","16,965.00"
731018,SCREW CANC 6.5 55       ,"3,465.00","3,465.00"
731029,STNT ILC SMRTC 10X60X120,"11,350.00","11,350.00"
731083,STENT BIL PRTG 7X40X120 ,"15,279.00","15,279.00"
731084,STENT VASC 7X60X120     ,"15,279.00","15,279.00"
731085,STENT BIL PRTG 7X80X120 ,"15,279.00","15,279.00"
731097,STENT URET DBL J 10F 24 ,"3,214.00","3,214.00"
731099,STENT BIL VSPRO 10X27X80,"13,052.00","13,052.00"
731108,STENT BIL VSPRO 8X27X80 ,"13,052.00","13,052.00"
731110,STENT BIL VSPRO 8X37X80 ,"10,837.00","10,837.00"
731112,STENT BIL VSPRO 8X57X80 ,"10,837.00","10,837.00"
731121,SUPPORT ORTH LRG TLS DL ,"9,157.00","9,157.00"
731122,SUPPORT ORTH MED TLS DL ,"9,157.00","9,157.00"
731143,SUTURE CHRM 0 884H      ,128.00,128.00
731146,SUTURE CHROMIC 1 CG4    ,579.00,579.00
731147,SUTURE CRM #1 TP-1 GL30G,245.00,245.00
731148,SUTURE ABS 1-0 SG15T    ,496.00,496.00
731149,SUTURE CR 2-0 ABSRB     ,128.00,128.00
731150,SUTURE CHRM 2-0 S113H   ,122.00,122.00
731152,SUTURE CHRM 3-0 882H    ,118.00,118.00
731154,SUTURE CHRM 3-0 U204H   ,119.00,119.00
731156,SUTURE CHRM 6-0 1641G   ,230.00,230.00
731157,SUTURE CHRM 7-0 1797G   ,788.00,788.00
731162,SUTURE ETHBND 0 X186H   ,36.00,36.00
731164,SUTURE ETHBND 1 X 190G  ,289.00,289.00
731165,SUTURE ETHBND 2-0 10X86 ,"1,311.00","1,311.00"
731166,SUTURE ETHB 2-0 SH X582H,155.00,155.00
731167,SUTURE EBND2-0 V-5 X423H,63.00,63.00
731168,SUTURE ETHBND 3-0 X762H ,158.00,158.00
731170,SUTURE ETHILON 10-0     ,496.00,496.00
731172,SUTURE NYL NABS3-0 1673H,66.00,66.00
731177,SUTURE NBS 1 LR/LR 30IN ,170.00,170.00
731178,SUTURE MONCRYL 5-0 Y495G,198.00,198.00
731179,SUTURE NURLN 0 C521D    ,393.00,393.00
731181,SUTURE ABS 2-0 CT 36IN  ,102.00,102.00
731183,SUTURE PDS CLR 3-0 Z416H,93.00,93.00
731186,SUTURE PDS 6-0 Z432H    ,117.00,117.00
731187,SUTURE ABS O CT 36IN    ,99.00,99.00
731192,SUTURE PRLN0 V34 8444H  ,130.00,130.00
731193,SUTURE PRLN #1 CT1 BLU  ,101.00,101.00
731194,SUTURE NAB 1 L60IN 8824G,149.00,149.00
731195,SUTURE NABSB 2-0 8623H  ,102.00,102.00
731197,SUTURE PRLN 3-0 KS      ,106.00,106.00
731198,SUTURE PRLN 3-0 8534H   ,210.00,210.00
731201,SUTURE PRLN 5-0 8554H   ,209.00,209.00
731203,SUTURE PRLN 5-0 8710H   ,209.00,209.00
731204,SUTURE PRLN 6-0 8706H   ,383.00,383.00
731205,SUTURE PRLN 6-0 8719H   ,458.00,458.00
731213,SUTURE SILK 3-0 C017D   ,332.00,332.00
731216,SUTURE SLK 4-0 RB1 K571H,129.00,129.00
731217,SUTURE SILK 4-0 SH K831H,49.00,49.00
731218,SUTURE SLK NBS 5-0 A182H,65.00,65.00
731219,SUTURE SLK 5-0 RB1 K570H,139.00,139.00
731221,SUTURE SILK 6-0 765G    ,367.00,367.00
731225,SUTURE STEEL 2-0 SS28G  ,238.00,238.00
731227,SUTURE ETHIPAK DS22     ,244.00,244.00
731229,SUTURE VCRYL 0 J740D    ,440.00,440.00
731230,SUTURE VCRYL 0JB840     ,496.00,496.00
731234,SUTURE VICRYL 2-0 J4    ,89.00,89.00
731235,SUTURE VCRYL 2-0 J748T  ,282.00,282.00
731236,SUTURE VCRYL 3-0 J219H  ,74.00,74.00
731241,SUTURE VCRYL J593G      ,186.00,186.00
731242,SUTURE VCRYL 6-0 J212H  ,73.00,73.00
731244,SUTURE VCL VIL 6-0 J544G,496.00,496.00
731246,SUTURE VCRYL 8-0 J401G  ,496.00,496.00
731247,SUTURE VCRYL 8-0 J547G  ,496.00,496.00
731248,SUTURE VCRYL 2-0 J306H  ,66.00,66.00
731255,CTH KT STIMLNG 20X50    ,"1,859.00","1,859.00"
731256,STEM PLUG TPR KN TIVN   ,"1,945.00","1,945.00"
731262,SPHNTM D.A.S.H WX0.25X  ,"6,841.00","6,841.00"
731263,TRY CTH 3.5F UMBIL FLTR ,"1,859.00","1,859.00"
731284,VACUMM SEC CUP DELIVERY ,"6,157.00","6,157.00"
731307,TUBE PEDI CUF TRCH 5.   ,"1,006.00","1,006.00"
731315,KWIRE SPD PNT 200X2.8MM ,"1,312.00","1,312.00"
731326,BIOGLUE SYRINGE KIT 5ML ,"11,799.00","11,799.00"
731328,STENT BIL HLNK 7X15X135 ,"14,592.00","14,592.00"
731358,DEVICE CLSR ANGSL VIP 6F,"6,283.00","6,283.00"
731359,DEVICE CLSRE ANGIOSL 8FR,"6,283.00","6,283.00"
731368,APPLIER INTRN CLIP EL5ML,"3,445.00","3,445.00"
731370,ARTICULAR SURFACE 10MM  ,"13,769.00","13,769.00"
731371,SRFC ARTC 10 SZ E F     ,"13,769.00","13,769.00"
731372,ARTICULAR SURFACE 12MM  ,"14,209.00","14,209.00"
731373,SURFACE ATRC 5-6 12MM   ,"13,769.00","13,769.00"
731375,STENT BILIARY 6CMX10 7FR,"16,529.00","16,529.00"
731376,SRFC ARTC SZ C D 12     ,"16,523.00","16,523.00"
731378,ARTICULAR SURFACE SIZE C,"22,376.00","22,376.00"
731379,ARTICULAR SURFACE SIZE G,"15,442.00","15,442.00"
731380,STENT BIL ZEBO 7X7X170  ,"3,752.00","3,752.00"
731383,STENT BIL GNN PANC 5X3  ,"1,791.00","1,791.00"
731390,BAG COLLCTN DIGNISHLD 1L,164.00,164.00
731397,DEVICE SPEC RET 12-15MM ,"3,968.00","3,968.00"
731398,DEVICE SPEC RET XTRT PRO,"3,968.00","3,968.00"
731399,BALLOON SPRINTER MX 1.5X,"4,516.00","4,516.00"
731411,BLN SPRNTR OW 1.5X6     ,"3,632.00","3,632.00"
731412,BALLOON SPRINTER OTW 1.5,"4,516.00","4,516.00"
731413,BLN SPRNTR OW 1.5X12    ,"3,962.00","3,962.00"
731414,BLN SPNTR OTW 1.5X15    ,"3,962.00","3,962.00"
731415,BLN SPNTR OTW 1.5X20    ,"4,000.00","4,000.00"
731417,BALLOON SPRINTER OTW 2.0,"3,962.00","3,962.00"
731418,BLN SPRNTR OW 2X12      ,"3,962.00","3,962.00"
731419,BLN SPRNTR OW 2X15      ,"3,962.00","3,962.00"
731425,BALLOON SPRINTER OTW 2.5,"4,516.00","4,516.00"
731426,BLN SPRNTR OW 2.5X12    ,"3,962.00","3,962.00"
731427,BLN SPRNTR OW 2.5X15    ,"3,962.00","3,962.00"
731434,BALLOON SPRINTER OTW 3.0,"4,160.00","4,160.00"
731435,BLN SPRNTR OW 3X12      ,"4,032.00","4,032.00"
731436,BLN SPR OTW D3 X L15 MM ,"4,032.00","4,032.00"
731443,BLN SPRNTR OW 3.5X12    ,"4,032.00","4,032.00"
731449,BLN SPRNTR OW 4X12      ,"4,516.00","4,516.00"
731450,BLN SPRNTR OW 4X15      ,"4,516.00","4,516.00"
731453,BLN SPRNTR OW 3.5X15    ,"4,398.00","4,398.00"
731454,CATH BLN 5MM 135CM 20MM ,"6,841.00","6,841.00"
731456,BANDAGE MTRX 5YD 2IN    ,35.00,35.00
731457,BANDAGE MTRX 5YDX3IN STR,37.00,37.00
731458,BANDAGE CMPR STRL 4 X 5 ,40.00,40.00
731459,BANDAGE CMPR STRL 5 X 6 ,48.00,48.00
731462,BAR PECTUS SUPRT 13.5   ,"29,615.00","29,615.00"
731467,STENT BILI 7FX035X9X205 ,"3,423.00","3,423.00"
731469,BASEPLATE TIB 5521-B-500,"26,586.00","26,586.00"
731473,STENT BIL OAS 8.5X9X170 ,"3,054.00","3,054.00"
731474,STENT BIL CFLX PIG 7X5  ,"1,437.00","1,437.00"
731475,STENT GNN PANC SFT FLE  ,"1,603.00","1,603.00"
731476,BASEPLATE TIB 5521-B-400,"31,451.00","31,451.00"
731477,BSKT RTRV RPZDO CMPT    ,"6,841.00","6,841.00"
731505,BLDE SHVR 2MM MCRO GATOR,"1,673.00","1,673.00"
731506,BLDE SHVR GTR 7.6X3.5   ,"1,673.00","1,673.00"
731509,BLDE STRYK AGRS +5.5    ,"1,376.00","1,376.00"
731510,BUR 5.5 6 FLUT BRL      ,"1,376.00","1,376.00"
731511,CUTR ARTHSCP 4 RESCT    ,"1,376.00","1,376.00"
731512,CUTR ASCOPIC 5.5 RSCTR  ,"1,688.00","1,688.00"
731516,BOA BCK BRACE LP M      ,"4,452.00","4,452.00"
731517,BOA BCK BRACE LP XL     ,"4,452.00","4,452.00"
731523,STENT PANC GNN 5F 3 N   ,"1,603.00","1,603.00"
731535,BOVIE TIP L-HOOK LAP    ,"1,015.00","1,015.00"
731568,BUR MATCHSTICK 3MM S    ,"2,447.00","2,447.00"
731573,BURR DMD BALL CUT XCRS 4,"3,327.00","3,327.00"
731574,BUR DMD BALL CUTR 3.0   ,"2,865.00","2,865.00"
731575,BUR DMD BALL CUTR 4.0   ,"2,865.00","2,865.00"
731581,ASSEMBLY CBL SS L56CM OD,"7,480.00","7,480.00"
731597,CANN PRFSN 17IN 21FR FEM,"5,583.00","5,583.00"
731600,CANNULA BIO-MEDICUS VENO,"5,864.00","5,864.00"
731602,CANN DRLK 5 THRD        ,586.00,586.00
731603,CANNLA DRLK THRD 8.0X75M,586.00,586.00
731604,CANN ERCP BALLTIP RX    ,"2,317.00","2,317.00"
731605,CANNULA ERCP TPR RX BL 2,"2,317.00","2,317.00"
731610,CANNULA IRR L25MM OD41GA,"3,437.00","3,437.00"
731614,KIT LEAD LIONEAR 50CM   ,"28,350.00","28,350.00"
731630,INSRT KIT PERC VNS      ,"1,826.00","1,826.00"
731631,CANN PERF VEN 23-25FR   ,"7,186.00","7,186.00"
731635,TROCAR VERSASTEP 12LN   ,"3,915.00","3,915.00"
731636,CANNULA RX ERCP TANDEM X,"1,860.00","1,860.00"
731638,CAP FOR 5.0 FX PIN      ,"1,020.00","1,020.00"
731639,SUTURE NABS M0068331231 ,"1,297.00","1,297.00"
731640,SUTURE NABS M0068331241 ,"1,153.00","1,153.00"
731645,CARDIAC COOLING JACK    ,"3,284.00","3,284.00"
731655,CATH 7F JCL4 LNCHR      ,"1,652.00","1,652.00"
731739,CATH BALL CUT 4.0X10 FLE,"14,935.00","14,935.00"
731740,BLNCUT FLXTM 4X6        ,"14,935.00","14,935.00"
731755,DRN BIL CK QC222817     ,"4,500.00","4,500.00"
731777,CATH MCR 2.4-1.7F 150CM ,"18,983.00","18,983.00"
731778,CTHGD EXCL SL10 6X90X150,"18,983.00","18,983.00"
731780,CTHGD EXCL SL10 J 2TP150,"18,983.00","18,983.00"
731781,CTHGD EXCL SL10 S 2TP150,"19,079.00","19,079.00"
731784,BLN EMB XPRT 7F 014 140 ,"11,611.00","11,611.00"
731786,CATH FLSH L65CM OD4F    ,579.00,579.00
731788,CATH DX PULM 7F         ,605.00,605.00
731789,CTHGD ATTN 6238TEL      ,"4,160.00","4,160.00"
731794,CTHEP LSSO 7F 25-15 262 ,"27,809.00","27,809.00"
731803,BLN MVRK XL RX5.5X15X150,"2,874.00","2,874.00"
731804,BLN MVRK XL RX 6X15X150 ,"3,054.00","3,054.00"
731807,CATH CV PICC 1LM 1.9FX50,"1,849.00","1,849.00"
731848,CATH SLCTV L80CM 5F OMNI,579.00,579.00
731864,BLN STRLG 3X4X0135      ,"6,841.00","6,841.00"
731873,CATH PRTNL RT SWAN NK   ,"3,943.00","3,943.00"
731878,CATHIVUS VSN SPFX3.4 135,"12,527.00","12,527.00"
731906,TRAY CATH 4FR 8CM 2 LUM ,"3,078.00","3,078.00"
731907,CTH SZNG ARUS 5F PIG 100,"2,522.00","2,522.00"
731908,ENV CATH 5 FR 100 MPD   ,"10,589.00","10,589.00"
731909,CATH ANG 145D 6F 110CM  ,"4,351.00","4,351.00"
731914,CATH ANGIO .035IN C2    ,579.00,579.00
731915,CATH ANGIO .035IN 9704  ,579.00,579.00
731917,CATH SIM I INFINITY     ,577.00,577.00
731919,CATH BLN 5MM 75CM 5.5FR ,"5,747.00","5,747.00"
731920,CATH BLNDIL CQ7552      ,"5,747.00","5,747.00"
731931,CATH BERNSTN 5FX125     ,"1,076.00","1,076.00"
731939,PMI DISPO CHOLAN CATH   ,866.00,866.00
731946,BLN URE URMX 10-8X5.8X75,"5,843.00","5,843.00"
731951,CATH DRN VNTRC CLR 35CM ,"3,798.00","3,798.00"
731955,CTHEP HALO TRCSP 7F282  ,"18,867.00","18,867.00"
731956,CATH EP 2-5-2MM SPC110CM,"10,161.00","10,161.00"
731957,CTHTHRM XTRT PRTO 6F 140,"8,337.00","8,337.00"
731975,CATHETER BLNDIL 9MMX1.5 ,"19,271.00","19,271.00"
731981,CATH ENV XB 6FR 90      ,"10,589.00","10,589.00"
731989,CATH UNIFUSE 5F 090/10  ,"4,516.00","4,516.00"
731990,CATH UNIFUSE 5F 090/30  ,"4,516.00","4,516.00"
731991,CATH INFS 1.3FR 165X25  ,"17,590.00","17,590.00"
731992,CATH UNIFUSE 5F 090/50  ,"4,516.00","4,516.00"
731994,CATH ANGIO GRY 16GX2    ,179.00,179.00
732006,CTH SZNG ARUS 5F PIG 70 ,"2,522.00","2,522.00"
732008,CTHDX TMP+ 5F MPA1 125  ,577.00,577.00
732009,CATH ULT FLO HPC MIC    ,"14,424.00","14,424.00"
732022,CAUTERY 4000 VARI STAT  ,450.00,450.00
732023,BAG BLD RCVRY 10LT      ,568.00,568.00
732025,MOLD SPACER FEM 70MM    ,"23,741.00","23,741.00"
732026,MOLD TIB SPCR CMNT 75MM ,"12,642.00","12,642.00"
732029,DART CHRNDRL REPR SYS 18,"5,176.00","5,176.00"
732032,CLMP EXFIX 10 HL PIN    ,"14,862.00","14,862.00"
732045,CARTRDG CLIP SCLP RNY   ,510.00,510.00
732046,WAND RFLX ULT 45        ,"6,677.00","6,677.00"
732049,COIL EMB CMPLX 018 2X20 ,"2,146.00","2,146.00"
732059,COIL EMB VRTX 3-5X35X4.5,"1,860.00","1,860.00"
732060,COIL EMB VRTX 2-6X80X6.7,"2,635.00","2,635.00"
732070,COIL EMB CMPLX HEL 018 5,"1,475.00","1,475.00"
732078,COIL TRFL 6 COMPLX      ,"7,907.00","7,907.00"
732080,CYTO FWB SMEAR & INTERP ,373.00,373.00
732083,COLLAR CERVICAL PLAS MED,338.00,338.00
732086,COLLAR XTRIC PE FM ADLT ,185.00,185.00
732091,CMPT NDL MRI 20X5       ,"1,274.00","1,274.00"
732092,COMPATIBLE NEEDLE MR    ,"1,274.00","1,274.00"
732095,CYTOLOGY CONC & INTERP  ,701.00,701.00
732100,CRYSTALS BODY FL        ,446.00,446.00
732101,CMPNT FEM GSF SZ 1      ,"63,376.00","63,376.00"
732107,CMPNT FEM SZ E FLX      ,"47,261.00","47,261.00"
732108,COMPONENT FEMORAL E KN R,"79,013.00","79,013.00"
732120,CONNECTR PRFSN 1/2X1/2IN,206.00,206.00
732121,CONNECTOR Y 1/4X1/4     ,199.00,199.00
732122,STOPCOCK ANGIO 3W ROT AD,75.00,75.00
732133,VALVE CNTRL BLEDBK INNOV,"1,008.00","1,008.00"
732136,GRAFT BN CNRSTN 14X11X9 ,"15,515.00","15,515.00"
732145,BNE CANC CORT 30CC      ,"8,393.00","8,393.00"
732147,COUPLER 1.5 BLUE 1.2-1.8,"7,480.00","7,480.00"
732148,COUPLER ANSTM 2MM       ,"7,480.00","7,480.00"
732160,CYTO SMEAR SCR & INTERP ,458.00,458.00
732165,CYTO SMEAR PSI          ,646.00,646.00
732175,FNA SUPERFICIAL         ,530.00,530.00
732180,FINE NEEDLE ASPIR W/IMAG,530.00,530.00
732185,FNA SAMPLE ADEQUACY IMM ,472.00,472.00
732190,FNA INTERP & REPORT     ,602.00,602.00
732198,ADHESIVE SKNCLS DRMBND  ,617.00,617.00
732199,DEVICE RTRVL SUT 2MM    ,"50,211.00","50,211.00"
732202,RETRIEVER SUT CPTR TRNVG,"19,858.00","19,858.00"
732210,DEVICE INFL MNRCH 22GA  ,"1,660.00","1,660.00"
732211,PCK PTCA HEM VLV 9F GW  ,496.00,496.00
732214,DILATOR SURG LG DISP    ,"4,897.00","4,897.00"
732215,DIL BLN CRE 15-16.5-18  ,"4,105.00","4,105.00"
732216,DIL BLN CRE 18-19-20    ,"4,154.00","4,154.00"
732217,DILATOR VSC AQ 10F 20 RO,496.00,496.00
732218,DILATOR VSC 12F 20CM.038,496.00,496.00
732219,DILATOR HDRPH CTD 14F   ,496.00,496.00
732220,DILATOR HDRPH CTD 16F   ,496.00,496.00
732222,DILATOR VSC AQ 8F 20 RO ,496.00,496.00
732226,DILATOR SHTH 16FR EMBO  ,"1,721.00","1,721.00"
732230,DISSECTOR REALIZE EN    ,"4,940.00","4,940.00"
732233,DRN 10 FLAT 3/4 FLUT    ,496.00,496.00
732235,DRAIN FULL FLT 15F 3/16 ,558.00,558.00
732237,DRESSING 4X4IN PRIM NADH,135.00,135.00
732238,DRESSING 8X6IN ABS NADH ,35.00,35.00
732239,DRSG ABS AQCL AG X 5X4IN,342.00,342.00
732241,DRESSING CHANGE TEGADERM,118.00,118.00
732242,DRESSING WND TELFA L    ,115.00,115.00
732243,DRILL BIT 1.5 J 110     ,"4,310.00","4,310.00"
732246,KIT PIN DRL TRMT 2X100MM,"4,787.00","4,787.00"
732251,BIT DRL 2.8MM           ,"2,300.00","2,300.00"
732261,BIT DRL CLBRT 2.0       ,"3,353.00","3,353.00"
732262,BIT DRL AXSOS 204X3.1MM ,"2,865.00","2,865.00"
732266,BIT DRL ACTRK2 3.5-4MM  ,"6,130.00","6,130.00"
732291,DURAPATCH IMPLANT 1X    ,"6,036.00","6,036.00"
732293,ELCTRD NDL L15 OD2 LVN  ,"13,184.00","13,184.00"
732295,SURG PATH LEVEL 4       ,447.00,447.00
732300,CYTOLOGY CELL BLOCK     ,410.00,410.00
732307,END CAP NAIL- +4 10     ,"4,472.00","4,472.00"
732309,RELOAD STPL ENDO 60 BLUE,"4,165.00","4,165.00"
732311,LINEAR CUTTER RELOAD END,"4,165.00","4,165.00"
732312,ENDO ECHELON 60 RELO    ,"7,812.00","7,812.00"
732314,TROCAR ESCP OD11MM XCEL ,"3,899.00","3,899.00"
732315,TROCAR ESCP OD12MM XCEL ,"4,018.00","4,018.00"
732316,TROCAR ESCP OD5MM XCEL D,"3,036.00","3,036.00"
732317,ENDO ETH TROCAR XCEL    ,"1,859.00","1,859.00"
732318,TROCAR XCEL 8MM DIL     ,"1,308.00","1,308.00"
732319,TROCAR LAPSCP 150X12MM  ,"1,859.00","1,859.00"
732320,DISSECTR BLN SPCMKR SNGL,"6,861.00","6,861.00"
732321,TROCAR STRCT BLN W/BULB ,"5,192.00","5,192.00"
732322,GRASPER LAPSCP SPNLK 31C,"6,998.00","6,998.00"
732323,TROCAR LAPSCP 65MM 5MM  ,"2,354.00","2,354.00"
732324,LIGATOR ESCPC NYL POLYLP,"2,088.00","2,088.00"
732325,SCISSORS LAPSCP CRV 5MM ,"1,431.00","1,431.00"
732347,HEAD FEM V40 FRICT #    ,"9,418.00","9,418.00"
732356,FILTER VC TLP 8.5F30X50 ,"15,662.00","15,662.00"
732360,SURG PATH LEVEL 1       ,227.00,227.00
732365,SURG PATH LEVEL 2       ,283.00,283.00
732366,FILTRWRE EMBL190CM110UOM,"22,008.00","22,008.00"
732370,SURG PATH LEVEL 3       ,437.00,437.00
732375,SURG PATH LEVEL 4       ,592.00,592.00
732380,SURG PATH LEVEL 5       ,852.00,852.00
732385,SURG PATH LEVEL 6       ,"1,080.00","1,080.00"
732386,GRASPER LAPSCP SUPR 5MM ,"1,859.00","1,859.00"
732390,PATH DECALCIFICATION    ,474.00,474.00
732393,BLD SHVR 2.9 300-5000RPM,"1,673.00","1,673.00"
732394,PORT GLPRT ALXIS O RETR ,"11,611.00","11,611.00"
732395,GWIRE ZPWR 035 260 ANG  ,"1,846.00","1,846.00"
732403,GRAFT BN SYN FOM PK 5CC ,"12,067.00","12,067.00"
732406,PATCH DURA MTRX 3X1IN   ,"7,207.00","7,207.00"
732415,PATH STAIN GROUP 1      ,19.20,19.20
732425,GWIRE VASC OD.008MRG N  ,"10,994.00","10,994.00"
732430,PATH STAIN GROUP 2      ,19.20,19.20
732431,GWIRE .035X150 ANG SENSR,"1,429.00","1,429.00"
732434,GWIRE PILT 200          ,"2,447.00","2,447.00"
732436,GWIRE PILT 50 190       ,"2,447.00","2,447.00"
732438,GW APMTZ 035 75         ,872.00,872.00
732444,GWIRE MRCL BR12 180     ,"3,695.00","3,695.00"
732445,GWIRE PRWTR 180         ,"2,447.00","2,447.00"
732448,GWRE CFNZA PR9 014 180ST,"3,695.00","3,695.00"
732463,GWIRE SKR STD .014 300CM,"13,737.00","13,737.00"
732464,GW SKR SFT 014 200      ,"11,611.00","11,611.00"
732465,GW SKR STD 014 200      ,"11,611.00","11,611.00"
732466,GUIDEWIRE SYNCH 10X200CM,"11,611.00","11,611.00"
732473,GUIDEWIRE WALL STENT    ,"2,950.00","2,950.00"
732478,HEAD HIP BIOLOX -5X36MM ,"15,423.00","15,423.00"
732480,PATH CONSULT FS 1 SPEC  ,722.00,722.00
732481,HEAD FEM CCR STD 36MM   ,"8,592.00","8,592.00"
732485,PATH CONSULT FS EA ADDTL,722.00,722.00
732487,HEMOSTASIS VALVE W/GUIDE,104.00,104.00
732488,HMST MSQTO CRV DISP     ,112.00,112.00
732490,IMMUNOHISTOCHEM EA AB   ,60.50,60.50
732514,IMMOBILIZER SHLDR REVRS ,"6,841.00","6,841.00"
732529,INSERT ACTB X3 TRDNT 36E,"13,787.00","13,787.00"
732557,INSERT KN TIB X3 SZ4 9  ,"20,532.00","20,532.00"
732561,SHEATH CTH 7F 40CM      ,"1,785.00","1,785.00"
732562,SHTH CTH BLK 6F 40CM    ,"3,890.00","3,890.00"
732563,SHTH CTH PEDI 5F 10X40CM,878.00,878.00
732569,INTRO BD 26G PICC NEO   ,"1,343.00","1,343.00"
732571,CATH INTRO NEO 1.9F     ,"1,399.00","1,399.00"
732574,INTRO SHTH 038 12F 10CM ,"1,688.00","1,688.00"
732578,INTR SHTH ST RF ABLATION,"3,886.00","3,886.00"
732586,KIT CATH JUG OPTS 90CM  ,"19,271.00","19,271.00"
732595,KIT ASSEMBLY SCROTAL    ,"9,097.00","9,097.00"
732596,KIT ASCP FX BTNDS BABSR ,"5,336.00","5,336.00"
732603,PORT ACCSS KIT CATH 8540,930.00,930.00
