Hospital Name:  Mercy St Marys SF,,,,,
OSHPD Facility No: 10630965,,,,,
"Effective Date of Charges: July 1, 2018",,,,,
,,,,,
"CDM
Number",Billing Description (25 char), Price ,Zero Price Inicator,,
8813305,CT PELVIS WO CON         ," 4,622.00 ",,,
8813388,CT ANGIO PELVIS W CON    ," 5,007.00 ",,,
8813396,CT ANGIO ABD/PELVIS W CON," 10,014.00 ",,,
8813420,CT 3D WO SEPARATE WKSTATN," 2,127.00 ",,,
8813438,CT 3D W SEPARATE WKSTATN ," 2,127.00 ",,,
8813552,CT THORACIC SPINE WO CON ," 3,693.00 ",,,
8813602,CT THORACIC SPINE WO&W   ," 1,329.00 ",,,
8813701,CT THORACIC SPINE W CON  ," 4,805.00 ",,,
8813867,CT FOLLOW UP LTD OR LOCAL," 1,982.00 ",,,
8813917,CT UPP EXTREM WO&W LT    ," 1,329.00 ",,,
8813925,CT UPP EXTREM WO&W RT    ," 1,329.00 ",,,
8814014,CT UPP EXTREM WO CON LT  ," 3,325.00 ",,,
8814022,CT UPP EXTREM WO CON RT  ," 3,325.00 ",,,
8814063,CT UPP EXTREM W CON LT   ," 1,118.00 ",,,
8814071,CT UPP EXTREM W CON RT   ," 1,118.00 ",,,
8814105,CT ANGIO UPP EXTREM W LT ," 5,007.00 ",,,
8814113,CT ANGIO UPP EXTREM W RT ," 5,007.00 ",,,
8814154,CT GUIDED LOCALIZA STEREO," 1,903.00 ",,,
8814253,CT GUIDE TISSUE ABLATION ," 3,153.00 ",,,
8814279,RENAL TUMOR(S ABLAT RADIO," 7,721.00 ",,,
8814287,CT HRT EVAL COR CA WO CON, 315.00 ,,,
8814360,CT ABDOMEN PELVIS WO CON ," 9,263.00 ",,,
8814378,CT ABDOMEN PELVIS W CON  ," 9,263.00 ",,,
8814386,CT ABDOMEN PELVIS WWO CON," 11,093.00 ",,,
8814390,*CT HEAD+MAXILLOFACIAL WO, -   ,3,,
8816035,*CT CHST/ABD/PEL W CON   , -   ,3,,
8816043,*CT CHST/ABD/PEL WO CON  , -   ,3,,
8816050,*CT CHST/ABD/PEL WO&W CON, -   ,3,,
8816068,*CT NCK/CHST/ABD/PEL WCON, -   ,3,,
8816076,*CT NCK/CHST/AB/PEL WOCON, -   ,3,,
8816084,*CT CHEST/ABDOMEN W CON  , -   ,3,,
8816092,*CT CHEST/ABDOMEN WO CON , -   ,3,,
8816100,*CT CHEST/ABD WO&W CON   , -   ,3,,
8816134,*CT NECK/CHEST W CON     , -   ,3,,
8816142,*CT ANGIO HEAD/NECK W CON, -   ,3,,
8816159,*CT ANGIO CHST/ABD/PEL W , -   ,3,,
8816167,*CT ABD WO/W PELVIS W CON, -   ,3,,
8816175,*CT CHST W ABD/PEL WO/W  , -   ,3,,
8816183,*CT ANGIO ABD/PEL W CON  , -   ,3,,
8816191,*CT HEAD WO/W NECK W CON , -   ,3,,
8816209,*CT ANGIO ABD/CHEST W CON, -   ,3,,
8816225,*CT LUMBR/THOR SPINE WO  , -   ,3,,
8817033,MODERATE SEDAT ADD 15MIN , 205.00 ,,,
8817034,MOD SEDAT =>5YRS 1ST 15M , 246.00 ,,,
8818908,CT HRT EVAL COR CA WO CON, 239.00 ,,,
8818965,CT HRT STRC/MORP/3D W CON, 746.00 ,,,
8818973,CT HRT STRC/MORP CONGENTL," 1,046.00 ",,,
8818981,CT ANGIO HRT/COR ART 3D W," 1,121.00 ",,,
8820128,HOCM 250-299MG/ML IODINE , 2.00 ,,,
8820169,LOCM 100-199MG/ML IODINE , 3.90 ,,,
8820177,LOCM 200-299MG/ML IODINE , 3.90 ,,,
8820185,LOCM 300-399MG/ML IODINE , 10.00 ,,,
8820193,LOCM 300-399MG/ML IODINE , 9.00 ,,,
8820194,CT GUIDE CATH DRAIN FY   ," 2,512.00 ",,,
8830002,CT LUNG SCREEN LOW DOSE  , 234.00 ,,,
8900003,MRI DEPARTMENT           , -   ,3,,
8900004,MR TELERADIOGRPY/EXAM NC , -   ,1,,
8910051,MR ANGIO ABDOMEN WO CON  ," 4,732.00 ",,,
8910069,MR ANGIO ABDOMEN W CON   ," 4,732.00 ",,,
8910077,MR ANGIO ABDOMEN WO&W CON," 4,732.00 ",,,
8910119,MR ANGIO CHEST W CON     ," 4,732.00 ",,,
8910127,MR ANGIO CHEST WO&W CON  ," 4,732.00 ",,,
8910135,MR ANGIO HEAD W CON      ," 7,318.00 ",,,
8910150,MR ANGIO HEAD WO CON     ," 5,048.00 ",,,
8910176,MR ANGIO NECK W CON      ," 4,732.00 ",,,
8910184,MR ANGIO NECK WO&W CON   ," 5,441.00 ",,,
8910192,MR ANGIO NECK WO CON     ," 3,265.00 ",,,
8910267,MR ANGIO PELVIS W CON    ," 3,214.00 ",,,
8910283,MR ANGIO PELVIS WO&W CON ," 4,106.00 ",,,
8910408,MR ABDOMEN WO CON        ," 4,117.00 ",,,
8910416,MR ABDOMEN W CON         ," 5,970.00 ",,,
8910424,MR ABDOMEN WO&W CON      ," 6,862.00 ",,,
8910457,MR BRAIN WO CON          ," 4,430.00 ",,,
8910507,MR BRAIN WO&W CON        ," 7,384.00 ",,,
8910556,MR BRAIN W CON           ," 6,423.00 ",,,
8910606,MR BREAST WO CON BIL     ," 3,204.00 ",,,
8910614,MR BREAST W CON BIL      ," 4,646.00 ",,,
8910622,MR BREAST WO&W CON BIL   ," 5,341.00 ",,,
8910663,MR BREAST WO CON LT      ," 2,136.00 ",,,
8910671,MR BREAST WO CON RT      ," 2,136.00 ",,,
8910705,MR C SPINE WO&W CON      ," 8,216.00 ",,,
8910754,MR C SPINE W CON         ," 7,134.00 ",,,
8910804,MR C SPINE WO CON        ," 4,919.00 ",,,
8910853,MR CHEST WO CON          ," 4,732.00 ",,,
8910861,MR CHEST W CON           ," 5,130.00 ",,,
8910879,MR CHEST WO&W CON        ," 5,679.00 ",,,
8910952,MR L SPINE WO&W CON      ," 8,216.00 ",,,
8911000,MR L SPINE W CON         ," 7,134.00 ",,,
8911018,MR LOW EXTREM JNT W LT   ," 4,819.00 ",,,
8911026,MR LOW EXTREM JNT W RT   ," 4,819.00 ",,,
8911034,MR LOW EXTREM JNT WO&W LT," 5,552.00 ",,,
8911042,MR LOW EXTREM JNT WO&W RT," 5,552.00 ",,,
8911067,MR LOW EXTREM JNT WO LT  ," 3,325.00 ",,,
8911075,MR LOW EXTREM JNT WO RT  ," 3,325.00 ",,,
8911083,MR LOW EXTREM W CON LT   ," 3,991.00 ",,,
8911091,MR LOW EXTREM W CON RT   ," 3,991.00 ",,,
8911117,MR LOW EXTREM WO CON LT  ," 2,753.00 ",,,
8911125,MR LOW EXTREM WO CON RT  ," 2,753.00 ",,,
8911133,MR LOW EXTREM WO&W CON LT," 4,588.00 ",,,
8911141,MR LOW EXTREM WO&W CON RT," 4,588.00 ",,,
8911158,MR L SPINE WO CON        ," 4,919.00 ",,,
8911208,MR ORB/FAC/NECK W CON    ," 6,423.00 ",,,
8911257,MR ORB/FAC/NECK WO&W CON ," 7,384.00 ",,,
8911307,MR ORB/FAC/NECK WO CON   ," 4,430.00 ",,,
8911356,MR PELVIS WO CON         ," 5,006.00 ",,,
8911364,MR PELVIS W CON          ," 7,259.00 ",,,
8911372,MR PELVIS WO&W CON       ," 8,361.00 ",,,
8911505,MR T SPINE WO&W CON      ," 8,216.00 ",,,
8911554,MR T SPINE W CON         ," 7,134.00 ",,,
8911604,MR T SPINE WO CON        ," 4,919.00 ",,,
8911687,MR UPP EXTREM JNT W LT   ," 4,819.00 ",,,
8911695,MR UPP EXTREM JNT W RT   ," 4,819.00 ",,,
8911711,MR UPP EXTREM JNT WO LT  ," 3,325.00 ",,,
8911729,MR UPP EXTREM JNT WO RT  ," 3,325.00 ",,,
8911737,MR UPP EXTREM JNT WO&W LT," 5,552.00 ",,,
8911745,MR UPP EXTREM JNT WO&W RT," 5,552.00 ",,,
8911760,MR UPP EXTREM WO CON LT  ," 2,556.00 ",,,
8911778,MR UPP EXTREM WO CON RT  ," 2,556.00 ",,,
8911786,MR UPP EXTREM W CON LT   ," 3,136.00 ",,,
8911794,MR UPP EXTREM W CON RT   ," 3,136.00 ",,,
8911802,MR UPP EXTREM WO&W CON LT," 3,706.00 ",,,
8911810,MR UPP EXTREM WO&W CON RT," 3,706.00 ",,,
8911901,MR CHOLANGIO MRCP WO CON ," 7,201.00 ",,,
8911919,MR BREAST W CON LT       ," 3,098.00 ",,,
8911927,MR BREAST W CON RT       ," 3,098.00 ",,,
8911935,MR BREAST WO&W CON LT    ," 3,577.00 ",,,
8911943,MR BREAST WO&W CON RT    ," 3,577.00 ",,,
8912016,MR SPECTROSCOPY          ," 4,687.00 ",,,
8912024,MR 3D WO SEPARATE WKSTATN, 745.00 ,,,
8912032,MR 3D W SEPARATE WKSTATN ," 2,191.00 ",,,
8912040,MR BRAIN FUNCT WO PHY/PSY," 1,275.00 ",,,
8912057,MR BRAIN FUNCT PHYS/PSYCH," 1,275.00 ",,,
8912065,MR ANGIO PELVIS WO CON   ," 3,214.00 ",,,
8912073,MR ANGIO CHEST WO CON    ," 4,732.00 ",,,
8917031,MODERATE SEDAT ADD 15MIN , 205.00 ,,,
8917032,MOD SEDAT =>5YRS 1ST 15M , 246.00 ,,,
8920167,GADOLINIUM-BAS MR CON/ML , 25.00 ,,,
8930004,MR CARDIAC WO CON LTD    ," 4,594.00 ",,,
8930005,MR VENOGRAM SUP SAGITTAL ," 4,212.00 ",,,
8930006,MR ANGIO LOWER EXTR WO&W ," 5,184.00 ",,,
8930007,MR ANGIO LOWER EXTR W CON," 4,807.00 ",,,
9000001,ULTRASOUND DEPARTMENT    , -   ,3,,
9010042,US GUIDED VASCULAR ACCESS," 1,125.00 ",,,
9010059,US V DPLX AB/PEL/RET LTD ," 1,948.00 ",,,
9010109,US V DPLX AB/PEL/RET CMP ," 3,369.00 ",,,
9010158,US ABD COMPLETE WO CON   ," 1,659.00 ",,,
9010208,US ABDOMEN WO CON LTD    ," 1,277.00 ",,,
9010307,US BREAST COMPLETE BIL   ," 1,211.00 ",,,
9010364,US BREAST COMPLETE LT    , 809.00 ,,,
9010372,US BREAST COMPLETE RT    , 809.00 ,,,
9010406,US CHEST                 ," 1,142.00 ",,,
9010455,US V DPLX HEMODIAL ACESS , 955.00 ,,,
9010554,US FETAL BIOPH PROF W NST," 1,713.00 ",,,
9010562,US FETAL BIOP PROF WO NST," 1,713.00 ",,,
9010604,US GUIDE CATH DRAIN      ," 4,376.00 ",,,
9010703,US GUIDED NEEDL PLACEMENT," 1,375.00 ",,,
9010729,US GUIDE INTRAOP 1-2 HOUR," 1,241.00 ",,,
9010752,US PREG=>14WKS EA ADD GES," 1,147.00 ",,,
9010760,US GUIDED PERICARDIOCENT , 397.00 ,,,
9010778,US PREG<14WK SNGL1ST GEST," 1,490.00 ",,,
9010786,US PREG<14WKS EA ADD GEST, 790.00 ,,,
9010802,US PREG=>14WK SNG 1ST GES," 1,728.00 ",,,
9010810,US PREG+DETL SNGL1ST GEST, 660.00 ,,,
9010828,US PREG+DETL EA ADDL GEST, 431.00 ,,,
9010836,US PREG FOLLOWUP/EA GEST ," 1,748.00 ",,,
9010844,US PREG TRANSVAGINAL     ," 1,520.00 ",,,
9010851,US PREG 1 OR >FETUSES LTD," 1,352.00 ",,,
9010901,US PELVIS NON OB COMP    ," 1,492.00 ",,,
9010950,US PELVIS NON OB LTD F/U , 999.00 ,,,
9011107,US TRANSRECTAL           ," 1,520.00 ",,,
9011115,*US PSEUDOANEURYSM PANEL , -   ,3,,
9011123,US GUIDED COMPRESS REPAR ," 1,741.00 ",,,
9011156,US RETROPERITONEAL LTD   ," 1,334.00 ",,,
9011255,US RETROPERITONEAL COMPL ," 2,718.00 ",,,
9011354,US SCROTUM               ," 1,314.00 ",,,
9011388,US SONOHYSTEROGRAM       ," 1,100.00 ",,,
9011396,*US SONOHYSTEROGRAM PANEL, -   ,3,,
9011453,US SOFT TISS HEAD & NECK ," 1,204.00 ",,,
9011503,US TRANSVAGINAL          ," 1,269.00 ",,,
9014010,MODERATE SEDAT ADD 15MIN , 205.00 ,,,
9014011,MOD SEDAT =>5YRS 1ST 15M , 246.00 ,,,
9020058,US V DPLX AO/IVC/GRFT CMP," 2,292.00 ",,,
9020108,US V DPLX AO/IVC/GRFT LTD," 1,444.00 ",,,
9020215,US V DPLX VENOUS EXT LT  ," 1,379.00 ",,,
9020223,US V DPLX VENOUS EXT RT  ," 1,379.00 ",,,
9020256,US V DPLX VENOUS EXT BIL ," 2,260.00 ",,,
9020314,US V DPLX ART LOW EXT LT ," 1,550.00 ",,,
9020322,US V DPLX ART LOW EXT RT ," 1,550.00 ",,,
9020363,US V DPLX ART UP EXT LT  ," 1,955.00 ",,,
9020371,US V DPLX ART UP EXT RT  ," 1,955.00 ",,,
9020389,US EXTREM NONVAS COMP RT , 915.00 ,,,
9020397,US EXTREM NONVAS COMP LT , 915.00 ,,,
9020405,US EXTREM NONVAS LTD RT  , 275.00 ,,,
9020413,US EXTREM NONVAS LTD LT  , 275.00 ,,,
9021007,HYSTERO NS/CON INTRO     , 751.00 ,,,
9021056,PSEUDOANEURY TX EXTRM INJ," 1,150.00 ",,,
9021098,REPL PICC WO PORT        ," 2,726.00 ",,,
9030305,SET THORACENTESIS        , 276.00 ,,,
9038902,US PORTABLE PER TRIP NC  , -   ,1,,
9039995,US ARTHROCEN ASP INTER JT," 2,328.00 ",,,
9039996,US ARTHROCEN ASP MAJOR JT," 2,748.00 ",,,
9039997,US ARTHROCEN ASP SMALL JT," 2,055.00 ",,,
9040254,US V DOP ART LOWEXT W/S B," 1,858.00 ",,,
9040479,THORACENTESIS W IMAGING  ," 1,838.00 ",,,
9040480,US GUIDE CATH DRAIN FY   ," 4,249.00 ",,,
9400003,MERCY IMAGING DEPARTMENT , -   ,3,,
9400004,XR FACIAL BONES 3+VWS FY ," 1,148.00 ",,,
9400005,XR FACIAL BONES <3VWS FY , 719.00 ,,,
9400006,XR MANDIBLE 4+ VIEWS FY  ," 1,257.00 ",,,
9400007,XR MANDIBLE <4 VIEWS FY  , 898.00 ,,,
9400008,XR NASAL BONES 3+VIEWS FY, 648.00 ,,,
9400009,XR NECK SOFT TISSUE FY   , 629.00 ,,,
9400010,XR ORBITS 4+ VIEWS FY    ," 1,077.00 ",,,
9400011,XR SINUSES 3+ VIEWS FY   , 798.00 ,,,
9400012,XR SINUSES <3 VIEWS FY   , 639.00 ,,,
9400013,XR SKULL 4+ VIEWS FY     ," 1,027.00 ",,,
9400014,XR SKULL <4 VIEWS FY     , 809.00 ,,,
9400015,XR TMJ OPEN/CLOSED BIL FY," 1,170.00 ",,,
9400016,XR TMJ OPEN/CLOSED LT FY , 719.00 ,,,
9400017,XR TMJ OPEN/CLOSED RT FY , 719.00 ,,,
9400018,XR RIBS W/CHEST 4+V BI FY," 1,163.00 ",,,
9400019,XR RIBS 3 VIEWS BIL FY   , 921.00 ,,,
9400020,XR STERNOCLAV JT(S) 3+ FY, 883.00 ,,,
9400021,XR STERNUM 2+ VIEWS FY   , 740.00 ,,,
9400022,XR RIBS W CHEST 3+V LT FY, 894.00 ,,,
9400023,XR RIBS W CHEST 3+V RT FY, 894.00 ,,,
9400024,XR RIBS 2 VIEWS LT FY    , 751.00 ,,,
9400025,XR RIBS 2 VIEWS RT FY    , 751.00 ,,,
9400026,XR CLAVICLE COMPLET LT FY, 753.00 ,,,
9400027,XR CLAVICLE COMPLET RT FY, 753.00 ,,,
9400028,XR AC JTS W WO WTS BIL FY, 898.00 ,,,
9400029,XR ELBOW 3+ VIEWS LT FY  , 710.00 ,,,
9400030,XR BONE AGE STUDIES FY   , 952.00 ,,,
9400031,XR ELBOW 3+ VIEWS RT FY  , 710.00 ,,,
9400032,XR ELBOW 2 VIEWS LT FY   , 625.00 ,,,
9400033,XR ELBOW 2 VIEWS RT FY   , 625.00 ,,,
9400034,XR FOREARM 2 VIEWS LT FY , 596.00 ,,,
9400035,XR FOREARM 2 VIEWS RT FY , 596.00 ,,,
9400036,XR HAND 3+ VIEWS LT FY   , 653.00 ,,,
9400037,XR HAND 3+ VIEWS RT FY   , 653.00 ,,,
9400038,XR HAND 2 VIEWS LT FY    , 562.00 ,,,
9400039,XR HAND 2 VIEWS RT FY    , 562.00 ,,,
9400040,XR HUMERUS 2+ VIEWS LT FY, 627.00 ,,,
9400041,XR HUMERUS 2+ VIEWS RT FY, 627.00 ,,,
9400042,XR SCAPULA COMPLETE LT FY, 740.00 ,,,
9400043,XR SCAPULA COMPLETE RT FY, 740.00 ,,,
9400044,XR UP EXTR INFANT2+ LT FY, 647.00 ,,,
9400045,XR UP EXTR INFANT 2+RT FY, 647.00 ,,,
9400046,XR WRIST 3+ VIEWS LT FY  , 730.00 ,,,
9400047,XR WRIST 3+ VIEWS RT FY  , 730.00 ,,,
9400048,XR WRIST 2 VIEWS LT FY   , 606.00 ,,,
9400049,XR WRIST 2 VIEWS RT FY   , 606.00 ,,,
9400050,XR SHOULDER 1 VIEW LT FY , 662.00 ,,,
9400051,XR SHOULDER 1 VIEW RT FY , 662.00 ,,,
9400052,XR SHOULDER 2+VIEWS LT FY, 827.00 ,,,
9400053,XR SHOULDER 2+VIEWS RT FY, 827.00 ,,,
9400054,XR FINGER(S) 2+VWS LT FY , 536.00 ,,,
9400055,XR FINGER(S) 2+VWS RT FY , 536.00 ,,,
9400056,MA MAMMO DIAG W CAD RT FY, 774.00 ,,,
9400057,MA MAMMO DIAG W CAD LT FY, 774.00 ,,,
9400058,MA MAMMO DIAG W CAD BI FY, 919.00 ,,,
9400059,IR EPIDUROGRAM FY        ," 2,119.00 ",,,
9400060,XR BONE SURVEY COMPLET FY," 2,334.00 ",,,
9400061,XR CERVICAL SPINE 1VW FY , 449.00 ,,,
9400062,XR CERVICAL SPINE >=6V FY," 1,218.00 ",,,
9400063,XR CERVICAL SPINE 2-3V FY, 721.00 ,,,
9400064,XR CERVICAL SPINE 4-5V FY, 974.00 ,,,
9400065,XR LUMBAR SPINE 4+VWS FY ," 1,128.00 ",,,
9400066,XR L SPINE CMP BND 6+V FY," 1,434.00 ",,,
9400067,XR LUMBAR SPINE 1 VIEW FY, 449.00 ,,,
9400068,XR LUMBAR SPINE 2OR3V FY , 805.00 ,,,
9400069,XR LSPINE BEND ONLY2-3 FY, 926.00 ,,,
9400070,XR SACROILIAC JT 3+VWS FY," 1,275.00 ",,,
9400071,XR SACRUM & COCCYX 2+V FY," 1,099.00 ",,,
9400072,XR THORACIC SPINE 1VW FY , 449.00 ,,,
9400073,XR THORACIC SPINE 2VWS FY, 833.00 ,,,
9400074,XR THORACIC SPINE 3VWS FY, 908.00 ,,,
9400075,XR THORACOLUM JUNCT>=2 FY, 774.00 ,,,
9400076,XR ANKLE 3+ VIEWS LT FY  , 690.00 ,,,
9400077,XR ANKLE 3+ VIEWS RT FY  , 690.00 ,,,
9400078,XR ANKLE 2 VIEWS LT FY   , 593.00 ,,,
9400079,XR ANKLE 2 VIEWS RT FY   , 593.00 ,,,
9400080,XR KNEE 1 OR 2 VWS RT FY , 540.00 ,,,
9400081,XR KNEE 1 OR 2 VWS LT FY , 540.00 ,,,
9400082,XR KNEE 3 VIEWS LT FY    , 636.00 ,,,
9400083,XR KNEE 3 VIEWS RT FY    , 636.00 ,,,
9400084,XR KNEE 1 OR 2VWS BIL FY , 540.00 ,,,
9400085,XR KNEE 3 VIEWS BIL FY   , 636.00 ,,,
9400086,XR KNEE AP STANDING BI FY, 610.00 ,,,
9400087,XR KNEE 4+ VIEWS RT FY   , 731.00 ,,,
9400088,XR KNEE 4+ VIEWS LT FY   , 731.00 ,,,
9400089,XR KNEE 4+ VIEWS BIL FY  , 731.00 ,,,
9400090,XR CALCANEUS 2+VWS LT FY , 573.00 ,,,
9400091,XR CALCANEUS 2+VWS RT FY , 573.00 ,,,
9400092,XR TIBIA&FIBULA 2VW LT FY, 560.00 ,,,
9400093,XR TIBIA & FIB 2 VW RT FY, 560.00 ,,,
9400094,XR FOOT 3+ VIEWS LT FY   , 870.00 ,,,
9400095,XR FOOT 3+ VIEWS RT FY   , 870.00 ,,,
9400096,XR FOOT 2 VIEWS LT FY    , 775.00 ,,,
9400097,XR FOOT 2 VIEWS RT FY    , 775.00 ,,,
9400098,XR LW EXTR INFANT2+ LT FY, 577.00 ,,,
9400099,XR LW EXTR INFANT 2+RT FY, 577.00 ,,,
9400100,XR TOE(S) 2+ VIEWS LT FY , 466.00 ,,,
9400101,XR TOE(S) 2+ VIEWS RT FY , 466.00 ,,,
9400102,XR PELVIS CMPL 3+VIEWS FY, 780.00 ,,,
9400103,XR PELVIS 1 OR 2 VIEWS FY, 557.00 ,,,
9400104,XR FLUORO < 1 HR FY      ," 2,069.00 ",,,
9400105,IR FLUOR NDL LOC SPINE FY," 1,433.00 ",,,
9400106,IR FLUOR GUIDE NDL PLC FY," 1,622.00 ",,,
9400107,MA BRST TOMO DIG SC BI FY, 309.00 ,,,
9400108,MA BRST TOM DIG SCR LT FY, 232.00 ,,,
9400109,MA BRST TOM DIG SCR RT FY, 232.00 ,,,
9400110,MA BRST TOMO DIG DX BI FY, 309.00 ,,,
9400111,MA BRST TOMO DIG DX LT FY, 232.00 ,,,
9400112,MA BRST TOMO DIG DX RT FY, 232.00 ,,,
9400113,XR DXA VERTE FX ASSESS FY, 821.00 ,,,
9400114,XR FEMUR 2+ VIEWS LT FY  , 622.00 ,,,
9400115,XR FEMUR 2+ VIEWS RT FY  , 622.00 ,,,
9400116,XR HIP W PELVIS 1VW LT FY, 538.00 ,,,
9400117,XR HIP W PELVIS 1VW RT FY, 538.00 ,,,
9400118,XR HIP W PEL 2-3VWS LT FY, 803.00 ,,,
9400119,XR HIP W PEL 2-3VWS RT FY, 803.00 ,,,
9400120,XR HIP W PELV 4+VWS LT FY," 1,003.00 ",,,
9400121,XR HIP W PELV 4+VWS RT FY," 1,003.00 ",,,
9400122,XR HIP W PELV 2VWS BIL FY, 803.00 ,,,
9400123,XR HIP W PEL 3-4VWS BI FY, 803.00 ,,,
9400124,XR SPINE ENTIRE 1 VIEW FY," 1,449.00 ",,,
9400125,XR SPINE ENTIRE 2-3VWS FY," 1,811.00 ",,,
9400126,XR SPINE ENTIRE 4-5VWS FY," 2,263.00 ",,,
9400127,XR SPINE ENTIRE 6+VWS FY ," 2,828.00 ",,,
9400128,MA MAM DX POST CAD RT FY , 774.00 ,,,
9400129,MA MAM DX POST CAD LT FY , 774.00 ,,,
9400130,MA MAMMO SCRN W CAD RT FY, 963.00 ,,,
9400131,MA MAMMO SCRN W CAD LT FY, 963.00 ,,,
9400132,MA MAMMO SCREEN CAD BI FY," 1,326.00 ",,,
9400133,XR ABDOMEN 1 VIEW  FY    , 539.00 ,,,
9400134,XR ABDOMEN 2 VIEWS FY    , 673.00 ,,,
9400135,XR ABDOMEN >=3 VIEWS FY  , 843.00 ,,,
9400136,XR CHEST 1 VIEW FY       , 715.00 ,,,
9400137,XR CHEST 2 VIEWS FY      , 883.00 ,,,
9400138,XR CHEST >= 4 VIEWS FY   ," 1,324.00 ",,,
9400139,XR CHEST >= 4 VIEWS FY   ," 1,324.00 ",,,
9410044,XR FACIAL BONES 3+ VIEWS ," 1,182.00 ",,,
9410069,XR FACIAL BONES <3 VIEWS , 741.00 ,,,
9410085,XR MANDIBLE 4+ VIEWS     ," 1,295.00 ",,,
9410101,XR MANDIBLE <4 VIEWS     , 925.00 ,,,
9410168,XR NASAL BONES 3+ VIEWS  , 667.00 ,,,
9410184,XR NECK SOFT TISSUE      , 648.00 ,,,
9410200,XR ORBITS 4+ VIEWS       ," 1,109.00 ",,,
9410283,XR SINUSES 3+ VIEWS      , 822.00 ,,,
9410309,XR SINUSES <3 VIEWS      , 658.00 ,,,
9410325,XR SKULL 4+ VIEWS        ," 1,058.00 ",,,
9410341,XR SKULL <4 VIEWS        , 833.00 ,,,
9410366,XR TMJ OPEN/CLOSED BIL   ," 1,205.00 ",,,
9410374,XR TMJ OPEN/CLOSED LT    , 741.00 ,,,
9410390,XR TMJ OPEN/CLOSED RT    , 741.00 ,,,
9411406,XR RIBS W/CHEST 4+ VW BIL," 1,198.00 ",,,
9411422,XR RIBS 3 VIEWS BIL      , 949.00 ,,,
9411489,XR STERNOCLAVIC JT(S) 3+ , 909.00 ,,,
9411505,XR STERNUM 2+ VIEWS      , 762.00 ,,,
9411521,XR RIBS W CHEST 3+ VWS LT, 921.00 ,,,
9411539,XR RIBS W CHEST 3+ VWS RT, 921.00 ,,,
9411554,XR RIBS 2 VIEWS LT       , 774.00 ,,,
9411562,XR RIBS 2 VIEWS RT       , 774.00 ,,,
9412008,XR CLAVICLE COMPLETE LT  , 776.00 ,,,
9412016,XR CLAVICLE COMPLETE RT  , 776.00 ,,,
9412024,XR AC JTS W/WO WTS BIL   , 925.00 ,,,
9412032,XR ELBOW 3+ VIEWS LT     , 731.00 ,,,
9412040,XR BONE AGE STUDIES      , 981.00 ,,,
9412057,XR ELBOW 3+ VIEWS RT     , 731.00 ,,,
9412073,XR ELBOW 2 VIEWS LT      , 644.00 ,,,
9412099,XR ELBOW 2 VIEWS RT      , 644.00 ,,,
9412156,XR FOREARM 2 VIEWS LT    , 614.00 ,,,
9412172,XR FOREARM 2 VIEWS RT    , 614.00 ,,,
9412198,XR HAND 3+ VIEWS LT      , 673.00 ,,,
9412206,XR HAND 3+ VIEWS RT      , 673.00 ,,,
9412214,XR HAND 2 VIEWS LT       , 579.00 ,,,
9412230,XR HAND 2 VIEWS RT       , 579.00 ,,,
9412255,XR HUMERUS 2+ VIEWS LT   , 646.00 ,,,
9412271,XR HUMERUS 2+ VIEWS RT   , 646.00 ,,,
9412297,XR SCAPULA COMPLETE LT   , 762.00 ,,,
9412313,XR SCAPULA COMPLETE RT   , 762.00 ,,,
9412354,XR UPP EXTRM INFANT 2+ LT, 666.00 ,,,
9412370,XR UPP EXTRM INFANT 2+ RT, 666.00 ,,,
9412396,XR WRIST 3+ VIEWS LT     , 752.00 ,,,
9412404,XR WRIST 3+ VIEWS RT     , 752.00 ,,,
9412438,XR WRIST 2 VIEWS LT      , 624.00 ,,,
9412446,XR WRIST 2 VIEWS RT      , 624.00 ,,,
9412503,XR SHOULDER 1 VIEW LT    , 682.00 ,,,
9412511,XR SHOULDER 1 VIEW RT    , 682.00 ,,,
9412529,XR SHOULDER 2+ VIEWS LT  , 852.00 ,,,
9412537,XR SHOULDER 2+ VIEWS RT  , 852.00 ,,,
9412883,XR FINGER(S) 2+ VIEWS LT , 552.00 ,,,
9412891,XR FINGER(S) 2+ VIEWS RT , 552.00 ,,,
9413429,MA MAMMO DIAG W CAD RT   , 797.00 ,,,
9413430,MA MAMMO DIAG W CAD LT   , 797.00 ,,,
9413431,MA MAMMO DIAG W CAD BIL  , 947.00 ,,,
9414046,IR DISKOGRAM C/T SPINE   ," 4,212.00 ",,,
9414061,IR DISKOGRM LUMBAR SPINE ," 4,673.00 ",,,
9414079,IR EPIDUROGRAM           ," 2,183.00 ",,,
9415027,XR BONE SURVEY COMPLETE  ," 2,404.00 ",,,
9415043,XR CERVICAL SPINE 1 VIEW , 462.00 ,,,
9415068,XR CERVICAL SPINE >=6 VW ," 1,255.00 ",,,
9415084,XR CERVICAL SPINE 2-3 VW , 743.00 ,,,
9415100,XR CERVICAL SPINE 4-5 VW ," 1,003.00 ",,,
9415142,XR LUMBAR SPINE 4+ VIEWS ," 1,162.00 ",,,
9415167,XR L SPINE CMP W BND 6+VW," 1,477.00 ",,,
9415183,XR LUMBAR SPINE 1 VIEW   , 462.00 ,,,
9415209,XR LUMBAR SPINE 2 OR 3 VW, 829.00 ,,,
9415225,XR L SPINE BEND ONLY 2-3V, 954.00 ,,,
