Procedure Code,Procedure Description,Price
721136886,SCREW ST IMF 2.0X8MM,"$1,727.47 "
721136887,SCREW ST IMF 2.0X12MM,"$1,727.47 "
721136909,SCREW TIMESH CERV PEDCL 2.6X7,"$1,039.77 "
721136910,SCREW TIMESH CERV PEDCL 2.6X5,"$1,039.77 "
721136941,SCREW LOKG ST T8 2.7X26MM SS,"$1,478.78 "
721136958,MATRIX EXTRM GRFTJACKT MAX 4X7,"$20,995.00 "
721136992,FEMUR CR CEM TRATH #6 RT,"$14,400.00 "
721136995,ADAPTER FEM PFC SIG 5D,"$13,287.60 "
721136996,BOLT ADPT FEM SIG +2/-2,"$2,744.62 "
721137077,KIT ACC PENILE PROS 800 SER,"$11,397.65 "
721137080,GUIDEWIRE THRD UCSS 873-004,"$1,028.21 "
721137082,PLATE CNDLR LCP 12H LF CRV,"$13,830.40 "
721137102,SCREW XTND N-LCK DLTA 4.5X18,"$1,763.35 "
721137106,STEM EXT CEM TRATH 12X100MM,"$10,158.78 "
721137107,TRAY TIB CEM TS TRATH #5,"$10,752.50 "
721137108,INSERT TIB PS TRATH X3 #5 9MM,"$8,415.00 "
721137134,SCREW PIN DISTRACT 12MM BLU TI,$291.86 
721137145,PLATE VOLAR DVR LCP 8X3H SS RT,"$8,070.92 "
721137146,PLATE VOLAR DVR LCP 8X3H SS LF,"$8,070.92 "
721137178,PLATE L ADVMT 100D 6H 8MM LT,"$2,703.34 "
721137187,SCREW GAMMA3 LAG 10.5X80MM TI,"$6,940.99 "
721137190,CEMENT BNE PALACOS R+G 1X40,"$2,792.25 "
721137201,PIN PERCUT SPNL 100MM STRL,"$3,098.85 "
721137202,PIN PERCUT SPNL 150MM STRL,"$3,098.85 "
721137207,FEMUR PS CEM TRATH #6 RT,"$14,400.00 "
721137208,SLING MALE ADV SYS,"$28,265.60 "
721137211,INSERT TIB PS TRATH X3 #4 9MM,"$8,415.00 "
721137226,STAPLER REG ETS FLEX 45X340MM,"$2,410.97 "
721137270,BIT DRILL TWST 2.6X122MM AO,"$1,582.51 "
721137294,SCREW CONCL FT ST 3.5X80MM,"$2,551.35 "
721137312,HEAD FEM DLTA 12/14 32MM +5,"$7,480.00 "
721137322,GLENOID PEG BGFW 46X52MM,"$8,415.00 "
721137345,EPIPHYSIS HUMERAL MOD SZ1 HA,"$20,000.00 "
721137370,TIB COMP TRIATHLON SZ3 1MM,"$11,687.50 "
721137372,FEMUR TRATH #4 1MM LF,"$14,400.00 "
721137373,FEMUR TRATH #4 2MM RT,"$14,400.00 "
721137413,BIT DRILL PERCUT 3.2X300MM QC,"$2,344.64 "
721137414,BIT DRILL PERCUT 4.3X300MM QC,"$2,344.64 "
721137419,TIP DRVR QR CANN 2MM,"$2,376.15 "
721137432,HEAD FEM BIOLOX 36MM+3.5 CRMC,"$8,415.00 "
721137435,PLATE ACP ATLNTS 55.0MM,"$11,724.90 "
721137445,INSERT TIB PS TRATH X3 #4 13MM,"$8,415.00 "
721138554,BASEPLATE HUM VRSADL 28MM,"$10,752.50 "
721138562,BONE SPACER LRD TRIAD 9X11X14,"$9,976.45 "
721138623,CATH CSF BACTISEAL CODMAN CLR,"$8,846.97 "
721138627,CLIP ANEUR TEMP 9 STR 7MM,"$3,942.00 "
721138628,CLIP ANEUR 10.5 STR 10MM,"$3,942.00 "
721138646,GUIDE DRILL THRD 2MM DEPTH GA,"$5,921.76 "
721138652,BIT DRILL CMPHSV RVRS 2.7MM,"$1,641.74 "
721138653,BIT DRILL CMPHSV RVRS 3.2MM,"$1,289.07 "
721138654,BIT DRILL NCB 3.3X195MM QC,"$1,610.85 "
721138683,FEMUR PS OX GNS2 #6 RT,"$20,800.00 "
721138686,FEMUR PS CEM TRATH #8 LF,"$14,400.00 "
721138688,FEMUR PS OX GNS2 #7 LF,"$20,800.00 "
721138738,HEAD HUM BGFW OFS 17X46MM,"$9,350.00 "
721138927,INSERT TIB PS TRATH X3 #2 9MM,"$8,415.00 "
721138938,INSERT TIB PS TRATH X3 #8 9MM,"$8,415.00 "
721138948,INSERT TIB PS TRATH X3 #3 11MM,"$8,415.00 "
721139340,LASSO SUT 45D RT CRV,"$1,702.54 "
721139362,INSERT HUM ARCOM 44-36MM+0,"$7,117.50 "
721139413,PATELLA ASYM TRATH X3 38X11MM,"$4,380.00 "
721139430,PIN GUID GLNSP 1.2X150MM,$338.08 
721139431,PIN HOLDING B/F SHT-HEAD 17MM,$234.10 
721139433,PIN STEINMANN 3.2MMX9IN,"$1,313.39 "
721139456,PLATE CLAV SUP 3.5X120 RT,"$9,177.96 "
721139457,PLATE FIB COMPOSITE 7H LOKG,"$3,832.50 "
721139473,PLATE META LP 5.0MM RF,"$7,433.25 "
721139479,PLATE RECON 6H 3.5X78X88MM,"$4,739.16 "
721139496,PLATE ULNA OSTETMY CMPSNN,"$8,103.00 "
721139504,PORT POWER ISP MRI 6F CHRNOFLX,"$3,175.50 "
721139514,FINGER JNT PIP #30 SIL,"$11,796.99 "
721139519,ANCHOR SUT PUSHLOCK 3.5X14STER,"$3,942.00 "
721139523,REAMER CANN LP 10MM,"$2,371.40 "
721139524,REAMER LP 7MM,"$2,371.40 "
721139525,REAMER LP 8MM,"$2,371.40 "
721139548,ROD CNTRD DENALI 5.5X40MM,"$2,049.13 "
721139571,SCREW VERTEX CANC M/A 4.0X22MM,"$7,638.95 "
721139600,SCREW BIOC INTERF 9X28 FT,"$2,573.25 "
721139601,SCREW BIOC INTERF 10X28 FT,"$2,573.25 "
721139650,SCREW TORX CORT LOKG 3.5X18MM,"$2,201.14 "
721139663,SCREW NCB CORT ST 4.0X30MM,"$1,765.78 "
721139665,SCREW CORT ST T6 2.0X12MM SS,$442.66 
721139676,SCREW HEX3 CORT 3.2X14MM,$899.91 
721139677,SCREW HEX3 CORT 3.2X12MM,$899.91 
721139679,SCREW NCB CORT ST 5.0X32MM SS,"$2,370.46 "
721139687,SCREW CONG NON-TGLG 2.3X24MM,"$1,313.39 "
721139695,SCREW CORT LP FT 2.3X12MM TI,"$1,155.30 "
721139696,SCREW LOKG ST T6 2.0X10MM SS,"$1,430.13 "
721139701,SCREW LOKG ST T8 2.7X44MM SS,"$1,478.78 "
721139702,SCREW LOKG ST T8 2.7X48MM SS,"$1,478.78 "
721139720,SCREW MXLOCK LOKG 3.5X42.5MM,"$2,496.60 "
721139785,PEG SCRW SMTH VOLAR 2.5X12MM,"$1,422.84 "
721139856,SCREW VERTEX CANC M/A 3.5X12MM,"$7,638.95 "
721139859,SCREW VERTEX CANC M/A 3.5X24MM,"$7,638.95 "
721139865,SHELL ACET PINN GRIP 48MM,"$8,882.50 "
721139880,SHELL ACET PINN GRIP 62MM,"$8,882.50 "
721139881,SHELL ACET TRI PRIM C/H 50MM,"$9,817.50 "
721139920,GLENOSPHERE RVRS VRSADL 36MM+0,"$9,350.00 "
721139942,STEM FEM CLLR LAT CORAIL #16,"$16,800.00 "
721139945,STEM HUM PC GLOBAL 12MM,"$21,280.00 "
721139955,STEM FEM CLLR STD CORAIL #11,"$16,800.00 "
721139956,STEM W/COLLAR SZ16 CORAIL AMT,"$16,800.00 "
721139957,STEM FEM CLLR STD CORAIL #14,"$16,800.00 "
721139958,STEM FEM CLLR STD CORAIL #13,"$16,800.00 "
721139959,STEM FEM CLLR STD CORAIL #12,"$16,800.00 "
721139962,STEM HUM TM 48D 14X130MM,"$22,000.00 "
721139963,STEM HUM TM 48D 11X130MM,"$22,000.00 "
721139965,STEM HUM MINI CMPHSV W/H 10MM,"$21,450.00 "
721139968,STEM HUM RVRS TM 8X130MM,"$28,600.00 "
721139972,HEAD HUM BGFW OFS 19X52MM,"$9,350.00 "
721139975,STEM HUM TM 48D 15X130MM,"$22,000.00 "
721139976,STEM FEM FLUT UNIV 12X75MM,"$12,349.01 "
721139995,ASSEMBLY GLOBAL AP TPR 135D,"$2,310.45 "
721140006,TRAY TIB TRATH #4 RM/LL,"$11,687.50 "
721140015,PLATE ACP ATLNTS 52.5MM,"$11,724.90 "
721140037,K-WIRE 1.9MM,$267.54 
721140095,SCREW +DRIVE ST CORT 2.0X12MM,"$1,808.10 "
721140104,BIT DRILL QC 2.0MM,"$1,520.13 "
721140185,BREAST SIL NATRELLE 410FX 615G,"$10,238.25 "
721140211,FORCEP PKS SEAL OPEN CRV 25CM,"$2,379.91 "
721140213,STAPLER PROTACK HERN 5MM,"$4,161.00 "
721140227,SCREW CORT NLOKG LP 3.5X16 NS,$960.72 
721140232,TRAY TIB CEM TRATH #4,"$8,882.50 "
721140233,ANCHOR SUT G2 QA+ W/#2 OCRD,"$6,132.00 "
721140245,FEMUR PS CEM TRATH #5 LF,"$14,400.00 "
721140265,BIT DRILL AO PILOT SHT 4.0MM,"$3,328.80 "
721140313,TRAY TIB CEM TRATH #3,"$8,882.50 "
721140314,FEMUR PS CEM TRATH #4 RT,"$14,400.00 "
721140315,WAND ABLAT SUP TUR 90D,"$5,365.50 "
721140323,BREAST SIL NATRELLE 410FX 495G,"$10,238.25 "
721140347,KIT BIO-TENODESIS JNT REP SM,"$2,371.40 "
721140358,FEMUR PS CEM TRATH #3 RT,"$14,400.00 "
721140362,HEAD FEM DLTA 12/14 32MM +1,"$7,480.00 "
721140364,BREAST GEL SMTH HP RND 650CC,"$7,012.50 "
721140371,PEG LOKG FT DVR 2.5X20MM,$990.03 
721140372,PEG LOKG FT DVR 2.5X18MM,$990.03 
721140397,SCREW CANN 6.5X45MM 16THRD SS,"$2,925.84 "
721140398,SCREW CANN 6.5X50MM 16THRD SS,"$2,925.84 "
721140401,HEAD FEM V40 BILX 36MM+2.5,"$7,947.50 "
721140403,SCREW LOKG ST T8 2.7X12MM SS,"$1,478.78 "
721140404,SCREW LOKG ST T8 2.7X16MM SS,"$1,478.78 "
721140405,SCREW LOKG ST T8 2.7X18MM SS,"$1,478.78 "
721140423,PLATE CLAV SUP 123MM RT W/EXT,"$8,946.08 "
721140424,PLATE CLAV SUP 3.5X110 LF,"$8,946.08 "
721140427,HEAD HUM GLOBAL STD 48X18MM,"$11,781.00 "
721140435,SCREW LEGACY SET BOF M8 5.5MM,$547.25 
721140448,RETRACTOR IRIS FLEX GRSHBR 6MM,"$1,064.82 "
721140451,BIT DRILL PERCUT 2.8X200MM QC,"$2,169.52 "
721140471,PEG LOKG FT DVR 2.5X10MM,$990.03 
721140487,GUIDE NRV NEURAGEN 7MMX3CM,"$20,744.00 "
721140527,COUPLER VSSL MICVAS 2.0MM,"$3,275.91 "
721140531,COUPLER VSSL MICVAS 3.0MM,"$3,275.91 "
721140532,COUPLER VSSL MICVAS 2.5MM,"$3,275.91 "
721140546,SHELL ACET PINN GRIP 54MM 10D,"$8,882.50 "
721140549,PORT POWER ISP MRI 8F CHRNOFLX,"$3,175.50 "
721140550,SHELL ACET PINN GRIP 56MM,"$8,882.50 "
721140559,HEAD FEM DLTA 12/14 40MM+5,"$7,480.00 "
721140560,LINER ACET ALTRX+4 0D 40X58MM,"$7,480.00 "
721140565,INSERT TIB PS TRATH X3 #5 13MM,"$8,415.00 "
721140575,RELOAD CUTR CNTOUR 3.5MM BLU,"$2,771.55 "
721140590,INSERT TIB PS TRATH X3 #3 13MM,"$8,415.00 "
721140610,CEMENT BNE SIMPLEX FULL 10PK,$887.75 
721140621,SHELL ACET TRI PRIM C/H 56MM,"$9,817.50 "
721140628,HEAD FEM V40 LFRIC 28MM-4 COCR,"$4,380.00 "
721140702,STEM FEM FLUT UNIV 14X75MM,"$12,349.01 "
721140727,FEMUR PS CEM TRATH #8 RT,"$14,400.00 "
721140742,STEM HUM PC GLOBAL 14MM,"$21,280.00 "
721140757,HEAD FEM V40 BIOLOX 32MM+4,"$7,947.50 "
721140774,SCREW CANN 6.5X100MM 32THRD SS,"$2,925.84 "
721140776,TRAY TIB CEM TRATH #6,"$8,882.50 "
721140781,RELOAD CUTR CNTOUR 4.8MM GRN,"$2,771.55 "
721140802,BONE PUTTY DBM PROGENIX+ 5CC,"$8,073.98 "
721140816,SCREW LOKG ST T8 2.7X40MM SS,"$1,478.78 "
721140825,FEMUR PS OX GNS2 #4 RT,"$20,800.00 "
721140834,HEAD MODULAR CATHCART 45MM,"$3,285.00 "
721140838,SHELL ACET PINN GRIP 50MM,"$8,882.50 "
721140869,SET INSTRU OSTEOCHON FLAP REPR,"$5,694.00 "
721140909,SCREW SNOWCAP3 VA SD 4X14MM,"$1,641.74 "
721140920,PLATE LOKG 1.5MM TI LP STR,"$6,405.75 "
721140921,SCREW CORT LOKG 1.5X11MM TI,"$1,276.91 "
721140922,SCREW CORT LOKG 1.5X9MM TI,"$1,276.91 "
721140925,WAND ABLAT SUP 50D 1.75MM,"$2,420.04 "
721140932,SCREW NCB CORT ST 4.0X60MM,"$1,765.78 "
721140939,ANCHOR SUT PUSHLOCK 4.5X24.5MM,"$3,942.00 "
721140956,BONE SPACER LRD TRIAD 5X11X14,"$9,976.45 "
721140962,SCREW NCB CORT ST 5.0X65MM SS,"$2,370.46 "
721140977,PATELLA STD NXGN POLY #32,"$3,285.00 "
721140996,STEM FEM DUFX 12/14 STD #5,"$16,800.00 "
721141000,SCREW LOKG ST T8 2.7X32MM SS,"$1,478.78 "
721141003,ANCHOR SUT PUSHLOCK 3.5X19.5MM,"$4,380.00 "
721141010,BIT DRILL TWST CANN 3.5MM AO,"$3,583.17 "
721141022,CATH BAL INSPIRA AIR SYS 14MM,"$7,610.25 "
721141035,SCREW XTND LOKG DLTA 4.5X30MM,"$2,310.59 "
721141036,SCREW XTND LOKG DLTA 4.5X36MM,"$2,310.59 "
721141042,CUTTER MORCLTR 15MM STRL,"$5,371.63 "
721141046,BIT DRILL MINI STD ACUTRAK 2,"$3,131.70 "
721141059,LINER ACET ALTRX+4 0D 36X58MM,"$7,480.00 "
721141061,PATELLA ASYM TRATH X3 40X11MM,"$4,380.00 "
721141065,K-WIRE DARTFIRE 0.9X150MM,$328.35 
721141066,BIT DRILL CANN 2.0MM DARTFIRE,"$2,222.85 "
721141067,FEMUR PS OX GNS2 #4 LF,"$20,800.00 "
721141069,HEAD MODULAR CATHCART 44MM,"$3,285.00 "
721141075,LINER ACET ALTRX+4 10D 32X50MM,"$7,480.00 "
721141093,SPACER HEAD 12/14 MOD -3MM,"$1,702.54 "
721141129,CABLE DALL-MLS VIT 2.0X750 MM,"$2,830.58 "
721141145,STAPLER PROX LNAR 75MM BLU,"$1,593.33 "
721141148,SLING URTHL SOLYX SIS MESH,"$14,760.00 "
721141150,STAPLER PROX 55MM LKOUT BLU,"$1,067.74 "
721141151,STAPLER STEALTH ILS CRV 29MM,"$3,271.75 "
721141152,FEMUR CR CEM TRATH #4 RT,"$14,400.00 "
721141184,KNEE TRATH TS FEM #6 LF,"$26,147.00 "
721141185,AUGMENT FEM POST TRATH #6 5MM,"$10,037.23 "
721141197,MESH V-PATCH C-QUR SM 4.3CM,"$3,848.93 "
721141206,PIN GUID GLNSP 1.5X300MM,$662.17 
721141207,BASEPLATE HUM STD DLTA XTND,"$12,240.00 "
721141208,SCREW XTND LOKG DLTA 4.5X24MM,"$2,310.59 "
721141209,GLENOSPHERE DLTA XTND 38MM,"$13,557.50 "
721141210,STEM HUMERAL DELTA XTND 10 SZ1,"$21,352.50 "
721141213,STEM HUM DLTA XTND 12MM,"$12,155.00 "
721141214,STEM HUM ECC DLTA XTND #1 RT,"$20,000.00 "
721141223,STEM HUM TM 48D 10X130MM,"$22,000.00 "
721141224,GLENOID PEG BGFW 52MM,"$8,415.00 "
721141226,BIT DRILL W/STOP SHLDR,"$1,404.60 "
721141229,PLATE DSTL LCP VA 6X3H 54MM RT,"$9,312.60 "
721141230,SCREW VOLAR DSTL VA 2.4X16 SS,"$1,644.17 "
721141231,SCREW VOLAR DSTL VA 2.4X18 SS,"$1,644.17 "
721141232,SCREW VOLAR DSTL VA 2.4X20 SS,"$1,644.17 "
721141237,SCREW LOKG ST T8 2.7X28MM SS,"$1,478.78 "
721141271,ENDOSTITCH POLYESTER ES-9 10MM,"$3,755.41 "
721141295,FILTER GRFT RIA STRL,"$3,460.20 "
721141296,CLIP LOKG F/RMR IRR,$851.27 
721141301,HEAD REAMER RIA 13.5MM,"$3,828.12 "
721141312,MESH ULTRAPRO 10X12IN OVAL,"$2,978.84 "
721141317,CATH BACTISEAL EVD1.9MM ID,"$6,729.32 "
721141338,HEAD FEM C-TPR LFRIC 36MM+2.5,"$4,380.00 "
721141345,APPLICATOR TIP XTND 8CM,"$2,196.28 "
721141363,PROBE SPNL BALL TIP 2.3MM NIM,"$1,802.26 "
721141367,SCREW NCB CORT ST 5.0X30MM SS,"$2,370.46 "
721141368,SCREW NCB CORT 5.0X38MM ST,"$2,370.46 "
721141379,INSERTER TIP ARTIC SURF UNI,"$1,072.11 "
721141380,MOLD CEM FEM 65MM STAGE 1,"$16,176.00 "
721141381,MOLD CEM TIB 65MM STAGE 1,"$8,966.65 "
721141416,ADAPTER HUM HEAD TPR STD,"$1,216.10 "
721141436,K-WIRE 0.8X70MM,$95.83 
721141437,STEM FEM FLUT UNIV 16X75MM,"$12,349.01 "
721141453,CEMENT BNE KYPHX HV-R 20G,"$1,165.15 "
721141463,RETRACTOR ENDO 3FNGR 10MMX31CM,"$2,202.37 "
721141485,HEAD RMR RIA 12.5MM STRL,"$3,828.12 "
721141493,ANCHOR SUT CRKSCR 5.5 W/#3 FW,"$3,285.00 "
721141529,INSERT TIB PS TRATH X3 #7 9MM,"$8,415.00 "
721141531,BONE PUTTY DBM PROGENIX+ 2.5CC,"$4,326.35 "
721141608,STAPLER PURSTRING 65MM SS DISP,"$1,958.53 "
721141629,STEM EXT CEM TRATH 15X50MM,"$10,158.78 "
721141635,FEMUR PS CEM TRATH #2 LF,"$14,400.00 "
721141651,TRAY TIB CEM TS TRATH #7,"$10,752.50 "
721141653,INSERT TIB PS TRATH X3 #7 11MM,"$8,415.00 "
721141685,SLEEVE TRAY POR MBT 45MM,"$19,738.80 "
721141695,STEM FEM DUFX 12/14 STD #3,"$16,800.00 "
721141697,STAPLER PROX HEMOR PPH03,"$4,352.95 "
721141712,K-WIRE NCB 2.0MM,$608.05 
721141722,SHELL ACET PINN GRIP 58MM,"$8,882.50 "
721141726,PLATE DHS 130D 3H SHT 62MM,"$5,842.92 "
721141740,SCREW XDRV MIC 1.5X7MM DF,$758.85 
721141742,KIT PLT CONC GPS3 1003A,"$9,630.50 "
721141754,SCREW HEX SS DRVR F/2MM,$869.51 
721141798,FEMUR PS OX GNS2 #6 LF,"$20,800.00 "
721141805,BIT DRILL ZYPHR 14MMX11MM STOP,"$2,202.37 "
721141823,BIT DRILL LP 1.7MM,$960.72 
721141844,HEAD FEM DLTA 12/14 36MM+12,"$7,480.00 "
721141860,K-WIRE DARTFIRE 1.1X150MM,$328.35 
721141867,INSERT HUM DLTA XTND 38+6MM,"$8,274.75 "
721141872,HEAD MODULAR CATHCART 47MM,"$3,285.00 "
721141888,STEM FEM CLLR STD CORAIL #8,"$16,800.00 "
721141896,SCREW SCHANZ SD 5.0X250MM SS,"$2,296.00 "
721141901,STEM FEM SUMT HO CEM 12/14 #4,"$12,000.00 "
721141906,HEAD FEM BIOLOX 32MM-3.5 CRMC,"$8,415.00 "
721141926,FEMUR FB OX JRN #5 LM/RL,"$14,672.00 "
721141938,HEAD ELB RADL TR ANGD 24MM LF,"$21,593.00 "
721141956,NEEDLE SPNL JMSHD 11G 15CM,"$1,606.22 "
721141967,SHELL ACET TRI PRIM C/H 58MM,"$9,817.50 "
721142013,FEMUR PS OX GNS2 #7 RT,"$20,800.00 "
721142043,SCREW SCHANZ SPADE 6.0X190MM,"$1,235.56 "
721142057,INSERT TIB CR TRATH X3 #6 11MM,"$8,415.00 "
721142061,STEM FEM CLLR STD CORAIL #15,"$16,800.00 "
721142071,LINER ACET LGVTY 0D 56X36MM,"$7,480.00 "
721142114,HEAD FEM DLTA 12/14 36MM+8.5,"$7,480.00 "
721142157,PLATE LC-DCP 4H 2.4X35MM SS,"$3,293.76 "
721142160,SCREW CORT ST HEX 3.5X48MM SS,$279.70 
721142162,INSERT TIB COMP TRATH SZ4 9MM,"$8,415.00 "
721142163,STEM FEM CONCL MOD REST 25MM+0,"$25,379.25 "
721142168,SOAKER EXPAN SILV DBL 10IN KIT,"$1,763.35 "
721142180,BIT DRILL 4.7MM,"$3,197.40 "
721142200,SCREW MAXDRV MINI 2.0X11MM TI,$671.29 
721142202,STEM HUM MINI CMPHSV W/H 11MM,"$21,450.00 "
721142216,CENTRALIZER DSTL SUMT 9.25MM,$486.44 
721142224,STEM FEM SUMT STD CEM 12/14 #3,"$12,000.00 "
721142248,SCREW TORX CORT LOKG 3.5X20MM,"$2,201.14 "
721142252,SCREW CORT NLOKG LP 3.5X24 NS,$960.72 
721142258,FEMUR PS OX GNS2 #5 RT,"$20,800.00 "
721142265,INSERT TIB ANKLE SLIDING 8MM,"$13,090.00 "
721142291,STAPLER STEALTH ILS CRV 25MM,"$3,271.75 "
721142296,PLATE LCP LAT 9H 151MM SS RT,"$7,428.48 "
721142330,INSERT TIB CR TRATH X3 #6 9MM,"$8,415.00 "
721142346,PLATE LCP LAT 5H 99MM SS LF,"$7,113.12 "
721142377,FEMUR PS NP LEGN #5 LF,"$12,000.00 "
721142399,TIBIAL STAR 33.5X45MM COCR,"$26,000.00 "
721142400,INSERT TIB ANKLE SLIDING 7MM,"$13,090.00 "
721142408,PLATE CLAV NP STR RT 8H,"$11,229.35 "
721142413,PIN FIX TEMP 1.1MM,"$1,082.33 "
721142421,BIT DRILL CANN 2.2MM DARTFIRE,"$2,222.85 "
721142433,SHELL ACET CNTUM C/H 52MM #II,"$12,622.50 "
721142459,INSERT TIB CCK NXGN #EF 5-6/14,"$17,239.20 "
721142460,TRACH TU CUF XLT PROX 6MM,$753.98 
721142467,TIBIAL STAR 33.0X40MM COCR,"$26,000.00 "
721142468,INSERT TIB ANKLE SLIDING 9MM,"$13,090.00 "
721142470,INSERT TIB ANKLE SLIDING 6MM,"$13,090.00 "
721142475,FEMUR PS NP LEGN #5 RT,"$12,000.00 "
721142483,HEAD FEM BIPOLAR SLF-CEN 28X40,"$3,832.50 "
721142493,SCREW CORT 3.5X32MM LP NS,$960.72 
721142494,SCREW CORT NLOKG LP 3.5X26 NS,$960.72 
721142495,PIN THRD SIG HP STRL,"$1,520.13 "
721142503,FEMORAL IMP OXINIUM SZ8 RT,"$20,800.00 "
721142504,FEMUR PS OX GNS2 #5 LF,"$20,800.00 "
721142516,INSERT TIB PS TRATH X3 #6 11MM,"$8,415.00 "
721142520,GLENOSPHERE RVRS TM 36MM,"$10,285.00 "
721142524,PLATE CLAV LP LG RT 6H,"$11,229.35 "
721142541,STENT URET RESON 6F 26CM,"$8,325.24 "
721142572,PATELLA ASYM TRATH X3 32X10MM,"$4,380.00 "
721142632,HEAD FEM DLTA 12/14 32MM +9,"$7,480.00 "
721142640,SCREW VERTEX CANC M/A 4.0X30MM,"$7,638.95 "
721142643,SCREW VERTEX CANC M/A 4.0X24MM,"$7,638.95 "
721142673,SCREW HEX3 CORT 3.2X18MM,$899.91 
721142675,K-WIRE 1.6MMX065,$170.25 
721142676,K-WIRE OLCRN 1.6/100MM,$170.25 
721142677,BLADE SAW OSC OSTY .4MM,$924.24 
721142697,MATRIX DBM OSTEOCEL+ 1CC,"$5,037.00 "
721142704,SCREW MALIBU POLY 6.5X35MM,"$7,807.25 "
721142705,SCREW MALIBU POLY 6.5X45MM,"$7,807.25 "
721142708,CAP LOKG MALIBU,$608.05 
721142712,WAND COBLATION T&A PROCISE XP,"$2,978.40 "
721142731,FEMUR PS NP LEGN #8 RT,"$12,000.00 "
721142748,SHELL ACET TRI PRIM C/H 54MM,"$9,817.50 "
721142770,SCREW CMPSN HDLESS LNG 4.5X56,"$3,775.56 "
721142773,BIT DRILL CANN 3.2MM,"$4,572.72 "
721142783,BREAST SIL NATRELLE 410MX 445G,"$10,238.25 "
721142796,SCREW CORT ST 3.5X70MM SS,$390.85 
721142811,STAPLER STEALTH ILS CRV 33MM,"$3,271.75 "
721142837,STEM HUM MINI CMPHSV W/H 9MM,"$21,450.00 "
721142849,PLATE CLAV LP LG LF 6H,"$11,229.35 "
721142861,SCREW ARMADA LOKG 6.25MM TI,$530.83 
721142880,SCREW CORT LOKG 1.5X12MM TI,"$1,276.91 "
721142895,SCREW CORT NLOKG 1.5X12MM,"$1,276.91 "
721142933,CLIP ANEUR TEMP MINI 7STR 6MM,"$3,942.00 "
721142934,CLIP ANEUR MINI 7.0 STR SLIM,"$3,942.00 "
721142947,PLATE CLAV NP LG LF 8H,"$11,229.35 "
721142950,SPACER HEAD 12/14 MOD +0MM,"$1,702.54 "
721142951,HEAD MODULAR CATHCART 43MM,"$3,285.00 "
721142981,SCREW CORT NLOKG LP 3.5X18 NS,$960.72 
721143005,HEAD HUM UNIVERS-II 52X20MM,"$14,000.00 "
721143071,CLIP ANEUR TEMP 11.5 BAY 7MM,"$3,942.00 "
721143078,RETRACTOR SCROTAL DP SKW,"$4,380.00 "
721143113,PLATE LCP LAT 6H 112MM SS LF,"$7,227.00 "
721143132,HEAD HUM EQINX SHT 44MM,"$8,181.25 "
721143133,KIT SCREW EQINX TORQ,"$2,190.00 "
721143134,PLATE EQUINOX REPLICATOR 1.5MM,"$4,380.00 "
721143146,PLATE CLAV NP LG RT 8H,"$11,229.35 "
721143149,ELECTRODE PLASMA J-HK 33CM,"$3,364.83 "
721143153,SCREW CORT NLOKG LP 3.0X14MM,"$1,337.71 "
721143154,SCREW CORT NLOKG LP 3.0X18MM,"$1,337.71 "
721143155,PLATE MTP CONTRD LP SHT RT,"$7,480.00 "
721143160,STEM EXT CEM TRATH 12X50MM,"$10,158.78 "
721143168,PIN THRD HDD LCS SIG,"$1,520.13 "
721143176,ROD MALIBU PRECONTOUR 5.5X40MM,"$2,190.00 "
721143182,BIT DRILL INBNE 6MM,"$2,748.45 "
721143183,BIT DRILL ANTI-ROT NOTCH #3,"$1,617.41 "
721143184,STEM TIB TOP 14MM RT & LT,"$6,121.05 "
721143186,TRAY TIB SZ3 STD LT,"$12,624.00 "
721143192,HEAD HUM UNIVERS-II 50X19MM,"$14,000.00 "
721143194,BONE PUTTY DBM PROGENIX+ 10CC,"$10,233.86 "
721143206,TRAY TIB STEM 14MM RT&LT,"$6,121.05 "
721143207,TRAY TIB STEM 16MM RT&LT,"$6,668.55 "
721143208,STEM TALAR INBONE 10MM LNG,"$10,733.80 "
721143213,HEAD MODULAR CATHCART 49MM,"$3,285.00 "
721143243,CATH BAL INSPIRA AIR SYS 10MM,"$7,610.25 "
721143263,BIT DRILL QC 4.3X280MM,"$4,257.36 "
721143266,INSERT TIB RP TC3 #3 10.0,"$18,918.00 "
721143276,BASEPLATE GLEN HYBRID MD 4MM,"$8,415.00 "
721143278,HEAD HUM VERSADIAL 50X21X57MM,"$8,415.00 "
721143284,FEMUR PS NP LEGN #6 LF,"$12,000.00 "
721143295,DRILL STOP GLENOID,"$1,975.55 "
721143298,SLEEVE TRAY POR MBT 37MM,"$19,738.80 "
721143300,HEAD MODULAR CATHCART 51MM,"$3,285.00 "
721143301,HEAD MODULAR CATHCART 53MM,"$3,285.00 "
721143321,LEAD PERCUT LAMITRD 60CM 3228,"$25,393.50 "
721143327,HEAD FEM V40 LFRIC 40MM+0 COCR,"$4,380.00 "
721143333,BUTTON IMP BICEP REP DSTL STRL,"$7,947.50 "
721143335,SHELL ACET CNTUM C/H 56MM #KK,"$12,622.50 "
721143337,PLUG CNTUM H DOME,$615.35 
721143338,PLUG CNTUM H SCRW 3PK,"$1,170.50 "
721143343,PLATE ELBOW LAT 20H RT LOKG,"$12,192.40 "
721143350,BIT DRILL MINI LNG ACUTRAK 2,"$3,471.15 "
