BarCdmID,Name,BillDescription,Amount,Category,CPT Modifier Code 1,CPT Modifier Code 2,CPT Multiplier,EffectiveDate,Expression 1,Expression 2,Expression 3,Expression 4,Expression 5,Expression 6,HCPCS Modifier Code 1,HCPCS Modifier Code 2,HCPCS Multiplier,MC Indicator,NDC,OD 1,OD 2,OD 3,OD 4,OD 5,OD 6,OD Value 1,OD Value 2,OD Value 3,OD Value 4,OD Value 5,OD Value 6,Override Expression 1,Override Expression 2,Override Expression 3,Override Expression 4,Override Expression 5,Override Expression 6,Professional GL Override
64138666,TIP YANK WAVEGUIDE,,1342.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64135712,Impl HammerTube Sys 2.75x14mm,,5051.00,027x,,,,11/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139122,Kit Cranial Access   INS-HITH,,1952.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64140162,Stimulator Neuro   37703,,27625.00,027x,,,,10/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136293,Charger Patient     Sc-6400-02,,10175.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64135513,Matristem Wnd Matrix Pls 10x15,,12844.00,027x,,,,07/02/2018,,,,,,,,,150.00,N,,,,,,,,,,,,,,,,,,,,
64101682,BOLT EXTRACTION 4.5MM,,631.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138437,Proxiderm Expander Tissue D460,Expander Tissue           D460,613.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139045,Ext Fixn Implants Grp 2,,571.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64135527,SLIC Screw Prep Pack,,3818.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64102818,Graft Vascular Grp 5 G,Graft Vascular,4909.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138787,CAGE LUMBAR 10X36 1124.1211,,21216.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139054,Ext Fixn Implants Grp 11,,6120.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134968,"Sound Processor, BAHA BP110",,10144.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134828,Sealant Progel 4Ml     Pgps002,,3904.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64135587,Chisel Bone Fenes P99-150-0035,,1381.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138885,STENT BILIARY GRP 4,,10200.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139510,"Pacemaker, Gen, Dual Grp1",,14798.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136608,Lead NS Surgcl 70CM SC-8120-70,,9020.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134738,Tissue Flexhd 12Cmx24Cm 472224,,29393.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134942,KIT DUAL PROCESSOR      DUALN6,,42598.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134727,Permacol 20X30Cm        152030,Collagen Implant,31343.00,027x,,,,07/02/2018,,,,,,,,,600.00,N,,,,,,,,,,,,,,,,,,,,
64101251,Screw Group 7,,4878.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64135706,Composite Layer Helx ABS-4050,,285.00,027x,,,,09/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134897,ClarixAdhBar4.0X3.0 Cr10-4030,,10445.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134784,Endograb Insert         Eg000A,,780.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138902,Kit Vertebroplasty,,5437.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64135580,External Fixator Cmpnts Grp 6,,7752.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64132152,Valve Strata Ii Regular 42866,,14064.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64101675,Spacer Anterior Stt36110-12Lt,Spacer Spinal,21879.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138676,Kit Platelet,Kit Platelet,855.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64100684,Sealant Duraseal        202050,,3540.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139335,Burr Grp 2,,711.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64135600,"Patch,Amniotic 3x4",,8938.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139146,Endobutton   72202799,,1851.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134839,Alloderm Rtu 16X20      152032,,34837.00,027x,,,,07/02/2018,,,,,,,,,320.00,N,,,,,,,,,,,,,,,,,,,,
64139800,Staple Bone Grp 4,,5846.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136558,Kit Pleural Cath       50-7000,,2462.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139488,External Fixator Cmpnts Grp 3,,3131.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134553,Cavity Evaluation Device  9030,,896.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134926,REVOLVE FAT GRAFT KIT   RV0004,,2576.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64135523,Amniotic Inject Allogen .25ML,,6253.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64101678,Spacer Alif Xsm  364.009,Spacer Spinal,26046.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134827,RPR Sys Distal Biceps  Ar-2260,,5082.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138799,LUMBAR FUSION KIT,,35731.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138780,MESH XENMATRIX 10X15CM 1151015,,13077.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64600253,Epicord 3.0 x 5.0CM,,10359.00,027x,,,,07/02/2018,,,,,,,,,15.00,N,,,,,,,,,,,,,,,,,,,,
64134837,Frame Ilizaroth F&A   71070395,,23553.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134854,Nail Panta 10X150Mm   500050Nd,,12881.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134126,Device Electrosurg  700-103027,,9703.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139655,Optimesh,,14702.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134534,Peg Smooth 2.3X20     Cos-2320,,656.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136714,"Handpiece, Bipolar",,2600.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64101511,MatrixWnd w/Mesh 5x5cm Mwm2021,Intregra Bilyr w/ Mesh 5x5CM,7235.00,027x,,,,07/02/2018,,,,,,,,,25.00,N,,,,,,,,,,,,,,,,,,,,
64135552,MESH PHASIX ST 6X8 1201520,,17122.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139331,Bolt Spinal Pedicle Grp 1,,2562.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64135576,Resorb Mrkr Imp-Biozorb; ea,,5228.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139059,KIT IPG,,55284.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64113335,Danek: Biopsy Needle 960-225,,2698.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139093,Drill Bit Cannulated,,4123.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134723,Graft Pegasus 9 X 10Cm Ofx2000,,10435.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139696,Plate Grp 3,Plate Implant,1071.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139374,Cath Balloon Angioplasty Grp 1,Cath-Translum Angio Non-Lsr,844.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64102761,External Fixator Cmpnts Grp2D,,2244.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138628,Device Anchor Band   Fb-201-01,,3346.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64140130,PATCH BOVINE PERICARDIAL,,867.00,027x,,,,05/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139037,Valve Aortic Supra Annular,,12597.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134765,Port Sils 12Mm        Silspt12,,2273.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64103000,Washer Grp 6,,750.00,027x,,,,09/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136382,Allograft Osteochond    Foa30C,,32822.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64102814,Graft Vascular Grp 5 C,Graft Vascular,3351.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138645,TRAY CHEST TUBE 16FR    G05462,,888.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139643,Lead Neuro C1778 Grp 2,,3414.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64140033,CAP DEPUY T SHOULDER,CAP IMPLNTS TL SHLDR,16575.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139026,"Pack ACL Autogrft,Graftlink",,5056.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64135599,DiltnSys-EustachnTube EU061655,,4182.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139110,Stent Endopros Tracheobronch,,3973.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139336,Burr Grp 1,,470.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64102821,Cath Drainage Thor 24/28Fr,,44.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64132527,Pack Closure               Cpp,,566.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64135697,HANDPIECE TENJET 76000,,2870.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138714,CAGE LUMBAR 8-12MM 1124.1111,,21216.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138689,Stem Shoulder 12x83mm  113632,Stem Shoulder 12x83mm 113632,12762.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64108951,Kit Accessory Lum Cat 910-121,,1018.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64101999,BonyVoidFiller-Osteosponge10mm,,1769.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136762,Bumper 10Mm           452.150S,,2596.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64118867,Stay Elastic Lonestar  3311-8G,,373.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136819,Scalpel Disp        1001-90112,Scapel Disp         1001-90112,1395.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64135515,"Cement, Otomimix 2gm",,1672.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139699,Plate End - Artificial Disk,,19559.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139058,KIT CHARGE,,5282.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64102023,Implant Joint Grp 10,,9642.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64135505,Tunneler for VNS,,1943.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64102766,Implant Joint Grp 2B,,1224.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138823,CAGE EXPANDABLE,,18340.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64101170,"FORCEP BIPOLAR, INTUITIVE",,10608.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134991,Myosure Lite Tissue Rem 30-401,,2765.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64114161,Suture: Lasso Arthre Ar406590S,,604.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136691,Stem Femoral Hip        L92522,,23613.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134327,Versajet 45 Degree/14Mm  50636,,2576.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139084,Implant Ifuse SI JOINT FUSN,,10064.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138697,Cable Trial,Cable Trial,1040.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139036,PLATE OCCIPITAL ADJ,,17867.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136771,Lead Attain 88Cm     4195-88Cm,,10037.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64140118,ATRICLIP FLEX,,8200.00,027x,,,,05/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
72208899,TAVR HEART FEE,,3780.00,036x,,,,06/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139047,Ext Fixn Implants Grp 4,,918.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138584,NSKit Remote Control SC-5532-1,PT PROGRAMMER NEUROSTIM,4409.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139695,Plate Grp 4,Plate Implant,3082.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138842,CAGE CERVICAL 10X22MM 193.111,,20237.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64131215,Currette 8.5Mm            A11E,,1015.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139239,Cap Bone/Neuro Grp 2,,905.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64100187,Defib Virtuoso Sgl D154Vwc,Defibrillator Virtuoso,70906.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138918,Cage Spinal Interbody Synfix,,19197.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64101246,Vein Saphenous      Lp230-39Cm,,35202.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138454,Kit Platelet 60Ml       Apc-60,,1722.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134085,Maonka 4Mm Wide Fci   S1-1630U,Maonka 4Mm Wide Fci   S1-1631U,443.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64102086,"Nail, Ortho Grp 2B",Ortho Nail Grp 2B,2540.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138931,Adherus Dural Sealant,,3137.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64107817,Endoleak Dist Thoracic Aorta,,5725.00,032x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64115850,Delivery Set: Mps Qm 5001102,,705.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136808,Adaptor Pocket 1X4       74001,,2576.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64102116,Plate Grp 8A,Plate Implant,8512.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64117019,Kyphon: Syringe Inflation A08A,,632.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138616,Graft                 32147001,,36300.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138442,Atriclip Occlusion Device,,6253.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64102816,Graft Vascular Grp 5 E,Graft Vascular,4057.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138296,"Graft Vasc, Gortex 8x40",Graft Vascular,1846.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139013,Graft Vascular Grp 6 B,,5610.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64102431,GUIDEWIRE VASC VIPER,,989.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138750,DEVICE INTERLLAMINER UQ100010,,19283.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64131985,Kit Essentials 04494-10,,215.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139708,Programmer Neuro,,4598.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64609159,PIN AXIS  IJS-EAP-25452,,1504.00,027x,,,,04/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64101821,Cath Balloon Angioplasty Grp1C,Cath-Translum Angio Non-Lsr,1259.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136715,Lead Size 20            302-20,,16581.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64100280,Sizer Mammary Grp,Sizer Mammary,273.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139001,Spacer Mold 431181,,7054.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64113111,Suprafoil: Sjackson Fss04,,51.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138413,Kit Applicator Spray,,253.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136614,Lead NeurStim SurgKit 2x8-50Cm,,9020.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64101788,SPINE ROD OFFSET 20MM,,7528.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138521,Pack Pin    99-35039-00002St10,,2180.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138494,Tissue Ovation 1Cc     Ps31001,,10445.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138987,Cage Peek 10MM AT0910,,19227.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134567,Ultradine Fh 3.5         23101,,1141.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138549,Pack Disposable    Mcp-Dis-Str,,1932.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139491,Graft Felt Teflon Vascular,,594.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64119304,Sphere: Eye 20mm  Bausch L1420,,342.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134717,System Prolift +M Total Pfrt02,Pelvic Reconstruction,10341.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64101716,SPINE ROD GRP 1,,605.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138681,Kit EMG Module  8050315,Kit EMG Module 8050315,3764.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138796,REAMER DHS TRIPLE   338.13,,6229.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139212,Stapler-Reloads Disp. Grp 3,,1168.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138569,Monopolar Hook      Ar-6528-02,,2961.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139455,Connector Crosslink Grp 1,,2058.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138598,Countersink,,1301.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64108944,Sponge: Biocollagen 80-1460,,598.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138476,Wire Spider SM Spd2Us-050,EV3 Filter SM 050,6691.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64101255,Prosthesis Breast Grp 4,,5596.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64101978,"Cannula FlwPrt, Hip Arthros",,2054.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139080,System Oscar Cement Removal,,6273.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138602,Filter Meridian Femoral Md800F,,4581.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138769,PLUG 14-524038,,316.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134956,Implant X-fuse Large    AXF-LO,,7081.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138717,ANCHOR SUTURE,,1873.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64102068,Stapler-Reloads Disp. Grp 1A,,515.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64103164,"Pin Guide, Tibial PSI",,2081.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138493,Device Synfix 30Mm 08.802.012S,,21548.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134308,Piston Smart Gyrus    70145929,,1251.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136835,Pack Custom Ccs Perf  Cb6F98R2,,2917.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64109373,Transfusion Suretrans 8590000,,668.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136759,Graft Acellular Flex    472620,,32592.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64101958,Mesh  Hernia Phasix 20X25CM,,27681.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64100616,Cath Guiding Acclarent,,2354.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134744,Plug Anal Fistula,,4501.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134739,Permacol 10X10Cmx1.0Mm  101010,,5304.00,027x,,,,07/02/2018,,,,,,,,,100.00,N,,,,,,,,,,,,,,,,,,,,
64139113,NS Lead Penta 3mm 60cm,,22376.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64101882,Plate Grp 3 A,Plate Implant,1311.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134892,Alloderm Tissue 4X7,,3651.00,027x,,,,07/02/2018,,,,,,,,,28.00,N,,,,,,,,,,,,,,,,,,,,
64101095,Lead Icd Sprint Quattro 6721S,,4391.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64134957,System Suspension Encore,System Suspension Encore,9200.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64139799,Stabilizer Cv Grp 1,,2600.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138523,Implant Impacted Lg    6713926,,13260.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64138905,Inserter Tip Articular Surface,,812.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64140089,"Blade Helical-80,100MM",,3936.00,027x,,,,11/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64135630,Allograft Amniotic 1ml Rheo,,9410.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64136793,Filter Fem/Jug Grp 1,,6197.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64102066,Stapler-Reloads Disp. Grp 3B,,1749.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64140166,CUFF INFRARENAL  A28-28/C75V,,17221.00,027x,,,,10/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
64100595,Plate Grp 8,Plate Implant,6966.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
