NIFEDIPINE 60 MG ORAL TR24 [27659],$6.54 ,1 each
NILOTINIB 150 MG ORAL CAP [126112],$273.50 ,1 each
NIMODIPINE 60 MG/20 ML ORAL SOLN [122038],"$5,834.40 ",1  x 473 mL Bottle
NITAZOXANIDE 500 MG ORAL TAB [39254],$230.59 ,1 each
NITROFURANTOIN 25 MG/5 ML ORAL SUSP [10723],"$1,927.47 ",1  x 230 mL Bottle
NITROFURANTOIN 25 MG/5 ML ORAL SUSP [10723],"$1,927.47 ",1  x 230 mL Bottle
NITROFURANTOIN MACROCRYSTAL 25 MG ORAL CAP [5594],$32.41 ,1 each
NITROFURANTOIN MACROCRYSTAL 25 MG ORAL CAP [5594],$29.30 ,1 each
NITROFURANTOIN MACROCRYSTAL 50 MG ORAL CAP [5595],$6.58 ,1 each
NITROFURANTOIN MONOHYD/M-CRYST 100 MG ORAL CAP [10724],$6.31 ,1 each
NITROGLYCERIN 0.1 MG/HR TD PT24 [27471],$8.44 ,1 each
NITROGLYCERIN 0.1 MG/HR TD PT24 [27471],$10.27 ,1 each
NITROGLYCERIN 0.1 MG/HR TD PT24 [27471],$8.44 ,1 each
NITROGLYCERIN 0.4 MG SL SUBL [5604],$4.60 ,.04  x 25 each Bottle
NITROGLYCERIN 0.4 MG SL SUBL [5604],$3.85 ,.04  x 25 each Bottle
NITROGLYCERIN 2 % TD OINT [5606],$9.89 ,1  x 1 g Packet
NITROGLYCERIN 2 % TD OINT [5606],$207.43 ,1  x 60 g Tube
NITROGLYCERIN 50 MG/10 ML (5 MG/ML) IV SOLN [5599],$50.87 ,1  x 10 mL Vial
NITROGLYCERIN IN 5 % DEXTROSE 50 MG/250 ML (200 MCG/ML) IV SOLN [15859],$94.40 ,1  x 250 mL Bottle
NIVEA TOPICAL CREAM [131495],$14.60 ,1  x 56 g Tube
NIVOLUMAB 100 MG/10 ML IV SOLN [127844],"$3,308.83 ",1  x 10 mL Vial
NIVOLUMAB 40 MG/4 ML IV SOLN [127843],"$4,038.39 ",1  x 4 mL Vial
NORELGESTROMIN-ETHIN.ESTRADIOL 150-35 MCG/24 HR TD PTWK [32248],$110.64 ,1 each
NOREPINEPHRINE BITARTRATE 1 MG/ML IV SOLN [128328],$44.47 ,1  x 4 mL AMPUL
NOREPINEPHRINE BITARTRATE 1 MG/ML IV SOLN [128328],$44.47 ,1  x 4 mL AMPUL
NORETHINDRONE (CONTRACEPTIVE) 0.35 MG ORAL TAB [19743],$4.49 ,1 each
NORETHINDRONE ACETATE 5 MG ORAL TAB [10747],$7.41 ,1 each
NORETHINDRONE ACETATE 5 MG ORAL TAB [10747],$7.41 ,1 each
NORFLURANE-PENTAFLUOROPROPANE TOP SPRA [39802],$88.76 ,1  x 103.5 mL CANISTER
NORFLURANE-PENTAFLUOROPROPANE TOP SPRA [39802],$85.49 ,1  x 103.5 mL CANISTER
NORGESTREL-ETHINYL ESTRADIOL 0.3-30 MG-MCG ORAL TAB [10752],$209.48 ,28 each
NORGESTREL-ETHINYL ESTRADIOL 0.3-30 MG-MCG ORAL TAB [10752],$209.48 ,28 each
NORTRIPTYLINE 10 MG ORAL CAP [5674],$1.83 ,1 each
NORTRIPTYLINE 10 MG ORAL CAP [5674],$2.06 ,1 each
NORTRIPTYLINE 10 MG ORAL CAP [5674],$3.24 ,1 each
NORTRIPTYLINE 10 MG/5 ML ORAL SOLN [10757],$551.17 ,1  x 473 mL Bottle
NORTRIPTYLINE 25 MG ORAL CAP [5675],$2.15 ,1 each
NORTRIPTYLINE 25 MG ORAL CAP [5675],$4.82 ,1 each
NORTRIPTYLINE 50 MG ORAL CAP [5676],$1.98 ,1 each
NORTRIPTYLINE 50 MG ORAL CAP [5676],$77.69 ,20 capsule
NUSINERSEN (PF) 12 MG/5 ML IT SOLN [166444],"$180,006.80 ",1  x 5 mL Vial
"NYSTATIN 100,000 UNIT/GRAM TOP CREA [5749]",$72.59 ,1  x 30 g Tube
"NYSTATIN 100,000 UNIT/GRAM TOP CREA [5749]",$72.59 ,1  x 30 g Tube
"NYSTATIN 100,000 UNIT/GRAM TOP CREA [5749]",$72.59 ,1  x 30 g Tube
"NYSTATIN 100,000 UNIT/GRAM TOP OINT [5750]",$72.59 ,1  x 30 g Tube
"NYSTATIN 100,000 UNIT/GRAM TOP OINT [5750]",$72.59 ,1  x 30 g Tube
"NYSTATIN 100,000 UNIT/GRAM TOP POWD [39136]",$75.79 ,1  x 15 g SQUEEZ BTL
"NYSTATIN 100,000 UNIT/GRAM TOP POWD [39136]",$61.27 ,1  x 15 g SQUEEZ BTL
"NYSTATIN 100,000 UNIT/ML ORAL SUSP [5751]",$307.35 ,1  x 473 mL Bottle
"NYSTATIN 100,000 UNIT/ML ORAL SUSP [5751]",$8.88 ,1  x 5 mL Cup
"NYSTATIN 100,000 UNIT/ML ORAL SUSP [5751]",$240.18 ,1  x 473 mL Bottle
"OCTREOTIDE ACETATE 1,000 MCG/ML INJ SOLN [91282]","$1,918.91 ",1  x 5 mL Vial
"OCTREOTIDE ACETATE 1,000 MCG/ML INJ SOLN [91282]",$932.47 ,1  x 5 mL Vial
OCTREOTIDE ACETATE 100 MCG/ML INJ SOLN [91279],$49.04 ,1  x 1 mL Vial
OCTREOTIDE ACETATE 100 MCG/ML INJ SOLN [91279],$35.83 ,1  x 1 mL Vial
OCTREOTIDE ACETATE 50 MCG/ML INJ SOLN [91278],$30.31 ,1  x 1 mL Vial
OCTREOTIDE ACETATE 50 MCG/ML INJ SOLN [91278],$28.95 ,1  x 1 mL AMPUL
OFLOXACIN 0.3 % OPHT DROP [19746],$58.63 ,1  x 5 mL DROP BTL
OFLOXACIN 0.3 % OPHT DROP [19746],$360.34 ,1  x 10 mL DROP BTL
OLANZAPINE 10 MG IM SOLR [38263],$143.67 ,1 each
OLANZAPINE 10 MG ORAL TBDL [28160],$47.49 ,1 each
OLANZAPINE 5 MG ORAL TBDL [28159],$32.83 ,1 each
OLANZAPINE 5 MG ORAL TBDL [28159],$12.43 ,1 each
OLANZAPINE 5 MG ORAL TBDL [28159],$32.21 ,1 each
OLANZAPINE 5 MG ORAL TBDL [28159],$32.21 ,1 each
OLOPATADINE 0.1 % OPHT DROP [19452],$827.59 ,1  x 5 mL DROP BTL
OMEGA-3 ACID ETHYL ESTERS 1 GRAM ORAL CAP [41822],$6.13 ,1 each
OMEPRAZOLE 10 MG ORAL CPDR [27693],$6.87 ,1 each
OMEPRAZOLE 10 MG ORAL CPDR [27693],$10.33 ,1 each
OMEPRAZOLE 10 MG ORAL CPDR [27693],$10.33 ,1 each
OMEPRAZOLE 2 MG/ML ORAL SUSP - DYE FREE [174416],$19.45 ,1  x 10 mL Bottle
OMEPRAZOLE 20 MG ORAL CPDR [27694],$4.04 ,1 each
OMEPRAZOLE 20 MG ORAL CPDR [27694],$8.00 ,1 each
OMEPRAZOLE 20 MG ORAL CPDR [27694],$4.04 ,1 each
OMEPRAZOLE SUSPENSION 2 MG/ML [4080000005],$278.51 ,1  x 300 mL Bottle
OMNIPAQUE 180 180 MG IODINE/ML IT SOLN [5803],$71.30 ,1  x 20 mL Vial
OMNIPAQUE 240 240 MG IODINE/ML IV SOLN [5805],$63.26 ,1  x 50 mL Bottle
OMNIPAQUE 300 300 MG IODINE/ML IV SOLN [5806],$64.75 ,1  x 10 mL Vial
OMNIPAQUE 300 300 MG IODINE/ML IV SOLN [5806],$66.80 ,1  x 30 mL Bottle
OMNIPAQUE 300 300 MG IODINE/ML IV SOLN [5806],$137.54 ,1  x 100 mL Bottle
ONABOTULINUMTOXINA 100 UNIT INJ SOLR [32700],"$2,318.71 ",1 each
ONDANSETRON 4 MG ORAL TBDL [27697],$50.40 ,1 each
ONDANSETRON 4 MG ORAL TBDL [27697],$50.43 ,1 each
ONDANSETRON 4 MG ORAL TBDL [27697],$50.43 ,1 each
ONDANSETRON 8 MG ORAL TBDL [27698],$9.61 ,1 each
ONDANSETRON 8 MG ORAL TBDL [27698],$82.92 ,1 each
ONDANSETRON 8 MG ORAL TBDL [27698],$4.13 ,1 each
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN [106348],$13.18 ,1  x 2 mL Vial
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN [106348],$13.18 ,1  x 2 mL Vial
ONDANSETRON HCL 2 MG/ML IV SOLN [106349],$50.87 ,1  x 20 mL Vial
ONDANSETRON HCL 2 MG/ML IV SOLN [106349],$21.31 ,1  x 20 mL Vial
ONDANSETRON HCL 2 MG/ML IV SOLN [106349],$49.27 ,1  x 20 mL Vial
ONDANSETRON HCL 4 MG/5 ML ORAL SOLN [18877],$637.11 ,1  x 50 mL Bottle
ONDANSETRON HCL 4 MG/5 ML ORAL SOLN [18877],$46.60 ,1  x 5 mL Cup
ONDANSETRON HCL 4 MG/5 ML ORAL SOLN [18877],$636.45 ,1  x 50 mL Bottle
ONDANSETRON HCL 4 MG/5 ML ORAL SOLN [18877],$46.60 ,1  x 5 mL Cup
OSELTAMIVIR 30 MG ORAL CAP [88704],$38.22 ,1 each
OSELTAMIVIR 6 MG/ML ORAL SUSR [110998],$485.70 ,1  x 60 mL Bottle
OSELTAMIVIR 75 MG ORAL CAP [26546],$41.52 ,1 each
OSELTAMIVIR 75 MG ORAL CAP [26546],$35.46 ,1 each
OXALIPLATIN 100 MG/20 ML IV SOLN [99612],,
OXANDROLONE 10 MG ORAL TAB [33826],$26.24 ,1 each
OXANDROLONE 2.5 MG ORAL TAB [10803],$11.08 ,1 each
OXANDROLONE 2.5 MG ORAL TAB [10803],$9.88 ,1 each
OXCARBAZEPINE 150 MG ORAL TAB [27049],$2.53 ,1 each
OXCARBAZEPINE 150 MG ORAL TAB [27049],$4.77 ,1 each
OXCARBAZEPINE 150 MG ORAL TAB [27049],$4.91 ,1 each
OXCARBAZEPINE 300 MG ORAL TAB [21061],$2.53 ,1 each
OXCARBAZEPINE 300 MG ORAL TAB [21061],$7.39 ,1 each
OXCARBAZEPINE 300 MG ORAL TAB [21061],$7.38 ,1 each
OXCARBAZEPINE 300 MG/5 ML (60 MG/ML) ORAL SUSP [30479],$755.20 ,1  x 250 mL Bottle
OXCARBAZEPINE 300 MG/5 ML (60 MG/ML) ORAL SUSP [30479],$724.29 ,1  x 250 mL Bottle
OXCARBAZEPINE 300 MG/5 ML (60 MG/ML) ORAL SUSP [30479],$29.24 ,1  x 5 mL Cup
OXCARBAZEPINE 300 MG/5 ML (60 MG/ML) ORAL SUSP [30479],$29.24 ,1  x 5 mL Cup
OXCARBAZEPINE 600 MG ORAL TAB [21157],$3.36 ,1 each
OXCARBAZEPINE 600 MG ORAL TAB [21157],$12.23 ,1 each
OXICONAZOLE 1 % TOP CREA [10804],"$1,620.29 ",1  x 30 g Tube
OXICONAZOLE 1 % TOP CREA [10804],"$1,440.64 ",1  x 30 g Tube
OXYBUTYNIN 3.9 MG/24 HR TD PTSW [35495],$259.23 ,1 each
OXYBUTYNIN 3.9 MG/24 HR TD PTSW [35495],$185.52 ,1 each
OXYBUTYNIN CHLORIDE 10 MG ORAL TR24 [24471],$8.34 ,1 each
OXYBUTYNIN CHLORIDE 15 MG ORAL TR24 [24723],$8.52 ,1 each
OXYBUTYNIN CHLORIDE 5 MG ORAL TAB [5938],$2.70 ,1 each
OXYBUTYNIN CHLORIDE 5 MG ORAL TR24 [24470],$8.33 ,1 each
OXYBUTYNIN CHLORIDE 5 MG ORAL TR24 [24470],$7.24 ,1 each
OXYBUTYNIN CHLORIDE 5 MG ORAL TR24 [24470],$8.58 ,1 each
OXYBUTYNIN CHLORIDE 5 MG ORAL TR24 [24470],$8.58 ,1 each
OXYBUTYNIN CHLORIDE 5 MG/5 ML ORAL SYRP [10810],$143.14 ,1  x 473 mL Bottle
OXYBUTYNIN CHLORIDE 5 MG/5 ML ORAL SYRP [10810],$108.75 ,1  x 473 mL Bottle
OXYBUTYNIN CHLORIDE 5 MG/5 ML ORAL SYRP [10810],$8.15 ,1  x 5 mL Syringe
OXYCODONE 10 MG ORAL TR12 [122363],$10.66 ,1 each
OXYCODONE 5 MG ORAL TAB [10814],$2.59 ,1 each
OXYCODONE 5 MG/5 ML ORAL SOLN [10813],$25.71 ,1  x 5 mL Cup
OXYCODONE 5 MG/5 ML ORAL SOLN [10813],$25.71 ,1  x 5 mL Cup
OXYMETAZOLINE 0.05 % NASL SPRY [5943],$14.05 ,1  x 30 mL SQUEEZ BTL
OXYMETAZOLINE 0.05 % NASL SPRY [5943],$11.29 ,1  x 30 mL SQUEEZ BTL
OXYMETAZOLINE 0.05 % NASL SPRY [5943],$8.96 ,1  x 15 mL SQUEEZ BTL
OXYMETAZOLINE 0.05 % NASL SPRY [5943],$14.05 ,1  x 30 mL SQUEEZ BTL
OXYTOCIN 10 UNIT/ML INJ SOLN [5944],$16.60 ,1  x 1 mL Vial
PACLITAXEL 6 MG/ML IV CONC [31025],$199.13 ,1  x 16.7 mL Vial
PALIVIZUMAB 100 MG/ML IM SOLN [41675],"$10,875.07 ",1  x 1 mL Vial
PALIVIZUMAB 50 MG/0.5 ML IM SOLN [108060],"$5,764.35 ",1  x .5 mL Vial
PALONOSETRON 0.25 MG/5 ML IV SOLN [36591],"$1,098.07 ",1  x 5 mL Vial
PAMIDRONATE 30 MG/10 ML (3 MG/ML) IV SOLN [32589],$63.90 ,1  x 10 mL Vial
PANCURONIUM 1 MG/ML IV SOLN [6013],$29.08 ,1  x 10 mL Vial
PANTOPRAZOLE 20 MG ORAL TBEC [26224],$2.26 ,1 each
PANTOPRAZOLE 40 MG IV SOLR [26226],$26.87 ,1 each
PANTOPRAZOLE 40 MG IV SOLR [26226],$26.87 ,1 each
PANTOPRAZOLE 40 MG IV SOLR [26226],$30.07 ,1 each
PANTOPRAZOLE 40 MG ORAL TBEC [26225],$10.49 ,1 each
PAPAVERINE 30 MG/ML INJ SOLN [6030],$148.25 ,1  x 2 mL Vial
PARENTERAL AMINO ACID 10% NO.6 10 % IV SOLP [128396],$190.07 ,1  x 2000 mL Bag
PAROXETINE HCL 20 MG ORAL TAB [10855],$2.31 ,1 each
PAROXETINE HCL 20 MG ORAL TAB [10855],$2.19 ,1 each
"PED MVIT A,C,D3 NO.21-FLUORIDE 0.25 MG FLUOR. (0.55 MG)/ML ORAL DROP [130359]",$97.83 ,1  x 50 mL DROP BTL
"PED VITAMINS A,C,ANDD FL-IRON 0.25-10 MG/ML ORAL DROP [122382]",$22.11 ,1  x 50 mL DROP BTL
"PEDI MULTIVIT #37-FLUORID,IRON 0.25MG FLUORIDE -7 MG IRON/ML ORAL DPSB [114053]",$860.79 ,1  x 50 mL DROP BTL
PEDI MULTIVIT 40-PHYTONADIONE 400 MCG/ML ORAL DROP [126500],$75.11 ,1  x 60 mL DROP BTL
PEDI MULTIVIT 45-FLUORIDE-IRON 0.25MG FLUORIDE -10 MG IRON/ML ORAL DROP [132740],$97.83 ,1  x 50 mL DROP BTL
PEDI MULTIVIT 77-VIT D3-VIT K 750-500 UNIT-MCG/0.5 ML ORAL DROP [132796],$120.08 ,1  x 30 mL DROP BTL
PEDI MULTIVIT NO.2 W-FLUORIDE 0.5 MG/ML ORAL DROP [132737],$97.83 ,1  x 50 mL DROP BTL
"PEDI MULTIVIT NO.46-IRON SULF 1,500 UNIT-400 UNIT-10 MG/ML ORAL DROP [131805]",$20.11 ,1  x 50 mL DROP BTL
PEDI MULTIVIT NO.82 W-FLUORIDE 0.25 MG/ML ORAL DROP [132905],$41.54 ,1  x 50 mL DROP BTL
PEDI MULTIVITAMIN NO 68-IRON 18 MG IRON ORAL CHEW [132629],$1.83 ,1 each
"PEDIATRIC MULTIVIT 22-D3-VIT K 1,500-1,000 UNIT-MCG ORAL CHEW [132588]",$3.18 ,1 each
PEDIATRIC MULTIVIT NO.80-IRON 750 UNIT-400 UNIT-10 MG/ML ORAL DROP [132907],$28.79 ,1  x 50 mL DROP BTL
PEDIATRIC MULTIVIT NO.80-IRON 750 UNIT-400 UNIT-10 MG/ML ORAL DROP [132907],$6.98 ,1  x .5 mL Syringe
PEDIATRIC MULTIVIT NO.80-IRON 750 UNIT-400 UNIT-10 MG/ML ORAL DROP [132907],$7.65 ,1  x 1 mL Syringe
PEDIATRIC MULTIVITAMIN NO.81 750-35-400 UNIT-MG-UNIT/ML ORAL DROP [132915],$28.79 ,1  x 50 mL DROP BTL
PEDIATRIC MULTIVITAMIN ORAL CHEW [10863],$1.70 ,1 each
PEDIATRIC MULTIVITAMIN ORAL CHEW [10863],$1.68 ,1 each
PEDIATRIC MULTIVITAMIN-IRON ORAL CHEW [10877],$1.69 ,1 each
"PEDIATRIC POLY-VI-SOL MULTIVITAMIN 1,500-35-400 UNIT-MG-UNIT/ML DROPS [131796]",$7.65 ,1  x 1 mL Syringe
PEG-ELECTROLYTE SOLN 420 GRAM ORAL SOLR [18232],$90.46 ,1  x 4000 mL Bottle
PEGASPARGASE 750 UNIT/ML INJ SOLN [117842],"$55,862.29 ",1  x 5 mL Vial
PEGFILGRASTIM 6 MG/0.6ML SUBQ SYRG [129657],"$23,938.14 ",1  x .6 mL Syringe
PEMBROLIZUMAB 25 MG/ML IV SOLN [127964],"$17,887.89 ",1  x 4 mL Vial
"PENICILLIN G BENZATHIN,PROCAIN 1,200,000 UNIT/ 2 ML(900K/300K) IM SYRG [105029]",$563.03 ,1  x 2 mL Syringe
"PENICILLIN G BENZATHINE 1,200,000 UNIT/2 ML IM SYRG [108049]",$615.16 ,1  x 2 mL Syringe
"PENICILLIN G BENZATHINE 1,200,000 UNIT/2 ML IM SYRG [108049]",$615.16 ,1  x 2 mL Syringe
"PENICILLIN G BENZATHINE 600,000 UNIT/ML IM SYRG [10897]",$359.78 ,1  x 1 mL Syringe
"PENICILLIN G BENZATHINE 600,000 UNIT/ML IM SYRG [10897]",$359.78 ,1  x 1 mL Syringe
PENICILLIN G POTASSIUM 5 MILLION UNIT INJ SOLR [6086],$253.91 ,5 each
PENICILLIN G POTASSIUM 5 MILLION UNIT INJ SOLR [6086],$37.82 ,1 each
PENICILLIN V POTASSIUM 250 MG ORAL TAB [6092],$2.21 ,1 each
PENICILLIN V POTASSIUM 250 MG/5 ML ORAL SOLR [6091],$33.13 ,1  x 100 mL Bottle
PENICILLIN V POTASSIUM 250 MG/5 ML ORAL SOLR [6091],$45.23 ,1  x 200 mL Bottle
PENICILLIN V POTASSIUM 500 MG ORAL TAB [6093],$3.30 ,1 each
PENICILLIN V POTASSIUM 500 MG ORAL TAB [6093],$2.42 ,1 each
PENTAMIDINE 300 MG INHL SOLR [28235],$638.16 ,1 each
PENTAMIDINE 300 MG INJ SOLR [27430],$651.73 ,1 each
PENTOBARBITAL SODIUM 50 MG/ML INJ SOLN [6097],"$4,658.11 ",1  x 20 mL Vial
PEPPERMINT OIL MISC OIL [6116],$45.21 ,1  x 30 mL Bottle
PERAMIVIR (PF) 200 MG/20 ML (10 MG/ML) IV SOLN [127332],"$1,226.87 ",1  x 20 mL Vial
PERAMPANEL 8 MG ORAL TAB [124444],$73.09 ,1 each
PERIT. DIALYSIS 13-2.5 % DEX CA 3.5 MEQ/L- MG 0.5 MEQ/L IP SOLN [27801],$171.85 ,1  x 6000 mL Flex Cont
PERIT. DIALYSIS 13-2.5 % DEX CA 3.5 MEQ/L- MG 0.5 MEQ/L IP SOLN [27801],$45.00 ,1  x 2000 mL Flex Cont
PERIT. DIALYSIS 3-4.25 % DEXTR CA 3.5 MEQ/L- MG 0.5 MEQ/L IP SOLN [27805],$171.85 ,1  x 6000 mL Flex Cont
PERIT. DIALYSIS 3-4.25 % DEXTR CA 3.5 MEQ/L- MG 0.5 MEQ/L IP SOLN [27805],$82.25 ,1  x 2000 mL Flex Cont
PERIT.DIALYSIS 6-1.5 % DEXTROS CA 2.5 MEQ/L- MG 0.5 MEQ/L IP SOLN [27796],$152.65 ,1  x 6000 mL Flex Cont
PERIT.DIALYSIS 6-1.5 % DEXTROS CA 2.5 MEQ/L- MG 0.5 MEQ/L IP SOLN [27796],$82.25 ,1  x 2000 mL Flex Cont
PERITON. DIALYSIS 4-1.5 % DEXT CA 3.5 MEQ/L- MG 0.5 MEQ/L IP SOLN [27797],$45.00 ,1  x 2000 mL Flex Cont
PERITON. DIALYSIS 4-1.5 % DEXT CA 3.5 MEQ/L- MG 0.5 MEQ/L IP SOLN [27797],$171.85 ,1  x 6000 mL Flex Cont
PERITON.DIALYSIS 7-2.5 % DEXTR CA 2.5 MEQ/L- MG 0.5 MEQ/L IP SOLN [27800],$210.25 ,1  x 6000 mL Flex Cont
PERITON.DIALYSIS 7-2.5 % DEXTR CA 2.5 MEQ/L- MG 0.5 MEQ/L IP SOLN [27800],$82.25 ,1  x 2000 mL Flex Cont
PERITON.DIALYSIS 8-4.25 % DEXT CA 2.5 MEQ/L- MG 0.5 MEQ/L IP SOLN [27804],$171.85 ,1  x 6000 mL Flex Cont
PERITON.DIALYSIS 8-4.25 % DEXT CA 2.5 MEQ/L- MG 0.5 MEQ/L IP SOLN [27804],$45.00 ,1  x 2000 mL Flex Cont
PERMETHRIN 1 % TOP LIQD [10918],$31.18 ,1  x 59 mL Bottle
PERMETHRIN 5 % TOP CREA [10917],$316.00 ,1  x 60 g Tube
PHENAZOPYRIDINE 100 MG ORAL TAB [6193],$1.93 ,1 each
PHENAZOPYRIDINE 100 MG ORAL TAB [6193],$7.52 ,1 each
PHENAZOPYRIDINE 20 MG/ML ORAL SUSPENSION [168522],$98.84 ,1  x 60 mL 
PHENAZOPYRIDINE 200 MG ORAL TAB [6194],$10.36 ,1 each
PHENAZOPYRIDINE 200 MG ORAL TAB [6194],$10.36 ,1 each
PHENOBARBITAL 20 MG/5 ML (4 MG/ML) ORAL ELIX [6212],$247.64 ,1  x 473 mL Bottle
PHENOBARBITAL 30 MG ORAL TAB [6216],$2.07 ,1 each
PHENOBARBITAL 32.4 MG ORAL TAB [6217],$2.60 ,1 each
PHENOBARBITAL SODIUM 65 MG/ML INJ SOLN [6224],$90.75 ,1  x 1 mL Vial
PHENOBARBITAL SODIUM 65 MG/ML INJ SOLN [6224],$90.75 ,1  x 1 mL Vial
PHENOL 1.4 % MM SPRA [36976],$16.12 ,1  x 177 mL Bottle
PHENOL 1.4 % MM SPRA [36976],$11.00 ,1  x 177 mL Bottle
PHENOL 89 % TOP SWAB [125379],$17.91 ,1 each
PHENOXYBENZAMINE 10 MG ORAL CAP [10945],$632.28 ,1 each
PHENOXYBENZAMINE 2 MG/ML ORAL SUSPENSION [168925],$348.20 ,1  x 100 mL Bottle
PHENTOLAMINE 5 MG INJ SOLR [10947],"$1,642.87 ",1 each
PHENTOLAMINE 5 MG INJ SOLR [10947],"$1,642.87 ",1 each
PHENYLEPHRINE HCL 0.125 % NASL DROP [36952],$14.09 ,1  x 15 mL DROP BTL
PHENYLEPHRINE HCL 0.25 % NASL SPRY [6243],$12.73 ,1  x 15 mL SQUEEZ BTL
PHENYLEPHRINE HCL 0.25 % NASL SPRY [6243],$13.97 ,1  x 15 mL SQUEEZ BTL
PHENYLEPHRINE HCL 0.5 % NASL SPRY [6244],$13.97 ,1  x 15 mL SQUEEZ BTL
PHENYLEPHRINE HCL 1 % NASL SPRY [122034],$15.27 ,1  x 15 mL SQUEEZ BTL
PHENYLEPHRINE HCL 1 % NASL SPRY [122034],$15.26 ,1  x 21 mL Bottle
PHENYLEPHRINE HCL 10 % OPHT DROP [19636],$135.05 ,1  x 5 mL DROP BTL
PHENYLEPHRINE HCL 10 MG/ML INJ SOLN [6242],$33.91 ,1  x 1 mL Vial
PHENYLEPHRINE HCL 10 MG/ML INJ SOLN [6242],$33.91 ,1  x 1 mL Vial
PHENYLEPHRINE HCL 2.5 % OPHT DROP [6246],$287.59 ,1  x 15 mL DROP BTL
PHENYLEPHRINE HCL 2.5 % OPHT DROP [6246],$110.40 ,1  x 2 mL DROP BTL
PHENYLEPHRINE HCL 2.5 % OPHT DROP [6246],$299.43 ,1  x 15 mL DROP BTL
PHENYLEPHRINE HCL IN 0.9% NACL 0.5 MG/5 ML (100 MCG/ML) IV SYRG [129616],$35.03 ,1  x 5 mL Syringe
PHENYLEPHRINE HCL IN 0.9% NACL 1 MG/10 ML (100 MCG/ML) IV SYRG [129932],$30.07 ,1  x 10 mL Syringe
PHENYLEPHRINE IN 0.9% NACL 100 MCG/10 ML (10 MCG/ML) IV SYRG [169016],$40.53 ,1  x 10 mL Syringe
PHENYLEPHRINE IN 0.9% NACL(PF) 1 MG/10 ML (100 MCG/ML) IV SYRG [130240],$40.54 ,1  x 10 mL Syringe
PHENYTOIN 100 MG/4 ML ORAL SUSP [128497],$29.03 ,1  x 4 mL Cup
PHENYTOIN 100 MG/4 ML ORAL SUSP [128497],$29.03 ,1  x 4 mL Cup
PHENYTOIN 125 MG/5 ML ORAL SUSP [6255],$102.29 ,1  x 237 mL Bottle
PHENYTOIN 125 MG/5 ML ORAL SUSP [6255],$69.26 ,1  x 237 mL Bottle
PHENYTOIN 50 MG ORAL CHEW [11018],$3.32 ,1 each
PHENYTOIN SODIUM 50 MG/ML IV SOLN [6256],$15.29 ,1  x 2 mL Vial
PHENYTOIN SODIUM 50 MG/ML IV SOLN [6256],$13.69 ,1  x 2 mL Vial
PHENYTOIN SODIUM 50 MG/ML IV SOLN [6256],$15.29 ,1  x 2 mL Vial
PHENYTOIN SODIUM EXTENDED 100 MG ORAL CAP [6257],$3.01 ,1 each
PHENYTOIN SODIUM EXTENDED 100 MG ORAL CAP [6257],$2.28 ,1 each
PHENYTOIN SODIUM EXTENDED 30 MG ORAL CAP [11019],$4.40 ,1 each
PHYSOSTIGMINE SALICYLATE 1 MG/ML INJ SOLN [6270],$153.35 ,1  x 2 mL AMPUL
PHYTONADIONE (VITAMIN K1) 1 MG/0.5 ML INJ SOLN [121435],$27.19 ,1  x .5 mL AMPUL
PHYTONADIONE (VITAMIN K1) 1 MG/0.5 ML INJ SOLN [121435],$27.10 ,1  x .5 mL AMPUL
PHYTONADIONE (VITAMIN K1) 10 MG/ML INJ SOLN [11023],$180.14 ,1  x 1 mL AMPUL
PHYTONADIONE (VITAMIN K1) 10 MG/ML INJ SOLN [11023],$177.61 ,1  x 1 mL AMPUL
PHYTONADIONE (VITAMIN K1) 5 MG ORAL TAB [11024],$156.03 ,1 each
PILOCARPINE HCL 1 % OPHT DROP [6279],$280.61 ,1  x 15 mL DROP BTL
PILOCARPINE HCL 2 % OPHT DROP [6280],$268.70 ,1  x 15 mL DROP BTL
PILOCARPINE HCL 4 % OPHT DROP [6282],$300.50 ,1  x 15 mL DROP BTL
PILOCARPINE HCL 4 % OPHT DROP [6282],$281.52 ,1  x 15 mL DROP BTL
PIMECROLIMUS 1 % TOP CREA [32052],$820.41 ,1  x 30 g Tube
PIMECROLIMUS 1 % TOP CREA [32052],"$1,637.26 ",1  x 60 g Tube
PIPERACILLIN-TAZOBACTAM 3.375 GRAM IV SOLR [18303],$47.16 ,1 each
PIPERACILLIN-TAZOBACTAM 3.375 GRAM IV SOLR [18303],$55.19 ,1 each
PIPERACILLIN-TAZOBACTAM 3.375 GRAM IV SOLR [18303],$80.49 ,1 each
PIPERACILLIN-TAZOBACTAM 3.375 GRAM IV SOLR [18303],$69.96 ,1 each
PIPERACILLIN-TAZOBACTAM 3.375 GRAM IV SOLR [18303],$64.14 ,1 each
PITTSBURGH PASTE [169022],$57.05 ,1  x 100 g Jar
PNEUMOC 13-VAL CONJ-DIP CR(PF) 0.5 ML IM SYRG [103895],$702.26 ,1  x .5 mL Syringe
PNEUMOCOCCAL 23-VAL PS VACCINE 25 MCG/0.5 ML INJ SOLN [11037],$395.59 ,1  x .5 mL Vial
