METOPROLOL TARTRATE 5 MG/5 ML INTRAVENOUS SOLUTION,Solution,5,Vial,9.44
METOPROLOL TARTRATE 5 MG/5 ML INTRAVENOUS SOLUTION,Solution,5,Vial,11.5
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,Bottle,0.03
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,Bottle,0.03
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.04
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,Bottle,0.06
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,Bottle,0.06
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.07
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.08
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.1
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.1
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,Bottle,0.12
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,Bottle,0.12
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.13
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.16
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.19
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.2
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,Bottle,0.23
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,Bottle,0.24
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.25
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.31
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.37
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.39
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.5
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.74
METOPROLOL TARTRATE 50 MG TABLET,tablet,100,BLIST PACK,0.77
METRONIDAZOLE 0.75 % TOPICAL GEL,Gel,45,Tube,309.18
METRONIDAZOLE 0.75 % TOPICAL GEL,Gel,45,Tube,583.54
METRONIDAZOLE 0.75 % TOPICAL GEL,Gel,45,Tube,716.47
METRONIDAZOLE 0.75 % VAGINAL GEL,Gel,70,Tube,368.48
METRONIDAZOLE 250 MG TABLET,tablet,100,Bottle,0.7
METRONIDAZOLE 250 MG TABLET,tablet,100,BLIST PACK,0.82
METRONIDAZOLE 250 MG TABLET,tablet,500,Bottle,0.92
METRONIDAZOLE 250 MG TABLET,tablet,100,BLIST PACK,1.37
METRONIDAZOLE 250 MG TABLET,tablet,100,Bottle,1.4
METRONIDAZOLE 250 MG TABLET,tablet,100,BLIST PACK,1.64
METRONIDAZOLE 250 MG TABLET,tablet,500,Bottle,1.84
METRONIDAZOLE 250 MG TABLET,tablet,100,BLIST PACK,2.74
METRONIDAZOLE 250 MG TABLET (FOR PEDI ORAL SUSP ONLY),tablet,100,Bottle,0.7
METRONIDAZOLE 250 MG TABLET (FOR PEDI ORAL SUSP ONLY),tablet,500,Bottle,0.92
METRONIDAZOLE 250 MG TABLET (FOR PEDI ORAL SUSP ONLY),tablet,100,Bottle,1.4
METRONIDAZOLE 250 MG TABLET (FOR PEDI ORAL SUSP ONLY),tablet,500,Bottle,1.84
METRONIDAZOLE 50 MG/ML ORAL SUSPENSION,Suspension,120,Bottle,3.05
METRONIDAZOLE 50 MG/ML ORAL SUSPENSION,Suspension,120,Bottle,4.57
METRONIDAZOLE 500 MG TABLET,tablet,500,Bottle,1.1
METRONIDAZOLE 500 MG TABLET,tablet,500,Bottle,1.19
METRONIDAZOLE 500 MG TABLET,tablet,100,BLIST PACK,1.56
METRONIDAZOLE 500 MG TABLET,tablet,100,BLIST PACK,2.08
METRONIDAZOLE 500 MG TABLET,tablet,100,Bottle,2.18
METRONIDAZOLE 500 MG TABLET,tablet,1,BLIST PACK,2.32
METRONIDAZOLE 500 MG TABLET,tablet,1,BLIST PACK,2.37
METRONIDAZOLE 500 MG/100 ML-SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK,Piggyback,100,Bag,5.95
METRONIDAZOLE 500 MG/100 ML-SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK,Piggyback,100,Bag,6.3
METRONIDAZOLE 500 MG/100 ML-SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK,Piggyback,100,Bag,7.35
METRONIDAZOLE 500 MG/100 ML-SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK,Piggyback,100,Bag,8.4
METRONIDAZOLE IV SYRINGE 5 MG/ML (PED),Injectable,100,Bag,4.9
METRONIDAZOLE IV SYRINGE 5 MG/ML (PED),Injectable,100,Bag,7.35
MEXILETINE 150 MG CAPSULE,capsule,100,Bottle,3.92
MEXILETINE 150 MG CAPSULE,capsule,100,Bottle,5.23
MEXILETINE 150 MG CAPSULE,capsule,100,Bottle,6.53
MEXILETINE 200 MG CAPSULE,capsule,100,Bottle,1.76
MEXILETINE 200 MG CAPSULE,capsule,100,Bottle,3.01
MEXILETINE 200 MG CAPSULE,capsule,100,Bottle,3.51
MEXILETINE 250 MG CAPSULE,capsule,100,Bottle,2.53
MEXILETINE 250 MG CAPSULE,capsule,100,Bottle,3.37
MEXILETINE 250 MG CAPSULE,capsule,100,Bottle,4.22
MICAFUNGIN 100 MG INTRAVENOUS SOLUTION,Recon Soln,1,Vial,611.56
MICAFUNGIN 50 MG INTRAVENOUS SOLUTION,Recon Soln,1,Vial,305.8
MICONAZOLE NITRATE 100 MG VAGINAL SUPPOSITORY,Suppository,7,Box,1.3
MICONAZOLE NITRATE 100 MG VAGINAL SUPPOSITORY,Suppository,7,Box,2.6
MICONAZOLE NITRATE 2 % TOPICAL CREAM,Cream,14,Tube,4.51
MICONAZOLE NITRATE 2 % VAGINAL CREAM,Cream,45,TUBE/KIT,9.93
MICONAZOLE NITRATE 2 % VAGINAL CREAM,Cream,45,TUBE/KIT,19.53
MICONAZOLE NITRATE 200 MG VAGINAL SUPPOSITORY,Suppository,3,Box,40.44
MICONAZOLE NITRATE 200 MG-2 % (9 GRAM) VAGINAL KIT,Kit,1,KIT,25.87
MICROFIBRILLAR COLLAGEN HEMOSTAT POWDER,Powder,1,Jar,732.09
MIDAZOLAM (PF) 1 MG/ML INJECTION SOLUTION,Solution,2,Vial,2.73
MIDAZOLAM (PF) 1 MG/ML INJECTION SOLUTION,Solution,5,Vial,3.21
MIDAZOLAM 1 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS,Solution,250,Bag,525
MIDAZOLAM 1 MG/ML INJECTION SOLUTION,Solution,2,Vial,1.67
MIDAZOLAM 1 MG/ML INJECTION SOLUTION,Solution,2,Vial,1.92
MIDAZOLAM 1 MG/ML INJECTION SOLUTION,Solution,2,Vial,2.24
MIDAZOLAM 1 MG/ML INJECTION SOLUTION,Solution,2,Vial,2.28
MIDAZOLAM 1 MG/ML INJECTION SOLUTION,Solution,2,Vial,2.73
MIDAZOLAM 1 MG/ML INJECTION SOLUTION,Solution,5,Vial,4.1
MIDAZOLAM 1 MG/ML INJECTION SOLUTION,Solution,5,Vial,4.87
MIDAZOLAM 1 MG/ML INJECTION SOLUTION,Solution,10,Vial,5.95
MIDAZOLAM 1 MG/ML INJECTION SOLUTION,Solution,5,Vial,8.89
MIDAZOLAM 10 MG/5 ML (2 MG/ML) SYRUP,Syrup,5,Cup,14.27
MIDAZOLAM 2 MG/ML SYRUP,Syrup,1,Syringe,3.92
MIDAZOLAM 2 MG/ML SYRUP,Syrup,1,Syringe,5.48
MIDAZOLAM 2 MG/ML SYRUP,Syrup,118,Bottle,645.52
MIDAZOLAM 2 MG/ML SYRUP (PEDIATRIC),Syrup,118,Bottle,645.52
MIDAZOLAM 5 MG/ML IN SODIUM CHLORIDE 0.9% 100 ML INFUSION,Solution,100,Bag,54.25
MIDAZOLAM 5 MG/ML INJECTION SOLUTION,Solution,1,Vial,3.54
MIDAZOLAM 5 MG/ML INJECTION SOLUTION,Solution,10,Vial,6.23
MIDAZOLAM 5 MG/ML INJECTION SOLUTION,Solution,5,Vial,12.17
MIDAZOLAM 5 MG/ML INJECTION SOLUTION,Solution,10,Vial,20.65
MIDAZOLAM 5 MG/ML INJECTION SOLUTION,Solution,10,Vial,21.49
MIDAZOLAM 5 MG/ML INJECTION SOLUTION,Solution,10,Vial,24.15
MIDAZOLAM 5 MG/ML INJECTION SOLUTION,Solution,10,Vial,35
MIDODRINE 2.5 MG TABLET,tablet,50,BLIST PACK,1.95
MIDODRINE 2.5 MG TABLET,tablet,100,BLIST PACK,2.17
MIDODRINE 2.5 MG TABLET,tablet,100,Bottle,2.35
MIDODRINE 2.5 MG TABLET,tablet,1,BLIST PACK,3
MIDODRINE 2.5 MG TABLET,tablet,100,BLIST PACK,3.43
MIDODRINE 2.5 MG TABLET,tablet,50,BLIST PACK,3.89
MIDODRINE 2.5 MG TABLET,tablet,100,Bottle,4.1
MIDODRINE 2.5 MG TABLET,tablet,100,BLIST PACK,4.34
MIDODRINE 2.5 MG TABLET,tablet,100,Bottle,4.69
MIDODRINE 2.5 MG TABLET,tablet,1,BLIST PACK,6
MIDODRINE 2.5 MG TABLET,tablet,100,BLIST PACK,6.85
MIDODRINE 2.5 MG TABLET,tablet,50,BLIST PACK,7.77
MIDODRINE 2.5 MG TABLET,tablet,100,Bottle,8.2
MIDODRINE 2.5 MG TABLET,tablet,100,BLIST PACK,8.67
MIDODRINE 2.5 MG TABLET,tablet,100,Bottle,9.37
MIDODRINE 2.5 MG TABLET,tablet,1,BLIST PACK,11.99
MIDODRINE 2.5 MG TABLET,tablet,100,BLIST PACK,13.7
MIDODRINE 2.5 MG TABLET,tablet,100,Bottle,16.4
MIFEPRISTONE 200 MG TABLET,tablet,3,BLIST PACK,630
MIFEPRISTONE 200 MG TABLET,tablet,3,BLIST PACK,945
MILRINONE 1 MG/ML INTRAVENOUS BOLUS,Solution,10,Vial,15.82
MILRINONE 1 MG/ML INTRAVENOUS BOLUS,Solution,20,Vial,26.32
MILRINONE 1 MG/ML INTRAVENOUS BOLUS,Solution,20,Vial,55.72
MILRINONE 1 MG/ML INTRAVENOUS SOLUTION,Solution,10,Vial,15.82
MILRINONE 1 MG/ML INTRAVENOUS SOLUTION,Solution,20,Vial,26.32
MILRINONE 1 MG/ML INTRAVENOUS SOLUTION,Solution,20,Vial,55.72
MILRINONE 20 MG/100 ML(200 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS PIGGYBK,Piggyback,100,Bag,39.55
MILRINONE 20 MG/100 ML(200 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS PIGGYBK,Piggyback,100,Bag,56.35
MILRINONE 20 MG/100 ML(200 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS PIGGYBK,Piggyback,100,Bag,78.05
MILRINONE IN DEXTROSE 5% INFUSION 200 MCG/ML,Piggyback,1,,52.92
MINERAL OIL,Oil,10,Vial,45.47
MINERAL OIL ENEMA,Enema,133,SQUEEZ BTL,4.19
MINERAL OIL ENEMA,Enema,135,SQUEEZ BTL,5.2
MINERAL OIL ENEMA,Enema,133,SQUEEZ BTL,7.45
MINERAL OIL ORAL,Oil,30,BLIST PACK,1.79
MINOCYCLINE 100 MG CAPSULE,capsule,50,Bottle,0.52
MINOCYCLINE 100 MG CAPSULE,capsule,50,Bottle,0.78
MINOCYCLINE 100 MG CAPSULE,capsule,50,Bottle,0.79
MINOCYCLINE 100 MG CAPSULE,capsule,50,Bottle,1.04
MINOCYCLINE 100 MG CAPSULE,capsule,50,Bottle,1.18
MINOCYCLINE 100 MG CAPSULE,capsule,50,Bottle,1.57
MINOCYCLINE 100 MG CAPSULE,capsule,1,BLIST PACK,1.88
MINOCYCLINE 100 MG CAPSULE,capsule,1,BLIST PACK,2.81
MINOCYCLINE 100 MG CAPSULE,capsule,1,BLIST PACK,3.75
MINOCYCLINE 100 MG INTRAVENOUS SOLUTION,Recon Soln,1,Vial,530.24
MINOCYCLINE 100 MG INTRAVENOUS SOLUTION,Recon Soln,1,Vial,"1,060.47"
MINOCYCLINE HCL (BULK) POWDER,Powder,1,Jar,282.42
MINOXIDIL 10 MG TABLET,tablet,100,Bottle,0.37
MINOXIDIL 10 MG TABLET,tablet,100,Bottle,0.74
MINOXIDIL 10 MG TABLET,tablet,100,Bottle,1.48
MINOXIDIL 2.5 MG TABLET,tablet,100,Bottle,0.31
MINOXIDIL 2.5 MG TABLET,tablet,100,Bottle,0.62
MINOXIDIL 2.5 MG TABLET,tablet,100,Bottle,0.68
MINOXIDIL 2.5 MG TABLET,tablet,100,Bottle,1.24
MINOXIDIL 2.5 MG TABLET,tablet,100,Bottle,1.35
MINOXIDIL 2.5 MG TABLET,tablet,100,Bottle,2.69
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,0.18
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,0.26
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,0.35
MIRTAZAPINE 15 MG TABLET,tablet,1,BLIST PACK,0.4
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,0.47
MIRTAZAPINE 15 MG TABLET,tablet,30,Bottle,0.48
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,0.51
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,0.7
MIRTAZAPINE 15 MG TABLET,tablet,1,BLIST PACK,0.79
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,0.84
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,0.94
MIRTAZAPINE 15 MG TABLET,tablet,30,Bottle,0.95
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,1.02
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,1.05
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,1.53
MIRTAZAPINE 15 MG TABLET,tablet,1,BLIST PACK,1.58
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,1.67
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,1.88
MIRTAZAPINE 15 MG TABLET,tablet,30,Bottle,1.89
MIRTAZAPINE 15 MG TABLET,tablet,1,BLIST PACK,2.37
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,2.82
MIRTAZAPINE 15 MG TABLET,tablet,30,Bottle,2.83
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,3.34
MIRTAZAPINE 15 MG TABLET,tablet,100,BLIST PACK,5
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,0.37
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,0.47
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,0.74
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,0.94
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,1.48
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,1.88
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,2.96
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,3.32
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,3.76
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,6.63
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,8.87
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,11.28
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,13.25
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,14.77
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,18.8
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,26.49
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,79.47
MISOPROSTOL 100 MCG TABLET,tablet,60,Bottle,132.44
MISOPROSTOL 200 MCG TABLET,tablet,60,Bottle,1.36
MISOPROSTOL 200 MCG TABLET,tablet,100,Bottle,1.36
MISOPROSTOL 200 MCG TABLET,tablet,100,BLIST PACK,1.98
MISOPROSTOL 200 MCG TABLET,tablet,60,Bottle,2.71
MISOPROSTOL 200 MCG TABLET,tablet,100,Bottle,2.71
MISOPROSTOL 200 MCG TABLET,tablet,1,BLIST PACK,2.8
MISOPROSTOL 200 MCG TABLET,tablet,100,BLIST PACK,3.95
MISOPROSTOL 200 MCG TABLET,tablet,1,BLIST PACK,5.6
MISOPROSTOL 25 MCG SPLIT TAB,tablet,1,BLIST PACK,0.88
MISOPROSTOL 50 MCG SPLIT TAB,tablet,1,BLIST PACK,1.34
MITOMYCIN 0.2 MG OPHTHALMIC KIT,Kit,1,KIT,"1,256.50"
MITOMYCIN 0.2 MG OPHTHALMIC KIT,Kit,1,KIT,"1,256.50"
MITOMYCIN 0.4 MG/ML OPHTHALMIC INJECTION,"soln&soln recon,sequential",2,Vial,38.89
MITOMYCIN 20 MG INTRAVENOUS SOLUTION,Recon Soln,1,Vial,"1,490.48"
MITOMYCIN 40 MG INTRAVENOUS SOLUTION,Recon Soln,1,Vial,"2,980.85"
MITOMYCIN 5 MG INTRAVENOUS SOLUTION,Recon Soln,1,Vial,573.72
"MITOXANTRONE 2 MG/ML CONCENTRATE,INTRAVENOUS",Concentrate,10,Vial,416.36
MODAFINIL 100 MG TABLET,tablet,30,Bottle,5.79
MODAFINIL 100 MG TABLET,tablet,30,Bottle,8.45
MODAFINIL 100 MG TABLET,tablet,30,Bottle,11.58
MODAFINIL 100 MG TABLET,tablet,30,Bottle,16.9
MODAFINIL 100 MG TABLET,tablet,30,BLIST PACK,21.18
MODAFINIL 100 MG TABLET,tablet,1,BLIST PACK,39.83
MODAFINIL 100 MG TABLET,tablet,30,BLIST PACK,42.35
MODAFINIL 100 MG TABLET,tablet,1,BLIST PACK,79.66
MODAFINIL 100 MG TABLET,tablet,30,Bottle,110.98
MODAFINIL 100 MG TABLET,tablet,30,Bottle,221.95
MONTELUKAST 10 MG TABLET,tablet,100,BLIST PACK,0.99
MONTELUKAST 10 MG TABLET,tablet,100,BLIST PACK,1.75
MONTELUKAST 10 MG TABLET,tablet,100,BLIST PACK,2.14
MONTELUKAST 10 MG TABLET,tablet,1,BLIST PACK,2.14
MONTELUKAST 10 MG TABLET,tablet,100,BLIST PACK,3.1
MONTELUKAST 10 MG TABLET,tablet,30,Bottle,3.36
MONTELUKAST 10 MG TABLET,tablet,30,Bottle,8.67
MONTELUKAST 10 MG TABLET,tablet,90,Bottle,12.56
MONTELUKAST 4 MG CHEWABLE TABLET,"tablet, chewable",30,Bottle,2.02
MONTELUKAST 4 MG CHEWABLE TABLET,"tablet, chewable",50,BLIST PACK,2.32
MONTELUKAST 4 MG CHEWABLE TABLET,"tablet, chewable",30,Bottle,2.53
MONTELUKAST 4 MG CHEWABLE TABLET,"tablet, chewable",50,BLIST PACK,2.9
MONTELUKAST 4 MG CHEWABLE TABLET,"tablet, chewable",1,BLIST PACK,3.67
MONTELUKAST 4 MG CHEWABLE TABLET,"tablet, chewable",90,Bottle,4.38
MONTELUKAST 4 MG CHEWABLE TABLET,"tablet, chewable",1,BLIST PACK,4.58
MONTELUKAST 4 MG CHEWABLE TABLET,"tablet, chewable",90,Bottle,5.47
MONTELUKAST 4 MG CHEWABLE TABLET,"tablet, chewable",30,Bottle,21.78
MONTELUKAST 4 MG CHEWABLE TABLET,"tablet, chewable",30,Bottle,27.22
MONTELUKAST 5 MG CHEWABLE TABLET,"tablet, chewable",100,BLIST PACK,2.27
MONTELUKAST 5 MG CHEWABLE TABLET,"tablet, chewable",90,Bottle,2.69
MONTELUKAST 5 MG CHEWABLE TABLET,"tablet, chewable",100,BLIST PACK,2.84
MONTELUKAST 5 MG CHEWABLE TABLET,"tablet, chewable",30,Bottle,2.92
MONTELUKAST 5 MG CHEWABLE TABLET,"tablet, chewable",90,Bottle,3.36
MONTELUKAST 5 MG CHEWABLE TABLET,"tablet, chewable",30,Bottle,3.64
MORPHINE (PF) 0.5 MG/ML INJECTION SOLUTION,Solution,10,AMPUL,21.07
MORPHINE (PF) 1 MG/ML INJECTION SOLUTION,Solution,10,Vial,21.95
MORPHINE (PF) 1 MG/ML INJECTION SOLUTION,Solution,10,AMPUL,56.07
MORPHINE (PF) 1 MG/ML INJECTION SOLUTION,Solution,10,AMPUL,60.62
MORPHINE (PF) 10 MG/ML INJECTION SOLUTION,Solution,20,AMPUL,455
MORPHINE (PF) 25 MG/ML INJECTION SOLUTION,Solution,20,AMPUL,"1,091.58"
MORPHINE 0.4 MG/ML ORAL LIQUID (NEONATE),Solution,1,Syringe,0.14
MORPHINE 1 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS,Solution,100,Bag,44.8
MORPHINE 10 MG/5 ML ORAL SOLUTION,Solution,5,Cup,2.23
MORPHINE 10 MG/5 ML ORAL SOLUTION,Solution,5,Cup,4.76
MORPHINE 10 MG/5 ML ORAL SOLUTION,Solution,50,Bottle,47.25
MORPHINE 10 MG/5 ML ORAL SOLUTION,Solution,500,Bottle,98
MORPHINE 150 MG/30 ML (5 MG/ML) IN 0.9 % SOD. CHLORIDE IV PCA SYRINGE,Pt Controlled Analgesia Syring,30,Syringe,110.25
MORPHINE 150 MG/30 ML (5 MG/ML) IN NS IV CCO SYRINGE,Pt Controlled Analgesia Syring,30,Syringe,110.25
MORPHINE 2 MG/ML INJECTION SYRINGE,Syringe,1,Syringe,8.57
MORPHINE 2 MG/ML INJECTION SYRINGE (NAS ONLY),Syringe,1,Syringe,8.57
MORPHINE 2 MG/ML INJECTION SYRINGE (PEDIATRIC),Syringe,1,Syringe,8.57
MORPHINE 2 MG/ML INTRAVENOUS CARTRIDGE,Cartridge,1,Cartridge,6.01
MORPHINE 30 MG/30 ML (1 MG/ML) IN 0.9 % SODIUM CHLORIDE IV PCA SYRINGE,Pt Controlled Analgesia Syring,30,Syringe,78.75
MORPHINE 30 MG/30 ML (1 MG/ML) IN 0.9% SODIUM CHLORIDE IV CCO SYRINGE,Pt Controlled Analgesia Syring,30,Syringe,78.75
MORPHINE 300 MG/30 ML (10 MG/ML) IN NS IV CCO SYRINGE,Solution,30,Syringe,11.55
MORPHINE 300 MG/30 ML (10 MG/ML) IN NS IV PCA SYRINGE,,30,Syringe,11.55
MORPHINE 4 MG/ML INJECTION SOLUTION,Solution,1,Vial,9.21
MORPHINE 4 MG/ML INTRAVENOUS SOLUTION,Solution,1,Vial,6.09
MORPHINE 4 MG/ML INTRAVENOUS SOLUTION,Solution,1,Vial,6.59
MORPHINE 5 MG/ML IN SODIUM CHLORIDE 0.9% 100 ML INFUSION,,100,Bag,560.7
MORPHINE 5 MG/ML INJECTION SOLUTION,Solution,1,Vial,3.47
MORPHINE 50 MG/ML INTRAVENOUS SOLUTION,Solution,20,Vial,37.1
MORPHINE 50 MG/ML INTRAVENOUS SOLUTION,Solution,50,Vial,79.63
MORPHINE 8 MG/ML INJECTION SOLUTION,Solution,1,Vial,3.63
MORPHINE 8 MG/ML INJECTION SOLUTION,Solution,1,Vial,3.63
MORPHINE 8 MG/ML INJECTION SOLUTION,Solution,1,Vial,3.63
MORPHINE 8 MG/ML INJECTION SOLUTION,Solution,1,Vial,3.63
MORPHINE 8 MG/ML INJECTION SOLUTION,Solution,1,Vial,3.63
MORPHINE 8 MG/ML INJECTION SOLUTION,Solution,1,Vial,3.92
MORPHINE 8 MG/ML INJECTION SOLUTION,Solution,1,Vial,3.92
MORPHINE 8 MG/ML INJECTION SOLUTION,Solution,1,Vial,3.92
MORPHINE 8 MG/ML INJECTION SOLUTION,Solution,1,Vial,3.92
MORPHINE 8 MG/ML INJECTION SOLUTION,Solution,1,Vial,3.92
MORPHINE 8 MG/ML INJECTION SOLUTION,Solution,1,Vial,7.25
MORPHINE 8 MG/ML INJECTION SOLUTION,Solution,1,Vial,7.84
MORPHINE 8 MG/ML INTRAVENOUS CARTRIDGE,Cartridge,1,Cartridge,5.83
MORPHINE CONCENTRATE 100 MG/5 ML (20 MG/ML) ORAL SOLUTION,Solution,0.25,Syringe,0.62
MORPHINE CONCENTRATE 100 MG/5 ML (20 MG/ML) ORAL SOLUTION,Solution,0.25,Syringe,1.23
MORPHINE CONCENTRATE 100 MG/5 ML (20 MG/ML) ORAL SOLUTION,Solution,0.25,Syringe,1.84
MORPHINE CONCENTRATE 100 MG/5 ML (20 MG/ML) ORAL SOLUTION,Solution,0.25,Syringe,2.45
"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,1.3
"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,1.73
"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,2.6
"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,3.45
"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,5.19
"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,6.9
"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,8.65
"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,11.49
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,1.82
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,2.14
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,2.94
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,1,BLIST PACK,2.94
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,3.63
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,4.28
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,5.87
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,1,BLIST PACK,5.88
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,7.26
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,8.56
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,11.74
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,1,BLIST PACK,11.76
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,12.09
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,14.26
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,19.56
"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",tablet extended release,1,BLIST PACK,19.6
"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,1.4
"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,1.83
"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,2.8
"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,3.66
"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,5.6
"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,7.31
"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,9.33
