Item ID,Item Description, Item Charge 
4432640,Cefixime 400 MG CAP, $183.89 
4432641,Esomeprazole 40 MG VIAL, $84.84 
4432643,Ramucirumab 500 MG/50 ML VIAL," $15,834.85 "
4432644,Ramucirumab 100 MG/10 ML VIAL," $3,166.97 "
4432645,"ZOLMitriptan, Oral Disintegrat 2.5 MG TAB", $51.12 
4432646,Vilazodone 10 MG TAB, $66.27 
4432647,Docosanol 2 GM TUBE, $159.39 
4432649,Furosemide Soln 40 MG/5 ML 500MLBTL, $5.00 
4432650,Paliperidone ER Inj Susp 39 MG/0.25 ML SYR," $3,270.57 "
4432651,Paliperidone ER Inj Susp 78 MG/0.5 ML SYR," $1,448.41 "
4432652,Paliperidone ER Inj Susp 117 MG/0.75 ML SYR," $2,364.12 "
4432653,Levonorgestrel 1.5 MG TAB, $299.04 
4432655,Pegfilgrastim 6 MG/0.6 ML INJECTOR," $10,746.06 "
4432656,Pembrolizumab 100 MG/4 ML VIAL," $13,269.61 "
4432657,Sod Picosulf/Mag Ox/Citric Aci 1 PACKET PKT, $513.74 
4432658,Potassium Gluconate 595 MG CAP, $5.00 
4432659,Mycophenolate Susp 200 MG/ML ML, $51.84 
4432661,Calcium gluconate 2.5% gel 25 GM TUBE, $228.32 
4432663,Darbepoetin Alfa 25 MCG/0.42 ML SYR," $1,700.98 "
4432664,Darbepoetin Alfa 40 MCG/0.4 ML SYR," $2,814.09 "
4432665,Phenylephrine 2.5% Ophth Drops 2 ML BOT, $246.80 
4432666,Emtricitabine 200 MG CAP, $142.59 
4432667,Nivolumab 40 MG VIAL," $2,993.25 "
4432669,Nivolumab 100 MG VIAL," $7,483.16 "
4432674,Mycophenolate Susp 250 MG/1.25 ML ORAL.SYRIN, $64.88 
4432675,Levocetirizine 5 MG TAB, $0.50 
4432676,Zidovudine Syrup 10 MG/1 ML ORAL.SYRIN, $5.00 
4432677,Benzocaine/Menthol 60 ML AER, $34.48 
4432678,Nevirapine Susp 6 MG/0.6 ML ORAL.SYRIN, $5.00 
4432679,Mirabegron ERT 25 MG TAB.SA, $93.70 
4432680,Cangrelor 50 MG VIAL," $1,571.24 "
4432681,Linaclotide 145 MCG CAP, $103.17 
4432685,Griseofulvin Microsize Susp 125 MG/5 ML UDCUP, $15.92 
4432686,Phenylephrine 400 MCG/10 ML SYR, $52.92 
4432687,Cyclophosphamide 25 MG CAP, $38.67 
4432691,AA 4.25%/D25W 1000 ML BAG, $279.40 
4432692,Nevirapine 50 MG/5 ML 240MLBTL, $595.84 
4432693,Lanreotide 120 MG/0.5 ML SYR," $16,090.60 "
4432694,Tacrolimus 0.5 MG CAP, $5.00 
4432695,Lidocaine 2% (Pres. Free) 2 ML VIAL, $20.00 
4432696,Paliperidone ERT 1.5 MG TAB.SA, $75.38 
4432697,Immune Globulin 5000 MG/50 ML VIAL," $3,200.00 "
4432698,Vortioxetine 10 MG TAB, $99.79 
4432704,Ceftolozane/Tazobactam 1500 MG VIAL," $1,001.68 "
4432705,Ceftazidime/Avibactam 2500 MG VIAL," $2,933.70 "
4432710,Sacubitril/Valsartan 1 TAB TAB, $53.41 
4432711,Isoxsuprine 10 MG TAB, $5.85 
4432712,Anti-Inhibitor Coagulant Comp. 500 NOMIN.UNIT VIAL," $1,743.00 "
4432713,Sacubitril/Valsartan 1 TAB TAB, $61.15 
4432714,Sacubitril/Valsartan 1 TAB TAB, $53.41 
4432715,Morphine Soln 0.2 MG/0.5 ML ORAL.SYRIN, $5.00 
4432716,Dihydroergotamine 1 MG/ML AMP, $738.06 
4432718,EPINEPHrine (Epipen) 0.3 MG/0.3 ML SYR," $1,353.75 "
4432720,lamoTRIgine ERT 25 MG TAB.SA, $25.08 
4432721,lamoTRIgine ERT 100 MG TAB.SA, $38.56 
4432722,Brompheniramin/Pseudoephedrine 1 ML ML, $5.00 
4432723,Juvederm Ultra XC 24 MG/ML DISP.SYR," $6,235.80 "
4432725,Elotuzumab 300 MG VIAL," $5,379.56 "
4432726,Elotuzumab 400 MG VIAL," $7,172.71 "
4432727,Tirofiban 5 MG/NS 50 MCG/ML BAG," $1,709.16 "
4432728,Tirofiban 12.5 MG/NS 50 MCG/ML BAG," $3,579.03 "
4432729,Hyaluronidase 150 UNITS/1 ML VIAL, $319.49 
4432730,Diltiazem 50 MG/10 ML VIAL, $21.49 
4432731,Idarucizumab 2500 MG/50 ML VIAL," $3,884.48 "
4432732,Anti-Inhibitor Coagulant Comp. 1000 NOMIN.UNIT VIAL," $3,688.38 "
4432733,Aluminum Acetate 1 PKT PKT, $5.00 
4432735,Anti-Inhibitor Coagulant Comp. 2500 NOMIN.UNIT VIAL," $9,488.16 "
4432736,HYDROmorphone PCA 12 MG/60 ML SYR, $326.82 
4432737,Morphine PCA 55 MG/55 ML SYR, $340.60 
4432738,Meperidine PCA 550 MG/55 ML SYR, $833.04 
4432739,Eculizumab 300 MG/30 ML VIAL," $18,615.99 "
4432740,Iohexol 52.5 GM/150 ML VIAL, $132.34 
4432741,Balsam Peru/Castor Oil Oint 60 GM TUBE, $143.60 
4432742,Granulderm Spr 56.7 GM AER, $76.08 
4432744,Dapsone 100 MG TAB, $22.32 
4432746,Cetacaine Spray 20 GM AER, $440.16 
4432747,Bendamustine 100 MG/4 ML VIAL," $6,640.23 "
4432748,Daratumumab 100 MG/5 ML VIAL," $1,455.03 "
4432749,Daratumumab 400 MG/20 ML VIAL," $5,820.12 "
4432750,"clonazePAM, Oral Disintegrate 0.125 MG TAB.SOL", $5.00 
4432751,"clonazePAM, Oral Disintegrate 0.25 MG TAB.SOL", $5.00 
4432753,"clonazePAM, Oral Disintegrate 0.5 MG TAB.SOL", $5.00 
4432754,"clonazePAM, Oral Disintegrate 1 MG TAB.SOL", $5.00 
4432756,"clonazePAM, Oral Disintegrate 2 MG TAB.SOL", $5.00 
4432757,Amphotericin B Liposome 50 MG VIAL, $660.82 
4432758,Fluconazole 2 MG/ML BTL, $71.25 
4432759,diphenhydrAMINE 500 MG/10 ML VIAL, $143.17 
4432760,Miconazole 2% Top. Cr 120 GM TUBE, $9.36 
4432761,Sugammadex 200 MG/2 ML VIAL, $902.45 
4432762,Sugammadex 500 MG/5 ML VIAL," $1,652.95 "
4432763,Docusate Sodium Liquid 10 MG/1 ML ML, $5.00 
4432766,Neostigmine 1:1000 3 MG/3 ML SYR, $249.09 
4432767,Promethazine VC Syrup 120 ML BOT, $231.52 
4432768,Promethazine/Phenylephrine/Cod 1 ML ML, $5.00 
4432770,Promethazine Syrup 6.25 MG/5 ML 120MLBTL, $19.52 
4432771,Rivastigmine Patch 13.3 MG/24 HR PATCH, $62.22 
4432773,Dimethyl Sulfoxide Top. Soln 50 ML BOT," $1,195.91 "
4432774,Tromethamine 500 ML BOT," $2,248.10 "
4432775,"Mening Vac A,C,Y,W-135 Dip/Pf 0.5 ML VIAL", $869.17 
4432777,"Mening Vac A,C,Y,W-135 Dip/Pf 0.5 ML VIAL"," $1,059.35 "
4432778,Spironolact/Hydrochlorothiazid 1 TAB TAB, $7.84 
4432779,Spironolactone 25 MG TAB, $5.00 
4432780,Dexlansoprazole ERC 30 MG CAP.SA, $64.48 
4432783,Diphenoxylate/Atropine 1 TAB TAB, $5.00 
4432788,ARIPiprazole LAUROXIL 882 MG/3.2 ML SUSER.SYR," $5,112.85 "
4432789,Paliperidone ER Inj Susp 410 MG/1.315 ML SUSER.SYR," $6,772.02 "
4432790,Paliperidone ER Inj Susp 546 MG/1.75 ML SUSER.SYR," $9,029.69 "
4432791,Paliperidone ER Inj Susp 819 MG/2.625 ML SUSER.SYR," $13,544.20 "
4432792,Methadone Soln 0.3 MG/1.5 ML ORAL.SYRIN, $5.00 
4432793,ARIPiprazole 300 MG SUSER.SYR," $2,833.26 "
4432794,ARIPiprazole 400 MG SUSER.SYR," $4,534.19 "
4432795,ARIPiprazole LAUROXIL 441 MG/1.6 ML SUSER.SYR," $2,556.46 "
4432796,ARIPiprazole LAUROXIL 662 MG/2.4 ML SUSER.SYR," $3,837.52 "
4432797,Thioridazine 10 MG TAB, $5.00 
4432798,Thioridazine 100 MG TAB, $7.63 
4432799,Thioridazine 50 MG TAB, $6.70 
4432802,DACTINomycin 500 MCG VIAL," $3,478.71 "
4432803,Dacarbazine 100 MG VIAL, $50.00 
4432806,Lidocaine 4% Cream 15 GM TUBE, $115.60 
4432809,Thyroid 15 MG TAB, $5.00 
4432810,Thyroid 120 MG TAB, $9.53 
4432811,Belinostat 500 MG VIAL," $4,636.01 "
4432818,Amphetamine/Dextroamphetamine 10 MG CAP.SA, $11.32 
4432820,Sincalide 5 MCG VIAL, $957.89 
4432821,fentaNYL 50 MCG/HR Patch 1 PATCH PATCH, $12.71 
4432824,Filgrastim 300 MCG/0.5 ML DISP.SYR," $1,566.08 "
4432826,Lisdexamfetamine 10 MG CAP, $27.36 
4432827,Lisdexamfetamine 20 MG CAP, $27.36 
4432830,Lisdexamfetamine 30 MG CAP, $27.36 
4432831,fentaNYL 100 MCG/HR Patch 1 PATCH PATCH, $22.11 
4432832,Lisdexamfetamine 40 MG CAP, $27.36 
4432833,Lisdexamfetamine 50 MG CAP, $27.36 
4432834,Lisdexamfetamine 60 MG CAP, $27.36 
4432835,Lisdexamfetamine 70 MG CAP, $27.36 
4432836,Eucerin Cr 454 GM JAR, $40.80 
4432837,Morphine 250 MG/10 ML VIAL, $169.00 
4432838,Morphine 5 MG/ML SYR, $49.14 
4432842,Irinotecan Liposome 43 MG/10 ML VIAL," $5,587.95 "
4432843,Sodium Chloride 3% 4 ML AMPUL.NEB., $5.00 
4432844,ARIPiprazole 400 MG SUSER.VIAL," $4,534.19 "
4432845,Estradiol Valerate 50 MG/5 ML VIAL," $1,007.10 "
4432846,Ethanol Inj 1 ML AMP, $90.35 
4432847,Methylene Blue 50 MG/10 ML AMP," $1,525.80 "
4432848,Tolnaftate 1% Cr 15 GM TUBE, $10.91 
4432849,Tirofiban 3750 MCG/15 ML VIAL," $1,295.80 "
4432850,Tolnaftate 1% Powder 45 GM JAR, $15.47 
4432851,Dabigatran 110 MG CAP, $38.58 
4432852,Eucalyptus Oil 30 ML BTL, $81.76 
4432853,hydrALAZINE 20 MG/ML VIAL, $21.85 
4432854,Physostigmine 2 MG/2 ML AMP, $370.60 
4432855,Ferric Subsulfate Top. Soln 500 ML BOT, $254.64 
4432856,Ticagrelor 60 MG TAB, $46.82 
4432857,D 25% Water 500 ML BAG, $117.90 
4432858,Estradiol Cypionate 25 MG/5 ML VIAL, $727.99 
4432859,Estradiol Valerate 100 MG/5 ML VIAL, $848.54 
4432860,Tetracaine 0.5% Ophth Drops 5 ML BOT, $201.44 
4432861,HYDROmorphone 500 MG/50 ML VIAL," $2,425.02 "
4432862,Potassium Chloride 20 MEQ/10 ML VIAL, $20.00 
4432863,Potassium Chloride 40 MEQ/20 ML VIAL, $20.00 
4432864,Etodolac 300 MG CAP, $7.81 
4432865,Orphenadrine 60 MG/2 ML AMP, $76.00 
4432866,Siltuximab 100 MG VIAL," $2,597.72 "
4432868,Siltuximab 400 MG VIAL," $10,390.92 "
4432870,Rho(D) Immune Globulin 300 MCG SYR," $1,184.94 "
4432871,Erythromycin Ophth Oint 3.5 GM TUBE, $57.44 
4432872,DOBUTamine 1000 MG/D5W 4000 MCG/ML BAG, $129.39 
4432873,Atezolizumab 1200 MG/20 ML VIAL," $25,344.17 "
4432875,Miconazole 2% Powder 70 GM JAR, $48.70 
4432877,Tenofovir Alafenamide 25 MG TAB, $266.48 
4432878,Elvitegravir/Cobi/Emtric/Tenof 1 TAB TAB, $736.00 
4432879,Efavirenz 600 MG TAB, $261.92 
4432880,Dolutegravir 50 MG TAB, $410.24 
4432881,Lidocaine 4% (Pres. Free) 5 ML AMP, $31.45 
4432885,Triamterene 100 MG CAP, $76.72 
4432887,Iron Dextran Complex 100 MG/2 ML VIAL, $342.57 
4432888,Amiodarone 100 MG TAB, $18.48 
4432890,Anticoagulant Citrate Dextrose 500 ML BAG, $254.10 
4432891,Trastuzumab 150 MG VIAL," $4,447.58 "
4432892,"ceFAZolin 3,000 MG / 30 MG/ML BAG", $20.24 
4432893,Ferrous Sulfate EC 325 MG TAB.EC, $5.00 
4432894,Ivabradine 5 MG TAB, $54.98 
4432896,"Vancomycin 1,500 MG / 6 MG/ML BAG", $298.87 
4432898,"Vancomycin 2,000 MG / 4 MG/ML BAG", $398.43 
4432899,Valrubicin 200 MG VIAL," $3,239.54 "
4432900,Sugammadex 200 MG/2 ML DHA.SYR, $902.45 
4432901,Erythromycin Ethyl. Susp 400 MG/5 ML 100MLBTL, $897.98 
4432903,Rilpivirine 25 MG TAB, $258.24 
4432904,Levalbuterol Neb. Soln 1.25 MG/3 ML DROPERETTE, $12.72 
4432905,"Vancomycin 1,250 MG/ 5 MG/ML BAG", $44.46 
4432906,Bethanechol 10 MG TAB, $5.00 
4432907,Bethanechol 25 MG TAB, $5.00 
4432908,Erythromycin 2% Top. Soln 60 ML BOT, $260.64 
4432912,Multivitamin Therapeutic Liq. 15 ML UDCUP, $5.00 
4432913,Scopolamine 1 MG/3 DAY Patch 1 PATCH PATCH, $135.60 
4432918,Thrombin Top. Spray 5000 UNIT KIT, $456.80 
4432920,Acidophilus/Bulgaricus 1 TAB CHEWTAB, $5.00 
4432925,AA 2%-D5W-Calcium Gluc-Heparin 1 ML/ML BAG, $460.75 
4432926,AA 2%-D10-Calcium Gluc-Heparin 1 ML/ML BAG, $461.70 
4432927,Morphine Supp 10 MG SUPP, $15.35 
4432929,Miconazole 200 MG Supp 200 MG/SUPP KIT, $94.03 
4432930,Durvalumab 120 MG/2.4 ML VIAL," $2,400.65 "
4432931,Durvalumab 500 MG/10 ML VIAL," $10,002.66 "
4432934,Trace Metals 10 ML VIAL, $86.45 
4432939,D50W 50 ML VIAL, $24.42 
4432941,"Tuberculin, PPD 5 UNITS/0.1 ML SYRINGE", $50.73 
4432943,Sodium Hyaluronate 5.5 MG/0.55 ML SYR, $646.00 
4432945,Acetaminophen/Codeine 1 TAB TAB, $5.00 
4432952,HYDROmorphone 0.5 MG/1 ML SYR, $130.78 
4432953,Olaratumab 190 MG/19 ML VIAL," $2,610.90 "
4432954,Olaratumab 500 MG/50 ML VIAL," $6,870.77 "
4432955,PENTobarbital 2500 MG/50 ML VIAL," $48,056.06 "
4432958,Hemin 350 MG VIAL," $15,641.85 "
4432960,Preparation H Supp 1 SUPP SUPP, $0.60 
4432961,HYDROmorphone 0.5 MG/0.5 ML SYR, $71.24 
4432962,Nivolumab 240 MG/24 ML VIAL," $17,959.56 "
4432963,levETIRAcetam 1500 MG / 15 MG/ML BAG, $273.63 
4432964,Spironolactone Susp 25 MG/5 ML ML, $18.32 
4432965,Simethicone Drops 40 MG/0.6 ML 30MLBTL, $14.71 
4432966,Spironolactone Susp 2.5 MG/0.5 ML ORAL.SYRIN, $9.20 
4432968,Fluorescein Sodium Ophth Strip 0.6 MG WRAP, $5.00 
4432969,Sodium Hyaluronate 8.5 MG/0.85 ML SYR, $647.05 
4432970,Lidocaine 2% W/Epi 20 ML VIAL, $20.00 
4432971,ARIPiprazole LAUROXIL 1064 MG/3.9 ML SUSER.SYR," $6,167.91 "
4432973,Lidocaine (Pres Free) 2% W/Epi 20 ML VIAL, $53.58 
4432974,Chorionic Gonadotropin 10000 UNIT VIAL," $2,311.16 "
4432975,methylTESTOSTERone 10 MG TAB, $210.74 
4432976,Poractant Alfa 1.5 ML VIAL," $3,531.53 "
4432977,Cephalexin Susp 125 MG/5 ML 200MLBTL, $110.88 
4432978,Poractant Alfa 3 ML VIAL," $6,991.43 "
4432979,AA 5%/D25W/Lytes 1000 ML BAG, $386.56 
4432980,Lidocaine (Pres Free)1.5% W/Ep 5 ML VIAL, $20.00 
4432981,Talc Sterile 3 GM VIAL," $1,034.27 "
4432982,Fluorometholone 0.1% Ophth Dr 5 ML BOT, $566.46 
4432983,Vedolizumab 300 MG VIAL," $17,401.85 "
4432984,Midostaurin 25 MG CAP, $296.92 
4432985,Simbrinza 1%-0.2% Ophth Drop 8 ML BOT," $1,195.44 "
4432986,Succinylcholine 150 MG/7.5 ML DHA.SYR, $110.49 
4432987,Arsenic Trioxide 12 MG/6 ML VIAL," $2,397.63 "
4432988,Tetracaine 0.5% Ophth Drops 4 ML UDBOT, $38.88 
4432989,Brompheniramin/Pseudoephedrine 10 ML UDCUP, $5.00 
4432990,Meperidine 50 MG TAB, $5.00 
4432991,Temazepam 7.5 MG CAP, $9.73 
4432992,Methylphenidate 10 MG TAB, $5.00 
4432993,Methylphenidate 5 MG TAB, $5.00 
4432994,Methylphenidate 20 MG TAB, $5.00 
4432995,Zolpidem 10 MG TAB, $5.00 
4432996,FLUoxetine Soln 20 MG/5 ML UDCUP, $35.06 
4432997,Nitroglycerin 0.3 MG/Hr Patch 1 PATCH PATCH, $41.98 
4432998,Atenolol 25 MG TAB, $5.00 
4432999,HYDROmorphone 4 MG TAB, $5.00 
4433000,HYDROmorphone 2 MG TAB, $5.00 
4433001,Elastomeric Reservoir Ball 400 ML PUMP.RESVR," $3,325.00 "
4433002,Fleet Enema Ped 66.6 ML BOT, $1.61 
4433003,Mineral Oil Enema 133 ML BOT, $1.66 
4433005,ceFAZolin 1000 MG VIAL, $20.00 
4433006,Phenytoin Sodium 100 MG/2 ML VIAL, $20.00 
4433007,Saxagliptin 2.5 MG TAB, $96.00 
4433008,Canagliflozin 100 MG TAB, $121.28 
4433009,Canagliflozin 300 MG TAB, $121.28 
4433010,Brexpiprazole 1 MG TAB, $289.76 
4433011,Brexpiprazole 2 MG TAB, $289.76 
4433013,Bupivacaine 0.5%/Epi 1:200000 1.8 ML SYR, $20.00 
4433014,Paregoric Liquid 1 ML ML, $5.00 
4433015,Mepolizumab 100 MG VIAL," $24,925.34 "
4433017,Sulfacetamide 10% Ophth Drops 15 ML BOT, $298.96 
4433019,Cyclopentolate 2% Ophth Drops 2 ML BOT, $91.36 
4433023,Indomethacin Supp 50 MG SUPP, $677.76 
4433026,Oxychlorsene Pwd 2 GM JAR, $48.16 
4433030,Sodium Bicarb 8.4% 50 MEQ/50 ML SYR, $92.63 
4433042,Protamine 50 MG/5 ML VIAL, $77.14 
4433046,Imipramine Pam 75 MG CAP, $34.10 
4433051,flavoxATE 100 MG TAB, $5.00 
4433052,Nystatin/Triamcinolone 15 GM TUBE, $206.75 
4433056,Coly-Mycin S Otic Susp 10 ML BOT," $1,503.60 "
4433057,Tropicamide 1% Ophth Drops 3 ML BOT, $81.26 
4433059,Neomycin/Gramicid/Polymyxin 10 ML BOT, $394.73 
4433065,Amphotericin B 50 MG VIAL, $358.63 
4433077,Felbamate 400 MG TAB, $28.24 
4433078,Felbamate 600 MG TAB, $31.22 
4433079,Felbamate Susp 600 MG/5 ML ML, $12.48 
4433086,Promethazine Supp 25 MG SUPP, $46.78 
4433087,Promethazine Supp 50 MG SUPP, $52.73 
4433094,Desogestrel/Ethinyl Estradiol 1 TAB TAB, $5.00 
4433113,Prochlorperazine Supp 25 MG SUPP, $75.83 
4433126,Acidophilus/Bulgaricus 1 PKT PKT, $11.62 
4433127,Cholestyramine Pkt 4 GM PKT, $13.74 
4433136,Aminophylline 500 MG/20 ML VIAL, $63.18 
4433138,Chlorothiazide 500 MG VIAL, $454.20 
4433147,chlorproPAMIDE 100 MG TAB, $7.52 
4433155,Warfarin 1 MG TAB, $5.00 
4433158,Phenylephrine 10 MG/ML AMP, $34.20 
4433159,Al Hydroxide/Mg Trisilicate 1 TAB CHEWTAB, $5.00 
4433165,Amantadine 100 MG CAP, $6.44 
4433172,Propylthiouracil 50 MG TAB, $5.00 
4433173,quiNIDine Gluconate ERT 324 MG TAB.SA, $54.82 
4433175,Isosorbide Mononitrate 20 MG TAB, $5.00 
4433177,Nitrofurantoin Macro 25 MG CAP, $44.54 
4433181,Trifluoperazine 5 MG TAB, $7.84 
4433187,Diphenoxylate/Atropine 60 ML BOT, $230.18 
4433191,Witch Hazel Medicated Pad 1 BOX BOX, $17.00 
4433204,Levothyroxine 150 MCG TAB, $5.00 
4433210,Benztropine 500 MCG TAB, $5.00 
4433211,Benztropine 1 MG TAB, $5.00 
4433212,Benztropine 2 MG TAB, $5.00 
4433221,ePHEDrine 50 MG/ML AMP, $605.64 
4433225,Calcium Carbonate 1.5 GM TAB, $5.00 
4433229,Norethindrone/Ethinyl Estradio 1 TAB TAB, $5.00 
4433236,HYDROcodone/Homatropine 1 ML ML, $5.00 
4433243,Furosemide 20 MG TAB, $5.00 
4433246,Bupivacaine 0.5% 50 ML VIAL, $21.57 
4433248,Bupivacaine 0.5%/Epi 50 ML VIAL, $40.95 
4433251,Nystatin/Triamcinolone 15 GM TUBE, $139.44 
4433261,Thiothixene 5 MG CAP, $22.87 
4433262,Thiothixene 10 MG CAP, $19.35 
4433272,"Estrogens, Conjugated (Equine) 300 MCG TAB", $41.68 
4433275,Phenyleph/Shark Oil/Min Oil/Pe 30 GM TUBE, $7.08 
4433294,Zinc Oxide Oint 30 GM TUBE, $16.06 
4433297,Triamcinolone 0.025% Cr 15 GM TUBE, $27.36 
4433298,Triamcinolone 0.1% Cr 15 GM TUBE, $16.91 
4433299,Metaproterenol 20 MG TAB, $7.76 
4433305,Imipramine Pam 100 MG CAP, $34.38 
4433306,Imipramine Pam 125 MG CAP, $34.16 
4433308,fentaNYL 100 MCG/2 ML AMP, $35.00 
4433309,Hydrocortisone 10 MG TAB, $5.00 
4433310,Hydrocortisone 20 MG TAB, $5.52 
4433311,Neosporin G.U. Ir 1 ML AMP, $61.75 
4433312,Gentamicin 20 MG/2 ML VIAL, $20.00 
4433313,Gentamicin 0.3% Ophth Oint 3.5 GM TUBE, $226.03 
4433314,Gentamicin 0.3% Ophth Drops 5 ML BOT, $59.36 
4433315,Dantrolene 25 MG CAP, $5.00 
4433316,Dantrolene 100 MG CAP, $9.90 
4433327,Norethindrone-Ethin Estradiol 1 TAB TAB, $6.00 
4433331,Metolazone 5 MG TAB, $12.74 
4433332,Nitroprusside 50 MG VIAL, $149.74 
4433351,AMOXicillin 500 MG CAP, $5.00 
4433352,AMOXicillin 250 MG CAP, $5.00 
4433353,Amoxicillin Susp 125 MG/5 ML 150MLBTL, $15.76 
4433355,Amoxicillin Susp 250 MG/5 ML 100MLBTL, $11.58 
4433361,Neomycin/Bacitra/Polymyxin 15 GM TUBE, $11.42 
4433362,Silver Sulfadiazine 1% Cr 400 GM JAR, $351.10 
4433368,Chloraseptic Liquid 180 ML BOT, $2.21 
4433371,Allopurinol 300 MG TAB, $5.00 
4433392,Metolazone 10 MG TAB, $15.32 
4433401,Tobramycin 0.3% Op Oint 3.5 GM TUBE," $1,706.32 "
4433407,Lidocaine 1% (Pres. Free) 2 ML AMP, $20.00 
4433408,Lidocaine 2% 50 ML VIAL, $27.17 
4433410,Fat Emulsion 20% 500 ML BOT, $355.05 
4433412,Lidocaine 2% 10 ML VIAL, $28.79 
4433418,Cimetidine 400 MG TAB, $5.00 
4433419,Sod Polystyrene Sulfonate Susp 15 GM/60 ML BOT, $60.48 
4433421,Zinc Chloride 10 MG/10 ML VIAL, $127.30 
4433422,Potassium Acetate 40 MEQ/20 ML VIAL, $28.60 
4433425,Sodium Biphosphate 15 MM/5 ML VIAL, $117.04 
4433426,Heparin 10000 UNITS/10 ML VIAL, $20.00 
4433435,Alprostadil 500 MCG/ML AMP," $1,077.11 "
4433442,Isosorbide Dinitrate 20 MG TAB, $5.06 
4433443,Promethazine Supp 12.5 MG SUPP, $48.18 
4433445,Penicillin G Sod 5000000 UNIT VIAL, $353.05 
4433447,Furosemide 100 MG/10 ML VIAL, $20.00 
4433450,Phenoxybenzamine 10 MG CAP, $604.08 
4433456,Dexamethasone Na Phos 10 MG/ML VIAL, $20.00 
4433457,Chromic Chloride 40 MCG/10 ML VIAL, $173.66 
4433462,Balneol Lotion 90 ML BOT, $100.88 
4433472,"WATER (sterile, inj.) 1000 ML BAG", $159.00 
4433478,Hyoscyamine Elix 125 MCG/5 ML ML, $5.00 
4433480,Miconazole 100 MG Supp 100 MG/SUPP KIT, $84.48 
4433481,Clotrimazole 1% Vag Crm 45 GM TUBE, $16.82 
4433483,Heparin 100 UNITS/ML VIAL, $20.00 
4433489,Eucerin Cr 120 GM JAR, $30.02 
4433495,Hydrocortisone/Pramoxine 10 GM DISP, $608.48 
4433498,Danazol 200 MG CAP, $74.24 
4433503,Tobramycin 80 MG/2 ML VIAL, $20.00 
4433504,Tobramycin 20 MG/2 ML VIAL, $21.47 
4433511,Trimethoprim/Sulfamethoxazole 1 TAB TAB, $5.00 
4433517,Potassium Chloride ERT 8 MEQ TAB.SA, $5.00 
4433519,Potassium Chloride Pwd 20 MEQ PKT, $41.34 
4433521,Carbidopa/Levodopa 1 TAB TAB, $5.00 
4433522,Carbidopa/Levodopa 1 TAB TAB, $5.00 
4433524,Acetaminophen 500 MG TAB, $0.50 
4433529,Sennosides/Docusate Sodium 1 TAB TAB, $5.00 
4433531,Hydrocortisone/Pramoxine 10 GM DISP," $1,071.36 "
4433534,Lubricant Eye Oint (Sterile) 3.5 GM TUBE, $32.72 
4433537,Griseofulvin Ultramicrosize 125 MG TAB, $17.29 
4433539,Hydrocortisone Enema 100 MG/60 ML BOT, $29.60 
4433541,cloNIDine 100 MCG TAB, $5.00 
4433542,cloNIDine 200 MCG TAB, $5.00 
4433544,Benzocaine/Menthol 1 TAB TAB, $5.00 
4433545,Titralac Chewtab 1 TAB TAB, $5.00 
4433547,Trinsicon 1 CAP CAP, $5.00 
4433549,Betamethasone Diprop 0.05% Cr 15 GM TUBE, $225.52 
4433557,Erythromycin Ethyl 400 MG TAB, $97.04 
4433559,Terbutaline 5 MG TAB, $40.41 
4433563,Clindamycin 300 MG/2 ML VIAL, $20.00 
4433566,Flurbiprofin 0.03% Op Soln 2.5 ML BOT, $21.65 
4433568,Albumin Human 25 G/100 ML BOT, $866.69 
4433569,Albumin Human 12.5 G/250 ML BOT, $459.04 
4433610,LORazepam 2 MG TAB, $5.00 
4433615,Carbamide Peroxide 6.5% Otic 15 ML BOT, $14.29 
4433619,Erythromycin 500 MG VIAL, $608.29 
4433621,Cyclobenzaprine 10 MG TAB, $5.00 
4433622,Loperamide 2 MG CAP, $5.00 
4433625,Lactulose Syrup 10 GM/15 ML ML, $5.00 
4433627,Gelatin 1 PKT PKT," $1,789.91 "
4433631,Methazolamide 50 MG TAB, $44.80 
4433638,quiNIDine Sulfate 300 MG TAB, $5.00 
4433641,Doxepin 75 MG CAP, $10.86 
4433642,Doxepin 100 MG CAP, $10.56 
4433645,Gentamicin 800 MG/20 ML VIAL, $171.10 
4433646,Glycopyrrolate 4 MG/20 ML VIAL," $1,206.79 "
4433648,Cimetidine 300 MG TAB, $5.00 
4433658,fluPHENAZine 25 MG/10 ML VIAL, $822.04 
4433661,Zinc Sulfate 220 MG CAP, $11.90 
4433663,"Petrolatum, White Jelly 30 GM TUBE", $17.04 
4433700,Candida 1:500 0.1 ML SYRINGE, $141.74 
4433702,Salsalate 500 MG TAB, $5.00 
4433707,Ergoloid Mesylates 1 MG TAB, $36.48 
4433708,Amitrip HCl/Chlordiazepoxide 1 TAB TAB, $5.00 
4433710,Baclofen 10 MG TAB, $5.00 
4433711,Tamoxifen 10 MG TAB, $5.00 
4433712,Disopyramide 100 MG CAP, $5.00 
4433715,Calcium Carbonate 1.25 GM TAB, $5.00 
4433716,Nortriptyline 25 MG CAP, $5.00 
4433719,Multivit W/Iron (Stress) 1 TAB TAB, $5.00 
4433720,Stress-600/Zinc 1 TAB TAB, $0.50 
4433800,Hydrocortisone 2.5% Rectal Cr 30 GM TUBE, $136.39 
4433802,Sulindac 150 MG TAB, $5.00 
4433803,Sulindac 200 MG TAB, $8.10 
