MEMORIAL SLOAN KETTERING CANCER CENTER - Pricing as of 01/01/2019,,
"Hospitals are required by law to make available information about their standard charges for the items and services they provide. These standard charges do not represent what a person will actually pay for medical care at Memorial Sloan Kettering Cancer Center. They also do not reflect or represent the actual payment the hospital will receive from insurance or from patients for those services. Therefore, referring to these standard charges to determine out-of-pocket costs is misleading.",,
,,
"We can provide you with an estimate of your out-of-pocket costs before you begin treatment, so you can make the right decision for you and your family. Services or items rendered to each patient and their cost may vary because of treatment decisions, unforeseen complications, additional tests or services ordered by a doctor, and the individual’s needs. In addition, estimates may change based on a person’s contracted insurance benefits, insurance policy exclusions, maximum benefits, pending financial assistance, or pending state/federal or other aid. ",,
,,
Please note that any information that you receive is for informational purposes only and is not an offer or representation of actual pricing for services at MSK. This information is not meant to be nor should it be considered financial or medical advice. This document also may not be altered or edited in any way once downloaded.,,
,,
Code,Description,Std-Fee
SDHS00627,DERMABOND ADHESIVE T,44
SDHS00628,SHEATH URETERL ACCES,170
SDHS00629,ADAPTOR UROLOCK II,48
SDHS00630,CATH URETERAL DUAL L,121
SDHS00631,DILATOR SET RENAL AM,440
SDHS00632,DUPLOCATH,84
SDHS00633,FLOSEAL,301
SDHS00634,TUBING SUCTION DISP,50
SDHS00635,TROCAR BLUNT TIP 10M,98
SDHS00636,LIGASURE AXS ELECTRO,567
SDHS00637,CATHETER BERENSTEIN,39
SDHS00638,CATHETER NEPHROSTOMY,100
SDHS00639,CATHETER NEPHROSTOMY,100
SDHS00640,CATH URET 5F ANGTIP,92
SDHS00641,TRAY FOLEYCATH W/ UR,23
SDHS00642,CATHETER TAPER SILIC,602
SDHS00643,OSS FEMORAL BUSHING,764
SDHS00644,OSS TIBIAL BUSHING,546
SDHS00645,OSS LOCKING PIN,406
SDHS00646,OSS REINFORCED YOKE,1948
SDHS00647,OSS AXLE,832
SDHS00648,CUSA TORQUE WRENCH 2,153
SDHS00649,ANASTOMOSIS DEVICE 3,542
SDHS00650,MIDAS REX TWIST DRIL,177
SDHS00651,MIDAS REX TOOL MC254,255
SDHS00652,MIDAS REX TOOL MC30,310
SDHS00653,MIDAS REX TOOL MC16,310
SDHS00654,MIDASREX LUBRICANT/D,54
SDHS00655,DURASEAL 5 ML,2158
SDHS00656,CATH SIMPLASTIC 3 WA,31
SDHS00657,CATH SIMPLASTIC 2 WA,30
SDHS00658,DILATOR BALL WIREGUI,440
SDHS00659,ASPIRATOR ENDOSCOPIC,398
SDHS00660,PEG PONSKY PULL 20FR,712
SDHS00661,TISSUELINK BIPOLAR D,979
SDHS00662,BLADE DERMATOME,55
SDHS00663,DIALMENZ INSERTER BL,63
SDHS00664,PARIETEX MESH 25X20,2307
SDHS00665,PARIETEX COMPOSITE 3,690
SDHS00666,PARIETEX COMPOSITE 2,1518
SDHS00667,MOUNTAINEER ROD DUAL,1560
SDHS00668,MOUNTAINEER AXIAL CO,1600
SDHS00669,MOUNTAINEER WEDDING,1600
SDHS00670,MOUNTAINEER ADJ WED,850
SDHS00671,MOUNTAINR CABLCONNEC,850
SDHS00672,MOUNTAINEER J-HOOK C,1014
SDHS00673,MOUNTAINEER ROD 3.5X,550
SDHS00674,MOUNTAINEER ROD 3.5,880
SDHS00675,MOUNTAINEER ROD 3.5,800
SDHS00676,MOUNTAINEER SCREW FA,1600
SDHS00677,MOUNTAINEER SCREW FA,1600
SDHS00678,MOUNTAINEER SCREW ML,1600
SDHS00679,MOUNTAINEER SCREW ML,1600
SDHS00680,MOUNTAINEER SCREW ML,1600
SDHS00681,MOUNTAINEER SCRW LGS,1600
SDHS00682,MOUNTAINEER HHXCONNE,2200
SDHS00683,MOUNTAINR HH XCONN O,345
SDHS00684,MOUNTAINR HH XCONN I,345
SDHS00685,MOUNTAINEER SCREW IN,250
SDHS00686,MOUNTAINEER HOOK SMA,1489
SDHS00687,MOUNTAINEER HOOK LAR,1489
SDHS00688,T2 K WIRE STERILE 3M,312
SDHS00689,GUIDEWIRE BALL TIP T,602
SDHS00690,T2 GUIDEROD BALL TIP,586
SDHS00691,T2 GUIDEROD SMOOTH T,586
SDHS00692,DRILL BIT T2 AO 3.5-,492
SDHS00693,T2 SCREW TIBIA ADV C,484
SDHS00694,T2 END CAP STANDARD,494
SDHS00695,T2 END CAP 5MM-15MM,494
SDHS00696,T2 STD NAIL TIBIAL 9,4025
SDHS00697,T2 STD NAIL TIBIAL 1,4025
SDHS00698,NAIL TIBIAL STD T2 1,4025
SDHS00699,T2 SCREW COMPRESSION,503
SDHS00700,T2 SCREW FEMOR ADV C,503
SDHS00701,T2 NAIL FEMORAL 12 M,3882
SDHS00702,T2 NAIL PROXIMAL HUM,4936
SDHS00703,T2 NAIL PROXIMAL HUM,4936
SDHS00704,SCREW LOCKING T2 F/T,486
SDHS00705,SCREW LOCKING T2 F/T,494
SDHS00706,GAMMA 3 SCREW TITANI,532
SDHS00707,END CAP GAMMA 3 TITA,507
SDHS00708,SCREW LAG GAMMA 3 TI,1488
SDHS00709,GAMMA 3 NAIL TROCH 1,3647
SDHS00710,GAMMA 3 NAIL LGN 120,5417
SDHS00711,NAIL GAMMA 3 LGN 125,5417
SDHS00712,NAIL GAMMA 3 LGN 125,5762
SDHS00713,GAMMA 3 NAIL LGN 125,5762
SDHS00714,GAMMA 3 NAIL LGN 130,5417
SDHS00715,GAMMA 3 NAIL LGN 120,5417
SDHS00716,GAMMA 3 NAIL LGN 125,5417
SDHS00717,GAMMA 3 NAIL LGN 125,5762
SDHS00718,GAMMA 3 NAIL LGN 125,5762
SDHS00719,GAMMA 3 NAIL LGN 130,5762
SDHS00720,ELLMAN HANDPIECE 3-B,69
SDHS00721,ELLMAN CABLES BIPOLA,50
SDHS00722,ELLMAN CLEAR-VU BAYO,258
SDHS00723,GASTROSTOMY KIT 4.0-,197
SDHS00724,OVERTUBE GASTRIC GUA,430
SDHS00725,CATH THORACIC SILICN,21
SDHS00726,CATH THORAC SILICN R,24
SDHS00727,CATH ASCEND BALLOON,441
SDHS00728,AO SCRW CORTEX SLF-T,40
SDHS00729,AO SCRW CORTEX SLF-T,48
SDHS00730,AOTI SCRW LOCK/SLF-T,331
SDHS00731,AO SCRW LCK/SLF-TAP3,283
SDHS00732,AO SCRW LOCK/SLF-TAP,331
SDHS00733,AO PLATE NRRW LCP 4H,758
SDHS00734,AO PLATE NRRW LCP 5H,811
SDHS00735,AO PLATE NRRW LCP 6H,859
SDHS00736,AO PLATE NRRW LCP 7H,1098
SDHS00737,AO PLATE NRRW LCP 8H,1161
SDHS00738,AO PLATE NRRW LCP 9H,1138
SDHS00739,AOPLATE NRRW LCP 10H,1320
SDHS00740,AOPLATE NRRW LCP 11H,1422
SDHS00741,AOPLATE NRRW LCP 12H,1529
SDHS00742,AOPLATE NRRW LCP 14H,1714
SDHS00743,AOPLATE NRRW LCP 16H,2004
SDHS00744,AOPLATE BRD LCP 6H/4,1012
SDHS00745,AOPLATE BRD LCP 7H/4,1075
SDHS00746,AOPLATE BRD LCP 8H/4,1314
SDHS00747,AOPLATE BRD LCP 9H/4,1422
SDHS00748,AOPLATE BRD LCP 10H/,1460
SDHS00749,AOPLATE BRD LCP 11H/,1628
SDHS00750,AOPLATE BRD LCP 12H/,1728
SDHS00751,AOPLATE BRD LCP 14H/,1923
SDHS00752,AOPLATE BRD LCP 16H/,2337
SDHS00753,AO TPLATE LCP 4H 4.5,1467
SDHS00754,AO TPLATE LCP 6H 4.5,1608
SDHS00755,AO TPLATE LCP 8H 4.5,1942
SDHS00756,AO PLATE LCP 5H 3.5X,641
SDHS00757,AO PLATE LCP 6H 3.5X,682
SDHS00758,AO PLATE LCP 8H 3.5X,746
SDHS00759,AO PLATE LCP 9H 3.5X,777
SDHS00760,AO PLATE LCP 10H 3.5,801
SDHS00761,AO PLATE LCP 12H 3.5,882
SDHS00762,AO PLATE LCP 14H 3.5,1464
SDHS00763,AOPLATE LCP RECON 5H,1045
SDHS00764,AOPLATE LCP RECON 6H,1207
SDHS00765,AOPLATE LCP RECON 7H,1267
SDHS00766,AO PLATE LCP RECON8H,1321
SDHS00767,AOPLATE LCP RCON 10/,1371
SDHS00768,AOPLATE LCP RCON 12/,1518
SDHS00769,AO TPLATE LCP3H/3H 3,690
SDHS00770,AO TPLATE LCP3H/5H 3,867
SDHS00771,AO TPLATE LCP3H/7H 3,1265
SDHS00772,AO TPLATE LCP4H/4H 3,712
SDHS00773,AO TPLATE LCP4H/6H 3,915
SDHS00774,AO TPLATE LCP3H/3H 3,855
SDHS00775,AO TPLATE LCP3H/4H 3,894
SDHS00776,AO TPLATE LCP3H/5H 3,934
SDHS00777,AO TPLATE LCP3H/7H 3,1013
SDHS00778,AO TPLATE LCP3H/3H 3,775
SDHS00779,AO TPLATE LCP3H/4H 3,897
SDHS00780,AO TPLATE LCP3H/5H 3,938
SDHS00781,AO TPLATE LCP3H/7H 3,1015
SDHS00782,AOPLATE1/3TUBLR W/CO,369
SDHS00783,AOPLATE1/3TUBLR W/CO,439
SDHS00784,AOPLATE LCP PRX/HUM,3684
SDHS00785,AOPLATE LCP PROX/HUM,3801
SDHS00786,AO PLATE LCP 7 HOLES,735
SDHS00787,AOTI PLATE CURV/BRD,1728
SDHS00788,AOTI PLATE CURV/BRD,1832
SDHS00789,AOTI PLATE CURV/BRD,1923
SDHS00790,AOTI PLATE CURV/BRD,2136
SDHS00791,AOTI PLATE CURV/BRD,2337
SDHS00792,AOTI PLATE CURV/BRD,2447
SDHS00793,AOTI PLATE CURV/BRD,2667
SDHS00794,AO SCREW SHAFT 4.5MM,38
SDHS00795,CATHETER PASSER 65CM,226
SDHS00796,COVER SCISSOR TIP DA,40
SDHS00797,DURASEAL MICROMYST A,604
SDHS00798,TUBE CONNECT URETERA,33
SDHS00799,SEPRAFILM 3X5,1423
SDHS00800,NEEDLE TRANSURETHERA,90
SDHS00801,TISSUELINK SEALING H,1966
SDHS00802,PERFORATOR CRANIAL 1,446
SDHS00803,PERFORATOR CRANIAL 1,344
SDHS00804,BLADE OPHTHALMIC 15,21
SDHS00805,MONARCH SUBFACIAL HA,2620
SDHS00806,GELPORT HAND ACCESS,1050
SDHS00807,RETRACTOR WOUND SM/M,71
SDHS00808,STENT ENDOPYELOTOMY,220
SDHS00809,CATH HICKMAN DUAL LU,274
SDHS00810,PORT DUAL LUMEN 7-12,680
SDHS00811,BONE MARROW COLLECTI,525
SDHS00812,BI-ANG HMRL HEAD COC,2896
SDHS00813,BI-MOD CENTERING SLE,480
SDHS00814,BIO-MODULAR GLEN ALL,3048
SDHS00815,BIO-MODULAR GLEN LIN,1628
SDHS00816,BIO-MODULAR GLEN PEG,3048
SDHS00817,BIO-MOD 4MM HEAD OFF,3054
SDHS00818,BIO-MOD HD ALIGN PIN,1794
SDHS00819,BIO-MOD HUMRL HD 40-,2878
SDHS00820,BIO-MODULAR HUMRL HD,2878
SDHS00821,BIO-MODULAR HUMRL HD,2878
SDHS00822,END CAP LOCKING,542
SDHS00823,END CAP TIBIAL NAIL,462
SDHS00824,HUMRL CENTER SLEEVE,646
SDHS00825,LAG SCREW W/SCREW 15,1090
SDHS00826,LAG SCREW W/SCREW 12,902
SDHS00827,KIT SPARC SLING FEMA,1740
SDHS00828,PLUG ANAL FISTULA,1790
SDHS00829,MICRDEBRDR BLADE TRI,398
SDHS00830,MICRODEBRIDER BLADE,275
SDHS00831,SCREW TI-CANN 16THRD,618
SDHS00832,SCREW TITANIUM LP 5M,306
SDHS00833,VHS PLATE VARIABLE A,1526
SDHS00834,VHS SCREW CNCLS 6.5,180
SDHS00835,VHS SCRW LAG 15MM W/,1090
SDHS00836,VHS SCRW CORT SS 4.5,92
SDHS00837,WASHER TITANIUM 13MM,212
SDHS00838,BIT QUICK CONNECT 3.,200
SDHS00839,BIT TWIST CALIBRATE,234
SDHS00840,BIT TWIST CALIBRATE,234
SDHS00841,BIT TWIST CALIBRATE,344
SDHS00842,FINN MOD PROX/FMRL R,10588
SDHS00843,OSS CEMENTED IM STEM,3540
SDHS00844,OSS TOTAL FEMRL DIAP,10812
SDHS00845,ULTRA DRIVE TOOL TIP,1216
SDHS00846,ULTRA DRIVE WRENCH 7,144
SDHS00847,UNIFLEX GUIDE WIRE/B,306
SDHS00848,HALL BLADE V 1.37X25,276
SDHS00849,BASKET 4WIR STON RET,648
SDHS00850,BASKET 4 WIRE STON R,602
SDHS00851,DILATOR BALL NEPHR M,510
SDHS00852,DILATOR 8F STLT/10F,164
SDHS00853,GUIDEWIRE AMPZ SUPER,85
SDHS00854,LASER FIBER SLIMLINE,670
SDHS00855,LASER FIBER SLIMLINE,830
SDHS00856,LASER FIBER SLIMLINE,1180
SDHS00857,LASER FIBER SLIMLINE,1970
SDHS00858,ANTISEPTIC AVAGUARD,71
SDHS00859,DRAIN RELIAVAC 7MM,10
SDHS00860,TROCAR DILATE BALLOO,483
SDHS00861,ENDOSCOPIC OVERTUBE,188
SDHS00862,ABC HANDPIECE BEND-A,150
SDHS00863,DILATORS SET VESSELS,152
SDHS00864,STENT SET URETRL AMP,226
SDHS00865,CATHETER BALL DILATO,216
SDHS00866,DILATORS URETHRAL,418
SDHS00867,ULTRA DRIVE OSTEOTOM,1216
SDHS00868,STENT SET PIG SFT FL,240
SDHS00869,LEEP ELECTRODE RADIU,41
SDHS00870,SUCTION TIP FEMORAL,25
SDHS00871,ULTRA DRIVE PLUG PUL,1216
SDHS00872,BIT CALIB STEP FEM 6,452
SDHS00873,BIT TWIST 3.6X180MM,364
SDHS00874,END CAP FEMORAL NAIL,594
SDHS00875,SEAL CANNULA 5MM DAV,30
SDHS00876,XIA II HOOK TRANSVER,2504
SDHS00877,LASER FIBER CLEAVER,520
SDHS00878,LASERSCOPE ENDOSTAT,730
SDHS00879,SHIELD SMITH EYE COR,50
SDHS00880,AORTIC PUNCH 2.5,40
SDHS00881,INTRODUCR SHEATH PEE,144
SDHS00882,SPLINTS NASO-SEPTAL,105
SDHS00883,TUBING SCD Y-CONNECT,70
SDHS00884,ADAPTER ELIK EVAC AD,216
SDHS00885,ELECTRODE ANGULATED,140
SDHS00886,ELECTRODE LOOP 24FR,140
SDHS00887,ELECTRODE BAND 24FR,314
SDHS00888,ELECTRODE COLLINS KN,140
SDHS00889,ELECTRODE HOOK,294
SDHS00890,"ELECTROD LP CUT, 30D",163
SDHS00891,"ELECTRODE LP CUT, DR",535
SDHS00892,ELECTRODE NEEDLE,294
SDHS00893,ELECTRODE VAPORIZATI,317
SDHS00894,TUBING INFLOW GYN,214
SDHS00895,HEMOLOK CLIP XL (BRO,61
SDHS00896,TUBING INFLATION TEM,318
SDHS00897,PADS RITA,400
SDHS00898,AMBI SCRW SLF-TAP 4.,57
SDHS00899,RICHARDS DRILL BIT 3,840
SDHS00900,VASCUTAT II BULLDOG,34
SDHS00901,TUBE TRACH NECK FLAN,369
SDHS00902,ELECTRODE BALL 24FR,140
SDHS00903,ULTR DRIVE GOUGE,1216
SDHS00904,XIA II CONNECTOR OFF,1224
SDHS00905,XIA II HOOK PEDICLE,2504
SDHS00906,XIA ROD CLAMP PARALL,1365
SDHS00907,COUPLER MICROVASCULA,542
SDHS00908,BLADE SAW AGGRESS TO,204
SDHS00909,BIT AO DRILL 2.0MM,164
SDHS00910,BIT AO DRILL 4.5MM,204
SDHS00911,BIT DRIL BASIC INST,158
SDHS00912,DRILL BIT MINI .76 W,336
SDHS00913,AO DRILL BIT MINI 1.,183
SDHS00914,BIT AO DRILL SMFRG 2,164
SDHS00915,BIT DRILL TWIST BASI,158
SDHS00916,AO SCRW SM FRAG CANC,270
SDHS00917,AO SCRW SM FRAG CORT,260
SDHS00918,BRA W/DRAIN LOOP XXX,48
SDHS00919,ELECTRODE 8 CONTACT,1475
SDHS00920,MICRO OSTEO BIT TWIS,390
SDHS00921,BIT TWIST WURZBURG 1,348
SDHS00922,HEMOLOK CLIP ML (GRE,61
SDHS00923,IMMOBILIZER KNEE,38
SDHS00924,LOOP WIRE LUQUE 1.22,80
SDHS00925,"TOURNIQUET 12""",42
SDHS00926,TOURNIQUET TUBE ZIMM,143
SDHS00927,"PORT SEAL BIOPSY, UP",44
SDHS00928,PROBE LITHOTRIP ELEC,433
SDHS00929,AO SCRW CORTEX SLF-T,74
SDHS00930,AO SCREW SHAFT 3.5X1,40
SDHS00931,AO WIRE KIRSCHNER W/,364
SDHS00932,AO DRILL BIT 3.2MM,161
SDHS00933,AO DRILL BIT 4.5MM,161
SDHS00934,AOTI SCRW CORTX SLF-,48
SDHS00935,STNT WALLFLX COLNC 3,4790
SDHS00936,STNT WALLFLX COLNC 3,4790
SDHS00937,ULTRA DRIVE DISK DRI,1216
SDHS00938,MICRODEBRDER BURR CU,578
SDHS00939,MICRODEBRDR BURR DIA,578
SDHS00940,MICRODEBRDER BURR CU,565
SDHS00941,K-WIRE T2 3.2X450MM,351
SDHS00942,T2 TUBE TEFLON,806
SDHS00943,T2 GUIDEWIRE BALL TI,628
SDHS00944,T2 NAIL TIBIAL 12MM,4025
SDHS00945,T2 DRILL RADIOLUCENT,410
SDHS00946,STENT WALLFLX COLNC,4790
SDHS00947,BALLOON BF-UC160F-OL,83
SDHS00948,OSS-K DIAPH SEG PORO,10140
SDHS00949,NEEDLE BIOPSY MAGNUM,38
SDHS00950,LASER FIBER GREENLIG,2610
SDHS00951,MIDAS REX TOOL 9HS54,380
SDHS00952,ELECTRODE LOOP PK BI,958
SDHS00953,ELECTRODE RESECTION,820
SDHS00954,ELECTRODE RESECTION,958
SDHS00955,AO PLATE LCP 16HL 3.,1536
SDHS00956,HALO CATHETER ABLATI,3558
SDHS00957,HALO BALLOON SIZING,4940
SDHS00958,ANSPACH BALL FLUTED,296
SDHS00959,ANSPACH BALL DIAMOND,288
SDHS00960,FORCEPS RJ3 GP BOX 5,72
SDHS00961,GUIDEWIRE AUTOTOME 2,438
SDHS00962,GUIDEWIRE JAGWIRE.02,235
SDHS00963,ZUMI UTERINE MANIPU,38
SDHS00964,LIGASURE IMPACT,1213
SDHS00965,LIGATOR SUPERVIEW SU,300
SDHS00966,MIDAS REX T12 TUBE 2,229
SDHS00967,NEEDLE ASP BF-UC160F,176
SDHS00968,NEEDLE KNIFE RX. 035,350
SDHS00969,COLPO-PNEUMO OCCLUDE,132
SDHS00970,PEG PULL 20FR,190
SDHS00971,PROBE APC CIRCUM. PR,435
SDHS00972,STAPLER INSORB,96
SDHS00973,STENT C-FL PIG. KIT,90
SDHS00974,STENT WALL DUODENAL,4790
SDHS00975,SCISSORS TIP RENEW L,79
SDHS00976,COAPTITE INJECTABLE,740
SDHS00977,CATHETER PLURAL KIT,1009
SDHS00978,MESH PLUG PERFIX MED,558
SDHS00979,MESH PLUG PERFIX LAR,558
SDHS00980,SEAMGUARD 45 STAPLE,406
SDHS00981,SEAMGUARD 60 STAPLE,436
SDHS00982,STENT BILIARY 10FR X,178
SDHS00983,TISSEEL 4ML,342
SDHS00984,TISSEEL 10ML,839
SDHS00985,TRAJECTORY GUIDE KIT,2430
SDHS00986,STENT BILIARY FLXIMA,178
SDHS00987,LIGASURE LS2071 ELCT,280
SDHS00988,NEEDLE INTERJECT 25G,18
SDHS00989,FIBER OMNIGUID BEAN,1700
SDHS00990,NEEDLE DISPOSABLE BI,840
SDHS00991,FLOSEAL 10ML MTRX HE,551
SDHS00992,NEEDLE U/S BIOPSY QU,663
SDHS00993,STAPLER EEA DST XL 2,718
SDHS00994,STAPLER EEA ORVIL DE,246
SDHS00995,PIN SKULL PEDIATRICS,81
SDHS00996,CIVCO BALLON ENDOCAV,76
SDHS00997,CIVCO GRID ACCU CARE,104
SDHS00998,PRT PWR 9.6 SILICONE,948
SDHS00999,CIVCO NEEDLE ENDOCAV,29
SDHS01000,TUBING INF WELLS JOH,28
SDHS01001,STENT TEAR DUCT MINI,117
SDHS01002,HARMONIC SCAPEL FOCU,1286
SDHS01003,MIDAS REX DISSECTING,229
SDHS01004,STNT ALVEOLUS TB 10-,3700
SDHS01005,SPECBOARD 7 3/4 X 7,38
SDHS01006,GELFOAM PLUS HEMOSTA,204
SDHS01007,MANIPULATR VCARE UTE,187
SDHS01008,TROCAR 5MM APPLIED M,34
SDHS01009,TROCAR 12MM APPLIED,54
SDHS01010,VALVE SMALL LOW/MEDI,1669
SDHS01011,TUBE TRACH PEDS CUFF,388
SDHS01012,NEEDLE BONE MARROW B,58
SDHS01013,SNARE PROFILE,42
SDHS01014,SNARE SENSATION JUMB,26
SDHS01015,TUBE SPLITING SINGLE,449
SDHS01016,DOPPLER PROBE ENDO N,794
SDHS01017,OBTURATOR 8MM BLADEL,50
SDHS01018,ELECTRODE PAIRED 4 C,284
SDHS01019,INCREMENT PROBE STD,351
SDHS01020,HYDROXYAPATITE 18MM,1790
SDHS01021,HYDROXYAPATITE 20MM,1790
SDHS01022,HARMONIC SCALPEL ACE,1301
SDHS01023,MITEK MINI QUICK ANC,942
SDHS01024,STENT WALLFLEX CVRD,4900
SDHS01025,BALLOON BILIARY DIL,458
SDHS01026,LUBE ELECTRODE SOLUT,61
SDHS01027,MICROWAVE SRG ANTENN,3880
SDHS01028,ENDO CAPSULE MAJ-146,840
SDHS01029,VISICOIL .35 MM X 1,270
SDHS01030,HALO CATHETR ABLTION,2266
SDHS01031,STENT EVOLUTION 20MM,3116
SDHS01032,FIBRILLAR SURGICAL,263
SDHS01033,"DURA FOAM 2"" X 2""",754
SDHS01034,"DURA FOAM 3"" X 3""",1431
SDHS01035,POREX IMP CRANIALHEM,10496
SDHS01036,POREX IMP CRANIALDOM,11544
SDHS01037,ACRMD CRSSCNNCTR SFX,1894
SDHS01038,AMS DEACTIVATION PKG,253
SDHS01039,AMS AMBICR 12.5-14MM,22761
SDHS01040,AMS SNAP CONE TRE PA,734
SDHS01041,COLOPLAST KIT STANDA,970
SDHS01042,COLOPLAST KIT NARROW,900
SDHS01043,CLPLST SCRTLPMP NAR/,15784
SDHS01044,CLPLST PRSTHSIS PENI,9096
SDHS01045,RF ABLA ELC10-25CMX2,3858
SDHS01046,RF ABLA CLTPRB15CMX2,3392
SDHS01047,BREAST IMPLT SILI AL,2190
SDHS01048,STNT BLRY WALLSNT CV,2818
SDHS01049,PLEURX DRAINAGE KIT,102
SDHS01050,HARMONIC SCALPEL ACE,1047
SDHS01051,PLURA GUIDE CHEST IN,172
SDHS01052,AMS 800 ACCESSORY KI,1963
SDHS01053,AMS CONTROL PUMP W/,9564
SDHS01054,AMS BELT CUFF 4-6.0C,9930
SDHS01055,GRAFT VASCULAR 10 X,1398
SDHS01056,STENT PANC ZIMMON 5-,116
SDHS01057,FORCEPS BIOPSY RADIA,80
SDHS01058,CATHETER ULTRATHANE,291
SDHS01059,VALVE MED PRESSURE C,1669
SDHS01060,LIGASURE ATLAS 20CM,819
SDHS01061,LIGASURE ATLAS 10MM,840
SDHS01062,INSUFLOW FILTER HEAT,210
SDHS01063,SURGICAL HEMOSTAT,159
SDHS01064,SOLUTION SLUSH NACL,89
SDHS01065,TUBE FEEDING 8FR,1
SDHS01066,TUBE FEEDING 5FR,1
SDHS01067,BREAST WEAR COMPRESS,22
SDHS01068,GUIDEWIRE(JAGWIRE)18,235
SDHS01069,DILATOR BALLOON PULM,510
SDHS01070,KIT GUIDE SHEATH,271
SDHS01071,NEEDLE BIOPSY MAGNUM,53
SDHS01072,CATH FOLEY BACTIGUAR,17
SDHS01073,TUBE FEEDING JEJUNAL,200
SDHS01074,CATHETER PUSHING 5-7,80
SDHS01075,STENT DOUBLE PIGTAIL,116
SDHS01076,STNT INTRODUCER SET,150
SDHS01077,CATHETER ERCP TANDEM,118
SDHS01078,SCRW CANN F/TR 7.3X4,528
SDHS01079,SCREW CANN F/TR 7.3X,792
SDHS01080,T2 NAIL FEM 9-14MM X,4631
SDHS01081,MICRODEBRIDER TC BLD,383
SDHS01082,COUPLER MICROVAS 3.5,542
SDHS01083,HANDPIECE 5MM X 12CM,1098
SDHS01084,KIT GUIDE ASSB SUPER,2150
SDHS01085,FORCEP BIOPSY SUPER,144
SDHS01086,BRUSH BIOPSY SUPER T,46
SDHS01087,NEEDLE BIOPSY SUPER,184
SDHS01088,BALLOON SHEATH CUFF,309
SDHS01089,STENT BILIARY 8.5 FR,110
SDHS01090,CLPLST SCR PMP STD/C,15784
SDHS01091,SHUNT PROGAV W/PED F,4273
SDHS01092,AO MAXILLO SCRW S/DR,204
SDHS01093,AO MAXILLO SCW EMERG,204
SDHS01094,AO MXLLO SCW S/T CT,164
SDHS01095,AO MXLLO SCW S/D CRT,880
SDHS01096,AO MXLLO SCW T/L 2.0,314
SDHS01097,AO MXLLO SCRW EMERG,174
SDHS01098,AO MXLLO PLATE MESH,2148
SDHS01099,AO MXLLO PLATE STRUT,1620
SDHS01100,AO MXLLO PLATE STRAI,148
SDHS01101,AO MXLLO PLATE ORBIT,808
SDHS01102,AOMXLO PLT L OB RT/L,678
SDHS01103,AO MAXILLO PLATE Y 4,590
SDHS01104,AO MXL PLT BX 14-16X,590
SDHS01105,AO MAXLLO PLATE ADAP,1066
SDHS01106,AO MXLL PLT BX 10 X,566
SDHS01107,AO MAXILLO PLATE STR,1146
SDHS01108,AO MAXILLO PLATE STR,1620
SDHS01109,AO MXLO PLT BURR H/C,614
SDHS01110,AO MXLO MESH MAL/RIG,5802
SDHS01111,AO MXL PLT BURR H/SH,614
SDHS01112,AO MXLLO PLT BX MINI,688
SDHS01113,AO MXL PLT STRUT/CVR,1344
SDHS01114,AO MAXILLO PLTE Y DB,702
SDHS01115,AO MXLLO PLATE L ANG,648
SDHS01116,AO MXL PLT ANG RT/LF,5616
SDHS01117,STENT PNCRTIC ZIMMON,116
SDHS01118,CTHETER SHNDRA BILIA,130
SDHS01119,AMS ADVANCE MALE SLI,10990
SDHS01120,KIT BILIARY STENT IN,144
SDHS01121,PIPE WASHING FOR EMR,431
SDHS01122,CAP W/O RIM FOR EMR,59
SDHS01123,LORENZ PLATE L RIGHT,570
SDHS01124,LORENZ SCREW SD TH F,1148
SDHS01125,TROCAR BLUNT TIP 12M,121
SDHS01126,BIT WIRE PASS 1.2MM,243
SDHS01127,BLADE OSCIL 9MM STRY,57
SDHS01128,BLADE OSCIL 5-9MMX11,37
SDHS01129,BLADE INTRAORAL 12X1,412
SDHS01130,BLADE SHT MED 11.5-1,70
SDHS01131,BLADE AVE MED 25 X 9,70
SDHS01132,BURR EGG ELITE 4-5MM,341
SDHS01133,BURR DIA EGG ELITE 4,341
SDHS01134,BURR RD DIA ELITE 2-,341
SDHS01135,BURR RD FLUTED ELITE,243
SDHS01136,BURR RD FLUTED ELITE,486
SDHS01137,ROUTER TAPERED 2MM S,341
SDHS01138,CATH HCKMN HEMODIA 1,332
SDHS01139,HEAD MDLR COCR 32MM,1560
SDHS01140,HEAD MODULAR COCR 32,1560
SDHS01141,HEAD MDLR COCR 36MM,1560
SDHS01142,HEAD MODULAR COCR 36,1560
SDHS01143,RNG LC EPL 28-36MM L,3780
SDHS01144,HEAD FREEDOM CNSTRD,2888
SDHS01145,HEAD FREEDOM CNSTRD,2888
SDHS01146,LNER FREEDOM STD FAC,4718
SDHS01147,RING LOCKING SZ 22-2,238
SDHS01148,HARMONIC SCALPEL WAV,843
SDHS01149,SILICONE SHEETING RE,336
SDHS01150,PORT SILS GELPOINT,1050
SDHS01151,PORT SILS TRI,651
SDHS01152,PORT SILS 5MM,920
SDHS01153,GUIDE WIRE STIF STRT,200
SDHS01154,LIGASURE LAPAROSCOPI,922
SDHS01155,HARMONIC SHEARS CURV,1621
SDHS01156,LIGASURE ADVANCE II,1372
SDHS01157,FORCEPS BIOPSY RADIA,38
SDHS01158,GROUND PAD EXT CORD,70
SDHS01159,GROUND PAD RF ABLATI,70
SDHS01160,STENT FC ESOPH 16MMX,3700
