CODE,DESCRIPTION,CHARGE AMOUNT
7025256,FISH INTERPRET ANALYSIS,129.00
6807671,FLAGYL 250 MG,6.00
6811749,FLAGYL I.V. 500MG VIAL,49.00
6817537,FLECAINIDE 50MG TAB,14.00
6815500,FLEET PREP KIT #3,22.00
6806327,FLEETS PHOS SOD 2OZ,9.00
6806335,FLEXERIL 10 MG,8.00
6819882,FLEXERIL 5MG,10.00
9421199,FLEXION GLOVE,95.00
6810949,FLEXZAN 4X4,16.00
6810931,FLEXZAN 4X8,33.00
6816227,FLOMAX 0.4MG,14.00
6815419,FLONASE 16GM,152.00
6806343,FLORINEF 0.1MG,4.00
5506092,FLOSEAL,592.00
6815856,FLOVENT 110MCG/AER,286.00
6817217,FLOVENT 220,58.00
6815906,FLOVENT 44MCG/AER,215.00
6816391,FLOXIN OTIC,12.00
6802045,FLU VACCINE 0.5ML,38.00
6819354P,FLUARIX INFLUENZA VACCINE,32.00
6819354,FLUARIX INFLUENZA VACCINE MED,32.00
6819353,FLUARIX INFUENZA VACCINE MED,0.00
6818561,FLUCONAZOLE 100MG/50ML BOTTLE,44.00
6817910,FLUCONAZOLE 400MG/200ML INJ,68.00
6820005,FLUCONAZOLE 50MG TAB,37.00
6815674,FLUOR-I-STRIP,12.00
6815898,FLUORESCEIN,15.00
6801211,FLUORESCEIN DROPS,9.00
6412531,FLUORO GUIDE - SPINE INJECTION,530.00
6803340,FLUOROURACIL 500 MG,20.00
6806368,FLURAZEPAM/DAL. 15 MG,4.00
6820047,FLURBIPROFEN,49.00
5333018,FLUSHING OF VAD,130.00
6909618,FLUTTER TX,93.00
6801229,FML 5ML OPTH DROPS,54.00
7041106,FNA - INTER/REPORT 88173,59.00
9421215,FOAM ARM REST,31.00
9421868,FOAM HAND EXERCISER,7.00
3700143,FOLEY CATH INSERTION,116.00
6806376,FOLIC ACID 1 MG,4.00
7035900,FOLIC ACID-FOLATE,77.00
6802052,FOLVITE,16.00
7104250,FOOT ELEVATOR,47.00
7104268,FOOT GUARD,73.00
3901600,FOOT PRINTER,9.00
5024500,"FOOTWARE, PEDIATRIC",10.00
6818553,FORADIL AEROLIZER,118.00
5700596,FORCEP BIPOLAR KLEP,254.00
5533633,"FORCEP, HOT BX",363.00
5700588,"FORCEP, SNARE (OLYMPUS)",0.00
5700851,"FORCEPS, BIPOLAR CUTTING",661.00
5531702,"FORCEPS, BIPOLAR CUTTING",661.00
9400050,FOREARM BASED RADIAL NERVE SPL,333.00
6812796,FOSAMAX 10MG TABLET,7.00
6816979,FOSAMAX 70 MG,64.00
5021605,FRACTURE BEDPAN,10.00
6818314,"FRAGMIN 10,000IU/1ML SYRINGE",232.00
6818165,FRAGMIN 2500 IU/0.2ML SYRINGE,83.00
6818215,FRAGMIN 5000IU/0.2ML SYRINGE,117.00
6818264,FRAGMIN 7500IU/0.3ML SYRINGE,161.00
7006512,FREE KAPPA/LAMBDA LIT CHAINS#1,47.00
7006591,FREE KAPPA/LAMBDA LIT CHAINS#2,47.00
7053952,FREE PSA (FR),103.00
7053945,FREE PSA (TOT),103.00
7007198,FREE TESTOSTERONE,205.00
7009004,FREE THYROXINE,122.00
7058019,FREE VALPROIC ACID,107.00
7001308,FROZEN PLASMA,174.00
7040900,FROZEN SECTION - ADD'L TI,113.00
7041403,FROZEN SECTION - SINGLE 8,254.00
7059199,FRUCTOSAMINE,65.00
7008907,FSH (SERUM),113.00
7004120,FTA-ABS,77.00
7100323,FUNCT/CAP/EVL W/RPT 15MIN,72.00
7100332,FUNCT/CAP/EVL W/RPT 15MIN,72.00
9400447,FUNCT/CAP/EVL W/RPT 15MIN,95.00
9400474,FUNCT/CAP/EVL W/RPT 15MIN,95.00
6904700,FUNCTIONAL RESIDUAL CAPA,123.00
7043409,FUNGAL ANTIBODIES,83.00
7024904,FUNGUS CULTURE,108.00
6812762,FUROSEMIDE 100MG/10ML,16.00
6803357,FUROSEMIDE 20MG/2ML,12.00
6812648,FUROSEMIDE 40MG/ML SYRINGE,14.00
6806392,FUROSEMIDE SOLUTION 60,54.00
9420191,"FX ORTHO WRIST, HUMERAL RAD/UL",383.00
7019607,G C SMEAR,28.00
7004153,"G-6-PD, PART 2",25.00
7004146,"G-6-PD, PART I",47.00
7059645,"G-6-PD, RED COUNT",15.00
7114028,GAIT TRAINING,63.00
7114082,GAIT TRAINING,63.00
7029606,GAMMA GT,36.00
6801245,GARAMYCIN 00 3.5 G,42.00
6810956,GARAMYCIN CR 0.1% 15G,20.00
6810964,GARAMYCIN OINT 0.1% 15,20.00
6801237,GARAMYCIN OS 5 ML,28.00
5800636,GASTRIC LAVAGE,130.00
5333026,GASTRIC LAVAGE,201.00
3700176,GASTRIC LAVAGE,200.00
3400199,GASTRIC LAVAGE,201.00
3300183,GASTRIC LAVAGE,201.00
3500204,GASTRIC LAVAGE,200.00
7001209,GASTRIN,100.00
7031107,GASTROCULT,28.00
5303318,GASTROSTOMY TUBE REPLACEMENT,402.00
6806434,GAVISCON 60 ML,8.00
6812101,GAVISCON FOAMTAB,5.00
7043607,GC BY DNA PROBE,90.00
7014608,GC SCREEN,32.00
6817035,GELFOAM 100,118.00
6816987,GELFOAM 12-7 MM,61.00
5904404,GEN ANES/SUPPLIES,475.00
7008204,GENITAL CULTURE,46.00
6802075,GENTAMICIN 100MG/100ML PREMIX,51.00
6803365,GENTAMICIN 20 MG,14.00
6819510,GENTAMICIN 40MG/ML MDV,12.00
6811855,GENTAMICIN 60MG/NS 50ML PB,48.00
6802078,GENTAMICIN 80 MG INJ.,22.00
6819908,GENTAMICIN 80MG/50ML PREMIX,44.00
6811848,GENTAMICIN 80MG/NS 100ML PB,51.00
7009707,GENTAMICIN PEAK,89.00
7043706,GENTAMICIN RANDOM,89.00
6819114,GENTAMICIN SULFATE 120MG/100ML,44.00
7044001,GENTAMICIN TROUGH,89.00
6817746,GEODON 20 MG,38.00
6818447,GEODON 20 MG/ML. INJECTION,34.00
6817837,GEODON 40 MG CAPSULE,36.00
6817886,GEODON 60 MG CAPSULE,39.00
6806459,GERAVITE 60 ML MDP,33.00
5501903,GIA STAPLER-60/80 OPEN,494.00
5504808,GIA STAPLER-OPEN-RELOAD,354.00
7015821,GIARDIA EIA,43.00
5700612,GIGLI SAW,0.00
7059942,"GLIADIN AB, IGA",49.00
7059983,"GLIADIN AB, IGG",49.00
9421249,GLOVE,19.00
5013404,"GLOVE, STERILE",12.00
5300447,"GLOVES, STERILE",14.00
7030703,GLUC TOL 6 HR,181.00
6803373,GLUCAGON 1MG INJ.,159.00
6813075,GLUCOPHAGE 500MG TABLET,6.00
6813083,GLUCOPHAGE 850MG TABLET,7.00
6816193,GLUCOPHAGE XR 500,7.00
7017403,GLUCOSE 2 HR PP,26.00
7015100,GLUCOSE BODY FLUID,32.00
6817464,GLUCOSE CHEW TAB 3 TAB PACK,8.00
7059751,GLUCOSE TOL 2 HR,83.00
7030109,GLUCOSE TOL 3 HR,113.00
7030307,GLUCOSE TOL 4 HR,135.00
7030505,GLUCOSE TOL 5 HR,149.00
6806475,GLUCOTROL 5 MG,4.00
6816805,GLUCOTROL XL 2.5,6.00
6806467,GLUCOTROL XL 5 MG,4.00
6815872,GLYBURIDE 1.25MG,5.00
6806491,GLYBURIDE 5 MG,5.00
6809958,GLYCERIN SUPPOS ADULT,6.00
6809966,GLYCERIN SUPPOS INFANT,6.00
7019706,GLYCO HEMOGLOBIN,53.00
7001251,GLYCOMARK SUGAR SINGLE QUANTAT,44.00
7036775,GLYCOMINOGLYCINE,178.00
6806509,GLYNASE 3 MG,5.00
6806517,GOLYTELY/COLYTE,76.00
6819585,GONIOVISC OPTH SOLN 2.5%,55.00
7004687,"GONOCOCCUS, NAAT",148.00
3903911,"GOWN, STERILE DISP.",57.00
5501408,"GOWN,STERILE",64.00
7025000,GRAM STAIN,27.00
6810972,GRANULEX SP 2OZ,58.00
5534581,"GRID, BREAST BIOPSIES",31.00
7039803,GROSS EXAMINATION 88300,57.00
9500351,GROUP TREATMENT TWO OR MORE IN,49.00
9500315,GROUP TREATMENT TWO OR MORE IN,49.00
7059454,"GROWTH HORMONE, SERUM",93.00
6814628,GUAIFENESIN SA 600 MG,5.00
6817753,GUAIFENESIN/CODEINE 100-10MG 5,7.00
3200300,GUEST TRAY,7.00
5500943,"GUIDE WIRE, ORTHO",0.00
7200116,GXT MYOVIEW,490.00
7200306,GXT REGULAR,363.00
6811541,GYNE-LOTRIMIN VAG CR,54.00
6811558,GYNE-LOTRIMIN VAG TABS,50.00
7000310,"H. INFLU B, IGG",142.00
7000364,H. PYLORI UREA BREATH TEST,277.00
7059215,"H.PYLORI AB,IGA",77.00
7059223,"H.PYLORI AB,IGG",77.00
7059207,"H.PYLORI AB,IGM",77.00
7059231,"H.PYLORI, STOOL ANTIGEN",118.00
5516208,H20 FOR IRRIGATION,31.00
3903937,H2O FOR IRRIGATION,31.00
6806525,HALCION 0.125MG,5.00
6806558,HALDOL 0.5 MG,4.00
6806566,HALDOL 1 MG TABLET,4.00
6806574,HALDOL 2 MG,4.00
6806582,HALDOL 5 MG,5.00
6806541,HALDOL CONC 15 ML,49.00
9421935,HALLIBURTON AGILITY TEST,84.00
6802086,HALOPERIDOL 5 MG/1 ML,33.00
7000528,HALOPERIDOL LEVEL,62.00
7004161,HAM'S TEST,60.00
7100639,HAND HELPER,31.00
9421256,HAND HELPER,41.00
7060114,HANDLING FEE,0.00
7007164,HAPTOGLOBIN,82.00
5700869,HARMONIC CERVICAL SHEARS,991.00
5533849,HARMONIC LAP SHEARS,"1,220.00"
7042537,HBV DNA BY PCR,282.00
7007354,HCV GENO TYPE,469.00
7007362,HCV RNA BY PCR,248.00
7029200,HDL CHOLESTEROL,48.00
7059181,HDL PROFILE,37.00
6802839,HEALON 0.55ML INJ,169.00
6906309,"HEATED AEROSOL """"DAILY""""",102.00
6908925,HEATED AEROSOL TX,93.00
7004237,"HEAVY METAL SCREEN, LEAD",54.00
3910908,HEEL WARMERS,8.00
5500689,"HELECAL, BLADE UNPLANTABLE",0.00
5510060,HELMET/HOOD SYSTEM,151.00
6813398,HEMABATE 250MCG/ML AMPUL,108.00
7024508,HEMATOCRIT,19.00
7059298,"HEMOCHROMATOSIS, PART 1",52.00
7024607,HEMOGLOBIN,19.00
5700877,HEMOLOK CLIPS,84.00
5013503,"HEMOSTAT, ABSORB",129.00
7019003,"HEP A ANTIBODIES, IGM",83.00
7017601,"HEP A ANTIBODY, TOTAL",72.00
7019805,HEP B CORE AB IGM,89.00
7019201,"HEP B CORE AB, TOTAL",77.00
7042716,HEP B CORE ANTIBODY,72.00
7019904,HEP B SURFACE ANTIBODY,73.00
5802591,HEP VACC ADMIN,119.00
5330257,HEP VACCINATION ADMINISTRATION,119.00
7001324,"HEP. C, DIRECT PROBE-1",90.00
7001373,"HEP. C, DIRECT PROBE-2",90.00
7001332,"HEP. C, DIRECT PROBE-3",90.00
7001340,"HEP. C, DIRECT PROBE-4",90.00
7001357,"HEP. C, DIRECT PROBE-5",90.00
7001365,"HEP. C, DIRECT PROBE-6",90.00
6805139,HEP. FLUSH 10 ML,21.00
6800726,"HEPARIN 10,000 UNITS",27.00
6820120,"HEPARIN 10,000 UNITS/ML VIAL",25.00
6800734,HEPARIN 1000 UNITS,15.00
6811830,HEPARIN 20000U/D5W 500ML,60.00
6803399,HEPARIN 5000 UNITS,20.00
6800610,"HEPATITIS A VACCINE, ADULT",129.70
6802094,HEPATITIS B I.G. PER 0.5 ML,343.00
7058738,HEPATITIS B SURFACE AG,57.00
6802110,HEPATITIS B VACCINE,180.00
7042708,HEPATITIS BE ANTIBODY,62.00
7042500,HEPATITIS BE ANTIGEN,59.00
7049307,HEPATITIS C ANTIBODY,86.00
7004179,"HEPATITIS C-RNA, QUANT.",201.00
7026404,HEPATITIS PROFL,274.00
7020100,HERPES SIMPLEX PCR,148.00
7024102,HERPES SIMPLEX TYPE I,155.00
7057110,HERPES SIMPLEX TYPE II,101.00
6700256,HESPAN 500 ML,252.00
7060031,HETEROPHIL ANTIBODIES,30.00
7020605,HGB ELECTROPHORESI,89.00
5513908,HICKMAN CATH.,271.00
6903327,HIGH FLOW NASAL CANNULA KIT,41.00
7000309,HIGH INCIDENCE AG,206.00
9300369,HINGED KNEE ECO,42.00
9300393,HINGED KNEE RR,95.00
9300385,HINGED KNEE SR,63.00
6400164,HIP ARTHROGRAM,689.00
7001217,HISTOPLASMA AB,90.00
7059694,HISTOPLASMA ANTIGEN,189.00
7000306,HISTORY AG SEARCH,137.00
7004609,HIV,78.00
7010283,HIV ULTRASENSITIVE QT,294.00
7060072,HIV1,38.00
7060080,HIV2,192.00
7029309,HLA-B27,188.00
6908636,HME,28.00
7201312,HOLTER HOOK-UP,282.00
7200504,HOLTER MONITOR UP TO 48HR,645.00
8800019,HOME SLEEP TEST - TYPE III,353.00
7007156,HOMOCYSTEINE,171.00
7000854,HOMOVAMILLIC ACID,145.00
7010226,HSV I/II IGG,65.00
7010184,HSV I/II IGM,65.00
6908503,HTD AEROSOL SUPPLIES,64.00
7050974,HTLV PRELIM SCREEN,71.00
6803456,HUMALOG 100 U/ML,30.00
6815724,HUMALOG MIX 75/25,7.00
7002451,"HUMAN METAPNEUMOVIRUS, DFA",49.00
9420167,HUMERAL FRACTURE BRACE,160.00
6815765,HUMULIN U INSULIN,5.00
6802128,HUMULIN-N INSULIN,17.00
6803407,HUMULIN-R INSULIN,17.00
6819395,HURRICANE ONE SPRAY 0.5ML,55.00
6806608,HYDERGINE 1 MG (ORAL),4.00
6816813,HYDRACHLOROTHIAZIDE 12.5,6.00
6806632,HYDRACHLOROTHIAZIDE 25,4.00
6806640,HYDRACHLOROTHIAZIDE 50,19.00
6806624,HYDREA,7.00
6820369,HYDRO/ACE 7.5/325MG/15ML,22.00
6820195,HYDRO/CHLORPHEN POLISTIREX 5ML,22.00
6806665,HYDROCODONE APAP 5/500,5.00
6806673,HYDROCODONE APAP 7.5/500,5.00
7026589,HYDROCODONE/NORHYDROCODONE(OB),57.00
7001118,HYDROCODRONE,142.00
6800742,HYDROCORTISONE 100 MG,28.00
6800759,HYDROCORTISONE 250 MG,31.00
6810980,HYDROCORTISONE CR 1% 1,18.00
6810998,HYDROCORTISONE CR 1% LOT,44.00
6811004,HYDROGEN PEROXIDE,5.00
7026185,HYDROMORPHONE (OB),57.00
6819578,HYDROMORPHONE 0.5MG/0.5ML INJ,23.00
6819205,HYDROMORPHONE 2MG/ML,13.00
7047905,HYDROXYPROLINE-URINE,194.00
6806715,HYDROXYZINE 10MG/5ML 60ML,13.00
6806723,HYDROXYZINE 25 MG,4.00
6806731,HYDROXYZINE 50 MG,6.00
6819858,HYDROXYZINE IM 25MG/IM VIAL,17.00
6806749,HYGROTON 25MG TAB,4.00
6803415,HYPERSTAT IV,46.00
6802144,HYPERTET 250 UNITS,181.00
6812192,HYTRIN 1MG CAPSULE,8.00
6806753,HYTRIN 5 MG,7.00
6816219,HYZAAR 50-12.5 MG,11.00
7022908,I G E,83.00
5800615,I&D OF THROM HEMORR EXT,386.00
6806772,IBERET-500,5.00
7001746,IBUPROFEN,178.00
6806780,IBUPROFEN 100MG/5ML 30 ML,10.00
6806798,IBUPROFEN 200MG,4.00
6806806,IBUPROFEN 400MG,4.00
6806814,IBUPROFEN 600MG,4.00
6806822,IBUPROFEN 800MG,4.00
6816490,IC-GREEN 25MG,187.00
5534052,ICEMAN COLD PAD,139.00
5534045,ICEMAN SYSTEM,325.00
7020209,ICTOTEST,40.00
7020902,IGA,50.00
7050966,IGF-I,253.00
7060122,IGFBP-1,100.00
7060130,IGFBP-3,83.00
7022205,IGG,50.00
7059827,"IGG SUBCLASS (1,2,3,4)",106.00
7022304,IGM,50.00
6816078,ILOPAN,14.00
5533815,IM ANTIBIOTICS,113.00
5300545,IM OR SUBQ INJ EACH,113.00
3904810,IM OR SUBQ INJ EACH,113.00
3700044,IM OR SUBQ INJ EACH,113.00
3300043,IM OR SUBQ INJ EACH,113.00
3400041,IM OR SUBQ INJ EACH,113.00
3500048,IM OR SUBQ INJ EACH,113.00
3600046,IM OR SUBQ INJ EACH,113.00
5800594,IM OR SUBQ INJ EACH,113.00
6812911,IMDUR 60MG TABLET SA,8.00
6819825,IMIPENEM CILASTATIN 250MG VIAL,106.00
6820070,IMIPENEM/CILASTATIN 500MG VIAL,33.00
7000303,IMIPRAMINE,74.00
6813299,IMITREX 25MG TABLET,34.00
6810063,IMITREX SYRINGE,285.00
6803423,IMMUNE GLOBULIN IV 10 GM,"1,409.00"
3500113,IMMUNIZATION ADD'L,55.00
3700077,IMMUNIZATION ADD'L,54.00
3700069,IMMUNIZATION ADM,54.00
5333075,IMMUNIZATION EACH ADDITIONAL,55.00
7023401,IMMUNO ELECTRO (S),130.00
7044704,IMMUNOFIXATION,95.00
7000680,IMMUNOFLOSCENT TYPING,37.00
7040074,IMMUNOFLUORESCENT STUDY,134.00
7021009,IMMUNOGLOBULIN IGD,65.00
7040164,IMMUNOHISTO/CYTO EA ADD'L SLID,60.00
7040066,IMMUNOPEROXIDASE TIS/STAIN INI,556.00
3500097,IMMUNUZATION ADM,55.00
7004681,IMMUPEROXIDASE STAIN,556.00
6806830,IMODIUM,4.00
6806848,IMODIUM A-D,32.00
5527106,"IMPLANT, INNER EAR",130.00
6806855,IMURAN 50 MG,6.00
7005764,IN SITU HYBRIDIZATION (FISH),365.00
6803316,INAPSINE 2.5MG/ML,34.00
6905400,INCENTIVE SPIRO,79.00
6907208,INCENTIVE SPIROMETRY TREA,48.00
5800677,INCISION & DRAINAGE,174.00
9500280,IND. TRMT SPEECH/LANG/VOICE,195.00
9500208,IND. TRMT SPEECH/LANG/VOICE,195.00
6806889,INDERAL 10 MG,4.00
6803431,INDERAL 1ML AMP,56.00
6806897,INDERAL 20 MG,4.00
6806905,INDERAL 40 MG,4.00
6806863,INDERAL LA 120MG,7.00
6816128,INDERAL LA 60MG,7.00
6812622,INDERAL LA 80MG CAPSULE,5.00
7000490,INDIA INK PREP,36.00
6803449,INDIGO CARMINE,46.00
6806913,INDOCIN 25 MG,4.00
6806921,INDOCIN-SR 75MG CAPS,6.00
6905103,INDUCED SPUTUM INITIAL,93.00
6802169,INFED 100 MG/2 ML,145.00
7002412,"INFLUENZA A, DFA",49.00
7002315,"INFLUENZA B, DFA",49.00
3500095,INFLUENZA VACCINATION ADMIN,112.00
3400082,INFLUENZA VACCINATION ADMIN,99.00
6817563,INFLUENZA VACCINE 0.5 ML,90.00
6817943,INFLUENZA VACCINE ADMINISTRATI,106.00
6806939,INH 100 MG,4.00
6818660,INHALER SUBSEQUENT DOSE,0.00
7053960,INHIBIN A,294.00
7053978,INHIBIN B,223.00
6909808,INITIAL THER. ASMT,0.00
5800367,INJ INTO JOINT OR BURSA LARGE,500.00
3600151,INJ MAJOR JNT OR BURSA(HIP/SHO,282.00
5800259,INJ OF JOINT OR BURSA INTERMED,495.00
5800257,INJ OF JOINT OR BURSA SMALL,495.00
6410839,"INJ PROC, SHOULDER ARTHROGRAM",324.00
6403554,"INJ W/FLUOR, EVAL CV DEVICE",233.00
5800693,INJECTION OF MAJOR JOINT,296.00
5533807,"INJECTION, IM/SUBQ",113.00
5533781,"INJECTION, SUB Q",113.00
3600186,INSERT FOLEY CATH INDWELLING C,248.00
3500188,INSERT FOLEY CATH INDWELLING C,248.00
3300167,INSERT FOLEY CATH INDWELLING C,248.00
3400173,INSERT FOLEY CATH INDWELLING C,248.00
3900645,INSERT FOLEY CATH INDWELLING C,248.00
5300694,INSERT FOLEY CATH INDWELLING C,248.00
5800645,INSERT FOLEY CATH INDWELLING C,248.00
5800585,INSERT FOLEY CATH INDWELLING S,146.00
5300982,INSERT FOLEY CATH INDWELLING S,116.00
3900556,INSERT FOLEY CATH INDWELLING S,116.00
3400165,INSERT FOLEY CATH INDWELLING S,111.00
3300159,INSERT FOLEY CATH INDWELLING S,111.00
3500170,INSERT FOLEY CATH INDWELLING S,111.00
3600178,INSERT FOLEY CATH INDWELLING S,116.00
6902902,INSPIRATORY MUSCLE TRAINE,87.00
6806947,INSTANT GLUCOSE PAST,19.00
7050800,INSULIN,63.00
6810071,INSULIN 50/50,50.00
6810089,INSULIN 70/30,17.00
7059975,INSULIN AUTOANTIBODIES(IAA),90.00
7103302,INT. TX. CERVICAL,101.00
7103401,INT. TX. PELVIC,107.00
6801534,INTAL INHALER,85.00
6817456,INTEGRILIN 0.75MG/ML 100ML VIA,809.00
6817407,INTEGRILIN 2MG/ML 10ML VIAL,238.00
5300280,INTERCOSTAL NERVE BLK-MULTIPLE,782.00
5300272,INTERCOSTAL NERVE BLK-SINGLE,401.00
9400874,INTERFERENTIAL ATTENDED,95.00
9400847,INTERFERENTIAL ATTENDED,95.00
7104703,INTERFERENTIAL W/HOT/ICE,113.00
7104730,INTERFERENTIAL W/HOT/ICE,113.00
7106107,INTERFERTIAL CURRENT,95.00
7106170,INTERFERTIAL CURRENT,95.00
5300470,INTERSCALENE BLOCK,396.00
7004112,INTRAOPERATIVE CONSULT,206.00
5800369,INTRAOSSEOUS PLACEMENT,296.00
7036783,INTRINSIC FACTOR AB,67.00
5504998,INTRODUCE NEEDLE #18,32.00
6815930,INTRON A 25MG,649.00
3701075,INTUBATION,284.00
6819080,INTUBATION KIT,0.00
6908966,INTUBATION ORAL,297.00
5800313,"INTUBATION, ENDOTRACHEAL",319.00
6816466,INVANZ 1 GM,123.00
5516734,INVASIVE LINE INSERTION KIT,83.00
5821597,IO NEEDLE,180.00
5528203,IOL LENS (ACIOL),768.00
7051204,IONIZED CALCIUM,81.00
6701619,IONOSOL T/D5W IV SOLUTION,47.00
9421474,IONTOPHORESIS,77.00
9421744,IONTOPHORESIS,77.00
7107105,IONTOPHORESIS/15 MIN,95.00
7107150,IONTOPHORESIS/15 MIN,95.00
6816540,IOPIDINE 1% 1ML UD,55.00
7101223,IP ANODYNE/INFRARED,19.00
9502587,IP ASSESSMENT OF APHASIA W/INT,119.00
9503146,IP CLINICAL EVALUATION SWALL,174.00
9502215,IP COGNITIVE SKILLS DEVELOP,60.00
9401213,IP COGNITIVE SKILLS DEVELOPME,60.00
9401973,IP ELECT/STIMULATION 1 ON 1 C,96.00
7101429,IP ELECTRIC STIMULATION (ATTEN,102.00
9503258,IP EVAL LANG/RECEPT/EXPRESS,323.00
9503241,IP EVAL OF SPEECH DEV (1 HR),266.00
9503265,IP EVAL OF SPEECH FLUENCY,323.00
9503112,IP EVAL OF VOICE PROSTHETIC,160.00
9503521,IP EVAL ORAL &PHARY/SWAL/MBS,267.00
9503987,IP EVAL SPEECH DEV ADD'L 30M,81.00
9503651,IP EVAL SPEECH PRODUCTION,323.00
9503214,IP EVAL VOICE/BEHAVIOR,323.00
7101523,IP EVALUATION,135.00
7102154,IP EVALUATION,135.00
9401834,"IP EX,THERAPEUTIC 1 ON 1 PT",74.00
9503541,IP EXT DEVELOPMENTAL TESTING W,246.00
7101321,IP GAIT TRAINING,63.00
9503421,IP IND. TRMT SPEECH/LANG/VOICE,195.00
9401584,IP IONTOPHORESIS,77.00
7101765,IP IONTOPHORESIS/15 MIN,95.00
7101217,IP MANUAL THERAPY,90.00
9401564,IP MANUAL THERAPY,109.00
9503854,IP MOD./TRAIN VOICE PROSTH,160.00
9503611,IP NEUROBEHAVIORAL STATUS EXA,246.00
9401514,IP NEUROMUSCU REEDUCATION OF M,80.00
7101258,IP NEUROMUSCULAR MOVEMENT REE,80.00
9401575,IP OCCUPATIONAL THERAPY EVALUA,135.00
9401121,IP OCCUPATIONAL THERAPY RE-EV,72.00
9401511,IP PARAFFIN,72.00
7104821,IP SELECTIVE DEB <OR=20 SQ.CM.,173.00
9401581,IP SELF-CARE HOME MANAG/TRNG,85.00
9401457,IP SENSORY INTEGRATION,60.00
9502415,IP SENSORY INTEGRATION,60.00
7101641,IP THER. ACTIVITIES 15 MIN,63.00
9401274,"IP THERAPEUTIC ACTI,DIRECT 1/1",70.00
9503331,IP THERAPEUTIC ACTIVITIES1/1,60.00
7101564,IP THERAPEUTIC EXERCISE,74.00
7101328,"IP TRACTION, MECHANICAL",149.00
9503312,IP TRTMENT SWALLWNG DYSFUNC &,181.00
9401731,IP ULTRASOUND,63.00
7101451,IP ULTRASOUND WITH ESTIM,70.00
7101611,IP ULTRASOUND/15 MIN,74.00
7107114,IP UNNA BOOT,163.00
9503264,IP VITAL STIM TM ATTENED,112.00
9503432,IP VITASTIM ELECTRODES,43.00
7104211,IP WHIRLPOOL W/DRNG CHANGEII,149.00
9400693,IPCS NO SHOW,37.00
7100587,IPCS NO SHOW FEE,37.00
7100245,IPCS PRE JOB SCREENING,90.00
9400593,IPCS PRE JOB SCREENING,90.00
6806954,IPECAC SYRUP 30 ML UD,14.00
6908511,IPPB MANIFOLD,15.00
6909105,IPPB TREATMENT,93.00
6900104,IPPB TREATMENT INITIAL,91.00
6814354,IPRATROPIUM BR NEB 0.5MG/2.5ML,12.00
6900598,IPV-INITIAL,161.00
6900524,IPV-SUBS,123.00
5534078,IRIS RETRACTOR,306.00
7031404,IRON WITH TIBC,40.00
7000584,IRRADIATED PACKED CELLS,253.00
5333083,IRRIG DRUG DELIVERY DEVICE,107.00
5514104,IRRIG TIP/TUB,345.00
5504691,IRRIGATING TUBING/XOMED,53.00
6817399,ISMO 20 MG,8.00
5014204,ISOLATION DAILY,38.00
7036569,ISOPROPANOL,142.00
6803464,ISOPROTERNOL SYR 1MG,62.00
6801252,ISOPTO ATROPINE 1% 15 ML,41.00
6813042,ISOPTO HOMATROPINE 5% DROPS,42.00
6806962,ISOSORBIDE 10 MG (ORAL)IOS,4.00
6806970,ISOSORBIDE 20MG,4.00
6806988,ISOSORBIDE 40MG SR,4.00
6807002,ISOSORBIDE 5.0MG (ORAL),4.00
6810188,ISOSORBIDE 5.0MG SL,4.00
6815716,ISOSORBIDE MONORITRATE 30MG,10.00
9421280,ISOTONER GLOVES,31.00
6504025,ISOTOPE THALLIUM PER mCi,27.00
7000080,ITRACONAZOLE,412.00
6818199,IV 1G OCTAGAM 10GM/200ML,"2,034.00"
6818140,IV 1G OCTAGAM 5GM/100ML,"1,032.00"
5800647,IV ADD'L PUSH SAME DRUG,72.00
5300672,IV ADD'L PUSH SAME DRUG,72.00
3700861,IV ADD'L PUSH SAME DRUG,54.00
3500861,IV ADD'L PUSH SAME DRUG,72.00
3600861,IV ADD'L PUSH SAME DRUG,54.00
3400861,IV ADD'L PUSH SAME DRUG,72.00
3300861,IV ADD'L PUSH SAME DRUG,72.00
6703300,IV BUTTERFLY 25G,8.00
6790273,IV CATH 24 GA X 1,30.00
7010101,IV CATHETER TIP CULTURE,52.00
6790059,IV EXT SET,10.00
3300027,IV FLUID ADD'L HOUR (HYDR),125.00
3400025,IV FLUID ADD'L HR (HYDR),134.00
3600020,IV FLUID ADD'L HR (HYDR),95.00
3700028,IV FLUID ADD'L HR.,95.00
3500022,IV FLUID ADD'L HR. (HYDR),125.00
3700010,IV FLUID ADM 1ST HR,178.00
3400017,IV FLUID ADM 1ST HR (HYD),233.00
3300019,IV FLUID ADM 1ST HR (HYDR),233.00
3500014,IV FLUID ADM 1ST HR (HYDR),233.00
3600012,IV FLUID ADM 1ST HR (HYDR),178.00
5533783,IV HYDRATION ADD'L HOUR(S),95.00
5601645,IV HYDRATION ADD'L HOUR(S),95.00
3904828,IV HYDRATION ADDITIONAL HOUR,55.00
5306725,IV HYDRATION ADDITIONAL HOUR,70.00
5800727,IV HYDRATION ADDITIONAL HOUR,56.00
5601673,IV HYDRATION INIT HR PLAIN FLU,178.00
5533759,IV HYDRATION INIT HR PLAIN FLU,178.00
5306519,IV HYDRATION INITIAL HOUR,288.00
3904844,IV HYDRATION INITIAL HOUR,248.00
