Facility,Description,Unit Price,
Cooper University Hospital,TUBE TRACH 8MM XL FIXED FLANGE , $508.67 ,
Cooper University Hospital,TUBE TRACH CUFFED 5MM ORAL RAE , $22.75 ,
Cooper University Hospital,TUBE TRACH FENES DISP SIZE 6 SHILEY [6DFEN], $235.03 ,
Cooper University Hospital,TUBE TRACH JACKSON METAL # 6 , $303.24 ,
Cooper University Hospital,TUBE TRACH NEO 3.5 CUFFLESS  [3.5NEO], $173.86 ,
Cooper University Hospital,TUBE TRACH NEO 4.0MM ID 6.0MM OD, $968.89 ,
Cooper University Hospital,TUBE TRACH NEO CUFFD 3.0MM , $850.57 ,
Cooper University Hospital,TUBE TRACH NEO CUFFD 3.0MM , $862.85 ,
Cooper University Hospital,TUBE TRACH NEO FLEX TTS 3MM VNECK FLANGE [PTX67NFP30]," $1,007.90 ",
Cooper University Hospital,TUBE TRACH NEO FLEX TTS 4MM VNECK FLANGE [PTX67NFP40]," $1,007.90 ",
Cooper University Hospital,TUBE TRACH NEO TTS 3.5MM VNECK FLANGE [67NFP35]," $1,007.90 ",
Cooper University Hospital,TUBE TRACH PED CUFFD 3.5MM , $878.57 ,
Cooper University Hospital,TUBE TRACH SHILEY ADLT SPECIALIZED [M9SCT], $776.16 ,
Cooper University Hospital,TUBE TRACH UNCUF NEO PED 3.0MM , $729.89 ,
Cooper University Hospital,TUBE TRACH UNCUF NEO PED 3.5MM , $729.89 ,
Cooper University Hospital,TUBE TRACH UNCUF NEO PED 4.0MM , $729.89 ,
Cooper University Hospital,TUBE TRACHSTMY 6.0 XLT DIST EXT CUFFD [60XLTCD], $372.27 ,
Cooper University Hospital,TUBE TRACHSTMY 6.0 XLT PROX EXT CUFFD [60XLTCP], $372.27 ,
Cooper University Hospital,TUBE TRACHSTMY 7.0 XLT PROX EXT CUFFD, $364.99 ,
Cooper University Hospital,TUBE TRACHSTMY 8.0 XLT PROX EXT CUFFD [80XLTCP], $372.27 ,
Cooper University Hospital,TUBE UNIVENT 6.0 , $800.42 ,
Cooper University Hospital,TUBE UNIVENT 6.5 , $800.42 ,
Cooper University Hospital,TUBE UNIVENT 7.0 , $800.42 ,
Cooper University Hospital,TUBE UNIVENT 7.5 , $800.42 ,
Cooper University Hospital,TUBE UNIVENT 8.0 , $800.42 ,
Cooper University Hospital,TUBE UNIVENT 8.5 , $800.42 ,
Cooper University Hospital,TUNNELER KIT ACCESSORY , $436.59 ,
Cooper University Hospital,TUNNELER SHEATH 8INX17G W/DISP , $133.89 ,
Cooper University Hospital,ULTRASLING ER 30 DEG RT SMALL , $275.78 ,
Cooper University Hospital,UNIT ELECTROSURGICAL AQUAMANTY ," $2,189.02 ",
Cooper University Hospital,UNIT ICEMAN W/UNIV. LOOP , $546.57 ,
Cooper University Hospital,UNIT LD GIA 80-3.8 SGL USE , $407.97 ,
Cooper University Hospital,UNIT LD GIA 80-4.8 SGL USE , $290.58 ,
Cooper University Hospital,UNIT LD GIA 80-4.8 SGL USE , $352.47 ,
Cooper University Hospital,VALVE DELTA SM (PEDS) 1.5  [42813]," $7,901.74 ",
Cooper University Hospital,VALVE DELTA SM PERFORMANCE I  [42812]," $7,901.74 ",
Cooper University Hospital,VALVE PASSY MUIR - AQUA , $500.58 ,
Cooper University Hospital,VALVE PASSY MUIR - PURPLE , $531.18 ,
Cooper University Hospital,VALVE PASSY MUIR CLEAR , $414.23 ,
Cooper University Hospital,VALVE SCT AUTOCLAVBL F/ULTRSND SCP," $1,075.27 ",
Cooper University Hospital,VALVE TRUMPET W/ PULSEWAVE , $146.40 ,
Cooper University Hospital,VALVULOTOME EXPANDBL LEMAITRE ," $9,891.19 ",
Cooper University Hospital,VASCULAR PLUG 10MM  [9-PLUG-010]," $3,744.97 ",
Cooper University Hospital,VASCULAR PLUG 10MM  [9-PLUG-010]," $3,744.97 ",
Cooper University Hospital,VASOVIEW ACCESSORY PACK HARVES TING SYSTEM, $509.36 ,
Cooper University Hospital,WASHER TI 13.0MM F/ LG TI SCR  [419.99], $151.79 ,
Cooper University Hospital,WASHER TI 13.0MM F/ LG TI SCR  [419.99], $152.86 ,
Cooper University Hospital,WAX BONE W31G , $22.75 ,
Cooper University Hospital,WEDGE 20X20X6.5MM BIOSYNC EVANS [AR-8942W-2006]," $10,647.95 ",
Cooper University Hospital,WEDGE 20X20X6.5MM BIOSYNC EVANS [AR-8942W-2006]," $15,212.74 ",
Cooper University Hospital,WEDGE SIDERAIL , $296.10 ,
Cooper University Hospital,WIRE .062MM X 5  [59410625], $135.83 ,
Cooper University Hospital,WIRE 0.14 TECH SURPASS , $873.18 ,
Cooper University Hospital,WIRE 1.25MM W/ LG STP 150MM PLT RDC THRD TIP [02.111.501.10], $926.84 ,
Cooper University Hospital,WIRE 1.25MM W/ SM STP 150MM PLT RDC THRD TIP (PK/10) [02.111.500.10], $926.84 ,
Cooper University Hospital,WIRE 1.3MM (USE ITEM # 415852) [128039^], $123.12 ,
Cooper University Hospital,WIRE 1.3MM THREAD  [12-8047], $123.12 ,
Cooper University Hospital,WIRE 2.0 OLIVE  [4933-8-040], $331.42 ,
Cooper University Hospital,WIRE 2.0MM TROCAR TIP 2X ENDED 150MM (0.62 K-WIRES) [71101507], $891.51 ,
Cooper University Hospital,WIRE 3.2MM  [71177123], $271.66 ,
Cooper University Hospital,WIRE BB-TAK THREADED , $412.34 ,
Cooper University Hospital,WIRE BOLT COMBINATION  [71070284], $324.63 ,
Cooper University Hospital,WIRE BYNT W/ STPR 300MM  [102106]," $1,269.17 ",
Cooper University Hospital,WIRE CMPR 2.8X20X200MM  [03.118.020], $311.68 ,
Cooper University Hospital,WIRE CMPR 2.8X25X200MM  [03.118.025], $311.68 ,
Cooper University Hospital,WIRE CMPR 2.8X30X200MM  [03.118.030], $311.68 ,
Cooper University Hospital,WIRE CMPR 2.8X35X200MM  [03.118.035], $311.68 ,
Cooper University Hospital,WIRE CMPR 2.8X40X200MM  [03.118.040], $311.68 ,
Cooper University Hospital,WIRE CMPR 2.8X45X200MM  [03.118.045], $311.68 ,
Cooper University Hospital,WIRE CRLGE PCUT 0.5X175MM  [291.230.98], $44.97 ,
Cooper University Hospital,WIRE CRLGE PCUT 0.6X175MM  [291.240.98], $44.97 ,
Cooper University Hospital,WIRE DOUBLE MYOWIRE  [046-367], $426.89 ,
Cooper University Hospital,WIRE EXTRA STIFF .035 260CM  [4804], $776.16 ,
Cooper University Hospital,WIRE FIBER 26IN #2 FIBERSNARE (MIN 5 EA) [AR-7209SN], $509.36 ,
Cooper University Hospital,WIRE FIBERWIRE BLUE 2-0 38IN (MIN 12 EA), $101.87 ,
Cooper University Hospital,WIRE FX 1.8MM TRUELOK BYNT  [54-1216], $553.01 ,
Cooper University Hospital,WIRE FX 150MM 1.6MM LCP CMPR 10MM NS [03.211.410], $246.92 ,
Cooper University Hospital,WIRE FX 150MM 1.6X20MM LCP CMPR NS [03.211.420], $246.92 ,
Cooper University Hospital,WIRE FX 400MM 1.8MM TRUELOK STPR [54-1215], $829.52 ,
Cooper University Hospital,WIRE FX RED TRUELOK STPR  [54-1133], $23.05 ,
Cooper University Hospital,WIRE G W/ TRCR TIP .045 W/ LSR LN [AR-8737-04], $72.77 ,
Cooper University Hospital,WIRE GUIDED CYTOLOGY BRUSH , $492.19 ,
Cooper University Hospital,WIRE ILIZAROV 1.5MM 300 CM  [102101]," $4,584.20 ",
Cooper University Hospital,WIRE ILIZAROV 1.8MM 370 MM  [102102], $354.03 ,
Cooper University Hospital,WIRE ILIZAROV 1.8MM 400 MM BAYONET POINT [71011500], $653.68 ,
Cooper University Hospital,WIRE ILIZAROV 1.8MM 400 MM W/STOPPER [102107]," $1,343.00 ",
Cooper University Hospital,WIRE JAG .025  [M00556561], $430.04 ,
Cooper University Hospital,WIRE MANIPULATOR  [398.908], $730.76 ,
Cooper University Hospital,WIRE MIC NEUROSCOUT 14 STD ," $2,148.03 ",
Cooper University Hospital,WIRE MIC NEUROSCOUT 14 STD XL ," $2,986.27 ",
Cooper University Hospital,WIRE OLIVE  [58820006], $402.63 ,
Cooper University Hospital,WIRE OLIVE  [71070373]," $1,051.07 ",
Cooper University Hospital,WIRE OLIVE 1.1MM  [DC4212], $553.01 ,
Cooper University Hospital,WIRE OLIVE 1.8MM  [71011502]," $2,258.14 ",
Cooper University Hospital,WIRE OLIVE 1.8X450MM  [4933-8-030], $331.42 ,
Cooper University Hospital,WIRE OLIVE 68X385  [71070369]," $6,927.23 ",
Cooper University Hospital,WIRE OLV , $189.19 ,
Cooper University Hospital,WIRE OLV 1.1MM DIA X 100MM , $522.94 ,
Cooper University Hospital,WIRE PACING MAYO ORNG  [025-100], $60.64 ,
Cooper University Hospital,WIRE PACING MAYO WHT  [025-101], $60.64 ,
Cooper University Hospital,WIRE PILOT REUNION RSA  [5901-1119], $154.75 ,
Cooper University Hospital,WIRE RDC 1.8MM DIA 400MM LNG MR SAFE [03.311.042]," $1,347.75 ",
Cooper University Hospital,WIRE REUNION NITINOL PILT  [5901-6072]," $5,821.20 ",
Cooper University Hospital,WIRE SMOOTH  [71070372], $966.18 ,
Cooper University Hospital,WIRE SPD-PT RDC 1.8X400MM F/ HBRD FXTR [292.39]," $1,347.75 ",
Cooper University Hospital,WIRE SPRG GD 0.0032INX60CM , $58.21 ,
Cooper University Hospital,WIRE SPRG GD 0.0035INX60CM  [AW-04435], $50.25 ,
Cooper University Hospital,WIRE SURG STL 0 MONO B&S 26  [DS26], $28.48 ,
Cooper University Hospital,WIRE SURG STL 0 MONO B&S 26  [DS26], $31.77 ,
Cooper University Hospital,WIRE SURG STL 2 MONO B&S 24  [DS24], $29.40 ,
Cooper University Hospital,WIRE SURG STL 3-0 MONO B&S 30  [DS30], $29.25 ,
Cooper University Hospital,WIRE SURG STL 3-0 MONO B&S 30  [DS30], $33.18 ,
Cooper University Hospital,WIRE SURG STL 4 MONO B&S 22  [DS22], $30.85 ,
Cooper University Hospital,WIRE SURG STL 5-0 MONO B&S 35  [DS35], $34.59 ,
Cooper University Hospital,WIRE SURG STL 7 MONO B&S 18  [DS18], $31.68 ,
Cooper University Hospital,WIRE SURPASS .014 X 260CM  [4103], $848.93 ,
Cooper University Hospital,WIRE THRD 1.25 , $155.23 ,
Cooper University Hospital,WIRE TIGER #2 50 IN TIGERSTICK (MIN 5 EA) [AR-7209T], $242.55 ,
Cooper University Hospital,WIRE TWISTER  [398.906]," $1,371.57 ",
Cooper University Hospital,WIRE U FIX GAMMA3 HP TROCH NAIL 180 [1320-0112], $401.13 ,
Cooper University Hospital,abacavir 20 mg/mL oral solution, $44.53 ,
Cooper University Hospital,abacavir 300 mg tablet, $45.17 ,
Cooper University Hospital,abacavir 600 mg-lamivudine 300 mg tablet, $208.87 ,
Cooper University Hospital,abciximab 10 mg/5 mL intravenous solution," $6,005.54 ",
Cooper University Hospital,"acetaminophen 1,000 mg/100 mL (10 mg/mL) intravenous solution", $118.24 ,
Cooper University Hospital,acetaminophen 120 mg rectal suppository, $2.36 ,
Cooper University Hospital,acetaminophen 120 mg-codeine 12 mg/5 mL (5 mL) oral solution, $6.00 ,
Cooper University Hospital,acetaminophen 120 mg-codeine 12 mg/5 mL oral solution, $0.53 ,
Cooper University Hospital,acetaminophen 160 mg/5 mL (5 mL) oral solution, $7.85 ,
Cooper University Hospital,acetaminophen 160 mg/5 mL oral liquid, $0.53 ,
Cooper University Hospital,acetaminophen 160 mg/5 mL Oral Susp, $14.55 ,
Cooper University Hospital,acetaminophen 160 mg/5 mL oral suspension, $1.14 ,
Cooper University Hospital,acetaminophen 300 mg-codeine 30 mg tablet, $2.59 ,
Cooper University Hospital,acetaminophen 32 mg/mL oral syringe  (FOR ORAL USE ONLY), $6.24 ,
Cooper University Hospital,acetaminophen 325 mg rectal suppository, $2.54 ,
Cooper University Hospital,acetaminophen 325 mg tablet, $0.53 ,
Cooper University Hospital,acetaminophen 325 mg/10.15 mL oral solution, $5.81 ,
Cooper University Hospital,acetaminophen 500 mg tablet, $0.53 ,
Cooper University Hospital,acetaminophen 650 mg rectal suppository, $2.74 ,
Cooper University Hospital,acetaminophen 80 mg chewable tablet, $0.53 ,
Cooper University Hospital,acetaminophen 80 mg rectal suppository, $3.39 ,
Cooper University Hospital,acetaZOLAMIDE 125 mg tablet, $8.46 ,
Cooper University Hospital,acetaZOLAMIDE 250 mg tablet, $16.93 ,
Cooper University Hospital,acetaZOLAMIDE 500 mg solution for injection, $201.32 ,
Cooper University Hospital,"acetaZOLAMIDE ER 500 mg capsule,extended release", $44.88 ,
Cooper University Hospital,acetic acid (bulk) 5 % liquid, $80.04 ,
Cooper University Hospital,acetic acid 0.25 % irrigation solution, $24.26 ,
Cooper University Hospital,acetic acid 2 % ear solution, $135.85 ,
Cooper University Hospital,acetic acid vaginal solution, $4.52 ,
Cooper University Hospital,acetone (urine) test strips, $0.87 ,
Cooper University Hospital,acetylcholine chloride 1 % (10 mg/mL) intraocular kit, $435.13 ,
Cooper University Hospital,acetylcysteine 200 mg/mL (20 %) intravenous solution," $1,004.16 ",
Cooper University Hospital,acetylcysteine 200 mg/mL (20 %) solution, $62.06 ,
Cooper University Hospital,activated charcoal 25 gram/120 mL oral suspension, $76.84 ,
Cooper University Hospital,activated charcoal 50 gram/240 mL oral suspension, $53.55 ,
Cooper University Hospital,activated charcoal-sorbitol 50 gram/240 mL oral suspension, $53.55 ,
Cooper University Hospital,acyclovir 200 mg capsule, $1.43 ,
Cooper University Hospital,acyclovir 200 mg/5 mL oral suspension, $20.33 ,
Cooper University Hospital,acyclovir 400 mg tablet, $1.88 ,
Cooper University Hospital,acyclovir 800 mg tablet, $2.54 ,
Cooper University Hospital,acyclovir sodium 50 mg/mL intravenous solution, $91.20 ,
Cooper University Hospital,adalimumab 40 mg/0.8 mL subcutaneous pen kit," $10,772.20 ",
Cooper University Hospital,adalimumab 40 mg/0.8 mL subcutaneous syringe kit," $10,772.20 ",
Cooper University Hospital,adenosine (diagnostic) 3 mg/mL intravenous solution, $518.57 ,
Cooper University Hospital,adenosine 3 mg/mL intravenous solution, $26.55 ,
Cooper University Hospital,adenosine 3 mg/mL intravenous syringe, $24.48 ,
Cooper University Hospital,agalsidase beta 5 mg intravenous solution," $3,924.46 ",
Cooper University Hospital,albendazole 200 mg tablet, $886.86 ,
Cooper University Hospital,albumin (urine) test strips, $1.56 ,
Cooper University Hospital,"albumin, human 5 % intravenous solution", $436.59 ,
Cooper University Hospital,albuterol sulfate 1.25 mg/3 mL solution for nebulization, $10.31 ,
Cooper University Hospital,albuterol sulfate 2 mg tablet, $28.50 ,
Cooper University Hospital,albuterol sulfate 2 mg/5 mL syrup, $2.50 ,
Cooper University Hospital,albuterol sulfate 2.5 mg/3 mL (0.083 %) solution for nebulization, $1.17 ,
Cooper University Hospital,albuterol sulfate 4 mg tablet, $28.50 ,
Cooper University Hospital,albuterol sulfate concentrate 2.5 mg/0.5 mL solution for nebulization, $1.85 ,
Cooper University Hospital,albuterol sulfate concentrate 5 mg/mL(0.5 %) solution for nebulization, $4.66 ,
Cooper University Hospital,albuterol sulfate HFA 90 mcg/actuation aerosol inhaler, $100.91 ,
Cooper University Hospital,aldesleukin 22 million unit intravenous solution," $13,491.31 ",
Cooper University Hospital,alendronate 10 mg tablet, $2.30 ,
Cooper University Hospital,alglucosidase alfa 50 mg intravenous solution," $3,657.65 ",
Cooper University Hospital,allergenic extract-Trichophyton mentagrophytes 1:200 intradermal, $63.06 ,
Cooper University Hospital,allopurinol 100 mg tablet, $2.01 ,
Cooper University Hospital,allopurinol 300 mg tablet, $3.57 ,
Cooper University Hospital,allopurinol 500 mg intravenous solution," $2,357.34 ",
Cooper University Hospital,ALPRAZolam 0.25 mg tablet, $1.16 ,
Cooper University Hospital,ALPRAZolam 0.5 mg tablet, $2.32 ,
Cooper University Hospital,ALPRAZolam 1 mg tablet, $3.24 ,
Cooper University Hospital,alprostadil 500 mcg/mL injection solution, $525.59 ,
Cooper University Hospital,alteplase 100 mg intravenous solution," $41,447.13 ",
Cooper University Hospital,alteplase 2 mg intra-catheter solution, $356.96 ,
Cooper University Hospital,alteplase 50 mg intravenous solution," $20,723.57 ",
Cooper University Hospital,"alum, ammonium (bulk) powder", $95.56 ,
Cooper University Hospital,aluminum hydroxide gel 320 mg/5 mL oral suspension, $1.02 ,
Cooper University Hospital,aluminum-mag hydroxide-simethicone 200 mg-200 mg-20 mg/5 mL oral susp, $8.15 ,
Cooper University Hospital,aluminum-mag hydroxide-simethicone 200 mg-200 mg-25 mg chewable tablet, $0.55 ,
Cooper University Hospital,aluminum-mag hydroxide-simethicone 400 mg-400 mg-40 mg/5 mL oral susp, $1.02 ,
Cooper University Hospital,alvimopan 12 mg capsule, $703.58 ,
Cooper University Hospital,amantadine HCl 100 mg capsule, $13.34 ,
Cooper University Hospital,amantadine HCl 50 mg/5 mL oral solution, $5.19 ,
Cooper University Hospital,amifostine crystalline 500 mg intravenous solution," $2,330.91 ",
Cooper University Hospital,"amikacin 1,000 mg/4 mL injection solution", $79.26 ,
Cooper University Hospital,amikacin 500 mg/2 mL injection solution, $59.45 ,
Cooper University Hospital,aMILoride 5 mg tablet, $3.51 ,
Cooper University Hospital,amino acid 10 % intravenous solution, $116.42 ,
Cooper University Hospital,amino acid infusion 6 % intravenous solution, $111.57 ,
Cooper University Hospital,amino ac-protein hydr-whey 11 gram-40 kcal/45 mL tube feed liquid pack, $5.02 ,
Cooper University Hospital,aminocaproic acid 250 mg/mL (25 %) oral solution, $189.69 ,
Cooper University Hospital,aminocaproic acid 250 mg/mL intravenous solution, $29.11 ,
Cooper University Hospital,aminocaproic acid 250 mg/mL IV, $26.78 ,
Cooper University Hospital,aminocaproic acid 500 mg tablet, $94.82 ,
Cooper University Hospital,"amiodarone 150 mg/100 mL (1.5 mg/mL) in dextrose, iso-osmotic IV", $168.33 ,
Cooper University Hospital,amiodarone 150 mg/3 mL intravenous syringe, $41.96 ,
Cooper University Hospital,amiodarone 200 mg tablet, $5.68 ,
Cooper University Hospital,"amiodarone 360 mg/200 mL (1.8 mg/mL) in dextrose, iso-osmotic IV", $224.11 ,
Cooper University Hospital,amiodarone 50 mg/mL intravenous solution, $16.92 ,
Cooper University Hospital,amitriptyline 10 mg tablet, $0.69 ,
Cooper University Hospital,amitriptyline 100 mg tablet, $5.54 ,
Cooper University Hospital,amitriptyline 25 mg tablet, $2.09 ,
Cooper University Hospital,amitriptyline 50 mg tablet, $2.77 ,
Cooper University Hospital,amitriptyline 75 mg tablet, $4.17 ,
Cooper University Hospital,amLODIPine 10 mg tablet, $1.58 ,
Cooper University Hospital,amLODIPine 2.5 mg tablet, $1.01 ,
Cooper University Hospital,Amlodipine 5 mg Tab, $0.53 ,
Cooper University Hospital,amLODIPine 5 mg tablet, $1.00 ,
Cooper University Hospital,ammonia aromatic 15 % (w/v) solution for inhalation, $2.12 ,
Cooper University Hospital,amobarbital 500 mg solution for injection," $3,556.02 ",
Cooper University Hospital,amoxicillin 125 mg-potassium clavulanate 31.25 mg/5 mL oral susp, $135.03 ,
Cooper University Hospital,amoxicillin 250 mg capsule, $0.56 ,
Cooper University Hospital,amoxicillin 250 mg/5 mL oral suspension, $0.54 ,
Cooper University Hospital,amoxicillin 250 mg-potassium clavulanate 125 mg tablet, $23.03 ,
Cooper University Hospital,amoxicillin 400 mg/5 mL oral suspension, $1.87 ,
Cooper University Hospital,amoxicillin 400 mg-potassium clavulanate 57 mg/5 mL oral suspension, $12.57 ,
Cooper University Hospital,amoxicillin 500 mg capsule, $0.86 ,
Cooper University Hospital,amoxicillin 500 mg-potassium clavulanate 125 mg tablet, $6.85 ,
Cooper University Hospital,amoxicillin 600 mg-potassium clavulanate 42.9 mg/5 mL oral suspension, $223.76 ,
Cooper University Hospital,amoxicillin 875 mg-potassium clavulanate 125 mg tablet, $7.86 ,
Cooper University Hospital,amphotericin B 50 mg solution for injection, $184.34 ,
Cooper University Hospital,amphotericin B liposome 50 mg intravenous suspension," $1,009.06 ",
Cooper University Hospital,ampicillin 1 gram intravenous solution, $69.51 ,
Cooper University Hospital,ampicillin 1 gram solution for injection, $29.11 ,
Cooper University Hospital,ampicillin 2 gram intravenous solution, $134.85 ,
Cooper University Hospital,ampicillin 2 gram solution for injection, $65.02 ,
Cooper University Hospital,ampicillin 500 mg solution for injection, $17.09 ,
Cooper University Hospital,ampicillin-sulbactam 1.5 gram solution for injection, $38.57 ,
Cooper University Hospital,ampicillin-sulbactam 15 gram solution for injection, $319.20 ,
Cooper University Hospital,ampicillin-sulbactam 3 gram solution for injection, $77.37 ,
Cooper University Hospital,anagrelide 0.5 mg capsule, $4.04 ,
Cooper University Hospital,anastrozole 1 mg tablet, $77.19 ,
Cooper University Hospital,angiotensin II 2.5 mg/mL intravenous solution," $7,276.50 ",
Cooper University Hospital,"antihemophilic factor VIII, full length 1,000 (+/-) unit IV solution"," $7,664.58 ",
Cooper University Hospital,"antihemophilic factor VIII, full length 2,000 (+/-) unit IV solution"," $15,329.16 ",
Cooper University Hospital,"antihemophilic factor VIII, full length 250 (+/-) unit IV solution"," $1,855.51 ",
Cooper University Hospital,"antihemophilic factor VIII, full length 500 (+/-) unit IV solution"," $3,832.29 ",
Cooper University Hospital,antihemophilic factor-vWF 250 unit-600 unit intravenous solution," $1,540.19 ",
Cooper University Hospital,"antihemophilic factor-vWF 500 unit-1,200 unit intravenous solution"," $3,080.39 ",
Cooper University Hospital,anti-inhibitor coagulant complex 400 unit-650 unit intravenous soln," $5,239.08 ",
Cooper University Hospital,"anti-inhibitor coagulant complex 651 unit-1,200 unit intravenous soln"," $10,478.16 ",
Cooper University Hospital,"anti-inhibitor coagulant complx 1,750 unit-3,250 unit intravenous soln"," $26,195.40 ",
Cooper University Hospital,antithrombin III (human) 500 (+/-) unit intravenous solution," $9,410.94 ",
Cooper University Hospital,anti-thymocyte globulin (rabbit) 25 mg intravenous solution," $3,660.27 ",
Cooper University Hospital,apixaban 2.5 mg tablet, $31.41 ,
Cooper University Hospital,apixaban 5 mg tablet, $31.41 ,
Cooper University Hospital,aprepitant 125 mg capsule, $395.39 ,
Cooper University Hospital,aprepitant 40 mg capsule, $521.00 ,
Cooper University Hospital,aprepitant 80 mg capsule, $482.82 ,
Cooper University Hospital,argatroban 1 mg/mL in 0.9 % sodium chloride intravenous solution, $960.50 ,
Cooper University Hospital,argatroban 100 mg/mL intravenous solution," $6,397.50 ",
Cooper University Hospital,argatroban 50 mg/50 mL (1 mg/mL) in sodium chloride (iso-osmotic) IV," $1,101.18 ",
Cooper University Hospital,arginine HCl (L-arginine) 10 % intravenous solution, $167.36 ,
Cooper University Hospital,ARIPiprazole 10 mg tablet, $144.23 ,
Cooper University Hospital,ARIPiprazole 15 mg tablet, $144.23 ,
Cooper University Hospital,ARIPiprazole 2 mg tablet, $144.23 ,
Cooper University Hospital,ARIPiprazole 5 mg tablet, $144.23 ,
Cooper University Hospital,arsenic trioxide 1 mg/mL intravenous solution," $3,292.37 ",
Cooper University Hospital,arsenic trioxide 2 mg/mL intravenous solution," $4,322.24 ",
Cooper University Hospital,artificial tears (hypromellose) 0.5 % eye drops, $133.23 ,
Cooper University Hospital,artificial tears(dextran-hypromel-glycern) 0.1 %-0.3 %-0.2 % eye drops, $53.41 ,
Cooper University Hospital,ascorbic acid (vitamin C) 250 mg tablet, $0.53 ,
Cooper University Hospital,ascorbic acid (vitamin C) 500 mg tablet, $0.53 ,
Cooper University Hospital,ascorbic acid (vitamin C) 500 mg/5 mL syrup, $0.89 ,
Cooper University Hospital,ascorbic acid (vitamin C) 500 mg/mL injection solution, $4.39 ,
Cooper University Hospital,aspirin 300 mg rectal suppository, $5.66 ,
Cooper University Hospital,aspirin 325 mg tablet, $0.53 ,
Cooper University Hospital,"aspirin 325 mg tablet,delayed release", $0.53 ,
Cooper University Hospital,aspirin 600 mg rectal suppository, $5.86 ,
Cooper University Hospital,aspirin 81 mg chewable tablet, $0.53 ,
Cooper University Hospital,"aspirin 81 mg tablet,delayed release", $0.53 ,
Cooper University Hospital,atazanavir 150 mg capsule, $236.62 ,
Cooper University Hospital,atazanavir 200 mg capsule, $118.30 ,
Cooper University Hospital,atazanavir 300 mg capsule, $234.37 ,
Cooper University Hospital,atenolol 100 mg tablet, $1.05 ,
Cooper University Hospital,atenolol 25 mg tablet, $0.84 ,
Cooper University Hospital,atenolol 50 mg tablet, $0.59 ,
Cooper University Hospital,atorvastatin 10 mg tablet, $2.65 ,
Cooper University Hospital,atorvastatin 20 mg tablet, $3.60 ,
Cooper University Hospital,atorvastatin 40 mg tablet, $3.60 ,
Cooper University Hospital,atorvastatin 80 mg tablet, $63.11 ,
Cooper University Hospital,atovaquone 750 mg/5 mL oral suspension, $153.17 ,
Cooper University Hospital,atovaquone-proguanil 250 mg-100 mg tablet, $133.25 ,
Cooper University Hospital,atropine 0.1 mg/mL injection syringe, $22.46 ,
Cooper University Hospital,atropine 0.4 mg/mL injection solution, $16.98 ,
Cooper University Hospital,atropine 1 % eye drops, $226.54 ,
Cooper University Hospital,atropine 1 mg/mL injection solution, $21.35 ,
Cooper University Hospital,azaCITIDine 100 mg solution for injection," $2,839.00 ",
Cooper University Hospital,azaTHIOprine 50 mg tablet, $3.28 ,
Cooper University Hospital,azithromycin 200 mg/5 mL oral suspension, $286.40 ,
Cooper University Hospital,azithromycin 250 mg tablet, $16.50 ,
Cooper University Hospital,azithromycin 500 mg intravenous solution, $36.05 ,
Cooper University Hospital,azithromycin 600 mg tablet, $365.17 ,
Cooper University Hospital,aztreonam 1 gram solution for injection, $159.84 ,
Cooper University Hospital,aztreonam 1 gram/50 mL in dextrose (iso-osmotic) intravenous piggyback, $161.30 ,
Cooper University Hospital,aztreonam 2 gram/50 mL in dextrose (iso-osmotic) intravenous piggyback, $323.32 ,
Cooper University Hospital,"bacitracin 50,000 unit intramuscular solution", $53.80 ,
Cooper University Hospital,bacitracin 500 unit/gram topical packet, $0.64 ,
Cooper University Hospital,bacitracin zinc 500 unit/gram topical ointment, $22.60 ,
Cooper University Hospital,bacitracin zinc 500 unit/gram topical packet, $0.97 ,
Cooper University Hospital,"bacitracin-polymyxin B 500 unit-10,000 unit/gram eye ointment", $111.20 ,
Cooper University Hospital,"bacitracin-polymyxin B 500 unit-10,000 unit/gram topical ointment", $43.60 ,
Cooper University Hospital,baclofen 10 mg tablet, $2.77 ,
Cooper University Hospital,"baclofen 2,000 mcg/mL intrathecal solution"," $8,343.72 ",
Cooper University Hospital,baclofen 20 mg tablet, $4.57 ,
Cooper University Hospital,baclofen 50 mcg/mL intrathecal solution, $354.12 ,
Cooper University Hospital,baclofen 500 mcg/mL intrathecal solution," $1,042.97 ",
Cooper University Hospital,balanced salt solution combination no.2 intraocular irrigation, $140.68 ,
Cooper University Hospital,belladonna alkaloids-opium 16.2 mg-30 mg rectal suppository, $53.39 ,
Cooper University Hospital,belladonna alkaloids-opium 16.2 mg-60 mg rectal suppository, $129.82 ,
Cooper University Hospital,benzocaine 10 % mucosal gel, $23.12 ,
Cooper University Hospital,benzocaine 20 % mucosal spray, $49.40 ,
Cooper University Hospital,benzocaine-menthol 20 %-0.5 % topical aerosol, $22.01 ,
Cooper University Hospital,benzocaine-menthol 6 mg-10 mg lozenges, $0.64 ,
Cooper University Hospital,benzoin-aloe vera-storax-tolu balsam 10 %-2 %-8 %-4 % topical tincture, $37.84 ,
Cooper University Hospital,benztropine 0.5 mg tablet, $4.85 ,
Cooper University Hospital,benztropine 1 mg tablet, $2.03 ,
Cooper University Hospital,benztropine 2 mg tablet, $3.26 ,
Cooper University Hospital,benztropine 2 mg/2 mL injection solution, $195.12 ,
Cooper University Hospital,betamethasone acetate and sodium phos 6 mg/mL suspension for injection, $95.94 ,
