Description,2019 Price
IMP SCR ZIM CANC HEX 4.0X16MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X16X6MM PT,52.00
IMP SCR ZIM CANC HEX 4.0X18MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X18X7MM PT,52.00
IMP SCR ZIM CANC HEX 4.0X20MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X20X8MM PT,52.00
IMP SCR ZIM CANC HEX 4.0X22MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X22X9MM PT,52.00
IMP SCR ZIM CANC HEX 4.0X24MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X24X10MM PT,52.00
IMP SCR ZIM CANC HEX 4.0X26MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X26X12MM PT,52.00
IMP SCR ZIM CANC HEX 4.0X28MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X30MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X30X14MM PT,52.00
IMP SCR ZIM CANC HEX 4.0X32MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X32MM PT 00-4840-032-01,0.00
IMP SCR ZIM CANC HEX 4.0X34MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X35X14MM PT,52.00
IMP SCR ZIM CANC HEX 4.0X36MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X38MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X40MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X40X14MM PT,52.00
IMP SCR ZIM CANC HEX 4.0X45MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X45X14MM PT,52.00
IMP SCR ZIM CANC HEX 4.0X50MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X50X15MM PT,52.00
IMP SCR ZIM CANC HEX 4.0X55MM FT,52.00
IMP SCR ZIM CANC HEX 4.0X60MM FT,52.00
IMP SCR ZIM CORT 3.5X10MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X12MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X14MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X16MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X18MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X20MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X22MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X24MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X26MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X28MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X30MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X32MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X34MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X36MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X38MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X40MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X45MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT 3.5X50MM SELF TAP SM HEX SS,64.00
IMP SCR ZIM CORT SHAFT 3.5X16X06MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORT SHAFT 3.5X18X06MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORT SHAFT 3.5X20X06MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORT SHAFT 3.5X22X06MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORT SHAFT 3.5X24X10MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORT SHAFT 3.5X26X10MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORT SHAFT 3.5X28X10MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORT SHAFT 3.5X30X10MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORT SHAFT 3.5X32X12MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORT SHAFT 3.5X32X12MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORT SHAFT 3.5X36X12MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORT SHAFT 3.5X38X15MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORT SHAFT 3.5X40X15MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORT SHAFT 3.5X45X15MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORT SHAFT 3.5X50X15MM PT NO SELF TAP HEX,55.00
IMP SCR ZIM CORTIC 2.7X06MM LONG ST SS 47-4827-006-01,64.00
IMP SCR ZIM CORTIC 2.7X07MM LONG ST SS 47-4827-007-01,64.00
IMP SCR ZIM CORTIC 2.7X08MM LONG ST SS 47-4827-008-01,64.00
IMP SCR ZIM CORTIC 2.7X09MM LONG ST SS 47-4827-009-01,64.00
IMP SCR ZIM CORTIC 2.7X10MM LONG ST SS 47-4827-010-01,64.00
IMP SCR ZIM CORTIC 2.7X12MM LONG ST SS 47-4827-012-01,64.00
IMP SCR ZIM CORTIC 2.7X14MM LONG ST SS 47-4827-014-01,64.00
IMP SCR ZIM CORTIC 2.7X16MM LONG ST SS 47-4827-016-01,64.00
IMP SCR ZIM CORTIC 2.7X18MM LONG ST SS 47-4827-018-01,64.00
IMP SCR ZIM CORTIC 2.7X20MM LONG ST SS 47-4827-020-01,64.00
IMP SCR ZIM CORTIC 2.7X22MM LONG ST SS 47-4827-022-01,64.00
IMP SCR ZIM CORTIC 2.7X24MM LONG ST SS 47-4827-024-01,64.00
IMP SCR ZIM CORTIC 2.7X26MM LONG ST SS 47-4827-026-01,64.00
IMP SCR ZIM CORTIC 2.7X28MM LONG ST SS 47-4827-028-01,64.00
IMP SCR ZIM CORTIC 2.7X30MM LONG ST SS 47-4827-030-01,64.00
IMP SCR ZIM CORTIC 2.7X32MM LONG ST SS 47-4827-032-01,64.00
IMP SCR ZIM CORTIC 2.7X34MM LONG ST SS 47-4827-034-01,64.00
IMP SCR ZIM CORTIC 2.7X36MM LONG ST SS 47-4827-036-01,64.00
IMP SCR ZIM CORTIC 2.7X38MM LONG ST SS 47-4827-038-01,64.00
IMP SCR ZIM CORTIC 2.7X40MM LONG ST SS 47-4827-040-01,64.00
IMP SCR ZIM CORTIC 2.7X42MM LONG ST SS 47-4827-042-01,64.00
IMP SCR ZIM CORTIC 2.7X44MM LONG ST SS 47-4827-044-01,64.00
IMP SCR ZIM CORTIC 2.7X45MM LONG ST SS 47-4827-045-01,64.00
IMP SCR ZIM CORTIC 2.7X46MM LONG ST SS 47-4827-046-01,64.00
IMP SCR ZIM CORTIC 2.7X48MM LONG ST SS 47-4827-048-01,64.00
IMP SCR ZIM CORTIC 2.7X50MM LONG ST SS 47-4827-050-01,64.00
IMP SCR ZIM CORTIC 3.5X2.7X100MM 00-2348-100-35,90.00
IMP SCR ZIM CORTIC 3.5X2.7X105MM 00-2348-105-35,90.00
IMP SCR ZIM CORTIC 3.5X2.7X46MM,90.00
IMP SCR ZIM CORTIC 3.5X2.7X85MM 00-2348-085-35,90.00
IMP SCR ZIM CORTIC 3.5X2.7X90MM 00-2348-095-35,90.00
IMP SCR ZIM CORTIC 4.5X26MM SELF TAP SS 00-2347-023-26,85.00
IMP SCR ZIM CORTIC 4.5X28MM SELF TAP SS 00-2347-023-28,85.00
IMP SCR ZIM CORTIC 4.5X30MM SELF TAP SS 00-2347-023-30,85.00
IMP SCR ZIM CORTIC 4.5X32MM SELF TAP SS 00-2347-023-32,85.00
IMP SCR ZIM CORTIC 4.5X34MM SELF TAP SS 00-2347-023-34,85.00
IMP SCR ZIM CORTIC 4.5X36MM SELF TAP SS 00-2347-023-36,85.00
IMP SCR ZIM CORTIC 4.5X38MM SELF TAP SS 00-2347-023-38,85.00
IMP SCR ZIM CORTIC 4.5X40MM SELF TAP SS 00-2347-023-40,85.00
IMP SCR ZIM CORTIC 4.5X42MM SELF TAP SS 00-2347-023-42,85.00
IMP SCR ZIM CORTIC 4.5X44MM SELF TAP SS 00-2347-023-44,85.00
IMP SCR ZIM CORTIC 4.5X46MM SELF TAP SS 00-2347-023-46,85.00
IMP SCR ZIM CORTIC 4.5X48MM SELF TAP SS 00-2347-023-48,85.00
IMP SCR ZIM CORTIC 4.5X50MM ST LG HEX RECESS 00-4845-050-01,48.00
IMP SCR ZIM CORTIC 4.5X55MM SELF TAP SS 00-2347-023-55,85.00
IMP SCR ZIM CORTIC 4.5X60MM SELF TAP SS 00-2347-023-60,85.00
IMP SCR ZIM CORTIC 4.5X65MM SELF TAP SS 00-2347-023-65,85.00
IMP SCR ZIM CORTIC 6.5X60MM SELF TAP SS 00-2347-026-60,93.00
IMP SCR ZIM CORTIC 6.5X65MM SELF TAP SS 00-2347-026-65,93.00
IMP SCR ZIM CORTIC 6.5X80MM SELF TAP SS 00-2347-026-80,93.00
IMP SCR ZIM CORTIC 6.5X85MM SELF TAP SS 00-2347-026-85,93.00
IMP SCR ZIM CORTIC CRUCI 2.0X06MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X08MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X10MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X12MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X14MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X16MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X18MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X20MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X22MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X24MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X26MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X28MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X30MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X32MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X34MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X36MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X38MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X40MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X42MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X44MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X46MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X48MM,60.00
IMP SCR ZIM CORTIC CRUCI 2.0X50MM,60.00
IMP SCR ZIM CORTIC HEX 2.7X06MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X07MM ST 00-4827-007-01,55.00
IMP SCR ZIM CORTIC HEX 2.7X08MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X09MM ST 00-4827-009-01,55.00
IMP SCR ZIM CORTIC HEX 2.7X10MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X12MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X14MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X16MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X18MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X20MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X22MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X24MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X26MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X28MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X30MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X32MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X34MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X36MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X38MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X40MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X42MM ST 00-4827-042-01,55.00
IMP SCR ZIM CORTIC HEX 2.7X44MM ST 00-4827-044-01,55.00
IMP SCR ZIM CORTIC HEX 2.7X45MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X46MM ST 00-4827-046-01,55.00
IMP SCR ZIM CORTIC HEX 2.7X50MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X52MM ST 00-4827-052-01,55.00
IMP SCR ZIM CORTIC HEX 2.7X55MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X56MM ST 00-4827-056-01,55.00
IMP SCR ZIM CORTIC HEX 2.7X60MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X65MM,55.00
IMP SCR ZIM CORTIC HEX 2.7X70MM,55.00
IMP SCR ZIM CORTIC LONG 2.7X08MM LOCKING 00-4828-008-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X10MM LOCKING 00-4828-010-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X12MM LOCKING 00-4828-012-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X14MM LOCKING 00-4828-014-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X16MM LOCKING 00-4828-016-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X18MM LOCKING 00-4828-018-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X20MM LOCKING 00-4828-020-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X22MM LOCKING 00-4828-022-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X24MM LOCKING 00-4828-024-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X26MM LOCKING 00-4828-026-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X28MM LOCKING 00-4828-028-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X30MM LOCKING 00-4828-030-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X32MM LOCKING 00-4828-032-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X34MM LOCKING 00-4828-034-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X36MM LOCKING 00-4828-036-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X38MM LOCKING 00-4828-038-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X40MM LOCKING 00-4828-040-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X42MM LOCKING 00-4828-042-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X44MM LOCKING 00-4828-044-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X46MM LOCKING 00-4828-046-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X48MM LOCKING 00-4828-048-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X50MM LOCKING 00-4828-050-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X55MM LOCKING 00-4828-055-02,267.00
IMP SCR ZIM CORTIC LONG 2.7X60MM LOCKING 00-4828-060-02,267.00
IMP SCR ZIM CORTIC LONG 3.5X55MM ST 00-4835-055-01,64.00
IMP SCR ZIM CORTIC LONG 3.5X60MM ST 00-4835-060-01,64.00
IMP SCR ZIM CORTIC LONG 3.5X65MM ST 00-4835-065-01,64.00
IMP SCR ZIM CORTIC LONG 3.5X70MM ST 00-4835-070-01,64.00
IMP SCR ZIM CORTIC LONG 3.5X75MM ST 00-4835-075-01,64.00
IMP SCR ZIM CORTIC LONG 3.5X80MM ST 00-4835-080-01,64.00
IMP SCR ZIM CORTL INTLOK 4.2X40MM 00-2253-040-42,457.00
IMP SCR ZIM CORTL INTLOK 4.2X50MM 00-2253-050-42,457.00
IMP SCR ZIM CORTL INTLOK 5.5X40MM 00-2253-040-55,457.00
IMP SCR ZIM CORTL INTLOK 5.5X65MM 00-2253-065-55,457.00
IMP SCR ZIM CORTL INTLOK 5.5X85MM 00-2253-085-55,457.00
IMP SCR ZIM FEM STEM REVISION 6215-10-000,980.00
IMP SCR ZIM NON CAN PERI LOCK 4.5X46MM 00-2359-046-45,345.00
IMP SCR ZIM PERI 3.5X08MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X10MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X12MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X14MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X16MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X18MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X20MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X22MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X24MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X26MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X28MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X30MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X32MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X34MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X36MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X38MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X40MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X42MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X44MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM PERI 3.5X48MM W/2.7MM HEAD SELF TAP SS,90.00
IMP SCR ZIM SPINE POLY AXIAL SEQUOIA 6.5X40MM 3306-6540,"2,000.00"
IMP SCR ZIM SPINE POLY AXIAL SEQUOIA 6.5X45MM 3306-6545,"2,000.00"
IMP SCR ZIM SPINE POLY AXIAL SEQUOIA 6.5X50MM 3306-6550,"2,000.00"
IMP SCR ZIMMER HEADED UNI KNEE SYSTEM 33MM 00-5791-044-00,150.00
IMP SCR ZIMMER HEADED UNI KNEE SYSTEM48MM 00-5791-041-00,211.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.2X10MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.2X12MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.2X14MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.2X16MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.2X4MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.2X5MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.2X6MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.2X7MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.2X8MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.2X9MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X10MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X11MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X12MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X13MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X14MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X15MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X16MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X17MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X18MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X19MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X20MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X21MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X22MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X23MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X24MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X4MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X5MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X6MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X7MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X8MM,938.00
IMP SCREW MEDARTIS CORTICAL 4 HEAD 1.5X9MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X10MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X11MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X12MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X13MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X14MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X15MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X16MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X17MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X18MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X19MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X20MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X21MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X22MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X23MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X24MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X4MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X5MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X6MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X7MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X8MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.0X9MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X10MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X11MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X12MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X13MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X14MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X15MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X16MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X17MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X18MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X19MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X20MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X21MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X22MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X23MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X24MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X5MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X6MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X7MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X8MM,938.00
IMP SCREW MEDARTIS CORTICAL 6 HEAD 2.3X9MM,938.00
IMP SCREW MEDARTIS EMERGENCY 4 HEAD 1.8X10MM,938.00
IMP SCREW MEDARTIS EMERGENCY 4 HEAD 1.8X6MM,938.00
IMP SCREW MEDARTIS LOCKING 4 HEAD 1.5X10MM,"1,538.00"
IMP SCREW MEDARTIS LOCKING 4 HEAD 1.5X11MM,"1,538.00"
IMP SCREW MEDARTIS LOCKING 4 HEAD 1.5X12MM,"1,538.00"
IMP SCREW MEDARTIS LOCKING 4 HEAD 1.5X13MM,"1,538.00"
IMP SCREW MEDARTIS LOCKING 4 HEAD 1.5X4MM,"1,538.00"
IMP SCREW MEDARTIS LOCKING 4 HEAD 1.5X5MM,"1,538.00"
IMP SCREW MEDARTIS LOCKING 4 HEAD 1.5X6MM,"1,538.00"
IMP SCREW MEDARTIS LOCKING 4 HEAD 1.5X7MM,"1,538.00"
IMP SCREW MEDARTIS LOCKING 4 HEAD 1.5X8MM,"1,538.00"
IMP SCREW MEDARTIS LOCKING 4 HEAD 1.5X9MM,"1,538.00"
IMP SCREW MEDARTIS TRILOCK 6 HEAD 2.0X10MM,923.00
IMP SCREW MEDARTIS TRILOCK 6 HEAD 2.0X11MM,"1,230.00"
IMP SCREW MEDARTIS TRILOCK 6 HEAD 2.0X12MM,923.00
IMP SCREW MEDARTIS TRILOCK 6 HEAD 2.0X13MM,"1,538.00"
IMP SCREW MEDARTIS TRILOCK 6 HEAD 2.0X14MM,"1,230.00"
IMP SCREW MEDARTIS TRILOCK 6 HEAD 2.0X16MM,"1,538.00"
IMP SCREW MEDARTIS TRILOCK 6 HEAD 2.0X18MM,"1,538.00"
IMP SCREW MEDARTIS TRILOCK 6 HEAD 2.0X20MM,"1,538.00"
IMP SCREW MEDARTIS TRILOCK 6 HEAD 2.0X6MM,"1,230.00"
IMP SCREW MEDARTIS TRILOCK 6 HEAD 2.0X7MM,"1,538.00"
IMP SCREW MEDARTIS TRILOCK 6 HEAD 2.0X8MM,"1,538.00"
IMP SCREW MEDARTIS TRILOCK 6 HEAD 2.0X9MM,"1,538.00"
IMP SCREW TORNIER BONE AFP 4.5X14MM AFPSC4514,238.00
IMP SCREW TORNIER BONE AFP 4.5X16MM AFPSC4516,238.00
IMP SCREW TORNIER BONE AFP 4.5X18MM AFPSC4518,238.00
IMP SCREW TORNIER BONE AFP 4.5X20MM AFPSC4520,238.00
IMP SCREW TORNIER BONE AFP 4.5X22MM AFPSC4522,238.00
IMP SCREW TORNIER BONE AFP 4.5X24MM AFPSC4524,238.00
IMP SCREW TORNIER BONE AFP 4.5X26MM AFPSC4526,238.00
IMP SCREW TORNIER BONE AFP 4.5X28MM AFPSC4528,238.00
IMP SCREW TORNIER BONE AFP 4.5X30MM AFPSC4530,238.00
IMP SCREW TORNIER BONE AFP 4.5X32MM AFPSC4532,238.00
IMP SCREW TORNIER BONE AFP 4.5X34MM AFPSC4534,238.00
IMP SCREW TORNIER BONE AFP 4.5X36MM AFPSC4536,238.00
IMP SCREW TORNIER BONE AFP 4.5X38MM AFPSC4538,238.00
IMP SCREW TORNIER BONE AFP 4.5X40MM AFPSC4540,238.00
IMP SCREW TORNIER BONE AFP 4.5X45MM AFPSC4545,238.00
IMP SCREW TORNIER BONE AFP 4.5X50MM AFPSC4550,238.00
IMP SCREW TORNIER BONE AFP 4.5X55MM AFPSC4555,238.00
IMP SCREW TORNIER BONE AFP 4.5X60MM AFPSC4560,238.00
IMP SCREW TORNIER BONE AFP 4.5X65MM AFPSC4565,238.00
IMP SET ARTHREX OSTEOCHONDRAL FLAP REPAIR MULTI SHOT SM,"2,088.00"
IMP SET ARTHREX OSTEOCHONDRAL FLAP REPAIR SGL SHOT AR-4009S,853.00
IMP SET INTENAL FIX 2.5MM 10DEG W/UNIV INSERTER 1443-2511,"3,475.00"
IMP SET SCR MEDT LONGITUDE II 5.5MM TI  5540430,163.00
IMP SHEATH BIO MITEK INTRAFIX 09X30MM,639.00
