Location,Charge Code,Description,Fee,Charge Quantity - Pharmacy
HEALTH ALLIANCE/CLINTON,27800051,SPACER ANTERIOR LORDOTIC PRESERVON 5 DEGREE 18.75MM VERTIGRAFT,"16,846.05",
HEALTH ALLIANCE/CLINTON,27800051,SPACER ANTERIOR LORDOTIC PRESERVON 5 DEGREE 20.75MM VERTIGRAFT,"16,846.05",
HEALTH ALLIANCE/CLINTON,27800051,BAND GASTRIC C ADJUSTABLE ADJUSTABLE REALIZE,"16,112.00",
HEALTH ALLIANCE/CLINTON,27800051,GRAFT AORTIC EXTENDER AAA 26MMX3.3CM EXCLUDER,"16,032.50",
HEALTH ALLIANCE/CLINTON,27800051,GRAFT AORTIC EXTENDER AAA 28.5MMX3.3CM EXCLUDER,"16,032.50",
HEALTH ALLIANCE/CLINTON,27800051,GRAFT ILIAC EXTENDER AAA 10MMX7CM EXCLUDER,"16,032.50",
HEALTH ALLIANCE/CLINTON,27800051,GRAFT ILIAC EXTENDER AAA 12MMX7CM EXCLUDER,"16,032.50",
HEALTH ALLIANCE/CLINTON,27800051,GRAFT ILIAC EXTENDER AAA 14.5MMX7CM EXCLUDER,"16,032.50",
HEALTH ALLIANCE/CLINTON,27800051,COMPONENT FEMORAL CRUCIATE RETAINING NON POROUS LEFT SIZE 4 SIGMA,"15,925.44",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL ANTERIOR 5 DEGREE CFRP MEDIUM 10MM COUGAR,"15,900.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER SPINAL INTERVERTEBRAL 10MMX27MMX10MM T PLUS,"15,900.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER SPINAL INTERVERTEBRAL 10MMX27MMX11MM T PLUS,"15,900.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER SPINAL INTERVERTEBRAL 10MMX27MMX12MM T PLUS,"15,900.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER SPINAL INTERVERTEBRAL 10MMX27MMX13MM T PLUS,"15,900.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER SPINAL INTERVERTEBRAL 10MMX27MMX14MM T PLUS,"15,900.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER SPINAL INTERVERTEBRAL 10MMX27MMX15MM T PLUS,"15,900.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER SPINAL INTERVERTEBRAL 10MMX27MMX7MM T PLUS,"15,900.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER SPINAL INTERVERTEBRAL 10MMX27MMX8MM T PLUS,"15,900.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER SPINAL INTERVERTEBRAL 10MMX27MMX9MM T PLUS,"15,900.00",
HEALTH ALLIANCE/CLINTON,27800051,GRAFT ENDOVASCULAR AAA ILIAC LEG CONTRALATERAL IPSILATERAL WITH Z-TRAK 14FR 10MMX54MM ZENITH,"15,878.80",
HEALTH ALLIANCE/CLINTON,27800051,GRAFT ENDOVASCULAR AAA ILIAC LEG CONTRALATERAL IPSILATERAL WITH Z-TRAK 16FR 14MMX90MM ZENITH,"15,878.80",
HEALTH ALLIANCE/CLINTON,27800051,IMPLANT INJECTABLE CALCIUM PHOSPHATE BONE SUBSTITUE 5CC ACCUFILL,"15,635.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER VERTEBRAL ODEGREE 9MM X 25MM,"15,456.39",
HEALTH ALLIANCE/CLINTON,27800051,RING ANNULOPLASTY TRICUSPID PHYSIO 36MM CARPENTIER-EDWARDS,"15,343.50",
HEALTH ALLIANCE/CLINTON,27800051,RING ANNULOPLASTY TRICUSPID PHYSIO 34MM CARPENTIER-EDWARDS,"15,343.50",
HEALTH ALLIANCE/CLINTON,27800051,SPACER PLIF FROZEN 9MM,"15,258.70",
HEALTH ALLIANCE/CLINTON,27800051,SPACER PLIF FROZEN 13MM,"15,258.70",
HEALTH ALLIANCE/CLINTON,27800051,SYSTEM LIQUID EMBOLIC ONYX 18,"15,258.70",
HEALTH ALLIANCE/CLINTON,27800051,SYSTEM LIQUID EMBOLIC ONYX 34,"15,258.70",
HEALTH ALLIANCE/CLINTON,27800051,GRAFT AORTIC EXTENDER AAA 36MMX4.5CM EXCLUDER,"15,237.50",
HEALTH ALLIANCE/CLINTON,27800051,SPACER FRA ANTERIOR NARROW FREEZE DRIED 9MM,"15,223.46",
HEALTH ALLIANCE/CLINTON,27800051,SPACER FRA ANTERIOR NARROW FREEZE DRIED 11MM,"15,223.46",
HEALTH ALLIANCE/CLINTON,27800051,SPACER FRA ANTERIOR NARROW FREEZE DRIED 13MM,"15,223.46",
HEALTH ALLIANCE/CLINTON,27800051,SPACER FRA ANTERIOR NARROW FREEZE DRIED 15MM,"15,223.46",
HEALTH ALLIANCE/CLINTON,27800051,SPACER FRA ANTERIOR NARROW FREEZE DRIED 17MM,"15,223.46",
HEALTH ALLIANCE/CLINTON,27800051,SPACER FRA ANTERIOR NARROW FREEZE DRIED 19MM,"15,223.46",
HEALTH ALLIANCE/CLINTON,27800051,IMPLANT INTERVERTEBRAL FUSION DEVICE CERVICCAL 5MMX15MMX12MM LORDO,"15,105.00",
HEALTH ALLIANCE/CLINTON,27800051,IMPLANT HYDORGEL SPACEOAR SYSTEM 10ML,"15,105.00",
HEALTH ALLIANCE/CLINTON,27800051,PATELLA WHOLE WITH SMALLER BLOCK,"15,079.83",
HEALTH ALLIANCE/CLINTON,27800051,LIGAMENT PATELLAR FROZEN WHOLE,"15,079.83",
HEALTH ALLIANCE/CLINTON,27800051,KIT CATHETER REPERFUSION HIGH FLOW W/ASPIRATION TUBING 5FR132CM ACE 6,"15,025.50",
HEALTH ALLIANCE/CLINTON,27800051,STEM FEMORAL DISTAL CONICAL MODULAR STRAIGHT 14MMX155MM RESTORATION,"15,023.65",
HEALTH ALLIANCE/CLINTON,27800051,STENT BRONCHIAL NG COVERED DISTAL RELEASE 14MMX40MMX25MM ULTRAFLEX,"15,019.94",
HEALTH ALLIANCE/CLINTON,27800051,VALVE AORTIC SUPRA-ANNULAR LATEX 21MM TOP HAT,"15,004.30",
HEALTH ALLIANCE/CLINTON,27800051,VALVE AORTIC SUPRA-ANNULAR LATEX 23MM TOP HAT,"15,004.30",
HEALTH ALLIANCE/CLINTON,27800051,VALVE AORTIC SUPRA-ANNULAR LATEX 25MM TOP HAT,"15,004.30",
HEALTH ALLIANCE/CLINTON,27800051,VALVE AORTIC SUPRA-ANNULAR LATEX 27MM TOP HAT,"15,004.30",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL VERTEBRAL ROTATION OPTION 11MMX25MM,"14,840.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER 10MMX28MMX8MM OPAL,"14,840.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER 9MMX28MMX10MM OPAL,"14,840.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER 10MMX28MMX9MM OPAL,"14,840.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER INSERT AND REVOLVE 10MMX28MMX11MM OPAL,"14,840.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER INSERT AND REVOLVE 10MMX32MMX11MM OPAL,"14,840.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER 9MMX32MMX10MM OPAL,"14,840.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER INTERBODY FUSION PEEK 6 DEGREE 13MMX22MM CAPSTONE CONTROL,"14,840.00",
HEALTH ALLIANCE/CLINTON,27800051,VALVE PRPGRAMABLE PROGAV WITH 10CM OCM TO 20CM H20,"14,765.01",
HEALTH ALLIANCE/CLINTON,27800051,CALLOS IMPACT STERILE 10CC,"14,749.90",
HEALTH ALLIANCE/CLINTON,27800051,VALVE STANDARD MITRAL MECHANICAL SIZE 25MM,"14,569.70",
HEALTH ALLIANCE/CLINTON,27800051,SLEEVE TIBIAL REVISION POROUS TITANIUM 29MM MBT,"14,503.98",
HEALTH ALLIANCE/CLINTON,27800051,SLEEVE TIBIAL REVISION POROUS TITANIUM 61MM MBT,"14,503.98",
HEALTH ALLIANCE/CLINTON,27800051,GRAFT VASCULAR THIN WALL REMOVABLE RING STRETCH 7MMX60CMX80CM PROPATEN,"14,453.10",
HEALTH ALLIANCE/CLINTON,27800051,TRAY FRACTURE EXPANDER 10MM X 3MM,"14,417.80",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL LORDOTIC PARALLEL BULLET 0 DEGREE CFRP 9MMX7MMX23MM CONCORDE,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL LORDOTIC PARALLEL BULLET 0 DEGREE CFRP 9MMX8MMX23MM CONCORDE,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL LORDOTIC PARALLEL BULLET 0 DEGREE CFRP 9MMX9MMX23MM CONCORDE,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL LORDOTIC PARALLEL BULLET 0 DEGREE CFRP 9MMX10MMX23MM CONCORDE,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL LORDOTIC PARALLEL BULLET 0 DEGREE CFRP 9MMX11MMX23MM CONCORDE,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL LORDOTIC PARALLEL BULLET 0 DEGREE CFRP 11MMX12MMX23MM CONCORDE,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL LORDOTIC PARALLEL BULLET 0 DEGREE CFRP 11MMX13MMX23MM CONCORDE,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL LORDOTIC PARALLEL BULLET 0 DEGREE CFRP 9MMX8MMX27MM CONCORDE,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL LORDOTIC PARALLEL BULLET 0 DEGREE CFRP 9MMX9MMX27MM CONCORDE,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL LORDOTIC PARALLEL BULLET 0 DEGREE CFRP 9MMX10MMX27MM CONCORDE,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL LORDOTIC PARALLEL BULLET 0 DEGREE CFRP 9MMX11MMX27MM CONCORDE,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL LORDOTIC PARALLEL BULLET 0 DEGREE CFRP 11MMX12MMX27MM CONCORDE,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE LORDOTIC 5 DEGREE 23MMX9MM,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL LORDOTIC PARALLEL BULLET 0 DEGREE CFRP 11MMX13MMX27MM CONCORDE,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE CONCORDE BULLET 9MM X 10MM X 25MM,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE CONCORDE INLINE 25MM X 11MM X 11MM,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE CONCORDE BULLET 11MM X 9MM,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE CONCORDE BULLET 25MMX 13MM,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE CONCORDE BULLET 9MM X 9MM X 25MM,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE LUMBAR INTERBODY 9MMX8MMX25MM CONCORDE INLINE,"14,416.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE CERVICAL ROUND TITANIUM 15MMX88MM SYNMESH,"14,325.90",
HEALTH ALLIANCE/CLINTON,27800051,CAGE AVS ANCHOR-C 8MM X 12MM X 14MM X 4DEGREE,"14,310.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE CERVICAL 14MM X 14MM X 8MM X 0DEGREE,"14,310.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE CERVICAL 14MM X 16MM X 7MM X 0DEGREE,"14,310.00",
HEALTH ALLIANCE/CLINTON,27800051,ALLOGRAFT OSTEOCHONDRAL CANCELLOUS 7MM CHONDROFIX,"14,098.00",
HEALTH ALLIANCE/CLINTON,27800051,SYSTEM DELIVERY FOR UP TO 34MM EVOLUT PRO VALVE ENVEO R,"13,833.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 5MMX10CM TARGET XL 360,"13,833.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 4MMX12CM TARGET XL 360,"13,833.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 5MMX15CM TARGET XL 360,"13,833.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 4MMX8CM TARGET XL 360,"13,833.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 2MMX3CM TARGET XL 360,"13,833.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 3MMX9CM TARGET XL 360,"13,833.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 3MMX6CM TARGET XL 360,"13,833.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 2MMX6CM TARGET XL 360,"13,833.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 6MMX20CM TARGET XL 360,"13,833.00",
HEALTH ALLIANCE/CLINTON,27800051,GASTRIC BAND C PLUS REALIZE WITH DISSECTOR 5MM,"13,780.53",
HEALTH ALLIANCE/CLINTON,27800051,SPACER SPINAL THORACOLUMBAR 5 DEGREE LORDOTIC 28MMX10MMX8MM LEOPARD,"13,780.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER SPINAL THORACOLUMBAR PARALLEL LORDOTIC 28MMX10MMXMM LEOPARD,"13,780.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER SPINAL THORACOLUMBAR 5 DEGREE LORDOTIC 28MMX10MMX10MM LEOPARD,"13,780.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER SPINAL THORACOLUMBAR 5 DEGREE LORDOTIC 28MMX10MMX11MM LEOPARD,"13,780.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL INTERBODY 0 DEGREE STERILE 9MMX26MMX8MM POSTERIOR SPINE TRUSS,"13,780.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL INTERBODY 0 DEGREE STERILE 9MMX22MMX12 POSTERIOR SPINE TRUSS,"13,780.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL INTERBODY 0DEGREE STERILE 9MMX10MMX22MM POSTERIOR SPINE TRUSS,"13,780.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL INTERBODY 0 DEGREE STERILE 9MMX22MMX8MM,"13,780.00",
HEALTH ALLIANCE/CLINTON,27800051,PLATE 16MMX6MM COALITION AGX,"13,705.80",
HEALTH ALLIANCE/CLINTON,27800051,PLATE RP 16MMX6MM COALITION AGX,"13,705.80",
HEALTH ALLIANCE/CLINTON,27800051,CONSTRUCT SKYLINE/BENGAL LEVEL 1,"13,695.00",
HEALTH ALLIANCE/CLINTON,27800051,SHUNT VALVE PROGRAMABLE PROGAV NO GRAVITATIONAL UNIT 0-20,"13,616.57",
HEALTH ALLIANCE/CLINTON,27800051,MICROCOIL EMBOLIZATION NEUROVASCULAR 16MMX50CM DELTAMAXX,"13,555.28",
HEALTH ALLIANCE/CLINTON,27800051,MICROCOIL EMBOLIZATION NEUROVASCULAR 18MMX55CM DELTAMAXX,"13,555.28",
HEALTH ALLIANCE/CLINTON,27800051,MICROCOIL EMBOLIZATION NEUROVASCULAR 20MMX60CM DELTAMAXX,"13,555.28",
HEALTH ALLIANCE/CLINTON,27800051,MICROCOIL EMBOLIZATION NEUROVASCULAR 22MMX60CM DELTAMAXX,"13,555.28",
HEALTH ALLIANCE/CLINTON,27800051,MICROCOIL EMBOLIZATION NEUROVASCULAR 10MMX40CM DELTAMAXX,"13,555.28",
HEALTH ALLIANCE/CLINTON,27800051,MICROCOIL EMBOLIZATION NEUROVASCULAR 12MMX45CM DELTAMAXX,"13,555.28",
HEALTH ALLIANCE/CLINTON,27800051,MICROCOIL EMBOLIZATION NEUROVASCULAR 14MMX45CM DELTAMAXX,"13,555.28",
HEALTH ALLIANCE/CLINTON,27800051,MICROCOIL DELTAMAXX 24MM X 60CM,"13,555.28",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL ROUND TITANIUM SMALL 12X40MM VBOSS,"13,449.98",
HEALTH ALLIANCE/CLINTON,27800051,CONNECTOR ROD TRANSVERSE 5.5MMX40MM MONARCH,"13,425.50",
HEALTH ALLIANCE/CLINTON,27800051,CONNECTOR ROD TRANSVERSE 5.5MMX60MM MONARCH,"13,425.50",
HEALTH ALLIANCE/CLINTON,27800051,COIL PRESIDIO 5MM X 17CM,"13,409.00",
HEALTH ALLIANCE/CLINTON,27800051,RESERVOIR PENILE PROSTHESIS CONCEAL INHIBIZONE,"13,359.50",
HEALTH ALLIANCE/CLINTON,27800051,STEM FEMORAL MONOLITHIC 132 DEGREE SIZE 9 SECUR-FIT,"13,282.54",
HEALTH ALLIANCE/CLINTON,27800051,UNIT ROD 29CM,"13,261.60",
HEALTH ALLIANCE/CLINTON,27800051,SPACER TRANSFORAMINAL LUMBAR RADIOLUCENT 10MMX27MMX7MM TRAVIOS,"13,250.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER TRANSFORAMINAL LUMBAR RADIOLUCENT 10MMX27MMX11MM TRAVIOS,"13,250.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER SPINAL CONED P-LIFT 8MMX24MMX10MM,"13,238.50",
HEALTH ALLIANCE/CLINTON,27800051,CAGE LTIF 11MMX30MMX9MM,"13,200.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE FUSION LUMBER INTERBODY SINGLE USE 11MMX26MMX7MM CEZANNE-II,"13,200.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE PEAK 0 DEGREE 26X11MMX8MM CEZANNE,"13,200.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER INTERVERTEBRAL 0 DEGREE 11MMX26MMX9MM,"13,200.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER INTERVERTEBRAL 11MMX30MMX10MM 8DEGREEE,"13,200.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER INTERVERTEBRAL 11MM X 26MM X 9MM,"13,200.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE TLIF 11MMX26MMX 8MM,"13,200.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER INTERVERTEBRAL 11MM X 26MM X 10MM,"13,200.00",
HEALTH ALLIANCE/CLINTON,27800051,ALLOGRAFT CERVICAL LORDOTIC 9MM OPTIO-C,"13,183.50",
HEALTH ALLIANCE/CLINTON,27800051,ROD 5.5MMX8MM-51MMX45MM H-LINK,"13,172.50",
HEALTH ALLIANCE/CLINTON,27800051,SPACER CAGE CAPSTONE 8MM X 22MM,"13,172.50",
HEALTH ALLIANCE/CLINTON,27800051,SPACER CAGE CAPSTONE 12MM X 22MM,"13,172.50",
HEALTH ALLIANCE/CLINTON,27800051,SPACER CAGE CAPSTONE 13MM X 22MM,"13,172.50",
HEALTH ALLIANCE/CLINTON,27800051,SPACER CAGE CAPSTONE 7MM X 22MM,"13,172.50",
HEALTH ALLIANCE/CLINTON,27800051,SPACER CAGE CAPSTONE 9MM X 22MM,"13,172.50",
HEALTH ALLIANCE/CLINTON,27800051,SPACER CAGE CAPSTONE 11MM X 22MM,"13,172.50",
HEALTH ALLIANCE/CLINTON,27800051,SPACER CAGE CAPSTONE 6MM X 22MM,"13,172.50",
HEALTH ALLIANCE/CLINTON,27800051,SPACER CAGE TYPE 2134 10MMX22MM CAPSTONE,"13,172.50",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 20MMX50CM TARGET XL 360,"13,130.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 22MMX50CM TARGET XL 360,"13,130.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 24MMX50CM TARGET XL 360,"13,130.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 10MMX40CM TARGET XL 360,"13,130.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 12MMX45CM TARGET XL 360,"13,130.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 14MMX50CM TARGET XL 360,"13,130.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 8MMX30CM TARGET XL 360,"13,130.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 9MMX30CM TARGET XL 360,"13,130.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 10MMX40CM TARGET XL 360,"13,130.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 12MMX45CM TARGET XL 360,"13,130.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 14MMX50CM TARGET XL 360,"13,130.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 16MMX50CM TARGET XL 360,"13,130.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 18MMX50CM TARGET XL 360,"13,130.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 7MMX20CM TARGET XL 360,"13,130.70",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL MESH ROUND TITANIUM 10MMX30MM HARMS,"13,085.33",
HEALTH ALLIANCE/CLINTON,27800051,RING ANNULOPLASTY TRICUSPID EDWARDS 26MM MC3,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,RING ANNULOPLASTY TRICUSPID EDWARDS 28MM MC3,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,RING ANNULOPLASTY TRICUSPID EDWARDS 34MM MC3,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,RING ANNULOPLASTY TRICUSPID EDWARDS 30MM MC3,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,RING ANNULOPLASTY TRICUSPID EDWARDS 32MM MC3,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,RING MITRAL PHYSIO II 24MM,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,RING MITRAL PHYSIO II 26MM,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,RING MITRAL PHYSIO II 28MM,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,RING MITRAL PHYSIO II 30MM,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,RING MITRAL PHYSIO II 32MM,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,RING MITRAL PHYSIO II 34MM,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,RING MITRAL PHYSIO II 36MM,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,RING MITRAL PHYSIO II 38MM,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,RING MITRAL PHYSIO II 40MM,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,RING TRICUSPID MC3 36MM,"12,815.00",
HEALTH ALLIANCE/CLINTON,27800051,PLATE CERVICAL ANTERIOR FUSION CURVED LEVEL 3 SKYLINE,"12,787.50",
HEALTH ALLIANCE/CLINTON,27800051,STRIP DEMINERALIZED BONE MATRIX STERILE 50MMX20MMX7MM OSTEOSPONGE,"12,760.00",
HEALTH ALLIANCE/CLINTON,27800051,STENT TRACHEOBRONCHIAL FULLY COVERED OVER THE WIRE 16FR 14MMX40MMX61CM,"12,650.00",
HEALTH ALLIANCE/CLINTON,27800051,CONSTRUCT3 LEVEL HYBRID ANTERIOR CERVICAL,"12,622.50",
HEALTH ALLIANCE/CLINTON,27800051,KNEE SPACER TIBIAL 80MM,"12,375.00",
HEALTH ALLIANCE/CLINTON,27800051,MICROCOIL EMBOLIZATION NEUROVASCULAR 5MMX20CM DELTAMAXX,"11,678.48",
HEALTH ALLIANCE/CLINTON,27800051,MICROCOIL EMBOLIZATION NEUROVASCULAR 6MMX25CM DELTAMAXX,"11,678.48",
HEALTH ALLIANCE/CLINTON,27800051,MICROCOIL EMBOLIZATION NEUROVASCULAR 7MMX33CM DELTAMAXX,"11,678.48",
HEALTH ALLIANCE/CLINTON,27800051,MICROCOIL EMBOLIZATION NEUROVASCULAR 9MMX35CM DELTAMAXX,"11,678.48",
HEALTH ALLIANCE/CLINTON,27800051,PLATE CERVICAL ANTERIOR FUSION CURVED LEVEL 2 SKYLINE,"11,550.00",
HEALTH ALLIANCE/CLINTON,27800051,TENDON PATELLAR  BISECTED IRRADIATED,"11,352.00",
HEALTH ALLIANCE/CLINTON,27800051,LIGAMENT PATELLAR SPLIT FROZEN,"11,352.00",
HEALTH ALLIANCE/CLINTON,27800051,SCREW POLYAXIAL RAPID MULTI ANGLE 6.75MMX45MM RADIUS,"11,333.85",
HEALTH ALLIANCE/CLINTON,27800051,SCREW MULTI ANGLE RAPID 5.75MMX50MM RADIUS,"11,333.85",
HEALTH ALLIANCE/CLINTON,27800051,SCREW POLYAXIAL RAPID MULTI ANGLE 6.75MMX40MM RADIUS,"11,333.85",
HEALTH ALLIANCE/CLINTON,27800051,SCREW MULTI ANGLE RAPID 5.75MMX40MM RADIUS,"11,333.85",
HEALTH ALLIANCE/CLINTON,27800051,CONSTRUCT 2 LEVEL HYBRID ANTERIOR CERVICAL,"11,275.00",
HEALTH ALLIANCE/CLINTON,27800051,SHAFT FEMORAL 200MM,"11,253.00",
HEALTH ALLIANCE/CLINTON,27800051,PROSTHESIS EAR RIGHT SMALL 19.5MMX34MMX59MM  S-EAR,"11,005.50",
HEALTH ALLIANCE/CLINTON,27800051,SPACER ROI-C BBR 8MM HEIGHT 12MM X 15.5MM,"11,000.00",
HEALTH ALLIANCE/CLINTON,27800051,SCREW 9MMX65MM EXPEDIUM 5.5,"11,000.00",
HEALTH ALLIANCE/CLINTON,27800051,SPACER ROI-C BBR 8MM HEIGHT 14MMX15.5MM,"11,000.00",
HEALTH ALLIANCE/CLINTON,27800051,BARRIER CURVE TITAN CRANIAL MEDPOR,"10,868.00",
HEALTH ALLIANCE/CLINTON,27800051,MATRIX REINFORCEMENT PORCINE 5CMX5CM INFORCE,"10,855.35",
HEALTH ALLIANCE/CLINTON,27800051,IMPLANT SUBTALAR 9MM BIOARCH,"10,846.00",
HEALTH ALLIANCE/CLINTON,27800051,IMPLANT SYSTEM DELTOID RECONSTRUCTION,"10,752.50",
HEALTH ALLIANCE/CLINTON,27800051,RING ANNULOPLASTY MITRAL 26MM CARPENTIER PHYSIO,"10,725.00",
HEALTH ALLIANCE/CLINTON,27800051,RING ANNULOPLASTY MITRAL 28MM CARPENTIER PHYSIO,"10,725.00",
HEALTH ALLIANCE/CLINTON,27800051,RING ANNULOPLASTY MITRAL 30MM CARPENTIER PHYSIO,"10,725.00",
HEALTH ALLIANCE/CLINTON,27800051,RING ANNULOPLASTY MITRAL 32MM CARPENTIER PHYSIO,"10,725.00",
