Hospital Name:  French Medical Center,,,,,,,
OSHPD Facility No: 106400480,,,,,,,
"Effective Date of Charges: July 1, 2018",,,,,,,
,,,,,,,
"CDM
Number",Billing Description (25 char), 999 Price  (Default) ,Zero Price Indicator,,,,
6303067,PSYLLIUM 3.4GM PWDR PKT  , -   ,3,,,,
6303068,LIDOCAINE 200MG/5ML PEDIV, -   ,3,,,,
6303069,VECURONIUM 10MG PWD PEDIV, -   ,3,,,,
6303070,ATROPINE 0.4MG/ML 20ML IN, -   ,3,,,,
6303071,PHENYLEPH PF 1MG/10MLSYR , -   ,3,,,,
6303072,APAP/COD 120-12MG/5ML LIQ, -   ,3,,,,
6303073,NA BICARB 2.4MEQ/5ML INJ , -   ,3,,,,
6303074,AMANTADINE 100MG/10ML SOL, -   ,3,,,,
6303075,AMINO/DEX W/E 5-15%1000ML, -   ,3,,,,
6303076,AMIODARONE 450MG/9ML INJ , -   ,3,,,,
6303077,L-CYSTEINE 50MG/ML 10ML  , -   ,3,,,,
6303078,DEXAM PH 1MG(120MG)MDV   , -   ,3,,,,
6303079,DICLOFENAC 0.1% 2.5ML OPS, -   ,3,,,,
6303080,HEPARIN FL 30U/3ML SYR   , -   ,3,,,,
6303081,TELMISARTAN 80MG TAB     , -   ,3,,,,
6303082,TEMAZEPAM 30MG CAP       , -   ,3,,,,
6303083,APAP/TRAMADOL 325/37.5 TB, -   ,3,,,,
6303084,WATER STERILE 100ML INJ  , -   ,3,,,,
6303085,ZINC SULFATE 5MG/ML 5ML  , -   ,3,,,,
6303086,BENZOCAIN/RESORCINOL 30GM, -   ,3,,,,
6303088,IG GAMMAGRD20GM/200ML IV , -   ,3,,,,
6303089,IG PRIVIGEN10%10GM/100 IV, -   ,3,,,,
6303090,PREDNISOLONE 15MG ODT TAB, -   ,3,,,,
6303091,APIXABAN 5MG TAB         , -   ,3,,,,
6303092,DEXMEDETOM 0.4MG/100ML PB, -   ,3,,,,
6303093,DEXMEDETOM 0.2MG/50ML PB , -   ,3,,,,
6303094,IG GAMUNEX 20GM INJ      , -   ,3,,,,
6303095,ELECTROLYTE S 1000ML INJ , -   ,3,,,,
6303096,LACTOBAC ACID-BULG 1MU TB, -   ,3,,,,
6303097,ALBUTEROL 2MG/5ML 120ML  , -   ,3,,,,
6303098,DOBUTAMINE 100MG/50MLPDIV, -   ,3,,,,
6303099,AMOXICILLIN 250MG/5 80ML , -   ,3,,,,
6303100,AMPICILLIN 250/5 5ML SU  , -   ,3,,,,
6303101,AMYL/LIPASE/PRO 16/5/18  , -   ,3,,,,
6303102,ANTIPYRINE/BENZOC 15ML OT, -   ,3,,,,
6303103,APAP/HYDROCOD 500/5MG TAB, -   ,3,,,,
6303104,DOBUTAMINE 200MG/50MLPDIV, -   ,3,,,,
6303105,DIPHENOX/ATROPIN 60ML SOL, -   ,3,,,,
6303106,NEO/POLYM/BACIT 15GM OINT, -   ,3,,,,
6303107,BENOXINATE/FLUORES 5ML OP, -   ,3,,,,
6303108,BENZOCAINE/MENTHOL LOZ   , -   ,3,,,,
6303109,BLEOMYCIN SULFATE 30U SDV, -   ,3,,,,
6303110,CARBOPLAT /50MG 450MG MDV, -   ,3,,,,
6303111,CEFIXIME 100MG/5ML 50ML  , -   ,3,,,,
6303112,CIPROFLOX 250MG/5ML 100ML, -   ,3,,,,
6303113,CLONIDINE 1MG/10ML INJ   , -   ,3,,,,
6303114,CLORAZEPATE 7.5MG CAP    , -   ,3,,,,
6303115,CLORAZEPATE 7.5MG TAB    , -   ,3,,,,
6303116,D5% 0.45 NACL+KCL10 5DLIV, -   ,3,,,,
6303117,D50% 50ML INJ            , -   ,3,,,,
6303118,DESONIDE 0.05% 60GM TOP  , -   ,3,,,,
6303119,DEXAMETHAS 0.1% 5ML OPSOL, -   ,3,,,,
6303120,DEXTRAN 40 10%/NS 5DL INJ, -   ,3,,,,
6303121,DIATRIZOATE/IODIPAM 10ML , -   ,3,,,,
6303122,DIGOXIN 0.05MG/ML 5ML ELX, -   ,3,,,,
6303123,DILTIAZEM 125MG/125ML PB , -   ,3,,,,
6303124,DOBUTAMINE 1GM/250ML PB  , -   ,3,,,,
6303125,DOPAMINE 200MG/250ML PB  , -   ,3,,,,
6303126,ERYTHRO ETH 40/1ML PEDPO , -   ,3,,,,
6303127,FAMCICLOVIR 125MG TAB    , -   ,3,,,,
6303128,FUROSEMIDE 8MG/ML 5ML SOL, -   ,3,,,,
6303130,H-FLU B/TETANUS 0.5ML INJ, -   ,3,,,,
6303131,HEPARIN 10KU/ML 1ML INJ  , -   ,3,,,,
6303132,HEP A VACC 25U/0.5MLPEDIM, -   ,3,,,,
6303133,HYDROCORT 0.5% 30GM OINT , -   ,3,,,,
6303134,HYOSCYAMINE 0.5MG/ML 1ML , -   ,3,,,,
6303135,LEVETIRACET 500MG/5ML LIQ, -   ,3,,,,
6303136,K IODIDE 1GM/ML 30ML SOL , -   ,3,,,,
6303137,KCL 40MEQ/100ML PB       , -   ,3,,,,
6303138,LIDOCAINE 2% 10ML INJ    , -   ,3,,,,
6303139,LINEZOLID 100MG/5ML SU UD, -   ,3,,,,
6303140,LOPERAMIDE 1MG/5ML 5ML SO, -   ,3,,,,
6303141,MEPIVACAINE 2% 50ML INJ  , -   ,3,,,,
6303142,METOCLOPRAM 10MG/10ML LIQ, -   ,3,,,,
6303143,MORPHINE ER 15MG TAB     , -   ,3,,,,
6303145,MULTIVIT W MINERALS TAB  , -   ,3,,,,
6303146,NA ACET 100MEQ/50ML INJ  , -   ,3,,,,
6303147,NACL 0.9% BACT 10ML INJ  , -   ,3,,,,
6303148,NACL 2% 15ML OP SOL      , -   ,3,,,,
6303149,NACL 3% 100ML INJ        , -   ,3,,,,
6303150,NAPROXEN 125MG/5ML 10ML  , -   ,3,,,,
6303151,NEOSTIG 1:1K /0.5MG10MLVL, -   ,3,,,,
6303152,NICARDIP 20MG/NS 200MLIV , -   ,3,,,,
6303153,PHENOL 1.4% 180ML SPRY   , -   ,3,,,,
6303154,PHENYLEPH 2.5% 15ML OPS  , -   ,3,,,,
6303155,PROMETHAZINE 50MG SUPP   , -   ,3,,,,
6303156,IG RHO-D 300MCG INJ      , -   ,3,,,,
6303157,ROPIVACAINE 400MG/2DL INJ, -   ,3,,,,
6303158,SILVER SULFAD 1% 20GM CRM, -   ,3,,,,
6303159,SORBITOL 3% 3000ML IRRIG , -   ,3,,,,
6303160,SULFACETAMIDE 10% 5ML OPS, -   ,3,,,,
6303161,SMZ-TMP 800-160MG/10MLINJ, -   ,3,,,,
6303163,THEOPH 80MG/15ML 15ML ELX, -   ,3,,,,
6303164,THEOPHYLLINE ER 200MG CAP, -   ,3,,,,
6303165,THEOPHYLLINE ER 300MG CAP, -   ,3,,,,
6303166,ACD FORMULA-A 1000ML INJ , -   ,3,,,,
6303167,TRIAMCIN ACE0.5% 15GM TOP, -   ,3,,,,
6303168,TRIAMTERENE/HCTZ 37.5/25M, -   ,3,,,,
6303169,VIT B COMPLX W C TAB     , -   ,3,,,,
6303170,WATER STERILE 50ML INJ   , -   ,3,,,,
6303171,ZIPRASIDONE 80MG CAP     , -   ,3,,,,
6303172,CAFFEINE CIT 60MG/3ML LIQ, -   ,3,,,,
6303173,TAPENTADOL 50MG TAB      , -   ,3,,,,
6303174,HEPAT B IMM GLOB 1ML SDV , -   ,3,,,,
6303175,OXALIPLATIN 100MG PWD INJ, -   ,3,,,,
6303176,SOLIFENACIN 10MG TAB     , -   ,3,,,,
6303177,ABSRB GEL SPNG SZ 100 TOP, -   ,3,,,,
6303178,IG FLEBOGAMM10GM/2DL IVJG, -   ,3,,,,
6303179,CINACALCET 90MG TAB      , -   ,3,,,,
6303180,BARIUM SUL 98% 135ML SUSP, -   ,3,,,,
6303181,BARIUM/METHYLCEL 13%600ML, -   ,3,,,,
6303182,BETAMETH DIP AUG 15GM TOP, -   ,3,,,,
6303183,CICLOPIROX 0.77% 15GM TOP, -   ,3,,,,
6303184,CONIVAPTAN 20MG/100ML PB , -   ,3,,,,
6303186,FONDAPARIN 10MG/0.8ML SYR, -   ,3,,,,
6303187,HYOSCYAMINE ER 0.375MG TB, -   ,3,,,,
6303188,IOHEXOL 240MG/ML 10ML INJ, -   ,3,,,,
6303189,RISPERIDON LA 25MG/2MLINJ, -   ,3,,,,
6303190,SILDENAFIL 100MG TAB     , -   ,3,,,,
6303191,ZONISAMIDE 25MG CAP      , -   ,3,,,,
6303192,TET/DIP PF 0.5ML>=7YR SYR, -   ,3,,,,
6303193,ASCORBIC AC 100MG/1MLPDPO, -   ,3,,,,
6303194,PHOSPHORUS 250MG TAB     , -   ,3,,,,
6303195,BARIUM SULFATE 450ML SUSP, -   ,3,,,,
6303196,PEN G BENZ/PROC 1.2MMUSYR, -   ,3,,,,
6303197,ALBUTEROL 90MCG 8GM INH  , -   ,3,,,,
6303198,PARICALCITOL 4MCG CAP    , -   ,3,,,,
6303199,RABIES IMMGLOB150U 10MLJG, -   ,3,,,,
6303200,CAFFEINE 200MG TAB       , -   ,3,,,,
6303201,CYSTEINE 50MG/ML 10ML INJ, -   ,3,,,,
6303202,SMZ-TMP 200-40MG/5ML SUS , -   ,3,,,,
6303203,PHENOL 1.4% 20ML SPRY    , -   ,3,,,,
6303204,LACTASE 3000UNIT TAB     , -   ,3,,,,
6303205,VARICELLA VAC 0.5ML INJ  , -   ,3,,,,
6303206,TPN CLINIM 4.25/10 2L INJ, -   ,3,,,,
6303207,ASCORBIC AC 500MG/5ML 120, -   ,3,,,,
6303209,OMEGA3/FATTY AC/ETHYL 1GM, -   ,3,,,,
6303210,CITRIC AC/SIMET/NA BICARB, -   ,3,,,,
6303211,NA HYPOCHLOR 0.125% 473ML, -   ,3,,,,
6303212,ZINC OXIDE 40% 120ML TOP , -   ,3,,,,
6303213,DOXYCYCLINE 25MG/5ML SUSP, -   ,3,,,,
6303214,IG PRIVIGEN 20GM/200ML IV, -   ,3,,,,
6303215,VERAPAMIL 240MG 24HR TAB , -   ,3,,,,
6303216,LAMIVUDINE 10MG/ML 240ML , -   ,3,,,,
6303217,ERYTHRO ETH 200/5 100MLLQ, -   ,3,,,,
6303218,BACITRACIN 120GM TOP     , -   ,3,,,,
6303219,DOBUTAMINE 50MG/50ML PDIV, -   ,3,,,,
6303220,GENTAMICIN 60MG/50ML PB  , -   ,3,,,,
6303221,HALOPERIDOL 2MG/ML 10ML C, -   ,3,,,,
6303222,DEXAMETH 10MG/1ML OPSOL  , -   ,3,,,,
6303223,VALGANCICLOV 50MG/1ML SUS, -   ,3,,,,
6303224,INSUL 70/30 100U/ML 3ML  , -   ,3,,,,
6303225,KETAMINE 50MG/ML10MLPEDIV, -   ,3,,,,
6303226,MIDAZOLAM 5MG/1ML PEDIV  , -   ,3,,,,
6303227,PEN V K 50MG/1ML PEDPO   , -   ,3,,,,
6303228,BARIUM 0.1% 450ML SUSP   , -   ,3,,,,
6303229,BARIUM 100% 1900ML SUSP  , -   ,3,,,,
6303230,DEXAM PH PF 10MG/1ML INJ , -   ,3,,,,
6303231,CLINDAMYCIN 1% 30GM TGEL , -   ,3,,,,
6303233,IG FLEBOGAMM5GM/50ML IVJG, -   ,3,,,,
6303234,DEXMEDETOM 200MCG/2ML PIV, -   ,3,,,,
6303235,APIXABAN 2.5MG TAB       , -   ,3,,,,
6303236,DOBUTAMINE 250MG/20ML PIV, -   ,3,,,,
6303237,MORPHINE PF 10MG/10ML PIV, -   ,3,,,,
6303238,VERAPAMIL 120MG 24HR TAB , -   ,3,,,,
6303239,BARIUM 40%W/V 250ML HONEY, -   ,3,,,,
6303240,BARIUM 40% W/V 240ML NECT, -   ,3,,,,
6303241,BARIUM  60% 473ML E-PASTE, -   ,3,,,,
6303242,FLUOCINON 0.05% 15GM OINT, -   ,3,,,,
6303243,FACT 9 COMPL/1IU 500UVLJG, -   ,3,,,,
6303244,VERAPAMIL 120MG 24HR CAP , -   ,3,,,,
6303245,HYDROMORPH 2MG/25ML PCA  , -   ,3,,,,
6303246,MANNITOL 25% 4GM/16ML SYR, -   ,3,,,,
6303247,SELEGILINE 5MG CAP       , -   ,3,,,,
6303248,LIDO 0.4% 120MG/30ML PDIV, -   ,3,,,,
6303249,RAVE 0.4-0.03-2MG/5ML LIQ, -   ,3,,,,
6303250,AMOXICILLIN 250MG TAB 2PK, -   ,3,,,,
6303251,APAP/HYDROCO 325/5MG4TABS, -   ,3,,,,
6303252,ONDANSETRON 4MG ODT 2PK  , -   ,3,,,,
6303253,APAP/CODEINE 300-30MG 2PK, -   ,3,,,,
6303254,ACETAMIN 120MG SUP 4PK   , -   ,3,,,,
6303255,ACETAMIN 325MG SUP 2PK   , -   ,3,,,,
6303256,AMOX/CLAV 875/125MG 2PKTB, -   ,3,,,,
6303257,CARISOPRODOL 350MG 6PK TB, -   ,3,,,,
6303258,DIPHENHYD 12.5MG/5ML 3PK , -   ,3,,,,
6303259,DIPHENHYDRAM 25MG CAP 3PK, -   ,3,,,,
6303260,DIPHENOX/ATROP 2.5MG 4PK , -   ,3,,,,
6303261,GUAIF/COD 200-20/10ML 2PK, -   ,3,,,,
6303262,IBUPROFEN 100MG/5ML LQ2PK, -   ,3,,,,
6303263,IBUPROFEN 600MG TAB 6PK  , -   ,3,,,,
6303264,LORAZEPAM 1MG TAB 4PK    , -   ,3,,,,
6303265,MECLIZINE 12.5MG TAB 4PK , -   ,3,,,,
6303266,ONDANSETRON 4MG ODT 4PK  , -   ,3,,,,
6303267,PEN VK 250MG TAB 2PK     , -   ,3,,,,
6303268,PHENAZOPYRID 200MG TB 3PK, -   ,3,,,,
6303269,PROMETHAZ 12.5MG SUPP 2PK, -   ,3,,,,
6303270,PROMETHAZINE 25MG TAB 4PK, -   ,3,,,,
6303271,SMZ-TMP 800/160MG TAB 2PK, -   ,3,,,,
6303272,TRAMADOL 50MG TAB 4PK    , -   ,3,,,,
6303273,CEFOTETAN 1GM 50ML PB    , -   ,3,,,,
6303274,CYCLOPHOSPHAM 1GM SDVJG  , -   ,3,,,,
6303275,GEMCITABINE 1GM SDV      , -   ,3,,,,
6303276,HEPAR 25KU/D20W 500ML PMX, -   ,3,,,,
6303277,OLMESARTAN 5MG TAB       , -   ,3,,,,
6303278,ROSUVASTATIN 40MG TAB    , -   ,3,,,,
6303279,VALPROIC AC 250MG/5ML LIQ, -   ,3,,,,
6303280,CEPHALEXIN 250MG CAP 4PK , -   ,3,,,,
6303281,FENTANY/BUP 3MCG/ML 100ML, -   ,3,,,,
6303282,METHYLPRED 2.5MG/1ML PEDI, -   ,3,,,,
6303283,HEP12.5KU/NS0.45%250MLPMX, -   ,3,,,,
6303284,MESALAMINE 800MG ER TAB  , -   ,3,,,,
6303285,ACETAMIN 80MG SUPP       , -   ,3,,,,
6303286,AMBRISENTAN 10MG TAB     , -   ,3,,,,
6303287,AMOXICILLIN 400/5 5ML SUS, -   ,3,,,,
6303288,ALLAN/CAMPHOR/PHENOL 6MG , -   ,3,,,,
6303289,FAT EMULSION 20% 100ML IN, -   ,3,,,,
6303290,IBANDRONATE 150MG TAB    , -   ,3,,,,
6303291,LOPERAMID 1MG/5ML 120MLLQ, -   ,3,,,,
6303292,RABEPRAZOLE EC 20MG TAB  , -   ,3,,,,
6303293,TOLTERODINE LA 4MG CAP   , -   ,3,,,,
6303294,FENT/BUP 2MCG0.1%250MLEPD, -   ,3,,,,
6303296,BISMUTH 524MG 30ML SUSP  , -   ,3,,,,
6303297,SILODOSIN 4MG CAP        , -   ,3,,,,
6303298,AMMONIUM ALUM 360GM PWD  , -   ,3,,,,
6303299,BENZOCAINE 20% 0.5ML SPRY, -   ,3,,,,
6303300,LIDO/EPI 1%-1:200000 10ML, -   ,3,,,,
6303301,CYTARABINE /100MG 2GM VL , -   ,3,,,,
6303302,IFOSFAMIDE 3GM INJ       , -   ,3,,,,
6303303,D5% 0.2 NACL 250ML INJ   , -   ,3,,,,
6303304,MAG SULF 10GM/20ML INJ   , -   ,3,,,,
6303305,NAPHAZOLINE 0.012% 15ML O, -   ,3,,,,
6303306,AL SULF/CA ACET PWD TOP  , -   ,3,,,,
6303307,NEO/BAC ZN/POLY/PRAM 30GM, -   ,3,,,,
6303308,SOD PHOS/BIPHOS 66ML ENEM, -   ,3,,,,
6303309,METFORMIN 1000MG TAB     , -   ,3,,,,
6303310,NACL 5% 3.5GM OP OINT    , -   ,3,,,,
6303311,OCULAR LUBRICANT 10ML GEL, -   ,3,,,,
6303312,QUETIAPINE 50MG TAB      , -   ,3,,,,
6303313,QUETIAPINE FUM 200MG TAB , -   ,3,,,,
6303314,QUETIAPINE 300MG TAB     , -   ,3,,,,
6303315,QUETIAPINE 300MG ER TAB  , -   ,3,,,,
6303316,RAMIPRIL 10MG CAP        , -   ,3,,,,
6303317,ROPINIROLE 0.5MG TAB     , -   ,3,,,,
6303318,CARB/LEVO/ENTA 25/100/200, -   ,3,,,,
6303319,CARBID/LEV/ENT12.5/50/200, -   ,3,,,,
6303320,SITAGLIPTIN 100MG TAB    , -   ,3,,,,
6303321,TELMISARTAN 20MG TAB     , -   ,3,,,,
6303322,PROPOFOL SF 500MG/50MLINJ, -   ,3,,,,
6303323,MENING VAC ACYW PF0.5MLIM, -   ,3,,,,
6303324,TOCILIZUMAB 200MG INJJG  , -   ,3,,,,
6303325,AMYL NITRITE 0.3ML INH SO, -   ,3,,,,
6303326,MORPHINE PF 250MG/10MLINJ, -   ,3,,,,
6303327,PHENOBARB 20MG/5ML 120ML , -   ,3,,,,
6303328,LEVALBUTER 0.31MG/3ML NEB, -   ,3,,,,
6303329,BETAMETH/CLOTRIM 45GM CRM, -   ,3,,,,
6303330,NYSTATIN/TRIAMC 60GM TOP , -   ,3,,,,
6303331,MEGESTROL 40MG/1ML 240ML , -   ,3,,,,
6303332,ESTRADIOL 0.05MG BIWK PAT, -   ,3,,,,
6303333,DICLOFENAC 1.3%  PATCH   , -   ,3,,,,
6303334,ZINC OXIDE 13% 56GM TOP  , -   ,3,,,,
6303335,FACT 9 COMPLEX /1IU INJJG, -   ,3,,,,
6303336,TERIPARAT 250MCG 2.4MLPEN, -   ,3,,,,
6303337,EXENATIDE 250MCG/ML 2.4ML, -   ,3,,,,
6303338,IG FLEBOGAMMA 10GM/1DL IV, -   ,3,,,,
6303339,VALSARTAN 160MG TAB      , -   ,3,,,,
6303340,VALACYCLOVIR 1000MG TAB  , -   ,3,,,,
6303341,TRAZODONE 100MG TAB      , -   ,3,,,,
6303342,ATENOLOL 100MG TAB       , -   ,3,,,,
6303343,CEVIMELINE 30MG CAP      , -   ,3,,,,
6303344,ETRAVIRINE 200MG TAB     , -   ,3,,,,
6303345,FINASTERIDE 1MG TAB      , -   ,3,,,,
6303346,CITALOPRAM 40MG TAB      , -   ,3,,,,
6303347,DOXAZOSIN 8MG TAB        , -   ,3,,,,
6303348,MULTIVIT THERAPEUTIC TAB , -   ,3,,,,
6303350,ALBUMIN 25% 100ML INJ    , -   ,3,,,,
6303351,MITOMYCIN 40MG SDVJG     , -   ,3,,,,
6303352,OXALIPLATIN 100MG/20MLINJ, -   ,3,,,,
6303353,DEXAMETH 10MG/10ML CONSOL, -   ,3,,,,
6303354,DIGOXIN 0.05MG/ML 60ML EL, -   ,3,,,,
6303355,DOXYCYCLINE 25MG/5ML 60ML, -   ,3,,,,
6303356,STARCH 51% SUPP          , -   ,3,,,,
6303357,AMYL/LIPA/PRO 17.5/4.2/10, -   ,3,,,,
6303358,HYDROMORPH PF 10MG/ML 5ML, -   ,3,,,,
6303359,SENNOSIDES 8.8MG/5ML 10ML, -   ,3,,,,
6303360,LORAZEPAM 2MG/1ML PEDPO  , -   ,3,,,,
6303362,LEVONORGESTREL 1.5MG TAB , -   ,3,,,,
6303363,AMOXICILLIN 200MG/5 50ML , -   ,3,,,,
6303364,AMOXICILLIN 400/5 50ML   , -   ,3,,,,
6303365,LIDO/EPI 1%-1:100000 10ML, -   ,3,,,,
6303366,ALOE VERA 120GM TOP      , -   ,3,,,,
6303367,SILDENAFIL 10MG/12.5ML IN, -   ,3,,,,
6303368,MICONAZOLE 2% 57GM CRM   , -   ,3,,,,
6303370,BUSPIRONE 15MG TAB       , -   ,3,,,,
6303371,ESOMEPRAZOLE 20MG EC CAP , -   ,3,,,,
6303372,HEPAT B IMM GLOB 1ML SDV , -   ,3,,,,
6303373,NARATRIPTAN 2.5MG TAB    , -   ,3,,,,
6303374,SUCCINYLCHOL 100MG/5MLINJ, -   ,3,,,,
6303375,ARIPIPRAZOLE 30MG TAB    , -   ,3,,,,
6303376,HEPAT B VACC 10MCG PEDIM , -   ,3,,,,
6303377,METHENAMINE MAND 1GM TAB , -   ,3,,,,
6303378,METOPROLOL ER 200MG TAB  , -   ,3,,,,
6303379,PROMETHAZINE 12.5MG TAB  , -   ,3,,,,
6303380,VENLAFAXINE ER 150MG CAP , -   ,3,,,,
6303381,BARIUM SUL 60% 355ML SUSP, -   ,3,,,,
6303382,IOHEXOL 240MG/ML 50ML INJ, -   ,3,,,,
6303383,QUETIAPINE 200MG ER TAB  , -   ,3,,,,
6303384,IODIXANOL 270MG/ML 100ML , -   ,3,,,,
6303385,FLU VACC FLUARX TV 3YR+IM, -   ,3,,,,
6303386,DIATRIZO MEG 60% 50MLINJ , -   ,3,,,,
6303387,VANCOMYCIN 125MG/10ML SUS, -   ,3,,,,
6303388,IG GAMUNEX 5GM INJ       , -   ,3,,,,
6303389,HYALURONA 14/ML 0.55ML OP, -   ,3,,,,
6303390,MAG SULF 1GM/D5W 50ML PMX, -   ,3,,,,
6303391,DIATRIZ MEG/NA 66-10 50ML, -   ,3,,,,
6303392,CEPHALEXIN 125/5 100ML SU, -   ,3,,,,
6303393,APAP/HYDROCO 325/7.5 15ML, -   ,3,,,,
6303394,BARIUM 40% W/V 30ML NECT , -   ,3,,,,
6303395,TROLAMINE 10% 37GM CRM   , -   ,3,,,,
6303396,IG PRIVIGEN 20GM/200ML IV, -   ,3,,,,
6303397,FACT 8 RECOM 1IU(250)VLJG, -   ,3,,,,
6303398,DIP-ACEL PERT-TE PF 0.5ML, -   ,3,,,,
6303399,ERYTHRO BASE EC 250MG TAB, -   ,3,,,,
6303400,GLUCOSE 5GM ODT          , -   ,3,,,,
6303401,VIT B/C/FA COMB RENAL TAB, -   ,3,,,,
6303402,IBUPROFEN 200MG/10ML LIQ , -   ,3,,,,
6303404,AMINO AC 8.5% SF 0.5L INJ, -   ,3,,,,
6303406,AMOXICILLIN 200MG/5ML SUS, -   ,3,,,,
6303409,APAP/HYDROCO 325/5MGTB6PK, -   ,3,,,,
6303410,TAMOXIFEN 20MG TAB       , -   ,3,,,,
6303411,TPN CLINIMIX 4.25/20%1LIV, -   ,3,,,,
6303412,A AND D 120GM OINT       , -   ,3,,,,
6303413,IRON/VIT C/SUCCIN AC CAP , -   ,3,,,,
6303416,D5% 0.2 NACL+KCL10 1LINJ , -   ,3,,,,
6303417,FOSINOPRIL 40MG TAB      , -   ,3,,,,
6303418,OLOPATADINE 0.2% 2.5ML OP, -   ,3,,,,
6303419,ROTAVIRUS VAC PENTA SUS  , -   ,3,,,,
6303420,EPINEPH 2MG/D5W 250MLPMX , -   ,3,,,,
6303421,SAXAGLIPTIN 2.5MG TAB    , -   ,3,,,,
6303422,VANCO 1.5GM/NS 500ML PMX , -   ,3,,,,
6303423,MILNACIPRAN 50MG TAB     , -   ,3,,,,
6303424,BACITRACIN 30GM OINT     , -   ,3,,,,
6303425,CLINDAMYCIN 1% 60ML T-SOL, -   ,3,,,,
6303426,LIDOCAINE/EPI/TETRA 3ML  , -   ,3,,,,
6303427,METHOTREX 1GM PWDR SDV   , -   ,3,,,,
6303428,NACL 0.9% 150ML INJ      , -   ,3,,,,
6303429,CINACALCET 60MG TAB      , -   ,3,,,,
6303430,AMLODIP/BENAZPR 10/20MG C, -   ,3,,,,
6303431,ANIDULAFUNGIN 100MG SDV  , -   ,3,,,,
6303432,EZETIMIB/SIMVAS 10/20MGTB, -   ,3,,,,
6303433,EZETIMIB/SIMVAS 10/40MGTB, -   ,3,,,,
6303434,FLUOXETINE HCL 40MG CAP  , -   ,3,,,,
6303435,IRBESARTAN 300MG TAB     , -   ,3,,,,
6303436,LOSARTAN/HCTZ 100/25MG TB, -   ,3,,,,
6303437,METRONIDAZ 0.1% 60GM GEL , -   ,3,,,,
6303438,SITAGLIPTN/METFRM 50/1000, -   ,3,,,,
6303439,SITAGLIPTIN/METFRM 50/500, -   ,3,,,,
6303440,LINAGLIPTIN 5MG TAB      , -   ,3,,,,
6303441,PITAVASTATIN 2MG TAB     , -   ,3,,,,
6303442,FESOTERODINE ER 8MG TAB  , -   ,3,,,,
6303443,FENTANYL 10MCG/ML PEDIV  , -   ,3,,,,
6303444,WATER STERILE 500ML INJ  , -   ,3,,,,
6303445,EPINEPHRINE 0.15MG PEN   , -   ,3,,,,
6303446,TPN CLINIMIX 5/15 2L INJ , -   ,3,,,,
6303447,ECALLANTID 10MG/1ML INJJG, -   ,3,,,,
6303448,ACETAMINOPHEN 80MG ODT   , -   ,3,,,,
6303449,AMYL/LIP/PRO 39/10/39KUTB, -   ,3,,,,
6303450,ACIDOPHYL/BULGAR 1GM GRAN, -   ,3,,,,
6303452,DOXYCYCLINE 50MG/5ML LIQ , -   ,3,,,,
6303453,DOXYLAMINE 25MG TAB      , -   ,3,,,,
6303458,VIT B6(PYRIDOXINE) 25MG  , -   ,3,,,,
6303461,URSODIOL 20MG/1ML PEDPO  , -   ,3,,,,
6303467,IG GAMMAGARLQ1GM/10MLIVJG, -   ,3,,,,
6303468,NA GLYCEROPH 4.32G/20MLVL, -   ,3,,,,
6303470,KCENTRA (500IU) 1IU INJ  , -   ,3,,,,
6303472,IG FLEBOGAMM20GM/2DL IVJG, -   ,3,,,,
6303474,APAP/CODEINE 300-30MG 6PK, -   ,3,,,,
6303475,ALGLUCOS LUMIZYM 50MGSDV , -   ,3,,,,
6303476,AMINO ACID 10% NO.7 1LINJ, -   ,3,,,,
6303477,AMMON LACT 12%140GM CRM  , -   ,3,,,,
6303478,NORFLURANE 103.5ML TPSPRY, -   ,3,,,,
6303480,MENTH/CAMPH/EUCAL 50GMTOP, -   ,3,,,,
6303481,CARTEOLOL 1% 10ML OP SOL , -   ,3,,,,
6303482,CEFUROXIM 250/5 100ML SUS, -   ,3,,,,
6303483,CHROMIUM PIC 200MCG CAP  , -   ,3,,,,
6303484,CISPLATIN 10MG(200MG)MDV , -   ,3,,,,
6303485,TPN CLINIMIX 5/25% 1L IV , -   ,3,,,,
6303486,FACTOR 8VWF RCO/1IU INJJG, -   ,3,,,,
6303488,DIPHENHYD/ZINC 2% 30GMCRM, -   ,3,,,,
6303489,DOXYCYCLINE 150MG ER TAB , -   ,3,,,,
6303490,FLUOCINONIDE 0.05%20MLSOL, -   ,3,,,,
6303491,FLUORIDE 1.1% 100ML PASTE, -   ,3,,,,
6303492,FLUOROURACIL 5GM/100MLINJ, -   ,3,,,,
6303493,OLANZAP/FLUOXET 3-25MG CP, -   ,3,,,,
6303494,IOPAMID 250MG/ML 150MLINJ, -   ,3,,,,
6303495,LAMOTRIGINE 50MG TAB     , -   ,3,,,,
6303496,LINACLOTIDE 145 MCG CAP  , -   ,3,,,,
6303498,MESALAMINE 1.2GM ER TAB  , -   ,3,,,,
6303499,METFORMIN ER 24H 1GM TAB , -   ,3,,,,
6303501,METH SALIC/MENTH/CAMP 1PT, -   ,3,,,,
6303502,MINOCYCLIN ER 24H 105MGTB, -   ,3,,,,
6303505,K PHOS NEUT 250MG TB PDPO, -   ,3,,,,
6303507,PRISMASATE BGK 2/0 5L BAG, -   ,3,,,,
6303508,PRISMASATE BGK4/2.5 5LBAG, -   ,3,,,,
