Bayhealth Medical Center ,,,
Kent General Hospital,,,
,,,
Charge Code,Charge Description,Charge,**Charge is variable and based on type of drug / supply and variabe cost
32000192,HC PULMONARY ANGIOGRAPHY BY SELECTIVE CATH OR VENOUS INJ," $1,965.00 ",
32000193,HC AV DIALYSIS SHUNT IMAGING," $1,958.00 ",
32000194,HC VEIN X-RAY ARMS/LEGS," $1,172.00 ",
32000195,"HC VENOGRAM RENAL , UNILATERAL; SELECTIVE"," $3,282.00 ",
32000196,"HC VENOGRAM RENAL , BILATERAL; SELECTIVE"," $3,282.00 ",
32000197,HC VEIN X-RAY LIVER W/HEMODYNAMIC EVALUATION," $3,376.00 ",
32000198,HC VEIN X-RAY LIVER W/O HEMODYNAMIC EVALUATION," $2,585.00 ",
32000199,HC VENOGRAM HEPATIC W HEMODYNAMIC EVALUATION," $6,839.00 ",
32000200,HC PTA ADDITIONAL VISCERAL ARTERY," $1,034.00 ",
32000202,HC FLUOROSCOPIC PROCEDURE, $250.00 ,
32000203,HC X-RAY EXAM ENTIRE SPINE 4/5 VIEWS, $656.00 ,
32000204,HC X-RAY EXAM ENTIRE SPINE 6/> VIEWS, $656.00 ,
32000205,HC X-RAY EXAM HIP UNI 4/> VIEWS, $345.00 ,
32000206,HC X-RAY EXAM HIPS BI 3-4 VIEWS, $345.00 ,
32000207,HC X-RAY EXAM HIPS BI 5/> VIEWS, $656.00 ,
32000208,HC X-RAY EXAM OF FEMUR 1 VIEW, $207.00 ,
32000209,HC  IR INTRAVASCULAR RETRIEVAL OF FB," $7,466.00 ",
32000210,HC INJECTION ILEAL LOOP, $204.00 ,
32000211,HC US EXTREMITY NON-VASC REAL-TIME IMG COMPL, $371.00 ,
32000213,HC OR VALIDATION PROCEDURE, $188.00 ,
32000214,HC X-RAY EXAM ABDOMEN 1 VIEW, $233.00 ,
32000215,HC X-RAY EXAM ABDOMEN 2 VIEWS, $446.00 ,
32000216,HC X-RAY EXAM ABDOMEN 3+ VIEWS, $446.00 ,
32000217,HC AIR INJECTION INTO ABDOMEN, $700.00 ,
32100000,HC INJECTION EXTREMITY VENOGRAPHY, $269.00 ,
32100001,HC VENOGRAPHY CAVAL INFERIOR SERIALOGRAPHY RS&I," $7,865.00 ",
32300000,HC ABDOMINAL AORTOGRAM," $4,830.00 ",
32300001,HC SELECT EXTREMITY CAROTID LEFT," $5,802.00 ",
32400000,HC CHEST SINGLE VIEW, $166.00 ,
32400001,HC CHEST PA/LATERAL, $231.00 ,
32400002,HC CHEST PA/LAT/OBLIQUES, $231.00 ,
32400003,HC CHEST MINIMUM 4 VIEWS, $231.00 ,
32400004,HC CHEST X-RAY SPECIAL VIEWS, $159.00 ,
32400005,HC RIBS BILAT 3 VIEWS, $231.00 ,
32400006,HC RIBS BILAT W/PA CHEST, $388.00 ,
32400007,HC XR CHEST 2 VW W APICAL LORDOTIC, $231.00 ,
32400008,HC XR CHEST PA LATERAL W FLUOROSCOPY, $319.00 ,
32400009,HC XR CHEST 4+ VW W FLUOROSCOPY, $440.00 ,
32400010,HC X-RAY EXAM CHEST 1 VIEW, $233.00 ,
32400011,HC X-RAY EXAM CHEST 2 VIEWS, $233.00 ,
32400012,HC X-RAY EXAM CHEST 3 VIEWS, $233.00 ,
32400013,HC X-RAY EXAM CHEST 4+ VIEWS, $446.00 ,
33000000,HC HDR RDNCL INTRS/ICAV BRTX 1 C," $2,374.00 ",
33000001,HC HDR RDNCL INTRS/ICAV BRTX 2-12 C," $2,374.00 ",
33000002,HC HDR RDNCL INTRS/ICAV BRTX +12 C," $2,374.00 ",
33000003,HC BLADDER INSTILLATION ANTICARCINOGENIC AGENT, $394.00 ,
33100000,HC CHEMO ADM IM/SUB NON HORM ANT-NEO, $330.00 ,
33300000,HC SIMULATION SIMPLE, $505.00 ,
33300001,HC SIMULATION-COMPLEX," $1,135.00 ",
33300002,HC RESP MOTION MANAGEMENT SIMULATION, $962.00 ,
33300003,"HC SIMULATION, 3D RECONSTRUCT"," $4,250.00 ",
33300004,HC RADIATION THERAPY DOSE PLAN, $511.00 ,
33300005,HC RADIOTHERAPY DOSE PLAN IMRT," $4,903.00 ",
33300006,HC TELETX ISO PLAN COMPLEX," $1,152.00 ",
33300007,HC BRACHYTX ISO PLAN SIMPLE," $1,125.00 ",
33300008,HC BRACHYTX ISO PLAN INTERMEDIATE," $1,125.00 ",
33300009,HC SPECIAL TELETX PORT PLAN," $1,066.00 ",
33300010,HC SPECIAL RADIATION DOSIMETRY, $511.00 ,
33300011,HC RADIATION TREATMENT AID(S) - SIMPLE, $895.00 ,
33300012,HC RADIATION TREATMENT AID(S) - INTERMEDIATE, $895.00 ,
33300013,HC RADIATION TREATMENT AID(S) - COMPLEX," $1,041.00 ",
33300014,HC RADIATION PHYSICS CONSULT, $504.00 ,
33300015,HC DESIGN MLC DEVICE FOR IMRT, $655.00 ,
33300016,HC SPECIAL MEIDCAL RADIATION PHYSICS CONSULTATION," $1,132.00 ",
33300017,HC SRS TX DEL SGL SESSION CRANIAL CS," $13,646.00 ",
33300018,HC SRS FRACTIONATED TX DELIVERY," $7,299.00 ",
33300019,HC IMRT DAILY TX - SIMPLE," $2,421.00 ",
33300020,HC IMRT DAILY TX - COMPLEX," $2,421.00 ",
33300021,HC IMAGE GUIDANCE RADIATION FOR TX DELIVERY, $325.00 ,
33300022,HC DAILY RT SIMPLE, $490.00 ,
33300023,HC DAILY RT COMPLEX," $1,028.00 ",
33300024,HC RADIOLOGY PORT FILM(S), $243.00 ,
33300025,HC SPECIAL RADIATION TREATMENT," $1,887.00 ",
33300026,HC HDR RDNCL INTRS/ICAV BRTX 1 C," $2,374.00 ",
33300027,HC HDR RDNCL INTRS/ICAV BRTX 2-12 CHANNEL," $2,374.00 ",
33300028,HC SIMULATION-INTERMEDIATE, $995.00 ,
33300029,HC INTRACAVITARY IMPLANT," $1,145.00 ",
33300030,HC INTRACAVITARY IMPLANT INTERMEDIATE," $1,277.00 ",
33300031,HC INTRACAVITARY IMPLANT COMPLEX," $1,588.00 ",
33300032,HC TELETX ISO PLAN SIMPLE, $745.00 ,
33300033,HC BRACHYTX ISO PLAN COMPLEX," $1,125.00 ",
33300034,HC DAILY RT INTERMEDIATE, $643.00 ,
33300035,HC INTERSTITIAL APPLICATION COMPLEX," $3,081.00 ",
33300036,HC HANDLING OF RADIOELEMENT, $208.00 ,
33300037,HC SPECIAL TREATMENT PROCEDURE," $1,887.00 ",
33300038,HC INST/INFUSION RADIOELEMNT," $1,061.00 ",
33300039,HC HDR RDNCL INTRS/ICAV BRTX +12 C," $2,374.00 ",
33500000,HC CHEMO ADMIN IV PUSH SNGL DRUG INITIAL, $302.00 ,
33500001,HC CHEMO ADMIN IV PUSH ADD'L DRUG, $302.00 ,
33500002,HC CHEMO IV INFUSION 1 HR, $972.00 ,
33500003,HC CHEMO IV INFUSION ADDL HR, $736.00 ,
33500004,HC CHEMO IV INFUS EACH ADDL SEQ, $736.00 ,
34000000,HC THYROID UPTAKE/MULTIPLE, $457.00 ,
34000001,HC THYROID IMAGING W/BLOOD FLOW, $984.00 ,
34000002,HC THYROID SCAN/MULTIPLE UPTAKE," $1,424.00 ",
34000003,HC THYROID MET IMAGING BODY," $1,979.00 ",
34000004,HC PARATHYROID PLANAR IMAGING," $1,270.00 ",
34000005,HC BONE MARROW LTD," $1,134.00 ",
34000006,HC BONE MARROW WHOLE BODY," $1,183.00 ",
34000007,HC LYMPH SYSTEM IMAGING," $1,768.00 ",
34000008,HC HEPATOBILIARY SYSTEM IMAGING," $1,172.00 ",
34000009,HC HEPATOBIL SYST IMAGE W/DRUG," $1,172.00 ",
34000010,HC SALIVARY GLAND IMAGING, $411.00 ,
34000011,HC GASTROESOPHAGEAL REFLUX EXAM, $833.00 ,
34000012,HC GASTRIC EMPTYING STUDY," $1,482.00 ",
34000013,HC ACUTE GI BLOOD LOSS IMAGING," $1,482.00 ",
34000014,HC MECKELS DIVERT EXAM," $1,100.00 ",
34000015,HC BONE IMAGING LIMITED AREA," $1,040.00 ",
34000016,HC BONE SCAN /WHOLE BODY," $1,482.00 ",
34000017,HC BONE SCAN 3 PHASE," $1,774.00 ",
34000018,HC BONE SPECT," $1,164.00 ",
34000019,HC HT MUSCLE IMAGE SPECT SING," $1,888.00 ",
34000020,HC HT MUSCLE IMAGE SPECT MULT," $2,617.00 ",
34000021,HC GATED HEART PLANAR SINGLE," $1,697.00 ",
34000022,HC LUNG SCAN PERFUSION," $1,479.00 ",
34000023,HC LUNG VENT/PERFUSION," $2,322.00 ",
34000024,HC LUNG QUANTITATIVE DIFF VENT/PERFUSION," $2,322.00 ",
34000025,HC BRAIN IMAGE W/FLOW < 4 VIEWS," $1,539.00 ",
34000026,HC BRAIN SPECT," $1,426.00 ",
34000027,HC CEREBROSPINAL FLUID SCAN," $2,448.00 ",
34000028,HC CSF SHUNT EVALUATION," $1,539.00 ",
34000029,HC KIDNEY FLOW/FUNCT IMAGE W/O DRUG," $1,632.00 ",
34000030,HC KIDNEY FLOW/FUNCT IMAGE W/DRUG," $1,780.00 ",
34000031,HC KIDNEY IMAGE -SPECT," $1,780.00 ",
34000032,HC TUMOR IMAGING WHOLE BODY," $1,712.00 ",
34000033,HC TUMR LOCALIZATION SPECT," $2,686.00 ",
34000034,HC TUMOR IMAGING LOC WHOLE BODY MULTIPLE," $3,072.00 ",
34000035,HC ABCESS IMAGING LOC LTD AREA," $1,895.00 ",
34000036,"HC ABCESS IMAGING LOC, WHOLE BODY"," $2,374.00 ",
34000037,HC NUCLEAR RX ORAL ADMIN," $1,044.00 ",
34000038,HC IODINE I-123 IOBENGUANE," $6,767.00 ",
34000039,HC ADRENAL CORTEX & MEDULLA IMG," $3,619.00 ",
34000040,HC RED CELL SEQUESTRATION, $808.00 ,
34000041,HC SPLEEN SCAN ONLY, $874.00 ,
34000042,HC LIVER SCAN W VASCULAR FLOW," $1,482.00 ",
34000043,HC LIVER IMAGE 3D," $1,482.00 ",
34000044,HC LIVER IMAGE 3D WITH FLOW," $2,067.00 ",
34000045,HC LIVER SPLEEN SCAN," $1,241.00 ",
34000046,HC LIVER SPLEEN SCAN W VASCULAR FLOW," $1,780.00 ",
34000047,HC LEVEEN/SHUNT PATENCY EXAM," $1,187.00 ",
34000048,HC BONE IMAGING MULTIPLE AREAS," $1,183.00 ",
34000049,HC VASCULAR FLOW IMAGING, $668.00 ,
34000050,HC LUNG PERFUSION DIFFERENTIAL," $1,183.00 ",
34000051,HC BRAIN IMAGE 4+ VIEWS," $1,225.00 ",
34000052,HC CSF LEAK DETECTION," $1,729.00 ",
34000053,HC KIDNEY IMAGING MORPHOL," $1,183.00 ",
34000054,HC KIDNEY W VASCULAR FLOW, $891.00 ,
34000055,HC URETERAL REFLUX STUDY, $879.00 ,
34000056,HC TESTICULAR W VASCULAR FLOW, $924.00 ,
34000057,HC TUMOR LOCALIZATION LIMITED," $1,720.00 ",
34000058,HC NUCLEAR LOCALIZATION/ABSCESS," $1,895.00 ",
34000059,HC GASTRIC EMPTY SINGLE DAY," $1,137.00 ",
34000060,HC GASTRIC EMPTY MULT DAY," $1,508.00 ",
34000061,HC RP THERAPY INTRAVENOUS ADMINISTRATION, $606.00 ,
34000062,HC GASTROINTESTINAL PROTEIN LOSS," $1,096.00 ",
34000063,HC CARDIAC SHUNT DETECTION," $1,046.00 ",
34000064,HC PULMONARY VENTILATION IMAGING," $1,124.00 ",
34100000,HC IV INJ RA DRUG DX STUDY," $1,089.00 ",
35000000,HC ABD/PEL W/O CONTRAST," $2,777.00 ",
35000001,HC ABD/PEL W CONTRAST," $4,292.00 ",
35000002,HC ABD/PEL W&W/O CONTRAST," $4,785.00 ",
35000003,HC COLONOGRAPHY W/O CONTRAST, $936.00 ,
35000004,HC COLONOGRAPHY SCREENING, $253.00 ,
35000005,HC GUIDE DRAINAGE ABSCESS," $1,510.00 ",
35000006,HC GUIDED NEEDLE PLACEMENT," $2,291.00 ",
35000007,HC CT GUIDANCE FOR RT FIELDS, $582.00 ,
35000008,HC CT CERVICAL SPINE W WO CONTRAST," $2,203.00 ",
35000009,HC CT COLON W WO CONTRAST," $1,002.00 ",
35000010,HC CT HEART W/3D IMAGE, $975.00 ,
35000011,HC CT HEART NO CONTRAST QUANT EVAL CORONRY CALCIUM, $200.00 ,
35100000,HC CT HEAD W/O CONTRAST," $1,398.00 ",
35100001,HC CT HEAD W/CONTRAST," $2,199.00 ",
35100002,HC CT HEAD W/WO CONTRAST," $4,184.00 ",
35100003,HC CT ORBIT/EAR/FOSSA W/O CONTRAST," $1,302.00 ",
35100004,HC CT ORBIT/EAR/FOSSA W/CONTRAST," $2,052.00 ",
35100005,HC CT ORBIT/EAR/FOSSA W/WO CONTRAST," $2,271.00 ",
35100006,HC CT MAXILLOFACIAL W/O CONT," $1,302.00 ",
35100007,HC CT MAXILLOFACIAL W/CONTRAST," $2,052.00 ",
35100008,HC CT MAXILLOFACIAL W/WO CONTRAST," $2,271.00 ",
35100009,HC CT SOFT TISSUE NECK W/O CONTRAST," $1,314.00 ",
35100010,HC CT SOFT TISSUE NECK W/CONTRAST," $3,529.00 ",
35100011,HC CT SOFT TISSUE NECK W/WO CONTRAST," $2,291.00 ",
35100012,HC CT ANGIOGRAPHY HEAD," $2,366.00 ",
35200000,HC CT ANGIOGRAPHY NECK," $2,366.00 ",
35200001,HC CT THORAX W/O CONTRAST," $2,315.00 ",
35200002,HC CT THORAX W/CONTRAST," $3,580.00 ",
35200003,HC CT THORAX W/WO CONTRAST," $2,324.00 ",
35200004,HC CT ANGIOGRAPHY CHEST," $4,042.00 ",
35200005,HC CT SPINE CERVICAL W/O CONTRAST," $1,401.00 ",
35200006,HC CT SPINE CERVICAL W/CONT," $2,203.00 ",
35200007,HC CT SPINE THORACIC W/O CONT," $1,401.00 ",
35200008,HC CT SPINE THORACIC W/CONT," $1,981.00 ",
35200009,HC CT SPINE THORACIC W/WO CONTRAST," $2,442.00 ",
35200010,HC CT SPINE LUMBAR W/O CONTRAST," $1,258.00 ",
35200011,HC CT SPINE LUMBAR W/CONT," $1,981.00 ",
35200012,HC CT SPINE LUMBAR W/WO CONTRAST," $2,193.00 ",
35200013,HC CT ANGIOGRAPH PELVIS W/O & W CONTRAST," $2,266.00 ",
35200014,HC CT PELVIS W/O CONTRAST," $1,007.00 ",
35200015,HC CT PELVIS W/CONTRAST," $1,584.00 ",
35200016,HC CT PELVIS W/WO CONTRAST," $1,756.00 ",
35200017,HC CT UPPER EXTREMITY W/O CONT," $1,394.00 ",
35200018,HC CT UPPER EXTREMITY W/CONT," $2,196.00 ",
35200019,HC CT ANGIOGRAPH UPPER EXTREMITY W/O & W CONT," $2,511.00 ",
35200020,HC CT LOWER EXTREMITY WO CONT," $1,401.00 ",
35200021,HC CT LOWER EXTREMITY W/CONT," $2,203.00 ",
35200022,HC CT ANGIOGRAPH LWR EXTREMITY W/O & W CONT," $2,442.00 ",
35200023,HC CT ABDOMEN W/O CONTRAST," $1,399.00 ",
35200024,HC CT ABDOMEN W/CONTRAST," $2,202.00 ",
35200025,HC CT ABDOMEN W/WO CONTRAST," $2,440.00 ",
35200026,HC CT ANGIOGRAPH ABD/PELVIS W/O & W CONT," $5,000.00 ",
35200027,HC CT ANGIOGRAPH ABDOMEN W/O & W CONT," $2,518.00 ",
35200028,HC CT CORONARY ARTERIES W 3D IMAGE," $2,023.00 ",
35200029,HC CT ANGIOGRAPH ABDOMINAL AORTA W/RUNOFF," $4,240.00 ",
35200030,HC CT UPPER EXTREMITY W/WO CONTRAST," $2,429.00 ",
35200031,HC CT LOWER EXTREMITY W/WO CONTRAST," $2,442.00 ",
35200032,HC CT HEART W/3D IMAGE CONGEN," $1,262.00 ",
35200033,HC CT PROCEDURE, $331.00 ,
35200034,HC PROGRAM SCREENING CHEST," $2,315.00 ",
35200035,HC PROGRAM SCREENING CHEST," $2,315.00 ",
36000000,HC CHEST TUBE INSERTION, $428.00 ,
36000001,HC CV FRESEN INTRA-AORTIC PUMP/HR, $449.00 ,
36000002,HC CV PERFUSION SERVICE LEV 1," $1,715.00 ",
36000003,HC CV PERFUSION SERVICE LEV 2," $10,854.00 ",
36000004,HC CV PERFUSION SERVICE LEV 3," $24,137.00 ",
36000005,HC CVOR BASE COMPLEX CASE," $2,190.00 ",
36000006,HC CVOR BASE COMPLEX PR MINUTE, $108.00 ,
36000007,HC CVOR BASE HEART PER CASE," $2,955.00 ",
36000008,HC CVOR BASE MODERATE CASE," $1,700.00 ",
36000009,HC CVOR BASE MODERATE PER MINUTE, $90.00 ,
36000010,HC CVOR BASE SIMPLE CASE, $391.00 ,
36000011,HC CVOR BASE SIMPLE PER MINUTE, $62.00 ,
36000012,HC CVOR HEART CASE PER MINUTE, $113.00 ,
36000013,HC OR ADVANCED CASE PER MINUTE, $105.00 ,
36000014,HC OR BASE ADVANCED CASE," $2,817.00 ",
36000015,HC OR BASE COMPLEX CASE," $2,677.00 ",
36000016,HC OR BASE MODERATE CASE," $2,079.00 ",
36000017,HC OR BASE SIMPLE CASE, $480.00 ,
36000018,HC OR COMPLEX CASE PER MINUTE, $97.00 ,
36000019,HC OR MODERATE CASE PER MINUTE, $79.00 ,
36000020,HC OR PRE PROCEDURE PREP, $254.00 ,
36000021,HC OR SIMPLE CASE PER MINUTE, $53.00 ,
36000022,HC PERFUSION SERVICE LEV 1," $1,382.00 ",
36000023,HC PERFUSION SERVICE LEV 2," $2,105.00 ",
36000024,HC PERFUSION SERVICE LEV 3," $2,849.00 ",
36000025,HC PERFUSION SERVICE LEV 4," $3,502.00 ",
36000026,HC SURGICAL PROC 1-30 MIN," $1,786.00 ",
36000027,HC SURGICAL PROC 31-60 MIN," $3,213.00 ",
36000028,HC SURGICAL PROC 61-90 MIN," $4,826.00 ",
36000029,HC SURGICAL PROC 91-120 MIN," $7,809.00 ",
36000030,HC ENDOTRACHEAL INTUBATION, $530.00 ,
36000031,HC THOROCENTESIS W CATH /GUIDANCE," $1,610.00 ",
36000032,HC BL EXCHANGE/TRANSFUSE NON-NB," $1,568.00 ",
36000033,HC INSERT NON-TUNNEL CV CATH => 5 YEARS OLD," $3,518.00 ",
36000034,"HC MECH REMOV TUNNELED CV CATH, SEPARATE ACCESS"," $5,872.00 ",
36000035,HC INJ W/FLUOR EVAL CV DEVICE, $609.00 ,
36000036,HC REMOVE RENAL TUBE W/FLUORO," $1,788.00 ",
36000037,HC CATH PLACEMENT PROSTATE SEEDS," $6,872.00 ",
36000038,HC ECMO INITIATION VENO-ARTERIAL, $292.00 ,
36000039,HC ECMO INITIATION VENO-VENOUS, $292.00 ,
36000040,HC ECMO MONITORING VENO-ARTERIAL, $292.00 ,
36000041,HC ECMO MONITORING VENO-VENOUS, $292.00 ,
36000042,HC REMOVE INT DWELL URETERAL STENT TRANSURETHRAL," $6,223.00 ",
36000043,HC RMVL & RPLCMT XTRNL ACCESSIBLE NEPHROURTRL CATH," $1,903.00 ",
36100000,HC FINE NEEDLE ASP W/IMAGE," $1,364.00 ",
36100001,HC GUIDE CATH DRAIN ABS/HEM/SER/CYST," $2,355.00 ",
36100002,HC I&D SKIN ABCESS SIMPLE, $463.00 ,
36100003,HC PUNCTURE DRAINAGE OF LESION," $3,441.00 ",
36100004,HC DEBRIDEMENT SUBQ 1ST 20 SQ CM OR LESS, $969.00 ,
36100005,HC DEBRIDEMENT MUSC/FASCI 1ST 20SQCM, $969.00 ,
36100006,HC DEBRIDEMENT BONE 1ST 20 SQ CM," $3,019.00 ",
36100007,HC DEBRIDEMENT SUBQ ADD 20 SQ CM OR PRT OF, $969.00 ,
36100008,HC DEBRIDEMENT MUS/FASCIA ADD 20 SQCM OR PRT, $969.00 ,
36100009,HC DEBRIDEMENT BONE ADD 20 SQCM OR PRT OF," $3,019.00 ",
36100010,HC BIOPSY SKIN 1 LESION, $383.00 ,
36100011,HC BIOPSY SKIN EA ADDIT LESION, $234.00 ,
36100012,HC DEBRIDEMENT NAIL 6 OR MORE, $309.00 ,
36100013,"HC SPLT-THCK AUTOGRAFT, TRNK,ARM,LEG"," $9,564.00 ",
36100014,HC SKIN SUB TRNK ETC<=100SQCM 1ST 25," $4,143.00 ",
36100015,HC SKIN SUB GRAFT T/A/L ADD-ON 25 SQCM, $346.00 ,
36100016,HC SKIN SUB GRFT T/ARM/LG CHILD > 100 1ST 100," $6,832.00 ",
36100017,HC SKN SUB GRFT T/A/L CHILD ADD > 100, $939.00 ,
36100018,HC SKIN SUB GRAFT FACE/NK/HF/G <=100SQCM 1ST 25," $4,143.00 ",
36100019,HC SKIN SUB GRAFT F/N/HF/G ADDL <=100SQCM 1ST 25, $346.00 ,
36100020,HC DRESS/DEBRIDE P THICK BURN S <5% TOTAL BODY AREA, $552.00 ,
36100021,HC CHEMICAL CAUTERIZATION, $384.00 ,
36100022,HC BREAST CYST ASP," $1,186.00 ",
36100023,HC BREAST CYST ASP ADD-ON, $213.00 ,
36100024,HC BX BREAST 1ST LESION STRTCTC," $3,179.00 ",
36100025,HC BX BREAST ADD LESION STRTCTC," $3,179.00 ",
36100026,HC BREAST BX 1ST LESION," $3,179.00 ",
36100027,HC BREAST BX ADDT LESION," $3,179.00 ",
36100028,HC BX BREAST 1ST LESION MR IMAG," $3,179.00 ",
36100029,HC BX BREAST ADD LESION MR IMAG," $3,179.00 ",
36100030,HC BREAST WIRE LOC 1ST, $444.00 ,
36100031,HC BREAST WIRE LOC ADDT, $444.00 ,
36100032,HC BREAST WIRE LOC 1ST US IMAG, $444.00 ,
36100033,HC BREAST WIRE LOC ADDT US IMAGE, $444.00 ,
36100034,HC NEEDLE BIOPSY MUSCLE," $2,026.00 ",
36100035,"HC BONE BIOPSY TROCAR/NEEDLE, SUPERFICIAL"," $2,440.00 ",
36100036,"HC BONE BIOPSY TROCAR/NEEDLE, DEEP"," $3,307.00 ",
36100037,HC INJECT SINUS TRACT FOR X-RAY, $109.00 ,
36100038,HC INJ TENDON SHEATH/LIGAMENT, $639.00 ,
36100039,HC DRAIN/INJ INTERMEDIATE JOINT/BURSA W/O US, $583.00 ,
36100040,HC DRAIN/INJ MAJOR JOINT/BURSA W/O US, $583.00 ,
36100041,HC DRAIN/INJ MAJOR JOINT/BURSA W/US, $874.00 ,
36100042,HC DRAIN NECK/CHEST LESION," $4,738.00 ",
36100043,HC BIOPSY OF NECK/CHEST," $3,307.00 ",
36100044,HC INJECT SHOULDER ARTHROGRAPHY, $382.00 ,
36100045,HC TREAT SHOULDER DISL W MANIPULATION," $3,706.00 ",
36100046,"HC INJ, ELBOW ARTHROGRAPHY", $295.00 ,
36100047,HC INJECTION FOR WRIST X-RAY, $283.00 ,
36100048,"HC INJECT, HIP ARTHROGRAPHY", $316.00 ,
36100049,"HC INJECT, KNEE ARTHROGRAPHY", $226.00 ,
36100050,HC APPLY RIGID LEG CAST, $842.00 ,
36100051,HC APPLY UNNA BOOT, $614.00 ,
36100052,HC APPLY MULTILAYER COMP LOWER LEG, $444.00 ,
36100053,HC PERCUTANEOUS NDL BX LUNG/MEDIASTINUM," $2,186.00 ",
36100054,HC INSERTION OF CHEST TUBE," $1,113.00 ",
36100055,HC THORACENTESIS W/GUIDANCE," $1,401.00 ",
36100056,HC THOROCENTESIS W CATH /GUIDANCE," $1,401.00 ",
36100057,"HC REPAIR ARTERIAL BLOCKAGE, BRACH TRUNK OR BRANCH"," $5,506.00 ",
36100058,HC REPAIR VENOUS BLOCKAGE," $11,707.00 ",
36100059,HC MSP SC EXTREMITY VEIN 36000, $33.00 ,
36100060,HC PSEUDOANEURYSM INJECTION TRT, $562.00 ,
36100061,"HC INJECTION, EXT VENOGRAPHY", $235.00 ,
36100062,HC PLACE CATHETER IN VEIN, $759.00 ,
36100063,HC PLACE CATHETER IN VEIN SELECTIVE," $1,047.00 ",
36100064,HC ESTABLISH ACCESS TO ARTERY, $573.00 ,
36100065,HC ACCESS AV DIAL GRFT FOR PROC, $146.00 ,
36100066,HC CATH ACCESS-AORTA," $1,373.00 ",
36100067,HC INS CATH ABD/L-EXT ART 1ST," $1,620.00 ",
36100068,HC INS CATH ABD/L-EXTREMITY ARTERY 2ND," $1,782.00 ",
36100069,HC INS CATH ABD/L-EXTREMITY ARTERY 3RD," $2,538.00 ",
36100070,HC INS CATH ABD/L-EXTREMITY ARTERY ADDL, $373.00 ,
36100071,HC INS CATH RENAL ARTERY 1ST UNILATERAL," $3,547.00 ",
36100072,HC NON-ROUTINE BL DRAW 3/> YRS, $30.00 ,
36100073,HC UMBILICAL CATHETER INSERTION, $444.00 ,
36100074,HC INSERT NON-TUNNEL CV CATH => 5 YEARS OLD," $3,059.00 ",
36100075,HC INSERT TUNNELED CV CATH WO PORT => 5 YEARS OLD," $5,107.00 ",
36100076,HC INSERT TUNNELED CV CATH W PORT => 5 YEARS OLD," $9,135.00 ",
36100077,HC PICC INSERTION<5YRS," $2,451.00 ",
36100078,HC PICC LINE INSERTION => 5 YEARS OLD," $2,563.00 ",
36100079,HC REPAIR TUNNELED CV CATH," $1,128.00 ",
36100080,HC REPLACE CVAD CATH," $2,451.00 ",
36100081,HC REPLACE TUNNELED CV CATH," $5,107.00 ",
36100082,HC REPLACE PICC CATH," $2,451.00 ",
36100083,HC REMOVAL TUNNELED CV CATH WO SUBCT PORT OR PUMP," $1,346.00 ",
36100084,HC REMOVAL TUNNELED CV CATH W SUBCT PORT OR PUMP," $3,160.00 ",
36100085,HC DECLOT VAD, $457.00 ,
36100086,HC MECH REMOV TUNNELED CV CATH," $2,451.00 ",
36100087,HC REPOSITION VENOUS CATHETER," $2,451.00 ",
36100088,HC PERCUT THROMBECT AV FISTULA," $8,183.00 ",
36100089,HC INS ENDOVAS VENA CAVA FILTR," $7,556.00 ",
36100090,HC TRANSCATHETER BIOPSY," $6,228.00 ",
36100091,HC VASC EMBOLIZE/OCCLUDE ARTERY," $40,033.00 ",
36100092,HC VASC EMBOLIZE/OCCLUDE ORGAN," $40,033.00 ",
36100093,HC VASC EMBOLIZE/OCCLUDE BLEED," $40,033.00 ",
36100094,HC BONE MARROW ASPIRATION," $1,956.00 ",
36100095,HC BONE MARROW BIOPSY," $1,956.00 ",
36100096,HC NEEDLE BIOPSY LYMPH NODES," $2,026.00 ",
36100097,HC INJECTION FOR SALIVARY X-RAY, $467.00 ,
36100098,HC NASAL/OROGASTRIC W/TUBE PLMT, $437.00 ,
36100099,HC REPOSITION GASTROSTOMY TUBE," $1,118.00 ",
36100100,HC NEEDLE BIOPSY OF LIVER," $2,186.00 ",
36100101,HC INCISION OF GALLBLADDER," $5,159.00 ",
36100102,HC PTC IMAGE/INJECT," $7,440.00 ",
36100103,HC T TUBE CHOLANGIOGRAM IMAGE/INJ," $1,201.00 ",
36100104,HC BILARY DRAIN EXT COMP," $7,440.00 ",
36100105,HC BILIARY DRAIN INT/EXT COMP," $7,440.00 ",
36100106,HC ABD PARACENTESIS W/IMAGING," $1,401.00 ",
36100107,HC BIOPSY ABDOMINAL MASS," $2,186.00 ",
36100108,HC IMAGE CATH FLUID COLXN VISC," $5,538.00 ",
36100109,HC IMAGE CATH FLUID PERI/RETRO," $5,538.00 ",
36100110,HC ASSESS CYST CONTRAST INJECT, $275.00 ,
36100111,HC PLACE GASTROSTOMY TUBE PERC," $2,924.00 ",
36100112,HC CHANGE G-TUBE TO G-J PERC," $2,689.00 ",
36100113,HC REPLACE G/C TUBE PERC," $1,346.00 ",
36100114,HC REPLACE DUOD/JEJ TUBE PERC," $1,346.00 ",
36100115,HC REPLACE G-J TUBE PERC," $1,346.00 ",
36100116,HC FIX G/COLON TUBE W/DEVICE," $1,346.00 ",
36100117,HC FLUORO EXAM OF G/COLON TUBE, $437.00 ,
36100118,HC RENAL BIOPSY PERCUTANEOUS," $2,186.00 ",
