Department - Charge Category,Item Number - Charge ID,Description,Price
Other,9731,Cannula Duetogram 92024025*,142
Other,1302,Iron And TIBC,55
Other,3621,AMITRIPTYLINE HCL (ELAVIL TAB (GEN EQ.)) 10 MG = 1 TAB (Dosage Form = TAB),1
Other,4153,CEFDINIR (OMNICEF 250MG/5ML-SUSP 60ML) 250 MG = 5 ML (Dosage Form = SUS REC),233.95
Other,6420,CIMETIDINE (TAGAMET TAB (GEN EQUIV)) 300 MG = 1 TAB (Dosage Form = TAB),2.75
Other,4354,Css Tube Laryngectomy Ea,1049
Other,5426,METOPROLOL TARTRATE (LOPRESSOR) 25 MG = 1 TAB (Dosage Form = TAB),1
Other,6020,BUDESONIDE (PULMICORT RESPULE 0.5MG-5/PKT) 0.5 MG = 2 ML (Dosage Form = INH) NEB,65.55
Other,251,RFA Renal,7756
Other,10667,Battery Biomet Sternalock 92272127*,379
Other,10980,"ESTROGENS, CONJUGATED (PREMARIN VAGINAL CR 30GM) 1 GM = 1 GM (Dosage Form = CREAM/APPL)",459.8
Other,860,US Guidance Abscess Drainage,1250
Other,4850,Gdn Stent Accunet Carotid,4339
Other,139,Pacemaker Temp Insertion,15875
Other,8924,Rectal Sensation Test,241
Other,11058,ECULIZUMAB (SOLIRIS/ECULIZUMAB) 300 MG = 30 ML (Dosage Form = VIAL),12909.5
Other,1164,Amylase Ur,44
Other,5528,MAG HYDROX/AL HYDROX/SIMETH (MYLANTA II SUSP (GEN EQ)  360ML) 30 ML = 30 ML (Dosage Form = SUSP),11.95
Other,898,US Needle Guidance,1162
Other,3790,Balloon IABP Aort 8F 30 cc,2902
Other,2576,Merci Retrieval Device,6786
Other,12079,Valve CoreValve TAVR,43387
Other,12846,KIt IPG Template Nevro,261
Other,328,Platelet Count,30
Other,6304,ITRACONAZOLE (SPORANOX CAP) 100 MG = 1 CAP (Dosage Form = CAP),22.1
Other,13151,Allergen Specific IgE-purified - R,52
Other,8693,Galactomannon Antigen  - R,295
Other,91,Coccyx Fx,409
Other,10754,"Mesh Ventralight 4"" 92272155*",2435
Other,2377,Consult Exam Level 4,339
Other,12422,Conformis Patella,2324
Other,10927,Remove FB Intravasclar,5330
Other,11384,LUBIPROSTONE (AMITIZA) 24 MCG = 1 CAP (Dosage Form = CAPSULE),16.3
Other,3960,CALCIUM CHLORIDE (CALCIUM CHLORIDE 10% INJ(10ML)) 1000 MG = 10 ML (Dosage Form = VIAL),2.5
Other,10154,Fibrillar 62286*,553
Other,5739,Oximetrix 7.5,1211
Other,3716,AZELASTINE HCL (ASTELIN NASAL READY PUMP 30ML) 137 MCG = 1 SPRAY (Dosage Form = SPRAY),203.9
Other,10623,Graft Patch Cardio 92259779*,1146
Other,129,Chest Tube Placement,1289
Other,11663,Connector Plate Depuy 21-49mm *,3094
Other,1443,Sex Hormone Binding Glob - R,48
Other,11878,Cath Peritoneal Curl Single 60cm,353
Other,5635,IRON POLYSACCHARIDES COMPLEX (NIFEREX/FERREX-150 CAP) 150 MG = 1 CAP (Dosage Form = CAP),1
Other,3878,"Blade,Beaver",169
Other,178,Cath Placement Extremity Artery Retrograde,428
Other,9813,Balloon MT Reliant Endograft,1569
Other,11747,Atricure Isolator EMR2/EML2 92274933*,12651
Other,5793,PAROXETINE HCL (PAXIL TAB) 30 MG = 1 TAB (Dosage Form = TAB),7.85
Other,11833,Plate Spire Z Large,15011
Other,4044,Cath Broncho 39Lt,465
Other,10564,Egraft Elogix Tear Away Sheath,496
Other,4649,EFAVIRENZ (SUSTIVA TAB) 600 MG = 1 TAB (Dosage Form = TAB),51.95
Other,6427,Tape Scotchcast 2X4,32
Other,2060,Swan Ganz Cath Placement,2334
Other,12786,Bur S2 Round Ext 3.0mm Stryker,819
Other,5303,ETODOLAC (LODINE TAB (GEN EQUIV)) 400 MG = 1 TAB (Dosage Form = TAB),4.15
Other,1249,Estrogen Fractionated - R,76
Other,8409,NEBIVOLOL HCL (BYSTOLIC TAB) 5 MG = 1 TAB (Dosage Form = TAB),5.9
Other,11614,Cooling Blanket Large 92271571*,3742
Other,6916,ONDANSETRON HCL (ZOFRAN TAB) 4 MG = 1 TAB (Dosage Form = TAB),2.2
Other,2843,Inject/Aspirate  Intermed Joint,499
Other,5792,PAROXETINE HCL (PAXIL TAB) 10 MG = 1 TAB (Dosage Form = TAB),7.95
Other,7666,Debride Skin / Muscle <20 sqcm,1094
Other,11791,Medtronic Centerpiece 13 x 16mm,15297
Other,6893,METOLAZONE (ZAROXOLYN TAB (GEN EQUIV)) 2.5 MG = 1 TAB (Dosage Form = TAB),7.1
Other,6392,SURGIFOAM (SURGIFOAM SPNG ABS GL 12-7 MM) 1 EACH = 1 EACH (Dosage Form = SPONGE),19.75
Other,8608,Cortisol Total Each 2,108
Other,1933,Special Stains I Multi,147
Other,845,Biliary Tube Change S&I,331
Other,12574,BS V-18 Control Wire,389
Other,2507,VTCB Biliary Tube,556
Other,10792,SODIUM BICARBONATE (NEUT 4% (5ML)/SODIUM BICARBONA) 0.48 MEQ = 1 ML (Dosage Form = VIAL),15.6
Other,12737,Gastrointestinal PCR Panel,805
Other,568,MRI Hand W Contrast Left,3220
Other,11798,Medtronic Centerpiece 16 x 28mm,15297
Other,11029,PrecisionPass Lap Delivery Device,358
Other,11929,POSACONAZOLE (NOXAFIL (DELAYED RELEASE TAB)) 100 MG = 1 TAB (Dosage Form = TABLET DR),201.15
Other,2765,Glide Catheters,1975
Other,4773,FELBAMATE (FELBATOL 600MG/5ML SUSP (4OZ)) 600 MG = 5 ML (Dosage Form = SUSP),743.6
Other,583,MRI Humerus W/WO Contrast RT,4512
Other,12878,CEBPA-R,544
Other,12076,Valve SPV Adjust Polaris BH,7736
Other,3482,AMMONIUM ALUM (ALUM IRR POWDER/AMMONIUM ALUM) 360 GM = 360 GM (Dosage Form = POWDER),25.3
Other,2300,Reintegration Train Ea 15M-OT,74
Other,7735,"HEPARIN SODIUM,PORCINE (HEPARIN SODIUM 1000U/ML (10ML)) 10000 UNITS = 10 ML (Dosage Form = VIAL)",3.15
Other,12856,Atomoxetine Hcl 25mg PO Capsule (Strattera) (Dosage Form = Capsule),49.4
Other,12320,Endovascular Prolonged Admin RX Agent Additional,2836
Other,2871,ADENOSINE (ADENOCARD SYRINGE) 6 MG = 2 ML (Dosage Form = SYRING),110.1
Other,2680,Port Dome Titanium,2041
Other,3591,FEXOFENADINE HCL (ALLEGRA) 60 MG = 1 TAB (Dosage Form = TAB),4.35
Other,12092,PALIPERIDONE PALMITATE (INVEGA SUSTENNA) 234 MG = 1.5 ML (Dosage Form = SYRINGE),4386.55
Other,1764,Unisted Trans. Med Procedure - R,83
Other,12426,PIPERACILLIN SODIUM/TAZOBACTAM (ZOSYN (PIPERACILLIN COMPONENT)) 3000 MG = 15 ML (Dosage Form = VIAL),50.6
Other,8246,Onyx Emb System 92206440,4400
Other,9955,ALBUTEROL SULFATE (ALBUTEROL 0.042% 1.25MG/3MLNEB) 1.25 MG = 3 ML (Dosage Form = VIAL-NEB.),5.2
Other,7946,TEMOZOLOMIDE (TEMODAR CAP) 20 MG = 1 CAP (Dosage Form = CAP),113.15
Other,317,Insert Heyman Caps Brachyth,4895
Other,12175,CMV Neg Blood l/r,250
Other,4848,MAG CARB/AL HYDROX/ALGINIC AC (GAVISCON SUSP 360 ML) 360 ML = 360 ML (Dosage Form = SUSP),18.9
Other,60,Inj Therap Carpal Tunnel,527
Other,10596,Nasal Cautery Bilateral,645
Other,1853,Rhythm Strip,63
Other,5138,KETOROLAC TROMETHAMINE (TORADOL TAB (GEN EQUIV.)) 10 MG = 1 TAB (Dosage Form = TAB),3.25
Other,6447,Tube Endo Lanz 6.5,107
Other,12922,Screw Solera Set 5.5 Break Off,371
Other,8731,Fungi Id Each Yeast 1,58
Other,6644,Tube Feed 5 Inf,
Other,1287,Glucose 2 Hr Tolerance,85
Other,4970,HYDROCORTISONE (CORTEF TAB) 20 MG = 1 TAB (Dosage Form = TAB),1
Other,12889,Penumbra 3D Stent Retriever,6858
Other,27,Rem Malig Lesion .6-1.0Cm,1234
Other,13083,Prep Bridge Kit,673
Other,9287,Vitamin B3 (Nicotinic Acid B3) - R,451
Other,10238,RIVAROXABAN (XARELTO) 10 MG = 1 TAB (Dosage Form = TAB),27.3
Other,12004,US Breast LT Unilateral Including Axilla  Limited,605
Other,8011,TETRACAINE HCL (PONTOCAINE 0.5% OPTH SOL 2ML) 1 DROPS = 1 DROPS (Dosage Form = DROPS),21.5
Other,10223,GC/MS Quant Analyte not Specified Each - R,188
Other,11363,MORPHINE SULFATE (MORPHINE 0.2MG/ML ORAL SOL-2ML) 0.4 MG = 2 ML (Dosage Form = SOLUTION),6.25
Other,381,Extremities Botox Inj,358
Other,2384,Consult Exam Level 5,339
Other,12873,TIROFIBAN 3.75mg (AGGRASTAT) 0.9% Sod Chl 15ml (DOSAGE FORM = VIAL),504.8
Other,9167,DOXYCYCLINE 100MG/100ML D5W (VIBRAMYCIN 100MG/D5W100ML MB) 100 MG = 100 ML (Dosage Form = MINIBAG),72.15
Other,1798,Cult Throat Group A Strep,57
Other,4318,NEOMY SULF/POLYMYX B SULF/HC (CORTISPORIN OPTH SUSP (7.5ML)) 1 DROPS = 1 DROPS (Dosage Form = DROPS),150.2
Other,9762,"INSULIN REGULAR, HUMAN (HUMULIN R U-100 (U/D)) 100 UNITS = 1 ML (Dosage Form = VIAL)",60.9
Other,1382,Stool -Ph,25
Other,10360,Unify U1.3SJS BiV*,29912
Other,11895,Screw Set Depuy Single Inner,1057
Other,9897,Heart Failure System Cuff,2298
Other,9504,LHC w/ Ventrclogrphy,10432
Other,12124,Plate Burr Hole 1.5 / 22mm,867
Other,4842,Fx Clsd TX Simple,441
Other,355,Inj Other Periph/Branch Nerve,1170
Other,3994,Cannula Inner Disp 69909*,358
Other,11853,Cath Peritoneal Curl DBL 62cm 92275492*,352
Other,9852,Gel Point Single Site Device (P),2037
Other,5972,FLUPHENAZINE HCL (PROLIXIN TAB) 2.5 MG = 1 TAB (Dosage Form = TAB),2.85
Other,1014,NM Venous Thrombosis Unilat.,1714
Other,11147,MESALAMINE (DELZICOL DELAYED RELEASE CAP) 400 MG = 1 CAP (Dosage Form = CAPSULE DR),7.9
Other,10248,BENZOCAINE (ANBESOL BABY 7.5% (9 GM) GEL) 1 APP = 1 APP (Dosage Form = GEL),12.8
Other,12932,Bone Vivigen Large,8739
Other,2594,PFO / ASD Closure Implant,12475
Other,2193,"EMG ,One Extremity",390
Other,13216,PEDIATRIC INFLUENZA 2018-2019 (FLUZONE QUAD PEDI PF INJ) 30MCG 0.25 ML (Dosage Form = Syringe),51
Other,13175,Stent DES Xience Sierra,2388
Other,4826,Forcep Radial Jaw 1599-40,114
Other,884,US Biophys Profile Nonstress,901
Other,1452,Thyroglobulin - R,64
Other,378,Dest Neuro Trijiminal,1892
Other,9113,PrimaSate / PrimaSol,165
Other,6758,UREA (UREACIN-20 CREAM   (120GM)) 1 APP = 1 APP (Dosage Form = CREAM),44.8
Other,1215,Lamotrigine - R,149
Other,10423,Tracker Fusion Patient 62588*,523
Other,1028,Pet Myocard Perfus Multi,8572
Other,10676,Catheter Ureteral Angled 92193127*,159
Other,10840,Tissue Transglu AB IgG - R,257
Other,9953,RASBURICASE (ELITEK/RASBURICASE) 1.5 MG = 1 ML (Dosage Form = VIAL),1283.2
Other,11364,MORPHINE SULFATE (MORPHINE 0.2MG/ML ORAL SOLN.) 0.2 MG = 1 ML (Dosage Form = SOLUTION),6.25
Other,12268,MRI Contrast per ML,3
Other,10249,Chlamydia Trach Amplified Probe - R,63
Other,6072,MIRTAZAPINE (REMERON SOLTAB TAB DIS) 30 MG = 1 TAB (Dosage Form = TABLET),8.1
Other,6618,TRIMETHOPRIM (TRIMPEX TAB (GEN EQUIV)) 100 MG = 1 TAB (Dosage Form = TAB),2.25
Other,6491,THEOPHYLLINE ANHYDROUS (THEO-DUR CR TAB) 200 MG = 1 TAB (Dosage Form = SRTAB),1
Other,9991,In Situ Hybrid Manual Each Add,631
Other,1340,High Resolution Fract/Quant. - R,79
Other,11035,Secura VR Single ICD 92244599*,19151
Other,10427,Blade Shaver 4mm Curved Trackable 63219*,905
Other,1734,Antigen Typing Each (Pi),603
Other,6728,Tubing Art Pres Pt48,
Other,1085,Amikacin Peak-R,101
Other,9905,Cefazolin sod 100mg/ml antibiotic lock,23.4
Other,6876,ALPRAZOLAM (XANAX TAB (GEN EQUIV)) 0.5 MG = 1 TAB (Dosage Form = TAB),2.7
Other,9998,Forcep Pulmonary BX (P)*,376
Other,9719,Burr Egg 91869651*,447
Other,12008,Interogate Subq DFB,86
Other,6174,Selective Right Renal Arteriogram,
Other,13234,IRINOTECAN LIPOSOMAL (ONIVYDE 43MG/ML 10ML) SDV,4440.75
Other,126,"Tracheostomy, Emergency",2740
Other,11462,Pack PRP Smart Prep2 Terumo,1559
Other,5684,NITROGLYCERIN 50MG/D5W 500ML (NITROGLYCERIN 50MG/D5W 500ML) 50 MG = 500 ML (Dosage Form = INFUS),65.7
Other,8594,ECMO Cannula Insertion,10302
Other,6914,SIMVASTATIN (ZOCOR) 80 MG = 1 TAB (Dosage Form = TAB),14.35
Other,3850,CLARITHROMYCIN (BIAXIN TAB) 500 MG = 1 TAB (Dosage Form = TAB),11.75
Other,1246,"Vitamin D,1,25-Dihydroxy - R",98
Other,6907,AZITHROMYCIN (ZITHROMAX SUSPENSION   (15ML)) 300 MG = 15 ML (Dosage Form = SUS REC),86.6
Other,956,Cont Med Physics Cnslt Per Wk,398
Other,6096,TRETINOIN (RETIN-A 0.025% CREAM (45GM)) 1 APP = 1 APP (Dosage Form = CREAM),189.55
Other,3412,EPIRUBICIN HCL (ELLENCE/EPIRUBICIN) 50 MG = 25 ML (Dosage Form = VIAL),1240.35
Other,12195,TOTAL PARENTERAL NUTRITION-TPN (TOTAL PARENTERAL NUTRITION-TPN) 5000 ML = 5000 ML (Dosage Form = BAG),328
Other,95,Inject Cervical Thoracic Steroid w Any Guidance,2013
Other,2397,Office Consult Level 4,339
Other,2913,CALCITRIOL 1MCG=1ML (CALCIJEX INJ)  DOSAGE FORM = INJ,42.15
Other,6652,Tube Levin 14FR,
Other,6967,Room Charge-Nurs,927
Other,5882,KCL 40MEQ/ST WATER 100ML (KCL 40MEQ/ST WATER 100ML (IV)) 40 MEQ = 100 ML (Dosage Form = PB),8.8
Other,9497,PET CT Whole Body Melanoma,8572
Other,72,Percut Vertebroplasty First Lumbar,4922
Other,12050,Aspen Vista TLSO,907
Other,6649,Tube Laser Trac 86398,563
Other,11502,India Ink (CSF) - R,28
Other,9573,Central Line Placement Insertion,1066
Other,9194,Biological Mesh,
Other,5868,BACITRACIN/POLYMYXIN B SULFATE (POLYSPORIN OINT (30 GM)) 1 APP = 1 APP (Dosage Form = OINT),12.2
Other,3368,PREDNISONE (DELTASONE TAB (GEN EQUIV)) 50 MG = 1 TAB (Dosage Form = TAB),1
Other,10760,"Mesh Ventralight Echo 10-12"" 92272167*",6474
Other,311,Fetal Stress Test,395
Other,6227,Shears Curved Lcsc5,1877
Other,13098,Injection Anesthetic Agent Pudendal Nerve,1398
Other,5089,ISOSORBIDE MONONITRATE (IMDUR TAB SR) 60 MG = 1 TAB (Dosage Form = T SR 24),4.5
Other,3382,ETOPOSIDE (VEPESID CAP) 50 MG = 1 CAP (Dosage Form = CAP),152.85
Other,12209,DIMETHYL SULFOXIDE (RIMSO-50) 50 ML = 50 ML (Dosage Form = SOLUTION),644.75
Other,7955,CHERRY FLAVOR (CHERRY SYRUP   (120ML)) 1 ML = 1 ML (Dosage Form = SYRUP),3.75
Other,10195,Surgical Procedure 1700 CATH,13166
Other,8184,Burn Care Medium,616
Other,6306,BUTORPHANOL TARTRATE (STADOL INJ (GEN EQUIV)) 2 MG = 1 ML (Dosage Form = VIAL),26.4
Other,12067,Davinci XI Reload 45 Blue 92276247*,895
Other,2503,Balloon Intracranial Bs,3614
Other,8168,Remove Foreign Body Rectum Flexible Scope,2017
Other,4828,ALENDRONATE SODIUM (FOSAMAX 10 MG TAB) 10 MG = 1 TAB (Dosage Form = TAB),6.35
Other,12831,Tip Sonopet Straight Miccro,1200
Other,9236,"PRIVIGEN 10% SOLUTION/IVIG 1 GM = 10 ML (Dosage Form = VIAL) IMMUNE GLOBULIN,GAMMA (IGG)",295.75
Other,9524,Removal of Tunneled Indwelling Catheter,1148
Other,4343,MSCP Central Supplies MIsc.,0
Other,11536,Guidewire Sextant 92102755*,264
Other,6346,Strip Packing Iodo 1 In,
Other,977,Intracav Rad Src Applic Cmplx,12889
Other,12639,FG Watchman LAA Closure Device 33mm,19076
Other,11409,Progenix Plus 1cc 92273918*,821
Other,5594,NEOMY SULF/POLYMYXIN B SULFATE IRRIG 1ML,114.3
Other,7642,Hyperbaric Therapy/30 Minutes,897
Other,8784,Aerobic Isolate Definitive 17,122
Other,8610,Peripheral Support Catheter,2193
Other,5320,LOSARTAN POTASSIUM (COZAAR TAB) 100 MG = 1 TAB (Dosage Form = TAB),7.85
Other,45,Breast Cyst Asp Each Add,460
Other,6591,Tray Urine Meter 903016,113
Other,10831,Suction Irrigator Davinci Intuitive 92272580*,931
Other,3546,PIOGLITAZONE HCL (ACTOS TAB) 15 MG = 1 TAB (Dosage Form = TAB),8.9
Other,12994,TALC STERILE POWDER 3 GM (STERITALC W NEBULIZER) INTRAPLEULRA Dosage Form = VIAL,366.3
Other,6516,TIMOLOL MALEATE (TIMOPTIC-XE 0.25% OPTH GEL 5ML) 1 DROPS = 1 DROPS (Dosage Form = SOL GEL),154.45
Other,9918,Pillow Abduction 31815*,331
Other,11296,Compounded Drug,0
Other,10814,Sheath Peel Away 20FR Cook 92235282*,245
Other,13146,HEPATITIS A ADULT VACC PF (HAVRIX 1440 U SYG) IM,250.1
Other,5591,NEOMYCIN SULFATE (NEOMYCIN SULFATE TAB) 500 MG = 1 TAB (Dosage Form = TAB),2.25
Other,3497,Conray 60/Cysto Per ML,4
Other,12421,Conformis Kit Knee Implant PS,16930
Other,9388,Balance ADL - OT,56
Other,2830,Sizewise Bed,554
Other,9708,GABAPENTIN (NEURONTIN SOLUTION (2 OZ.)) 250 MG = 5 ML (Dosage Form = SOLN),65.3
Other,1997,Group SupportOPTherapy,155
Other,1203,Chloride Serum,30
Other,10492,SODIUM CHLORIDE FOR INHALATION (HYPER-SAL 7% NEB SOLUTION) 4 ML = 4 ML (Dosage Form = VIAL-NEB.),2.6
Other,11027,Superior Sagital Sinus Venogram,3730
Other,1017,NM Myocar Perf Rest/Stress,2488
Other,9842,HCG Urine Pregnancy Test- Cash,20
Other,76,Catheter Repair,804
Other,13093,Peripheral Stent Pulsar 18 SE,1700
Other,12867,Catheter Esophageal Mapping,1405
Other,10703,Probe Lithoclast 92268952*,1112
Other,9716,Patch Ensite NavX Electrode,1989
Other,2911,CALCIUM GLUCONATE (CALCIUM GLUCONATE INJ) 1000 MG = 10 ML (Dosage Form = VIAL),20.25
Other,1499,Hemoglobin,16
Other,1716,Crossmatch AHG,362
Other,5916,Pre-Filter St-312/Pf,202
Other,6670,Tube Rae Ora Uncuf 5,75
Other,1171,Androstenedione - R,92
Other,4866,"MULTIVITS W-FE,OTHER MIN (GEVRATONIC/GERAVIM LIQ 120ML)) 5 ML = 5 ML (Dosage Form = LIQUID)",6.15
Other,6407,LEVOTHYROXINE SODIUM (SYNTHROID TAB) 150 MCG = 1 TAB (Dosage Form = TAB),1.35
Other,11372,Cable Screw S/N 92251164*,1041
Other,3993,Cannula Inner 6 Disp,272
Other,230,Transcatheter Occlusion or Embolization,13108
Other,12984,Blade Sagittal 1.37,232
Other,9654,Stapler Echelon (P) 92267152*,2870
Other,12790,AVF w/ Stent and/or PTA Central Dialysis Segment,13126
Other,3844,BETAXOLOL HCL (BETOPTIC S 0.25% OPTH SUS 10ML) (Dosage Form = DROPS),618.4
Other,11695,Brush Triple Needle Cytology Super D 15mm 92274702*,78
Other,9705,DOPAMINE 800MG IN D5W 500 ML (DOPAMINE 800MG IN D5W 500 ML) 800 MG = 500 ML (Dosage Form = INJBAG),134.65
Other,12689,Mammogram Foundation DX Bilateral w CAD,308
Other,7665,L3 I & D Below Fascia,2567
Other,11978,OXYCODONE HCL/ACETAMINOPHEN (PERCOCET TAB 7.5/325) 1 TAB = 1 TAB (Dosage Form = TAB),8.5
Other,5179,CLONAZEPAM (KLONOPIN TAB (GEN EQUIV)) 0.5 MG = 1 TAB (Dosage Form = TAB),2.65
Other,2496,Single Chamber AICD,38626
Other,1595,Ca 27.29 - R,57
Other,13190,BUPIVACAINE HCL/EPINEPHRINE PF 0.25% 10 ML,14.95
Other,4365,Cushion Bed Sofcare,209
Other,1176,Arsenic Blood - R,43
Other,11374,Grip S/N 2.0mm 92257344*,1981
Other,6026,PHENAZOPYRIDINE HCL (PYRIDIUM) 100 MG = 1 TAB (Dosage Form = TAB),1
Other,2734,"Stent,Illiac 1All Sizes",5339
Other,3871,Blade Dermatome Brown,134
Other,2443,TC 99M Na04 Per Dose,0
Other,1074,Amphetamine UR Scrn,187
Other,4692,Endoprosthesis Carey-Coons,775
Other,6677,Tube Rectal 22FR,98
Other,481,Spine Lumbosacral Bending only 2-3 Views,133
Other,12280,Mesh Phasix ST 15 x 20cm 92276948*,13784
Other,7786,Cryoprecipate Each Unit,77
Other,284,Intro Guide W/Dilation Renal,3424
Other,8500,AMIODARONE HCL (CORDARONE (AMIODARONE) SYRINGE) 150 MG = 3 ML (Dosage Form = SYRINGE),35.1
Other,10091,"Iodine, Serum - R",104
Other,44,Breast Cyst Aspiration,1144
Other,6679,Tube Rectal 26FR,107
Other,12194,HLA B 57:01 - R,442
Other,4296,ENTACAPONE (COMTAN TAB) 200 MG = 1 TAB (Dosage Form = TAB),13.7
Other,6636,Tube Endo Uncuff 3.0,
Other,10969,Packing Nasal Meropack 92245265*,626
Other,890,Echography Transrectal Prostate,552
Other,9539,PTA Femoral/Popliteal w/ Atherectomy,14432
Other,5899,PRAVASTATIN SODIUM (PRAVACHOL) 40 MG = 1 TAB (Dosage Form = TAB),15
Other,2810,11-23cm Sheath,235
Other,12246,Bag Drainage External 62253*,225
Other,11377,Grip Trochanteric Small 75mm 92252550*,7420
Other,13016,Catheter Pigtail 145 Deg Angle 5fr J&J 92271123*,35
Other,12787,Probe FIAPC 1.5 x 1.5mm,570
Other,5633,NIFEDIPINE (PROCARDIA XL 60 MG TAB SA) 60 MG = 1 TAB (Dosage Form = TAB SA),7.05
Other,6127,GUAIFENESIN/D-METHORPHAN HB (ROBITUSSIN-DM SYRUP (120ML) 5 ML = 5 ML (Dosage Form = SYRUP),10.65
Other,2560,Polar Catheter,2285
Other,12012,IODINE/POTASSIUM IODIDE (LUGOL'S STRONG IODINE SOL-8ML) 1 DROPS = 1 DROPS (Dosage Form = TINCT),29.3
Other,12944,COLLAGENASE CLOSTRIDIUM HIST. 0.9MG INJ (XIAFLEX) Dosage form = VIAL,8505.2
Other,4507,PHENYTOIN SODIUM EXTENDED (DILANTIN KAPSEAL) 100 MG = 1 CAP (Dosage Form = CAP),1
Other,976,Intracav Rad Src Applic Imed,12889
Other,9343,TELAVANCIN HCL (VIBATIV/TELAVANCIN) 750 MG = 1 VIAL (Dosage Form = VIAL),498.75
Other,1130,Tricyclic Scrn Serum - R,188
Other,3941,Bx Bone Marrow,398
Other,2481,Screws/Anchors Orthopedic,0
Other,3894,BOSENTAN (TRACLEER TAB) 125 MG = 1 TAB (Dosage Form = TAB),235.9
Other,9766,Suture Retreiver SM Yellow (P) 62139241*,301
Other,13134,Vigilant EL VR DF4 ICD Pacemaker,14277
Other,8606,Cortisol Total Each,108
Other,4022,DILTIAZEM HCL (CARDIZEM (DILTIAZEM) (GEN EQ)) 25 MG = 5 ML (Dosage Form = VIAL),71.15
Other,10624,Graft Membrane Pericardial 92212109*,2144
Other,715,MRA Lower Ext Wo Left,3408
Other,756,Biliary Angioplasty S&I,940
Other,13245,Pressuer Sensor w RHC and Angio,65252
Other,10061,PK Button (P),1583
Other,747,ERCP,1013
Other,8173,Drainage Abscess Scrotum,2042
Other,2033,Sen.Test During Endo Stdy Swal,152
Other,10517,POTASSIUM CHLORIDE (POTASSIUM CHLOR. LIQ(U/D 30ML)) 40 MEQ = 30 ML (Dosage Form = LIQUID),1.85
Other,3101,LORAZEPAM (ATIVAN INJ) 2 MG = 1 ML (Dosage Form = VIAL),37.5
Other,11812,Medtronic Centerpiece 25 X 25 mm,17936
Other,4523,DIPHENHYDRAMINE HCL (BENADRYL CAP) 50 MG = 1 CAP (Dosage Form = CAP),1
Other,4544,Disp Supplies Cosmetic,
Other,736,Ugi W/Air And Small Bowel,907
Other,5027,Inj Sm Joint Bursa,154
Other,8677,IA2 Autoantibodies - R,119
Other,5200,LACTULOSE (ENULOSE SYRUP  (4OZ)) 10 GM = 15 ML (Dosage Form = SYRUP),24.4
Other,5838,PROMETHAZINE/PHENYLEPH/CODEINE (PHENERGAN-VC COD SYR (GEN)120ML) 5 ML = 5 ML (Dosage Form = SYRUP),195.9
Other,8430,Encor Lorad Needle Guide 10ga. *92222595,37
Other,3361,CYCLOSPORINE (SANDIMMUNE CAP) 25 MG = 1 CAP (Dosage Form = CAP),5.45
Other,11668,Screw Inner Depuy *,663
Other,2368,E/M Visit Estab Lvl 3,339
Other,2083,Intra-atrial Pacing,11446
Other,2486,Iridium 192,3842
Other,6361,PSEUDOEPHEDRINE HCL (SUDAFED-CHILREN'S LIQ 15mg = 15 ml (118ML) DOSAGE FORM = LIQUID,14.25
Other,12445,Accolade SR MRI Pacemaker,6892
Other,8511,FONDAPARINUX SODIUM (ARIXTRA) 5 MG = 0.4 ML (Dosage Form = SYRING),285.55
Other,10474,Canalith Repositioning,126
Other,6067,Reload Stapler Trh30 *,477
Other,10381,BiVentricular PPMR or ICD Implant or Upgrade,28072
Other,693,CT Renal Cyst Study,982
Other,11906,Baha Cover Screw Conical 92275696*,746
Other,9229,REGADENOSON (LEXISCAN) 0.4 MG = 5 ML (Dosage Form = DISP SYRIN),422.7
Other,868,Fluoroscopy up to 1 Hour,500
Other,7877,Rem FB foot Subq,2114
Other,8800,Kit Cath Ventricular Bactiseal 92236314*,1794
Other,10568,Consulta CRT-P Bi-V Pacemaker Medtronic*,9228
Other,7682,Immunoassay Each 11 - R,370
Other,3496,Definity Imaging Agent Per Ml,563
Other,1887,Cell Surface Marker IV,241
Other,5191,Laceration Complex,183
Other,485,CT Cervical Spine W/Cont,1876
Other,3711,ASPIRIN (ASPIRIN EC TAB) 325 MG = 1 TAB (Dosage Form = ECTAB),1
Other,354,Inj Sciatic Nerve Sngl,968
Other,1762,Incubation Sr W/Inhibitors - R,146
Other,6835,ERGOCALCIFEROL (VITAMIN D2) (VITAMIN D CAP) 50000 UNITS = 1 CAP (Dosage Form = CAP),4.55
Other,9907,VANCOMYCIN HCL (VANCOCIN/VANCOMYCIN) 100 MG = 1 ML (Dosage Form = VIAL),64.4
Other,587,MRI Shoulder WO Contrast LT,3220
Other,13113,Guidewire Straight Terumo .035 260cm,168
Other,3718,CANDESARTAN CILEXETIL (ATACAND) 4 MG = 1 TAB (Dosage Form = TAB),10.5
Other,2041,Intracoronary Thrombolysis Infusion,1296
Other,11619,Pneumothorax Tray w Pigtail Catheter 62086*,688
Other,5434,NEVIRAPINE (VIRAMUNE TAB) 200 MG = 1 TAB (Dosage Form = TAB),37.6
Other,9557,LV Lead Delivery System,379
Other,11340,Lead Vect MRI 92273926*,3108
Other,2124,Reactive Hyperemia/Pulse,198
Other,5228,Left Before Being Seen,0
Other,9180,Chromogranin A - R,217
Other,2371,Estab Outpt E/M Visit Lvl 3,339
