ITEM #,ITEM DESCRIPTION,ITEM PRICE
13257834,SLEEVE SCD FOOT EXPRESS REG.     5897,104.00 
13257835,DUAL SYRINGE KIT     SDS-CTP-SPK,38.24 
13257836,TRANSFER SET                        SVTS,13.34 
13257837,IMMOBILIZER WRIST THUMB SPIC LG/RT,30.40 
13257838,IMMOBILIZER WRIST THUMB SPIC LG/LT,30.40 
13257841,PORT SMART 9.6  CT96STSD,"1,250.00 "
13257842,CHLORAPREP 10.5ml ORANGE   260715,14.00 
13257843,VASCULAR ACCESS DEVICE 18G 1/4  78050,317.00 
13257844,DRUG SCREEN 12 PANEL  USSCUPA-12CLIA,23.34 
13257847,DIAPER PULL UP ADULT LG     FIT23505A,39.00 
13257859,PROBE SENSOR INFANT PULSE OX  6000CI,35.01 
13257860,"SPIROMETER, PEDIATRIC         26-22-2000",18.48 
13257862,CONNECTOR FLEXIFLO Y-PORT          836,18.31 
13257865,NOVASURE STERILE DEVICE KIT    NS2000-US,"3,937.50 "
13257866,FEMORAL PREP KIT             5461-01-000,453.25 
13257867,UNIVERSAL BARRIER HOOD/GOWN  5431-31-000,164.50 
13257868,BLANKET STERILE UNDERBODY      63700,118.17 
13257869,BLANKET SURGICAL ACCESS       57000,33.81 
13257873,ELECTRODE BAND LOOP 26FR      A22224C,694.20 
13257874,ELECTRODE LOOP 28FR              A22207C,367.50 
13257875,ELECTRODE LOOP 24FR              A22205C,367.50 
13257879,FIBER LINK #2 W/CLOSED LOOP      AR-7235,140.01 
13257880,TIGER TAPE 7  x 2MM           AR-7237-7T,175.00 
13257881,FIBER TAPE 7   x 2MM           AR-7237-7,175.00 
13257882,SWIVELOCK SUTURE ANCHOR    AR-2324BSLM,"1,266.67 "
13257883,NEEDLE SCORPION MULTIFIRE     AR-13995N,566.67 
13257884,DETECTOR CO2 ADULT   2K8085,38.50 
13257885,CATHETER CARDIAC 4F JL I 6        4A0013,88.20 
13257886,CATHETER CARDIAC 4.5 JUDKINS L    4A0068,44.10 
13257887,CATH FEMALE URETHROGRAPHIC      0187L,311.22 
13257888,BREAST IMPLANT (EACH)       350-2750,"2,187.51 "
13257889,OPTIVAC KIT DOUBLE MIX            417200,546.00 
13257890,BREAST IMPLANT (EACH) 350-2250,"2,187.51 "
13257891,BREAST IMPLANT (EACH)        350-8001BC,"3,150.00 "
13257892,BREAST IMPLANT (EACH)        350-7001BC,"3,150.00 "
13257894,SUTURE ANCHOR PEEK PUCHLOCK  AR-1923PS,"2,380.00 "
13257895,2.9 KIT                       AR-1923DS,787.50 
13257896,DRESSING PROWICK              AR-1625,140.01 
13257897,CURETTE CEMENT QUICK USE        111000,193.38 
13257898,BLADE SAGITTAL HEAVY DUTY 6118-119-090,222.60 
13257899,NEBULIZER AERO ECLIPSE       58-64594050,21.88 
13257900,PEDIATRIC TRACH MASK        36-1076EA,9.66 
13257904,RADIESSE VOICE          PN8044MO,"1,032.51 "
13257905,PLATE TUBULAR 7 HOLE            71130307,182.60 
13257906,PLATE COMPRESSION 7 HOLE 3.5  71840207,316.23 
13257907,DRILL BIT 2.7MM QC              7117000,208.60 
13257908,CORTEX SCREW  2.0MM X 8       71149308,66.99 
13257909,CORTEX SCREW  2.7MM X 6       71149406,64.26 
13257910,CORTEX SCREW  2.7MM X 8        71149408,64.26 
13257911,UNIPOLAR HEAD 44MM           71321044,"6,597.51 "
13257912,CARPAL TUNNELL SYSTEM BLADE    200068,626.50 
13257913,PASSPORT BALOON CATHETER       218-110,"1,102.50 "
13257914,1.6 THREADED K-WIRE      00026200804,49.14 
13257916,ROTH NET 2.5MM X 230CM        00711050,273.00 
13257917,MARLEX MESH 6 X 6              0112720,459.66 
13257918,CANNULA THRD 5.5MM X 72MM      72200907,72.81 
13257920,PASSPORT BALLOON DILATION KIT     218130,"1,260.00 "
13257922,AMPLATZ DOUBLE LUMEN CATH     G17013,104.41 
13257923,AMPLATZ SUPERSTIFF GUIDEWIRE      G53564,91.67 
13257924,CATHETER CARDIAC 4F MOD AR        4A0067,44.10 
13257925,STERILIZATION LIGHT HANDLE         LB23,3.72 
13257926,LIGHT HANDLE COVER  LB53,6.10 
13257927,TAPE TEX BLUE 2 INCH         55229903,1.86 
13257928,TAPE TEX BLUE I INCH          55987003,1.56 
13257929,TAPE TEX RED 2 INCH          55229902,1.86 
13257930,TAPE TEX RED 1 INCH          55987002,1.56 
13257931,CUTTER ARTICULATING 45       ATS45,758.94 
13257932,GRAFT JACKET              86TM-4X04,"4,532.50 "
13257933,BREAST IMPLANT (EACH) 350-2200,"2,187.51 "
13257934,BREAST IMPLANT (EACH) 350-2225,"2,187.51 "
13257935,SIZER FOR ALLERGAN BREAST IMPLANT,833.00 
13257936,WATER BOOM SUCTION              94030,69.90 
13257937,BLADE RECIPROCATING SAW   277-96-326,161.49 
13257938,HEWSON SUTURE PASSER   71111679,164.05 
13257939,BLADE INCISOR PLUS ELITE 4.5     7210976,256.87 
13257940,MID THIGH GIRDLE -XL      4-8012C-XL,238.00 
13257941,MID THIGH GIRDLE - L         4-8012C-L,238.00 
13257942,MID THIGH GIRDLE - M          4-8012C-M,238.00 
13257943,UROMAX BALLOON  W/ LAVEEN    225-125,939.75 
13257944,SHEATH FLEXOR ACCESS 1FR     FUS 140055,407.40 
13257945,BRA FULL SUPRT 44  2727748,57.75 
13257947,UREFLEX GP DRAINAGE CATH     GPL2-1030,262.50 
13257948,MESH FINGER TRAP MEDIUM    R-30522-3,87.09 
13257949,BLADE ARTHRO 2.9 INCISOR       7209065,181.51 
13257950,BREAST IMPLANT (EACH)         350-3751BC,"3,150.00 "
13257951,BREAST IMPLANT (EACH)  ALLERGAN,"4,500.00 "
13257952,MID THIGH GIRDLE  SMALL   4-8012C-S,238.00 
13257953,HEMOVAC MEDIUM           0043610,94.89 
13257954,HEMOVAC SMALL             0043600,94.89 
13257955,MDI ADAPTER                         1659,5.03 
13257957,SHEATH CLASSIC SHEATH 9FR  CLS-1009,216.00 
13257958,OPUS SMARTSTITCH CARTRIDGE     OM-8076,560.01 
13257960,SIMPULSE                     67570,164.50 
13257961,BLADE RECIPROCATING SAW     277-96-281,196.11 
13257962,INTERPULSE                   210-118,175.74 
13257963,EB ICE SHOULDER PAD           2060D,201.25 
13257964,WATER BUG                      90030,54.25 
13257965,SLING BIO ARC             72404086,"4,620.00 "
13257966,SUTURE LASSO 90 DEG CURVD   AR-4065-90W,455.01 
13257967,BLADE SIDEWINDER         AC2340-01,"1,876.00 "
13257968,INFERIOR TURBINATE 2.0      1882040HR,523.36 
13257969,BUR CARBIDE               277-10-62,123.63 
13257970,BLADE RECIPROCATING L/MED   2296-003-525,133.74 
13257971,PUSHLOCK 4.5MM PEEK       AR-1922PSM,"1,295.01 "
13257972,ASPIRATOR BBG NASAL            93032-S,6.47 
13257973,ENDOPATH XCEL DILATING TIP TROCAR  D12LT,245.18 
13257974,JURGAN PIN BALL SET       C50-COL,19.39 
13257975,ELECTRODE LOOP RESECTION 26FR   A22202C,229.32 
13257976,TRAY THORACENTESIS -STOCKED IN ICU  5016,93.92 
13257977,BIO SUTURE TAK KIT         AR-1934DS-2,560.01 
13257978,CATHETER SUPRAPUBIC SET     USCS-140025,224.07 
13257979,LEEP REDI KIT             6060,89.99 
13257980,BLANKET FULL CARDIAC UNDERBODY    63500,104.23 
13257983,BLANKET FULL LITHOTOMY UNDERBODY   58501,69.58 
13257984,MESH PROLENE SOFT 14  X 12       SPMXXL,"2,451.16 "
13257985,BOOT SLIMLINE CAST  SM   14606,24.83 
13257986,SAW BLADE              277-96-275,156.81 
13257987,SAGITAL SAW BLADE      6118-127-90,216.13 
13257988,CATHETER PACEPORT                931HF75,176.61 
13257989,VALVE SUCTION DISP OLYMPUS MAJ209,24.12 
13257990,RETRACTOR SURG. DISP. 25.8X11.3   3302G,161.70 
13257991,RETRACTOR SURG. DISP. 26.5X11.3   3301G,161.70 
13257992,ABDOMINAL COMBO GIRDLE M     4-8212,252.00 
13257993,PLUG PERFIX MESH SMALL           0112750,504.00 
13257994,LIGACLIP APPLIER MED/SHORT 9 3/8   MSM20,234.33 
13257995,BLANKET DUAL TORSO                 54200,34.13 
13257996,BLANKET LOWER BODY   42568,27.83 
13257997,BLANKET UPPER BODY  42268,27.83 
13257998,BIVONA FOME TRACH KIT 6         850160,350.88 
13257999,BIVONA FOME TRACH KIT 7       850170,350.88 
13258002,SHOULDER SUSPENSION KIT         72200195,158.73 
13258003,ANKLE FOOT STRAP                  014407,115.22 
13258005,CANNULA TWIST IN 6MM X 7CM       AR-6535,87.50 
13258007,DYONICS ACROMIONIZER BLADE       7205326,208.22 
13258010,PROBE ELITE CALIBRATED           7209134,606.06 
13258011,GLIDEWIRE TERUMO 150CM           46-151B,132.83 
13258012,PROBE HEMOSTASIS DISTAL IRR     BP-7300A,707.00 
13258013,CANNULA TWIST YELLOW   AR-6530N,87.50 
13258014,CANNULA TWIST BLUE  AR-6540,87.50 
13258015,SUPER SLING ABDUCTOR PILLOW MED   331514,176.75 
13258016,NERVE GUIDE NEURAGEN 2MM         PNG 220,"3,496.50 "
13258017,NERVE GUIDE NEURAGEN 3MM         PNG 320,"3,496.50 "
13258018,EB ICE KNEE PAD                   2050D,201.25 
13258019,SHEATH FLEXOR ACCESS          FUS 120035,407.40 
13258020,SHEATH FLEXOR ACCESS 12FR     FUS 120055,407.40 
13258021,SHEATH FLEXOR ACCESS          FUS 120028,407.40 
13258022,FINGER SHIELDS           AR-7199,122.50 
13258023,BIO-SUTURE TAK 3.0MM        AR-1934BCFT,"1,083.00 "
13258024,ELECTRODE RESECTION 28FR       A22203C,264.60 
13258025,FORCEP BIOP ALLIGATOR JAW/STEP FB-211D.A,238.00 
13258026,FORCEPS GRASPING TRIPOD         FG-600U,465.15 
13258027,SHEATH FLEXOR ACCESS          FUS 140028,407.40 
13258028,UROVAC BLADDER EVACUATOR        730-125,75.25 
13258029,DENVER SPLINT                101800-05KS,143.50 
13258030,NEEDLE INSUFLATION 20MM          C2201,46.20 
13258031,OPTICAL SEPARATOR THREADED 12X100  C0130,121.63 
13258032,BLADE MICRO ENT STRAIGHT        1458234,60.21 
13258033,BLADE MYRONGOTOMY             1458275,29.40 
13258034,MICROBLATER 30 W/INT CABLE   AC4050-01,724.50 
13258035,BIO PUSHLOCK 4.5              AR-1922B,"1,190.01 "
13258036,SUTURE BIO CORKSCREW 5.5  AR-1927BFT,"1,067.50 "
13258037,SUTURE LASSO 45 DEGREE       AR-4068-45R,829.50 
13258038,FIBER STICKS                 AR-7209,161.01 
13258039,BIO PUSHLOCK 3.5MM           AR-1926PS,"1,190.01 "
13258040,SUTURE LASSO 45 DEGREE       AR-4068-45L,490.00 
13258041,"CORD, DUAL BI-POLAR DISPOSABLE  US349SP",196.56 
13258042,INDIANA TOME           20060,539.01 
13258043,MYRONGOTOMY BLADES           AU05730,21.32 
13258044,SHAPLEIGH CURETTE LARGE         130756,42.88 
13258045,SHAPLEIGH CURETTE MEDIUM        130751,39.34 
13258046,SHAPLEIGH CURETTE SMALL         130755,42.88 
13258047,ELECTRODE CYL W/GRV         A22257D,593.80 
13258048,ELECTRODE HF W/90 DEGREE NEEDLE  A222573,264.60 
13258049,ELECTRODE RESECTION ROLLER      A22251C,264.60 
13258050,SUTURE PLAIN 2.0                 N873H,10.15 
13258051,SUTURE PLAIN 5-0           H820H,8.72 
13258052,SUTURE MERSILENE 0         MR21T,48.48 
13258053,SUTURE ETHIBOND 2.0          X519H,9.98 
13258054,G-TUBE 18 FR 15CC BALLOON      DYND70318,92.65 
13258055,VENTRALEX HERNIA PATCH      0010301,"1,347.51 "
13258056,SUTURE SILK 2.0             C0125,21.70 
13258057,SUTURE ETHILON 8.0 TG175-8     1716G,42.25 
13258058,SUTURE ETHIBOND 5.0 CCS      MB-47G,66.82 
13258059,SUTURE PLAIN 5-0 FS-2        H820G,8.72 
13258060,SUTURE MERSILENE 0 CT-1      MR-21T,48.48 
13258061,SUTURE MERSILENE 3.0 FS-1     R647H,7.50 
13258062,SUTURE MERSILENE 5.0 RB-1     740G,24.99 
13258064,HYDROSET BONE SUBSTITUTE     397005,"4,375.00 "
13258065,ELECTRODE RESECTION WIRE HF    A22206C,264.60 
13258066,SHEATH FLEXOR ACCESS 14FR     FUS 140035,407.40 
13258068,ABLATOR 90 DEG LOW PROFILE    AR9704A-90,583.34 
13258069,ABLATOR OPES MENISECTOMY     AR9602M-90,383.34 
13258070,4.0 SABRE TOOTH             AR-8400CST,316.67 
13258071,5.5 SABRE             AR-8550SR,283.34 
13258072,OVAL BURR            AR-8550OBT,283.34 
13258074,BLADE  2.0 SHAVER              AR-7200SR,316.67 
13258075,BLADE  3.0 SHAVER              AR-7300SR,316.67 
13258078,4.0 EXCALIBUR                  AR-8400EX,283.34 
13258079,ROUND BURR                    AR-8400RBE,283.34 
13258080,BLADE BONE CUTTER 5.5   AR-8550BC,283.34 
13258081,SUTURE ANCHOR BIO COMP. TAK  AR-1320BCNF,"1,016.60 "
13258085,TRACTION SLEEVE                  AR-1635,230.00 
13258086,RAPID RHINO EPISTAXIS 4.5         RR 450,90.00 
13258088,HI FLOW NEB START KIT          301-P3052,27.81 
13258089,FLEXIMA WEDGE TIP CATHETER       400-241,78.67 
13258090,SOFTECH BI-FLO CANNULA         8-3558-44,12.74 
13258091,SUTURE BIO SUTURE TAK     AR-1320BNF,816.67 
13258092,MICRO BIO-SUTURE TAK KIT    AR-1320DSC,583.34 
13258093,BIGOPSY  FORCEP               BLB-024115,"1,266.67 "
13258099,BURR DISSECTOR 3.0MM           AR-7300DS,316.67 
13258100,BURR OVAL 3.0MM               AR-7300OBT,316.67 
13258106,VALVE PEEP   2K8082,11.00 
13258107,DISPOSABLE HIP PAD               7209874,836.90 
13258108,BOOT INSERT                     72200635,261.67 
13258125,CATH FOLEY 2 W 30cc 18FR         0166L18,31.34 
13258126,VENTIL-A  DISP ORAL BITE BLOCK   VENT,4.97 
13258130,BRUSH COLONOSCOPE 1.7MM X 230CM 00711601,15.07 
13258132,MENISCAL REPAIR KIT              AR-4500,950.00 
13258135,DRAIN ROUND CHANNEL  15FR  072188,55.20 
13258140,SET PCA PUMP TUBING  A76.8180,30.45 
13258141,STAPLER INSORB 30 ABSORBABLE SKIN 2030,165.00 
13258142,UNIVERSAL SURGICAL PACK DYNJP1050,47.00 
13258144,REDISTAT LEGGINGS,67.00 
13258145,DRAPE ORTHOPEDIC SPLIT  DYNJP8301,22.00 
13258146,DRAPE EXTREMITY DYNJP8002,20.00 
13258147,OST WAFER 1 1/2,25.99 
13258148,OST WAFER 1 3/4          413161,7.88 
13258149,OST WAFER 2 3/4  413168 or 413163,6.76 
13258150,OST WAFER 4,55.02 
13258151,OST BAG OSTOMY 1 3/4   401512,51.19 
13258152,OST BAG OSTOMY 2 1/4    401513,62.06 
13258153,OST BAG OSTOMY 2 3/4    401514,51.19 
13258154,STOMA KIT 4,23.29 
13258155,RETRACTOR WOUND X-LG        C8304,249.90 
13258167,STOCKING THIGH SM REG    563-02,25.59 
13258168,STOCKING THIGH SM LONG   563-03,25.59 
13258169,STOCKING THIGH MED SHORT 568-01,26.32 
13258170,STOCKING THIGH MED REG   568-02,17.82 
13258171,STOCKING THIGH MED LONG  568-03,27.41 
13258172,STOCKING THIGH LG SHORT  573-01,26.32 
13258173,STOCKING THIGH LG LONG   573-03,26.32 
13258176,STOCKING THIGH XLG REG   573-04,37.14 
13258177,STOCKING THIGH XLG LONG  573-05,35.60 
13258179,DRAPE ARTHROSCOPY SURGICAL  DYNJP8101,41.00 
13258180,PACK SURE SET SURG BASIN  DYNJS0107,73.22 
13258181,DRAPE LAPAROSCOPIC CHOLE  DYNJP3102A,34.00 
13258182,DRAPE IMPERVIOUS U-DRAPE DYNJP2499,7.00 
13258183,STRATAFIX SPIRAL PDS PLUS VIOLET 2-0,83.00 
13258184,MESH ULTRAPRO 12X12 HERNIA  UML1,796.50 
13258185,SUTURE ANCHOR SWIVELOCK       AR-2324BCM,"1,906.67 "
13258186,STOCKING THIGH LG REG    573-02,26.32 
13258187,PUSHLOCK 3.5MM DISPOSABLE KIT  AR-1926DS,612.51 
13258188,SUTURE PDS II 2-0 FS-1 CLEAR  Z443H,12.00 
13258190,ACP KIT  ABS-10010S,500.00 
13258191,BLADE CTR CENTERLINE  AR-8850,953.34 
13258193,DRESSING TEGADERM  6x8              1628,5.46 
13258194,DRESSING TEGADERM  8X12   1629,5.46 
13258196,TUBING CATHETER EXTENSION H.H.  150615,3.85 
13258198,TUBING LARGE BORE ADMINISTRATION 000475,15.20 
13258205,DIAPER LG       45218,14.49 
13258207,ELASTOPLAST 6     02597002,16.70 
13258208,BLANKET THERMAL UNIT SM    ST-030,91.46 
13258209,STOCKINETTE XLG                     1587,43.68 
13258210,STOCKINETTE SM     459220,43.68 
13258211,DRESSING NUGAUZE PLAIN 1      NON255015H,53.34 
13258212,TRAY PUDENTAL ANESTH              P4540A,51.35 
13258213,TRAY LUMBAR PUNCTURE ADUL   FRMR #1032,123.53 
13258214,PACK HOT/PERINEAL              6350,21.00 
13258215,DIAPER MED  STEP 3        45217,14.49 
13258216,DIAPER NEWBORN     30374,10.19 
13258217,DRESSING NUGAUZE IODOFORM 1/2,44.21 
13258218,DRESSING BANDAGE ESMARK 4  DYNJ05916,74.50 
13258220,CATHETER ROBNEL 12FR              421712,19.85 
13258221,STYLET ENDO PED 6FR   5-15120,29.14 
13258224,DIAPER PREMATURE BOX  67330,15.75 
13258225,DRESSING NUGAUZE IODOFORM 1,22.79 
13258226,DRESSING NUGAUZE PLAIN 1/2,47.25 
13258227,TUBE STOMACH 14 FR             DYND70484,7.88 
13258228,VEST RESTRAINT SM,30.45 
13258231,MASK ANES SM CHILD   87-VR3100EA,12.08 
13258232,MASK ANES NEONATE  15800 & 15802,8.14 
13258234,ELECTRODE THYMAPAD EPAD-C,9.83 
13258244,CATH FEMORAL ART TRAY COO  C-PMS-400J-FA,65.63 
13258248,NEEDLE ELECTRODE DISP    A22255C,367.50 
13258249,"TOURNIQUET CUFF, DISP 30    5921-030-235",87.49 
13258250,"TOURNIQUET CUFF, DISP 34    5921-034-235",81.01 
13258251,"TOURNIQUET CUFF, DISP 24    5921-024-235",75.87 
13258252,"TOURNIQUET CUFF, DISP 44    5921-044-235",93.95 
13258253,"TOURNIQUET CUFF, DISP 18    5921-218-235",71.46 
13258254,"TOURNIQUET CUFF, DISP 12    5921-212-235",61.37 
13258255,"TOURNIQUET CUFF, DISP  8     60-7070-101",54.90 
13258256,SUTURE VICRYL  3-0 COATED VCP442H,26.90 
13258257,SUTURE VICRYL  2-0 COATED VCPB945H,26.90 
13258258,SUTURE VICRYL   0 COATED VCP724D,90.00 
13258259,SUTURE VICRYL  0 COATED VCP534H,26.90 
13258260,SUTURE VICRYL  2-0 COATED VCP443H,26.90 
13258263,SUTURE 2-0 SILK M72T,33.00 
13258264,MELKER CRICOTHYROTOMY CATH SET G32193,"1,361.33 "
13258266,CATHETER KUMAR CHOLANGIOGRAPHY CC-019,106.00 
13258269,CATHETER BLADDER LUMAX 10 FR 10307-010,133.00 
13258270,CATHETER ABDOMINAL LUMAX 10 FR 10307-009,133.00 
13258271,TUBING LUMAX 20108-000,19.00 
13258272,COLLAR PLASTIC REG SELECT    LM 980010,80.75 
13258273,COLLAR PLASTIC PED SELECT    LM980020,22.16 
13258275,RIB BELT MALE      517,42.05 
13258280,STATLOCK IV START KIT IVK0182,14.50 
13258282,SPLINT ANKLE SM M,69.14 
13258283,SPLINT ANKLE SM F,69.14 
13258285,IMMOBILIZER ANKLE PED,21.63 
13258286,IMMOBILIZER ANKLE SM,16.54 
13258287,IMMOBILIZER ANKLE MED,21.63 
13258294,SPLINT ANKLE LG F,69.14 
13258295,SPLINT FINGER COT ALUM MED      79-71905,21.63 
13258296,SPLINT FINGER COT ALUM LG       79-71907,24.31 
13258298,SPLINT FINGER VELCRO LG    79-87127,28.04 
13258305,IMPLANT MPQ 2.5ML  MPQ-2.5 US,"1,650.00 "
13258306,NEEDLE ENDOSCOPIC MRN-420,100.00 
13258307,CATH EMBOLECTOMY 2FR             120602F,543.48 
13258316,BREAST IMPLANT (EACH) 350-2500,"2,187.51 "
13258317,BREAST IMPLANT (EACH) 350-2600,"2,187.51 "
13258321,SUTURE PDS 2-0    Z317H,9.25 
13258325,STIMULATOR NERVE VARI-STIM 3   8562010,153.66 
13258328,CATH FOLEY 3 W 5CC 22FR        0119SI22,73.24 
13258330,CATH FOLEY COUDE 14FR           0168SI14,47.46 
13258331,CATH FOLEY COUDE 16FR           0168SI16,64.16 
13258332,CATH FOLEY COUDE 20FR           0168SI20,96.39 
13258333,CATH COUNCIL TIP 18FR           0196SI18,56.70 
13258334,MESH SURGIPRO 6X6   SPMM66,490.25 
13258336,SUTURE VICRYL 0                    J287G,8.38 
13258337,"TIP, BRUSH INTRAMEDULLARY 00-515-00-8300",77.49 
13258338,CEMENT BONE FEMORAL PREP KIT 5049-55-10,484.00 
13258350,DRAIN JACK PRATT ROUND 19FR   SU130-1325,44.57 
13258353,CANNULA TWIST GREEN AR-6535,87.50 
13258354,SLEEVE INPUT STERILE 60CM    060000,24.26 
13258355,KIT INPUT INTRODUCER 11CM 8FR  080011,42.00 
13258357,EZ PAK 6FR ANGIO KIT .W/.038 GUIDEWIRE,341.78 
13258358,EZ PAK 5FR ANGIO KIT .W/.035 GUIDEWIRE,341.78 
13258359,INTRODUCER SHEATH INPUT PS 6FR    060023,143.33 
13258360,CATHETER 3D RIGHT CORONARY 6FR  6A0007,83.27 
13258362,CATHETER CARDIAC 6FR CURVED 4.0 6A0002,83.27 
13258365,SLEEVE ELBOW ROLYAN NEOPRENE SM  CA950-2,39.22 
13258366,SLEEVE ELBOW ROLYAN NEOPRENE MED CA950-3,39.22 
13258367,FINGER FITNESS SPHERES  CA837-20,57.80 
13258371,TUBING INSUFFLATION HIGH FLOW 72-00123-0,31.82 
13258372,EGGSERCISER ORANGE               NC52079,21.05 
13258373,EGGSERCISER BLUE                 NC52076,21.05 
13258374,EGGSERCISER GREEN                NC52075,21.05 
13258376,EGGSERCISER PURPLE               NC52077,21.05 
13258378,COVERS CLAMP  SILICONE RED   06-1-011,23.65 
13258379,COVERS CLAMP SILICON-WHITE   06-1-012,22.52 
13258380,LOOP VESSEL YELLOW     01-1-013,31.55 
13258382,LOOP VESSEL BLUE    01-1-012,31.55 
13258383,KIT TRILOGY BALLOON DILATION CATH 221212,877.17 
13258385,LASER NIAGRA PVP,"3,674.63 "
13258386,LASER FIBER NIAGRA,"2,940.00 "
13258387,PORT BARD 9.6FR MRI IMPLANT 0602680,872.87 
13258388,SUTURE ETHILON 4-0 CLEAR PS2 18    1611G,12.44 
13258389,SUTURE ETHILON 4-0 BLACK P3  18     699H,12.86 
13258392,PORT BARD 9.6FR X-PORT ISP MICRO 0657525,"1,506.75 "
13258394,KIT STRATASIS TF URETH. SLING STFK8.2X40,"2,388.75 "
13258395,CUFF BLOOD PRESSURE ADULT REG.FOR ICU,16.22 
13258402,CATHETER CARDIAC STRT P/T 6FR    060048,38.50 
13258403,CUFF BLOOD PRESSURE #3           MDS9753,37.80 
13258404,CUFF BLOOD PRESSURE #4           MDS9754,15.02 
13258405,CUFF BLOOD PRESSURE #5           MDS9755,43.68 
13258406,CUFF BLOOD PRESSURE INFAN      MDS9710DM,20.37 
13258407,CUFF BLOOD PRESSURE CHILD SFT-P1-2A,55.28 
13258408,CUFF BLOOD PRESSURE ADULT REG 2503,14.98 
13258409,CUFF BLOOD PRESSURE SM ADULT SFT-A1-2A,75.65 
13258410,CUFF BLOOD PRESSURE LRG ADULT SFT-A3-2A,29.03 
13258412,SPONGE CHASTO PEANUT 3/8  10663,6.88 
13258413,SUCTION TRIPLE LUMEN,96.55 
13258414,GELPOINT PATH TRANSANAL ACCES CNB10,"2,916.00 "
13258416,SUTURE PDS II   2-0   Z775D,67.40 
13258417,ADAPTER PORTEX SWIVEL BRONCHO    625191,28.93 
13258418,SIGMOIDOSCOPE    53130,18.22 
13258419,OST WAFER 2 1/4       413167,7.88 
13258420,DRAIN ROUND CHANNEL  10FR  072186,55.20 
13258422,STOCKING KNEE HIGH XXL   853-05,10.50 
13258423,BIOPATCH CHG DR WALDING 4150,37.16 
13258425,BLADE SAGITAL SAW 25MMX5.5 2296-003-414,125.00 
13258428,CLIP APPLIER EPIX UNIVERSAL  CA500,500.00 
13258433,SURGIPORT 12MM,279.77 
13258434,PUTTY BONE INTEGRO 1CC       DBM001,630.00 
13258435,PUTTY BONE INTEGRO  2CC         DBM002,"1,050.00 "
13258436,PUTTY BONE INTEGRO 5CC          DBM005,"2,310.00 "
13258437,PUTTY BONE INTEGRO 10CC        DBM010,"4,042.50 "
13258438,PUTTY BONE INTEGRO PLUS       DBMW02,"1,837.50 "
13258439,SOLCOTRANS FILTER    85125000,14.54 
13258441,SOLCOTRANS BULB,31.55 
13258442,ARMBOARD PLASTIC PED     910-L,17.17 
13258445,SUTURE VICRYL 4-0 8-18 CDT  J714D,44.36 
13258446,ARMBOARD IV LONG 18   NON24291H,17.17 
13258447,SUTURE VICRYL 2-0 18  CTD    J785G,44.31 
13258448,NEEDLE KEITH STRAIGHT SZ 1.5 1827-1.75DC,15.28 
13258449,SUTURE CV-2 (TH-26) GORE-TEX  2U02A,94.75 
13258450,SPONGE TONSIL 7/8  ENT  MDS78912,5.00 
13258453,GRAFT FlexiGRAFT ANTERIOR TIBIAL TENDON,"8,360.00 "
13258455,CATH FOLEY 2 W 5CC 12FR           165812,62.79 
13258456,CATH FOLEY 2 W 3cc 10FR         0165SI10,62.79 
13258457,TISSEEL 4ML FROZN FIBRIN SEALANT 1501262,712.60 
13258471,BITE BLOCK SCOPESAVER LG. 000429,9.83 
13258472,SPEEDBAND SUPERVIEW SUPER 7   4225-02,"1,058.33 "
13258474,IMPLANT SPEEDBRIDGE AR-2600SBS-5,"5,666.60 "
13258484,CATH RADIAL ARTERY ARROW V   RA-04020,26.67 
13258485,CATH FEMORAL ARTERY ARROW    FA-04018,45.20 
13258486,ELECTRODE LEEP SQUARE 5X5   E1565,51.45 
13258487,ELECTRODE LEEP SQUARE 10X8    E1567,51.45 
13258488,CATH FOLEY 3 W 5CC 16FR         01195L 6,94.08 
13258494,CATHETER CARDIAC 4F JL5 SITE SEER 4A0012,88.20 
13258495,CATHETER CARDIAC 4F JL3.5 INFINITI 53841,88.20 
13258496,CATHETER CARDIAC 4F SITE SEER JR4 4A0002,88.20 
13258498,GUIDE WIRE 3MM J CURVE 4F.035X145 007042,37.15 
13258499,CATHETER CARDIAC MULTI-PAK 3DRC CP0097,231.53 
