PROCEDURE,DESCRIPTION,DEPARTMENT,CHG CAT,STD AMOUNT,CPT,HCPC
92218304,NAFTIFINE HCL 1%,28314537320,250," $1,918.00 ",,
92218305,ESTRADIOL 1MG TAB,28314537320,250, $8.00 ,,
92218306,TRIAMCINOLONE 55MCG/ACT INH,28314537320,250, $515.50 ,,
92218307,OXYMORPHONE 10MG TAB,28314537320,250, $20.00 ,,
92218308,CHLORTHALIDONE 50MG TAB,28314537320,250, $8.00 ,,
92218309,COPPER 2MG TAB,28314537320,250, $8.00 ,,
92218310,ACTEMRA 20MG/ML,28314537320,250," $7,204.80 ",,
92218311,URELLE TABLET,28314537320,250, $28.50 ,,
92218312,MASTISOL LIQ ADHES,28314537320,250, $10.00 ,,
92218313,LATUDA 40MG TAB,28314537320,250, $187.00 ,,
92218314,ZOSTAVAX 19400UN INJ,28314537320,250," $1,124.50 ",,
92218315,MIDODRINE 5MG TAB,28314537320,250, $16.50 ,,
92218316,PHENTERMINE 37.5MG TAB,28314537320,250, $8.00 ,,
92218317,FUROSEMIDE 10MG/ML INJ,28314537320,250, $10.50 ,,
92218318,INVOKANA 300MG TAB,28314537320,250, $71.50 ,,
92218319,BACITRACIN 500UN/GM CRE,28314537320,250, $8.00 ,,
92218320,ABACAVIR 300MG TAB,28314537320,250, $42.00 ,,
92218321,METHOCARBAMOL 500MG TAB,28314537320,250, $8.00 ,,
92218322,FLORASTOR 33-250MG CAP,28314537320,250, $8.00 ,,
92218323,FLUCONAZOLE 200MG/100ML INJ,28314537320,250, $45.00 ,,
92218324,ATACAND 16MG TAB,28314537320,250, $16.50 ,,
92218325,MORPHINE SULF 10MG/ML INJ,28314537320,250, $25.00 ,,
92218326,NICOTINE 21MG/24HR TDM,28314537320,250, $8.00 ,,
92218327,TRIPLE ANTIBIOTIC OINT,28314537320,250, $8.00 ,,
92218328,DALIRESP 500MCG TAB,28314537320,250, $39.50 ,,
92218329,LACOSAMIDE 10MG/ML ORAL SOL,28314537320,250, $78.50 ,,
92218330,VANCOMYCIN 250MG CAP,28314537320,250, $242.50 ,,
92218331,INDOMETHACIN 75MG ER CAP,28314537320,250, $13.00 ,,
92218332,MINOCYCLINE 100MG CAP,28314537320,250, $8.00 ,,
92218333,ESCITALOPRAM 20MG TAB,28314537320,250, $19.00 ,,
92218334,VALACYCLOVIR 500MG TAB,28314537320,250, $30.50 ,,
92218335,VIOKACE 20880-78300-78300U TAB,28314537320,250, $29.00 ,,
92218336,INVOKANA 100MG TAB,28314537320,250, $71.50 ,,
92218337,LANSOPRAZOLE 3MG/ML SUS,28314537320,250, $337.00 ,,
92218338,PHENOBARBITAL 30MG TABLET,28314537320,250, $8.00 ,,
92218339,BENZTROPINE 2MG/ML INJ,28314537320,250, $277.00 ,,
92218340,FLUVOXAMINE 100MG CAP,28314537320,250, $30.50 ,,
92218341,QVAR 0.08 MG/ACTUATION,28314537320,250," $1,057.50 ",,
92218342,HYLENEX 150 UNITS/ML SOL,28314537320,250, $201.00 ,,
92218343,VELCADE 3.5 MG VIAL,28314537320,250," $8,079.00 ",,
92218344,TAMOXIFEN 10 MG/5 ML INJ,28314537320,250, $540.00 ,,
92218345,LATUDA 20 MG TAB,28314537320,250, $187.00 ,,
92218346,VIIBRYD 20 MG TAB,28314537320,250, $38.00 ,,
92218347,ZORVOLEX 35 MG CAP,28314537320,250, $16.00 ,,
92218348,MYCOPHENOLATE 200 MG/ML SUS,28314537320,250, $164.00 ,,
92218349,LATUDA 60 MG TAB,28314537320,250, $187.00 ,,
92218350,NEXIUM 24HR 20 MG CAP,28314537320,250, $8.00 ,,
92218351,DRONABINOL 10 MG CAP,28314537320,250, $94.50 ,,
92218352,AMPHETAMINE SALT COMBINATION,28314537320,250, $8.00 ,,
92218353,DIVALPROEX 250 MG TAB,28314537320,250, $8.00 ,,
92218354,ATOVAQUONE-PROG 250MG-100MGTAB,28314537320,250, $21.50 ,,
92218355,NEVIRAPINE 50MG/5 ML SUSP,28314537320,250, $66.00 ,,
92218356,DEXAMETHASONE 1.5 MG TAB,28314537320,250, $8.00 ,,
92218357,ONFI 20 MG TAB,28314537320,250, $168.00 ,,
92218358,COLCHICINE 0.6 MG CAP,28314537320,250, $27.50 ,,
92218359,LEVOTHYROXINE 25 MCG TAB,28314537320,250, $8.00 ,,
92218360,GILENYA 0.5 MG CAP,28314537320,250, $979.50 ,,
92218361,LINEZOLID 2 MG/ML IV,28314537320,250, $358.50 ,,
92218362,LEVOTHYROXINE 25MCG TAB,28314537320,250, $8.00 ,,
92218363,DESVENLAFAXINE 100 MG TAB,28314537320,250, $49.50 ,,
92218364,ENTEREG 12 MG CAP,28314537320,250, $634.00 ,,
92218365,ONDANSETRON 2MG/ML IV,28314537320,250, $25.00 ,,
92218366,OLOPATADINE HCI 0.2% SOL,28314537320,250, $837.00 ,,
92218367,PHEN-MINOIL-PETO.25-14-74.9OIN,28314537320,250, $24.00 ,,
92218368,LIDOCAINE HCI 2% 0.02 SOL,28314537320,250, $8.00 ,,
92218369,ACETAZOLAMIDE 500 MG PWD,28314537320,250, $209.00 ,,
92218370,DESVENLAFAXINE 50 MG TABLET,28314537320,250, $24.00 ,,
92218371,DESVENLAFAXINE 50 MG TABLET,28314537320,250, $48.00 ,,
92218372,AUVI-Q 0.3 MG/0.3 ML SOL,28314537320,250," $1,282.50 ",,
92218373,ESTRADIOL 1 MG TABLET,28314537320,250, $8.00 ,,
92218374,FIRST-MOUTHWASH BLM . SOL,28314537320,250, $132.00 ,,
92218375,GLUTOSE 45 0.4 GEL,28314537320,250, $50.00 ,,
92218376,LATUDA 40 MG TABLET,28314537320,250, $92.50 ,,
92218377,PERPHENAZINE 16 MG TAB,28314537320,250, $11.00 ,,
92218378,PRECEDEX 4 MCG/ML SOL,28314537320,250, $233.00 ,,
92218379,TRIMETHOPRIM 100 MG TAB,28314537320,250, $8.00 ,,
92218380,ADVAIR HFA 115MCG-21MCG AER,28314537320,250, $982.50 ,,
92218381,ADVAIR HFA 230MCG-21MCG AER,28314537320,250," $1,457.00 ",,
92218382,CLORPACTIN WCS90 2 GM TOPICAL,28314537320,250, $24.00 ,,
92218383,COPAXONE 20 MG/ML IV SOL,28314537320,258," $1,058.50 ",,
92218384,LIDOCAINE 2% IV SOL,28314537320,258, $25.00 ,,
92218385,WHITE PETROLATUM . OINT,28314537320,250, $11.00 ,,
92218386,POLYETH GLYCOL 17 GM/DOSE PWD,28314537320,250, $8.00 ,,
92218387,MIRALAX 17 GM/DOSE PWD,28314537320,250, $8.00 ,,
92218388,MIRALAX 17 GM/Dose PWD,28314537320,250, $8.00 ,,
92218389,NEBUSAL 3% SOL,28314537320,250, $8.00 ,,
92218390,TOBI 300 MG/5 ML INH,28314537320,250, $640.50 ,,
92218391,LEVOTHYROXINE 25 MCG TAB,28314537320,250, $8.00 ,,
92218392,LEVOTHYROXINE 25 MCG TAB,28314537320,250, $8.00 ,,
92218393,SUCRALFATE 1 GM/10 ML SOL,28314537320,250, $42.00 ,,
92218394,FLORASTOR 250 MG CAP,28314537320,250, $8.00 ,,
92218395,TARCEVA 150 MG TAB,28314537320,250," $1,217.50 ",,
92218396,SODIUM BICARBONATE 4.2% IV SOL,28314537320,258, $25.00 ,,
92218397,CYCLOSPORINE 25 MG CAP,28314537320,250, $8.00 ,,
92218398,HURRICAINE ONE 20% TOPICAL,28314537320,250, $52.00 ,,
92218399,DERMA PHOR . TOPICAL,28314537320,250, $22.00 ,,
92218400,MULTIVITAMINS . TAB,28314537320,250, $8.00 ,,
92218401,MESALAMINE 4 GM/60 ML KIT,28314537320,250, $102.50 ,,
92218402,LIDOCAINE 1% IV SOL,28314537320,258, $25.00 ,,
92218403,ADVAIR HFA 45 MCG/21 MCG AER,28314537320,250, $982.50 ,,
92218404,TARCEVA 100 MG TAB,28314537320,250," $1,162.50 ",,
92218405,TARCEVA 25 MG TAB,28314537320,250, $392.00 ,,
92218406,FIRST-MOUTHWASH BLM . SOL,28314537320,250, $110.50 ,,
92218407,PROSOL 20% IV SOL,28314537320,258, $584.50 ,,
92218408,CYCLOSPORINE 100 MG CAP,28314537320,250, $23.00 ,,
92218409,LEVOTHYROXINE 50 MCG TAB,28314537320,250, $8.00 ,,
92218410,LEVOTHYROXINE 88 MCG TAB,28314537320,250, $8.00 ,,
92218411,LEVOTHYROXINE 100 MCG TAB,28314537320,250, $8.00 ,,
92218412,LEVOTHYROXINE 112 MCG TAB,28314537320,250, $8.00 ,,
92218413,LEVOTHYROXINE 125 MCG TAB,28314537320,250, $8.00 ,,
92218414,LEVOTHYROXINE 137 MCG TAB,28314537320,250, $8.00 ,,
92218415,LEVOTHYROXINE 175 MCG TAB,28314537320,250, $8.00 ,,
92218416,SYNTHROID 75 MCG TAB,28314537320,250, $8.00 ,,
92218417,SYNTHROID 112 MCG TAB,28314537320,250, $8.00 ,,
92218418,SYNTHROID 150 MCG TAB,28314537320,250, $8.00 ,,
92218419,LEVOTHYROXINE 88 MCG TAB,28314537320,250, $8.00 ,,
92218420,LEVOTHYROXINE 112 MCG TAB,28314537320,250, $8.00 ,,
92218421,AVYCAZ 2GM/0.5GM INJ,28314537320,250," $1,508.00 ",,
92218422,MILK OF MAGNESIA 1200MG/5ML SO,28314537320,250, $8.00 ,,
92218423,MILD OF MAGNESIA 1200MG/5ML SO,28314537320,250, $8.00 ,,
92218424,SYNTHROID 112MCG TAB,28314537320,250, $8.00 ,,
92218425,LATUDA 80 MG TABLET,28314537320,250, $170.00 ,,
92218426,TRIUMEQ 600MG-50MG-300MGTAB,28314537320,250, $436.50 ,,
92218427,SYNTHROID 137 MCG TAB,28314537320,250, $8.00 ,,
92218428,LEVOTHYROXINE 200 MCG TAB,28314537320,250, $8.00 ,,
92218429,SYNTHROID 50 MCG TAB,28314537320,250, $8.00 ,,
92218430,SYNTHROID 200 MCG TAB,28314537320,250, $8.00 ,,
92218431,LEVOTHYROXINE 75 MCG TAB,28314537320,250, $8.00 ,,
92218432,LEVOTHYROXINE 50 MCG TAB,28314537320,250, $8.00 ,,
92218433,LANTISEPTIC SKIN PROTECT TOP,28314537320,250, $20.00 ,,
92218434,LEVOTHYROXINE 125 MCG TAB,28314537320,250, $8.00 ,,
92218435,SYNTHROID 50 MCG TAB,28314537320,250, $8.00 ,,
92218436,LEVOTHYROXINE 100 MCG TAB,28314537320,250, $8.00 ,,
92218437,LEVOTHYROXINE 150 MCG TAB,28314537320,250, $8.00 ,,
92218438,LEVOTHYROXINE 150 MCG TAB,28314537320,250, $8.00 ,,
92218439,BREO ELLIPTA 100MCG/25MCG AER,28314537320,250, $624.50 ,,
92218440,LEVOTHYROXINE 300 MCG TAB,28314537320,250, $8.00 ,,
92218441,HEPARIN LOCK FLUSH 10 U/MLSOL,28314537320,250, $25.00 ,,
92218442,HEPARIN LOCK FLUSH 100U/MLSOL,28314537320,250, $25.00 ,,
92218443,LEVOTHROXINE 200 MCG SOL,28314537320,250," $1,064.00 ",,
92218444,LEVOTHYROXINE 175 MCG TAB,28314537320,250, $8.00 ,,
92218445,CYCLOGYL 0.5% SOL,28314537320,250, $361.50 ,,
92218446,CRESEMBA 372 MG INJ,28314537320,250," $1,376.00 ",,
92218447,PRECEDEX 4 MCG/ML-0.9% SOL,28314537320,250, $132.50 ,,
92218448,ROPIVACAINE HCL 2 MG/ML SOL,28314537320,250, $45.50 ,,
92218449,APTIOM 600 MG TAB,28314537320,250, $127.50 ,,
92218450,PEG 3350 17 GM/DOSE PKT,28314537320,250, $8.00 ,,
92218451,LEUCOVORIN 50 MG SOL,28314537320,250, $50.50 ,,
92218452,CELLCEPT 200 MG/ML SUSP,28314537320,250, $121.00 ,,
92218453,MATZIM LA 360 MG TAB,28314537320,250, $14.00 ,,
92218454,CYCLOPHOSPHAMIDE 25 MG CAP,28314537320,250, $39.50 ,,
92218455,ESTROGEL 0.06% GEL,28314537320,250, $363.50 ,,
92218456,SYNTHROID 175 MCG TAB,28314537320,250, $8.00 ,,
92218457,LEVOTHYROXINE 137 MCG TAB,28314537320,250, $8.00 ,,
92218458,LEVOTHYROXINE 100 MCG TAB,28314537320,250, $8.00 ,,
92218459,SYNTHROID 88 MCG TAB,28314537320,250, $8.00 ,,
92218460,GAMUNEX-C 1 GM/10 ML SOL,28314537320,250," $27,997.00 ",,
92218461,CEFEPIME 2 GM SOL,28314537320,250, $86.00 ,,
92218462,HYDCOD/ACETAMIN10MG/325MG TAB,28314537320,250, $8.00 ,,
92218463,FYCOPA4 MG TAB,28314537320,250, $137.00 ,,
92218464,MEDIHONEY 0.8 GEL,28314537320,250, $72.50 ,,
92218465,CIALIS 5 MG TAB,28314537320,250, $52.50 ,,
92218466,ZERBAXA 1 GM-0.5 GM PDS,28314537320,258, $506.50 ,,
92218467,VASOSTRICT 20 UNITS/ML SOL,28314537320,258, $767.00 ,,
92218468,NEOSTIGMINE METHSUL 1MG/ML SOL,28314537320,258, $405.50 ,,
92218469,VALPROIC ACID 250 MG CAP,28314537320,250, $8.00 ,,
92218470,FYCOMPA 8 MG TAB,28314537320,250, $137.00 ,,
92218471,LIDOCAIN HCL 0.01 INJ,28314537320,250, $25.00 ,,
92218472,REYATAZ 50 MG  POW,28314537320,250, $36.00 ,,
92218473,PATANASE 0.6% SPRAY,28314537320,250, $29.00 ,,
92218474,ZINC OXIDE 0.16 TOP,28314537320,250, $16.50 ,,
92218475,MINERAL OIL 99.9% TOP,28314537320,250, $29.00 ,,
92218476,CAFFEINE 200 MG TAB,28314537320,250, $8.00 ,,
92218477,ABILIFY 20 MG TAB,28314537320,250, $151.50 ,,
92218478,ADDERALL 7.5 MG TAB,28314537320,250, $18.00 ,,
92218479,ANECREAM 0.04 TOP,28314537320,250, $693.00 ,,
92218480,ARGINAID 4.5 GM/9.2 GM POW,28314537320,250, $20.00 ,,
92218481,CETACAINE 14%-2%-2% TOP,28314537320,250, $332.00 ,,
92218482,EYE WASH 99.05% SOL,28314537320,250, $10.00 ,,
92218483,FLEBOGAMMA 5 GM/100 ML INJ,28314537320,250," $6,039.50 ",,
92218484,GENTEAL 0.3% GEL,28314537320,250, $29.00 ,,
92218485,HYDROCORTISONE 1% CRE,28314537320,250, $201.50 ,,
92218486,KONSYL 6 GM/Dose PDR,28314537320,250, $8.00 ,,
92218487,LARYNG-O-JET 4% INJ,28314537320,250, $72.00 ,,
92218488,LIDOCREAM 4% CREAM,28314537320,250," $1,009.50 ",,
92218489,MESALAMINE 4 GM/60 ML ENEMA,28314537320,250, $502.00 ,,
92218490,M.V.I.ADULT . INJ,28314537320,250, $302.50 ,,
92218491,ONDANSETRON 4 MG TAB,28314537320,250, $67.00 ,,
92218492,POLY GLYCOL 17 GM/DOSE POW,28314537320,250, $9.00 ,,
92218493,PHOS-NAK . PDR,28314537320,250, $8.00 ,,
92218494,SMOOTHBERY 2.1%W/V SUS2.1%SUSP,28314537320,250, $20.00 ,,
92218495,READI-CAT 22.1%SUSP,28314537320,250, $22.00 ,,
92218496,REFRESH.SOL,28314537320,250, $8.00 ,,
92218497,REFRESH.SOL,28314537320,250, $8.00 ,,
92218498,SERTRALINE HYDROCHL 50 MG TAB,28314537320,250, $8.50 ,,
92218499,TALC . POW,28314537320,250, $836.00 ,,
92218500,TRANSDERM SCOP 0.33MG/24HR TDM,28314537320,250, $90.00 ,,
92218501,TRANSDERM SCOP 0.33MG/24HR TDM,28314537320,250, $63.50 ,,
92218502,TRANSDERM SCOP 0.33MG/24HR TDM,28314537320,250, $107.50 ,,
92218503,EFFIENT 5 MG Tablet,28314537320,250, $77.00 ,,
92218504,FLORANEX GRANULES 1 GM GRA,28314537320,250, $8.50 ,,
92218505,PREZCOBIX 150 MG-800 MG TAB,28314537320,250, $281.50 ,,
92218506,IMITREX STATDOSE 6MG/0.5ML INJ,28314537320,250," $1,802.00 ",,
92218507,BAC ZN/POLY500U/GM10000U/GMONT,28314537320,250, $8.00 ,,
92218508,BACITRACIN-NEO-POLY.OINT,28314537320,250, $8.00 ,,
92218509,MOMETASON/FORMOTEROL100MCG5MCG,28314537320,250," $1,464.50 ",,
92218510,AVONEX 30 MCG/0.5 ML INJ,28314537320,250," $4,802.50 ",,
92218511,GAMUNEX-C 1 GM/10 ML INJ,28314537320,250," $21,271.50 ",,
92218512,TRANSDERM SCOP 0.33MG/24HR TDM,28314537320,250, $76.50 ,,
92218513,GUAIF/DEXTROM100MG-10MG/5MLSOL,28314537320,250, $8.00 ,,
92218514,LOTEMAX 0.5% GEL,28314537320,250, $832.00 ,,
92218515,DIANEAL LOW CA W/DEXT 2.5% SOL,28314537320,250, $641.00 ,,
92218516,SELENIUM 200 MCG TAB,28314537320,250, $8.00 ,,
92218517,CYCLOPHOSPHAMIDE 50 MG CAP,28314537320,250, $72.00 ,,
92218518,PAZEO 0.7% SOL,28314537320,250, $827.00 ,,
92218519,DICLOFENAC SODIUM 100 MG TAB,28314537320,250, $52.00 ,,
92218520,FLUOXETINE 20 MG/5 ML SOL,28314537320,250, $20.50 ,,
92218521,PROGESTERONE 100 MG CAP,28314537320,250, $8.00 ,,
92218522,VITAMIN B12 100 MCG TAB,28314537320,250, $8.00 ,,
92218523,ZALEPLON 10 MG CAP,28314537320,250, $16.00 ,,
92218524,"LAMOTRIGINE 300 MG TAB, ER",28314537320,250, $164.50 ,,
92218525,BUDESONIDE 0.5 MG/2 ML INH,28314537320,250, $46.50 ,,
92218526,FIRST-OMEPRAZOLE 2 MG/ML SUSP,28314537320,250, $292.50 ,,
92218527,NITROFURANTOIN 25MG/5ML SUSP,28314537320,250, $236.50 ,,
92218528,HARVONI 90 MG-400MG TAB,28314537320,250," $5,670.00 ",,
92218529,CLOBETASOL PROPIONATE 0.05%TOP,28314537320,250," $2,520.50 ",,
92218530,TRANEXAMIC ACID 1000MG/10MLINJ,28314537320,250, $211.50 ,,
92218531,APTIOM 400MG TAB,28314537320,250, $140.50 ,,
92218532,PROLENSA 0.07% OPHTH,28314537320,250," $1,163.50 ",,
92218533,CALCIPOTRIENE 0.005% TOP,28314537320,250," $1,520.00 ",,
92218534,RECOMBIVAX HB 40 MCG/ML INJ,28314537320,250, $833.00 ,,
92218535,ZIPRASIDONE HCL 40 MG CAP,28314537320,250, $37.50 ,,
92218536,LOPERAMIDE 2MG/10ML SOL,28314537320,250, $8.50 ,,
92218537,MELATONIN 3 MG TAB,28314537320,250, $8.00 ,,
92218538,FOLTANXRF3M2MG35MG90.314MGCAP,28314537320,250, $8.50 ,,
92218539,FIRST-VANCOMYCIN 2525 MG/MLSOL,28314537320,250, $8.00 ,,
92218540,FIRST-VANCOMYCIN 25 25 MG/MLSO,28314537320,250, $8.00 ,,
92218541,VALSARTAN 160 MGTAB,28314537320,250, $21.00 ,,
92218542,RISPERIDONE 0.25 MGTAB,28314537320,250, $19.00 ,,
92218543,CADEXOMER-IODINE 0.9% TOP,28314537320,250, $575.50 ,,
92218544,CEFOXITIN 1 GM INJ,28314537320,250, $30.00 ,,
92218545,POTASSIUM CHLORIDE 20 MEQ PKT,28314537320,250, $42.00 ,,
92218546,BUPROPION SR 200 MG TAB SR,28314537320,250, $15.00 ,,
92218547,POTASSIUM CHLORIDE 20 MEQ PKT,28314537320,250, $45.00 ,,
92218548,CALCIUM CHLORIDE 0.1 INJ,28314537320,250, $25.00 ,,
92218549,EEXTROSE 0.7 SOL,28314537320,250, $44.50 ,,
92218550,EYE WAS 99.05% SOL,28314537320,250, $14.50 ,,
92218551,LACOSAMIDE 50 MG TAB,28314537320,250, $44.50 ,,
92218552,LEVETIRACETAM 100MG/ML SOL,28314537320,250, $33.00 ,,
92218553,GLYCERIN . SOL,28314537320,250, $80.00 ,,
92218554,SODIUM CHLORIDE 0.9% SOL,28314537320,250, $8.00 ,,
92218555,SODIUM CHLORIDE 0.9% SOL,28314537320,250, $8.00 ,,
92218556,PEPTO BISMOL 262 MG/15 ML SUSP,28314537320,250, $10.50 ,,
92218557,ALBUTEROL SULFATE 0.083% INH,28314537320,250, $8.00 ,,
92218558,PINK BISMUTH 262 MG TAB,28314537320,250, $8.00 ,,
92218559,FUROSEMIDE 80 MG TAB,28314537320,250, $8.00 ,,
92218560,ALBUEROL SULFATE 0.083% INH,28314537320,250, $8.00 ,,
92218561,WATER IRRIGATION STERILE SOL,28314537320,250, $8.00 ,,
92218562,FLECAINIDE ACETATE 100 MG TAB,28314537320,250, $15.00 ,,
92218563,ACETEC ACID 0.25% SOL,28314537320,250, $13.00 ,,
92218564,TIKOSYN 0.125 MG CAP,28314537320,250, $40.00 ,,
92218565,MODAFINIL 100 MG TAB,28314537320,250, $92.50 ,,
92218566,LORATADINE D 20 MG TAB,28314537320,250, $8.00 ,,
92218567,LAMIVUDINE 150 MG TAB,28314537320,250, $34.50 ,,
92218568,AZITHROMYCIN 250 MG TAB,28314537320,250, $196.00 ,,
92218569,CEFTAZIDIME 1 GM INJ,28314537320,250, $25.00 ,,
92218570,DAPAGLIFLOZIN PROPANEDIOL 10MG,28314537320,250, $72.50 ,,
92218571,INCRUSE ELLIPTA 62.5 MCG/ACTU,28314537320,250, $346.00 ,,
92218572,NALOXEGOL 25 MG,28314537320,250, $52.50 ,,
92218573,IODIXANOL 270 MG/ML,28314537320,250, $481.50 ,,
92218574,IODIXANOL 32O MG/ML SOL,28314537320,250, $535.00 ,,
92218575,METAXALONE 800 MG TAB,28314537320,250, $24.50 ,,
92218576,QUETIAPINE FUMARATE100 MG TAB,28314537320,250, $27.00 ,,
92218577,MODAFINIL 100 MG TAB,28314537320,250, $110.50 ,,
92218578,TRIPLE ANTIBIOTIC. OINT,28314537320,250, $8.00 ,,
92218579,VITAMIN B1 100 MG TAB,28314537320,250, $8.00 ,,
92218580,OXANDROLONE 2.5 MG TAB,28314537320,250, $29.00 ,,
92218581,LACTAID FAST ACT9000UNITS TAB,28314537320,250, $8.00 ,,
92218582,CHLORHEXIDINE0.12% SOL,28314537320,250, $8.00 ,,
92218583,DIVALPROEX250 MG TAB,28314537320,250, $8.00 ,,
92218584,METAMUCIL3.4 GM/DOSE PWD,28314537320,250, $8.00 ,,
92218585,FERROUS SULFATE140 MG TAB,28314537320,250, $8.00 ,,
92218586,BENZOCN/MENTHOL15MG-3.6MG LOZ,28314537320,250, $8.00 ,,
92218587,CHOLECALCIFEROL 5000 IU TAB,28314537320,250, $8.00 ,,
92218588,IBUTILIDE 0.1 MG/ML SOL,28314537320,250," $2,279.50 ",,
92218589,IRON FUM/PS/FA/VITB W C . CAP,28314537320,250, $8.00 ,,
92218590,SALIVA SUBSTITUTE . SOL,28314537320,250, $20.00 ,,
92218591,CAFFEINE CITRATE 20 MG/ML SOL,28314537320,250, $101.00 ,,
92218592,VSL#3-DS 900 BILLION ORG/PKT,28314537320,250, $24.50 ,,
92218593,HYDCOD BIT-HMTRP 1.5MG-5MG/5ML,28314537320,250, $16.00 ,,
92218594,MORPHINE SULFATE45 MG CAP,28314537320,250, $35.50 ,,
92218595,PERTUZUMAB 30 MG/ML SOL,28314537320,250," $21,792.50 ",,
92218596,TRASTUZUMAB 440 MG SOL,28314537320,250," $19,874.00 ",,
92218597,APIXABAN 2.5 MG% TAB,28314537320,250, $32.50 ,,
92218598,LEVETIRACETAM 100 MG/ML,28314537320,250, $19.50 ,,
92218599,PSEUDOPHEDRINE HCL 60 MG TAB,28314537320,250, $8.00 ,,
92218600,FLUDROCORT ACETATE 0.1MG TAB,28314537320,250, $8.00 ,,
92218601,MECLIZIND HCL 25 MG TAB,28314537320,250, $8.00 ,,
92218602,MELOXICAM 7.5 MG TAB,28314537320,250, $13.00 ,,
92218603,SULFASALAZINE 500 MG TAB,28314537320,250, $8.00 ,,
92218604,ZONISAMIDE 100 MG CAPSULE,28314537320,250, $8.00 ,,
92218605,CYANOCOBALAMIN 1000 MCG TABLET,28314537320,250, $8.00 ,,
92218606,RIVAROXOBAN 15 MG TABLET,28314537320,250, $65.00 ,,
92218607,PIOGLITAZONE HCL 15 MG TABLET,28314537320,250, $15.50 ,,
92218608,OXANDROLONE 2.5 MG TABLET,28314537320,250, $29.00 ,,
92218609,BISOPROLOL FUMARATE 5MG TABLET,28314537320,250, $8.00 ,,
92218610,DIVALPROEX SODIUM 250MG TABLET,28314537320,250, $8.00 ,,
92218611,PANTOPRAZOLE SOD 40 MG TABLET,28314537320,250, $8.00 ,,
92218612,MORPHINE SULFATE 10MG/0.5MLSOL,28314537320,250, $10.50 ,,
92218613,VORTIOXETINE HYDROBROM 10MGTAB,28314537320,250, $48.50 ,,
92218614,MORPHINE SULFATE 30 MGCAP,28314537320,250, $24.00 ,,
92218615,CYTARABINE 20 MG/ML INJ,28314537320,250, $136.50 ,,
92218616,CYCLOPHOSPHAMIDE 500 MG INJ,28314537320,250," $1,730.50 ",,
92218617,BUPROPION HCL 100 MG TABLET,28314537320,250, $8.00 ,,
92218618,CEFOXITIN 1 GM INJ,28314537320,250, $30.00 ,,
92218619,CENTRUM SILVER TAB,28314537320,250, $8.00 ,,
92218620,CHARCOAL ACTIVATED PWD,28314537320,250, $100.50 ,,
92218621,CHARCOAL ACTIVATED PWD,28314537320,250, $200.00 ,,
92218623,CYANOCOBALAMIN 1000 MCG INJ,28314537320,250, $35.00 ,,
92218624,FLUTICASONE/SALMETREROLHFA INH,28314537320,250," $1,821.50 ",,
92218625,ALBUTEROL HFA 0.09 MG/DOSE INH,28314537320,250, $227.50 ,,
92218626,AMMONIUM LACTATE 12% TOPICAL,28314537320,250, $35.00 ,,
92218627,DOFETILIDE 250 MCG CAP,28314537320,250, $48.00 ,,
92218628,DOFETILIDE 250 MCG CAP,28314537320,250, $48.00 ,,
92218629,DOFETILIDE 500 MCG CAP,28314537320,250, $48.00 ,,
92218630,DOFETILIDE 125 MCG CAP,28314537320,250, $48.00 ,,
92218634,DIGOXIN 250 MCG/ML INJ,28314537320,250, $27.50 ,,
92218635,DOFETILIDE 500 MCG CAP,28314537320,250, $48.00 ,,
92218636,DOFETILIDE 125 MCG CAP,28314537320,250, $48.00 ,,
92218637,HALOPERIDOLDECANOATE50MG/MLINJ,28314537320,250, $30.50 ,,
92218638,HALOPERIDOLDECAN0AT100MG/MLINJ,28314537320,250, $259.50 ,,
92218639,HALOPERIDOLDECANOATE50MG/MLINJ,28314537320,250, $141.50 ,,
92218640,HALOPERIDOLDECANOATE50MG/MLINJ,28314537320,250, $130.50 ,,
92218641,HALOPERIDOLDECANOAT100MG.MLINJ,28314537320,250, $248.50 ,,
92218642,EPOPROSTENOLNA 94MG-73MG/50ML,28314537320,250, $61.50 ,,
92218643,ESTRO/METHYLTEST0.625MG-1.25MG,28314537320,250, $20.00 ,,
92218644,FAMOTIDINE 40 MG TAB,28314537320,250, $21.00 ,,
92218645,FLEET GLYCERIN SUPPOSITORIES,28314537320,250, $8.00 ,,
92218646,GEMCITABINE 2 GM INJ,28314537320,250, $502.50 ,,
92218647,M.V.I.-12 W/O VITAMIN K SOL,28314537320,250, $80.50 ,,
92218648,MEGESTROL ACETATE 40MG/ML SUSP,28314537320,250, $18.00 ,,
92218649,MEPERIDINE HCL 10MG/ML INJ,28314537320,250, $136.00 ,,
92218651,HYDROCORTISONE 1% TOPICAL,28314537320,250, $25.50 ,,
92218652,LIORESAL INTRATHECAL 0.5MG/ML,28314537320,250," $3,612.00 ",,
92218654,LISINOPRIL 20 MG TAB,28314537320,250, $8.00 ,,
92218659,OXACILLIN SODIUM 10 GM INJ,28314537320,250, $583.00 ,,
92218660,PHENYTOIN SODIUM 250MG/5ML SOL,28314537320,250, $25.00 ,,
92218661,PHENYTOIN SODIUM 250MG/5ML SOL,28314537320,250, $25.00 ,,
92218663,NITROFURANTOIN 100 MG CAP,28314537320,250, $13.50 ,,
92218664,NITROFURANTOIN MACROC100MGCAP,28314537320,250, $15.00 ,,
