EAP,Billing Desc,Rev Code,Current Inpatient Price ,Current Outpatient Price 
60050081,GRAFT DURAL PLUS 2INX2IN,278," 3,675.01 "," 3,675.01 "
60050081,GRAFT DURAL PLUS 3INX3IN,278," 7,914.00 "," 7,914.00 "
60050081,PATCH PERICARDIUM 1CM X 1CM,278," 2,200.00 "," 2,200.00 "
60050081,GRAFT DURA PLUS 3INX3IN,278," 21,730.00 "," 21,730.00 "
60050081,GRAFT DURAL PLUS 4INX5IN,278," 11,095.00 "," 11,095.00 "
60050083,BARRIER ADHESION 3X4 INTERCEED,278," 2,600.01 "," 2,600.01 "
60050084,GNRTR PULSE PROCLAIM 5 ELITE,278," 66,100.01 "," 66,100.01 "
60050085,GRAFT VAS 7MMX30CM,278," 6,834.00 "," 6,834.00 "
60050085,GRAFT VAS 6MMX40CM,278," 7,314.00 "," 7,314.00 "
60050085,GRAFT VASCULAR STD WALLED,278," 7,398.00 "," 7,398.00 "
60050085,GRAFT VASCULAR TAP 4-7MMX45CM,278," 8,994.00 "," 8,994.00 "
60050086,KIT URETHERAL TRANSVAGINAL,278," 8,580.00 "," 8,580.00 "
60050086,SYS ALTIS SNGL INCISON SLING,278," 6,600.00 "," 6,600.00 "
60050086,SYS MID-URETHRAL SLING,278," 9,240.00 "," 9,240.00 "
60050086,SYS HALO OBTRYX,278," 8,580.00 "," 8,580.00 "
60050087,PUMP PAIN SYNCHROMED 40ML,278," 41,200.00 "," 41,200.00 "
60050087,PUMP PAIN SYNCROMED 20CC,278," 41,200.00 "," 41,200.00 "
60050088,ADPTR FEM OFST BOLTPLUS 2 -2,278," 2,260.80 "," 2,260.80 "
60050088,ADPTR FEM SIGMA 5DEG,278," 10,350.01 "," 10,350.01 "
60050088,AUGMNTN FEM POST 4MM SZ 2,278," 5,558.40 "," 5,558.40 "
60050088,BASEPLATE TIB CEM SZ2,278," 7,200.00 "," 7,200.00 "
60050088,CNSTRCT HIP PART BPLR HI,278," 15,000.00 "," 15,000.00 "
60050088,CNSTRCT HIP TOL CER HEAD,278," 22,625.01 "," 22,625.01 "
60050088,CNSTRCT HIP TOL OXINIUM,278," 22,625.01 "," 22,625.01 "
60050088,CNSTRCT HIP TOL STANDARD,278," 22,500.00 "," 22,500.00 "
60050088,CNSTRCT HIP TOL STD,278," 22,500.00 "," 22,500.00 "
60050088,CNSTRCT KNEE ADVANCED,278," 21,000.00 "," 21,000.00 "
60050088,CNSTRCT KNEE FIXED BEARING,278," 16,000.00 "," 16,000.00 "
60050088,CNSTRCT SHLD -PT,278," 15,000.00 "," 15,000.00 "
60050088,CNSTRCT SHLD REVERSE TOL,278," 30,000.00 "," 30,000.00 "
60050088,CNSTRCT SHLD TOL,278," 20,000.00 "," 20,000.00 "
60050088,CNSTRCT TSA HMRL SHLD,278," 27,700.00 "," 27,700.00 "
60050088,CUP ACETAB 58MM,278," 7,630.20 "," 7,630.20 "
60050088,CUP PINNACLE W/ GRIPTION 62MM,278," 14,094.00 "," 14,094.00 "
60050088,DSTL AUGMENTED 4MM,278," 5,558.40 "," 5,558.40 "
60050088,FEMORAL SZ 2 TC3,278," 22,625.01 "," 22,625.01 "
60050088,FEMUR RT TC3 2.5,278," 22,625.01 "," 22,625.01 "
60050088,HEAD 12/14 36MM PLUS 5 DELTA,278," 5,686.20 "," 5,686.20 "
60050088,HEAD FEM BIPOLAR 47X26MM,278," 3,675.01 "," 3,675.01 "
60050088,HEAD FEM BPLR 26X50MM,278," 3,675.01 "," 3,675.01 "
60050088,IMP PAT DOME ATTUNE MED 35MM,278," 3,150.00 "," 3,150.00 "
60050088,IMPL SMART TOE PIP ANGD 16MM,278," 4,843.80 "," 4,843.80 "
60050088,IMPL SMART TOE PIP ANGD 19MM,278," 4,843.80 "," 4,843.80 "
60050088,LNR ATAB ALTRX NTRA 36X62MM,278," 4,870.80 "," 4,870.80 "
60050088,LNR ATAB ALTRX PINNACLE 36X54,278," 4,870.80 "," 4,870.80 "
60050088,LNR ATAB NTRA PLUS 4 36X52MM,278," 5,365.80 "," 5,365.80 "
60050088,LNR ATAB NTRA PLUS 4 36X58MM,278," 5,365.80 "," 5,365.80 "
60050088,PAT MEDIAL DOME 32MM,278," 3,150.00 "," 3,150.00 "
60050088,PAT PROLONG ALL-POLY 35MM,278," 5,688.00 "," 5,688.00 "
60050088,PLATE TIB STEMMED SZ 5,278," 10,350.01 "," 10,350.01 "
60050088,SCREW FIX SDRILL 3.5X16MM,278," 1,200.00 "," 1,200.00 "
60050088,SCREW VAR SDRILL 3.5X14MM,278," 1,200.00 "," 1,200.00 "
60050088,SCREW VAR SDRILL 3.5X16MM,278," 1,200.00 "," 1,200.00 "
60050088,SET SIJ IMP SIMMETRY,278," 33,108.00 "," 33,108.00 "
60050088,SLV FEM PRUS UNIV FULL 34MM,278," 14,238.00 "," 14,238.00 "
60050088,SLV FEM PRUS UNIV FULL 40MM,278," 14,238.00 "," 14,238.00 "
60050088,STEM DEP 18MM,278," 8,521.20 "," 8,521.20 "
60050088,STEM DEP 75X16,278," 8,521.20 "," 8,521.20 "
60050088,STEM DEP UNIV 75X12,278," 8,521.20 "," 8,521.20 "
60050088,STEM EXT STR 15MM DIAX75MM,278," 6,408.00 "," 6,408.00 "
60050088,STEM FEM 127 DEG SZ 6,278," 12,066.25 "," 12,066.25 "
60050088,STEM HIP SZ6 OFST STD TRILCK,278," 12,331.50 "," 12,331.50 "
60050088,STEM REVISION 14MM,278," 8,521.20 "," 8,521.20 "
60050088,TRAY SLV MBT PRUS 37MM,278," 12,411.00 "," 12,411.00 "
60050088,TRAY SLV PRUS M/I 45MM,278," 12,411.00 "," 12,411.00 "
60050088,TRAY SLV PRUS M/L,278," 12,411.00 "," 12,411.00 "
60050088,TRAY TIB SZ2.5 REVISION,278," 22,581.00 "," 22,581.00 "
60050088,WEDGE FEM POST COMBO SZ2.5 4MM,278," 5,558.40 "," 5,558.40 "
60050088,STEM REVISION 115X14,278," 8,521.20 "," 8,521.20 "
60050088,IMPL SMART TOE PIP NTRA 19MM,278," 4,843.80 "," 4,843.80 "
60050088,AUGMENT DSTL 8MM SZ2.5 RT,278," 5,558.40 "," 5,558.40 "
60050088,CMPT KNEE OXINIUM SZ 3N LFT,278," 18,300.00 "," 18,300.00 "
60050088,TRAY TIB MBT CEMENTED SZ1.5,278," 22,581.00 "," 22,581.00 "
60050088,IMP CR CEM FEM RT SZ4,278," 10,350.01 "," 10,350.01 "
60050088,PAT MEDIAL DOME 29MM,278," 3,150.00 "," 3,150.00 "
60050088,CNSTRCT KNEE CEM ADV FLEX,278," 19,000.00 "," 19,000.00 "
60050088,CNSTRCT HIP PART PREM STEM,278," 13,750.00 "," 13,750.00 "
60050088,CNSTRCT HIP UNPLR HEAD ADPTR,278," 3,150.00 "," 3,150.00 "
60050088,CNSTRCT HIP BPLR SELF-CNTRING,278," 3,150.00 "," 3,150.00 "
60050088,CNSTRCT HIP PRIM STEM,278," 11,220.00 "," 11,220.00 "
60050088,CNSTRCT HIP MOP CEM PRUS,278," 22,295.00 "," 22,295.00 "
60050088,CNSTRCT HIP COP CEM PRUS,278," 22,625.01 "," 22,625.01 "
60050088,CNSTRCT KNEE ATTUNE FB,278," 19,250.00 "," 19,250.00 "
60050088,CNSTRCT KNEE CEM ADV TM PAT OR,278," 20,250.00 "," 20,250.00 "
60050088,CNSTRCT KNEE CEMENTLESS,278," 22,625.01 "," 22,625.01 "
60050088,CNSTRCT KNEE UNI-KNEE PART PPK,278," 16,000.00 "," 16,000.00 "
60050088,INSRT TIB 11MM MED,278," 3,126.20 "," 3,126.20 "
60050088,HIP UNITRAX STD,278, 750.01 , 750.01 
60050088,HEAD HIP UNITRAX ENDO 50MM,278," 2,851.80 "," 2,851.80 "
60050088,IMPL HEAD FEMORAL V40 26MM STD,278," 2,783.20 "," 2,783.20 "
60050088,IMP XLPE CR ART SURF 3-4 YL 10,278," 8,352.00 "," 8,352.00 "
60050088,PAT DOME RND POST 32MM,278," 2,600.01 "," 2,600.01 "
60050088,SURF ARTICULAR AC 5 6 GRN 17MM,278," 6,264.00 "," 6,264.00 "
60050088,FEM PRECOAT CR FLEX SZ E RT,278," 20,010.00 "," 20,010.00 "
60050088,BASE PLATE TIB NONPRUS 2 LFT,278," 10,350.01 "," 10,350.01 "
60050088,WEDGE FEM POST COMBO SZ2.5 8MM,278," 5,558.40 "," 5,558.40 "
60050088,INSRT TIB TC3 RP SZ2.5 20MM,278," 12,123.00 "," 12,123.00 "
60050088,WDG FEM DSTL SZ2.5 4MM RT,278," 5,558.40 "," 5,558.40 "
60050088,STEM ACCOLADE HOW NO 4,278," 9,368.10 "," 9,368.10 "
60050088,INSRT DEP TC3 2X10,278," 12,123.00 "," 12,123.00 "
60050088,STEM KNEE FLTD UNIV 75X10MM,278," 8,521.20 "," 8,521.20 "
60050088,STEM KNEE UNIV FLTD 115X12MM,278," 8,521.20 "," 8,521.20 "
60050088,HEAD FEM 12/14 TAP 36MM,278," 10,917.00 "," 10,917.00 "
60050088,LNR ATAB PLUS 4 10DEG 32X50MM,278," 4,356.00 "," 4,356.00 "
60050088,INSRT ARTICULAR SZ1-2 9MM,278," 10,350.01 "," 10,350.01 "
60050088,SPACER FEM POST HALF XS 5MM,278," 3,229.10 "," 3,229.10 "
60050088,STEM FEM 127 DEG SZ 3,278," 12,066.25 "," 12,066.25 "
60050088,HEAD STD HMRL 48X21MM,278," 5,109.30 "," 5,109.30 "
60050088,TRAY TIB CEM REVISION SZ1,278," 22,581.00 "," 22,581.00 "
60050088,CUP DEEP PINNACLE REV 56MM,278," 17,286.00 "," 17,286.00 "
60050088,INSRT TIB TC3 SZ2 22.5MM,278," 12,123.00 "," 12,123.00 "
60050088,INSRT ATTUNE PS FB SZ 6 8MM,278," 5,400.00 "," 5,400.00 "
60050088,IMP CR CEM FEM RT SZ3,278," 10,350.01 "," 10,350.01 "
60050088,IMP CR FB INSRT SZ3 7MM,278," 5,400.00 "," 5,400.00 "
60050088,IMP CR FB INSRT SZ4 6MM,278," 5,400.00 "," 5,400.00 "
60050088,SCREW FIX SDRILL 3.5X14MM,278," 1,200.00 "," 1,200.00 "
60050088,CHG PREM GLENOID PERFORM PLUS,278," 9,000.00 "," 9,000.00 "
60050088,BASEPLATE TIB CEM SZ3,278," 22,445.00 "," 22,445.00 "
60050089,KIT LEAD PERC 1X16 50CM,278," 6,600.00 "," 6,600.00 "
60050089,LEAD SURESCAN MRI CMPCT 1X8,278," 10,350.01 "," 10,350.01 "
60050090,GRAFT SURGL ANTBCTR 10X15CM,278," 17,475.00 "," 17,475.00 "
60050090,MESH 3D MAX LFT LG,278," 1,080.00 "," 1,080.00 "
60050090,MESH 3D MAX LFT MED,278, 960.00 , 960.00 
60050090,MESH 3D MAX RT LG,278," 1,080.00 "," 1,080.00 "
60050090,MESH 3D MAX RT MED,278, 960.00 , 960.00 
60050090,MESH 6.4CMX6.4CM MED,278," 3,080.14 "," 3,080.14 "
60050090,MESH CIRCLE HERNIA SM 3IN,278," 2,940.00 "," 2,940.00 "
60050090,MESH CIRCLE LG 3.2IN W/ STRAP,278," 3,675.01 "," 3,675.01 "
60050090,MESH CIRCLE MED 2.5IN W/ STRAP,278," 3,080.00 "," 3,080.00 "
60050090,MESH CIRCLE SM 1.7IN W/ STRAP,278," 2,600.01 "," 2,600.01 "
60050090,MESH GRAFT MARLEX 3X6,278, 360.00 , 360.00 
60050090,MESH LFT PRO GRP W/ FLAP,278," 2,262.64 "," 2,262.64 "
60050090,MESH PLG SM 1.0INX1.35IN,278," 1,032.00 "," 1,032.00 "
60050090,MESH ST RND 6IN,278," 3,675.01 "," 3,675.01 "
60050090,MESH SURGL 7X9IN ELLIPTICAL,278," 5,970.00 "," 5,970.00 "
60050090,PATCH BLGCL 0.8X8CM,278," 1,592.00 "," 1,592.00 "
60050090,PLG MARLEX LG,278," 1,032.00 "," 1,032.00 "
60050090,PLG MARLEX MED,278," 1,032.00 "," 1,032.00 "
60050090,PLG MARLEX XL 1.6X2.0,278," 5,616.00 "," 5,616.00 "
60050090,PLUG MESH PERFIX LT XL,278," 1,516.00 "," 1,516.00 "
60050090,IMP NASAL LATERA  ABSORBABLE,278," 5,970.00 "," 5,970.00 "
60050090,MESH PROLENE SOFT 6INX6IN,278," 3,675.01 "," 3,675.01 "
60050091,IMP EY BAERVELDT 250MM,278," 3,675.01 "," 3,675.01 "
60050091,STENT TRABECULAR LFT,278," 13,250.00 "," 13,250.00 "
60050091,STENT TRABECULAR MCR-BYBASS RT,278," 13,125.00 "," 13,125.00 "
60050091,VLV EY AHMED FLEX FP-7,278," 3,675.01 "," 3,675.01 "
60050091,SYS CYPASS MICRO STENT 241 US,278," 10,200.00 "," 10,200.00 "
60050092,BAND CIRCLING STYLE 240,278, 127.50 , 127.50 
60050092,SLV RETINAL SIL,278, 87.00 , 87.00 
60050092,SLV RETINAL SIL NBR 270,278, 87.00 , 87.00 
60050092,SLV SIL,278, 85.00 , 85.00 
60050092,STRIP RETINAL SIL NBR 42,278, 138.00 , 138.00 
60050092,STRIP SIL NBR 41,278, 130.00 , 130.00 
60050092,SPNG SIL HALF OVAL 3MMX5MM,278, 490.00 , 490.00 
60050092,STRIP SIL STYLE 42,278, 130.00 , 130.00 
60050092,USE 523494: TIRE STYLE 276,278, 170.00 , 170.00 
60050092,TIRE SIL CONVEX STYLE 287,278, 170.00 , 170.00 
60050093,DVC PWR PORT DUO 9.5F,278," 2,800.00 "," 2,800.00 "
60050093,DVC PWR PORT SLIM 6FR SL,278," 2,320.00 "," 2,320.00 "
60050093,DVC PWR PORT W/ 8FR CHRONOFLEX,278," 2,320.00 "," 2,320.00 "
60050093,IMP PORT POWER CHRONOFLEX 6FR,278," 2,320.00 "," 2,320.00 "
60050093,PORT CLEARVUE IMPBL 8FR,278," 2,695.00 "," 2,695.00 "
60050093,PORT SINGLE LUMEN,278," 2,400.00 "," 2,400.00 "
60050093,PORT VORTEX LP DUAL TI,278," 4,017.00 "," 4,017.00 "
60050094,IMP TISS EXPANDER W/ TAB 850CC,278," 9,270.00 "," 9,270.00 "
60050094,PROS BREAST SALN 325CC,278," 3,150.00 "," 3,150.00 "
60050094,IMP SIL GEL SMOOTH RND 695CC,278," 4,710.00 "," 4,710.00 "
60050094,IMP SIL GEL SMOOTH RND 650CC,278," 4,710.00 "," 4,710.00 "
60050095,IMP CYLNDR SET TITAN 0DEG 18CM,278," 36,320.00 "," 36,320.00 "
60050095,RESER TITAN 75CC,278," 10,350.01 "," 10,350.01 "
60050096,OIL SIL ADATOSIL 5000 W/ SYR,272," 2,793.00 "," 2,793.00 "
60050096,OIL SILIKON 1000,272," 3,465.00 "," 3,465.00 "
60050096,SPNG SCLERAL BUCKLING RND 3MM,272, 492.00 , 492.00 
60050103,STIMLTR RSTR ADV MRI,278," 66,100.01 "," 66,100.01 "
60050104,IMP CAGE SPNL COFLEX 10MM,278," 22,625.01 "," 22,625.01 "
60050104,IMP CAGE SPNL COFLEX 12MM,278," 22,625.01 "," 22,625.01 "
60050104,IMP CAGE SPNL COFLEX 8MM,278," 22,625.01 "," 22,625.01 "
60050105,STENT BLR WALLFLEX CVR 10X60MM,278," 14,620.15 "," 14,620.15 "
60050105,STENT HOT AXIOS 10MMX10MM,278," 24,400.00 "," 24,400.00 "
60050105,STENT VIABIL 10MMX10CM 40CM -H,278," 14,650.00 "," 14,650.00 "
60050105,STENT WALLFLEX BLR 10MMX60,278," 10,437.40 "," 10,437.40 "
60050105,STENT FLEXIMA 7-7,278," 1,368.00 "," 1,368.00 "
60050105,STENT FLEXIMA 7-10,278," 1,368.00 "," 1,368.00 "
60050105,STENT FLEXIMA 10-7,278," 1,368.00 "," 1,368.00 "
60050105,STENT FLEXIMA 10-10,278," 1,368.00 "," 1,368.00 "
60050105,STENT ESOPH EVOLUTION 12CM,278," 8,700.00 "," 8,700.00 "
60050105,STENT FLEXIMA 10/5,278," 1,368.00 "," 1,368.00 "
60050105,STENT BLR 8.5FR 10X40MM,278," 14,620.15 "," 14,620.15 "
60050105,STENT BLR 8.5FR 10X80MM,278," 14,620.15 "," 14,620.15 "
60050105,STENT BLR 8.5FR 8X60MM,278," 14,620.15 "," 14,620.15 "
60050107,STENT ESOPH EVOLUTION 10CM,278," 8,700.00 "," 8,700.00 "
60050107,STENT WALLFLEX BLR CVRD 10X80,278," 14,620.15 "," 14,620.15 "
60050107,STENT DUODENAL EVOLUTION 9CM,278," 10,350.01 "," 10,350.01 "
60050107,STENT 7X15,278," 1,456.00 "," 1,456.00 "
60050107,STENT PANCREATIC 7-5,278, 800.00 , 800.00 
60050107,STENT DUDENAL EVOLUTION 6CM,278," 10,350.01 "," 10,350.01 "
60050107,STENT COLONIC UNCVR 8CM 10FR,278," 10,350.01 "," 10,350.01 "
60050107,STENT COLONIC UNCVR 6CM 10FR,278," 10,350.01 "," 10,350.01 "
60050108,SET STENT PANCREATIC 5FR 12CM,278, 800.00 , 800.00 
60050108,STENT PANCREATIC 5FR 15CM,278, 450.00 , 450.00 
60050108,STENT PANCREATIC 7FR 12CM,278, 450.00 , 450.00 
60050108,SET STENT PANCREATIC 7FR 15CM,278, 450.00 , 450.00 
60050110,FTR DENALI JUG DLVRY KIT,278," 5,850.00 "," 5,850.00 "
60050110,SYS FTR ELITE VENA CAVA 6.5F,278," 6,300.00 "," 6,300.00 "
60050113,CATH FAST 7FRX60CM,278," 5,323.50 "," 5,323.50 "
60050117,THERASPHERE YTTRIUM 90 10 GBQ,278," 64,000.00 "," 64,000.00 "
60050118,SET STENT URET PUSHER 6FRX24CM,278, 495.00 , 495.00 
60050118,SET STENT URET PUSHER 6FRX26CM,278, 495.00 , 495.00 
60050118,SET STENT URET PUSHER 6FRX28CM,278, 495.00 , 495.00 
60050118,SET STENT URET PUSHER 7FRX24CM,278, 495.00 , 495.00 
60050118,STENT BILIARY ZIMMON 7FR,278, 450.00 , 450.00 
60050118,STENT BLR PGTL 7FR 5CM,278, 750.01 , 750.01 
60050118,STENT POLARIS 6X28,278," 1,835.44 "," 1,835.44 "
60050118,STENT POLARIS 6X30,278," 1,835.44 "," 1,835.44 "
60050118,STENT POLARIS ULTRA 6FR 26MM,278," 1,835.44 "," 1,835.44 "
60050118,STENT URET 2 DUROMETER POS,278," 1,835.44 "," 1,835.44 "
60050118,STENT URETERAL 6FR X 28CM,278, 650.00 , 650.00 
60050118,STENT BLR ZIMMON 7FX10CM,278, 450.00 , 450.00 
60050118,SET STENT URET PUSHER 5FRX22CM,278, 495.00 , 495.00 
60050118,STENT PANCRTC INTRD 5FR 3CM,278, 450.00 , 450.00 
60050118,STENT PANCRTC INTRD 5FR 4CM,278, 450.00 , 450.00 
60050118,STENT BLR ZIMMON 10FR 7CM,278, 450.00 , 450.00 
60050118,STENT BLR ZIMMON 7FR 15CM,278, 450.00 , 450.00 
60050118,STENT POLARIS 7X28,278," 1,835.44 "," 1,835.44 "
60050118,STENT URET FLEXIMA 22CM 8FR,278, 879.68 , 879.68 
60050118,STENT 6FR 24CM,278, 750.01 , 750.01 
60050118,SET STENT URET PUSHER 7FRX28CM,278, 495.00 , 495.00 
60050122,STENT BAL SMART 14X80MM 120CM,278," 4,650.00 "," 4,650.00 "
60050122,SET STENT BLR ZIMMON 5FR 12CM,278, 840.00 , 840.00 
60050122,STENT BLR ZIMMON 7FR 10CM,278, 800.00 , 800.00 
60050122,SET STENT BLR ZIMMON 10FR 10CM,278, 800.00 , 800.00 
60050142,PROS OVAL 8X.8X1MM POLYCEL,278," 1,533.84 "," 1,533.84 "
60050142,SHEEHY -PTIAL OSSICLR PROS,278," 1,487.36 "," 1,487.36 "
60050147,DISC MOBI-C CERV 13X15 H5 US,278," 22,625.01 "," 22,625.01 "
60050147,DISC MOBI-C CERV 13X17X5CM,278," 22,625.01 "," 22,625.01 "
60050147,IMP INFUSE BONE GRAFT LG,278," 22,940.00 "," 22,940.00 "
60050147,IMP INFUSE BONE GRAFT SM,278," 18,475.00 "," 18,475.00 "
60050147,IMP INFUSE BONE GRAFT XS,278," 10,350.01 "," 10,350.01 "
60050147,IMP MOBI C US H5 15X15MM,278," 22,625.01 "," 22,625.01 "
60050147,CAGE 36X13MMX8DEG MIDLINE II,278," 24,700.00 "," 24,700.00 "
60050147,SPACER 12MM SQ 2.0MM,278," 1,624.00 "," 1,624.00 "
60050147,IMP SPCR PROLIFT 12X28MM SM 7D,278," 20,000.00 "," 20,000.00 "
60050147,IMP MODULIFT VBR M 38-53MM,278," 22,625.01 "," 22,625.01 "
60050148,IMP MEMB AMBIO5 GRAFT 2X3CM,278," 4,050.00 "," 4,050.00 "
60050152,BARRIER SEPRAFILM ADH 5X6,278," 2,327.39 "," 2,327.39 "
60050152,CAGE SPNL 8DEG 25X9X7MM,278," 20,000.00 "," 20,000.00 "
60050152,CAGE TAP 5.5X14MM STALIF C,278," 10,500.00 "," 10,500.00 "
60050152,CAGE TAP 6.5X14MM STALIF C,278," 10,500.00 "," 10,500.00 "
60050152,CAGE TAP 7.5X14MM STALIF C,278," 13,775.00 "," 13,775.00 "
60050152,CAP LOKG REVERE,278, 750.00 , 750.00 
60050152,CATH PERIT STD OE W/SLITS 120,278," 1,249.52 "," 1,249.52 "
60050152,CATH VNTRC,278," 1,066.16 "," 1,066.16 "
60050152,CATH VNTRCLR EVD ANTBIC,278," 2,298.96 "," 2,298.96 "
60050152,COIL EMBOL .035 8MM TO 5CM,278, 750.01 , 750.01 
60050152,COIL MICRO HILAL 18/2.0/2,278, 750.01 , 750.01 
60050152,COIL NESTER EMBO .035X14X8MM,278, 750.01 , 750.01 
60050152,COIL NYLON HELIX 6MMX20CM,278," 3,675.01 "," 3,675.01 "
60050152,CONN CROSS VARI REVERE 58-70MM,278," 3,500.00 "," 3,500.00 "
60050152,CONN PUDENZ STR,278, 750.01 , 750.01 
60050152,CONNECTOR 5.5 50-60MM,278," 4,200.00 "," 4,200.00 "
60050152,CVR BUR -H TI,278," 2,646.00 "," 2,646.00 "
60050152,CVR BURR-H 12MM BLU TI,278," 2,480.00 "," 2,480.00 "
60050152,CVR MATRIXNEURO BUR 15MM,278," 2,099.68 "," 2,099.68 "
60050152,DVC ABS FXTN SHRT 5MM W/ TACKS,278," 2,679.11 "," 2,679.11 "
60050152,DVC CERV DTRAX CAGE-B,278," 10,350.01 "," 10,350.01 "
60050152,DVC FIX ABSRB TACKS W/30,278," 3,086.16 "," 3,086.16 "
60050152,IMP CTG STAXX XD 25X9X7MM,278," 20,000.00 "," 20,000.00 "
60050152,PUTTY PROGENIX 0.5CC,278, 750.01 , 750.01 
60050152,ROD CRVD SPINAL 5.5X65MM,278," 1,200.00 "," 1,200.00 "
60050152,ROD PRE-BENT 3.5X40MM,278," 1,400.00 "," 1,400.00 "
60050152,ROD PRE-BENT 5.5X35MM,278," 1,200.00 "," 1,200.00 "
60050152,ROD PRE-BENT 5.5X40MM,278," 1,200.00 "," 1,200.00 "
60050152,ROD PRE-BENT 5.5X45MM,278," 1,200.00 "," 1,200.00 "
60050152,ROD PRE-BENT 5.5X55MM,278," 1,200.00 "," 1,200.00 "
60050152,ROD PRE-BENT 5.5X60MM,278," 1,200.00 "," 1,200.00 "
60050152,ROD PRE-BENT 5.5X65MM,278," 1,200.00 "," 1,200.00 "
60050152,SCREW BONE VARI 3.6X14MM,278," 1,800.00 "," 1,800.00 "
60050152,SCREW REVERE PEDICLE 6.5X40MM,278," 4,950.00 "," 4,950.00 "
60050152,SCREW REVERE PEDICLE 6.5X45MM,278," 4,950.00 "," 4,950.00 "
60050152,SPACER 10X22MM 8-12MM,278," 20,000.00 "," 20,000.00 "
60050152,SPACER 12X14MM 7DEG 7MM,278," 10,500.00 "," 10,500.00 "
60050152,SPACER 12X14MM 7DEG 8MM,278," 10,500.00 "," 10,500.00 "
60050152,SPACER AS AVA 6X14X16 4DEG,278," 4,200.00 "," 4,200.00 "
60050152,SPACER TI 10X26MM 8-12MM,278," 20,000.00 "," 20,000.00 "
60050152,STPLRS RELOAD X THN EGIA 45MM,278," 1,510.80 "," 1,510.80 "
60050152,SYR MICROSPHERE 2ML 500-700,278," 1,812.80 "," 1,812.80 "
60050152,VLV DELTA REG LV 1.5,278," 8,108.28 "," 8,108.28 "
60050152,VLV INLINE CERTAS PLUS,278," 21,631.50 "," 21,631.50 "
60050152,VLV STRATA II REG,278," 19,749.10 "," 19,749.10 "
60050152,USE 505367: STPLRS RELOAD VAS,278," 1,150.88 "," 1,150.88 "
60050152,COIL NYLON HELIX 10MMX30CM,278," 3,675.01 "," 3,675.01 "
60050152,SPACER 12X14MM 7DEG 9MM,278," 10,500.00 "," 10,500.00 "
60050152,ROD STR 5.5X80MM,278," 1,200.00 "," 1,200.00 "
60050152,ROD STR 5.5X150MM,278," 1,200.00 "," 1,200.00 "
60050152,ROD PRE-BENT 5.5X70MM,278," 1,200.00 "," 1,200.00 "
60050152,ROD PRE-BENT 5.5X75MM,278," 1,200.00 "," 1,200.00 "
60050152,ROD PRE-BENT 5.5X120MM,278," 1,200.00 "," 1,200.00 "
60050152,ROD PRE-BENT 50MM,278," 1,400.00 "," 1,400.00 "
60050152,CONNECTOR 5.5 33-40MM,278," 4,200.00 "," 4,200.00 "
60050152,CONNECTOR 5.5 40-50MM,278," 4,200.00 "," 4,200.00 "
60050152,CAGE TAP 9.5X14MM STALIF C,278," 13,775.00 "," 13,775.00 "
60050152,CAGE ANCHOR L 14X25X35MM,278," 22,500.00 "," 22,500.00 "
60050152,ROD PRE-BENT 3.5X30MM,278," 1,400.00 "," 1,400.00 "
60050152,SPACER 10X26MM 9-13MM LORDOTIC,278," 20,000.00 "," 20,000.00 "
60050152,COIL NYLON HELIX 7MMX30CM,278," 3,675.01 "," 3,675.01 "
60050152,COIL NYL HELIX 3MMX8CM,278," 3,675.01 "," 3,675.01 "
60050152,COIL NYLON HELIX 4MMX10CM,278," 3,675.01 "," 3,675.01 "
60050152,COIL NYLON HELIX 8MMX30CM,278," 3,675.01 "," 3,675.01 "
60050152,COIL NYLON HELIX 4MMX8CM,278," 3,675.01 "," 3,675.01 "
60050152,COIL NYLON HELIX 5MMX15CM,278," 3,675.01 "," 3,675.01 "
60050152,ROD CRVD TI 5.5X60MM,278," 1,400.00 "," 1,400.00 "
60050152,SPACER WIRE REINF 10,278, 750.01 , 750.01 
60050152,GDWR THR,278, 300.00 , 300.00 
60050152,VLV BUR HOLE LOW 16MM,278," 4,818.12 "," 4,818.12 "
60050152,SCREW CANLT 5.5X105MM FTHR TI,278," 1,689.36 "," 1,689.36 "
60050152,CLIP 7.5 FEN 3.5 L-SHAPE 7.5MM,278," 2,793.00 "," 2,793.00 "
60050152,SPACER LG 15DEG 15MM,278," 22,625.01 "," 22,625.01 "
60050152,SCREW BONE VARI 4.2X12MM,278," 1,800.00 "," 1,800.00 "
60050152,SCREW BONE VARI 3.6X12MM,278," 1,800.00 "," 1,800.00 "
60050152,SPACER 14X16MM 7DEG 6MM,278," 10,500.00 "," 10,500.00 "
60050152,SPACER 14X16MM 7DEG 7MM,278," 10,500.00 "," 10,500.00 "
60050152,SPACER 15X18MM 7DEG 6MM,278," 10,500.00 "," 10,500.00 "
60050152,SPACER 15X18MM 7DEG 7MM,278," 10,500.00 "," 10,500.00 "
60050152,ROD CRVD 5.5X35MM,278," 1,200.00 "," 1,200.00 "
60050152,ROD CVRD 5.5X40MM,278," 1,400.00 "," 1,400.00 "
60050152,COIL EMBOL 5MMX5CM .35IN,278, 700.00 , 700.00 
60050152,COIL EMBOL 8MMX5CM .35IN,278, 700.00 , 700.00 
60050152,ROD SPNL CRVD REVERE 5.5X45MM,278," 1,200.00 "," 1,200.00 "
