HSP,MNEMONIC,BILLING DESCRIPTION,CHARGE
EMC,471011732,TRIMETHOPRIM TAB 100 MG,$6.09
EMC,471011741,VIT B COMP W-C/FOLIC ACID TAB,$1.38
EMC,471011743,VITAMIN A CAP 10000 UNIT,$1.38
EMC,471011744,VITAMIN B COMPLEX CAP,$1.38
EMC,471011745,VITAMIN E CAP 200 UNIT,$1.38
EMC,471011748,WATER STERILE INJ 10ML VIAL,$205.93
EMC,471011749,WATER STERILE INJ SYRINGE,$205.93
EMC,471011750,WATER STERILE IRRG 1000 ML BAG,$205.93
EMC,471011751,WATER STERILE IRRG 250 ML BAG,$205.93
EMC,471011752,WATER STERILE IRRG 500 ML BAG,$205.93
EMC,471011756,ZNOX/NYST/CHOLESTYR PSTE 30 GM,$78.67
EMC,471011757,ZOLEDRONIC ACID INJ 5 MG/100ML,"$3,737.21"
EMC,471011780,ATOMOXETINE CAP 10MG,$109.65
EMC,471011781,SOD THIOSULF 12500 MG/50 ML VL,$864.90
EMC,471011782,MUTLIVITAMIN/FE DROPS 50ML,$13.69
EMC,471011785,AMOXICILLIN SUSP 400 MG/5 ML,$4.35
EMC,471011788,ARGATROBAN 250MG/2.5ML NONESRD,"$15,147.23"
EMC,471011790,DILTIAZEM HCL CAPCR 60 MG,$26.85
EMC,471011792,COD/APAP/CAFF/BUTALB CAP 30 MG,$13.26
EMC,471011793,NORMAL SALINE ENEMA 135 ML BTL,$15.13
EMC,471011794,FOMEPIZOLE INJ 1.5 GM/1.5 ML,"$12,608.28"
EMC,471011795,NYSTATIN/TRIAMCIN OINT 30 GM,"$1,419.42"
EMC,471011797,PHENYLEPHRINE 0.5% NASPR 15ML,$34.33
EMC,471011798,PENICIL G BENZ/PROC INJ 1.2 MM,$933.72
EMC,471011801,OSELTAMIVIR PHOSPHATE CAP 45MG,$128.76
EMC,471011802,TOBRAMYCN/DEXAMTH DROPS 2.5ML,$580.69
EMC,471011807,VORICONAZOLE TAB 50 MG,$222.32
EMC,471011809,CLOPIDOGREL BISU TAB 300 MG,$247.76
EMC,471011813,RANOLAZINE ER TAB 500MG,$54.06
EMC,471011814,ETOMIDATE INJ 40 MG/20 ML,$205.93
EMC,471011815,MORPHINE SULF INJ 2 MG/ML,$219.66
EMC,471011816,HEPARIN LOCK INJ 500 UNIT/5ML,$205.93
EMC,471011818,RIFAXIMIN TAB 550 MG,$326.13
EMC,471011819,APREPITANT CAP 80 MG,"$1,774.25"
EMC,471011820,APREPITANT CAP 125 MG,"$2,451.60"
EMC,471011821,HYDROMORPHONE INJ 1MG/ML,$219.66
EMC,471011824,ALENDRONATE TAB 35 MG,$182.30
EMC,471011826,ARIPIPRAZOLE TAB 2 MG,$317.48
EMC,471011827,ARIPIPRAZOLE TAB 5 MG,$90.12
EMC,471011828,ARSENIC TRIOXIDE INJ 10 MG/10,"$2,399.18"
EMC,471011829,BIVALIRUDIN INJ 250 MG,"$10,226.08"
EMC,471011833,CADEXOMER IODINE 40 GM TUBE,"$1,055.36"
EMC,471011835,CALCITRIOL ORAL 1 MCG/ML,$106.19
EMC,471011836,CARBAMAZEPINE SUSP 200 MG/10ML,$40.46
EMC,471011837,CHOLECALCIFEROL TAB 1000 IU,$1.38
EMC,471011838,CISATRACURIUM INJ 20 MG/10 ML,$293.68
EMC,471011841,DARBEPOETIN ALFA INJ 200 MCG,"$15,905.56"
EMC,471011843,DEXMEDETOMIDINE INJ 200 MCG,$705.37
EMC,471011845,DICLOFENAC SOD 1% GEL 100 GM,$513.42
EMC,471011846,DIPHTH/TET/ACEL PERT VAC 0.5ML,$339.22
EMC,471011848,DRONEDARONE TAB 400 MG,$21.54
EMC,471011853,FLUOCINOLONE AC 0.01% TOP 60ML,"$1,601.66"
EMC,471011854,FLUOCINONIDE 0.025% OINT 15 GM,$300.49
EMC,471011855,FONDAPARINUX  INJ 5 MG/0.4 ML,"$1,208.36"
EMC,471011856,FONDAPARINUX INJ  7.5 MG/0.6ML,"$1,208.36"
EMC,471011858,GALANTAMINE CAPCR 8 MG,$56.64
EMC,471011860,GUAIFENESIN/DM TABCR 1 EA,$4.65
EMC,471011864,HYALURONIDASE INJ 240 UNIT,$874.85
EMC,471011866,HYDROmorPHONE/NS INJ 15MG/30ML,$219.66
EMC,471011867,IOPAMIDOL 61% INJ 50 ML,$481.25
EMC,471011868,ISOSORBIDE DINITRATE TAB 30MG,$11.67
EMC,471011869,ISOSULFAN BLUE 1% INJ 5 ML,"$7,977.81"
EMC,471011870,LACOSAMIDE INJ 200 MG/20 ML,$641.78
EMC,471011871,LACOSAMIDE TAB 100 MG,$122.25
EMC,471011876,LIDOCAINE 2% JELLY 5 ML,$69.42
EMC,471011878,LIDOCAINE/EPI 1% INJ 20 ML,$205.93
EMC,471011879,LIDOCAINE-PF 2% INJ 10 ML,$205.93
EMC,471011880,LIPASE/PROTEASE/AMYLASE CAPCR,$13.85
EMC,471011882,LORATADINE LIQD 5 MG/5 ML,$3.45
EMC,471011885,MICAFUNGIN SOD INJ 50 MG/10 ML,"$1,078.24"
EMC,471011886,MILRINONE/DEXT  IV 20 MG/100ML,$205.93
EMC,471011887,MIRTAZAPINE ODT TAB 15 MG,$23.10
EMC,471011888,NYSTATIN/TRIAMCIN OINT 30 GM,"$1,419.42"
EMC,471011889,OCTREOTIDE INJ 50 MCG/ML,$207.86
EMC,471011890,OFLOXACIN 0.3% OTIC SOL 5 ML,$186.33
EMC,471011892,OSELTAMIVIR PHOS CAP 30 MG,$128.76
EMC,471011895,PENTOSAN POLYSULF CAP 100 MG,$76.08
EMC,471011896,P-EPH/SHK LV/MO/PETR OINT 60GM,$44.39
EMC,471011898,PRASUGREL TAB 10 MG,$126.53
EMC,471011899,PREGABALIN CAP 25 MG,$61.40
EMC,471011900,PROTAMINE SULF INJ 250 MG/25ML,$374.79
EMC,471011901,REGADENOSON INJ 0.4 MG/5 ML,"$2,397.25"
EMC,471011904,RIVASTIGMINE PATCH 4.6 MG,$176.25
EMC,471011905,RIVASTIGMINE PATCH 9.5 MG,$176.25
EMC,471011909,SOTALOL TAB 120 MG,$27.86
EMC,471011912,"THROMBIN SPRAY 20,000 UNITS","$3,173.43"
EMC,471011918,MILRINONE LACT INJ 10 MG/10 ML,$427.11
EMC,471011920,ADENOSINE INJ 90 MG/30 ML VIAL,"$3,138.62"
EMC,471011921,ALBUMIN HUMAN INJ 25GM/500ML,"$1,201.25"
EMC,471011923,CALCIUM CHL INJ 1GM/10ML VL,$205.93
EMC,471011929,COLLAGENASE 30 GM TUBE,"$2,186.80"
EMC,471011930,CROMOLYN SOD 4%OP SOL 10ML BTL,$331.46
EMC,471011931,DABIGATRAN CAP 75 MG,$59.36
EMC,471011932,DABIGATRAN CAP 150MG,$59.36
EMC,471011936,FOSAPREPITANT INJ 150 MG VIAL,"$2,996.17"
EMC,471011939,LIDOCAINE-PF INJ 1.5% 5ML AMP,$205.93
EMC,471011941,MYCOPHENOLATE SOD TABCR 180MG,$15.12
EMC,471011942,NAPHAZ/PHENIR OP 0.025% 15ML,$51.78
EMC,471011948,SODIUM CHL NASAL SPRAY 30ML,$34.65
EMC,471011949,TIMOLOL 0.5% OP GEL 5 ML BTL,"$1,672.98"
EMC,471011951,VERAPAMIL 100 MG CAP SR,$17.43
EMC,471011953,ANTITHROMBIN III HUMREC 1673 U,"$37,299.75"
EMC,471011955,MUPIROCIN 2% ONT 1 GM TUBE,$182.29
EMC,471011956,CEFOTAXIME INJ 500 MG VIAL,$205.93
EMC,471011957,DILTIAZEM INJ 100 MG ADDVIAL,$205.93
EMC,471011958,EPINEPHrine IC inj 1 MG/10 ML,$205.93
EMC,471011962,EPTIFIBATIDE INJ 20MG/10ML VL,"$1,856.24"
EMC,471011965,NS IVSOLN 100 ML MINIBAG,$205.93
EMC,471011970,VORICONAZOLE TAB 200 MG,$191.59
EMC,471011979,CYCLOPHOSPHAMIDE INJ 1 GM,"$7,332.58"
EMC,471011992,CLADRIBINE INJ 10 MG,"$4,019.40"
EMC,471011995,ABATACEPT INJ 250 MG VL,"$9,070.12"
EMC,471011998,TOPOTECAN INJ 4 MG VIAL,"$2,509.27"
EMC,471011999,LEUPROLIDE ACET INJ 3.75 MG,"$10,457.96"
EMC,471012000,LEUPROLIDE ACET INJ 7.5 MG,"$11,101.91"
EMC,471012001,PANITUMUMAB  INJ 100MG/5ML VL,"$11,308.80"
EMC,471012003,PACLITAXEL PROT BND INJ 100MG,"$12,097.26"
EMC,471012007,TEMSIROLIMUS INJ 25 MG VIAL,"$16,870.12"
EMC,471012008,FULVESTRANT INJ 250MG/5ML SYRG,"$9,899.16"
EMC,471012012,PEGFILGRASTIM INJ 6 MG/0.6 ML,"$55,050.72"
EMC,471012014,PHENOL/SODIUM PHENOLATE 1 LOZG,$1.38
EMC,471012016,BUPIVACAINE HCL/DEX-PF 2ML AMP,$205.93
EMC,471012018,ACETYLCYSTEINE 20% 4 ML SYRG,$133.14
EMC,471012019,CEFDINIR SUSP 250 MG/5 ML UDC,$25.62
EMC,471012020,KETOROLAC OPSOL 0.5% 3ML BTL,$433.61
EMC,471012022,CEFTAROLINE INJ 400 MG VIAL,"$1,629.43"
EMC,471012023,CEFTAROLINE INJ 600 MG VIAL,"$1,629.43"
EMC,471012024,INSULIN DETERMIR INJ 1000 UNIT,"$2,485.56"
EMC,471012027,BENZOCAINE/ANTIPYRIN OTIC 15ML,$114.69
EMC,471012030,BETAMETH NA PHOS/ACET INJ 6MG,$205.93
EMC,471012033,LABETALOL INJ 5 MG/ML,$205.93
EMC,471012036,LORAZEPAM INJ 2MG/ML,$18.51
EMC,471012038,OCTREOTIDE INJ 1000 MCG/ML,"$1,691.36"
EMC,471012040,ONDANSETRON INJ 2 MG/ML,$205.93
EMC,471012041,OXYTOCIN INJ 10 UNIT/ML,$205.93
EMC,471012042,CARBOPLATIN INJ 10 MG/ML,$157.88
EMC,471012043,CARBOPLATIN INJ 10 MG/ML,$14.96
EMC,471012044,CARBOPLATIN INJ 10 MG/ML,$15.43
EMC,471012046,CISPLATIN INJ 1 MG/ML,$4.30
EMC,471012047,PACLITAXEL INJ 6 MG/ML,$157.88
EMC,471012048,PACLITAXEL INJ 6 MG/ML,$157.88
EMC,471012049,PACLITAXEL INJ 6 MG/ML,$157.88
EMC,471012050,ACETAMINOPHEN wCOD LQ 12MG/5ML,$13.20
EMC,471012053,PIPERACILLIN/TAZO INJ 3.375 GM,$219.97
EMC,471012054,OCTREOTIDE ACET SUSP INJ 30 MG,"$53,355.44"
EMC,471012055,ERIBULIN INJ 1 MG/2 ML VL,"$10,869.95"
EMC,471012056,DENOSUMAB INJ 120 MG/ML VL,"$20,912.89"
EMC,471012057,DENOSUMAB INJ 60 MG/ML SYRG,"$10,659.06"
EMC,471012058,DECITABINE INJ 50 MG VIAL,"$18,269.62"
EMC,471012059,ANTIHEMOPHIL FAC;HUM INJ 1 IU,$12.45
EMC,471012061,FACTOR IX INJ 1 IU,$12.82
EMC,471012067,INSULIN NPH 300 UNITS INJ,$412.18
EMC,471012068,PROPAFENONE HCL TAB 225 MG,$20.74
EMC,471012069,GAUZE BANDAGE WITH CALAMINE,$106.91
EMC,471012070,CAFFEINE TAB 200 MG,$1.38
EMC,471012072,MIRTAZAPINE TAB 7.5 MG,$23.43
EMC,471012073,FENTANYL/NS INJ 1000 MCG/100ML,$239.48
EMC,471012074,LEVOTHYROXINE INJ 100 MCG,"$1,127.39"
EMC,471012075,BUPIVACAINE HCL INJ 50 ML VIAL,$205.93
EMC,471012076,LEVETIRACETAM SUSP 500MG/5ML,$83.17
EMC,471012079,MIDAZOLAM/NS INJ 50MG/50ML,$240.54
EMC,471012082,TOCILIZUMAB INJ 200MG/10ML,"$9,214.89"
EMC,471012083,DARBEPOETIN INJ 100 MCG VIAL,"$7,952.79"
EMC,471012086,INFLUENZA VIRUS VACC 0.25 ML,$230.37
EMC,471012087,ETOMIDATE INJ 20 MG/10 ML,$205.93
EMC,471012088,FOSCARNET TRISOD 6000MG/250ML,"$4,242.45"
EMC,471012089,KETAMINE INJ 10 MG/ML VIAL,$219.66
EMC,471012090,INSULIN LISPRO 300 UNITS,$90.90
EMC,471012091,INSULIN HUMULIN 70/30 300 UNIT,$411.00
EMC,471012092,INSULIN REGULAR INJ 300 UNITS,$412.18
EMC,471012095,NOREPI/NS INJ 4 MG/250 ML BAG,$205.93
EMC,471012097,MISOPROSTOL TAB 50 MCG,$8.72
EMC,471012099,PHENOBARBITAL TAB 32.4 MG,$4.13
EMC,471012101,THIAMINE HCL TAB 50 MG,$1.38
EMC,471012102,OSELTAMIVIR PHOS SUSP 6MG/ML,$23.39
EMC,471012103,ROCURONIUM INJ 50 MG/5 ML,$205.93
EMC,471012107,POTASSIUM IV 40 mEq NS 1L,$205.93
EMC,471012108,POTASSIUM IV 20 mEq NS 1L,$205.93
EMC,471012109,POTASSIUM IV 20 mEq D5-NS 1L,$205.93
EMC,471012112,POTASSIUM IV 20mEq D5-1/2NS 1L,$205.93
EMC,471012113,POTASSIUM IV 40mEq D5-1/2NS 1L,$205.93
EMC,471012114,POTASSIUM IV 40 mEq D5-NS 1L,$205.93
EMC,471012115,D5W IVSOLN 500 ML BAG,$205.93
EMC,471012118,NORMAL SALINE IV 500 ML BAG,$205.93
EMC,471012119,SARGRAMOSTIM INJ 250 mCg/ML,"$2,642.81"
EMC,471012120,FEBUXOSTAT TAB 40 MG,$96.66
EMC,471012123,MULTIVITAMINS CHEWABLE TAB,$1.26
EMC,471012124,MULTIVITAMIN W/MIN LIQ 15ML,$3.73
EMC,471012125,NITRO/D5W INJ 200 MCG/ML 10ML,$205.93
EMC,471012126,DACARBAZINE 100 MG VIAL,$157.88
EMC,471012127,IRINOTECAN INJ 20MG/ML,$205.93
EMC,471012129,GENTAMICIN SULF INJ 1.6MG/1ML,$205.93
EMC,471012131,TOCILIZUMAB INJ 400MG/20ML,"$18,429.79"
EMC,471012132,IMMUNE GLOB HUM INJ 1 GM/20 ML,"$6,892.48"
EMC,471012133,FIDAXOMICIN TAB 200 MG,"$1,863.05"
EMC,471012135,CABAZITAXEL INJ 60 MG,"$99,960.68"
EMC,471012136,PAMIDRONATE INJ 90 MG/10 ML,$674.61
EMC,471012138,DOXERCALCIFEROL INJ 4 mCg/2ML,$205.93
EMC,471012140,POTASSIUM IV 30 mEq D5-NS 1L,$205.93
EMC,471012141,CARFILZOMIB INJ 60 MG,"$20,458.03"
EMC,471012143,CETUXIMAB INJ 100 MG/50 ML,"$5,830.04"
EMC,471012146,LEUCOVORIN CALC INJ 200 MG,$384.40
EMC,471012148,BENDAMUSTINE INJ 25 MG/8 ML,"$6,864.86"
EMC,471012149,CEFDINIR SUSP 125 MG/5 ML,$37.82
EMC,471012150,FLUOROURACIL INJ 1000 MG/20 ML,$157.88
EMC,471012151,FLUOROURACIL INJ 2500 MG/50 ML,$305.92
EMC,471012152,FLUOROURACIL INJ 5000MG/100ML,$611.75
EMC,471012153,DOXORUBICIN HCL INJ 20MG/10 ML,$213.55
EMC,471012154,TOCILIZUMAB INJ 80 MG/4 ML,"$3,685.96"
EMC,471012155,LEUCOVORIN CALC INJ 350 MG,$297.91
EMC,471012156,MITOMYCIN INJ 20 MG VIAL,"$6,298.27"
EMC,471012157,PANITUMUMAB INJ 400 MG/20 ML,"$45,235.20"
EMC,471012158,GEMCITABINE HCL INJ 2000 MG,"$1,065.11"
EMC,471012159,VINORELBINE INJ 50 MG/5 ML,"$1,868.61"
EMC,471012161,BLEOMYCIN SULFATE 30 UNITS VL,$814.54
EMC,471012162,ASCORBIC ACID CHEW TAB 250 MG,$1.38
EMC,471012165,RIVAROXABAN TAB 10 MG,$118.62
EMC,471012166,RIVAROXABAN TAB 15 MG,$118.62
EMC,471012168,LOPERAMIDE LIQ 1 MG/5 ML UDC,$5.51
EMC,471012171,SODIUM BICARB INJ 4.2% 2.5MEQ,$188.89
EMC,471012172,ACETAMINOPHEN INJ 1000MG/100ML,$378.00
EMC,471012174,PERTUZUMAB INJ 420 MG/14 ML,"$47,554.32"
EMC,471012176,CLOTRIMAZOLE/BETAMET LOT 30 ML,"$1,321.90"
EMC,471012177,ZINC OXIDE PASTE 40% 30GM TUBE,$34.33
EMC,471012178,MAGNESIUM SULF 10 GM/20 ML,$205.93
EMC,471012181,CEFTRIAXONE INJ 2 GM,$205.93
EMC,471012182,CYCLOPHOSPHAMIDE INJ 2 GM,"$15,642.90"
EMC,471012183,ACETAMINOPHEN LIQ 80MG/2.5ML,$1.38
EMC,471012184,LEVOFLOXACIN INJ 500 MG/20 ML,$398.10
EMC,471012185,LEVOFLOXACIN INJ 750 MG/30 ML,$528.38
EMC,471012186,ACYCLOVIR CRM 5% 5 GM,"$1,357.85"
EMC,471012187,ISOSORBIDE MONO TAB 10 MG,$7.55
EMC,471012188,DOXYCYCLINE MONO TAB 50 MG,$29.87
EMC,471012190,MIDAZOLAM/NS INJ 100 MG/100 ML,$240.54
EMC,471012191,CISPLATIN INJ 1 MG/1ML,$4.30
EMC,471012192,VANCOMYCIN INJ 750 MG VIAL,$205.93
EMC,471012193,ATORVASTATIN TAB 40 MG,$6.15
EMC,471012194,PANTOPRAZOLE PWD 40 MG,$106.78
EMC,471012195,FLUTICASONE INH 50 MCG DISKUS,"$1,607.35"
EMC,471012196,FLUTICASONE INH 100 MCG DISKUS,"$1,695.00"
EMC,471012197,FLUTICASONE INH 250 MCG DISKUS,"$2,269.19"
EMC,471012198,FLUTICASONE/SALM INH 115/21,"$1,927.24"
EMC,471012199,FLUTICASONE/SALM INH 230/21,"$2,858.25"
EMC,471012200,DOCETAXEL INJ 10MG/ML,"$1,688.61"
EMC,471012204,DESMOPRESSIN ACET INJ 4MCG/1ML,$472.13
EMC,471012205,GRANISETRON HCL INJ 1 MG/1 ML,$266.94
EMC,471012206,DEXAMETHASONE INJ 10 MG/1 ML,$205.93
EMC,471012207,METHADONE SOL 1 MG/1 ML,$3.55
EMC,471012211,NORMAL SALINE 3% SOL 15 ML,$41.18
EMC,471012212,OLANZAPINE ODT TAB 20 MG,$363.83
EMC,471012213,LEUPROLIDE ACET INJ 22.5 MG,"$14,469.06"
EMC,471012214,TRASTUZUMAB INJ 21 MG/1 ML,"$2,069.87"
EMC,471012215,ETOPOSIDE INJ 20 MG/1 ML,$157.40
EMC,471012216,CYTARABINE INJ 2000 MG/20 ML,$193.12
EMC,471012217,INSULIN REG INJ 1 UNIT/0.01 ML,$411.00
EMC,471012218,INSULIN DETEM INJ 1UNIT/0.01ML,"$2,872.31"
EMC,471012219,INSULIN (HUMALOG) INJ 1 UNIT,$759.20
EMC,471012220,INSULIN NPH INJ 1 UNIT/0.01 ML,$411.00
EMC,471012223,VANCOMYCIN LIQ 125 MG/2.5 ML,$1.38
EMC,471012225,BELIMUMAB INJ 120 MG VIAL,"$5,174.43"
EMC,471012226,BELIMUMAB INJ 400 MG VIAL,"$17,247.76"
EMC,471012227,ADO-TRASTUZUMAB INJ 100 MG,"$29,615.44"
EMC,471012228,ADO-TRASTUZUMAB INJ 160 MG,"$47,384.71"
EMC,471012230,CEFOXITIN SOD INJ 2000 MG,$205.93
EMC,471012231,IRON ELEMENTAL LIQ 15MG/ML,$1.59
EMC,471012234,VANCOMYCIN-PED INJ 5MG/ML,$205.93
EMC,471012237,DOPAMINE/D5W INJ 800 MG/250 ML,$205.93
EMC,471012239,BACI/POLY OINT 0.9 GM PKT,$1.84
EMC,471012240,NORMAL SALINE INJ 100 ML VIAL,$205.93
EMC,471012243,ROMIPLOSTIM INJ 250 MCG/0.5 ML,"$16,173.05"
EMC,471012244,ATROPINE 1% OP SOL BTL 5 ML,$55.95
EMC,471012247,AL HYD/MG HYD/SIM ES SUSP 30ML,$9.68
EMC,471012248,TRANEXAMIC ACID INJ 1000MG AMP,$451.20
EMC,471012249,ECULIZUMAB INJ 300MG VIAL,"$66,821.32"
EMC,471012251,APIXABAN TAB 2.5 MG,$59.36
EMC,471012252,TICAGRELOR TAB 90 MG,$54.87
EMC,471012255,NICARDIPINE/DEX INJ 20 MG/200,"$1,014.38"
EMC,471012257,TOBRAMYCIN INJ 1.2 GM,"$1,868.61"
EMC,471012259,DOCETAXEL INJ 80 MG/4 ML,"$4,448.04"
EMC,471012260,FLUTICASONE/SALM INH 45/21,"$2,875.70"
EMC,471012261,OXYBUTYNIN LIQ 5 MG/5 ML,$4.92
EMC,471012262,CALAMINE LOT 177 ML,$34.33
EMC,471012263,TETRAHYDROZOLINE OP 0.05% 15ML,$34.33
EMC,471012265,IPILIMUMAB INJ 200 MG/40 ML,"$288,681.54"
EMC,471012266,IPILIMUMAB INJ 50 MG/10 ML,"$71,103.81"
EMC,471012268,BUMETANIDE TAB 0.5MG,$8.86
EMC,471012270,PREDNISONE TAB 2.5 MG,$1.62
EMC,471012271,IODINE TOP SOL 8 ML,$60.14
EMC,471012272,HYDROCOD/APAP ELX 7.5/325 15ML,$22.25
EMC,471012273,IRINOTECAN INJ 20MG/ML,$205.93
EMC,471012274,PREDNISOLONE LIQ 5 MG/5 ML,$39.68
EMC,471012275,METOPROLOL TAB 12.5 MG,$2.41
EMC,471012276,CYANOCOBALAMIN TAB 250 MCG,$1.38
EMC,471012277,TIZANIDINE TAB 2 MG,$10.87
EMC,471012278,CYCLOBENZAPRINE TAB 5 MG,$11.13
EMC,471012279,LIDOCAINE VISC SOL 2% 15ML,$10.18
EMC,471012282,ASPIRIN BUFFERED TAB,$1.38
EMC,471012283,ASTRINGYN SOLUTION,$113.37
EMC,471012286,LIDOCAINE/EPI MPF INJ 2% 20ML,$205.93
EMC,471012287,NORMAL SALINE INJ 50 ML VIAL,$205.93
EMC,471012288,WATER STERILE INJ 100ML VIAL,$205.93
EMC,471012289,SILVER SULFADIAZINE CRM 25 GM,$79.99
EMC,471012290,LEVETIRACETAM TAB 250 MG,$5.33
EMC,471012291,METHOTREXATE INJ 100 MG/4 ML,$587.28
EMC,471012292,RAMUCIRUMAB INJ 500 MG/50 ML,"$56,634.76"
EMC,471012293,RAMUCIRUMAB INJ 100 MG/10 ML,"$11,326.95"
EMC,471012294,WATER STERILE INJ 50 ML VIAL,$205.93
EMC,471012295,SODIUM CHLORIDE IRRG 500ML,$205.93
EMC,471012296,SODIUM CHLORIDE IRRG 250ML,$205.93
EMC,471012298,HYDROXYZINE INJ 25 MG/1 ML,$205.93
EMC,471012299,NICARD/SOD CHL INJ 20MG/200ML,$205.93
EMC,471012300,PAPVERINE INJ 30 MG/ML 2 ML,$205.93
EMC,471012302,WHITE PETROLATUM OINT 28.35 GM,$39.93
EMC,471012303,DESONIDE CRM 0.05% 15 GM,$714.43
EMC,471012304,METHYLENE BLUE INJ 10MG/ML 1ML,$205.93
EMC,471012305,PEMBROLIZUMAB INJ 100MG/4ML,"$46,776.43"
EMC,471012306,PALONOSETRON INJ 0.25 MG/5 ML,"$4,740.91"
EMC,471012307,SUGAMMADEX INJ 500 MG/5 ML,"$1,857.93"
EMC,471012308,APREPITANT CAP 40 MG,$957.26
EMC,471012309,TETRACAINE OS 0.5% 15 ML,$93.79
EMC,471012310,IOPAMIDOL INJ  370 125 ML,"$1,233.64"
EMC,471012311,NEO/COLISTIN/HC OTIC SUSP 10ML,"$1,863.36"
EMC,471012312,IXABEPILONE INJ 45MG,"$36,000.37"
EMC,471012313,MILRINONE INJ 20 MG/20 ML,$843.55
EMC,471012314,RUXOLITINIB TAB 5MG,"$1,883.91"
EMC,471012315,IXABEPILONE INJ 15MG,"$11,538.55"
EMC,471012316,BRENTUXIMAB INJ 50MG,"$67,568.77"
EMC,471012317,LANREOTIDE ACETATE INJ 90MG,"$54,307.00"
EMC,471012318,LANREOTIDE ACETATE INJ 120MG,"$64,066.46"
EMC,471012319,FLUCYTOSINE CAP 500 MG,"$1,413.12"
EMC,471012320,LEUPROLIDE ACET INJ 11.25MG/ML,"$33,539.25"
EMC,471012321,DOLUTEGRAVIR TAB 50MG,$506.40
EMC,471012322,FLUCONAZOLE/NS INJ 100MG/50ML,$205.93
EMC,471012323,DOXORUBICIN LIPOS IJ 50MG/25ML,"$28,831.42"
EMC,471012325,HEP B REC VAC PED 10mCg/0.5 ML,$237.85
EMC,471012326,ATEZOLIZUMAB INJ 1200MG/20ML,"$92,042.15"
EMC,471012327,LR/OXYTOCIN INJ 30 UNITS/500ML,$205.93
EMC,471012328,CARFILZOMIB INJ 30 MG VIAL,"$10,525.59"
EMC,471012329,FLUOCINONIDE CRM 0.05% 15GM,$405.32
EMC,471012330,FUROSEMIDE SOl 10 MG/ML ORAL,$1.46
EMC,471012331,BELATACEPT INJ 250 MG,"$10,103.45"
EMC,471012332,DALBAVANCIN HCL INJ 500 MG,"$15,909.84"
EMC,471012333,OLARATUMAB INJ 500MG/50ML SDV,"$25,199.47"
EMC,471012334,OLANZAPINE ODT TAB 5MG,$126.98
EMC,471012335,NEOM/COLISTIN/HC OTIC SUS 10ML,"$2,047.91"
EMC,471012336,FIBRINOGEN CONCNTRT INJ 1 UNIT,$12.45
EMC,471012337,CASPOFUNGIN INJ 50 MG,"$3,605.95"
EMC,471012338,MISOPROSTOL TAB 25 MCG TAB,$1.87
EMC,471012339,IVERMECTIN TAB 3MG,$44.22
EMC,471012340,CLOTRIMAZOLE CRM 1% 15GM,$53.30
EMC,471012341,HYDROCORTISONE CRM 2.5% 20GM,$73.85
EMC,471012342,GRANISETRON TAB 1MG,$525.08
EMC,471012343,TRASTUZUMAB INJ 150 MG,"$15,228.24"
EMC,471012344,OLARATUMAB INJ 190 MG,"$9,575.79"
EMC,471012345,COLLAGENASE CLOSTR INJ 0.9 MG,"$40,042.43"
EMC,471012346,BUPIVACAINE/EPI INJ 0.5% 10 ML,$206.27
EMC,471012347,TRIAMCINOLONE 0.5% CRM 15GM,$85.47
EMC,471012348,INFLIXIMAB-DYYB INJ 100 MG,"$8,743.66"
EMC,471012349,INSULIN GLARGINE 1000 UNIT,"$2,296.22"
EMC,471012350,TIROFIBAN/NS INJ 5 MG/100 ML,"$2,284.98"
EMC,471012351,TIROFIBAN HCL INJ 3.75 MG,"$2,056.44"
EMC,471012352,EPINEPHRINE/D5W INJ 1MG/250ML,$188.89
EMC,471012353,VASOPRESSIN/NS INJ 40MG/100ML,"$2,981.75"
EMC,471012354,PHENYLEPHRIN/NS INJ 10MG/250ML,$188.89
EMC,471012356,LIDOCAINE/EPI MPF INJ 1% 30 ML,$188.89
EMC,471012360,CEFTRIAXONE/D5W INJ 1 GM/50ML,$188.89
EMC,471012361,CEFTRIAXONE/D5W INJ 2 GM/50 ML,$188.89
EMC,471012362,FUROSEMIDE SOL 10 MG/1 ML,$1.26
EMC,471012363,CEFAZOLIN/SWFI INJ 1 GM/10 ML,$188.89
EMC,471012364,DEXAMETHASONE TAB 2 MG,$6.08
EMC,471012365,DEXMEDETOMIDE/NS 400 MCG/100ML,$776.16
EMC,471012366,LEVETIRACETAM INJ 500 MG/100ML,$256.41
EMC,471012367,PHENYLEPHRINE 1MG/10ML,$188.89
EMC,471012368,EPINEPHRINE INJ 100 MCG/10 ML,$188.89
EMC,471012369,ROCURONIUM 50 MG/5 ML,$188.89
EMC,471012370,EPHEDRINE 50 MG/5 ML,$483.95
EMC,471012371,ORITAVANCIN INJ 400 MG,"$8,932.00"
EMC,471012372,SIMETHICONE 180MG CP,$1.26
EMC,471012373,SIMETHICON125CP,$1.28
EMC,471012374,CEFTAZIDIME/AVIBAC INJ 2.5GM,"$3,027.80"
EMC,471012375,QUETAP 400XR TB,$207.98
EMC,471012376,IMMUNE GLOB INJ 5% 10GM/200ML,"$8,231.92"
EMC,471012377,CEFEPIME-DEXT  BAG 2 GM/50 ML,$157.93
EMC,471012378,MORPHINE UPTO 10MG IJ,$188.89
