MNEMONIC,DESCRIPTION, STD.CHARGE 
471007760,"Heparin 5,000 UNITS/0.5 ML DISP.SYRIN", $31.28 
471007805,Hepatitis A Vac Pediatric [Havrix] 720 ELU/0.5 mL, $34.50 
471007806,HEPATITIS A VACC ADULT 1ML, $49.50 
471007806,Hepatitis A Vac Adult [Havrix] 1440 ELU/mL SDV, $73.50 
471007830,Chlorhexidine 4% [Hibiclens] PKT 15 ML, $9.50 
471007830,Chlorhexidine 4% [Hibiclens] 15 ML (Douche Prep), $9.50 
471007836,Homatropine 5% OPTH SOLN 5ML BTL, $114.50 
471007855,Hyaluronidase/Chond [Viscoat] 0.5 ML SYRINGE, $438.00 
471007860,HYDROcodone/HOMATROPINE [Hycodan] SYRP 5ML Unit Do, $33.00 
471007880,hydrALAZINE [Apresoline]* 10MG TAB, $8.00 
471007890,hydrALAZINE [Apresoline] 20 MG/ML SDV, $84.00 
471007900,hydrALAZINE [Apresoline]* 25MG TAB, $5.00 
471007920,APAP-HYDROcodone [Norco-5] 325 MG-5 MG TABLET, $17.00 
471007925,APAP-HYDROcodone [Norco 7.5] 325 MG/7.5 MG TABLET, $17.00 
471007960,Hydrocortisone 1% [Cortef] OINT (30 gm), $43.50 
471007970,Hydrocortisone [Cortifoam] 15 gm CAN, $915.00 
471007990,Hydrocortisone [Cortef] 20 MG TAB, $16.50 
471008010,"Hydrocortisone [Solu-CORTEF] 1,000 MG VIAL", $347.80 
471008020,HYDROCORT SUCC 100MG INJ, $45.00 
471008020,Hydrocortisone [Solu-CORTEF] 100 MG/2 ML SDV, $94.01 
471008040,Hydrocortisone [Solu-CORTEF] 500 MG/4 mL SDV, $258.39 
471008060,Hydrocortisone/Pramoxine 1-1% [ProctoFoam HC] 10 g, $223.50 
471008090,HYDROmorphone [Dilaudid] 2 mg/mL SYR, $52.50 
471008091,HYDROmorphone [Dilaudid] 1 mg/mL SYR, $50.00 
471008100,HYDROmorphone [Dilaudid] 2 MG TAB, $13.00 
471008140,HYDROmorphone [Dilaudid] 4 MG TAB, $13.00 
471008145,HYDROmorphone [Dilaudid] PCA 30MG/30ML SYR, $168.00 
471008150,HYDROmorphone [Dilaudid] 10 MG/ML AMP, $54.00 
471008160,HYDROmorphone [Dilaudid-HP] 50 MG/5 ML AMP, $73.50 
471008185,Hydroxychloroquine [Plaquenil] 200 MG TAB, $28.50 
471008190,Hydroxyurea* [Hydrea] 500 mg CAP, $13.50 
471008210,hydrOXYzine [Atarax] 10MG TAB, $5.50 
471008220,hydrOXYzine [Atarax] SYRUP 10 mg/5 mL UD Cup, $8.00 
471008240,hydrOXYzine [Vistaril] 25 MG/ML (1 mL) SDV, $145.20 
471008280,HYOSCYAMINE 0.125MG TAB, $7.00 
471008280,Hyoscyamine [Levsin] 0.125 MG TAB, $17.50 
471008290,Hyoscyamine [Levsin] SOLN 0.125 mg/mL BTL, $175.50 
471008320,Ibuprofen [Motrin] 200 mg TAB, $4.00 
471008330,Ibuprofen [Motrin] 400 mg TAB, $4.00 
471008340,Ibuprofen [Motrin] 600 mg TAB, $4.00 
471008344,Ibutilide [Corvert] 1 MG/10 ML SDV," $1,311.58 "
471008346,IDArubicin [Idamycin] 5 mg/5 mL SDV, $281.43 
471008355,Ifosfamide [Ifex] 1 gm/20 mL SDV, $275.55 
471008370,Imipramine [Tofranil] 10 MG TAB, $8.50 
471008380,Imipramine [Tofranil] 25 MG TAB, $13.50 
471008400,Immune Globulin 10% [Gammagard] 5 GM/50 ML SDV," $1,931.98 "
471008410,Indapamide [Lozol] 2.5 MG TAB, $15.50 
471008420,Indigo Carmine PF 8 MG/ML SDV, $598.13 
471008424,Indomethacin [Indocin] 1 mg/2 mL SDV," $1,533.93 "
471008430,Indomethacin [Indocin] 25 mg CAP, $8.00 
471008450,Indomethacin [Indocin] 50 mg SUPP, $246.50 
471008460,Indomethacin SR [Indocin SR] 75 mg CAPCR, $21.00 
471008465,Influenza Virus Vac [Fluarix Quad] 0.5 ML SYRINGE, $16.50 
471008490,Insulin Human NPH [humuLIN N] 100 UNIT/mL VIAL, $372.00 
471008499,Insulin Human Reg * 100 UNIT/ML ML, $104.09 
471008499,Insulin Human Reg * 100 unit/mL IV Add Pediatric, $48.40 
471008502,Insulin Human Regular 100 UNIT/mL [Emer Dept], $1.00 
471008503,Insulin Human Regular [Humulin R] 100 UNITS/mL, $174.00 
471008555,Iodine Tincture Mild 2% 480 ML BTL, $149.00 
471008556,Iodine Tincture Strong [Lugols] 60 ML BTL, $268.00 
471008560,IPECAC SYRP 42MG 30ML, $21.50 
471008570,Ipratropium [Atrovent HFA] 200 PUFF/PACK INHALER, $780.00 
471008575,Ipratropium 0.02% [Atrovent] INH SOLN 0.5 MG/2.5 M, $20.00 
471008576,Ipratropium 0.06% [Atrovent Nasal] SPRAY 15 ML BTL, $178.00 
471008580,Iron Dextran [Imferon] 100 MG/2 ML SDV, $159.12 
471008640,Isoniazid 100 MG TAB, $4.00 
471008650,Isoniazid 300 MG TAB, $19.50 
471008660,Isoproterenol [Isuprel] 1MG/5ML AMP," $5,191.32 "
471008680,Isosorbide Dinitrate [Isordil] 10 MG TAB, $16.50 
471008710,Isosorbide Dinitrate [Isordil] 20 MG TAB, $18.00 
471008715,Isosorbide Mononitrate [Ismo] 20 MG TAB, $8.00 
471008787,Isradipine [Dynacirc] 2.5 MG CAP, $20.50 
471008850,Potassium Chloride [K-Dur] 10 mEq TAB, $9.50 
471008856,Fluconazole [Diflucan] 400 mg/200 mL NS BAG, $50.05 
471008890,Potassium Chloride 10% [KCl] 20 mEq/15 mL Unit Dos, $71.00 
471008910,Potassium Chloride [K-Dur] 20 MEQ TAB, $10.50 
471008940,Potassium Chloride 10% [KCl] 40 mEq/30 mL Unit Dos, $86.00 
471008970,Ketamine [Ketalar] 100 MG/ML SDV 5ML, $76.50 
471008980,Ketoconazole 2% [Nizoral] CREAM 15GM TUBE, $136.00 
471008985,Ketoconazole 2% [Nizoral] SHAMPOO 120 ML, $200.50 
471009004,Ketorolac [Toradol] 15 MG/ML SDV, $40.88 
471009008,Ketorolac 0.5% [Acular] OPHTH SOL 5ML, $267.50 
471009010,Levothyroxine [Synthroid] 0.025 MG TAB, $19.00 
471009020,Levothyroxine [Synthroid] 0.05 MG TAB, $18.00 
471009023,Levothyroxine [Synthroid] 0.088 MG TAB, $9.00 
471009025,Levothyroxine [Synthroid] 0.125 MG TAB, $18.00 
471009030,Levothyroxine [Synthroid] 0.15 MG TAB, $18.00 
471009040,Levothyroxine [Synthroid] 0.1 MG TAB, $18.50 
471009070,Levothyroxine [Synthroid] 0.1 mg [0.02 mg/mL NS(5m, $303.16 
471009071,LevoFLOXacin [Levaquin] 250 mg/50 mL BAG (D5W), $49.00 
471009081,LevoFLOXacin [Levaquin] 500 mg/100 mL BAG (D5W), $77.00 
471009090,Labetalol [Trandate] 100 MG/20 ML VIAL, $36.95 
471009100,Labetalol [Trandate] 100 MG TAB, $6.00 
471009120,Labetalol [Trandate] 200 MG TAB, $8.50 
471009135,"Lactase [Lactaid Ultra] 9,000 UNIT TAB", $5.50 
471009143,Lactobacillus GG 10Billion Unit CAPSULE [Culturell, $13.00 
471009150,Lactulose [Cephulac] 80 GM/120 ML, $80.00 
471009155,lamiVUDine [Epivir] 150 MG TAB, $49.50 
471009172,Lanolin [Lansinoh] 1 GM TUBE, $5.50 
471009180,Leucovorin Calcium 50MG/5ML SDV, $70.00 
471009190,Leucovorin Calcium 5 MG TAB, $19.50 
471009195,Leucovorin Calcium 25 MG TAB, $73.00 
471009200,Chlorambucil* [Leukeran] 2 mg TAB, $77.50 
471009215,Leuprolide [Lupron Depot] 3.75 mg/mL SD-KIT," $3,550.91 "
471009220,Levobunolol 0.5% [Betagan] 5 mL BTL, $113.50 
471009260,Lidocaine 0.5% 50 mL SDV-PF, $42.18 
471009285,Lidocaine 1% [Xylocaine] 50 mL SDV, $54.17 
471009290,Lidocaine [Xylocaine] 10MG/ML (IV ADD), $36.72 
471009300,Lidocaine 1% [Xylocaine] 30 mL Tear-Top SDV, $31.94 
471009330,Lidocaine [Xylocaine] 100 MG SD-SYRINGE, $35.21 
471009350,Lidocaine 2% [Xylocaine] 50 mL Vial, $40.11 
471009360,LIDOCAINE 2% SDV 10ML, $38.50 
471009380,Lidocaine 4% [Xylocaine] TOPICAL SOLN 50ML, $187.50 
471009385,LIDOCAINE PF 4% 5ML INJ, $23.00 
471009385,Lidocaine 4% [Xylocaine] 5 mL AMP, $47.20 
471009400,Lidocaine 2% [Xylocaine] JELLY 30ML TUBE, $100.50 
471009430,Lidocaine 2% [Xylocaine] GEL UROJET, $44.50 
471009440,Lidocaine 2% [Xylocaine] VISCOUS 100 ML, $82.50 
471009445,Microfibril Collagen Hemostat [Avitene] 70MM X 35M, $54.00 
471009450,LIDOCAINE VISC 2% UD 20ML LIQ, $19.00 
471009450,Lidocaine 2% [Xylocaine] VISCOUS 15 mL Unit Dose C, $16.50 
471009460,Lidocaine 0.5%/EPINEPHrine 50 mL, $66.60 
471009490,Lidocaine 1%/EPINEPHrine 0.001% 30 mL Vial, $55.37 
471009510,Lidocaine 1.5%/EPINEPHrine 0.0005% VIAL 10 mL SDV, $58.31 
471009526,Losartan* [Cozaar] 25 MG TAB, $17.00 
471009527,Losartan* [Cozaar] 50 MG TAB, $22.50 
471009530,Lidocaine 2%/EPINEPHrine 0.0005% 20 mL SDV, $94.32 
471009560,Liothyronine [Cytomel] 25 MCG TAB, $16.00 
471009570,Liothyronine [Cytomel] 5 MCG TAB, $19.50 
471009580,Lisinopril [Zestril] 10 MG TAB, $19.00 
471009590,Lisinopril [Zestril] 5 MG TAB, $4.00 
471009610,Lithium Carbonate 300 MG, $5.00 
471009615,Lithium Carbonate CR [Lithobid] 300 MG TABCR, $9.00 
471009619,Antacid/LidoVisc/Diphen[Magic Mouthwash] BTL180, $9.00 
471009620,Lithium Citrate 300 MG [8MEQ]/5 ML Unit Dose Cup, $22.00 
471009625,Lomustine [CeeNu] 10 mg CAP, $202.00 
471009626,Lomustine [CeeNu] 40 mg CAP, $807.00 
471009630,Loperamide [Imodium] 2 MG/10 ML Unit Dose Cup, $20.00 
471009640,Loperamide [Imodium] 2 MG CAP, $13.50 
471009647,Loratadine/Pseudoephedrine [Claritin-D] TABCR-24hr, $11.00 
471009650,LORazepam [Ativan] 0.5 MG TAB, $12.00 
471009660,LORazepam [Ativan] 1 MG TAB, $12.00 
471009690,LORazepam [Ativan] 2 MG TAB, $17.00 
471009720,Lovastatin [Mevacor] 20 MG TAB, $19.00 
471009750,Isosulfan Blue 1% [Lymphazurin] 5 ML VIAL," $2,600.05 "
471009787,Multivitamins [Poly-Vi-Sol] 50 ML BTL, $46.50 
471009800,Magnesium Citrate [Citroma] SOLN 300 ML, $21.00 
471009810,Acetic Acid 5%  Bottle-30mL, $102.00 
471009817,Magnesium Oxide [Mag-OX] 400 MG TAB, $5.00 
471009820,Magnesium Sulfate (MEQ) SDV, $37.92 
471009840,Mannitol 25% (12.5 GM/50 ML) SDV, $23.87 
471009870,Neomycin/Polymyxin/Dexamethasone [Maxitrol] 3.5 GM, $172.00 
471009880,Neomycin/Polymyxin/Dexamethasone [Maxitrol] OPHTH, $283.00 
471009920,Meclizine [Antivert] 12.5MG TAB, $11.00 
471009927,Triamcinolone Hexacetonide [Aristospan] 20 MG/mL S, $59.92 
471009930,Meclizine [Antivert] 25MG TAB, $13.00 
471009950,medroxyPROGESTERone* [Provera] 2.5 mg TAB, $6.00 
471009963,medroxyPROGESTERONE [DepoProvera] 150 mg/mL Single, $605.38 
471009969,MEDTRONIC REFILL KIT, $234.00 
471009975,Megestrol [Megace] 400 mg/10 mL Unit Dose Cup, $31.50 
471009980,Megestrol [Megace] 40 mg TAB, $16.00 
471009985,Melphalan* [Alkeran] 50 mg SDV," $6,015.30 "
471009990,Melphalan* [Alkeran] 2 mg TAB, $60.00 
471009994,Amino Acids 5%/Lytes/Dextrose 20% [Clinimix-E] 100, $550.00 
471009995,Amino Acids 5%/Lytes/Dextrose 20% [Clinimix-E] 200," $1,100.00 "
471009996,TPN SOLUTION 2001 - 3000ML BAG," $1,980.00 "
471010000,MEPERIDINE 100MG INJ, $34.50 
471010050,MEPERIDINE 50MG INJ, $34.50 
471010050,Meperidine [Demerol] 50 MG/ML SYR, $53.00 
471010110,Mepivacaine 1.5% [Polocaine] (15 MG/ML) SD-VIAL, $6.84 
471010120,Mepivacaine 2% [Polocaine] 20 ML SD-VIAL, $54.39 
471010150,Meprobamate [Equanil] 400 MG TAB, $58.00 
471010160,Mercaptopurine* [Purinethol] 50 mg TAB, $28.50 
471010167,"Mesalamine [Canasa] 1,000 MG SUPP.RECT", $106.50 
471010168,Mesalamine [Delzicol] 400 MG CAPSULE.DR, $24.50 
471010169,Mesalamine [Pentasa] 250 MG CAPCR, $21.00 
471010180,Metaproterenol [Alupent] SYRUP 10 MG/5 ML 60 ML, $43.50 
471010235,metFORMIN [Glucophage] 500 mg TAB, $4.00 
471010236,metFORMIN [Glucophage] 850 mg TAB, $4.00 
471010240,Methacholine [Provocholine] 100 MG/VIAL VIAL, $275.60 
471010250,METHADONE 10MG INJ, $95.50 
471010250,Methadone 10MG/ML [Dolophine] ML, $84.50 
471010260,Methadone [Dolophine] 10 MG TAB, $12.00 
471010270,Methadone [Dolophine] 5 MG TAB, $12.00 
471010280,Methenamine Hippurate [Hiprex] 1 GM TAB, $21.00 
471010300,Methocarbamol [Robaxin] 1000 MG/10 mL SD-VIAL, $370.66 
471010310,Methocarbamol [Robaxin] 500 MG TAB, $8.50 
471010330,Methohexital [BreviTAL] 500 mg/50 mL SD-VIAL, $359.00 
471010350,Methotrexate* 2.5 mg TAB, $43.50 
471010420,Methylcellulose [Citrucel] 500 MG TAB, $4.00 
471010440,Methyldopa [Aldomet] 250 MG TAB, $7.50 
471010510,Methylene Blue 1 ML AMP, $120.84 
471010535,Methylphenidate [Ritalin SR] 20 MG TABCR, $54.50 
471010540,Methylphenidate [Ritalin] 10 MG TAB, $17.00 
471010550,Methylphenidate [Ritalin] 5 MG TAB, $12.00 
471010570,methylPREDNISolone ACET [DEPO-Medrol] 80 mg/mL SD-, $110.04 
471010580,methylPREDNISolone [SOLU-Medrol] ***1000 mg SD-VIA, $295.36 
471010590,methylPREDNISolone [SOLU-Medrol] 125 mg SD-VIAL, $67.83 
471010600,methylPREDNISolone [SOLU-Medrol] 40 mg/mL SD-VIAL, $65.62 
471010610,methylPREDNISolone SodSucc 500 mg/4 mL SDV, $234.30 
471010620,methylPREDNISolone* [Medrol] 4 MG TAB, $21.50 
471010625,methylTESTOSTERone [Android] 10 mg CAPSULE, $219.50 
471010640,Metoclopramide [Reglan] 10 mg/2 mL SD-VIAL, $26.64 
471010650,METOCLOPRAMIDE 10MG TAB, $7.00 
471010650,Metoclopramide [Reglan] 10 MG TAB, $6.00 
471010710,MetOLazone* [Zaroxolyn] 2.5 mg TAB, $23.50 
471010720,MetOLazone* [Zaroxolyn] 5 mg TAB, $19.00 
471010740,METOPROLOL 50MG TAB, $9.00 
471010740,Metoprolol Tartrate [Lopressor] 50 MG TAB, $4.00 
471010744,Metoprolol Succ [topROL XL] 50 MG TABCR, $16.00 
471010750,Metoprolol Tartrate [Lopressor] 5 MG/5 ML SDV, $46.80 
471010760,metroNIDAZOLE [Flagyl] 250 MG TAB, $8.00 
471010770,metroNIDAZOLE [Flagyl], $153.24 
471010780,metroNIDAZOLE [Flagyl] 500 mg/100 mL NS, $24.96 
471010790,metroNIDAZOLE [Flagyl] 500 mg TABLET, $12.50 
471010807,Budesonide [Pulmicort Flex 180] INHALER, $574.00 
471010815,Mexiletine [Mexitil] 150 MG CAP, $18.00 
471010820,Mexiletine [Mexitil] 200 MG CAP, $21.00 
471010830,Mexiletine [Mexitil] 250 MG CAP, $24.50 
471010880,Miconazole [Monistat-7] 100 MG VAG SUPP, $13.00 
471010900,Miconazole [Monistat 3] Vag 200 MG SUPP, $105.50 
471010910,Miconazole 2% [Monistat] Cream 30 GM TUBE, $43.50 
471010970,Midazolam [Versed] 25 MG/5 ML SD-VIAL, $58.00 
471010980,Midazolam [Versed] 2 MG/2 mL SD-VIAL, $28.00 
471010990,Midazolam [Versed] 50 mg/10 mL SD-VIAL, $57.50 
471011000,Midazolam [Versed] 5 mg/5 mL SD-VIAL, $44.00 
471011010,Midazolam [Versed] 5 MG/mL SD-VIAL, $36.50 
471011015,Isometheptene/Acetam/Dichloral [Midrin] CAPSULE, $41.50 
471011020,MILK OF MAGNESIA 10ML SUSP, $8.00 
471011020,"Milk of Magnesia CONC [MOM] 10 ML  (2,400MG) Unit", $25.00 
471011040,Mineral Oil Light [MuriLube] 10 ML (FOR SURG), $74.00 
471011067,Minocycline [Minocin] 100 MG CAP, $17.00 
471011070,minoxiDIL* [Loniten] 2.5 MG TAB, $17.00 
471011075,minoxiDIL* [Loniten] 10 MG TAB, $21.00 
471011100,mitoMYcin [Mutamycin] 5 mg SD-VIAL, $790.13 
471011120,MORPHINE 10MG INJ, $34.50 
471011120,Morphine 10 MG/ML SYR, $44.00 
471011170,Morphine 300MG/20ML SD-VIAL, $139.00 
471011190,Morphine 4 mg/mL SYR, $44.00 
471011220,Morphine [MS Contin] 30 MG TABCR, $30.00 
471011225,Morphine [MS Contin] 15 MG TABCR, $23.00 
471011230,Morphine [MS Contin] 60 MG TABCR, $38.00 
471011240,Morphine [MS Contin] 100 MG TABCR, $53.50 
471011260,Morphine 2MG/ML ORAL SOLN (BY ML), $17.00 
471011260,Morphine [MS Pediatric] 2 mg/mL Oral Syringe, $17.00 
471011270,Morphine PCA [PCA-MS] 30MG/30ML CARTRIDGE, $64.50 
471011275,Morphine PCA [PCA-MS] 150MG/30ML Cartridge, $77.00 
471011280,Morphine [Duramorph] PF 10 MG SDV, $57.00 
471011310,Morphine PF [Duramorph] 5 MG SDV, $53.00 
471011315,Morphine [Infumorph] PF 200 MG/20 mL SDV, $523.19 
471011318,Morphine [Infumorph] PF 500 MG/20 mL SDV, $888.50 
471011340,Multivitamins INJ [M.V.I.-12] 10 mL SDV, $121.38 
471011360,Multivitamins IV [MVI-PED] VIAL, $88.20 
471011400,Multivitamin/Minerals [Theragran M], $4.00 
471011427,Nabumetone [Relafen] 500 MG TAB, $12.50 
471011430,Hypothermia Saline Irrigation (POUR BOTTLE) 1500ML, $90.00 
471011460,Nadolol [Corgard] 40 MG TAB, $27.50 
471011475,Nafcillin 500 MG SD-VIAL, $104.23 
471011480,Nafcillin 1 GM SD-VIAL, $101.50 
471011510,Nafcillin 2 GM SD-VIAL, $169.68 
471011540,NALBUPHINE 10MG INJ, $41.50 
471011540,NalBUPHine [Nubain] 10 mg/mL amp, $39.46 
471011590,NALOXONE 0.4MG/ML INJ, $41.50 
471011590,nalOXone [Narcan] 0.4 mg/mL SDV, $94.98 
471011593,nalOXone [Narcan] 2 mg/2 mL SYR, $198.00 
471011620,Naphazolin/Pheniram [Visine A] OPHTH 15ML BTL, $43.50 
471011630,Naproxen [Naprosyn] 250 MG TAB, $12.00 
471011676,Nefazodone [Serzone] 150 MG TAB, $34.00 
471011677,Nefazodone [Serzone] 100 MG TAB, $33.50 
471011690,Neomycin Sulfate 500 MG TAB, $20.50 
471011710,Neomycin/Polymyxin/Bacitracin [Neosporin] OINTMENT, $43.50 
471011720,NEOSPORIN OINT PKT, $7.00 
471011720,Neomycin/Polymyxin/Bacitracin [Neosporin] OINT PAC, $5.50 
471011730,Neomycin/Polymyxin/Bacitracin [Neosporin] OPHTH OI, $222.50 
471011745,Neomycin/Polymyxin GU [Neosporin GU] IRRIG 1 ML SD, $67.58 
471011750,Neostigmine Methylsulfate 10 MG/10 ML VIAL, $327.60 
471011790,Niacin [Vitamin B3] 100 MG TAB, $4.00 
471011799,"COMPOUND, SEE CHART   EA", $128.00 
471011830,niCARdipine* [Cardene] 20 MG CAP, $22.50 
471011840,niCARdipine* [Cardene] 30 MG CAP, $22.50 
471011855,Nicotine 7 mg/24 HR [Habitrol 7] PATCH-24hr, $21.00 
471011856,Nicotine 14 mg/24 HR [Habitrol 14] PATCH-24hr, $21.50 
471011857,Nicotine 21 mg/24 HR [Habitrol 21] PATCH-24hr, $16.00 
471011860,NIFEDIPINE 10MG CAP, $10.50 
471011860,NIFEdipine [Procardia] 10 MG CAP, $18.50 
471011880,NIFEdipine [Procardia XL] 30 mg TAB CR, $20.00 
471011897,OLANZapine [zyPREXA ZYDIS] 5 MG TAB-ODT, $76.00 
471011900,niMODipine [Nimotop] 30 MG CAP, $63.50 
471011920,Nitrofurantoin Macrocrystals [Macrobid] 100 MG CAP, $22.50 
471011930,Nitrofurantoin [Furadantin] SUSP 25 MG/5 ML BTL60, $82.50 
471011960,Nitroglycerin [Nitro-Dur] 0.4 mg/hr PATCH, $20.50 
471011965,Nitroglycerin [Nitro-Dur] 0.3 mg/hr PATCH, $38.50 
471011980,Nitroglycerin [Nitro-Dur 0.1] 0.1 mg/hr PATCH, $18.00 
471011990,Nitroglycerin 50 MG/10 ML SD-VIAL, $97.50 
471012000,Nitroglycerin [Nitro-Dur] 0.2 mg/hr PATCH, $18.00 
471012030,Nitroglycerin 2% [NitroBID] 30 GM TUBE, $170.50 
471012040,Nitroglycerin 2% [NitroBID] 1 GM PKT, $17.50 
471012060,NITROGLYCERIN 0.4MG TABLET, $5.00 
471012060,Nitroglycerin [NitroSTAT] 0.4 MG SL TAB (OutPatien, $19.00 
471012080,Nitroglycerin [NitroBID] 2.5 MG CAPCR, $7.50 
471012090,Nitroglycerin CR [NitroBID] 6.5 MG CAPCR, $8.50 
471012110,Sodium Nitroprusside [Nipride] 50 MG/2 mL SDV, $870.00 
471012120,Norepinephrine [Levophed] 4 MG/4 ML SDV, $73.50 
471012130,Nortriptyline [Pamelor] 10 MG CAP, $11.50 
471012140,Nortriptyline [Pamelor] 25 MG CAP, $22.50 
471012190,"Nystatin [Mycostatin] 500,000 UNIT TAB", $21.50 
471012200,Nystatin [Mycostatin] CREAM 15 GM TUBE, $105.50 
471012210,Nystatin [Mycostatin] OINT 15 GM TUBE, $105.00 
471012220,"Nystatin [Mycostatin] 100,000 UNITS/mL BTL60", $102.00 
471012250,Nystatin/Triamcinolone [Mycolog] Cream 15 GM, $280.00 
471012260,Nystatin/Triamcinolone [Mycolog] Oint 15GM, $280.00 
471012270,Sodium Chloride 0.65% [Ocean] NASAL 90 SPRAYS/45 M, $11.00 
471012274,Octreotide [SandoSTATIN] 50 MCG/ML VIAL, $49.05 
471012275,Octreotide [SandoSTATIN] 100 MCG/ML AMP, $69.58 
471012276,"Octreotide [SandoSTATIN] 1,000 MCG/5 ML VIAL", $460.25 
471012277,Octreotide [SandoSTATIN] 500 MCG/ML AMP, $258.39 
471012278,Ofloxacin 0.3% [Ocuflox] OPHTH 5 mL BTL, $295.50 
471012285,Olsalazine [Dipentum] 250 MG CAP, $66.50 
471012291,Ondansetron [Zofran] 4 mg/2 mL SD-VIAL, $20.16 
471012292,ONDANSETRON 8MG TAB, $110.50 
471012294,Ondansetron [Zofran](ChemoAdj) 4 MG/2 mL SD-VIAL, $20.16 
471012296,Ondansetron [Zofran] 4 mg TAB, $94.50 
471012410,Oxybutynin [Ditropan] 5 MG TAB, $9.50 
471012420,Oxybutynin [Ditropan] 5 MG/5 ML BTL30, $9.00 
471012425,Oxychlorosene [Clorpactin WCS] 1 APPL/2 GM BTL, $40.00 
471012430,OXYCODONE/ACETAMINOPHEN TAB, $12.00 
471012430,APAP/oxyCODONE [Percocet] 325-5 mg TAB, $17.00 
471012460,OXYMETAZOLONE SPRY 15ML, $12.00 
471012460,Oxymetazoline 0.05% [Afrin] SPRAY 15 ML BTL, $10.50 
471012470,OXYTOCIN 10U INJ, $75.00 
471012470,Oxytocin [Pitocin] 10 UNIT/mL SD-VIAL, $35.76 
471012476,PACLitaxel [Taxol] 30 mg/5 mL SD-VIAL, $106.93 
471012477,Pamidronate [Aredia] 30 mg/10 mL SD-VIAL, $194.40 
471012485,"Pancreatic Enzymes [Zenpep] 5,000 UNIT EC CAP", $15.50 
471012490,"Pancreatic Enzymes [Zenpep 15] 15,000 UNITS CAP", $30.50 
471012530,Papaverine 60 MG SDV, $223.24 
471012545,PARoxetine [Paxil] 20 mg TAB, $19.50 
471012570,"Pen G Benzathine [Bicillin LA] 1,200,000 UNITS SD-", $456.37 
471012575,"Pen G Benzathine [Bicillin LA] 2,400,000 UNIT/ML S", $935.16 
471012640,Pen G Procaine/Benzathine [Biclllin CR] 900/300 SD, $439.04 
471012660,PenicillAMINE* [Cuprimine] 250 mg CAP, $759.50 
471012680,Penicillin V Potassium 250 MG / 5 ML 100 ML SUSP, $82.50 
471012690,"Penicillin G Potassium 1,000,000 UNITS SD-VIAL", $88.62 
471012697,"Penicillin G Potassium 5,000,000 UNIT/10 mL 20MU S", $263.28 
471012710,Penicillin V Potassium 250 MG TAB, $11.00 
471012750,Pentamidine [Pentam] 300 MG/6 mL SD-VIAL, $484.00 
471012850,Pentoxifylline [TRENtal] 400 MG TABCR, $22.50 
471012860,Bismuth Subsalicylate [PeptoBismol] SUSP 240 ML BT, $29.00 
471012865,PERFUSION PRIMING SOLUTION, $135.00 
471012875,Permethrin 5% [Elimite] CREAM 60 GM, $297.00 
471012876,Perphenazine [Trilafon] 2 MG TAB, $19.50 
471012890,Phenazopyridine [Pyridium] 100 MG TAB, $19.00 
471012900,Phenazopyridine [Pyridium] 200 MG TABLET, $25.00 
471012905,Phenelzine [Nardil] 15 MG TAB, $24.00 
471012910,PHENobarbital 100 MG TAB, $12.00 
471012920,PHENobarbital 130 MG/mL SD-VIAL, $152.50 
471012930,PHENobarbital 15 MG TAB, $12.00 
471012950,PHENobarbital 30 MG TAB, $13.00 
471012970,PHENobarbital 60 MG TAB, $17.00 
471012990,PHENobarbital 65 MG/mL SD-VIAL, $73.00 
471012999,Perphenazine [Trilafon] 4 MG TAB, $19.00 
471013010,Phenoxybenzamine [Dibenzyline] 10 mg CAP, $375.50 
471013020,Phentolamine [Regitine] 5 MG VIAL," $1,232.50 "
471013050,Phenylephrine 10% [Neo-Synephrine]  OPHTH 5ML, $158.00 
471013060,Phenylephrine [Neo-Synephrine] 10 MG/mL SD-VIAL, $84.00 
471013070,Phenylephrine 2.5% [Neo-Synephrine] OPHTH 15ML, $244.00 
471013075,Phenylephrine 0.25% [Neo-Synephrine] NASAL 15 ML, $43.50 
471013076,Phenylephrine 0.5% [Neo-Synephrine] NASAL 15ML BTL, $43.50 
471013080,Phenytoin Extended [Dilantin] 100 mg CAP, $10.00 
471013090,Phenytoin [Dilantin] 100 mg/2 mL SDV, $27.60 
471013100,Phenytoin [Dilantin] SUSP 25 mg/mL BTL60, $43.50 
471013110,Phenytoin [Dilantin] 250 mg/5 mL SDV, $39.60 
471013140,Phenytoin [Dilantin] 50 mg CHEW TAB, $16.50 
471013170,Physostigmine Salicylate 2 mg/2 mL SDV, $231.50 
471013200,Pilocarpine 1% OPHTH 15ML BTL, $246.50 
471013210,Pilocarpine 2% OPHTH SOLN 15 ML BTL, $252.50 
471013240,Pilocarpine 4% OPHTH SOLN 15 ML BTL, $249.50 
471013294,Piperacillin/Tazobactam [Zosyn] 3.375 GM SDV, $97.09 
471013294,Piperacillin/Tazobactam [Zosyn] 3.375 gm/17 mL SDV, $97.09 
471013330,Piroxicam [Feldene] 10 MG CAP, $18.00 
471013340,Piroxicam [Feldene] 20 MG CAP, $31.00 
471013380,Pneumococcal Polyval 23 [Pneumovax] 0.5 mL SD-Syri, $104.00 
471013384,POLIO INJ VACC. 0.5ML, $35.00 
471013384,Poliovirus Vac Inactive [Ipol] 0.5 ML SYR, $34.50 
