CDM Number,GENL-DESC,Price-1
2716810,CT CHEST W/CONTRAST,"2,241.00"
2716820,CT CHEST W & W/O CONTRAST,"2,618.00"
2716850,CT ABDOMEN W/O CONTRAST,"2,269.00"
2716855,"CTA, ABDOMEN W/ CONTRAST","3,837.00"
2716856,CTA PANCREAS W/CONTRAST,"3,837.00"
2716860,CT ABDOMEN W/CONTRAST,"2,435.00"
2716861,CT ADRENAL GLAND W/ CONTRAST,"2,435.00"
2716862,CT LIVER TRIPLE PHASE W/CONTRA,"2,435.00"
2716863,CT RENAL MASS PROTOCOL W CONTR,"2,435.00"
2716865,"CTA, ABDOMEN W/ & W/O CONTRAST","3,837.00"
2716870,CT ABDOMEN W & W/O CONTRAST,"3,032.00"
2716900,CT PELVIS W/O CONTRAST,"1,976.00"
2716905,"CTA, PELVIS W/ CONTRAST","3,921.00"
2716910,CT PELVIS W/CONTRAST,"2,378.00"
2716915,"CTA, PELVIS W/ & W/O CONTRAST","3,921.00"
2716920,CT PELVIS W & W/O CONTRAST,"2,691.00"
2716925,CT NECK W/O CONTRAST,"1,889.00"
2716930,CT NECK W/CONTRAST,"2,058.00"
2716935,CT NECK W & W/O CONTRAST,"2,156.00"
2716950,CT CERVICAL SP W/O CONTRAST,"2,050.00"
2716960,CT CERVICAL SP W/CONTRAST,"2,167.00"
2716970,CT CERVICAL SP W & W/O CONTRAS,"2,604.00"
2717000,CT THORACIC SP W/O CONTRAST,"2,010.00"
2717010,CT THORACIC SP W/CONTRAST,"2,068.00"
2717020,CT THORACIC SP W & W/O CONTRAS,"2,303.00"
2717100,CT LUMBAR SP W/O CONTRAST,"2,017.00"
2717110,CT LUMBAR SP W/CONTRAST,"2,149.00"
2717115,CT LUMBAR SP W & W/O CONTRAST,"2,708.00"
2717125,CT GUIDE SPECIMEN COLLECTION,"2,856.00"
2717130,CT TEMP BONES W/O CONTRAST,"1,520.00"
2717135,CT TEMP BONES W/CONTRAST,"2,208.00"
2717140,CT TEMP BONES W & W/O CONTRAST,"2,311.00"
2717160,CT GUIDED NEEDLE BIOPSY,"2,008.00"
2717165,CT GUIDE STEREOTATC LOCALIZATI,"2,045.00"
2717175,"CTA, AORTO-ILIOFEMORAL RUN-OFF","2,322.00"
2717191,CT LUNG CANCER SCREENING,804.00
2717192,CT LUNG SCREENING PROVISIONAL,804.00
2717200,CT LWR EXT W/O CONTRAST LT,"1,740.00"
2717205,"CTA, LOWER EXT W/ CONTRAST","2,590.00"
2717210,CT LOWER EXT W/CONTRAST,"1,892.00"
2717215,"CTA, LOWER EXT W/ & W/O CONTRA","2,590.00"
2717220,CT LOWER EXT W & W/O CONTRAST,"2,034.00"
2717230,TUMOR LOCALIZATION >2 DAYS,"2,900.00"
2717240,CT UPPER EXT W/O CONTRAST,"1,746.00"
2717245,"CTA, UPPER EXT W/ CONTRAST","3,953.00"
2717250,CT UPPER EXT W/CONTRAST,"1,993.00"
2717255,"CTA, UPPER EXT W/ & W/O CONTRA","3,953.00"
2717260,CT UPPER EXT W & W/O CONTRAST,"2,001.00"
2717300,"CT, LIMITED OR LOCALIZED, F/U",804.00
2717330,ADBOMINAL/RETROPERITONEAL MASS,"1,338.00"
2717335,"BONE BIOPSY, DEEP","1,651.00"
2717340,"BONE, SUPERFICIAL",942.00
2717345,BIOPSY CHEST WALL,"1,875.00"
2717350,BIOPSY NECK. SOFT TISSUE,"1,875.00"
2717355,BX LIVER NEEDLE PERC,"1,110.00"
2717360,PERCUT BX LUNG,"1,777.00"
2717365,NEEDLE BIOPSY CHEST LINING,"1,053.00"
2717370,PERCUT BX MEDIASTINUM,"1,777.00"
2717375,"MUSCLE, PERCUTANEOUS","1,338.00"
2717380,NEEDLE BIOPSY PANCREAS,"1,053.00"
2717385,PROSTATE BIOPSY,"1,507.00"
2717395,BX THYROID NDL PERC,789.00
2717405,CT GUIDANCE FOR TISSUE ABLATIO,"1,629.00"
2717410,ABLATION LIVER TUMOR PERC,"5,330.00"
2717415,CHANGE OF CATHETER/DRAINAGE TU,964.00
2717425,FISTULAGRAM/ABSCESSOGRAM,923.00
2717427,INSERT. TUN. PLEU CATH W/CUFF,"4,929.00"
2717428,"SCLEROTHRPY, LEG; SINGLE VEIN",379.00
2717429,"SCLEROTHRPY, LEG; MULT VEINS",334.00
2717430,MECH REM OF PERICATH OB MATER,"4,618.00"
2717431,CONVERT GAST TUBE TO JEJ TUBE,"2,040.00"
2717432,INSERT PERM ABDOMINAL DRAIN,"11,566.00"
2717433,INJ CONTRAST FOR EVL OF G-TB,189.00
2717434,REMOV  PERCATH OBS MATERIAL,177.00
2717435,PLCMT OCCL DEVICE VEIN/ART,774.00
2717439,UTERINE FIBROID EMBO,"19,371.00"
2717440,CRYOABLATION,"4,511.00"
2717441,CRYO ABLATION MR GUIDANCE,394.00
2717442,INSERT J TUBE PERC W/FLOURO,"2,040.00"
2717443,EXCHG OF G OR C TUBE W/FLOURO,904.00
2717444,EXCHG OF D OR J TUBE W/FLOURO,904.00
2717445,EXCH OF PGJ W/FLOURO,904.00
2717446,"REMOVE OB MAT FRM G,J, OR GJ T",904.00
2718001,"U/S GUIDE BREAST NL,BX,ASP,FNA","1,154.00"
2718002,INJECTION FOR GALACTOGRAM,341.00
2718005,"GALACTOGRAM, MULTI DUCT",514.00
2718007,"GALACTOGRAM, SINGLE DUCT",442.00
2718016,"MAMMO CONV SCR TO DIAG, UNI",165.00
2718020,"MAMMOGRAM, LEFT",165.00
2718030,"MAMMOGRAM, RIGHT",165.00
2718083,BREAST CYST ASPIRATION UNI,696.00
2718084,"CYST ASPIRATION, EA ADDITIONAL",238.00
2718094,BREAST FNA IMAGE GUIDED,644.00
2718096,BREAST SPECIMEN EXAM,591.00
2718100,"MRI, BRAIN PLAIN","2,913.00"
2718101,"MRI, BRAIN CONTRAST","3,332.00"
2718102,"MRI, BRAIN PLAIN & CONTRAST","3,922.00"
2718103,"MRA, BRAIN PLAIN","2,631.00"
2718104,"MRA, BRAIN CONTRAST","2,650.00"
2718105,"MRA, BRAIN PLAIN & CONTRAST","2,867.00"
2718113,"MRI, ORBIT, FACE & NECK PLAIN","2,389.00"
2718114,"MRI, ORBIT,FACE & NECK CONTRAS","2,677.00"
2718115,"MRI, ORB/FAC/NECK PLAIN & CONT","2,811.00"
2718116,"MRA, ORBIT, FACE & NECK PLAIN","2,631.00"
2718117,"MRA, ORBIT, FACE & NECK CONTR","2,650.00"
2718118,"MRA, ORB/FAC/NECK PLAIN & CONT","2,867.00"
2718122,"MRI, TMJ'S","1,813.00"
2718134,"MRI, CERVICAL PLAIN","2,584.00"
2718135,"MRI, CERVICAL CONTRAST","3,190.00"
2718136,"MRI, CERVICAL PLAIN & CONTRAST","3,714.00"
2718137,"MRA, CERVICAL PLAIN","2,370.00"
2718138,"MRA, CERVICAL CONTRAST","2,370.00"
2718139,"MRA, CERVICAL PLAIN & CONTRAST","2,370.00"
2718146,"MRI, THORACIC PLAIN","2,797.00"
2718147,"MRI, THORACIC CONTRAST","3,150.00"
2718148,"MRI, THORACIC PLAIN & CONTRAST","3,859.00"
2718149,"MRA, THORACIC PLAIN","2,370.00"
2718150,"MRA, THORACIC CONTRAST","2,370.00"
2718151,"MRA, THORACIC PLAIN & CONTRAST","2,370.00"
2718170,"MRI, LUMBAR PLAIN","2,939.00"
2718171,"MRI, LUMBAR CONTRAST","3,150.00"
2718172,"MRI, LUMBAR PLAIN & CONTRAST","3,428.00"
2718173,"MRA, LUMBAR PLAIN","2,370.00"
2718174,"MRA, LUMBAR CONTRAST","2,370.00"
2718175,"MRA, LUMBAR PLAIN & CONTRAST","2,370.00"
2718180,TEAR DUCT SCAN,585.00
2718185,"MRA, NECK PLAIN","2,076.00"
2718190,"MRA, NECK CONTRAST","2,310.00"
2718195,"MRA, NECK PLAIN & CONTRAST","2,490.00"
2718270,RENAL FLOW & FUNCTION STUDY,"1,202.00"
2718275,SCHILLING W/INTRISIC FACTOR,340.00
2718300,"MRI, UPPER EXTR OTJ PLAIN RT","2,032.00"
2718301,"MRI, UPPER EXTR OTJ CONTRAST R","2,419.00"
2718302,"MRI,UPPER EXT OTJ PLAIN&CONT R","2,535.00"
2718304,"MRI, UPPER EXTR OTJ PLAIN LT","2,032.00"
2718305,"MRI, UPPER EXTR OTJ CONTRAST L","2,419.00"
2718306,"MRI,UPPER EXT OTJ PLAIN&CONT L","2,535.00"
2718308,"MRI, UPPER EXTR JT PLAIN RT","2,774.00"
2718309,"MRI, UPPER EXTR JT CONTRAST RT","2,899.00"
2718310,"MRI,UPP EXTR JT PLAIN&CONTR RT","2,969.00"
2718312,"MRI, UPPER EXTR JT PLAIN LT","2,774.00"
2718313,"MRI, UPPER EXTR JT CONTRAST LT","2,899.00"
2718314,"MRI,UPP EXTR JT PLAIN&CONTRLT","2,969.00"
2718316,"MRA,UPPR EXTR PLAIN & CONTR RT","2,621.00"
2718317,"MRI, LOWER EXTR OTJ PLAIN RT","2,168.00"
2718318,"MRI, LOWER EXTR OTJ CONTRAST R","2,258.00"
2718319,"MRI,LOW EXTR OTJ PLAIN&CONTR R","2,623.00"
2718320,"MRA,UPPER EXTR PLAIN & CONTR L","2,621.00"
2718321,"MRI, LOWER EXTR OTJ PLAIN LT","2,168.00"
2718322,"MRI, LOWER EXTR OTJ CONTRAST L","2,258.00"
2718323,"MRI,LOW EXTR OTJ PLAIN&CONTR L","2,623.00"
2718325,"MRI, LOWER EXTR JT PLAIN RT","2,166.00"
2718326,"MRI, LOWER EXTR JT CONTRAST RT","2,371.00"
2718327,"MRI,LOWR EXTR JT PLAIN&CONTR R","2,950.00"
2718329,"MRI, LOWER EXTR JT PLAIN LT","2,166.00"
2718330,"MRI, LOWER EXTR JT CONTRAST LT","2,371.00"
2718331,"MRI,LOWR EXTR JT PLAIN&CONTR L","2,950.00"
2718332,"MRA,LOWER EXTR PLAIN & CONTR L","2,782.00"
2718333,"MRA,LOWER EXTR PLAIN & CONTR R","2,782.00"
2718334,"MRA, UPPER EXTR PLAIN RT","2,621.00"
2718335,"MRA, UPPER EXTR CONTRAST RT","2,621.00"
2718336,"MRA, UPER EXTR PLAIN LT","2,621.00"
2718337,"MRA, UPPER EXTR CONTRAST LT","2,621.00"
2718338,"MRA, LOWER EXTR PLAIN RT","2,337.00"
2718339,"MRA, LOWER EXTR CONTRAST RT","2,344.00"
2718340,"MRA, LOWER EXTR PLAIN LT","2,337.00"
2718341,"MRA, LOWER EXTR CONTRAST LT","2,344.00"
2718400,"MRI, ABDOMEN PLAIN","2,503.00"
2718401,"MRI, ABDOMEN CONTRAST","3,118.00"
2718402,"MRI, ABDOMEN PLAIN & CONTRAST","3,626.00"
2718403,"MRA, ABDOMEN PLAIN","2,167.00"
2718404,"MRA, ABDOMEN CONTRAST","2,223.00"
2718405,"MRA, ABDOMEN PLAIN & CONTRAST","2,280.00"
2718410,"MRI, PELVIS PLAIN","1,920.00"
2718411,"MRI, PELVIS CONTRAST","2,587.00"
2718412,"MRI, PELVIS PLAIN & CONTRAST","3,146.00"
2718414,"MRA, PELVIS PLAIN","2,078.00"
2718415,"MRA, PELVIS CONTRAST","2,007.00"
2718416,"MRA, PELVIS PLAIN & CONTRAST","2,180.00"
2718440,"MRI, CHEST PLAIN","2,377.00"
2718441,"MRI, CHEST CONTRAST","2,695.00"
2718442,"MRI, CHEST PLAIN & CONTRAST","3,534.00"
2718443,"MRA, CHEST PLAIN & CONTRAST","2,875.00"
2718445,"MRA, CHEST PLAIN","1,772.00"
2718446,"MRA, CHEST CONTRAST","2,705.00"
2718450,RED CELL SEQUESTRATION,841.00
2718500,MRI BREAST UNILAT PLAIN RT,"2,636.00"
2718501,MRI BREAST UNILAT CONTR RT,"2,774.00"
2718502,"MRI,BREAST UNILAT PLAIN&CONT R","3,191.00"
2718503,MRI BREAST UNILAT PLAIN LT,"2,636.00"
2718504,MRI BREAST UNILAT CONTR LT,"2,774.00"
2718505,MRI BREAST UNILAT PLAIN&CONT L,"3,191.00"
2718510,"MRI, BREAST BILAT PLAIN","3,390.00"
2718511,"MRI, BREAST BILAT CONTRAST","3,568.00"
2718512,"MRI, BREAST BILAT PLAIN & CONT","3,747.00"
2718530,RED CELL SURVIVAL,841.00
2718550,RADIONUCLIDE VENOGRAM,758.00
2718552,ACUTE THROMBUS IMAGING,758.00
2718600,MR CARDIAC W/O CONTRAST,"2,662.00"
2718602,MR CARDIAC W/ + W/O CONTRAST,"3,843.00"
2718630,CR-51 BLOOD LOSS INTESTAL,866.00
2718930,"MRI, CINE",235.00
2718935,"MRI, SPECTROSCOPY","2,819.00"
2718940,"MR, GUIDED NEEDLE PLACEMENT","1,090.00"
2719006,INJECTION LUMBAR,"2,142.00"
2719030,PARACENTESIS W/GUIDANCE,714.00
2719035,PERITONEAL LAVAGE W/ IMAGING,558.00
2719040,PERCUT CHOLECYSTOSTOMY,"2,675.00"
2719046,PERC REN CYST/PEL NDL ASP OR I,"1,053.00"
2719054,PUNCT ASP OF ABSC/HEMATO/BULLA,338.00
2719065,"ABSC DRANGE, SFT TISS DEEP NEC","2,128.00"
2719075,ARTHROCENT ASP/INJ MAJORJ-UNI,403.00
2719080,"ASC DRAINAGE, EMPYEMA","1,342.00"
2719086,INJECTION ABSCESS CATHETER,938.00
2719087,LVG & EXCH OF ABSC CATH W/O DE,"3,260.00"
2719089,FB REMOVAL OF PERITONEAL CAVIT,"3,418.00"
2719091,FISTULA OR SINUS TRACT INJECTI,343.00
2719100,"PLETHYSM,ART SINGL LVL,LOW EXT",333.00
2719105,"PLETHYSM ART SINGL LVL, UPP EX",333.00
2719110,PLETHYSM ART MULTI LVL LOWER E,659.00
2719115,PLETHYSM ART MULTI LVL UPP EXT,659.00
2719125,PLTHY ART W&W/O REST LOW EXT B,487.00
2719140,U/S GUIDED NEEDLE PLACEMENT,"1,154.00"
2719144,"DUPLEX, VEINS ILIAC, COMPLETE","1,133.00"
2719145,"DUPLEX, VEINS ILIAC, LIMITED",966.00
2719155,"DUPLEX, VEINS, EXT LOWER BIL","1,324.00"
2719156,"DUPLEX, VEINS, EXT LOWER UNI","1,237.00"
2719166,THORACENTESIS W/CHEST TUBE,"1,208.00"
2719170,RAD GUIDED CATH PLACE. VAS,"2,856.00"
2719177,"DUPLEX, VEINS, EXT UPPER BIL","1,324.00"
2719185,"DUPLEX, VEINS, EXT UPPER UNI","1,237.00"
2719191,3D RECONST;REQ IMAGE PROCESS,986.00
2719192,3D RECONST;NOT REQ IMAGE PROC,986.00
2719195,"DUPLEX, VEINS RENAL, COMPLETE","1,527.00"
2719196,"DUPLEX, VEINS RENAL, LIMITED",509.00
2719200,BONE DENSITY AXIAL,298.00
2719215,"SONOGRAM, SPINAL CORD",409.00
2719225,"DUPLEX, ARTERIES, ILIAC COMPLE","1,133.00"
2719226,"DUPLEX, ARTERIES, ILIAC LIMITE",966.00
2719230,"SONOGRAM, THYROID/PARATHYROID",567.00
2719235,"SONOGRAM, PAROTID",567.00
2719245,"SONOGRAM, INFANT HIPS",846.00
2719247,"SONOGRAM, INFANT HIPS, LMTD",558.00
2719250,ECHOENCEPHALOGRAM,936.00
2719255,DOPPLER TRANSCRANIAL CMPL,"1,120.00"
2719256,"DUPL, ARTERIES INTRACRANIAL, U",670.00
2719260,"SONOGRAM, ABDOMINAL","1,481.00"
2719265,"SONOGRAM, ABDOMINAL LIMITED",741.00
2719275,"DUPLEX ARTER EXT LOWER, BIL","1,414.00"
2719280,SONOGRAM W/DUPLEX RENAL TX,423.00
2719287,"DUPLEX, ARTERIES, EXT LOWER UN",927.00
2719290,"SONOGRAM, RETROPERITIONEAL",755.00
2719295,"SONOGRAM, RETROPERITONEAL, LMT",583.00
2719304,"DUPLEX, ARTERIES, EXT UPPER, B","1,075.00"
2719305,"DUPLEX, ARTERIES, EXT UPPER, U",598.00
2719310,"SONOGRAM, PELVIS",652.00
2719315,"SONOGRAM, PELVIS LMTD;F/U",455.00
2719324,"DUPLEX, ARTERIES, MESENTERIC C","1,527.00"
2719325,"DUPLEX, ARTERIES, MESENTERIC L",509.00
2719330,"SONOGRAM, CHEST",632.00
2719335,"SONOGRAM,OB REPEAT ADD'FETUS",524.00
2719355,"DUPLEX, ARTERIES, RENAL, COM","1,527.00"
2719356,"SONOGRAM,OB,DETAILED,ADD'FETUS",525.00
2719361,"TRANSVAGINAL, GYN",487.00
2719365,"DUPLEX, ARTERIES, RENAL, LMT",509.00
2719366,OB US TRANSVAGINAL ADDED,866.00
2719375,DUPLEX GRAFT ARTER EXTR LOW BI,"1,414.00"
2719385,"DUPLEX, GRAFT ARTER EXTR LOW U",927.00
2719395,"DUPLEX, GRAFT ARTER EXTR UPP B","1,075.00"
2719405,"DUPLEX, GRAFT ARTER EXTR UPP U",598.00
2719415,"DUPLEX, BYPASS GRAFTS AORTA CO","1,133.00"
2719425,"DUPLEX, BYPASS GRAFTS AORTA LM",966.00
2719435,"DUPLEX, BYPASS GRAFTS ILIAC CO","1,133.00"
2719445,"DUPLEX, BYPASS GRAFTS ILIAC LM",966.00
2719450,"SONOGRAM, INTRAOPERATIVE","1,033.00"
2719455,"DUPLEX, AORTA, COMPLETE","1,133.00"
2719465,"DUPLEX, AORTA, LIMITED",966.00
2719470,"SONOGRAM, SCROTUM",545.00
2719475,"SONOGRAM, TRANSRECTAL",583.00
2719484,"DUPLEX, TRANSPLANT LIVER, COM","1,527.00"
2719485,"DUPLEX, TRANSPLANT LIVER, LMT",509.00
2719490,CHOR.VILLUS SAMPLING,644.00
2719495,"DUPLEX, TRANSPLANT PANCREAS, C","1,527.00"
2719515,"DUPLEX, TRANSPLANT PANCREAS, L",509.00
2719535,"DUPLEX, TRANSPLANT SM BOWEL, C","1,527.00"
2719545,"DUPLEX, TRANSPLANT SM BOWEL, L",509.00
2719555,"DUPLEX, ABD/PELV/RETROPERIT, C","1,527.00"
2719565,"DUPLEX, ABD/PELV/RETROPERIT, L",509.00
2719575,"DUPLEX, IVC, COMPLETE","1,133.00"
2719585,"DUPLEX, IVC, LIMITED",966.00
2719595,"DUPLEX, LIVER, COMPLETE","1,527.00"
2719600,CORDOCENTESIS (INTRAUTERINE),455.00
2719605,"DUPLEX, LIVER, LIMITED",509.00
2719615,"DUPLEX, SCROTUM, COMPLETE","1,527.00"
2719625,"DUPLEX, SCROTUM, LIMITED",509.00
2719635,"DUPLEX, CAROTID/VERTEBRAL BIL","1,492.00"
2719645,"DUPLEX, CAROTID/VERTEBRAL UNI",417.00
2719705,INJ ESIXT CATH REN PEL OR VRET,432.00
2719710,"INJECT, ILEAL CONDUIT",155.00
2719715,"CATHERIZATION,CYSTOGRAPH VCU",157.00
2719725,"PERC INTRO CATH, RENAL PELVIS","2,102.00"
2719735,PERC DILAT W/ DRAINGE PEL/URET,"2,307.00"
2719740,MANOMETRIC THRU EXIST TUBE/CAT,610.00
2719745,NEPHROSTOMY TUBE CHANGE,"1,429.00"
2719747,DILATATION OF URETERS ADDED,"2,514.00"
2719750,URETECOSTOMY TUBE CHANGE,"1,719.00"
2719760,U/S ROOM 15MINS REASEARCH,91.00
2719761,CONT INJ OF VAD/FLUORO,"1,052.00"
2719762,COMP EXCHANGE PICC W/PORT,"3,808.00"
2719763,"U/S GUIDED,THORA/PARACENTESIS","1,154.00"
2719764,"RAD,GUIDE CATH PLACEMENT","2,856.00"
2719765,U/S GUIDED NEEDLE PACE.VAS,"1,154.00"
2719768,BREAST CYST ASPIRATION BIL,696.00
2719769,"CERV PUNC W/INJ,MYELO OR CT","1,033.00"
2719770,"LUMB PUNC W/INJ,MYELO OR CT",958.00
2719774,INSERT TUNN LD VAD W/PUMP,"4,566.00"
2719775,INSERT TUNNLD VAD 2SITESW/OPUM,"4,566.00"
2719776,INSERT TUNNLD VAD 2 SITESW/PUM,"8,161.00"
2719778,RAD INTER.OUTSIDE FILMS,67.00
2719779,MR CONTRAST - MAGNAVIST PER ML,73.00
2719780,ORAL MRI CONTRAST PER 100 ML,11.00
2719781,INTRO OF LONG GI TUBE,534.00
2719783,MRA RUNOFF CONTRAST,"2,007.00"
2719786,PICC LINE INSERTION W PORT>5Y,"3,139.00"
2719787,UNLISTED PROCEDURE PANCREAS,550.00
2719788,THROMBEC ART 1RY PERC INITIAL,"6,189.00"
2719789,THROMBECTOMY ART 1RY PERC ADDT,"6,189.00"
2719790,THROMBECTOMY 2RY PERC,"6,189.00"
2719791,THROMBECTOMY VENOUS INITIAL,"6,208.00"
2719792,THROMBECTOMY VENOUS REPEAT TX,"6,479.00"
2719793,REMOVE/REPLACE URET STENT PERC,"2,481.00"
2719794,REMOVE URET STENT PERC,"1,656.00"
2719795,REM/REPL TRANSNEPH STENT PERC,"1,537.00"
2719796,REMOVE NEPHROST TUBE,"1,520.00"
2719797,RADIOFREQ ABLATION KDN UNI PER,"5,330.00"
2719891,SED >5YRS;1ST30MIN;SAME PHY,397.00
2719892,SED <5YRS;1ST 30 MIN;SAME PHY,393.00
2719893,SED EA ADD 15 MIN;SAME PHY,182.00
2719896,SED >5YRS;1ST 30 MIN;OTHER PHY,534.00
2719897,SED <5YRS;1ST 30 MIN;OTHER PHY,661.00
2719899,SED EA ADD 15 MIN OTHER PHY,205.00
2719901,3D RECONST NOT REQ IMAGE PROC,986.00
2719902,3D RECONST REQ IMAGE PROC,986.00
2719906,CATH HEMODIALYSIS LONG TERM,659.00
2719910,STENT NC W/DS LUMINEXX 6F%,"1,400.00"
2719911,"PORT, INDWELLING",814.00
2719914,"STENT, NON-COR, TEM W/DEL SY",228.00
2719917,CT CARDIAC W/O CONTRAST W/ 3D,570.00
2719918,CT CARDIAC W/CONTRAST + 3D,"1,528.00"
2719921,CTA CORONARY W/CONTRAST + 3D,"1,896.00"
2719923,CT CARDIAC CHD,"2,115.00"
2719928,BONE SURVEY INFANT,105.00
2719930,NEUROFLOW PROCEDURE,"1,329.00"
2719931,TREATMENT PLANNING-COMPLEX,989.00
2719932,SPECIAL TREATMENT PROCEDURE,"2,144.00"
2719933,SUPERVISION OF RAD SOURCE,355.00
2719934,INTERST RAD SOURCE APP-COMP,"4,054.00"
2719940,MRI CONTRAST PROHANCE PER ML,5.70
2719941,BRUSH BIOPSY THRU BIL CATH,"3,699.00"
2719942,DILAT PERCUT W/DRAIN PELV+URET,328.00
2719954,FIDUCIAL MARKER PLCMT-PROSTATE,"1,269.00"
2719955,CT BRAIN PERFUSION,"3,195.00"
2719958,BIOPHYS PROF W/O NST/ADD FETUS,809.00
2719960,"STENT,GORE-PXT,TRUNK W/1 LIMB","17,290.00"
2719961,"STENT,GORE-PXC,CONTLAT LIMB","7,984.00"
2719962,"STENT,GORE-PXL,ILIAC EXTENDER","3,201.00"
2719963,"STENT,GORE-PXA,AORTIC EXTENDER","5,601.00"
2719965,ISOVUE 370INJ 76%-50ML BTL,26.00
2719966,ISOVUE 370INJ 76%-100ML BTL,55.00
2719967,ISOVUE 300 INJ 61% - 50ML BTL,23.00
2719968,ISOVUE 300 INJ 61% 100ML,34.00
2719969,ISOVUE 300 INJ 61% 150ML BTL,70.00
2719970,VISIPAQUE 320 100ML BTL,193.00
2719971,VISIPAQUE 320 - 150ML BTL,266.00
2719976,US FETAL BIO PROF W/NST-EA ADD,"1,065.00"
2740002,HEPATOBILIARY SCAN W/ CCK,591.00
2740006,I131 ORAL SOL THER PER MCI,38.00
2740007,I123 IOFLUPANE (DATSCAN),"6,765.00"
2740008,MYO SPECT STRESS ONLY W/EF+WM,"2,570.00"
2740010,NM PHYSICS CONSULTATION,167.00
2740011,INJ NODE SENTINEL ID,382.00
2740012,XR BONE DENSITY AXIAL 1OR MORE,125.00
2740020,XR FRAC ASSESS DUAL ENERGY,78.00
2740030,NM ISOTOPE I-123 DX PER MCI,"1,000.00"
2740033,IODINE I-123 SOD IODIDE MIL,"1,000.00"
2740148,I131 SODIUM PER MICROCI,6.00
2740197,RA MATERIAL PROVIDED AS IP,1.00
2742010,ADRENERGIC TUMOR SCAN/131IMIBG,"1,305.00"
2742012,CSF SHUNT EVAL,"1,693.00"
2742013,PULMONARY VENT GAS SGL WR,762.00
2742015,TUMOR LOC LIMITED AREA,818.00
2742030,PARATHYROID PLANAR IMG,801.00
2742040,RENOGRAM / ACEI,"2,956.00"
2742050,TRIPLE PHASE BONE SCAN,"2,099.00"
2742060,GI BLEED,866.00
2742080,TUMOR LOCALIZATION SPECT,"1,355.00"
2742090,LIVER IMAGING SPECT,"1,873.00"
2742100,BRAIN IMAGING SPECT,"2,536.00"
2742110,BONE IMAGING SPECT,"1,389.00"
2742120,KIDNEY IMAGING SPECT,849.00
2742225,I123 MIBG UP TO 15 MCI,"5,495.00"
2742227,IV INJ RP PROBE LOC-NO IMG,410.00
2742300,WBC LOCALIZATION,"2,743.00"
2742680,SALIVARY STUDY,433.00
2742911,"TUMOR LOCALIZATION, PLANAR","1,342.00"
2747000,THYROID CA THERAPY,"1,937.00"
2747020,RENOGRAM WITH LASIX,"1,251.00"
2747160,HYPERTHYROID THERAPY,"1,937.00"
2747200,NHL THERAPY,"2,607.00"
2747210,COLD ANTIBODY ADMINISTRATION,"8,934.00"
2747220,DOSIMETRY NUCLEAR MED,383.00
2748000,THYROID UPTAKE SINGLE/MULTIPLE,333.00
2748020,THYROID  UPTAKE WITH SCAN.,"1,085.00"
2748041,THYROID SCAN W/UPTAKE SGL/MULT,"1,085.00"
2748640,VENTILATION LUNG SCAN/AEROSOL,762.00
2748710,TOTAL BONE SCAN,"1,560.00"
2748720,IODINE TOTAL BODY SCAN,"2,310.00"
2748730,BRAIN W/FLOW 4 + VIEWS STATIC,"3,389.00"
2748770,CEREBRAL BLOOD FLOW,"1,320.00"
2748800,LIVER & SPLEEN IMG STATIC ONLY,"1,664.00"
2748810,PERFUSION LUNG SCAN,"1,124.00"
2748820,HEPATOBILIARY SCAN,"2,292.00"
2748870,ABDOMINAL SCAN MECKELS,837.00
2748920,QUANTITATIVE LUNG SCAN,"2,334.00"
2748923,"LUNG, GAS/PERFUSION","1,941.00"
2748925,PULMONARY VENT/PERFUSION IMG,"1,941.00"
2748950,THYROID SCAN,762.00
2748960,"BONE SCAN, LIMITED",810.00
2748970,GALLIUM SCAN,"2,743.00"
2748971,INFLAMMATORY PROCESS LOC SPECT,"3,009.00"
2749000,CSF CISTERNOGRAM,"1,070.00"
2749015,MYO PLANAR REST/REDIS W/EF+WM,"2,570.00"
2749020,MYO SPECT REST/REDIS W/EF+WM,"4,263.00"
2749021,"PET IMAGING, MYOCARDIAL","2,290.00"
2749028,"PET BRAIN, METABOLIC IMAGING","5,165.00"
2749029,"PET BRAIN, PERFUSION IMAGING","3,817.00"
2749034,PET IMAGING SKULL TO THIGH,"4,235.00"
2749050,MUGA REST/STRESS SINGLE STUDY,"1,240.00"
2749060,NM CARDIAC SHUNT DETECTION,617.00
2749080,MUGA REST/STRESS MULTI STUDY,"1,604.00"
2749091,NM PROC/HR RESEARCH,760.00
2749110,PET/CT LIMITED,"4,961.00"
2749111,PET/CT WHOLE BODY,"3,665.00"
2749112,PET/CT SKULL TO THIGH,"3,436.00"
2749160,NM NON CARDIAC VASCULAR FLOW,664.00
2749180,BONE MARROW IMG WHOLE BODY,810.00
2749210,MYO SPECT REST/STRESS W/EF+WM,"4,263.00"
2749400,BONE PAIN RADIONUCLIDE THERAPY,"1,016.00"
2749420,INJ ADENOSINE DIAG 1MG,252.00
2749421,DOBUTAMINE PER 250 MG,170.00
2749430,PERSANTINE PER 10MG,196.00
2749510,TC99 CARDIOLYTE PER DOSE,525.00
2749511,THALLIUM CHLORIDE PER MCI,21.00
2749520,I131 CAP THERAPY PER MCI,75.00
2749521,I131 CAP DIAGNOSTIC PER MCI,14.00
2749522,I131 ORAL SOL DIAG PER MCI,15.00
