Washington Hospital Healthcare System - 106010987,,"Price 1 = Inpatient, Emergency and Surgery patients",,
4500370351,HC CHLAMYDIA AB PANEL IGM BY IFA, 9.92 , 9.92 ,
4500370381,HC VITAMIN B2 (RIBOFLAVIN), 176.00 , 176.00 ,
4500370391,HC DRUG PANEL MECONIUM SCREEN / REFLEX, 70.00 , 70.00 ,
4500370401,HC HISTOPLASMA ANTIGEN SERUM, 68.63 , 112.00 ,
4500370411,"HC ANTIDEPRESSSANT PANEL QUANTITATIVE,URINE-P", -   , -   ,Panel
4500370431,HC PROTEIN S AG FREE, 58.46 , 58.46 ,
4500370441,"HC OVA AND PARASITE EXAM, FECAL-P", -   , -   ,Panel
4500370451,HC TPMT GENOTYPE, 425.00 , 425.00 ,
4500370471,HC URTICARIA INDUCING ACTIVITY, 77.50 , 77.50 ,
4500370481,HC CARBONHEMOGLOBIN QUANT, 96.12 , 96.12 ,
4500370491,HC FECAL OCCULT BLOOD BY IMMUNOASSAY, 24.75 , 24.75 ,
4500370501,HC ADENOVIRUS QUANTITATIVE PCR, 230.00 , 230.00 ,
4500370511,HC ALLERGEN PEANUT CMPNTS IGE, 18.75 , 18.75 ,
4500370521,"HC SUPERSATURATION PROFILE,URINE-P", -   , -   ,Panel
4500370531,HC HISTOPLASMA GALACTOMANNAN ANTIGEN QUAN BY EIA, 75.00 , 75.00 ,
4500370541,HC PTHRP BY LC-MS/MS PLASMA, 62.50 , 62.50 ,
4500370551,HC MYCOBACTERIUM TB COMPLEX DETECTION-P, -   , -   ,Panel
4500370561,HC HEPATITIS C VIRUS AB W/RFLX TO HCV PCR, 10.00 , 10.00 ,
4500370571,HC STAIN FUNGAL KOH WITH CALCOFLUOR WHITE FLURO /ACID FAST STAIN, 26.25 , 26.25 ,
4500370581,HC HEMOQUANT FECAL, 94.72 , 94.72 ,
4500370591,HC PARTIAL ACID FAST STAIN, 42.00 , 42.00 ,
4500370601,HC ACID FAST STAIN-BILL TASK, 20.65 , 20.65 ,
4500370611,HC CALCUFLOUR WHITE STAIN-BILL TASK, 36.75 , 36.75 ,
4500370621,HC AFB CONCENTRATION-BILL TASK, 22.05 , 22.05 ,
4500370631,HC PROCESSING FEE-BILL TASK, 35.00 , 35.00 ,
4500370641,HC AFB ISOLATION-BILL TASK, 175.00 , 175.00 ,
4500370651,HC DNA PROBE MYCOBACTERIUM TUBERCULOSIS-BILL TASK, 120.05 , 120.05 ,
4500370661,HC DNA PROBE-MYCOBACTERIUM AVIUM-BILL TASK, 92.40 , 92.40 ,
4500370671,HC DAN PROBE-MYCOBACTERIUM GORDONAE-BILL TASK, 120.05 , 120.05 ,
4500370681,HC DNA PROBE-BLASTOMYCES DERMATITDIS-BILL TASK, 162.40 , 162.40 ,
4500370691,HC DNA PROBE-COCCIDIOIDES IMMITIS-BILL TASK, 162.40 , 162.40 ,
4500370701,HC DNA PROBE FUNGAL-BILL TASK, 162.40 , 162.40 ,
4500370711,HC DNA PROBE-HISTOPLASMA CAPSULATUM-BILL TASK, 162.40 , 162.40 ,
4500370721,HC DNA SEQUENCING-BACTERIAL ID-BILL TASK, 172.25 , 172.25 ,
4500370731,HC DNA SEQUENCING-FUNGAL ID-BILL TASK, 227.50 , 227.50 ,
4500370741,HC ETHAMBUTOL RESISTANCE BY SEQUENCING-BILL TASK, 136.50 , 136.50 ,
4500370751,HC DNA SEQUENCING AFB ID-BILL TASK, 136.50 , 136.50 ,
4500370771,HC SUSCEPTIBILITY MYCOBACTERIUM TUBERCULOSIS-BT, 210.00 , 210.00 ,
4500370781,HC SUSCEPTIBILITY SINGLE DRUG BY BROTH DILUTION-BT, 64.40 , 64.40 ,
4500370801,HC SUSCEPTIBILITY DILUTION PANEL-BILL TASK, 77.00 , 77.00 ,
4500370811,HC SUSCEPTIBILITY NONFERMENTER BY BROTH DILUTION-BT, 63.35 , 63.35 ,
4500370821,HC SUSCEPTIBILITY AUTOMATED BROTH DILUTION-BILL TASK, 50.75 , 50.75 ,
4500370831,HC SUSCEPTIBILITY ANAEROBE BY BROTH DILUTION-BT, 95.90 , 95.90 ,
4500370841,HC SUSCEPTIBILITY YEAST BY BROTH DILUTION-BILL TASK, 104.30 , 104.30 ,
4500370851,HC SUSCEPTIBILITY MOULD BY BROTH DILUTION-BILL TASK, 113.75 , 113.75 ,
4500370861,HC SUSCEPTIBILITY MIC/MBC-BILL TASK, 110.25 , 110.25 ,
4500370871,HC BACTERIAL ID CYSTIC PSEUDOMONAS-BILL TASK, 49.00 , 49.00 ,
4500370881,HC BACTERIAL ID-BACILLUS-BILL TASK, 49.00 , 49.00 ,
4500370891,HC BACTERIAL ID-BILL TASK, 49.00 , 49.00 ,
4500370901,HC GRAM NEGATIVE ID & MIC PANEL-BILL TASK, 49.00 , 49.00 ,
4500370911,HC BACTERIAL ID-GRAM POSITIVE-BILL TASK, 49.00 , 49.00 ,
4500370921,HC BACTERIAL ID-PSEUDOMONAS-BILL TASK, 49.00 , 49.00 ,
4500370931,HC BACTERIAL ID-GRAM NEGATIVE-BILL TASK, 49.00 , 49.00 ,
4500370941,HC BACTERIAL ID BY MALDI-TOF MS-BILL TASK, 78.75 , 78.75 ,
4500370951,HC FUNGAL ID BY MALDI-TOF-BILL TASK, 78.75 , 78.75 ,
4500370961,HC AFB ID BY MALDI-BILL TASK, 78.75 , 78.75 ,
4500370971,HC SUSCEPTIBILITY BETA LACTAMASE-BILL TASK, 30.80 , 30.80 ,
4500370981,HC SUSCEPTIBILITY SINCE DRUG BY ETEST-BILL TASK, 64.40 , 64.40 ,
4500370991,HC SUSCEPTIBILITY DISK DIFFUSION-BILL TASK, 44.80 , 44.80 ,
4500371001,HC SUSCEPTIBILITY AUTOMATED DISK DIFFUSION-BILL TASK, 45.85 , 45.85 ,
4500371011,HC SUSCEPTIBILITY KPC BY DISK DIFFUSION-BILL TASK, 51.80 , 51.80 ,
4500371021,HC SUSCEPTIBILITY ESBL BY DISK DIFFUSION-BILL TASK, 51.80 , 51.80 ,
4500371031,HC SUSCEPTIBILITY MECA GENE DETECTION BY PCR-BT, 68.60 , 68.60 ,
4500371041,HC ANAEROBIC ORGANISM ID BY MALDI-TOF-BILL TASK, 78.75 , 78.75 ,
4500371051,HC ANAEROBE ID-BILL TASK, 74.55 , 74.55 ,
4500371061,HC CLOSTRIDIUM DIFFICILE BATTERY-BILL TASK, 74.55 , 74.55 ,
4500371071,HC ANAEROBE ID RAPID-BILL TASK, 74.55 , 74.55 ,
4500371081,HC SUSCEPTIBILITY PENICILLIN BINDING PROTEIN 2A-BT, 56.00 , 56.00 ,
4500371091,HC SALMONELLA SEROTYPING-BILL TASK, 40.25 , 40.25 ,
4500371101,HC SHIGELLA SEROTYPING-BILL TASK, 70.00 , 70.00 ,
4500371111,HC STAPHYLOCOCCUS SPECIES LATEX AGGLUTINATION, 15.75 , 15.75 ,
4500371121,HC STREPTOCOCCUS GROUP A LATEX AGGLUTINATION-BILL TASK, 28.00 , 28.00 ,
4500371131,HC STREPTOCOCCUS GROUP B LATEZ AGGLUTINATION-BT, 28.00 , 28.00 ,
4500371141,HC STREPOCOCCUS GROUP C LATEX AGGLUTINATION-BT, 28.00 , 28.00 ,
4500371151,HC STREPTOCOCCUS GROUP G LATEX AGGLUTINATION-BT, 28.00 , 28.00 ,
4500371161,HC GRAM STAIN-BILL TASK, 32.90 , 32.90 ,
4500371171,HC SUSCEPTIBILITY KPC/NDM GENES BY PCR-BILL TASK, 99.75 , 99.75 ,
4500371181,HC YEAST ID-BILL TASK, 72.45 , 72.45 ,
4500371191,HC MOULD IDENTIFICATION-BILL TASK, 135.80 , 135.80 ,
4500371201,HC VIROLOGY PROCESSING FEE-BILL TASK, 35.00 , 35.00 ,
4500371211,HC BORDETELLA PERTUSSIS CULTURE CONFIRM DFA-BT, 40.95 , 40.95 ,
4500371221,HC LEGIONELLA PNEUMOPHILA CULTURE CONFIRM DFA-BILL TASK, 41.16 , 41.16 ,
4500371231,HC VIRUS IDENTIFICATION-BILL TASK, 43.50 , 43.50 ,
4500371241,HC SUSCEPTIBILITY MIC/MBC (87187)-BILL TASK, 110.25 , 110.25 ,
4500371251,HC E. COLI 0157 LATEX AGGLUTINATION-BILL TASK, 28.00 , 28.00 ,
4500371261,HC SUSCEPTIBILITY-CARBAPENEMASE RESISTANCE ID BY IMIPENEM HYDO-BILL TASK, 49.00 , 49.00 ,
4500371281,"HC B. BURGDORFERI AB, IGG BY WESTERN BLOT", 17.64 , 17.64 ,
4500371291,"HC B. BURGDORFERI AB, IGM BY WESTERN BLOT", 17.64 , 17.64 ,
4500371301,"HC HSV 1 GLYCOPRPTEIN G AB, IGG", 26.24 , 26.24 ,
4500371311,HC A1A GENOTYPE WITH REFLEX TO PHENOTYPE, 129.56 , 129.56 ,
4500371321,HC CRYPTOSPORIDIUM ANTIGEN BY EIA, 22.23 , 22.23 ,
4500371331,HC PARASITOLOGY STAIN, 13.65 , 13.65 ,
4500371341,"HC CULTURE,BLOOD FOR FUNGUS", 51.80 , 51.80 ,
4500371351,"HC CULTURE, BORDETELLA PERTUSSIS", 44.45 , 44.45 ,
4500371361,"HC VITAMIN C (ASCORBIC ACID), PLASMA", 30.10 , 30.10 ,
4500371371,"HC CORTISOL, SALIVA", 42.73 , 42.73 ,
4500371391,HC BETA GLOBIN FULL GENE SEQUENCING BILL, 483.75 , 483.75 ,
4500371401,HC BETHESDA QT FACTOR 9 BILL ONLY, 107.45 , 107.45 ,
4500371411,HC A1A GENOTYPE WITH REFLEX TO PHENOTYPE REF LAB COMP 81332, 129.56 , 129.56 ,
4500371431,HC PARASITOLOGY STAIN-P, -   , -   ,Panel
4500371441,HC PARASITOLOGY STAIN REF LAB COMP 87207, 13.65 , 13.65 ,
4500371451,HC IA-2 ANTIBODY, 203.00 , 203.00 ,
4500371461,HC HIV COMBO AG/AB BY ELISA WITH REFLEX TO HIV-1 AB, 28.00 , 28.00 ,
4500371471,HC HEPATITIS C VIRUS HIGH-RESOLUTION GENOTYPE BY SEQUENCING, 264.13 , 264.13 ,
4500371481,HC CYSTIC FIBROSIS (CFTR) PATHOGENIC VARIANTS, 215.00 , 215.00 ,
4500371491,HC MARIJUANA CONF MEC BILL, 92.05 , 92.05 ,
4500371511,"HC OPIATES CONF, MEC BILL", 131.25 , 131.25 ,
4500371521,"HC PHENCYCLIDINE CONF, MEC BILL", 151.20 , 151.20 ,
4500371531,"HC AMPHETAMINES CONF, MED BILL", 95.00 , 95.00 ,
4500371541,"HC BARBITURATES CONF, MED BILL", 85.05 , 85.05 ,
4500371551,"HC METHADONE CONF,MED BILL", 67.55 , 67.55 ,
4500371561,"HC BENZODIAZEPINE CONF, MEC BILL", 99.05 , 99.05 ,
4500371571,"HC BUPRENORPHINE CONFIRM, MEC-BILL", 91.00 , 91.00 ,
4500371621,HC VIRAL CULTURE-RESPIRATORY, 68.50 , 68.50 ,
4500371631,"HC COXIELLA BURNETII (Q FEVER) ANTIBODY IGG,PHASE 1 & 11", 30.00 , 30.00 ,
4500371641,HC REFLEX COXIELLA BURNETII ANTIBODY IGG PHASE 1 TITER, 33.00 , 33.00 ,
4500371651,HC REFLEX COXIELLA BURNETII ANTIBODY IGG PHASE II TITER, 33.00 , 33.00 ,
4500371661,HC FRAGILE X (FMR1) WITH REFLEX TO METHYLATION ANALYSIS, 105.00 , 105.00 ,
4500371671,HC FRAGILE X STATUS BY MPCR BILL, 475.00 , 475.00 ,
4500371681,HC SPINAL MUSCULAR ATROPHY (SMA) COPY NUMBER ANALYSIS, 229.00 , 229.00 ,
4500371691,HC ALPHA GLOBIN (HBA1 ABD HBA2) SEQ AND DEL REF LAB COMP 81404 A," 1,050.00 "," 1,050.00 ",
4500371701,HC BETA GLOBIN (HBB) SEQ AND DEL REF LAB COMP 81403," 1,060.00 "," 1,060.00 ",
4500371711,HC HC BETA GLOBIN (HBB) SEQ AND DEL REF LAB COMP 81404 B," 1,060.00 "," 1,060.00 ",
4500371721,HC HEXOSAMINIDASE A PERCENT AND TOTAL HEXOSAMINIDASE IN LEUKOCYTES, 321.00 , 321.00 ,
4500371731,"HC HEXOSAMINIDASE A PERCENT AND TOTAL HEXOSAMINIDASE ,PLASMA OR SERUM", 232.00 , 232.00 ,
4500371741,HC BILL CAPILLARY ELECTROPHORESIS, 33.25 , 33.25 ,
4500371751,HC SICKLE SOLUBILITY BILL, 26.38 , 26.38 ,
4500371771,HC TOXOPLASMA GONDI ANTIBODIES IGG AND IGM REF LAB COMP 86777, 24.50 , 24.50 ,
4500371811,HC ALPHA GLOBIN (HBA1 AND HBA2) SEQUENCING AND DEL/DUP-P, -   , -   ,Panel
4500371831,HC HEMOGLOBIN EVALUATION WITH REFLEX-P, 28.80 , 28.80 ,
4500371841,HC TOXOPLASMA GONDII ANTIBODIES IGG AND IGM-P, -   , -   ,Panel
4500371851,"HC CYTOMEGALOVIRUS ANTIBODIES, IGG AND IGM-P-P", -   , -   ,Panel
4500371861,"HC PARVOVIRUS B19 ANTIBODIES , IGG AND IGM-P", -   , -   ,Panel
4500371881,HC RHD ANTIGEN (RHD) GENOTYPING, 220.00 , 220.00 ,
4500371891,HC REF LAB COMP 81405," 1,050.00 "," 1,050.00 ",
4500371901,HC TOXOPLASMA GONDII ANTIBODIES IGG AND IGM REF LAB COMP 86778, 24.50 , 24.50 ,
4500371911,HC CYTOMEGALOVIRUS ANTIBODIES IGG AND IGM REF LAB COMP 86644, 25.20 , 25.20 ,
4500371921,"HC CHROMOSOME AND AFP ANALYSIS,AMNIOTIC FLUID-P", -   , -   ,Panel
4500371931,HC SNP MICROARRAY FOR POC ANALYSIS, -   , -   ,utilization
4500371941,"HC CHROMOSOME ANALYSIS HIGH RESOLUTION, PERIPHERAL BLOOD-P", -   , -   ,Panel
4500371951,"HC SNP MICROARRAY, PARENTAL FOLLOW-UP", -   , -   ,utilization
4500371961,"HC CHROMOSOME ANALYSIS, CHORIONIC VILLUS SAMPLING-P", -   , -   ,Panel
4500371971,HC ANEUVYSION FISH-P, -   , -   ,Panel
4500371981,HC SNP MICROARRAY FOR PRENATAL ANALYSIS, -   , -   ,utilization
4500372011,"HC POCT URINALYSIS, MICROSCOPY IF INDICATED", 272.00 , 272.00 ,
4500372021,HC ANTI-POLYSPECIFIC, 268.53 , 87.29 ,
4500372031,HC ANTI-IGG, 268.53 , 87.29 ,
4500372041,"HC ANTI-C3B,-C3D", 268.53 , 87.29 ,
4500471091,HC STAT CHARGE (DRAW OR RUN), 101.06 , 72.02 ,
4500471121,HC PROCESSING/HANDLING REF, 74.02 , 52.61 ,
4500471151,HC VIRAL HOLD SPEC. ISOLATION, 127.03 , 90.52 ,
4500471181,HC PHLEBOTOMY - OUTPATIENT, 44.36 , 44.36 ,
4500471191,HC EXTRA SPECIMEN, -   , -   ,utilization
4500471201,HC NATERA, 55.64 , 55.64 ,
4500472241,HC REFERENCE LAB COMP 85240, 33.44 , 33.44 ,
4500472251,HC REFERENCE LAB COMP 85246, 33.44 , 33.44 ,
4500472261,HC REFERENCE LAB COMP 85245, 33.44 , 33.44 ,
4500472271,HC VENI, -   , -   ,utilization
4500472281,HC REFERENCE LAB COMP 83519, 38.81 , 38.81 ,
4500472291,HC REFERENCE LAB COMP 86335, 17.50 , 17.50 ,
4500472301,HC ALDOSTERONE & RENIN DIRECT W RAT REF LAB COMP 84244, 66.01 , 66.01 ,
4500472311,HC ANTITHROMBIN PANEL REF LAB COMP 85301, 26.64 , 26.64 ,
4500472321,HC ELECTROLYTES FECAL REF LAB COMP 84302, 14.93 , 14.93 ,
4500472331,HC ELECTROLYTES FECAL REF LAB COMP 82438, 14.93 , 14.93 ,
4500472341,HC REFERENCE LAB COMP 83655, 14.00 , 14.00 ,
4500472351,HC REFERENCE LAB COMP 83825, 14.00 , 14.00 ,
4500472361,HC REFERENCE LAB COMP 82300, 14.00 , 14.00 ,
4500472371,HC HYPERSENSITIVITY PNEUMOEXT PNL IGE REF COMP 86003, 6.10 , 6.10 ,
4500472381,HC HYPERSENSITIVITY PNEUMOEXT PNL IGE REF LAB COMP 86331, 6.10 , 6.10 ,
4500472391,HC HYPERSENSITIVITY PNEUMOEXT PNL IGE REF LAB COMP 86606, 6.10 , 6.10 ,
4500472411,HC HYPERSENSITIVITY PNEUMONITIS REF LAB COMP 86606, 6.65 , 6.65 ,
4500472421,HC LIPOPROFILE BY NMR BLOOD QT REF LAB COMP 80061, 27.50 , 27.50 ,
4500472431,HC LYMPHOCYTE SUBSET 3 CD4 & CD8 REF LAB COMP 86360, 25.38 , 25.38 ,
4500472441,HC PRIMIDONE AND METABOLITE REF LAB COMP 80184, 8.75 , 8.75 ,
4500472451,"HC PROTEIN C & S PANEL, FUNCTIONAL REF LAB COMP 85306", 36.75 , 36.75 ,
4500472461,"HC RUBELLA AB, IGG AND IGM REF LAB COMP 86762", 10.50 , 10.50 ,
4500472481,HC TESTOST F&T BY ED/LC-MS/MS MALE REF LAB COMP 84403, 66.32 , 66.32 ,
4500472491,HC REFERENCE LAB COMP 84436, 7.52 , 7.52 ,
4500472501,HC URTICARIA-IND ACT W THY AB REF LAB COMP 86800, 35.00 , 35.00 ,
4500472511,HC URTICARIA-IND ACT W THY AB REF LAB COMP 84443, 35.00 , 35.00 ,
4500472521,HC URTUCARUA-IND ACT W THY AB REF LAB COMP 86376, 35.00 , 35.00 ,
4500472531,HC CHROMOSOME ANALYSIS LEUKEMIC BLOOD REF LAB COMP 88264, 141.67 , 141.67 ,
4500472541,HC CHROMOSOME ANALYSIS  LEUKEMIC BLOOD REF LAB COMP 88291, 141.67 , 141.67 ,
4500472561,HC MYOSITIS SPECIFIC PANEL 15ABS REF LAB COMP 83516, 27.00 , 27.00 ,
4500472571,HC REFERENCE LAB COMP 86431, 18.50 , 18.50 ,
4500472581,HC ALLERGEN FOOD COMMON ADULT PROF IGE REF LAB COMP 82785, 6.28 , 6.28 ,
4500472591,HC REFERENCE LAB COMP 36030, 9.00 , 9.00 ,
4500472601,"HC HIV1 GENO & INTEGRASE INHIB,SEQ REF LAB COMP 87901", 460.00 , 460.00 ,
4500472611,"HC CT/NG BY TMA, M4/UTM REF LAB COMP 87591", 17.50 , 17.50 ,
4500472621,HC CHROMOSOME ANAL PB W/RFX TO ARR REF LAB COMP 88230, 116.67 , 116.67 ,
4500472631,HC CHROM ANALYSIS PERIPH BLOOD REF LAB COMP 88291, 116.67 , 116.67 ,
4500472641,HC CHROM ANALYSIS PERIPH BLOOD REF LAB COMP 88230, 116.67 , 116.67 ,
4500472651,HC TOXO GONDII IGG & IGM ELISA CSF REF LAB COMP 86778, 91.50 , 91.50 ,
4500472671,HC TRYCYCLICS CONFIRMATION REF LAB COMP 80332, 46.33 , 46.33 ,
4500472681,HC TRYCYCLICS CONFIRMATION REF LAB COMP 80337, 46.33 , 46.33 ,
4500472691,HC TRYCYCLICS CONFIRMATION REF LAB COMP 80338, 46.33 , 46.33 ,
4500472701,HC ANTIDEPRESSANT PANEL QUANT URINE REF LAB COMP 80332, 70.00 , 70.00 ,
4500472711,HC ANTIDEPRESSANT PANEL QUANT URINE REF LAB COMP 80337, 70.00 , 70.00 ,
4500472721,HC ANTIDEPRESSANT PANEL QUANT URINE REF LAB COMP 80338, 70.00 , 70.00 ,
4500472731,HC ALDOSTERONE/RENIN ACTIVITY RATIO REF LAB COMP 84244, 11.76 , 11.76 ,
4500472741,HC IEP KAPPA FREE LIGHT CHAINS URI REF LAB COMP 84156, 15.45 , 15.45 ,
4500472751,HC IEP KAPPA FREE LIGHT CHAINS URI REF LAB COMP 86335, 15.45 , 15.45 ,
4500472761,HC IEP KAPPA FREE LIGHT CHAINS URI REF LAB COMP 83883, 15.45 , 15.45 ,
4500472771,HC HSV BY DFA W/ REFLEX TO HSV CULTURE REF LAB COMP 87274, 24.00 , 24.00 ,
4500472781,HC HSV BY DFA W/ REFLEX TO HSV CULTURE REF LAB COMP 87273, 24.00 , 24.00 ,
4500472791,HC CULTURE CHLAMYDIA TRACHOMATIS REF LAB COMP 87110, 19.00 , 19.00 ,
4500472801,HC CULTURE CHLAMYDIA TRACHOMATIS REF LAB COMP 87140, 19.00 , 19.00 ,
4500472811,HC CULTURE HERPES SIMPLEX VIRUS REF LAB COMP 87252, 11.50 , 11.50 ,
4500472821,HC CULTURE HERPES SIMPLEX VIRUS REF LAB COMP 87253, 11.50 , 11.50 ,
4500472831,HC REFERENCE LAB COMP 80332, 70.00 , 70.00 ,
4500472841,HC REFERENCE LAB COMP 80337, 70.00 , 70.00 ,
4500472851,HC ANTIDEPRESSSANT PANEL QUANTITATIVE URINE REF LAB COMP 80338, 70.00 , 70.00 ,
4500472861,HC OVA AND PARASITE EXAM FECAL REF LAB COMP 87177, 30.50 , 30.50 ,
4500472871,HC OVA AND PARASITE EXAM FECAL REF LAB COMP 87209, 30.50 , 30.50 ,
4500472881,HC SUPERSATURATION PROFILE URINE REF LAB COMP 82340, 17.73 , 17.73 ,
4500472891,HC SUPERSATURATION PROFILE URINE REF LAB COMP 82436, 17.73 , 17.73 ,
4500472901,HC SUPERSATURATION PROFILE URINE REF LAB COMP 82507, 17.73 , 17.73 ,
4500472911,HC SUPERSATURATION PROFILE URINE REF LAB COMP 84560, 17.73 , 17.73 ,
4500472921,HC SUPERSATURATION PROFILE URINE REF LAB COMP 83735, 17.73 , 17.73 ,
4500472931,HC SUPERSATURATION PROFILE URINE REF LAB COMP 83945, 17.73 , 17.73 ,
4500472941,HC SUPERSATURATION PROFILE URINE REF LAB COMP 84105, 17.73 , 17.73 ,
4500472951,HC SUPER SATURATION PROFILE URINE REF LAB COMP 84133, 17.73 , 17.73 ,
4500472961,HC SUPERSATURATION PROFILE URINE REF LAB COMP 84300, 17.73 , 17.73 ,
4500472971,HC SUPERSATURATION PROFILE URINE REF LAB COMP 84392, 17.73 , 17.73 ,
4500472981,HC SUPERSATURATION PROFILE URINE REF LAB COMP 83986, 17.73 , 17.73 ,
4500472991,HC MYCOBACTERIUM TB COMPLEX DETECTION REF LAB COMP 87556, 93.43 , 93.43 ,
4500473001,HC REFERENCE LAB COMP 87798, 93.46 , 93.46 ,
4500473011,HC CROSSMATCH-AUTOWB 1, 559.40 , 559.40 ,
4500473021,HC CROSSMATCH RBC 1 ANTIGLOB TECH, 585.55 , 585.55 ,
4500473031,HC CROSSMATCH AUTOWB2, 839.18 , 839.18 ,
4500473041,HC CROSSMATCH AUTORBC 2, 839.18 , 839.18 ,
4500473051,HC LUPUS ANTICOAGULANT & SCREEN REF LAB CODE 85730, 9.00 , 9.00 ,
4500473061,HC LUPUS ANTICOAGULANT & SCREEN REF LAB COMP 85613, 9.00 , 9.00 ,
4500473071,HC TOXOPLASMA IGM REF LAB COMP 86317, 8.00 , 8.00 ,
4500473081,HC IEP & PEP REF CODE 83883, 6.27 , 6.27 ,
4500473091,HC IEP & PEP REF LAB COMP 84165, 8.36 , 8.36 ,
4500473101,HC IEP & PEP REF LAB COMP 86334, 8.36 , 8.36 ,
4500473111,HC IEP & PEP REF LAB COMP 84160, 8.36 , 8.36 ,
4500473121,HC IEP URINE REF LAB COMP 84156, 15.84 , 15.84 ,
4500473131,HC IEP URINE REF LAB COMP 83883, 15.84 , 15.84 ,
4500473141,HC TORCH PANEL IGG REF LAB COMP 86644, 12.24 , 12.24 ,
4500473151,HC TORCH PANEL IGG REF LAB COMP 86694, 12.24 , 12.24 ,
4500473161,HC TORCH PANEL IGG REF LAB COMP 86317, 12.24 , 12.24 ,
4500473171,HC COXSACKIE B AB PNL SERUM REF LAB COMP 86658, 18.25 , 18.25 ,
4500473181,HC REFERENCE LAB COMP 83916, 12.99 , 12.99 ,
4500473191,HC OLIGOCLONAL BANDING REF LAB COMP 82784, 12.99 , 12.99 ,
4500473201,HC OLIGOCLONAL BANDING REF LAB COMP 82040, 12.99 , 12.99 ,
4500473211,HC VAP TRIGLYCERIDE REF LAB COMP 83701, 30.50 , 30.50 ,
4500473221,HC T & B CELLS REF LAB COMP 86355, 30.19 , 30.19 ,
4500473231,HC T & B CELLS REF LAB COMP 86357, 30.19 , 30.19 ,
4500473241,HC HEAVY METAL SC-UR REFERENCE LAB COMP 82175, 13.03 , 13.03 ,
4500473251,HC HEAVY METAL SC-UR REFERENCE LAB COMP 83655, 13.03 , 13.03 ,
4500473261,HC HEAVY METAL SC-UR REFERENCE LAB COMP 83825, 13.03 , 13.03 ,
4500473271,HC CYTOPLASMIC NEUTROPHIL AB REF LAB COMP 86255, 27.56 , 27.56 ,
4500473281,HC CYTOGENTICX PROD OF CONCEPTION REF LAB COMP 88262, 141.67 , 141.67 ,
4500473291,HC CYTOGENETICX PROD OF CONCEPTION REF LAB COMP 88233, 141.67 , 141.67 ,
4500473301,HC CYTOGENETICX PROD OF CONCEPTION REFERENCE LAB COMP 88291, 141.67 , 141.67 ,
4500473311,HC REFERENCE LAB COMP 88291, 145.00 , 145.00 ,
4500473321,HC SEXUALLY TRANSMITTED DISEASE REF LAB COMP 87661, 33.50 , 33.50 ,
4500473331,HC OLIGOCLONAL BANDING REF LAB COMP 82042, 12.99 , 12.99 ,
4500473351,HC ADDITIONAL CROSSMATCH 2 (86922), 585.55 , 585.55 ,
4500473361,HC ADDITIONAL CROSSMATCH 3 (86922), 585.55 , 585.55 ,
4500473371,HC ADDITIONAL CROSSMATCH 4 (86922), 585.55 , 585.55 ,
4500473381,HC ADDITIONAL CROSSMATCH 5 (86922), 585.55 , 585.55 ,
4500473391,HC CROSSMATCH RBC WASHED (86922), 585.55 , 585.55 ,
4500473401,HC CROSSMATCH AUTORBC1 (86922), 559.40 , 559.40 ,
4500473411,HC CROSSMATCH AUTOWB 1 (86921), 559.40 , 559.40 ,
4500473421,HC CROSSMATCH RBC 1 (86921), 585.55 , 585.55 ,
4500473431,HC CROSSMATCH AUTOWB2 (86921), 839.18 , 839.18 ,
4500473441,HC CROSSMATCH AUTORBC 2 (86921), 839.18 , 839.18 ,
4500473451,HC ADDITIONAL CROSSMATCH 2 (86921), 585.55 , 585.55 ,
4500473461,HC ADDITIONAL CROSSMATCH 3 (86921), 585.55 , 585.55 ,
4500473471,HC ADDITIONAL CROSSMATCH 4 (86921), 585.55 , 585.55 ,
4500473481,HC ADDITIONAL CROSSMATCH 5 (86921), 585.55 , 585.55 ,
4500473491,HC CROSSMATCH RBC WASHED (86921), 585.55 , 585.55 ,
4500473501,HC CROSSMATCH AUTORBC1 (86921), 559.40 , 559.40 ,
4500473511,HC RBC ANTIGENS OTHER THAN ABO OR RH (D), 217.91 , 217.91 ,
4500473521,HC CROSSMATCH AUTOWB 1 (86923), 559.40 , 559.40 ,
4500473531,HC CROSSMATCH RBC 1 (86923), 585.55 , 585.55 ,
4500473541,HC CROSSMATCH AUTOWB2 (86923), 839.18 , 839.18 ,
4500473551,HC CROSSMATCH AUTORBC 2 (86923), 839.18 , 839.18 ,
4500473561,HC ADDITIONAL CROSSMATCH 2 (86923), 585.55 , 585.55 ,
4500473571,HC ADDITIONAL CROSSMATCH 3 (86923), 585.55 , 585.55 ,
4500473581,HC ADDITIONAL CROSSMATCH 4 (86923), 585.55 , 585.55 ,
4500473591,HC ADDITIONAL CROSSMATCH 5 (86923), 585.55 , 585.55 ,
4500473601,HC CROSSMATCH RBC WASHED (86923), 585.55 , 585.55 ,
4500473611,HC CROSSMATCH AUTORBC1 (86923), 559.40 , 559.40 ,
4500473621,HC COMPREHENSIVE RETIC, 284.90 , 284.90 ,
4500473631,"HC ANTIBODY IDENTIFICATION, RBC ANTIBODIES, EACH PANEL FOR EACH SERUM TECHNIQUE", 591.18 , 285.63 ,
4500474001,HC CHROMOSOME AND AFP ANALYSIS AMNIOTIC FLUID LAB COMP 82106, 416.85 , 416.85 ,
