BATON ROUGE GENERAL HOSPITAL CHARGES,,
"Federal reporting rules require hospitals to maintain a catalog of thousands of procedure codes, code descriptions and list prices in a complex accounting tool, known as the hospital chargemaster. The prices listed on the chargemaster do not reflect what patients will ultimately pay as insurance companies negotiate discounts on the list prices. In addition, co-pays, co-insurance and deductibles can also bring additional discounts before a final charge is determined.                                                                                                                                                                                               ",,
"To get an accurate estimate of what your out of pocket expenses will be, contact us at (225) 381-6276, Monday through Friday, from 8 a.m. – 4:30 p.m.",,
,,
Chg Code,Description,Chg Amt
50214097,CATH ANGIOJET DISTA,"$7,822.85"
50214105,COIL INTERLOCK .035 3-12MM,"$2,747.50"
50214113,COIL INTERLOCK .018 3-12MM,"$1,838.55"
50214121,COIL INTERLOCK .018 2MM,"$2,095.40"
50214139,RENEGADE MICROCATH KIT,"$2,159.40"
50214147,GUIDEWIRE NITRIX 80CM,$294.00
50214154,ATHERECTOMY SYSTEM 60CM,"$13,681.00"
50214162,FACET JT LUM/SAC BIL 2ND,"$1,567.40"
50214170,EMBOSPHERES 500-700 2.0ML,"$1,253.35"
50214188,CATH VOLCANO PIONEER PLUS,"$10,094.00"
50214196,CATH KUMPE ACCESS,$277.95
50214204,CATH BALLOON LUTONIX,"$6,308.75"
50214212,DESTRUCT NERVE CER/THOR SINGLE,"$2,697.15"
50214220,DESTRUCT NERVE CER/THOR EA ADD,"$1,717.10"
50214238,CATH PTA BALLOON ULTRAVERSE,$476.90
50214246,VERTEBROPLASTY CERVICOTHORACIC,"$5,924.00"
50214253,VERTEBROPLASTY LUMBOSACRAL,"$5,924.00"
50214261,VERTEBROPLASTY EACH ADDTL,"$4,247.85"
50214279,KYPHOPLASTY THORACIC,"$10,779.35"
50214287,KYPHOPLASTY LUMBAR,"$10,779.35"
50214295,KYPHOPLASTY EA ADDTL,"$7,729.40"
50214303,MISC SURGICAL PROCEDURES,$0.00
50214311,SPECIALS VISIT STAT,$0.00
50214329,REMOVE PLEURAL CATH W CUFF,"$1,296.35"
50214337,CATH PICC POWER 4FR SINGLE,$473.15
50214345,CATH PICC POWER 5FR SINGLE,$463.85
50214352,SPECIALS VISIT STAT PRIOR TO 1/7/15,$0.00
50214378,CATH SOFTVU HEADHUNTER,$339.10
50214386,CATH SOFTVU 1250,$128.75
50214394,CATH BOSTON BILIARY,$416.70
50214402,INTRODUCER FLEXOR GUIDING,$492.15
50214410,INTRODUCER RCF 12-14,$357.00
50214428,INTRODUCER RCF 16-18,$599.55
50214436,SNARE AMPLATZ SK,"$2,235.10"
50214444,INSERT TUNN CATH INTRAPERTNEAL PERC,"$7,254.30"
50214451,CATH BALLOON INPACT 40 60 80,"$5,083.05"
50214469,CATH BALLOON INPACT 120,"$5,623.80"
50214477,TUBE JEJUNOSTOMY,$618.80
50214485,CABLE CONNECTOR INZONE,$474.40
50214493,CATH BALLOON TRANSFORM,"$5,066.10"
50214501,CATH DISTAL ACCESS,"$3,371.75"
50214519,COIL DETACHMENT SYSTEM INZONE,$874.15
50214527,COIL RETREIVER TREVO,"$24,720.55"
50214535,COIL TARGET 360 SOFT,"$6,286.00"
50214543,COIL TARGET 360 STD 10-12MM,"$7,709.30"
50214550,COIL TARGET 360 STD 5MM,"$5,947.15"
50214568,COIL TARGET 360 ULTRA,"$6,641.85"
50214576,COIL TARGET XL SOFT,"$7,709.30"
50214584,COIL TARGET XL STD,"$8,043.50"
50214592,COIL  TARGET 360 STD 6-9MM,"$6,641.85"
50214600,MICROCATH EXCELSIOR PRE-SHAPED,"$3,107.45"
50214618,MICROCATH EXCELSIOR STR,"$2,897.35"
50214626,MICROCATH EXCELSIOR XT,"$3,219.25"
50214634,STENT NEUROFORM EZ,"$20,925.25"
50214642,VALVE ROTATING HEMOSTATIC,$444.15
50214659,WIRE GUIDE SYNCHRO 200CM,"$1,863.80"
50214667,WIRE GUIDE SYNCHRO 300CM,"$2,304.35"
50214675,WIRE GUIDE SYNCHRO-10 200CM,"$1,762.10"
50214683,WIRE GUIDE SYNCHRO-10 300CM,"$2,084.05"
50214691,WIRE GUIDE TRANSCEND 300CM,"$1,829.90"
50214709,WIRE GUIDE TRANSCEND EX 0.14,"$1,541.50"
50214717,WIRE GUIDE ASAHI CHIKAI,"$1,784.50"
50214725,VOLCANO ATHERECTOMY SYSTEM,"$10,634.75"
50214733,INDIGO CATH 3-5,"$4,650.50"
50214741,INDIGO CATH 6,"$7,174.00"
50214758,INDIGO CATH 8,"$10,779.00"
50214766,INDIGO SEPARATOR 3-5,"$2,866.00"
50214774,INDIGO SEPARATOR 6,"$4,308.00"
50214782,INDIGO SEPARATOR 8,"$7,192.00"
50214790,INDIGO ASPIRATION TUBING,"$1,622.25"
50214808,INDIGO MAX CANISTER,"$1,333.85"
50214816,CATH PRO-LINE CT,"$1,359.15"
50214824,DESTRUCT NERVE LUM/SAC SINGLE,"$3,086.15"
50214832,DESTRUCT NERVE LUM/SAC EA ADD,"$2,060.10"
50214840,FENESTRATED GRAFT VISC AORTA 2 ENDOPROST,"$20,966.50"
50214857,CATH BEACON TIP TORCON,$193.60
50214865,CERV CAROTID STENT W FILTER BILATERAL,"$6,028.75"
50214873,STENT VIABIL BILIARY ENDOPROSTHESIS,"$9,809.20"
50214881,IVUS 1ST VESSEL,"$4,240.35"
50214899,IVUS EA ADDTL VESSEL,"$2,924.55"
50214907,INJ CHOLANGIOGRAM NEW ACCESS,"$4,556.40"
50214915,PLACE BILIARY DRAIN EXTERNAL,"$5,134.70"
50214923,PLACE BILIARY DRAIN INT-EXT,"$5,134.70"
50214931,CONVERT EXT BILIARY CATH TO INT-EXT,"$5,134.70"
50214949,EXCHANGE BILIARY DRAIN CATH,"$5,134.70"
50214956,REMOVE BILIARY DRAIN CATH,"$1,239.10"
50214964,PLACE BILE DUCT STENT EXIST ACCESS,"$7,500.90"
50214972,PLACE BILE DUCT STENT NEW ACCESS WO DRAI,"$7,500.90"
50214980,PLACE BILE DUCT STENT NEW ACCESS W DRAIN,"$7,500.90"
50214998,PLACE ACCESS BILIARY TREE SM BOWEL,"$5,134.70"
50215003,DILATE BILIARY DUCT/AMPULLA,"$1,861.95"
50215011,ENDOLUMINAL BX BILIARY TREE,"$1,861.95"
50215029,REMOVE DUCT GALLBLADDER CALCULI,"$1,861.95"
50215037,INJ NEPH/URETEROGRAM NEW ACCESS,"$1,414.45"
50215045,INJ NEPH/URETEROGRAM EXIST ACCESS,"$1,414.45"
50215052,PLACE NEPHROSTOMY CATHETER,"$4,238.55"
50215060,PLACE NEPHROURETERAL CATH NEW ACCESS,"$4,238.55"
50215078,CONVERT NEPHROSTOMY CATHETER,"$1,414.45"
50215086,EXCHANGE NEPHROSTOMY CATHETER,"$1,414.45"
50215094,ENDOLUMINAL BX URETER RENAL PELVIS,"$1,414.45"
50215102,PLACE URETERAL STENT EXIST NEPHRO,"$4,930.35"
50215110,PLACE URETERAL STENT NEW ACCESS WO CATH,"$4,930.35"
50215128,PLACE URETERAL STENT NEW ACCESS W CATH,"$4,930.35"
50215136,URETERAL EMBOLIZARION OR OCCLUSION,"$1,414.45"
50215144,BALLOON DILATE URETERAL STRICTURE,"$1,414.45"
50215169,INTRACRANIAL PROLONG ADMN RX AGNT 1ST,"$4,412.30"
50215177,INTRACRANIAL PROLONG ADMN RX AGNT ADDTL,"$4,412.30"
50215185,CHOLECYSTOSTOMY PERC W DRAIN,"$5,708.75"
50215193,INJ CHOLANGIOGRAM THRU EXIST ACCESS,"$1,861.95"
50215201,ANGIO SPINE SELECTIVE,"$2,195.50"
50215219,STENT EVERFLEX ENTRUST 6X40,"$3,388.70"
50215227,STENT EVERFLEX ENTRUST 6X120,"$4,488.20"
50215235,INJ SACROILIAC JT ARTHROGRAM,"$1,355.90"
50215243,PARACENTESIS,$981.30
50215250,SPINAL TAP DIAGNOSTIC,$650.80
50215268,FACET JT CER/THOR UNI 1ST,"$1,544.20"
50215276,FACET JT CER/THOR UNI 2ND,$883.60
50215284,FACET JT LUM/SAC UNI 2ND,$895.65
50215292,REMOVE TUNN CATH INTRAPERTNEAL PERC,"$5,247.90"
50215300,FACET JT CER/THOR BIL 1ST,"$2,702.35"
50215318,FACET JT CER/THOR BIL 2ND,"$1,546.30"
50215326,FACET JT CER/THOR UNI 3RD+,$896.30
50215334,FACET JT CER/THOR BIL 3RD+,"$1,568.50"
50215342,FACET JT LUM/SAC UNI 3RD+,$939.50
50215359,FACET JT LUM/SAC BIL 3RD+,"$1,644.15"
50215367,CATH 20 BAND PIGTAIL 100CM,$442.00
50215375,COIL RUBY STANDARD >30CM,"$4,650.50"
50215383,COIL RUBY STANDARD <30CM,"$3,568.95"
50215391,LANTERN DELIVERY MICROCATHETER,"$2,703.80"
50215409,COIL DETACHMENT HANDLE,"$1,192.20"
50215417,OCCLUSION DEVICE PENUMBRA,"$6,453.00"
50215425,CROSSING CATHETER WINGMAN,"$2,884.00"
50215433,CATHETER SPEX,$882.25
50215441,BIOPSY FORCEP COOK FLEXIBLE,"$1,442.00"
50215458,TRANSJUGULAR LIVER BIOPSY,"$4,255.70"
50215466,TRANSJUGULAR LIVER BIOPSY S&I,"$1,866.85"
50215474,HEPATIC VENOGRAM W HEMODYNAMICS,"$1,581.80"
50215482,CATH TERUMO PROGREAT,"$1,874.60"
50215490,STN ILIAC W/WO PTA SAM VES BILAT,"$35,247.20"
50215508,ONCOZENE 100MCG/3ML,"$9,084.60"
50215516,MICROCATHETER SUREFIRE INFUSION,"$10,815.00"
50215557,LIVER ACCESS AND BIOPSY SET,"$1,528.50"
50215565,CATH GUIDING SUREFIRE COBRA,"$1,263.76"
50215573,CATHETER PANTHERIS,"$10,797.00"
50215581,CATH BALLOON NANOCROSS PTA 5X150,"$1,369.90"
50215599,TRANSFORA EPIDURAL L/S BILAT,"$2,496.85"
50215607,TRANSORA EPIDURAL L//S BILAT ADD,"$1,863.85"
50215615,INFLATOR PRESTO KIT BARD,$242.25
50215623,SHEATH TOURGUIDE STEERABLE,"$1,928.70"
50215631,SHEATH FORTRESS 5FR 100CM,$405.35
50215649,SHEATH FORTRESS 6FR 45CM,$405.35
50215656,"REPLACE G-TUBE, PERC W/FLOURO, DOC & RPT","$1,281.80"
50215664,MECH REMOVAL CV CATH OBSTRUCT MATERIAL,"$4,728.84"
50215672,STENT HEPARIN COATED BARE METAL,"$5,389.38"
50215680,VENOGRAPHY RENAL UNILATERAL SEL RS&I,"$3,888.35"
50215698,VENOGRAPHY RENAL BILATERAL SEL RS&I,"$3,425.55"
50215714,MOD SED SAME PHYS/QHP 5/> YRS,$87.65
50215722,MOD SED SAME PHYS/QHP EA ADDL 15 MIN,$36.00
50215730,AV SHUNT ACCESS,"$2,019.65"
50215748,PTA PERIPHERAL AV SHUNT,"$5,442.45"
50215755,STENT PERIPHERAL AV SHUNT,"$11,280.20"
50215763,PTA VEIN CENTRAL THROUGH AV ACCESS,"$4,910.95"
50215771,THROMBECTOMY AV NO PTA,"$7,544.15"
50215789,THROMBECTOMY AV SHUNT W/ PTA,"$9,449.80"
50215797,THROMBECTOMY AV SHUNT W/ STENT,"$13,300.35"
50215805,CERVICAL/THORACIC INJECTION,"$1,528.90"
50215813,LUMBAR/SACRAL INJECTION,"$3,298.70"
50215821,PTA ARTERY INITIAL,"$9,824.05"
50215839,PTA ARTERY ADDL,"$9,824.05"
50215847,PTA VEIN INITIAL,"$9,589.95"
50215854,PTA VEIN ADDL,"$9,589.95"
50215862,STENT CENTRAL VEIN THROUGH AV ACCESS,"$8,516.30"
50215870,VASCULAR EMBOLIZATION AV SHUNT,"$7,800.85"
50215888,LUMBAR INFUSION,"$1,945.90"
50215896,MOD SED DIFF PROV INITIAL 15 MIN 5/>YRS,$87.65
50215904,MOD SED DIFF PROV EA ADDL 15 MIN,$36.00
50215912,CATH PICC POWER 3 FR SINGLE,$939.40
50215920,PTA ILIAC INITIAL BILATERAL,"$9,389.65"
50215938,WALLSTENT 16X60,"$4,487.45"
50215946,WALLSTENT 18X60,"$4,988.55"
50215953,WALLSTENT 14X60,"$4,410.75"
50215961,WALLSTENT 20X55,"$4,988.55"
50215979,COIL SOFT INTERLOCK .018 4 MM X 4 CM,"$1,327.65"
50215987,COIL SOFT INTERLOCK .018 3 MM X 6 CM,"$1,327.65"
50215995,COIL SOFT INTERLOCK .018 3 MM X 10 CM,"$1,327.65"
50216001,COIL SOFT INTERLOCK .018 2 MM X 4 CM,"$1,327.65"
50216019,COIL SOFT INTERLOCK .018 4 MM X 8 CM,"$1,327.65"
50216027,COIL SOFT INTERLOCK .018 4 MM X 12 CM,"$1,327.65"
50216035,COIL SOFT INTERLOCK .018 5 MM X 8 CM,"$1,327.65"
50216043,COIL SOFT INTERLOCK .018 5 MM X 12 CM,"$1,327.65"
50216050,COIL FIBERED INTERLOCK .018 3 MM X 12 CM,"$1,748.45"
50216068,PLEURX PLEURAL CATHETER 15.5 FR,"$2,635.70"
50216076,INTRODUCER PEEL-AWAY 16 FR,$310.75
50216084,GUIDEWIRE J-TIP,$110.60
50216092,SYSTEM ENROUTE TRANSCAROTID NEUROPROTECT,"$12,437.25"
50216100,STENT ENROUTE TRANSCAROTID 7X30,"$9,913.75"
50216118,STENT ENROUTE TRANSCAROTID 7X40,"$9,913.75"
50216126,STENT ENROUTE TRANSCAROTID 8X30,"$9,913.75"
50216134,STENT ENROUTE TRANSCAROTID 8X40,"$9,913.75"
50216142,STENT ENROUTE TRANSCAROTID 9X30,"$9,913.75"
50216159,STENT ENROUTE TRANSCAROTID 9X40,"$9,913.75"
50216167,STENT ENROUTE TRANSCAROTID 10X30,"$9,913.75"
50216175,STENT ENROUTE TRANSCAROTID 10X40,"$9,913.75"
50216183,KIT MICRO-INTRODUCER SILK ROAD 4CM,$476.90
50216191,KIT MICRO-INTRODUCER SILK ROAD 7CM,$476.90
50216209,"WIRE GUIDE ENROUTE 0.014""",$834.55
50216217,VIABAHN VBX STENT 5MM X 15MM,"$9,214.40"
50216225,VIABAHN VBX STENT  6MM X 29MM,"$11,146.65"
50216233,CATH ROBERTS UTRINE,$196.85
50216241,BIOPSY LIVER PERCUTANEOUS,"$1,095.10"
50216258,COIL AZUR 18D FRAM 10MMX26CM,"$2,757.85"
50216261,COIL AZUR CX 018 6X20,"$2,523.50"
50216266,COIL AZUR 18D FRAM 14MMX34CM,"$2,911.05"
50216274,COIL AZUR 35D FRAM 10MMx26CM,"$3,983.55"
50216282,COIL AZUR 35D FRAM 14MMX34CM,"$4,145.75"
50216290,COIL AZUR 35D SYSTEM 6MMX10CM,"$3,965.50"
50216308,COIL AZUR 35D SYSTEM 8MMX15CM,"$3,965.50"
50216316,COIL AZUR 35D SYSTEM 12MMX15CM,"$3,965.50"
50216324,COIL AZUR 35D SYSTEM 12MMX20CM,"$4,326.00"
50216332,COIL AZUR 35D SYSTEM 15MMX30CM,"$4,326.00"
50216340,COIL AZUR 35D SYSTEM 20MMX30CM,"$4,614.40"
50216357,COIL AZUR CX 035 5X11,"$3,785.25"
50216365,COIL AZUR CX 035 6X17,"$3,785.25"
50216373,COIL AZUR CX 035 8X24,"$3,785.25"
50216381,COIL AZUR CX 035 10X19,"$3,785.25"
50216399,COIL AZUR CX 035 13X24,"$3,785.25"
50216407,COIL AZUR CX 035 16X32,"$3,785.25"
50216415,COIL AZUR 18D SYSTEM 2MMX4CM,"$2,523.50"
50216423,COIL AZUR 18D SYSTEM 3MMX5CM,"$2,523.50"
50216431,COIL AZUR 18D SYSTEM 4MMX5CM,"$2,523.50"
50216449,COIL AZUR 18D SYSTEM 4MMX10CM,"$2,523.50"
50216456,COIL AZUR 18D SYSTEM 4MMX20CM,"$2,523.50"
50216464,COIL AZUR 18D SYSTEM 5MMX10CM,"$2,523.50"
50216472,COIL AZUR 18D SYSTEM 6MMX10CM,"$2,523.50"
50216480,COIL AZUR 18D SYSTEM 8MMX10CM,"$2,523.50"
50216498,COIL AZUR 18D SYSTEM 10MMX15CM,"$2,523.50"
50216506,COIL AZUR 18D SYSTEM 12MMX20CM,"$2,523.50"
50216514,COIL AZUR 18D SYSTEM 15MMX30CM,"$2,523.50"
50216522,COIL AZUR CX 018 2X2,"$2,523.50"
50216530,COIL AZUR CX 018 2X4,"$2,523.50"
50216548,COIL AZUR CX 018 3X4,"$2,523.50"
50216555,COIL AZUR CX 018 3X8,"$2,523.50"
50216563,COIL AZUR CX 018 4X13,"$2,523.50"
50216571,COIL AZUR CX 018 5X16,"$2,523.50"
50216589,COIL AZUR CX 018 7X24,"$2,523.50"
50216597,COIL AZUR CX 018 8X28,"$2,523.50"
50216605,COIL AZUR CX 018 9X28,"$2,523.50"
50216613,COIL AZUR CX 018 10X32,"$2,523.50"
50216639,CATH PHOENIX 2.4 TRACKING,"$10,454.50"
50216647,AZUR DETACHMENT CONTROLLER,$786.85
50216670,CATH WINGMAN 14 CROSSING 14X135CM,"$2,866.00"
50216688,CATH WINGMAN 14 CROSSING 14X150CM,"$2,866.00"
50216696,STARTER GUIDEWIRE .035 145CM 7.5MM,$101.50
50216704,CATH LITHOPLASTY ALL SIZES,"$9,913.75"
50216712,EVASC RPR A-AO NDGFT,"$2,053.35"
50216720,EVASC RPR ILIO-ILIAC NDGFT,"$2,211.30"
50216738,DLYD PLMT XTN PROSTH 1ST VSL,"$21,953.65"
50216746,DLYD PLMT XTN PROSTH EA ADDL,"$19,155.70"
50216753,CATH NEPHROSTOMY DRAIN 14FR,$360.45
50216779,EVASC RPR A-UNLIAC NDGFT,"$2,211.30"
50216787,EVAC RPR A-BIILIAC NDGFT,"$4,422.60"
50216795,PLMT XTN PROSTH EVASC RPR,"$2,211.30"
50216803,PACIFIC PLUS BALLOON 5X40,$929.95
50216811,PACIFIC PLUS BALLOON 6X40,$929.95
50216829,CATH IMPRESS HYDRO ANGLE TAPER 5F 65CM,$65.90
50216837,STOMA MEASURING DEVICE,$46.60
50216845,ONYX EMBOLIZATION LIQUID,"$11,110.60"
50216977,PLEURX CATHETER ACCESS KIT,$51.50
50216985,PLEURX LOCKABLE DRAIN LINE,$72.10
50216993,CHANGE NEPHROURETERAL CATH UNILATERAL,"$3,830.75"
50217009,CHANGE NEPHROURETERAL CATH BIL,"$6,703.80"
50217017,SHEATH 22FR PEEL AWAY,$487.65
50217215,ASEPT INSERTION KIT,"$1,640.30"
50217223,ASEPT PATIENT STARTER KIT,$939.45
50217231,"ASEPT 1,000ML DRAINAGE KIT",$353.30
50217249,ASEPT REPLACEMENT VALVE,$333.80
50217256,ASEPT DRAINAGE LINE SET,$137.00
50217298,180 ANGLED GUIDEWIRE,$259.90
50217306,180 STIFF ANGLED GUIDEWIRE,$259.90
50217314,180 STRAIGHT GUIDEWIRE,$259.90
50217322,180 STIFF STRAIGHT GUIDWIRE,$259.90
50217330,260 ANGLED GUIDEWIRE,$291.10
50217348,260 SRAIGHT GUIDEWIRE,$291.10
50217355,260 STIFF ANGLE GUIDEWIRE,$291.10
50217363,260 STIFF STRAIGHT GUIDEWIRE,$291.10
50217371,TORQUE DEVICE,$43.80
50217934,STENT COVERA STRAIGHT ALL SIZES,"$9,003.50"
50217942,STENT COVERA FLARED ALL SIZES,"$9,003.50"
50300011,MRI HEAD W/O CONTRAST,"$1,980.30"
50300029,MRI CERVICAL W/O CONTRAST,"$1,993.25"
50300037,MRI THORACIC W/O CONTRAST,"$1,994.75"
50300045,MRI LUMBAR W/O CONTRAST,"$2,006.40"
50300060,MRI ABDOMEN W/O CONTRAST,"$1,965.45"
50300078,MRI PELVIS W/ CONTRAST,"$2,111.20"
50300086,MRI LO EXT ANY JNT  W/O BIL,"$3,462.25"
50300094,MRI UP EXT ANY JNT  W/O BIL,"$3,419.65"
50300110,MRI TMJ(S),"$1,601.65"
50300177,MRI CHEST BRACHIAL PLEXUS W/O CON,$968.20
50300235,MRI CERVICAL W/ CONTRAST,"$2,357.80"
50300250,MRI THORACIC W/ CONTRAST,"$2,398.15"
50300268,MRI THORACIC W/ & W/O CONTRAST,"$2,658.45"
50300276,MRI LUMBAR W/ CONTRAST,"$2,398.15"
50300284,MRI LUMBAR W/ & W/O CONTRAST,"$2,658.45"
50300292,MRI HEAD W/CONTRAST,"$2,126.90"
50300300,MRI HEAD W/ & W/O CONTRAST,"$2,658.45"
50300383,MRI CERVICAL W/ & W/O CONT,"$2,638.55"
50300391,MRI CHEST W/O CONTRAST,"$1,354.95"
50300490,MRA PELVIS W/ & W/O CONTRAST,"$2,505.70"
50300557,MRI UP EXT ANY JOINT  W/O LT,"$1,954.05"
50300565,MRI UP EXT ANY JOINT  W/O RT,"$1,954.05"
50300573,MRI UP EXT W/O JNT  W & W/O LT,"$2,624.70"
50300581,MRI UP EXT W/O JNT  W & W/O RT,"$2,624.70"
50300631,MRI LO EXT W/O JNT W/&W/O  RT,"$2,624.70"
50300649,MRI LO EXT W/O JNT W/&W/O  LT,"$2,624.70"
50300656,MRI LO EXT ANY JOINT W/O  RT,"$1,978.45"
50300664,MRI LO EXT ANY JOINT W/O  LT,"$1,978.45"
50300722,MRI LO EXT W/O JNT W/&W/O BIL,"$4,403.55"
50300730,MRI ORBIT FACE AND/OR NECK W/O,"$2,012.50"
50300748,MRI ORBIT FACE NECK W/,"$2,260.65"
50300755,MRI ORBIT FACE NECK W & W/O,"$2,538.95"
50300763,MRA HEAD W/O CONTRAST,"$1,991.20"
50300771,MRA HEAD W/ CONTRAST,"$2,143.15"
50300789,MRA HEAD W/ & W/O CONTRAST,"$2,455.30"
50300797,MRA NECK W/O CONTRAST,"$1,972.90"
50300805,MRA NECK W/ CONTRAST,"$2,153.00"
50300813,MRA NECK W/ & W/O CONTRAST,"$2,099.95"
50300821,MRI PELVIS W/O,"$1,926.65"
50300839,MRI PELVIS W & W/O,"$2,512.45"
50300847,MRI UP EXT W/O JNT  W/O LT,"$2,034.95"
50300854,MRI UP EXT W/O JNT  W/O RT,"$2,034.95"
50300862,MRI UP EXT W/O JNT  W/ CONT LT,"$2,250.75"
50300870,MRI UP EXT W/O JNT  W/ RT,"$2,250.75"
50300888,MRI UP EXT ANY JOINT  W/ LT,"$2,085.80"
50300896,MRI UP EXT ANY JOINT  W/ RT,"$2,085.80"
50300904,MRI UP EXT ANY JNT  W & W/O LT,"$2,637.50"
50300912,MRI UP EXT ANY JNT  W & W/O RT,"$2,637.50"
50300920,MRI LO EXT W/O JNT  W/O LT,"$2,008.25"
50300938,MRI LO EXT W/O JNT  W/O RT,"$2,008.25"
50300946,MRI LO EXT W/O JNT  W/ CONT LT,"$1,962.50"
50300953,MRI LO EXT W/O JNT  W/ CONT RT,"$1,962.50"
50300961,MRI LO EXT ANY JNT  W/ CONT LT,"$2,201.40"
50300979,MRI LO EXT ANY JNT  W/ CONT RT,"$2,201.40"
50300987,MRI LO EXT ANY JNT  W & W/O LT,"$2,543.70"
50300995,MRI LO EXT ANY JNT  W & W/O RT,"$2,543.70"
50301001,MRI ABDOMEN W/ CONTRAST,"$2,206.45"
50301019,MRI ABDOMEN W & W/O,"$2,534.20"
50301027,MRI CHEST W/ CONTRAST,"$1,527.00"
50301035,MRI CHEST W/ & W/O CONTRAST,"$2,016.50"
50301043,MRI GUIDED NEEDLE PLACEMENT,"$1,550.80"
50301050,MRI UP EXT W/O JNT W/O CNT BIL,"$2,848.90"
50301068,MRI UP EXT W/O JNT W/ CNT  BIL,"$3,938.80"
50301076,MRI UP EXT ANY JNT W/ CONT BIL,"$2,920.15"
50301084,MRI UP EXT ANY JNT W & W/O BIL,"$3,692.50"
50301092,MRI LO EXT W/O JNT W/O CNT BIL,"$3,514.45"
50301100,MRI LO EXT W/O JNT  W/ CNT BIL,"$2,747.50"
50301118,MRI LO EXT ANY JNT  W/ CNT BIL,"$3,081.95"
50301126,MRI LO EXT ANY JNT W & W/O BIL,"$3,814.50"
50301175,MRA ENTIRE SPINE W OR WO,"$1,996.10"
50301183,MRA ABDOMEN W/ CONT,"$1,975.00"
50301191,MRA ABDOMEN W/O CONT,"$1,979.05"
50301209,MRA ABDOMEN W/O & W/CONT,"$2,430.30"
50301274,MRA CHEST W/ CONT,"$1,446.10"
50301282,MRA CHEST W/O CONT,"$1,462.85"
50301290,MRA CHEST W/O & W/CONT,"$1,740.50"
50301324,MRA LO EXT W/O & W/CONT  RT,"$2,426.25"
50301381,MRA LO EXT W/O & W/CONT  LT,"$2,426.25"
50301415,MRA LO EXT W/O & W/CONT  BIL,"$4,245.95"
50301522,MRA PELVIS W/CONTRAST,"$2,106.75"
50301530,MRA PELVIS W/O CONTRAST,"$2,050.65"
50301555,MRA LO EXT W BIL,"$1,994.00"
50301563,MRA LO EXT W LT,"$1,655.85"
50301571,MRA LO EXT W RT,"$1,655.85"
50301589,MRA LO EXT W/O BIL,"$2,036.40"
50301597,MRA LO EXT W/O LT,"$1,596.50"
50301605,MRA LO EXT W/O RT,"$1,596.50"
50301654,EOVIST 10 ML PER VIAL,$442.95
50301662,MRI FUNCTIONAL EXAM,"$1,478.90"
50301670,MRI UP EXT W/O JNT  W & W/O BIL,"$4,593.20"
50301696,GADAVIST 10ML,$0.00
50301704,GADAVIST 7.5ML,$0.00
50301712,GADAVIST PER ML,$41.38
50301720,MRI 3D SPIN POST PROCESS NOT INDP WKSTAT,$306.15
50301738,MRI BREAST BX W PLCMT 1ST LESION,"$2,933.15"
50301746,MRI SPECTROSCOPY,"$1,661.70"
50301753,MRI BREAST W/O AND W CONTRAST UNI,"$2,329.15"
50301761,MRI BREAST W/O AND W CONTRAST BIL,"$2,860.95"
50301779,MRI BREAST W/O CONTRAST BILATERAL,"$2,171.85"
50301795,MRA UPPER EXT W/O & W CONTRAST UNI,"$2,126.15"
50301803,MRI CARDIAC W/O CONTRAST,"$1,694.00"
50301811,MRI CARDIAC W/O & W CONTRAST,"$2,191.30"
50301837,MRI BREAST W CONTRAST UNI,"$2,317.55"
50301845,MRI BREAST W/O CONTRAST UNI,"$2,090.75"
50301852,MRI BREAST W CONTRAST BILATERAL,"$2,383.50"
50301860,MRI CHEST BRACHIAL PLEXUS W/O & W,"$1,440.90"
50301878,BRRIC MRI CREATININE,$47.50
50301886,BRRIC MRI BUN UREA NITROGEN,$42.80
50301894,MRI CREATININE,$48.45
50301902,MRI BUN UREA NITROGEN,$43.66
50301910,MR VENOGRAM PELVIS,"$2,050.65"
50301928,MRI PROSTATE BIOPSY,"$2,659.45"
50301936,PROSTATE NEEDLE GUIDE DYNATRIM,$715.35
50301944,PROSTATE FULL AUTO BX GUN 18G DYNATRIM,$858.40
50301951,MRI BREAST BX W PLCMT EA ADDTL LESION,"$1,676.10"
50301969,MRI NDL LOCALIZATION 1ST LESION,"$1,185.70"
50301977,MRI NDL LOCALIZATION EA ADDTL,$626.40
50400019,OR LUMBAR LAMINECTOMY,$279.90
50400159,OR CHOLANGIOGRAM,$392.45
50400209,OR CYSTOGRAM,$432.05
50400258,OR URETHROCYSTO,$512.55
50400555,OR AC FUSION,$279.90
50400589,OR RETROGRADE PYELOGRAM,$524.45
50400613,OR MISC PROCEDURES,$0.00
50400621,OR MISC SUPPLIES,$0.00
50400654,STAT CHARGE/15 MINUTES,$0.00
50400662,OR ERCP BILIARY DUCT,$731.45
50400670,C-ARM LESS THAN 1 HOUR STAT,$0.00
50400688,C-ARM < 1 HOUR STAT,$0.00
50400696,OR HIP UNI 1 VIEW INCLUDING PELVIS,$289.35
50400704,OR HIP UNI 2-3 VIEWS INCLUDING PELVIS,$304.90
50400712,OR HIP UNI 4 OR MORE INCLUDING PELVIS,$321.20
50400720,OR FEMUR 1 VIEW,$230.20
50600022,NM CISTERNOGRAM STDY,$652.50
50600048,NM RENAL SCAN W/O DRUGS,"$1,231.25"
50600089,NM INDIUM LABLED WBC WHLE BDY,"$1,258.25"
