Hospital Name: Earl & Lorraine Miller Children's Hospital,,
OSHPD Facility ID#: 106196168,,
,,
OSHPD Year: 06/01/17- 05/31/18,,
,,
Charge Code,Description,Price
HC83504514,TISSUE EXAM G&M LVL 4 (PNL)-ON,$149.00
HC83504522,TISSUE EXAM G&M LEVEL 5-SU,$268.00
HC83504530,SPECIAL STAIN GRP II+(PNL)-ON,$149.00
HC83504548,MORPHOMET STUDY TUMOR (PNL)-ON,$149.00
HC83504555,CELL CNT FLUID W/ODIFF(PNL)-ON,$149.00
HC83504563,HANDLING SPEC COURIER-CS,$85.00
HC83504571,MORPHOM STUDY IHC QT EA AB-PI,$28.00
HC83504605,IN-SITU HYBRID MANUAL EA-US,$150.00
HC83504720,FLOW CYT MKR TC 1ST (PNL31)-US,$18.00
HC83504738,FLOW CYT MKR TC 1ST (PNL28)-US,$18.00
HC83504746,FLOW CYT MKR TC ADD+-US,$14.00
HC83504779,IHC/IP 1ST AB STN PER SPEC(PNL X 4)-HP,$88.00
HC83504787,IHC/IP 1ST AB STN PER SPEC(PNL X 5)-HP,$70.00
HC83504795,MORPH STDY CAT ISH QNT HER2-NG,$231.00
HC83504803,MORPH STDY CAT ISH QNTCEP17-NG,$231.00
HC83504811,MORPH STDY MAN ISH QNTCEP17-NG,$201.00
HC83504829,MORPH STDY MAN ISH QNT HER2-NG,$201.00
HC83504837,IHC MLH1 QNT-NG,$59.00
HC83504845,IHC EGFR QNT-NG,$59.00
HC83504852,IHC MSH2 QNT-NG,$59.00
HC83504860,IP/IHC 1ST AB STN PER SPEC-NG,$45.00
HC83504886,CHROM ANAL' 20-25 CELLS-US,$156.00
HC83504894,IP/IHC 1ST AB STN PER SPEC-NG,$40.00
HC83504902,IP/IHC 1ST AB STN PER SPEC SEND OUT PROF-NG,$118.00
HC83504910,MORPH STUDY CAT ISH HER2-NG,$241.00
HC83504928,MORPH STUDY MAN ISH HER2-NG,$169.00
HC83504936,SPECIMEN CONVEYANCE-WD,$145.00
HC83504944,FLOW CYT MKR TC ADD+(X27)-US,$243.00
HC83505099,HPV LOW RISK BY ISH-NG,$76.00
HC83505107,HPV HIGH RISK BY ISH-NG,$76.00
HC83505156,HUMAN PAPILLOMAVIRUS HI/LO- PI,$48.00
HC83505206,PAP BETHESDA MANUAL SCREEN-PI,$31.00
HC83505214,FLOW CYT MKR TC 1ST (PNL)-PI,$43.00
HC83505222,FLOW CYT MKR TC ADD+(PNL)-PI,$21.00
HC83505248,IHC/IP AB STAIN ADDL SEP PER SPEC- PI,$28.00
HC83505255,IP/IHC AB ADDL SEP PER SPEC-NG,$45.00
HC83505263,"IF, EACH ADD'L SINGLE AB STAIN-CS",$51.00
HC83505339,CONSULTATION PATH; REF SLIDE REV-BR,$300.00
HC83505412,FLOW CYT MKR TC 1ST (PNL) -NG,$76.00
HC83505420,FLOW CYT MKR TC EACH ADD+ -NG,$13.00
HC83505461,SPECIAL STAIN GROUP I -NG,$57.00
HC83505479,SPECIAL STAIN GROUP II -NG,$50.00
HC83505487,STAIN IMMUNOHISTOCHEMICAL QUANT -NG,$100.00
HC83505495,SPECIAL STAIN GROUP II+-CS,$90.00
HC83505503,ANATOMIC CONSULT; SLIDE REV-CS,$140.00
HC83505511,IP/IHC AB STAIN ADDL SEP PER SPEC-CS,$91.00
HC83505529,IP/IHC 1ST AB STN PER SPEC-CS,$337.00
HC83505537,ANATOMIC CONSULT; COMPLEX REV-UX,$272.00
HC84200005,CULTURE CATH TIP,$244.00
HC84200013,CULTURE ANAEROBIC,$294.00
HC84200021,CULTURE BLOOD,$325.00
HC84200039,CULTURE FUNGUS OTHER SOURCE,$267.00
HC84200047,GRAM STAIN,$103.00
HC84200054,CULTURE DECUBITUS,$244.00
HC84200062,"URINE ISOLATE, PRESUMP ID, EA",$166.00
HC84200070,STREP A ANTIGN SCRN(DIRECT OBS),$114.00
HC84200088,"CULTURE, BACTERIAL-OTHR SOURCE",$255.00
HC84200096,KOH PREP,$102.00
HC84200104,CULTURE THROAT,$244.00
HC84200112,WET MOUNT,$124.00
HC84200120,CULTURE CSF,$244.00
HC84200138,PINWORM PREP,$71.00
HC84200146,CULTURE STOOL,$236.00
HC84200153,KIRBY BAUER SENSITIVITY,$155.00
HC84200161,MIC SENSITIVITY,$227.00
HC84200179,CLOSTRIDIUM DIFFICILE TOXIN,$197.00
HC84200187,CULTURE SCREEN,$244.00
HC84200195,CULTURE MRSA,$159.00
HC84200203,CULTURE VRE,$159.00
HC84200211,CULTURE MRSA & VRE,$159.00
HC84200229,CULTURE NASAL,$244.00
HC84200237,CULTURE GC,$159.00
HC84200245,WBC IN FECES,$104.00
HC84200252,SPECIAL STAIN,$134.00
HC84200260,BACTERIAL ANTIGENS EIA,$134.00
HC84200278,AEROBIC ID EA ISOLATE,$135.00
HC84200286,ANAEROBIC ID EA ISOLATE,$167.00
HC84200294,YEAST ID EA ORG,$159.00
HC84200302,CULTURE FUNGUS BLOOD,$276.00
HC84200310,CULTURE TYPE AGGLUTINATION EA,$89.00
HC84200328,MIC ANTIBIOTIC GRADIENT STRIP,$71.00
HC84200336,ENZYME DET BETA LACTAMASE,$58.00
HC84200344,CRYPTOCOCCUS AG EA CSF,$213.00
HC84200351,PARTICLE AGGLUTINATION EA AB,$176.00
HC84200369,CULTURE URINE QUANTITATIVE,$248.00
HC84200377,TISSUE PROCESS GRINDING,$97.00
HC84200385,CULTURE STOOL ADDL PATH,$150.00
HC84200393,SPUTUM EVALUATION STAIN,$85.00
HC84200401,CULT QT AEROBIC OTHER SOURCE,$239.00
HC84200419,CRYPTOCOCCUS NEOFORMANS AG,$125.00
HC84200427,INFLUENZA ANTIGEN DIRECT OPT,$117.00
HC84200435,TRICHROME STAIN CMPLX OVA/PARA,$186.00
HC84200443,LEGIONELLA AG URINE SNGL STEP,$159.00
HC84200450,STREPT PNEUMONIAE AG URINE SS,$159.00
HC84200468,OB FECAL IMM  ASSAY 1-3 CA SCR,$111.00
HC84200476,OB FECAL IMM ASSAY QUAL 1-3 DX,$158.00
HC84200484,"LACTOFERRIN/LEUK, FECAL; QUAL",$184.00
HC84200492,ENTAMOEBA HISTO AG(DISPAR),$90.00
HC84200500,CULTURE GROUP B STREPTOCOCCUS,$159.00
HC84200518,HUMAN METAPNEUMOVIRUS (HMPV),$153.00
HC84200526,E. COLI SHIGA-LIKE TOXIN ASSAY,$104.00
HC84200534,TRICHOMONAS RAPID TEST,$104.00
HC84200542,SHIGELLA TOXIN BY IMMUNOASSAY,$86.00
HC84200559,SHIGELLA TOXIN BY IMM,$86.00
HC84200567,CONCENTRATION AFB/TB/MYCOBACTERIA,$89.00
HC84200575,M: CULTURE MISC,$244.00
HC84200583,CRYPTCOCCUS AB QNT BLOOD,$193.00
HC84200591,CULTURE SPUTUM QUANT,$239.00
HC84200609,STREP PNEUMONIAE URINE AG,$179.00
HC84200617,LEGIONELLA AG URINE,$179.00
HC84200625,SPECIAL STAIN THICK,$93.00
HC84200633,CULTURE RESPIRATORY,$244.00
HC84200641,CULTURE WOUND,$220.00
HC84200658,CULTURE PERTUSSIS,$159.00
HC84200666,CULTURE FUNGUS HAIR/SKIN/NAIL,$167.00
HC84200674,MOLD ID EA ORG,$116.00
HC84200682,CULTURE MYCOPLASMA ANY SOURCE,$229.00
HC84200690,CULTURE CHLAMYDIA  ANY SOURCE,$295.00
HC84200708,CULTURE ACID FAST,$299.00
HC84200716,CULTURE MYCOBACTERIAL ID,$222.00
HC84200724,AFB ID BY PROBE,$220.00
HC84200732,ARTHROPOD ID,$75.00
HC84200740,PARASITE ID,$83.00
HC84200757,OVA/PARASITE-CONC PREP W/SMEAR,$122.00
HC84200765,SMEAR CELL TYPE,$85.00
HC84200773,AFB STAIN DIRECT,$124.00
HC84200781,VIRUS TISSUE CULT,$373.00
HC84200799,ADDITIONAL VIRUS TEST,$171.00
HC84200807,VIRAL ID (SHELL VIAL),$207.00
HC84200815,ADENOVIRUS FA ANTIGEN,$151.00
HC84200823,PERTUSSIS FA ANTIGEN,$148.00
HC84200831,CHLAMYDIA FA ANTIGEN,$188.00
HC84200849,HSV 2 FA ANTIGEN,$146.00
HC84200856,HSV 1 FA ANTIGEN,$146.00
HC84200864,INFLUENZA B FA ANTIGEN,$199.00
HC84200872,INFLUENZA A FA ANTIGEN,$199.00
HC84200880,PARAINFLUENZA EA TYPE,$150.00
HC84200898,RESPIRATORY SYNCTAL VIRUS AG,$146.00
HC84200906,VARICELLA ZOSTER FA ANTIGEN,$160.00
HC84200914,"C DIFFICILE AG, EIA",$266.00
HC84200922,GIARDIA,$118.00
HC84200930,HELICOBACTER PYLORI,$150.00
HC84200948,INFLUENZA A OR B EIA EACH,$174.00
HC84200955,RESPIRATORY SYNCTAL VIRUS EIA,$206.00
HC84200963,ROTAVIRUS ASSAY EIA/ANTIGEN,$198.00
HC84200971,TRICHROME STAIN,$324.00
HC84200989,FAT STAIN FECES QUAL,$78.00
HC84200997,"MEAT FIBERS, FECES",$62.00
HC84201003,SEMEN ANALYSIS COMPLETE,$234.00
HC84201011,SEMEN ANALYSIS POST,$145.00
HC84201029,CULTURE WHIRLPOOL,$244.00
HC84201037,H.PYLORI BREATH TST UREASE,$600.00
HC84201045,BETA STREP SCREEN(QUAL),$133.00
HC84201052,PARTICLE AGGLUTIN EA AB(PNL),$176.00
HC84201060,CRYPTOSPORIDIUM,$118.00
HC84201078,ENTAMOEBA HISTOL AG,$90.00
HC84201102,CLOTEST FOR H. PYLORI,$211.00
HC84201110,C DIFFICILE AG EIA,$124.00
HC84201144,CULTURE THROAT-SCREENING,$159.00
HC84201151,INFLUENZA H1N1 BY PCR,$212.00
HC84201169,INFLUENZA A&B BY PCR (RVP PNL),$747.00
HC84201177,GRAM STAIN (MHL),$85.00
HC84201185,C DIFFICILE TOXIN GENE PCR,$333.00
HC84201193,C DIFFICILE TOXIN,$230.00
HC84201201,CHARCOT-LEYDEN CRYSTALS,$182.00
HC84201219,INFLUENZA A BY PCR,$337.00
HC84201227,INFLUENZA B BY PCR,$337.00
HC84201284,CULTURE CRE,$159.00
HC84201292,RESP VIRUS 12-25 TRGTS(RVP PNL),"$3,640.00"
HC84201318,B. PERTUSSIS BY PCR (RVP PNL),$324.00
HC84201326,C. PNEUMONIAE BY PCR (RVP PNL),$318.00
HC84201334,M. PNEUMONIAE BY PCR (RVP PNL),$312.00
HC84201342,INFLUENZA A OR B EIA EACH (POS),$174.00
HC84201359,RESPIRATORY SYNCTAL VIRUS EIA (POS),$206.00
HC84201367,CULTURE CARBAPENEM RESIST ENTER,$159.00
HC84201375,CULTURE BLOOD TRANS REACT-MHL,$125.00
HC84201383,CULTURE CIPROFLOXACIN RESIST SCRN,$159.00
HC84201391,M TUBERCULOSIS DNA AMP PROBE,$272.00
HC84201409,IADNA-DNA/RNA PROBE TQ 12-25 GI PCR,"$2,312.00"
HC84201417,CULT DNA/RNA AMP PCR GRAM NEG ISO,$275.00
HC84201425,CULT DNA/RNA AMP PCR GRAM POS ISO,$275.00
HC84201433,CULT DNA/RNA AMP PCR YEAST ISO,$275.00
HC84201441,CULT DNA/RNA AMP PCR RESISTANT GENE,$275.00
HC84201458,DNA/RNA CMV PCR(PNL),$273.00
HC84201466,DNA/RNA HERPES SIMPLEX I PCR(PNL),$258.00
HC84201474,DNA/RNA HERPES SIMPLEX II PCR(PNL),$258.00
HC84201482,DNA/RNA HERPES VIRUS-6 PCR(PNL),$258.00
HC84201490,DNA/RNA S PNEUMONIAE GROUP B PCR(PNL),$265.00
HC84201508,DNA/RNA E COLI K1 PCR(PNL),$265.00
HC84201516,DNA/RNA INFLUENZAE H PCR(PNL),$265.00
HC84201524,DNA/RNA L MONOCYTOGENES PCR(PNL),$265.00
HC84201532,DNA/RNA N MENINGITIDIS PCR(PNL),$265.00
HC84201540,DNA/RNA S AGALACTIAE PCR(PNL),$265.00
HC84201557,DNA/RNA ENTEROVIRUS PCR(PNL),$265.00
HC84201565,DNA/RNA HUMAN PARECHOVIRUS PCR(PNL),$265.00
HC84201573,DNA/RNA VARICELLA ZOSTER PCR(PNL),$265.00
HC84201581,DNA/RNA C NEOFORMANS/GATTII PCR(PNL),$265.00
HC84600006,CYTOLOGY FLD/BRSH/WASH-DIST SV,$204.00
HC84600014,CYTOLOGY FLUID/BRUSH/WASH,$204.00
HC84600022,CYTOLOGY FILTER ONLY,$174.00
HC84600048,CYTOLOGY CONCENTRATE TECHNIQUE,$270.00
HC84600055,CYTOPATH SELECT CELL ENHANCE,$478.00
HC84600063,PAP SMEAR SCREEN (MCR),$47.00
HC84600071,PAP SMEAR PATH INTERP+,$136.00
HC84600089,PAP THIN LAYER PREP MANL SCRN,$173.00
HC84600097,PAP THIN LAYER PREP MAN&RE SCN,$180.00
HC84600105,PAP SLIDES MANUAL SCREEN,$101.00
HC84600113,PAP SLIDES MAN& RE-SCREEN,$101.00
HC84600121,PAP DEFIN HORMONAL EVAL+,$61.00
HC84600139,PAP BETHESDA MANUAL SCREEN,$98.00
HC84600147,PAP BETHESDA MAN & RE-SCREEN,$98.00
HC84600154,CYTOLOGY SMEAR NON GYN S&I,$253.00
HC84600162,CYTOLOGY PREP NON GYN S&I,$247.00
HC84600170,CYTOLOGY EXTENDED STUDY>5SLIDE,$204.00
HC84600188,CYTP DX EVAL FNA 1ST EVAL EA SITE,$307.00
HC84600196,FNA INTERPRETATION/REPORT,$401.00
HC84600204,CYTO SMEAR NON GYN S&I-DIS SVC,$253.00
HC84600212,CYTO PREP NON GYN S&I-DIST SVC,$247.00
HC84600220,CYTP DX EVAL FNA EA ADDL SAME SITE,$223.00
HC84600238,FNA INTERPR/REPORT-DIST SVC,$401.00
HC84600253,CELL BLOCK (TISSUE EXAM LVL 4),$503.00
HC84600261,CELL BLOCK (TISSUE EX)DIST SVC,$503.00
HC84600287,MORPH STDY IHC QT MANUAL PER SPEC EA AB,$524.00
HC84600295,CYTO FLUID/BRUSH/WASH DIST SRV,$204.00
HC84600303,CYTO CONC TECHNIQUE DIST SRV,$255.00
HC84600311,MORPH STDY IHC/HER-2/NEU PER SPEC EA AB,$524.00
HC84600329,MORPH STDY IHC/ESTROG RCPTR PER SPEC EA AB,$524.00
HC84600337,MORPH STDY IHC/PROG RCPTR PER SPEC EA AB,$524.00
HC84600345,CYTO SEL CELL ENHANCE DIST SRV,$478.00
HC84600485,COPPER STAIN/GRP II+,$324.00
HC84600493,COLLOIDAL IRON STAIN/GRP II+,$324.00
HC84600527,CYTOLOGY FLUID/BRUSH/WASH *OP,$204.00
HC84600535,CYTOLOGY CONC TECHNIQUE *OP,$270.00
HC84600543,CYTOPATH SELECT CELL ENHANC*OP,$478.00
HC84600550,FNA INTERPRETATION/REPORT *OP,$200.00
HC84600568,EXM/SELEC ARCHVL TISS MOL ANAL,$208.00
HC84600576,PAP THIN LAYER  MNL SCRN DX,$173.00
HC88600002,ARTERIAL PUNCTURE,$229.00
HC88600010,CAPILLARY/HEEL/FINGER STICK,$40.00
HC88600028,NEWBORN SCREEN DRAW FEE (GE),$6.00
HC88600044,VENIPUNCTURE ROUTINE (BY UNIT),$41.00
HC88600051,VENIPUNCTURE BY PHYSICIAN OR QHC <3YRS,$42.00
HC88600069,VENIPUNCTURE CUTDOWN <1,$375.00
HC88600077,VENIPUNCTURE ROUTINE,$41.00
HC88600093,HANDLING AND/OR SHIPPING,$65.00
HC88600101,NBS HANDLE COLLECTION CARD-GE,$1.00
HC88600200,AP TRANSPORT CHARGE,$54.00
HC88600226,SPECIAL COURIER       85,$85.00
HC88600234,SPECIAL COURIER       25,$25.00
HC88600242,SPECIAL COURIER       40,$40.00
HC88600267,SPECIAL COURIER       30,$30.00
HC88600275,SPECIAL COURIER      110,$110.00
HC88600291,VENIPUNCTURE ROUTINE AFP PROGRAM,$6.00
HC88600309,VENIPUNCTURE ROUTINE SPECIAL CLIENT,$25.00
HC88600317,HANDLING & SHIPPING-BD,$60.00
HC88600325,FBI COLLECTION SPECIMEN URINE,$50.00
HC89000004,BLOOD TYPE SERO; ABO FRANCSLLA AGLTNS-AU,$95.00
HC89000012,ENDOMYSIAL FA AB SCRN-QD,$24.00
HC89000020,GLIADIN IGA AND IGG ABS-QD,$42.00
HC89000038,HLA TYPING-U2,$225.00
HC89000046,EBV CAPSID AG AB (PNL)-FT,$70.00
HC89000061,TOXOPLASMA AB IGG(PNL)-AU,$11.80
HC89000095,JO 1 ENA AB-QD,$14.00
HC89000103,HERPES 2 IGM AB (PNL)-FT,$70.00
HC89000111,ADENOVIRUS AB (PNL)-FT,$70.00
HC89000129,EBV NUCLEAR AG AB (PNL)-FT,$70.00
HC89000137,PSA TOTAL-QD,$52.00
HC89000145,TESTOSTERONE FREE-QD,$25.00
HC89000152,PSA FREE-QD,$14.00
HC89000160,HERPES 1&2 IGM AB (PNL)-FT,$70.00
HC89000178,HERPES 1 IGM AB (PNL)-FT,$70.00
HC89000186,CULTURE AFB DIR STAIN(PNL)-FT,$13.00
HC89000202,INFLUENZA B SEROLOGY-QD,$34.00
HC89000210,ADENOVIRUS AB-QD,$16.00
HC89000228,HERPES IGM SCREEN-QD,$20.00
HC89000236,INFLUENZA A SEROLOGY-QD,$23.00
HC89000244,MUMPS AB-QD,$11.00
HC89000251,CONCENTRATION INF AGTS(PNL)-FT,$15.00
HC89000269,HERPES SIMPLEX I AB-QD,$22.00
HC89000285,ANAEROBIC ID PRESUM(PNL)-FT,$39.00
HC89000301,ANAEROBIC SUSC(PNL)-FT,$39.00
HC89000350,CALCIUM IONIZED-QD,$130.00
HC89000368,T-3 REVERSE-QD,$19.00
HC89000376,DHEA-QD,$13.00
HC89000384,DHEA SULFATE-QD,$12.00
HC89000392,HUMAN GROWTH HORMONE-QD,$10.00
HC89000400,UA QUAL/SEMI QUAN MELANIN-AU,$9.00
HC89000434,C1Q COMPLEMENT-QD,$17.00
HC89000442,IMMUNE COMPLEXES RAJI CELL-QD,$29.00
HC89000459,HISTONE REACTIVE ANA-SL,$23.00
HC89000467,TEICHOIC ACID AB (ID)-QD,$24.00
HC89000475,TULAREMIA AB-QD,$15.00
HC89000483,Q FEVER AB-QD,$13.00
HC89000491,LEGIONELLA AG DFA-U2,$16.00
HC89000509,"F-ACTIN (SM) AB, IGG, RFLX-AU",$8.00
HC89000517,SPERM ANTIBODIES-AU,$48.25
HC89000525,COXSACKIE A AB-SL,$28.00
HC89000533,COXSACKIE B AB (PNL)-SL,$101.00
HC89000541,EPSTEIN BARR VIR DNA PCR-AU,$92.00
HC89000558,DENGUE FEVER AB-SL,$73.00
HC89000566,ANTI-HISTONE AB-AU,$13.60
HC89000574,ANTI-DNASE B-AU,$7.00
HC89000590,SOMATOMEDIN-QD,$27.00
HC89000608,IMMUNOGLOB G INDEX(PNL)-AU,$6.00
HC89000616,ALKALINE PHOS ISOENZYMES-QD,$41.00
HC89000624,COCCIDIOIDES AB-QD,$11.00
HC89000632,LEGIONNELLA SCREEN-QD,$21.00
HC89000657,PROTOZOA AB OTHER-QD,$20.00
HC89000665,COPPER-QD,$23.00
HC89000681,DIGITOXIN-QD,$60.00
HC89000699,"BETA-GLUCURONIDASE, CSF-AU",$164.00
HC89000707,HISTOPLASMA AB-QD,$17.00
HC89000715,CHLORPROPAMIDE-AU,$84.00
HC89000731,MYCOPLASMA PNEUMONIAE AB-QD,$27.00
HC89000749,HEMOGLOBIN PLASMA-QD,$14.00
HC89000756,PYRUVATE-QD,$9.00
HC89000764,SEROTONIN-QD,$17.00
HC89000772,CIMETIDINE/TAGAMET-AU,$100.00
HC89000780,DYPHYLLINE-AU,$94.00
HC89000798,PORPHYRINS FRACT URINE-QD,$75.00
HC89000806,OXALATE URINE-QD,$14.00
HC89000830,ANTI CENTROMERE-QD,$18.00
HC89000848,ANGIOTENSIN CONVERT ENZYME-QD,$144.00
HC89000863,ACTH-QD,$89.00
HC89000871,ENCAINIDE-AU,$422.00
HC89000889,PARATHYROID HORMONE TERM-QD,$181.00
HC89000905,ALDOSTERONE URINE-QD,$38.00
HC89000921,CATECHOLAMINES TOTAL-QD,$108.00
HC89000939,OLIGOCLONAL BANDS (CSF)-SL,$22.00
HC89000970,CULTURE BORD PERTUSSIS(PNL)-U2,$35.00
HC89001028,RAST-INDIVIDUAL-QD,$9.00
HC89001036,ZINC-QD,$11.00
HC89001044,TOXOPLASMA AB IGM(PNL)-AU,$11.00
HC89001069,CARBOXYHEMOGLOBIN-QD,$8.00
HC89001077,AMINO ACID SCREEN-QD,$68.00
HC89001085,FLUOROCYTOSINE-QD,$60.00
HC89001127,VISCOSITY-QD,$12.00
HC89001135,ASPERGILLUS AB-QD,$17.00
HC89001143,TOXOPLASMA AB IGG(PNL)-AU,$11.00
HC89001150,C-1 ESTERASE INHIBITOR-QD,$49.00
HC89001184,INDERAL-QD,$60.00
HC89001200,LIPOPROTEIN-ASSOC PHS(PLAC)-AU,$125.00
HC89001218,CALCITONIN-QD,$21.00
HC89001226,C-PEPTIDE-QD,$37.00
HC89001259,THYROXINE BIND GLOBULIN-QD,$30.00
HC89001275,IODINE-QD,$60.00
HC89001291,DIHYDROXYVITAMIN D 1-25-QD,$35.00
HC89001309,BLASTOMYCES AB-QD,$17.00
HC89001325,ANTI-DNASE B-QD,$15.00
HC89001333,LOXAPINE & METABOLITE-AU,$222.00
HC89001341,METHAQUALONE DEF 1-7CLS-AU,$148.00
HC89001366,DARVON-QD,$60.00
HC89001382,ACETYLCHOLINE RECEPTOR AB-QD,$61.00
HC89001390,STRIATED MUSCLE FA AB SCRN-QD,$29.00
HC89001408,CITRIC ACID-QD,$10.00
HC89001416,TRICHINELLA AB-QD,$17.00
HC89001432,METHOCARBAMOL-AU,$98.00
HC89001457,METHYPRYLON-AU,$95.00
HC89001473,ECHOVIRUS AB-QD,$15.00
HC89001481,CRYPTOCOCCUS AG-QD,$18.00
HC89001499,CRYPTOCOCCUS AB-QD,$18.00
HC89001507,LEPTOSPIRA AB-QD,$16.00
HC89001515,PARAINFLUENZA AB-QD,$19.00
HC89001523,POLIOVIRUS-QD,$13.00
HC89001572,MYOCARDIAL FA AB SCRN-QD,$24.00
HC89001580,RETICULIN FA AB SCRN-QD,$23.00
HC89001598,ROTAVIRUS AG-QD,$15.00
HC89001622,VITAMIN B1 THIAMINE-QD,$25.00
HC89001630,ANTI-HISTONE AB-QD,$18.00
HC89001648,PHENSUXIMIDE-AU,$112.00
HC89001671,YERSINIA AB-QD,$14.00
HC89001739,SPERM AB (PNL)-AU,$33.00
HC89001762,THIOTHIXENE-QD,$60.00
HC89001796,INSULIN AB-QD,$13.00
HC89001846,FOLATE RBC-QD,$7.00
HC89001853,AMIODARONE-QD,$60.00
HC89001861,CODEINE URINE-QD,$60.00
HC89001887,SULFONAMIDES-QD,$60.00
HC89001895,NITROGEN TOTAL URINE-QD,$5.00
HC89001911,TOCAINIDE-QD,$60.00
HC89001937,PARIETAL FA AB SCRN-QD,$22.00
HC89001986,AMYLASE ISOENZYME-QD,$5.00
HC89002000,DESIPRAMINE; 1-2-AU,$16.50
HC89002018,VASOACTIVE INTEST PEPTIDE-QD,$25.00
HC89002026,METANEPHRINE-QD,$17.00
HC89002034,CYCLOSPORINE-U2,$45.00
HC89002042,METHOTREXATE-QD,$60.00
HC89002059,ARSENIC-QD,$63.00
HC89002075,PLATELET ASSOCIATED IGG-QD,$68.00
HC89002125,CANDIDA AB-QD,$13.00
HC89002133,EPIDERMAL FA AB SCRN-QD,$23.00
HC89002141,ERYTHROPOIETIN-QD,$25.00
HC89002166,ETHYLENE GLYCOL-QD,$14.00
HC89002182,LEAD-QD,$38.00
HC89002190,GLOMERULAR BASEMENT MEMB AB-QD,$49.00
HC89002232,MEXILETINE-QD,$60.00
HC89002257,LYME DISEASE AB-QD,$18.00
HC89002265,CHLAMYDIA AB IGM-QD,$19.00
HC89002281,C2 COMPLEMENT-QD,$16.00
HC89002307,HEPATITIS DELTA AB-QD,$21.00
HC89002356,PLATELET ANTIBODIES-QD,$140.00
HC89002364,INTRINSIC FACTOR AB-QD,$22.00
HC89002372,IMMUNOGLOBULIN D-QD,$6.00
HC89002380,CPK ISO-QD,$51.00
HC89002406,BETA-HCG QUANT-QD,$96.00
HC89002505,HEPARIN-INDUCED PLATELET AB-QD,$88.00
HC89002539,LEAD URINE-QD,$38.00
HC89002547,MYOGLOBIN URINE-QD,$16.00
HC89002554,LEGIONELLA AG URINE-QD,$22.00
HC89002570,ANTI-DNA ANTIBODIES (DS)-QD,$27.00
HC89002588,TOPIRAMATE-QD,$38.00
HC89002596,CAFFEINE-U2,$26.00
HC89002612,ANA TITER-QD,$12.00
HC89002646,PHOSPHATIDYL GLYCEROL-U2,$46.00
HC89002661,PARVOVIRUS AB-QD,$16.00
HC89002679,RUBELLA IGM AB-QD,$17.00
HC89002687,WEST NILE VIR AB(SERM)ELISA-AU,$17.00
HC89002695,HANTAVIRUS AB ELISA-AU,$48.00
HC89002760,ALLERGEN(PNL 2)-AU,$5.00
HC89002794,GABAPENTIN (SERUM)-QD,$60.00
HC89002802,HU FA AB SCRN-QD,$16.00
HC89002810,YO FA AB SCRN-QD,$16.00
HC89002828,DISOPYRAMIDE-QD,$60.00
HC89002836,ARSENIC URINE-QD,$63.00
HC89002869,ANTI NEUT CYTOPLASMIC AB-QD,$66.00
HC89002885,AMIKACIN SUBSEQUENT-QD,$71.00
HC89002893,COCCIDIOIDES AB CSF-QD,$22.00
HC89002901,ANA FLUID-QD,$321.00
HC89002919,RHEUMATOID FACTOR-SL,$8.00
HC89002927,ANTI-MAG-QD,$49.00
HC89002943,CIMETIDINE/TAGAMET-QD,$60.00
HC89002950,SMOOTH MUSCLE FA AB SCRN-QD,$27.00
HC89002968,MITOCHONDRIAL FA AB SCRN-QD,$27.00
HC89002976,IGG SUBCLASS-QD,$70.00
HC89002984,5-HIAA 24HR URINE-QD,$8.00
HC89002992,VMA URINE-QD,$18.00
HC89003008,CATECHOLAMINES TOTAL URINE-QD,$14.00
HC89003016,LDH ISOENZYMES-QD,$10.00
HC89003032,PROPAFENONE-QD,$60.00
HC89003081,PRIMIDONE-U2,$35.00
HC89003099,HEAVY METAL(S) QUALITATIVE-QD,$37.00
HC89003107,THYROGLOBULIN AB-QD,$19.00
HC89003115,ANTI MICROSOMAL THYROID-QD,$26.00
HC89003123,C3 COMPLEMENT-QD,$16.00
HC89003131,C4 COMPLEMENT-QD,$16.00
HC89003149,CA 15-3-QD,$10.00
HC89003164,CERULOPLASMIN-QD,$19.00
HC89003172,CMV AB IGG-QD,$13.00
HC89003180,GASTRIN-QD,$12.00
HC89003198,HGB ELECTROPHERESIS-QD,$19.00
HC89003206,IMMUNO ELECT-QD,$15.00
HC89003214,IMMUNO ELECT URINE-QD,$21.00
HC89003222,PROTEIN ELECT FRACT&QT-QD,$13.00
HC89003230,PROTEIN ELECT FRACT&QT UR-QD,$13.00
HC89003248,RUBELLA AB-QD,$13.00
HC89003255,TESTOSTERONE TOTAL-QD,$7.00
HC89003263,VDRL CSF-QD,$11.00
HC89003271,CORTISOL FREE URINE-QD,$292.00
HC89003289,IMMUNO ELECT CSF-QD,$19.00
HC89003297,PROTEIN ELECT FRACT&QT CSF-QD,$13.00
HC89003305,TRANSFERRIN-QD,$9.00
HC89003313,HEPATITIS BE AG-QD,$18.00
HC89003321,HEPATITIS BE AB-QD,$18.00
HC89003339,MERCURY-QD,$15.00
HC89003347,SCL 70 ENA AB-QD,$16.00
HC89003354,ENCEPHALITIS CALIF AB-QD,$24.00
HC89003362,ENCEPHALITIS EASTERN AB-QD,$26.00
HC89003370,ENCEPHALITIS ST LOUIS AB-QD,$27.00
HC89003388,ENCEPHALITIS WESTERN AB-QD,$26.00
HC89003446,EBV AB TO EARLY AG-QD,$21.00
