Saint Louise Regional Hospital #106434138,,,,,
SLRH Dept#,Charge Number,Description, 06/01/18 Default Price , 06/01/18 Outpatient Price , 06/01/18 ER price 
77100,9400565,SILDENAFIL 20MG TAB, $131.00 , $131.00 , $131.00 
70832,5502158,SILVER NITRATE APPLS STKS, $1.00 , $1.00 , $1.00 
77100,9443078,SILVER NITRATE STICK EACH, $13.00 , $13.00 , $13.00 
70832,5502620,SILVER SULFADIAZINE 1% CR 20G, $13.00 , $13.00 , $13.00 
77100,9457516,SILVER SULFADIAZINE 1% CR 20G, $39.00 , $39.00 , $39.00 
77100,9443094,SILVER SULFADIAZINE 1% CR 50G, $112.00 , $112.00 , $112.00 
76302,0304287,SIMETHICONE 66.7MG/ML 30ML, $19.00 , $19.00 , $19.00 
77100,9443102,SIMETHICONE 66.7MG/ML 30ML, $50.00 , $50.00 , $50.00 
77100,9443110,SIMETHICONE 80MG CHEWABLE TAB, $12.00 , $12.00 , $12.00 
70805,5400007,SIMP RPR S/N/AX/GEN/TRNK 2.6-7.5CM," $1,088.00 "," $1,088.00 "," $1,088.00 "
70105,1200211,SIMPLE PROCEDURE(S)-ER, $499.00 , $499.00 , $499.00 
70805,5400080,SIMPLE REPAIR S/N/AX/GEN/TRUNK 2.5, $837.00 , $837.00 , $837.00 
77100,9443128,SIMVASTATIN 10MG TABLET, $30.00 , $30.00 , $30.00 
77100,9443136,SIMVASTATIN 20MG TABLET, $45.00 , $45.00 , $45.00 
77100,9418468,SINEMET 10-100MG TABLET, $19.00 , $19.00 , $19.00 
77100,9418476,SINEMET 25-100MG CR TABLET, $17.00 , $17.00 , $17.00 
77100,9418484,SINEMET 25-100MG TABLET, $17.00 , $17.00 , $17.00 
77100,9418492,SINEMET 25-250MG TABLET, $22.00 , $22.00 , $22.00 
77100,9418500,SINEMET 50-200MG CR TABLET, $23.00 , $23.00 , $23.00 
77100,9443185,SITAGLIPTIN 100MG TABLET, $73.00 , $73.00 , $73.00 
77100,9443193,SITAGLIPTIN 25MG TABLET, $73.00 , $73.00 , $73.00 
77100,9443201,SITAGLIPTIN 50MG TABLET, $73.00 , $73.00 , $73.00 
74700,0410431,SITZ BATH DISPOSABLE, $54.00 , $54.00 , $54.00 
74202,1816065,SIZER: ORTHO IMPLANT (51-100), $272.00 , $272.00 , $272.00 
77100,9443292,SKIN EMOLLIENT CREAM 480G, $94.00 , $94.00 , $94.00 
77100,9443276,SKIN EMOLLIENT OINTMENT 454G, $85.00 , $85.00 , $85.00 
77100,9443318,SKIN EMOLLIENT OINTMENT 50G, $39.00 , $39.00 , $39.00 
74700,0420117,SLEEVE SCD (11-50), $263.00 , $263.00 , $263.00 
74202,1823012,"SLEEVE, SHOULDER TRACTION ROTA", $280.00 , $280.00 , $280.00 
74700,0410530,SLING ARM (11-50), $263.00 , $263.00 , $50.00 
74202,1815950,SLING ARM ECONOMY, $12.00 , $12.00 , $12.00 
70102,1201524,SLIT CATHETER SET (101-150), $451.00 , $451.00 , $451.00 
75008,0111377,SMEAR PRIMARY COMP SPECIAL STN [AP, $14.96 , $14.96 , $14.96 
75008,0104315,SMEAR PRIMARY FLUORO/ACID STAIN [AP, $4.87 , $4.87 , $4.87 
75000,0100776,SMEAR PRIMARY GRAM/GIEMSA STAIN, $188.00 , $188.00 , $188.00 
75000,0111674,SMEAR PRIMARY GRAM/GIEMSA STAIN, $188.00 , $188.00 , $188.00 
75000,0100834,SMEAR PRIMARY SPECIAL STAIN/PARASTE, $244.00 , $244.00 , $244.00 
75000,0100859,SMEAR WET MOUNT INFECTIOUS AGENT, $231.00 , $231.00 , $231.00 
70105,1201698,SMOK/TOB CESS COUN INTMD >3-10 MIN, $99.00 , $99.00 , $99.00 
70105,1201714,SMOK/TOB CESS COUN INTMD >3-10 MIN, $99.00 , $99.00 , $99.00 
70105,1201706,SMOK/TOB CESS COUN INTSV >10 MIN, $110.00 , $110.00 , $110.00 
70105,1201722,SMOK/TOB CESS COUN INTSV >10 MIN, $110.00 , $110.00 , $110.00 
77200,2901486,SMOK/TOB CESS COUN INTSV >10 MIN, $110.00 , $110.00 , $110.00 
74202,1813773,SMOKE EVACUATOR DEV (11-50), $263.00 , $263.00 , $263.00 
74202,1807056,SNARE (11-50), $263.00 , $263.00 , $263.00 
74202,1823947,SNARE 25 GA ISNARE NDL HEX ESCP STR, $375.00 , $375.00 , $375.00 
74202,1819630,SNARE COOK DUCKBILL, $122.00 , $122.00 , $122.00 
74202,1823913,SNARE POLY LOOP DEVICE, $254.00 , $254.00 , $254.00 
77100,9440942,SOD BICARB 8.4% 10ML INJ SYR, $58.00 , $58.00 , $58.00 
77100,9448408,SOD BICARB 8.4% 50ML INJ SYR, $80.00 , $80.00 , $80.00 
77100,9440959,SOD BICARB 8.4% 50ML INJ VIAL, $26.00 , $26.00 , $26.00 
70832,5502182,SOD CHLORIDE 0.9% INH 3ML UD, $1.00 , $1.00 , $1.00 
77100,9440033,SOD FERRIC GLUC 62.5MG/5ML INJ, $286.00 , $286.00 , $286.00 
77100,9440892,SODIUM ACETATE 40MEQ/20ML INJ, $36.00 , $36.00 , $36.00 
76302,0304659,SODIUM BICARBONATE 50ML INJ, $59.00 , $59.00 , $59.00 
77100,9445032,SODIUM BICARBONATE 650MG TAB, $11.00 , $11.00 , $11.00 
77100,9443383,SODIUM CHLORIDE 1G TABLET, $11.00 , $11.00 , $11.00 
77100,9455023,SODIUM CHLORIDE 7% INHALATION SOLN, $17.00 , $17.00 , $17.00 
77100,9441312,SODIUM PHOS 15MM/5ML INJ, $109.00 , $109.00 , $109.00 
77100,9441304,SODIUM PHOS 45MM/15ML INJ, $28.00 , $28.00 , $28.00 
75000,0102269,SODIUM SERUM PLASMA OR WHOLE BLOOD, $368.00 , $368.00 , $368.00 
74202,1805530,SOF-ROLL, $25.00 , $25.00 , $25.00 
77100,9403387,SOLU-CORTEF 100MG INJ, $60.00 , $60.00 , $60.00 
77100,9403395,SOLU-CORTEF 250MG INJ, $79.00 , $79.00 , $79.00 
74202,1805522,SOLUTION ANTI FOG FRED, $23.00 , $23.00 , $23.00 
74700,0417196,SOLUTION GLYCINE IRRIG 1.5% 3000ML, $28.00 , $28.00 , $28.00 
77100,9443607,SOTALOL 80MG TABLET, $29.00 , $29.00 , $29.00 
74202,1806942,SPEARS WECK-CEL SURGICAL, $119.00 , $119.00 , $119.00 
75200,0500447,SPECIAL STAIN GROUP 1 W/I & R MICRO, $248.00 , $248.00 , $248.00 
75000,0117788,SPECIAL STAIN GROUP 2 W/I & R MICRO, $222.00 , $222.00 , $222.00 
75200,0500454,SPECIAL STAIN GROUP 2 W/I & R MICRO, $222.00 , $222.00 , $222.00 
75008,0118786,SPECIAL STAIN GRP 1 W/I & R MIC [NG, $50.00 , $50.00 , $50.00 
75008,0118091,SPECIAL STN GRP 2 W/I & R MIC [NG, $44.00 , $44.00 , $44.00 
74202,1810514,SPECIMEN TRAP (11-50), $263.00 , $263.00 , $263.00 
74202,1818467,SPECULUM GYNOVA, $45.00 , $45.00 , $45.00 
74700,0410712,SPECULUM VAGINAL MEDIUM DISP, $91.00 , $91.00 , $91.00 
77800,3602067,SPEECH THERAPY (105), $827.00 , $827.00 , $827.00 
77800,3600244,SPEECH THERAPY (30), $593.00 , $593.00 , $593.00 
77800,3600251,SPEECH THERAPY (45), $696.00 , $696.00 , $696.00 
77800,3600269,SPEECH THERAPY (60), $735.00 , $735.00 , $735.00 
77800,3600277,SPEECH THERAPY (75), $792.00 , $792.00 , $792.00 
77800,3600285,SPEECH THERAPY (90), $797.00 , $797.00 , $797.00 
74202,1815737,SPHINCTERTOME NEEDLE KNIFE, $602.00 , $602.00 , $602.00 
74202,1820208,SPIDER BAR, $297.00 , $297.00 , $297.00 
76300,0303990,SPINAL PUNCTURE LUMBAR DIAGNOSTIC," $1,256.00 "," $1,256.00 "," $1,256.00 "
77200,2900835,SPIROMETRY PULMONARY SCREENING, $651.00 , $651.00 , $651.00 
77200,2900850,SPIROMETRY/PFT PRE & POST BRONCH," $1,133.00 "," $1,133.00 "," $1,133.00 "
77100,9443631,SPIRONOLACTONE  50MG TABLET, $17.00 , $17.00 , $17.00 
77100,9443623,SPIRONOLACTONE 25MG TABLET, $13.00 , $13.00 , $13.00 
74700,0420133,SPLINT ANKLE STIRRUP, $140.00 , $140.00 , $140.00 
74700,0410936,SPLINT FINGER ALUM, $146.00 , $146.00 , $65.00 
74202,1815745,SPLINT NASAL THERMASPLINT, $70.00 , $70.00 , $70.00 
74700,0418954,"SPLINT ORTHO-GLASS 2""X15' (ft)", $129.00 , $129.00 , $38.00 
74700,0418962,"SPLINT ORTHO-GLASS 3""X15' (ft)", $178.00 , $178.00 , $64.00 
74700,0418970,"SPLINT ORTHO-GLASS 4""X15' (ft)", $213.00 , $213.00 , $76.00 
74700,0418988,"SPLINT ORTHO-GLASS 5""X15' (ft)", $267.00 , $267.00 , $95.00 
74700,0410787,SPLINT ORTHOGLASS PER FOOT, $21.00 , $21.00 , $5.00 
74202,1807668,SPLINT ORTHOGLASS PER FOOT, $21.00 , $21.00 , $21.00 
74700,0411181,SPLINT THUMB, $145.00 , $145.00 , $64.50 
74700,0411223,SPLINT THUMB RADIAL SPICA, $108.00 , $108.00 , $40.00 
74700,0412411,SPLINT WRIST/FOREARM (11-50), $263.00 , $263.00 , $50.00 
70105,1202225,SPMTRY W/VC EXP FLOW W/WO MX VOL, $651.00 , $651.00 , $651.00 
74202,1806488,SPONGE COTTONOID SURG PATTIES, $48.00 , $48.00 , $48.00 
74202,1806462,SPONGE PEANUT DISSECTOR, $16.00 , $16.00 , $16.00 
74202,1815752,STAPLER CURVED CUTTER CONTOUR," $1,152.00 "," $1,152.00 "," $1,152.00 "
74202,1816388,STAPLER DEVICE (101-150), $451.00 , $451.00 , $451.00 
74202,1816362,STAPLER DEVICE (11-50), $263.00 , $263.00 , $263.00 
74202,1816396,STAPLER DEVICE (151-200), $631.00 , $631.00 , $631.00 
74202,1816404,STAPLER DEVICE (201-250), $810.00 , $810.00 , $810.00 
74202,1816412,STAPLER DEVICE (251-500)," $1,347.00 "," $1,347.00 "," $1,347.00 "
74202,1816370,STAPLER DEVICE (51-100), $272.00 , $272.00 , $272.00 
74202,1823533,STAPLER DEVICE (751-1000)," $3,139.00 "," $3,139.00 "," $3,139.00 "
74202,1815778,STAPLER ENDO GIA, $971.00 , $971.00 , $971.00 
74202,1821974,STAPLER ENDO GIA 45 ATS45, $632.00 , $632.00 , $632.00 
74202,1822717,STAPLER ENDO LOAD GIA (251-500," $1,347.00 "," $1,347.00 "," $1,347.00 "
74202,1815786,STAPLER GIA TL C75, $495.00 , $495.00 , $495.00 
74202,1815794,STAPLER LINEAR RELOADABLE, $320.00 , $320.00 , $320.00 
74202,1810084,STAPLER POWERED LDS 15W, $886.00 , $886.00 , $886.00 
74202,1807932,STAPLER PPH," $3,595.00 "," $3,595.00 "," $3,595.00 "
74202,1818418,STAPLER PURSESTRING, $366.00 , $366.00 , $366.00 
74202,1820190,STAPLER RELOAD CONTOUR, $625.00 , $625.00 , $625.00 
74202,1819259,STAPLER RELOAD ENDO, $503.00 , $503.00 , $503.00 
74202,1807353,STAPLER SKIN, $158.00 , $158.00 , $158.00 
74700,0412635,STAPLER SKIN 35, $26.00 , $26.00 , $6.50 
74700,0415844,STAPLER SKIN PRECISE DS-5, $19.00 , $19.00 , $4.25 
74700,0400085,STATLOCK FOLEY F0L0102, $21.00 , $21.00 , $5.94 
74700,0400077,STATLOCK IV CATHETER6 2N9221K, $33.00 , $33.00 , $10.36 
74202,1807064,STAYS FOR RETRACTOR (11-50), $263.00 , $263.00 , $263.00 
74202,1804111,STENT COAT/CVD W/DEL SYS (2-2.5K)," $8,067.00 "," $8,067.00 "," $8,067.00 "
74202,1809631,STENT NON-COR TEM W/O DEL (201-250), $810.00 , $810.00 , $810.00 
74202,1809615,STENT NON-COR TEMP (101-150), $451.00 , $451.00 , $451.00 
74202,1825397,STENT NON-COR TEMP W/DEL (501-750)," $2,243.00 "," $2,243.00 "," $2,243.00 "
74202,1809623,STENT URETERAL, $363.00 , $363.00 , $363.00 
74002,1300201,STERILE SPEC EXAM, $312.00 , $312.00 , $312.00 
77100,9432543,STERILE WATER INJECTION 1000ML, $83.00 , $83.00 , $83.00 
77100,9432535,STERILE WATER INJECTION 100ML, $52.00 , $52.00 , $52.00 
77100,9432527,STERILE WATER INJECTION 10ML, $36.00 , $36.00 , $36.00 
77100,9432600,STERILE WATER INJECTION 500ML, $48.00 , $48.00 , $48.00 
77100,9432592,STERILE WATER INJECTION 50ML, $44.00 , $44.00 , $44.00 
74202,1818822,STIMULATION CABLE (11-50), $263.00 , $263.00 , $263.00 
74202,1809789,STOCKINETTE 3IN, $43.00 , $43.00 , $43.00 
74202,1810076,"STOCKINETTE BIAS 4""", $25.00 , $25.00 , $25.00 
74202,1805415,"STOCKINETTE BIAS 6""", $25.00 , $25.00 , $25.00 
74202,1805423,STOCKINETTE BIAS CUT 6IN, $46.00 , $46.00 , $46.00 
74202,1806652,STOCKINETTE SYNTHETIC, $56.00 , $56.00 , $56.00 
74700,0419192,"STOCKINETTE SYNTHETIC 4"" RL", $108.00 , $108.00 , $40.00 
74700,0411868,"STOCKINETTE TUBULAR 4"" STERILE", $132.00 , $132.00 , $49.17 
74700,0415570,STOCKING TED FULL, $398.00 , $398.00 , $177.75 
74700,0411918,STOCKING TED KNEE, $127.00 , $127.00 , $47.29 
74202,1805407,STOCKING TED THIGH, $28.00 , $28.00 , $28.00 
74700,0419952,"STOCKING, ANTI EMBOLISM K-L", $12.00 , $12.00 , $12.00 
74700,0412064,STOPCOCK 3 WAY, $63.00 , $63.00 , $23.54 
74202,1805399,STOPCOCK 3-WAY EXTENSION, $16.00 , $16.00 , $16.00 
74700,0412114,STRAINER URINE CALCULI DISP, $91.00 , $91.00 , $91.00 
74700,0412155,STRAP CLAVICLE, $21.00 , $21.00 , $21.00 
74700,0412197,STRAP MONTGOMERY, $146.00 , $146.00 , $65.00 
70805,5400635,STRAPPING UNNA BOOT (BILATERAL)," $1,067.00 "," $1,067.00 "," $1,067.00 "
70805,5400916,STRAPPING UNNA BOOT LT, $711.00 , $711.00 , $711.00 
70805,5400312,STRAPPING UNNA BOOT RT, $711.00 , $711.00 , $711.00 
74202,1805373,STYLET INTUBATING, $14.00 , $14.00 , $14.00 
77100,9439696,SUCCINYLCHOLINE 200MG/10ML INJ, $36.00 , $36.00 , $36.00 
77100,9443789,SUCRALFATE 1G TABLET, $16.00 , $16.00 , $16.00 
77100,9443771,SUCRALFATE 1G/10ML ORAL SUSP, $30.00 , $30.00 , $30.00 
74202,1815331,SUCTION DEVICE (11-50), $263.00 , $263.00 , $263.00 
74202,1814664,SUCTION IRRIGATOR (101-150), $451.00 , $451.00 , $451.00 
74202,1806637,SUCTION IRRIGATOR STRYKER, $194.00 , $194.00 , $194.00 
74202,1806439,SUCTION TIP FRAZIER, $15.00 , $15.00 , $15.00 
74202,1806421,SUCTION TRAP MUCUS, $11.00 , $11.00 , $11.00 
77100,9443797,SULFACETAMIDE 10% OPH SOL 15ML, $122.00 , $122.00 , $122.00 
77100,9456138,"SULFACETAMIDE 10% OPHTH SOL, 5ML", $159.00 , $159.00 , $159.00 
77100,9443821,SULFADIAZINE 500MG TABLET, $28.00 , $28.00 , $28.00 
77100,9443938,SULFASALAZINE 500MG TABLET, $12.00 , $12.00 , $12.00 
70832,5502208,SUMATRIPAN SUCC 6MG, $228.00 , $228.00 , $228.00 
77100,9440066,SUMATRIPTAN 6MG/0.5ML INJ, $655.00 , $655.00 , $655.00 
77100,9443987,SUMATRIPTAN SUCCINATE 25MG TAB, $233.00 , $233.00 , $233.00 
63852,6400055,SUPPLEMENTAL FEEDING DEVICE, $41.00 , $41.00 , $41.00 
74202,1811728,SUPPLY SURGICAL DISP (101-150), $451.00 , $451.00 , $451.00 
74202,1801422,SUPPLY SURGICAL DISP (11-50), $263.00 , $263.00 , $263.00 
74202,1815323,SUPPLY SURGICAL DISP (151-200), $631.00 , $631.00 , $631.00 
74202,1810704,SUPPLY SURGICAL DISP (2501-3500)," $10,755.00 "," $10,755.00 "," $10,755.00 "
74202,1817139,SUPPLY SURGICAL DISP (251-500)," $1,347.00 "," $1,347.00 "," $1,347.00 "
74202,1812361,SUPPLY SURGICAL DISP (51-100), $272.00 , $272.00 , $272.00 
77202,2901379,SUPPLY SURGICAL DISPOSABLE (11-50), $263.00 , $263.00 , $263.00 
74700,0418103,SUPPORT ART HAND WRIST, $146.00 , $146.00 , $65.00 
74700,0412171,SUPPORTER ATHLETIC (11-50), $263.00 , $263.00 , $107.25 
74202,1811066,SUPPORTER ATHLETIC MEDIUM, $26.00 , $26.00 , $26.00 
74202,1806793,SURE SET SINGLE BASIN, $85.00 , $85.00 , $85.00 
74202,1807296,SURGICEL, $152.00 , $152.00 , $152.00 
75000,0111245,SUSCEPTIBILITY DISK PER PLATE <12, $265.00 , $265.00 , $265.00 
75000,0111252,SUSCEPTIBILITY DISK PER PLATE <12, $265.00 , $265.00 , $265.00 
75000,0110635,SUSCEPTIBILITY STUDY AGAR METH PER, $115.00 , $115.00 , $115.00 
75000,0110643,SUSCEPTIBILITY STUDY AGAR METH PER, $115.00 , $115.00 , $115.00 
75000,0110650,SUSCEPTIBILITY STUDY AGAR METH PER, $115.00 , $115.00 , $115.00 
75000,0110668,SUSCEPTIBILITY STUDY AGAR METH PER, $115.00 , $115.00 , $115.00 
75000,0110676,SUSCEPTIBILITY STUDY AGAR METH PER, $115.00 , $115.00 , $115.00 
75000,0110684,SUSCEPTIBILITY STUDY AGAR METH PER, $115.00 , $115.00 , $115.00 
75000,0110692,SUSCEPTIBILITY STUDY AGAR METH PER, $115.00 , $115.00 , $115.00 
75000,0110700,SUSCEPTIBILITY STUDY AGAR METH PER, $115.00 , $115.00 , $115.00 
75000,0110718,SUSCEPTIBLE ENZYME DETECT PER ENZ, $97.00 , $97.00 , $97.00 
75000,0112011,SUSCEPTIBLE MIC/AGAR EACH/PER PLATE, $408.00 , $408.00 , $408.00 
75000,0100750,SUSCEPTIBLE MIC/AGAR EACH/PER PLATE, $428.00 , $428.00 , $428.00 
74202,1816461,SUTURE (11-50), $263.00 , $263.00 , $263.00 
74202,1818236,SUTURE ABSORB (11-50), $263.00 , $263.00 , $263.00 
74202,1806934,SUTURE ABSORB CHROMIC, $117.00 , $117.00 , $117.00 
74202,1807080,SUTURE ABSORB MONCRYL, $131.00 , $131.00 , $131.00 
74202,1805340,SUTURE ABSORB PDS, $30.00 , $30.00 , $30.00 
74202,1822881,SUTURE ABSORBABLE (11-50), $263.00 , $263.00 , $263.00 
74202,1820109,SUTURE ANCHOR (251-500)," $1,347.00 "," $1,347.00 "," $1,347.00 "
74202,1812833,SUTURE ANCHOR (501-750)," $2,243.00 "," $2,243.00 "," $2,243.00 "
74202,1803915,SUTURE KIT (51-100), $272.00 , $272.00 , $272.00 
74202,1807130,SUTURE NON-ABSORB (11-50), $263.00 , $263.00 , $263.00 
74202,1807148,SUTURE NON-ABSORB FIBERWIRE, $140.00 , $140.00 , $140.00 
74202,1807254,SUTURE NON-ABSORB HIFI, $148.00 , $148.00 , $148.00 
74202,1807262,SUTURE NON-ABSORB MERSILENE, $148.00 , $148.00 , $148.00 
74202,1805316,SUTURE NON-ABSORB NYLON, $24.00 , $24.00 , $24.00 
74202,1819747,SUTURE NON-ABSORB PROLENE, $18.00 , $18.00 , $18.00 
74202,1819796,SUTURE NON-ABSORB PROLENE, $26.00 , $26.00 , $26.00 
74202,1805308,SUTURE NON-ABSORB PROLENE(11-50), $263.00 , $263.00 , $263.00 
74202,1805290,SUTURE NON-ABSORB SILK, $41.00 , $41.00 , $41.00 
74202,1804236,SUTURE NON-ABSORB SILK, $72.00 , $72.00 , $72.00 
74202,1807601,SUTURE NON-ABSORB STEEL WIRE, $201.00 , $201.00 , $201.00 
74202,1804194,SUTURE NYLON, $11.00 , $11.00 , $11.00 
74202,1808591,SUTURE PASSER (201-250), $810.00 , $810.00 , $810.00 
74202,1820844,SUTURE REGULAR, $91.00 , $91.00 , $91.00 
74202,1807403,SUTURE RETRIEVER HEWSON, $170.00 , $170.00 , $170.00 
74202,1822006,"SUTURE, TELEFLEX CO-BRAID BL 5", $110.00 , $110.00 , $110.00 
74202,1804434,SWIVEL ELBOW, $11.00 , $11.00 , $11.00 
75000,0117465,SYPHILIS TEST NON-TREP QUANT, $171.00 , $171.00 , $171.00 
75000,0118331,SYPHLIS NON-TREPONEMAL AB QUAL, $82.00 , $82.00 , $82.00 
74202,1805282,SYRINGE 3ML SAFETY 22GA NEEDLE, $23.00 , $23.00 , $23.00 
74202,1805274,SYRINGE 60ML REGULAT TIP CATH, $23.00 , $23.00 , $23.00 
74202,1805266,SYRINGE BULB ASEPTO, $35.00 , $35.00 , $35.00 
74202,1805258,SYRINGE BULB EAR ULCER, $35.00 , $35.00 , $35.00 
74700,0412924,SYRINGE EAR/ULCER 2 OZ. REUSE, $12.00 , $12.00 , $3.44 
74202,1804129,SYSTEM DISTAL BICEPS REPAIR," $2,625.00 "," $2,625.00 "," $2,625.00 "
74202,1814730,SYSTEM ILLUMINATION SINUS," $1,401.00 "," $1,401.00 "," $1,401.00 "
77100,9444134,TACROLIMUS 0.5MG CAPSULE, $26.00 , $26.00 , $26.00 
77100,9440470,TACROLIMUS 1MG CAPSULE, $42.00 , $42.00 , $42.00 
77100,9452947,TALADAFIL 5MG TABLET, $42.00 , $42.00 , $42.00 
77100,9444167,TAMOXIFEN 10MG TABLET, $55.00 , $55.00 , $55.00 
77100,9444175,TAMSULOSIN 0.4MG CAPSULE, $40.00 , $40.00 , $40.00 
74202,1813161,TAPE SUTURE (11-50), $263.00 , $263.00 , $263.00 
75000,0111567,TB TEST CELL IMM AG MEAS GAMMA, $297.00 , $130.00 , $297.00 
70832,5501242,TDAP 7+YR VACCINE INJ (C), $84.00 , $84.00 , $84.00 
77100,9451261,TDAP 7+YR VACCINE INJ (C), $332.00 , $332.00 , $332.00 
77100,9444944,TELMISARTAN 40MG TABLET, $29.00 , $29.00 , $29.00 
77100,9444225,TEMAZEPAM 15MG CAPSULE, $22.00 , $22.00 , $22.00 
77100,9444241,TEMAZEPAM 7.5MG CAPSULE, $95.00 , $95.00 , $95.00 
74202,1822287,TEMP FIXATION (101-150), $451.00 , $451.00 , $451.00 
74700,0420414,TEMP PACING ELECTRODE CATH( 51-100), $272.00 , $272.00 , $272.00 
70105,1200906,TEMPORARY EXTERNAL PACING-ER, $572.00 , $572.00 , $572.00 
74202,1823822,TEMPORARY FIXATION DEV (101-150), $451.00 , $451.00 , $451.00 
74202,1816230,TEMPORARY FIXATION DEV (251-500)," $1,347.00 "," $1,347.00 "," $1,347.00 "
77100,9440074,TENECTEPLASE 50MG INJECTION," $17,835.00 "," $17,835.00 "," $17,835.00 "
70805,5401708,TENOTOMY OPN TEND FLEX FOOT 1 OR >," $5,028.00 "," $5,028.00 "," $5,028.00 "
77100,9444266,TERAZOSIN HCL 1MG CAPSULE, $22.00 , $22.00 , $22.00 
77100,9445156,TERAZOSIN HCL 2MG CAPSULE, $22.00 , $22.00 , $22.00 
77100,9444282,TERAZOSIN HCL 5MG CAPSULE, $21.00 , $21.00 , $21.00 
77100,9444308,TERBINAFINE 1% CREAM 12G, $48.00 , $48.00 , $48.00 
77100,9444290,TERBINAFINE 250MG TABLET, $102.00 , $102.00 , $102.00 
77100,9440082,TERBUTALINE 1MG/1ML INJECTION, $53.00 , $53.00 , $53.00 
77100,9439746,TETANUS IM GLOB 250U/1ML INJ," $2,169.00 "," $2,169.00 "," $2,169.00 "
70832,5502216,TET-DIPHT ABSRB (TD) 7+YR VAC PF, $64.00 , $64.00 , $64.00 
77100,9446717,TET-DIPHT ABSRB (TD) 7+YR VAC PF, $195.00 , $195.00 , $195.00 
77100,9441692,TETRACAINE 2% TOP SOL 30ML, $154.00 , $154.00 , $154.00 
77100,9446386,THEOPHYLLINE 80MG/15ML ELIXIR, $98.00 , $98.00 , $98.00 
77700,0600528,THERAPEUTIC ACTIVITIES EA 15 MIN, $233.00 , $233.00 , $233.00 
77900,4600318,THERAPEUTIC ACTIVITIES EA 15 MIN, $233.00 , $233.00 , $233.00 
77700,0600494,THERAPEUTIC EXERCISE EA 15 MINUTES, $251.00 , $251.00 , $251.00 
77900,4600276,THERAPEUTIC EXERCISE EA 15 MINUTES, $251.00 , $251.00 , $251.00 
61795,4000824,THEREPEUTIC PHLEBOTOMY, $775.00 , $775.00 , $775.00 
77100,9444605,THIAMINE HCL 100MG TABLET, $11.00 , $11.00 , $11.00 
77100,9440108,THIAMINE HCL 200MG/2ML INJ, $106.00 , $106.00 , $106.00 
77100,9444639,THIORIDAZINE HCL 10MG TABLET, $13.00 , $13.00 , $13.00 
77100,9444654,THIORIDAZINE HCL 25MG TABLET, $14.00 , $14.00 , $14.00 
61795,4000063,THORACENTESIS NDL/CTH PLEURA NO IMG," $2,384.00 "," $2,384.00 "," $2,384.00 "
76700,4300208,THORACENTESIS NDL/CTH PLEURA W/IMG," $2,893.00 "," $2,893.00 "," $2,893.00 "
70102,1202035,THORA-VENT (11-50), $263.00 , $263.00 , $263.00 
77100,9444738,THROMBIN BOVINE 5000U TOP PWD, $611.00 , $611.00 , $611.00 
75008,0110981,THROMBIN TIME PLASMA [AP, $5.08 , $5.08 , $5.08 
70105,1201797,THROMBOLYSIS CEREBRAL IV INFUSION," $4,308.00 "," $4,308.00 "," $4,308.00 "
70105,1200799,THROMBOLYSIS CORO - HRT ATTACK," $3,950.00 "," $3,950.00 "," $3,950.00 "
70105,1201425,THROMBOLYSIS CORO - STROKE," $3,950.00 "," $3,950.00 "," $3,950.00 "
70105,1201789,THROMBOLYTIC VENOUS THERAPY INITIAL," $3,085.00 "," $3,085.00 "," $3,085.00 "
75000,0102707,THROMBOPLASTIN TIME PARTIAL, $324.00 , $324.00 , $324.00 
75008,0105445,THROMBOPLASTIN TIME PARTIAL [AP, $5.43 , $5.43 , $5.43 
75008,0109108,THYROGLOBULIN ANTIBODY [AP, $14.27 , $14.27 , $14.27 
77100,9444795,THYROID 30MG TABLET, $12.00 , $12.00 , $12.00 
75008,0105312,THYROID HORMONE T3/T4 UPTKE/RAT [AP, $5.83 , $5.83 , $5.83 
76500,0700567,THYROID UPTAKE SINGLE/MULTI MEASURE," $2,195.00 "," $2,195.00 "," $2,195.00 "
77100,9431412,TIGECYCLINE 50MG INJECTION, $624.00 , $624.00 , $624.00 
77100,9432188,TIMOLOL 0.25% OPHTH SOL 10ML, $202.00 , $202.00 , $202.00 
77100,9432196,TIMOLOL 0.25% OPHTH SOL 5ML, $113.00 , $113.00 , $113.00 
77100,9432204,TIMOLOL 0.5% OPHTH SOL 5ML, $127.00 , $127.00 , $127.00 
77100,9463076,TIMOLOL MAL 0.5% OPH 10ML SOLN, $60.00 , $60.00 , $60.00 
77100,9457367,TIMOLOL MAL 0.5% OPH 15ML SOLN, $349.00 , $349.00 , $349.00 
77100,9434358,TIOTROPIUM BROM 18MCG INH CAP, $57.00 , $57.00 , $57.00 
74202,1818939,TIP INSERTER (51-100), $272.00 , $272.00 , $272.00 
74202,1809649,TISSEEL 10ML," $1,566.00 "," $1,566.00 "," $1,566.00 "
74202,1821180,TISSEEL 2ML, $375.00 , $375.00 , $375.00 
74202,1821206,TISSEEL 4ML, $645.00 , $645.00 , $645.00 
75008,0118828,TISSUE CULTURE BONE MARROW [NG, $90.00 , $90.00 , $90.00 
75008,0118836,TISSUE CULTURE BONE MARROW [NG, $175.00 , $175.00 , $175.00 
75000,0117929,TISSUE CULTURE BONE MARROW [NG, $350.00 , $350.00 , $350.00 
