Procedure Description,CPT(R)/HCPCS Code, Unit Price 
HC STREP GROUPING F/BETA HEMOLYTIC,87147, 42.00 
HC ARTHROPOD IDENTIFICATION,87168, 37.00 
"HC PARASITE ID,MACROSCOPIC",87169, 35.00 
HC PINWORM PREPARATION,87172, 48.00 
HC HOMOGENIZATION TISSUE CULTURE,87176, 36.00 
"HC OVA & PARASITES, FECAL",87177, 136.00 
HC OXACILLIN RESISTANCE SCREEN,87181, 25.00 
HC VANCOMYCIN RESISTANCE SCREEN,87181, 25.00 
"HC SUSCEPTIBILITY,E TEST",87181, 25.00 
HC BETA LACTAMASE ASSAY,87185, 34.00 
HC MINIMUM INHIBITORY CONCENTRA,87186, 89.00 
ANTIMICROBIAL SUSCEPTIBILITY - FASTIDIOUS ORGANISM,87186, 89.00 
ANTIMICROBIAL SUSCEPTIBILITY – ANAEROBE,87186, 89.00 
ANTIMICROBIAL SUSCEPTIBILITY - FUNGAL (YEASTS AND MOLDS),87186, 89.00 
"ANTIMICROBIAL SUSCEPTIBILITY, AFB/MYCOBACTERIA",87186, 89.00 
ANTIMICROBIAL SUSCEPTIBILITY – NOCARDIA,87186, 89.00 
HC GRAM STAIN,87205, 51.00 
HC WRIGHT STAIN,87205, 51.00 
HC ACID FAST BACILLUS STAIN-AFB,87206, 55.00 
HC FUNGAL STAIN,87206, 55.00 
HC MODIFIED ACID FAST STAIN,87206, 55.00 
HC MALARIA SMEAR,87207, 70.00 
HC MICROSPORIDIUM STAIN,87207, 70.00 
HC MALARIA-QUANT PARASITEMIA,87207, 70.00 
"HC OVA & PARASITES, PERM. STAIN",87209, 73.00 
HC TRICHOMONAS PREP,87210, 35.00 
HC TISSUE EXM FOR FUNGI.,87220, 26.00 
HC BLOOD CULTURE-VIRAL,87252, 169.00 
HC CYTOMEGALOVIRUS (CMV) CULT.,87252, 169.00 
HC HERPES SIMPLEX CULTURE,87252, 169.00 
HC VIRUS CULTURE,87252, 169.00 
HC ID-VIRAL,87253, 99.00 
"HC HEMABSORPTION, EACH ISOLATE",87253, 99.00 
HC CMV RAPID SCREEN,87254, 85.00 
HC GIARDIA AG,87269, 9.00 
HC CRYPTOSPORIDIUM/GIARDIA SCR,87272, 53.00 
HC LEGIONELLA DIRECT FLUOR. AB,87278, 125.00 
HC PNEUMOCYSTIS CARINII DFA,87281, 146.00 
HC VARICELLA-DFA,87290, 87.00 
HC ASPERGILLUS GALACTOM. ANTIGEN,87305, 91.00 
HC C.DIFFICILE TOXIN A/B,87324, 96.00 
HC HI PYLORI AG,87338, 113.00 
HC HEPATITIS B SURFACE ANTIGEN,87340, 76.00 
HC HEPATITIS BE AG,87350, 41.00 
HC HEPATITIS DELTA AG,87380, 151.00 
HC HISTOPLASMA AG,87385, 228.00 
HC HISTOPLASMA ANTIGEN (URINE),87385, 228.00 
HC HIV AG W HIV 1/2AB,87389, 103.00 
HC LEGIONELLA PNEUM AG URINE,87449, 76.00 
"HC (1,3)-BETA-D-GLUCAN (FUNGITELL)",87449, 68.00 
HC C.DIFFICILE ANTIGEN SCREEN,87449, 76.00 
HC BARTONELLA SPECIES BY PCR,87471, 101.00 
HC BORRELIA SPECIES BY PCR (LYME DISEASE),87476, 230.00 
HC CANDIDAS SPECIES DNA PROBE,87480, 58.00 
HC PCR - CHLAMYDIA TRACHOMATIS,87491, 159.00 
HC C. TRACHOMATIS BY TMA,87491, 101.00 
HC C.DIF TOXIGENIC (EXPLSN),87493, 140.00 
HC C.DIF NAP1 (EXPLSN),87493, 140.00 
HC CYTOMEGALOVIRUS BY QUAL PCR,87496, 338.00 
HC CYTOMEGALOVIRUS DNA QUANT BY PCR,87497, 289.00 
HC ENTEROVIRUS BY PCR,87498, 401.00 
HC GARDNERELLA VAGINALIS DNA PROBE,87510, 58.00 
HC HEP B DNA ULTRA PCR,87517, 222.00 
HC HCV QUANTITATIVE PCR,87522, 391.00 
HC HSV PCR,87529, 219.00 
HC HSV 1 SUBTYPE BY PCR,87529, 219.00 
HC HSV 2 SUBTYPE BY PCR,87529, 219.00 
HC HIV PROVIRAL DNA,87535, 681.00 
HC PCR-HIV,87536, 524.00 
HC MYCOPLASMA PNEUMONIAE BY PCR,87581, 66.00 
"HC PCR, N GONORRHOEAE",87591, 121.00 
HC N. GONORRHOEAE BY TMA,87591, 101.00 
"HC HPV W/16&18 BY PCR, THINPREP",87624, 164.00 
HC HPV,87624, 194.00 
"HC HPV GENOTYPES16, 18/45 BY TMA THNPRP",87625, 361.00 
HC INFLUENZA/RSV RAPID,87631, 368.00 
HC SA PCR (EXPLSN),87640, 289.00 
HC MRSA PCR (EXPLSN),87641, 289.00 
HC TRICHOMONAS VAGINALIS DNA PROBE,87660, 58.00 
HC TRICHOMONAS VAGINALIS BY TMA,87661, 101.00 
HC EPSTEIN-BARR VIRUS BY PCR,87798, 241.00 
HC JC VIRUS BY PCR,87798, 241.00 
HC VARICELLA-ZOSTER VIRUS BY PCR,87798, 241.00 
HC PCR-BABESIA,87798, 160.00 
HC PCR EHRLICHIA,87798, 160.00 
HC BORDETELLA PERTUSSIS PCR,87798, 101.00 
HC DENGUE TYPES 1-4 BY PCR,87798, 101.00 
HC CHIKUNGUNYA BY PCR,87798, 101.00 
HC EPSTEIN-BARR VIRUS BY QUANT PCR,87799, 440.00 
"HC BK VIRUS DETECTION BY PCR, BLOOD",87799, 123.00 
"HC RAPID, INFLUENZA",87804, 50.00 
HC INFLUENZA A RAPID AG TST,87804, 78.00 
HC INFLUENZA B RAPID AG TEST.,87804, 78.00 
HC RSV AG-RAPID TEST,87807, 85.00 
"HC RAPID, STREP",87880, 47.00 
"HC STREP, GP A ANTIGEN SCREEN",87880, 67.00 
"HC STREPTOCOCCUS PNEUMONIAE AG, URINE",87899, 122.00 
HC ROTAVIRUS SCREENING TEST,87899, 79.00 
HC HCV NS5A DRUG RESISTANCE ASSAY,87900, 375.00 
HC HCV NS5B DRUG RESISTANCE ASSAY,87900, 375.00 
HC HCV NS5A DRUG RESIST ASSAY,87900, 375.00 
HC HIV-1 DRUG SUSCERPTIBILITY PHENOTYPE PREDICTION,87900, 375.00 
HC HIV-1 RT & PROTEASE REGION,87901, 742.00 
HC HCV GENOTYPE,87902," 1,760.00 "
"HC HIV-1 PHENOTYPE/DRUG RESISTANCE, 1-10 DRUGS",87903," 1,408.00 "
"HC 1 HIV PHENOTYPE/DRUG RESISTANCE , EACH ADD DRUG",87904, 75.00 
HC HIV-1 INTEGRASE,87906, 371.00 
"HC CYTOPATH, FLD, SMEAR, INTERPRET",88104, 148.00 
"HC CYTOPATH, FLUID, CONC TECHNIQUE",88108, 189.00 
"HC BAL, DIFFERENTIAL",88108, 189.00 
"HC CYTOPATH, CELL ENHANCE TECH",88112, 208.00 
"HC CYTOPATH THPR PAP SCREENING, MANUAL",88142, 150.00 
"HC CYTOPATH THPR PAP DIAGNOSTIC, MANUAL",88142, 150.00 
"HC CYTOPATH, ANY OTHER SOURCE",88160, 152.00 
HC FINE NEEDLE ASPIRATION,88172, 210.00 
"HC FINE NDLE ASP, INTER & REPORT",88173, 283.00 
"HC CYTOPATH THPR PAP SCREENING, INSTRUMENT",88175, 140.00 
"HC CYTOPATH THPR PAP DIAGNOSTIC, INSTRUMENT",88175, 140.00 
"HC FLOW CYTOMETRY, FIRST MARKER",88184, 215.00 
"HC FLOW CYTOMETRY, FIRST MARKER (SF)",88184, 244.00 
"HC FLOW CYTOMETRY, ADDITIONAL MARKER",88185, 123.00 
HC FLOW CYTOMETRY 70,88185, 123.00 
"HC FLOW CYTOMETRY, ADDITIONAL MARKER (SF)",88185, 123.00 
"HC PERIPHERAL BLOOD, TISS CULTURE",88230, 750.00 
"HC TISSUE CULTURE, SKIN",88233, 907.00 
"HC BONE MARROW, TISSUE CULTURE",88237, 803.00 
HC LEUKEMIC BLD-TISSUE CULT,88237, 757.00 
"HC TISSUE CULTURE, BLOOD  (CLL)",88237, 803.00 
"HC TISSUE CULTURE, SOLID TUM",88239, 902.00 
HC SCORE 100 CELLS/MOSAICISM,88248," 1,060.00 "
"HC BONE MARR-CHROM ANAL 5 CELLS,",88261," 1,082.00 "
HC LEUKEMIC BLD - CHRSM ANAL 5 CL,88261," 1,021.00 "
HC TUMOR-CHRMS ANAL 5 CLLS 1 KARY,88261," 1,021.00 "
HC PERIPH BLD-CHRMS ANAL 15-20 CL,88262, 801.00 
HC CBONE MARR-CHROMO ANAL 15-20 CL,88262, 801.00 
HC SKIN-CHRMS ANAL 15-20 CLLS 2 K,88262, 801.00 
HC TUMOR-CHRMS ANAL 15-20 CLLS 2,88262, 801.00 
"HC CHROMOSOME ANAL.-LBL,BM,STUM",88262, 801.00 
HC LEUKEMIC BLD-CHRMS ANAL 15-20,88262, 801.00 
HC CHROMOSOME ANALYSIS 20-25 CELLS,88264, 763.00 
"HC DNA PROBE, BCR/ABL",88271, 141.00 
"HC DNA PROBE, (2) BCR/ABL",88271, 141.00 
"HC DNA PROBE, RARA VARIANT",88271, 141.00 
HC NUCLEIC ACID PROBE.,88271, 141.00 
"HC DNA PROBE, PML/RARA",88271, 141.00 
"HC DNA PROBE, (2)PML/RARA",88271, 141.00 
"HC DNA PROBE, AML1/ETO",88271, 141.00 
"HC DNA PROBE, (2) AML1/ETO",88271, 141.00 
"HC DNA PROBE, BC12/LGH",88271, 141.00 
"HC DNA PROBE, (2) BC12/LGH",88271, 141.00 
"HC DNA PROBE, CBFB",88271, 141.00 
"HC DNA PROBE, DELE/MONO 7",88271, 141.00 
"HC DNA PROBE, (2) DELE/MONO 7",88271, 141.00 
"HC DNA PROBE, EGR1",88271, 141.00 
"HC DNA PROBE, (2) EGR1",88271, 141.00 
"HC DNA PROBE, IGH.",88271, 141.00 
"HC DNA PROBE, CCND1",88271, 141.00 
"HC DNA PROBE, IGH",88271, 141.00 
"HC DNA PROBE, MLL",88271, 141.00 
"HC DNA PROBE, MYC",88271, 141.00 
"HC DNA PROBE, RB1",88271, 141.00 
"HC DNA PROBE, LAMP1",88271, 141.00 
"HC DNA PROBE, CEP12",88271, 141.00 
"HC DNA PROBE, DELET 20Q",88271, 141.00 
"HC DNA PROBE, P53 DEL",88271, 141.00 
"HC DNA PROBE, TRISOMY 8",88271, 141.00 
"HC DNA PROBE, IGH",88271, 141.00 
"HC DNA PROBE, FGFR3",88271, 141.00 
"HC DNA PROBE, IGH",88271, 141.00 
"HC DNA PROBE, MAF",88271, 141.00 
"HC DNA PROBE, ATM",88271, 141.00 
"HC DNA PROBE, CEP",88271, 141.00 
HC ATM DELETION DNA PROBE,88271, 141.00 
HC D13S319 DELETION DNA PROBE,88271, 141.00 
HC TRISOMY 12 DELETION DNA PROBE,88271, 141.00 
HC TP53 DELETION DNA PROBE,88271, 141.00 
HC MYB DEL 6Q23 DNA PROBE,88271, 141.00 
HC ALK DNA PROBE,88271, 141.00 
HC ALK ADD DNA PROBE,88271, 141.00 
HC ROS1 DNA PROBE,88271, 141.00 
HC ROS1 ADD DNA PROBE,88271, 141.00 
HC 1P DNA PROBE,88271, 141.00 
HC 1Q DNA PROBE,88271, 141.00 
HC DNA PROBE  D13S319,88271, 141.00 
HC DNA PROBE 13Q34,88271, 141.00 
HC DNA PROBE TP53,88271, 141.00 
HC DNA PROBE CEP17,88271, 141.00 
HC IN-SITU HYBRIDIZATION,88273, 96.00 
HC ALK IN SITU HYBRIDIZATION,88274, 242.00 
HC ROS1 IN SITU HYBRID,88274, 242.00 
"HC IN-SITU HYBRID, BCR/ABL",88275, 96.00 
"HC IN-SITU HYBRID, INTERPHASE",88275, 96.00 
"HC IN-SITU HYBRID, RARA VAR",88275, 96.00 
"HC IN SITU HYBRID, TRIS8/DEL20",88275, 96.00 
"HC IN-SITU HYBRID, PML/RARA",88275, 96.00 
"HC IN-SITU HYBRID, AML1/ETO",88275, 96.00 
"HC IN-SITU HYBRID, BC12/LGH",88275, 96.00 
HC IN-SITU HYBRID.CBFB,88275, 96.00 
"HC IN-SITU HYBRID, DELE/MONO 7",88275, 96.00 
"HC IN-SITU HYBRID, EGR1",88275, 96.00 
"HC IN-SITU HYBRID, IGH/CCND1",88275, 96.00 
"HC IN-SITU HYBRID, IGH",88275, 96.00 
"HC IN-SITU HYBRID, MLL",88275, 96.00 
"HC IN-SITU HYBRID, MYC",88275, 96.00 
"HC IN-SITU HYBRID, DELE/MONO 13",88275, 96.00 
"HC IN-SITU HYBRID, DELET 20Q",88275, 96.00 
"HC IN-SITU HYBRID, P53 DEL",88275, 96.00 
"HC IN-SITU HYBRID,TRISOMY 8",88275, 96.00 
"HC IN-SITU HYBRID, IGH/FGR3",88275, 96.00 
"HC IN-SITU HYBRID, IGH,MAF",88275, 96.00 
"HC IN-SITU HYBRID, ATM/CEP",88275, 96.00 
HC ATM DELETION IN SITU HYBRIDIZATION,88275, 96.00 
HC D13S319 DELETION IN SITU HYBRIDIZATION,88275, 96.00 
HC TRISOMY 12 IN SITU HYBRIDIZATION,88275, 96.00 
HC TP53 DELETION IN SITU HYBRIDIZATION,88275, 96.00 
HC MYB DEL 6Q23 IN SITU HYBRIDIZATION,88275, 96.00 
HC IN SITU HYBRID 1P/1Q,88275, 96.00 
HC IN SITU D13S319 13Q34,88275, 96.00 
HC IN SITU TP53 CEP17,88275, 96.00 
"HC CHROMOSOME ANALYSIS, ADDTL KARYOTYPE",88280, 153.00 
HC ADDITIONAL BANDING,88283, 420.00 
"HC CHROMS ANAL,ADDIT CLLS COUNTED",88285, 116.00 
"HC LEVEL 1, SURG PATH GROSS",88300, 71.00 
"HC LEVEL II,GROSS + MICRO EXAM",88302, 126.00 
"HC LEVEL III, GROSS & MICRO EXAM",88304, 191.00 
"HC LEVEL IV, GROSS + MICRO EXAM",88305, 347.00 
"HC LEVEL IV,GROSS + MICRO EXAM (4",88305, 346.00 
"HC LEVEL V, GROSS+MICRO EXAM",88307, 518.00 
"HC LEVEL V-SURG PATH,GROSS & MICR",88307, 363.00 
"HC LEVEL VI, SURG PATH, GROSS & MIC",88309, 739.00 
HC DECALCIFICATION PROCEDURE,88311, 81.00 
"HC SPECIAL STAIN, GROUP 1",88312, 207.00 
"HC WRIGHT STAIN, BONE MARROW",88313, 163.00 
"HC IRON STAIN, BONE MARROW",88313, 163.00 
"HC SPECIAL STAIN, GRP 11 ALL OTHERS, EA",88313, 164.00 
"HC SPECIAL STAIN, HISTO STAIN W/FR",88314, 535.00 
HC PEROXIDASE,88319, 541.00 
"HC HISTO/CYTOCHEM, ENZYME CONST",88319, 661.00 
HC MICROSLIDE CONSULTATION & RPT,88323, 161.00 
"HC CONSULT + REPORT,PREP OF REF S",88323, 318.00 
"HC PATH CONSULT, W/FROZEN SECT SING",88331, 434.00 
HC EACH ADD TISSUE BLOCK W/FROZEN,88332, 90.00 
HC CYTOLOGIC EXAMINATION INITIAL,88333," 1,350.00 "
"HC CONSULT, CYTOLOGIC EXAM",88334, 621.00 
"HC IMMUNOHISTO/CYTO, EA ADDL SNGL",88341, 395.00 
"HC IMMUNOHISTO/CYTCHN, INIT SNGL S",88342, 395.00 
"HC ERCC1, IHC W/INTERP",88342, 395.00 
HC IMMUNOHISTO EA MULTIPLX STAIN,88344, 395.00 
"HC IMMUNOFLUOR, EA AB, DIRECT",88346, 395.00 
HC ELECTRON MICROSCOPIC EXAM,88348," 1,397.00 "
"HC ELECTRON MICROSCOPY, DIAG",88348," 1,318.00 "
"HC IMMUNOFLUOR, EA ADD",88350, 395.00 
HC ER MORPH ANAL TUMOR IMMUNOHIST,88360, 288.00 
HC PR MORPH ANAL TUMOR IMMUNOHIST,88360, 314.00 
HC CERB MORPH ANAL TUMOR IMMUNOHI,88360, 288.00 
HC HERCEPT MORPH ANAL TUMOR IMMUN,88360, 288.00 
"HC PD L1 LUNG (PEMBROLIZUMAB),IHC",88360, 288.00 
HC TECH NERVE TEASING,88362, 644.00 
"HC IN-SITU HYBRID, EA ADD'L SNGL ST",88364, 274.00 
"HC IN-SITU HYBRID, PER SPECIMEN; INI",88365, 274.00 
HC IN SITU HYBRIDIZATION,88365, 274.00 
"HC FISH, HER-2/NEU, PARAFFIN BLOCK",88377, 146.00 
"HC BODY FLUID, CELL COUNT",89050, 56.00 
"HC BODY FL, CELL COUNT & DIFF",89051, 67.00 
"HC FECAL, LEUKOCYTES",89055, 47.00 
HC CRYSTAL EXAMINATION,89060, 76.00 
HC EOSINOPHIL STAIN,89190, 40.00 
HC SWEAT CHLORIDE STIMULATION,89230, 132.00 
HC SWEAT STIMULATION (CCMC),89230, 190.00 
HC RHO(D) IMMUNE GLOBULIN HUMAN FULL-DOSE IM,90384, 290.00 
HC IM ADM THRU 18YR ANY RTE 1ST/ONLY COMPT VAC/TOX,90460, 74.00 
HC IM ADM THRU 18YR ANY RTE 1ST/ONLY COMPT VAC/TOX,90460, 65.00 
HC IM ADM THRU 18YR ANY RTE ADDL VAC/TOX COMPT,90461, 74.00 
HC IM ADM THRU 18YR ANY RTE ADDL VAC/TOX COMPT,90461, 30.00 
HC IM ADM PRQ ID SUBQ/IM NJXS 1 VACCINE,90471, 74.00 
HC IM ADM PRQ ID SUBQ/IM NJXS 1 VACCINE,90471, 65.00 
HC IM ADM PRQ ID SUBQ/IM NJXS EA VACCINE,90472, 40.00 
HC IM ADM PRQ ID SUBQ/IM NJXS EA VACCINE,90472, 30.00 
HC IM ADM INTRANSL/ORAL 1 VACCINE,90473, 65.00 
HC IM ADM INTRANSL/ORAL EA VACCINE,90474, 30.00 
HC MENB-4C RECOMBNT PROT & OUTER MEMB VESIC VACC IM,90620, 200.00 
HC HEPA VACCINE ADULT DOSE FOR INTRAMUSCULAR USE,90632, 125.00 
HC HEPA VACCINE 2 DOSE SCHEDULE PED/ADOLESC IM USE,90633, 85.00 
HC HIB PRP-T VACCINE 4 DOSE SCHEDULE IM USE,90648, 70.00 
HC 4VHPV VACCINE 3 DOSE SCHEDULE FOR IM USE,90649, 315.00 
HC 9VHPV VACC 2/3 DOSE SCHED IM USE,90651, 240.00 
HC IIV VACCINE PRESERV FREE INCREASED AG COUNT IM,90662, 105.00 
HC PCV13 VACCINE FOR INTRAMUSCULAR USE,90670, 460.00 
HC RIV3 VACCINE PRESERVATIVE FREE FOR IM USE,90673, 100.00 
HC RABIES VACCINE INTRAMUSCULAR,90675, 640.00 
HC RV5 VACCINE 3 DOSE SCHEDULE LIVE FOR ORAL USE,90680, 190.00 
HC RV1 VACCINE 2 DOSE SCHEDULE LIVE FOR ORAL USE,90681, 190.00 
HC IIV4 VACC PRESRV FREE 0.5 ML DOS FOR IM USE,90686, 45.00 
HC IIV4 VACC SPLIT VIRUS 0.5 ML DOS FOR IM USE,90688, 45.00 
HC TYPHOID VACCINE VI CAPSULAR POLYSACCHARIDE IM,90691, 255.00 
HC DTAP-IPV VACCINE CHILD 4-6 YRS FOR IM USE,90696, 65.00 
HC DTAP-IPV/HIB VACCINE FOR INTRAMUSCULAR USE,90698, 190.00 
HC MEASLES MUMPS RUBELLA VIRUS VACCINE LIVE SUBQ,90707, 125.00 
HC MEASLES MUMPS RUBELLA VARICELLA VACC LIVE SUBQ,90710, 330.00 
HC POLIOVIRUS VACCINE INACTIVATED SUBQ/IM,90713, 70.00 
HC TD VACCINE PRSRV FREE 7 YRS OR OLDER FOR IM USE,90714, 55.00 
HC TDAP VACCINE 7 YRS/> IM,90715, 90.00 
HC VAR VACCINE LIVE FOR SUBCUTANEOUS USE,90716, 185.00 
HC YELLOW FEVER VACCINE LIVE SUBQ,90717, 210.00 
HC PPSV23 VACCINE 2 YRS OR OLDER FOR SUBQ/IM USE,90732, 235.00 
HC MPSV4 VACCINE GROUPS ACYW-135 SUBQ USE,90733, 250.00 
HC MCV4/MENACWY CONJ VACC GRPS ACYW-135 IM USE,90734, 235.00 
HC ZOSTER VACCINE HZV LIVE FOR SUBCUTANEOUS USE,90736, 395.00 
HC JAPANESE ENCEPHALITIS VACCINE INACTIVATED IM,90738, 300.00 
HC HEPB VACCINE PED/ADOLESC 3 DOSE SCHEDULE IM,90744, 65.00 
HC HEPB VACCINE ADULT 3 DOSE SCHEDULE FOR IM USE,90746, 150.00 
HC PSYCHOTHERAPY COMPLEX INTERACTIVE,90785, 103.00 
HC PSYCHOTHERAPY COMPLEX INTERACTIVE (PRO FEE),90785, 77.00 
HC PSYCHIATRIC DIAGNOSTIC EVALUATION,90791, 292.00 
HC PSYCHIATRIC DIAGNOSTIC EVALUATION (PRO FEE),90791, 357.00 
HC PSYCHIATRIC DIAGNOSTIC EVAL W/MEDICAL SERVICES,90792, 292.00 
HC PSYCHIATRIC DIAGNOSTIC EVAL W/MEDICAL SERVICES (PRO FEE),90792, 357.00 
HC PSYCHOTHERAPY W/PATIENT 30 MINUTES,90832, 193.00 
HC PSYCHOTHERAPY W/PATIENT 30 MINUTES (PRO FEE),90832, 170.00 
HC PSYCHOTHERAPY W/PATIENT W/E&M SRVCS 30 MIN,90833, 193.00 
HC PSYCHOTHERAPY W/PATIENT W/E&M SRVCS 30 MIN (PRO FEE),90833, 193.00 
HC PSYCHOTHERAPY W/PATIENT 45 MINUTES,90834, 282.00 
HC PSYCHOTHERAPY W/PATIENT 45 MINUTES (PRO FEE),90834, 236.00 
HC PSYCHOTHERAPY W/PATIENT W/E&M SRVCS 45 MIN,90836, 282.00 
HC PSYCHOTHERAPY W/PATIENT W/E&M SRVCS 45 MIN (PRO FEE),90836, 236.00 
HC PSYCHOTHERAPY W/PATIENT 60 MINUTES,90837, 334.00 
HC PSYCHOTHERAPY W/PATIENT 60 MINUTES (PRO FEE),90837, 236.00 
HC PSYCHOTHERAPY W/PATIENT W/E&M SRVCS 60 MIN,90838, 334.00 
HC PSYCHOTHERAPY W/PATIENT W/E&M SRVCS 60 MIN (PRO FEE),90838, 236.00 
HC PSYCHOTHERAPY FOR CRISIS INITIAL 60 MINUTES,90839, 334.00 
HC PSYCHOTHERAPY FOR CRISIS EACH ADDL 30 MINUTES,90840, 133.00 
HC FAMILY PSYCHOTHERAPY W/O PATIENT PRESENT 50 MINS,90846, 267.00 
HC FAMILY PSYCHOTHERAPY W/O PATIENT PRESENT 50 MINS (PRO FEE),90846, 236.00 
HC FAMILY PSYCHOTHERAPY W/O PATIENT PRESENT 50 MINS,90846, 267.00 
HC FAMILY PSYCHOTHERAPY W/O PATIENT PRESENT 50 MINS (PRO FEE),90846, 236.00 
HC FAMILY PSYCHOTHERAPY W/PATIENT PRESENT 50 MINS,90847, 313.00 
HC FAMILY PSYCHOTHERAPY W/PATIENT PRESENT 50 MINS (PRO FEE),90847, 281.00 
HC FAMILY PSYCHOTHERAPY W/PATIENT PRESENT 50 MINS,90847, 313.00 
HC FAMILY PSYCHOTHERAPY W/PATIENT PRESENT 50 MINS (PRO FEE),90847, 281.00 
HC GROUP PSYCHOTHERAPY,90853, 193.00 
HC GROUP PSYCHOTHERAPY (PRO FEE),90853, 193.00 
HC GROUP PSYCHOTHERAPY,90853, 193.00 
HC ELECTROCONVULSIVE THERAPY,90870," 1,642.00 "
HC BIOFEEDBACK TRAINING ANY MODALITY,90901, 231.00 
HC HEMODIALYSIS PROCEDURE W/ PHYS/QHP EVALUATION,90935, 598.00 
HC DIALYSIS OTHER/THAN HEMODIALYSIS 1 PHYS/QHP EVAL,90945, 990.00 
HC GASTROESOPHAG REFLX TEST W/CATH PH ELTRD PLCMT,91034," 1,035.00 "
HC GASTROESOPHAG REFLX TEST W/TELEMTRY PH ELTRD,91035," 1,001.00 "
HC BREATH HYDROGEN/METHANE TEST,91065, 446.00 
HC GI IMAG INTRALUMINAL ESOPHAGUS-ILEUM W/I&R,91110," 2,222.00 "
HC ANORECTAL MANOMETRY,91122, 578.55 
HC LIVER ELASTOGRAPHY W/O IMAG W/I&R,91200, 284.00 
HC TX SPEECH LANG VOICE COMMJ &/AUDITORY PROC IND,92507, 173.00 
HC EVALUATION OF SPEECH FLUENCY (STUTTER CLUTTER),92521, 152.00 
HC EVALUATION OF SPEECH SOUND PRODUCTION ARTICULATE,92522, 152.00 
HC EVAL SPEECH SOUND PRODUCT LANGUAGE COMPREHENSION,92523, 152.00 
HC BEHAVIORAL & QUALIT ANALYSIS VOICE AND RESONANCE,92524, 152.00 
HC TX SWALLOWING DYSFUNCTION&/ORAL FUNCJ FEEDING,92526, 208.00 
HC ABDOMINAL HYSTERECTOMY,92586, 294.00 
HC EVAL&/FITG VOICE PROSTC DEV SUPLMNT ORAL SPEEC,92597, 287.00 
HC THER SVC N-SP-GENRATJ DEV PRGRMG&MODIFICAJ,92606, 219.00 
HC RX SP-GENRATJ AUGMNT&COMUNICAJ DEV 1ST HR,92607, 327.00 
HC RX SP-GENRATJ AUGMNT&COMUNICAJ DEV EA 30 MIN,92608, 99.00 
HC THER SP-GENRATJ DEV PRGRMG&MODIFICAJ,92609, 271.00 
HC EVAL ORAL&PHARYNGEAL SWLNG FUNCJ,92610, 523.00 
HC MOTION FLUOR EVAL SWLNG FUNCJ C/V REC,92611, 523.00 
HC FLEXIBLE ENDOSCOPIC EVAL SWALLOW C/V REC,92612, 285.00 
HC FLEXIBLE ENDOSCOPIC EVAL LARYN SENSORY C/V REC,92614, 285.00 
HC FLEXIBLE NDSC EVAL SWLNG&LARYN SENS C/V REC,92616, 411.00 
HC PRQ TRLUML CORONARY ANGIOPLASTY ONE ART/BRANCH,92920," 13,186.00 "
HC PRQ TRLUML CORONARY ANGIOPLASTY ADDL BRANCH,92921," 12,352.00 "
HC PRQ TRLUML CORONARY ANGIO/ATHERECT ONE ART/BRNCH,92924," 25,139.00 "
HC PRQ TRLUML CORONARY ANGIO/ATHEREC ADDL ART/BRNCH,92925," 25,139.00 "
HC PRQ TRLUML CORONARY STENT W/ANGIO ONE ART/BRNCH,92928," 20,026.00 "
HC PRQ TRLUML CORONARY STENT W/ANGIO ADDL ART/BRNCH,92929," 18,822.00 "
HC PRQ TRLUML CORONRY STENT/ATH/ANGIO ONE ART/BRNCH,92933," 20,026.00 "
HC PRQ TRLUML CORONARY STENT/ATH/ANGIO ADDL BRANCH,92934," 18,822.00 "
HC PRQ TRLUML CORONARY BYP GRFT REVASC ONE VESSEL,92937," 20,026.00 "
HC PRQ TRLUML CORONARY BYP GRFT REVASC ADDL VESSEL,92938," 18,822.00 "
HC PRQ TRLUML CORONRY TOT OCCLUS REVASC MI ONE VSL,92941," 21,227.00 "
HC PRQ TRLUML CORONRY CHRONIC OCCLUS REVASC ONE VSL,92943," 20,026.00 "
HC PRQ TRLUML CORONRY CHRNIC OCCLUS REVASC ADDL VSL,92944," 18,822.00 "
HC CARDIOPULMONARY RESUSCITATION,92950," 1,166.00 "
HC CARDIOPULMONARY RESUSCITATION (PRO FEE),92950, 462.00 
HC TEMPORARY TRANSCUTANEOUS PACING,92953, 513.00 
HC CARDIOVERSION ELECTIVE ARRHYTHMIA EXTERNAL,92960," 1,969.00 "
HC CARDIOVERSION ELECTIVE ARRHYTHMIA EXTERNAL (PRO FEE),92960," 1,575.00 "
HC CARDIOVERSION ELECTIVE ARRHYTHMIA INTERNAL SPX,92961," 1,504.00 "
HC PRQ TRANSLUMINAL CORONARY MECHANICL THROMBECTOMY,92973," 9,980.00 "
HC THROMBOLYSIS INTRACORONARY NFS SLCTV ANGRPH,92975, 856.00 
HC ENDOLUMINAL CORONARY IVUS OCT I&R INITIAL VESSEL,92978," 6,951.00 "
HC ENDOLUMINAL CORONARY IVUS OCT I&R ADDL VESSEL,92979," 4,371.00 "
HC PRQ BALLOON VALVULOPLASTY PULMONARY VALVE,92990," 13,302.00 "
HC ECG ROUTINE ECG W/LEAST 12 LDS TRCG ONLY W/O I&R,93005, 150.00 
HC ECG ROUTINE ECG W/LEAST 12 LDS I&R ONLY (PRO FEE),93010, 26.00 
