Highland Hospital,,,,
Charge Description Master: June 2018,,,,
CDM Code,Description,Price,,
17948696,Imatinib Mesylate 400," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17948753,Etravirine 100," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17948951,Beclomethasone Dipropionate 80," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17948977,"Heparin Sodium,Porcine/Pf"," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17949025,Insulin Lispro 100 Unit/Ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17949116,Dextrose 5% Iv Sol 500Ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17949124,Posaconazole 200mg/5ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17949421,Psyllium Seed," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17950072,HEPATITIS A & B VACCINE PF," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17950080,Simvastatin 20 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17950106,Hydralazine Hcl 100 Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17950114,Bumetanide 1 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17950122,Hydroxocobalamin 1000Mcg/Ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17950130,Betaine 180 Gm Powder," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17950155,Cyanocobalamin 1000 Mcg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17950163,Doxycycline Hyclate 100 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17950221,Naphazoline 0.1% Eye Drops," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17950262,Hydrocortisone 1% Cream 1.5Gm," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17951229,Febuxostat 80 Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17951336,Hydromorphone Hcl/Pf 1Mg/Ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17951443,Mycamine 100 Mg Vial," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17951765,Ondansetron 2 Mg/Ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17951773,Aminophylline 100," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17951781,Aminophylline 200," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17952490,Dextroamphetamine Er 10 Mg Cap," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17952680,Elitek 1.5 Mg Vial," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17952763,Hydrocodon-Acetaminophen 5-325," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17953357,Darunavir 400 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17953373,Dabigatran 75 Mg Cap," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17953472,Renvela 2.4 Gm Powder Packet," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17953522,Copaxone 20 Mg Injection Kit," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17954470,Varenicline 1mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17955865,"INJECTION, DIPHENHYDRAMINE"," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17955881,"INJECTION, FUROSEMIDE"," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17958158,METHENAMINE MANDELATE* (TAB)," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17958224,POTASSIUM CHLORIDE*," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17958786,"INJECTION, ERTAPENEM SODIUM"," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17959230,FUROSEMIDE," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17959628,LANTHANUM (TAB)," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17959842,DOCUSATE SODIUM (TAB) 100 MG," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17959883,DOCOSANOL 10%," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17959925,FOSFOMYCIN," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17959982,PRAMIPEXOLE (TAB)," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17960170,Amiodarone Hydr 200 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17961665,Glucagon 1 Mg Vl," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17963042,NIACIN* (TAB," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17963307,Pancreatic Enzy 1Cap Cap," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17965427,Fluconazole 200Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17965435,Nicorette Gum," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17965450,Fluconazole 100Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17965724,Loperamide 2 Mg (Imodium)," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17965922,Glyburide 2.5Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17966052,PENICILLIN V POTASSIUM (ORAL)," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17966136,Metoclopramide Elix," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17966268,Levothyroxine 0.15 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17966375,AMOXICILLIN 250 MG," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17966383,Guaifenesin/Codeine 10mg/5ml PO," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17966862,Dranabinol 2.5 Mg Cap," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17967407,Pyridoxine Hcl 50 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17967449,LISINOPRIL 5 MG TAB," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17967514,Buspirone 10 Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17967589,Guaifenesin 100 Mg Syrup," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17967605,Guaifenesin/Dm Syrup," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17967621,Coal Tar 2% Cream," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17967662,Metronidazole 500 Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17967753,Warfarin 7.5 Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17967837,Metoprolol 100 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17967977,Alprazolam 0.25mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17968009,Gemfibrozil 600 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17968207,POLY-VI-SOL," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17968256,Triamcinolone Acet 0.1% Oint," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17968314,Bacitracin/Poly 3.5gm Oint," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17968520,Sulfadiazine 500 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17968538,Bisacodyl Supp 10 Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17968553,Diphenhydramine 12.5 Mg Elix," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17968595,Permethrin 5% Cream," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17968850,Hydroxyzine Hcl Syrup 10Mg/5Ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17968876,Hydrocortisone 1% Cream," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17968892,Clotrimazole 1% Cr App," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17968926,Tobramycin 0.3% Oph Solution," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17968934,Tobramycin Sulf 0.3% Ung," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17968975,ACETAMINOPHEN SUSP*," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17969007,Divalproex Sod 250Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17969171,Doxazosin 2Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17969197,Doxazosin 4 Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17969213,Doxazosin 8Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17969403,Morphine Oral Concentrate 20mg/1ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17969429,Morphine S04 10 Mg/5Ml Sol," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17969536,Filgrastim 300Mcg/1Ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17969627,Hydroxyzine Hcl 25 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17969874,Cyanocobalamin 1000 Mcg 10Ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17970864,Ferrous Sulfate 220Mg/5Ml Elix," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17970989,Benztropine 0.5 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17971003,Fluoxetine 20Mg/5Ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17971086,BUPROPION* (TAB) 100MG," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17971102,Buprobion 75 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17971227,Sertraline 100 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17971243,Calcium Acetate 668 Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17971276,Diltiazem Hcl 180 Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17971573,Cephalexin 250 Mg Cap," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17971599,Cephalexin 250mg/5ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17971672,Cephalexin 250mg/5ml Susp," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17971755,Diltiazem ER 240mg Cap," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17971771,Capsaicin .075% Cr 30 Gm," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17971821,Clarithromycin 500 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17971888,Capsaicin .025% 45 Gm," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972050,Neo/Poly/Dexamethasone Oph Ung," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972068,Neo/Poly/Dexametha Oph Drops," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972142,Atropine 1% Opth Soln," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972159,Tobramycin/Dexa 0.3% Oph," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972175,Prednisolone Ace 1% Oph Drops," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972183,Sulfacetamide 10% Oph Drops," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972217,Duragesic Patch 50 Mcg/Hr," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972233,Clotrimazole 1% 30 Gm," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972241,Clotrimazole 1% Solution 10ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972258,Insulin 70/30," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972266,Insulin Nph Hum 100 U/10Ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972274,Insulin Reg Hum 100 U/Ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972282,Homatropine 5% Opth Soln," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972308,Homatropine 5% Oph 5Ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972332,Hydrocortisone 1% Oint," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972365,Miconazole Nit 2% Top Cr," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972373,Triamcinolone .025% Cr," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972381,Triamcinolone 0.1% Lotion," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972522,CLINDAMYCIN 2% VAG CREAM," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972621,Metipranolol 0.3%," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972829,Aspirin 81 Mg Chwtab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972837,RIFABUTIN 150MG CAP," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972886,Fentanyl 25 Mcg Patch," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17972928,Hydrophilic 12Ogm," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17973116,SELEGILINE 5 MG TAB," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17973256,Levothyroxine .025 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17973306,Haloperidol 0.5 Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17973314,Glyburide 5 Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17973363,Nitrofuran Macrocrys 100 Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17973488,Megestrol Susp 40 Mg/Ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17973520,Sucralfate Susp," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17973546,Metolazone 2.5 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17973579,Mesalamine 400Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17973777,Nifedipine Cc 30 Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17973785,Nifedipine Cc 60 Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17973801,Nifedipine Cc 90 Mg," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17974023,Ticlopidine HCL 250mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17974171,Vitamin E 400 U Cap Bottle/Out," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17974197,VANCOMYCIN 25 MG/ML OPH SOLN," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17974312,METRONIDAZOLE 0.75% VAG GEL," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17974395,Risperidone 1 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17974403,Risperidone 2 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17974411,Risperidone 3 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17974536,Acyclovir 800mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17974775,Prednisolone Acet 1% 5 Ml," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17974833,Estradiol 1 Mg Tab Btl/Out," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
17975020,Isosorbide Dini 20 Mg Tab," Charge is calculated based on dosage given to patient; AWP<$100 multiply by 4.74, AWP <$500 multiply by 3.55; AWP >=$500 multiply by 2.37 ",,
