"SVCCD","Description","PRICE1","As of Date"
"1314701","INFLUENZA VIRUS AB  ",468.44,"7/2/2019"
"1314702","LEGIONELLA AB       ",528.92,"7/2/2019"
"1314709","MUMPS AB            ",451.08,"7/2/2019"
"1314710","MYCOPLASMA AB       ",457.52,"7/2/2019"
"1314713","PARVOVIRUS AB       ",519.68,"7/2/2019"
"1314715","PROTOZOA AB, NOS    ",428.12,"7/2/2019"
"1314717","RICKETTSIA AB       ",669.20,"7/2/2019"
"1314719","RUBELLA AB          ",497.56,"7/2/2019"
"1314720","RUBEOLA AB          ",445.20,"7/2/2019"
"1314723","TETANUS AB          ",511.56,"7/2/2019"
"1314724","TOXOPLASMA AB       ",497.56,"7/2/2019"
"1314725","TOXOPLASMA AB, IGM  ",497.84,"7/2/2019"
"1314726","TREP. PALLIDUM,CONFI",457.52,"7/2/2019"
"1314728","VARICELLA-ZOSTER AB ",445.20,"7/2/2019"
"1314729","VIRUS AB, NOS       ",445.20,"7/2/2019"
"1314731","THYROGLOBULIN AB    ",549.92,"7/2/2019"
"1314732","HEPATITIS C AB TEST ",493.08,"7/2/2019"
"1314738","HLA  A,B,OR C,SING  ",892.08,"7/2/2019"
"1314747","WBC DIFF, MAN       ",118.72,"7/2/2019"
"1314751","HEMATOCRIT, OTHER   ",82.04,"7/2/2019"
"1314752","HEMOGLOBIN          ",82.04,"7/2/2019"
"1314753","CBC W-PLT AUTO COMPD",268.52,"7/2/2019"
"1314754","CBC W-PLT           ",223.44,"7/2/2019"
"1314755","RBC COUNT           ",104.44,"7/2/2019"
"1314757","RETIC COUNT, FLOW   ",138.04,"7/2/2019"
"1314759","WBC COUNT           ",87.64,"7/2/2019"
"1314764","FACTOR II,PROTHROMBI",448.84,"7/2/2019"
"1314765","FACTOR V ASSAY      ",610.12,"7/2/2019"
"1314767","FACTOR VIII, AHG    ",618.80,"7/2/2019"
"1314769","FACTOR VIII RISTOCET",792.96,"7/2/2019"
"1314770","FACTOR VIII VW AG   ",792.96,"7/2/2019"
"1314771","FACT VIII,VW,MULTIME",792.96,"7/2/2019"
"1314772","FACTOR IX           ",658.28,"7/2/2019"
"1314773","FACTOR X            ",618.80,"7/2/2019"
"1314774","FACTOR XI           ",618.80,"7/2/2019"
"1314775","FACTOR XII          ",668.92,"7/2/2019"
"1314780","ANTITHROMBIN IIIACTI",409.64,"7/2/2019"
"1314781","ANTITHROMBIN III, AG",373.80,"7/2/2019"
"1314782","PROTEIN C, AG       ",415.24,"7/2/2019"
"1314783","PROTEIN C, ACTIVITY ",478.24,"7/2/2019"
"1314784","PROTEIN S, TOTAL    ",401.24,"7/2/2019"
"1314785","PROTEIN S, FREE     ",529.76,"7/2/2019"
"1314787","FACTOR INHIBITOR TES",444.92,"7/2/2019"
"1314790","COAG TIME ACTIVATED ",147.28,"7/2/2019"
"1314793","FDP-FSP AGG SLIDE   ",238.28,"7/2/2019"
"1314797","D-DIMER, QUANT      ",351.68,"7/2/2019"
"1314798","FIBRINOGEN ACTIVITY ",293.72,"7/2/2019"
"1314808","FETAL HGB KLEIH-BETK",349.57,"7/2/2019"
"1314809","FETAL HGB, ROSETTE  ",262.08,"7/2/2019"
"1314821","PLTT NEUTRALIZATION ",621.32,"7/2/2019"
"1314822","PROTHROMBIN TIME    ",135.80,"7/2/2019"
"1314823","PROTHROMBIN, SUBSTIT",136.36,"7/2/2019"
"1314825","RUSSELL VIPER VEN DI",331.24,"7/2/2019"
"1314827","SED RATE NONAUTOMATE",122.64,"7/2/2019"
"1314829","SICKLE CELL TEST RED",190.40,"7/2/2019"
"1314830","THROMBIN TIME       ",199.36,"7/2/2019"
"1314833","THROMBOPLAST TIMEPTT",207.76,"7/2/2019"
"1314834","PTT SUBSTITUT       ",223.44,"7/2/2019"
"1314836","HEME-COAG PROC, NOS ",48.18,"7/2/2019"
"1314842","SPECIMEN CONCENTRATI",230.72,"7/2/2019"
"1314843","CULTURE BLOOD BACTER",356.72,"7/2/2019"
"1314844","CULT STL BACT W-ISOL",326.48,"7/2/2019"
"1314845","CULT STL BACT EA ADD",326.48,"7/2/2019"
"1314846","CULTURE BACTERIA OTH",297.92,"7/2/2019"
"1314849","CULT BACT ANA ANY SO",327.32,"7/2/2019"
"1314850","CULT ANAERO IDENT EA",279.16,"7/2/2019"
"1314851","CULT AEROBIC IDENTIF",279.16,"7/2/2019"
"1314852","CULTURE SCREEN ONLY ",229.04,"7/2/2019"
"1314854","CULT URINE-COLONY CT",278.88,"7/2/2019"
"1314857","CULT FUNGUS ISOLATIO",290.64,"7/2/2019"
"1314858","CULTURE FUNGUS BLOOD",572.88,"7/2/2019"
"1314859","FUNGI IDENTIF YEAST ",356.72,"7/2/2019"
"1314860","FUNGI IDENTIF, MOLD ",356.72,"7/2/2019"
"1314863","CULT MYCOBACTERIA   ",373.52,"7/2/2019"
"1314864","MYCOBACTERIA IDENTIF",93.21,"7/2/2019"
"1314865","CULT TYPE IMMUNOFLUO",192.64,"7/2/2019"
"1314867","CULT TYPE,IMMUNOLOGI",178.92,"7/2/2019"
"1314868","CULT TYPE,NUCLEIC AC",693.28,"7/2/2019"
"1314877","OVA-PARASITES SMEARS",307.72,"7/2/2019"
"1314878","MICROB SUSCEP DIFFUS",164.08,"7/2/2019"
"1314880","MICROB SUSCEP ENZYME",164.08,"7/2/2019"
"1314881","MICROBE SUSCEPT MIC ",298.76,"7/2/2019"
"1314888","SMEAR,GRAM STAIN    ",147.56,"7/2/2019"
"1314889","SMEAR FLUORES-ACI ST",186.20,"7/2/2019"
"1314890","SMEAR,SPECIAL STAIN ",207.20,"7/2/2019"
"1314891","SMEARWET MOUNT SAL-I",162.96,"7/2/2019"
"1314895","VIRUS INOCULAT TISSU",901.04,"7/2/2019"
"1314897","VIRUS INOCU SHELL VI",676.20,"7/2/2019"
"1314899","PERTUSSIS AG, IF    ",414.40,"7/2/2019"
"1314901","INFAGT DT QLSQT CRYP",414.40,"7/2/2019"
"1314904","INFLUENZA B, AG, IF ",414.40,"7/2/2019"
"1314905","INFLUENZA A, AG, IF ",449.96,"7/2/2019"
"1314909","RESP SYNCYTIAL AG,IF",414.40,"7/2/2019"
"1314924","ENTAMOEB HIS GRP AGT",414.40,"7/2/2019"
"1314925","HPYLORI,STOOL,EIA   ",497.28,"7/2/2019"
"1314927","HBSAG               ",357.00,"7/2/2019"
"1314929","HBEAG               ",398.44,"7/2/2019"
"1314931","HISTOPLASM CAPSU AGE",414.40,"7/2/2019"
"1314936","ROTAVIRUS AG,EIA    ",414.40,"7/2/2019"
"1314939","AG DETEC NOS,EIA MUL",414.40,"7/2/2019"
"1314952","CHLMYD PNEUM DNA AMP",1213.24,"7/2/2019"
"1314955","CHLMYD TRACH DNA AMP",1213.24,"7/2/2019"
"1314958","CYTOMEG DNA AMP PROB",1213.24,"7/2/2019"
"1314959","CYTOMEG DNA QUANT   ",1480.64,"7/2/2019"
"1314965","HEPATITIS B,DNA QNT ",1480.64,"7/2/2019"
"1314967","HEPATITIS C,RNA,AMPP",1213.24,"7/2/2019"
"1314968","HEPATITIS C,RNA,QUAN",1480.64,"7/2/2019"
"1314973","HSV, DNA, AMP PROBE ",1213.24,"7/2/2019"
"1314979","HIV-1, DNA,AMP PROBE",1475.44,"7/2/2019"
"1314980","HIV-1, DNA, QUANT   ",2941.68,"7/2/2019"
"1314982","HIV-2, DNA,AMP PROBE",1213.24,"7/2/2019"
"1314985","LEGION PNEU,DNA,AMPP",1213.24,"7/2/2019"
"1314991","M.TUBERCULO,DNA,AMPP",1213.24,"7/2/2019"
"1314997","M.PNEUM,DNA,AMP PROB",1213.24,"7/2/2019"
"1315000","N.GONORRHO,DNA,AMPPR",1213.24,"7/2/2019"
"1315009","DETECT AGNTNOS,DNAAM",1213.24,"7/2/2019"
"1315010","DETECT AGNT NOS,DNAQ",1480.64,"7/2/2019"
"1315012","DETECT AGT MULT,DNAA",2426.48,"7/2/2019"
"1315015","INFLU B ASSAY W-OP  ",463.40,"7/2/2019"
"1315015","INFLUENZA ASSAY W-OP",463.40,"7/2/2019"
"1315018","STREP A ASSAY W-OPTI",462.84,"7/2/2019"
"1315019","AGENT NOS ASSAY W-OP",449.96,"7/2/2019"
"1315020","GI PATH AMP PRB 3-5 ",77.79,"7/2/2019"
"1315020","GI PATH AMP PRB 6-11",77.79,"7/2/2019"
"1315020","GI PATH AMP PRB12-25",77.79,"7/2/2019"
"1315020","HPV HIGH RISK TYPES ",77.79,"7/2/2019"
"1315020","HPV LOW RISK TYPES  ",77.79,"7/2/2019"
"1315020","HPV TYPE 16 18 W 45 ",77.79,"7/2/2019"
"1315020","MICROBIOLOGY PROCEDU",77.79,"7/2/2019"
"1315022","UA, AUTO W-SCOPE    ",109.76,"7/2/2019"
"1315024","UA, AUTO, W-O SCOPE ",77.56,"7/2/2019"
"1315030","URINALYSIS,VOL MEASU",103.88,"7/2/2019"
"1315033","GENOTYPE,DNA,HIV REV",8899.52,"7/2/2019"
"1315034","GENOTYPE,DNA,HEPAT C",8899.52,"7/2/2019"
"1315038","CELL CTW-DIF BODYFLU",190.40,"7/2/2019"
"1315076","NATRIURETIC PEPTIDE ",1173.20,"7/2/2019"
"1315079","CBC-PLT AUTORP CDM  ",154.84,"7/2/2019"
"1315081","VIRUS ISOLATION GEN ",1170.68,"7/2/2019"
"1315084","LEUKOCY ASSES FEC QL",147.56,"7/2/2019"
"1315089","CAPILLARY PUNCTURE  ",54.49,"7/2/2019"
"1315091","PROT TOTL RANDOM URI",126.84,"7/2/2019"
"1315092","PROTEIN TOT OTHR SRC",126.84,"7/2/2019"
"1315097","INFAGT DT QLSQT GIAR",414.40,"7/2/2019"
"1315122","SIROLIMUS           ",474.88,"7/2/2019"
"1315126","LIPOPROTEIN  A      ",447.44,"7/2/2019"
"1315127","LIPOPROT BLD BY NMR ",1090.60,"7/2/2019"
"1315133","CCP ANTIBODY        ",447.44,"7/2/2019"
"1315134","TB TEST CELL IM MEAS",2142.56,"7/2/2019"
"1315137","SMEAR COMPLEX STN   ",621.32,"7/2/2019"
"1315138","PHENOTYPE INFECT DRG",4505.76,"7/2/2019"
"1315146","WEST NILE VIR AB IGM",582.40,"7/2/2019"
"1315147","WEST NILE VIR AB    ",497.56,"7/2/2019"
"1315148","ASPERGILLUS AG EIA  ",326.58,"7/2/2019"
"1315154","LIPOPROTEIN LP-PLA2 ",1296.68,"7/2/2019"
"1315155","AFP-L3 AND TOTL AFP ",2226.56,"7/2/2019"
"1315157","VENIPUNCTURE,ROUTINE",43.46,"7/2/2019"
"1315669","RBC PRETREAT W-INHIB",3616.76,"7/2/2019"
"1315822","GENTAMICIN          ",566.16,"7/2/2019"
"1315826","VANCOMYCIN          ",468.16,"7/2/2019"
"1315834","CHLORIDE URINE RAN  ",173.88,"7/2/2019"
"1315845","PH FLUID,NOS        ",123.76,"7/2/2019"
"1315863","AMIKACIN            ",521.08,"7/2/2019"
"1315878","ARSENIC             ",655.76,"7/2/2019"
"1315881","COPPER SERUM        ",428.96,"7/2/2019"
"1315893","HEMOGLOBIN A1C      ",335.72,"7/2/2019"
"1316334","CYSTATIN C          ",518.56,"7/2/2019"
"1316335","CALPROTECTIN FECAL  ",678.72,"7/2/2019"
"1316342","BASIC METABO CA TOTA",292.32,"7/2/2019"
"1316344","SEMEN ANYL PRES-M-S ",416.64,"7/2/2019"
"1316348","ALLERGEN IGG QT     ",218.96,"7/2/2019"
"1316348","ALLERGEN IGG QT CSF ",218.96,"7/2/2019"
"1316359","ACETON-KETON SERM QT",282.52,"7/2/2019"
"1316361","HCG QUANT           ",520.52,"7/2/2019"
"1316362","GLU,HOME USE DIAGNOS",91.84,"7/2/2019"
"1316364","CRYSTAL ID,TISSUE,FL",247.24,"7/2/2019"
"1316373","CLOTTING FUNCT ACTIV",342.33,"7/2/2019"
"1316382","PROCALCITONIN PCT   ",926.24,"7/2/2019"
"1316386","PAMG-1 QUALITATIVE  ",2747.08,"7/2/2019"
"1316410","THROMBOXANE URINE   ",983.08,"7/2/2019"
"1316412","CELL FUNCT ASSAY STI",4696.44,"7/2/2019"
"1316418","C DIFF AMPLI PROBE  ",1213.24,"7/2/2019"
"1316422","HEXAGONAL PHOSPHOLIP",621.32,"7/2/2019"
"1316426","INFLU DNA AMP PROBE ",288.48,"7/2/2019"
"1316427","INFLU DNA AMP PRO AD",818.16,"7/2/2019"
"1316444","RESP VIRUS 12-25 TAR",14407.40,"7/2/2019"
"1316449","VALPROIC ACID TOTAL ",468.16,"7/2/2019"
"1316451","VALPROIC ACID FREE  ",468.16,"7/2/2019"
"1316452","DIGOXIN TOTAL       ",458.92,"7/2/2019"
"1316531","HIV1 AG 12 AB SCR OP",832.44,"7/2/2019"
"1316531","HIV1 AG W HIV 1 2 AB",832.44,"7/2/2019"
"1316534","EVEROLIMUS QT       ",300.00,"7/2/2019"
"1316535","GABAPENTIN QT       ",606.76,"7/2/2019"
"1316536","LAMOTRIGINE QT      ",458.08,"7/2/2019"
"1316537","LEVETIRACETAM QT    ",458.08,"7/2/2019"
"1316538","MYCOPENOLATE QT     ",623.84,"7/2/2019"
"1316541","ZONISAMIDE QT       ",458.08,"7/2/2019"
"1316542","T VAGINALIS AMP     ",1213.24,"7/2/2019"
"1316553","COL CHRM NODRG EA   ",674.52,"7/2/2019"
"1316600","PRS DRG IA ANAZ     ",2011.24,"7/2/2019"
"1316670","ALC BIOMRKS MS 1-2  ",200.00,"7/2/2019"
"1316676","ANABOLC STRD MS 1-2 ",205.00,"7/2/2019"
"1316684","ANTIDPRS TRIC MS 1-2",376.00,"7/2/2019"
"1316693","BENZODIAZ MS 1-12   ",486.00,"7/2/2019"
"1316709","ALLG SPEC IGE REC EA",619.92,"7/2/2019"
"1317002","BCR-ABL1 MAJOR QL-QN",5667.76,"7/2/2019"
"1317003","BCR-ABL1 MINOR QL-QN",5006.68,"7/2/2019"
"1317014","CFTR GENE ANALY CV  ",15584.80,"7/2/2019"
"1317021","CYP2C9 GENE AANLY CV",4894.68,"7/2/2019"
"1317024","F2 GEN ANALY 20210GA",1839.32,"7/2/2019"
"1317025","F5 GENE ANALY LEID V",2112.32,"7/2/2019"
"1317033","HFE GENE ANALY CV   ",2259.32,"7/2/2019"
"1317044","JAK2 GEN ANALY V617F",3168.76,"7/2/2019"
"1317050","MTHFR GENE ANALY CV ",1829.52,"7/2/2019"
"1317072","SERPINA1 GENE ANA CV",1508.92,"7/2/2019"
"1317083","HLA2 TYP LR 1 LOC EA",100.00,"7/2/2019"
"1317089","HLA2 TYP HR 1 LOC EA",250.00,"7/2/2019"
"1317094","MOLEC PATH LEV 4    ",5185.60,"7/2/2019"
"1317100","VKORC1 GENE ANALY CV",2469.60,"7/2/2019"
"1317122","FTL CGEN ABN 5 ANAL ",1387.57,"7/2/2019"
"1321021","CYTOPATH FLD FTRW-IN",489.16,"7/2/2019"
"1321045","CYTOP EVAL,FNA,REPOR",1251.60,"7/2/2019"
"1321064","CYTOGENETICS DNA-PRO",740.32,"7/2/2019"
"1321066","CYTOGENETICS 10-30  ",148.33,"7/2/2019"
"1321068","CYTOGENETICS 100-300",1433.32,"7/2/2019"
"1321075","SURG PATH GROSS LVL1",489.16,"7/2/2019"
"1321076","SURG PATH GROSS LVL2",890.40,"7/2/2019"
"1321077","SURG PATH GROSS LVL3",1251.60,"7/2/2019"
"1321078","SURG PATH GROSS LVL4",1251.60,"7/2/2019"
"1321079","SURG PATH GROSS LVL5",6031.76,"7/2/2019"
"1321080","SURG PATH GROSS LVL6",15145.76,"7/2/2019"
"1321081","DECALCIFY TISSUE    ",92.59,"7/2/2019"
"1321082","SPECIAL STAINS GRP 1",1251.60,"7/2/2019"
"1321083","SPECIAL STAINS GRP 2",890.40,"7/2/2019"
"1321084","HISTOCHEMICAL STAIN ",216.36,"7/2/2019"
"1321086","ENZYME HISTOCHEMISTR",15145.76,"7/2/2019"
"1321090","PATH CONSULT INTROP ",890.40,"7/2/2019"
"1321091","PATH CONSULT INT-1BL",3616.76,"7/2/2019"
"1321092","PATH CONSULT-INTRADD",194.94,"7/2/2019"
"1321096","ELECTRON MICROSCOPY ",15145.76,"7/2/2019"
"1321099","ANALYSIS NERVE      ",1251.60,"7/2/2019"
"1321114","CYTOPATH FLD NOT V-C",890.40,"7/2/2019"
"1321118","FLOWCYTOMET-TC,1 MRK",6031.76,"7/2/2019"
"1321119","FLOWCYTOMETRY-TC,ADD",239.03,"7/2/2019"
"1321179","CYTO UR 3-5PROB EA S",3616.76,"7/2/2019"
"1321188","1ST SEP ID AB       ",6031.76,"7/2/2019"
"1321189","ICC ADD AB PER SLIDE",307.99,"7/2/2019"
"1321205","IMF SPEC 1ST AB ST  ",6031.76,"7/2/2019"
"1321206","IMF/SPEC ADD AB ST  ",74.00,"7/2/2019"
"1331037","S-H CRYO EACH UNIT  ",1232.00,"7/2/2019"
"1331038","S-H RBC LEUKO REDU  ",5145.28,"7/2/2019"
"1331049","S-H PLAT PHERE L-R  ",13354.88,"7/2/2019"
"1331051","S-H PLAT A-P L-R IRR",17489.08,"7/2/2019"
"1331054","S-H RBC L-R IRRAD   ",7285.04,"7/2/2019"
"1331072","S-H FFP BTWN8-24HREA",2078.44,"7/2/2019"
"135110","R&B M/S PRIVATE     ",1677.00,"7/2/2019"
"135164","R&B ISOLATION       ",2177.00,"7/2/2019"
"135206","R&B PRIVATE TELEM   ",2660.00,"7/2/2019"
"1410001","OTH STER SUPP LVL 1 ",62.40,"7/2/2019"
"1410002","OTH STER SUPP LVL 2 ",172.80,"7/2/2019"
"1410003","OTH STER SUPP LVL 3 ",364.80,"7/2/2019"
"1410004","OTH STER SUPP LVL 4 ",604.80,"7/2/2019"
"1410005","OTH STER SUPP LVL 5 ",844.80,"7/2/2019"
"1410006","OTH STER SUPP LVL 6 ",1204.80,"7/2/2019"
"1410007","OTH STER SUPP LVL 7 ",1684.80,"7/2/2019"
"1410008","OTH STER SUPP LVL 8 ",2404.80,"7/2/2019"
"1410009","OTH STER SUPP LVL 9 ",3844.80,"7/2/2019"
"1410010","OTH STER SUPP LVL 10",6004.80,"7/2/2019"
"1410011","OTH STER SUPP LVL 11",8404.80,"7/2/2019"
"1410012","OTH STER SUPP LVL 12",10504.20,"7/2/2019"
"1410013","OTH STER SUPP LVL 13",16804.20,"7/2/2019"
"1410014","OTH STER SUPP LVL 14",27304.20,"7/2/2019"
"1410015","OTH STER SUPP LVL 15",50404.20,"7/2/2019"
"1410016","OTH STER SUPP LVL 16",84004.20,"7/2/2019"
"1410022","TUBE DRAIN CATH 2   ",108.00,"7/2/2019"
"1410025","TUBE DRAIN CATH 5   ",600.00,"7/2/2019"
"1410048","PMKR SINGL RATE-RSL3",38640.94,"7/2/2019"
"1410053","LEAD PMKR NON-TRN L3",6910.20,"7/2/2019"
"1410062","LEAD AICD ENDO SN L2",17885.50,"7/2/2019"
"1410067","PMKR DUAL RATE-RS L3",59608.00,"7/2/2019"
"1410102","CATH-ANGIO NONLSR L2",18450.00,"7/2/2019"
"1411402","EMBOLIZATION COIL 2 ",5546.83,"7/2/2019"
"1411432","IMPLANT OTHER LVL 2 ",1380.81,"7/2/2019"
"1411433","IMPLANT OTHER LVL 3 ",1905.48,"7/2/2019"
"1411434","IMPLANT OTHER LVL 4 ",3384.23,"7/2/2019"
"1411435","IMPLANT OTHER LVL 5 ",6341.73,"7/2/2019"
"1411436","IMPLANT OTHER LVL 6 ",12679.23,"7/2/2019"
"1411437","IMPLANT OTHER LVL 7 ",17878.58,"7/2/2019"
"1411438","IMPLANT OTHER LVL 8 ",25028.58,"7/2/2019"
"1413003","AICD DUAL CHAMBER L1",82734.10,"7/2/2019"
"1413004","AICD OHR THN SGL/DU1",99999.99,"7/2/2019"
"1413005","AICD SINGLE CHAMBER1",72327.31,"7/2/2019"
"1413122","EAR TUBES-DRAINAGE 2",1905.48,"7/2/2019"
"1413124","EVENT RECRDR CARDIAC",27510.00,"7/2/2019"
"1413177","LEAD AICD END DUL L1",22530.58,"7/2/2019"
"1413180","LEAD LT VENT COR LV1",15610.35,"7/2/2019"
"1413185","LEAD PMKR TRNSV VDD1",856.07,"7/2/2019"
"1413209","PATIENT PROGR NEURO1",16093.45,"7/2/2019"
"1413215","PMKR OTHR TH SNGL L1",43398.94,"7/2/2019"
"1413258","STNT NONCOR TM W/O 1",1857.60,"7/2/2019"
"1414001","ANCHOR/SCRW LEVEL 1 ",192.67,"7/2/2019"
"1414002","ANCHOR/SCRW LEVEL 2 ",391.30,"7/2/2019"
"1414003","ANCHOR/SCRW LEVEL 3 ",758.78,"7/2/2019"
"1414004","ANCHOR/SCRW LEVEL 4 ",954.85,"7/2/2019"
"1414005","ANCHOR/SCRW LEVEL 5 ",1398.48,"7/2/2019"
"1414006","ANCHOR/SCRW LEVEL 6 ",1953.90,"7/2/2019"
"1414007","ANCHOR/SCRW LEVEL 7 ",2733.90,"7/2/2019"
"1414008","ANCHOR/SCRW LEVEL 8 ",3513.90,"7/2/2019"
"1414009","ANCHOR/SCRW LEVEL 9 ",2274.00,"7/2/2019"
"1414050","BONE CEMENT 1       ",1109.78,"7/2/2019"
"1414051","BONE CEMENT 2       ",1410.00,"7/2/2019"
"1414052","BONE CEMENT 3       ",1950.00,"7/2/2019"
"1414054","BONE CEMENT 5       ",6871.00,"7/2/2019"
"1414100","BREAST IMPLANT 1    ",12320.72,"7/2/2019"
"1414176","CATH HEMODIAL LT 2  ",4538.16,"7/2/2019"
"1414177","CATH HEMODIAL ST 1  ",1465.72,"7/2/2019"
"1414178","CATH HEMODIAL ST 2  ",2960.00,"7/2/2019"
"1414200","CATH INTRAVAS ULTRA1",8388.42,"7/2/2019"
"1414249","CATH THRMB/EMBOL 1  ",4041.00,"7/2/2019"
"1414251","CATH THRMB/EMBOL 3  ",38607.84,"7/2/2019"
"1414275","CATH TRNS ARTHR DIR1",52065.00,"7/2/2019"
"1414300","CATH TRNSLUM ANG LA1",47727.00,"7/2/2019"
"1414326","CATH-ANGIO LEVEL 2  ",1909.00,"7/2/2019"
"1414327","CATH-ANGIO LEVEL 3  ",4662.00,"7/2/2019"
"1414329","CATH-ANGIO LEVEL 5  ",8677.00,"7/2/2019"
"1414350","CATH-DRAINAG LEVEL 1",1156.68,"7/2/2019"
"1414375","CATHETER GUIDING 1  ",298.08,"7/2/2019"
"1414376","CATHETER GUIDING 2  ",1717.20,"7/2/2019"
"1414377","CATHETER GUIDING 3  ",4043.52,"7/2/2019"
"1414401","CATH-INFUS PERIF 2  ",168.00,"7/2/2019"
"1414405","CATH-INFUS PERIF 6  ",1730.16,"7/2/2019"
"1414414","CATH-INFUS PERIF 15 ",22074.00,"7/2/2019"
"1414425","CATH-RETRIEVAL 1    ",350.00,"7/2/2019"
"1414426","CATH-RETRIEVAL 2    ",1062.16,"7/2/2019"
"1414450","CLOSURE DEVIC VASC 1",1413.72,"7/2/2019"
"1414451","CLOSURE DEVIC VASC 2",2251.11,"7/2/2019"
"1414476","CONN TISSUE HUMAN 2 ",1666.00,"7/2/2019"
"1414477","CONN TISSUE HUMAN 3 ",2960.00,"7/2/2019"
"1414500","DRILL BIT/BLADE LVL1",60.00,"7/2/2019"
"1414501","DRILL BIT/BLADE LVL2",108.00,"7/2/2019"
"1414502","DRILL BIT/BLADE LVL3",228.00,"7/2/2019"
"1414503","DRILL BIT/BLADE LVL4",378.00,"7/2/2019"
"1414504","DRILL BIT/BLADE LVL5",528.00,"7/2/2019"
"1414505","DRILL BIT/BLADE LVL6",753.00,"7/2/2019"
"1414506","DRILL BIT/BLADE LVL7",1053.00,"7/2/2019"
"1414507","DRILL BIT/BLADE LVL8",1353.00,"7/2/2019"
"1414508","DRILL BIT/BLADE LVL9",1803.00,"7/2/2019"
"1414509","DRILL BIT/BLADELVL10",2403.00,"7/2/2019"
"1414510","DRILL BIT/BLADELVL11",3003.00,"7/2/2019"
"1414511","DRILL BIT/BLADELVL12",3127.50,"7/2/2019"
"1414512","DRILL BIT/BLADELVL13",4252.50,"7/2/2019"
"1414525","EMBOLIZ PROTECT SYS1",22438.62,"7/2/2019"
"1414576","GENRATR NEUROSTM 2  ",99999.99,"7/2/2019"
"1414625","GUIDEWIRE LEVEL 1   ",286.20,"7/2/2019"
"1414626","GUIDEWIRE LEVEL 2   ",1431.00,"7/2/2019"
"1414627","GUIDEWIRE LEVEL 3   ",2579.04,"7/2/2019"
"1414628","GUIDEWIRE LEVEL 4   ",4830.84,"7/2/2019"
"1414630","GUIDEWIRE LEVEL 6   ",8880.84,"7/2/2019"
"1414675","INT SHTH FIX NO-PL 1",5042.52,"7/2/2019"
"1414701","JOINT DEVICE IMPLT 2",4878.90,"7/2/2019"
"1414702","JOINT DEVICE IMPLT 3",6633.90,"7/2/2019"
"1414703","JOINT DEVICE IMPLT 4",9753.90,"7/2/2019"
"1414704","JOINT DEVICE IMPLT 5",13653.90,"7/2/2019"
"1414705","JOINT DEVICE IMPLT 6",23403.90,"7/2/2019"
"1414706","JOINT DEVICE IMPLT 7",46803.90,"7/2/2019"
"1414707","JOINT DEVICE IMPLT 8",78003.90,"7/2/2019"
"1414708","JOINT DEVICE IMPLT 9",93602.60,"7/2/2019"
"1414709","JOINT DEVICE IMPLT10",99218.76,"7/2/2019"
"1414725","LENS INTRAOCULR NT 1",1785.62,"7/2/2019"
"1414726","LENS INTRAOCULR NT 2",3042.00,"7/2/2019"
"1414727","LENS INTRAOCULR NT 3",5628.75,"7/2/2019"
"1414750","MESH IMPLANTABLE 1  ",1380.81,"7/2/2019"
"1414751","MESH IMPLANTABLE 2  ",1905.48,"7/2/2019"
"1414752","MESH IMPLANTABLE 3  ",3384.23,"7/2/2019"
"1414753","MESH IMPLANTABLE 4  ",6341.73,"7/2/2019"
"1414754","MESH IMPLANTABLE 5  ",12679.23,"7/2/2019"
"1414800","PEEL-AWAY SHEATH 1  ",800.86,"7/2/2019"
"1414825","PORT 1              ",400.13,"7/2/2019"
"1414827","PORT 3              ",2750.48,"7/2/2019"
"1414875","PRSTHS PENILE INFL 1",9955.00,"7/2/2019"
"1414878","PRSTHS PENILE INFL 4",61800.00,"7/2/2019"
"1414900","REP DEV URINRY W/SL1",6452.56,"7/2/2019"
"1414901","REP DEV URINRY W/SL2",11088.00,"7/2/2019"
"1414925","SHEATH NON-LASR 2   ",190.00,"7/2/2019"
"1414926","SHEATH NON-LASR 3   ",559.44,"7/2/2019"
"1414927","SHEATH NON-LASR 4   ",579.93,"7/2/2019"
"1414928","SHEATH NON-LASR 5   ",1906.30,"7/2/2019"
"1414951","STNT COAT/COV W/DEL1",17760.60,"7/2/2019"
"1414952","STNT COAT/COV W/DEL2",23898.00,"7/2/2019"
"1414953","STNT COAT/COV W/DEL3",28842.00,"7/2/2019"
"1414954","STNT COAT/COV W/DEL4",55256.04,"7/2/2019"
"1414970","STNT NO COCV W/DEL 1",7892.64,"7/2/2019"
"1414971","STNT NO COCV W/DEL 2",13471.00,"7/2/2019"
"1414972","STNT NO COCV W/DEL 3",14948.66,"7/2/2019"
"1417000","SUTURE LEVEL 1      ",96.53,"7/2/2019"
"1417002","SUTURE LEVEL 3      ",296.40,"7/2/2019"
"1417003","SUTURE LEVEL 4      ",491.40,"7/2/2019"
"1417004","SUTURE LEVEL 5      ",686.40,"7/2/2019"
"1417006","SUTURE LEVEL 7      ",1368.90,"7/2/2019"
"1417007","SUTURE LEVEL 8      ",1758.90,"7/2/2019"
"1417009","SUTURE LEVEL 10     ",3123.90,"7/2/2019"
"1417026","TISSUE MARKR IMPLT 2",952.34,"7/2/2019"
"1417075","VENA CAVA FILTER 1  ",25536.60,"7/2/2019"
"1417085","STAPLER/RELOAD 1    ",777.99,"7/2/2019"
"1417086","STAPLER/RELOAD 2    ",1011.39,"7/2/2019"
