Charge Item,CHARGE,Price
3018080,Graft Bovine Patch,476
3018081,Sleeve Gamma Finder Senorx,68.45
3018082,Seam Guard Bio Absorbable Staple Line,584.55
3044080,Trocar Bladeless Stblty Sleeve 5mm Dia,240
3044081,"Spray Applicator, Extended Duploreach 35",240
3044082,Urologic Drain Bag,52.1
3044083,Yopsy Irrigation Valve,36.8
3048080,Syringe for Optiray Power Injector,38.28
3054080,99241 OBGYN ER/OP Consult Straightforward,157.5
3054081,99242 OBGYN ER/OP Consult Expanded Straightforward,184
3054082,99243 OBGYN ER/OP Consult Low Complexity,210
3054083,99244 OBGYN ER/OP Consult Moderate Complexity,236.5
3054084,99245 OBGYN ER/OP Consult High Complexity,262.5
3054091,Dermagraft for Wound Treatment,4590
3062080,Grasper Epix Laparascopic,258.49
3062081,Proglide Perclose 6 Fr,780
3062082,Stent Endurant Graft,13425
3062083,Catheter Angiographic 5 Fr,584.55
3062084,Stent Graft Ballon Cath 12 Fr,1112.5
3064084,Catheter Atlantis Peripheral Imaging 8.5 Fr,1476.35
3070080,Introducer Set 14 Fr,239.57
3072080,Stent Biliary Trans Hepatic,3828
3080102,Guide Wire Starter 260cm,98.76
3080103,Control Wire Straight Tip 11cm 182cm,572.1
3080104,Control Wire Straight Tip 8cm 300cm,585.55
3080105,Control Wire Straight Tip 8cm 182cm,513
3080106,Coyote OTW PTA Balloon Cath 4FR 80mm,1037.53
3080107,Coyote OTW PTA Balloon Cath 4FR 60mm,1037.53
3082080,Catheter Imaging Atlantis Peripheral 3.9Fr,2087.5
3086110,Stapler Gun Long Powered Echelon 60,1230.25
3086111,Mesh 8 in X 6 in,2127.65
3086118,Mustang OTW 5F 135cm,584.55
3086119,Imager II 4F 65cm,72.06
3086120,Sterling OTW 2.0mm x 150mm,1301.97
3086121,Imager II 4F 100cm,72.06
3086122,Gateway Y-Adapter 3mm,149.39
3086123,Sentinol Biliary OTW 6F 135cm,3734.91
3086130,Harmonic Handle Long ACE 45cm,1767.55
3086131,Imager II 5F 100cm,109.49
3086132,Infant High-flow Circuit Kit,201.9
3090087,Observation Acute Dialysis Treatment,873.5
3090109,Observation Acute Dialysis After Hours Treatment,1068
3090110,Observation ICU Dialysis Treatment,1442
3090111,Observation ICU Dialysis After Hours Treatment,1634.5
3094080,Destination Guiding Sheath,744.2
3112080,Balloon Catheter 7FR 10mm x 15cm Nephrostomy,540
3112084,"Guidewire, Thruway .018, 11cm Short Taper",443.83
3112085,Access Port 2 Kit,1615.5
3112086,Angiographic Catheter 5Fr 100cm .038,410
3128080,Serotonin Level,33.73
3132080,"58562 Hysteroscopy, surgical; with removal of impacted foreign body",892.5
3150086,XR Abdomen AP Obliques Cone Views,193
3156080,"LMA Supreme #3, 4, 5",119.1
3164080,"VortX-18 Pushable Coil 3mm, 4mm, 5mm",1794
3164081,Sterling OTW PTA Balloon Dilatation Cath 6Fr,1240.65
3164082,Renegade Fiber Braided Cath 130cm,1062.5
3164083,Fathom - 16 Straight Tip 10cc,1062.5
3164084,Coil Pusher - 16,499.5
3164085,VortX-35 Pushable Coil 6mm,1155
3168082,XR Fluoroscopy Over 1 Hr Non-Rad,602
3168085,XR Fluoroscopy up to 1Hr,330
3172080,CT Angio Abd/Pel w and/or w/o Contrast,2341
3178080,Trach Tube Uncuffed 9MM Uniperc Adjustable Flange,261.7
3180087,Clinic Facility Fee Charge,23.77
3180093,Initial Problem focused History and Exam,15
3180094,Initial Diabetes Self Management,20.68
3180095,Follow-up 15 min,20.68
3180096,Initial assessment,63.64
3180120,Initial assessment,20.68
3180121,Follow-up Visit 1st 15 min,20.68
3180122,Follow-up additional 15 min,20.68
3180123,Initial assessment,20.68
3180124,Follow-up 15 min,20.68
3180125,Pharmacist 5 or more attendees,33.75
3180126,Pharmacist 2-4 attendees,33.75
3180127,Exercise Physiologist,33.75
3180128,Dietitian,33.75
3180129,Diabetes educator,33.75
3206080,Echelon 60 Endoscopic Reload Black,448.8
3206081,Floseal Fibrin Hemostatic Matrix,476
3208080,Emergency Suction Kit,10.15
3266082,NM IV Inj RA Drug Dx Study Procedure,325
3280092,ACT Number of Tests Performed,80.85
3288080,Chem 8 ISTAT,71.88
3288081,Troponin ISTAT,83.64
3288084,Blood Gas Arterial ISTAT,164.4
3294080,Lactate Arterial ISTAT,90.78
3296080,Mouthwash Biotene,39.99
3300080,ET Tube Microbuff 3.0 Oral Nasal Ped,78.6
3300081,ET Tube Microbuff 3.5 Oral Nasal Ped,78.6
3310080,49000 Exploratory Laparotomy Professional Fee,1800
3310081,49000 Exploratory Laparotomy Assist Professional Fee,450
3310082,49320 Exploratory Laparoscopy Professional Fee,1250
3310083,49320 Exploratory Laparoscopy Assist Professional Fee,312.5
3310084,58180 SubTotal Hysterectomy Professional Fee,3000
3310085,58180 SubTotal Hysterectomy Assist Professional Fee,750
3310086,49204 Tubal Cystectomy or Paratubal Cystectomy 5-10cm,3200
3310087,49203 Tubal Cystectomy or Paratubal Cystectomy 5cm or less,2500
3310088,49204 Tubal Cystectomy or Paratubal Cystectomy Assist 5-10cm,650
3310089,49203 Tubal Cystectomy or Paratubal Cystectomy Assist 5cm or less,500
3310090,49205 Tubal Cystectomy or Paratubal Cystectomy Assist greater than 10cm,740
3310091,49205 Tubal Cystectomy or Paratubal Cystectomy greater than 10 cm,3700
3310092,51992 Laparoscopic Version of Sling,2100
3310093,51992 Laparoscopic Version of Sling Assist,450
3310094,57288 Transvaginal Tape,2500
3310095,57288 Transvaginal Tape Assist,450
3310096,57520 Cold Knife Biopsy of Cervix,850
3310097,56740 Excision of Bartholin's Gland,850
3310098,59025 NonStress Test Professional Fee,196.5
3310099,59160 Postpartum D & C,850
3310100,59414 Manual Removal of Placenta,850
3326083,Cystic Fibrosis (CFTR) 32 Mutations,188
3326084,Administration of Dtap,130.5
3326085,Administration of Flu Inj 6-35 mos,130.5
3326086,Administration of Flu Inj 6-35 mos (pres free),130.5
3326087,Administration of Flu Inj 3 yrs+,130.5
3326088,Administration of Flu Inj 3 yrs+ (pres free),130.5
3326089,Administration of Gardasil,130.5
3326090,Administration of Hep A Vaccine,130.5
3326091,Administration of Hep B Vaccine,130.5
3326092,Administration of HIB Vaccine,130.5
3326093,Administration of Kinrix Vaccine,130.5
3326094,Administration of Menactra Vaccine,130.5
3326095,Administration of MMR Vaccine,130.5
3326096,Administration of Pediarix Vaccine,130.5
3326097,Administration of Pneumovax Vaccine,130.5
3326098,Administration of Polio Vaccine,130.5
3326099,Administration of Prevnar Vaccine,130.5
3326100,Administration of Rotavirus Vaccine,130.5
3326101,Administration of T-dap Vaccine,130.5
3326102,Administration of Varicella Vaccine,130.5
3326103,Injection of B12,130.5
3326104,Injection of DepoProvera,130.5
3326105,Injection of Epinepherine 1:1000,130.5
3326106,Injection of Insulin,130.5
3326107,Injection of Kenalog 40mg,130.5
3326108,Injection of Lasix 20mg,130.5
3326109,Injection of Lidocaine 1%,130.5
3326110,Injection of Phenergan 25mg,130.5
3326111,Injection of Rocephin 250mg,130.5
3326112,Injection of Rocephin 1 gram,130.5
3326113,Injection of Solumedrol 125mg,130.5
3326114,Injection of Toradol 30mg,130.5
3328080,Mesh Veritas Collagen Matrix 12 X 25,26550
3328081,Mesh Micromatrix 60 mg,413.4
3328082,Mesh Veritas Collagen Matrix 10 X 16,14160
3328085,Mesh Surgical Matrix 5cm X 5cm RS,1215
3336080,Seal Cap Assembly,1063.13
3336081,Absorb A Tack 15 Tacker,540
3336082,Retractor Hand Port,226.8
3338080,Endometrial Sampler,34
3350080,Retractor Ring Medium,226.8
3358080,HME Filter Pediatric,13.2
3372080,Pipette IV 3.1mm,34
3380080,Enseal 5mm Round Tip,1149.2
3400081,PTT-D 1:1 Mix Bill,7.05
3400083,Reptilase Time Reflex Bill,10.71
3400084,Thrombin Time Reflex Bill,4.99
3400085,DRVVT Confirmation Bill,8.45
3400086,"DRVVT, 1:1 Mix Bill",8.45
3400087,Hexagonal Phos Reflex Bill,20.24
3406080,Sepra Film Adhesion Barrier,672.5
3406081,Graft Vascular Hybrid,8340
3408080,Solent DISTA Thrombectomy Set - ULTRA,5209.53
3412086,"HSV 1 Glycoprotein G Ab, IgG",11.8
3412087,"HSV 2 Glycoprotein G Ab, IgG",17.2
3416080,Solent PROXI Thrombectomy Set - ULTRA,4550
3416081,Solent OMNI Thrombectomy Set - ULTRA,4343.53
3418087,Infusion Catheter 4 fr X 135 cm X 10 cm,476
3418088,Super Sheath 14 fr X 11 cm .035 GW,119.61
3418089,Vena Cava Filter Celect,2875
3418090,Infusion Catheter 4 fr X 135 cm X 20 cm,476
3418091,Super Sheath 12 fr X 11 cm .035 GW,119.61
3418092,Sheath 8 fr X 11 cm .035 GW,119.61
3434080,Urine Dipstick  Urysis,21.25
3454080,Epic Vascular Stent 6mm x 40mm x 75cm,3900
3454081,"Mustang OTW Balloon Dilatation Catheter, 6.0x100x135",584.55
3456080,Epic Vascular Stent 12mm x 40mm x 75cm,3900
3456081,Coyote OTW 4fr. Balloon Dil Catheter,1037.53
3456082,"Epic Vascular Stent System, 6x80x120",3900
3460080,Sterling SL 2.5 x 150 x 150,1087.48
3460081,Amplatz Super Stiff Guidewire 0.035inx260cm,259.8
3460082,"Epic Vascular Stent, 10mm x 60mm x 120cm",3900
3460083,"Bag, Breathing, 2L, LF",13.94
3462080,"Kit, Relaxation Mask/Ear",13.6
3464680,Contrast Bath Charge OT,68.5
3464681,Cryocuff Therapy Charge OT,68.5
3464682,Cold Pack Therapy Charge OT,68.5
3464683,Hot Moist Pack Therapy Charge OT,68.5
3464684,Infrared Therapy Charge OT,68.5
3465798,Infrared Therapy Charge PT,68.5
3465799,Paraffin Bath Charge PT,68.5
3465800,Hot Moist Pack Charge PT,68.5
3465802,PT Community/Work Reintegration Chg,70
3478080,Sheath Forte Ureteral Access 28cm AXP,375.25
3478081,Stent Silhouette Ureteral 24cm,410
3478082,Stent Silhouette Ureteral 22cm,410
3520080,Burr Barrel Stryker 5.5,443.8
3520081,Cannula Arthroscopy Shoulder,149.4
3524081,NBS-Collection Charge,6
3544080,"WC Skin Substitute Graft trunk, arms, legs 100 sq cm 1st < 25 sq cm",636
3544081,"WC Skin Substitute Graft trunk, arms, legs 100 sq cm addtl 25 sq cm",636
3546080,"WC Skin Substitute Graft face, scalp, orbits, genitalia, hands, feet, digits 100sq cm 1st < 25sq cm",636
3546081,"WC Skin Substitute Graft face, scalp, orbits, genitalia, hands, feet, digits 100sq cm addtl 25sq cm",636
3546082,Cutter Formula 5.0,273.45
3546083,Kit Custom Suture 5mm Mersilene Tape,321.15
3546084,Dyonics Pump Tubing Set,149.4
3546085,Shoulder Suspension Kit,352.15
3546086,Stockinette Impervious Large,65.05
3568082,"NBS-Hydroxprogesterone, 17-d (17-OHP)",15.95
3576089,OP Infusion Primary 1st hour,248.5
3576090,OP Infusion Primary each add hour,127
3576091,OP Hydration IV Primary 1st hour,227
3576092,OP Hydration IV Primary each add hour,115.5
3576093,OP Primary Med SQ/IM,48
3576094,OP Primary Med IVPush,136
3576095,OP Subsequent Med Infusion Concurrent,70
3576096,OP Sequential Infusion each hour,119.5
3576097,OP Sequential Hydration IV each hour,115.5
3576098,OP Sequential  Med Sq/IM,48
3576099,OP Sequential Med IVPush > 30 min apart,36
3576100,OP Sequential Med IVPush < 30 min apart,83
3584354,Bur Round 4.0,296.65
3584355,Drainage Bag Holder,35.64
3602109,Femoral Component,4149
3602110,Tibial - Plate,1993
3602111,Tibial Articular Surface,1679
3602112,Patellar Dome,912
3602113,Bi-Polar Shell,2097
3602114,Femoral Head,1049
3602115,Distal Centralizer,423
3602116,Femoral Stem Component,5373.5
3602117,Bi-Polar Liner,889.5
3602118,Femoral Nail,809.5
3602119,Locking Screw,374.5
3602120,Tibial Nail,1329.5
3602121,Drill,421.5
3602122,Guide Rod (smooth),370
3602123,Tipthread Guidepin (bullet tip),275
3602124,Bipolar Cup (shell),2523.5
3602125,Femoral Stem,3588
3602126,Liner,889.5
3602127,Micromill Cutter,574.5
3602128,Guide Wire,700
3602129,Helical Blade,3608
3602130,TFN Nail,1600.5
3602131,2.5 Reaming Rod w/Ball Tip,475.5
3602132,Lap Band Standard I and II,9571.5
3602133,Lap Band Large I and II,9571.5
3602134,Prep Tray,21.5
3602135,Unaboot Gelocast,63
3602136,Angio Pack,252
3660080,Kit XLR8 Foam Dressing (Foam Cover Film Port),180
3676080,Scissors CVD Ethicon,243.99
3676081,Mesh Ultrapro 12 X 12,1465.85
3676082,Mesh Ultrapro 6 X 6,798
3684080,Cortical Matchstick,1431
3684081,Dome 60,537.3
3684082,"Graft, Cardiovascular Patch .4mm",486
3686080,Lopro 90 Wand,1097.5
3686081,"Stent, Wall Flex Covered Esophageal 18X15",8347.5
3692081,Corticocancellous Chip,588
3694088,Trach Uncuffed Sz 7 DIC,129.5
3694089,Trach Uncuffed Sz 6 DIC,129.5
3704086,Tatoo Ink,149.5
3704087,Staple Gun Powered Echelon 45,856.9
3704088,MatriStem Wound Matrix 3cm X 7cm,410
3720325,RT NALS Performed,329
3720345,Peak Flow Post Treatment,191
3720382,Oxygen Therapy Hours Used,30.5
3720390,Incentive Spirometry Supplies Used,20.5
3720743,Pulse Oximeter Overnight Study Charge,94.5
3720926,Resuscitation bag/mask-adult,83.5
3720927,Resuscitation bag/mask-infant,60.5
3720942,Sputum Induction,101
3720948,Water trap,15.5
3720949,Venti-Mask,10
3720950,Tracheostomy mask,8.5
3720951,Simple Mask Pediatric,12.5
3720952,Simple Mask Adult,37
3720953,Oxyhood set-up,37
3720956,O2 Extension Tubing,41
3720958,Nasal Cannula Pediatric,9.5
3720961,Nasal Cannula Adult,41
3720963,Corrugated tubing,63
3720969,EEG Routine Charge,1162
3721029,Tracheostomy mask,8.5
3721030,Nebulizer Kit,6
3721031,Nebulizer Adapter Blue One Way Valve,12.5
3721032,Nebulizer Adapter (SCU Blow By),18
3721033,Extension tubing,41
3721034,Aerosol mask,4
3721059,Ventilator set-up,668
3721070,Respiratory therapist,129.5
3721076,Nebulizer Adapter Blue One Way Valve,12.5
3721077,Filter Bacterial II 22mm Artec,9
3721078,CPAP/BiPAP circuit,64.5
3721079,BiPAP Mask Medium,179.5
3721080,BiPAP Mask Large,179.5
3721081,BiPAP Initial Set up,207
3721113,Ventilator circuit,158.5
3721114,Sterile Water Inhalation 3000ml,62.5
3721115,Nebulizer Adapter Blue One Way Valve,12.5
3721117,Humidifier Chamber,62
3721118,Filter Bacterial II 22mm Artec,9
3721119,Achieva Ventilator Circuit,66.5
3732086,Sterling  SFA Balloon Dilation Cath 6x200x150,1401.84
3732087,Sterling SFA Balloon Dilation Cath 6x150x150,1177.19
3732088,Sterling SFA Balloon Dilation Cath  5x200x150,1401.84
3732089,GSS/WIRE 035/260 Straight,292.61
3732090,GSS/WIRE 035/260 Angled,292.61
3732092,Sterling SFA Balloon Dilation Cath 5x150x150,1087
3732093,"Peripheral rotalink plus, 1.50mm",7659
3732094,Peripheral rotawire extra support,410
3732095,"Peripheral rotalink plus, 1.75mm",7659
3732096,"Peripheral rotalink plus, 2.25mm",7659
3732098,Sterling SFA Balloon Dilation Cath 7x200x150,1401.84
3732099,Sterling SFA Balloon Dilation Cath 7x150x150,1177.19
3732100,Sequential Stocking Knee Hi Large,107
3732101,Rotaglide Lubricant mixture 20cc vials,410
3776092,Alexis Wound Protector/Retractor Med. Rigid,200.5
3776093,Bur 2.0 MM,246
3776098,Full Radius Cutter 2.5 MM,246
3776099,"Clamp, Forcep Disposable",2.79
3778658,Cloth Chlorhexidine Gluconate,34
3780081,Evaluation of Speech Fluency,153
3780088,Evaluation of Speech Sound Production,289
3780095,Evaluation of Language plus 92522,125
3780102,Eval Behaviorial and Qualitative Analysis of Voice,130
3802087,"JAMSHIDI INTRAOSSEOUS (IO) NEEDLE,18 GAUGE X 1 1/2INCH",149.75
3836095,Hemoglobin POC,29
3836106,"Suture, Speedlock Plus Kit White",2550
3836107,"Suture, Speedlock Plus Kit Black",2550
3836108,"Suture, Speedlock Plus Kit Blue Co-Braid",2550
3836109,Needle Cassette for Speedstitch,246
3836110,"Caps-Lock Ultra Cannula, 70mm, STL, 8.6mm",151.2
3844088,Observation Acute Dialysis After Hours Treatment,1068
3844089,Observation Acute Dialysis Treatment,873.5
3844090,Observation ICU Dialysis After Hours Treatment,1634.5
3844091,Observation ICU Dialysis Treatment,1442
3856681,"Physiomesh 20x30cm, 8x12 In R",4339.6
3856682,DRMC Drug Screen (dxctox),58.5
3858083,Transferrin,48
3864094,"Stent, Wall Flex Covered Esophageal 23X12",8347.5
3868084,Quantiferon TB Gold (ARUP),69.27
3878095,Cold Pack Charge PT,68.5
3882085,Collar Stiff Neck Pediatric Adjustable,53.1
3882086,"Tray, Irrigation 252",15.03
3882087,"Suture, Titan Ti Anchor",1389.9
3884084,Legband Catheter Adult,27.6
3890083,"Liver-Kidney Microsome - 1 Antibody, IgG",12.97
3892084,"Testosterone, Pooled Adult Male",28.54
3896084,"Testosterone, Females or Children",22.8
3896085,"Testosterone Free, Females or Children",28.15
3898087,BiPap Full Face Mask Small,179.5
3902084,"B2Glycoprotein 1, IgG Antibody",20.47
3902085,"B2Glycoprotein 1, IgM Antibody",20.47
3906089,"Beta-hCG, Quantitative (Tumor Marker)",13.24
3908085,"Allergen, Food, Chicken",4.65
3910135,Pathology Billing Histochemical Staining w/ Frozen Sect,105
3916083,NM Pulmonary Vent Imaging,306.06
3920084,Cuff Disposable Soft Small Adult 1 Tube Male,19.55
3920085,Cuff Disposable Soft XLNG Adult 1 Tube Male,22
3920086,Cuff Disposable Soft Adult 1 Tube Male,19.9
3922083,"Calprotectin, Fecal",21.37
3922084,"Reducing Substances, Fecal",4.69
3928083,Continuous Nebulizer First Hour,262
3928084,Continuous Nebulizer Additional Hour,262
3930083,Scrotal Support Large,31.89
3930084,Microalbumin Urine,15
3930100,"Myocardial Antibody, IgG Titer",10.39
3934089,Cytomegalovirus by Qualitative PCR,31.27
3934090,"Bile Acids, Total",14.56
3934091,"Legionella pneumophila Antigen, Urine",8.4
3936086,"Allergen, Weed, Sagebrush/Wormwood",4.65
3944084,"Allergen, Food, Orange",4.65
3944085,"Allergen, Animal, Feather Mix",9.84
3944086,"Allergen, Food, Rice",4.65
3944087,"Allergen, Animal, Horse Hair/Dander",4.65
3944088,"Allergen, Food, Egg Yolk",4.65
3944089,"Pancreatic Elastase, Fecal",10.24
3950083,"Tissue Transglutaminase Antibody, IgG",8.6
3956083,Celiac Disease Dual Antigen Screen,8.6
3958085,Rapid RSV POC,50
3958086,Rapid Group A Strep,35
3966083,"Calcium, Urine - per volume",6.67
3966084,"Uric Acid, Urine - per volume",5.25
3966085,"Citric Acid, Urine - per volume",30.74
3966086,"Oxalate, Urine - per volume",14.24
3976092,"Guidewire, Victory 14 Straight 12 Gm",540
3986097,FLEXOR RAABE GUIDING SHEATH 7FR X,229.14
3986098,GLIDEWIRE 5FR ANGLED 65CM,318.05
3986099,Mustang OTW Balloon Dilation Cath 6.0mm X 60mm X 135cm,585.9
3986100,FLEXOR RAABE GUIDING SHEATH 6FR X 90CM,229.14
3986101,Flexor Raabe Guiding Sheath 6fr X 70cm,229.7
3986103,Sterling OTW 4.0mm X 60mm X 135cm,989.8
3986104,Thruway Guidewire 5cm x 300cm X .014,446
3992083,"Cardiolipin Antibody, IgG",20.02
3992084,"Cardiolipin Antibody, IgA",20.02
3996083,"Catheter, Argyle Trocar 20fr",92.45
3996084,ARS for Needle Decompression 14g x 3.25in,59.85
4002084,C. difficile toxin B gene (tcdB) by PCR,39.77
4010083,SOFT VU ANGIO CATH 5FR X 80CM,173.95
4012084,"Ova and Parasite, Trichrome Stain",20.09
4012085,"Ova and Parasite, Wet Mount",9.84
4014083,Insulin Free,13.48
4014084,Total Insulin,13.49
4014085,"Allergen, Food, Crab",4.65
4014086,"Allergen, Food, Codfish",4.65
4014087,"Allergen, Food, Tuna",4.65
4014088,"Allergen, Food, Lobster",4.65
4016086,"pH, Fecal",3.28
4022146,"Allergen, Tree, Mountain Cedar Tree",4.65
4022147,"Allergen, Tree, White Mulberry Tree",4.65
4022148,"Allergen, Animal, Mouse Epithelium",4.65
4022149,"Allergen, Fungi & Mold, M. racemosus",4.65
4022150,"Allergen, Insect, Cockroach, German",4.65
4022151,"Allergen, Tree, Alder Tree",4.65
4022152,"Allergen, Mites, D. farinae",4.65
4022153,"Allergen, House Dust Greer",5.78
4022154,"Occult Blood Stool x3, Colorectal Screen",34.5
4024083,"HIV-1,2 Antibodies by CIA w/ Reflex to WB",12.65
4028092,Super Sheath R/O 7Fr X 11 CM N/G,160.29
4028093,Super Sheath R/O 6Fr X 11 CM N/G,160.29
4028094,Jetstream Athrectomy Cath 2.1mm X 3.0,8930.63
4028095,Mustang OTW Balloon Dilation Cath 4.0mm X 80mm X 135cm,585.9
4028096,Achieve Needle Biopsy Soft Tissue 16g X 9cm Disposable,138
4028097,Mustang OTW Balloon Dilation Cath 7.0mm X 40mm X 135cm.,585.9
4028110,Extractor Pro XL 9-12 mm Below,440.4
4032111,Packed Cells Leukoreduced - Processing/Storage,207
4032112,Washed Red Cells Leukoreduced - Processing/Storage,207
4032113,Fresh Frozen Plasma Unit - Processing/Storage,207
4032114,Pheresis Platelets - Processing/Storage,207
4032115,Platelet Pheresis Leukoreduced - Processing/Storage,207
4032116,Cryoprecipitate - Processing/Storage,207
4036109,Enterovirus Detection by PCR,38.21
4050083,"Bile Acids, Fractionated and Total",16.34
4062083,Splint Knee 24 in Univ Perf-Foam,125.4
4062084,Biosure PK Screw 9mm x 25 mm,540
4062085,Twinfix TI w/Needle,820
4062086,Drill & Guide 1.8 for Minitac/Spyromite,405.9
4062087,Minitac Anchor w/Needle 2.0,755
4062088,Spyromite Anchor w/Needle 2.0,755
4062089,WhipKnow Soft Tissue Cinch,348.5
4062090,Endobutton Cont Loop Suture 15mm,785
4062092,"Clamp, Vacu-statt Angled",92.18
4062093,Biosure PK Screw 8mm x 25mm,540
4062097,Endobutton CL PAC,805
4062287,"Streptococcus pneumoniae Antigen, Urine",4.87
4064095,Meier Wire 260cm 0.035 w/C Tip,443.82
4064096,Disposable Inner Cannula SZ 10,11.02
4064118,US Guidance for Vascular Access.,572
4064153,Estrone by TMS,27.17
4064154,"Estradiol, Males, Children or Postmenopausal Females by TMS",24.71
4064171,"MESH, VENTRAL PATCH 6.4CM X 6.4CM",1516
4066096,Footwear LRG Yellow (High Fall Risk),5.8
4067001,Amnisure Test:,47
4067069,"West Nile Virus Antibody, IgG, CSF",15.66
4067070,"West Nile Virus Antibody, IgM, CSF",18.34
4067081,US Breast Complete Left,350.5
4067084,US Breast Complete Right,350.5
4067087,US Breast Limited Left,265
4067090,US Breast Limited Right,265
4071098,"Amylase, Urine",7.17
4071465,Procalcitonin (ARUP),22.21
4073225,Varicella-Zoster Virus by PCR,38.8
4073403,Respiratory Virus Panel by PCR (ARUP),388.39
4073412,Respiratory Syncytial Virus DFA,8.84
4073413,"Allergen, Food, Brewers Yeast",4.65
4073414,dRVVT Screen,10.58
4073415,"Beta-2 Glycoprotein 1 Antibody, IgA",20.47
4073416,"Fat, Fecal Qualitative",5.63
4075183,Extractor Pro XL 12/15mm Above,440.4
4075184,Extractor Pro XL 9-12mm Above,440.4
4077086,Orion 4port Manifold,83.24
4081074,Syntex Rotational Air Mattress,297
4085199,"HIV-1,2 Antibodies RAPID",82.5
4085305,"Estrogens, Fractionated by TMS",35.17
4089132,Intubated Adaptor for TG-920P CO2 Sensor,85.15
4091066,Rapid RSV (Respiratory Syncytial Virus) POC,50
4091067,Rapid Streptococcus A POC,35
4093067,Rapid Influenza A/B POC,50
4093110,Rapid Influenza A/B POC,50
4093148,ABO CHCC 86900,72.5
4093149,Rh Type CHCC 86901,72.5
4093150,Direct Antiglobulin Test CHCC 86880,88.2
4093151,Antibody Identification Saline AHG CHCC 86870,254.8
4093152,Antibody Identification Capture CHCC 86870,86.1
4093153,Cold Agglutinin Screen CHCC 86156,86.1
4093154,Direct Coombs IgG CHCC 86880,88.2
4093155,Direct Coombs Complement CHCC 86880,88.2
4093156,Antibody Identification PEG CHCC 86870,254.8
4093157,Antibody Report CHCC 86077,28.7
4093158,Elution CHCC 86860,212.1
4093159,Antigen Profile CHCC 86906,61
4093160,Antibody Titer CHCC 86886,221
4093161,PTT-D Heparin Neutralized,15.48
4093162,PTT-LA Screen (PTT-D),6.64
4093163,Streptolysin O Antibody (ASO),6.49
4101066,Treponema pallidum Antibody by PA (KCPHD),8
4103067,Urinalysis Dipstick POC AMB,36.5
4103069,Urine Pregnancy POC AMB,50.5
4103071,Blood Glucose Monitoring POC AMB,69
4103072,Hemoglobin POC AMB,29
4103073,PPD Administration (TB Screen) POC AMB,46.5
4103074,Vaginal Wet Mount POC AMB,25
4103075,KOH POC AMB,25
4103076,RSV POC AMB,50
4103077,Influenza A and B Rapid Test POC AMB,50
4103078,Rapid Strep Group A POC AMB,35
4103079,"M Condoms, 10 Pack AMB",18
4103103,Audiometry Screen POC AMB,75
4103104,Vision Testing POC AMB,51.5
4103105,Incision + Drainage Abscess Simple/Single,120.5
4103106,Incision + Drainage Abscess Complicated/Multiple,275.5
4103107,Incision + Removal Foreign Body Subq Tiss Simple,164.5
4103108,Removal Skin Tags Mlt Fibrq Tags Any Area Up+w/15,173.5
4103109,Exc b9 Less Mrgn Xcp Sk Tg S/N/H/F/G 0.5 cm/Less Than,275.5
4103110,Exc b9 Less Mrgn Xcp Sk Tg S/N/H/F/G 0.6-1.0cm,293
4103111,Simple Repair Scalp/Neck/Ax/Genit/Trunk 2.5cm/Less Than,94
4103112,Simple Repair F/E/E/N/L/M 2.5cm/Less Than,205.5
4103113,Repair Intermediate S/A/T/E 2.5 cm/Less Than,124
4103114,Repair Intermediate S/A/T/E 2.6-7.5 cm,124
4103115,Dbrdmt Prtl-Thkns Burns 1st/Sbsq Small + Dsng,101
4103116,Destruction Premalignant Lesion 1st,124
4103117,Arthrocentesis Aspir+/Injection Interm Joint/Bursa,131
4103118,Removal FB Intranasal,255.5
4103119,"Catherization, Urethra; Simple Amb",239.5
4103120,Incision + Drainage Vulvar Or Perineal Abscess,411
4103121,Incision + Drainage of Bartholins Gland Abscess,438
4103122,Destruction Lesions Vulvar Simple,133.5
4103123,Biopsy Vulvar/Perineum 1 lesion Spx,264
4103124,Biopsy Vulva/Perineum Each Addl Lesion,212.5
4103125,Biopsy Vaginal Mucosa Simple,444
4103126,Pessary Recheck /Irrigation Vagina+ Appl Medication,114.5
4103127,Fit+Insert Pessary/Oth Intravaginal Support Device,287
4103128,Diaphragm/Cervical Cap Fitting w/Instructions,135
4103129,Colposcopy Cervix /Bx Cervix,303.5
4103130,Colposcopy Cervix Upper/Adjcnt Vagina w/Cervix Bx,229
4103131,Colposcopy Cervix Endocervical Curettage,262
4103132,Biopsy Cervix Single/Mult/Excision of Labial Lesion,144.5
4103133,Endocervical Curettage,303.5
4103134,Endometrial Biopsy Amb,146
4103135,Insertion Intrauterine Device,451.5
4103136,Removal Intrauterine Device,171.5
4103137,Rmvl FB External Eye Embed Scjncl/Scleral Nonperforated,124
4103138,Rmvl FB External Auditory Canal w/o Anesthesia,278.5
4103139,Rmvl Impacted Cerumen Spx 1/both ears,75
4103140,ECG w/Least 12 Leads Trcg Only w/o I+R,158.5
4103294,"OB Care Visit 4, Est. Pat. AMB",181.5
4103295,"OB Care Visit 5, Est. Pat. AMB",181.5
4103296,"OB Care Visit 6, Est. Pat. AMB",181.5
4103297,"OB Care Visit 10, Est. Pat. AMB",181.5
4103298,"OB Care Visit 11, Est. Pat. AMB",181.5
4103299,"OB Care Visit 12, Est. Pat. AMB",181.5
