EAP,EAP Description, Avg Chg 
25009999,ATROPINE 1 % EYE DROPS, 165.02 
25009999,AZITHROMYCIN 100 MG/5 ML ORAL SUSPENSION, 13.85 
25009999,AZITHROMYCIN 250 MG TABLET, 3.14 
25009999,BACITRACIN 500 UNIT/G TOPICAL SUPER ORDERABLE, 8.09 
25009999,BACITRACIN 500 UNIT/GRAM EYE OINTMENT, 161.26 
25009999,BACITRACIN 500 UNIT/GRAM TOPICAL OINTMENT, 9.19 
25009999,BACITRACIN 500 UNIT/GRAM TOPICAL PACKET, 0.53 
25009999,"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/GRAM EYE OINTMENT", 48.72 
25009999,BACLOFEN 10 MG TABLET, 0.37 
25009999,BALANCED SALT IRRIGATION SOLUTION KIT - BAG AND VIAL, 135.00 
25009999,BALANCED SALT SOLUTION COMBINATION NO.1 INTRAOCULAR IRRIGATION, 143.43 
25009999,BALANCED SALT SOLUTION COMBINATION NO.2 INTRAOCULAR IRRIGATION, 0.01 
25009999,BENZOCAINE-MENTHOL 15 MG-2.6 MG LOZENGES, 0.47 
25009999,"BETAXOLOL 0.25 % EYE DROPS,SUSPENSION", 573.52 
25009999,BIMATOPROST 0.01 % EYE DROPS, 339.12 
25009999,BISACODYL 10 MG RECTAL SUPPOSITORY, 0.52 
25009999,"BISACODYL 5 MG TABLET,DELAYED RELEASE", 0.07 
25009999,BISMUTH SUBSALICYLATE 262 MG/15 ML ORAL SUSPENSION, 4.27 
25009999,BRIMONIDINE 0.15 % EYE DROPS, 210.55 
25009999,BRIMONIDINE-TIMOLOL 0.2 %-0.5 % EYE DROPS, 292.58 
25009999,BROMFENAC 0.07 % EYE DROPS, 403.42 
25009999,BUDESONIDE 0.5 MG/2 ML SUSPENSION FOR NEBULIZATION, 10.08 
25009999,BUDESONIDE 180 MCG/ACTUATION BREATH ACTIVATED POWDER INHALER, 323.25 
25009999,BUDESONIDE 32 MCG/ACTUATION NASAL SPRAY, 55.28 
25009999,BUMETANIDE 1 MG TABLET, 6.36 
25009999,BUPROPION HCL 100 MG TABLET, 2.31 
25009999,BUPROPION HCL 75 MG TABLET, 0.63 
25009999,"BUPROPION HCL SR 100 MG TABLET,12 HR SUSTAINED-RELEASE", 0.56 
25009999,"BUPROPION HCL SR 150 MG TABLET,12 HR SUSTAINED-RELEASE", 0.49 
25009999,"BUPROPION HCL XL 150 MG 24 HR TABLET, EXTENDED RELEASE", 1.33 
25009999,BUSPIRONE 5 MG TABLET, 0.20 
25009999,BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50 MG-325 MG-40 MG TABLET, 1.71 
25009999,BUTAMBEN-TETRACAINE-BENZOCAINE 2 %-2 %-14 % (200 MG/SEC) TOPICAL SPRAY, 209.42 
25009999,CALCITRIOL 0.25 MCG CAPSULE, 0.83 
25009999,CALCITRIOL 1 MCG/ML ORAL SOLUTION, 5.19 
25009999,CALCIUM ACETATE 667 MG CAPSULE, 1.63 
25009999,CALCIUM CARBONATE 200 MG CALCIUM (500 MG) CHEWABLE TABLET, 0.04 
25009999,"CALCIUM CARBONATE 500 MG (1,250 MG)-VITAMIN D3 200 UNIT TABLET", 0.09 
25009999,"CALCIUM CARBONATE 500 MG CALCIUM (1,250 MG) TABLET", 0.09 
25009999,"CALCIUM CARBONATE 500 MG/5 ML CALCIUM (1,250 MG/5 ML) ORAL SUSPENSION", 3.45 
25009999,CALCIUM CITRATE 200 MG (950 MG) TABLET, 0.08 
25009999,CALCIUM CITRATE-VITAMIN D3 315 MG-250 UNIT TABLET, 0.08 
25009999,CAMPHOR-MENTHOL 0.5 %-0.5 % LOTION, 5.02 
25009999,CAPTOPRIL 12.5 MG TABLET, 2.49 
25009999,CARBAMAZEPINE 100 MG CHEWABLE TABLET, 1.00 
25009999,CARBIDOPA 25 MG-LEVODOPA 100 MG TABLET, 0.46 
25009999,CARBOXYMETHYLCELLULOSE SODIUM 1 % EYE GEL IN A DROPPERETTE, 0.02 
25009999,CARBOXYMETHYLCELLULOSE SODIUM 1 % EYE LIQUID GEL DROPS, 37.81 
25009999,CARVEDILOL 25 MG TABLET, 0.21 
25009999,CARVEDILOL 3.125 MG TABLET, 0.32 
25009999,CEFDINIR 250 MG/5 ML ORAL SUSPENSION, 170.98 
25009999,CEFPODOXIME 200 MG TABLET, 16.35 
25009999,CEFUROXIME AXETIL 250 MG TABLET, 2.75 
25009999,CELECOXIB 100 MG CAPSULE, 1.10 
25009999,CEPHALEXIN 250 MG CAPSULE, 0.19 
25009999,CEPHALEXIN 250 MG/5 ML ORAL SUSPENSION, 3.32 
25009999,CEPHALEXIN 500 MG CAPSULE, 0.75 
25009999,CETIRIZINE 1 MG/ML ORAL SOLUTION, 0.87 
25009999,CETIRIZINE 5 MG TABLET, 0.22 
25009999,CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH, 1.51 
25009999,CHLORHEXIDINE GLUCONATE 4 % TOPICAL LIQUID, 17.78 
25009999,CHLORPROMAZINE 25 MG TABLET, 2.57 
25009999,CHLORTHALIDONE 25 MG TABLET, 5.21 
25009999,"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TABLET", 0.07 
25009999,CHOLECALCIFEROL (VITAMIN D3) 400 UNIT TABLET, 0.03 
25009999,CHOLESTYRAMINE (WITH SUGAR) 4 GRAM POWDER FOR SUSP IN A PACKET, 4.07 
25009999,CILOSTAZOL 100 MG TABLET, 1.04 
25009999,CIPROFLOXACIN 0.3 % EYE DROPS, 12.24 
25009999,"CIPROFLOXACIN 0.3 %-DEXAMETHASONE 0.1 % EAR DROPS,SUSPENSION", 407.06 
25009999,CIPROFLOXACIN 250 MG TABLET, 0.58 
25009999,CIPROFLOXACIN 500 MG TABLET, 0.43 
25009999,CIPROFLOXACIN 750 MG TABLET, 1.25 
25009999,CITALOPRAM 20 MG TABLET, 0.15 
25009999,CLARITHROMYCIN 250 MG TABLET, 2.82 
25009999,CLARITHROMYCIN 250 MG/5 ML ORAL SUSPENSION, 7.87 
25009999,CLINDAMYCIN 1 % TOPICAL GEL, 253.23 
25009999,CLINDAMYCIN 150 MG CAPSULE, 0.70 
25009999,CLINDAMYCIN 75 MG/5 ML ORAL SOLUTION, 18.72 
25009999,CLINDAMYCIN HCL 150 MG CAPSULE, 0.77 
25009999,CLOBAZAM 2.5 MG/ML ORAL SUSPENSION, 38.32 
25009999,CLOBETASOL 0.05 % TOPICAL CREAM, 160.85 
25009999,CLONAZEPAM 0.5 MG TABLET, 0.12 
25009999,CLONAZEPAM 2 MG TABLET, 0.24 
25009999,CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERMAL PATCH, 127.49 
25009999,CLONIDINE HCL 0.1 MG TABLET, 0.14 
25009999,CLOPIDOGREL 75 MG TABLET, 0.51 
25009999,CLOTRIMAZOLE 1 % TOPICAL CREAM, 8.10 
25009999,CLOTRIMAZOLE 1 % TOPICAL SOLUTION, 144.36 
25009999,CLOTRIMAZOLE 10 MG TROCHE, 2.13 
25009999,CLOTRIMAZOLE-BETAMETHASONE 1 %-0.05 % TOPICAL CREAM, 54.98 
25009999,COCAINE 4 % TOPICAL SOLUTION, 315.97 
25009999,CODEINE 10 MG-GUAIFENESIN 100 MG/5 ML ORAL LIQUID, 0.83 
25009999,CODEINE SULFATE 15 MG TABLET, 1.07 
25009999,COLCHICINE 0.6 MG TABLET, 14.81 
25009999,COMPOUNDING VEHICLE SUSPENSION NO.19 ORAL, 23.78 
25009999,"CYANOCOBALAMIN (VIT B-12) 1,000 MCG TABLET", 0.28 
25009999,CYANOCOBALAMIN (VIT B-12) 100 MCG TABLET, 0.03 
25009999,CYCLOBENZAPRINE 10 MG TABLET, 0.17 
25009999,CYCLOPENTOLATE 1 % EYE DROPS, 17.06 
25009999,CYCLOPENTOLATE 2 % EYE DROPS, 169.34 
25009999,CYCLOSPORINE 0.05 % EYE DROPS IN A DROPPERETTE, 17.31 
25009999,DARUNAVIR ETHANOLATE 800 MG TABLET, 129.32 
25009999,DESMOPRESSIN 0.1 MG TABLET, 4.77 
25009999,"DEXAMETHASONE 0.1 % EYE DROPS,SUSPENSION", 204.15 
25009999,DEXAMETHASONE SOD PHOS SUBCONJUNCTIVAL INJ 4 MG/ML CMPD MEE, 1.87 
25009999,DEXTRAN 70-HYPROMELLOSE 0.1 %-0.3 % EYE DROPS, 18.13 
25009999,DEXTROAMPHETAMINE-AMPHETAMINE 5 MG TABLET, 3.35 
25009999,DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML SYRUP, 1.26 
25009999,DIAZEPAM 2 MG TABLET, 0.17 
25009999,DIAZEPAM 5 MG TABLET, 0.14 
25009999,DICLOFENAC 0.1 % EYE DROPS, 49.15 
25009999,DICLOFENAC 1 % TOPICAL GEL, 132.63 
25009999,DICYCLOMINE 10 MG CAPSULE, 0.25 
25009999,DIFLUPREDNATE 0.05 % EYE DROPS, 329.46 
25009999,DIGOXIN 125 MCG TABLET, 2.84 
25009999,DIGOXIN 250 MCG TABLET, 3.35 
25009999,DILTIAZEM 30 MG TABLET, 0.38 
25009999,"DILTIAZEM CD 120 MG CAPSULE,EXTENDED RELEASE 24 HR", 0.95 
25009999,"DILTIAZEM CD 180 MG CAPSULE,EXTENDED RELEASE 24 HR", 0.79 
25009999,DIPHENHYDRAMINE 12.5 MG/5 ML ORAL ELIXIR, 12.43 
25009999,DIPHENHYDRAMINE 25 MG CAPSULE, 0.16 
25009999,DIPHENHYDRAMINE 25 MG TABLET, 0.22 
25009999,"DIVALPROEX 125 MG CAPSULE,DELAYED RELEASE SPRINKLE", 2.06 
25009999,"DIVALPROEX 125 MG TABLET,DELAYED RELEASE", 0.15 
25009999,DOCUSATE SODIUM 100 MG CAPSULE, 0.09 
25009999,DOCUSATE SODIUM 50 MG/5 ML ORAL LIQUID, 1.43 
25009999,DOFETILIDE 250 MCG CAPSULE, 14.55 
25009999,DOLUTEGRAVIR 50 MG TABLET, 159.45 
25009999,DONEPEZIL 5 MG TABLET, 2.97 
25009999,DORZOLAMIDE 2 % EYE DROPS, 52.15 
25009999,DORZOLAMIDE 22.3 MG-TIMOLOL 6.8 MG/ML EYE DROPS, 60.93 
25009999,DORZOLAMIDE-TIMOLOL (PF) 2 %-0.5 % EYE DROPS IN A DROPPERETTE, 11.48 
25009999,DOXAZOSIN 2 MG TABLET, 1.94 
25009999,DOXEPIN 100 MG CAPSULE, 3.22 
25009999,DOXYCYCLINE HYCLATE 100 MG TABLET, 10.36 
25009999,DOXYCYCLINE HYCLATE 50 MG CAPSULE, 2.50 
25009999,"DULOXETINE 20 MG CAPSULE,DELAYED RELEASE", 4.14 
25009999,"DULOXETINE 30 MG CAPSULE,DELAYED RELEASE", 0.79 
25009999,EDETATE DISODIUM OPHTHALMIC SOLUTION 0.35 % CMPD MEE, 2.92 
25009999,EDETATE DISODIUM OPHTHALMIC SOLUTION 1.7 % CMPD MEE, 3.65 
25009999,EDETATE DISODIUM SOLUTION 10 % MEE, 75.36 
25009999,ELVITEG 150 MG-COB 150 MG-EMTRICIT 200 MG-TENOFO ALAFENAM 10 MG TABLET, 163.70 
25009999,EMTRICITABINE 200 MG-TENOFOVIR DISOPROXIL FUMARATE 300 MG TABLET, 158.58 
25009999,ERYTHROMYCIN 5 MG/GRAM (0.5 %) EYE OINTMENT, 13.65 
25009999,ERYTHROMYCIN ETHYLSUCCINATE 200 MG/5 ML ORAL POWDER FOR SUSPENSION, 704.40 
25009999,ESCITALOPRAM 10 MG TABLET, 0.36 
25009999,"ESOMEPRAZOLE MAGNESIUM 20 MG CAPSULE,DELAYED RELEASE", 2.14 
25009999,EZETIMIBE 10 MG TABLET, 9.20 
25009999,FAMOTIDINE 20 MG TABLET, 0.19 
25009999,FAMOTIDINE 40 MG/5 ML (8 MG/ML) ORAL SUSPENSION, 5.44 
25009999,"FELODIPINE ER 5 MG TABLET,EXTENDED RELEASE 24 HR", 0.66 
25009999,FENTANYL 100 MCG/HR TRANSDERMAL PATCH, 19.43 
25009999,FENTANYL 12 MCG/HR TRANSDERMAL PATCH, 27.98 
25009999,FENTANYL 25 MCG/HR TRANSDERMAL PATCH, 5.73 
25009999,FENTANYL 50 MCG/HR TRANSDERMAL PATCH, 11.87 
25009999,FENTANYL 75 MCG/HR TRANSDERMAL PATCH, 14.49 
25009999,FERROUS SULFATE 15 MG IRON (75 MG)/ML ORAL DROPS, 0.20 
25009999,FERROUS SULFATE 300 MG (60 MG IRON)/5 ML ORAL LIQUID, 1.62 
25009999,FERROUS SULFATE 325 MG (65 MG IRON) TABLET, 0.08 
25009999,FINASTERIDE 5 MG TABLET, 2.44 
25009999,FLECAINIDE 100 MG TABLET, 9.53 
25009999,FLUCONAZOLE 10 MG/ML ORAL SUSPENSION, 19.74 
25009999,FLUCONAZOLE 100 MG TABLET, 3.47 
25009999,FLUCONAZOLE SUBCONJUNCTIVAL INJ 2 MG/ML CMPD MEE, 29.44 
25009999,FLUDROCORTISONE 0.1 MG TABLET, 1.31 
25009999,FLUORESCEIN 0.25 %-BENOXINATE 0.4 % EYE DROPS, 102.89 
25009999,FLUORESCEIN 0.25 %-PROPARACAINE 0.5 % EYE DROPS, 74.21 
25009999,FLUORESCEIN 1 MG EYE STRIPS, 0.27 
25009999,"FLUOROMETHOLONE 0.1 % EYE DROPS,SUSPENSION", 204.53 
25009999,FLUOXETINE 10 MG CAPSULE, 0.26 
25009999,FLUOXETINE 20 MG CAPSULE, 0.24 
25009999,FLURBIPROFEN 0.03 % EYE DROPS, 15.51 
25009999,FLUTICASONE 100 MCG-SALMETEROL 50 MCG/DOSE BLISTR POWDR FOR INHALATION, 521.49 
25009999,FLUTICASONE 110 MCG/ACTUATION HFA AEROSOL INHALER, 652.85 
25009999,FLUTICASONE 250 MCG-SALMETEROL 50 MCG/DOSE BLISTR POWDR FOR INHALATION, 522.95 
25009999,FLUTICASONE 44 MCG/ACTUATION HFA AEROSOL INHALER, 483.62 
25009999,"FLUTICASONE 50 MCG/ACTUATION NASAL SPRAY,SUSPENSION", 16.04 
25009999,FLUTICASONE 500 MCG-SALMETEROL 50 MCG/DOSE BLISTR POWDR FOR INHALATION, 646.09 
25009999,FLUVOXAMINE 50 MG TABLET, 1.21 
25009999,FOLIC ACID 1 MG TABLET, 0.26 
25009999,FUROSEMIDE 20 MG TABLET, 0.22 
25009999,FUROSEMIDE 40 MG TABLET, 0.15 
25009999,FUROSEMIDE 40 MG/5 ML (8 MG/ML) ORAL SOLUTION, 2.81 
25009999,GABAPENTIN 100 MG CAPSULE, 0.26 
25009999,GABAPENTIN 250 MG/5 ML ORAL SOLUTION, 3.30 
25009999,GABAPENTIN 300 MG CAPSULE, 0.33 
25009999,GABAPENTIN 300 MG/6 ML (6 ML) ORAL SOLUTION, 5.35 
25009999,GANCICLOVIR 0.15 % EYE GEL, 634.06 
25009999,GATIFLOXACIN 0.5 % EYE DROPS, 128.10 
25009999,GELATIN ABSORBABLE 12 MM-7 MM TOPICAL SPONGE, 12.51 
25009999,GEMFIBROZIL 600 MG TABLET, 0.56 
25009999,GENTAMICIN 0.3 % (3 MG/GRAM) EYE OINTMENT, 38.34 
25009999,GENTAMICIN 0.3 % EYE DROPS, 20.95 
25009999,GLIMEPIRIDE 2 MG TABLET, 0.61 
25009999,GLIPIZIDE 5 MG TABLET, 0.10 
25009999,"GLIPIZIDE ER 2.5 MG TABLET, EXTENDED RELEASE 24 HR", 2.53 
25009999,GLYBURIDE 5 MG TABLET, 0.88 
25009999,GLYCERIN (ADULT) RECTAL SUPPOSITORY, 0.70 
25009999,GLYCERIN (CHILD) RECTAL SUPPOSITORY, 1.28 
25009999,GLYCOPYRROLATE 1 MG TABLET, 1.28 
25009999,GLYCOPYRROLATE 1 MG/5 ML (0.2 MG/ML) ORAL SOLUTION, 14.95 
25009999,GUAIFENESIN 100 MG/5 ML ORAL LIQUID, 1.30 
25009999,"GUAIFENESIN ER 600 MG TABLET, EXTENDED RELEASE 12 HR", 2.41 
25009999,HALOPERIDOL 1 MG TABLET, 0.22 
25009999,HC PHARMACY (250) WITHOUT HCPCS AND (259) MCARE EAP SHELL, 7.92 
25009999,HYDRALAZINE 10 MG TABLET, 0.29 
25009999,HYDRALAZINE 25 MG TABLET, 0.34 
25009999,HYDROCHLOROTHIAZIDE 25 MG TABLET, 0.12 
25009999,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET, 0.73 
25009999,HYDROCORTISONE 0.5 % TOPICAL CREAM, 12.07 
25009999,HYDROCORTISONE 1 % TOPICAL CREAM, 6.72 
25009999,HYDROCORTISONE 1 % TOPICAL OINTMENT, 27.12 
25009999,HYDROCORTISONE 10 MG TABLET, 1.65 
25009999,HYDROCORTISONE 2.5 % TOPICAL CREAM, 12.40 
25009999,HYDROMORPHONE 2 MG TABLET, 0.39 
25009999,HYDROMORPHONE 4 MG TABLET, 0.55 
25009999,HYDROXYCHLOROQUINE 200 MG TABLET, 5.45 
25009999,HYDROXYUREA 500 MG CAPSULE, 1.97 
25009999,HYDROXYZINE HCL 25 MG TABLET, 0.19 
25009999,HYPROMELLOSE 2.5 % EYE DROPS, 29.75 
25009999,IBUPROFEN 100 MG/5 ML ORAL SUSPENSION, 1.67 
25009999,IBUPROFEN 200 MG TABLET, 0.10 
25009999,IBUPROFEN 400 MG TABLET, 0.16 
25009999,IMIPRAMINE 25 MG TABLET, 0.76 
25009999,IPRATROPIUM BROMIDE 17 MCG/ACTUATION HFA AEROSOL INHALER, 679.48 
25009999,IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML NEBULIZATION SOLN, 1.96 
25009999,ISOSORBIDE DINITRATE 10 MG TABLET, 1.62 
25009999,"ISOSORBIDE MONONITRATE ER 30 MG TABLET,EXTENDED RELEASE 24 HR", 0.89 
25009999,KETOCONAZOLE 2 % TOPICAL CREAM, 198.60 
25009999,KETOROLAC (PF) 0.45 % EYE DROPS IN A DROPPERETTE, 28.63 
25009999,KETOTIFEN 0.025 % (0.035 %) EYE DROPS, 34.20 
25009999,LABETALOL 200 MG TABLET, 1.23 
25009999,LACOSAMIDE 50 MG TABLET, 23.02 
25009999,"LACTOBACILLUS ACIDOPHILUS, BULGARICUS 100 MILLION CELL GRANULES PACKET", 3.23 
25009999,LACTULOSE 10 GRAM/15 ML (15 ML) ORAL SOLUTION, 1.32 
25009999,LACTULOSE 20 GRAM/30 ML ORAL SOLUTION, 1.13 
25009999,LAMOTRIGINE 100 MG TABLET, 0.39 
25009999,LAMOTRIGINE 25 MG CHEWABLE DISPERSIBLE TABLET, 1.07 
25009999,LANSOPRAZOLE 3 MG/ML ORAL SUSPENSION, 12.54 
25009999,LATANOPROST 0.005 % EYE DROPS, 35.10 
25009999,LETROZOLE 2.5 MG TABLET, 2.34 
25009999,LEVETIRACETAM 100 MG/ML ORAL SOLUTION, 0.61 
25009999,LEVETIRACETAM 250 MG TABLET, 0.33 
25009999,LEVOFLOXACIN 500 MG TABLET, 0.56 
25009999,LEVOTHYROXINE 100 MCG TABLET, 1.41 
25009999,LEVOTHYROXINE 112 MCG TABLET, 1.56 
25009999,LEVOTHYROXINE 125 MCG TABLET, 1.73 
25009999,LEVOTHYROXINE 137 MCG TABLET, 1.05 
25009999,LEVOTHYROXINE 150 MCG TABLET, 2.71 
25009999,LEVOTHYROXINE 25 MCG TABLET, 1.07 
25009999,LEVOTHYROXINE 50 MCG TABLET, 1.09 
25009999,LEVOTHYROXINE 88 MCG TABLET, 1.28 
25009999,LIDOCAINE (PF) 3.5 % EYE GEL, 54.62 
25009999,LIDOCAINE 2 % MUCOSAL JELLY, 13.48 
25009999,LIDOCAINE 2 % MUCOSAL JELLY IN APPLICATOR, 21.58 
25009999,LIDOCAINE 2 % MUCOSAL SOLUTION, 7.49 
25009999,LIDOCAINE 2 % MUCOUS MEMBRANE JELLY IN APPLICATOR, 21.59 
25009999,LIDOCAINE 4 % (40 MG/ML) MUCOSAL SOLUTION, 42.81 
25009999,LIDOCAINE 4 % TOPICAL CREAM, 14.24 
25009999,LIDOCAINE 4 % TOPICAL PATCH, 4.89 
25009999,LIDOCAINE 5 % TOPICAL OINTMENT, 542.52 
25009999,LIDOCAINE 5 % TOPICAL PATCH, 16.07 
25009999,LIDOCAINE-OXYMETAZOLINE 2%-0.025% TOPICAL SOLUTION CMPD MEE, 23.34 
25009999,LINEZOLID 100 MG/5 ML ORAL SUSPENSION, 69.11 
25009999,LINEZOLID 600 MG TABLET, 13.98 
25009999,LIOTHYRONINE 25 MCG TABLET, 2.03 
25009999,"LIPASE-PROTEASE-AMYLASE 3,000-9,500-15,000 UNIT CAPSULE,DELAYED RELEAS", 3.57 
25009999,LISINOPRIL 20 MG TABLET, 0.13 
25009999,LISINOPRIL 5 MG TABLET, 0.17 
25009999,LITHIUM CARBONATE 150 MG CAPSULE, 0.41 
25009999,LITHIUM CARBONATE 300 MG CAPSULE, 0.18 
25009999,LOPERAMIDE 2 MG CAPSULE, 2.00 
25009999,LORAZEPAM 0.5 MG TABLET, 0.22 
25009999,LORAZEPAM 1 MG TABLET, 0.22 
25009999,LORAZEPAM 2 MG/ML ORAL CONCENTRATE, 0.27 
25009999,LOSARTAN 25 MG TABLET, 1.17 
25009999,LOSARTAN 50 MG TABLET, 0.87 
25009999,"LOTEPREDNOL ETABONATE 0.5 % EYE DROPS,SUSPENSION", 395.08 
25009999,LURASIDONE 20 MG TABLET, 85.19 
25009999,LURASIDONE 40 MG TABLET, 85.19 
25009999,MAALOX-BENADRYL-LIDOCAINE (MIRACLE MOUTHWASH-MBL) SUSPENSION CMPD, 0.21 
25009999,MAGNESIUM CITRATE ORAL SOLUTION, 3.38 
25009999,MAGNESIUM HYDROXIDE 400 MG/5 ML ORAL SUSPENSION, 3.50 
25009999,MAGNESIUM OXIDE 400 MG (241.3 MG MAGNESIUM) TABLET, 0.21 
25009999,MAGNESIUM OXIDE 400 MG TABLET, 0.19 
25009999,MECLIZINE 12.5 MG TABLET, 0.09 
25009999,MELATONIN 1 MG TABLET, 0.05 
25009999,MELATONIN 5 MG TABLET, 0.14 
25009999,MEMANTINE 5 MG TABLET, 3.68 
25009999,MEPERIDINE 50 MG TABLET, 2.29 
25009999,MESALAMINE 400 MG CAPSULE (WITH DELAYED RELEASE TABLETS INSIDE), 9.32 
25009999,METFORMIN 500 MG TABLET, 0.12 
25009999,METFORMIN 850 MG TABLET, 0.12 
25009999,METHADONE 10 MG TABLET, 0.79 
25009999,METHADONE 10 MG/5 ML ORAL SOLUTION, 1.24 
25009999,METHADONE 5 MG TABLET, 0.72 
25009999,METHAZOLAMIDE 50 MG TABLET, 17.66 
25009999,METHIMAZOLE 5 MG TABLET, 0.67 
25009999,METHYLPHENIDATE 5 MG TABLET, 0.90 
25009999,METOCLOPRAMIDE 10 MG TABLET, 0.26 
25009999,METOCLOPRAMIDE 5 MG/5 ML ORAL SOLUTION, 1.28 
25009999,METOLAZONE 2.5 MG TABLET, 6.08 
25009999,"METOPROLOL SUCCINATE ER 25 MG TABLET,EXTENDED RELEASE 24 HR", 1.56 
25009999,"METOPROLOL SUCCINATE ER 50 MG TABLET,EXTENDED RELEASE 24 HR", 1.45 
25009999,METOPROLOL TARTRATE 25 MG TABLET, 0.18 
25009999,METOPROLOL TARTRATE 50 MG TABLET, 0.14 
25009999,METOPROLOL TARTRATE QUARTERTAB 6.25 MG TABLET CMPD, 1.05 
25009999,METRONIDAZOLE 500 MG TABLET, 1.51 
25009999,METRONIDAZOLE HALFTAB 250 MG TABLET CMPD MEE, 1.98 
25009999,MICONAZOLE NITRATE 100 MG VAGINAL SUPPOSITORY, 3.15 
25009999,MICROFIBRILLAR COLLAGEN HEMOSTAT POWDER, 276.35 
25009999,MIDAZOLAM 2 MG/ML SYRUP, 13.50 
25009999,MIDODRINE 2.5 MG TABLET, 1.45 
25009999,MIDODRINE 5 MG TABLET, 1.87 
25009999,MINERAL OIL TOPICAL, 12.38 
25009999,MIRTAZAPINE 15 MG TABLET, 0.44 
25009999,MOMETASONE 50 MCG/ACTUATION NASAL SPRAY, 534.41 
25009999,MONTELUKAST 10 MG TABLET, 2.65 
25009999,MONTELUKAST 4 MG CHEWABLE TABLET, 2.52 
25009999,MORPHINE 10 MG/5 ML ORAL SOLUTION, 3.60 
25009999,"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE", 0.74 
25009999,MOXIFLOXACIN 0.5 % EYE DROPS, 89.23 
25009999,MOXIFLOXACIN 400 MG TABLET, 37.37 
25009999,MOXIFLOXACIN INTRAOCULAR INJECTION 0.5 MG/0.1 ML CMPD MEE, 9.42 
25009999,MOXIFLOXACIN INTRAOCULAR INJECTION 0.5 MG/0.1 ML CMPD MEE_NWH, 9.42 
25009999,MULTIVITAMIN TAB/CAP SUPER ORDERABLE, 0.08 
25009999,MULTIVITAMIN TABLET, 0.08 
25009999,MUPIROCIN 2 % TOPICAL CREAM, 691.98 
25009999,MUPIROCIN 2 % TOPICAL OINTMENT, 40.93 
25009999,NADOLOL 20 MG TABLET, 48.99 
25009999,NAPROXEN 250 MG TABLET, 0.14 
25009999,"NEOMYCIN 3.5 MG/G-POLYMYXIN B 10,000 UNIT/G-DEXAMETH 0.1 % EYE OINT", 43.57 
25009999,"NEOMYCIN-BACITRACN ZN-POLYMYX 3.5 MG-400 UNIT-5,000 UNIT/GRAM TOP OINT", 12.15 
25009999,NEOMYCIN-POLYMYXIN B-BACITRACIN-HYDROCORTISONE 1 % TOP OINTMENT, 511.98 
25009999,"NEOMYCIN-POLYMYXIN-HYDROCORT 3.5 MG/ML-10,000 UNIT/ML-1 % EAR SOLUTION", 175.12 
25009999,"NEOMYCIN-POLYMYXIN-HYDROCORT 3.5 MG-10,000 UNIT/ML-1 % EAR DROPS,SUSP", 176.36 
25009999,NICOTINE 14 MG/24 HR DAILY TRANSDERMAL PATCH, 4.43 
25009999,NICOTINE 21 MG/24 HR DAILY TRANSDERMAL PATCH, 3.48 
25009999,NICOTINE 7 MG/24 HR DAILY TRANSDERMAL PATCH, 5.47 
25009999,NITROGLYCERIN 0.3 MG SUBLINGUAL TABLET, 248.00 
25009999,NITROGLYCERIN 2 % TRANSDERMAL OINTMENT, 9.58 
25009999,NORTRIPTYLINE 10 MG CAPSULE, 1.01 
25009999,NORTRIPTYLINE 25 MG CAPSULE, 6.69 
25009999,"NYSTATIN 100,000 UNIT/GRAM TOPICAL CREAM", 21.88 
25009999,"NYSTATIN 100,000 UNIT/GRAM TOPICAL POWDER", 32.52 
25009999,"NYSTATIN 100,000 UNIT/ML ORAL SUSPENSION", 2.23 
25009999,"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % TOPICAL CREAM", 257.94 
25009999,"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/GRAM-0.1 % TOPICAL OINTMENT", 184.74 
25009999,OFLOXACIN 0.3 % EYE DROPS, 41.87 
25009999,OLANZAPINE 5 MG TABLET, 0.49 
25009999,OMEPRAZOLE 2 MG/ML ORAL SUSPENSION, 4.97 
25009999,"OMEPRAZOLE 20 MG CAPSULE,DELAYED RELEASE", 0.60 
25009999,"OMEPRAZOLE 40 MG CAPSULE,DELAYED RELEASE", 0.99 
25009999,ONDANSETRON 4 MG DISINTEGRATING TABLET, 0.27 
25009999,ONDANSETRON HCL 4 MG TABLET, 0.29 
25009999,ONDANSETRON HCL 4 MG/5 ML ORAL SOLUTION, 1.15 
25009999,OSELTAMIVIR 75 MG CAPSULE, 37.57 
25009999,OXCARBAZEPINE 300 MG TABLET, 1.03 
25009999,OXYCODONE 5 MG TABLET, 0.66 
25009999,OXYCODONE 5 MG/5 ML ORAL SOLUTION, 12.23 
