Description, Price 
Lidocaine 1% 50mL (00186-0112-01), $13.05 
LIDOCAINE SDV INJ : 1% 50ML, $13.05 
Daliresp 500mcg, $13.11 
SINGULAIR CHEW TAB : 4MG, $13.11 
SINGULAIR CHEW TAB : 5MG, $13.11 
SINGULAIR TAB : 10MG, $13.11 
ONGLYZA TAB : 2.5mg, $13.21 
ONGLYZA TAB : 5mg, $13.21 
ANBESOL M/S GEL 1 TUBE, $13.24 
DETROL LA CAP : 4MG, $13.25 
DITROPAN XL TAB: 5MG, $13.28 
PRAVACHOL (PRAVASTATIN) : 20MG, $13.31 
PRAVACHOL (PRAVASTATIN) : 40MG, $13.31 
EFFEXOR XR (VENLAFAXINE) CAP:  75MG, $13.53 
SWEEN CREAM: 142GM, $13.63 
PHENERGAN (PROMETHAZINE) SUPP: 12.5MG, $13.65 
DESENEX POWDER, $13.81 
GENTAMICIN SULF OINT 1%: 15GM, $13.81 
Ziconotide 1 mcg, $13.81 
Effient tab 10mg, $13.83 
Nexium Suspension 40mg, $13.88 
TRICOR (FENOFIBRATE) CAP: 145MG, $13.94 
AZITHROMYCIN TAB : 250MG, $13.99 
EXELON PATCH 4.6MG/24hrs, $14.03 
ZOVIRAX (ACYCLOVIR) TAB : 800MG, $14.05 
TUBERSOL 5 UNIT/0.1mL TEST : 50 TESTS, $14.06 
LUNESTA TAB : 2MG, $14.13 
LUNESTA TAB : 3MG, $14.13 
NITROFURANTOIN SUSP 25MG/5ML, $14.25 
Asacol 800mg, $14.26 
DERMOPLAST SPRAY 20%: 60ML, $14.28 
ACTOS TAB : 15MG, $14.36 
BENZOIN TINCTURE SPRAY 118mL, $14.39 
Cyclophosphamide capsule 25mg, $14.44 
PENTOTHAL INJ : 500MG, $14.46 
CYMBALTA (DULOXETINE) CAP : 30MG, $14.47 
CYMBALTA (DULOXETINE) CAP : 60MG, $14.47 
Cymbalta 20mg, $14.47 
Sarna Original Lot 7.5oz, $14.48 
MEPERIDINE (DEMEROL) TBX:  75MG, $14.68 
MEPERIDINE (DEMEROL) TBX: 100MG, $14.68 
MEPERIDINE TBX:25MGML, $14.68 
EFFEXOR XR (VENLAFAXINE) CAP: 150MG, $14.74 
RODEX DM 30 ML, $14.87 
AKWA TEARS OPTH OINT  : PER 3.5GM, $14.88 
CERAVE 355 ML, $14.89 
CEFACLOR (CECLOR) CAP: 500MG, $14.92 
XIFAXAN  200 MG, $14.99 
.ADM FLU VAC, $15.00 
ERYTHROMYCIN NEONATAL OPTH OINT: 5MG/GM, $15.00 
FERROUS SULFATE DROPS (15mg/0.6mL) 50mL, $15.00 
GENTIAN VIOLET 2% : 59mL, $15.00 
Lidocaine/Prilocaine 5gm, $15.00 
Nucynta 50mg, $15.00 
LIPITOR (ATORVASTATIN) TAB: 20MG, $15.01 
LIPITOR (ATORVASTATIN) TAB: 40MG, $15.01 
LIPITOR (ATORVASTATIN) TAB: 80MG, $15.01 
LIDOCAINE INJ 0.5% 50mL (00186-0135-01), $15.04 
FLECTOR PATCH ER 1.3% : 1 PATCH, $15.30 
LIDOCAINE 2% JELLY : 5ML (17478-0711-10), $15.36 
Vesicare 10mg, $15.42 
SYMLIN INJ : 60 MCG per 0.1mL, $15.46 
ARAVA (LEFLUNOMIDE) TAB : 20MG, $15.50 
PROTONIX  TAB : 40MG, $15.59 
PHENERGAN (PROMETHAZINE) SUPP: 25MG, $15.65 
MICONAZOLE NITRATE: 2% 30GM, $15.72 
CAPSAICIN 0.025% CREAM: 60GM, $15.86 
Eliquis (apixaban) 2.5mg tab, $15.86 
Eliquis (apixaban) 5mg tab, $15.86 
CHLORASEPTIC CHERRY : PER BOTTLE, $15.96 
IPRATROPIUM NEB SOLN: 0.02% 2.5mL, $16.00 
PROGRAF CAP: 1MG, $16.00 
STATE VACCINE ADMINISTRATION, $16.06 
VACCINE ADMINISTRATION, $16.06 
PED ELECTROLYTE SOLN FRUIT : 33.8OZ, $16.11 
PULMICORT RESP 0.25MG/2mL, $16.11 
PULMICORT RESP 0.5MG/2mL, $16.11 
NYSTATIN-TRIAM-ACET CREAM: 15GM, $16.18 
NYSTATIN-TRIAM-ACET OINT: 15GM, $16.18 
Tradjenta 5mg tab, $16.20 
COLOCORT RECTAL ENEMA 100MG/60ML, $16.24 
CRUEX (MICONAZOLE) SPRAY 3OZ CAN, $16.32 
EMPTY IV BAG 100mL, $16.42 
EMPTY IV BAG 250mL, $16.42 
SYMBYAX CAPSULE 6/25, $16.48 
VITAMIN E OIL: 30ML, $16.62 
XARELTO TAB 10MG, $16.62 
XARELTO TAB 15MG, $16.62 
XARELTO TAB 20mg, $16.62 
Neo-Synephrine 0.5% Nasal 15mL, $16.69 
AVINZA (MORPHINE SR) CAP 90MG, $16.70 
ARTIFICIAL TEARS 15mL, $16.81 
TOVIAZ TAB :4MG, $17.04 
TOVIAZ TAB: 8MG, $17.04 
HIBICLENS SOLN 4% : PER BOTTLE 120ML, $17.19 
WELLBUTRIN (BUPROPION) SR : 200MG, $17.19 
MYRBETRIQ 25mg, $17.28 
Myrbetriq 50mg, $17.28 
RESTORIL CAP : 7.5MG, $17.40 
DDAVP (DESMOPRESSIN) TAB : 0.2MG, $17.41 
AYR NASAL GEL, $17.44 
STERILE WATER : 50mL (00517-3050-25), $17.50 
Linzess (linaclotide) 145mcg, $17.56 
Linzess (linaclotide) 290mcg, $17.56 
OXYCONTIN ER (12HR) TAB : 30MG, $17.58 
XYLOCAINE (LIDOCAINE) MPF INJ: 0.5% 50ML, $17.64 
VISINE A DROP: 0.5OZ PER BOTTLE, $17.72 
LIDODERM 5% PATCH:, $17.79 
PLAVIX (CLOPIDOGREL) TAB: 75MG, $17.84 
CARBINOXAMINE DM DROPS 30ML, $17.91 
LAT XYLOCAINE, $17.91 
Biotene Oral Gel # 1 bottle, $18.00 
VITAMIN K (PHYTONADIONE) INJ: 1MG/0.5mL, $18.00 
NITROSTAT SL TABS: 0.4 MG PER BOTTLE, $18.11 
LiquaCel 240mL, $18.15 
JANUVIA 50 MG (SITAGLIPTIN), $18.19 
NARCAN (NALOXONE) INJ : 1MG/mL, $18.38 
PHENOBARBITAL NA: 130MG/ML VIAL, $18.40 
ACIPHEX (RABERPRAZOLE) TAB : 20MG, $18.41 
AUGMENTIN (AMOX/POT CLAV) TAB : 500MG, $18.69 
PREVACID PACKET 30MG, $18.79 
PREVACID SOLUTAB 15MG, $18.79 
PREVACID SOLUTAB 30MG, $18.79 
PROSHIELD PLUS SKIN PROTECTANT 4OZ., $18.79 
NEO-SYNEPHRINE SPRAY 2.5%: 15ML, $18.81 
L-TONIC ELIXIR : 480ML, $18.84 
OMNICEF (CEFDINIR) CAP : 300MG, $18.87 
Norco 10/325 #6 Take Home Pack, $18.90 
Norco 5/325 #6 Take Home Pack, $18.90 
Tramadol 50mg #6 Take Home Pack, $18.90 
Tylenol w/Codeine 30mg #6 Take Home Pack, $18.90 
Movantik 12.5mg, $18.97 
CLONIDINE POWDER 20MG, $19.00 
PREPARATION H OINT 30 GM, $19.07 
AVELOX TAB : 400MG, $19.13 
MICONAZOLE 7(MONISTAT): 45GM, $19.13 
NYSTATIN CREAM: 30GM, $19.18 
SWEEN CREAM 5OZ (142GM) TUBE, $19.18 
NEXIUM CAP : 20MG, $19.42 
NEXIUM CAP : 40MG, $19.42 
KADIAN (MORPHINE ER) CAP : 30MG, $19.46 
KADIAN (MORPHINE ER) CAP : 50MG, $19.46 
ANUSOL SUPP, $19.49 
ANUSOL-HC SUPP: 25MG, $19.49 
SEROQUEL XR 150MG, $19.52 
GEODON (ZIPRASIDONE) CAP : 20MG, $19.59 
GEODON (ZIPRASIDONE) CAP : 40MG, $19.59 
Lacosamide 100mg/10mL sol, $19.60 
Renvela Packet 2.4gm, $19.89 
Lidocaine 0.5% w/epi (00186-0140-01), $19.95 
Sebex Shampoo 118mL, $19.95 
Sildenafil 20mg tablet, $20.22 
AUGMENTIN (AMOX/POT CLAV) TAB : 875MG, $20.40 
CERTAGEN LIQUID MVC/IRON (per 240mL), $20.46 
Orajel Max Strength 0.42oz, $20.50 
ARICEPT (DONEPEZIL) TAB :  5MG, $20.66 
ARICEPT (DONEPEZIL) TAB : 10MG, $20.66 
TRIAMCINOLONE ACE CRM 0.1%:80GM, $20.68 
STARLIX (NATEGLINIDE) 120 MG, $20.79 
Promethazine w/Codeine 60mL, $21.00 
DRONABINOL CAP: 2.5MG, $21.01 
ALCOHOL ISOPROP SOLN 70% PER 128OZ, $21.04 
ANDEHIST DM NR DROP 30ML (RONDEC DM), $21.07 
ANDEHIST NR DROPS 30ML, $21.07 
OXYCONTIN ER (12HR) TAB : 40MG, $21.12 
Leukeran 2mg tablets, $21.16 
NEOSPORIN OPHTH OINT 3.5GM, $21.18 
KADIAN CAP : 60MG, $21.20 
LIDOCAINE W/EPIN MDV :0.5% PER 50ML, $21.21 
GENTAMICIN SULF OPTH SOL: 3MG/ML 5mL, $21.29 
SEROQUEL XR 200MG, $21.48 
VALTREX (VALACYCLOVIR) CPLT:  500MG, $21.49 
VANCOMYCIN ORAL : 250MG, $21.49 
VIAGRA TAB : 50MG, $21.49 
GEODON(ZIPRASIDONE) CAP: 60MG, $21.50 
AMOXICILLIN SUSP 125MG/5ML 100ML, $21.52 
BETAMETHASONE DIP CR: 0.05%, $21.53 
MUCOSIL (ACETYLCYSTEINE) 10% : 30ML, $21.68 
PREPARATION H CRM : 54GM, $21.85 
Movantik 25mg, $21.89 
NEOMYCIN/BAC/POLY/HC OPHT:PER TUBE, $21.91 
Amoxicillin Susp 250mg/5mL 100mL, $22.00 
SIMETHICONE DROP : 40MG/0.6ML PER 30ML, $22.05 
Permethrin 1% lotion 60mL, $22.15 
AVANDIA TAB : 8MG, $22.19 
MURO-128 OPHTH SOL 15ML, $22.24 
Tetracaine 1% 2mL (54868-0901-00), $22.25 
Tetracaine 1% 2mL (54868-0901-00), $22.29 
TETRACAINE OPHTH DROP 0.5%: 2ML, $22.29 
Trintellix 10mg, $22.40 
Welchol Packet 3.75gm, $22.44 
GEODON 80 MG CAPSULE, $22.49 
Namenda XR 14mg, $22.56 
Namenda XR 28mg, $22.56 
Namenda XR 7mg, $22.56 
ACETYLCYSTEINE 20% INH/NEB 1mL(RT CHARGE, $22.58 
CALCIUM CARB SUSP 500MG/5ML (PER 500ML), $22.65 
MAGNESIUM SULF 50% SOL:   1GM, $22.95 
ACTOS TAB : 30MG, $22.99 
DROPERIDOL IM : 2.5MG, $23.00 
NARCAN NEONATAL (NALOXONE): 0.02MG, $23.00 
HEPATITIS B VAC - PEDS(NON-STATE SUPPLY), $23.08 
AMOXICILLIN SUSP 125MG/5ML 150ML, $23.11 
Ketotifen 0.025% Ophth Sol 5mL, $23.16 
SYSTANE OPHTH SOLUTION #28, $23.55 
PROVIGIL (MODAFINIL) TAB: 100MG, $23.59 
LTA KIT 4% EACH, $23.71 
SILVER SULFADIAZINE 1% 50GM, $23.79 
SSD (SILVER SULFADIAZINE) CREAM: 50GM, $23.79 
TYLENOL PM 500/25 #100, $23.83 
MOISTURIN: PER 454GM, $23.98 
ABILIFY TAB :  2MG, $24.09 
Trintellix 20mg, $24.18 
CETAPHIL MOIST CR: 160Z, $24.24 
CAPSAICIN 0.035% CREAM: 42.5GM, $24.25 
AMMONIUM LACT(LAC-HYDRIN)LOTN: 225GM, $24.28 
Velphoro 500mg, $24.32 
Ascorbic Acid INJ 500mg, $24.50 
ZYPREXA (OLANZAPINE) TAB:  2.5MG, $24.66 
SEROQUEL TAB: 200MG, $24.80 
Fetzima 40mg, $24.90 
ACTOS TAB : 45MG, $24.94 
KANAMYCIN SULF INJ 1GM/3mL, $24.95 
NS for SYRINGE 5mL, $25.00 
VITAMIN K (PHYTONADIONE) INJ: 10MG/mL, $25.00 
EUCERIN CALM ITCH RELIEFT LOT 6.8OZ, $25.19 
ISOPTO HYOSCINE 0.25% 5ML, $25.24 
CLIMARA PATCH 0.05MG/24HRS, $25.31 
Jardiance 25mg, $25.36 
Jardiance 10mg tab, $25.37 
AMOXICILLIN SUSP 250MG/5ML 100ML, $25.46 
NS Irrigation 1000mL, $25.50 
XYLOCAINE (LIDOCAINE) MPF INJ: 2% 10ML, $25.55 
Beano #30, $25.80 
FEMARA TAB: 2.5MG, $25.92 
CLIMARA PATCH, $26.00 
DEMEROL IM :  75MG, $26.00 
DEMEROL IM : 100MG, $26.00 
Invokana tab 100mg, $26.05 
ERYTHROMYCIN TOPICAL SOL 2%: 60ML, $26.39 
ACIDOPHILUS TAB #90, $26.48 
LANTUS 100 UNITS/mL (per mL), $26.55 
CLIMARA PATCH 0.1MG/24HRS, $26.63 
NITROGLYCERIN 2% OINT: 30GM, $26.66 
Methylene Blue 10mg/mL (00517-0310-10), $26.69 
METHOTREXATE SODIUM : 50MG/2mL, $26.75 
OPCON-A OTC OPHT DROP: PER 15ML, $26.86 
NIMOTOP (NIMODIPINE) CAP : 30MG, $27.24 
OCTREOTIDE INJ : 50 MCG, $27.50 
Brimonidine 0.2% Ophth 5mL, $27.55 
SEROQUEL XR 300MG, $27.57 
PLAN B (LEVONRGESTREL) TAB:0.75MG, $27.61 
Kenalog 40mg/mL INJ (00003-0293-05), $27.82 
ADMINISTRATION OF PNEUMO VACCINE, $28.00 
AMOXICILLIN SUSP 250MG/5ML 150ML, $28.01 
Uroxatral 10mg, $28.09 
METHYLPREDNISOLONE DOSE-PACK: 21 TABS, $28.14 
AQUAPHOR: 50gm, $28.19 
LUBRIDERM ADVANCED LOTN: PER BOTTLE, $28.23 
Azilect 1mg, $28.39 
MAALOX TC SUSP : 150ML PER BOTTLE, $28.66 
FLEET PREP KIT (BISACODYL/SOD PHOS), $28.77 
BENEFIBER 350GM (90 DOSES), $28.78 
FLUCONAZOLE (DIFLUCAN) TAB: 100MG, $28.87 
CHLORPROMAZINE (THORAZINE) IV : 25MG, $28.94 
CEPHALEXIN SUSP 125MG/5mL : 100mL, $29.00 
Brevital INJ 100mg, $29.03 
BIOGAIA CHEW #30, $29.09 
ZYPREXA (OLANZAPINE) TAB:  5MG, $29.12 
TAMIFLU  75 MG, $29.21 
TAMIFLU 30MG, $29.21 
TAMIFLU 45MG, $29.21 
TRANSDERM-SCOP 1.5MG PATCH, $29.31 
METAMUCIL O/T POWDER : PER 570GM, $29.58 
Nuvigil 150mg, $29.87 
Nuvigil 250mg, $29.87 
PILOCARPINE OPTH SOL 2%: 15ML, $29.88 
Phenol Topical 89%, $29.95 
ECONAZOLE (SPECTAZOLE) 1% CR 30GM, $30.00 
"GENTEAL: 0.3 %, SOLN, 15 ML, BOTTLE", $30.46 
BSS 15mL, $30.48 
Bupivacaine MPF 0.25% 30mL(00186-1030-01, $30.51 
PONARIS nasal emollient: 30mL, $30.59 
Sodium Polystyrene Sulfonate powder 15gm, $30.60 
NEOMYCIN/POLY B/DEX: 3.5GM PER TUBE, $30.69 
NEOMYCIN/POLY-B/DEX SUSP: 5ML, $30.69 
KENALOG-10 VIAL : 10MG/ML 5ML, $30.80 
COLACE (DOCUSATE Na) SYR 50MG/5ML : 1 PT, $30.94 
Medihoney 1.5gm, $31.00 
STADOL (BUTORPHANOL) INJ : 1MG/ML 1ML, $31.02 
ABILIFY TAB : 10MG, $31.04 
ABILIFY TAB : 15MG, $31.04 
CELLUVISC OPHTH #30, $31.06 
COGENTIN (BENZTROPINE) INJ 2MG/2mL, $31.34 
CRITIC-AID CLEAR AF 57GM, $31.50 
FLUOCINONIDE CREAM 0.05%: 15GM, $31.65 
HUMALOG  SUBCUT : per mL, $31.65 
HUMALOG  SUBCUT : per mL, $31.65 
HUMALOG MIX 50/50 : PER DOSE, $31.65 
HUMALOG MIX 75/25 : per ML, $31.65 
HUMULIN 70/30 : per mL, $31.65 
HUMULIN N : per mL, $31.65 
HUMULIN R IV : per mL, $31.65 
HUMULIN R SUBCUT : per mL, $31.65 
HUMULIN R SUBCUT : per mL, $31.65 
NOVOLIN 70/30 : per ML, $31.65 
NOVOLIN N : per mL, $31.65 
NOVOLIN R IV : per mL, $31.65 
NOVOLIN R SUBCUT : per mL, $31.65 
NOVOLOG : PER DOSE, $31.65 
NOVOLOG 70/30: PER ML, $31.65 
NOVOLOG 70/30: PER ML, $31.65 
OXYTROL PATCH 3.9MG/24HRS, $31.66 
SUPRAX (CEFIXIME) TAB : 400MG, $31.67 
Cetaphil Lotion 8oz, $31.78 
Bupivacaine MPF 0.5% 30mL(00186-1033-01), $31.79 
CLOTRIMAZOLE ANTIFUNGAL CREAM 1%:30GM, $31.80 
COMPAZINE (PROCHLORPERAZINE) IM : 5MG, $32.00 
FLU VACCINE (quadrivalent) 0.5mL, $32.00 
PEPCID COMPLETE #25, $32.00 
Oxycodone 5/APAP 325 THP #6, $32.04 
Biotene Oral Rinse 16oz., $32.15 
MICATIN(MICONAZOLE)2% POWDER SPRAY:90ML, $32.15 
STADOL (BUTORPHANOL) INJ : 2MG/ML 1ML, $32.32 
MVI(MULTIVITAMIN)SDV:5ML, $32.55 
VASOPRESSIN INFUSION : 20 UNITS, $32.62 
DAKINS SOLUTION  1000mL, $32.72 
ZITHROMAX (AZITHROMYCIN) TAB: 250MG, $32.98 
ZYPREXA ZYDIS : 10MG, $33.06 
ZYPREXA ZYDIS : 5MG, $33.06 
SEROQUEL XR 400MG, $33.11 
CHLORPROMAZINE (THORAZINE) IM : 25MG, $33.17 
Flurbiprofen Ophth 0.03% 2.5mL, $33.18 
Genteal Ophth Gel Drops 15 mL, $33.44 
EMLA (LIDOC/PRILOC/TEGAD) CREAM, $33.69 
EMLA CRM  W/TEGADERM 2.5%: 5GM, $33.69 
ISOPTO TEARS OPHTH 15mL, $33.75 
COMPAZINE (PROCHLORPERAZINE) IV : 5MG, $33.77 
ZYPREXA (OLANZAPINE) TAB:  7.5MG, $33.78 
HYDROCORTISONE CR/OI 2.5%: 30GM, $33.92 
"SALIVART:  , AERS, 75 ML, CAN", $33.94 
DECLOMYCIN (DEMECLOCYCLINE) TAB: 300MG, $34.18 
Sodium Hypochlorite (Dakins) 0.25% 473mL, $34.29 
CETAPHIL GENTLE CLEANSER LOTION :PER BTL, $34.33 
INDIGO CARMINE INJ 5ML (00517-0375-10), $34.52 
ZOMIG TAB : 2.5MG, $34.76 
NITROGLYCERIN INJ: 5MG/ML 5ML, $34.77 
BACLOFEN INTRATHECAL 50MCG (TRIAL), $35.00 
CLOBETASOL CR/OI : 30GM, $35.00 
QUELICIN (SUCCINYL) INJ : 20MG/ML 10ML, $35.00 
VALPROIC ACID INJ : 100MG, $35.00 
FLUOCINONIDE CR: 0.05% 30GM, $35.17 
Bupiv 0.25% w/Epi MPF 30mL(00186-1032-01, $35.18 
EPINEPHRINE VIAL: 1MG/ML 30ML, $35.49 
PROCAINAMIDE HCL INJ : 500MG 2ML, $35.59 
FAMCICLOVIR (FAMVIR) TAB: 500 MG, $35.61 
LIDOCAINE MPF SDV : 1% 30ML  PER 30ML, $35.64 
TIMOLOL OPTH SOL 0.25% 5ML, $35.69 
MORPHINE POWDER : 100MG, $36.00 
ELTA Cream 2.8oz, $36.06 
NEOSPORIN GU IRRIGANT 1ML(61570-0047-10), $36.17 
ENTOCORT EC CAP : 3MG, $36.23 
Refresh Optive Advanced, $36.23 
TPN ELECTROLYTES CONTENTS: 20ML, $36.60 
VALTREX (VALACYCLOVIR) CPLT: 1GM, $36.69 
MAXALT-MLT TAB : 10MG, $36.91 
MAXALT-MLT TAB : 5MG, $36.91 
Bupiv 0.5% w/Epi MPF 30mL(00186-1034-01), $36.97 
TIGAN IM : 200MG, $36.99 
PERIDEX: 0.12% 473ML, $37.32 
AMOXICILLIN SUSP 400MG/5ML 100ML, $37.40 
Refresh PM ophth Oint 3.5gm, $37.50 
TYLENOL ARTHRITIS ER 650MG : #100, $37.54 
Neupro patch 2mg, $37.55 
RELPAX TAB : 40MG, $37.87 
ERYTHROMYCIN OPHTH OINT: 3.5GM, $37.99 
Tropicamide 1% 2mL, $38.00 
DESONIDE CREAM 0.05%: 15GM, $38.17 
IPRATROPIUM/ALBUTEROL (DUONEB) NEB, $38.20 
DEXAMETHASONE OPTH SOL 0.1%:5ML, $38.30 
TENORMIN IV : 5mg/10mL, $38.30 
GENTAK OPTH OINT: 0.3% 3.5GM, $38.35 
TOBRAMYCIN(TOBREX): 0.3% 5ML, $38.37 
NIX LIQUID 1% 60ML, $38.39 
Triamcinolone Acetonide 0.5% 15gm, $38.42 
MTMS - INITIAL 15 MIN SUBSEQUENT VISIT, $38.56 
FREEZE-IT RollOn 89mL, $38.94 
RUBELLA VIRUS VACCINE LIVE, $39.06 
LEVAQUIN TAB : 250MG, $39.23 
DOBUTAMINE SDV: 250MG/ML 20ML, $39.33 
SENSIPAR TAB : 30MG, $39.38 
CATAPRES PATCH TTS-1, $39.63 
BUPRENEX INJ 0.3MG, $40.00 
COUMADIN HOSPITAL BASED CLINIC VISIT, $40.00 
XYLOCAINE W/GLUCOSE AMP 5%: 2ML, $40.50 
ABREVA 10% CREAM : 2GM, $40.84 
GENTAMICIN SULF OPTH SOL: 3MG/ML 15ML, $41.35 
Drysol Solution 60mL, $41.88 
CHLORHEXIDINE SOLN:0.12% PER BOTTLE, $41.89 
NAROPIN 0.2% : 20mL, $41.99 
AMLACTIN LOT 12%:400GM, $42.89 
Epinephrine 1mg/mL (00409-7241-01), $43.00 
Acetylcysteine 10% 10mL, $43.36 
ACETYLCYSTEINE 20% : 30mL, $43.36 
ZYPREXA (OLANZAPINE) TAB: 10MG, $43.84 
ZYPREXA (OLANZAPINE) TAB: 15MG, $43.88 
ABILIFY TAB :  5MG, $43.90 
LEVEMIR INSULIN : UP TO 100 UNITS, $43.91 
"NYSTATIN POWDER: 100,000U 15GM", $44.31 
INVEGA TAB : 3MG, $44.56 
INVEGA TAB : 6MG, $44.56 
ZEMPLAR IV : 2 MCG/mL, $44.56 
LAMISIL TAB : 250MG, $44.57 
LEVAQUIN TAB : 500MG, $44.64 
Xifaxan 550mg, $44.70 
AMLACTIN XL LOTION 160gm, $45.00 
MTMS - 1ST 15 MIN, $45.00 
ORAMOIST MOUTH PATCH (BOX OF 16), $45.00 
Emsam (Selegeline) TD 6mg/24hrs, $45.16 
GENTAMICIN SULF Cream 0.1%: 15GM, $45.25 
"Bacitracin INJ 50,000unit (00009-0233-01", $45.29 
DEPACON INJ : 100MG, $45.33 
ANUSOL OINT, $45.57 
FROVA TAB : 2.5MG, $45.75 
POLY-VI-SOL Generic 50mL, $45.84 
POLY-VI-SOL w/IRON Generic 50mL, $45.84 
FLUCONAZOLE (DIFLUCAN) TAB: 150MG, $45.95 
CLOTRIMAZOLE VAGINAL CREAM 1%:45GM, $46.03 
METHYLDOPATE SDV: 50MG/ML, $46.03 
RepHresh Vaginal Gel 2gm # 4, $46.09 
MTMS - EACH ADDITIONAL 15 MINS, $46.72 
LAMISIL CREAM 1% 24GM, $46.91 
BETAMETHASONE VAL 0.1% LOTION 60mL, $47.26 
CASODEX (BICALUAMIDE) TAB: 50MG, $47.57 
CASODEX (BICALUAMIDE) TAB: 50MG UD, $47.57 
FLUOCINONIDE 0.05% TOP SOL 60ML, $47.59 
Betadine Ophth  5% 30mL (00065-0411-30), $47.92 
CAFFEINE SODIUM BENZOATE 250MG, $48.00 
CICLOPIROX SUSP 0.77% 15mL, $48.00 
Ondansetron ODT 4mg # 6, $48.00 
BETAXOLOL (BETOPTIC) 0.5% 5mL, $48.18 
BELLADONNA-OPIUM SUPP 16.2/30MG, $48.41 
ERYTHROCIN (ERYTHROMYCIN) SDV: 500MG, $48.77 
ACTIDOSE W/SORBITOL SOLN 25GM:PER 120ML, $49.56 
ACTIDOSE-AQUA (ACTIVATED CHARCOAL): 50ML, $49.56 
ACTIDOSE-AQUA SUSP 25GM :PER 120ML, $49.56 
KETOCONAZOLE 2% CRM: 15GM, $49.61 
TRIAMCINOLONE CR/OI 0.05% 80GM, $49.67 
MYCELEX (CLOMTRIMAZOLE) CRM : 1% 30GM, $49.79 
Super C Infusion # 1, $50.00 
PONTOCAINE (TETRACAINE) INJ 2%: 30ML, $50.01 
Duramorph PF per 100MCG, $50.07 
Alinia 500mg tab, $50.31 
CAPSAICIN 0.075% CREAM: 60GM, $50.49 
MIDAZOLAM (VERSED) Inj : 2MG, $51.00 
VERSED (MIDAZOLAM) IV : 5MG, $51.00 
SANTYL-COLLAGENASE OINT:15GM, $51.09 
"Heparin 1,000 units (63323-0540-31)", $51.25 
Norethindrone 0.35mg (contra) # 28, $51.25 
CONRAY 283mg/mL 50mL (00019-0953-15), $51.77 
ACETASOL HC (ACETIC ACID) OTIC DROP:10ML, $52.13 
ADMINISTRATION OF INFLUENZA VIRUS VACCIN, $52.64 
BACID CAPS - BOTTLE OF 50, $52.95 
OcuSoft Lid Scrub Plus # 30, $52.99 
HALOTHANE SOLN: PER HOUR, $53.08 
CLOBETASOL SOL 0.05% : 50mL, $53.10 
LATUDA 40mg, $53.25 
DEPO-MEDROL INJ: 80MG/ML (00009-3475-01), $53.33 
CEPHALEXIN SUSP 250MG/5ML: 100ML, $53.86 
HALDOL (HALOPERIDOL) IM: 5MG/mL, $54.00 
HALDOL (HALOPERIDOL) IV : 5MG/mL, $54.00 
KETOROLAC (TORADOL) IM : 30MG, $54.00 
OCUSOFT LID SCRUB - 1 BOTTLE, $54.00 
VENTOLIN HFA MDI : 8GM, $54.03 
"WYCILLIN (PENICILLIN) 1,200,000 UNIT TBX", $54.32 
LIDOCAINE MPF/EPIN SDV:2% PER 20ML, $54.58 
TAZIDIME(CEFTAZIDIME)INJ :1GM, $54.58 
DERMATOP 0.1% CREAM 15GM, $54.80 
FENTANYL  PATCH  25mcg/HR, $54.97 
FENTANYL  PATCH  25mcg/HR, $54.97 
Triamcinolone 0.1% CR/Oint 80gm, $55.29 
Triamcinolone 0.1% Oint 80gm, $55.29 
FluMist Nasal - 1 Dose, $56.00 
HYOSCYAMINE DROP : 0.125MG/mL 15mL, $56.01 
Cyclopentolate 2% 2mL, $56.06 
Sprintec tabs # 28 tabs, $56.50 
TRIAMCINOLONE ACE PASTE 0.1%:PER TUBE, $56.74 
ULTIVA INJ: 1MG, $56.81 
ZYPREXA (OLANZAPINE) TAB: 20MG, $58.50 
MINNESOTA TOPICAL SOLUTION 250ML, $58.60 
BELLADONNA-OPIUM SUPP 16.2/60MG, $58.85 
AZITHROMYCIN SUSP 100MG/5mL 15mL, $59.27 
AZITHROMYCIN SUSP 200MG/5mL 15ML, $59.27 
AZITHROMYCIN SUSP 200MG/5mL 22.5ML, $59.27 
AZITHROMYCIN SUSP 200MG/5mL 30ML, $59.27 
Naropin 0.2% 100mL PF Bag, $59.50 
HYDROMORPHONE for PAIN PUMP per 100MG, $59.76 
ORTHO (NORGESTIMATE) TAB  28-DAY, $59.76 
ATARAX (0) IM  : 50MG/ML 2ML, $60.00 
hydrOXYzine IM (VISTARIL) : 100MG/2mL, $60.00 
hydrOXYzine IM (VISTARIL) : 25mg/mL, $60.00 
VISTARIL (HYDROXYZINE) INJ: 100MG/2ML, $60.00 
ORTHO-CYCLIN (NORGESTIMATE) TAB: 28-DAY, $60.33 
ADMINISTRATION OF PNEUMO VACCINE, $60.48 
LEVOBUNOLOL OPTH SOL 0.25%: 5ML, $60.68 
DIGOXIN ELIX 0.05MG/mL : 120mL, $60.80 
FENTANYL  PATCH  12mcg/HR, $61.15 
ABILIFY TAB : 20mg, $61.74 
LEVAQUIN TAB : 750MG, $62.00 
FLUOCINONIDE CREAMM 0.05%: 60GM, $62.34 
KCL INJ: 40mEq, $62.50 
NEOMYCIN-POLYMYXIN-GRAMICIDIN OPHTH 10mL, $63.94 
HYDROCORTISONE/IODOQUINOL 1% 30GM, $64.00 
THERMAZENE  CRM 1%: 400GM PER TUBE, $64.22 
