SVCCD,Description,PRICE1,As of Date
1219361,GLYCOPYRRO 1MG/5ML I,157.5,7/2/2019
1219362,GLYCOPYRRO 4MG/20ML ,251.5,7/2/2019
1219369,GUAIFE 20MG/MLOR 10M,4,7/2/2019
1219394,HYDROCORT 100MG ENEM,69.5,7/2/2019
1219401,HYDROXYUREA 500MG CP,4,7/2/2019
1219416,LABETALOL 5MG/ML 4ML,239,7/2/2019
1219419,LEVOTHYROX 112MCG TB,3,7/2/2019
1219423,LIDOCAIN 2%/EPI 20ML,191,7/2/2019
1219435,MG GLUCONATE 1GM/5ML,4.3,7/2/2019
1219445,MENTHOL/CAMPHOR LOT ,7.8,7/2/2019
1219450,MENTH-METH SA CR120G,29.5,7/2/2019
1219454,METRONID 500MG/100ML,265.5,7/2/2019
1219456,MINERAL OIL 1ML     ,2,7/2/2019
1219471,NORETHINDRONE 5MG TB,14,7/2/2019
1219474,SOD CHLOR .9% 1000ML,75,7/2/2019
1219475,SOD CHLOR .9% 3000ML,60,7/2/2019
1219494,PHENOBARB 4MG/1ML 5M,4,7/2/2019
1219500,PHENYLEPHRIN 1% DROP,33,7/2/2019
1219502,PHOS/DEX/FRUC 1ML   ,14.5,7/2/2019
1219520,POLY10K-TRIM.1%OS10M,339.5,7/2/2019
1219526,POT IODID 1GM/ML 30M,57.5,7/2/2019
1219530,PREDNIS ACE.12%OS 5M,243.5,7/2/2019
1219538,PROPRANOLOL 20MG/5ML,178.5,7/2/2019
1219541,PSEUDOEPH 120MG SRTB,3.5,7/2/2019
1219548,RISPERID 1MG/1ML 1ML,165,7/2/2019
1219551,ROCURON 10MG/ML 10ML,157.5,7/2/2019
1219554,SELENIUM 1% SHAMPO  ,29,7/2/2019
1219570,SORBITOL 70% 5ML    ,10,7/2/2019
1219577,SULFAME800-TMP160/20,19,7/2/2019
1219585,TERCONAZ 0.4%CR 45GM,358.5,7/2/2019
1219608,TRIAMCINOLN.1%CR454G,250.5,7/2/2019
1219609,TRIAMCIN.1% PST 5GM ,517.5,7/2/2019
1219623,ZIPRASIDONE 60MG CAP,55.5,7/2/2019
1219628,CAMPHOR/PHENOL 45ML ,7.8,7/2/2019
1219633,LITHIUM CA 300MGCRTB,3.3,7/2/2019
1219634,NIFEDIP OSM 60MGSRTB,20.5,7/2/2019
1219636,ERYTHRO 200MG/5 100M,507.5,7/2/2019
1219638,ETOMIDATE 2MG/ML 20M,192.5,7/2/2019
1219649,OXYMETAZLN HCL.05%30,13,7/2/2019
1219666,SALINE.65%NAS SP 45M,7.8,7/2/2019
1219674,CARBAMAZE 200MG/10ML,17.5,7/2/2019
1219689,MOXIFLOXAC 400MG TAB,17.5,7/2/2019
1219691,DILTIAZE 120MG SR CP,22.5,7/2/2019
1219693,LEVETIRACET 250MG TB,3.8,7/2/2019
1219708,BETHANECHOL 10MG TAB,3,7/2/2019
1219721,GENTAMYC 0.3%OS 5ML ,155,7/2/2019
1219727,NEOMY-POLY B 20MLIRR,750,7/2/2019
1219733,BUSPIRONE 15MG TAB  ,2.3,7/2/2019
1219744,CODEINE SULF 15MG TB,3,7/2/2019
1219749,AMOXICILLIN 875MGTAB,3.3,7/2/2019
1219754,DICYCLOMINE 10MG CAP,2.3,7/2/2019
1219762,FERR SULF 44MG/ML 5M,2.3,7/2/2019
1219779,LEVOFLOXACN 750MG TB,202.5,7/2/2019
1219801,OXYCODONE 80MG SR TB,73,7/2/2019
1219807,PEN-VK250MG/5ML 100M,20,7/2/2019
1219824,QUETIAPINE 300MG TAB,86.5,7/2/2019
1219829,SENNOSIDES 8.6MG TAB,2.3,7/2/2019
1219832,SULFASALAZ 500MGDRTB,2.3,7/2/2019
1219841,TRIAMCNOLO.5%CRM15GM,48.5,7/2/2019
1219847,VORICONAZOL 200MG TB,256,7/2/2019
1219867,MAG HYD400MG/5ML 30M,3.8,7/2/2019
1219871,LACTASE 3000IU TAB  ,2.3,7/2/2019
1219874,AZTREONAM IV 2GM VL ,803.5,7/2/2019
1219884,BENZO/MENTH 6-10 LOZ,2,7/2/2019
1219890,VITAMIN A&D OIN 60GM,27,7/2/2019
1219895,CLOT1/BETA.05%CR 15G,380.5,7/2/2019
1219898,DILTIAZEM 25MG/5ML V,157.5,7/2/2019
1219899,TRIAMCINOL.1%OIN 15G,46.5,7/2/2019
1219906,POTASS CHL 40MEQ/30M,3.8,7/2/2019
1219916,OXYMETAZLN HCL.05%15,44,7/2/2019
1219918,PHENYTOIN 100MG/4ML ,13,7/2/2019
1219920,PREDNISOLON 15MG/5ML,20,7/2/2019
1219927,SPS 15GM/60ML SUSP  ,39.5,7/2/2019
1219940,AMPHETAMINE 5MG TAB ,15,7/2/2019
1219942,CAPSAICIN.075%CR60GM,224.5,7/2/2019
1219953,TRIAMCINOLN.1%CR15GM,46.5,7/2/2019
1219956,OYST SHL CALC500MGTB,2.3,7/2/2019
1219959,ERYTHROMYC 500MGDRTB,12.5,7/2/2019
1219960,NITROGLYCRN 2%OINTPK,13,7/2/2019
1219980,LIDOCAIN 1%/EPI 20ML,157.5,7/2/2019
1219993,RISPERIDONE .5MG ODT,32,7/2/2019
1219996,LIDOCAIN 2%/EPI 30ML,192,7/2/2019
1220193,AA5 D25W 1000ML     ,600.5,7/2/2019
1221000,D5LR UP TO 1000ML   ,381.5,7/2/2019
1221001,D5NS+KCL 20MEQ 1000M,265.5,7/2/2019
1221002,DEX 5%/WATER 100ML  ,380.5,7/2/2019
1221003,D5W/KCL 20MEQ 1000ML,265.5,7/2/2019
1221004,D10W 1000ML         ,265.5,7/2/2019
1221007,D5W/0.45%NACL 500ML ,377,7/2/2019
1221008,D5.45NS/KCL20 1000ML,265.5,7/2/2019
1221009,D5.45NS/KCL40 1000ML,265.5,7/2/2019
1221010,D5 1/2NS/KCL10MEQ   ,265.5,7/2/2019
1221011,D5-0.2% NACL 1000ML ,379.5,7/2/2019
1221014,RINGER LAC UP TO 1L ,380,7/2/2019
1221028,STERILE WATER 1000ML,193,7/2/2019
1221029,STERILE WATER 20ML  ,157.5,7/2/2019
1221030,AMINO ACID 4.25/5 DE,471.5,7/2/2019
1221040,PDS 346MOSM/L 2000ML,265.5,7/2/2019
1221044,SOD CHLOR .45%1000ML,265.5,7/2/2019
1221046,SOD CHLOR .45% 500ML,377,7/2/2019
1221047,SOD CHLOR .45% 250ML,265.5,7/2/2019
1221061,KCL20-NS.2-D5W1000ML,385,7/2/2019
1221063,D545NS C KCL 30MEQ  ,385,7/2/2019
1221065,MANNITOL 20% 500ML  ,465.5,7/2/2019
1221067,MANNITOL 20% 250ML  ,378,7/2/2019
1221074,AMINO ACID 10% 500ML,265.5,7/2/2019
1221081,D5LR/KCL 20MEQ/1000 ,265.5,7/2/2019
1221085,SOD CHLOR .9% 100ML ,380,7/2/2019
1221086,NS W/ KCL 20MEQ/1000,385,7/2/2019
1221087,NS W/ KCL 40MEQ/1000,265.5,7/2/2019
1221088,KCL 20MEQ/.45%NS1000,265.5,7/2/2019
1221091,D5W/0.9%NSS+40MEQ 1L,265.5,7/2/2019
1221098,SOD CHLOR .9% 150ML ,265.5,7/2/2019
1221104,SOD CHLOR 3% 500ML  ,265.5,7/2/2019
1221106,SOD CHLOR .45% 50ML ,265.5,7/2/2019
1221107,DEX 5%/WATER 150ML  ,265.5,7/2/2019
1221109,D5W/0.45%NACL 1000ML,379.5,7/2/2019
1221112,D5-0.2% NACL 500ML  ,377,7/2/2019
1221133,SOD CHLOR .45% 100ML,265.5,7/2/2019
1221140,D10W 500ML          ,443,7/2/2019
1221149,SOD CHLOR .9% 50ML  ,380,7/2/2019
1221150,SOD CHLOR .9% 100ML ,380,7/2/2019
1221158,AA 4.25%/D5W 1000ML ,569,7/2/2019
1221172,AA 4.25%/D25W 1000ML,572.5,7/2/2019
1221178,AA 5%/D20W 1000ML   ,460,7/2/2019
1221179,AA5 D15W 1000ML     ,596,7/2/2019
1221180,DEXTROSE 50% 500ML  ,376.5,7/2/2019
1221181,FAT EMULS 20% 250ML ,457,7/2/2019
1221185,PHENYLEPH 50MG/250ML,756,7/2/2019
1221209,AA5 D15W 2000ML     ,485.5,7/2/2019
1221220,HETASTARCH 6% 500 LR,445,7/2/2019
1221266,PDS 344MOSM/L 6000ML,265.5,7/2/2019
1221267,PDS 395MOSM/L 6000ML,265.5,7/2/2019
1221276,ELECTROLY-R 7.4 1000,445,7/2/2019
1221300,SOD CHLOR .9% 50ML  ,380,7/2/2019
1221323,AA-D5W-LIP-LYTE1440M,390,7/2/2019
1221345,AA-D5W-LIP-LYTE2400M,650,7/2/2019
1221346,AA-D5W-LIP-LYTE1920M,520,7/2/2019
1221347,AA-D5W-LIP-LYTE2556M,720,7/2/2019
1221348,AA-D5W-LIP-LYTE2053M,650,7/2/2019
1221349,AA-D5W-LIP-LYTE1540M,585,7/2/2019
1221350,AA-D5W-LIP-LYTE1026M,455,7/2/2019
1240002,LD ORLVL 2 INI 15MIN,3773.5,7/2/2019
1240003,LD ORLVL 3 INI 15MIN,3773.5,7/2/2019
1240004,LD ORLVL 4 INI 15MIN,3773.5,7/2/2019
1240012,LD ORLVL 2 EA ADDMIN,253,7/2/2019
1240013,LD ORLVL 3 EA ADDMIN,253,7/2/2019
1240014,LD ORLVL 4 EA ADDMIN,253,7/2/2019
125110,R&B M/S PRIVATE     ,4216,7/2/2019
125206,R&B PRIVATE TELEM   ,5503.5,7/2/2019
1314005,PLATELETS POOLING   ,59,7/2/2019
1314016,CATECHOL FRACTNTD   ,1938,7/2/2019
1314026,CARBAMAZEPINE TOTAL ,759.5,7/2/2019
1314039,LITHIUM             ,588.5,7/2/2019
1314041,PHENOBARBITAL       ,1074,7/2/2019
1314042,PHENYTOIN TOTAL     ,588.5,7/2/2019
1314043,PHENYTOIN FREE      ,423,7/2/2019
1314044,PRIMIDONE           ,356.5,7/2/2019
1314049,TACROLIMUS          ,590.5,7/2/2019
1314050,THEOPHYLLINE        ,618,7/2/2019
1314051,TOBRAMYCIN          ,691,7/2/2019
1314054,DRUG UNSPEC QUANT   ,1627,7/2/2019
1314083,BLOOD TYPING ABO    ,431.5,7/2/2019
1314084,BLOOD TYPING RH D   ,543,7/2/2019
1314087,BLD TYPING OTHER AG ,84.5,7/2/2019
1314091,COMPATIB TEST IS    ,764.5,7/2/2019
1314092,COMPATIB TEST INCUB ,756.5,7/2/2019
1314093,COMPATIB TEST AHG   ,756.5,7/2/2019
1314098,ACETON-KETON SERM QL,360.5,7/2/2019
1314103,ADRENOCORT ACTH     ,1574,7/2/2019
1314105,ALBUMIN SERUM       ,717,7/2/2019
1314106,ALBUMIN FLUID       ,384.5,7/2/2019
1314109,ELECTROLYTE PANEL   ,1012,7/2/2019
1314110,COMP METAB PANEL    ,1789,7/2/2019
1314112,LIPID PANEL         ,618,7/2/2019
1314113,RENAL FUNCTION PANEL,1460,7/2/2019
1314114,HEPATITIS ACUTE PANE,1652,7/2/2019
1314115,HEPATIC FUNCTION PAN,954,7/2/2019
1314116,MICROALB QNT        ,646.5,7/2/2019
1314120,ALDOLASE            ,588.5,7/2/2019
1314121,ALDOSTERONE         ,2050,7/2/2019
1314123,ALPHA 1-ANTITRYP TOT,637.5,7/2/2019
1314124,ALPHA 1-ANTITRYP PHE,176,7/2/2019
1314125,AFP SERUM           ,840,7/2/2019
1314134,AMINO ACID QUAN 6+  ,249,7/2/2019
1314135,AMMONIA             ,615,7/2/2019
1314138,AMYLASE             ,583.5,7/2/2019
1314143,ANGIOTENSIN CONV ENZ,906.5,7/2/2019
1314144,APOLIPOPROTEIN EACH ,755,7/2/2019
1314146,ASCORBIC ACID       ,114.5,7/2/2019
1314149,BETA-2 MICROGLOBULIN,158,7/2/2019
1314150,BILE ACIDS TOTAL    ,204,7/2/2019
1314152,BILIRUBIN TOTAL     ,583.5,7/2/2019
1314153,BILIRUBIN DIRECT    ,588.5,7/2/2019
1314156,BLD OCCULT FECES 1-3,234,7/2/2019
1314157,BLD OCCULT OTHER SRC,26,7/2/2019
1314160,CADMIUM             ,168,7/2/2019
1314161,VITAMIN D 25OH      ,1623.5,7/2/2019
1314163,CALCITONIN          ,1795.5,7/2/2019
1314164,CALCIUM TOTAL       ,487,7/2/2019
1314165,CALCIUM IONIZED     ,532.5,7/2/2019
1314167,CALCIUM URI QN TIMED,471.5,7/2/2019
1314169,CALCULUS ANAL QUANT ,601,7/2/2019
1314174,CARBON MONOXIDE QUAN,668,7/2/2019
1314176,CARCINOEMBRYONIC AG ,544,7/2/2019
1314183,CERULOPLASMIN       ,445,7/2/2019
1314184,CHEMILUM ASSAY NOS  ,110,7/2/2019
1314188,CHLORIDES OTHER FLD ,30.5,7/2/2019
1314190,CHOLESTEROL TOTAL   ,480,7/2/2019
1314201,CITRATE             ,1353.5,7/2/2019
1314206,CORTISOL FREE       ,726,7/2/2019
1314207,CORTISOL TOTAL      ,423,7/2/2019
1314213,CPK TOTAL           ,588.5,7/2/2019
1314214,CPK ISOENZYMES      ,548,7/2/2019
1314215,CPK MB FRACTION     ,1074,7/2/2019
1314217,CREATININE BLOOD    ,394,7/2/2019
1314218,CREATININE UR-OTHER ,532.5,7/2/2019
1314219,CREATININE CLEARANCE,511.5,7/2/2019
1314221,CRYOGLOBULIN        ,398,7/2/2019
1314223,VITAMIN B-12        ,759.5,7/2/2019
1314224,VITAMIN B-12 BINDING,103,7/2/2019
1314227,DHEA-S              ,1275.5,7/2/2019
1314234,DIHYDROXY VITAMIN D ,438,7/2/2019
1314240,ERYTHROPOIETIN      ,944,7/2/2019
1314241,ESTRADIOL           ,1077,7/2/2019
1314243,ESTROGEN TOTAL      ,305.5,7/2/2019
1314247,ETHYLENE GLYCOL     ,758,7/2/2019
1314249,FAT-LIPID FECES QUAL,203,7/2/2019
1314250,FAT-LIPID FECES QUAN,356.5,7/2/2019
1314254,FERRITIN            ,756.5,7/2/2019
1314258,FOLIC ACID SERUM    ,722,7/2/2019
1314259,FOLIC ACID RBC      ,292,7/2/2019
1314265,GAMMAGLOB M-G-A-D   ,698,7/2/2019
1314266,GAMMAGLOBULIN IGE   ,511.5,7/2/2019
1314267,"IGG SUB 1,2,3 OR 4  ",142.5,7/2/2019
1314269,"BLD GAS-PH,PO2,PCO2 ",1215,7/2/2019
1314276,GASTRIN             ,807.5,7/2/2019
1314278,"GLUCOSE, BODY FLUID ",712,7/2/2019
1314280,"GLUCOSE, QUANT      ",588.5,7/2/2019
1314282,"GLUCOSE, POST DOSE  ",535,7/2/2019
1314283,"GLUCOSE TOL, 3 SPECS",1211,7/2/2019
1314283,GTT 3 SPEC          ,1211,7/2/2019
1314284,"GLUCOSE TOL, ADD SP ",266.5,7/2/2019
1314284,GTT ADD SP          ,266.5,7/2/2019
1314286,"G6PD, QUANT         ",471.5,7/2/2019
1314292,GGT                 ,642,7/2/2019
1314296,GLYCATED PROTEIN    ,102,7/2/2019
1314297,FOLLICLE STIM HORM  ,1101,7/2/2019
1314298,LEUTEINIZING HORMONE,936,7/2/2019
1314299,GROWTH HORMONE      ,674.5,7/2/2019
1314301,"HAPTOGLOBIN, QUANT  ",409.5,7/2/2019
1314308,"HEMOGLOBIN, CHROMA  ",280.5,7/2/2019
1314314,"METHEMOGLOBIN, QUAN ",440.5,7/2/2019
1314325,HOMOCYSTEINE        ,365,7/2/2019
1314328,5-HIAA              ,773,7/2/2019
1314333,"IMMUNOASSAY, OTHER  ",139.5,7/2/2019
1314335,"IMMUNOASSAY, RIA    ",2353,7/2/2019
1314336,"IMMUNOASSAY, NOS    ",1620.5,7/2/2019
1314337,"INSULIN, TOTAL      ",544,7/2/2019
1314340,IRON                ,394,7/2/2019
1314346,LACTIC ACID         ,423,7/2/2019
1314347,LACTATE DEHYDROLDH  ,588.5,7/2/2019
1314352,LEAD                ,548,7/2/2019
1314358,LIPASE              ,363,7/2/2019
1314360,"LIPOPROTEIN,HIGH RES",457.5,7/2/2019
1314363,"LIPOPROTEIN, LDL    ",480,7/2/2019
1314365,MAGNESIUM           ,394,7/2/2019
1314371,MERCURY             ,1036.5,7/2/2019
1314372,METANEPHRINES       ,691,7/2/2019
1314379,MYELIN BASIC PROTEIN,925,7/2/2019
1314380,MYOGLOBIN           ,956.5,7/2/2019
1314381,"NEPHELOMETRY, NOS   ",179.5,7/2/2019
1314400,OLIGOCLONAL BANDS   ,962.5,7/2/2019
1314402,"ORGAN ACID,QUAL,EA  ",993.5,7/2/2019
1314403,"ORGAN ACID,SIN,QUAN ",1086,7/2/2019
1314405,"OSMOLALITY, BLOOD   ",398,7/2/2019
1314406,"OSMOLALITY,URINE    ",583.5,7/2/2019
1314408,OXALATE             ,792,7/2/2019
1314410,PARATHORMONE PTH    ,1360.5,7/2/2019
1314419,"PHOSPHATASE,ALKALINE",726,7/2/2019
1314425,"PHOSPHORUS, BLOOD   ",394,7/2/2019
1314426,"PHOSPHORUS, URINE   ",128.5,7/2/2019
1314428,"PORPHOBILINOGEN,QUAN",469.5,7/2/2019
1314430,"PORPHYRINS,UR,QUAN  ",588.5,7/2/2019
1314433,POTASSIUM SER PL WB ,712,7/2/2019
1314434,"POTASSIUM, URINE    ",594.5,7/2/2019
1314435,PREALBUMIN          ,1462.5,7/2/2019
1314440,PROGESTERONE        ,1059,7/2/2019
1314441,PROLACTIN           ,1178,7/2/2019
1314444,"PSA, TOTAL          ",962.5,7/2/2019
1314445,"PSA, FREE           ",380,7/2/2019
1314446,PROTEIN TOT SER PLWB,712,7/2/2019
1314448,PROTEINELECTR FR-QNT,300.5,7/2/2019
1314453,PROINSULIN          ,1194.5,7/2/2019
1314454,VITAMIN B-6         ,310.5,7/2/2019
1314461,"RECEPTOR, NON-ENDO  ",601,7/2/2019
1314462,RENIN               ,993.5,7/2/2019
1314463,VITAMIN B-2         ,104.5,7/2/2019
1314465,SEROTONIN           ,568.5,7/2/2019
1314469,"SODIUM,SER PL OR WB ",487,7/2/2019
1314470,"SODIUM, URINE RANDOM",588.5,7/2/2019
1314471,SOMATOMEDIN         ,355,7/2/2019
1314473,"SPECTROPHOTO, NOS   ",840,7/2/2019
1314478,"SUGARS, SING, QUANT ",84,7/2/2019
1314481,"TESTOSTERONE, FREE  ",189.5,7/2/2019
1314482,"TESTOSTERONE, TOTAL ",1369,7/2/2019
1314483,VITAMIN B-1         ,1336.5,7/2/2019
1314485,THYROGLOBULIN       ,202,7/2/2019
1314486,"THYROXINE T4,TOTAL  ",418,7/2/2019
1314488,"THYROXINE T4, FREE  ",1048,7/2/2019
1314489,THYROXINE BIND GLOB ,1060.5,7/2/2019
1314490,THYROID STIM TSH    ,680,7/2/2019
1314491,THYROID STIM IMMUNO ,2170,7/2/2019
1314492,VITAMIN E           ,1346.5,7/2/2019
1314494,TRANSFERASE AST     ,717,7/2/2019
1314495,TRANSFERASE ALT     ,712,7/2/2019
1314496,TRANSFERRIN         ,394,7/2/2019
1314497,TRIGLYCERIDES       ,487,7/2/2019
1314498,T3-T4 UPTAKE        ,618,7/2/2019
1314499,"T3,TOTAL            ",918.5,7/2/2019
1314500,"T3,FREE             ",1012,7/2/2019
1314501,"T3,REVERSE          ",167,7/2/2019
1314502,"TROPONIN,QNT        ",1596.5,7/2/2019
1314508,"UREA NITROGEN,QUAN  ",394,7/2/2019
1314512,"URIC ACID, BLOOD    ",487,7/2/2019
1314513,"URIC ACID,URINE RAND",195,7/2/2019
1314518,"VMA, URINE          ",662.5,7/2/2019
1314520,VASOPRESSIN         ,1251.5,7/2/2019
1314521,VITAMIN A           ,202,7/2/2019
1314523,VITAMIN K           ,183.5,7/2/2019
1314526,ZINC                ,82.5,7/2/2019
1314527,C-PEPTIDE           ,284.5,7/2/2019
1314529,"HCG, QUAL           ",696.5,7/2/2019
1314532,"ANTIBODY SCREEN, RBC",642,7/2/2019
1314534,"ANTIBODY ID,EA PANEL",925,7/2/2019
1314535,DIRECT COOMBS TEST  ,464,7/2/2019
1314560,"PSA, SCREENING      ",962.5,7/2/2019
1314562,ALLERGEN IGE QUANT  ,630,7/2/2019
1314563,"ALLERGEN IGE,QUALMUL",630,7/2/2019
1314565,PLATELET AB         ,1637,7/2/2019
1314567,ANA                 ,705,7/2/2019
1314569,"ASO,TITER           ",246,7/2/2019
1314570,"ASO,SCREEN          ",699.5,7/2/2019
1314571,C-REACTIVE PROTEIN  ,759.5,7/2/2019
1314572,"CRP,HIGHLY SENS     ",130,7/2/2019
1314573,BETA-2 GLYCOPROT AB ,122.5,7/2/2019
1314574,"CARDIOLIPIN AB,IGG  ",535,7/2/2019
1314579,"COMPLEMENT AG, EA   ",807.5,7/2/2019
1314583,"COMP, TOTAL CH50    ",1072.5,7/2/2019
1314584,PROT E-PHOR-URIN-CSF,724,7/2/2019
1314588,IMM E-PHORS-URIN-CSF,360.5,7/2/2019
1314591,"DNA AB,NATIVE-DOUBL ",691,7/2/2019
1314593,DNA AB SINGLE STRAND,257.5,7/2/2019
1314594,RSV ASSAY W-OPTIC   ,548,7/2/2019
1314595,ANTI-ENA            ,699.5,7/2/2019
1314599,"FLUORESCENT AB,SCREE",1977,7/2/2019
1314601,"FLUORESCENT AB,TITER",476.5,7/2/2019
1314606,TUMOR AG  CA 15-3   ,292,7/2/2019
1314606,TUMR AG CA15-3 27-29,292,7/2/2019
1314607,TUMOR AG  CA 19-9   ,752.5,7/2/2019
1314608,TUMOR AG  CA 125    ,735.5,7/2/2019
1314609,HETEROPHILE AB SCREE,705,7/2/2019
1314612,"TUMOR AG, OTHER     ",705,7/2/2019
1314613,INF AGENT IMMUNO QUA,108.5,7/2/2019
1314621,IMMUNOFIXATION ELECT,544,7/2/2019
1314624,INTRINSIC FACTOR AB ,880.5,7/2/2019
1314625,ISLET CELL AB       ,735.5,7/2/2019
1314630,"T CELL,ABSO CD4-CD8 ",945.5,7/2/2019
1314632,MICROSOMAL AB       ,1212.5,7/2/2019
1314636,PART AGGLUT.SCREEN  ,312.5,7/2/2019
1314637,PART AGGLUT. TITER  ,87.5,7/2/2019
1314638,"RHEUMATOID FACT,QUAL",577,7/2/2019
1314639,RHEUMATOID FACT QUAN,198,7/2/2019
1314646,"SYPHILIS TEST, QUAL ",431.5,7/2/2019
1314650,ASPERGILLUS AB      ,165.5,7/2/2019
1314652,BARTONELLA AB       ,440.5,7/2/2019
1314655,BORRELIA BURG.CONFIR,427.5,7/2/2019
1314656,LYME DISEASE AB     ,257.5,7/2/2019
1314664,COXIELLA BRUN QFEV  ,106,7/2/2019
1314666,CMV AB              ,377,7/2/2019
1314667,"CMV AB, IGM         ",413.5,7/2/2019
1314674,"EPSTEIN-BARR AB, EA ",95,7/2/2019
1314675,"EPSTEIN-BARR, EBNA  ",280.5,7/2/2019
1314676,"EPSTEIN-BARR, VCA   ",280.5,7/2/2019
1314677,EHRLICHIA AB        ,162,7/2/2019
1314679,"FUNGUS AB, NOS      ",398,7/2/2019
1314681,H PYLORI AB QL      ,918.5,7/2/2019
1314681,HELICOBACTER PYLORI ,918.5,7/2/2019
1314687,"HEPATITIS, DELTA AGE",1123,7/2/2019
1314688,HERPES SIMP NON-SPEC,84.5,7/2/2019
1314689,HERPES SIMP TYPE 1  ,135,7/2/2019
1314690,HERPES SIMP TYPE 2  ,135,7/2/2019
1314691,HISTOPLASMA         ,387.5,7/2/2019
1314693,HIV-1 AB ELISA      ,266.5,7/2/2019
1314693,HIV1 AG HIV1 HIV2 AB,266.5,7/2/2019
1314693,HIV-2 AB ELISA      ,266.5,7/2/2019
1314695,HEP B CORE TOT      ,404.5,7/2/2019
1314696,"HEP B CORE AB, IGM  ",457.5,7/2/2019
1314697,HEP B SURF AB       ,758,7/2/2019
1314698,HEP BE AB           ,404.5,7/2/2019
1314699,"HEP A AB, TOTAL     ",608,7/2/2019
1314700,"HEP A AB, IGM       ",581,7/2/2019
1314701,INFLUENZA VIRUS AB  ,257.5,7/2/2019
1314702,LEGIONELLA AB       ,625,7/2/2019
1314709,MUMPS AB            ,525,7/2/2019
1314710,MYCOPLASMA AB       ,355,7/2/2019
1314713,PARVOVIRUS AB       ,217,7/2/2019
1314717,RICKETTSIA AB       ,268,7/2/2019
1314719,RUBELLA AB          ,423,7/2/2019
1314720,RUBEOLA AB          ,724,7/2/2019
1314724,TOXOPLASMA AB       ,676,7/2/2019
1314726,"TREP. PALLIDUM,CONFI",344,7/2/2019
1314728,VARICELLA-ZOSTER AB ,581,7/2/2019
1314731,THYROGLOBULIN AB    ,612.5,7/2/2019
1314732,HEPATITIS C AB TEST ,500,7/2/2019
1314747,"WBC DIFF, MAN       ",563.5,7/2/2019
1314751,"HEMATOCRIT, OTHER   ",177,7/2/2019
1314752,HEMOGLOBIN          ,143.5,7/2/2019
1314753,CBC W-PLT AUTO COMPD,255.5,7/2/2019
1314754,CBC W-PLT           ,215,7/2/2019
1314755,RBC COUNT           ,29.5,7/2/2019
1314757,"RETIC COUNT, FLOW   ",343,7/2/2019
1314759,WBC COUNT           ,282,7/2/2019
1314765,FACTOR V ASSAY      ,980,7/2/2019
1314767,"FACTOR VIII, AHG    ",729,7/2/2019
1314769,FACTOR VIII RISTOCET,936,7/2/2019
1314770,FACTOR VIII VW AG   ,1020,7/2/2019
1314780,ANTITHROMBIN IIIACTI,640.5,7/2/2019
1314781,"ANTITHROMBIN III, AG",759.5,7/2/2019
1314782,"PROTEIN C, AG       ",1329.5,7/2/2019
1314783,"PROTEIN C, ACTIVITY ",581,7/2/2019
1314784,"PROTEIN S, TOTAL    ",1329.5,7/2/2019
1314785,"PROTEIN S, FREE     ",1086,7/2/2019
1314787,FACTOR INHIBITOR TES,1632,7/2/2019
1314790,COAG TIME ACTIVATED ,464,7/2/2019
1314793,FDP-FSP AGG SLIDE   ,764.5,7/2/2019
1314797,"D-DIMER, QUANT      ",263,7/2/2019
1314798,FIBRINOGEN ACTIVITY ,642,7/2/2019
1314808,FETAL HGB KLEIH-BETK,878,7/2/2019
1314809,"FETAL HGB, ROSETTE  ",364.5,7/2/2019
1314815,LEUKO ALK PHOS W-COU,423,7/2/2019
1314820,PLATELET AGGREGATION,525,7/2/2019
1314822,PROTHROMBIN TIME    ,459,7/2/2019
1314823,"PROTHROMBIN, SUBSTIT",459,7/2/2019
1314825,RUSSELL VIPER VEN DI,698,7/2/2019
1314828,"SED RATE, AUTOMATED ",581,7/2/2019
1314829,SICKLE CELL TEST RED,165.5,7/2/2019
1314830,THROMBIN TIME       ,355,7/2/2019
1314832,THROMBOPLASTIN INHIB,44.5,7/2/2019
1314833,THROMBOPLAST TIMEPTT,498.5,7/2/2019
1314834,PTT SUBSTITUT       ,488.5,7/2/2019
1314838,PHYS BB SERV TRAN RE,203,7/2/2019
1314842,SPECIMEN CONCENTRATI,48.5,7/2/2019
1314843,CULTURE BLOOD BACTER,1342,7/2/2019
1314844,CULT STL BACT W-ISOL,1649,7/2/2019
1314845,CULT STL BACT EA ADD,755,7/2/2019
1314846,CULTURE BACTERIA OTH,1656,7/2/2019
1314849,CULT BACT ANA ANY SO,1519.5,7/2/2019
1314851,CULT AEROBIC IDENTIF,297,7/2/2019
1314852,CULTURE SCREEN ONLY ,1633.5,7/2/2019
1314854,CULT URINE-COLONY CT,1342,7/2/2019
1314857,CULT FUNGUS ISOLATIO,814.5,7/2/2019
1314859,FUNGI IDENTIF YEAST ,177,7/2/2019
1314860,"FUNGI IDENTIF, MOLD ",102,7/2/2019
1314862,CULTURE CHLAMYDIA   ,56.5,7/2/2019
1314863,CULT MYCOBACTERIA   ,86,7/2/2019
1314865,CULT TYPE IMMUNOFLUO,571.5,7/2/2019
1314877,OVA-PARASITES SMEARS,674.5,7/2/2019
1314878,MICROB SUSCEP DIFFUS,38,7/2/2019
1314881,MICROBE SUSCEPT MIC ,143.5,7/2/2019
1314888,"SMEAR,GRAM STAIN    ",394,7/2/2019
