CDM NO,DISPENSED DESCRIPTION,PRICE,TYPE,NOTE
80100605,DRAIN FLAT HUBLESS 10MMX20CM,26.00,0,
80102023,SUTURE VICRYL UNDY REEL USP 0,194.00,0,
80102031,SUTURE VICRYL UNDYE FS-2 3-0,406.00,0,
80102049,SUTURE VICRYL UNDYE CPX USP 0,406.00,0,
80102171,BAND STD PORT1 LAP-BAND AP,"18,016.00",0,
80102239,SCREW BONE 2.3MM X 14MM,617.00,0,
80102288,SCREW ER LCK 2.3MM X 20MM,522.00,0,
80102296,SCREW ER LCK 2.3MM X 18MM,608.00,0,
80102742,SHELL ACETAB BIPL 42X28GLADIAT,"5,449.00",0,
80102759,CATH PTA 5X10X80 POWERFLEX,818.00,0,
80102767,CATH PTA P3 7X10X80 POWERFLEX,850.00,0,
80104318,CATH ANGIO C1 5FX65CM IMAGER2,149.00,0,
80104326,CATH ANGIO BERN 5FX40 IMAGER2,623.00,0,
80104466,STENT URETER 7FX80 PERCUFLEX,620.00,0,
80104508,GWIRE FLEX 38MM X 150CM,"5,426.00",0,
80104698,SCREW CANN MICRO 14MM ACUTRAK2,"2,290.00",0,
80104789,STENT ILIAC 9X40X80 SMARTCNTRL,"1,802.00",0,
80104797,STENT ILIAC 9X60X80 SMARTCNTRL,"1,802.00",0,
80104805,STENT BIL 8X24MMX80CM GENESIS,"5,426.00",0,
80104813,STENT BIL 9X25MMX80CM GENESIS,"5,426.00",0,
80104821,NAIL FEM CANN LAT RT 10X360 TI,"8,207.00",0,
80104839,SCREW LCK S DRL 5X30MM SS,"1,042.00",0,
80104847,SCREW LCK S DRL 5X55MM SS,"1,042.00",0,
80104854,INTRODUCER SHEATH 7FX11CM,224.00,0,
80104862,GWIRE DBL END J 1.5MMX150CM,98.00,0,
80104896,CATH ABLATE 7FX60 CLOSUREFAST,"3,938.00",0,
80105117,CLAMP PIN 3HOLE RANCHO,"1,430.00",0,
80105125,CLAMP PIN 1HOLE RANCHO,"1,430.00",0,
80105133,STEM FEM STD REV 12 VERSYS,"29,547.00",0,
80105141,STEM FEM EXT POR 13.5 TITN,"33,259.00",0,
80105158,GRAFT PELVIC 9X14CM SURGISIS,"4,131.00",0,
80105679,INTRODUCER 6FX45CM CHCKFLOW,206.00,0,
80105687,STENT BIL 6X12X80CM FORMULA,"5,150.00",0,
80105695,STENT ILIAC 60X125 ZILVER 635,"2,717.00",0,
80106479,BREAST MOD+ PRO 400CC GEL,"5,099.00",0,
80106545,SEALANT FRZ 4ML TISSEEL VH,"1,014.00",0,
80106552,SEALANT FRZ 10ML TISSEEL VH,"2,477.00",0,
80106560,SCREW POLYAXIAL 3.5MM X 14MM,"5,191.00",0,
80106578,SCREW POLYAXIAL 3.5MM X 24MM,"5,191.00",0,
80106586,SCREW POLYAXIAL 3.5MMX 26MM,"5,191.00",0,
80106594,SCREW POLYAXIAL 3.5MM X 40MM,"5,191.00",0,
80106602,SCREW POLYAXIAL 3.5MM X 22MM,"5,191.00",0,
80106636,SCREW CANN SHRT THD 4X52MM SS,"1,083.00",0,
80106644,SCREW CANN SHRT THD 4X54MM SS,"1,083.00",0,
80106651,SCREW CANN SHRT THD 4X56MM SS,"1,083.00",0,
80106669,SCREW CANN SHRT THD 4X58MM SS,"1,083.00",0,
80106677,SCREW CANN SHRT THD 4X60MM SS,"1,094.00",0,
80106685,SCREW CANN SHRT THD 4X64MM SS,665.00,0,
80106701,SCREW CANN SHRT THD 4X72MM SS,"1,083.00",0,
80106743,ANGIOGUARD EMBOLI  5MM SYS,"9,247.00",0,
80106750,ANGIOGUARD EMBOLI  6MM SYS,"9,522.00",0,
80106909,BAND GASTRIC LG LAP-BAND,"18,016.00",0,
80107337,PLATE CERV 12D 26X32 SYNFIXLR,"21,370.00",0,
80107980,HEAD FEM TPR 36+3.5MM CONSRV,"2,725.00",0,
80107998,SHELL ACETAB BIPL 36X51 GLADTR,"5,449.00",0,
80108038,CLIP ANEURY L ANGLE MED 7MM,"1,631.00",0,
80108442,PLUG HERNIA 12MMX7.5CM ULTRA,"1,549.00",0,
80109473,END CAP TIB NAIL 10MM TITN,"1,177.00",0,
80109630,SCREW NOHEAD 2X24 TI ACUTRAK,"2,380.00",0,
80109853,SCREW CANC LCK 2X18MM,900.00,0,
80109861,SCREW CORT 2.7X20MM EVOLVE,524.00,0,
80109879,PLATE ELBOW 13H LCK OLECRANON,"4,902.00",0,
80111347,CAGE CORPECTMY PEEK 22MM TI,"54,478.00",0,
80113129,BASEPLATE TIB STBL B TRIATHLN,"11,776.00",0,
80113285,LEAD PACE STEER 90CM ACUITY,"14,981.00",0,
80114424,SCREW CORTICAL THRD 4.5X40MM,181.00,0,
80114473,PLATE LCK TUB 7H 1/3X81MM TITN,983.00,0,
80114507,BLADE SPIRAL 40MM TITANIUM,"3,018.00",0,
80114531,NAIL CANN 9X260MM  TITN,"9,356.00",0,
80114549,PASSER 25DEG RT FIBERSTICK,653.00,0,
80115132,COMPONENT FEM STEM LT 4 ADVNCE,"17,647.00",0,
80115165,INSERT STD CONSTR 4 12MM ADVNC,"10,247.00",0,
80115199,STEM EXT CANAL 13X100MM ADVNC,"6,024.00",0,
80115694,COMPONENT FEM CONSTR RT 5 LEGN,"21,765.00",0,
80115702,BASEPLATE TIB RT SZ4 LEGION,"9,359.00",0,
80115926,RING ANNULOPLASTY 34MM MYXO,"8,454.00",0,
80116296,STEM RADIAL HD 5.5X+4MM EVOLVE,"4,720.00",0,
80116312,PIN SKULL ADULT SS DORO,62.00,0,
80117302,INSERT ACET 10D HOOD H 36MM,"22,664.00",0,
80117310,STEM FEM TPR 4 CBLT HFX,"4,902.00",0,
80117328,STEM FEM TPR 3 CBLT HFX,"4,540.00",0,
80117377,STEM FEM TPR 2 CBLT HFX,"4,359.00",0,
80119324,PORT 8FR PLASTIC POWRPORT MRI,"2,184.00",0,
80122898,SPACER 4X14X14 CORNERSTNE PSR,"6,467.00",0,
80123367,STAPLE ROSTRAL 19MM,"9,681.00",0,
80123375,STAPLE CAUDAL 19MM,"9,681.00",0,
80124746,ROD PRECURVE 3.2X100MM TI VRTX,"13,918.00",0,
80125321,PLATE OCCIPITAL KEEL LG,"22,240.00",0,
80125339,SCREW CORT 4X6MM,"2,311.00",0,
80125347,SCREW CORT 4X8MM,"2,311.00",0,
80125362,SCREW CORT 4X14MM,"2,311.00",0,
80125396,SCREW CORT 4.5X6MM,"2,311.00",0,
80125412,SCREW CORT 4.5X10MM,"2,311.00",0,
80126956,CONNECTOR LAT CLOSED 5.5X10 SS,"5,687.00",0,
80126964,CONNECTOR LAT CLOSED 5.5X20 SS,"4,517.00",0,
80126972,CONNECTOR LAT CLOSED 5.5X30 SS,"5,687.00",0,
80127798,SCREW MULTIAX CLSD 6.5X60SS,"9,675.00",0,
80127806,SCREW MULTIAX CLSD 6.5X70SS,"9,620.00",0,
80127863,SCREW MULTIAX CLSD 7.5X60SS,"7,639.00",0,
80127962,SCREW MULTIAX CLSD 8.5X70SS,"7,639.00",0,
80128697,CONNECTOR LAT CLOSED 5.5X10 TI,"6,062.00",0,
80128705,CONNECTOR LAT CLOSED 5.5X60 TI,"4,922.00",0,
80129356,SCREW MULTIAX CLSD 6.5X70TI,"8,922.00",0,
80129372,SCREW MULTIAX CLSD 7.5X70TI,"8,922.00",0,
80129380,SCREW MULTIAX CLSD 7.5X80TI,"10,210.00",0,
80129398,SCREW MULTIAX CLSD 8.5X90TI,"8,107.00",0,
80130024,SCREW AXL PEEK 5.5X55 CDHLGCY,"12,796.00",0,
80130032,SCREW AXL PEEK 5.5X60 CDHLGCY,"12,796.00",0,
80134133,SCREW MULTIAX 4X20MM TI LEGACY,"7,627.00",0,
80134281,SCREW MULTIAX 7.5X65 TI LGCY,"7,627.00",0,
80135403,SCREW REDUCT AX 5.5X40 TI LGCY,"10,171.00",0,
80135411,SCREW REDUCT AX 5.5X55 TI LGCY,"9,246.00",0,
80135478,SCREW REDUCT AX 6.5X40 TI LGCY,"8,890.00",0,
80135726,PLUG REDUCT SS LEGACY,"1,141.00",0,
80136351,SCREW FIXED 5.5X50MM SS LGCY,"5,697.00",0,
80136658,SCREW MULTIAX 4.5X35 SS LGCY,"8,096.00",0,
80136666,SCREW MULTIAX 4.5X40 SS LGCY,"8,096.00",0,
80136674,SCREW MULTIAX 4.5X45 SS LGCY,"6,428.00",0,
80136807,SCREW MULTIAX 5.5X40 SS LGCY,"8,096.00",0,
80136815,SCREW MULTIAX 5.5X45 SS LGCY,"8,096.00",0,
80136823,SCREW MULTIAX 5.5X50 SS LGCY,"8,096.00",0,
80136831,SCREW MULTIAX 5.5X55 SS LGCY,"8,096.00",0,
80136997,SCREW MULTIAX 6.5X40 SS LGCY,"7,075.00",0,
80137003,SCREW MULTIAX 6.5X55 SS LGCY,"8,096.00",0,
80137011,SCREW MULTIAX 6.5X60 SS LGCY,"6,428.00",0,
80137078,SCREW MULTIAX 7.5X45 SS LGCY,"8,096.00",0,
80138126,SCREW REDUCT AX 5.5X50 SS LGCY,"9,295.00",0,
80138217,SCREW REDUCT AX 6.5X50 SS LGCY,"9,295.00",0,
80138688,SCREW CANN FIX 5.5X50 TI LGCY,"9,190.00",0,
80138696,SCREW CANN FIX 5.5X55 TI LGCY,"9,190.00",0,
80141575,SCREW SET BREAK OFF SS,684.00,0,
80142672,SCREW MULTIAX5.5X45SS CDH LGCY,"4,359.00",0,
80142680,SCREW MULTIAX5.5X50SS CDH LGCY,"4,359.00",0,
80142698,SCREW MULTIAX5.5X55SS CDH LGCY,"4,359.00",0,
80142847,SCREW MULTIAX6.5X55SS CDH LGCY,"4,359.00",0,
80142961,SCREW MULTIAX7.5X65SS CDH LGCY,"4,359.00",0,
80143001,SCREW MULTIAX8.5X30SS CDH LGCY,"6,559.00",0,
80143035,SCREW MULTIAX8.5X45SS CDH LGCY,"4,359.00",0,
80143043,SCREW MULTIAX8.5X50SS CDH LGCY,"4,359.00",0,
80143068,SCREW MULTIAX8.5X60SS CDH LGCY,"4,359.00",0,
80143076,SCREW MULTIAX8.5X65SS CDH LGCY,"4,359.00",0,
80144371,ROD PEEK 6.35X35MM CDH LEGACY,"3,963.00",0,
80144421,ROD PEEK 6.35X60MM CDH LEGACY,"4,359.00",0,
80144447,ROD PEEK 6.35X70MM CDH LEGACY,"3,810.00",0,
80144470,ROD PEEK 6.35X90MM CDH LEGACY,"3,810.00",0,
80144496,ROD PEEK 6.35X100MM CDH LEGACY,"3,963.00",0,
80156029,NUT MULTIAX SS,377.00,0,
80158942,SCREW LCK MULTI DIRECT 4.5X20,844.00,0,
80158975,GLENOID REVERSE AEQUALIS,"8,444.00",0,
80158983,SCREW ADAPTOR METAPH AEQUALIS,"2,277.00",0,
80159080,FIXATION 12SHOT PERMABSORB,"12,613.00",0,
80159098,CAGE CORPECTOMY PEEK 28MM,"54,478.00",0,
80159106,SCREW CORTEX S TAP 2X12MM,225.00,0,
80159114,SCREW CORTEX S TAP 2X16MM,217.00,0,
80159122,PLATE COMPRESS LCK 4H 2X31MM,"1,243.00",0,
80159296,SHELL ACETAB 51X28MM CBLT,"8,033.00",0,
80159502,CATH CHOLANGIO KUMAR,"3,484.00",0,
80159890,STEM RAD MOD 7.5X2MM EVOLVE,"10,977.00",0,
80162126,CONNECTOR CRSLNK MULTI 36-39SS,"7,855.00",0,
80162134,CONNECTOR CRSLNK MULTI 39-45SS,"7,855.00",0,
80162142,CONNECTOR CRSLNK MULTI 45-58SS,"7,855.00",0,
80162159,CONNECTOR CRSLNK MULTI 58-80SS,"7,855.00",0,
80166994,CONNECTOR DOMINO 5.5X5.5MM,"5,556.00",0,
80175086,ROD PREBENT 5.5X110 TI CDH LEG,934.00,0,
80183502,CAP END 13MM TI PYRAMESH,"2,250.00",0,
80185192,SPACER PEEK 25X8 TI CRESCENT,"27,534.00",0,
80185200,SPACER PEEK 25X9 TI CRESCENT,"27,534.00",0,
80185333,SPACER PEEK 30X9 TI CRESCENT,"27,534.00",0,
80185341,SPACER PEEK 30X10 TI CRESCENT,"28,637.00",0,
80185358,SPACER PEEK 30X12 TI CRESCENT,"28,637.00",0,
80187529,ROD PREBENT WITH LINES SS,"2,863.00",0,
80187735,PLATE ANTCERV 52.5MM TI VENTRE,"10,649.00",0,
80188006,SCREW FIX S DRL 4X13TI VENTURE,"1,978.00",0,
80191349,SCREW LCK S TAP 4X42MM TITN,746.00,0,
80191356,SCREW LCK S TAP 4X14MM TITN,692.00,0,
80191364,SCREW LCK S TAP 4X16MM TITN,692.00,0,
80191372,SCREW LCK S TAP 4X18MM TITN,692.00,0,
80191380,SCREW LCK S TAP 4X50MM TITN,692.00,0,
80191398,SCREW LCK S TAP 4X54MM TITN,692.00,0,
80191406,SCREW LCK S TAP 4X58MM TITN,692.00,0,
80191414,SCREW LCK S TAP 4X62MM TITN,692.00,0,
80191513,STENT 6MMX10X110CM VIABAHN,"15,742.00",0,
80192180,PLATE HOOK CLAV 4H LT 3.5X15SS,"3,905.00",0,
80192339,PATELLA ASYM LG 38X11 TRIATHLN,"3,706.00",0,
80192529,BODY VERT REPLACE PARAMNT,"25,552.00",0,
80192537,SCREW PED 6.5X45MM PARAMOUNT,"6,947.00",0,
80192545,SCREW PED 6.5X50MM PARAMOUNT,"6,947.00",0,
80192552,HEAD POLYAX LEV3 PARAMOUNT,"1,362.00",0,
80192560,ROD PREBENT 25MM PARAMOUNT,"1,090.00",0,
80192578,CAP LOCKING,900.00,0,
80192586,CAGE CORPECTOMY PEEK 22MM,"52,045.00",0,
80192784,SHUNT CAROTID 10FR PRUITT,"2,318.00",0,
80192925,PACER ZEPHYR XL DR 5826 JUDE,"31,683.00",0,
80193089,SCREW MULTIAX 5.5X50 PEEK LGCY,"10,160.00",0,
80193188,SCREW CORTICAL 3.5MM X 36MM,461.00,0,
80194814,SUTURE VICRYL+ CTB-1 1-0,19.00,0,
80194939,GRAFT  7MMX70CM DYNAFLO,"9,280.00",0,
80194947,GRAFT  8MMX70CM DYNAFLO,"9,280.00",0,
80194954,GRAFT  7MMX80CM DYNAFLO,"10,352.00",0,
80194962,GRAFT  6MMX80CM CARBOFLO,"7,234.00",0,
80194970,GRAFT  7MMX80CM CARBOFLO,"6,958.00",0,
80194988,GRAFT  6MMX70CM CARBOFLO,"6,424.00",0,
80194996,GRAFT  7MMX70CM CARBOFLO,"5,439.00",0,
80195001,GRAFT VASC STRGT 7MMX70CM,"3,841.00",0,
80195019,GRAFT VASC STRGT 7MMX80CM,"4,427.00",0,
80195027,GRAFT VASC STRGT 8MMX80CM,"4,427.00",0,
80195126,STENT BIL 7X40X80 ASSURANT,"8,186.00",0,
80195613,INSERT LAT 6X36 AEQUALIS,"4,612.00",0,
80195621,SCREW 4.5X23MM AEQUALIS,812.00,0,
80195647,SCREW ARTICULAR 4.5X20MM,358.00,0,
80196041,BODY VERT CLSD 5X14X15.5 MC+,"10,787.00",0,
80196074,PLATE 1/3 TUB LCK 8H TITN,895.00,0,
80196090,SCREW LCK CANN 7.3X65MM SS,"1,541.00",0,
80196108,SCREW LCK CANN 7.3X80MM SS,"1,386.00",0,
80196124,SPACER GENTA CEM 21MM,"11,701.00",0,
80196165,BODY VERT 6D 17X13 PARAMOUNT,"25,552.00",0,
80196173,SCREW POLYAX 7.5X80 TI ZODIAC,"12,738.00",0,
80196181,ROD SPINAL 5.5MMX50CM TITN,"2,072.00",0,
80196223,RETROBUTTON 12MM X 35MM,"1,144.00",0,
80196553,DEFIB VR-T LUMAX BIOTRNK,"85,856.00",0,
80197171,SCREW THD 8X85X25 SS ASNIS III,"1,132.00",0,
80197601,HEAD FEM 36MM+0 V40 BIOLX DELT,"5,066.00",0,
80197627,HEAD FEM 36MM+5 V40 BIOLX DELT,"4,344.00",0,
80197668,SCREW CANN LCK 5X95MM,"1,043.00",0,
80197676,SCREW CANN LCK 7.3X80MM,"1,485.00",0,
80197700,SCREW NO HEAD LONG 3X22MM,"1,912.00",0,
80197759,NAIL CANN FEM RT 11X380 TI,"8,621.00",0,
80197767,NAIL CANN FEM LT 11X380 TI,"8,621.00",0,
80198526,PLATE TIB CEM SZ4 NEXGEN,"3,190.00",0,
80198534,PLATE TIB CEM SZ6 NEXGEN,"3,158.00",0,
80198823,ACCESSORY ACL KIT,"2,805.00",0,
80198831,PUMP URINARY INHIBIZONE,"18,072.00",0,
80198856,ROD FIXATION 5.5MM X 40MM,"1,615.00",0,
80198955,SUTURE MONOCRYL+ SH  4-0,402.00,0,
80198971,SUTURE VICRYL+ CT-3/FN2 USP 0,379.00,0,
80198989,SUTURE VICRYL+ CT-3/FN2 3-0,379.00,0,
80199003,SUTURE MONOCRYL+ SH 2-0,396.00,0,
80199060,SUTURE VICRYL+ 3-0 135CM,15.00,0,
80200603,CUFF SPHINCTER INHIBZONE 4CM,"18,223.00",0,
80200694,SUTURE VICRYL SH 3-0,52.00,0,
80200728,SUTURE VICRYL MO-4 USP 0,945.00,0,
80200736,SUTURE VICRYL CT USP 0,403.00,0,
80200744,GRAFT 6X80X60 PROPATEN,"8,760.00",0,
80200900,PACER ZEPHYR XL SR 5626 JUDE,"30,071.00",0,
80201916,HEAD HUM STD 56X15 ADVANTAGE,"6,158.00",0,
80201957,SHELL ACETAB BIPL 45X28 GLADTR,"5,666.00",0,
80202815,SHELL ACETAB BIPL 49X32 GLADTR,"5,449.00",0,
80202831,SHELL ACETAB BIPL 44X28 GLADTR,"5,449.00",0,
80202997,FLOSEAL HEMOSTATIC 10ML,"1,524.00",0,
80203060,SCREW LCK CANN P THD 7.3X25 SS,"1,246.00",0,
80205560,DERMAGRAFT 37.5 SQ CM,"5,962.00",0,
80206402,BREAST SILICONE HI PRO 350CC,"5,099.00",0,
80207178,STEM FEM POR+ 16X17 TI SYNERGY,"9,300.00",0,
80207186,SCREW CORTICAL 3.5X34MM,461.00,0,
80207194,SCREW CORTICAL 3.5X38MM,461.00,0,
80207616,PLATE SQUARE LOW PROFILE 9MM,833.00,0,
80207624,PLATE STRGT 2H LO PROFILE MED,379.00,0,
80207632,PLATE STRGT 2H LO PROFILE LG,404.00,0,
80207640,PLATE BURR HOLE LO PROFILE SM,879.00,0,
80207657,PLATE BURR HOLE LO PROFILE LG,908.00,0,
80207665,PLATE BURR HOLE LO PROFILE XL,"1,237.00",0,
80207731,PACER ZEPHYR DR 5820 JUDE,"41,050.00",0,
80208945,AUGMENT FEM POST 5MMXD TITN,"4,378.00",0,
80210438,SCREW CORT LCK 2.7X12MM,542.00,0,
80210453,SCREW CORT LCK 2.7X16MM,542.00,0,
80210461,NAIL TIB 8MMX33CM VERSA,"6,863.00",0,
80210487,CAGE LORD PEEK 12X25 NOVEL,"15,234.00",0,
80210511,SCREW LCK CANN 5X90MM SS,499.00,0,
80211527,BODY 6D 27X9 PEEK PARAMOUNT,"25,552.00",0,
80212004,NEOFORM BREAST 6X12CM,"11,984.00",0,
80212343,SUTURE MONOCRYL+ SH 3-0,13.00,0,
80212749,SCREW REV 11X25 GENTLE THD,875.00,0,
80212756,BODY 6D 32X9MM  PEEK PARAMNT,"25,552.00",0,
80212855,EXPANDER BREAST 650CC SILTEX,"7,493.00",0,
80214380,TENDON ACHIL W/O CALCAN 150MM,"3,595.00",0,
80214398,TENDON ANTERIOR TIBIALIS 150MM,"4,576.00",0,
80214877,CAGE CORPECTOMY PEEK 24MM,"54,478.00",0,
80214893,BREAST GEL MOD+ PRO 225CC,"4,767.00",0,
80227010,SUTURE VICRYL+ CT-1 2-0,405.00,0,
80227150,SCREW POLYAX 6.5X55 TI,"6,517.00",0,
80236367,CATH 2LUM 4FX110 INTRA-AORTIC,240.00,0,
80237555,STAPLE RELOAD 60 60MM ECHELON,592.00,0,
80238157,MESH HERNIA 15X15CM PROLENE,703.00,0,
80238470,SUTURE EXCEL RB-1 3-0 75CM,83.00,0,
80238496,MESH HERNIA 7.5X15CM PROLENE,657.00,0,
80239692,INTRODUCER SR0 J 8.5FX63X145,446.00,0,
80240575,STENT BIL 014X5X30 ACCULINK,"6,721.00",0,
80241300,LIGATION MED TANTULUM HEMOCLIP,33.00,0,
80242290,PACER ZEPHYR SR 5620 JUDE,"31,916.00",0,
80243934,COMPONENT FEMORAL RIGHT SIZE 2,"11,332.00",0,
80243942,BASE TIBIAL REVISION SIZE 2,"11,310.00",0,
80243959,AUGMENT TIB REV SIZE 2 5MM,"5,033.00",0,
80245129,STENT CONTRA 14.5X14 EXCLUDER,"19,184.00",0,
80245509,STEM FEM POR COATED SZ10 3D,"12,669.00",0,
80245673,CLIP SURG HEMOCLIP LG,5.00,0,
80245954,CATH GUIDE 3SH 6FX100 VISTA,125.00,0,
80246101,STENT 9X40 RX ACCULINK RAPIS,"6,721.00",0,
80246309,CATH GUIDE SH RT 6FX100VISTA,"1,525.00",0,
80246549,NAIL CAP 10MM TRIGEN,621.00,0,
80246820,NAIL TROCH CANN 130D RT 12X340,"9,263.00",0,
80246903,NAIL TROCHAN 130D 11X39 TI,"8,638.00",0,
80246911,SCREW LCK CANN LONG 2.4X12 SS,980.00,0,
80246929,SCREW LCK CANN LONG 2.4X18 SS,980.00,0,
80246937,SCREW LCK CANN LONG 2.4X20 SS,980.00,0,
80246952,DRESSING 10X10CM SEASORB,64.00,0,
80246960,DRESSING FILLER 44CM SEASORB,80.00,0,
80246994,SCREW SHOULDER 4.5X36 TI NCB,590.00,0,
80247000,GLENOID SPHERE 36MM NCB,"6,937.00",0,
80247018,STEM HUM 12X130 METAL NCB,"32,034.00",0,
80247034,LINER HUM 36MM+6 TRABEC NCB,"5,873.00",0,
80247042,BASEPLATE HUM 38X11MM NCB,"10,779.00",0,
80247075,LINER HUM 36MM TRABEC NCB,"5,531.00",0,
80247083,PLATE METATAR STD RT CHARLOTTE,"7,349.00",0,
80247091,SCREW METATAR 2.7X22 CHARLOTTE,610.00,0,
80247109,SCREW COMPRES 3X22MM CHARLOTTE,"1,634.00",0,
80247117,SCREW CORT F THD 3.5X24MM TITN,207.00,0,
80247125,SCREW CORT F THD 3.5X30MM TITN,350.00,0,
80247752,DILATOR W/ GUIDEWIRE 4FX15CM,43.00,0,
80248081,GWIRE FLOPPY FIRM 185CM,480.00,0,
80248628,ROD PRE-BENT 2BALL 32.5MM TITN,"6,240.00",0,
80248974,SCREW CANN 12MM TI WHIPPLE,"2,563.00",0,
80249261,PLATE HUM 3H RT 3.5X58 SS,"4,849.00",0,
80249279,SCREW CANN LONG THD 2.4X13SS,"1,166.00",0,
80249287,SCREW NOHEAD LONG THD 3X26SS,"1,854.00",0,
80249295,SCREW NOHEAD LONG THD 3X32SS,"1,691.00",0,
80249402,CATH SIZING PIGTL 5FX70X20,"2,074.00",0,
80249410,CATH ANGIO OMNI1 SELECT 5FX80,"1,930.00",0,
80249436,SCREW LCK S TAP *DRV 4X36,692.00,0,
80249444,BODY VERT 6 DEGREE 24X11MM,"25,552.00",0,
80249477,PLATE LCK ANTERIOLAT 9H RT 3.5,"7,524.00",0,
80249527,TENDON SEMITENINOSUS FRZN,"11,985.00",0,
80249576,CAGE MED STRGT 23X8MM PEEK,"19,436.00",0,
80251507,DRAIN 100CC 10MM 3/4 W/TRO,26.00,0,
80252083,DRAINAGE EXT LUMBAR GW TOUHY,658.00,0,
80253842,CARBON FIBER CLAMP EXTENSER,686.00,0,
80253859,HEAD HUM OFFSET 15X46 BIGLIANI,"7,191.00",0,
80253909,HEAD FEM BIPOL 43X28 GLADIATOR,"8,107.00",0,
80253974,TENDON TIBIALIS POSTERIOR,"10,078.00",0,
80255011,SUTURE POLYETHY TIGERSTCK 50IN,197.00,0,
80259526,COMPONENT SWANSON 4 24.5MM TI,"12,847.00",0,
80260425,PORT 9.6F XPORT ATTACH CATH,"1,879.00",0,
80260979,BREAST GEL MOD+ SMOOTH 350CC,"8,041.00",0,
80262918,SCREW CORT 3.5MM HEX 120MM,212.00,0,
80263445,HIP TOTAL HIP BALL 28MM +11,"1,507.00",0,
80263635,PLATE FRAGMENT 6H 2.7MM DCP,818.00,0,
80266026,COMPONENT SWANSON 5 26.3MM TI,"12,847.00",0,
80267511,SUTURE MULTIPK ORTHOCORD VLT,245.00,0,
80268584,STENT INLAY OPTIMA 6FR 28CM,558.00,0,
80271315,TISSUE EXPANDER 750CC,"5,816.00",0,
80273543,CATH 4F INF PIG 145CM 110CM,368.00,0,
80273642,TUBE ENDO EMG 7.0 N/M 82-29507,"1,407.00",0,
80273766,TUBE ENDO TRACHAEL NIM EMG 6MM,"1,407.00",0,
80274186,HEAD ACETAB 49MM X 26MM,"2,574.00",0,
80274426,FIXATOR EXT ROD CARBON 11X125,"1,285.00",0,
80275316,SCREW CANN CANC PT 7.3X70MM SS,"1,381.00",0,
80275720,PLATE GAP SCREW 15MM,980.00,0,
80276348,STEM HEAD COMP 26MM STD 5-40,"1,823.00",0,
80279623,DRAIN 100CC EVAC 7MM W/TRO,96.00,0,
80279789,CATH 19F RND FULL FLUTE NOHUB,81.00,0,
80279797,DRAIN FLUTE 15FR W/TRO HUBLESS,84.00,0,
80279847,DRAIN W/TROC OPAQUE LG 1/4,38.00,0,
80279987,"PATCH, HEMACAROTID 8X75",304.00,0,
80282411,WIRE CERCLAGE EYE 1.5X600MM,323.00,0,
80282767,PIN STEINMAN EXT 5X200MM,277.00,0,
80284946,SCREW LAG 12.7X100 DHS/DCS,"1,469.00",0,
80287428,HEAD ACETAB 54MM X 26MM,"2,574.00",0,
80291107,STEM FEM SZ4 PROFEMUR Z,"13,686.00",0,
80291115,HEAD FEM 3.5X42 CNSRVE A CLASS,"18,305.00",0,
80291230,PLATE CALCANEAL LCK RT 64MM,"3,104.00",0,
80291255,CATH BERENSTN HI 5FX130 MARINR,863.00,0,
80291263,HEAD FEM 50MM CONSRVE A CLASS,"11,169.00",0,
80291446,TUBE JEJUNAL FEEDING 10FX240CM,351.00,0,
80291487,BREAST GEL 325CC COHESIVE I,"4,902.00",0,
80291495,BREAST GEL 275CC COHESIVE I,"4,767.00",0,
80291503,BREAST GEL MOD+ SMOOTH 250CC,"5,099.00",0,
80291545,CLIP HEMOSTATIC TI MED BLUE,80.00,0,
80292022,SCREW LCK SHOULDER 26MM,307.00,0,
80292055,SCREW GAP PLATE 20MM,980.00,0,
80292071,SCREW D DRL 6X45MM,"6,492.00",0,
80292089,INSERT 4.0MM LOCKING,248.00,0,
80292154,HEAD GLOBAL CAP HA 56X21,"20,398.00",0,
80292386,BREAST HI PRO 600CC-640CC 68HP,"1,892.00",0,
80293624,BONE CEMENT PREP RESTRICTOR,553.00,0,
80294341,SCREW LCK S TAP *DRV 2.7X55 SS,589.00,0,
80294457,"PFCSIGMA DIS AUG 8MM,SZ2,RGHT","3,984.00",0,
80294499,PLATE 3H 3.5X55MM LCP SS HUM,"4,898.00",0,
80294580,STEM 18X225MM DISTAL FEM,"7,842.00",0,
80294739,COMPONENT BODY CONE HIP FEM 25,"10,944.00",0,
80294887,PLUG CEMENT 8MM CLEARCUT,647.00,0,
80295025,SCREW LCK T2 F THD 5X52.5MM,949.00,0,
80295470,SCREW LCK SHOULDER 5 X 22MM,307.00,0,
80295488,SCREW LCK SHOULDER 5 X 18MM,307.00,0,
80295579,SCREW LCK SHOULDER 5 X 30,307.00,0,
80295686,"BASEPLATE, GLENOID SHOULDER","5,243.00",0,
80295702,NAIL CANN 130D 12X420 TI RT,"9,263.00",0,
80295801,NAIL CANN 130D 12X400 TI LT,"8,228.00",0,
80295819,NAIL CANN 130D 12X320 TI RT,"7,622.00",0,
80295843,NAIL CANN 130D 12X420 TI LT,"8,228.00",0,
80296320,HEAD HIP FEM 22MM +3MM,"1,965.00",0,
80296734,SCREW LCK T2 F THD 5X32.5MM,"1,027.00",0,
80296742,SCREW LCK T2 F THD 5X37.5MM,949.00,0,
