Service Area|Px Code|Generic Name|CPT(R)/HCPCS Code|NDC|Unit Price|Override Bill Code|Override Price
"WS SERVICE AREA|25010068|degarelix 80 mg subcutaneous solution|J9155|55566830102|2,961.00||"
"WS SERVICE AREA|25010068|ado-trastuzumab emtansine 100 mg intravenous solution|J9354|50242008801|17,628.67||"
"WS SERVICE AREA|25010068|ado-trastuzumab emtansine 160 mg intravenous solution|J9354|50242008701|28,205.89||"
"WS SERVICE AREA|25010068|diphth,pertussis(acel),tetanus 2.5 Lf unit-8 mcg-5 Lf/0.5mL IM syringe|90715|58160084252|314.25||"
"WS SERVICE AREA|25010068|diphth,pertussis(acel),tetanus 2.5 Lf unit-8 mcg-5 Lf/0.5mL IM syringe|90715|58160084243|314.25||"
"WS SERVICE AREA|25010068|diphth,pertussis(acel),tetanus 2.5 Lf unit-8 mcg-5 Lf/0.5mL IM syringe|90715|58160084205|384.21||"
"WS SERVICE AREA|25010068|diphth,pertussis(acell),tetanus 2.5 Lf unit-8 mcg-5 Lf/0.5 mL IM susp|90715|58160084211|314.25||"
"WS SERVICE AREA|25010068|diphth,pertussis(acell),tetanus 2.5 Lf unit-8 mcg-5 Lf/0.5 mL IM susp|90715|58160084201|314.25||"
"WS SERVICE AREA|25010068|golimumab 12.5 mg/mL intravenous solution|J1602|57894035001|11,965.81||"
"WS SERVICE AREA|25010068|ferric carboxymaltose 50 mg iron/mL intravenous solution|J1439|00517065001|6,862.71||"
"WS SERVICE AREA|25010068|ferric carboxymaltose 50 mg iron/mL intravenous solution|J1439|00517065002|6,862.71||"
"WS SERVICE AREA|25010068|obinutuzumab 1,000 mg/40 mL intravenous solution|J9301|50242007001|38,079.78|J9301|"
"WS SERVICE AREA|25010068|ramucirumab 10 mg/mL intravenous solution|J9308|00002766901|6,645.47||"
"WS SERVICE AREA|25010068|ramucirumab 10 mg/mL intravenous solution|J9308|00002767801|33,227.33||"
WS SERVICE AREA|25010068|hum prothrombin cplx (PCC) 4factor 500 unit (400-620 unit) IV solution|C9132|63833039601|100.00||
"WS SERVICE AREA|25010068|vedolizumab 300 mg intravenous solution|J3380|64764030020|41,325.62|J3380|"
"WS SERVICE AREA|25010068|hum prothrombin cplx(PCC)4fact 1,000 unit (800-1,240 unit) IV solution|C9132|63833038702|100.00||"
"WS SERVICE AREA|25010068|antithrombin III, human recombinant 525 unit intravenous solution||42976012101|100.00||"
"WS SERVICE AREA|25010068|oritavancin 400 mg intravenous solution||65293001501|6,360.67|J2407|"
"WS SERVICE AREA|25010068|oritavancin 400 mg intravenous solution||65293001503|6,360.67|J2407|"
WS SERVICE AREA|25010068|gemcitabine 200 mg intravenous solution|J9201|00002750101|874.32||
WS SERVICE AREA|25010068|gemcitabine 200 mg intravenous solution|J9201|00409018501|66.81||
WS SERVICE AREA|25010068|gemcitabine 200 mg intravenous solution|J9201|47335015340|203.56||
WS SERVICE AREA|25010068|ceftolozane-tazobactam 1.5 gram intravenous solution|J0695|67919003001|714.65|J0695|
"WS SERVICE AREA|25010068|nivolumab 40 mg/4 mL intravenous solution|J9299|00003377211|6,280.90|J9299|"
"WS SERVICE AREA|25010068|pegfilgrastim 6 mg/0.6 mL (deliverable) wearable subcutaneous injector|J2505|55513019201|41,000.37||"
"WS SERVICE AREA|25010068|pembrolizumab 25 mg/mL intravenous solution|J9271|00006302602|27,844.46||"
"WS SERVICE AREA|25010068|topotecan 4 mg intravenous solution|J9351|25021020606|1,770.00||"
WS SERVICE AREA|25010068|topotecan 4 mg intravenous solution|J9351|25021082406|767.00||
"WS SERVICE AREA|25010068|cefTAZidime-avibactam 2.5 gram intravenous solution|J0714|00456270001|2,360.97||"
WS SERVICE AREA|25010068|glucagon HCl 1 mg solution for injection|J1610|63323059616|653.67||
WS SERVICE AREA|25010068|glucagon HCl 1 mg solution for injection|J1610|63323059303|687.97||
WS SERVICE AREA|25010068|glucagon HCl 1 mg solution for injection|J1610|63323059611|687.97||
"WS SERVICE AREA|25010068|cidofovir 75 mg/mL intravenous solution|J0740|23155021631|5,843.04||"
"WS SERVICE AREA|25010068|cidofovir 75 mg/mL intravenous solution|J0740|67457021005|7,806.91||"
"WS SERVICE AREA|25010068|immune glob,gamm(IgG) 5 %-sorb-IgA 0 to 50 mcg/mL intravenous solution|J1572|61953000402|1,549.92||"
"WS SERVICE AREA|25010068|immune glob,gamma (IgG) 10 %-gly-IgA over 50 mcg/mL injection solution|J1569|00944270002|894.22||"
"WS SERVICE AREA|25010068|immune glob,gamm(IgG) 10 %-pro-IgA 0 to 50 mcg/mL intravenous solution|J1459|44206043605|4,573.10||"
"WS SERVICE AREA|25010068|immune glob,gamm(IgG) 10 %-pro-IgA 0 to 50 mcg/mL intravenous solution|J1459|44206043710|9,146.20||"
"WS SERVICE AREA|25010068|immune glob,gamm(IgG) 10 %-pro-IgA 0 to 50 mcg/mL intravenous solution|J1459|44206043820|18,292.40||"
"WS SERVICE AREA|25010068|immune glob,gamma(IgG) 15 %-18 % range-glycine intramuscular solution|J1460|13533063512|2,629.96||"
"WS SERVICE AREA|25010068|immun glob,gam(IgG) 6 gram-suc-IgA over 50 mcg/mL intravenous solution|J1566|44206041706|3,790.08||"
"WS SERVICE AREA|25010068|immun glob G (IgG) 12 gram-suc-IgA over 50 mcg/mL intravenous solution|J1566|44206041812|7,580.16||"
"WS SERVICE AREA|25010068|immune glob,gamma(IgG) 5 gram-gly-gluc-IgA 0 to 50 mcg/mL IV solution|J1566|00944265603|6,000.96||"
"WS SERVICE AREA|25010068|immune glob,gamma(IgG) 10 gram-gly-gluc-IgA 0 to 50 mcg/mL IV solution|J1566|00944265804|12,001.92||"
"WS SERVICE AREA|25010068|cangrelor 50 mg intravenous solution|C9460|10122062001|5,914.10||"
"WS SERVICE AREA|25010068|daratumumab 20 mg/mL intravenous solution|J9145|57894050205|3,125.35||"
"WS SERVICE AREA|25010068|daratumumab 20 mg/mL intravenous solution|J9145|57894050220|12,501.39||"
"WS SERVICE AREA|25010068|HYDROXYprogesterone caproate (pregnancy preserving) 250 mg/mL IM oil||55150031001|7,125.09|J1726|"
"WS SERVICE AREA|25010068|bendamustine 25 mg/mL intravenous solution|J9034|63459034804|14,595.42||"
WS SERVICE AREA|25010068|ciprofloxacin 6 % (6 mg/0.1 mL) intratympanic suspension|J7342|69251020101|205.32||
"WS SERVICE AREA|25010068|methylene blue (antidote) 5 mg/mL (0.5 %) intravenous solution|Q9968|00517037405|1,177.69||"
"WS SERVICE AREA|25010068|ustekinumab 130 mg/26 mL intravenous solution||57894005427|10,527.92|J3358|"
"WS SERVICE AREA|25010068|avelumab 20 mg/mL intravenous solution|J9023|44087353501|9,278.93||"
"WS SERVICE AREA|25010068|trastuzumab 150 mg intravenous solution|J9355|50242013201|9,194.68||"
"WS SERVICE AREA|25010068|benralizumab 30 mg/mL subcutaneous syringe|C9466|00310173030|31,737.91|J0517|"
"WS SERVICE AREA|25010068|rabies immune globulin (PF) 300 unit/mL intramuscular solution|90375|13533031801|4,672.59||"
"WS SERVICE AREA|25010068|rabies immune globulin (PF) 300 unit/mL intramuscular solution|90375|13533031805|21,326.96||"
WS SERVICE AREA|25010068|iron dextran 50 mg/mL injection solution|J1750|52544093107|224.51||
WS SERVICE AREA|25010068|iron dextran 50 mg/mL injection solution|J1750|52544093102|224.52||
"WS SERVICE AREA|25010068|pegfilgrastim-cbqv 6 mg/0.6 mL subcutaneous syringe|Q5111|70114010101|27,471.50|Q5111|"
"WS SERVICE AREA|25010068|caplacizumab-yhdp 11 mg solution for injection||58468022701|48,034.00|C9047|"
"WS SERVICE AREA|25010068|diph,pertus(acel),tet ped(PF) 25 Lf unit-58 mcg-10 Lf/0.5mL IM syringe|90700|58160081052|181.25||"
"WS SERVICE AREA|25010068|diph,pertus(acel),tet ped(PF) 25 Lf unit-58 mcg-10 Lf/0.5mL IM syringe|90700|58160081043|181.25||"
WS SERVICE AREA|25010068|coagulation factor IX (recomb) 500 unit intravenous kit|J7195|58394063403|100.00||
"WS SERVICE AREA|25010068|coagulation factor IX (recomb) 1,000 unit intravenous kit|J7195|58394063503|100.00||"
WS SERVICE AREA|25010068|levOCARNitine 200 mg/mL intravenous solution|J1955|54482014701|267.28||
"WS SERVICE AREA|25010068|leuprolide 11.25 mg (3 month) intramuscular syringe kit|J1950|00074366303|23,016.79||"
"WS SERVICE AREA|25010068|leuprolide 22.5 mg (3 month) intramuscular syringe kit|J9217|00074334603|27,427.80||"
"WS SERVICE AREA|25010068|leuprolide 30 mg (4 month) intramuscular syringe kit|J9217|00074368303|36,570.44||"
"WS SERVICE AREA|25010068|amphotericin B liposome 50 mg intravenous suspension|J0289|00469305130|1,626.18||"
"WS SERVICE AREA|25010068|rabies vaccine, purified chicken embryo cell (PF) 2.5 unit IM susp|90675|58160096412|2,217.46||"
"WS SERVICE AREA|25010068|riTUXimab 10 mg/mL concentrate,intravenous|J9310|50242005121|5,543.17|J9312|"
"WS SERVICE AREA|25010068|riTUXimab 10 mg/mL concentrate,intravenous|J9310|50242005306|27,715.84|J9312|"
"WS SERVICE AREA|25010068|fomepizole 1 gram/mL intravenous solution|J1451|39822071001|7,073.50||"
"WS SERVICE AREA|25010068|fomepizole 1 gram/mL intravenous solution|J1451|00781318273|8,980.71||"
"WS SERVICE AREA|25010068|fomepizole 1 gram/mL intravenous solution|J1451|67457021102|8,107.61||"
WS SERVICE AREA|25010068|DAUNOrubicin 5 mg/mL intravenous solution|J9150|00703523313|791.45||
WS SERVICE AREA|25010068|amphotericin B lipid complex 5 mg/mL intravenous suspension|J0287|57665010141|807.00||
WS SERVICE AREA|25010068|capecitabine 500 mg tablet|J8521|51079051005|319.07||
"WS SERVICE AREA|25010068|eptifibatide 0.75 mg/mL intravenous solution|J1327|00085113601|3,580.18||"
"WS SERVICE AREA|25010068|eptifibatide 2 mg/mL intravenous solution|J1327|00085117703|1,143.87||"
"WS SERVICE AREA|25010068|eptifibatide 2 mg/mL intravenous solution|J1327|00085117701|1,143.87||"
"WS SERVICE AREA|25010068|inFLIXimab 100 mg intravenous solution|J1745|57894003001|7,684.26||"
"WS SERVICE AREA|25010068|trastuzumab 440 mg intravenous solution|J9355|50242005656|23,963.26||"
"WS SERVICE AREA|25010068|trastuzumab 440 mg intravenous solution|J9355|50242013468|21,291.04||"
"WS SERVICE AREA|25010068|thyrotropin alfa 1.1 mg intramuscular solution|J3240|58468184904|9,784.10||"
"WS SERVICE AREA|25010068|octreotide,microspheres 10 mg intramuscular kit|J2353|00078034061|15,661.45||"
"WS SERVICE AREA|25010068|octreotide,microspheres 20 mg intramuscular kit|J2353|00078034161|20,519.27||"
"WS SERVICE AREA|25010068|octreotide,microspheres 30 mg intramuscular kit|J2353|00078034261|30,726.03||"
"WS SERVICE AREA|25010068|epoetin alfa 40,000 unit/mL injection solution|J0885|59676034001|7,034.02|Q4081|"
WS SERVICE AREA|25010068|temozolomide 5 mg capsule|J8700|00085300401|89.17||
WS SERVICE AREA|25010068|temozolomide 20 mg capsule|J8700|00093760041|87.90||
WS SERVICE AREA|25010068|temozolomide 20 mg capsule|J8700|00093760057|87.91||
WS SERVICE AREA|25010068|temozolomide 100 mg capsule|J8700|00093760141|87.90||
WS SERVICE AREA|25010068|temozolomide 100 mg capsule|J8700|00093760157|87.90||
WS SERVICE AREA|25010068|pantoprazole 40 mg intravenous solution|C9113|00008094101|40.35||
WS SERVICE AREA|25010068|pantoprazole 40 mg intravenous solution|C9113|55150020200|68.60||
WS SERVICE AREA|25010068|pantoprazole 40 mg intravenous solution|C9113|00143928401|52.46||
WS SERVICE AREA|25010068|pantoprazole 40 mg intravenous solution|C9113|00143930001|27.44||
"WS SERVICE AREA|25010068|morphine (PF) 25 mg/mL injection solution|Q9974|00641604001|2,327.08|J2274|"
"WS SERVICE AREA|25010068|DOXOrubicin, pegylated liposomal 2 mg/mL intravenous suspension|Q2050|47335004940|5,717.10||"
"WS SERVICE AREA|25010068|DOXOrubicin, pegylated liposomal 2 mg/mL intravenous suspension|Q2050|47335005040|14,293.05||"
"WS SERVICE AREA|25010068|tenecteplase 50 mg intravenous kit|J3101|50242012001|23,142.66||"
"WS SERVICE AREA|25010068|carmustine 100 mg intravenous solution|J9050|00015301260|1,213.57||"
"WS SERVICE AREA|25010068|argatroban 100 mg/mL intravenous solution|J0883|00007440754|8,642.83|J0883|"
"WS SERVICE AREA|25010068|argatroban 100 mg/mL intravenous solution|J0883|00143967401|9,334.26|J0883|"
"WS SERVICE AREA|25010068|argatroban 100 mg/mL intravenous solution|J0883|42023018201|3,355.80|J0883|"
"WS SERVICE AREA|25010068|crotalidae polyval immune fab solution for injection|J0840|50633011012|42,085.68||"
"WS SERVICE AREA|25010068|bivalirudin 250 mg intravenous solution|J0583|00781315895|7,483.23||"
"WS SERVICE AREA|25010068|bivalirudin 250 mg intravenous solution|J0583|00781915895|7,483.23||"
"WS SERVICE AREA|25010068|bivalirudin 250 mg intravenous solution|J0583|55111065237|2,467.50||"
"WS SERVICE AREA|25010068|bivalirudin 250 mg intravenous solution|J0583|65293000101|6,415.50||"
WS SERVICE AREA|25010068|morphine (PF) 0.5 mg/mL injection solution|Q9974|00409381412|49.39|J2274|
WS SERVICE AREA|25010068|morphine (PF) 0.5 mg/mL injection solution|Q9974|00641602001|21.26|J2274|
"WS SERVICE AREA|25010068|caspofungin 50 mg intravenous solution|J0637|00006382210|2,222.13||"
"WS SERVICE AREA|25010068|factor IX cplx(PCC) no.4, 3-factor 500 (+/-) unit intravenous solution|J7194|68516320101|3,953.00||"
"WS SERVICE AREA|25010068|PACLitaxel 6 mg/mL concentrate,intravenous|J9267|63323076350|762.87|J9267|"
"WS SERVICE AREA|25010068|alteplase 2 mg intra-catheter solution|J2997|50242004163|1,007.13||"
"WS SERVICE AREA|25010068|digoxin immune fab 40 mg intravenous solution|J1162|50633012011|23,944.62||"
"WS SERVICE AREA|25010068|pegfilgrastim 6 mg/0.6 mL subcutaneous syringe|J2505|55513019001|41,000.37||"
"WS SERVICE AREA|25010068|onabotulinumtoxinA 100 unit solution for injection|J0585|00023114501|3,954.58||"
"WS SERVICE AREA|25010068|treprostinil sodium 1 mg/mL injection solution|J3285|66302010101|8,378.45||"
WS SERVICE AREA|25010068|voriconazole 200 mg intravenous solution|J3465|00049319001|484.20||
"WS SERVICE AREA|25010068|rasburicase 1.5 mg intravenous solution|J2783|00024515010|5,040.31||"
WS SERVICE AREA|25010068|hep B-DP(a)T-polio vacc (PF) 10 mcg-25Lf-25 mcg-10Lf/0.5 mL IM syringe|90723|58160081152|608.48||
WS SERVICE AREA|25010068|hep B-DP(a)T-polio vacc (PF) 10 mcg-25Lf-25 mcg-10Lf/0.5 mL IM syringe|90723|58160081143|608.48||
"WS SERVICE AREA|25010068|aprepitant 80 mg capsule|J8501|00006046101|1,586.08||"
"WS SERVICE AREA|25010068|aprepitant 125 mg capsule|J8501|00006046201|1,586.09||"
"WS SERVICE AREA|25010068|zoledronic acid 4 mg/5 mL intravenous solution|J3489|25021080166|1,184.40||"
"WS SERVICE AREA|25010068|zoledronic acid 4 mg/5 mL intravenous solution|J3489|55111068507|5,515.95||"
"WS SERVICE AREA|25010068|zoledronic acid 4 mg/5 mL intravenous solution|J3489|67457039054|4,658.64||"
"WS SERVICE AREA|25010068|zoledronic acid 4 mg/5 mL intravenous solution|J3489|00078038725|6,069.92||"
"WS SERVICE AREA|25010068|agalsidase beta 35 mg intravenous solution|J0180|58468004001|39,940.60||"
"WS SERVICE AREA|25010068|bortezomib 3.5 mg solution for injection|J9041|63020004901|9,457.70||"
"WS SERVICE AREA|25010068|interferon beta-1a 30 mcg/0.5 mL intramuscular syringe kit|Q3027|59627000205|7,849.94||"
WS SERVICE AREA|25010068|palonosetron 0.25 mg/5 mL intravenous solution|J2469|62856079701|484.20||
"WS SERVICE AREA|25010068|DAPTOmycin 500 mg intravenous solution|J0878|67919001101|2,931.32||"
"WS SERVICE AREA|25010068|DAPTOmycin 500 mg intravenous solution|J0878|00703012501|2,931.06||"
"WS SERVICE AREA|25010068|risperiDONE microspheres 50 mg/2 mL intramuscular syringe|J2794|50458030811|6,379.70||"
"WS SERVICE AREA|25010068|PEMEtrexed 500 mg intravenous solution|J9305|00002762301|20,356.48||"
"WS SERVICE AREA|25010068|cetuximab 100 mg/50 mL intravenous solution|J9055|66733094823|3,668.03||"
"WS SERVICE AREA|25010068|cyclophosphamide 1 gram intravenous solution|J9070|10019095601|4,321.75||"
"WS SERVICE AREA|25010068|cyclophosphamide 1 gram intravenous solution|J9070|10019095616|4,321.75||"
"WS SERVICE AREA|25010068|cyclophosphamide 500 mg intravenous solution|J9070|10019095501|2,160.88||"
"WS SERVICE AREA|25010068|cyclophosphamide 2 gram intravenous solution|J9070|10019095701|8,643.50||"
"WS SERVICE AREA|25010068|cyclophosphamide 2 gram intravenous solution|J9070|10019095711|8,643.50||"
WS SERVICE AREA|25010068|acetylcysteine 200 mg/mL (20 %) intravenous solution|J0132|66220020730|208.81||
WS SERVICE AREA|25010068|acetylcysteine 200 mg/mL (20 %) intravenous solution|J0132|63323096330|151.72||
WS SERVICE AREA|25010068|acetylcysteine 200 mg/mL (20 %) intravenous solution|J0132|00574080530|182.06||
"WS SERVICE AREA|25010068|agalsidase beta 5 mg intravenous solution|J0180|58468004101|5,704.86||"
WS SERVICE AREA|25010068|milrinone 20 mg/100 mL(200 mcg/mL) in 5 % dextrose *|J2260|00000005341|17.80||
WS SERVICE AREA|25010068|calcium gluconate 100 mg/mL (10 %) intravenous solution|J0610|00517395025|35.51||
WS SERVICE AREA|25010068|calcium gluconate 100 mg/mL (10 %) intravenous solution|J0610|63323031110|43.58||
WS SERVICE AREA|25010068|calcium gluconate 100 mg/mL (10 %) intravenous solution|J0610|63323031150|69.00||
WS SERVICE AREA|25010068|calcium gluconate 100 mg/mL (10 %) intravenous solution|J0610|63323031161|141.23||
"WS SERVICE AREA|25010068|ganciclovir sodium 5mg/mL intravenous solution|J1570|00000005437|2,632.00||"
"WS SERVICE AREA|25010068|albumin, human 5 % intravenous solution|P9041|68516521401|371.22||"
"WS SERVICE AREA|25010068|albumin, human 5 % intravenous solution|P9041||387.36||"
"WS SERVICE AREA|25010068|albumin, human 5 % intravenous solution|P9041|68982062302|558.85||"
"WS SERVICE AREA|25010068|albumin, human 5 % intravenous solution|P9041|00053767031|726.30||"
"WS SERVICE AREA|25010068|albumin, human 5 % intravenous solution|P9041|44206031025|726.30||"
"WS SERVICE AREA|25010068|albumin, human 5 % intravenous solution|P9041|44206031050|726.30||"
WS SERVICE AREA|25010068|milrinone 20 mg/100 mL(200 mcg/mL) in 5 % dextrose intravenous piggybk|J2260|00409277623|127.51||
WS SERVICE AREA|25010068|milrinone 20 mg/100 mL(200 mcg/mL) in 5 % dextrose intravenous piggybk|J2260|00338601048|233.22||
"WS SERVICE AREA|25010068||J2997|50242008525|5,211.57||"
"WS SERVICE AREA|25010068||J2997|50242004406|2,605.79||"
"WS SERVICE AREA|25010068||J2997|50242004413|2,605.79||"
"WS SERVICE AREA|25010068|eptifibatide 2 mg/mL intravenous solution|J1327|00085117701|1,143.87||"
"WS SERVICE AREA|25010068|hepatitis B virus vaccine recomb (PF) 10 mcg/0.5 mL intramuscular susp,hepatitis B virus vaccine recomb (PF) 10 mcg/0.5 mL|90744|58160082043|185.37||"
WS SERVICE AREA|25010068|piperacillin-tazobactam 4.5 gram/100 mL NS|J2543|00000005158|16.52||
WS SERVICE AREA|25010068||J0696|00000005163|124.29||
"WS SERVICE AREA|25010068|bivalirudin 250 mg/50 mL infusion|J0583|00000005189|3,983.80||"
WS SERVICE AREA|25010068|phenylephrine 50 mg/500 mL infusion|J2370|00000005194|86.51||
"WS SERVICE AREA|25010068|adenosine 3 mg/mL intravenous solution,adenosine 3 mg/mL intravenous syringe,adenosine (diagnostic) 3 mg/mL intravenous solution|J0153|25021030102|60.53|J0153|"
"WS SERVICE AREA|25010068|adenosine 3 mg/mL intravenous solution,adenosine 3 mg/mL intravenous syringe,adenosine (diagnostic) 3 mg/mL intravenous solution|J0153|00469823412|290.73|J0153|"
"WS SERVICE AREA|25010068|adenosine 3 mg/mL intravenous solution,adenosine 3 mg/mL intravenous syringe,adenosine (diagnostic) 3 mg/mL intravenous solution|J0153|17478054225|54.47|J0153|"
"WS SERVICE AREA|25010068|adenosine 3 mg/mL intravenous solution,adenosine 3 mg/mL intravenous syringe,adenosine (diagnostic) 3 mg/mL intravenous solution|J0153|17478095302|60.02|J0153|"
WS SERVICE AREA|25010068|alteplase 5 mg/5 mL syringe|J2997|00000005262|487.53||
"WS SERVICE AREA|25010068|natalizumab 300 mg/15 mL intravenous solution|J2323|64406000801|42,087.65||"
"WS SERVICE AREA|25010068|PACLitaxel-protein bound 100 mg intravenous suspension|J9264|68817013450|8,130.26||"
"WS SERVICE AREA|25010068|albumin, human 25 % intravenous solution|P9046|68516521601|371.22||"
"WS SERVICE AREA|25010068|albumin, human 25 % intravenous solution|P9046|68516521602|742.44||"
"WS SERVICE AREA|25010068|albumin, human 25 % intravenous solution|P9046|44206025105|726.30||"
"WS SERVICE AREA|25010068|albumin, human 25 % intravenous solution|P9046|44206025110|1,184.40||"
"WS SERVICE AREA|25010068|albumin, human 25 % intravenous solution||68516521601|333.50||"
"WS SERVICE AREA|25010068|albumin, human 25 % intravenous solution||68516521602|667.00||"
"WS SERVICE AREA|25010068|albumin, human 25 % intravenous solution||44206025105|652.50||"
"WS SERVICE AREA|25010068|albumin, human 25 % intravenous solution||44206025110|1,305.00||"
"WS SERVICE AREA|25010068|antithrombin III (recombinant) 100 units/mL in 0.9% sodium chloride infusion||00000005374|58,026.50||"
"WS SERVICE AREA|25010068|antithrombin III (recombinant) 100 units/mL in 0.9% sodium chloride bolus|J7197|00000005373|1,657.90||"
WS SERVICE AREA|25010068|micafungin 50 mg intravenous solution|J2248|00469325010|754.55||
"WS SERVICE AREA|25010068|fludarabine 50 mg/2 mL intravenous solution|J9185|63323019202|1,604.09||"
"WS SERVICE AREA|25010068|tigecycline 50 mg intravenous solution|J3243|00008499019|1,029.78||"
"WS SERVICE AREA|25010068|tigecycline 50 mg intravenous solution|J3243|00008499020|1,029.78||"
"WS SERVICE AREA|25010068|palivizumab 100 mg/mL intramuscular solution|90378|60574411301|18,616.27||"
WS SERVICE AREA|25010068|methylene blue (antidote) 1 % (10 mg/mL) intravenous solution|Q9968|00517030110|50.44||
WS SERVICE AREA|25010068|methylene blue (antidote) 1 % (10 mg/mL) intravenous solution|Q9968|17478050401|162.50||
WS SERVICE AREA|25010068|pralidoxime 1 gram solution for injection|J2730|60977014127|699.67||
"WS SERVICE AREA|25010068|abatacept (with maltose) 250 mg intravenous solution|J0129|00003218710|7,297.42||"
"WS SERVICE AREA|25010068|antihemophilic factor-vWF 500 unit-1,200 unit intravenous solution|J7187|63833061602|7,729.00||"
"WS SERVICE AREA|25010068|antihemophilic factor-vWF 1,000 unit-2,400 unit intravenous solution|J7187|63833061702|100.00||"
"WS SERVICE AREA|25010068|rotavirus vaccine live, pentavalent 2 mL oral solution|90680|00006404741|595.52||"
"WS SERVICE AREA|25010068|rotavirus vaccine live, pentavalent 2 mL oral solution|90680|00006404701|595.50||"
"WS SERVICE AREA|25010068|rho(D) immune globulin-maltose 1,500 unit (300 mcg)/1.3 mL inject.soln||00944296703|2,209.82||"
"WS SERVICE AREA|25010068|decitabine 50 mg intravenous solution|J0894|62856060001|10,094.90||"
"WS SERVICE AREA|25010068|rasburicase 7.5 mg intravenous solution|J2783|00024515175|25,202.20||"
"WS SERVICE AREA|25010068|darbepoetin alfa 60 mcg/mL in polysorbate injection|J0881|55513000404|3,055.75|J0882|"
"WS SERVICE AREA|25010068|darbepoetin alfa 100 mcg/mL in polysorbate injection|J0881|55513000504|5,092.92|J0882|"
"WS SERVICE AREA|25010068|darbepoetin alfa 200 mcg/mL in polysorbate injection|J0881|55513000601|10,185.84|J0882|"
"WS SERVICE AREA|25010068|morphine (PF) 10 mg/mL injection solution|Q9974|00641603901|1,368.64|J2274|"
"WS SERVICE AREA|25010068|darbepoetin alfa 300 mcg/mL in polysorbate injection|J0881|55513011001|15,278.76|J0882|"
"WS SERVICE AREA|25010068|micafungin 100 mg intravenous solution|J2248|00469321110|1,230.46||"
"WS SERVICE AREA|25010068|micafungin 100 mg intravenous solution|J2248|00469321199|1,230.46||"
WS SERVICE AREA|25010068|testosterone cypionate 200 mg/mL intramuscular oil|J1080|00574082001|46.77|J1071|
WS SERVICE AREA|25010068|testosterone cypionate 200 mg/mL intramuscular oil|J1080|00009041701|40.35|J1071|
"WS SERVICE AREA|25010068|azaCITIDine 100 mg solution for injection|J9025|59572010201|3,452.92||"
"WS SERVICE AREA|25010068|azaCITIDine 100 mg solution for injection|J9025|00781925394|3,643.96||"
"WS SERVICE AREA|25010068|zoledronic acid 5 mg/100 mL in mannitol 5 %-water intravenous piggybck|J3489|00078043561|7,131.40||"
"WS SERVICE AREA|25010068|zoledronic acid 5 mg/100 mL in mannitol 5 %-water intravenous piggybck|J3489|55111068852|6,608.95||"
"WS SERVICE AREA|25010068|zoledronic acid 5 mg/100 mL in mannitol 5 %-water intravenous piggybck|J3489|43598033111|6,608.95||"
"WS SERVICE AREA|25010068|eculizumab 300 mg/30 mL intravenous solution|J1300|25682000101|42,921.27||"
"WS SERVICE AREA|25010068|temsirolimus 30 mg/3 mL (10 mg/mL) (first dilution) intravenous soln|J9330|00008117901|26,101.45||"
"WS SERVICE AREA|25010068|coagulation factor IX (recomb) 2,000 unit intravenous kit|J7195|58394063603|100.00||"
"WS SERVICE AREA|25010068|lanreotide 120 mg/0.5 mL subcutaneous syringe|J1930|15054112003|52,422.86||"
WS SERVICE AREA|25010068|epiRUBicin 50 mg/25 mL intravenous solution|J9178|61703035993|297.71||
WS SERVICE AREA|25010068|epiRUBicin 50 mg/25 mL intravenous solution|J9178|25021020325|436.20||
WS SERVICE AREA|25010068|epiRUBicin 50 mg/25 mL intravenous solution|J9178|00009509101|334.42||
WS SERVICE AREA|25010068|fosphenytoin 500 mg PE/10 mL injection solution|Q2009|63323040310|181.58||
WS SERVICE AREA|25010068|fosphenytoin 100 mg PE/2 mL injection solution|Q2009|63323040302|38.74||
WS SERVICE AREA|25010068|IDArubicin 1 mg/mL intravenous solution|J9211|00703415411|598.68||
"WS SERVICE AREA|25010068|ixabepilone 45 mg intravenous solution|J9207|00015191113|20,289.81||"
WS SERVICE AREA|25010068|adenosine 3 mg/mL intravenous syringe|J0150|00469823412|290.73|J0153|
"WS SERVICE AREA|25010068|albumin, human 25 % intravenous solution|P9047|68516521601|371.22||"
"WS SERVICE AREA|25010068|albumin, human 25 % intravenous solution|P9047|68516521602|371.22||"
"WS SERVICE AREA|25010068|albumin, human 25 % intravenous solution|P9047|00053768092|726.30||"
"WS SERVICE AREA|25010068|albumin, human 25 % intravenous solution|P9047|44206025105|726.30||"
"WS SERVICE AREA|25010068|albumin, human 25 % intravenous solution|P9047|44206025110|726.30||"
"WS SERVICE AREA|25010068|albumin, human 5 % intravenous solution|P9041|68516521401|371.22||"
"WS SERVICE AREA|25010068|albumin, human 5 % intravenous solution|P9041||387.36||"
"WS SERVICE AREA|25010068|albumin, human 5 % intravenous solution|P9041|68982062302|558.85||"
"WS SERVICE AREA|25010068|albumin, human 5 % intravenous solution|P9041|44206031025|726.30||"
"WS SERVICE AREA|25010068|albumin, human 5 % intravenous solution|P9041|44206031050|726.30||"
"WS SERVICE AREA|25010068|aldesleukin 22 million unit intravenous solution|J9015|65483011607|3,769.05||"
WS SERVICE AREA|25010068|alprostadil 500 mcg/mL injection solution|J0270|00009316901|780.22||
"WS SERVICE AREA|25010068|alteplase 100 mg intravenous solution|J2997|50242008525|28,953.18||"
