ST ROSE HOSPITAL CHARGE MASTER 2019,,,
Charge Code,Charge Description,Hospital name,Charge amount 
1723881,DILTIAZEM 5MG/ML INJ 5ML,ST ROSE HOSPITAL,$15.40 
1723895,DILTIAZEM 100 MG Addvantage,ST ROSE HOSPITAL,$150.50 
1723898,DILTIAZEM 5MG/ML INJ 25ML,ST ROSE HOSPITAL,$66.41 
1723899,DILTIAZEM 5MG/ML INJ 10ML,ST ROSE HOSPITAL,$13.51 
1723949,DILTIAZEM ER 120MG CAP,ST ROSE HOSPITAL,$3.44 
1723956,DILTIAZEM ER 300MG CAP,ST ROSE HOSPITAL,$5.52 
1724011,DILTIAZEM 15 MG TAB,ST ROSE HOSPITAL,$4.70 
1724012,DILTIAZEM TAB 30MG,ST ROSE HOSPITAL,$2.53 
1724020,DILTIAZEM TAB 60MG,ST ROSE HOSPITAL,$2.67 
1724038,DILTIAZEM 90MG TAB,ST ROSE HOSPITAL,$5.38 
1724079,DILTIAZME ER 180MG CAP,ST ROSE HOSPITAL,$3.15 
1724087,DILTIAZEM ER 240MG CAP,ST ROSE HOSPITAL,$4.06 
1724104,NICARDIPINE 20 MG/200 ML IVSL,ST ROSE HOSPITAL,$311.38 
1724105,NICARDIPINE 40 MG/200 ML IVSL,ST ROSE HOSPITAL,$594.50 
1724111,NIFEDIPINE CAP 10MG,ST ROSE HOSPITAL,$5.98 
1724178,NIFEDIPINE XL 30MG,ST ROSE HOSPITAL,$4.01 
1724186,NIFEDIPINE XL 60MG,ST ROSE HOSPITAL,$6.58 
1724194,NIFEDIPINE XL 90MG,ST ROSE HOSPITAL,$7.42 
1724211,VERAPAMIL INJ 5MG/2ML,ST ROSE HOSPITAL,$96.51 
1724228,VERAPAMIL SR 240MG TABLET,ST ROSE HOSPITAL,$6.54 
1724235,VERAPAMIL 60MG TAB,ST ROSE HOSPITAL,$4.80 
1724236,VERAPAMIL TAB 120MG,ST ROSE HOSPITAL,$2.09 
1724243,VERAPAMIL TAB 40MG,ST ROSE HOSPITAL,$4.90 
1724244,VERAPAMIL TAB 80MG,ST ROSE HOSPITAL,$2.40 
1724251,VERAPAMIL SR 120MG TAB,ST ROSE HOSPITAL,$6.91 
1724269,VERAPAMIL SR 180MG,ST ROSE HOSPITAL,$4.12 
1724285,NIMODIPINE 30MG CAP,ST ROSE HOSPITAL,$17.79 
1724293,AMLODIPINE 2.5MG TABLET,ST ROSE HOSPITAL,$2.45 
1724301,AMLODIPINE 5MG TAB,ST ROSE HOSPITAL,$1.85 
1724319,AMLODIPINE 10MG TAB,ST ROSE HOSPITAL,$3.40 
1724400,ESMOLOL 100MG/10ML INJ,ST ROSE HOSPITAL,$46.59 
1724426,ESMOLOL 25OOMG/250ML INJ,ST ROSE HOSPITAL,$785.31 
1724566,EZETIMIBE 10MG TAB,ST ROSE HOSPITAL,$13.20 
1724582,ATORVASTATIN 20MG TAB,ST ROSE HOSPITAL,$2.95 
1724583,ATORVASTATIN 10MG TAB,ST ROSE HOSPITAL,$2.77 
1724584,ATORVASTATIN 40MG TAB,ST ROSE HOSPITAL,$2.66 
1724631,ROSUVASTATIN 5MG TAB,ST ROSE HOSPITAL,$22.90 
1724673,SIMVASTATIN 40MG TAB,ST ROSE HOSPITAL,$2.40 
1724723,GEMFIBROZIL 600MG TAB,ST ROSE HOSPITAL,$2.10 
1724830,FENOFIBRATE TAB 160MG,ST ROSE HOSPITAL,$9.24 
1724855,FENOFIBRATE 145MG TAB,ST ROSE HOSPITAL,$13.90 
1724921,CHOLESTYRAMINE/ASPARTAME 4GM PKT,ST ROSE HOSPITAL,$7.99 
1725100,DOXYLAMINE 25 MG TAB,ST ROSE HOSPITAL,$2.70 
1725332,PAPAVERINE INJ 30MG/ML,ST ROSE HOSPITAL,$62.56 
1726520,ISOPROTERENOL INJ 1MG/5ML,ST ROSE HOSPITAL,"$5,681.47 "
1726611,NOREPINEPHRINE INJ 1MG/ML 4ML INJ,ST ROSE HOSPITAL,$50.64 
1726612,NOREPINEPHRINE 4MG/250 ML IV SOLN,ST ROSE HOSPITAL,$120.78 
1726769,SODIUM NITROPRUSSIDE 50MG INJ,ST ROSE HOSPITAL,"$1,110.25 "
1727311,PROPRANOLOL TAB 5MG,ST ROSE HOSPITAL,$5.00 
1727312,PROPRANOLOL TAB 10MG,ST ROSE HOSPITAL,$3.65 
1727338,PROPRANOLOL TAB 40MG,ST ROSE HOSPITAL,$5.03 
1727444,LABETALOL 50 MG HALFTAB,ST ROSE HOSPITAL,$5.30 
1727445,LABETALOL 100MG TAB,ST ROSE HOSPITAL,$2.42 
1727452,LABETALOL INJ 100MG/20ML,ST ROSE HOSPITAL,$24.33 
1727479,LABETALOL INJ 20MG/4ML SYRINGE,ST ROSE HOSPITAL,$12.97 
1727485,METOPROLOL SUCC XL 12.5MG HALFTAB,ST ROSE HOSPITAL,$7.30 
1727486,METOPROLOL SUCC XL 25MG TAB,ST ROSE HOSPITAL,$4.64 
1727493,SOTALOL 40MG TAB,ST ROSE HOSPITAL,$7.50 
1727494,SOTALOL 80MG TAB,ST ROSE HOSPITAL,$9.36 
1727502,METOPROLOL SUCC XL 50MG TAB,ST ROSE HOSPITAL,$3.92 
1727510,METOPROLOL 50MG TAB,ST ROSE HOSPITAL,$2.06 
1727528,METOPROLOL 100MG TAB,ST ROSE HOSPITAL,$2.40 
1727536,METOPROLOL 25MG TAB,ST ROSE HOSPITAL,$2.33 
1727544,METOPROLOL 5MG/5ML INJ,ST ROSE HOSPITAL,$10.60 
1727551,METOPROLOL 12.5MG TAB,ST ROSE HOSPITAL,$15.61 
1727600,ATENOLOL 12.5MG TAB,ST ROSE HOSPITAL,$4.70 
1727601,ATENOLOL 25MG TAB,ST ROSE HOSPITAL,$3.26 
1727619,ATENOLOL TAB 50MG,ST ROSE HOSPITAL,$2.52 
1727882,VALSARTAN 160MG TAB,ST ROSE HOSPITAL,$4.09 
1727885,SACUBITRIL-VALSARTAN 24-26MG TAB,ST ROSE HOSPITAL,$23.95 
1727907,LOSARTAN 12.5 MG TAB,ST ROSE HOSPITAL,$5.60 
1727908,LOSARTAN 25MG TAB,ST ROSE HOSPITAL,$2.37 
1727971,VALSARTAN 20MG TAB,ST ROSE HOSPITAL,$5.20 
1727972,VALSARTAN 40MG TAB,ST ROSE HOSPITAL,$5.49 
1727973,VALSARTAN 80MG TAB,ST ROSE HOSPITAL,$4.13 
1727999,IRBESARTAN 150MG TAB,ST ROSE HOSPITAL,$2.10 
1728062,METHYLDOPA TAB 250MG,ST ROSE HOSPITAL,$2.31 
1728112,CLONIDINE 0.1MG TAB,ST ROSE HOSPITAL,$2.20 
1728120,CLONIDINE 0.2MG TAB,ST ROSE HOSPITAL,$2.37 
1728138,CLONIDINE 0.3MG TAB,ST ROSE HOSPITAL,$2.40 
1728161,CLONIDINE TTS-1 PATCH,ST ROSE HOSPITAL,$56.92 
1728179,CLONIDINE TTS-2 PATCH,ST ROSE HOSPITAL,$74.92 
1728187,CLONIDINE TTS-3 PATCH,ST ROSE HOSPITAL,$150.77 
1728278,DOXAZOSIN 4 MG TAB,ST ROSE HOSPITAL,$1.10 
1728294,TAMSULOSIN 0.4MG CAP,ST ROSE HOSPITAL,$2.99 
1728310,PRAZOSIN 1MG CAP,ST ROSE HOSPITAL,$2.50 
1728336,PRAZOSIN CAP 5MG,ST ROSE HOSPITAL,$3.10 
1728401,TERAZOSIN 1MG TAB,ST ROSE HOSPITAL,$1.63 
1728419,TERAZOSIN 2MG TAB,ST ROSE HOSPITAL,$2.50 
1728427,TERAZOSIN 5MG TAB,ST ROSE HOSPITAL,$2.45 
1728632,hydrALAzine 5MG TABLET,ST ROSE HOSPITAL,$5.10 
1728633,hydrALAzine 10MG TABLET,ST ROSE HOSPITAL,$2.54 
1728634,hydrALAzine 12.5 MG TABLET,ST ROSE HOSPITAL,$4.90 
1728658,hydrALAzine TAB 25MG,ST ROSE HOSPITAL,$1.81 
1728666,hydrALAzine TAB 50MG,ST ROSE HOSPITAL,$2.49 
1728724,MINOXIDILTAB 2.5 MG,ST ROSE HOSPITAL,$2.61 
1729615,SPS 15GM/60ML SUSP,ST ROSE HOSPITAL,$25.69 
1729911,CAPTOPRIL 6.25 MG TAB,ST ROSE HOSPITAL,$7.50 
1729912,CAPTOPRIL 12.5 MG TAB,ST ROSE HOSPITAL,$5.60 
1729920,CAPTOPRIL TAB 25MG,ST ROSE HOSPITAL,$6.28 
1729979,ENALAPRILAT 2.5MG/2ML IV,ST ROSE HOSPITAL,$21.45 
1729987,LISINOPRIL 10MG TAB,ST ROSE HOSPITAL,$2.31 
1729993,LISINOPRIL 1.25MG TAB,ST ROSE HOSPITAL,$4.80 
1729994,LISINOPRIL 2.5MG TAB,ST ROSE HOSPITAL,$4.20 
1729995,LISINOPRIL TAB 5MG,ST ROSE HOSPITAL,$2.47 
1730001,LISINOPRIL 20MG TAB,ST ROSE HOSPITAL,$1.98 
1730068,TIOPROPIUM 18MCG INH,ST ROSE HOSPITAL,$118.73 
1730142,IPRATROPIUM INH 0.22% UD 2.5ML,ST ROSE HOSPITAL,$2.65 
1730175,IPRATROPIUM/ALBUTEROL 0.5MG/2.5MG/3ML IH,ST ROSE HOSPITAL,$3.12 
1730183,ALBUTEROL 2.5MG/0.5ML 0.5% SOL,ST ROSE HOSPITAL,$3.17 
1730217,FLUTICASONE/SALMETEROL 250/50MCG INH,ST ROSE HOSPITAL,$196.30 
1730233,EPHEDRINE SULF INJ 50MG/ML,ST ROSE HOSPITAL,$115.66 
1730324,FLUTICASONE HFA 220MCG INH,ST ROSE HOSPITAL,$399.70 
1730373,IPRATROPIUM/ALBUTEROL INH MDI,ST ROSE HOSPITAL,$550.30 
1730507,GENTAMICIN FOR INHALATION 40 MG/ML,ST ROSE HOSPITAL,$3.90 
1730613,CALCIUM OYSTER SHELL/VIT D 500MG/200 TAB,ST ROSE HOSPITAL,$2.27 
1730688,LEVALBUTEROL 1.25MG/0.5ML IH SOL,ST ROSE HOSPITAL,$16.60 
1730689,LEVALBUTEROL 0.31MG/3ML IH SOL,ST ROSE HOSPITAL,$21.52 
1730712,ALBUTEROL 0.083% 3ML,ST ROSE HOSPITAL,$2.58 
1730779,ALBUTEROL 4MG TAB,ST ROSE HOSPITAL,$2.50 
1730837,TERBUTALINE TAB 2.5MG,ST ROSE HOSPITAL,$19.18 
1730902,FLUTICASONE 0.05$ NASAL SPRAY,ST ROSE HOSPITAL,$35.02 
1730928,ALBUTEROL HFA MDI,ST ROSE HOSPITAL,$188.17 
1731249,MONTELUKAST 10MG TAB,ST ROSE HOSPITAL,
1731322,THEOPHYLLINE 26.7MG/5ML LIQ 5ML,ST ROSE HOSPITAL,$1.46 
1731330,THEOPHYLLINE LIQ 80MG/15ML,ST ROSE HOSPITAL,$29.90 
1731827,THEOPHYLLINE ER TAB 200MG,ST ROSE HOSPITAL,$3.91 
1731834,THEOPHYLLINE ER TAB 150MG,ST ROSE HOSPITAL,$5.70 
1731835,THEOPHYLLINE ER TAB 300MG,ST ROSE HOSPITAL,$9.19 
1732007,OXYMETAZOLINE 0.05% NASAL SPRAY,ST ROSE HOSPITAL,$7.79 
1732270,PHENYLEPHRINE 0.25% NASAL SPRAY,ST ROSE HOSPITAL,$15.10 
1732288,PHENYLEPHRINE 0.5% NASAL SPRAY,ST ROSE HOSPITAL,$15.10 
1732726,PSEUDOEPHEDRINE 30MG TAB,ST ROSE HOSPITAL,$4.63 
1733294,ACETYLCYSTEINE 200MG/ML 4ML,ST ROSE HOSPITAL,$19.73 
1733310,ACETYLCYSTEINE SOLN 10% 10ML,ST ROSE HOSPITAL,$16.60 
1733327,ACETYLCYSTEINE SOLN 10% 10ML INH,ST ROSE HOSPITAL,$16.60 
1733336,ACETYLCYSTEINE SOLN 20% 4ML UD,ST ROSE HOSPITAL,$23.29 
1733337,ACETYLCYSTEINE SOLN 20% 2ML UD,ST ROSE HOSPITAL,$27.00 
1733351,ACETYLCYSTEINE SOLN 20% 30ML,ST ROSE HOSPITAL,$15.60 
1733377,ACETYLCYSTEINE SOLN 20% 10ML,ST ROSE HOSPITAL,$13.00 
1733385,ACETYLCYSTEINE SOLN 10% 4ML INH,ST ROSE HOSPITAL,$13.04 
1733419,ACETYLCYSTEINE 600 MG CAP (NAC),ST ROSE HOSPITAL,$4.99 
1733849,MOMETASONE INHALER 220MCG,ST ROSE HOSPITAL,$75.20 
1733864,MOMETASONE NASAL SPRAY 50MCG,ST ROSE HOSPITAL,$487.66 
1733880,MOMETASONE 220 MCG MDI,ST ROSE HOSPITAL,$48.74 
1734243,DIPHENHYD/NYSTATIN/LIDO/HC ORAL SWISH,ST ROSE HOSPITAL,$138.00 
1734244,DIPHENHYD/NYSTATIN/LIDO/PRED MWSH,ST ROSE HOSPITAL,$18.50 
1734276,DIPHENHYDRAMINE CAP 25MG,ST ROSE HOSPITAL,$2.16 
1734284,DIPHENHYDRAMINE CAP 50MG,ST ROSE HOSPITAL,$2.27 
1734292,DIPHENHYDRAMINE ELIX 12.5MG,ST ROSE HOSPITAL,$4.70 
1734631,PROMETHAZINE 12.5MG SUPP,ST ROSE HOSPITAL,$35.23 
1734649,PROMETHAZINE 25MG SUPP,ST ROSE HOSPITAL,$31.13 
1734680,PROMETHAZINE TAB 25MG,ST ROSE HOSPITAL,$2.49 
1734730,PROMETHAZINE SYRUP 6.25MG/5ML 5ML UD,ST ROSE HOSPITAL,$4.73 
1735687,CETIRIZINE 10 MG,ST ROSE HOSPITAL,$2.58 
1735752,LORATADINE 10MG TAB,ST ROSE HOSPITAL,$2.82 
1736305,POTASSIUM IODIDE SS (SSKI),ST ROSE HOSPITAL,$80.30 
1736396,GUAIFENESIN SYRUP 15ML UD CUP,ST ROSE HOSPITAL,$1.70 
1736412,GUAIFENESIN ER 600MG TAB,ST ROSE HOSPITAL,$4.41 
1736552,BENZONATATE 100MG CAP,ST ROSE HOSPITAL,$4.92 
1737014,HYDROCODONE/HOMATROPINE 5/1.5MG SYRUP,ST ROSE HOSPITAL,$19.00 
1737428,GUAIFENESIN DM 10ML DOSE,ST ROSE HOSPITAL,$4.56 
1737436,GUAIFENESIN SYRUP 10ML UD CUP,ST ROSE HOSPITAL,$3.27 
1737915,PROMETHAZINE DM 15-6.25MG/5ML UD SYRUP,ST ROSE HOSPITAL,$4.70 
1738780,ZONISAMIDE 100MG CAP,ST ROSE HOSPITAL,$4.81 
1740109,MILK OF MAGNESIA 30ML,ST ROSE HOSPITAL,$5.43 
1740125,MILK OF MAGNESIA SUSP,ST ROSE HOSPITAL,$4.60 
1740216,BUDESONIDE 80MCG/FORMOTEROL 4.5 MCG INH,ST ROSE HOSPITAL,$150.41 
1740232,BUDESONIDE 160MCG/FORMOTEROL 4.5 MCG INH,ST ROSE HOSPITAL,$154.64 
1740265,SODIUM BICARBONATE TAB 325MG,ST ROSE HOSPITAL,$4.70 
1740273,SODIUM BICARBONATE TAB 650MG,ST ROSE HOSPITAL,$1.98 
1740298,CITRATE/SODIUM CITRATE 15ML,ST ROSE HOSPITAL,$5.60 
1740299,CITRATE/SODIUM CITRATE 30ML,ST ROSE HOSPITAL,$5.56 
1740323,LACTOBACILLUS ACIDOPHILUS,ST ROSE HOSPITAL,$5.79 
1740935,MAG/ALUM/SIMETHICONE SUSP,ST ROSE HOSPITAL,$4.60 
1740976,MAG/ALUM/SIMETHICONE DS 30ML CUP,ST ROSE HOSPITAL,$6.53 
1740977,MAG/ALUM/SIMETHICONE DS 15ML CUP,ST ROSE HOSPITAL,$4.80 
1741255,HYOSCYAMINE 0.125MG TAB,ST ROSE HOSPITAL,$5.88 
1741256,HYOSCYAMINE 0.125MG SUBLINGUAL TAB,ST ROSE HOSPITAL,$5.70 
1741404,GLYCOPYRROLATE INJ 0.2MG/ML 1ML,ST ROSE HOSPITAL,$28.95 
1741412,GLYCOPYRROLATE 0.2MG/1ML,ST ROSE HOSPITAL,$10.40 
1741461,GLYCOPYRROLATE 1 MG TABLET,ST ROSE HOSPITAL,$5.63 
1741545,TOLTERODINE LA 2MG CAP,ST ROSE HOSPITAL,$29.92 
1741550,DICYCLOMINE 10MG/5ML ORAL SOLN,ST ROSE HOSPITAL,$9.56 
1741552,DICYCLOMINE 10MG CAP,ST ROSE HOSPITAL,$3.43 
1741586,TOLTERODINE 2 MG TAB,ST ROSE HOSPITAL,$10.71 
1741594,TOLTERODINE LA 4MG CAP,ST ROSE HOSPITAL,$23.10 
1741636,BELLADONNA PB LIQ 5ML,ST ROSE HOSPITAL,$36.38 
1741644,BELLADONNA PB TAB,ST ROSE HOSPITAL,$28.25 
1741990,PANTOPRAZOLE 40MG TAB,ST ROSE HOSPITAL,$2.78 
1742055,RANITIDINE SYRUP 15MG/ML,ST ROSE HOSPITAL,$5.90 
1742098,MESALAMINE 400 MG DR CAP,ST ROSE HOSPITAL,$12.93 
1742105,SUCRALFATE 1 GM TAB,ST ROSE HOSPITAL,$2.80 
1742113,LANSOPRAZOLE 30 MG TAB/CAP,ST ROSE HOSPITAL,$19.33 
1742139,SUCRALFATE 1GM SUSP,ST ROSE HOSPITAL,$22.59 
1742311,SIMETHECONE 80MG CHEWTAB,ST ROSE HOSPITAL,$2.35 
1742352,SIMETHICONE 40MG/0.6ML DROPS,ST ROSE HOSPITAL,$11.91 
1742543,METOCLOPRAMIDE 10MG/10ML SYRUD,ST ROSE HOSPITAL,$4.09 
1742576,METOCLOPRAMIDE 10MG TAB,ST ROSE HOSPITAL,$2.48 
1742584,METOCLOPRAMIDE 5MG TAB,ST ROSE HOSPITAL,$2.53 
1742824,PANCRELIPASE 5000 UNITS CAP,ST ROSE HOSPITAL,$7.98 
1742826,PANCRELIPASE 6000 UNITS CAP,ST ROSE HOSPITAL,$8.00 
1742907,FAMOTIDINE 20MG TAB,ST ROSE HOSPITAL,$2.34 
1742915,FAMOTIDINE 20MG/2ML INJECTION,ST ROSE HOSPITAL,$10.80 
1742916,FAMOTIDINE 20MG/50ML IV SOLN,ST ROSE HOSPITAL,$67.60 
1743038,CITRATE OF MAGNESIA 300ML BOTTLE,ST ROSE HOSPITAL,$9.12 
1743103,BISACODYL SUPP 10MG,ST ROSE HOSPITAL,$2.35 
1743111,BISACODYL TAB 5MG,ST ROSE HOSPITAL,$1.37 
1743210,DABIGATRON 75 MG CAP,ST ROSE HOSPITAL,$15.19 
1743211,DABIGATRON 110 MG CAP,ST ROSE HOSPITAL,$15.10 
1743269,SENNA 8.8 MG/5 ML SYRUP,ST ROSE HOSPITAL,$5.21 
1743277,SENNA LAXATIVE TAB,ST ROSE HOSPITAL,$1.86 
1743285,SENNA PLUS TAB,ST ROSE HOSPITAL,$1.24 
1743335,PSYLLIUM PACKET,ST ROSE HOSPITAL,$3.13 
1743400,MINERAL OIL 30ML,ST ROSE HOSPITAL,$5.13 
1743418,MINERAL OIL -LIGHT- 10ML,ST ROSE HOSPITAL,$41.47 
1743459,URSODIOL CAP 300MG,ST ROSE HOSPITAL,$18.59 
1743541,DOCUSATE SOD 100MG/5ML UD CUP,ST ROSE HOSPITAL,$2.90 
1743558,DOCUSATE SODIUM CAP 100MG,ST ROSE HOSPITAL,$2.11 
1743566,DOCUSATE SODIUM CAP 250MG,ST ROSE HOSPITAL,$3.33 
1743681,GLYCERIN SUPP (ADULT),ST ROSE HOSPITAL,$5.47 
1743699,GLYCERIN SUPP (PED),ST ROSE HOSPITAL,$2.60 
1743723,FLEET ENEMA (PEDI) 66ML EACH,ST ROSE HOSPITAL,$9.00 
1743756,FLEET MINERAL OIL ENEMA,ST ROSE HOSPITAL,$8.40 
1743764,PEG-ELECTROLYTE SOLN 4000ML,ST ROSE HOSPITAL,$25.57 
1743798,PEG-3350 POWDER 17GM PACKET,ST ROSE HOSPITAL,$5.28 
1743988,LOPERAMIDE  1MG/5ML LIQ 5ML,ST ROSE HOSPITAL,$5.09 
1744002,LOPERAMIDE CAP 2MG,ST ROSE HOSPITAL,$3.68 
1744028,DIPHENOXYLATE/ATROPINE LIQUID,ST ROSE HOSPITAL,$4.80 
1744036,DIPHENOXYLATE/ATROPINE TAB,ST ROSE HOSPITAL,$5.38 
1745009,ACIDOPHILUS LACTOBACILLIUS,ST ROSE HOSPITAL,$4.60 
1745421,BISMUTH SUBSALICYLATE SUSP,ST ROSE HOSPITAL,$6.07 
1745876,CALCIUM CARB 500MG + D 400 UNITS TAB,ST ROSE HOSPITAL,$4.70 
1748508,BALANCED SALT SOLN 15 ML,ST ROSE HOSPITAL,$28.20 
1749035,IBUPROFEN SUSP 100 MG/5 ML UD CUP,ST ROSE HOSPITAL,$4.21 
1749043,PHENYTOIN 100MG SUSP UD,ST ROSE HOSPITAL,$11.78 
1749068,ROBITUSSIN/CODEINE 10ML UD,ST ROSE HOSPITAL,$17.80 
1749076,GUAIFENESIN/CODEINE 100MG/10MG UD CUP,ST ROSE HOSPITAL,$15.90 
1749175,DIPHENHYDRAMINE 12.5MG/5ML CUP,ST ROSE HOSPITAL,$4.28 
1749720,PROMETHAZINE/CODEINE 10-6.25MG/5ML CUP,ST ROSE HOSPITAL,$4.70 
1750017,OXYCODONE CR 10MG TAB,ST ROSE HOSPITAL,$21.92 
1750033,OXYCODONE CR 20MG TAB,ST ROSE HOSPITAL,$28.42 
1750272,MORPHINE CR 30MG TAB,ST ROSE HOSPITAL,$17.59 
1750280,MORPHINE CR 60MG TAB,ST ROSE HOSPITAL,$22.44 
1750298,MORPHINE CR 15MG TAB,ST ROSE HOSPITAL,$17.17 
1750322,MORPHINE 10MG/5ML SOLN UD CUP,ST ROSE HOSPITAL,$18.32 
1750371,HYDROMORPHONE TAB 2MG,ST ROSE HOSPITAL,$15.20 
1750396,HYDROMORPHONE 1MG TAB,ST ROSE HOSPITAL,$16.30 
1750397,HYDROMORPHONE 4MG TAB,ST ROSE HOSPITAL,$15.24 
1750470,METHADONE TAB 10MG,ST ROSE HOSPITAL,$10.84 
1750472,METHADONE TAB 40MG,ST ROSE HOSPITAL,$13.45 
1750486,METHADONE 10 MG/ML ORAL SOLN,ST ROSE HOSPITAL,$16.54 
1750487,METHADONE 5 MG/5 ML ORAL SOLN,ST ROSE HOSPITAL,$11.66 
1750488,METHADONE TAB 5MG,ST ROSE HOSPITAL,$16.03 
1750819,FENTANYL 25MCG/HR PATCH,ST ROSE HOSPITAL,$26.86 
1750827,FENTANYL 50 MCG/HR PATCH,ST ROSE HOSPITAL,$32.72 
1750835,FENTANYL 75 MCG/HR PATCH,ST ROSE HOSPITAL,$73.82 
1750843,FENTANYL 100 MCG/HR PATCH,ST ROSE HOSPITAL,$80.49 
1750850,FENTANYL 12MCG/HR PATCH,ST ROSE HOSPITAL,$53.16 
1751022,MODAFINIL 100 MG TAB,ST ROSE HOSPITAL,$18.04 
1751023,MODAFINIL 200MG TAB,ST ROSE HOSPITAL,$32.07 
1751031,METHYLPHENIDATE 5MG TAB,ST ROSE HOSPITAL,$7.38 
1752005,OXYCODONE/APAP 5/325MG TAB,ST ROSE HOSPITAL,$14.70 
1752021,OXYCODONE 5MG TAB,ST ROSE HOSPITAL,$9.96 
1752022,OXYCODONE 2.5MG TAB,ST ROSE HOSPITAL,$15.85 
1752526,APAP/CODEINE 300/30MG (#3) TAB,ST ROSE HOSPITAL,$16.11 
1752534,APAP/CODEINE 60MG (#4) TAB,ST ROSE HOSPITAL,$16.10 
1752567,APAP/CODEINE 300MG/30MG 12.5ML CUP,ST ROSE HOSPITAL,$18.51 
1752925,HYDROCODONE 7.5MG/APAP 325MG LIQ 15ML,ST ROSE HOSPITAL,$24.06 
1752931,HYDROCODONE 10 MG/APAP 300 MG PER 15ML,ST ROSE HOSPITAL,$22.46 
1752956,HYDROCODONE/APAP 5/325MG TAB,ST ROSE HOSPITAL,$16.51 
1752971,HYDROCODONE/APAP 10/325MG,ST ROSE HOSPITAL,$16.74 
1757517,PIOGLITAZONE 15 MG TAB,ST ROSE HOSPITAL,$5.36 
1760305,MORPHINE 20MG/ML CONC 1ML UD,ST ROSE HOSPITAL,$15.39 
1760908,TRAMADOL 25MG TAB,ST ROSE HOSPITAL,$9.55 
1760909,TRAMADOL 50MG TAB,ST ROSE HOSPITAL,$12.89 
1761013,ACETAMINOPHEN 160MG/5ML ORAL SUSP,ST ROSE HOSPITAL,$4.56 
1761014,ACETAMINOPHEN 325MG/10.15ML ORAL LIQUID,ST ROSE HOSPITAL,$3.00 
1761022,ACETAMINOPHEN 500MG TAB,ST ROSE HOSPITAL,$3.20 
1761071,ACETAMINOPHEN 325MG TAB,ST ROSE HOSPITAL,$1.69 
1761105,ACETAMINOPHEN 650MG/20.3ML ORAL LIQUID,ST ROSE HOSPITAL,$5.46 
1761121,ACETAMINOPHEN SUPP 120MG,ST ROSE HOSPITAL,$2.81 
1761139,ACETAMINOPHEN SUPP 325MG,ST ROSE HOSPITAL,$3.50 
1761147,ACETAMINOPHEN SUPP 650MG,ST ROSE HOSPITAL,$2.90 
1761253,ASPIRIN SUPP 325MG,ST ROSE HOSPITAL,$6.07 
1761279,ASPIRIN SUPP 650MG,ST ROSE HOSPITAL,$6.29 
1761303,ASPIRIN TAB 81MG,ST ROSE HOSPITAL,$2.04 
1761311,ASPIRIN 81MG ENTERIC COATED TAB,ST ROSE HOSPITAL,$3.41 
1761337,ASPIRIN 325MG ENTERIC COATED TAB,ST ROSE HOSPITAL,$3.95 
1761360,ASPIRIN TAB 325MG,ST ROSE HOSPITAL,$4.47 
1761659,NABUMETONE 500MG TAB,ST ROSE HOSPITAL,$4.10 
1761774,DICLOFENAC DR 75MG TAB,ST ROSE HOSPITAL,$3.30 
1762103,BUTALBITAL/ASA/CAFFEINE CAPSULE,ST ROSE HOSPITAL,$5.10 
1762152,BULTABITAL/APAP/CAFFEINE TAB,ST ROSE HOSPITAL,$28.67 
1763044,IBUPROFEN 200MG TABLET,ST ROSE HOSPITAL,$2.15 
1763069,IBUPROFEN 400MG TABLET,ST ROSE HOSPITAL,$2.20 
1763077,IBUPROFEN 600MG TABLET,ST ROSE HOSPITAL,$2.33 
1763127,INDOMETHACIN 25MG CAP,ST ROSE HOSPITAL,$2.18 
1763150,MELOXICAM 15MG TAB,ST ROSE HOSPITAL,$3.10 
1763218,NAPROSYN 250MG,ST ROSE HOSPITAL,$3.38 
1763234,NAPROSYN 375MG,ST ROSE HOSPITAL,$4.80 
1763267,KETOROLAC TAB 10MG,ST ROSE HOSPITAL,$4.90 
1763325,DICLOFENAC 1.3% PATCH,ST ROSE HOSPITAL,$15.20 
1763465,CELECOXIB 100MG CAP,ST ROSE HOSPITAL,$5.33 
1763473,CELECOXIB 200MG CAP,ST ROSE HOSPITAL,$13.80 
1763515,ETRAVIRINE 100 MG TAB,ST ROSE HOSPITAL,$23.90 
1764074,ALLOPURINOL 50MG TAB,ST ROSE HOSPITAL,$5.20 
1764075,ALLOPURINOL 100MG TAB,ST ROSE HOSPITAL,$2.44 
1764083,ALLOPURINOL 300MG TAB,ST ROSE HOSPITAL,$2.40 
1764157,COLCHICINE TAB 0.3MG,ST ROSE HOSPITAL,$22.00 
1764158,COLCHICINE TAB 0.6MG,ST ROSE HOSPITAL,$20.77 
1764167,LEVOCARNITINE 300 MG TAB,ST ROSE HOSPITAL,$4.60 
1764315,SUMITRIPTAN 25MG TAB,ST ROSE HOSPITAL,$3.63 
1764422,PERPHENAZINE 4MG TAB,ST ROSE HOSPITAL,$5.34 
1764448,DRONABINOL 2.5MG CAP,ST ROSE HOSPITAL,$23.27 
1764588,PROCHLORPERAZINE SUPP 25MG,ST ROSE HOSPITAL,$27.96 
1764620,PROCHLORPERAZINE TAB 10MG,ST ROSE HOSPITAL,$2.50 
1764646,PROCHLORPERAZINE TAB 5MG,ST ROSE HOSPITAL,$3.16 
