Hospital Name:   Tahoe Forest Hospital District,,,
OSHPD Facility No:   291053,,,
"Effective Date of Charges: June 1, 2017",,,
Charge Code,Description,Primary Price,Zero Charge
500001441,HCHG INT REP NK/HDS/FT/EG 12.6 TO 20.0CM,1405.00,
500001442,HCHG INT REP SC/AX/TR/EXT 7.6 TO 12.5,294.00,
500001445,HCHG EXC BEN LES TR/ARM/LG 0.6 TO 1.0 CM,225.00,
500001452,HCHG EXC BEN LES 1.1 TO 2.0CM,154.00,
500001453,HCHG EXC BEN LES SC/NK/HDS 0.5/<CM,300.00,
500001456,HCHG EXC BEN LES F/EEN/LP 1.1 TO 2,146.00,
500001457,HCHG EXC BEN LES TRU2.1-3CM,132.00,
500001458,HCHG EXC BEN LES SC/NK/HDS 1.1TO 2,135.00,
500001464,HCHG EXC BEN LES F/EEN/LP > 4.0CM,211.00,
500001478,HCHG CMPLX REP SC/EXT 1.1 TO 2.5,1405.00,
500001480,HCHG CL TX DIST RAD FX W MAN,101.00,
500001481,HCHG APPL CAST SHORT LEG,205.00,
500001482,HCHG APPL SPLINT SHORT ARM STATIC,123.00,
500001483,HCHG APPL SPLINT LONG ARM,141.00,
500001485,HCHG ASP INJ GANGLION CYST ANY,53.00,
500001490,HCHG CMPLX REP SC/EXT 2.6 TO 7.5CM,1405.00,
500001493,HCHG INJ ANES PLANTAR NERVE,39.00,
500001506,HCHG INJ ANES ILIOINGUINAL NERVE BILAT,3145.00,
500001509,HCHG DESTR NEU OTHER PERIPH BILAT,3962.00,
500001512,HCHG CHEMODENERV MUSC(S) INNRV FAC NRV,717.00,
500001513,HCHG  CHEMODNRV MUSC(S) INNRV FAC NRV BILAT,1434.00,
500001527,HCHG CMPLX REP F/NK/HDS/FT 1.1TO2.5CM,908.00,
500001528,HCHG CMPLX REP F/NK/HDS/FT 2.6TO7.5CM,332.00,
500001581,HCHG FIT/INSERT PESS/SUPP DEVICE,90.00,
500001584,HCHG INCISION DRAIN LOWER LEG DEEP ABSC HEMATOMA,441.00,
500001585,HCHG BIOPSY VAGINAL MUCOSA SIMPLE,69.00,
500001587,HCHG REMOVAL IMPLANTABLE CONTRACEPTIVE CAPSULES,149.00,
500001594,HCHG CMPLX REP SC/EXT EA ADD 5.0/<CM,1433.00,
500001602,HCHG ABD PARACENTESIS WITH IMAG GUIDANCE,2707.00,
500001610,HCHG ABD PARACENTESIS WITHOUT IMAG GUIDANCE,2707.00,
500001620,HCHG PERITONEAL LAVAGE,2707.00,
500001634,HCHG ABD PARACENTESIS W/O IMAG GUIDANCE PF,214.00,
500001635,HCHG ABD PARACENTESIS W IMAG GUIDANCE PF,329.00,
500001636,HCHG COLPOSCOPY W BX,98.00,
500001644,HCHG I/D ISCHIO/PERIRECTAL ABSCESS PF,2074.00,
500001662,HCHG BONE MARROW ASPIRATION ONLY PF,185.00,
500001663,HCHG BONE MARROW BX NDL/TROCAR PF,228.00,
500001666,HCHG DESTRUCT BENIGN LESION UP TO 14 PF,214.00,
500001668,HCHG BIL INJ SACROLIAC JOINT PF,273.00,
500001669,HCHG APPL SPLINT SHORT ARM PF,120.00,
500001670,HCHG CAST REM FULL LEG/ARM PF,140.00,
500001672,HCHG GI/OR BRONCHOSCOPY RIGID/FLEX PF,454.00,
500001673,HCHG BRONCH W BRUSHING PF,453.00,
500001674,HCHG BRONCH W ALVEOLAR LAVAGE PF,455.00,
500001675,HCHG BRONCH W BX SNGL/MULT SITES PF,526.00,
500001676,HCHG BRONCH W TRANS BX SNGL LOBE PF,582.00,
500001677,HCHG BRONCH W TRANSBRON NDL ASP BX PF,614.00,
500001679,HCHG PERICARDIOCENTESIS INIT PF,339.00,
500001683,HCHG CARDIOVERSION ELECTIVE EXT PF,378.00,
500001684,HCHG INJ ANES GTR OCCIPITAL NERVE PF,202.00,
500001685,HCHG INJ EPI/LUMB/SACRAL SNGL LEVEL PF,373.00,
500001686,HCHG INJ EPI/LUM/SACRAL ADDL LEVEL PF,172.00,
500001687,HCHG INJ PARAVERT F JNT C/T 1 LEV PF,353.00,
500001688,HCHG INJ PARAVERT F JNT C/T 2 LEV PF,200.00,
500001689,HCHG INJ PARAVERT F JNT C/T 3 LEV PF,202.00,
500001690,HCHG INJ PARAVERT F JNT L/S 1 LEV PF,275.00,
500001691,HCHG INJ PARAVERT F JNT L/S 2 LEV PF,117.00,
500001692,HCHG INJ PARAVERT F JNT L/S 3 LEV PF,171.00,
500001704,HCHG DEBRID SUBQ 1ST 20SQCM OR LESS PF,183.00,
500001705,HCHG DEBRID SKIN/SUBQ/MUSCLE PF,485.00,
500001706,HCHG DEBRID SKIN/SUBQ/MUSC/BONE PF,712.00,
500001707,HCHG BX SKIN SUBQ MEMBRANE SNGL LES PF,152.00,
500001709,HCHG BX SKIN SUBQ MEMBRANE ADDL LES PF,76.00,
500001710,HCHG BX SKIN SUBQ MEMBRANE ADDL LES,23.00,
500001711,HCHG REM SKIN TAGS UP TO 15 LESIONS PF,222.00,
500001712,HCHG REM SKIN TAGS EA ADDL 10 LES PF,54.00,
500001713,HCHG EXC BEN LES EXT/TR 0.5CM/< PF,242.00,
500001714,HCHG EXC BEN LES EXT/TR 0.6TO1.0CM PF,317.00,
500001715,HCHG EXC BEN LES EXT/TR 1.1TO2.0CM PF,349.00,
500001716,HCHG EXC BEN LES SC/NK/HDS 0.5/<CM PF,249.00,
500001717,HCHG EXC BEN LES SC/NK/HDS 0.6TO1.0 PF,339.00,
500001722,HCHG EXC MAL LES TRNK/EXT 0.6 TO 1.0CM PF,484.00,
500001723,HCHG EXC MAL LES TRNK/EXT 1.1 TO 2.0CM PF,503.00,
500001730,HCHG AVULSION NAIL PLATE SINGLE PF,181.00,
500001732,HCHG DESTRUCT BENIGN LES 1ST LES PF,172.00,
500001733,HCHG DESTRUCT 2 THRU 14 LESIONS PF,15.00,
500001750,HCHG ASPIRATION CYST BREAST PF,133.00,
500001751,HCHG ENUC/EXC EXT THROMB HEMORRHD PF,358.00,
500001752,HCHG ENUC/EXC EXT THROMB HEMORRHD,253.00,
500001755,HCHG CMPLX REP F/NK/HDS/FT 2.6TO7.5 PF,1445.00,
500001759,HCHG EXC BEN LES SC/NK/HDS 1.1TO 2PF,445.00,
500001760,HCHG EXC BEN LES F/EEN/LP 1.1 TO 2 PF,446.00,
500001761,HCHG APPL SPLINT FINGER,75.00,
500001764,HCHG MANIP KNEE JNT W ANES INCL TX/FIXATION PF,465.00,
500001765,HCHG EXC MALIG LES FACE 1.1 TO 2.0 CM PF,569.00,
500001767,HCHG EXC PILONIDAL CYST EXTENSIVE PF,1389.00,
500001770,HCHG COLPOSCOPY/VAGINOSCOPY W/O BIOPSY,82.00,
500001772,"HCHG EXC. TUMOR SFT TISS NCK/ANT THOR, SQ 3CM OR G",366.00,
500001773,HCHG SHAV LES TRNK/EXT 0.5CM OR LESS PF,91.00,
500001774,HCHG CHEMICAL CAUTERY WOUND PF,121.00,
500001775,HCHG CL TX NURSEMAID ELB W MAN,106.00,
500001779,HCHG MEDICAL PRE OP,700.00,
500001783,HCHG SHAV LES TRNK OR EX/1.1-2.0CM PF,193.00,
500001785,HCHG INJ ANES FEMORAL NERVE CONT INFUSION,1573.00,
500001786,HCHG INJ LUMBAR PLEXUS CONT INFUSION,1981.00,
500001788,HCHG CL TX RAD ULNAR SHAFT FX W MAN,146.00,
500001802,HCHG INT REP SC/AX/TR/EXT 2.6TO7.5 PF,601.00,
500001804,HCHG INJ ANES NERVE FEMORAL CONT,1981.00,
500001805,HCHG REPAIR NAIL BED,1405.00,
500001815,HCHG THORACENTESIS PLEURAL SPACE W GUIDANCE,2707.00,
500001816,HCHG PLEURAL DRAINAGE PERC W CATHETER W GUIDANCE,2707.00,
500001819,HCHG THORACENTESIS PLEURAL ASP WO GUIDANCE,2121.00,
500001833,HCHG BIOPSY LUNG OR MEDSTINUM-PERC NDL,2553.00,
500001834,HCHG THORACENTESIS PLRL ASPIR WO/IMG GUIDE PF,290.00,
500001835,HCHG THORACENTESIS PLRL ASPIR W/IMG GUIDE PF,367.00,
500001836,HCHG INJ INTRALESIONAL UP TO/INC 7 LESIONS,84.00,
500001851,HCHG CHEMODENERV OF MUSC(S) INNRV FAC NRV BIL,717.00,
500001858,HCHG CHEMODENERV MUSC(S) INNRV FAC NRV PF,490.00,
500001860,HCHG CHEMODNRV MUSC(S) INNRV FAC NRV BILAT PF,490.00,
500001861,HCHG NEEDLE EMG FOR GUIDANCE W/ CHEMODENERVATION,156.00,
500001872,HCHG I/D FINGER ABSCESS CMPLX,3834.00,
500001880,HCHG CAH ASP/INJ SMALL JT WO US GUID MLP,115.00,
500001881,HCHG CAH BIL ASP/INJ SM JT WO US GUID MLP,230.00,
500001882,HCHG CAH ASP/INJ INTERMED JT WO US GUID MLP,115.00,
500001883,HCHG CAH BIL ASP/INJ INTMED JT WO US GUID MLP,230.00,
500001884,HCHG CAH ASP/INJ MAJOR JT WO US GUID MLP,149.00,
500001885,HCHG CAH BIL ASP/INJ MAJOR JT WO US GUID MLP,298.00,
500001889,HCHG I/D PILONDIAL CYST SIMPLE PF,335.00,
500001897,HCHG REMOVAL OF SUPPORT IMPLANT,589.00,
500001898,HCHG EXC BEN LES EXT/TR 3.1TO4.0CM PF,491.00,
500001899,HCHG EXC BREAST LESION OPEN 1 OR >PF,1318.00,
500001900,"HCHG INSERT, NON-BIODEGRADABLE DRUG DELIVERY IMPLA",163.00,
500001907,HCHG COLPOSCOPY W CURETTAGE,98.00,
500001908,HCHG DRAINAGE CATH SOFT TISSUE W/GUIDANCE,1776.00,
500001909,HCHG BX BREAST STEREOTACTIC PERCUTANEOUS,3834.00,
500001910,HCHG BX BREAST STEREOTACTIC PERC EA ADDTL,3532.00,
500001911,HCHG BX BREAST ULTRASOUND PERCUTANEOUS,4961.00,
500001912,HCHG BX BREAST ULTRASOUND PERC EA ADDTL,2928.00,
500001915,HCHG PLCMNT BREAST LOC DEVICE MAMM,2756.00,
500001916,HCHG PLC BREAST LOC DEVICE MAMM EA ADDTL,1798.00,
500001917,HCHG PLCMNT BREAST LOC DEVICE STEREOTACTIC,1672.00,
500001918,HCHG PLCMNT BREAST LOC DEVICE STERE EA ADDTL,2272.00,
500001919,HCHG PLCMNT BREAST LOC DEVICE ULTRASOUND,2756.00,
500001920,HCHG PLC BREAST LOC DEVICE ULTRASOUND EA ADDTL,1111.00,
500001923,HCHG DRAINAGE CATH VISCERAL PERCUTANEOUS,3039.00,
500001924,HCHG DRAINAGE CATH PERITONEAL RETROPER PERC,3039.00,
500001925,HCHG DRAIN CATH PERI RETROPERI TRANSVAG TRASREC,4249.00,
500001938,HCHG CL TX BIMALL ANKLE FX W MANIP,3775.00,
500001946,HCHG TYMPANOSTOMY,222.00,
500001952,HCHG EXC TUMOR FOREARM WRIST<3CM,552.00,
500001961,HCHG APPLICATION  LONG LEG SPLINT,160.00,
500001967,HCHG REMOVE FB DEEP FOREARM/WRIST,7559.00,
500001968,HCHG REMOVE/INSERT DRUG IMPLANT,172.00,
500001970,HCHG EXC THIGH/KNEE LES SC < 3 CM,494.00,
500001976,HCHG ARTHROPLASTY KNEE TOTAL MED AND LAT PF,4356.00,
500001977,HCHG ORIF PATELLA PF,2321.00,
500001979,HCHG ARTHROSCOPY KNEE DX W/WO SYNOVIAL BX PF,1259.00,
500001980,HCHG ARTHROSCOPY KNEE W LAT RELEASE PF,1701.00,
500001981,HCHG ARTHROSCOPY KNEE W REM LOOSE BODY OR FB PF,1647.00,
500001982,HCHG ARTHROSCOPY KNEE W SYNO 2 OR MORE COMPART PF,1517.00,
500001983,HCHG ARTHROSCOPY KNEE W DEBRIDE ARTIC CARTILAGE PF,1905.00,
500001984,HCHG ARTHROSCOPY KNEE W ABRASION ARTHROPLASTY PF,2062.00,
500001985,HCHG ARTHROSCOPY KNEE SURG W MENISCUS MED/LAT PF,1757.00,
500001986,HCHG ARTHROSCOPY KNEE SURG W MENISC MED OR LAT  PF,1683.00,
500001987,HCHG ARTHRO AID POST CRUCIAT LIG REPR/AUG/RECON PF,3036.00,
500001988,HCHG ARTHRO SHOLDR DECOMP W PART ACROMIOPLSTY PF,528.00,
500001990,HCHG CAPSULORRAPHY BANKART PROC PF,3073.00,
500001992,HCHG ARTHROPLASTY TOTAL SHOULDER PF,4486.00,
500001993,HCHG ORIF CLAVICULAR FX PF,2199.00,
500001994,HCHG MANIPULATION SHOULDER JNT W/ANEST PF,595.00,
500001995,HCHG REINSERT RUPTURED BI/TRICEPS TENDON DISTAL PF,2308.00,
500001996,HCHG ARTHROSCOPY SHOULDER REPAIR SLAP PF,3172.00,
500001997,HCHG ARTHROSCOPY SHOULDER DEBRID LIMITED PF,1763.00,
500001998,HCHG ARTHROSCOPY SHOULDER DISTAL CLAVICULECTOMY PF,2167.00,
500001999,HCHG ARTHROSCOPY SHOULDER W ROTATOR CUFF REPAIR PF,3203.00,
500002000,HCHG ORIF PROX HUMERUS FX PF,2706.00,
500002004,HCHG ARTHROPLASTY HIP TOTAL PF,4184.00,
500002005,HCHG ARTHROSCOPY HIP W LABRAL REPAIR PF,3279.00,
500002006,HCHG ARTHROSCOPY HIP W FEMOROPLASTY PF,3213.00,
500002007,HCHG ORIF TRIMALLEOLAR FX PF,2010.00,
500002008,HCHG ORIF BIMALLEOLAR ANKLE FX PF,2300.00,
500002009,HCHG REPAIR PRIMARY RUPTURED ACHILLES TENDON PF,2045.00,
500002010,HCHG INCISION TENDON SHEATH PF,941.00,
500002011,HCHG CL TX METACRP FX SGL W MAN EA PF,887.00,
500002012,HCHG PERCU SKELETAL FIX METACARPAL FX EA PF,1455.00,
500002014,HCHG CL TX DIST RAD RX W MAN PF,1592.00,
500002015,HCHG REMOVAL OF IMPLANT DEEP HARDWARE PF,1301.00,
500002050,HCHG ASP/INJ INTERMED JT WO US GUID,41.00,
500002051,HCHG ASP/INJ MAJOR JT WO US GUID,47.00,
500002057,HCHG BX VESTIBULE OF MOUTH PF,338.00,
500002058,HCHG I/D DEEP ABSCESS THIGH KNEE PF,1541.00,
500002074,HCHG CL TX RAD SHAFT FX W DISLOC,3775.00,
500002082,HCHG INJ CHOLANGIOGRAPHY EXIST ACCESS,791.00,
500002083,HCHG INJ CHOLANGIOGRAPHY NEW ACCESS,365.00,
500002084,HCHG PLCMNT BILIARY DRAIN CATH EXTERNAL,6558.00,
500002085,HCHG PLCMNT BILIARY DRAIN CATH INT EXT,4205.00,
500002087,HCHG EXCHANGE BILIARY DRAIN CATH,4464.00,
500002097,HCHG INJ ANTEGRADE NEPHROST/URETER NEW,827.00,
500002098,HCHG INJ ANTEGRADE NEPHROST/URETER EXISTING,662.00,
500002099,HCHG PLCMNT NEPHROSTOMY CATH,4808.00,
500002102,HCHG EXCHANGE NEPHROSTOMY CATH,4464.00,
500002104,HCHG PLCMNT URETERAL STENT PRE EXIST,4808.00,
500002106,HCHG PLCMNT URETERAL STENT W/ NEPHR CATH,4808.00,
500002145,HCHG REMOVE NON-BIODEGRADABLE DRUG DELIV IMPLANT,818.00,
500002148,HCHG EXC FOREARM LES SC 3 CM/>,3834.00,
500002151,HCHG CL TX TIBIA SHAFT FX W MAN,3775.00,
500002169,HCHG INJECT INTERLAMINAR CERV OR THORACIC W IMAG,1573.00,
500002170,HCHG INJECT INTERLAMINAR LUMBAR OR SACRAL W IMAG,1573.00,
500002174,HCHG MOD SED SAME PHY ADD 15 MIN (USE 8MIN RULE),38.00,
500002175,HCHG MOD SED <5 YRS SAME PHY INITIAL 10-22 MIN,185.00,
500002176,HCHG MOD SED > 5 YRS SAME PHY INITIAL 10-22 MIN,134.00,
500002182,HCHG MOD SED <5 YRS DIFF PHYS INITIAL 10-22 MIN,300.00,
500002183,HCHG MOD SED >5 YRS DIFF PHYS INITIAL 10-22 MIN,244.00,
500002184,HCHG MOD SED DIFF PHYS ADD 15 MIN (USE 8MIN RULE),185.00,
500002230,HCHG TFH EXC MALIG LES FACE 3.1 TO 4.0 CM PF,884.00,
500002231,HCHG TFH EXC BREAST LESION MARKER SINGLE PF,1382.00,
500002232,HCHG TFH MASTECTOMY PARTIAL PF,1960.00,
500002233,HCHG TFH MASTECTOMY PRTL W/LN REMOVAL PF,2763.00,
500002234,HCHG TFH MASTECTOMY SIMPLE COMPLETE PF,3115.00,
500002235,HCHG TFH DEEP MUSCLE BIOPSY PF,482.00,
500002236,HCHG TFH  OPEN TREAT ORBITAL FX W IMPLANT PF,2468.00,
500002237,HCHG TFH EXCISE TUMOR SHOULDER 3CM+ PF,1287.00,
500002238,HCHG TFH TX HUMERUS FX W INTRAMED IMPLNT PF,2649.00,
500002239,HCHG TFH OP TX FX DISLOC ELBOW PF,2065.00,
500002240,HCHG TFH OPEN TREAT FRACTURE ULNA PF,1913.00,
500002241,HCHG TFH TREAT FX RAD EXTRA-ARTICUL PF,2177.00,
500002242,HCHG TFH TREAT HIP DISLOCATION CLOSED PF,2343.00,
500002243,HCHG TFH TX TIBL SHFT FX IMED IMPLANT PF,3065.00,
500002244,HCHG TFH TX ANKLE FX CLOSED WO MANIP PF,917.00,
500002245,HCHG TFH TX ANKLE FX CLOSED W MANIP PF,1262.00,
500002246,HCHG TFH TREATMENT ANKLE FX OPEN W FIX PF,2947.00,
500002247,HCHG TFH AMPUTATION TOE PARTIAL PF,1147.00,
500002248,HCHG TFH REMOVAL NASAL POLYP EXTENSIVE PF,1343.00,
500002249,HCHG TFH REMOVE INTRANASAL LESION PF,1052.00,
500002250,HCHG TFH RESECT INFERIOR TURBINATE PF,1372.00,
500002251,HCHG TFH REPAIR OF NASAL SEPTUM PF,1934.00,
500002252,HCHG TFH CV CATH TUNNEL WO SQ PORT >5 PF,872.00,
500002253,"HCHG BX/REM LYMPH NODES,OPN DEEP CV PF",1295.00,
500002254,HCHG TFH INTRAOP SENTINAL NODE IDENT W DYE INJ PF,420.00,
500002255,HCHG REMOVE HEMORRHOID 2+ INT/EXT PF,1468.00,
500002256,HCHG TFH LAPAROSCOPY ABD/PERIT/OMENT PF,1300.00,
500002257,HCHG TFH LAP PROC HERNIA REPAIR UNLISTED PF,2812.00,
500002258,HCHG TFH CHANGE STENT TRANSURETHRAL APP PF,717.00,
500002259,HCHG TFH FRAGMENTING OF KIDNEY STONE PF,2196.00,
500002260,HCHG TFH CYSTOSCOPY & URETER CATHETER PF,410.00,
500002261,HCHG TFH CYSTOSCOPY W BIOPSY(S) PF,1116.00,
500002262,HCHG TFH CYSTOSCOPY CHEMODENERVATE PF,521.00,
500002263,HCHG TFH CYSTOSCOPY INSERT URETERAL STENT PF,479.00,
500002264,HCHG TFH PROSTATECTOMY TURP PF,2604.00,
500002265,HCHG TFH TOTAL THYROID LOBECTOMY UNI PF,2199.00,
500002266,HCHG TFH THYROIDECTOMY TOTAL/COMPLETE PF,2847.00,
500002267,HCHG TFH TYMPANOSTOMY WITH TUBE PLMT PF,507.00,
500002268,HCHG ENDO SB W BX SINGLE/MULTI PF,538.00,
500002269,HCHG ESOPHAGOSCOPY W BX PF,360.00,
500002270,HCHG GI ERCP PF,1078.00,
500002271,HCHG ENDO ERCP W SPHINCT PAPILLOTOMY PF,1328.00,
500002272,HCHG ERCP W REMOVE CALCULI BILI/PANC DUCTS PF,1595.00,
500002273,HCHG EGD W BAND LIG ESOPH/GASTRIC VARICES PF,919.00,
500002274,HCHG ERCP REMOVE FORGN BODY BILI/PANC DUCT PF,1195.00,
500002275,HCHG COLONOSCOPY STOMA W BX PF,551.00,
500002276,HCHG SIGMOIDOSCOPY W SUBM INJ PF,287.00,
500002277,HCHG ERCP DUCT STENT PLACEMENT PF,1450.00,
500002278,HCHG ERCP DUCT STENT EXCHANGE W/DILATE PF,1548.00,
500002279,HCHG EGD US FINE NEEDLE BX ASP PF,843.00,
500002280,HCHG ESOPHAGOSCOPY W BAND LIG VARICES PF,454.00,
500002281,HCHG COLONOSCOPY W STENT PLACEMENT PF,928.00,
500002282,HCHG SIGMOIDOSCOPY W BAND LIGATION(S) PF,501.00,
500002283,HCHG ESOPHAGOSCOPY DX PF,328.00,
500002291,HCHG TREAT FINGER FRACTURE EACH,7559.00,
500002299,HCHG GI ILEOSCOPY VIA STOMA W/3 PROC,2211.00,
500002300,HCHG GI ILEOSCOPY VIA STOMA W/4 PROC,2261.00,
500002301,HCHG BIOPSY SOFT TISSUE SHOULDER DEEP,6662.00,
500002302,HCHG NASAL ENDO DX UNILAT/BILAT PF,238.00,
500002303,HCHG NASAL SINUS ENDO SURG W TOTAL ETHMOID PF,1248.00,
500002304,HCHG NASAL SINUS ENDO SURG W MAX ANTROSTOMY PF,617.00,
500002305,HCHG NASAL SINUS ENDO W BIOP/POLYP/DEBRID PF,565.00,
500002306,HCHG NASAL SINUS ENDO W REM TISSU MAX SINUS PF,990.00,
500002307,HCHG PALATOPHARYNOGOPLASTY PF,2217.00,
500002308,HCHG LARYNGOSCOPY W BX AND OP SCOPE PF,663.00,
500002309,HCHG LARYNGOSCOPY W EXCISION TUMOR W SCOPE PF,821.00,
500002310,HCHG XRAY GUIDE GI DILATION PF,149.00,
500002349,HCHG EXCISE TUMOR SOFT TISS BACK OR FLANK 3CM/>,501.00,
500002350,HCHG TFH EXCISE TUMOR SHOULDER 3CM +,449.00,
600000106,HCHG TEMP TRANSCUTANEOUS PACING,944.00,
600000107,HCHG CARDIOVERSION ELECTIVE EXT,1877.00,
600000109,HCHG THROMBOLYSIS CORONARY IV INF,867.00,
600000113,HCHG TEMP TRANSCUTANEOUS PACING,944.00,
600000114,HCHG CARDIOVERSION ELECTIVE EXT,1877.00,
600000230,HCHG CARDIAC STRESS TEST TRACING ONLY,866.00,
600000235,HCHG ECHO 2D W OR WO M MODE F/U LTD,1500.00,
600000236,HCHG ECHO TRANSESOPHAGEAL,3473.00,
600000237,HCHG ECHO DOPPLER COMPLETE,727.00,
600000239,HCHG DOPPLER COLOR FLOW MAPPING,644.00,
600000243,HCHG EKG 12 LEAD TRACING ONLY,270.00,
600000246,HCHG ECG 1 TO 3 LEADS TRACING ONLY,57.00,
600000248,HCHG HOLTER MONITOR RECORDING,89.00,
600000250,HCHG HOLTER MONITOR SCAN ANALYSIS UP TO 48 HRS,311.00,
600000252,HCHG ECG MONITOR UP TO 48 HRS SCAN W RPT,132.00,
600000266,HCHG CAROTID DUPLEX SCAN BILAT,1082.00,
600000267,HCHG CAROTID DUPLEX SCAN UNILAT LTD,350.00,
600000271,HCHG ART NON INVAS EXTR BI SNGL LEVEL,527.00,
600000272,HCHG ART NON INVAS EXTR BI MULT LEVEL,846.00,
600000274,HCHG ART LWR EXTR DUPLEX GRAFT COMP BI,1082.00,
600000275,HCHG ART LWR EXTR DUPLEX GRAFT LTD LT,767.00,
600000276,HCHG ART LWR EXTR DUPLEX GRAFT LTD RT,767.00,
600000278,HCHG ART UPR EXTR DUPLEX GRAFT COMP BI,1082.00,
600000279,HCHG ART UPR EXTR DUPLEX GRAFT LTD LT,767.00,
600000280,HCHG ART UPR EXTR DUPLEX GRAFT LTD RT,767.00,
600000283,HCHG VENOUS DUPLEX UPPER EXT COMP BI,1082.00,
600000284,HCHG VENOUS DUPLEX LOWER EXT COMP BI,1082.00,
600000285,HCHG VENOUS DUPLEX UPPER EXT LTD LT,767.00,
600000286,HCHG VENOUS DUPLEX UPPER EXT LTD RT,767.00,
600000287,HCHG VENOUS DUPLEX LOWER EXT LTD RT,767.00,
600000291,HCHG VENOUS DUPLEX LOWER EXT LTD LT,767.00,
600000292,HCHG ART/VEN DUPLEX ABD/PELV/RETR COMP,1082.00,
600000293,HCHG ART/VEN DUPLEX ABD/PELV/RETRO LTD,1082.00,
600000295,HCHG VAS DUP AORTA IVC ILIAC BYPS COMP,1082.00,
600000296,HCHG VAS DUP AORTA IVC ILIAC BYPAS LTD,767.00,
600000300,HCHG CPR,769.00,
600000306,HCHG CARDIAC PHASE II W ECG PER SESSION,238.00,
600000314,HCHG DOPPLER STUDY TRANSCRANAL COMP PF,928.00,
600000315,HCHG DOPPLER STUDY TRANSCRANIAL LTD PF,504.00,
600000345,HCHG EKG INTERP AND REPORT ONLY PF,28.00,
600000346,HCHG CARDIO STRESS PHYS SUP ONLY PF,68.00,
600000347,HCHG CARDIO STRESS INTERP RPT ONLY PF,46.00,
600000348,HCHG ECG MONITOR INTERP PF,82.00,
600000350,HCHG ECHO DOPPLER INTERPRETATION PF,60.00,
600001003,HCHG ARTERIAL CVP MONITORING,27.00,
600001010,HCHG EXTENDED RECOVERY PER HOUR,112.00,
600001022,HCHG ECHO 2D W/M-MODE & DOPP COMP,2841.00,
600001023,HCHG ECHO STRESS W CONT ECG MONITOR,2841.00,
600001027,"HCHG TTE W OR WO FOL W CON,DOPPLER",2037.00,
600001032,HCHG ADULT ECHO LIMITED W/ CONTRAST,1323.00,
600001039,"HCHG PR 2D TEE W OR W/O FOL W/CON,IN",2037.00,
600001045,"HCHG I&D,ABSCES/HEMATOMA;NK/THORAX",557.00,
600001053,HCHG PM DEVICE PROGR EVAL.SNGL,60.00,
600001054,"HCHG PM DEVICE PROGR EVAL,DUAL",68.00,
600001056,"HCHG ICD DEVICE PROGR EVAL,DUAL",79.00,
600001064,HCHG CARDIO PRE OP MINIMAL 1,150.00,
600001065,HCHG CARDIO PRE OP MODERATE 2,300.00,
600001118,HCHG DOPPLER COLOR FLOW MAPPING PF,11.00,
600001126,"HCHG ECG MONITOR>48 HRS,UP TO 21 DAYS,RECORDING",89.00,
600001130,HCHG ECHO 2D W OR WO M MODE F/U LTD PF,83.00,
600001132,HCHG ECHO STRESS W CONT ECG MONITOR PF,905.00,
600001135,HCHG INTERPRET AND RPT PREVENT EXAM PF,25.00,
600001319,HCHG ECHO TRANSESOPHAGEAL (TEE) GUIDANCE,4500.00,
600001346,HCHG INTERROG DEVICE EVAL HEART,68.00,
600001357,HCHG PM DEVICE PROGR EVAL MULTI LEAD,78.00,
600001358,HCHG PM DEVICE EVAL IN PERSON,56.00,
600001369,HCHG ECHO TRANSESOPHAGEAL PF,355.00,
650000016,HCHG EXT CEPHALIC VERSION,1926.00,
650000017,HCHG DELIVERY OF PLACENTA,4249.00,
650000022,HCHG PERCUT IMPLANT NEUROSTIM EL EPID,99.00,
650000029,HCHG INJ ANES SUPRASCAPULAR NERVE,1573.00,
650000030,HCHG INJ ANES INTERCOSTAL NERVE,1573.00,
650000031,HCHG INJ ANES INTERCOSTAL MULT,1981.00,
650000032,HCHG INJ ANES ILIOINGUINAL NERVE,1573.00,
650000040,HCHG INJ TRANSFORMINAL EPI/LUMB/SACRAL SNGL LEVEL,1981.00,
650000041,HCHG INJ TRANSFORMINAL EPI/LUM/SACRAL ADDL LEVEL,1623.00,
650000043,HCHG INJ ANES SUP HYPOGASTRIC PLEXUS,1981.00,
650000045,HCHG INJ ANES CELIAC PLEX W OR WO RAD,1981.00,
650000051,HCHG DESTRUCT NEU OTHER PERIPHERAL,1981.00,
650000057,HCHG SCREENING TEST PURE TONE AIR ONLY,68.00,
650001092,HCHG HEARING AID REPAIR/MODIFY,250.00,
650001105,HCHG HEARING AID DIGITAL BINAURAL BTE,6300.00,
650001121,HCHG COMPREHENS VESTIBULAR EVAL,67.00,
650001122,HCHG TYMPANOMETRY W/REF THRESH,144.00,
650001136,"HCHG EAR MOLD/INSERT, NOT DISPOSABLE, ANY TYPE",166.00,
650001145,HCHG NDL EMG EA EXTREM W/REL PARASPIN AREAS W/NR,135.00,
650001177,"HCHG HEARING AID CHECK, BINAURAL",146.00,
700000001,HCHG XR EYE FOREIGN BODY BI,668.00,
700000002,HCHG XR EYE FOREIGN BODY LT,334.00,
700000003,HCHG XR EYE FOREIGN BODY RT,334.00,
700000005,HCHG XR MANDIBLE COMPLETE MIN 4 VIEWS,396.00,
