Facility,Service,Price,,
Northwestern Medicine Central DuPage Hospital,HCPF ENDOVASC TEMPORY VESS OCC,"$2,080.25",,
Northwestern Medicine Central DuPage Hospital,NERVE BLOCK CERVICAL OR THORACIC; SINGLE LEVEL,"$2,075.25",,
Northwestern Medicine Central DuPage Hospital,RADIUM RA223 DICHLORIDE THER PER UCI,"$2,074.50",,
Northwestern Medicine Central DuPage Hospital,INJECTION EXTREMITY VENOGRAPHY,"$2,074.50",,
Northwestern Medicine Central DuPage Hospital,DESTROY C/TH FACET JNT ADDL,"$2,073.50",,
Northwestern Medicine Central DuPage Hospital,COOK TRAY 16FR 41CM,"$2,061.50",,
Northwestern Medicine Central DuPage Hospital,TRACHEOSTOMY; CRICOTHYROID MEMBRANE,"$2,051.50",,
Northwestern Medicine Central DuPage Hospital,ARTERIAL DUPLEX ABDOMEN/PELVIC/RETROPERITONEAL; COMPLETE,"$2,048.25",,
Northwestern Medicine Central DuPage Hospital,CT PELVIS W/O DYE,"$2,047.50",,
Northwestern Medicine Central DuPage Hospital,DIGNISHIELD FECAL KIT,"$2,047.25",,
Northwestern Medicine Central DuPage Hospital,WALKER NXSTEP CONTOUT AIR MD,"$2,042.75",,
Northwestern Medicine Central DuPage Hospital,CATHETER RIGHT HEART OR MAIN PULMONARY ARTERY,"$2,042.75",,
Northwestern Medicine Central DuPage Hospital,CATH KT CVC MULT MX BARRIER,"$2,042.50",,
Northwestern Medicine Central DuPage Hospital,TELETHX ISODOSE PLAN SIMPLE,"$2,038.00",,
Northwestern Medicine Central DuPage Hospital,INJECTION SACROILIAC JOINT W/FLUORO OR CT INCLUDING ARTHROGRAPHY WHEN PERFORMED,"$2,034.25",,
Northwestern Medicine Central DuPage Hospital,PLATE PHERES LEUKOREDU IRRAD,"$2,028.25",,
Northwestern Medicine Central DuPage Hospital,SOMATOSENSORY TESTING CNS LOWER LIMBS,"$2,024.00",,
Northwestern Medicine Central DuPage Hospital,HCPF FEM/POPL REVAS W/ATHER,"$2,014.00",,
Northwestern Medicine Central DuPage Hospital,ESOPH IMPED FUNCT TEST > 1HR,"$2,013.00",,
Northwestern Medicine Central DuPage Hospital,NERVE BLOCK BRACHIAL PLEXUS,"$2,010.75",,
Northwestern Medicine Central DuPage Hospital,"IR INJECTIO0N, ANESTHETIC AGENT; SPHENOPALATINE GANGLION (SPG)","$2,009.75",,
Northwestern Medicine Central DuPage Hospital,MYELOGRAPHY NECK SPINE,"$2,006.00",,
Northwestern Medicine Central DuPage Hospital,CHEM DEP DETOX,"$2,000.00",,
Northwestern Medicine Central DuPage Hospital,MYELOGRAPHY THORACIC SPINE,"$2,000.00",,
Northwestern Medicine Central DuPage Hospital,CYTOPATH SMEAR OTHER SOURCE MULTIPLE STAINS,$199.75,,
Northwestern Medicine Central DuPage Hospital,CMV ANTIBODY,$199.63,,
Northwestern Medicine Central DuPage Hospital,VITAMIN B-12,$199.63,,
Northwestern Medicine Central DuPage Hospital,APPL ON-BODY INJECTOR FOR TIMED SUBQ INJECTION,$199.00,,
Northwestern Medicine Central DuPage Hospital,TRAY CHEST TUBE INSERTION,$198.75,,
Northwestern Medicine Central DuPage Hospital,FUNGUS ISOLATION CULTURE,$198.63,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF LACTIC ACID,$198.63,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF TYROSINE,$198.50,,
Northwestern Medicine Central DuPage Hospital,APPLY NEUROSTIMULATOR,$198.00,,
Northwestern Medicine Central DuPage Hospital,MEDIHONEY PASTE 1.5OZ,$197.75,,
Northwestern Medicine Central DuPage Hospital,IMMUNOASSAY ANALYTE QUANTITATIVE NOS,$197.75,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF 5-HIAA,$197.63,,
Northwestern Medicine Central DuPage Hospital,INTRAOP CYTO PATH CONSULT 2,$197.63,,
Northwestern Medicine Central DuPage Hospital,SCD SLEEVE KNEE LENGTH REG,$197.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF FOLIC ACID SERUM,$197.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF MYOGLOBIN,$197.00,,
Northwestern Medicine Central DuPage Hospital,HEPATITIS B SURFACE AG IA,$197.00,,
Northwestern Medicine Central DuPage Hospital,BODY FLUID CELL COUNT WITH DIFFERENTIAL,$197.00,,
Northwestern Medicine Central DuPage Hospital,PSA SCREENING,$197.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF CALCIUM_CALCIUM; IONIZED,$196.50,,
Northwestern Medicine Central DuPage Hospital,SPIC SM WRIST & THUMB,$196.25,,
Northwestern Medicine Central DuPage Hospital,CMV ANTIBODY IGM,$196.00,,
Northwestern Medicine Central DuPage Hospital,GBA GENE,$196.00,,
Northwestern Medicine Central DuPage Hospital,RBC SERUM PRETX INCUBJ DRUGS,$195.75,,
Northwestern Medicine Central DuPage Hospital,PT EVAL LOW COMPLEX,$195.69,,
Northwestern Medicine Central DuPage Hospital,GLOVE TRACTION EXERCISE,$195.50,,
Northwestern Medicine Central DuPage Hospital,IV ER SUPPLIES,$195.50,,
Northwestern Medicine Central DuPage Hospital,ELECTROLYTE PANEL,$195.50,,
Northwestern Medicine Central DuPage Hospital,ALPHA-1-ANTITRYPSIN TOTAL,$195.50,,
Northwestern Medicine Central DuPage Hospital,ALPHA-1-ANTITRYPSIN PHENO,$195.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF URINE PORPHYRINS,$195.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY TRIIODOTHYRONINE (T3),$195.50,,
Northwestern Medicine Central DuPage Hospital,INTRAOP CYTO PATH CONSULT 1,$195.13,,
Northwestern Medicine Central DuPage Hospital,CYTP FNA EVAL EA ADDL,$195.13,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF GASTRIN,$195.00,,
Northwestern Medicine Central DuPage Hospital,IMMUNOASSAY TUMOR CA 15-3,$195.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF CORTICOSTEROIDS 17,$195.00,,
Northwestern Medicine Central DuPage Hospital,HTLV-I ANTIBODY,$195.00,,
Northwestern Medicine Central DuPage Hospital,OLIGOCLONAL BANDS,$194.50,,
Northwestern Medicine Central DuPage Hospital,PSYTX PT&/FAMILY 45 MINUTES,$194.00,,
Northwestern Medicine Central DuPage Hospital,CDH C/D OP COUNSELING IND- 45 MIN,$194.00,,
Northwestern Medicine Central DuPage Hospital,CDH M/H OP COUNSELING IND- 45 MIN,$194.00,,
Northwestern Medicine Central DuPage Hospital,NEEDLE EPIDURAL 22G X 6,$193.75,,
Northwestern Medicine Central DuPage Hospital,UMBILICAL VESSEL CATH 3.5FR,$193.50,,
Northwestern Medicine Central DuPage Hospital,UMBILICAL VESSEL CATH 5.0FR,$193.50,,
Northwestern Medicine Central DuPage Hospital,RESPIRATORY VIRUS ANTIBODY,$193.38,,
Northwestern Medicine Central DuPage Hospital,PORTA WARM MATTRESS,$193.00,,
Northwestern Medicine Central DuPage Hospital,HCPF TX INTERPHALANG DIS W/O A,$193.00,,
Northwestern Medicine Central DuPage Hospital,AEROSOL SUPPLY,$192.75,,
Northwestern Medicine Central DuPage Hospital,ENDOFORM COLLAGEN 2X2/MICROFIBRIL,$192.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF GLUCAGON,$191.88,,
Northwestern Medicine Central DuPage Hospital,COMPLEMENT ANTIGEN,$191.88,,
Northwestern Medicine Central DuPage Hospital,HIV-2 ANTIBODY,$191.88,,
Northwestern Medicine Central DuPage Hospital,ANES WARM PED UNDRBDY BLNKT,$191.75,,
Northwestern Medicine Central DuPage Hospital,CALENDULA CREAM,$191.75,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF TROPONIN QUANT,$191.25,,
Northwestern Medicine Central DuPage Hospital,HCPF REMOVE RENAL TUBE W/FLUOR,$191.00,,
Northwestern Medicine Central DuPage Hospital,HCPF PERC PORTOGR W/O HEMO,$190.00,,
Northwestern Medicine Central DuPage Hospital,PUMP CONNECTOR MEDELA,$19.75,,
Northwestern Medicine Central DuPage Hospital,TAKE HOME DRESSING,$19.00,,
Northwestern Medicine Central DuPage Hospital,UPPER EXTREMITY STUDY UNILATERAL OR LIMITED,$19.00,,
Northwestern Medicine Central DuPage Hospital,PAIN MANAGEMENT PROCEDURE LEVEL 2,"$19,632.50",,
Northwestern Medicine Central DuPage Hospital,L HRT ART/GRFT ANGIO,"$19,590.00",,
Northwestern Medicine Central DuPage Hospital,ILIAC ARTERY REVASCULAR; INITIAL VESSEL,"$19,483.25",,
Northwestern Medicine Central DuPage Hospital,CAROTID/INNOMINATE ANGIO W/EXTRACRAINAL UNILATERAL,"$19,363.00",,
Northwestern Medicine Central DuPage Hospital,X-RAY BILIARY DILATION WITH OR WITHOUT STENT S&I,"$19,233.00",,
Northwestern Medicine Central DuPage Hospital,IODINE I-123 IOBENGUANE (MIBG),"$19,120.25",,
Northwestern Medicine Central DuPage Hospital,MAMMACARE CARE KITS,$189.75,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF PROCAINAMIDE WITH METABOLITES,$189.38,,
Northwestern Medicine Central DuPage Hospital,ELECTRICAL STIMULATION,$189.25,,
Northwestern Medicine Central DuPage Hospital,GAIT TRAINING THERAPY,$189.25,,
Northwestern Medicine Central DuPage Hospital,C/D EVALUATION,$189.00,,
Northwestern Medicine Central DuPage Hospital,C/D ADOLES EVAL,$189.00,,
Northwestern Medicine Central DuPage Hospital,M/H EVALUATION,$189.00,,
Northwestern Medicine Central DuPage Hospital,M/H ADOLES EVAL,$189.00,,
Northwestern Medicine Central DuPage Hospital,TOP EVAL ADULT,$189.00,,
Northwestern Medicine Central DuPage Hospital,TOP EVAL ADOLESCENT,$189.00,,
Northwestern Medicine Central DuPage Hospital,CDH C/D EVALUATION,$189.00,,
Northwestern Medicine Central DuPage Hospital,CDH C/D ADOLES EVAL,$189.00,,
Northwestern Medicine Central DuPage Hospital,CDH TOP EVAL ADULT,$189.00,,
Northwestern Medicine Central DuPage Hospital,CDH TOP EVAL ADOLESCENT,$189.00,,
Northwestern Medicine Central DuPage Hospital,CDH M/H EVALUATION,$189.00,,
Northwestern Medicine Central DuPage Hospital,CDH M/H ADOLES EVAL,$189.00,,
Northwestern Medicine Central DuPage Hospital,FOLEY 16FR TEMP SENSOR W/AR,$188.75,,
Northwestern Medicine Central DuPage Hospital,FREDERICK FROG POSITION AID,$188.75,,
Northwestern Medicine Central DuPage Hospital,HPYLORI STOOL IA,$188.75,,
Northwestern Medicine Central DuPage Hospital,HPYLORI STOOL EIA,$188.75,,
Northwestern Medicine Central DuPage Hospital,FETAL HEMOGLOBIN ASSAY QUAL,$188.50,,
Northwestern Medicine Central DuPage Hospital,DRUG SCREENING COCAINE,$188.25,,
Northwestern Medicine Central DuPage Hospital,XYLOSE TOLERANCE TEST,$188.25,,
Northwestern Medicine Central DuPage Hospital,CLOT FACTOR XII HAGEMAN,$188.25,,
Northwestern Medicine Central DuPage Hospital,HCPF COM LAC SCALPEX EA AD<5,$188.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF FREE THYROXINE,$187.88,,
Northwestern Medicine Central DuPage Hospital,ASSAY FOR PHENCYCLIDINE,$187.75,,
Northwestern Medicine Central DuPage Hospital,ENT SCOPE,$187.50,,
Northwestern Medicine Central DuPage Hospital,ANES PULSE OXIMETER,$187.50,,
Northwestern Medicine Central DuPage Hospital,IV CHEMO LOW SORBING FILTER TUBING,$187.50,,
Northwestern Medicine Central DuPage Hospital,LACTOFERRIN FECAL (QUAL),$187.25,,
Northwestern Medicine Central DuPage Hospital,HIV-1ANTIBODY,$187.25,,
Northwestern Medicine Central DuPage Hospital,CANNULA INF SZ 4 NASAL CPAP,$187.00,,
Northwestern Medicine Central DuPage Hospital,HCPF PERC PORTOGRAPHY W HEMO,$187.00,,
Northwestern Medicine Central DuPage Hospital,LUMBAR PUNCTURE TR PED/INF,$186.75,,
Northwestern Medicine Central DuPage Hospital,HEPATITIS A ANTIBODY,$186.25,,
Northwestern Medicine Central DuPage Hospital,FLOWCYTOMETRY/TC ADD-ON,$186.25,,
Northwestern Medicine Central DuPage Hospital,CHROMOSOME COUNT ADDITIONAL,$186.25,,
Northwestern Medicine Central DuPage Hospital,IMMOB KNEE SPLINT 12IN SM,$186.00,,
Northwestern Medicine Central DuPage Hospital,HCPF SIMPLE REP LAC 7.6-12.5CM,$186.00,,
Northwestern Medicine Central DuPage Hospital,PHLEBOTOMY BAG W/17G SFTY ND,$185.50,,
Northwestern Medicine Central DuPage Hospital,HEP B SURFACE ANTIBODY,$185.25,,
Northwestern Medicine Central DuPage Hospital,FLUOROSCAN,$185.00,,
Northwestern Medicine Central DuPage Hospital,HCPF NJX PX NFROSGRM &/URTRGRM - EXISTING ACCESS,$185.00,,
Northwestern Medicine Central DuPage Hospital,OXISENSOR NEONATAL,$184.50,,
Northwestern Medicine Central DuPage Hospital,COMPLEMENT TOTAL (CH50),$184.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF VITAMIN B-1,$184.13,,
Northwestern Medicine Central DuPage Hospital,DRUG SCREEN QUAN LAMOTRIGINE,$184.13,,
Northwestern Medicine Central DuPage Hospital,IODOFLEX DRESSING,$184.00,,
Northwestern Medicine Central DuPage Hospital,PS LACERATION TRAY,$184.00,,
Northwestern Medicine Central DuPage Hospital,CLOT INHIBIT PROT S TOTAL,$183.63,,
Northwestern Medicine Central DuPage Hospital,THROMBOPLASTIN INHIBITION,$183.63,,
Northwestern Medicine Central DuPage Hospital,REMOVAL OF SKIN TAGS <W/15,$183.50,,
Northwestern Medicine Central DuPage Hospital,RBC ANTIBODY ELUTION,$183.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF PLASMA HEMOGLOBIN,$183.13,,
Northwestern Medicine Central DuPage Hospital,FIBRINOGEN ACTIVITY,$183.13,,
Northwestern Medicine Central DuPage Hospital,THYROGLOBULIN ANTIBODY,$183.13,,
Northwestern Medicine Central DuPage Hospital,IMMUNOASSAY TUMOR CA 19-9,$183.13,,
Northwestern Medicine Central DuPage Hospital,LEADLESS PACER-INTERGT EVAL/ANAL,$183.00,,
Northwestern Medicine Central DuPage Hospital,ANES NERVE BLCK SET CONTI,$182.25,,
Northwestern Medicine Central DuPage Hospital,GLYCOSYLATED HEMOGLOBIN TEST,$182.13,,
Northwestern Medicine Central DuPage Hospital,HEP B CORE ANTIBODY TOTAL,$182.13,,
Northwestern Medicine Central DuPage Hospital,WBC ALKALINE PHOSPHATASE,$182.13,,
Northwestern Medicine Central DuPage Hospital,SURGICAL PATH GROSS,$182.13,,
Northwestern Medicine Central DuPage Hospital,HISTOLOGY I-BREAST,$182.13,,
Northwestern Medicine Central DuPage Hospital,FLUORESCENT ANTIBODY TITER,$181.50,,
Northwestern Medicine Central DuPage Hospital,STERILE WATER,$181.00,,
Northwestern Medicine Central DuPage Hospital,"ENFLOW CARTRIDGE W/ 3"" EXT",$181.00,,
Northwestern Medicine Central DuPage Hospital,ADENOVIRUS ANTIBODY,$181.00,,
Northwestern Medicine Central DuPage Hospital,HEPATITIS B DNA AMP PROBE,$180.50,,
Northwestern Medicine Central DuPage Hospital,CO ST II,$180.00,,
Northwestern Medicine Central DuPage Hospital,MACROSCOPIC EXAM PARASITE,$180.00,,
Northwestern Medicine Central DuPage Hospital,"SCOTCHCAST TAPE 1""",$18.75,,
Northwestern Medicine Central DuPage Hospital,MASSAGE THERAPY,$18.75,,
Northwestern Medicine Central DuPage Hospital,STERI-STRIP,$18.25,,
Northwestern Medicine Central DuPage Hospital,INSERT PULSE GEN SNGL LEAD,"$18,969.50",,
Northwestern Medicine Central DuPage Hospital,INSERT HEART PM ATRIAL,"$18,953.00",,
Northwestern Medicine Central DuPage Hospital,ABLATE ATRIA X10SV ENDO,"$18,917.00",,
Northwestern Medicine Central DuPage Hospital,L HRT ARTERY/VENTRICLE ANGIO,"$18,508.50",,
Northwestern Medicine Central DuPage Hospital,NITRIC OXIDE,"$18,406.50",,
Northwestern Medicine Central DuPage Hospital,NITRIC OXIDE VIA VENT,"$18,179.50",,
Northwestern Medicine Central DuPage Hospital,DRESS SELF-ADHRN 8X8 ABSRBT,$179.75,,
Northwestern Medicine Central DuPage Hospital,SKIN FUNGI CULTURE,$179.50,,
Northwestern Medicine Central DuPage Hospital,BLOOD FUNGUS CULTURE,$179.50,,
Northwestern Medicine Central DuPage Hospital,"REMOVAL IMPACTED CERUMEN, IRRIGATION/LAVAGE, UNILATERAL",$179.50,,
Northwestern Medicine Central DuPage Hospital,IV FLUID WARMING SET,$179.25,,
Northwestern Medicine Central DuPage Hospital,SUCTION SYS CLOSED PICU,$179.00,,
Northwestern Medicine Central DuPage Hospital,SUCTION SYSTEM CLSD ADULT,$179.00,,
Northwestern Medicine Central DuPage Hospital,VARICELLA-ZOSTER ANTIBODY,$179.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF IMIPRAMINE,$179.00,,
Northwestern Medicine Central DuPage Hospital,CYTOPATH FL NONGYN FILTER,$179.00,,
Northwestern Medicine Central DuPage Hospital,SLEEVE IRRIGATION 2PC CLS,$178.75,,
Northwestern Medicine Central DuPage Hospital,SPERM ANTIBODY TEST,$178.75,,
Northwestern Medicine Central DuPage Hospital,MECHANICAL CHEST WALL OSCILL,$178.75,,
Northwestern Medicine Central DuPage Hospital,ANTIGEN SCREEN 1-HBC,$178.63,,
Northwestern Medicine Central DuPage Hospital,HUMIDIFICATION CHAMBER,$178.25,,
Northwestern Medicine Central DuPage Hospital,NEBULIZER TREATMENT HAND,$178.00,,
Northwestern Medicine Central DuPage Hospital,PULMONARY REHAB W EXER,$178.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY GROWTH HORMONE (HGH),$177.88,,
Northwestern Medicine Central DuPage Hospital,CHORIONIC GONADOTROPIN ASSAY,$177.88,,
Northwestern Medicine Central DuPage Hospital,MICROBE SUSCEPTIBLE MIC,$177.88,,
Northwestern Medicine Central DuPage Hospital,N.GONORRHOEAE DNA AMP PROB,$177.88,,
Northwestern Medicine Central DuPage Hospital,ASSAY 17- KETOSTEROIDS,$177.50,,
Northwestern Medicine Central DuPage Hospital,HCPF ARTERY X-RAY ARM/LEG BIL,$177.00,,
Northwestern Medicine Central DuPage Hospital,INJECTION FOR ANKLE X-RAY,$177.00,,
Northwestern Medicine Central DuPage Hospital,CYTOPATH C/V AUTO FLUID REDO,$176.88,,
Northwestern Medicine Central DuPage Hospital,KERRAMAX DRESSING 8INX9IN,$176.50,,
Northwestern Medicine Central DuPage Hospital,IMMUNOGLOBULIN ASSAY,$176.38,,
Northwestern Medicine Central DuPage Hospital,CYTOPATH C/V AUTO FLUID REDO,$176.38,,
Northwestern Medicine Central DuPage Hospital,ANES WARM MULTI-ACCESS BLNKT,$176.00,,
Northwestern Medicine Central DuPage Hospital,CATH THORACIC 20FR 16IN,$176.00,,
Northwestern Medicine Central DuPage Hospital,CATH THORACIC 28FR 16IN,$176.00,,
Northwestern Medicine Central DuPage Hospital,CHEST TB E TROCAR 24FR,$176.00,,
Northwestern Medicine Central DuPage Hospital,THORACIC CATHETER 8FR STER,$176.00,,
Northwestern Medicine Central DuPage Hospital,TROCAR CHEST TB E 10FR,$176.00,,
Northwestern Medicine Central DuPage Hospital,TROCAR CHEST TB E 12FR,$176.00,,
Northwestern Medicine Central DuPage Hospital,TROCAR CHEST TB E CATH 16FR,$176.00,,
Northwestern Medicine Central DuPage Hospital,WARMING MULTI-ACCESS BLNKT,$176.00,,
Northwestern Medicine Central DuPage Hospital,SCD SLEEVE FOOT LRG,$175.50,,
Northwestern Medicine Central DuPage Hospital,SCD SLEEVE FOOT REG,$175.50,,
Northwestern Medicine Central DuPage Hospital,SPIRAL NEEDLE EACH,$175.50,,
Northwestern Medicine Central DuPage Hospital,TRACTION SPLINT BUCK,$175.25,,
Northwestern Medicine Central DuPage Hospital,HCPF CONTROL NOSEBLD ANT COMP,$175.25,,
Northwestern Medicine Central DuPage Hospital,NEEDLE NRVEBLK COUDEBLUNT,$175.00,,
Northwestern Medicine Central DuPage Hospital,CUTIMED SILTEC SORB DRESSING 5X5IN,$175.00,,
Northwestern Medicine Central DuPage Hospital,DEFIBRILLATOR PADS,$175.00,,
Northwestern Medicine Central DuPage Hospital,HCPF ABSCESS DRAINAGE UND XRAY,$175.00,,
Northwestern Medicine Central DuPage Hospital,DRESSING AQUACEL AG FIBER,$174.75,,
Northwestern Medicine Central DuPage Hospital,MEPILX BORDR SACRUM 9.2X9.2,$174.75,,
Northwestern Medicine Central DuPage Hospital,ANTINUCLEAR ANTIBODIES (ANA),$174.75,,
Northwestern Medicine Central DuPage Hospital,EPSTEIN-BARR CAPSID VCA,$174.75,,
Northwestern Medicine Central DuPage Hospital,CULTURE TYPE IMMUNOFLUORESC,$174.75,,
Northwestern Medicine Central DuPage Hospital,SMEAR COMPLEX STAIN,$174.75,,
Northwestern Medicine Central DuPage Hospital,TRICHOMONAS VAGINALIS AMPLIF,$174.75,,
Northwestern Medicine Central DuPage Hospital,LIMB MUSCLE TESTING MANUAL,$174.75,,
Northwestern Medicine Central DuPage Hospital,THROMBOPLASTIN TIME PARTIAL SUBSTITUTION,$174.63,,
Northwestern Medicine Central DuPage Hospital,ACCUTEMP CAUTERY,$174.50,,
Northwestern Medicine Central DuPage Hospital,NEEDLE 16GA ILIAC ASP PED,$174.50,,
Northwestern Medicine Central DuPage Hospital,"EAKIN POUCH, 4.3? X 3?",$174.50,,
Northwestern Medicine Central DuPage Hospital,IADNA STREPTOCOCCUS GROUP A AMPLIFIED PROBE TQ,$174.50,,
Northwestern Medicine Central DuPage Hospital,DRUG SCREENING METHADONE,$173.88,,
Northwestern Medicine Central DuPage Hospital,ANTINUCLEAR ANTIBODIES,$173.88,,
Northwestern Medicine Central DuPage Hospital,MACROSCOPIC EXAM ARTHROPOD,$173.88,,
Northwestern Medicine Central DuPage Hospital,CHYLMD TRACH DNA AMP PROBE,$173.88,,
Northwestern Medicine Central DuPage Hospital,THERAPEUTIC ACTIVITIES,$173.75,,
Northwestern Medicine Central DuPage Hospital,EVALUATION OF SPEECH FLUENCY,$173.59,,
Northwestern Medicine Central DuPage Hospital,SPLINT SCOTCHCAST/3 X 12,$173.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF BETA-2 PROTEIN,$173.38,,
Northwestern Medicine Central DuPage Hospital,LEPTOSPIRA ANTIBODY,$173.38,,
Northwestern Medicine Central DuPage Hospital,TRAY MYELOGRAM PROCEDURE,$173.00,,
Northwestern Medicine Central DuPage Hospital,"PERIPHERAL ART DISEASE REHAB, EA",$173.00,,
Northwestern Medicine Central DuPage Hospital,CERVICAL ALLOGRAFT,"$173,745.00",,
Northwestern Medicine Central DuPage Hospital,CMPLX RPR TRUNK ADDL 5CM/<,$172.75,,
Northwestern Medicine Central DuPage Hospital,HCPF SIM LAC F/EEN/MM 5.1-7.5,$172.75,,
Northwestern Medicine Central DuPage Hospital,BLOOD SAMP KIT VEN BLD MGMT- 20IN,$172.50,,
Northwestern Medicine Central DuPage Hospital,QUANTITATIVE SCREEN METALS,$172.38,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF INSULIN TOTAL,$172.38,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF URINE VMA,$172.38,,
Northwestern Medicine Central DuPage Hospital,PARTICLE AGGLUT ANTBDY SCRN,$172.38,,
Northwestern Medicine Central DuPage Hospital,HCPF ARTERY X-RAYS- LUNG,$172.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF HOMOVANILLIC ACID,$171.63,,
Northwestern Medicine Central DuPage Hospital,MECHANICAL TRACTION THERAPY,$171.50,,
Northwestern Medicine Central DuPage Hospital,IONTOPHORESIS ELECTRIC CURRENT THERAPY,$171.50,,
Northwestern Medicine Central DuPage Hospital,PHYSICAL PERFORMANCE TEST,$171.50,,
Northwestern Medicine Central DuPage Hospital,FETAL SCRN/RFX KLEIHAUER,$171.25,,
Northwestern Medicine Central DuPage Hospital,METHYLPHENIDATE,$171.13,,
Northwestern Medicine Central DuPage Hospital,GASTRIC SUMP TB E 10FR,$171.00,,
Northwestern Medicine Central DuPage Hospital,GLIDESCOPE LARYNGOSCOPE,$171.00,,
Northwestern Medicine Central DuPage Hospital,IV START SET,$171.00,,
Northwestern Medicine Central DuPage Hospital,MISC IMPLANT-BONE BANK,"$171,489.00",,
Northwestern Medicine Central DuPage Hospital,ASSAY GROWTH HORMONE (HGH),$170.88,,
Northwestern Medicine Central DuPage Hospital,ORTHOGLAS SPLINT ARM,$170.75,,
Northwestern Medicine Central DuPage Hospital,OVA AND PARASITES SMEARS,$170.75,,
Northwestern Medicine Central DuPage Hospital,THROMBOPLASTIN TIME PARTIAL SUBSTITUTION EACH,$170.75,,
Northwestern Medicine Central DuPage Hospital,IRRIGATION SET TUR Y CLP 80,$170.00,,
Northwestern Medicine Central DuPage Hospital,ROSIDAL BNDG 12CM X 5CM,$170.00,,
Northwestern Medicine Central DuPage Hospital,VAC WHITEFOAM 10X7.5 DRS,$170.00,,
Northwestern Medicine Central DuPage Hospital,BANDAGE-ADHESIVE 6X8,$17.00,,
Northwestern Medicine Central DuPage Hospital,DRESSING OIL EMULSION,$17.00,,
Northwestern Medicine Central DuPage Hospital,GAUZE VASELINE 3X9,$17.00,,
Northwestern Medicine Central DuPage Hospital,REVISION HEPATIC SHUNT (TIPS) PROCEDURE,"$17,896.25",,
Northwestern Medicine Central DuPage Hospital,ABLATE ATRIA LMTD ENDO,"$17,687.00",,
Northwestern Medicine Central DuPage Hospital,FLORBETAPIR F-18=<10MCI PER MCI,"$17,552.00",,
Northwestern Medicine Central DuPage Hospital,INDIUM IN-111 PENTETREOTIDE (OCTREOSCAN),"$17,460.75",,
Northwestern Medicine Central DuPage Hospital,OPEN PERQ PLACE STENT 1ST ARTERY,"$17,392.00",,
Northwestern Medicine Central DuPage Hospital,OPEN PERQ PLACE STENT SAME VESSEL; INITIAL,"$17,392.00",,
Northwestern Medicine Central DuPage Hospital,INSJ SUBQ IMPLTBL DFB ELCTRD,"$17,201.75",,
Northwestern Medicine Central DuPage Hospital,ASSAY CARBOXYHB QUANT,$169.75,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF TOTAL THYROXINE,$169.75,,
Northwestern Medicine Central DuPage Hospital,NEISSERIA MENINGITIDIS,$169.75,,
Northwestern Medicine Central DuPage Hospital,HEPATITIS DELTA AGENT ANTBDY,$169.63,,
Northwestern Medicine Central DuPage Hospital,SECUREMENT CATH ANCHOR LARGE STERILE DOUBLE STRAP 2F-47FR,$169.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF AMIKACIN,$169.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF THYROGLOBULIN,$169.25,,
Northwestern Medicine Central DuPage Hospital,ELEC STIM OTHER THAN WOUND,$169.25,,
Northwestern Medicine Central DuPage Hospital,HCPF FIX G/COLON TUBE W/DEVICE,$169.00,,
Northwestern Medicine Central DuPage Hospital,"DEBRISOFT 4X4"" DEBRIDEMENT",$168.75,,
Northwestern Medicine Central DuPage Hospital,DEVCE DEBRIDEMENT LOLLY 10X110MM WHTE POLY SNGL,$168.75,,
Northwestern Medicine Central DuPage Hospital,CAST SA CHILD,$168.25,,
Northwestern Medicine Central DuPage Hospital,CHEM TRMNT RBC TYPING AB SCRN,$168.25,,
Northwestern Medicine Central DuPage Hospital,ULTRASOUND THERAPY,$168.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF HAPTOGLOBIN QUANT,$168.13,,
Northwestern Medicine Central DuPage Hospital,LYME DISEASE ANTIBODY,$168.13,,
Northwestern Medicine Central DuPage Hospital,AMNIOCENTESIS TR,$168.00,,
