MNEMONIC,MNEM DESC,Cur Chg
RL02067C,LC\Q\HGB EVALUATION PANEL PRTC,$3.50
RL02067D,LC\Q\HGB EVALUATION PANEL PRTD,$3.55
RL02067E,LC\Q\HGB EVALUATION PANEL PRTE,$2.60
RL02067F,LC\Q\HGB EVALUATION PANEL PRTF,$2.60
RL02067G,LC\Q\HGB EVALUATION PANEL PRTG,$2.60
RL02081,LC\Q\HEP B CORE IGM AB,$14.60
RL02082,LC\Q\HEP B VIRAL DNA QNT PCR,$126.60
RL02086,LC\Q\HEP B SURFACE AG,$6.68
RL02088,LC\Q\HEP BE ANTIGEN,$20.00
RL02093,LC\Q\HEPATITIS E AB IGG,$59.90
RL02094,LC\Q\HEPATITIS E AB IGM,$40.30
RL02108,"LC\Q\HETEROPHIL, MONO TEST",$4.81
RL02111,LC\Q\HEXAGONAL PHASE CONF,$38.95
RL02118,LC\Q\HUMAN GROWTH HORMONE,$14.65
RL02193A,LC\Q\HISTOPLASMOSIS AB CF PRTA,$9.90
RL02193B,LC\Q\HISTOPLASMOSIS AB CF PRTB,$9.90
RL02196,LC\Q\HEPARIN INDUCED PLT AB,$208.44
RL02206,LC\Q\HIV-1 GENOTYPING PTA,$231.00
RL02207,LC\Q\HIV-1 GENOTYPING PTB,$231.00
RL02213,LC\Q\HIV 1 RNA QNT RT PCR,$150.00
RL02215,LC\Q\HIV-1 SCR(REFL),$24.26
RL02216A,LC\Q\HIV 1/2 AB DIFF: HIV 1,$83.20
RL02216B,LC\Q\HIV 1/2 AB DIFF: HIV 2,$83.20
RL02224,LC\Q\HLA B27 ANTIGEN,$22.30
RL02233,"LC\Q\HOMOCYSTEINE,CARDIO",$32.80
RL02245A,LC\Q\HSV 1/2 IGG HERPESELECT A,$20.25
RL02245B,LC\Q\HSV 1/2 IGG HERPESELECT B,$20.26
RL02248,"LC\Q\HSV 2 IGG, HERPESELECT",$20.26
RL02256,LC\Q\HTLV I/II AB,$63.00
RL02267,LC\Q\HYDROLASE(21-) AB,$113.51
RL02272,LC\Q\17-HYDROXYPROGESTERONE,$26.37
RL02287,"LC\Q\5-HIAA, 24 HR URINE",$19.30
RL02291A,"LC\Q\HSV 1/2 IGM AB, IFA PRTA",$52.50
RL02291B,"LC\Q\HSV 1/2 IGM AB, IFA PRTB",$52.80
RL02291C,LC\Q\HSV 1 IGM TITER,$51.51
RL02291D,LC\Q\HSV 2 IGM TITER,$51.51
RL02297,"LC\Q\HISTOPLASMA AG, URINE",$89.50
RL02302,LC\Q\HLA B*5701 TYPING,$291.72
RL02305,"LC\Q\HIV-1 RNA, QUAL TMA",$349.00
RL02406,LC\Q\IGF BINDING PROTEIN-3,$48.85
RL02407,LC\Q\IGF-2 LC/MS,$130.00
RL02408,LC\Q\IGG SUBCLASS 1,$16.15
RL02412A,LC\Q\IMMUNOGLOB G SUBCLASS A,$14.45
RL02412B,LC\Q\IMMUNOGLOB G SUBCLASS B,$14.45
RL02412C,LC\Q\IMMUNOGLOB G SUBCLASS C,$14.45
RL02412D,LC\Q\IMMUNOGLOB G SUBCLASS D,$14.45
RL02412E,LC\Q\IMMUNOGLOB G SUBCLASS E,$14.45
RL02446,LC\Q\INTERLEUKIN-6,$162.00
RL02782,LC\Q\LATEX (K82) IGE,$6.95
RL02969,LC\Q\IMMUNOFIX(U),$19.30
RL02970,LC\Q\IMMUNOFIXATION,$18.83
RL02978,LC\Q\IMMUNOGLOBULIN A,$7.97
RL02980,LC\Q\IMMUNOGLOBULIN E,$14.36
RL02981,LC\Q\IMMUNOGLOBULIN G,$7.96
RL02983,LC\Q\IMMUNOGLOBULIN M,$7.96
RL02994,LC\Q\INSULIN,$27.73
RL02998,"LC\Q\INSULIN, ABS, HIGHLY SENS",$59.40
RL03016,LC\Q\INSULIN LIKE GROWTH,$27.75
RL03022,LC\Q\INTRINSIC FACTOR BLOCKING,$30.40
RL03034,LC\Q\ISLET CELL AG 512,$42.25
RL03054A,LC\Q\INFLUENZA ANTIBODIES PRTA,$18.35
RL03054B,LC\Q\INFLUENZA ANTIBODIES PRTB,$18.35
RL03056,LC\Q\IMMUNE CELL FUNCTION,$206.25
RL03057,LC\Q\IODINE SERUM,$83.03
RL03060,LC\Q\IGA SUBCLASSES,$52.51
RL03060A,LC\Q\IGA SUBCLASSES PRT B,$52.52
RL03061,LC\Q\INHIBIN B,$171.80
RL03208,LC\Q\THY STIMULATING IMMUNOGLB,$65.00
RL03501,LC\Q\JO-1 ANTIBODY,$31.70
RL03506A,"LC\Q\JAK2,QUAL LEUMETRA-EXONSA",$325.00
RL03506B,"LC\Q\JAK2,QUAL LEUMETRA-EXONSB",$325.00
RL03601,LC\Q\KAPPA/LAMBDA L CHAIN,$25.63
RL03607,"LC\Q\KETOSTERIODS, 17 24 HR UR",$62.11
RL03609,LC\Q\KIDNEY STONE ANALYSIS,$54.00
RL03614A,LC\Q\KAPPA\LAMBDA 24 HR UR A,$31.25
RL03614B,LC\Q\KAPPA\LAMBDA 24 HR UR B,$31.25
RL03615A,LC\Q\KAPPA & LAMDA LIGHT CHNSA,$31.25
RL03615B,LC\Q\KAPPA & LAMDA LIGHT CHNSB,$31.25
RL03617A,LC\Q\KAPPA & LAMDA LT CHNS URA,$31.25
RL03617B,LC\Q\KAPPA & LAMDA LT CHNS URB,$31.25
RL03812,LC\Q\LAMOTRIGNE,$53.75
RL03814,LC\Q\LDH ISOENZYME PANEL,$79.56
RL03823,LC\Q\LEAD,$9.65
RL03831,LC\Q\LEGIONELLA AG URINE,$158.26
RL03836,LC\Q\LEPTOSPIRA ANTIBODY,$107.00
RL03915,LC\Q\LIPOPROTEIN (a),$34.35
RL03929B,LC\Q\LUP ANTICOAG:DRVVT-EVAL,$38.00
RL03929C,LC\Q\LUP ANTICOAG:LA-PTT-EVAL,$19.00
RL03929D,LC\Q\LUP ANTICOAG:HEXAGON PHAS,$38.00
RL03929E,LC\Q\LUP ANTICOAG:DRVTT 1:1MIX,$30.00
RL03933,LC\Q\LH,$9.86
RL03938A,LC\Q\LYME ABS IGG & IGM PRT A,$20.97
RL03938B,LC\Q\LYME ABS IGG & IGM PRT B,$20.97
RL03946,LC\Q\LYMPHOCYTE SUBSET PNL 4,$51.33
RL03947,LC\Q\LYMPHOCYTE SUBSET PNL 5,$42.24
RL03951A,LC\Q\SERUM LIGHT CHAINS PRTA,$4.55
RL03951B,LC\Q\SERUM LIGHT CHAINS PRTB,$4.55
RL03951C,LC\Q\SERUM LIGHT CHAINS PRTB,$4.55
RL03951D,LC\Q\SERUM LIGHT CHAINS PRTD,$4.55
RL03951E,LC\Q\SERUM LIGHT CHAINS PRT E,$4.55
RL03952,LC\Q\LEVETIRACETAM,$48.32
RL03953,LC\Q\LIVERKIDNEY MICROSOME AB,$63.65
RL03957A,LC\Q\LS RATIO,$144.58
RL03957B,LC\Q\LBDN,$50.00
RL03959,LC\Q\LP PLA2 (PLAC[TM]),$151.75
RL03962,"LC\Q\LACOSAMIDE,LC\MS\MS",$75.71
RL04301,LC\Q\MYCOPLASMA PNEUM ABS IGG,$13.70
RL04302,LC\Q\MYCOPLASMA PNEUM ABS IGM,$41.00
RL04314,"LC\Q\MAG-SGPG, IGM",$120.37
RL04317,"LC\Q\MANGANESE, SERUM",$54.00
RL04345,"LC\Q\MEASLES AB IGG,EIA",$14.86
RL04346A,LC\Q\MEASLES AB IGG,$21.95
RL04346B,LC\Q\MEASLES AB IGM,$21.95
RL04356,"LC\Q\MERCURY,BLOOD",$20.87
RL04356A,"LC\Q\MERCURY,FLUID",$186.00
RL04362,"LC\Q\METANEPHRINES, URINE",$21.90
RL04363,"LC\Q\METANEPHERINES,PLASMA LC",$122.45
RL04380,"LC\Q\METHMALONIC ACID, SERUM",$56.38
RL04401,LC\Q\MITOCHONDIRAL AB W/ REFLX,$13.67
RL04421,LC\Q\MUMPS VIRUS IGG,$15.35
RL04429,LC\Q\MYCOPHENOLIC ACID,$85.05
RL04448,"LC\Q\MTHFR,DNA MUTAT ANALYSIS",$328.85
RL04452,"LC\Q\MAGNESIUM,RBC",$71.86
RL04508,"LC\Q\QUETIAPINE, SERUM/PLASMA",$49.20
RL04736,LC\Q\COLLAG CROSS LINK:N TELOP,$114.00
RL04742,LC\Q\NIACIN,$172.00
RL04743,LC\Q\NEISSERIA GONORRHEA AB,$127.05
RL04745,LC\Q\NICOTINE & COTININE,$78.00
RL04938,"LC\Q\OSMOLALITY, FECES",$11.87
RL04950,LC\Q\OXYCARBAZEPINE,$19.53
RL04954,"LC\Q\OXALIC ACID, 24 HR",$13.32
RL05114A,LC\Q\O&P EXAM: FORMALIN PRTA,$4.40
RL05114B,LC\Q\O&P EXAM: FORMALIN PRT B,$4.40
RL05117,LC\Q\PARIETAL CELL TITER,$17.50
RL05118,LC\Q\PAREITAL CELL AB,$17.50
RL05120A,LC\Q\PARVOVIRUS (B19) ABS PRTA,$12.55
RL05120B,LC\Q\PARVOVIRUS (B19) ABS PRTB,$12.55
RL05139,"LC\Q\PH, FECES",$27.84
RL05163,"LC\Q\PHOSPHORUS, URINE",$6.62
RL05173,"LC\Q\RENIN ACTIVITY, PLASMA",$98.75
RL05177,"LC\Q\PLATELET AB, DIRECT",$19.80
RL05198,"LC\Q\PORPHOBILINOGEN,RAND UR",$10.53
RL05214,LC\Q\PREALBUMIN,$16.95
RL05217,LC\Q\PREGNENOLONE,$63.76
RL05218A,LC\Q\PRIMIDONE PRTA,$15.85
RL05218B,LC\Q\PRIMIDONE PRTB,$15.85
RL05225,LC\Q\PROGESTERONE,$11.83
RL05228,LC\Q\PROINSULIN,$174.42
RL05229,LC\Q\PROLACTIN,$13.81
RL05250,"LC\Q\PROTEIN C, ACTIVITY",$98.07
RL05255A,LC\Q\PROTEIN ELECTRO (U) PRT A,$8.25
RL05255B,LC\Q\PROTEIN ELECTRO (U) PRT B,$8.30
RL05257,LC\Q\PROTEIN S ACTIVITY,$114.16
RL05258,LC\Q\PROTEIN S ANTIGEN,$121.50
RL05262,"LC\Q\PROTEIN, TOTAL",$5.10
RL05263,"LC\Q\PROTEIN, URINE",$5.65
RL05273A,LC\Q\PSA FREE & TOTAL PART A,$10.25
RL05273B,LC\Q\PSA FREE & TOTAL PART B,$10.25
RL05279A,LC\Q\PTH INTACT & CALCIUM PRTA,$14.18
RL05279B,LC\Q\PTH INTACT & CALCIUM PRTB,$14.19
RL05282,LC\Q\PTT ACTIVATED,$5.55
RL05292A,LC\Q\PROTEIN ELECTR URINE PRTA,$4.15
RL05292B,LC\Q\PROTEIN ELECTR URINE PRTB,$4.15
RL05292C,LC\Q\PROTEIN ELECTR URINE PRTC,$4.15
RL05292D,LC\Q\PROTEIN ELECTR URINE PRTD,$4.15
RL05294A,LC\Q\PROTEIN ELECTRO W/ SCAN,$11.15
RL05295A,LC\Q\PHOSPHATIDYLSERINE AB IGA,$82.33
RL05295B,LC\Q\PHOSPHATIDYLSERINE AB IGG,$82.33
RL05295C,LC\Q\PHOSPHATIDYLSERINE AB IGM,$82.34
RL05297,"LC\Q\PSA, ULTRASENS",$50.00
RL05301,LC\Q\PROTHROMBIN GENE,$60.00
RL05303,LC\Q\PANTOTHENIC ACID-B5,$175.00
RL05602,LC\Q\RAPAMYCIN (SIROLIMUS),$64.60
RL05622,"LC\Q\REDUC SUBSTANCES,FECES-QL",$8.40
RL05637,LC\Q\RHEUMATOID FACTOR,$5.65
RL05638,LC\Q\RIBOSOMAL P AB,$55.00
RL05642,LC\Q\RISTOCETIN COFACTOR,$57.25
RL05648,LC\Q\ROTAVIRUS AG DETECT,$23.25
RL05656,LC\Q\RUBELLA IGG AB,$4.44
RL05660,LC\Q\RUBELLA IGM ANTIBODY,$18.00
RL05665,LC\Q\RETICULIN AB,$68.95
RL05667,LC\Q\RUFINAMIDE,$112.47
RL05829,LC\Q\SCLERODERMA AB (SCL-70),$12.56
RL05841,LC\Q\SHBG;SEX HORMONE BIND GLB,$16.53
RL05846,LC\Q\SICKLE CELL SCREEN,$3.70
RL05851A,LC\Q\SJOGREN'S ANTIBODIES PRTA,$8.30
RL05851B,LC\Q\SJOGREN'S ANTIBODIES PRTB,$8.31
RL05852,LC\Q\SKELETAL MUSCLE AB,$18.90
RL05853A,LC\Q\SM AND SM/RNP ABS PRT A,$27.67
RL05853B,LC\Q\SM AND SM/RNP ABS PRT B,$27.67
RL05854,LC\Q\SM/RNP ABS,$16.81
RL05856,LC\Q\SMOOTH MUSCLE AB W/ REFLX,$16.94
RL05879,LC\Q\SS A RO AB(IGG)EIA,$8.41
RL05880,LC\Q\SS B LA AB(IGG)EIA,$8.41
RL05926,LC\Q\STREPTOZYME SCREEN,$18.70
RL05928,LC\Q\SS DNA IgG ANTIBODY,$138.17
RL05929,LC\Q\SEROTONIN REL ASSAY,$260.00
RL05936A,LC\Q\STONE RISK ANALYTES A,$7.71
RL05936B,LC\Q\STONE RISK ANALYTES B,$7.71
RL05936C,LC\Q\STONE RISK ANALYTES C,$7.71
RL05936D,LC\Q\STONE RISK ANALYTES D,$7.71
RL05936E,LC\Q\STONE RISK ANALYTES E,$7.71
RL05936F,LC\Q\STONE RISK ANALYTES F,$7.71
RL05936G,LC\Q\STONE RISK ANALYTES G,$7.71
RL05936H,LC\Q\STONE RISK ANALYTES H,$7.71
RL05936I,LC\Q\STONE RISK ANALYTES I,$7.71
RL05936J,LC\Q\STONE RISK ANALYTES J,$7.71
RL05936K,LC\Q\STONE RISK ANALYTES K,$7.71
RL05936L,LC\Q\STONE RISK ANALYTES L,$7.69
RL06104,"LC\Q\T3, REVERSE",$19.43
RL06109,LC\Q\T4 FREE BY DIALYSIS,$16.75
RL06115,LC\Q\TACROLIMUS,$82.77
RL06120,LC\Q\TBG (THYROXINE BIND GLOB),$21.48
RL06126A,"LC\Q\TESTOSTERONE,FREE/WK BD A",$7.00
RL06126B,"LC\Q\TESTOSTERONE,FREE WK BD B",$7.00
RL06127A,"LC\Q\TESTOSTERONE,FR & TOT A",$9.81
RL06127B,"LC\Q\TESTOSTERONE,FR& TOT B",$9.80
RL06128,"LC\Q\TESTOSTERONE, TOTAL",$8.22
RL06128A,"LC\Q\TESTOSTERONE, TOTAL",$8.02
RL06143,LC\Q\THROMBIN CLOTTING TIME,$35.88
RL06147,LC\Q\THYROGLOBULIN ABS,$6.33
RL06148A,LC\Q\THYROGLOBULIN PART A,$12.83
RL06148B,LC\Q\THYROGLOBULIN PART B,$12.83
RL06149,LC\Q\THY PEROXIDASE ABS,$8.57
RL06151,LC\Q\THYROID BIND INHIB IG,$179.33
RL06163,LC\Q\TOPIRAMATE,$25.00
RL06165,LC\Q\TOXOPLASMOSIS IGG AB,$15.15
RL06169,LC\Q\TOXOPLASMA IGM AB,$21.20
RL06175,LC\Q\TRANSFERRIN,$12.30
RL06209,LC\Q\TISSUE TRANSGLUT IGA,$35.29
RL06210,LC\Q\TISSUE TRANSGLUT IGG,$75.94
RL06251,LC\Q\THIOPURINE METABOLITES,$91.80
RL06254A,LC\Q\TREP PALLIDUM AB IGG,$63.07
RL06254B,LC\Q\TREP PALLIDUM AB IGM,$63.06
RL06255,"LC\Q\TRIGYLCERIDES, FLUID",$26.30
RL06416,"LC\Q\UREA NITROGEN, 24 HR UR",$5.65
RL06422,"LC\Q\URIC ACID, URINE",$4.76
RL06608,"LC\Q\VDRL, CSF",$7.00
RL06612,LC\Q\VASO INTEST POLYPEP-VIP,$92.87
RL06625,LC\Q\VISCOSITY,$14.40
RL06627,LC\Q\VITMAIN A (RETINOL),$20.22
RL06628,"LC\Q\VITMIN B1, THIAMINE",$138.38
RL06632,LC\Q\VITAMIN B2,$71.66
RL06633,LC\Q\VITAMIN B6,$21.45
RL06634,LC\Q\VITMAIN C,$12.58
RL06635,"LC\Q\VITMAIN D, 1-25 DIHYDROXY",$46.13
RL06637,LC\Q\VITAMIN E (TOCOPHEROL),$15.80
RL06638,"LC\Q\VITAMIN K, PLASMA",$101.48
RL06643,LC\Q\VON WILLEBRAND FACT,$112.40
RL06646,LC\Q\VONWILLEBRANDS MUTLIMERIC,$134.65
RL06654,LC\Q\VZV IGG AB,$10.61
RL06658,LC\Q\VARICELLA ZOSTER VIRUS AB,$23.80
RL06662A,LC\Q\VARICELLA ZOSTER ABS PRTA,$26.25
RL06662B,LC\Q\VARICELLA ZOSTER ABS PRTB,$26.25
RL06664,"LC\Q\VITAMIN D, 25 HYDROXY",$45.02
RL06811A,LC\Q\WEST NILE VIRUS IGG,$31.40
RL06811B,LC\Q\WEST NILE VIRUS IGM,$31.40
RL06812,LC\FOCUS\ANTIFUNGAL SENS MOLD,$66.62
RL07401,LC\Q\ZINC,$11.15
RL07406,LC\Q\ZONISAMIDE(ZONEGRAN),$109.73
RL07409,LC\Q\ANTI-MULLERIAN HORMONE AS,$104.55
RL08500,LC\FOCUS\FUNGAL ID,$88.00
RL08501,"LC\FOCUS\FUNGAL SUSC,YEAST MIC",$473.00
RL08501M,"LC\FOCUS\FUNGAL SUSC,MOLD MIC",$66.62
RL08502,LC\FOCUS\BACTERIAL ID,$67.80
RL08504,"LC\FOCUS\FUNGAL CS,OTHER/BLOOD",$58.20
RL08508A,LC\FOCUS\AFB CULTURE,$26.33
RL08508B,LC\FOCUS\AFB SMEAR,$16.14
RL08508C,LC\FOCUS\AFB CONCENTRATION,$62.53
RL08520A,LC\FOCUS\PNEUMO CYS (PCP)DFA 1,$65.04
RL08520B,LC\FOCUS\PNEUMO CYS (PCP)DFA B,$65.04
RL08611,LC\FOCUS\FUNGAL ID MOLD,$92.71
07012,"LP\TISSUE PROCESS,GROSS/MICROV",$362.43
07013,"LP\TISSUE PROCESS,GROSS/MICROV","$1,001.88"
07034,LP\TISS PROCESSING-EACH ADD BC,$244.78
07049,"LP\SPECIAL STAINS, GROUP I",$140.41
07050,"LP\SPECIAL STAINS, GROUP II",$136.62
07051,LP\DECALCIFICATION OF TISSUE,$104.37
07052,LP\TISSUE PROCESSING-GROSS NL,$153.71
07053,LP\TISSUE PROCESSING-GROSS/MIC,$332.08
07055,LP\TISSUE PROCESSING-FRZN SECT,$548.38
07061,LP\CYTOLOGY PROCESSING-CELL BC,$419.35
07064,LP\CYTOLOGY PROCESSING FNA,$628.08
07067,LP\TISSUE PROC-GROSS/MICRO EV,$483.87
07068,LP\TISSUE PROC-GROSS/MICRO,$711.58
07075,LP\CYTOLOGY PROCESSING-FNA-ST,$204.93
07080,LP\BONE MARROW ASP-PROCESSING,$296.01
07081,LP\BONE MARROW BIOPSY,$470.57
07088,LP\REFERENCE CASE,$624.28
07121,LP\HISTOCHEM ST-FS-PROCESSING,$138.53
07122,LP\IMMUNOCYTOCHM-EA AB-PROCSSH,$351.04
07124,LP\CYTOPATH PROCESS-WASH/BRH/E,$225.80
07126,LP\CYTOPATH PROCESS-SMEAR & FT,$136.62
07127,LP\CYTOPATH PROCESS-CONC MEHO,$328.28
07130,LP\CYTOPATH PROCESS-FNA CEL BC,$182.16
07131,LP\BONE MARROW ASP/CELL BLK-PC,$316.90
07233,LP\Q\SPECIMEN TO QUEST-NC,$0.00
07234,LP\MCB\STAT FROZEN AND REPORT,"$3,411.38"
07305,"LP\CLA\IHC, EACH ANTIBODY",$45.00
07310,"LP\CLA\FLOW CYTOMETRY/TC,1 MRK",$90.93
07311,"LP\CLA\FLOW CYTOMETRY,TC-ADDON",$51.77
07316,"LP\CLA\INSITU HYBRIDIZ, AUTO",$177.52
07337,LP\CLA\M/PHMTRC ALYS ISHQUANT,$355.04
07122A,LP\IMMUNOCYTOCHM-EA AB-ADDIT,$351.04
07305B,"LP\CLA\IHC, EACH ANTIBODY",$45.00
10111,LS\LEUKO REDUCED RBC,$937.37
10114,LS\LEUKO REDUCED RBC IRRAD,$937.37
10119,LS\FRESH FROZEN PLASMA-FFP,$119.55
10127,"LS\PLATELETS, APHERESIS LR","$2,013.25"
10140,LS\ABO TYPING,$25.00
10142,LS\RH TYPING,$20.00
10145,LS\ANTIBODY ID PANEL (LISS),$90.00
10146,LS\ANTIBODY ID PANEL (PEG),$90.00
10149,LS\ANTI-CMV,$40.00
10150,LS\TREATMENT OF RGT CELLS,$100.00
10155,LS\DAT-ANTI-COMPLEMENT,$20.00
10156,LS\DAT-ANTI-IGG,$20.00
10157,LS\DAT-POLYSPECIFIC,$20.00
10158,"LS\DIFF ADSORPTION OF SERUM,EA",$95.00
10160,LS\ELUTION,$70.00
10161,LS\ENZYME TREATMENT OF PANEL,$100.00
10166,LS\PATIENT SERUM SCREEN,$55.00
10167,LS\PHENOTYPE (each antigen),$40.00
10168,"LS\RH PHENOTYPE (C,c,E,e)",$75.00
10170,"LS\SCRN AG NEG UNIT,EA AG/UNIT",$65.00
10173,LS\TITRATION,$150.00
10174,LS\IRRAD OF BB COMPONENT,$35.00
10193,LS\STAT DELIVERY OR PICKUP,$100.00
10199,LS\STAT LAB PROCEDURE,$95.00
4540000100,LS\SCRN AG NEG UNIT/CLASS 1,$65.00
4540000101,LS\SCRN AN NEG UNIT/CLASS RARE,$170.00
4540000103,LS\SCRN AG NEG UNIT/CLASS 2,$115.00
4540000104,LS\ HEMOGLOBIN S SCREEN,$39.00
7540000000,LS\SCRN AG NEG UNIT/CLASS 2,$115.00
10195A,LS\ABO DISCREPANC RESOLUTION A,$100.00
10195B,LS\ABO DISCREPANC RESOLUTION B,$50.00
11001,CP\ EKG  (4.0),$664.12
11003,CP\RHYTHM STRIP EKG (5.0),$77.81
11004,CP\HOLTER MONITOR 24 HR RECORN,$531.30
11007,CP\2-D MODE Limited,"$1,825.39"
11009,CP\HOLTER MONITOR 24 HR SCANNG,$648.94
11014,CARD\STRESS ECHOCARDIOGRAM,"$4,371.83"
13003,EEG 41-60 MINUTES,"$2,195.41"
14000,"XR ORBITS, MIN 4 VIEWS","$1,041.74"
14004,XR MANDIBLE COMPLETE 4 VIEWS,"$1,178.35"
14006,XR FACIAL BONES < 3 VIEWS,$728.64
14007,XR FACIAL BONES COMP 3 VIEWS,"$1,267.53"
14008,XR NASAL BONES MIN 3 VIEWS,$800.74
14012,XR SINUSES COMP MIN 3 VIEWS,"$1,147.99"
14013,XR SINUSES LIMITED < 3 VIEWS,$595.81
14015,XR SKULL LIMITED,$808.34
14016,XR SKULL COMP MIN 4 VIEWS,"$1,292.21"
14021,"XR TMJ, BILATERAL","$1,113.84"
14022,"XR NECK, SOFT TISSUE",$597.72
14032,CHEST 4+ VIEWS,$850.07
14035,XR RIBS UNILATERAL 2 VIEWS,$910.79
14037,XR STERNUM MINIMUM 2 VIEWS,$774.17
14047,XR CERVICAL SPINE 2 or 3 VWS,$833.01
14048,"XR CERVICAL SPINE,4 OR 5 VWS","$1,235.28"
14049,"XR CERVICAL SPINE, 6 OR 6+ VWS",$960.13
14050,XR THORACIC SPINE 2 VIEWS,$711.58
14051,XR THORACO-LUMBAR JUNCT 2 VWS,$734.34
14052,XR LUMBAR SPINE 2 OR 3 VIEWS,$855.78
14053,XR LUMBAR SPINE COMP MIN 4 VWS,"$1,428.83"
14054,XR L-SPINE W/BENDING MIN 6 VWS,"$1,597.70"
14055,XR SACROILIAC JOINTS MIN 3 VWS,$857.66
14064,XR CLAVICLE,$554.07
14065,XR SCAPULA,$518.03
14066,XR SHOULDER 1 VIEW,$518.03
14067,XR SHOULDER COMP MIN 2 VIEWS,$734.34
14068,XR A-C JOINTS W OR WO WEIGHT,$722.95
14069,XR HUMERUS MIN 2 VIEWS,$707.78
14070,XR ELBOW LIMITED 2 VIEWS,$523.71
14071,XR ELBOW COMP MIN 3 VIEWS,$781.76
14072,XR FOREARM COMP 2 VIEWS,$605.30
14073,XR WRIST 2 VIEWS,$527.50
14074,XR WRIST COMP MIN 3 VIEWS,$762.80
14075,XR HAND COMP MIN 3 VIEWS,$762.80
14076,XR HAND LIMITED 2 VIEWS,$525.62
14077,XR FINGER(S),$459.20
14078,XR HIP UNILATERAL LTD 1 VIEW,$550.28
14080,XR HIP(S) BILAT 2 VWS W/PELV,$316.90
14083,XR PELVIS 1 OR 2 VIEWS,$597.72
14084,XR PELVIS COMP MIN 3 VIEWS,$383.30
14086,XR KNEE LIMITED,$569.26
14087,XR KNEE COMPLETE MIN 4 VIEWS,$950.64
14088,"XR HIP, OPERATIVE",$760.90
14090,XR TIBIA-FIBULA COMP 2 VIEWS,$681.20
14091,XR ANKLE LIMITED 2 VIEWS,$542.69
14092,XR ANKLE COMP MIN 3 VIEWS,$690.69
14093,XR FOOT LIMITED 2 VIEWS,$533.21
14094,XR FOOT COMP MIN 3 VIEWS,$740.01
14096,XR TOE(S),$447.81
14097,XR SCANOGRAM (BONE LENGTH),$499.05
14098,XR\ G-TUBE PLACEMENT,$751.41
14099,XR BONE AGE STUDY,$466.78
14100,XR METASTATIC BONE SURVEY,$624.28
14101,XR BONE SURVEY SPINE & EXTREM,"$1,979.08"
14102,XR UGI W/AIR CONTRAST,$569.26
14105,XR ABDOMINAL SERIES,"$1,068.29"
14107,"XR ESOPHAGUS, FUNCT W/VIDEO","$1,502.81"
14108,XR ESOPHAGUS,"$1,165.06"
14109,XR UGI WO AIR CONTRAST,$622.38
14110,XR UGI & SMALL BOWEL W/O AIR,"$2,206.79"
14111,XR SMALL BOWEL SERIES,"$1,565.44"
14112,XR BARIUM OR HYPAQUE ENEMA,"$1,527.49"
14113,"XR BARIUM ENEMA, AIR CONTRAST","$2,054.98"
14117,XR CHOLANGIOGRAM OPERATIVE,"$1,339.63"
14118,XR CHOLANGIO OPERATIVE 2ND SET,$136.62
14132,XR CYSTOGRAM COMP MIN 3 VIEWS,"$1,060.70"
14147,XR OUTSIDE FILMS INTERPRET,$0.00
14150,"XR FLURO <1 HR, NO FILMS",$960.13
14166,XR FOREIGN BODY 1 VIEW CHILD,$204.93
14303,XR SACRUM AND COCCYX,$888.03
14616,"XR FLUORO > 1 HR, NO FILMS","$1,512.31"
14634,XR ARM INFANT 2 VIEWS <2 YRS,$176.47
14635,XR LEG INFANT 2 VIEWS <2 YRS,$176.47
14862,XR FLUORO FOR NEEDLE PLACEMENT,"$1,320.64"
14872,XR HEEL UNILAT MIN 2 VIEWS,$542.69
14874,XR KNEE 3 VIEWS,$605.30
14876,XR MANDIBLE LIMITED,$637.55
14878,XR RIBS BILATERAL W/PA CHEST,"$1,451.59"
14879,XR RIBS UNILATERAL W/PA CHEST,"$1,166.97"
14880,XR SHOULDER ARTHROGRAM CT/MRI,"$2,499.02"
14882,XR THORACIC SPINE 3 VIEWS,$929.78
14883,"XR TMJ, UNILATERAL",$626.18
14884,XR UGI & SMALL BOWEL W/AIR,"$2,206.79"
14892,XR INJ/ASP MAJOR JOINT,$269.44
14895,XR DECLOTTING VENOUS CATHETER,"$1,557.85"
50334,XR/ STEREOTACTIC LOCAL GUIDE,"$2,861.43"
50340,XR/DIGIT SCREENING MAMMO BIL,$394.67
50341,XR/DIGIT DIAG MAMMO BIL,$474.37
50342,XR/DIGIT DIAG MAMMO UNILAT,$371.91
50343,XR\DIGITAL MAMMO/CAD SCR UNIL,$394.67
50344,XR\DIG BRST TOMOSYN SCRN BILAT,$212.52
50345,XR\DIG BRST TOMOSYN DIAG BILAT,$212.52
50346,XR\DIG BRST TOMOSYN DIAG UNI,$212.52
50388,XR/STEREO MARKER PLACEMENT,$379.50
4630000000,CHEST 1 VIEW,$542.69
4630000001,CHEST 2 VIEWS,$690.69
4630000002,CHEST 3 VIEWS,$741.93
4630000003,ABDOMEN 1 VIEW,$574.96
4630000004,ABDOMEN 1 VIEW OR,$0.00
4630000005,ABDOMEN 2 VIEWS,$844.40
4630000006,ABDOMEN 3/+ VIEWS,$844.40
7630000000,XR G-TUBE PLCEMNT VERIFICATION,"$1,476.72"
7630000001,XR SPINE T/L 2 VIEWS,$976.43
