Charge Code,Charge Desc,Charge Amt
4280370,EMBOLIZATION VASCULAR,35537
4280371,EMBOLIZATION VASCULAR S & I,850
4280372,EMBOLIZATION UTERINE FIBROID,21249
4280373,EMBOLIZATION NASAL,7745
4280380,VENOUS ACCESS TUNNEL CATH,7497
4280381,SELECT MAIN PULMONARY ARTERY,737
4280382,CHANGE NEPHROSTOMY TUBE SUPPLY,347
4280384,PTA ADDITIONAL VESSELS,460
4280394,INJECTION SVC S & I,3939
4280396,TRANSCATHETER RETRIEVAL W/RAD S&I,9194
4280398,REPOSITION CENTRAL VENOUS CATH,2353
4280399,CENTRAL VENOUS LINE PLACEMENT,3213
4280400,THROMBECTOMY DIALYSIS (DECLOT),34220
4280401,PTA AORTIC,16474
4280402,INJECTION NEPHROSTOGRAM,2170
4280403,CHANGE OF NEPHROSTOMY TUBE,6145
4280404,THROMBECTOMY WITH CATHETER,15338
4280405,PTA VENOUS,21612
4280410,CT GUIDED NECK SOFT TISSUE BIOPSY,3370
4280411,VENOUS ACCESS DEVICE EXCHANGE,9570
4280412,REMOVAL VENOUS ACCESS DEVICE,1959
4280413,PORT PLACEMENT VENOUS ACCESS,9021
4280415,CHEMO ADMIN INTO CNS,1358
4280416,"SPINAL PUNCTURE, THERAPEUTIC",1499
4280417,PTA VENOUS W/STENT PLACEMENT,36640
4280502,Radiology Observation,34
4280531,CT GUIDED CYST ASPIRATION,774
4280735,US VENOUS MAPPING,764
4280911,ANGIO EXTRMTY UNTL SNGL F,8822
4280920,HIP INJECTION/ASPIRATION-RT,806
4280921,HIP INJECTION/ASPIRATION-LT,806
4280960,SUPPLIES GASTROINTESTINAL TRAY/TUBE,855
4280962,DRUG COATED PTA BALLOON,7615
4280963,ARTERIOGRAM SUPPLY,379
4280968,BONE ACCESS NEEDLE (DRIVER SYSTEM),1800
4280971,CAROTID EMBOLIZATION FILTER,5625
4280972,CATH/SUPPLIES LEVEL 1,196
4280973,CATH/SUPPLIES LEVEL 2,277
4280974,CATH/SUPPLIES LEVEL 3,412
4280975,CAROTID STENT,4760
4280976,EMBOLIZATION COILS MICRO,390
4280977,EMBOLIZATION MICROSPHERES,1131
4280978,EMBOLIZATION COILS STANDARD,315
4280979,URETERAL BALLOON CATHETER,812
4280980,SUPPLIES/ARTERIOGRAM LEVEL II,509
4280981,SUPPLIES/ARTERIOGRAM LEVEL I,352
4280982,SUPPLIES/VENOGRAM,352
4280983,SUPPLIES/CHOLANGIOGRAM,352
4280984,SUPPLIES/BILIARY DRAINAGE,509
4280986,SUPPLIES NEPHROSTOMY TUBE,355
4280987,SUPPLIES THROMBOLYSIS,785
4280988,SUPPLIES/PTA CATH.,845
4280989,SUPPLIES/IVC FILTER,5138
4280990,SUPPLIES/DIALYSIS VENOGRAM,158
4280991,SUPPLIES/THROMBECTOMY,1715
4280992,SUPPLIES/TUNNEL CATH PLACEMENT,1340
4280993,SUPPLIES CATHETER RETRIEVAL,915
4280994,SUPPLIES ABSCESS DRAINAGE,477
4280995,SUPPLIES/ARTHROGRAM TRAY,66
4280996,SUPPLIES/ZILVER STENT,2640
4280997,URETERAL STENT,710
4280998,SUPPLIES/EXPRESS STENT,5170
4280999,SUPPLIES/STENT PLACEMENTS,1494
4281001,SUPPLIES PORT DEVICE PLACEMENT,1055
4281002,SUPPLIES/SURGIFLOW,800
4281017,US PROCEDURE TRAY,55
4281018,US BIOPSY GUN,120
4281019,US PARACENTESIS SUPPLIES,109
4281021,US BIOPSY NEEDLE,49
4281022,US BIOPSY NEEDLE TRU CUT,71
4281023,US BIOPSY NEEDLE TROCAR,55
4281026,US THORACENTESIS SUPPLIES,109
4281027,EMPTY EVAC CONTAINER,7
4281029,CT BIOPSY TRAY,55
4281031,CT BIOPSY GUN SHORT THROW,115
4281033,CT BIOPSY GUN LONG THROW,152
4281035,CT NEEDLE BIOPSY,49
4281036,KYPHOPLASTY BALLOON,5263
4281037,VERTEBROPLASTY TRAY,2251
4281039,CURVED TROCAR KIT,309
4281041,STANDARD TROCAR KIT,309
4281049,IMPLANTABLE TISSUE MARKER,834
4281053,FLUORO GUIDANCE SPINE/SACROILIAC,233
4281060,CONTRAST 100-199MG/ML,5
4281061,CONTRAST 200-299MG/ML,5
4281075,GASTROSTOMY TUBE CHANGE,720
4281090,MAMMOTONE BREAST BX,3808
4281092,MAMMOTONE BREAST SPECIMEN,1428
4281093,MAMMOTONE BREAST BX SUPPLIES,1266
4281094,MAMMOTONE BREAST BX CLIP SUPPLIES,406
4281096,SUPPLY EPIDURAL TRAY,233
4281105,CONTRAST 300-399 MG/ML,5
4281110,"INJ, GADOLINIUM CONTRAST MRI",10
4281111,FALLOPIAN TUBE CK/REOPEN,6139
4281112,PERITONEAL DRAINAGE CATH PLACEMENT,9356
4281149,IRRIGATION OF VAD,376
4281809,GE STERO LOC HEADSET,315
4282102,ABDOMINAL AORTOGRAM - VS,8832
4282103,ABD W/RUNOFF - VS,12196
4282104,CAROTID CERVICAL ARTERIO BILATERAL- VS,15533
4282105,CAROTID CERVICAL ARTERIO UNILATERAL - VS,10363
4282114,EXTREMITY ARTERIO UNILATERAL - VS,8832
4282115,EXTREMITY ARTERIO BILAT - VS,8832
4282127,"EXTREMITY VENOGRAM, UNILAT-  VS",2813
4282128,"EXTREMITY VENOGRAM, BILAT - VS",2813
4282129,IVC VENOGRAM- VS,12196
4282130,SVC VENOGRAM- VS,3948
4282233,IV US CATHETER,5117
4282234,"IVUS, ADD'L VESSEL - DR SELLERS",715
4282235,"IVUS, INITIAL VESSEL - DR SELLERS",725
4282236,EMBOLIZATION VASCULAR- VS,35537
4282237,PTA ILIAC ARTERY W/STENT PLACEMENT -VS,45828
4282238,PTA ILIAC/SUBCLAVIAN ARTERY- VS,17999
4282239,PTA VENOUS W/STENT PLACEMENT - VS,36651
4282241,PTA VENOUS - VS,17734
4282242,INJ EXTREMITY VENOGRAPHY,200
4282244,REMOVAL VENOUS ACCESS DEVICE - VS,1959
4282245,INSERT CENTRAL VENOUS ACCESS DEVICE - VS,7734
4282246,PTA FEM/POP W/STENT PLACEMENT- VS,38203
4282247,RENAL VENOGRAM BILATERAL - VS,10363
4282248,RENAL VEIN SELECTION BILATERAL,472
4282249,"RENAL ARTERIOGRAM, BILATERAL - VS",10363
4282250,"RENAL ARTERIOGRAM, UNILATERAL - VS",10363
4282251,"PTA/STENT, RENAL OR VISCERAL ARTERY - VS",40345
4282252,THROMBECTOMY (MECH) ARTERIAL- VS,13153
4282253,THROMBECTOMY (MECH) ADD'L ARTERY- VS,13142
4282254,THROMBECTOMY (MECH) VEIN - VS,13153
4282255,THROMBECTOMY (MECH) ADD'L VEIN- VS,13142
4282256,ANGIOJET CATHETER,7572
4282257,PULMONARY ARTERIO BILAT - VS,10438
4282258,PULMONARY ARTERIO UNILATERAL - S,10438
4282259,ANGIO THRU EXISTING CATH - VS,3380
4282260,VENOUS THROMBOLYSIS UNILATERAL - VS,9570
4282261,VENOUS THROMBOLYSIS UNILATERAL - VS,9570
4282263,EKOS CATH,13304
4282264,PTA TIB/PERNL W/STENT PLACEMENT - VS,34363
4282265,PTA TIB/PERNL - VS,22293
4282266,VISCERAL ARTERIOGRAM - VS,21341
4282267,ARTERIAL THROMBOLYSIS UNILATERAL RT,16370
4282268,ARTERIAL THROMBOLYSIS UNILATERAL LT,16370
4282300,DIALYSIS FISTULOGRAM - VS,2405
4282314,DIALYSIS FISTULOGRAM W/ANGIOPLASTY- VS,16940
4282315,DIALYSIS FISTULOGRAM W/PTA/STENT PERIPH,34240
4282360,FEM/POPL ATHERECTOMY PTA/STENT,60479
4282361,FEM/POPL REVAS W/ATHERECTOMY - VS,43438
4282362,SUPPLIES/ATHERECTOMY CATH DIRECTIONAL,15380
4282363,TIB/PERNL REVAS W/ATHERECTOMY/PTA - VS,56740
4282364,SUPPLIES/ATHERECTOMY CATH ROTATIONAL,13180
4282365,IVC FILTER PLACEMENT- VS,16765
4282399,CENTRAL VENOUS LINE PLACEMENT - VS,3213
4282400,PTA FEMORAL-POPLITEAL- VS,17999
4282401,PTA AORTIC- VS,16474
4285703,TRAY LUMBAR PUNCTURE,406
4289006,SUPPLIES SUPRAPUBIC CATHETER,217
4290408,CT BRAIN W/O CONTRAST,1315
4290409,CT ABDOMEN WITHOUT CONTRAST,1391
4290411,CT ABDOMEN W/ & W/OUT CONTRAST,1851
4290414,CT PELVIS W & W/O CONTRAST,1440
4290417,CT CHEST W/CONTRAST,1477
4290418,CT THORACIC SPINE,1770
4290419,CT LOWER EXT. W/ CONTRAST LT,1434
4290426,CT ABD/PELVIS WO CONTRAST,2948
4290427,CT ABD/PELVIS W/CONTRAST,2959
4290428,CT ABD/PELVIS WO & W/CONTRAST,3279
4290429,CT ABD/PELVIS (WO ORAL OR IV) CONTRAST,2948
4290430,CT ENTEROGRAPHY ABD/PELVIS W/CONTRAST,1510
4290431,CT CYSTOGRAM,1088
4290501,CT BRAIN W/O & W CONTRAST,1785
4290503,CT BRAIN WITH CONTRAST,1401
4290504,CT CERVICAL W/O CONTRAST,1315
4290505,CT CHEST W & W/O CONTRAST,1564
4290506,CT CHEST WITHOUT CNTRST,1391
4290507,CT FACIAL AND SINUS W/O CONTRA,1315
4290511,CT ABDOMEN WITH CONTRAST,1564
4290514,CT NECK WITH CONTRAST,1325
4290515,CT ORBITS WITH CONTRAST,1401
4290516,CT ORBITS W/O CONTRAST,1315
4290519,CT PELVIS SINGLE W/O CONTRAST,1251
4290521,CT PELVIS SINGLE W CONTRAST,1401
4290522,CT RENAL DOUBLE,1851
4290523,CT INNER EAR,1315
4290526,CT SELLA,1969
4290528,CT RENAL W/CONTRAST,1564
4290529,CT LUMBAR,1770
4290537,CT BRAIN-CON W/INNER EAR,1981
4290541,CT SINUS FOR SCREENING,1315
4290542,CT ORBITS W/ & W/O CONTRAST,1753
4290543,CT SCAN-LIMITED STUDY,374
4290550,CT UPPER EXT W/O CONTRAST RT,2488
4290551,CT UPPER EXT W/CONTRAST RT,1434
4290552,CT UPPER EXT W/O & W CONT RT,1531
4290553,CT UPPER EXT W/O CONTRAST LT,2488
4290554,CT UPPER EXT W/ CONTRAST LT,1434
4290555,CT UPPER EXT W/OR & W CONT LT,1531
4290556,CT LOWER EXT W/O CONTRAST RT,1244
4290557,CT LOWER EXT. W/ CONTRAST RT,1434
4290558,CT LOWER EXT. W/O & W CONT RT,1531
4290559,CT LOWER EXT. W/O CONTRAST LT,2488
4290561,CT LOWER EXT. W/O & W CONT LT,1531
4290562,CHEST TUBE PLACEMENT,2330
4290564,CT ANGIOGRAPHY ABDOMEN,2099
4290570,CT NECK W-W/O CONTRAST,1510
4290571,CT GUIDANCE STEREOSTATIC LOCAL,2251
4290572,CT ANGIOGRAPHY ABD/PELVIS,2824
4290575,LIVER CYST ASPIRATION,2200
4290580,CT ANGIOGRAPHY NECK W/O-W CONT,1672
4291047,CT GUIDED PLACEMENT OF RT FIELDS,379
4291048,PLACEMENT RADIATION DEVICE/MARKER,4046
4291065,CTA BRAIN,3338
4291066,CTA CHEST,1672
4291067,CTA PELVIS,3338
4291068,CTA UPPER EXTREMITIES,3338
4291070,CTA AORTA/BIL RUNOFF,3338
4291071,CT GUIDED NEEDLE LOC LUNG,1315
4291081,US SPINAL CANAL,406
4291120,CT RENAL ABLATION UNILAT (CRYO),13029
4291121,CT GUIDED ABLATION,1428
4291123,CRYOBLATION PROBE,4284
4291190,3D IMAGING RECONSTRUCTION,439
4300160,TENDON INJECTION SINGLE (ORIGIN),940
4300420,ABDOMEN SINGLE VIEW,212
4300421,ABD FLAT AND UPRIGHT,439
4300422,COLON BARIUM,460
4300423,COLON AIR CONTRAST,526
4300424,CERVICAL -AP-LAT,233
4300425,CERVICAL -4-VEIWS,363
4300604,A-C JOINTS - BIL,233
4300606,CHEST-OBLIG VIEWS,282
4300612,CER SP COMP FLEX-EXT,453
4300613,CHEST 1 VIEW,233
4300614,CHEST 2 VIEWS,271
4300643,GALL BLADDER,277
4300645,COLON GASTROGRAFIN,460
4300646,COLON HYPAQUE,460
4300647,UPPER GI W/GASTRO,460
4300649,CHEST-FLURO DIAPHRAYM,761
4300650,CHEST 4-VIEWS,277
4300651,CHEST 4 VIEWS FLURO,761
4300656,SPINE-SINGLE LEVEL,212
4300657,UROGRAPHY INTRAVENOUS,725
4300658,BONE SURVEY METASTATIC,1028
4300659,CYSTOGRAM 3 VIEWS,1263
4300660,MYELOGRAM LUMBAR,2932
4300661,THORACIC SPINE  2 VIEWS,277
4300662,MYEOGRAM CERVICAL,2932
4300664,NECK SOFT TISSUE 2 V,158
4300665,NASAL BONES COMPLETE,212
4300666,ORBITS COMPLETE 4 V,255
4300667,BARIUM SWALLOW,342
4300668,PELVIS 1 VIEW,190
4300669,EYE FOREIGN BODY,418
4300670,EYE F B LOCALIZATION,418
4300671,FACIAL BONES,363
4300673,RIBS BILATERAL,315
4300674,SKULL-LESS THAN 4 VIEWS,223
4300675,SKULL COMPLETE,277
4300676,SACRO ILIAC JOINTS,255
4300678,UPPER GI SERIES,418
4300679,UROGRAPHY NEPHOTOMO,1263
4300680,UPPER G I SERIES WITH S B,493
4300681,INT AUDITORY MEAT I,282
4300682,SMALL BOWEL,309
4300683,GASTROGRAFIN SWALLOW,970
4300685,KUB-SINGLE VIEW,212
4300686,LEG LENGTH FILM,379
4300688,LONG BONES,379
4300689,LUMBAR SPINE AP LAT,277
4300690,LUMBAR SPINE COMP,541
4300691,LUMBAR FLEX-ENT ONLY,282
4300694,MANDIBLE-COMPLETE,255
4300695,MASTOIDS,255
4300696,SACRUM COCCYX,233
4300697,HYSTEROSALPINGRAM,1612
4300698,SCAPULA 2 VIEWS,223
4300702,SINUSES LESS THAN 3 VIEWS,223
4300703,SINUSES COMPLETE,260
4300704,SKELETON SURV INFANT,255
4300705,OPTIC FORAMINA,282
4300706,STERNOCLAVICULAR JTS,233
4300707,STERNUM,233
4300708,T M JOINTS BILATERAL,260
4300710,TOMMOGRAPHY,602
4300711,URETHROCYSTOGRAM-VOID,1263
4300717,ARTHRITIS BONE SURVEY,1055
4300719,THORACOLUMBAR AP-LAT,277
4300720,SCOLIOSIS STUDY,282
4300721,GASTROINTESTINAL TUBE PLACEMENT,4685
4300722,BONE AGE STUDIES,201
4300727,CERVICAL-SINGLE VIEW,212
4300730,MYELOGRAM ENTIRE,2932
4300736,LUMBAR SPINAL PUNCTURE,1775
4300737,FACIAL BONES-ONE/TWO VIEW,233
4300738,FEMUR TO KNEE,255
4300739,INFUSAPORT/VAD CHECK,509
4300745,KUB W/ OBLIQUES,315
4300750,CLAVICLE - RIGHT,212
4300751,CLAVICLE - LEFT,212
4300752,SCAPULA - RIGHT,223
4300753,SCAPULA - LEFT,212
4300754,SHOULDER - RIGHT ONE VIEW,212
4300755,SHOULDER - LEFT ONE VIEW,212
4300756,SHOULDER RIGHT THREE VIEW,233
4300757,SHOULDER LEFT THREE VIEW,233
4300758,SHOULDER ARTHROGRAM RIGHT,1623
4300759,SHOULDER ARTHROGRAM LEFT,1623
4300760,HUMERUS RIGHT,233
4300761,HUMERUS LEFT,233
4300762,ELBOW RIGHT TWO VIEW,201
4300763,ELBOW LEFT TWO VIEW,201
4300764,ELBOW RIGHT THREE VIEW,233
4300765,ELBOW LEFT THREE VIEW,233
4300766,ELBOW ARTHROGRAM RIGHT,1623
4300767,ELBOW ARTHROGRAM LEFT,1623
4300768,FOREARM RIGHT TWO VIEW,233
4300769,FOREARM LEFT TWO VIWE,233
4300770,UPPER EXT. INFANT RIGHT,453
4300771,UPPER EXT. INFANT LEFT,453
4300772,WRIST RIGHT TWO VIEW,201
4300773,WRIST LEFT TWO VIEW,201
4300774,WRIST RIGHT THREE VIEW,233
4300775,WRIST LEFT THREE VIEW,233
4300776,WRIST ARTHROGRAM RIGHT,1623
4300777,WRIST ARTHROGRAM LEFT,1623
4300778,HAND RIGHT TWO VIEW,201
4300779,HAND LEFT TWO VIEW,201
4300780,HAND RIGHT THREE VIEW,233
4300781,HAND LEFT THREE VIEW,233
4300782,FINGERS RIGHT,201
4300783,FINGERS LEFT,201
4300784,HIP RIGHT ONE VIEW,196
4300785,HIP LEFT ONE VIEW,196
4300786,HIP RIGHT TWO VIEW,260
4300787,HIP LEFT TWO VIEW,260
4300788,HIP ARTHROGRAM RIGHT,1623
4300789,HIP ARTHROGRAM LEFT,1623
4300790,HIP RIGHT (OPERATIVE),342
4300791,HIP LEFT (OPERATIVE),342
4300792,FEMUR RIGHT TWO VIEW,255
4300793,FEMUR LEFT TWO VIEW,255
4300794,KNEE RIGHT 1-2 VIEWS,255
4300795,KNEE LEFT 1-2 VIEWS,255
4300796,KNEE RIGHT 3 VIEW,255
4300797,KNEE LEFT 3 VIEWS,255
4300798,KNEE RIGHT 4 VIEWS,271
4300799,KNEE LEFT 4 VIEWS,271
4300800,KNEES STANDING,233
4300801,KNEE ARTHROGRAM RIGHT,1623
4300802,KNEE ARTHROGRAM LEFT,1623
4300803,TIBIA FIBULA RIGHT,233
4300804,TIBIA FIBULA LEFT,233
4300805,LOWER EXT. INFANT RIGHT,196
4300806,LOWER EXT. INFANT LEFT,196
4300807,ANKLE RIGHT 2 VIEWS,201
4300808,ANKLE LEFT 2 VIEWS,201
4300809,ANKLE RIGHT 3 VIEWS,233
4300810,ANKLE LEFT 3 VIEWS,233
4300811,ANKLE ARTHROGRAM RIGHT,1623
4300812,ANKLE ARTHROGRAM LEFT,1623
4300813,FOOT RIGHT 2 VIEWS,201
4300814,FOOT LEFT 2 VIEWS,201
4300815,FOOT RIGHT 3 VIEWS,233
4300816,FOOT LEFT 3 VIEWS,233
4300817,HEEL RIGHT TWO VIEWS,201
4300818,HEEL LEFT 2 VIEWS,201
4300819,TOES RIGHT,201
4300820,TOES LEFT,201
4300822,INJECTION PROCEDURE WRIST ARTH,379
4300827,RIBS - 2 VIEWS RIGHT,260
4300828,RIBS - TWO VIEWS LEFT,260
4300829,RIBS-THREE VIEWS-RIGHT W/CHEST,315
4300830,RIBS-THREE VIEWS-LEFT W/CHEST,315
4300833,CHEST 2 VIEW-REPEAT SAME PHY,271
4300834,CHEST-ONE VIEW REPEAT OTHER DR,233
4300835,CHEST 2 VIEW-REPEAT OTHER PHY,271
4300918,THORACIC SPINE 3 VIEWS,315
4301025,ERCP,541
4301051,SACROLILIAC JOINT INJECTION RT,2278
4301054,SELECT NERV RT BLOCK CERV/THOR RT,2846
4301055,NERVE RT BLOCK CER/THOR ADD LEVEL,1461
4301056,SELECT NERV RT BLK LUM/SACRAL RT,2846
4301057,NERVE RT BLOCK LUM/SAC ADD LEVEL,1461
4301062,SACROLILIAC JOINT INJECTION LT,2278
4301063,SELECT NERV RT BLK LUMB/SACRAL LT,2846
4301064,SELECT NERV RT BLOCK CERV/THOR LT,2846
4301072,FACET JOINT INJ CERV/THORA LT,2846
4301082,FACET JOINT INJ CERV/THORA RT,2846
4301083,FACET INJ CERV/THOR SECOND LEVEL,1001
4301084,FACET INJ CERV/THOR THIRD + LEVEL,1001
4301085,FACET JOINT INJ LUMB/SACRAL RT,2846
4301086,FACET INJ LUM/SACRAL SECOND LEVEL,1001
4301087,FACET INJ LUM/SACRAL THIRD +LEVEL,1001
4301088,EPIDURAL INJ CERVICAL/THORACIC,2846
4301089,EPIDURAL INJ LUMBAR/SACRAL,2846
4301090,EPIDUROGRAM,1225
4301097,FACET JOINT INJ LUMB/SACRAL LT,2846
4301602,ABDOMEN DECUBITUS,347
4301612,CHEST PORTABLE,233
4301613,DECUBITUS UNILATERAL,255
4301614,DECUBITUS BILATERAL,288
4301615,CERVICOTHORACIC VERTEBROPLASTY,12384
4301616,LUMBOSACRAL VERTEBROPLASTY,12384
4301617,VERTEBROPLASTY ADD'L LEVELS,6426
4301618,THORACIC KYPHOPLASTY,27020
4301619,LUMBAR KYPHOPLASTY,27020
4301620,KYPHOPLASTY EACH ADDITIONAL LEVEL,13510
4301621,SACROPLASTY BILATERAL,25390
4301622,SACROPLASTY UNILATERAL,25390
4310161,"US BIOPSY THYROID, ADD'L SITE(S)",1656
4310683,US-NECK/THYROID,541
4310684,US-ABD. COMPLETE,602
4310699,US ABDOMINAL LIMITED,526
4310700,US RETROPERITONEAL,460
4310701,US-PELVIS/LOWER ABD.,526
4310709,US OB COMPLETE >14 WEEKS,395
4310712,US-OB LIMITED,642
4310713,ULTRASOUND EXTREMITY,390
4310714,US CHEST,460
4310716,US GUIDANCE CYST ASPIRATION,2200
4310717,US GUIDE ASP/LAVAGE  MAJOR JOINT/BURSA,810
4310723,US-OB FOLLOW UP,437
4310725,US W/CAROTID DOPP,764
4310726,US-RENAL,460
4310728,US-SCROTUM,418
4310729,US-NEONATAL HEAD,390
4310731,US-LOWER EXT ARTERIES/LIM,642
4310732,US-BIOPSY PROSTATE,6960
4310733,US-UPPER ARTERIES/BIL,903
4310734,US-PELVIS/PROSTATE,558
4310740,US-FETAL BIOPHYSICAL PROF,379
4310741,US-UPPER EXT ARTERIES/LIM,642
4310742,US-LOWER EXT ARTERIES/BIL,903
4310743,US-EXTREMITY VEINS/BILATE,764
4310744,US-EXTREMITY VEINS/LIMIT,526
4310747,US PSEUDO-ANEURYSM,390
4310748,INJ THROMBIN/PSEUDO ANEURYSM,903
4310749,US-AMNIOCENTESIS,2320
4310831,US-THORACENTESIS,2330
4310832,US BREAST COMPLETE LT,439
4310833,US BREAST COMPLETE RT,439
4310834,US BREAST LIMITED LT,439
4310835,US BREAST LIMITED RT,439
4310841,US-PARACENTESIS-ABD,1640
4310842,US-RENAL CYST ASP,5011
4310843,US-THYROID CYST ASP,2320
4310844,US BIOPSY THYROID,2200
4310846,US-BIOPSY LIVER,5011
4310847,US-BIOPSY RENAL,5011
4310852,US-ABSCESS DRAIN-ABD,1839
4310853,US NEEDLE GUIDANCE INITIAL SITE,379
4310854,US NEEDLE GUIDANCE ADDITIONAL SITE,379
4311007,US BIOPSY LYMPH NODE,2089
4311009,US DOPPLER LIMITED,764
4311028,US INFANT HIPS BILATERAL,282
4311030,US TRANSVAGINAL NON OB,526
4311032,US TRANSVAGINAL OB,477
4311034,"US OB <14 WEEKS, SINGLE FETUS",395
4311036,US OB EACH ADD'L GESTATION >14 WEEKS,200
4311040,US RENAL ARTERY W/KIDNEY IMAGING,412
4311042,US OB ADD'L GESTATION <14 WEEKS,200
4311045,US GUIDED RADIOACTIVE SEED PLACE,379
4311046,PLACE NEEDLE MUSCLE/TISSUE FOR RT,12384
4311098,"US BX/SOFT TISSUE, NECK/THORAX",4495
4311099,"US BX/SOFT TISSUE, BACK/FLANK",4522
4311712,US BREAST BIOPSY/ASPIRATION,1915
4330836,BONE MARROW IMAGING MULTI,1760
4330837,NM G.I. BLOOD LOSS,1557
4330839,TESTICULAR IMAGING W/VASC,2004
4330840,LYMPHOSCINTIGRAPHY RT,1760
4330845,HELICOBACTER PYLORI BREATH STU,369
4330848,NM PARATHYROID SCAN,1244
4330849,ESOPHOGEAL REFLUX IMAGE,1553
4330850,NM FIRST-PASS CARDIAC EXAM,1066
4330851,NM GASTRIC EMPYING STUDY,936
4330855,CYSTOGRAM-ISOTOPE,2004
4330856,NM BONE SCAN-TRIPLE PHASE,1582
4330857,NM THYROID UPTAKE,901
4330858,NM THYROID SCAN-UPTAKE,1343
4330859,VASCULAR FLOW-VENOUS,1605
4330860,LIVER AND SPLEEN,1018
4330861,NM RENAL SCAN W/CAPTORPRIL,2004
4330862,MECKEL'S SCAN,931
4330863,NM BONE SCAN-LIMITED AREA,1582
4330864,NM BONE SCAN WHOLE BODY,1239
4330865,NM THYROID SCAN-ONLY,905
4330866,NM CARDIAC INFARCT STUDY,1779
4330871,NM BRAIN SCAN SPECT,5658
4330872,NM BONE SCAN-SPECT,1266
4330873,NM LUNG SCAN-PERFUSION,1504
4330874,NM BRAIN SCAN WITH VASCULAR,2654
4330875,NM CARDIAC (SPECT/SINGLE),5428
4330876,NM CARDIAC (SPECT/MULTIPLE),5428
4330877,NM TUMOR LOCALIZATION (LIMIT),1797
4330878,CISTERNOGRAPHY,2654
4330879,NM RENAL SCAN ERPF-MAG-3,1380
4330880,NM HEPATOBILIARY GB STUDY (HIDA),1244
4330881,ABSCESS LOCALIZATION-LIMI,3365
4330882,ABSCESS LOCALIZATION (BODY),3365
4330883,NM MUGA,1061
4330884,NM SHUNT PATENCY,964
4330885,CSF LEAK LOCALIZATION,2654
4330886,RADIONUCLIDE-SESTAMIBI-X1,1450
4330887,RADIONUCLIDE-SESTAMIBI-X2,1450
4330888,RADIONUCLIDE-ONOCOSCINT,3213
4330890,NM RENAL W/LASIX RENOGRAM,2004
4330891,NM TUMOR LOCALIZATION-WHOLE BODY,5658
4330892,RADIOPHARMACEUTICAL-OCTREOSCAN,2397
4330894,RADIONUCLIDE-PERSANTINE,531
4330897,NM RENAL SCAN ERPF-MAG-3 W/LASIX,1380
4330898,NM RENAL SCAN GFR-DTPA,2004
4330899,NM RENAL SCAN-TRIPLE STUDY,2004
4330900,I-123 DIAGNOSTIC,298
4330901,TC-99M SULFER COLLOID,76
4330902,TC-99M EXAMETAZIME (CERETEC),1153
4330903,TC-99M MEDRONATE (MDP),76
4330904,TC-99 PYROPHOSPHATE (PYP),115
4330905,TC-99M APCITIDE (ACUTECT),1126
4330906,TC-99M ALBUMIN (MAA),76
4330907,TC-99M MEBROFENIN (CHOLOTEC),103
4330908,TI-201 (THALLIUM),190
4330909,TC-99 MERTIATIDE (MAG-3),412
4330910,TC-99M SESTAMIBI (CARDIOLITE),1450
4330912,GA-67 (GALLIUM),352
4330913,TC-99 (ULTRA TAG),174
4330914,XE-133 (XENON),120
4330915,TC-9 PENTETATE (DPTA),76
4330916,1-131 DIAGNOSTIC,255
4330917,1-131 SODIUM IODIDE CAPSULE,82
4330919,LEXISCAN,1023
4330923,NM HEPATOBILIARY GB STUDY NON-CCK,1244
4330926,NM CARDIAC VIABILITY STUDY,5428
4330929,TUMOR IMAGING-WHOLE BODY,3727
4330931,RADIOIMMUNOTHERAPY,3164
4331004,SALIVARY GLAND STUDY,1553
4331005,GALLIUM GA-67,379
4331008,THYROID WHOLE BODY SCAN,1369
4331013,NM VQ LUNG SCAN-QUANTITATIVE,1347
4331014,VENOGRAM BILATERAL EQUALI,953
4331020,NM VQ LUNG SCAN,1347
4331044,RADIOPHARM THERAPY ORAL ADMIN,1229
4331101,TC-99M PERTECHNETATE/10ML,98
4331102,TC-99M PERTECHNETATE/1 ML,98
4331103,TC-99M PERTECHNETATE/15 ML,98
4331401,NM TC-99M TETROFOSMIN(MYOVIEW),460
4331609,NM OCTREOSCAN,5658
4331610,NM OCTREOSCAN (SPECT),3365
4331611,NM INDIUM IN-111 PENTETREOTIDE,1310
4331841,LYMPHOSCINTIGRAPHY LT,1760
4343910,RADIOLOGY OVERFLOW,1700
4350001,VITAMIN C,94
4350002,T3 UPTAKE,16
4350003,"CAROTENE, BETA",63
4350004,CERULOPLASMIN,26
4350007,"COPPER, SERUM",16
4350009,HAPTOGLOBIN,26
4350010,THYROXINE BINDING GLOBULIN,52
4350012,"IMMUNOGLOBULIN G, QN, SERUM",21
4350013,"IMMUNOGLOBULIN A, QN, SERUM",21
4350014,"IMMUNOGLOBULIN M, QN, SERUM",21
4350015,"ZINC, PLASMA OR SERUM",21
4350016,"COMPLEMENT C4, SERUM",21
4350019,"COMPLEMENT, TOTAL (CH50)",26
4350020,"ALPHA-1-ANTITRYPSIN, SERUM",32
4350021,"RENIN ACTIVITY, PLASMA",26
4350022,ALDOLASE,16
4350024,"IMMUNOGLOBULIN D, QUANT, SERUM",73
4350025,"IMMUNOGLOBULIN E, TOTAL",26
4350027,"AFP, SERUM, TUMOR MARKER",32
4350028,CA 19-9,37
