 Procedure  Code,Chargemaster Description, Standard Chargemaster Price 
1612189,LE-TIB FIB 2V CR    ,724
1612196,LE-TOE S 2VPLUS CR  ,724
1218680,LETROZOLE 2.5MG TAB ,69
1210193,LEUCOVORIN 50MG INJ ,24
1314815,LEUKO ALK PHOS W-COU,285
1314298,LEUTEINIZING HORMONE,621
1314364,LEUTENIZING REL FAC ,402
7210896,LEVALBUTER0.63MG/3ML,9
7210897,LEVALBUTER1.25MG/3ML,9
2070201,LEVEL 1 EP          ,764
2070211,LEVEL 1 NP          ,764
2070202,LEVEL 2 EP          ,"1,094"
2070212,LEVEL 2 NP          ,"1,094"
2070203,LEVEL 3 EP          ,"1,094"
2070213,LEVEL 3 NP          ,"1,452"
2070204,LEVEL 4 EP          ,"1,452"
2070214,LEVEL 4 NP          ,"1,870"
2070205,LEVEL 5 EP          ,"1,179"
2070215,LEVEL 5 NP          ,"2,462"
7210209,LEVETIRA 100MG/ML 1M,7
1211499,LEVETIRAC 500MG SRTB,12
1210090,LEVETIRACET 10MG INJ,2
7210502,LEVETIRACET 500MG TB,7
1316537,LEVETIRACETAM QT    ,49
1211366,LEVOCETIR DIHY 5MGTB,7
1210224,LEVOFLOXAC 250MG INJ,159
1210225,LEVOFLOXAC 250MG INJ,159
7212343,LEVOFLOXAC 250MG INJ,179
1217504,LEVOFLOXACIN 250MGTB,4
1219779,LEVOFLOXACN 750MG TB,6
1217952,LEVOFLOXIN 500MG TAB,5
1211533,LEVONORGEST 1.5MG TB,84
1212349,LEVOTHYROX 100MCG IV,964
7211461,LEVOTHYROX 100MCG TB,7
1219419,LEVOTHYROX 112MCG TB,21
1218660,LEVOTHYROX 137MCG TB,7
1217506,LEVOTHYROXI 25MCG TB,5
1217509,LEVOTHYROXI 50MCG TB,3
1217514,LEVOTHYROXI 88MCG TB,6
1217513,LEVOTHYROXIN 75MCGTB,5
1218823,LIDO 4% TOP SOLN 50 ,68
1218769,LIDO 5% OINT 35.4GM ,131
1219997,LIDO2%EPI1:200000/10,128
1217538,LIDO2.5-PRIL2.5CR 5G,84
1217537,LIDOCAI 1.5%/EPI 10M,134
1219427,LIDOCAI 1.5%/EPI 30M,120
1217536,LIDOCAI 1.5%/EPI 5ML,124
7210158,LIDOCAIN 1%/EPI 10ML,124
1217534,LIDOCAIN 1%/EPI 30ML,140
7210930,LIDOCAIN 2%/EPI 20ML,179
1217524,LIDOCAINE .5% 50ML  ,98
7210210,LIDOCAINE 1% 2ML    ,124
1213920,LIDOCAINE 10MG IV   ,1
1218919,LIDOCAINE 10MG IV   ,10
1217516,LIDOCAINE 2% GEL 5ML,20
1217519,LIDOCAINE 2% GEL10ML,84
1217521,LIDOCAINE 2% INJ 20M,74
1218815,LIDOCAINE 2% INJ 50M,124
7211599,LIDOCAINE 2%VIS 15ML,6
1218817,LIDOCAINE 4% 5ML    ,124
1211087,LIDOCAINE 4% SOL 4ML,63
1217515,LIDOCAINE 5% PATCH  ,81
1218821,LIDOCAINE-MPF1% 2ML ,124
1217527,LIDOCAINE-MPF1% 30ML,124
1218816,LIDOCAINE-MPF1% 5ML ,98
1217532,LIDOC-MPF 2% INJ 10M,100
1218818,LIDOC-MPF 2% INJ 5ML,124
7211079,LIDO-MPF1%/EPI 30ML ,95
1913222,LIMITED ED VISIT    ,562
1213041,LINACLOTID 145MCG CP,30
1212337,LINAGLIPTIN 5MG TAB ,22
7212098,LINCOMYCIN HCL 300MG,126
1214049,LINEZOLID 200 MG    ,250
1217543,LINEZOLID 600MG TAB ,423
1214393,LIP36-PRO114-AMY180C,22
1314358,LIPASE              ,233
1314112,LIPID PANEL         ,248
1315127,LIPOPROT BLD BY NMR ,712
1315126,LIPOPROTEIN  A      ,419
1314359,LIPOPROTEIN ELECTRO ,365
1314361,"LIPOPROTEIN, HDL    ",286
1314363,"LIPOPROTEIN, LDL    ",294
1314362,"LIPOPROTEIN, VLDL   ",406
1314360,"LIPOPROTEIN,HIGH RES",871
1212003,LIRAGLUT 6MG/ML 3ML ,"1,954"
1217547,LISINOPRIL 10MG TAB ,3
1217818,LISINOPRIL 20MG TAB ,5
1217530,LISINOPRIL 5MG TAB  ,3
1314039,LITHIUM             ,145
1219633,LITHIUM CA 300MGCRTB,6
1217549,LITHIUM CARB 150MGCP,19
1217548,LITHIUM CARB 300MGCP,19
2811240,LOCM 300-399MG/ML ML,6
1217550,LOPERAMIDE 2MG CAP  ,5
1217551,LOPERAMIDE24MG/120ML,22
1218700,LORAT10-PEPH240 SRTB,7
1217552,LORATADINE 10MG TAB ,8
1219430,LORATADINE 10MG/10ML,12
1217553,LORAZEPAM 0.5MG TAB ,7
1217554,LORAZEPAM 1MG TAB   ,3
1210968,LORAZEPAM 2MG INJ   ,12
7212016,LORAZEPAM 2MG INJ   ,98
1218398,LOSARTAN 25MG TAB   ,31
1217555,LOSARTAN 50MG TAB   ,6
2072334,LOW FREQ ULTRASOUND ,909
7210842,LUBIPROSTONE 24MCG  ,17
1210666,LUBIPROSTONE 8MCG CP,41
1212259,LURASIDONE 40MG TAB ,103
1314946,LYME DIS DNA AMP PRO,510
1314656,LYME DISEASE AB     ,573
1314997,"M.PNEUM,DNA,AMP PROB",511
1314991,"M.TUBERCULO,DNA,AMPP",510
1314873,MACRO EXAM ARTHROPOD,139
1314874,MACRO EXAM PARASITE ,159
1219867,MAG HYD400MG/5ML 30M,4
7210483,MAGIC MOUTHWASH     ,89
1210345,MAGN HYD/MIN OIL15ML,25
1218884,MAGNE SUL ORAL 454GM,5
1211838,MAGNES SAL 600MG TAB,2
1210736,MAGNES SULF 500MGINJ,57
1210903,MAGNES SULF 500MGINJ,26
1211159,MAGNES SULF 500MGINJ,35
1211187,MAGNES SULF 500MGINJ,35
1212614,MAGNES SULF 500MGINJ,8
7212052,MAGNES SULF 500MGINJ,2
1314365,MAGNESIUM           ,150
1217561,MAGNESIUM CITR 300ML,19
1217564,MAGNESIUM OX 400MGTB,5
1913232,MAJOR PROCEDURE     ,"2,313"
7182515,MAJOR PROCEDURE     ,"1,297"
1314367,MANGANESE           ,271
1710937,MANIP CHST WALL INIT,164
1710938,MANIP CHST WALL SBSQ,164
1221065,MANNITOL 20% 500ML  ,153
7212149,MANNITOL 25% 50MLINJ,140
1812260,MANUAL THRPY-15 MIN ,133
1852260,MANUAL THRPY-15 MIN ,133
1314369,MASS SPECTRO QUANT  ,50
1812257,MASSAGE THRPY-15 MIN,97
1852257,MASSAGE THRPY-15 MIN,97
1413189,MATRL FOR VOCAL CORD,"5,842"
1812239,MECH TRACTION-VISIT ,112
1710934,MECH VENT DAILY SUBS,"1,070"
1710933,MECH VENT INITIAL   ,"1,070"
1218390,MECLIZINE 25MG TAB  ,6
1213375,MEDROXYPROG 1MG INJ ,4
1219042,MEDROXYPROGES 5MG TB,6
1210266,MEGESTROL 400MG/10ML,12
1217714,MEGESTROL ACE 40MGTB,3
1211017,MELATONIN 1MG TAB   ,3
1213440,MELATONIN 5MG TAB   ,2
1217716,MELOXICAM 7.5MG TAB ,3
7210576,MEMANTINE 10MG TAB  ,14
1213684,MEMANTINE 28MG SRCAP,36
7210081,MEMANTINE 5MG TAB   ,14
1213683,MEMANTINE 7MG SR CAP,25
1212182,MENT.44-ZN20.6% 113G,21
1219160,MENTH-METH SA CR 90G,8
1210267,MEPERID HCL 100MGINJ,98
1212530,MEPERID HCL 100MGINJ,47
1314371,MERCURY             ,568
1210210,MEROPENEM 100MG INJ ,50
7212155,MEROPENEM 100MG INJ ,51
1414750,MESH IMPLANTABLE 1  ,"1,011"
1414759,MESH IMPLANTABLE 10 ,"48,394"
1414751,MESH IMPLANTABLE 2  ,"4,839"
1414752,MESH IMPLANTABLE 3  ,"8,801"
1414753,MESH IMPLANTABLE 4  ,"12,320"
1414754,MESH IMPLANTABLE 5  ,"15,839"
1414755,MESH IMPLANTABLE 6  ,"20,239"
1414756,MESH IMPLANTABLE 7  ,"25,521"
1414757,MESH IMPLANTABLE 8  ,"31,681"
1414758,MESH IMPLANTABLE 9  ,"39,600"
1314372,METANEPHRINES       ,569
7210254,METAXALONE 800MG TAB,13
1217972,METFORMIN 500MG SRTB,7
1217825,METFORMIN 500MG TAB ,7
1217826,METFORMIN 850MG TAB ,4
1710907,METHACHOLINE CHALLEN,"1,290"
1217975,METHADONE 10MG TAB  ,22
1314314,"METHEMOGLOBIN, QUAN ",246
1217976,METHENAMINE MAN .5GM,22
1218408,METHIMAZOLE 5MG TAB ,6
1217978,METHOCARBAM 500MG TB,3
1217977,METHOCARBAM 750MG TB,15
7212122,METHOCARBAML 10MLINJ,441
1219057,METHOHEXITAL 500MG V,348
1211045,METHOTREX NA 5MG    ,5
7212077,METHOTREXATE 2.5MGPO,14
1217979,METHYLDOPA 250MG TAB,4
1214375,METHYLENE BLUE.5%10M,"1,727"
1217983,METHYLERGONOV .2MGTB,6
7212125,METHYLERGONV .2MGINJ,191
1212812,METHYLNALTR .1MG INJ,5
1217827,METHYLPHENIDT 5MG TB,5
7211991,METHYLPR ACE 40MGINJ,140
1211094,METHYLPRED 125MG INJ,46
1211123,METHYLPRED 125MG INJ,43
1211223,METHYLPRED 125MG INJ,45
7212126,METHYLPRED 125MG INJ,136
7212037,METHYLPRED 40MG INJ ,101
7212170,METHYLPRED 80MG INJ ,124
7212171,METHYLPREDNIS 4MG PO,6
1218334,METOCLOP 1MG/ML 10ML,6
7212032,METOCLOPRAM 10MG INJ,98
1217986,METOCLOPRAMID 10MGTB,5
1217829,METOLAZONE 5MG TAB  ,7
1217991,METOPROLO 1MG/ML 5ML,73
7210488,METOPROLOL 25MG SRTB,3
7210536,METOPROLOL 25MG TAB ,5
1217830,METOPROLOL 50MG SRTB,3
1217990,METOPROLOL 50MG TAB ,4
1219454,METRONID 500MG/100ML,143
1218723,METRONID.75%VGGL 70G,92
1218849,METRONIDA.75%CR 45GM,402
1218736,METRONIDAZO 500MG TB,7
7212258,MICAFUNGIN 1MG INJ  ,21
1217998,MICONAZ VAG 100MGSUP,24
1218768,MICONAZOLE 2% CR 30G,33
1314116,MICROALB QNT        ,206
1314884,MICROB SUSCEP MYCOBA,182
1314879,MICROBE SUSCEP DISK ,305
1314881,MICROBE SUSCEPT MIC ,305
1218000,MICROFIBR COLL 1GM  ,894
1321159,MICROSLID CONSUL-W-P,543
1314632,MICROSOMAL AB       ,510
1210537,MIDAZOL  HCL 1MG INJ,8
1210538,MIDAZOL  HCL 1MG INJ,21
1211037,MIDAZOL  HCL 1MG INJ,99
7212018,MIDAZOL  HCL 1MG INJ,5
7211695,MIDAZOLAM 2MG/ML 5ML,12
1218002,MIDODRINE 2.5MG TAB ,22
1213117,MILNACIPRAN 100MG TB,13
1212670,MILRINONE 5MG INJ   ,40
1219456,MINERAL OIL 1ML     ,4
1218003,MINERAL OIL 30ML    ,7
7210974,MINERAL OIL TOP 25ML,7
1218737,MINOCYCLINE 50MG CAP,24
1913230,MINOR PROCEDURE     ,680
7182513,MINOR PROCEDURE     ,196
1218005,MINOXIDIL 2.5MG TAB ,15
1213508,MIRABEGRON 25MG SRTB,22
1218007,MIRTAZAPINE 15MG TAB,4
1217833,MISOPROSTO 100MCG TB,7
1213009,MITOMYCIN 5MG INJ   ,432
7210102,M-M-R II INJ        ,393
1219137,MODAFINIL 100MG TAB ,60
1217834,MOEXIPROL 7.5MG TAB ,6
1317092,MOLEC PATH LEV 2    ,"1,551"
1317097,MOLEC PATH LEV 7    ,"8,787"
1212435,MOME/FORM 100/5 13GM,12
1212296,MOME/FORM 200/5 13GM,12
7211093,MOMETAS 220MCG SPR  ,769
1218033,MONTELUKAST 10MG TAB,20
1218034,MONTELUKAST 4MG CHEW,38
7211183,MONTELUKAST 5MG CHEW,6
1414775,MORCELLATOR 1       ,"6,085"
1414776,MORCELLATOR 2       ,"9,944"
1211212,MORPH PO 10MG/5ML 5M,19
1210890,MORPH PO 20MG/ML 1ML,7
1218035,MORPHINE 15MG SR TAB,7
1218037,MORPHINE 15MG TAB   ,5
1217837,MORPHINE 30MG SR TAB,6
1210251,MORPHINE PF 10MG INJ,124
1210252,MORPHINE PF 10MG INJ,221
1211217,MORPHINE PF 10MG INJ,140
1213136,MORPHINE PF 10MG INJ,82
1213936,MORPHINE PF 10MG INJ,82
1210740,MORPHINE UP TO 10MG ,76
1210741,MORPHINE UP TO 10MG ,48
7212243,MORPHINE UP TO 10MG ,134
7210051,MOXIFLOXA .5% OS 3ML,498
1219689,MOXIFLOXAC 400MG TAB,239
1641088,MR-3D W POSTPROCESS ,"1,395"
1641087,MR-3D WO POSTPROCESS,"1,266"
1641031,MRA-ABDOMEN W       ,"6,830"
1641032,MRA-ABDOMEN WO      ,"6,423"
1641033,MRA-ABDOMEN WWO     ,"9,316"
1641021,MR-ABDOMEN W        ,"6,830"
1641020,MR-ABDOMEN WO       ,"6,423"
1641022,MR-ABDOMEN WWO      ,"9,316"
1641050,MRA-HEAD W          ,"6,193"
1641049,MRA-HEAD WO         ,"5,826"
1641051,MRA-HEAD WWO        ,"8,455"
1641043,MRA-LW EXTR W       ,"6,830"
1641044,MRA-LW EXTR WO      ,"5,826"
1641045,MRA-LW EXTR WWO     ,"8,455"
1641008,MRA-NECK W          ,"6,193"
1641007,MRA-NECK WO         ,"5,826"
1641009,MRA-NECK WWO        ,"8,455"
1641030,MR-BONE MARROW      ,"5,589"
1641053,MR-BRAIN W          ,"6,193"
1641052,MR-BRAIN WO         ,"5,826"
1641054,MR-BRAIN WWO        ,"8,455"
1641023,MR-CARD MORP WO     ,"6,423"
1641056,MR-CERV SPINE W     ,"6,193"
1641055,MR-CERV SPINE WO    ,"5,826"
1641061,MR-CERV SPINE WWO   ,"8,455"
1641011,MR-CHEST W          ,"6,193"
1641010,MR-CHEST WO         ,"5,826"
1641012,MR-CHEST WWO        ,"8,795"
1641078,MR-LOWER EXTR BI WO ,"10,745"
1641015,MR-LOWER EXTR W     ,"6,443"
1641014,MR-LOWER EXTR WO    ,"6,057"
1641016,MR-LOWER EXTR WWO   ,"8,455"
1641060,MR-LUMB SPINE W     ,"6,193"
1641059,MR-LUMB SPINE WO    ,"5,826"
1641063,MR-LUMB SPINE WWO   ,"8,455"
1641018,MR-LW JOINT W       ,"6,193"
1641017,MR-LW JOINT WO      ,"5,826"
1641083,MR-LW JOINT WO BI   ,"10,332"
1641019,MR-LW JOINT WWO     ,"9,316"
1641048,MR-ORBT FAC NCK WWO ,"9,316"
1641047,MR-ORBT FACE NECK W ,"6,193"
1641046,MR-ORBT FACE NECK WO,"5,826"
1641066,MR-PELVIS W         ,"6,193"
1641065,MR-PELVIS WO        ,"5,826"
1641067,MR-PELVIS WWO       ,"8,455"
1641058,MR-THOR SPINE W     ,"6,193"
1641057,MR-THOR SPINE WO    ,"5,826"
1641062,MR-THOR SPINE WWO   ,"8,455"
1641079,MR-TMJS             ,"5,069"
1641075,MR-UPPER EXT BI W   ,"15,393"
1641074,MR-UPPER EXT BI WO  ,"10,745"
1641076,MR-UPPER EXT BI WWO ,"18,801"
1641001,MR-UPPER EXT W      ,"6,193"
1641000,MR-UPPER EXT WO     ,"5,826"
1641002,MR-UPPER EXT WWO    ,"8,455"
1641004,MR-UPPER JOINT W    ,"6,193"
1641003,MR-UPPER JOINT WO   ,"5,826"
1641005,MR-UPPER JOINT WWO  ,"8,455"
1317050,MTHFR GENE ANALY CV ,506
1030061,MTR-SENS 1-2 NRV TST,"1,520"
1030062,MTR-SENS 3-4 NRV TST,"2,781"
1030063,MTR-SENS 5-6 NRV TST,"2,781"
1030064,MTR-SENS 7-8 NRV TST,"2,781"
1030066,MTR-SES 11-12 NRV TS,"4,977"
1030065,MTR-SES 9-10 NRV TST,"4,977"
1030067,MTR-SNS 13 OR MORE  ,"4,977"
1314376,MUCOPOLYSAC QUANT   ,670
2270100,MULTI SLEEP LAT     ,"2,556"
7210185,MULTIVITAMIN LIQ 5ML,5
1211203,MULTIVITAMIN W/MINER,4
1211205,MULTIVITAMIN W/MINER,3
7210487,MULTIVITAMIN W/MINER,4
1314709,MUMPS AB            ,439
1217839,MUPIROCIN 2%OIN 22GM,66
1314817,MURAMIDASE          ,608
1030049,MUSC TST W-N TST COM,"2,007"
1030048,MUSC TST W-NERV TST ,"2,007"
1218042,MVI-12 2X5ML VL     ,170
1316538,MYCOPENOLATE QT     ,67
7211485,MYCOPHENOLATE 250MG ,5
1314710,MYCOPLASMA AB       ,444
1314379,MYELIN BASIC PROTEIN,601
1314380,MYOGLOBIN           ,463
1315000,"N.GONORRHO,DNA,AMPPR",790
1217329,NA CIT500-CIT A334/5,1
7211020,NA HYA.55/CHON.5 KIT,"1,762"
7210035,NA PHOSPHAT LAX 45ML,60
1217840,NABUMETONE 500MG TAB,4
1219033,NADOLOL 40MG TAB    ,9
1218054,NAFCILLIN 1GM SOLR  ,98
1211530,NALBUPHINE 10MG INJ ,54
7212129,NALBUPHINE 10MG INJ ,82
1212886,NALOXONE HCL 1MG INJ,153
7212021,NALOXONE HCL 1MG INJ,195
1218056,NALTREXONE 50MG TAB ,9
1218059,NAPHAZOLINE/PHEN15ML,124
1218062,NAPROXEN 500MG TAB  ,6
1219079,NAPROXEN EC 375MG TB,5
1315076,NATRIURETIC PEPTIDE ,"1,502"
1210467,NEBIVOLOL 2.5MG TAB ,11
1210466,NEBIVOLOL 5MG TAB   ,10
1417121,NEEDLES 3           ,"1,430"
2072338,NEG PR WN MD GT 50CM,"2,674"
2072336,NEG PR WN MD LT 50CM,"2,674"
2072337,NEG PRES WND GT 50CM,"1,503"
2072335,NEG PRES WND LT 50CM,912
1218753,NEO/BAC/POLY OIN 30G,21
1218756,NEO/BAC/POLY OO 3.5G,259
1218752,NEO/BAC/POLY UD PKT ,10
1218757,NEO/BAC/POLY/HC 3.5G,346
1219118,NEO/POL/DEX.1%OIN3.5,60
1218987,NEO/POLY/HC1%OTIC 10,264
1219122,NEO/POLYB/HC OS 7.5M,331
1218076,NEOMYCIN 500MG TAB  ,6
7210861,NEOMYCIN SULF PD 1GM,16
1218075,NEOMY-POLY B 1ML IRR,151
1211531,NEOSTIGMINE .5MG INJ,49
1212470,NEOSTIGMINE .5MG INJ,8
1314381,"NEPHELOMETRY, NOS   ",454
7210117,NEPRO NUT SUP 240ML ,22
7212277,NESIRITIDE 0.1MG INJ,249
1812254,NEURO RE-ED-15 MIN  ,148
1852254,NEURO RE-ED-15 MIN  ,148
1314634,"NEUTRALIZ TEST,VIRAL",60
1218016,NIACIN 250MG CR CAP ,3
7211276,NIACIN 250MG TAB    ,4
1040021,NI-CARDI REHAB W- MO,781
1061480,NI-CARDIOVERSION    ,"2,682"
1913239,NI-CARDIOVERSION    ,"2,682"
1210031,NICARDIP 25/10ML INJ,407
1218083,NICOTINE 14MG/24HR P,12
1218084,NICOTINE 21MG/24HR P,22
1218082,NICOTINE 7MG/24HR PT,16
1050026,NI-DUPSCN EXC UN LTD,"3,427"
1050045,NI-DUPSCN HEMODIAL  ,"2,131"
2850001,NI-ECHO DOP CO FL AD,238
2850030,NI-ECHO DOPP COMP AD,320
2850106,NI-ECHO GDE PERCARD ,206
1050048,"NI-ECHO, ANEU RPR   ",832
1010014,"NI-EKG, 12 LEADS    ",475
1010017,"NI-EKG, 1-3 LEADS   ",506
1050029,NI-EXT ARTERIAL LTD ,"2,149"
1050037,NI-EXT VEINS DPLX WC,"3,427"
1218087,NIFEDIP OSM 30MGSRTB,6
1218089,NIFEDIPINE 10MG CAP ,19
1010045,NI-HOLTER RECRD TO48,"2,737"
1010046,NI-HOLTER W-SCAN 48 ,"2,737"
1050032,NI-LW EXT DPX ART BI,"3,427"
1050059,NI-LW EXT DPX ART UN,"2,131"
1050031,NI-STD LE STRS REST ,"2,149"
1010015,NI-STRESS TEST      ,"3,331"
1210788,NITAZOXAN 100MG/5ML ,"1,253"
7210526,NITAZOXANIDE 500MGTB,238
1050089,NI-TEE COMP WO      ,"7,962"
1913234,NI-TEMP EXT PACE    ,"1,109"
1061489,NI-TILT TABLE       ,"4,065"
1211167,NITROFUR MONO 100MG ,7
1218091,NITROFURANTOIN50MGCP,19
1218105,NITROGL .4MG/SP4.9ML,675
1217847,NITROGLY. 50MG/250ML,124
1218098,NITROGLYC .2MG/HR PT,17
1218100,NITROGLYC 0.1MG/HR P,16
1218102,NITROGLYCE .4MG SLTB,19
1218099,NITROGLYCER 0.4MG/HR,19
1219960,NITROGLYCRN 2%OINTPK,19
1218106,NITROPRUSS 50MG/2ML ,"2,426"
1050091,NI-TTE 2D MM COMP WO,"4,259"
1050090,NI-TTE 2D MM LTD WO ,"2,030"
1050092,NI-TTE 2D W DOPP WO ,"8,371"
1050086,NI-TTE STRESS WO    ,"2,428"
1212921,NIT-THI30-250MG/ML60,"1,537"
1050034,NI-UP EXT DPX ART BI,"3,427"
1050035,NI-UP EXT DPX ART UN,"2,131"
2850107,NI-VAS ACCSS SITES  ,205
1651128,NM-ABSCESS LOC BODY ,"4,295"
1651127,NM-ABSCESS LOC LMTD ,"4,295"
1651060,NM-BONE SCAN 3 PHASE,"4,141"
1651059,NM-BONE SCAN BODY   ,"4,141"
1651057,NM-BONE SCAN LMTD   ,"4,306"
1651061,NM-BONE SCAN SPECT  ,"4,141"
1651046,NM-GASTRIC EMPTYING ,"3,910"
1651078,NM-GATED BLD POOL SN,"4,360"
1651052,NM-GI BLOOD LOSS    ,"3,910"
1651144,NM-HEPATOBIL W PHARM,"4,473"
1651143,NM-HEPATOBILIARY SYS,"4,473"
1651115,NM-KID VF PHRM SNGL ,"4,301"
1651114,NM-KIDNEY VF NO PHRM,"3,791"
1651036,NM-LIVER AND SPLEEN ,"4,473"
1651037,NM-LIVER SPLEEN FL  ,"4,473"
1651087,NM-LUNG PERF PARTICU,"3,443"
1651145,NM-LUNG VENT IMAGING,"3,443"
1651146,NM-LUNG VENT PERFUS ,"6,880"
1651030,NM-LYMPHATICS NODES ,"3,636"
1651054,NM-MECKELS SCAN     ,"3,910"
1651074,NM-MYOCRD SPECT MULT,"6,789"
1651073,NM-MYOCRD SPECT SNGL,"4,275"
1651152,NM-PAR PLAN THY IMG ,"2,882"
1651153,NM-PARA PLN IMG SPEC,"3,977"
1651150,NM-THY UPT IMG W-BF ,"2,882"
1651151,NM-THYROID IMG W-BF ,"2,560"
1651125,NM-TUMOR LOC BODY   ,"4,295"
1651123,NM-TUMOR LOC LMTD   ,"4,295"
1651124,NM-TUMOR LOC MULTI  ,"4,295"
1314712,NOCARDIA AB         ,463
2070232,NON SELECTIVE DEBRID,912
1218107,NOREPINEPH 4MG/4ML  ,146
7212055,NORM SAL STER500MLIV,130
7212054,NORM SALIN 1000ML IV,119
7212150,NORM SALINE 250ML IV,119
1218109,NORTRIPTYLIN 25MG CP,8
1317529,NRAS GENE VAR EX 2 3,545
1221086,NS W/ KCL 20MEQ/1000,124
1221087,NS W/ KCL 40MEQ/1000,162
1314399,NUCLEOTIDASE 5'     ,391
1218116,NYS100K-TRI.1CRM 15G,32
1218763,NYSTAT 100KU/G CR30G,62
1218114,NYSTATI TOP PWD 15GM,243
1218112,NYSTATIN 500000U/5ML,26
1219915,NYSTATN 100000U/ML5M,"1,833"
1212499,OASIS ULTRA TRI SQCM,38
1210929,OASIS WOUND MAT SQCM,62
282851,OB TRIAGE LVL 1 EP  ,264
182500,OBSERVATION 1ST HOUR,915
182501,OBSRVATION ADDL HOUR,243
1210162,OCTREOTIDE ND 25MCG ,78
1417275,OCULAR IMP AQU DRAN3,"1,969"
1218118,OFLOXACIN .3%OS 5ML ,445
7210256,OLANZAPINE 10MG INJ ,523
1218458,OLANZAPINE 5MG ODT  ,47
1218393,OLANZAPINE 5MG TAB  ,46
1314400,OLIGOCLONAL BANDS   ,676
1218394,OLMESARTAN 20MG TAB ,11
1210457,OLMESARTAN 5MG TAB  ,8
1210084,OMEPRA40-NABI1100 CP,50
1213576,OMEPRA40-NABI1680PKT,33
7211530,ONDANSET 4MG/5ML SOL,56
7212023,ONDANSETRON 1MG INJ ,19
7211618,ONDANSETRON 1MG ODT ,1
1212798,ONDANSETRON 1MG PO  ,1
1212800,ONDANSETRON 1MG PO  ,19
1316651,OPIATES MS 1 PL     ,525
1218337,OPTHAL IRR INTR 15ML,78
1110811,OR LEV 1 EA ADD MIN ,36
1110801,OR LEV 1 INI 15 MIN ,"1,199"
1110812,OR LEV 2 EA ADD MIN ,53
1110802,OR LEV 2 INI 15 MIN ,"1,798"
1110813,OR LEV 3 EA ADD MIN ,69
1110803,OR LEV 3 INI 15 MIN ,"2,400"
1110814,OR LEV 4 EA ADD MIN ,86
1110804,OR LEV 4 INI 15 MIN ,"2,999"
1110815,OR LEV 5 EA ADD MIN ,100
1110805,OR LEV 5 INI 15 MIN ,"3,804"
1110816,OR LEV 6 EA ADD MIN ,136
1110806,OR LEV 6 INI 15 MIN ,"4,796"
1872314,ORAL FUNCTION TX-VIS,454
1314402,"ORGAN ACID,QUAL,EA  ",554
1314403,"ORGAN ACID,SIN,QUAN ",577
1213993,ORITAVANCIN 10MG INJ,213
1218126,ORPHENADR UP TO 60MG,155
1852278,ORTH TRAIN INI-15 MI,159
1219478,OSELTAMIVIR 12MG/ML ,196
1211614,OSELTAMIVIR 30MG CAP,145
1212287,OSELTAMIVIR 30MG/5ML,306
1211565,OSELTAMIVIR 45MG CAP,99
1218127,OSELTAMIVIR 75MG CAP,37
1314405,"OSMOLALITY, BLOOD   ",149
1314406,"OSMOLALITY,URINE    ",154
1314407,OSTEOCALCIN         ,533
1851003,OT EVAL- HGH COMP   ,350
1851001,OT EVAL- LOW COMP   ,350
1851002,OT EVAL- MOD COMP   ,350
1852235,OT RE-EVAL-VISIT    ,263
2041003,OTH DIALY SING EVAL ,678
1410010,OTH STER SUPP LVL 10,"2,924"
1410011,OTH STER SUPP LVL 11,"3,759"
1410012,OTH STER SUPP LVL 12,"6,264"
1410013,OTH STER SUPP LVL 13,"10,442"
1410014,OTH STER SUPP LVL 14,"14,617"
1410015,OTH STER SUPP LVL 15,"33,409"
1410016,OTH STER SUPP LVL 16,"50,114"
1410002,OTH STER SUPP LVL 2 ,45
1410003,OTH STER SUPP LVL 3 ,522
1410004,OTH STER SUPP LVL 4 ,732
1410005,OTH STER SUPP LVL 5 ,939
1410006,OTH STER SUPP LVL 6 ,"1,150"
1410007,OTH STER SUPP LVL 7 ,"1,359"
1410008,OTH STER SUPP LVL 8 ,"1,566"
1410009,OTH STER SUPP LVL 9 ,"2,088"
1314877,OVA-PARASITES SMEARS,362
1314408,OXALATE             ,291
1218129,OXAZEPAM 10MG CAP   ,4
1217850,OXAZEPAM 15MG CAP   ,27
1218130,OXCARBAZEPI 150MG TB,7
1210619,OXICONAZOLE 1%CR 30G,724
1218132,OXYBUTYNIN 5MG SR TB,14
1218131,OXYBUTYNIN 5MG TAB  ,19
7211157,OXYCO7.5-APAP325MGTB,5
7210791,OXYCOD10-APAP325MGTB,7
7211486,OXYCOD5-APAP325MG TB,5
1218136,OXYCOD5-APAP500MG CP,5
7211756,OXYCODONE 10MG SR TB,7
1210971,OXYCODONE 15MG SR TB,9
1217851,OXYCODONE 20MG SR TB,63
1211098,OXYCODONE 20MG TAB  ,5
1218135,OXYCODONE 40MG SR TB,31
1218133,OXYCODONE 5MG TAB   ,6
1219801,OXYCODONE 80MG SR TB,213
1316655,OXYCODONE MS        ,612
1218332,OXYCODONE W/ACET.   ,81
2850034,OXYGEN PER HOUR     ,36
1219916,OXYMETAZLN HCL.05%15,16
1221135,OXYTOC 20U/D5LR     ,384
7210509,OXYTOC 30U/NS 500ML ,139
7212127,OXYTOCIN UP TO 10UN ,120
1120011,PACU LEV 1 EA ADD MN,15
1120001,PACU LEV 1 INI 15 MN,950
1120012,PACU LEV 2 EA ADD MN,45
