Name,Std Price
RESERVOIR JACKSON-PRATT 400CC,36.43
RESERVOIR SET RICKHAM ALL,916
RESEVOIR FX SRTL W/OXYGENATOR,223.2
RESP FLOW VOLUME LOOP,252
RESPIRATOR MOTION MGMT SIMUL,131
RESTASIS DROPS 0.4 ML,42.78
RESTORE ADVANCED CHARGER,3950
RESTORE ADVANCED MRI LEADS,4995.75
RESTORE ADVANCED PROGRAMMER,2515
RESTORE ADVANCED SURESCAN MRI,32150
RESTORE SENSOR SURESCAN MRI,39905
RESTORIL 15MG CAP,3.5
RESTORIL 7.5MG CAP,16.1
RESTYLANE -L 1ML,864.86
RETAINER WOUND FISH LARGE,84.6
RETENTION TISSUE SYSTEM,241.2
RETICULIN ABS RETAB,63.3
RETICULOCYTE,55.7
RETRACTOR DISP AMS,1131.8
RETRCTR PLASTIC LONE STAR,250.7
RETRIEVAL OF FOREIGN BODY,3870
RETRIEVAL SPEC NET ENDO,900.4
RETRIEVER ACUFEX SUTURE,149.94
RETRIEVER STONE CONE URO,799.89
RETRIEVER STONE PURSUER 1.9F,552.2
RETRIVIAL OF ARCHIVED TISSUE,24.4
RETROGRADE INTRATHORACIC STENT,6093
RETROGRADE PYELOGRAM UROGRAPH,894
RETROVIR 100MG CAP,6.95
RETROVIR 10MG/ML ORAL 1ML CHG,3.5
REVATIO 20 MG TAB,219.42
REVELA 0.8GM PACKET,70.11
REVIA 50 MG TABLET,9.94
REXULTI 0.5MG TAB,178.62
REXULTI 1MG TAB,178.62
REXULTI 2MG TAB,178.62
REXULTI 4MG TAB,178.62
REYATAZ 150MG CAP,112.2
REYATAZ 300MG CAP,84.32
RF QUANT,93.9
RH FACTOR,66
RHC & COR ANGIO,10082
RHC & COR ANGIO W/GRAFTS,10853
RHC/LHC W/COR ANG/GRAFTS,11420
RHC/LHC W/COR ANGIO,10647
RHOGAM 300 MCG,407.1
RIBAVIRIN 200MG CAP,6.12
RIBS BILAT  PA CHEST MIN 4 VWS,363
RIBS BILAT +CXR PA/LAT MIN 4VW,392
RIBS BILAT WO CHEST 3 VIEWS,392
RIBS UNILAT  PA CHEST MIN 3 VW,363
RIBS UNILAT CXR PA/LAT MIN 3VW,392
RIBS UNILAT WO CHEST 2 VIEWS,272
RIFADIN 300MG CAP,5.8
RIFADIN 600 MG VIAL,372.6
RIFAMPIN 150MG CAPSULES,4.56
RIGHT & LEFT HEART CATH,8889
RIGHT HEART CATH,3861
RIGIDFX CROSSPIN BTB 2.7,1267
RIGIDFX CROSSPIN ST 3.3,1176
RILUTEK 50MG TAB,19.83
RING BARRIER 2IN,5.94
RISPERDAL 0.25 MG TAB,3.5
RISPERDAL 0.5MG TAB,3.5
RISPERDAL 1MG TAB,3.5
RISPERDAL 1MG/ML 1ML CHG,58.56
RISPERDAL 2MG TAB,3.5
RISPERDAL 3MG TAB,3.5
RISPERDAL 4MG TAB,3.5
RISPERDAL CONSTA 25 MG,1543.66
RISPERIDONE 3MG ODT TAB,42.65
RITALIN 10MG TAB,5.25
RITALIN 5MG TAB,6.67
RITUXAN 100MG,2431.01
RITUXAN 500MG,12155.04
RITUXAN HYCELA 1400 MG SDV,17016.91
RITUXAN HYCELA 1600 MG SDV,19447.89
"RNA POLYMERASE III,IGG",121.7
ROBINUL INJ 0.2MG/ML VIAL,32.2
ROBITUSSIN SYR 10CC UD,3.5
ROCALTROL .25MCG CAP,3.87
ROCALTROL 0.5 MCG CAPS,7.04
ROCALTROL 1MCG/ML LIQ,65.83
ROCURONIUM 10MG/ML 10ML VIAL,3.5
ROD 2.5MM REAMING 650MM,536.73
ROD 2.5MM REAMING 950MM,507.81
ROD 3.0MM REAMING OFFSET BALL,518.72
ROD 3.0MM REAMING STR BALL TIP,702.24
ROD CURVED 3.5MM TI 30MM,546
ROD CURVED 3.5MM X 35MM,437.5
ROD DEPUY ADJUSTABLE,2903.62
ROD EXTERNAL FIXATION LG MULTI,1566.52
ROD EXTERNAL FIXATOR 140-200MM,241.92
ROD EXTERNAL FIXATOR 60-120MM,175.68
ROD EXTERNAL FIXATOR LG 11MM,1052.76
ROD HUNTER TENDON,5059.2
ROD INFINITY 25MM,592.5
ROD INFINITY 3.5MM,847.75
ROD INFINITY 40MM,592.5
ROD NEURO 120-480MM DEPUY,825
ROD NEURO 3.5 MOUNTAINEER,1130.5
ROD NEURO 3.5 X 120MM DEPUY,608
ROD NEURO 3.5 X 60MM DEPUY,437.5
ROD NEURO 5.5MM PREBENT DEPUY,437.5
ROD NEURO DUAL,2860.42
ROD NEURO LONGITUDE 100MM,955
ROD NEURO VIPER,1742.02
ROD NEURO VIPER 300MM,1345
ROD OSTEONECROSS HIP,7827.5
ROD RELINE 5.5 X1 20MM,955
ROD S4 CVD 5.5X45MM AESCULAP,180
ROD SPINAL STR TITAN 5.5 DEPUY,1187.83
ROD STR CAPLOX II CAT,360
ROD VANE,180
ROD VERTEX 60MM,592.5
ROD VOYAGER,955
ROM EXCLUDE HAND,117
ROM HAND,117
ROMAZICON INJ. 5 ML MDV,6.26
ROMIDEPSIN 10MG VIAL/KIT,8276.51
ROOM & BED,897
ROOM & BED 3N,897
ROOM & BED 3T,897
ROOM & BED 4C,897
ROOM & BED 4N,897
ROOM & BED 4P,897
ROOM & BED 4W,897
ROOM & BED BLOOD ADM 3N,1483
ROOM & BED BLOOD ADM 3T,1483
ROOM & BED BLOOD ADM 3W,1483
ROOM & BED BLOOD ADM 4C,1483
ROOM & BED BLOOD ADM 4N,1483
ROOM & BED BLOOD ADM 4P,1483
ROOM & BED BLOOD ADM 5T,1483
ROOM & BED BLOOD ADM CCU,2519
ROOM & BED BLOOD ADM INTERMED,2137
ROOM & BED CCU,1933
ROOM & BED CHEM TEL BLD ADM 3N,2319
ROOM & BED CHEM TEL BLD ADM 3T,2319
ROOM & BED CHEM TEL BLD ADM 4C,2319
ROOM & BED CHEM TEL BLD ADM 4N,2319
ROOM & BED CHEM TEL BLD ADM 4P,2319
ROOM & BED CHEMO 3N,1565
ROOM & BED CHEMO 3T,1565
ROOM & BED CHEMO 4C,1565
ROOM & BED CHEMO 4N,1565
ROOM & BED CHEMO 4P,1565
ROOM & BED CHEMO BLD ADM 3N,2151
ROOM & BED CHEMO BLD ADM 3T,2151
ROOM & BED CHEMO BLD ADM 4C,2151
ROOM & BED CHEMO BLD ADM 4N,2151
ROOM & BED CHEMO BLD ADM 4P,2151
ROOM & BED CHEMO BLD ADM CCU,3187
ROOM & BED CHEMO BLOOD INTERMD,2805
ROOM & BED CHEMO CCU,2601
ROOM & BED CHEMO INTERMED CARE,2219
ROOM & BED INTERMEDIATE CARE,1551
ROOM & BED ISO CHEM BLD ADM 3N,2532
ROOM & BED ISO CHEM BLD ADM 3T,2532
ROOM & BED ISO CHEM BLD ADM 4C,2532
ROOM & BED ISO CHEM BLD ADM 4N,2532
ROOM & BED ISO CHEM BLD ADM 4P,2532
ROOM & BED ISO CHEM BLD ADM CC,3568
ROOM & BED ISO CHEM BLOOD INTR,3186
ROOM & BED ISO TELM BLD ADM 3N,2032
ROOM & BED ISO TELM BLD ADM 3T,2032
ROOM & BED ISO TELM BLD ADM 4C,2032
ROOM & BED ISO TELM BLD ADM 4N,2032
ROOM & BED ISO TELM BLD ADM 4P,2032
ROOM & BED ISO/TEL CHEM BLD 3N,2700
ROOM & BED ISO/TEL CHEM BLD 3T,2700
ROOM & BED ISO/TEL CHEM BLD 4C,2700
ROOM & BED ISO/TEL CHEM BLD 4N,2700
ROOM & BED ISO/TEL CHEM BLD 4P,2700
ROOM & BED ISOL,1278
ROOM & BED ISOL 3N,1278
ROOM & BED ISOL 3T,1278
ROOM & BED ISOL 4C,1278
ROOM & BED ISOL 4N,1278
ROOM & BED ISOL 4P,1278
ROOM & BED ISOL 4W,1278
ROOM & BED ISOL BLD ADM 3N,1864
ROOM & BED ISOL BLD ADM 3T,1864
ROOM & BED ISOL BLD ADM 4C,1864
ROOM & BED ISOL BLD ADM 4N,1864
ROOM & BED ISOL BLD ADM 4P,1864
ROOM & BED ISOL BLD ADM 5T,1864
ROOM & BED ISOL BLD ADM CCU,2900
ROOM & BED ISOL BLOOD INTERMED,2518
ROOM & BED ISOL CCU,2314
ROOM & BED ISOL CHEMO 3N,1946
ROOM & BED ISOL CHEMO 3T,1946
ROOM & BED ISOL CHEMO 4C,1946
ROOM & BED ISOL CHEMO 4N,1946
ROOM & BED ISOL CHEMO 4P,1946
ROOM & BED ISOL CHEMO CCU,2982
ROOM & BED ISOL CHEMO INTERMED,2600
ROOM & BED ISOL INTERMED CARE,1932
ROOM & BED ISOL LABOR & DEL,1278
ROOM & BED ISOL NEWBORN CARE,1278
ROOM & BED ISOL POST PART,1278
ROOM & BED ISOL PSYCH,1528
ROOM & BED ISOL REHAB,1278
ROOM & BED ISOL/TEL,1446
ROOM & BED ISOL/TEL 3N,1446
ROOM & BED ISOL/TEL 3T,1446
ROOM & BED ISOL/TEL 4C,1446
ROOM & BED ISOL/TEL 4N,1446
ROOM & BED ISOL/TEL 4P,1446
ROOM & BED ISOL/TEL 4W,1446
ROOM & BED ISOL/TEL CHEMO 3N,2114
ROOM & BED ISOL/TEL CHEMO 3T,2114
ROOM & BED ISOL/TEL CHEMO 4C,2114
ROOM & BED ISOL/TEL CHEMO 4N,2114
ROOM & BED ISOL/TEL CHEMO 4P,2114
ROOM & BED LABOR ROOM,897
ROOM & BED NEWBORN CARE,897
ROOM & BED NEWBORN ELEVATATED,1278
ROOM & BED POST PARTUM,897
ROOM & BED PSYCHIATRIC,1147
ROOM & BED PSYCHIATRIC-SCU,1273
ROOM & BED REHAB 5T,897
ROOM & BED REHAB PVT,1147
ROOM & BED TLMTRY,1065
ROOM & BED TLMTRY 3N,1065
ROOM & BED TLMTRY 3T,1065
ROOM & BED TLMTRY 4C,1065
ROOM & BED TLMTRY 4N,1065
ROOM & BED TLMTRY 4P,1065
ROOM & BED TLMTRY 4W,1065
ROOM & BED TLMTRY BLD ADM 3N,1651
ROOM & BED TLMTRY BLD ADM 3T,1651
ROOM & BED TLMTRY BLD ADM 3W,1651
ROOM & BED TLMTRY BLD ADM 4C,1651
ROOM & BED TLMTRY BLD ADM 4N,1651
ROOM & BED TLMTRY BLD ADM 4P,1651
ROOM & BED TLMTRY CHEMO 3N,1733
ROOM & BED TLMTRY CHEMO 3T,1733
ROOM & BED TLMTRY CHEMO 4C,1733
ROOM & BED TLMTRY CHEMO 4N,1733
ROOM & BED TLMTRY CHEMO 4P,1733
ROSUVASTATIN CALCIUM 10 MG TAB,3.5
ROSUVASTATIN CALCIUM 20 MG TAB,3.5
ROSUVASTATIN CALCIUM 40 MG TAB,3.5
ROTAVIRUS LAGG,243.4
ROWASA 4GM/60ML ENEMA EA,61.51
ROWASA/CANASA 1000MG SUPP,97.62
ROXICODONE 15MG IR TABLET,4.37
ROXICODONE 5MG TABLET,3.5
RPHARM MONOCLONALAB THERAPY,1341
RPLC GTUBE NO REVJ TRC,412
RPLC GTUBE REVJ GSTRST TRC,633
RPR QUAL,73.6
RPR QUANTITATIVE,92.6
RR CCU PHS I LVL 4 PER MN,17
RR EXTENDED EA 30 MIN,13
RR GENERAL PR MIN,15
RR PER MINUTE,13
RR PHASE I LVL 2 PER MIN,13
RR PHASE I LVL 3 PER MIN,15
RR PHASE I LVL 4 PER MIN,17
RR PHASE I LVL 5 PER MIN,19
RR PHASE II EA ADDL 15 MN,115
RR PHASE II INIT 60 MIN,460
RR PHASE II PAIN EACH 15 MIN,115
RR REGIONAL PER MIN,14
RSV SMEAR(RESP SYN VIRUS),104
RUBELLA ANTIBODY IA,176.3
RUBEOLA AB,225.6
RUFINAMIDE,343
RYTHMOL 150MG TAB,3.5
RYTHMOL 225 MG TABLET,3.5
RYTHMOL 225MG SR CAP,55.99
S/I ANGIO ABD AORTOGRAPHY,1785
S/I ANGIO AO/BIFEM RUNOFF,1783
S/I ANGIO AORTA THORACIC,1785
S/I ANGIO BIL FEM RUNOFFS,1785
S/I ANGIO EXTREMITY LT,1785
S/I ANGIO EXTREMITY RT,1785
S/I ANGIO PULM BIL SEL,3841
S/I ANGIO PULM SEL UNI,3194
S/I ANGIO PULMON NONSEL,1466
S/I ANGIO SEL EA ADD VESS,1318
S/I ANGIO THRU EXIST CATH,1552
S/I ANGIO VISCERAL,1785
S/I TAA DISTAL EXTEN,1977
S/I TAA PROXIMAL EXTEN,1977
S/I THOR ANEURYSM W/COV,6093
S/I THOR ANEURYSM W/O COV,6093
S/I TRNSCATH EMBOLIZATION,1389
S/I VENOGRAM EXT BILAT,713
S/I VENOGRAM EXT UNILAT,546
S/I VENOGRAM IVC,1347
S/I VENOGRAM SVC,918
SACRUM-COCYX MIN 2 VWS,256
SALAGEN 5MG,7.73
SALICYLATE BLOOD,205.3
SALIVARY CORTISOL,118.5
SALIVARY GLANDS FOR CALC.,256
SALPINGOGRAM,1434
SAMSCA 15MG TABLET,1446.05
SANDIMMUNE INJECTION,262.43
SANTYL 30GM OINTMENT,799.04
SAPHRIS 10MG SL TAB,92.05
SAPHRIS 5MG SL TAB,92.05
SAVAYSA 60MG TAB,55.76
SAVELLA 12.5MG TAB,29.31
SAVELLA 25MG TAB,29.31
SAVELLA 50MG tab,29.31
SCABIES,86
SCAPULA BIL,302
SCAPULA LT,226
SCAPULA RT,226
SCISSORS QUICKLINE INSERT,132.19
SCL70-ANTI SCLERODERMA,106.5
SCLEROSOL INTRAPL. AEROSL 4GM,77.28
SCOLIOSIS STUDY 1 VIEW,268
SCOLIOSIS STUDY 2-3 VIEWS,332
SCREW 1.4X3MM C-P EMERGENCY,244.12
SCREW 1.7X4MM CRS PIN,223.16
SCREW 1.9X3MM CRS PIN STRYKER,218.38
SCREW 1.9X5MM CRS PIN STRYKER,218.38
SCREW 2.4 CANULTD LG THD 16-30,766.72
SCREW 2.4 CANULTD SH THD 18-26,766.72
SCREW 2.4 LCK VARIABLE,815.7
SCREW 2.5MM MICRO X 16MM,942
SCREW 2.7 LCK SELF-TAP,484
SCREW 2.7MM LCK SLFTAP 16-24MM,602.51
SCREW 2.7X14-18MM TI STARDRIVE,594.05
SCREW 2.7X18MM SLF-TPNG STRDR,206.24
SCREW 2.7X18MM TI CORTEX,169.88
SCREW 2X12MM BONE STRYKER,188.32
SCREW 3.0MM ASNIS CANULTD,877.52
SCREW 3.5 X 28MM POLY SHAFT TI,5759.5
SCREW 3.5-4.00MM POLY TI,2125
SCREW 3.5X12MM INFINITY MAS,2118.71
SCREW 3.5X20MM INFINITY MAS,2125
SCREW 3.5X24MM LCP VA LOCKING,636.74
SCREW 3.5X26MM LCP VA LOCKING,636.74
SCREW 4.0X16MM INFINITY MAS,2118.71
SCREW 4.5MM COMPRESS SHRT 38MM,1235.8
SCREW 4.75X15MM LCK REV SHOULD,310
SCREW 4.75X15MM NON-LCK REV,310
SCREW 4.75X25 REV SHOULDER,310
SCREW 4.75X35 REV SHOULDER,310
SCREW 4MM LCKING 3.5HEX,709.68
SCREW 4MM LCKING T25 STARDRIVE,607.78
SCREW 5.0X18MM LOCKING VA,781.45
SCREW 5.0X20MM LOCKING VA,757.76
SCREW 5.5X30MM PIVOX,1475
SCREW 5X100MM CANNULATED LOCK,833.27
SCREW 6.5MM CANN 32X70MM,775.4
SCREW 6.5MM CANN 32X75MM,775.4
SCREW 6MM SELF DRILL CHOICE,306
SCREW 7.3 X80MM TI CANNULATED,989.11
SCREW 7.3X85MM TI CANNULATED,989.11
SCREW 7.3X90MM TI CANNULATED,989.11
SCREW ASNIS CANULATED 2.0MM,877.52
SCREW BIO-INTERFERENCE,490.2
SCREW BONE 2.7X10MM,374.88
SCREW BUNION 16MM,83.52
SCREW BUNION 18MM,83.52
SCREW BUNION 20MM,83.52
SCREW BUNION 22MM,83.52
SCREW BUNION 24MM,83.52
SCREW BUNION 26MM,83.52
SCREW BUNION 28MM,83.52
SCREW BUNION 30MM,83.52
SCREW CANCELLOUS BONE 4.0,57.6
SCREW CANCELLOUS BONE 6.5,143.14
SCREW CANNULA 7.3 W/HES SOCKET,1123.87
SCREW CANNULATED 3.5MM FULL TH,759.28
SCREW CANNULATED 3.5MM PART TH,741.92
SCREW CANNULATED 4.0MM SHRT TH,766.72
SCREW CANNULATED 5.0MM LOCKING,810.37
SCREW CANNULATED 6.5MM,1017.95
SCREW CANNULATED 7.3MM,1013.53
SCREW CANNULATED VAR LOK 5.0MM,978.24
SCREW CENTRAL 6.5X25MM REV,385
SCREW CERVICAL FALCON VSD 4,530.5
SCREW CERVICAL VARIABLE 4.0MM,546
SCREW COMPRESS 2.4MM SHRT 18MM,1221.24
SCREW COMPRESS 2.4MM SHRT 20MM,1221.24
SCREW COMPRESS 2.4MM SHRT 22MM,1221.24
SCREW COMPRESSION 2.4 LG THRD,1221.24
SCREW COMPRESSION 3.0 LG THRD,1221.24
SCREW COMPRESSION 6.5MM HDLESS,1235.8
SCREW COMPRESSION CANNULATED,1020
SCREW CONICAL 7.3 PT,997.69
SCREW CONICAL CANNULATED 5MM,684.88
SCREW CONICAL CANNULATED 65MM,723.57
SCREW CORTEX 1.2MM EMERGENCY,333.72
SCREW CORTEX 1.3MM SLF TAP,305.86
SCREW CORTEX 1.5MM SLF TAP,217.08
SCREW CORTEX 1.7MM EMERGENCY,317.52
SCREW CORTEX 1MM SLF TAP,320.76
SCREW CORTEX 2.0,194.04
SCREW CORTEX 2.0MM SLF TAP,220.32
SCREW CORTEX 2.4MM,255.17
SCREW CORTEX 2.4MM  SELF-TAP,253.62
SCREW CORTEX 2.4MM MANDBL TRMA,359.64
SCREW CORTEX 2.4MM MANDIBLE,357.7
SCREW CORTEX 2.7MM,164.16
SCREW CORTEX 2.7MM SLF TAP LOK,152.78
SCREW CORTEX 2MM PLUSDRIVE,263.74
SCREW CORTEX 2X6MM,264.6
SCREW CORTEX 2X8MM,264.6
SCREW CORTEX 3.5 SLF-TAP,161.96
SCREW CORTEX 3.5MM SLF TAP LOK,96.26
SCREW CORTEX 4.5MM,69.84
SCREW CORTEX 4.5MM SLF-TAP,97.06
SCREW CORTEX MOD 1.0MM SLF TAP,313.92
SCREW CORTEX MOD 1.3MM SLF TAP,328.32
SCREW CORTEX MOD 2.4MM SLF TAP,378.88
SCREW CORTICAL,72.97
SCREW CORTICAL BONE 5.0 X 36MM,656.52
SCREW CORTICAL LAG 38MM UCSS,1611.76
SCREW CRANIAL E/R LP,223.42
SCREW DEPUY HIP,270
SCREW DEPUY MONOAXIAL,2860.42
SCREW DEPUY MOUNT 4.0,2125
SCREW DEPUY MOUNT MINI,2125
SCREW DEPUY POLYAXIAL,2125
SCREW DEPUY SELF DRILLING,546
SCREW DI POLY 8 X 35,2125
SCREW DISC FOR 1.5X4MM,1165.99
SCREW EMERGENGY 2.0-2.4MM,230.69
SCREW FACET XLIF,2581.66
SCREW FIXATION,367.44
SCREW HFN LAG 10.5MM X 100MM,1947.81
SCREW LAG 2.0 X 24-42MM,747.5
SCREW LAG 2.0 X 6-22MM,592.81
SCREW LAG 2.4 X 32-50MM,747.5
SCREW LAG 2.4 X 6-30MM,592.81
SCREW LAG 3.0 X 16-18MM,592.81
SCREW LAG 4.0 X 16MM,546
SCREW LAMINA BLACKSTONE,418.9
SCREW LAMINOPLASTY 2.2X6MM,306
SCREW LAMINOPLASTY 2.2X8MM,306
SCREW LAMINOPLASTY 2.6X8MM,471.6
SCREW LCP COMPRESSION,192.96
SCREW LOCKING 2.0,471.6
SCREW LOCKING 2.7X10MM,761.76
SCREW LOCKING 3.5MM,511.28
SCREW LOCKING 5.0MM,585.68
SCREW LOCKING 5MM DUAL,779.12
SCREW LOCKING TI,360
SCREW LOCKING TI TRANSCONNECT,360
SCREW LP SELF DRILLING,175.5
SCREW LP TI HIP,406.5
SCREW LUMBAR BLACKSTONE,2385
SCREW MANDIBLE 2.0X4 LCK,474.08
SCREW MANDIBLE 2.3X10,149.87
SCREW MANDIBLE 2.3X10 LCK,392.67
SCREW MANDIBLE 2.3X12,149.87
SCREW MANDIBLE 2.3X12 LCK,392.67
SCREW MANDIBLE 2.3X14,149.87
SCREW MANDIBLE 2.3X14 LCK,392.67
SCREW MANDIBLE 2.3X18,149.87
SCREW MANDIBLE 2.3X6,230.15
SCREW MANDIBLE 2.3X6 LCK,392.67
SCREW MANDIBLE 2.3X8,149.87
SCREW MANDIBLE 2.3X8 LCK,392.67
SCREW MANDIBLE 2.4 LCK SLF TAP,571.73
SCREW MANDIBLE 2.4 SLF TAP,376.43
SCREW MANDIBLE 2.7 SLF TAP,404.33
SCREW MANDIBLE 2.7 x 8-18MM ER,260.64
SCREW MANDIBLE ER 2.7MM MICRO,389.26
SCREW MENISCAL,645.2
SCREW MIDFACE SELF-DRILL,340.2
SCREW MIDFACE SELF-TAPPING,327.24
SCREW MIDWEST SURG,2190
SCREW MINIMAG,698.21
SCREW MODHAND 1.5-2.0,163.48
SCREW NEURO 1.5X5MM,134.82
SCREW NUVASIVE SELF DRILLING,528.95
SCREW OC DEPUY MOUNT,1111.39
SCREW OC INNER DEPUY,360
SCREW PERIARTICULAR ORTHO,138.96
SCREW POLY VIPER,2710
SCREW REDUCTION 6-7 40-50M DEP,2385
SCREW RELINE MAS 6.5 X 50MM,2255
SCREW RELINE OPEN TULIP 5.5MM,180
SCREW RESCUE LTRL MASS BLKSTNE,821.9
SCREW REVERSE SHOULDER 4.5-24,385
SCREW S4 6X45MM POLY AESCULAP,2125
SCREW S4 7X30MM MONO AESCULAP,2125
SCREW S4 7X40MM MONO AESCULAP,2125
SCREW SEFF TAB BONE 2.4 SYNTHE,505.2
SCREW SELF DRILLG 1.5X4MM,134.82
SCREW SELF DRILLING 1.2,261.54
SCREW SELF DRILLING 1.7MM,143.1
SCREW SELF DRILLING 2.0,435.02
SCREW SELF DRILLING 6MM/8MM,370.85
SCREW SELF DRILLING SCHANZ 60M,744.4
SCREW SELF TAP BONE 3.5 SYNTHE,539.4
SCREW SELF TAP CANCEL 4.5X40MM,451.76
SCREW SELF TAPPING 1.2,151.2
SCREW SELF TAPPING BONE ZIMMER,288
SCREW SET BLACKSTONE,180
SCREW SET INFINITY,270
SCREW SET MIDWEST,437.5
SCREW SET S4 AESCULAP,360
SCREW SET VERTEX,270
SCREW SHAFT 3.5MM,162
SCREW SMARTLOCK HMMF 2.0X6MM,447.11
SCREW ST FA 4.0 X 13,453
SCREW ST VA 4.0 X 13,453
SCREW SYNTHES NEURO,511.9
SCREW T10 3.5MM FULTHD 16-22MM,892.6
SCREW TENODESIS,864
SCREW TFNA 105MM FENESTRATED,3104
SCREW TFNA SYSTEM,2490.92
SCREW TI LCKING T25 4.0MM,711.6
SCREW TI LCKING T25 5.0MM,731.44
SCREW TI LCKING T25 6.0MM,909.84
SCREW TI LOCKING 5.0MM,709.68
SCREW VERTEX 3.5 X 14,2125
SCREW VOYAGER,2710
SCREW WASHER SPIKED,496.4
SCREW WHIPPLE CANNULATED,1083.36
SCREWDRIVER CRUCIFORM1.5/2.0MM,1796.88
SCREWMANDIBLE 2.0X12 LCK,264.06
SEALANT PROGEL PLEURAL AIR LKS,2580
SEALANT RESURE,324
SEALER TISSUE ENSEAL 110DEG5MM,1048.29
SEDIMENTATION RATE,64.8
SEL 1ST OR AB PEL LO EX L,1454
SEL 1ST OR AB PEL LO EX R,1454
SEL 2ND OR AB PEL LO EX L,2059
SEL 2ND OR AB PEL LO EX R,2059
SEL 3RD OR AB PEL LO EX L,2137
SEL 3RD OR AB PEL LO EX R,2137
SEL ADD 2-3OR A P LO EX L,1827
SEL ADD 2-3OR A P LO EX R,1827
SEL CATH 1ST ORD THOR LT,880
SEL CATH 1ST ORD THOR RT,880
SEL CATH 2ND ORD THOR LT,923
SEL CATH 2ND ORD THOR RT,923
SEL CATH 3RD ORD THOR LT,1304
SEL CATH 3RD ORD THOR RT,1304
SEL CATH ADD CATH THOR LT,1130
SEL CATH ADD CATH THOR RT,1130
SEL CATH CCA/INOM/EXT BI,3857
SEL CATH CCA/INOM/EXT LT,3857
SEL CATH CCA/INOM/EXT RT,3857
SEL CATH CCA/INOM/INT BI,3857
SEL CATH CCA/INOM/INT LF,3857
SEL CATH CCA/INOM/INT LT,3857
SEL CATH CCA/INOM/INT RT,3857
SEL CATH ECA ADD-ON BI,1108
SEL CATH ECA ADD-ON LT,1108
SEL CATH ECA ADD-ON RT,1108
SEL CATH ICA/INT/EXT BI,6308
SEL CATH ICA/INT/EXT LF,6308
SEL CATH ICA/INT/EXT RT,6308
SEL CATH INTRAC OF ICA/VERT BI,1791
SEL CATH INTRAC OF ICA/VERT LT,1791
SEL CATH INTRAC OF ICA/VERT RT,1791
SEL CATH L/R PULM ART 2ND,2059
SEL CATH SEG/SUB PUL 3RD,2137
SEL CATH SUB-INOM/VERT BI,3857
SEL CATH SUB-INOM/VERT LF,3857
SEL CATH SUB-INOM/VERT LT,3857
SEL CATH SUB-INOM/VERT RT,3857
SEL CATH VERTEBRAL BI,6308
SEL CATH VERTEBRAL LF,6308
SEL CATH VERTEBRAL LT,6308
SEL CATH VERTEBRAL RT,6308
SELECT VENOUS 1ST ORDER,1552
SELECT VENOUS 2ND/MORE,1706
SELENIUM,81.1
SELENIUM 40MCG/ML 10ML,8.15
SELENIUM TOP SUSP 3OZ,45.54
SELF CARE/HOME MGMT EA 15,43
SELLA TURC W&W/O CONT CT,1479
SELLA TURC W/CONT CT,1137
SELLA TURC W/O CONT CT,1054
SELLA TURCICA,256
SELSUN BLUE 4 OZ,13.3
SEMEN ANALYSIS COMP,177.5
SEMEN ANALYSIS QUAL,157.2
SENNA SYRUP 8.8MG/5ML 1ML CHG,3.5
SENOKOT TAB,3.5
SENOKOT-S TAB,3.5
SENSIPAR 30MG TABLETS,106.86
SENSITIVITY MIC,124.2
SENSOR BED PAD DISPOSABLE,68.44
SENSOR BIS,76.1
SENSOR CHAIR PAD DISPOSABLE,56.84
SENSOR COMMODE DISPOSABLE,43.7
SENSOR TOILET SEAT DISPOSABLE,29.34
SENSORCAINE .25% MPF 10ML,7.41
SENSORY INTEGRATION EA 15,60
SEROQUEL 100MG TAB,3.5
SEROQUEL 12.5MG TAB,3.5
SEROQUEL 200MG TAB,4.37
SEROQUEL 25MG TAB,3.5
SEROQUEL 300MG TAB,3.5
SEROQUEL 50MG TAB,4.1
SEROQUEL XR 150MG TAB,3.59
SEROQUEL XR 200MG TAB,3.5
SEROQUEL XR 50MG TAB,37.77
SEROTONIN BLOOD,334.8
SERTRALINE HCL 20 MG/ML CHARGE,4.28
SERZONE 100MG TAB,5.75
SET QUICK PRESSURE MONITOR,260.78
SET SCREW,360
SET SCREW INNER SET VIPER,360
SET SCREW SINGLE INNER DEPUY,437.5
SET SCREW SPINAL CROSS CONN,380.4
SET SCREW VOYAGER,180
SET SEALING ABDOMINAL WOUND,277.2
SET TUBING EXTENSION SYRG PUMP,3.2
SET TUBING IV GRAVITY ULTRASIT,7.31
SET TUBING RAPID INFUSION LVL1,262.26
SEVELAMER CARBONATE 800 MG TAB,8.51
SEVOFLURANE ANEST GAS,410.55
SEX HORMONE BINDING GLOB,153.5
SGGT,143.4
SGOT/AST,104
SGPT/ALT,112.8
SHAFT 3.5 LCP 3 HL HUMER PLATE,4894.68
SHAFT FIBULA 150MM,1865
SHEATH 4-6F BOS SCI,28.8
SHEATH 6-8F 11CM CORDIS,23.4
SHEATH 7FR INTRODUCER VNUS,109.8
SHEATH ARROW 6FR,109.8
SHEATH CLEAR RENAL,212.54
SHEATH GUID PERFORMER 14F 30CM,260.5
SHEATH HYDROPHILIC 6FR,216
SHEATH LONG 5-7F 23CM CORDIS,59.4
SHEATH PEELAWAY 9F 14CM,213.84
SHEATH PICC PEELAWAY 4F,68.4
SHEATH SAFE II 6F 13CM,360
