"Description                             ","Price     "
"IOHEXOL 350, 200ML BOTTLE(*OMNIPAQUE)   ","    500.00"
"HYDROCHLOROTHIAZIDE,50MG TAB (>IVAX)    ","      8.96"
"HYDROCHLOROTHIAZIDE,25MG TAB (>MCKESSON)","     12.00"
"TRIAMCINOLONE, 0.1% 15GM CREAM (>ALPHARM","     15.46"
"TRIAMCINOLONE, 0.1% 15GM OINT (>FOUGERA)","     23.00"
"TRIAMCINOLONE, 0.025% 15GM CREAM (#NONFO","     12.00"
"NYSTATIN,SOLN 100,000U/ML  30 ML (>QUALI","      9.44"
"MINOCYCLINE,  50MG CAP (>TEVA)          ","      8.96"
"DOPAMINE, 800MG IN 250ML-D5W            ","     56.78"
"ANTIBIOTIC HEPLOCK SYRINGE              ","     51.00"
"CIPRO,ORAL SUSP 500MG/5ML 100ML         ","    242.25"
"PREDNISOLONE,  5MG/5ML 30ML (#NONE)     ","      8.96"
"PANCRELIPASE 12, DR CAP (*CREON 12)     ","     16.68"
"TRIPLE DYE, PIN POINT                   ","     24.98"
"VERAPAMIL  , 40MG TAB (>WATSON)         ","      8.96"
"CEFTAROLINE FOSAMIL, 400MG VIAL (*TEFLAR","   1011.43"
"CEFTAROLINE FOSAMIL, 600MG VIAL (*TEFLAR","    940.40"
"LISINOPRIL , 5MG TAB (>MYLAN)           ","     12.00"
"NAPHAZOLINE ,0.012% OPHTH DROP 15ML(*CLE","      8.96"
"BELIMUMAB, 120MG PWVL (*BENLYSTA)       ","    664.77"
"BELIMUMAB, 400MG PWVL (*BENLYSTA)       ","   1994.30"
"PENTOBARBITAL,  100MG CAP (#DISCONTINUED","     33.60"
"HYDROCORTISONE,  10MG TAB (>AMECA)      ","      8.96"
"ALBUTEROL ER, 4MG TAB (>MYLAN)          ","     12.00"
"METHYLPREDNISOLONE,ACE 80MG 5ML (#NON-ST","    123.66"
"ERYTHROMYCIN,STEARATE 250MG TAB (*ERYTHR","      8.96"
"PERPHENAZINE 4MG/AMITRIPTYLINE,25MG (#NO","      3.25"
"TRIMETHOPRIM/SULFA ,80MG/400MG TAB (>AMN","      8.96"
"OLANZAPINE , 10MG VIAL (>AMER REG)      ","     90.84"
"DOCUSATE SOD,  50MG CAP  (*COLACE)      ","      3.25"
"DOCUSATE SOD, 100MG CAP  (>MCKESSON)    ","      8.96"
"BUDESONIDE, 180MCG FLEXHALER (*PULMICORT","   1463.88"
"CHLORAL HYDRATE, CAP 500MG              ","     22.40"
"GUAIFENESIN, SYRUP 100MG/5ML 30ML(>PHARM","      8.96"
"TETANUS IMMUNE GLOBULIN, 250U(*BAY-TET)(","   2911.57"
"NITROGLYCERIN,PATCH 0.3MG/HR (*NITRO-DUR","     33.60"
"NYSTATIN,ORAL TABLET 500,000 UNIT (#NONE","      8.96"
"SODIUM CHLORIDE,5% 15ML OPH DROP (>AKORN","     60.21"
"BETAMETHASONE ,DIP 0.05% 15GM OINT      ","    131.44"
"SODIUM CHLORIDE,  0.65% NASAL 45ML (*DEE","     12.00"
"CALCITRIOL, 1MCG/ML 1ML VIAL(>TEVA) (#NO","     61.60"
"LISINOPRIL ,10MG TAB  (>MAJOR)          ","     12.00"
"PHENYLEPHRINE , 10% 5ML OPHTH DROP (*AKO","     11.07"
"DOXORUBICIN,LIPOSOME 50MG VIAL   (*DOXIL","   4204.58"
"METRONIDAZOLE, 50MG/ML 100ML SUSPENSION ","     60.26"
"BELLADONNA ALKALOID & PB,ELIX 5ML       ","     22.40"
"PHENOBARBITAL,ELIXIR 20MG/5ML,5ML UD    ","     33.60"
"GABAPENTIN SOLUTION, 50MG/ML 6ML UNIT DO","      6.40"
"HYDROMORPHONE , 1MG 1ML AMP (>HOSPIRA)  ","     20.00"
"CHLORHEXIDINE GLUCONATE,RINSE 30ML(>XTTR","      8.96"
"CHLORAL HYDRATE, 500MG/5ML  5ML UNIT DOS","     22.40"
"DANTROLENE, 25MG CAP (>GLOBAL/IMPAX)    ","     12.00"
"TERAZOSIN, 1MG CAP (>UDL)               ","      8.96"
"VITAMIN K-1, 10MG/ML 1ML AMP (GIVE < 1MG","    283.99"
"AMOXICILLIN ,   250MG CAPSULE (>TEVA)   ","     12.00"
"AMOXICILLIN ,   500MG CAPSULE (>UDL)    ","     12.00"
"AMOXICILLIN , 125MG/5ML 150ML (>IVAX)   ","      9.63"
"AMOXICILLIN , 250MG/5ML 150ML (>SANDOZ) ","      9.63"
"LOVASTATIN, 20MG TAB (#NON-FORMULARY)   ","     12.00"
"DIGOXIN,  0.5MG/2ML AMP I.M./I.V. (>BAXT","     23.57"
"DIGOXIN,   0.125MG TAB (>SUN)           ","     12.00"
"DIGOXIN,   0.25MG TAB (>PAR)            ","     12.00"
"PREDNISONE, 50MG TABLET  (>ROXANE)      ","     12.00"
"ISOSORBIDE DINITRATE, 5MG  ORAL TAB (>SA","      8.96"
"ISOSORBIDE DINITRATE, 2.5MG SUBLING (#NO","      8.96"
"ISOSORBIDE DINITRATE, 5MG SUBLINGUAL (#N","      3.25"
"ISOSORBIDE DINITRATE,10MG ORAL (>SANDOZ)","     12.00"
"BENZOCAINE W MENTHOL, SPRAY 2OZ (*DERMOP","     28.96"
"DIATRIZOATE SOD,ORAL SOLN 30ML (*MD-GAST","     16.19"
"CORNEA COAT, PREFILLED SYRINGE          ","    101.88"
"RESERPINE ,0.25MG TAB (>EON) (#NONE)    ","      3.25"
"CIPROFLOXACIN, 250MG TAB (>AMER HLTH)   ","     12.00"
"DEXTROSE, TABLETS-CHEWABLE-RASPBERRY (#N","     10.00"
"MAG/ALUMINUM/SIMETH ,SUSP 30ML (*MAALOX ","      8.96"
"AMPHOTERICIN  B, 50MG VIAL (>X-GEN PHARM","    242.32"
"CEFAZOLIN,  500MG VIAL(>APP)            ","     22.40"
"CEFAZOLIN, 1GM VIAL  (>HOSPIRA)         ","     20.00"
"INSULIN ASPART, U100 3ML FLEXPEN *DO NOT","     40.00"
"LABETALOL HCL, 5MG/ML 40ML VIAL (>HOSPIR","     37.90"
"ETRAVIRINE, 100MG TAB (*INTELENCE(#NONFO","     20.99"
"FERROUS  SULFATE, 324MG TAB (>PADDOCK)  ","      8.96"
"POTASSIUM CL,40MEQ VIAL   (>ABBOTT)     ","     12.00"
"POTASSIUM CL,20MEQ VIAL  (>ABBOTT)      ","     12.00"
"CIPROFLOXACIN,   500MG TAB (>UDL)       ","     12.00"
"PROPOXYPHENE NAP 100 W APAP,(>MALLINCKRO","     22.40"
"CAPSAICIN, 0.025% CREAM 60GM (*TRIXACIN)","     88.00"
"NYSTATIN,VAG TAB 100,000U (15'S) (#DC'D)","      8.96"
"TPA, 50MG VIAL (*ACTIVASE)              ","  11407.84"
"KCL,  20MEQ/10ML VIAL (:POTASSIUM CHLORI","     10.00"
"DEFEROXAMINE, 500MG AMP (>ABBOTT)       ","     57.05"
"KCL,  40MEQ/20ML VIAL (:POTASSIUM CHLORI","     21.50"
"DICLOXACILLIN,250MG CAP (>TEVA)         ","      8.96"
"BETHANECHOL, 10MG TAB (>UPSHER SMITH)   ","      8.96"
"BETHANECHOL, 25MG TABLET  (>UPSHER)     ","     12.00"
"POVIDONE IODINE, SOLN 5% OPTH(*BETADINE(","     59.27"
"IOTHALAMATE MEGLUMINE, 60% 100ML (*CONRA","     83.38"
"AMPICILLIN W SULBACTAM, 1.5GM VIAL (>AUR","     36.00"
"BARIUM SULF, ORAL SUSP 355ML(*E-Z PAQUE)","     28.49"
"CHONDROIT/SOD HYALURO, 0.5V-0.55P(*DUOV(","    607.69"
"AMPICILLIN W SULBACTAM, 3GM VIAL (>AUROM","     36.00"
"ROPINIROLE, 5MG TAB (>ROXANE) (#NONFORMU","     10.00"
"ACETAMINOPHEN , 325MG TAB  (*TYLENOL*)  ","      0.90"
"HALOPERIDOL, 5MG/ML 1ML VIAL (:APP)     ","     20.00"
"ALLOPURINOL,100MG TAB  (>UD LABS)       ","     12.00"
"PROPOXYPHENE, 65MG CAP    (>TEVA)       ","     22.40"
"DROPERIDOL, 2.5MG/ML 2ML AMP  (>ABBOTT)(","     22.40"
"TYLENOL INFANT DROPS 80MG/0.8ML 1X15ML (","     12.00"
"ETOPOSIDE, 50MG CAP (*VEPESID)(#NONE)   ","    221.20"
"MOMETASONE, 0.1% CREAM 15GM (#NONFORMULA","     67.00"
"LIDOCAINE  HCL 100MG 5ML I.V. BOLUS (>AB","     20.00"
"LIDOCAINE,  IV  1GM 40MG/ML 25ML (#DISCO","     22.40"
"ERGOCALCIFEROL, 50,000 UNITS (1.25MG) CA","     12.00"
"FLUOXETINE, 20MG CAP (>TEVA)            ","     12.00"
"PAREGORIC, 30ML   LIQ  (#DISCONTINUED)  ","     33.60"
"MITOXANTRONE, 20MG 10ML VIAL (>APP)     ","   2040.64"
"ATROPINE ,0.1MG/ML 10ML SYRINGE         ","     30.71"
"PREDNISONE, 20MG TABLET  (>ROXANNE)     ","     12.00"
"CHARCOAL, W SORBITOL 50GM/240ML (*INSTAC","     31.74"
"PREDNISOLONE AC,0.125% 5ML(*ECONOPRED)(#","    123.00"
"CEFUROXIME, 250MG TAB (>LUPIN)          ","     12.00"
"ACETAMINOPHEN,120MG (2GR) SUPP  (>PERRIG","      8.96"
"DESIPRAMINE HCL,25MG TAB (>GENEVA)      ","      8.96"
"CEFEPIME, 2GM/100ML NS PIGGY BACK       ","    200.60"
"PERITONEAL SOLN, 1.5% 2000ML PD-2     L5","    136.37"
"FUROSEMIDE,   20MG TAB (>UDL)           ","      8.96"
"MESALAMINE,RECTAL SUSP 60ML (>GAVIS PHAR","     73.38"
"DIPHENHYDRAMINE,ELIX 10ML 25MG/10ML UD (","      8.96"
"D 5 W,   250ML  BAG                     ","     20.00"
"CEFUROXIME, 500MG TAB (>LUPIN)          ","      3.25"
"SORBITOL, 70% USP 30ML                  ","     12.00"
"FOLIC ACID,  1MG TAB (>MCKESSON)        ","     12.00"
"TRIMETHOPRIM/SULFA,240MG IN 250ML D5W   ","     28.62"
"ETHAMBUTOL,400MG TAB  (*MYAMBUTOL)      ","      8.96"
"LEVOTHYROXINE,200MCG TAB(0.2MG) (*SYNTHR","      3.25"
"ENALAPRILAT, 1.25MG/ML 2ML VIAL (>WESTWA","     20.00"
"METOCLOPRAMIDE HCL,10MG IN 50ML D5W (*RE","      8.96"
"DOPAMINE,200MG/5ML  5ML VIAL  (>HOSPIRA)","     20.00"
"CALCIUM CARBONATE + D,1250 (*OS-CAL 500 ","      8.96"
"PROMETHAZINE   ,25MG/ML  1ML VIAL(>WESTW","     20.00"
"GENTAMICIN,  160MG IN 100ML D5W         ","     22.40"
"MITOMYCIN, 5MG VIAL  (>BEDFORD)         ","    167.72"
"IBUPROFEN, 400MG TAB (>MCKESSON)        ","     12.00"
"HYDROCORTISONE,RECTAL CR 2.5% 30GM(*PROC","    109.13"
"METHYLDOPA ,   500MG TAB (>UD LABS)     ","      3.25"
"CIPROFLOXACIN,  750MG TAB (>TEVA)       ","     12.00"
"CARBAMAZEPINE ,100MG/5ML 30ML  (>TARCO) ","      8.96"
"VORICONAZOLE, 200MG TAB (*VFEND)        ","     42.67"
"MITOMYCIN,40MG VIAL (>BEDFORD)          ","   1988.28"
"NICOTINIC ACID, 100MG TAB (*NIACIN) (#NO","      8.96"
"NICOTINIC ACID,  50MG TAB(>WATSON)      ","      3.25"
"HEPARIN SODIUM, 5,000U/ML, 1ML-MUCOSAL- ","     20.00"
"BALSALAZIDE, 750MG CAP (>ROXANE)        ","     12.00"
"CLONIDINE , 0.1MG TAB(>MAJOR)           ","      8.96"
"CLONIDINE , 0.2MG TAB (>UD LABS)        ","      3.25"
"DOXORUBICIN ,10MG SOLUTION VIAL         ","    424.72"
"AMPICILLIN  ,2GM VIAL (>FRESENIUS)      ","     36.00"
"PREDNISONE, 10MG TABLET  (>ROXANE)      ","     12.00"
"FUROSEMIDE, 100MG/10ML 10ML VIAL (>HOSPI","     20.00"
"LIDOCAINE,  0.5% 50ML VIAL  (*XYLOCAINE)","     20.00"
"TERAZOSIN, 5MG CAP (>UDL)               ","     12.00"
"LOTION, LANOLIN 6OZ(*LUBRIDERM)(#NOT STO","     22.12"
"LACTASE, TAB (>MAJOR)                   ","      8.96"
"THEOPHYLLINE, T.R. 450MG TAB  (>SIDMAK) ","      8.96"
"IOHEXOL 300, 100ML BOTTLE (*OMNIPAQUE)  ","     53.76"
"TRIMETHOBENZAMIDE, 100MG PED SUPP(>G&W)(","      8.96"
"ALLOPURINOL,300MG TAB  (>AMER HLTH PKG) ","     12.00"
"GENTAMICIN, 40MG/ML 2ML VIAL (>APP)     ","     36.00"
"ATOVAQUONE SUSPENSION 750MG/5ML(*MEPRON)","     80.91"
"TETANUS TOXOID, 0.5ML ADSORBED (>SANOFI ","    198.00"
"ACETAMINOPHEN ,SUSP 160MG/5ML UNIT DOSE ","      8.96"
"AZATHIOPRINE, 50MG TAB  (>ROXANE)       ","     12.00"
"TRIAMTERENE , 50MG CAP (*DYRENIUM)      ","     12.00"
"HYOSCYAMINE SR, 0.375MG CAP (>WALLACE PH","      8.96"
"ERYTHROMYCIN,ESTOLATE 250MG/5ML 30ML (#N","      8.96"
"MIDAZOLAM, 1MG/ML 2ML VIAL (>WEST WARD) ","     20.00"
"GLUCOSE, LIQUID 15GM (*INSTA-GLUCOSE) GR","     21.12"
"METHOTREXATE,  2.5MG TABLET (>MAJOR)    ","     13.76"
"BRIMONIDINE,0.1% 5ML OPHTH DROP(*ALPHAGA","    160.66"
"NAFCILLIN SOD., 1GM VIAL  IV/IM  (>AUROM","     66.84"
"CALCITONIN, 200 MRC UNIT/ML 2ML (*MIACAL","   7184.10"
"SODIUM CHLORIDE,  0.9%    3ML (#STERILE ","     12.00"
"LIDOCAINE,  0.5%/EPI  1:200000 50ML VL(>","     20.00"
"ESTERIFIED ESTROGEN W MT HS,(>ANI PHARMA","     20.00"
"ALCOHOL,5% DEXTROSE 5% IN WATER 1000ML(#","     60.09"
"D 5 W 0.45% NACL,  500ML                ","     15.00"
"SODIUM CHLORIDE,  3% 500ML              ","     20.00"
"RINGER'S, INJECTION 1000ML              ","     20.00"
"ARIPIPRAZOLE, 15MG TAB (*ABILIFY)       ","     37.17"
"TRAVERT, 10% W ELECTROLYTE #2 1000ML    ","     22.37"
"D 5 W,   500ML                          ","     20.00"
"D 5 W,  1000ML                          ","     20.00"
"D 10 W,  500ML                          ","     20.00"
"D 10 W, 1000ML                          ","     36.29"
"D 5 W 0.9% NACL, 1000ML                 ","     20.00"
"D 5 W 0.45% NACL, 1000ML                ","     15.00"
"D 5 W 0.2% NACL,  500ML                 ","     15.00"
"D 5 W 0.2% NACL, 1000ML                 ","     15.00"
"SODIUM CHLORIDE,  0.9%  250ML BAG       ","     20.00"
"SODIUM CHLORIDE .9% 1000ML 14/CS 2B1324X","     20.00"
"SODIUM BICARBONATE,4.2% 10ML INFANT SYRI","     60.00"
"LACTATED RINGERS W D5W,1000ML           ","     15.00"
"LACTATED RINGER'S, 500ML                ","     15.00"
"LACTATED RINGER'S,1000ML                ","     22.40"
"POTASSIUM PHOSPHATE,45MM/15ML 1ML (4.4ME","     93.00"
"MEMANTINE HCL,   5MG TAB UD (>MAJOR)    ","      9.06"
"GENTAMICIN,  100MG IN 50ML 0.9% NACL (>B","     22.44"
"DIVALPROEX SOD ,DR 500MG TAB (>AMER HEAL","     10.08"
"PHENOBARBITAL, 65MG VIAL (>BAXTER)      ","    115.92"
"ROSIGLITAZONE/METFORMIN, 2/500MG(*AVAND(","      7.01"
"D 25 W, & AMINO ACID 5% 1000ML W/LYTES I","    186.08"
"PENICILLIN VK,250MG/5ML 100ML (>TEVA)   ","     25.54"
"BUPIVACAINE,0.25%  50ML PF AMP (#NONE)  ","     21.58"
"SOD CITRATE W CITRIC ACID, 30ML (>PA)   ","      8.96"
"DOBUTAMINE, 1GM IN 250ML D5W (>BAXTER IV","    100.80"
"BISACODYL , 10MG SUPP                   ","     12.00"
"CLONAZEPAM, 0.5MG TAB (>MCKESSON)       ","     22.40"
"CLONAZEPAM, 1MG TAB (>UDL)              ","     20.00"
"TETRACYCLINE HCL,   250MG CAP (>TEVA)   ","      8.96"
"MUPIROCIN, 2% OINT 22GM (>PERRIGO)      ","     37.30"
"CEPHALEXIN ,250MG/5ML 100ML POWD (>TEVA)","     85.54"
"FEIBA, VH ANTI-INHIB. COAG.COMPLX 400-65","   2074.80"
"AMINOPHYLLIN, 250MG/10ML I.V. VIAL(3 3/4","     69.42"
"AMINOPHYLLIN,    500MG/20ML I.V. VIAL   ","     38.98"
"PYRETHRINS/PIPERONYL BUT,0.33/4% SHAMPOO","     25.00"
"MECLIZINE, 12.5MG TAB (>WATSON)         ","      8.96"
"HYDRALAZINE ,20MG 1ML VIAL (>AKORN)     ","     20.00"
"BENZOCAINE/TETRACAINE/BUTAM,14-2-2% 20GM","     93.50"
"TRIAMCINOLONE,DIAC 40MG 1ML(#DISCONTINUE","     16.13"
"ASPIRIN  ,300MG SUPP (#REFRIGERATE)     ","     12.00"
"ASPIRIN  ,600MG SUPP (#REFRIGERATE)     ","      8.96"
"ASCORBIC ACID, 500MG 1ML AMP(*CENOLATE(#","     22.40"
"HYDROXYZINE HCL,  50MG TAB (>UDL)       ","      3.25"
"DICLOFENAC SOD ,50MG DELAYED RELEASE(>GE","     12.00"
"HYDROXYZINE HCL, 10MG/5ML 30ML (>WOCKHAR","      8.96"
"MERCAPTOPURINE,50MG TAB (>ROXANE LABS)  ","     12.00"
"ALBUTEROL,SOLN FOR INH 2.5MG/0.5ML UD CO","     12.00"
"PHENYLEPHRINE/CHLOR, 25/9 TAB (>PRASCO) ","     10.00"
"HEPARINIZED  SALINE  ,100 UNIT/ML  5ML V","     12.00"
"VITAMIN B 12,   1000MCG 1ML (*CYANOCOBAL","     23.05"
"DIPHENHYDRAMINE, 50MG CAP  (>UD LABS)   ","     12.00"
"SULFASALAZINE, 500MG ENTABS (#NONE)     ","      8.96"
"CORTISPORIN, OINT 15GM  (:NEO/POLY/BACI/","    472.00"
"LOPINAVIR/RITONAVIR, 200/50MG TAB (*KALE","     24.38"
"CEFPODOXIME, 200MG TAB (>SANDOZ)        ","     19.87"
"METHOHEXITAL SOD, 500MG VIAL (*BREVITAL)","    236.00"
"TERBUTALINE SULFATE, 5MG TABLET (>AMER H","      8.96"
"FOLIC ACID, 5MG/ML 1ML DOSE (>APP)      ","     20.00"
"ESTRADIOL VALERATE,20MG/ML 5ML (*DELESTR","    126.35"
"CAFFEINE SOD BENZOATE,250MG/ML 2ML VL (#","     98.25"
"CALCIUM CHLORIDE, 1GM/10ML   10ML VIAL  ","     22.40"
"CALCIUM GLUCONATE,  10ML 10% (>APP)     ","     22.24"
"ADRENALIN CL,1:1000 TOPICAL 30ML(#NON-FO","    630.74"
"VITAMIN E,  400 INT. UNITS GELCAP(>NAT V","      8.96"
"NIACIN,500MG TAB (:NICOTINIC ACID)      ","      8.96"
"EPINEPHRINE,  1:1000 1ML AMP (>ABBOTT)  ","     56.04"
"DEXTROSE/WATER 5% 500ML BAG EXCEL       ","     20.00"
"CHLORPROMAZINE,  10MG TAB (>UD LABS)    ","      3.25"
"CHLORPROMAZINE, 100MG TAB (>UD LABS)    ","     37.50"
"MEDROXYPROGESTERONE ACE, 2.5MG TAB (>GRE","     12.00"
"CHLORPROMAZINE,  25MG TAB (>UD LABS)    ","     22.25"
"CHLORPROMAZINE,  50MG TAB (>UD LABS)    ","      3.25"
"GUAIFENESIN DM, SYRUP 30ML (>PA)        ","     22.40"
"THEOPHYLLINE, ER 400MG TAB (24 HR) (*UNI","      8.96"
"POTASSIUM  ACETATE, VIAL 2MEQ/ML  1ML   ","     21.77"
"WARFARIN SODIUM, 5MG TAB  (*COUMADIN)   ","      8.96"
"SODIUM PHOSPHATE, 45MM/15ML 1ML (4MEQ/ML","     93.00"
"CONJUGATED ESTROGENS, 1.25MG TAB (*PREMA","     33.33"
"WARFARIN SODIUM,10MG TABLET (*COUMADIN) ","      8.96"
"DEXAMETHASONE, 4MG/ML  5ML VIAL (>APP)  ","     20.00"
"WARFARIN SODIUM, 2.5MG TABLET (*COUMADIN","      8.96"
"CARBIDOPA W LEVODOPA ,10/100 (>MCKESSON)","     12.00"
"CARBIDOPA W LEVODOPA ,25/250 (>MCKESSON)","      8.96"
"PREDNISOLONE W GENTAMICIN,DROP 5ML (*PRE","    884.62"
"PHOSPHORUS,(#EMPTY INTO 3OZ H20)(*PHOS-N","     12.00"
"EPINEPHRINE, 1:10,000 10ML SYRINGE      ","     36.89"
"CREAM,UNSCENTED MOISTURIZING 4OZ(*HYDROC","     10.21"
"DESOXIMETASONE LP, 0.05% 15GM (#NONE)   ","    179.00"
"BETAMETHASONE ,DIP 0.05% 15GM CRM (>ACTA","    181.30"
"DOXORUBICIN ,50MG  SOLUTION VIAL (>PFIZE","    236.32"
"SODIUM BICARBONATE, 8.4% 10ML PED SYR (#","     70.56"
"TESTOSTERONE,CYP 200MG VIAL(>PADDOCK LAB","     66.12"
"DEXTROSE, 50% IN WATER 50ML VIAL        ","     20.00"
"ACETAZOLAMIDE,500MG VIAL (>XGEN)        ","     98.85"
"PHENYTOIN ,250MG/5ML 5ML VL (GIVE < 50MG","     22.40"
"PHENYTOIN , 100MG CAPSULE (>UDL)        ","     12.00"
"PHENYTOIN ,INFATAB 50MG  (*DILANTIN)    ","     12.00"
"MILK OF   MAGNESIA,  2400MG/30ML UD  (>P","     12.00"
"BELLADONNA ALKALOID & PB, TABLET        ","      8.96"
"POT CITRATE W/CITRIC ACID, 30ML(*POLY(*C","      3.25"
"DICLOFENAC SOD ,75MG DELAYED RELEASE(>AM","     12.00"
"D 25 W, & AMINO ACID 4.25% 1000ML W/O LY","     69.98"
"D 5 W,    50ML  BAG                     ","     20.00"
"SODIUM CHLORIDE,  0.9%   50ML BAG       ","     20.00"
"TERCONAZOLE-7, VAG CRM (>TARO PHARMA)   ","     22.43"
"NAPROXEN,  250MG TAB (>GLENMARK)        ","     12.00"
"ESMOLOL, 10MG/ML 10ML VIAL(>APP)        ","     37.03"
"EPHEDRINE  SO4, 50MG/ML 1ML (3/4GR) AMP ","    133.93"
"ASPIRIN W MEPROBAMATE, TAB (#NONE)      ","     22.40"
"MEPROBAMATE ,200MG TABLET (>HERITAGE)   ","      3.25"
"MEPROBAMATE ,400MG  TABLET (#E 717)     ","     33.60"
"RIFAMPIN, 300MG CAP (>AMER HLTH)        ","     12.00"
"SODIUM CHLORIDE,  0.9%  500ML BAG       ","     20.00"
"ERYTHROMYCIN,BASE   250MG TAB  (>ABBOTT)","      8.96"
"THIOPENTAL, 500MG SYRINGE(*PENTOTHAL(#DC","     77.00"
"TORSEMIDE,10MG/ML  5ML VIAL(>AMER REG LA","     58.24"
"POTASSIUM CL, 10% 30ML(20MEQ/15ML)(>QUAL","      8.96"
"PENICILLIN BENZ/PROC, 900/300 SYR (#NONE","    734.43"
"CEFAZOLIN,   3GM IN 100ML D5W IVPB      ","     36.00"
"TERCONAZOLE-3, VAG SUPP (3'S) (>PERRIGO)","    467.58"
"PHENYLEPHRINE ,NOSE SPRAY 1% 15ML(*NEO-S","     13.86"
"ERIBULIN MESYLATE, 1MG/2ML VIAL(*HALAVEN","   1398.50"
"CEFAZOLIN,   1GM/50ML D5W (PRE-SPIKED)  ","     50.76"
"HYDROXYZINE HCL, 10MG/5ML    5ML UNIT DO","      3.25"
"VANCOMYCIN HCL,  1.75GM IN 500ML D5W    ","    125.93"
"PHENOBARBITAL,  97.2MG TABLET           ","      3.25"
"EPOPROSTENOL, 0.5MG VIAL (*VELETRI)     ","     69.86"
"GADOBUTROL, 1MMOL/ML 10ML SYRINGE (*GADA","    152.94"
"GADOBUTROL, 1MMOL/ML 15ML SYRINGE (*GADA","    183.39"
"LEUCOVORIN CALCIUM,  50MG VIAL(*FOLINIC ","     22.40"
"KETAMINE,100MG/ML  5ML VIAL (>HOSPIRA)  ","     45.34"
"GENTAMICIN,40MG/ML 20ML VIAL            ","    114.84"
"EPINEPHRINE, 2.5MG/NS 250ML             ","     41.46"
"HEPARIN SODIUM, 1,000U/ML, 10ML MUCOSAL(","     20.00"
"HEPARIN SODIUM,10,000 UNIT/ML    1ML-MUC","     18.15"
"NITROPRUSSIDE,  50MG IN D5W 250ML       ","    484.48"
"RISPERIDONE,CONSTA 12.5MG KIT (#NONFORMU","    325.13"
"HYDROCOD/ACETAMIN 2.5-108MG/5ML UD CUP  ","     13.47"
"GADOBUTROL, 1MMOL/ML 30ML VIAL (*GADAVIS","    306.56"
"SEVELAMER CARBONATE,2.4GM PWD PK(*RENVEL","     26.66"
"HYALURONIDASE, 15 UNITS/ML 1ML SYRINGE  ","    132.30"
"MINERAL OIL ,LIGHT 25ML   STERILE       ","     25.94"
"VANCOMYCIN HCL,    750MG IN 250ML NS(PRE","     58.53"
"INFLUENZA,VIRUS (EGG-FREE)0.5ML VIAL(*FL","    104.36"
"HYDROCOD/ACETAMIN 7.5-325MG/15ML UD CUP ","     20.00"
"GUAIFENESIN SR,  600MG TAB (*MUCINEX ER)","     12.00"
"LINACLOTIDE,290MCG CAP(*LINZESS)(#NONFOR","     28.96"
"LINACLOTIDE,145MCG CAP(*LINZESS)(#NONFOR","     28.96"
"GADOBUTROL, 1MMOL/ML 7.5ML VIAL (*GADAVI","    106.98"
"INDOMETHACIN , 25MG CAP (>UDL)          ","     12.00"
"GADOBUTROL, 1MMOL/ML 10ML VIAL (*GADAVIS","    138.52"
"ISOPROTERENOL, 1:5000 1ML AMP(0.2MG) (#N","   2376.61"
"LIDOCAINE, 2% JELLY 10ML UROJET         ","     22.40"
"GADOBUTROL, 1MMOL/ML 15ML VIAL (*GADAVIS","    173.51"
"MEPIVACAINE HCL, 2% 20ML VIAL (*CARBOCAI","     22.28"
"LORAZEPAM CONC, 2MG/ML 1ML ORAL SYRINGE ","     12.00"
"LEVETIRACETAM, 500MG/5ML SOLN (UD FROM B","     12.00"
"PRAMOXINE W HC, 1% 30GM RECTAL CREAM(>RO","    543.65"
"CHLORAMPHENICOL, SOD SUCC 1GRAM VIAL    ","     59.36"
"LEVETIRACETAM, 750MG TAB (>MAJOR)       ","      3.25"
"PRAMOXINE ,1% 15GM FOAM (>LIBERTAS)     ","     76.59"
"LISINOPRIL, 30MG TAB (>MYLAN)           ","      3.25"
"LIDOCAINE, 1.5% 20ML AMP (>HOSPIRA)     ","     27.91"
"IPILIMUMAB, 5MG/ML 10ML VIAL (*YERVOY)  ","   8474.99"
"LIDOCAINE,  HCL 100MG, 5ML I.V. AMP (#NO","     22.40"
"BUPIVACAINE,0.75% 30ML PF VIAL(*SENSORCA","     20.00"
"IPILIMUMAB, 5MG/ML 40ML VIAL (*YERVOY)  ","  33884.98"
"NOREPINEPHRINE, 1MG/ML 4ML VIAL (*LEVOPH","     40.05"
"NITROGLYCERIN 2MG/D5W 10ML VIAL         ","     20.00"
"CARBACHOL,1.5ML STERI-VIAL (*MIOSTAT)   ","     81.78"
"DEXTRAN 70/HP-M-CELL, 0.9ML DROP(*TEARS ","     35.23"
"MIDAZOLAM HCL, 5MG/ML 1ML VIAL PF(>HOSPI","     12.00"
"ESTAZOLAM, 2MG TAB (>ACTAVIS) (#NON-STOC","      3.25"
"DIAZEPAM, 5MG/5ML SOLN UNIT DOSE CUPS   ","     20.00"
"AMIODARONE HCL, 360MG/200ML BAG (*NEXTER","    114.95"
"CHLORDIAZEPOXIDE 5MG/CLIDINIUM 2.5MG,CAP","     20.00"
"BETAMETHASONE ,VAL 0.1% 60ML LOTION (#NO","     40.00"
"HYDROMORPHONE IN 0.9% NACL,20MG/100ML CA","     41.12"
"FACTOR VIII, XYNTHA SOLOFUSE 250 UNIT KI","    516.90"
