Proc Code Description,Modifier,Price
RADEX ANKLE COMPLETE MINIMUM 3 VIEWS,TC,$436.50 
RADEX CALCANEUS MINIMUM 2 VIEWS,TC,$348.00 
RADEX CLAVICLE COMPLETE,TC,$436.50 
RADEX COLON BARIUM ENEMA W/WO KUB,TC,$783.00 
RADEX COLON W/SPEC HI DNS BARIUM W/WO GLUCAGON,TC,$742.50 
RADEX CPLX MOTION BDY SCTJ OTH/THN UROGRAPY BI,TC,$675.00 
RADEX ELBOW 2 VIEWS,TC,$388.50 
RADEX ELBOW ARTHROGRAPHY RS&I,TC,"$2,523.00 "
RADEX ELBOW COMPLETE MINIMUM 3 VIEWS,TC,$436.50 
RADEX ENTIR THRC LMBR CRV SAC SPI W/SKULL 1 VW,TC,$336.00 
RADEX ENTIR THRC LMBR CRV SAC SPI W/SKULL 2/3 VW,TC,$823.50 
RADEX ENTIR THRC LMBR CRV SAC SPI W/SKULL 4/5 VW,TC,"$1,267.50 "
RADEX ENTIR THRC LMBR CRV SAC SPI W/SKULL 6/> VW,TC,"$1,267.50 "
RADEX ESOPHAGUS,TC,$739.50 
RADEX FACIAL BONES < 3 VIEWS,TC,$336.00 
RADEX FACIAL BONES COMPLETE MINIMUM 3 VIEWS,TC,$633.00 
RADEX FINGR MINIMUM 2 VIEWS,TC,$339.00 
RADEX FOOT COMPLETE MINIMUM 3 VIEWS,TC,$436.50 
RADEX FOREARM 2 VIEWS,TC,$436.50 
RADEX FROM NOSE RECTUM FOREIGN BODY 1 VIEW CHLD,TC,$336.00 
RADEX GI TRACT UPPER W/WO DELAYED IMAGES W/KUB,TC,$949.50 
RADEX GI TRACT UPPER W/WO DELAYED IMAGES W/O KUB,TC,$633.00 
RADEX GI TRACT UPR W/SM INT W/MULT SERIAL IMAGES,TC,"$1,267.50 "
RADEX GI UPR W/WO GLUCOSE W/SM INTEST FOLLW-THRU,TC,"$1,267.50 "
RADEX HAND 2 VIEWS,TC,$567.00 
RADEX HAND MINIMUM 3 VIEWS,TC,$436.50 
RADEX HIP ARTHROGRAPHY RS&I,TC,"$2,064.00 "
RADEX HIP UNILATERAL WITH PELVIS 1 VIEW,TC,$367.50 
RADEX HIP UNILATERAL WITH PELVIS 2-3 VIEWS,TC,$436.50 
RADEX HIP UNILATERAL WITH PELVIS MINIMUM 4 VIEWS,TC,$633.00 
RADEX HIPS BILATERAL WITH PELVIS 2 VIEWS,TC,$727.50 
RADEX HIPS BILATERAL WITH PELVIS 3-4 VIEWS,TC,$823.50 
RADEX HIPS BILATERAL WITH PELVIS MINIMUM 5 VIEWS,TC,"$1,240.50 "
RADEX HUMERUS MINIMUM 2 VIEWS,TC,$420.00 
RADEX INTERNAL AUDITORY MEATI COMPLETE,TC,"$1,267.50 "
RADEX LOWER EXTREMITY INFANT MINIMUM 2 VIEWS,TC,$336.00 
RADEX MASTOIDS COMPL MINIMUM 3 VIEWS PR SIDE,TC,$633.00 
RADEX NASAL BONES COMPLETE MINIMUM 3 VIEWS,TC,$336.00 
RADEX ORBITS COMPLETE MINIMUM 4 VIEWS,TC,$633.00 
RADEX RENAL CYST STUDY TRANSLUMBAR RS&I,TC,"$1,267.50 "
RADEX RIBS BI W/POSTEROANT CH MINIMUM 4 VIEWS,TC,$823.50 
RADEX RIBS BILATERAL 3 VIEWS,TC,$633.00 
RADEX RIBS UNI W/POSTEROANT CH MINIMUM 3 VIEWS,TC,$559.50 
RADEX RIBS UNILATERAL 2 VIEWS,TC,$436.50 
RADEX SACRUM & COCCYX MINIMUM 2 VIEWS,TC,$436.50 
RADEX SCAPULA COMPLETE,TC,$336.00 
RADEX SHOULDER 1 VIEW,TC,$381.00 
RADEX SHOULDER ARTHROGRAPHY RS&I,TC,"$1,036.50 "
RADEX SHOULDER COMPLETE MINIMUM 2 VIEWS,TC,$436.50 
RADEX SINUSES PARANASAL <3 VIEWS,TC,$336.00 
RADEX SINUSES PARANASAL COMPL MINIMUM 3 VIEWS,TC,$436.50 
RADEX SM INT W/MLT SRL IMGES VIA ENTEROCLSS TUBE,TC,$679.50 
RADEX SMALL INTESTINE W/MULTIPLE SERIAL IMAGES,TC,$633.00 
RADEX SPINE 1 VIEW SPECIFY LEVEL,TC,$436.50 
RADEX SPINE CERVICAL 2 OR 3 VIEWS,TC,$436.50 
RADEX SPINE CERVICAL 4 OR 5 VIEWS,TC,$823.50 
RADEX SPINE CERVICAL 6 OR MORE VIEWS,TC,$823.50 
RADEX SPINE LUMBOSACRAL 2/3 VIEWS,TC,$555.00 
RADEX SPINE LUMBOSACRAL MINIMUM 4 VIEWS,TC,$619.50 
RADEX SPINE LUMBOSACRAL ONLY BENDING 2/3 VIEWS,TC,$436.50 
RADEX SPINE LUMBSCRL COMPL W/BENDING VIEWS MIN 6,TC,$687.00 
RADEX SPINE THORACIC 2 VIEWS,TC,$487.50 
RADEX SPINE THORACIC 3 VIEWS,TC,$634.50 
RADEX SPINE THORACIC MINIMUM 4 VIEWS,TC,$635.00 
RADEX SPINE THORACOLUMBAR JUNCTION MIN 2 VIEWS,TC,$436.50 
RADEX STERNOCLAVICULAR JT/JTS MINIMUM 3 VIEWS,TC,$336.00 
RADEX STERNUM MINIMUM 2 VIEWS,TC,$336.00 
RADEX TEMPOROMANDBLE JT OPN & CLSD MOUTH BILAT,TC,$336.00 
RADEX TEMPOROMANDBLE JT OPN & CLSD MOUTH UNILAT,TC,$336.00 
RADEX TOE MINIMUM 2 VIEWS,TC,$373.50 
RADEX UPPER EXTREMITY INFANT MINIMUM 2 VIEWS,TC,$633.00 
RADEX UPPER GI W/WO GLUCAGON/DELAY IMAGES W/KUB,TC,$984.00 
RADEX UPPER GI W/WO GLUCAGON/DELAY IMGES W/O KUB,TC,$949.50 
RADEX WRIST 2 VIEWS,TC,$397.50 
RADEX WRIST ARTHROGRAPHY RS&I,TC,"$2,064.00 "
RADEX WRIST COMPLETE MINIMUM 3 VIEWS,TC,$436.50 
RADIATION DELIVERY STEREOTACTIC CRANIAL COBALT,,"$38,032.50 "
RADIATION DELIVERY STEREOTACTIC CRANIAL LINEAR,,"$38,032.50 "
RADIATION TREATMENT DELIVERY 1 MEV >= COMPLEX,,"$1,438.50 "
RADIATION TREATMENT DELIVERY 1 MEV+ SIMPLE,,$895.50 
RADIATION TX DELIVERY 1 MEV >= INTERMEDIATE,,$946.50 
RADIATION TX DELIVERY SUPERFICIAL&/ORTHO VOLTA,,$583.50 
RADIOLOG EXAM MANDIBLE COMPL MINIMUM 4 VIEWS,TC,$633.00 
RADIOLOGIC EXAM ABDOMEN 1 VIEW,TC,$279.00 
RADIOLOGIC EXAM ABDOMEN 2 VIEWS,TC,$514.50 
RADIOLOGIC EXAM ABDOMEN 3+ VIEWS,TC,$514.50 
RADIOLOGIC EXAM BOTH KNEES STANDING ANTEROPOST,TC,$436.50 
RADIOLOGIC EXAM CHEST 2 VIEWS,TC,$240.00 
RADIOLOGIC EXAM CHEST 3 VIEWS,TC,$255.00 
RADIOLOGIC EXAM CHEST 4+ VIEWS,TC,$300.00 
RADIOLOGIC EXAM CHEST SINGLE VIEW,TC,$225.00 
RADIOLOGIC EXAM KNEE ARTHROGRAPHY RS&I,TC,"$2,064.00 "
RADIOLOGIC EXAM KNEE COMPLETE 4/MORE VIEWS,TC,$640.50 
RADIOLOGIC EXAM MASTOIDS < 3 VIEWS PER SIDE,TC,$633.00 
RADIOLOGIC EXAM PELVIS COMPL MINIMUM 3 VIEWS,TC,$564.00 
RADIOLOGIC EXAM SACROILIAC JOINTS 3/MORE VIEWS,TC,$442.50 
RADIOLOGIC EXAM SKULL COMPLETE MINIMUM 4 VIEWS,TC,$633.00 
RADIOLOGIC EXAMINATION ANKLE 2 VIEWS,TC,$370.50 
RADIOLOGIC EXAMINATION EYE DETECT FOREIGN BODY,TC,$336.00 
RADIOLOGIC EXAMINATION FEMUR 1 VIEW,TC,$336.00 
RADIOLOGIC EXAMINATION FEMUR MINIMUM 2 VIEWS,TC,$436.50 
RADIOLOGIC EXAMINATION FOOT 2 VIEWS,TC,$420.00 
RADIOLOGIC EXAMINATION KNEE 1/2 VIEWS,TC,$418.50 
RADIOLOGIC EXAMINATION KNEE 3 VIEWS,TC,$436.50 
RADIOLOGIC EXAMINATION MANDIPLE PRTL <4 VIEWS,TC,$336.00 
RADIOLOGIC EXAMINATION NECK SOFT TISSUE,TC,$403.50 
RADIOLOGIC EXAMINATION OSSEOUS SURVEY COMPL,TC,$817.50 
RADIOLOGIC EXAMINATION OSSEOUS SURVEY INFANT,TC,$633.00 
RADIOLOGIC EXAMINATION OSSEOUS SURVEY LIMITED,TC,$633.00 
RADIOLOGIC EXAMINATION PELVIS 1/2 VIEWS,TC,$442.50 
RADIOLOGIC EXAMINATION SACROILIAC JNTS <3 VIEWS,TC,$633.00 
RADIOLOGIC EXAMINATION SALIVARY GLAND CALCULUS,TC,$633.00 
RADIOLOGIC EXAMINATION SELLA TURCICA,TC,$336.00 
RADIOLOGIC EXAMINATION SKULL 4/> VIEWS,TC,$633.00 
RADIOLOGIC EXAMINATION TIBIA & FIBULA 2 VIEWS,TC,$436.50 
RADIOLOGICAL EXAMINATION SURGICAL SPECIMEN,TC,"$1,765.50 "
RADIOLOGICAL GUIDANCE PRQ DRG W/PLMT CATH RS&I,TC,$661.50 
RBC DEGLYCEROLIZED,,"$3,261.00 "
RBC IRRADIATED,,"$1,861.50 "
RBC LEUKOCYTES REDUCED,,$925.50 
RBC LEUKOREDUCED IRRADIATED,,"$1,309.50 "
RBCS LEUKOCYTES REDUCED CMV-NEG IRRADATD EA UNIT,,"$2,127.00 "
RCNSTJ LAT COLTRL LIGM ELBOW W/TENDON GRAFT,,"$22,195.50 "
RCNSTJ STABLJ DSTL U/DSTL JT 2 SOFT TISS STABLJ,,"$19,755.00 "
RDCTJ PROCIDENTIA UNDER ANES SEPARATE PROCEDURE,,"$3,949.00 "
RDCTJ TORSION TSTIS W/WO FIXJ CLAT TESTIS,,"$9,619.50 "
RECEPTOR ASSAY ENDOCRINE OTH/THN ESTRGN/PROGST,,$861.00 
RECEPTOR ASSAY NON-ENDOCRINE SPECIFY RECEPTOR,,$691.50 
RECONSTRUCTION EXTERNAL AUDITORY CANAL SPX,,"$15,628.50 "
RED BLOOD CELLS UNIT,,"$1,210.50 "
"RED BLOOD CELLS, FROZEN/DEGLYCEROLIZED/WASHED, LEUKOCYTES REDUCED, IRRADIATED,",,"$1,764.00 "
REDUCTION MAMMAPLASTY,,"$16,720.50 "
REFILL&MAINTENANCE PUMP DRUG DLVR SPINAL/BRAIN,,"$2,376.00 "
REFILLING & MAINTENANCE PORTABLE PUMP,,$810.00 
RELOCATE SKIN POCKET IMPLANTABLE DEFIBRILLATOR,,"$5,401.50 "
RELOCATION OF SKIN POCKET FOR PACEMAKER,,"$5,401.50 "
REMOVAL BILIARY DRG CATHETER REQ FLUOR GID RS&I,,"$2,647.50 "
REMOVAL BILIARY DUCT &/GLBLDR CALCULI PERQ RS&I,,"$4,234.50 "
REMOVAL EXTERNAL FIXATION SYSTEM UNDER ANES,,"$5,175.00 "
REMOVAL FB EYE CONJUNCTIVAL SUPERFICIAL,,$378.00 
REMOVAL FOREIGN BODY DEEP THIGH/KNEE,,"$9,135.00 "
REMOVAL FOREIGN BODY FOOT COMPLICATED,,"$5,256.00 "
REMOVAL FOREIGN BODY FOOT DEEP,,"$5,256.00 "
REMOVAL FOREIGN BODY FOOT SUBCUTANEOUS,,"$2,292.00 "
REMOVAL FOREIGN BODY INTRANASAL OFFICE PROCEDURE,,$676.50 
REMOVAL FOREIGN BODY MUSCLE/TENDON SHEATH SIMPLE,,"$5,256.00 "
REMOVAL FOREIGN BODY PHARYNX,,"$1,120.50 "
REMOVAL IMPACTED CERUMEN INSTRUMENTATION UNILAT,,$163.50 
REMOVAL IMPACTED CERUMEN IRRIGATION/LVG UNILAT,,$292.50 
REMOVAL IMPACTED VAG FB SPX W/ANES OTH/THN LOCAL,,"$7,890.00 "
REMOVAL IMPLANT DEEP,,"$6,394.50 "
REMOVAL IMPLANT SUPERFICIAL SEPARATE PROCEDURE,,"$6,066.00 "
REMOVAL IMPLANTABLE DEFIB PULSE GENERATOR ONLY,,"$9,684.00 "
REMOVAL INDWELLING URETERAL STENT PRQ,,"$6,991.50 "
REMOVAL INTACT MAMMARY IMPLANT,,"$9,456.00 "
REMOVAL INTRAUTERINE DEVICE IUD,,"$1,171.50 "
REMOVAL PERMANENT PACEMAKER PULSE GENERATOR ONLY,,"$18,475.50 "
REMOVAL SK TGS MLT FIBRQ TAGS ANY AREA EA 10,,$130.50 
REMOVAL SKN TAGS MLT FIBRQ TAGS ANY AREA UPW/15,,$456.00 
REMOVAL SUTURES UNDER ANESTHESIA OTHER SURGEON,,"$6,069.00 "
REMOVAL TISS EXPANDER W/O INSERTION PROSTHESIS,,"$8,130.00 "
REMOVAL TUNNELED INTRAPERITONEAL CATHETER,,"$7,024.50 "
REMOVAL/BIVALVING FULL ARM/FULL LEG CAST,,$939.00 
REMOVAL/BIVALVING GAUNTLET BOOT/BODY CAST,,$939.00 
REMOVE INT DWELL URETERAL STENT TRANSURETHRAL,,"$6,222.00 "
REMVL PERM PM PLS GEN W/REPL PLSE GEN 2 LEAD SYS,,"$22,500.00 "
REMVL PERM PM PLS GEN W/REPL PLSE GEN MULT LEAD,,"$63,433.50 "
REMVL PERM PM PLSE GEN W/REPL PLSE GEN SNGL LEAD,,"$26,394.00 "
RENAL BIOPSY PRQ TROCAR/NEEDLE,,"$3,814.50 "
RENAL FUNCTION PANEL,,$168.00 
RENAL VEIN RENIN STIMULATION PANEL,,"$2,172.00 "
REPAIR ANAL FISTULA W/FIBRIN GLUE,,"$8,200.50 "
REPAIR BLOOD VESSEL DIRECT UPPER EXTREMITY,,"$8,931.00 "
REPAIR COMPLEX EYELID/NOSE/EAR/LIP 1.1-2.5 CM,,"$1,926.00 "
REPAIR COMPLEX EYELID/NOSE/EAR/LIP 2.6-7.5 CM,,"$1,926.00 "
REPAIR COMPLEX F/C/C/M/N/AX/G/H/F 1.1-2.5 CM,,"$1,428.00 "
REPAIR COMPLEX F/C/C/M/N/AX/G/H/F 2.6-7.5 CM,,"$1,348.50 "
REPAIR COMPLEX F/C/C/M/N/AX/G/H/F EA ADDL 5 CM/<,,$649.50 
REPAIR COMPLEX SCALP/ARM/LEG 1.1-2.5 CM,,"$1,926.00 "
REPAIR COMPLEX SCALP/ARM/LEG 2.6-7.5 CM,,"$1,926.00 "
REPAIR COMPLEX SCALP/ARM/LEG EA ADDL 5 CM/<,,$516.00 
REPAIR COMPLEX TRUNK 1.1-2.5 CM,,"$1,926.00 "
REPAIR COMPLEX TRUNK 2.6-7.5 CM,,"$1,926.00 "
REPAIR COMPLEX TRUNK EACH ADDITIONAL 5 CM/<,,$516.00 
REPAIR COMPLX EYELID/NOSE/EAR/LIP EA ADDL 5 CM/<,,$705.00 
REPAIR EXTENSOR TENDON DISTAL INSERTION W/O GRF,,"$10,365.00 "
REPAIR EXTENSOR TENDON FINGER W/GRAFT EACH,,"$10,365.00 "
REPAIR EXTENSOR TENDON FINGER W/O GRAFT EACH,,"$10,365.00 "
REPAIR EXTENSOR TENDON HAND W/O GRAFT EACH,,"$10,365.00 "
REPAIR FIRST ABDOMINAL WALL HERNIA,,"$12,169.50 "
REPAIR FLEXOR TENDON LEG PRIMARY W/O GRAFT EACH,,"$10,365.00 "
REPAIR INTERMEDIATE F/E/E/N/L&/MUC >30.0 CM,,"$1,969.50 "
REPAIR INTERMEDIATE F/E/E/N/L&/MUC 12.6-20.0CM,,"$1,725.00 "
REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.5 CM/<,,$670.50 
REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.6-5.0 CM,,$870.00 
REPAIR INTERMEDIATE F/E/E/N/L&/MUC 20.1-30.0CM,,"$1,806.00 "
REPAIR INTERMEDIATE F/E/E/N/L&/MUC 5.1-7.5 CM,,"$1,282.50 "
REPAIR INTERMEDIATE F/E/E/N/L&/MUC 7.6-12.5 CM,,"$1,332.00 "
REPAIR INTERMEDIATE N/H/F/XTRNL GENT >30.0 CM,,"$6,069.00 "
REPAIR INTERMEDIATE N/H/F/XTRNL GENT 12.6-20 CM,,"$1,926.00 "
REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.5CM/<,,"$1,243.50 "
REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.6-7.5 CM,,"$1,243.50 "
REPAIR INTERMEDIATE N/H/F/XTRNL GENT 7.6-12.5CM,,"$1,926.00 "
REPAIR INTERMEDIATE S/A/T/E >30.0 CM,,"$10,647.00 "
REPAIR INTERMEDIATE S/A/T/E 12.6-20.0CM,,"$1,410.00 "
REPAIR INTERMEDIATE S/A/T/E 2.5 CM/<,,"$1,243.50 "
REPAIR INTERMEDIATE S/A/T/E 2.6-7.5 CM,,$883.50 
REPAIR INTERMEDIATE S/A/T/E 20.1-30.0 CM,,"$1,926.00 "
REPAIR INTERMEDIATE S/A/T/E 7.6-12.5 CM,,"$1,243.50 "
REPAIR LACERATION PALATE </2 CM,,"$1,881.00 "
REPAIR LACERATION PALATE >2 CM/COMPLEX,,"$17,560.50 "
REPAIR MEDIAL COLLATERAL LIGAMENT ELBOW,,"$22,195.50 "
REPAIR NAIL BED,,"$1,926.00 "
REPAIR NASAL VESTIBULAR STENOSIS,,"$17,560.50 "
REPAIR PRIMARY OPEN/PRQ RUPTURED ACHILLES TENDON,,"$10,365.00 "
REPAIR TENDON EXTENSOR FOOT 1/2 EACH TENDON,,"$10,365.00 "
REPAIR TENDON/MUSCLE UPPER ARM/ELBOW EA,,"$22,195.50 "
REPLACE DUODENOSTOMY/JEJUNOSTOMY TUBE PERQ,,"$2,082.00 "
REPLACE GASTROSTOMY/CECOSTOMY TUBE PERCUTANEOUS,,"$2,082.00 "
REPLACEMENT GASTRO-JEJUNOSTOMY TUBE PERCUTANEOUS,,"$3,502.50 "
REPLACEMENT TISS EXPANDER PERMANENT PROSTHESIS,,"$19,755.00 "
REPOS NASO/ORO GASTRIC FEEDING TUBE THRU DUO,,$918.00 
REPOS PREVIOUSLY IMPLANTED SUBQ IMPLANTABLE DFB,,"$9,684.00 "
REPSNG INTRVAS VC FILTR W/WO ACS VSL SELXN RS&I,,"$8,931.00 "
REPTILASE TEST,,$178.50 
RESCJ PALATE/EXTENSIVE RESCJ LESION,,"$17,560.50 "
RESPIRATORY FLOW VOLUME LOOP,TC,$774.00 
RETICULATED PLATELET ASSAY,,$327.00 
REVASCULARIZATION ILIAC ARTERY ANGIOP 1ST VSL,,"$18,255.00 "
REVJ INCL RPLCMT NSTIM ELTRD PLT/PDLE INCL FLUOR,,"$67,354.50 "
REVJ INCL RPLCMT NSTIM ELTRD PRQ RA INCL FLUOR,,"$21,735.00 "
REVJ OPN ARVEN FSTL W/O THRMBC DIAL GRF,,"$17,752.50 "
REVJ OPN ARVEN FSTL W/THRMBC DIAL GRF,,"$19,300.50 "
REVJ TRANSVNS INTRAHEPATIC PORTOSYSTEMIC SHUNT,,"$22,857.00 "
REVSC OPN/PRG FEM/POP W/ANGIOPLASTY UNI,,"$18,255.00 "
REVSC OPN/PRQ FEM/POP W/ATHRC/ANGIOP SM VSL,,"$42,768.00 "
REVSC OPN/PRQ FEM/POP W/STNT/ANGIOP SM VSL,,"$36,895.50 "
REVSC OPN/PRQ FEM/POP W/STNT/ATHRC/ANGIOP SM VSL,,"$57,991.50 "
REVSC OPN/PRQ ILIAC ART W/STNT & ANGIOP IPSILATL,,$979.50 
REVSC OPN/PRQ ILIAC ART W/STNT PLMT & ANGIOPLSTY,,"$30,000.00 "
REVSC OPN/PRQ TIB/PERO W/ANGIOPLASTY UNI,,"$30,000.00 "
REVSC OPN/PRQ TIB/PERO W/ANGIOPLASTY UNI EA VSL,,"$5,493.00 "
REVSC OPN/PRQ TIB/PERO W/ATHRC/ANGIOP SM VSL,,"$55,924.50 "
REVSC OPN/PRQ TIB/PERO W/STNT/ANGIOP SM VSL,,"$55,924.50 "
REVSC OPN/PRQ TIB/PERO W/STNT/ATHR/ANGIOP SM VSL,,"$55,924.50 "
RFL&MAIN IMPLT PMP/RSVR DLVR SPI/BRN PHY/QHP,,"$1,963.50 "
RHEUMATOID FACTOR QUALITATIVE,,$93.00 
RHEUMATOID FACTOR QUANTITATIVE,,$97.50 
RHINP PRIM LAT&ALAR CRTLGS&/ELVTN NASAL TI,,"$17,560.50 "
RHYTHM ECG 1-3 LEADS TRACING ONLY W/O I&R,,$342.00 
RIGHT HEART CATH O2 SATURATION & CARDIAC OUTPUT,TC,"$13,950.00 "
RIGHT VENTRICULAR RECORDING,TC,"$3,279.00 "
RINSJ RPTD BICEPS/TRICEPS TDN DSTL W/WO TDN GRF,,"$22,195.50 "
RMVL & RPLCMT XTRNL ACCESSIBLE NEPHROURTRL CATH,,"$6,991.50 "
RMVL DEVITAL TISS N-SLCTV DBRDMT W/O ANES 1 SESS,,"$1,302.00 "
RMVL EMBEDDED FB FROM DENTALVLR STRUXS SOFT TISS,,"$4,414.50 "
RMVL EMBEDDED FB VESTIBULE MOUTH COMP,,"$1,881.00 "
RMVL EMBEDDED FB VESTIBULE MOUTH SMPL,,"$1,248.00 "
RMVL FB XTRNL AUDITORY CANAL ANES,,"$5,256.00 "
RMVL FB XTRNL AUDITORY CANAL W/O ANES,,$424.50 
RMVL FB XTRNL EYE CORNEAL W/O SLIT LAMP,,$997.50 
RMVL FB XTRNL EYE CORNEAL W/SLIT LAMP,,$378.00 
RMVL FB XTRNL EYE EMBED SCJNCL/SCLERAL NONPERFOR,,$997.50 
RMVL FECAL IMPACTION/FB SPX UNDER ANES,,"$3,730.50 "
RMVL FOREIGN BODY MUSCLE/TENDON SHEATH DEEP/COMP,,"$9,135.00 "
RMVL FOREIGN BODY UPPER ARM/ELBOW SUBCUTANEOUS,,"$14,998.00 "
RMVL IMPLTBL DFB PLS GEN W/RPLCMT PLS GEN MLT LD,,"$90,000.00 "
RMVL IMPLTBL DFB PLSE GEN W/REPL PLSE GEN 1 LEAD,,"$67,500.00 "
RMVL IMPLTBL DFB PLSE GEN W/RPLCMT PLSE GEN 2 LD,,"$67,500.00 "
RMVL NDWELLG TUNNELED PLEURAL CATHETER W/CUFF,,"$2,908.50 "
RMVL NFROS TUBE REQ FLUORO GUIDANCE,,"$2,079.00 "
RMVL OF SUBQ IMPLANTABLE DEFIBRILLATOR ELECTRODE,,"$9,684.00 "
RMVL SPINAL NSTIM ELTRD PLATE/PADDLE INCL FLUOR,,"$10,179.00 "
RMVL SPINAL NSTIM ELTRD PRQ ARRAY INCL FLUOR,,"$5,914.50 "
RMVL TRANSVNS PM ELTRD 1 LEAD SYS ATR/VENTR,,"$9,684.00 "
RMVL TRANSVNS PM ELTRD DUAL LEAD SYS,,"$9,684.00 "
RMVL TUN CTR VAD W/SUBQ PORT/PMP CTR/PRPH INSJ,,"$3,781.50 "
RMVL TUN CVC W/O SUBQ PORT/PMP,,"$2,035.50 "
RMVL1/DUAL CHMBR IMPLTBL DFB ELTRD TRANSVNS XTRJ,,"$9,684.00 "
"ROOM & BOARD, LOA, PRIVATE, ICF",,$694.00 
"ROOM & BOARD, LOA, PRIVATE, SNF",,$744.00 
"ROOM & BOARD, LOA, SEMIPRIVATE, ICF",,$645.00 
"ROOM & BOARD, LOA, SEMIPRIVATE, SNF",,$694.00 
"ROOM & BOARD, LOA, WARD, ICF",,$596.00 
"ROOM & BOARD, LOA, WARD, SNF",,$645.00 
"ROOM & BOARD, PRIVATE, ICF",,$941.00 
"ROOM & BOARD, PRIVATE, SNF",,$744.00 
"ROOM & BOARD, PRIVATE, TELEMETRY",,"$3,315.00 "
"ROOM & BOARD, SEMIPRIVATE, TELEMETRY",,"$2,353.00 "
"ROOM & BOARD, WARD, ICF",,$596.00 
"ROOM & BOARD, WARD, SNF",,$645.00 
"ROOM & BOARD-CCU, INTERMEDIATE",,"$3,963.00 "
ROOM & BOARD-ICU,,"$6,194.00 "
"ROOM & BOARD-ICU, INTERMEDIATE",,"$4,954.00 "
"ROOM & BOARD-NURSERY, NEWBORN - LEVEL I",,"$1,229.00 "
"ROOM & BOARD-NURSERY, NEWBORN - LEVEL II",,"$1,844.00 "
"ROOM & BOARD-OTHER, ISOLATION",,"$2,885.00 "
ROOM & BOARD-PRIVATE,,"$2,885.00 "
"ROOM & BOARD-PRIVATE, HOSPICE",,"$1,001.00 "
ROOM & BOARD-SEMIPRIVATE,,"$1,923.00 "
"ROOM AND BOARD, SEMIPRIVATE, ICF",,$645.00 
"ROOM AND BOARD, SEMIPRIVATE, SNF",,$694.00 
RP LOCLZJ INFLAMMATORY PROCESS LIMITED AREA,TC,"$5,809.50 "
RP LOCLZJ INFLAMMATORY PROCESS TOMOG SPECT,TC,"$2,572.50 "
RP LOCLZJ INFLAMMATORY PROCESS WHOLE BODY,TC,"$5,809.50 "
RP LOCLZJ TUMOR/DSTRBJ AGENT LIMITED AREA,TC,"$1,870.50 "
RP LOCLZJ TUMOR/DSTRBJ AGENT MULTIPLE AREAS,TC,"$1,870.50 "
RP LOCLZJ TUMOR/DSTRBJ AGENT TOMOG SPECT,TC,"$2,572.50 "
RP LOCLZJ TUMOR/DSTRBJ AGENT WHOLE BDY 1 DAY,TC,"$5,809.50 "
RP LOCLZJ TUMOR/DSTRBJ AGT WHOL BDY REQ 2/> DAY,TC,"$5,809.50 "
RP THERAPY INRACAVITARY ADMINISTRATION,TC,"$1,437.00 "
RP THERAPY INTRAVENOUS ADMINISTRATION,TC,"$1,437.00 "
RP THERAPY ORAL ADMINISTRATION,TC,"$1,437.00 "
RPLCMT CATH CTR VAD SUBQ PORT/PMP,,"$10,035.00 "
RPLCMT COMPL NON-TUN CVC W/O SUBQ PORT/PMP,,"$2,908.50 "
RPLCMT COMPL PRPH CTR VAD W/SUBQ PORT,,"$10,035.00 "
RPLCMT COMPL PRPH CVC W/O SUBQ PORT/PMP,,"$2,908.50 "
RPLCMT COMPL TUN CTR VAD W/SUBQ PORT,,"$10,035.00 "
RPLCMT COMPL TUN CVC W/O SUBQ PORT/PMP,,"$7,024.50 "
RPR 1 TRANSVNS ELTRD PRM PM/PACING IMPLNTBL DFB,,"$9,684.00 "
RPR 1ST FEM HERNIA ANY AGE INCARCERATED,,"$10,830.00 "
RPR 1ST FEM HRNA ANY AGE REDUCIBLE,,"$12,169.50 "
RPR 1ST INCAL/VNT HERNIA INCARCERATED,,"$10,830.00 "
RPR 1ST INGUN HRNA AGE 5 YRS/> INCARCERATED,,"$10,830.00 "
RPR 1ST INGUN HRNA AGE 5 YRS/> REDUCIBLE,,"$9,949.50 "
RPR 2 TRANSVNS ELECTRODES PRM PM/IMPLANTABLE DFB,,"$9,684.00 "
RPR BLOOD VESSEL DIRECT LOWER EXTREMITY,,"$2,905.50 "
RPR COLTRL LIGM MTCARPHLNGL/IPHAL JT,,"$10,365.00 "
RPR EXTENSOR TENDON LEG PRIMARY W/O GRAFT EACH,,"$22,195.50 "
RPR INGUN HERNIA SLIDING ANY AGE,,"$12,169.50 "
RPR INTERMEDIATE N/H/F/XTRNL GENT 20.1-30.0 CM,,"$1,747.50 "
RPR LAC 2.5 CM/< MOUTH&/ANT TWO-THIRDS TONG,,"$1,120.50 "
RPR LAC 2.5 CM/< PST ONE-THIRD TONGUE,,"$1,092.00 "
RPR LAC TONGUE FLOOR MOUTH > 2.6 CM/CPLX,,"$1,674.00 "
RPR LIP FULL THICKNESS VERMILION ONLY,,"$1,881.00 "
RPR LIP FULL THKNS >ONE-HALF VERT HEIGHT/COMPLE,,"$4,414.50 "
RPR NONUNION/MALUNION RADIUS/ULNA W/AUTOGRAFT,,"$19,755.00 "
