PROCEDURE,DESCRIPTION,CPT CODE, CHARGE ,REV CODE
CSV002161,TUBE-TRACHEOSTOMY-SIZE 8,,271.5,270
CSV005158,KNIFE.CARPAL.TUNNEL.MPR,,272,270
CSV000278,ELECTRODES-PEDIATRIC QUIC COMB,,272.5,270
CSV004999,DRESSING-GranufoamMedWoundVac,,278,270
CSV004043,PACK-ARTHOSCOPE-CUSTOM-STERILE,,285.6,270
CSV001256,WALKER-FOAM-FOOT-MED,,302.5,270
CSV001257,WALKER-FOAM-FOOT-LARGE,,302.5,270
CSV001258,WALKER-FOAM-FOOT-SMALL,,302.5,270
CSV005484,SAW BLADE-SURGICAL-3.54m,,303,270
CSV005485,SAW BLADE-SURGICAL-90mm,,303,270
CSV004610,KIT-CENTRAL-LUMEN-TRIPLE-7FrCa,,309.5,270
CSV004306,BLADE GATOR 2.9MM,,331.5,270
CSV004307,BURR SHERICAL 2.9MM,,331.5,270
CSV002782,SUTURE-DERMABOND-PROPEN DPPXL6,,343,270
CSV002842,MESH-SURGICAL 3-1/3 x 4-2/3,,344.5,270
CSV00410,FORCEP-ROTHNET RETRIEVAL 3.0cm,,381.5,270
CSV004829,KIT-FECAL MGMNT SYSTEM,,387,270
CSV004410,FORCEP-ROTHNET RETRIEVAL 3.0cm,,388,270
CSV004036,RASP-SMALL,,408,270
CSV004154,PIN BUTTRESS 1.8mm 30mm,,412.15,270
CSV003861,DRAIN-CHEST-DRAINAGE SYTEM,,414,270
CSV001725,FORCEP-BIOPSY RADIAL JAW 3disp,,427,270
CSV002838,MESH-10x14 SHEET (FOR HERNIA),,442,270
CSV004509,MESH-PLUG-PRO LOOP-1.3 MED,,448,270
CSV002841,MESH-SURGICAL 5x7 PIECE,,448.5,270
CSV004037,RASP-LARGE,,448.8,270
CSV001978,TRAY-COMBITUBE-ESOPHAGEA-ADULT,,461.5,270
CSV002429,TRAY-COMBITUBE-ESOPHAGEA-SMALL,,461.5,270
CSV003902,PACK-ARTHROSCOPY-SURGERY,,466,270
CSV004009,TROCAR-SYSTEM CURVE DELIVERY,,499.8,270
CSV001928,MARKER-BIOPSY-CORE,,501.5,270
CSV001432,TRAY-DRAINAGE-SUPERPUBIC,,515,270
CSV003376,FORCEP-BIOPSY-RADIAL-JAW-HOT,,529.5,270
CSV004770,NEEDLE-EX-IO-45MMx15gaBARI,,624,270
CSV003787,NEEDLE SET-ADULT EZ-IO 40KG,,662,270
CSV003788,NEEDLE SET-PediaatriEZ-IO 30KG,,662,270
CSV004689,TRAY-PNEUMOTHORAX C-TPTY-100,,673.54,270
CSV004017,DRIVER-SUPER REVO #2 SUT-DISP,,696.15,270
CSV004371,PROBE-ABLATION 3mm VULCAN SAPH,,771.15,270
CSV004638,TRAY-PNEUMOTHORAX-ADULT-9.0fr,,772.5,270
CSV001208,HEYMAN SYSTEM UROLIGIST TRAY,,788,270
CSV000280,ELECTRODE PACING TRANSVENOUS,,842,270
CSV004639,TRAY-PNEUMOTHORAX-PED-6.3fr,,864,270
CSV004517,"TWINFIX SUTR ANCHOR-5.0 38""BRD",,907.05,270
CSV004518,TWINFIX SUTR ANCHOR w#2ULTRABD,,907.05,270
CSV003851,CATH-CRICOTHY-SET PEEL OPN-ER,,"1,112.50",270
CSV002837,PLUG-MESH-MEDIUM-DAVOL BARD,,"1,182.70",270
CSV004352,MOSAICPLASTY SYSTEM 3.5 DISP,,"1,676.80",270
CSV005226,DressingAbsorbantHAdhesv10.3cm,A6212,17,272
CSVORTHINT,ORTH-INTRODUCER/SHEATH,, VARIED ,272
CSVSURGSUP,ORTH SURGICAL SUPPLIES,, VARIED ,272
CSV005204,SPONGE.DRAIN.GAUZE.STERILE,,1,272
CSV005110,BIOPSY-PUNCH-6MM,,4,272
CSV005149,NEEDLE.SPINAL.STERLIE.25gx3.5,,4,272
CSV000757,PEN-SURGICAL-SKIN MARKER,,6,272
CSV001507,DRESSING-SURGICAL-ADHESIVE-8x6,,7,272
CSV000986,SPECULUM-VAGINAL-MEDIUM,,10,272
CSV000486,IV-SODIUM CHLOR-Irrig0.9%500ML,,11.5,272
CSV000487,WATER FOR IRRIGATION 1000 ML,,11.5,272
CSV000927,BLADE-SCAPEL #11-SAFETY,,12,272
CSV000987,SPECULUM-VAGINAL-SMALL,,12.5,272
CSV005210,"TAPE-CASTING-SCOTCHCAST.2""",,14,272
CSV005209,"TAPE-CASTING-SCOTCHCAST.3""",,17,272
CSV001215,TRAY-SKIN PREP-2OZ PVP/BTL,,19.5,272
CSV000242,DRESSING-FLEXZAM-4X4,,22.5,272
CSV005208,"TAPE-CASTING-SCOTCHAST.4""",,23,272
CSV002759,GOWN-SURGICAL-EX LG-IMPERVIOUS,,24.5,272
CSV005121,GOWN-LG-EXLONG-STERILE,,26,272
CSV001431,NEEDLE-18x6-GUAGE,,28,272
CSV005305,SUTURE-PROLENE-NON.ABSORBABLE,,30,272
CSV005142,SUTURE.PROLENE.2-0.MONO.BLACK,,32,272
CSV005172,SUTURE.ETHILON 4-0.MONO1629,,32,272
CSV005174,SUTURE.VICRYL.2-0.J945,,32,272
CSV005175,SUTURE.VICRYL.0-J260BRAID,,32,272
CSV005184,SUTURE-ETHIBOND.CT-2.-0green,,32,272
CSV005368,BLADE.BONE.SAGITTAL.SMALL,,33,272
CSV000134,CATHETER-THORACIC-36FR-STERILE,,44.5,272
CSV001042,SKIN STAPLER  REGULAR,,47.5,272
CSV000640,NEEDLE-GRIPPER-22 X 1,,48,272
CSV005180,AIRWAY.SINGLE.USE.SIZE.4,,48,272
CSV001213,TRAY-LACERATION-SKLAR,,48.5,272
CSV001510,TRAY-SUTURE MINOR PROCEDURE,,50.5,272
CSV001189,TISSUE LIFTER SIZE 15,,65,272
CSV005119,DRAPE-ARTHROwPOUCH STERILE,,67,272
CSV000031,BAIR HUGGER WARMING SET(fluid),,71,272
CSV005299,DRAPE-U-BARRIER-3M-STERILE,,81,272
CSV001602,NEEDLE-BIOPSY-PRO MAGI14gX10cm,,84,272
CSV005167,"NEEDLE.ECHOSTIM.21gX2""",,86,272
CSV005168,"NEEDLE.ECHOSTIM.21gX4""",,86,272
CSV005176,BURR.RND.2.5MM.zb128,,86,272
CSV000243,DRESSING-FLEXZAN 8X8,,89.5,272
CSV001434,TRAY-SPINAL-ANESTHESIA,,94.5,272
CSV001265,SET-IRRIGATION-WOUND-(HYDRO),,97,272
CSV001370,NEEDLE-BIOPSY MANAN ACN,,117.5,272
CSV001134,SUTURE-DERMABOND,,147,272
CSV005222,"DressingRopeWoundStrip.39""x18""",,147,272
CSV000070,BLADE-SAW-M/SAGIT,,156,272
CSV005120,GOWNS-PACK-MAJOR-DBL BAIN,,167,272
CSV001435,LMA (RT),,167.5,272
CSV005213,"GAUZE-3x5""ROLL.HEMOSTATICcelox",,225,272
CSV005173,SAW-ARTHRO-BLADE-BONE-DISP,,325,272
CSV002802,MESH-SURGICAL PLUG,,391.5,272
CSV005177,KIT.ACL.LINVATEC.STERILE.DISP,,487,272
CSV002675,TOME-INDIANA,,852.5,272
CSVIMPANSC,ORTO-IMPLANTABLE-ANCHOR/SCREW,, VARIED ,278
CSVIMPORTH,ORTHO-IMPLANTABLE-DEVICE-JOINT,, VARIED ,278
CSV9005,CPM RENTAL,,27,279
LAB8575,PKU DRAW,36415,12,300
LAB8845,COLLECTION-BLOOD SPECIMEN,36415,12,300
EMD6245,ALCOHOL-LEGAL BLOOD,36415,15,300
PCC4412,BLDcollectVenousBldViaVenipunc,36415,21,300
LAB8990,COLLECTION-CAPILLARY SPECIMEN,36416,12,300
PCC4413,BLDcollectCapillaryBldViaF/H/E,36416,21,300
LAB9125,BASIC METABOLIC PANEL-ISTAT,80047,186,300
LAB8007,BASIC METABOLIC PANEL,80048,46,300
LAB8907,GENERAL HEALTH PANEL (3 TESTS),80050,187,300
LAB8004,ELECTROLYTES,80051,38,300
LAB8135,COMPREHENSIVE METABOLIC,80053,58,300
LAB8220,LIPID PROFILE WITH HDL,80061,62,300
LAB8002,RENAL FUNCTION PANEL,80069,48,300
LAB80074,HEPATITIS PANEL.ACUTE,80074,265,300
LAB8704,HEPATITIS PANEL-ACUTE,80074,265,300
LAB8210,HEPATIC BATTERY,80076,45,300
LAB8838,TEGRETOL LEVEL,80156,80,300
LAB8622,CYCLOSPORINE HPLC (A),80158,101,300
LAB8623,CYCLOSPORINE HEART-TDX,80158,126,300
LAB8607,CLOZAPINE,80159,140,300
LAB8365,DIGOXIN,80162,74,300
LAB8920,DEPAKENE (VALPROIC ACID),80164,75,300
LAB8604,ETHOSUXIMIDE,80168,114,300
LAB8460,GENTAMYCIN,80170,114,300
LAB8605,GABAPENTIN (NEURONTIN),80171,150,300
LAB8939,LAMOTRIGINE,80175,75,300
LAB8612,LIDOCAINE,80176,102,300
LAB9050,KEPPRA LEVETIRACETAM,80177,73,300
LAB8730,LITHIUM,80178,36,300
LAB8626,MYCOPHENOLIC ACID,80180,28,300
LAB8661,PHENOBARBITAL,80184,63,300
LAB8127,PHENOBARBITAL,80184,80,300
LAB8350,DILANTIN,80185,73,300
LAB8231,PHENYTOIN,80185,92,300
LAB8232,PHENYTOIN-FREE,80186,96,300
LAB8128,PRIMIDONE,80188,116,300
LAB8236,PROCAINAMIDE & NAPA,80192,117,300
LAB8042,QUINIDINE,80194,102,300
LAB8681,FK 506 (TACROLIMUS) LEVEL,80197,76,300
LAB9084,TAC-(Tacrolimusby LC-MS),80197,76,300
LAB8370,THEOPHYLLINE,80198,98,300
LAB8043,TOBRAMYCIN  PK,80200,112,300
LAB8044,TOBRAMYCIN  TR,80200,112,300
LAB8046,TOBRAMYCIN,80200,112,300
LAB8050,VANCOMYCIN TR,80202,75,300
LAB8049,VANCOMYCIN PK,80202,94,300
LAB8051,VANCOMYCIN,80202,94,300
LAB8054,DESETHYLAMIODARONE,80299,76,300
LAB8625,METHOTREXATE,80299,76,300
LAB8079,DESMETHYLDOXEPIN,80299,95,300
LAB8151,CLOMIPRAMINE & METABOLITE,80299,95,300
LAB8603,DISOPYRAMIDE,80299,95,300
LAB8606,BUPROPION,80299,95,300
LAB8609,TRAZODONE,80299,95,300
LAB8610,TRICYCLICS-TOT,80299,95,300
LAB8611,FLECAINIDE (TAMBOCOR),80299,95,300
LAB8613,MEXILETINE,80299,95,300
LAB8944,PROPAFENONE,80299,95,300
LAB9081,DESMETHYL,80299,95,300
LAB9110,DA4000-Drugs of Abuse4000 Rflx,80301,80,300
OCH1415,TRIAGE DRUG SCREEN-QUICK TEST,80305,42.1,300
EMD5540,DRUG SCREEN-EXPRESS TEST,80305,45.4,300
LAB8245,ALCOHOL-MEDICAL,80320,75,300
LAB8248,ALCOHOL-LEGAL (INC:S.H.F.),80320,75,300
LAB9092,AMPHETAMINES SCREEN,80324,20,300
LAB8330,SALICYLATE,80329,49,300
LAB8335,ACETOMINOPHEN,80329,141,300
LAB8142,AMOXAPINE (ASENDIN),80335,634,300
LAB80342,ANTI.PSYCHOTICS.NOS,80342,87,300
LAB9104,BARBITURATES SCREEN POSITIVE,80345,35,300
LAB9100,BENZODIAZEPINES SCREEN POSITIV,80347,32,300
LAB9090,CANNABINOID SCREEN POSITIVE,80349,20,300
LAB9091,COCAINE SCREEN POSITIVE,80353,20,300
LAB9094,OPIATES SCREEN POSITIVE #1,80356,9,300
LAB9107,6MAM SCREEN POSITIVE #1,80356,10,300
LAB9106,METHADONE SCREEN POSITIVE,80358,20,300
LAB9103,ECSTASY SCRREN POSITIVE #2,80359,9,300
LAB9093,AMPHETAMINES SCREEN POSITIVE,80359,20,300
LAB9099,OXYCODONE SCREEN POSITIVE #3,80361,9,300
LAB9109,6MAM SCREEN POSITIVE #3,80361,10,300
LAB9096,OPIATES SCREEN POSITIVE #3,80361,115,300
LAB9098,OXYCODONE SCREEN POSITIVE #2,80365,9,300
LAB9108,6MAM SCREEN POSITIVE #2,80365,10,300
LAB9095,OPITES SCREEN POSITIVE #2,80365,83,300
LAB9105,PROPOXYPHENE SCREEN POSITIVE,80367,30,300
OCH5005,LAB FEE CONFIRMATION,80375,79,300
LAB8053,AMIODARONE,80375,136,300
LAB8163,CORTISOL-ACTH STIMULATION,80400,202,300
LAB8654,CORTISOL (ACTH STIM),80400,202,300
LAB8692,HYPERCOAG INTERP (HYPERC),80500,137,300
LAB8525,URINALYSIS,81001,17,300
LAB9145,URINALYSIS(CultureIfindicated),81001,17,300
LAB8520,SPECIFIC GRAVITY-URINE,81002,18,300
LAB8510,DIPSTICK-URINE,81003,14,300
LAB8763,REDUCING SUBSTANCES-UR,81005,15,300
LAB8530,URINE MICRO,81015,17,300
EMD5630,URINE PREGNANCY TEST,81025,34,300
LAB8115,URINE-PREGNANCY TEST,81025,34,300
LAB8346,VOLUME MEASURE TIMED URINE COL,81050,17,300
LAB9115,VOULME MEASUREMENT-TIMED URINE,81050,17,300
LAB9156,PROTHROMBIN 20210 RESULT,81240,126,300
LAB9060,PROTHROMBIN 20210 METHOD,81240,140,300
LAB9062,PROTHROMBIN 20210 INTERPRETATI,81240,140,300
LAB9063,PROTHROMBIN 20210 COMMENT,81240,140,300
LAB9064,PROTHROMBIN 20210 COMMENT,81240,140,300
LAB9065,PROTHROMBIN 20210 COMMENT,81240,140,300
LAB9023,FACTOR V LEIDEN MUTATION R506Q,81241,112,300
LAB9024,FACTOR V MUTATION SCAN,81241,142,300
LAB9025,FACTOR V LEIDEN MUT INTERPREIA,81241,142,300
LAB9026,FACTOR V LEIDEN MUTATION AMP,81241,142,300
LAB9027,FACTOR V LEIDEN MUTATION PCR2x,81241,142,300
LAB8679,HEMOCHROM-MOLE ISO,81256,198,300
LAB8680,HEMOCHROM-MOLE SEP,81256,198,300
LAB8682,HEMOCHROM-MOLE AMP,81256,198,300
LAB8683,HEMOCHRO-MOLE INTERP,81256,198,300
LAB81511,FETAL CGEN ABNOR FOUR ANALYTES,81511,159,300
LAB8535,KETONE (QUAL-SERUM),82009,25,300
LAB9047,BETA-HYDROXY BUTYRIC ACID,82010,57,300
LAB8316,ACTH,82024,214,300
LAB8145,ALBUMIN,82040,27,300
LAB8656,MICROALBUMIN,82043,31,300
EMD5545,BREATH ALCOHOL TESTING,82075,30.1,300
OCH1420,BREATH ALCOHOL TESTING,82075,47,300
OCH1425,BREATH ALCOHOL CONFIRMATION,82075,47,300
LAB8342,ALDOLASE,82085,53,300
LAB8011,ALDOSTERONE  UR  QNT,82088,227,300
LAB8317,ALDOSTERONE,82088,227,300
LAB8139,ALPHA-1 ANTITRYPSIN,82103,75,300
LAB8140,AAT PHENOTYPE,82104,81,300
LAB8343,ALPHA-FETO PROTEIN,82105,93,300
LAB8826,ALPHA-FETOPROTEIN-NON MATERNAL,82105,117,300
LAB8615,ALUMINUM,82108,140,300
LAB8839,ALUMINUM-URINE,82108,140,300
LAB8012,AMINOLEVULINIC ACID  UR  Q,82135,115,300
LAB8141,AMINO ACIDS-QNT,82139,96,300
LAB9157,AMMONIA,82140,89,300
LAB82140,PROTHROMBIN G20210A MUTATION B,82140,112,300
LAB8235,AMYLASE (SERUM & OTHER),82150,35,300
LAB8143,AMYLASE-UR,82150,45,300
LAB8645,AMYLASE-PANCREATIC ISOENZ,82150,45,300
LAB8647,AMYLASE-SALIVARY ISOENZ,82150,45,300
LAB8318,ANDROSTENEDIONE,82157,204,300
LAB8319,ANGIOTENSIN CONVERTING ENZ,82164,81,300
LAB8299,APOLIPOPROTEIN A-1,82172,108,300
LAB8617,ARSENIC,82175,105,300
LAB8026,ARSENIC  UR  RND,82175,132,300
LAB8589,BETA 2-MICROGLOBULIN-SERUM,82232,90,300
LAB8833,BETA 2-MICROGLOBULIN-URINE,82232,113,300
LAB9044,BILE ACIDS,82239,119,300
LAB8310,BILIRUBIN TOTAL,82247,27,300
LAB8315,BILIRUBIN DIRECT,82248,27,300
LAB8515,GUAIAC-STOOL-SCREENING,82270,23,300
EMD5620,GASTROCCULT (NON STOOL),82271,10,300
LAB8516,GUAIAC-NON STOOL,82271,23,300
EMD82272,BLOOD OCCULT GUAIAC QUAL FECES,82272,18,300
LAB9083,GUAIAC-STOOL-SCREENING-NON,82272,18,300
LAB9111,FECAL OCCULT BLOOD (FIT),82274,88,300
LAB8067,CADMIUM UR QNT,82300,161,300
LAB8358,VITAMIN D-25-HYDROXY,82306,165,300
LAB8323,CALCITONIN,82308,149,300
LAB8180,CALCIUM (SERUM),82310,28,300
LAB8147,CALCIUM-IONIZED-SERUM,82330,76,300
LAB9124,CALCIUM-IONIZED-ISTAT,82330,106,300
LAB8802,CALCIUM-URINE,82340,33,300
LAB8015,CALCIUM-UR,82340,42,300
LAB8242,STONE ANALYSIS,82365,72,300
LAB8069,CARNITINE  ESTERIFIED,82370,87,300
LAB8185,CO-2,82374,34,300
LAB8857,CARBOXYHEMOGLOBIN,82375,86,300
LAB9112,CARBOXYHEMOGLOBIN-BLOOD,82375,86,300
LAB8640,CEA,82378,105,300
LAB8068,CARNITINE FREE,82379,76,300
LAB8347,CAROTENE,82380,64,300
LAB8073,CATECHOLAMINES UR FRAC,82384,140,300
LAB8074,CATECHOLAMINIES FRAC,82384,176,300
LAB8348,CERULOPLASMIN,82390,60,300
LAB8614,CHLORAMPHENICOL,82415,88,300
LAB8190,CHLORIDE SERUM,82435,32,300
LAB8016,CHLORIDE-UR,82436,27,300
LAB9037,CHLORIDE-STL,82438,34,300
LAB8195,CHOLESTEROL,82465,24,300
LAB8718,LIPID ELEC-CHOL,82465,30,300
LAB8349,CHOLINESTERASE,82480,77,300
LAB8649,ACETYLCHOLINESTRERASE-RBC,82482,53,300
LAB8341,ACETYLCHOLINESTERASE-RBC,82482,75,300
LAB8017,CITRIC ACID  UR  RND,82507,154,300
LAB8351,COPPER,82525,69,300
LAB8020,CORTISOL  FREE  UR  QNT,82530,93,300
LAB82533,CORTISOL-TOTAL,82533,80,300
LAB82542,CHROMOTOGRAPHY-COL-QUAL/QUAN,82542,99,300
LAB8295,CPK,82550,36,300
LAB8666,MMB,82553,63,300
LAB8200,CREATININE-SERUM,82565,28,300
LAB8201,CREATININE-URINE,82570,28,300
LAB8783,CREATININE-FLUID,82570,36,300
LAB8345,CREATININE CLEAR,82575,52,300
LAB8911,CRYOGLOBULIN,82585,60,300
LAB8174,CRYOGLOBULIN-QNT,82595,60,300
LAB8620,B-12,82607,83,300
LAB8327,DHEA,82626,140,300
LAB8326,DHEA-SO4,82627,102,300
LAB8359,VITAMIN D-1-25-DIHYDROXY,82652,214,300
LAB82656,PANCREATIC ELASTASE,82656,98,300
LAB8363,PORPHOBILINOGEN DEAMINASE-RBC,82657,259,300
LAB8328,ERYTHROPOIETIN,82668,105,300
LAB8329,ESTRADIOL.LC-MS/MS,82670,156,300
LAB8189,ESTROGENS-FRACTIONATED,82671,179,300
LAB8757,ESTRIOL UNCONJUGATED,82677,135,300
LAB8331,ESTRONE,82679,138,300
LAB8632,ETHYLENE GLYCOL,82693,104,300
LAB8024,FECAL FAT  QNT,82710,94,300
LAB8685,FERRITIN,82728,75,300
LAB8690,FOLATE,82746,81,300
LAB8261,FOLATE-RBC,82747,121,300
LAB8311,IMMUNOGLOBULIN G-TOTAL,82784,52,300
LAB8312,IMMUNOGLOBULIN A-TOTAL,82784,52,300
LAB8313,IMMUNOGLOBULIN M-TOTAL,82784,52,300
LAB8367,IGG-CSF,82784,52,300
LAB8731,IGG-SERUM-TOTAL,82784,52,300
LAB8031,IGE,82785,115,300
LAB8705,IGG1-IGG SUBCLASSES,82787,14,300
LAB8708,IGG2-IGG SUBCLASSES,82787,14,300
LAB8710,IGG3-IGG SUBCLASSES,82787,14,300
LAB8711,IGG4-IGG SUBCLASSES,82787,14,300
LAB8332,GASTRIN,82941,98,300
LAB8333,GLUCAGON,82943,99,300
LAB8804,GLUCOSE-BODY FLUID,82945,22,300
LAB8905,CSF-GLUCOSE,82945,22,300
LAB8862,GLUCOSE-UR RND,82945,27,300
LAB8863,GLUCOSE-UR QNT,82945,27,300
LAB8205,GLUCOSE-RANDOM,82947,22,300
EMD6620,ACCU-CHECK (EMD),82948,2,300
LAB8206,GLUCOSE WITH LOADING,82950,26,300
LAB8835,GLUCOSE TOLER. (INC.3TEST),82951,71,300
LAB8827,GLUCOSE TOLERANCE 2 ADDITONAL,82952,21,300
LAB8840,GLUCOSE TOLERANCE 1ST ADD,82952,21,300
LAB8828,GLUCOSE TOLERANCE 3TH ADD,82952,27,300
LAB8264,G-6-PD,82955,53,300
LAB8275,GAMMA GT,82977,40,300
LAB9038,FRUCTOSAMINE,82985,83,300
LAB9030,FRUCTOSAMINE,82985,105,300
LAB8915,FSH,83001,103,300
LAB8910,LH,83002,76,300
LAB8334,HUMAN GROWTH HORMONE,83003,116,300
LAB8263,HAPTOGLOBIN,83010,88,300
LAB9019,H.PYLORI BREATH,83013,469,300
LAB8197,HEMOGLOBINOPATHY/THAL PANE,83021,100,300
LAB8595,GLYCO HEMOGLOBIN,83036,38,300
LAB8291,HEMOSIDERIN-UR,83070,33,300
LAB8202,HISTAMINE-UR,83088,206,300
LAB8352,HISTAMINE,83088,206,300
LAB8353,HOMOCYSTINE,83090,94,300
LAB8030,HVA  UR  QNT,83150,135,300
LAB8019,CORTICOSTROID  17OH  UR  Q,83491,122,300
LAB8888,5 HIAA (URINE),83497,90,300
LAB8336,17 HYDROXYPROGESTERONE,83498,189,300
LAB8034,HYDROXYPROLINE TOT UR Q,83505,169,300
LAB8082,GLIADIN AB IGG,83516,59,300
LAB8083,GLIADIN AB IGA,83516,59,300
LAB8112,CENTROMERE AB,83516,59,300
LAB8957,GLUTAMIC ACID DECARBOXYLASE AB,83516,59,300
LAB9028,TISSUE TRANSGLUTAMINASE AB IGA,83516,59,300
LAB9029,TISSUE TRANSGLUTAMINASE AB IGG,83516,59,300
LAB8057,MYELOPEROXIDASE AB,83516,60,300
LAB8058,PROTEINASE-3 AB,83516,60,300
LAB83516A,MITOCHONDRIAL-AB-M2S,83516,60,300
LAB8952,ANCA-PATTERN,83516,75,300
LAB9042,GIUTAMIC ACID DEXARBOXYLASE AB,83516,75,300
LAB83519,IMMUNOASSAY.ANALYTE QUANT RIA,83519,75,300
LAB83520,IMMUNOASSAY QUANTITATIVE,83520,72,300
LAB8671,INSULIN ASSAY,83525,63,300
LAB8853,IRON,83540,35,300
LAB8854,IRON BINDING,83550,48,300
LAB8036,17-KETOSTEROIDS UR RND,83586,89,300
LAB8103,17-KETOSTEROIDS  UR QNT,83586,89,300
LAB8104,17-KETOGENIC STEROIDS  UR,83586,89,300
LAB8294,LACTIC ACID-VENOUS,83605,52,300
LAB8225,LDH,83615,33,300
LAB8106,LD ISOENZYMES,83625,89,300
LAB9086,FECAL LATOFERRIN,83630,109,300
LAB8618,LEAD-BLD,83655,67,300
LAB8841,LEAD-SERUM,83655,67,300
LAB8037,LEAD UR RND OR 24 HOURS,83655,84,300
LAB8782,L/S RATIO (RDS),83661,153,300
LAB8301,LIPASE,83690,38,300
LAB8300,LIPOPROTEIN (a),83695,90,300
LAB8717,LIPOPROTEIN BLD QUAN,83704,175,300
LAB8260,LIPOPROTEIN-ASSAY OF-(HDL),83718,45,300
LAB8673,LDL-DIRECT,83721,53,300
LAB8596,CRYPTOCOCCUS AG,83727,120,300
LAB8597,CRYPTOCOCCUS AG-CSF,83727,120,300
LAB8038,MAGNESIUM UR QNT,83735,36,300
LAB8880,MAGNESIUM,83735,36,300
LAB8864,MAGNESIUM-UR RND,83735,47,300
LAB8619,MERCURY,83825,90,300
LAB8213,MERCURY-UR-RND,83825,113,300
LAB8726,METANEPHRINES-UR-QNT,83835,94,300
LAB8039,METANEPHRINES UR QNT TO,83835,118,300
LAB8214,METANEPHRINES-UR-RND,83835,118,300
LAB8369,MYELIN BASIC PROTEIN,83873,120,300
LAB8627,MYOGLOBIN,83874,71,300
LAB8292,MYOGLOBIN SCREEN-UR,83874,90,300
LAB9146,BNP,83880,188,300
LAB9036,KAPPA FREE LIGHT CHAIN RATIO,83883,51,300
LAB9082,LAMBDA FREE LIGHT CHAIN RATIO,83883,51,300
LAB8297,5'NUCLEOTIDASE,83915,78,300
LAB8223,ORGANIC ACIDS-UR,83918,92,300
LAB8262,METHYLMALONIC ACID,83921,92,300
LAB8033,OSMOLALITY-BLOOD,83930,36,300
LAB8651,OSMOLALITY-URINE,83935,37,300
LAB8040,OXALATE UR QNT,83945,71,300
LAB8303,OXALATE-UR-RND,83945,90,300
LAB8646,PTH I,83970,229,300
LAB8014,PH-FLUID,83986,20,300
LAB8372,PH-STOOL,83986,20,300
LAB9101,PHENCYCLIDINEPCPScreenPositive,83992,36,300
LAB83993,CALPROTECTION STOOL,83993,109,300
LAB8861,ACID PHOSPHATASE PROSTATIC,84060,51,300
LAB8354,ACID PHOSPHATASE-TOT,84066,67,300
LAB8150,ALKALINE PHOSPHATASE,84075,28,300
LAB8638,ALK PHOS-HEAT STABLE,84078,51,300
LAB84080,ISOENZYME-ALKALINE PHOSPHATASE,84080,82,300
LAB8762,PG (RDS),84081,115,300
LAB8819,URINE-PHOSPHORUS,84100,26,300
LAB8875,PHOSPHORUS,84100,26,300
LAB8360,PORPHOBILINOGEN-UR-RND,84110,59,300
LAB8362,PORPHOBILINOGEN-PRPH-QNT,84110,59,300
LAB8126,PORPHYRINS-UR-RND,84120,81,300
LAB8361,PORPHYRINS-UR-QNT,84120,81,300
LAB8830,POTASSIUM-SERUM,84132,25,300
LAB8064,POTASSIUM  FLD,84132,32,300
LAB8831,POTASSIUM-URINE,84133,24,300
LAB8296,PRE ALBUMIN,84134,75,300
LAB8337,PROGESTERONE,84144,115,300
LAB8032,PROLACTIN,84146,108,300
LAB8877,PSA,84153,102,300
LAB8878,PSA SCREENING,84153,102,300
LAB8041,PROSTATE SPECIFIC AG  FREE,84154,102,300
LAB8305,PROTEIN-TOTAL,84155,20,300
LAB8580,CSF PROTEIN,84155,20,300
LAB8732,PROTEIN-SERUM,84155,26,300
LAB8304,PROTEIN-TOTAL-UR-RND,84156,20,300
LAB8818,PROTEIN-BODY FLUID,84157,20,300
LAB8823,PROTEIN-CSF,84157,26,300
LAB8694,ELECTROPHORESIS-SERUM,84165,59,300
LAB8740,SERUM PROTEIN ELECTROPHOR,84165,59,300
LAB8728,PROTEIN ELECTROPHORESIS,84165,60,300
LAB8186,ELECTROPHORESIS-PROT-UR,84166,99,300
LAB8314,ELECTROPHORESIS-PROT-UR,84166,99,300
LAB8699,ELECTROPHORESIS-URINE-QUAN,84166,99,300
LAB8187,ELECTROPHORESIS SCAN-UR,84166,124,300
LAB8729,ELECTRPHORESIS-CSF,84166,124,300
LAB8364,ZINC PROTOPORPHYRIN,84203,60,300
LAB84207,PYRIDOXAL PHOSPHATE (VIT B6),84207,156,300
LAB8377,ACETYLC RCPT BIND AB,84238,255,300
LAB8338,RENIN,84244,153,300
LAB8241,SEROTONIN-BLOOD,84260,216,300
LAB8325,SEROTONIN,84260,216,300
LAB84270,SEX HORMONE BINDNG GLOUBLIN,84270,121,300
LAB8320,SODIUM-SERUM,84295,26,300
LAB8066,SODIUM  FLD,84295,34,300
LAB8321,SODIIUM-URINE,84300,27,300
LAB8184,SODIUM-STL,84302,34,300
LAB8807,SODIUM-OTHER SOURCE,84302,34,300
LAB8339,INSULIN-LIKE GROWTH FACTOR,84305,118,300
LAB8518,SPECIFIC GRAVITY-NON URINE,84315,17,300
LAB8374,REDUCING SUBSTANCES-STL,84376,38,300
LAB8132,TESTOSTERONE-FREE,84402,130,300
LAB8751,TESTOSTERONE,84403,130,300
LAB9154,TESTOSTERONE.total.by.LCMS,84403,130,300
LAB84410,TESTOSTERONE-BIOAVAILABLE,84410,256,300
LAB8357,VITAMIN B1,84425,148,300
LAB9056,THYROGLOBULIN,84432,101,300
