Russellville Hospital,,
Standard Charges,,
,,
SVCCD,LONGDESC,Price
511455,CARDIOLIPIN AB IGG,$180.50 
511456,CARDIOLIPIN AB IGM,$180.50 
511463,COLD AGGLUTININ QUANT,$228.50 
511465,COMPLEMENT C1 EST INHIBI,$618.50 
511469,COMPLEMENT C3,$586.50 
511470,COMPLEMENT C4,$419.50 
511479,COMPLEMENT TOT (CH50),$666.00 
511490,DNA ANTIBODY DOUBLE,$344.50 
511491,DNA ANTIBODY SINGLE,$82.00 
511493,N-RNP ANTIBODY,$271.00 
511495,RNP ANTIBODY,$153.00 
511496,SCLERODERMA 70 AB,$661.00 
511497,SJOGRENS A AB (SSA),$361.00 
511498,SJOGRENS B AB (SSB),$361.00 
511503,ANTI SM MUSCLE AB QL,$195.50 
511504,CENTROMERE AB SCR,$332.00 
511507,ENDOMYSIAL AB QUAL,$71.28 
511516,MITOCHONDRIAL AB QUAL,$87.50 
511518,NEURONAL NUC AB QUAL,$95.50 
511519,PARIETAL AB QUAL,$135.50 
511521,RETICULIN AB IGA SCR,$300.50 
511522,RETICULIN AB IGG SCR,$300.50 
511528,ANCA AB TITER,$95.50 
511532,ENDOMYSIAL AB IGA TITER,$355.50 
511551,SMOOTH MUSCLE AB TITER,$186.50 
511555,CA 15-3,$150.00 
511556,CA 27-29,$90.00 
511557,CA 19-9,$150.00 
511558,CA 125,$112.00 
511559,MONO SCR (HETEROPHILE),$203.50 
511604,NEURONSPEC ENOLASE,$285.50 
511605,SQUAMOUS CELL CA AG,$135.50 
511629,IMMUNOELECT UR,$322.50 
511647,IMMUNOFIX ELECTRO,$90.50 
511649,IMMUNOFIX ELECTRO UR,$322.50 
511650,INHIBIN A,$98.50 
511651,INSULIN AB,$284.50 
511652,INTRINSIC FACT AB,$138.00 
511660,T CELLS CD4 8 RATIO,$928.50 
511661,T CELLS CD4 COUNT,$489.00 
511664,LIVER-KIDNEY MICRO AB,$220.00 
511665,THYROID MICROSOMAL AB,$100.50 
511667,THYROID PEROXIDASE AB,$23.50 
511670,CRYPTOCOCCAL AG LATEX,$139.50 
511673,RA FACTOR QUAL,$104.50 
511674,RA QN,$209.50 
511684,RPR QUAL,$174.50 
511686,VDRL CSF QUAL,$16.00 
511687,RPR QUANT,$34.50 
511689,VDRL CSF QUANT,$16.00 
511691,ADENOVIRUS AB QUAL,$87.50 
511692,ASPERGILLUS AB,$87.50 
511712,BARTONELLA H IGG,$56.00 
511713,BARTONELLA H IGM,$56.00 
511714,BARTONELLA Q IGG,$56.00 
511715,BARTONELLA Q IGM,$56.00 
511716,BLASTOMYCES AB QUAL,$145.50 
511719,BORDETELLA PERTUSSIS IGG,$186.50 
511725,LYME DISEASE AB IGM QL,$389.00 
511726,LYME DISEASE AB QL,$389.00 
511730,BRUCELLA AB QUAL,$195.50 
511741,CHLAMYDIA IGM,$325.00 
511745,COCCIDIOID AB QUAL,$147.50 
511755,Q FEVER AB QUAL,$139.00 
511756,CRYPTOCOC AB BLD QUAL,$375.50 
511759,CMV IGG QUAL,$90.00 
511760,CMV IGM QUAL,$28.50 
511767,ENCEPH E EQUINE ABQL IGM,$62.50 
511776,COXSACKIE A16 AB QUAL,$309.52 
511780,COXSAKIE A7 AB QUAL,$309.52 
511781,COXSAKIE A9 AB QUAL,$309.52 
511801,EBV EARLY AB QUAL,$256.50 
511805,EBV NUCLEAR IGG AB QUAL,$74.50 
511807,EBV CAPSID AB QUAL,$150.00 
511808,EBV CAPSID IGG QUAL,$150.00 
511809,EBV CAPSID IGM QUAL,$74.50 
511812,EHRLICHIA AB QL,$891.00 
511817,FRAN TULAREN AB QUAL,$195.50 
511818,SACCHAROMYCES AB IGA,$195.50 
511820,SACCHAROMYCES AB IGG,$195.50 
511827,H PYLORI AB QUAL,$425.50 
511837,TOXOCARA C AB,$377.50 
511841,HIV AB WESTERN BLOT,$53.00 
511842,HTLV WESTERN BLOT,$483.00 
511844,HERPES SIMPLEX AB QUAL,$69.50 
511846,HERPES SIMPLEX 1 AB IGG,$155.50 
511847,HERPES SIMPLEX 1 AB IGM,$114.50 
511848,HERPES SIMPLEX 2 AB IGG,$155.50 
511849,HERPES SIMPLEX 2 AB IGM,$114.50 
511851,HISTOPLASMA AB QL,$395.00 
511854,HIV-1 AB QUAL,$266.50 
511856,HIV 1&2 AB QUAL,$254.00 
511857,HEP B CORE AB TOTAL,$254.50 
511859,HB S AB QUAL,$222.50 
511860,HB E AB QUAL,$285.50 
511861,HEP A AB TOTAL,$210.50 
511863,INFLUENZA A VIRUS AB,$71.00 
511867,INFLUENZA VIRUS AB,$149.00 
511870,LEGIONELLA AB QUAL,$178.00 
511875,LEPTOSPIRA AB QUAL,$200.00 
511878,MUMPS AB QUAL,$130.00 
511879,MUMPS IGG QUAL,$61.50 
511880,MUMPS IGM QUAL,$72.00 
511881,MYCOPLASMA AB IGA QL,$171.00 
511882,MYCOPLASMA AB IGG QL,$171.00 
511883,MYCOPLASMA AB IGM QL,$171.00 
511885,PARVOVIRUS AB QUAL,$574.50 
511886,PARVOVIRUS IGG,$574.00 
511887,PARVOVIRUS IGM,$574.00 
511901,RICKETTSIA AB QL,$192.50 
511902,ROCKY MTN SF AB IGG QL,$27.50 
511903,ROCKY MTN SF AB IGM QL,$39.50 
511907,RUBELLA AB QUAL,$175.50 
511908,RUBELLA IGG,$76.00 
511909,RUBELLA IGM,$150.00 
511910,RUBEOLA AB QUAL,$149.00 
511911,RUBEOLA IGG,$149.00 
511917,TOXOPLASMA IGG QUANT,$90.50 
511919,FTA AB CONFIRM,$206.00 
511926,VARIC ZOSTER AB QUAL,$149.00 
511927,VARIC ZOSTER IGG,$64.00 
511928,VARIC ZOSTER IGM,$58.50 
511931,ENCEPH WEST NILE AB IGG,$375.50 
511932,ENCEPH WEST NILE AB IGM,$187.50 
511933,ENCPH WST NIL AB IGG CSF,$187.50 
511934,ENCPH WST NIL AB IGM CSF,$187.50 
511953,THYROGLOB AB QUAL,$45.00 
511954,THYROGLOBULIN AB QUANT,$87.50 
511955,HEPATITIS C AB QUAL,$66.00 
511956,HEPATITIS C CONFIRM,$516.50 
511960,HLA B27,$187.50 
511965,HLA DR DQ SINGLE,$189.50 
511967,ANTIBODY SCREEN EA,$509.50 
511968,ANTIBODY SCREEN PREWARM,$79.00 
511969,ANTIBODY ELUTION EA,$95.00 
511970,ANTIBODY ID EA,$870.50 
511972,DIRECT COOMBS AHG,$224.50 
511974,DIRECT COOMBS COMP,$79.00 
511975,DIRECT COOMBS IGG,$181.76 
511977,ANTIBODY TITER EA,$435.00 
511978,AUTO BLOOD COLLECTION,$239.00 
511980,ABO TYPE,$129.00 
511983,RH TYPE,$129.00 
511989,ANTIGEN TYPING EA,$392.50 
511990,RH PHENOTYPE,$85.00 
511991,CROSSMATCH IMM SPIN,$350.50 
511992,CROSSMATCH INCUB,$466.50 
511993,CROSSMATCH AHG,$490.00 
511994,CROSSMATCH IGG,$466.50 
511995,FFP/CRYOPREC THAWING,$52.50 
512000,IRRADIATION BLD EA,$207.00 
512002,BLOOD UNIT POOLING,$175.50 
512012,PRETREAT SERUM ABSORP EA,$98.00 
512015,TRANSFUSION REACTION STD,$75.00 
512016,AFB CONCENTRATION,$130.50 
512017,INF AGENT CONCENTRATION,$30.00 
512018,CULTURE BLOOD,$334.50 
512019,CULTURE STOOL,$300.00 
512020,CULT STL CAMPY PLATE,$79.00 
512021,CULT STL E COLI PLATE,$118.00 
512025,CULT NASOPHARYNGEAL,$355.50 
512027,CULT THROAT,$32.50 
512032,CULTURE BODY FLUID,$377.50 
512033,CULTURE BONE MARROW,$283.50 
512036,CULTURE BRONCH WASH,$377.50 
512038,CULTURE CATHETER TIP,$512.50 
512041,CULTURE CSF,$377.50 
512043,CULTURE EAR,$512.50 
512044,CULTURE EYE,$512.50 
512045,CULTURE GASTRIC,$240.50 
512046,CULTURE GENITAL,$160.00 
512047,CULTURE PLACENTA,$377.50 
512053,CULTURE SPUTUM,$240.50 
512056,CULTURE THROAT,$302.50 
512061,CULTURE WOUND,$377.50 
512063,CULTURE ANAEROBIC,$367.50 
512064,CULTURE ANAEROBIC TISSUE,$446.50 
512065,ANAEROBIC ORG ID,$127.00 
512066,AEROBIC ORG ID,$100.50 
512070,CULT BORDETELLA PERT SCR,$345.00 
512073,CULT DIPHTHERIA SCR,$475.00 
512076,CULT GC SCR,$80.50 
512080,CULT STREP GROUP A SCR,$32.50 
512081,CULT STREP GROUP B SCR,$28.00 
512085,CULT COLONY COUNT UR,$271.00 
512086,CULT W PRESUMPTIVE ID UR,$109.00 
512087,CULT FUNGUS SKIN,$59.00 
512088,CULT FUNGUS,$237.50 
512089,CULTURE FUNGUS BLOOD,$68.50 
512090,YEAST ID,$70.00 
512091,MOLD ID,$73.50 
512094,CULT CHLAMYDIA,$556.50 
512095,CULT AFB,$124.50 
512096,AFB IDENTIFICATION,$64.00 
512102,CULT TYPE AGGLUT,$64.00 
512109,MACRO EXAM PARASITE,$71.00 
512110,PINWORM EXAM,$200.00 
512112,O&P SMEAR CONC ID,$139.50 
512116,SENSITIVITY MIC,$120.00 
512124,SMEAR FECAL WBC,$114.50 
512125,SMEAR FUNGUS,$163.50 
512131,SMEAR AFB,$174.00 
512140,SMEAR MALARIA,$183.00 
512143,SMEAR INDIA INK,$199.00 
512144,SMEAR WET MOUNT,$146.00 
512145,KOH PREP TISSUE,$175.50 
512148,CULT CMV,$296.50 
512150,CULT HERPES SIMP 1&2,$211.50 
512155,CULT VIRUS CPE,$256.50 
512161,BORD PERTUSSIS AG IFT,$525.00 
512164,CHLAMYDIA AG IFT,$182.00 
512169,INFLUENZA B AG IFT,$73.50 
512170,INFLUENZA A AG IFT,$73.50 
512171,LEGIONELLA AG DFA,$412.50 
512179,PNEUMOCYSTIS CARINII IFT,$367.50 
512187,C DIFFICILE TOXIN AG EIA,$367.00 
512189,GIARDIA AG EIA,$267.00 
512192,H PYLORI AG EIA STOOL,$516.50 
512194,HEP B S AG EIA,$182.00 
512195,HEP B E AG EIA,$370.50 
512197,HISTOPLASMA AG EIA,$578.00 
512202,RESP SYNC VIRUS AG EIA,$292.00 
512203,ROTAVIRUS AG EIA,$225.00 
512205,STREP A AG EIA,$166.00 
512206,CAMPYLOBACTER AG EIA,$56.00 
512210,LEGIONELLA AG EIA,$361.00 
512216,CHLAMYDIA T DIR PROBE,$203.00 
512217,CHLAMYDIA T AMP PROBE,$47.50 
512225,HEP C AMP PROBE PCR,$578.00 
512226,HEP C DNA QUANT,$672.00 
512227,HEP C RNA QUANT,$269.50 
512228,HEP C VIRAL LOAD,"$1,583.00 "
512230,HERPES SIMP AMP PROBE,"$1,211.00 "
512235,HIV VIRAL LOAD,$888.50 
512243,GC DIR PROBE,$203.00 
512244,GC AMP PROBE,$47.50 
512247,EBV AMP PROBE,$664.00 
512250,ENTEROVIRUS AMP PROBE,$219.50 
512254,VARICELLA ZOST AMP PROBE,$664.00 
512257,CHLAMYDIA & GC DIR PROBE,$28.00 
512258,STREP GR B OPTICAL IA,$535.00 
512260,INFLUENZA VIRUS A AG OIA,$73.50 
512263,STREP A OPTICAL IA,$166.00 
512264,BACTERIAL AG OIA,$340.00 
512272,STREP PNEUMO AG OIA,$62.50 
512274,HEP C GENOTYPE,$298.00 
512277,CELL COUNT BODY FLD,$135.50 
512279,CELL CT & DIFF CSF,$258.50 
512280,CELL CT&DIFF BODY FL,$61.50 
512281,FECAL WBC COUNT,$114.50 
512282,CRYSTALS BODY FL,$125.00 
512292,ACETYLCHOL RCPT AB BIND,$186.50 
512295,GLIADIN AB IGA,$37.08 
512307,INFLUENZA A/B AG,$149.00 
512319,LUPUS ANTICOAGULANT,$56.00 
512324,OB PANEL,$715.00 
512331,AMPHETAMINES CONFIRM,$44.00 
512332,CORTISOL FREE URINE,$104.50 
512338,TRYPTASE IA,$534.50 
512339,PROTEIN ELECTRO CSF,$361.00 
512344,FACTOR 8 AHG,$352.00 
512345,FACTOR 9 ASSAY,$662.00 
512346,FACTOR 10 ASSAY,$547.00 
512347,FACTOR 11 ASSAY,$692.50 
512348,FACTOR 12 ASSAY,$692.50 
512353,GRAM STAIN,$138.00 
512354,SMEAR EOSINOPHILS,$17.00 
512357,PROS SPEC AG (PSA) SCREEN,$296.50 
512359,RH IMMUNE GLOBULIN,$166.00 
512362,TRICHROME STAIN,$621.00 
512381,SEMEN ANALYSIS COMPLETE,$334.00 
512382,SEMEN ANAL PRES &/OR MOT,$206.00 
512389,DRUG SCRN COLLECT W COC,$25.00 
512391,THERAPEUTIC PHLEB,$221.00 
512392,VENIPUNCTURE,$16.50 
512393,GLIADIN AB IGG,$37.08 
512395,HSV-1 AMP PROBE,$390.50 
512396,HSV-2 AMP PROBE,$390.50 
512399,MANUAL LEUKOCYTE COUNT,$36.00 
512412,FERN TEST,$48.50 
512418,INFLUENZA VIRUS B OIA,$73.50 
512457,TRANSGLUTAMIN AB IGG QL,$55.00 
512459,ANTIFUNGAL SUSCEPT MIC,$354.00 
512468,RSV OIA,$292.00 
512469,RSV EIA,$292.00 
512525,INF AGENT AMP PROBE MULTIPLE,$153.53 
512526,PG ASSOC PLASMA PROTEIN,$98.50 
512633,HEP C AB RIBA,$516.00 
512639,MRSA ID,$32.50 
512643,CULT MRSA SCR,$32.50 
512750,PLT AGGREGATION ASP,$178.50 
512751,PLT AGGREGATION TRAP,$178.50 
512762,CCP AB,$28.00 
512763,MITOCHONDRIAL ANTIBODIES,$21.00 
512764,SMOOTH MUSCLE AB,$20.00 
512767,COMPLEX SPECIAL STAIN,$30.00 
512804,LIPOPROTEIN QN PARTICLE,$104.50 
512895,COCAINE QN GCMS BLD,$24.50 
512896,AMPHETAMINES QN GCMS BLD,$24.50 
512899,CANNABINOIDS QN GCMS BLD,$24.50 
512902,OPIATES QN GCMS BLD,$24.50 
512903,PHENCYCLIDINE GCMS BLD,$24.50 
512995,EBV EARLY AG AB IGG,$74.50 
513020,SHIGA TOXIN AG 01A,$56.00 
513055,ACETAMINOPHEN QL SQN,$37.00 
513061,SHIGA TOXIN 2 ADD ON,$56.00 
540075,CHEST PHYSIO SUBSQ,$74.50 
590026,CRYOPRECIPITATE,$90.50 
590027,PRBC LR,$502.50 
590034,FFP,$124.50 
590041,PLTS CONC,$113.50 
590044,PRBC,$502.50 
590046,PRBC AUTO,$313.50 
590060,PLTS APH,"$1,155.00 "
590061,PLTS APH LR,"$1,176.50 "
590075,ALBUMIN INF 25% 50ML,$578.00 
602500,EKG PRO FEE,$46.50 
602520,EEG AWAKE ASLEEP PRO FEE,$194.50 
603004,STRESS TEST,"$1,319.00 "
603017,EKG,$501.00 
603019,HOLTER MONITOR RECORDING,$670.50 
604014,PERICARDIOCENTESIS,"$2,094.00 "
604020,ATRIAL PACEMAKER INSERT,"$31,803.50 "
604021,VENTRCULR PCEMKR INSERT,"$8,658.50 "
604023,ATRIAL/VENT PCEMKR INSRT,"$9,494.50 "
604029,PACEMAKER INSERT SINGLE,"$2,784.50 "
604030,INNSRT\RPL PACEMKR GN DL,"$7,547.50 "
604031,INS SGL ELECTRODE   RTER,"$8,925.00 "
604032,REMOVE PULSE GENERATOR,"$2,364.50 "
604034,CARD EVENTS RECORDER IMP,"$6,185.50 "
604037,CARD PTA TIBIOPERONEAL,"$6,242.50 "
604038,CARD PTA RENAL,"$6,242.50 "
604040,CARD PTA AORTIC,"$6,242.50 "
604041,CARD PTA ILIAC,"$6,242.50 "
604042,CARD PTA FEMORAL-POPLITL,"$6,242.50 "
604043,CARD PTA BRACHIOCEPHALIC,"$6,242.50 "
604045,CARD PTA VENOUS,"$6,242.50 "
604049,CARD PAC FEMORAL POPLITL,"$9,905.00 "
604051,ATHERECTOMY TIBIOPERONEL,"$2,751.50 "
604053,INTRO CATH SUP/INFV CAVA,$601.50 
604054,SEL CATH PLC VENOUS 1ST,"$1,026.00 "
604060,CATH PLC 3ND ORD UP ART,"$2,105.50 "
604061,CATH PLC ADDL ORD UP ART,"$2,105.50 "
604063,CATH  2ND ORD LOW ART,"$2,105.50 "
604064,CATH  3ND ORD LOW ART,"$2,105.50 "
604065,CATH ADDL ORD LOW ART,"$2,105.50 "
604075,THROMBOLYSIS NONCORONARY,"$2,139.00 "
604076,TRANSCATH RETRIEVAL FB,"$2,690.50 "
604078,STENT PLACEMENT INITIAL,"$4,282.50 "
604079,STENT PLACEMENT ADDL,"$3,078.50 "
604082,PLACEMENT IVC FILTER,"$4,156.50 "
604083,INSERTION PACEMAKER,$337.00 
604086,AORTOGRAM THORACIC SERIA,"$2,404.50 "
604092,ARCH AORTOGRAM,"$2,181.00 "
604103,ANGIO CEREBRAL UNILATERL,"$2,515.00 "
604104,ANGIO CEREBRAL BILATERAL,"$2,515.00 "
604107,ANGIO VERTEBRAL,"$1,968.00 "
604109,ANGIO EXTREMITY UNI LT,"$1,804.00 "
604110,ANGIO EXTREMITY BILATERL,"$2,105.50 "
604112,ANGIO RENAL BILATERAL,"$2,944.50 "
604114,ANGIO VISCERAL SELECTIVE,"$2,404.50 "
604117,ANGIO PULMONRY UNILATERL,"$2,404.50 "
604119,ANGIO SELECTIVE ADD VESS,"$2,404.50 "
604123,VENACAVAGRAM INFERIOR,"$1,313.50 "
604125,VENACAVAGRAM SUPERIOR,"$1,333.00 "
604130,TRANSCATHETER INFUSION,"$3,307.50 "
604131,ANGIO CATHETER FOLLOW-UP,"$1,087.50 "
604134,IVC FILTER PLACEMENT,"$5,332.00 "
604136,TRANSCATH PLACEMENT STEN,"$6,530.00 "
604137,TRANSCATH RETRIEVAL FB,"$1,968.00 "
604138,PTA PERIPHERAL ARTERY,"$3,820.00 "
604139,PTA ADDITIONAL ARTERY,"$2,664.50 "
604140,ANGIOPLASTY VENOUS,"$2,554.00 "
604141,ATHERECTOMY PERIPH ARTRY,"$9,905.00 "
604142,ATHERECTOMY PERIPH ADDL,"$3,265.50 "
604145,US GUIDE PERICARDIOCNTSI,"$2,735.50 "
604147,CARDIOPULMNRY RESUSCITN,$376.00 
604149,CARDIOVERSION ELECTRNAL),$642.50 
604162,RIGHT HEART CATH,"$4,539.50 "
604163,SWAN GANZ INSERTION,"$5,219.50 "
604165,CORONARY ANGIO W/O CATH,"$12,900.00 "
604166,LEFT HEART CATH,"$13,063.00 "
604167,RIGHT/LEFT HEART CATH,"$11,301.50 "
604169,INJECTION ARTERL CONDUIT,$975.50 
604170,INJECT GRAFT (VBG),"$1,399.50 "
604171,INJECT PULMONARY ANGIO,"$1,860.00 "
604173,INJECT SEL LT VENT/ATRL,$948.00 
604174,INJECT AORTOGRAPHY,"$1,200.50 "
604175,INJECT SEL CORONARY ANGI,"$1,619.50 "
604176,S&I VENT/ATRIAL ANGIO,"$1,955.00 "
604177,S&I PULM/AOR/COR ANGIO,"$2,132.50 "
604198,EVAL CARDIOVERT/DEFBBRIL,"$4,512.00 "
604203,REPOSITION PACEMAKER,"$4,077.00 "
604205,INSERT LT VENT ELECTRODE,"$2,232.00 "
604206,INS/RPL CARDIOVERTERECTR,"$7,130.00 "
604207,IABP INSERTION,"$3,719.00 "
604208,SEL CATH PLC VENOUS 2ND,"$1,026.00 "
604209,INTRO CATH EXTREMITY,"$1,503.50 "
604210,INJ AORTA,$752.00 
604211,CATH PLC 1ST ORD UP ART,"$2,105.50 "
604212,CATH PLC 2ND ORD UP ART,"$2,105.50 "
604213,CATH PLC 1ST ORD LOW ART,"$2,421.50 "
604216,AORTOGRAM THORACIC,"$1,262.50 "
604217,AORTOGRAM ABDOM SERIAL,"$2,404.50 "
604218,AORTGRM ABD ILIOFEM BLAT,"$2,972.00 "
604219,ANGIO CERVICAL BILATERAL,"$2,879.50 "
604220,ANGIO EXTREMITY UNI RT,"$1,804.00 "
604222,ANGIO PULMONARY BILATERL,"$2,404.50 "
604223,ANGIO ART-VENOUS SHUNT,"$1,591.50 "
604224,TRANSCUTANEOUS PACING,"$1,271.50 "
604229,PTCA BALLOON ONLY,"$15,686.00 "
604230,PTCA BALLOON ADDL VESSEL,"$9,218.00 "
604231,REVISION SKIN POCKET,"$7,130.00 "
604232,ANGIO CERVICAL UNILATERL,"$1,968.00 "
604233,ANGIO RENAL UNILATERAL,"$2,389.50 "
604234,ISOVUE 370/ML,$0.50 
604241,PTA RENAL\VISCERAL,"$3,747.50 "
604247,CARD EVENT RECORD REMOVE,"$6,185.50 "
604254,INSERT ICD GENERATOR,"$22,618.50 "
604255,REMOVE ICD GENERATOR,"$3,733.50 "
604256,CATH PLC PULMON ART BIL,"$1,313.50 "
604257,CATH PLC PULMON ART UNI,"$1,408.00 "
604258,PULSE GENERATOR SINGLE,"$6,854.50 "
604262,P GEN UPGRD SNGL TO DUAL,"$3,609.00 "
604263,FLUOROSCOPY > 1 HR,$671.00 
604266,PTS RENAL/VISCERAL ADDL,"$4,685.50 "
604383,TRANSCATH PLC OPEN STENT,"$7,497.00 "
604397,TRANSCAT PLC INTRVAS ADD,"$8,432.50 "
604423,PERC INTR CATH RENAL PLV,$432.00 
604425,INJECTION PYELOGRAPHY,$975.50 
604427,CHANGE NEPHROSTOMY TUBE,"$9,714.00 "
604471,ANTEGRADE PYELOGRAM,$975.50 
604476,NEPHRO CATH/DRAIN INJ LT,"$7,547.50 "
604513,PERC TUBE CHANGE W\CONT,$809.00 
610057,EEG 0-60 MINUTES,"$1,406.00 "
610062,EEG AWAKE AND DROWSY,$575.50 
630008,ECHOCARDIOGRAM,"$1,713.50 "
630010,ECHOCARDIOGRAM LIMITED,"$1,414.50 "
630016,ECHO TRANSESOPH MONITRNG,"$3,245.00 "
630020,STRESS ECHOCARDIOGRAM,"$1,324.00 "
630024,DEFINITY PER 2ML,$344.50 
630031,ROOM & BOARD ISOLATION,"$2,603.00 "
630034,OBSERVATION DIRECT ADMIT,$538.50 
630046,INFUSION THERAP\DIAG 1ST,$166.00 
630047,INFUSION THERAP\DIAG ADD,$37.00 
630048,INFUSION SEQUENTIAL,$37.00 
630049,INFUSION CONCURRENT,$37.00 
630050,IV PUSH NEW DRUG,$73.00 
630055,VACCINATION ADMINISTRATI,$34.50 
630056,VACCINE INJ. EACH ADD,$34.50 
630057,HEPATITS B VACCINE,$137.48 
630058,INFLUENZA VACCINE,$137.48 
630059,PNEUMOCOCCAL VACCINE,$137.48 
630060,IMMUNIZATION ORAL NASAL FIRST,$137.48 
630061,IMMUNIZATION NASAL ORAL ADDITIONAL,$68.74 
630062,ADDL SEQ IV PUSH,$73.00 
640034,ARTERIAL PUNCTURE,$305.88 
640035,BREATH ALCOHOL SCREEN,$79.00 
640036,CARBON MONOXIDE QN,$180.50 
640039,ABG WITH CALC O2 SAT,$209.50 
640041,EEG AWAKE AND ASLEEP,$736.50 
640042,ALL NIGHT EEG,"$3,600.00 "
640043,NEURO BEHAVIOR EXAM-HR,$462.00 
640044,NEUROPSYCHOLOGICAL TEST,$462.00 
640046,CPR,$877.00 
640047,PULMONARY FUNCTION TEST,$405.00 
640048,COMPLETE PFT,$472.00 
640052,MAX VOLUNTRY VENTILATION,$220.00 
640053,FUNCTIONAL RESIDUAL CAP,$568.50 
640055,NITROGEN WASHOUT,$308.00 
640057,FLOW VOLUME LOOP,$227.50 
640059,CRP TENT CONT 1ST HR,$74.50 
640060,HAND HELD NEB SUBQ,$62.50 
640061,IPPB SUBQ,$80.50 
640062,MDI SUBQ,$62.50 
640063,NEBULIZR CONT 1ST HR,$458.50 
640064,PENTAMIDINE TREATMENT,$319.50 
640065,VENTILATOR 1ST DAY,"$1,379.00 "
640066,VENTILATOR SUBSQ DAY,$935.50 
640067,BIPAP VENT INIT & MGMT,"$1,379.00 "
640068,CPAP VENT INIT & MGMT,$30.00 
640071,HAND HELD NEB DEMON\EVAL,$163.50 
640072,IPPB DEMONSTRATE\EVAL,$109.50 
640073,MDI DEMONSTRATE\EVAL,$187.00 
640074,CHEST PHYSIO INITIAL,$129.00 
640075,CHEST PHYSIO SUBSQ,$74.50 
640079,DIFFUSING CAPACITY,$199.00 
640081,PULMONARY COMPLIANCE,$139.00 
640082,PULSE OXIMETRY CHECK,$50.50 
640083,PULSE OXIMETRY MULTIPLE,$62.50 
640091,OXYGEN PER DAY,$284.00 
640096,SPUTUM COLLECTION,$37.00 
640099,NEBULIZER DEMONSTR\EVAL,$163.50 
640105,INHALATION TREATMENT INITIAL,$163.50 
640116,VENTILATOR 1ST DAY OBSER,"$1,379.00 "
650021,MULTIPLE SLEEP LATENCY,"$3,600.00 "
650023,SLEEP STUDY UNATTENDED,$825.50 
650026,SLEEP STUDY ATTENDED,"$3,600.00 "
650029,POLYSOMNOGRAPHY,"$3,600.00 "
650032,POLYSOMNOGRM CPAP SPLIT,"$3,600.00 "
650034,POLYSOMNOGRAM W/CPAP,"$3,600.00 "
650037,EEG 0-60 MINUTES,$825.50 
650038,EEG AWAKE AND DROWSY,$736.50 
700657,SPEECH THERAPY,$168.50 
700658,TRAIN VOICE PROSTHESIS,$168.50 
700660,AURAL REHAB IMPLT PRELIN,$168.50 
700664,SWALLOW TREATMENT,$168.50 
700667,EVAL PROS/AUGMENT DEVICE,$260.00 
700670,PROGRM ALT COMMUN DEVICE,$168.50 
700674,SWALLOW EVALUATION,$260.00 
700675,RADIOPAQUE SWALLOW STUDY,$225.00 
700678,APHASIA ASSESSMENT 1 HR,$260.00 
711012,CATH EP DX/ABL G04,$848.50 
711014,CATH EP DX/ABL G05,"$1,131.50 "
711016,CATH EP DX/ABL G06,"$1,414.50 "
711017,CATH EP DX/ABL G07,"$1,697.00 "
711018,CATH EP DX/ABL G08,"$1,980.00 "
711019,CATH EP DX/ABL G09,"$2,262.00 "
711020,CONNECTOR REPLACEMENT,$42.00 
711021,SET TUBING COOLANT,$112.00 
711022,IMP KNEE JOINT G72,"$21,497.00 "
711023,IMP KNEE JOINT G73,"$21,779.50 "
711024,IMP KNEE JOINT G74,"$22,062.50 "
711025,IMP KNEE JOINT G75,"$22,345.00 "
711026,IMP KNEE JOINT G76,"$22,628.00 "
711027,CATH EP DX/ABL G10,"$2,545.00 "
711028,CATH EP DX/ABL G11,"$2,829.00 "
711029,CATH EP DX/ABL G12,"$4,242.50 "
711030,IMP IOL RSA G01,$283.00 
711031,IMP IOL RSA G02,$565.50 
711032,IMP IOL RSA G03,$848.50 
711033,IMP IOL RSA G04,"$1,131.50 "
711034,IMP IOL RSA G05,"$1,414.50 "
711035,IMP IOL RSA G06,"$1,697.00 "
711036,IMP IOL RSA G07,"$1,980.00 "
711037,IMP IOL RSA G08,"$2,262.00 "
711038,IMP IOL RSA G09,"$2,545.00 "
711039,IMP IOL RSA G10,"$2,829.00 "
711040,IMP CHIN MANDBLE G01,$283.00 
711041,IMP CHIN MANDBLE G02,$565.50 
711042,IMP CHIN MANDBLE G03,$848.50 
711043,IMP CHIN MANDBLE G04,"$1,131.50 "
711044,IMP CHIN MANDBLE G05,"$1,414.50 "
711045,IMP CHIN MANDBLE G06,"$1,697.00 "
711046,IMP CHIN MANDBLE G07,"$1,980.00 "
711047,IMP CHIN MANDBLE G08,"$2,262.00 "
711048,IMP CHIN MANDBLE G09,"$2,545.00 "
711049,IMP CHIN MANDBLE G10,"$2,829.00 "
711050,IMP CHIN MANDBLE G11,"$4,242.50 "
711051,IMP CHIN MANDBLE G12,"$5,657.00 "
711053,ST CT/COV W/DEL G21,"$16,970.50 "
711054,ST CT/COV W/DEL G22,"$18,385.00 "
711055,ST CT/COV W/DEL G23,"$19,800.00 "
711056,ST CT/COV W/DEL G24,"$21,213.50 "
711057,ST CT/COV W/DEL G25,"$22,628.00 "
711058,ST CT/COV W/DEL G26,"$24,042.00 "
711059,ST CT/COV W/DEL G27,"$25,456.50 "
711060,LEAD DUAL COIL G01,$283.00 
711061,LEAD DUAL COIL G02,$565.50 
