CDMCHRG#,CDMDSC,NEWPRICE,STAT
8512394,OT MC NEUROMSCL ED ADD 15 OP,160,
8512402,OT SENSORY TECH EA 15 OP,120,
8512410,OT MC NEUROMSCL ED INI 30 OP,320,
8512428,OT THR ACTIVITY EA 15 OP,312,
8512436,OT MC THR ACTIVITY ADD 15 OP,168,
8512444,OT WHEELCHAIR TRN EA 15 OP,177,
8512451,OT MC THR ACTIVITY INI 30 OP,337,
8512469,SIMPLE WHEELCHAIR EVAL. OP,452,
8512477,OT RE-EVAL EST CARE PLAN 30MIN,528,
8512485,WHFO NONTORSN JOINT(S) FA OP,368,
8512493,OT EVAL LOW COMPLEXITY 30 MIN OP,423,
8512501,WHFO RIGID WO JOINTS FA OP,515,
8512519,OT EVAL MOD COMPLEXITY 45 MIN OP,792,
8512527,WRST COCK UP NONMOLDED FA OP,368,
8512535,OT EVAL HIGH COMPLEXITY 60 MIN OP,761,
8512543,OT THERAPY GROUP 15 OP,169,
8512550,OT RE-EVAL EST CARE PLAN 15MIN OP,264,
8512568,OT EVAL LOW COMPLEXITY 15 MIN,212,
8512576,OT EVAL LOW COMPLEXITY 15 MIN OP,212,
8512584,OT EVAL LOW COMPLEXITY 45 MIN,624,
8512592,OT EVAL LOW COMPLEXITY 45 MIN OP,624,
8512600,OT EVAL MOD COMPLEXITY 30 MIN,528,
8512618,OT EVAL MOD COMPLEXITY 30 MIN OP,528,
8512626,OT EVAL MOD COMPLEXITY 60 MIN,1056,
8512634,OT EVAL MOD COMPLEXITY 60 MIN OP,1056,
8512642,OT EVAL HIGH COMPLEXITY 45 MIN,961,
8512659,OT EVAL HIGH COMPLEXITY 45 MIN OP,961,
8512667,OT EVAL HIGH COMPLEXITY 75 MIN,1595,
8512675,OT EVAL HIGH COMPLEXITY 75 MIN OP,1595,
8512683,OT EVAL HIGH COMPLEXITY 90 MIN,1912,
8512691,OT EVAL HIGH COMPLEXITY 90 MIN OP,1912,
8512709,OT RE-EVAL EST CARE PLAN 30MIN,528,
8512717,OT RE-EVAL EST CARE PLAN 30MIN OP,528,
8512725,OT RE-EVAL EST CARE PLAN 45MIN,792,
8512733,OT RE-EVAL EST CARE PLAN 45MIN OP,792,
8512741,OT RE-EVAL EST CARE PLAN 60MIN,1056,
8512758,OT RE-EVAL EST CARE PLAN 60MIN OP,1056,
8512766,OT MC ORTH FIT/TRN INI 30,371,
8512774,OT MC EXERCISE THR INI 30,369,
8512782,OT MC ORTH FIT/TRN ADD 15,185,
8512790,OT MC EXERCISE THR ADD 15,184,
8512808,OT MC MANUAL THR INI 30,316,
8512816,OT MC DVL COGNT INI 30,369,
8512824,OT MC MANUAL THR ADD 15,158,
8512832,OT MC DVL COGNT ADD 15,184,
8512840,OT MC WHEELCHR TRN INI 30,212,
8512857,OT MC SENSORY TECH INI 30,169,
8512865,OT MC WHEELCHR TRN ADD 15,106,
8512873,OT MC SENSORY TECH ADD 15,85,
8512881,OT MC COM/WK REINT INI 30,169,
8512899,OT MC TST DVLPMNTL INI 30,212,
8512907,OT MC COM/WK REINT ADD 15,85,
8512915,OT MC TST DVLPMNTL ADD 15,106,
8512923,OT MC ORTH/PROS CK INI 30,136,
8512931,OT MC RE-EVAL INI 30,297,
8512949,OT MC ORTH/PROS CK ADD 15,68,
8512956,OT MC RE-EVAL ADD 15,148,
8513004,WHO W NONTORSION JT(S) FC,1518,
8513012,ORTHO L3919,415,
8513020,WHO WO JOINTS GAUNTLET CF,450,
8513038,ORTHO L3919,415,
8513046,HFO FLEX GLOVE ELAST F FA,496,
8513053,ORTHO L3921,415,
8513061,METACARPAL FX FA,402,
8513079,OT MC ORTH FIT/TRN INI 30 OP,371,
8513087,OT MC EXERCISE THR INI 30 OP,348,
8513095,OT MC ORTH FIT/TRN ADD 15 OP,185,
8513103,OT MC EXERCISE THR ADD 15 OP,174,
8513111,OT MC SLF CARE/HME INI 30 OP,274,
8513129,OT MC MANUAL THR INI 30 OP,298,
8513137,OT MC SLF CARE/HME ADD 15 OP,137,
8513145,OT MC MANUAL THR ADD 15 OP,149,
8513152,OT MC DVL COGNT INI 30 OP,348,
8513160,OT MC WHEELCHR TRN INI 30 OP,200,
8513178,OT MC DVL COGNT ADD 15 OP,1,
8513186,OT MC WHEELCHR TRN ADD 15 OP,100,
8513194,OT MC SENSORY TECH INI 30 OP,160,
8513202,OT MC COM/WK REINT INI 30 OP,160,
8513210,OT MC SENSORY TECH ADD 15 OP,80,
8513228,OT MC COM/WK REINT ADD 15 OP,80,
8513236,OT DVLPMENTAL TEST EXT OP,650,
8513251,OT MC TST DVLPMNTL INI 30 OP,200,
8513269,OT MC ORTH/PROS CK INI 30 OP,128,
8513277,OT MC TST DVLPMNTL ADD 15 OP,100,
8513285,OT MC ORTH/PROS CK ADD 15 OP,64,
8513293,OT MC RE-EVAL INI 30 OP,280,
8513301,OT THERAPY GROUP 30 OP,306,
8513319,OT MC RE-EVAL ADD 15 OP,140,
8513327,OT THERAPY GROUP 45 OP,459,
8513335,OT CHECK ORTH/PROS SUBSEQ EA15,87,
8513343,OT THERAPY GROUP 60 OP,612,
8513350,OT CHECK ORTH/PROS SUBSEQ EA15 OP,164,
8513368,OT THERAPY GROUP 75 OP,765,
8513376,OT DVL COGNIT SKILLS EA 15 MIN OP,302,
8513384,OT THERAPY GROUP 90 OP,918,
8513392,OT CHECK ORTH/PROS SUBSEQ EA15,164,
8513418,OT DVL COGNIT SKILLS EA 15 MIN,302,
8608686,PT BODY POS GOAL STATUS CH,0.01,
8900052,ST TREATMENT GROUP 30 OP,365,
8900060,ST TREATMENT SPEECH 30,559,
8900102,ST TREATMENT SPEECH 15,285,
8900292,ST TREATMENT SWALLOW 15,305,
8900326,ST TREATMENT SPEECH 60 OP,1140,
8900359,ST EVAL SWAL VID/FLR 90,1842,
8900383,ST EVAL SWALLOWING 15 OP,358,
8900441,ST TREATMENT SWALLOW 30 OP,620,
8900466,ST TREATMENT SWALLOW 60 OP,1229,
8900508,ST EVAL SWALLOWING 60 OP,1430,
8900557,ST TREATMENT GROUP 45,548,
8900573,ST TREATMENT GROUP 60 OP,730,
8900599,ST EVAL SWALLOWING 30 OP,715,
8900649,ST EVAL COMM DVC INI 60 OP,695,
8900672,ST TREATMENT SPEECH 45 OP,855,
8900680,ST TREATMENT SWALLOW 45 OP,924,
8900771,ST TREATMENT SPEECH 75,1425,
8900813,ST TREATMENT SPEECH 90 OP,1722,
8900839,ST TREATMENT SWALLOW 75,1544,
8900847,ST EVAL SWALLOWING 45 OP,1073,
8900854,ST TREATMENT SWALLOW 90,1848,
8900862,ST EVAL SWALLOWING 75 OP,1788,
8900888,ST EVAL SWALLOWING 90 OP,2145,
8900946,ST EVAL SWAL VID/FLR 60,1228,
8900961,ST EVAL SWAL VID/FLR 75,1535,
8900987,ST EVAL COMM DVC ADD 30 OP,347,
8900995,ST SWALLOW CURRENT STATUS CK,0.01,
8901001,ST TREATMENT GROUP 15 OP,183,
8901019,ST SWALLOW GOAL STATUS CJ,0.01,
8901027,ST TREATMENT GROUP 75 OP,924,
8901035,ST MOTOR SPEECH CURRENT CL,0.01,
8901043,ST TREATMENT GROUP 90 OP,1106,
8901050,ST MOTOR SPEECH D/C STATUS CL,0.01,
8901076,ST LANG COMP GOAL STATUS CH,0.01,
8901084,ST TREATMENT GROUP 120 OP,1289,
8901092,ST LANG COMP D/C STATUS CJ,0.01,
8901118,ST LANG EXPRESS GOAL STATUS CL,0.01,
8901126,ST MEMORY CURRENT STATUS CN,0.01,
8901134,ST ATTEN CURRENT STATUS CI,0.01,
8901142,ST MEMORY GOAL STATUS CH,0.01,
8901159,ST ATTEN GOAL STATUS CL,0.01,
8901167,ST MEMORY D/C STATUS CJ,0.01,
8901175,ST SWALLOW CURRENT STATUS CL,0.01,
8901183,ST VOICE CURRENT STATUS CJ,0.01,
8901191,ST SWALLOW GOAL STATUS CN,0.01,
8901209,ST VOICE GOAL STATUS CI,0.01,
8901217,ST MOTOR SPEECH CURRENT CK,0.01,
8901225,ST VOICE D/C STATUS CM,0.01,
8901233,ST MOTOR SPEECH D/C STATUS CK,0.01,
8901241,ST SPEECH LANG GOAL STATUS CM,0.01,
8901258,ST LANG COMP GOAL STATUS CK,0.01,
8901266,ST SPEECH LANG D/C STATUS CH,0.01,
8901274,ST LANG EXPRESS CURRENT CN,0.01,
8901282,ST MOTOR SPEECH GOAL STATUS CJ,0.01,
8901290,ST LANG EXPRESS GOAL STATUS CM,0.01,
8901308,ST MEMORY CURRENT STATUS CM,0.01,
8901316,ST ATTEN CURRENT STATUS CK,0.01,
8901324,ST MEMORY GOAL STATUS CJ,0.01,
8901332,ST ATTEN GOAL STATUS CM,0.01,
8901340,ST MEMORY D/C STATUS CI,0.01,
8901357,ST SWALLOW CURRENT STATUS CN,0.01,
8901365,ST VOICE CURRENT STATUS CK,0.01,
8901373,ST SWALLOW GOAL STATUS CM,0.01,
8901381,ST VOICE GOAL STATUS CJ,0.01,
8901399,ST MOTOR SPEECH CURRENT CN,0.01,
8901407,ST SPEECH LANG CURRENT CL,0.01,
8901415,ST LANG COMP CURRENT STATUS CJ,0.01,
8901423,ST SPEECH LANG GOAL STATUS CN,0.01,
8901431,ST LANG COMP GOAL STATUS CN,0.01,
8901449,ST SPEECH LANG D/C STATUS CK,0.01,
8901456,ST LANG EXPRESS CURRENT CH,0.01,
8901464,ST MOTOR SPEECH GOAL STATUS CH,0.01,
8901472,ST LANG EXPRESS GOAL STATUS CK,0.01,
8901480,ST MEMORY CURRENT STATUS CJ,0.01,
8901498,ST ATTEN CURRENT STATUS CJ,0.01,
8901506,ST MEMORY GOAL STATUS CL,0.01,
8901514,ST ATTEN GOAL STATUS CN,0.01,
8901522,ST MEMORY D/C STATUS CH,0.01,
8901530,ST SWALLOW CURRENT STATUS CI,0.01,
8901548,ST VOICE CURRENT STATUS CH,0.01,
8901555,ST SWALLOW D/C STATUS CK,0.01,
8901563,ST VOICE D/C STATUS CN,0.01,
8901571,ST MOTOR SPEECH CURRENT CH,0.01,
8901589,ST SPEECH LANG CURRENT CK,0.01,
8901597,ST LANG COMP CURRENT STATUS CI,0.01,
8901605,ST SPEECH LANG GOAL STATUS CL,0.01,
8901613,ST LANG COMP GOAL STATUS CM,0.01,
8901621,ST SPEECH LANG D/C STATUS CJ,0.01,
8901639,ST LANG EXPRESS CURRENT CK,0.01,
8901647,ST MOTOR SPEECH GOAL STATUS CI,0.01,
8901654,ST LANG EXPRESS GOAL STATUS CJ,0.01,
8901662,ST MEMORY CURRENT STATUS CK,0.01,
8901670,ST ATTEN CURRENT STATUS CL,0.01,
8901688,ST MEMORY GOAL STATUS CM,0.01,
8901696,ST ATTEN D/C STATUS CN,0.01,
8901704,ST MEMORY D/C STATUS CK,0.01,
8901712,ST SWALLOW CURRENT STATUS CJ,0.01,
8901720,ST VOICE GOAL STATUS CM,0.01,
8901738,ST SWALLOW D/C STATUS CH,0.01,
8901746,ST VOICE D/C STATUS CJ,0.01,
8901753,ST MOTOR SPEECH CURRENT CI,0.01,
8901761,ST SPEECH LANG CURRENT CM,0.01,
8901779,ST LANG COMP CURRENT STATUS CH,0.01,
8901787,ST SPEECH LANG GOAL STATUS CJ,0.01,
8901795,ST LANG COMP GOAL STATUS CL,0.01,
8901803,ST SPEECH LANG D/C STATUS CI,0.01,
8901811,ST LANG EXPRESS CURRENT CJ,0.01,
8901829,ST MOTOR SPEECH GOAL STATUS CK,0.01,
8901837,ST LANG EXPRESS D/C STATUS CK,0.01,
8901845,ST MEMORY CURRENT STATUS CH,0.01,
8901852,ST ATTEN CURRENT STATUS CM,0.01,
8901860,ST MEMORY GOAL STATUS CN,0.01,
8901878,ST ATTEN D/C STATUS CH,0.01,
8901886,ST VOICE CURRENT STATUS CI,0.01,
8901894,ST SWALLOW CURRENT STATUS CH,0.01,
8901902,ST VOICE GOAL STATUS CN,0.01,
8901910,ST SWALLOW D/C STATUS CI,0.01,
8901928,ST VOICE D/C STATUS CK,0.01,
8901936,ST MOTOR SPEECH CURRENT CJ,0.01,
8901944,ST SPEECH LANG CURRENT CN,0.01,
8901951,ST LANG COMP CURRENT STATUS CK,0.01,
8901969,ST SPEECH LANG GOAL STATUS CK,0.01,
8901977,ST LANG COMP D/C STATUS CL,0.01,
8901985,ST SPEECH LANG D/C STATUS CM,0.01,
8901993,ST LANG EXPRESS CURRENT CI,0.01,
8902009,ST MOTOR SPEECH GOAL STATUS CN,0.01,
8902017,ST LANG EXPRESS D/C STATUS CL,0.01,
8902025,ST MEMORY CURRENT STATUS CI,0.01,
8902033,ST ATTEN CURRENT STATUS CN,0.01,
8902041,ST MEMORY D/C STATUS CL,0.01,
8902058,ST ATTEN D/C STATUS CJ,0.01,
8902066,ST VOICE CURRENT STATUS CL,0.01,
8902074,ST SWALLOW CURRENT STATUS CM,0.01,
8902082,ST VOICE GOAL STATUS CL,0.01,
8902090,ST SWALLOW D/C STATUS CN,0.01,
8902108,ST VOICE D/C STATUS CH,0.01,
8902116,ST MOTOR SPEECH D/C STATUS CM,0.01,
8902124,ST SPEECH LANG CURRENT CJ,0.01,
8902132,ST LANG COMP CURRENT STATUS CN,0.01,
8902140,ST SPEECH LANG GOAL STATUS CH,0.01,
8902157,ST LANG COMP D/C STATUS CM,0.01,
8902165,ST SPEECH LANG D/C STATUS CL,0.01,
8902173,ST LANG EXPRESS CURRENT CM,0.01,
8902181,ST MOTOR SPEECH GOAL STATUS CM,0.01,
8902199,ST LANG EXPRESS D/C STATUS CM,0.01,
8902207,ST MEMORY GOAL STATUS CK,0.01,
8902215,ST ATTEN CURRENT STATUS CH,0.01,
8902223,ST MEMORY D/C STATUS CM,0.01,
8902231,ST ATTEN D/C STATUS CK,0.01,
8902249,ST VOICE CURRENT STATUS CM,0.01,
8902256,ST SWALLOW GOAL STATUS CH,0.01,
8902264,ST VOICE GOAL STATUS CH,0.01,
8902272,ST SWALLOW D/C STATUS CM,0.01,
8902280,ST VOICE D/C STATUS CI,0.01,
8902298,ST MOTOR SPEECH D/C STATUS CN,0.01,
8902306,ST SPEECH LANG CURRENT CH,0.01,
8902314,ST LANG COMP CURRENT STATUS CM,0.01,
8902322,ST SPEECH LANG GOAL STATUS CI,0.01,
8902330,ST LANG COMP D/C STATUS CN,0.01,
8902348,ST SPEECH LANG D/C STATUS CN,0.01,
8902355,ST LANG EXPRESS CURRENT CL,0.01,
8902363,ST MOTOR SPEECH GOAL STATUS CL,0.01,
8902371,ST LANG EXPRESS D/C STATUS CJ,0.01,
8902389,ST MEMORY GOAL STATUS CI,0.01,
8902397,ST ATTEN GOAL STATUS CI,0.01,
8902405,ST MEMORY D/C STATUS CN,0.01,
8902413,ST ATTEN D/C STATUS CL,0.01,
8902421,ST VOICE CURRENT STATUS CN,0.01,
8902439,ST SWALLOW GOAL STATUS CI,0.01,
8902447,ST VOICE GOAL STATUS CK,0.01,
8902454,ST SWALLOW D/C STATUS CL,0.01,
8902462,ST VOICE D/C STATUS CL,0.01,
8902470,ST MOTOR SPEECH D/C STATUS CI,0.01,
8902488,ST SPEECH LANG CURRENT CI,0.01,
8902496,ST LANG COMP CURRENT STATUS CL,0.01,
8902512,ST LANG COMP D/C STATUS CK,0.01,
8902538,ST LANG EXPRESS GOAL STATUS CH,0.01,
8902546,ST EVAL SPEECH FLUENCY 15 OP,209,
8902553,ST LANG EXPRESS D/C STATUS CN,0.01,
8902561,ST EVAL SPEECH FLUENCY 30 OP,418,
8902579,ST ATTEN GOAL STATUS CJ,0.01,
8902587,ST EVAL SPEECH FLUENCY 45 OP,627,
8902595,ST ATTEN D/C STATUS CI,0.01,
8902603,ST EVAL SPEECH FLUENCY 60 OP,836,
8902611,ST SWALLOW GOAL STATUS CL,0.01,
8902629,ST EVAL SPEECH FLUENCY 75 OP,1045,
8902637,ST SWALLOW D/C STATUS CJ,0.01,
8902645,ST EVAL SPEECH FLUENCY 90 OP,1254,
8902652,ST MOTOR SPEECH D/C STATUS CH,0.01,
8902678,ST LANG COMP GOAL STATUS CJ,0.01,
8902694,ST LANG COMP D/C STATUS CH,0.01,
8902710,ST LANG EXPRESS GOAL STATUS CN,0.01,
8902736,ST LANG EXPRESS D/C STATUS CH,0.01,
8902744,ST EVAL SPEECH PRODUCT 30 OP,471,
8902751,ST ATTEN GOAL STATUS CH,0.01,
8902769,ST EVAL SPEECH PRODUCT 45 OP,707,
8902777,ST ATTEN D/C STATUS CM,0.01,
8902785,ST EVAL SPEECH PRODUCT 60 OP,942,
8902793,ST SWALLOW GOAL STATUS CK,0.01,
8902819,ST MOTOR SPEECH CURRENT CM,0.01,
8902827,ST EVAL SPEECH PRODUCT 90 OP,1178,
8902835,ST MOTOR SPEECH D/C STATUS CJ,0.01,
8902850,ST LANG COMP GOAL STATUS CI,0.01,
8902876,ST LANG COMP D/C STATUS CI,0.01,
8902884,ST VOICE BEHAV ANALY 90 OP,1670,
8902892,ST LANG EXPRESS GOAL STATUS CI,0.01,
8902900,ST EVAL SP SOUND COMP 15 OP,279,
8902918,ST LANG EXPRESS D/C STATUS CI,0.01,
8902926,ST EVAL SP SOUND COMP 30 OP,557,
8902934,ST ATTEN GOAL STATUS CK,0.01,
8902942,ST EVAL SP SOUND COMP 45 OP,836,
8902959,ST MEMORY CURRENT STATUS CL,0.01,
8902967,ST EVAL SP SOUND COMP 60 OP,1114,
8902983,ST EVAL SP SOUND COMP 75 OP,1393,
8903007,ST EVAL SP SOUND COMP 90 OP,1671,
8903031,ST EVAL SPEECH PRODUCTION 15 OP,255,
8903056,ST TREATMENT SPEECH 15 OP,263,
8903064,ST TREATMENT SWALLOW 15 OP,287,
8903072,ST VOICE BEHAV & QUAL ANALY 15 OP,284,
8903098,ST EVAL COMM DVC ADD 30 OP,347,
8903114,ST EVAL COMM DVC INI 60 OP,695,
8903122,ST VOICE BEHAV ANALY 45 OP,835,
8903130,ST EVAL SP SOUND COMP 15 OP,257,
8903148,ST VOICE BEHAV ANALY 60 OP,1119,
8903155,ST EVAL SPEECH FLUENCY 15 OP,209,
8903163,ST TREATMENT GROUP 15 OP,171,
8903171,ST EVAL SPEECH PRODUCTION 15 OP,255,
8903189,ST TREATMENT SPEECH 15 OP,263,
8903197,ST EVAL SWALLOWING 15 OP,358,
8903205,ST TREATMENT SWALLOW 15 OP,287,
8903213,ST TREATMENT SPEECH 60 OP,1036,
8903221,ST VOICE BEHAV & QUAL ANALY 15 OP,284,
8903239,ST EVAL SWALLOWING 45 OP,975,
8903247,ST EVAL FLUENCY SPEECH 60 OP,760,
8903254,ST EVAL SWALLOWING 60 OP,1300,
8903262,ST EVL PROD/COMPREHENSN SP 60 OP,1012,
8903270,ST ASSESS APHASIA PER HR,285,
8903296,ST TREATMENT GROUP 60 OP,668,
8903312,ST TREATMENT SPEECH 45 OP,1036,
8903338,ST TREATMENT SPEECH 30 OP,508,
4700076,SOD CL 1 GM TAB,4,
4700092,VANCOMYCIN HCL 125 MG CAP,279,
4700118,OLANZAPINE 2.5 MG TAB,90,
4700142,OLANZAPINE 7.5 MG TAB,129,
4700167,OLANZAPINE 10 MG TAB,149,
4700191,TOBRAMYCIN SULF 1.2 GM VIAL,1680,
4700233,GEMCITABINE HCL 200MG INJ,1292,
4700274,INSULIN NPH 3ML VIAL,174.24,
4700340,TRIAMCINOLONE AC 40 MG/ML VIAL,82.08,
4700357,TRIAMCINOLONE AC 40 MG/ML VIAL,416.4,
4700373,FLUDROCORTISONE ACET 0.1 MG TA,6,
4700381,TRIAMCINOLONE ACET 10 MG/ML VI,106,
4700415,NYSTATIN 100 000 UNIT PWD,42,
4700522,PRAVASTATIN 20 MG TAB,38,
4700613,MYCOPHENOLATE  250 MG CAP,63,
4700688,CEFTRIAXONE 250 MG VIAL,26.5,
4700696,CEFTRIAXONE 500 MG VIAL,177.24,
4700704,CEFTRIAXONE INJ  1GM,27.14,
4700720,MIDAZOLAM 5 MG/ML VIAL,57.48,
4700738,FLUOROURACIL 50 MG/ML VIAL,63,
4700746,MIDAZOLAM 1 MG/ML  VIAL,26,
4700761,FLUMAZENIL 0.1 MG/ML VIAL,65.04,
4700811,GANCICLOVIR SOD 500 MG VIAL,915.36,
4700837,PNEUMOCOCCAL VACC 23-VALENT VI,594.64,
4700852,FIBERCON,4,
4700928,ETHAMBUTOL HCL 100 MG TAB,5,
4700936,ETHAMBUTOL HCL 400 MG TAB,15,
4700951,DEMECLOCYCLINE HCL 300 MG TAB,123,
4700977,FINASTERIDE 5 MG TAB,26,
4700993,MONTELUKAST 10 MG TAB,46,
4701009,INDOMETHACIN 50MG SUPP,136,
4701041,SIMVASTATIN 5 MG TAB,4,
4701074,SIMVASTATIN 10 MG TAB,23,
4701108,SIMVASTATIN 20 MG TAB,40,
4701132,LOSARTAN 50 MG TAB,30,
4701140,FAMOTIDINE 20MG TABLET,14,
4701199,FAMOTIDINE 40 MG TAB,27,
4701215,CHLOROTHIAZIDE SOD 500 MG VIAL,1990,
4701223,BENZTROPINE 1MG/ML AMP,475.68,
4701249,ENALAPRILAT 1.25 MG/ML VIAL,26,
4701264,IMIPENEM/CILASTATIN SOD 500 MG,188.16,
4701280,FAMOTIDINE 40MG/5ML SUSP,115.89,
4701298,FAMOTIDINE 10 MG/ML VIAL,26,
4701322,TIMOPTIC-XE 0.25% EYE DROPS,396,
4701330,TIMOPTIC-XE 0.5% EYE DROPS,1313,
4701348,ETHACRYNATE SOD 50 MG VIAL,8000,
4701355,DORZOLAMIDE/TIMOLOL EYE DROPS,981,
4701405,MEASLES MUMPS&RUBELLA VACCINE,258.68,
4701470,PHYTONADIONE 1MG/0.5ML,57.52,
4701579,D-AMPHETAMINE 5 MG TAB,24,
4701611,LITHIUM CARBONATE 450 MG TAB S,7,
4701629,FAMCICLOVIR 250 MG TAB,82,
4701637,FAMCICLOVIR 500 MG TAB,165,
4701645,CARVEDILOL 3.125 MG TAB,28,
4701652,CARVEDILOL 6.25 MG TAB,28,
4701744,PEN G BENZ/PEN G PROCAINE 1.2,522.37,
4701751,PROMETHAZINE HCL 25 MG TAB,5,
4701793,PROMETHAZINE 25 MG SUPP,142,
4701801,PROMETHAZINE 50 MG SUPP,287,
4701843,PHENOBARBITAL SOD 130 MG/ML SY,27.65,
4701868,OPIUM/BELLADONNA ALKALOIDS SUP,221,
4701876,TETANUS TOXOID ADSORBED-ADULT,26,
4701900,PROMETHAZINE 12.5 MG SUPP,142,
4701975,VENLAFAXINE HCL 25 MG TAB,16,
4702007,VENLAFAXINE HCL 37.5 MG TAB,17,
4702023,AMIODARONE HCL 50 MG/ML AMP 3M,66.62,
4702031,EFFEXOR 75 MG CAP SR,73,
4702049,VENLAFAXINE HCL 37.5 MG CAP SR,65,
4702098,AMIODARONE HCL 200 MG TAB,29,
4702106,PRAMIPEXOLE DI-HCL 0.125 MG TA,27,
4702114,PRAMIPEXOLE DI-HCL 1 MG TAB,46,
4702130,HYDROCORTISONE 10 MG TAB,9,
4702163,METHYLprednisoLONE4 MG TAB,18,
4702189,METHYLprednisoLONE40 MG VIAL,44.96,
4702197,METHYLprednisoLONE 125 MG VIAL,85.73,
4702205,CLINDAMYCIN HCL 150 MG CAPSULE,10,
4702254,GELFOAM SIZE 50 SPONGE,57,
4702262,GELFOAM SIZE 100 SPONGE,272.92,
4702288,GELFOAM COMPRESSED SPONGE,153,
4702338,METHYLprednisoLONE 500MG,119.2,
4702346,CLINDAMYCIN 75 MG/5ML SUSP 100,497,
4702353,CLINDAMYCIN  INJ  150MG,34.32,
4702361,HYDROCORTISONE 100 MG VIAL,59.64,
4702387,CARBOPROST TROM 250 MCG/ML AMP,1573.66,
4702395,CLINDAMYCIN  INJ  150MG,28.99,
4702437,HYDROCORTISONE 250 MG VIAL,105.61,
4702445,HYDROCORTISONE 500 MG VIAL,234.37,
4702460,METHYLprednisoLONE AC 40 MG/ML,79.52,
4702494,SOLU-MEDROL 1000MG VIAL,252.64,
4702510,GLYBuridE MICRONIZED 6 MG TAB,25,
4702528,METHYLprednisoLONEAC 80 MG/ML,137.92,
4702585,IBUTILIDE FM0.1MG/ML10ML INJJG,4341.6,
4702619,IBUPROFEN 400 MG TAB,4,
4702627,IRINOTECAN 20MG/ML 5ML INJ,326.96,
4702650,CROMOLYN 4% NASAL SPRAY,104,
4702684,SULFASALAZINE 500 MG TAB,4,
4702759,BLEOMYCIN SULF 30 IU VIAL,733,
4702783,LATANOPROST 0.005% EYE  DROPS,156,
4702791,CYCLOPHOSPHAMIDE 50 MG TAB,36.9,
4702809,CYCLOPHOSPHAMIDE 25 MG TAB,23,
4702817,MEGACE ES 625MG/5ML,36,
4702825,CYCLOPHOSPHAMIDE /100MG INJJG,63,
4702874,BLEOMYCIN SULF  INJ,430,
4702890,CARBOPLATIN 50MG VIAL,1366,
4702932,PACLITAXEL 30 MG VIAL,162,
4703013,NAFCILLIN 1 GM VIAL,95.28,
4703021,NAFCILLIN 2 GM VIAL,219.33,
4703070,AMPICILLIN 500 MG VIAL,35.37,
4703088,AMPICILLIN  1 GM VIAL,65.64,
4703096,AMPICILLIN 2 GM VIAL,128.19,
4703120,PROCTOCRM-HC 1% CRM(GM),1176,
4703146,LANOLIN/MIN OIL/PETROLAT EYE O,86,
4703153,KETOROLAC 0.5% EYE DROPS,1686,
4703187,POLYMYXIN B/TRIMETHOPRIM EYE D,108,
4703195,PERMETHRIN 5% CRM(GM),989,
4703237,ERGOCALCIFEROL 50 000IU CAP,3,
4703252,MILRINONE/D5W 0.2 MG/ML,752,
4703286,PHENYLEPHRINE 1% SPRAY,6,
4703294,PHENYLEPHRINE 0.5% SPRAY,10,
4703302,PHENYLEPHRINE HCL 1% DROPS,52,
4703369,SPIRONOLACTION/HCTZ 5MG/ML SUSP,4,
4703385,SPIRONOLACTONE 100 MG TAB,12,
4703435,MISOPROSTOL 100 MCG TAB,8,
4703443,MISOPROSTOL 200 MCG TAB,10,
4703476,ZOLPIDEM 5 MG TAB,27,
4703518,IG TETANUS IMM GLOB 250U SYRJG,3625.04,
4703559,NIMOTOP 30MG CAPSULE,74,
4703591,DACARBAZINE 100MG PWD INJ,106,
4703633,CIPROFLOXACIN 250 MG TAB,36,
4703658,CIPROFLOXACIN  500 MG TAB,39,
4703690,CIPROFLOXACIN/D5W 200 MG,54,
4703732,CIPROFLOXACIN/D5W 400 MG,54,
4703740,CIPROFLOXACIN LACT 10 MG/ML VI,32,
4703757,NIFEdipine 10 MG CAP,11,
4703765,NIFEdipine 30 MG TAB SA,11,
4703815,IMIPRAMINE PAMOATE 100 MG CAP,181,
4703880,TERBUTALINE 1MG/ML AMP,172.72,
4703906,PAROXETINE 10 MG TAB,22,
4704003,AMOXICILLIN/CLAV 250-125 TAB,48,
4704029,AMOXICILLIN/CLAV 500-125 TAB,30,
4704037,AUGMENTIN 125-31.25MG PER 5ML,22,
4704052,AMOXICILLIN/CLAV 875-125 TAB,17,
4704060,AMOXICILLIN/CLAV 250-62.5/5ML 5ML,352.67,
4704086,AMOXICILLIN/CLAV 400-57/5ML 50ML,325.81,
4704300,GUANFACINE HCL 1 MG TAB,7.11,
4704318,ESTROGEN/ME-TEST 1.25/2.5,11,
4704334,MESALAMINE 4 GM ENEMA,192,
4704342,FLUVOXAMINE 50 MG TAB,21,
4704359,LITHIUM CARB 300 MG TAB SA,4,
4704375,MORPHINE SULF 15 MG TAB SA,14,
4704383,MORPHINE SULF 30 MG TAB SA,26,
4704391,MORPHINE SULF 60 MG TAB SA,50,
4704409,MORPHINE SULF 100 MG TAB SA,74,
4704458,POVIDINE-IODINE DOUCHE SOL,27,
4704607,GLIMEPIRIDE 2 MG TAB,6,
4704615,GLIMEPIRIDE 4 MG TAB,4,
4704722,HYDROMORPHONE HCL 3 MG SUPP,99,
