Description, Price ,HCPCS Code,,,,,,,,,
FUROSEMIDE (LASIX) 100MG INJ,$45.00 ,J1940,,,,,,,,,
FUROSEMIDE (LASIX) 40MG INJ,$45.00 ,J1940,,,,,,,,,
LEVETIRACETAM 500MG/5ML INJ,$45.00 ,J1953,,,,,,,,,
LEVOFLOXACIN 750MG(LEVAQUIN) PREMIX IVPB,$45.00 ,J1956,,,,,,,,,
LEVOFLOXACIN 500MG(LEVAQUIN) PREMIX IVPB,$45.00 ,J1956,,,,,,,,,
LIDOCAINE 2% (EMERG)100MG/ 5ML INJ,$45.00 ,J2001,,,,,,,,,
LIDOCAINE 0.4/DEXT 5% IVPB 250ML IV,$45.00 ,J2001,,,,,,,,,
LIDOCAINE 0.4/DEXT 5% IVPB 500ML IV,$45.00 ,J2001,,,,,,,,,
LINCOMYCIN (LINCOCIN) 600MG IM,$73.70 ,J2010,,,,,,,,,
LORAZAPAM (ATIVAN) 2MG INJ,$45.00 ,J2060,,,,,,,,,
OSMITROL 25% (MANNITOL) 50ML INJ,$45.00 ,J2150,,,,,,,,,
MEPERIDINE (DEMEROL) 25MG INJ,$45.00 ,J2175,,,,,,,,,
MEPERIDINE (DEMEROL) 50MG INJ,$45.00 ,J2175,,,,,,,,,
MIDAZOLAM (VERSED) 5MG INJ,$45.00 ,J2250,,,,,,,,,
MORPHINE SULFATE 8MG INJ,$45.00 ,J2270,,,,,,,,,
MORPHINE SULFATE 10MG INJ,$45.00 ,J2270,,,,,,,,,
MORPHINE SULFATE 2MG INJ,$45.00 ,J2270,,,,,,,,,
MORPHINE 10 MG INJ,$45.00 ,J2270,,,,,,,,,
MORPHINE SULFATE 4MG INJ,$45.00 ,J2270,,,,,,,,,
MOXIFLOXACIN (AVELOX) IVPB: 400MG,$168.00 ,J2280,,,,,,,,,
NALBUPHINE (NUBAIN) 10MG INJ,$45.00 ,J2300,,,,,,,,,
NALBUPHINE (NUBAIN) 20MG INJ,$45.00 ,J2300,,,,,,,,,
NALOXONE (NARCAN) 0.4MG INJ,$45.00 ,J2310,,,,,,,,,
NALOXONE (NARCAN) 2MG INJ,$81.40 ,J2310,,,,,,,,,
NESIRITIDE (NATRECOR) 1.5MG INJ,"$3,306.60 ",J2325,,,,,,,,,
NORFLEX 30MG/ML(ORPHENADRINE CITRATE)2ML,$45.00 ,J2360,,,,,,,,,
ONDANSETRON (ZOFRAN) 4MG INJ,$45.00 ,J2405,,,,,,,,,
ONDANSETRON ODT (ZOFRAN) 4MG ODT,$89.20 ,J2405,,,,,,,,,
PIPERACILLIN/TAZ (ZOSYN) 2.25GM IM,$61.05 ,J2543,,,,,,,,,
PIPERACILL/TAZ (ZOSYN) 3.375GM IM,$91.60 ,J2543,,,,,,,,,
PROMETHAZINE (PHENERGAN) 25MG INJ,$45.00 ,J2550,,,,,,,,,
PROMETHAZINE (PHENERGAN) 50MG INJ,$45.00 ,J2550,,,,,,,,,
OXYTOCIN (PITOCIN) 10UNITS ML,$45.00 ,J2590,,,,,,,,,
METOCLOPRAMIDE (REGLAN) 5MG/5ML,$5.00 ,J2765,,,,,,,,,
METOCLOPRAMIDE (REGLAN) 10MG INJ,$45.00 ,J2765,,,,,,,,,
LEXISCAN .01 MG,$110.00 ,J2785,,,,,,,,,
AMETHAPRED (SOLU MEDROL) 40MG INJ,$45.00 ,J2920,,,,,,,,,
AMETHAPRED (SOLU MEDROL) 125MG INJ,$45.00 ,J2930,,,,,,,,,
TENECTEPLASE (TNKASE) 50MG INJ,"$25,000.00 ",J3101,,,,,,,,,
CHLORPROMAZINE (THORAZINE) 25MG INJ,$45.00 ,J3230,,,,,,,,,
TIGECYCLINE (TYGACIL) 50MG INJ,$314.60 ,J3243,,,,,,,,,
DIAZEPAM (VALIUM) 10MG INJ,$45.00 ,J3360,,,,,,,,,
VANCOMYCIN (VANCOCIN) 1GM INJ,$45.00 ,J3370,,,,,,,,,
VANCOMYCIN (VANCOCIN) 500MG INJ,$45.00 ,J3370,,,,,,,,,
VANCOMYCIN (VANCOCIN) 1GM ADV INJ,$45.00 ,J3370,,,,,,,,,
HYDROXYZINE HCL (VISTARIL) 50MG INJ,$45.00 ,J3410,,,,,,,,,
THIAMINE (VIT B1) 100MG INJ,$47.80 ,J3411,,,,,,,,,
CYANOCOBAL (VIT B12) 1000MCG/ML INJ,$45.00 ,J3420,,,,,,,,,
CYANOCOBAL (VIT B12) 1000MCG/ML INJ,$45.00 ,J3420,,,,,,,,,
MEPHYTONADIONE (VITAMIN K) 1MG INJ,$45.00 ,J3430,,,,,,,,,
VITAMIN K (PHYTONADIONE)10MG INJ,$77.75 ,J3430,,,,,,,,,
PHYTONADIONE (VITAMIN K) 10MG AMP,$77.75 ,J3430,,,,,,,,,
MAG SULFATE 1GM INJ,$45.00 ,J3475,,,,,,,,,
MAG SULFATE PREMIX 1 GRAM IN D5 100ML,$45.00 ,J3475,,,,,,,,,
POTASSIUM CL (KCL) 10% 20MEQ/15ML,$13.15 ,J3480,,,,,,,,,
KCL 10MEQ/NS (K RIDER) IVPB: 100ML IV,$40.00 ,J3480,,,,,,,,,
POTASSIUM CL (KCL)IV 20MEQ,$45.00 ,J3480,,,,,,,,,
NS/KCL 20MEQ (NS/KCL20MEQ) 1000ML IV,$45.00 ,J3480,,,,,,,,,
VASOPRESS (PITRESSIN) 10U/0.5ML MDV,$45.00 ,J3490,,,,,,,,,
VASOPRESS (PITRESSIN) 20U/ML,$45.00 ,J3490,,,,,,,,,
PANTOPRAZOLE (PROTONIX) 40MG INJ,$57.60 ,J3490,,,,,,,,,
DEXTROSE 5%/WATER (D5W) 250ML IV,$40.00 ,J7060,,,,,,,,,
DEXTROSE 5%/WATER (D5W) 100ML IV,$40.00 ,J7060,,,,,,,,,
ACETYLCYSTEIN 10% (MUCOMIST)10ML VL,$26.10 ,J7608,,,,,,,,,
ACETYLCYSTEIN 20% (MUCOMIST)10ML VL,$58.80 ,J7608,,,,,,,,,
FLUZONE (FLU VACCINE) 0.5ML INJ,$40.00 ,Q2038,,,,,,,,,
FLUZONE (FLU VACCINE) 0.5ML INJ OVER 65,$127.65 ,Q2038,,,,,,,,,
CLINDAMYCIN (CLEOCIN) 600MG ADV,$45.00 ,S0077,,,,,,,,,
HYDROXYUREA (HYDREA) 500MG CAP,$5.15 ,S0176,,,,,,,,,
MESETROL (MEGACE LIG) 40MG LIQ,$5.00 ,S0179,,,,,,,,,
BUMETANIDE(BUMEX)0.5 MG TAB,$2.00 ,,,,,,,,,,
FE C (ICAR-C) 250MG TAB,$5.00 ,,,,,,,,,,
ZINC SULFATE (ZINCATE) 220MG CAP,$5.00 ,,,,,,,,,,
GABAPENTIN (NEURONTIN) 100MG CAP,$5.00 ,,,,,,,,,,
QUINIDINE GLUCONATE ER 324MG TAB,$5.00 ,,,,,,,,,,
HYDROCOD/APAP (LORTAB) 10/500MG TAB,$5.00 ,,,,,,,,,,
METOPROLOL TAR (LOPRESSOR) 50MG TAB,$5.00 ,,,,,,,,,,
FOSINOPRIL (MONOPRIL) 10MG TAB,$5.00 ,,,,,,,,,,
CEPHALEXIN (KEFLEX) 125MG LIQ,$5.00 ,,,,,,,,,,
SPIRONOLACTONE (ALDACTONE) 25MG TAB,$5.00 ,,,,,,,,,,
MULTI-VIT (GERITOL) 15ML LIQ,$5.00 ,,,,,,,,,,
DONNATAL 5ML LIQ,$5.00 ,,,,,,,,,,
GLIPIZIDE (GLUCOTROL) 5MG TAB,$5.00 ,,,,,,,,,,
POTASSIUM CITRATE (EFFER-K) 25MEQ PKT,$5.00 ,,,,,,,,,,
CARBAMAZEPINE (TEGRETOL) 100MG TAB,$5.00 ,,,,,,,,,,
CHLORDIAZEPOXIDE (LIBRUIM) 25MG CAP,$5.00 ,,,,,,,,,,
HYDROCHLOROTHIAZIDE (HCTZ) 25MG TAB,$5.00 ,,,,,,,,,,
PHENAZOPYRIDINE (PYRIDIUM) 200MG TB,$5.00 ,,,,,,,,,,
SULFA/TRIM (BACTRIM) 800/160MG TAB,$5.00 ,,,,,,,,,,
LIDOCAINE VIS 2% (XYLOCAINE) 100ML,$5.00 ,,,,,,,,,,
DIPHENHYDRAM (BENADRYL) 12.5MG/5ML LIQ,$5.00 ,,,,,,,,,,
DIPHENHYDRAMINE (BENADRYL) 25MG CAP,$5.00 ,,,,,,,,,,
MILK OF MAGN (MOM) 480ML SUS,$5.00 ,,,,,,,,,,
PROMETHAZINE (PHENERGAN) 25MG TAB,$5.00 ,,,,,,,,,,
ACETAMIN (TYLENOL) 325MG TAB,$5.00 ,,,,,,,,,,
NITROGLYCERINE (NITROSTAT) 0.4MG TB,$5.00 ,,,,,,,,,,
IBUPROFEN (MOTRIN) 400MG TAB,$5.00 ,,,,,,,,,,
ELECTROLYTESOL (PEDIALYTE) APPLE SM,$5.00 ,,,,,,,,,,
MI ACID (MYLANTA) 12OZ LIQ,$5.00 ,,,,,,,,,,
SODIUM BICARB 650MG TAB,$5.00 ,,,,,,,,,,
BISACODYL (DULCOLAX) 5MG TAB,$5.00 ,,,,,,,,,,
TRIAM/HCTZ (DYAZIDE) 37.5/25MG CAP,$5.00 ,,,,,,,,,,
AMITRIPTYLINE (ELAVIL) 50MG TAB,$5.00 ,,,,,,,,,,
TORSEMIDE (DEMADEX) 20MG TAB,$5.00 ,,,,,,,,,,
ANTACID CALCIUM (TUMS) TAB,$5.00 ,,,,,,,,,,
FERROUS SULF (IRON SUPPL) 325MG TAB,$5.00 ,,,,,,,,,,
CLONAZEPAM (KLONOPIN) 0.5MG TAB,$5.00 ,,,,,,,,,,
FOLIC ACID (FOLATE) 1MG TAB,$5.00 ,,,,,,,,,,
DIPHEN/ATROP (LOMOTIL) 2.5MG TAB,$5.00 ,,,,,,,,,,
HYDRALAZINE (APRESOLINE) 25MG TAB,$5.00 ,,,,,,,,,,
AMOXICILLIN (AMOXIL) 250MG SUS,$5.00 ,,,,,,,,,,
TRAMADOL (ULTRAM) 50MG TAB,$5.00 ,,,,,,,,,,
METOPROLOL TAR (LOPRESSOR) 25MG TAB,$5.00 ,,,,,,,,,,
CALCIUM ACETATE (PHOSLO) 667MG CAPS,$5.00 ,,,,,,,,,,
MAG CITRATE (CITROMA) 296ML BTL,$5.00 ,,,,,,,,,,
PHENYTON SOD (DILANTIN) 100MG CAP,$5.00 ,,,,,,,,,,
INDOMETHACIN (INDOCIN) 25MG TAB,$5.00 ,,,,,,,,,,
PROPRANOL HCL (INDERAL) 20MG TAB,$5.00 ,,,,,,,,,,
ISOSORBIDE DIN (ISORDIL) 5 MG TAB,$5.00 ,,,,,,,,,,
PROPYLTHIOURACIL (PTU) 50MG TAB,$5.00 ,,,,,,,,,,
METFORMIN (GLUCOPHAGE) 500MG TAB,$5.00 ,,,,,,,,,,
FUROSEMIDE (LASIX) 20MG TAB,$5.00 ,,,,,,,,,,
RULOX (MAALOX) 30ML LIQ,$5.00 ,,,,,,,,,,
AMANTADINE (SYMMETREL) 100MG CAP,$5.00 ,,,,,,,,,,
MECLIZINE (ANTIVERT) 25MG CHEW TAB,$5.00 ,,,,,,,,,,
ASPIRIN EC (ASA) 325MG TAB,$5.00 ,,,,,,,,,,
LORAZAPAM (ATIVAN) 1MG TAB,$5.00 ,,,,,,,,,,
VITAMIN B COMPLEX CAP,$5.00 ,,,,,,,,,,
THIAMINE (VITAMIN B1) 100MG TAB,$5.00 ,,,,,,,,,,
DICYCLOMINE HCL (BENTYL) 10MG  CAP,$5.00 ,,,,,,,,,,
ASPIRIN (ASA) 325MG CHEW TAB,$5.00 ,,,,,,,,,,
BISACODYL (DULCOLAX) 5MG TAB,$5.00 ,,,,,,,,,,
SUCRALFATE (CARAFATE) 1GM TAB,$5.00 ,,,,,,,,,,
ASCORBIC ACID (VITAMIN C ) 500MG TB,$5.00 ,,,,,,,,,,
CLONIDINE (CATAPRES) 0.1MG TAB,$5.00 ,,,,,,,,,,
BENZTROPINE MESY (COGENTIN) 1MG TAB,$5.00 ,,,,,,,,,,
DOCUSATE SODIUM (COLACE) 100MG CAP,$5.00 ,,,,,,,,,,
PANTOPRAZOLE (PROTONIX) 40MG TAB,$5.00 ,,,,,,,,,,
LORATADINE (CLARITIN) 10MG TAB,$5.00 ,,,,,,,,,,
WARFARIN SODIUM (COUMADIN) 1MG  TAB,$5.00 ,,,,,,,,,,
VALPORIC ACID (DEPAKOTE) 125MG TAB,$5.00 ,,,,,,,,,,
VALPORIC ACID (DEPAKOTE) 250MG SYRP,$5.00 ,,,,,,,,,,
TRAZODONE (DESYREL) 50MG TAB,$5.00 ,,,,,,,,,,
VERAPAMIL (CALAN) 120MG TAB,$5.00 ,,,,,,,,,,
GLYBURIDE (DIABETA) 5MG TAB,$5.00 ,,,,,,,,,,
HYDROCOD/APAP (NORCO) 5/325MG TAB,$5.00 ,,,,,,,,,,
PROSTAT (PRO-STAT 101) 30ML LIQ,$5.00 ,,,,,,,,,,
GUAF/CODEINE (IOPHEN CNR) 10ML LIQ,$5.00 ,,,,,,,,,,
SOD CITRATE/CIT (BICITRA) 16OZ LIQ,$5.00 ,,,,,,,,,,
MULTI VITAMIN (TAB-A-VIT) TAB,$5.00 ,,,,,,,,,,
SIMETHICONE (MYLANTA) 80MG TAB,$5.00 ,,,,,,,,,,
MYLICON PED (GAS DROPS) 0.3ML LIQ,$5.00 ,,,,,,,,,,
GUAIFENESIN (MUCINEX) 200MG TAB,$5.00 ,,,,,,,,,,
OYSTER SHELL/CAL (OSCAL/D) 500MG TB,$5.00 ,,,,,,,,,,
PENICILLIN (PEN VEE K) 500MG TAB,$5.00 ,,,,,,,,,,
PHENOBARBITAL 16.2MG TAB,$5.00 ,,,,,,,,,,
PREDNISONE (DELTASONE) 20MG TAB,$5.00 ,,,,,,,,,,
METOCLOPRAMIDE (REGLAN) 10MG TAB,$5.00 ,,,,,,,,,,
TEMAZEPAM (RESTORIL) 15MG CAP,$5.00 ,,,,,,,,,,
SORBITOL 70 % SOLN 16OZ,$5.00 ,,,,,,,,,,
PSEDOPHEDRINE (SUDAFED) 30MG TAB,$5.00 ,,,,,,,,,,
WARFARIN (COUMADIN) 7.5MG TAB,$5.00 ,,,,,,,,,,
ACETAMIN (TYLENOL INF) LIQ 40-120MG,$5.00 ,,,,,,,,,,
AMOXICILLIN (AMOXIL) 500MG CAP,$5.00 ,,,,,,,,,,
IBUPROFEN (MOTRIN) 600MG TAB,$5.00 ,,,,,,,,,,
HALOPERIDOL (HALDOL) 0.5MG TAB,$5.00 ,,,,,,,,,,
LEVOTHROID (SYNTHROID) 25MCG TAB,$5.00 ,,,,,,,,,,
THEOPHYLLINE (THEODUR ER) 100MG TAB,$5.00 ,,,,,,,,,,
ACETAMIN #3 (TYLENOL/COD) 5ML ELXR,$5.00 ,,,,,,,,,,
DIAZEPAM (VALIUM) 10MG TAB,$5.00 ,,,,,,,,,,
ENALAPRIL (VASOTEC) 10MG TAB,$5.00 ,,,,,,,,,,
ALPRAZOLAM (XANAX) 0.5MG TAB,$5.00 ,,,,,,,,,,
ALLOPURINOL (ZYLOPRIM) 100MG TAB,$5.00 ,,,,,,,,,,
MAGNESIUM OXIDE (MAG-OX) 400MG TAB,$5.00 ,,,,,,,,,,
JUVEN,$5.00 ,,,,,,,,,,
HYDROCOD/APAP (LORTAB) 10/500MG TAB,$5.00 ,,,,,,,,,,
LISINOPRIL (PRINIVIL) 10MG TAB,$5.00 ,,,,,,,,,,
FLUOXETINE (PROZAC) 20MG TAB,$5.00 ,,,,,,,,,,
MEXILETINE HYDROCHLORIDE 150MG CAP,$5.00 ,,,,,,,,,,
RONDEC DM( SILDEC PE-DM),$5.00 ,,,,,,,,,,
GUAIFENESIN (MUCINEX)600MG TAB,$5.00 ,,,,,,,,,,
TORADOL 10MG TAB (KETOROLAC),$5.00 ,,,,,,,,,,
HYDRALAZINE (APRESOLINE)10MG TAB,$5.00 ,,,,,,,,,,
FLUOXETINE (PROZAC) 10MG TAB,$5.00 ,,,,,,,,,,
MELOXICAM(MOBIC)15MG TAB,$5.00 ,,,,,,,,,,
HYDROCOD/APAP (LORTAB) 5/500MG TAB,$5.00 ,,,,,,,,,,
HYDROCOD/APAP (NORCO) 10/325MG TAB,$5.00 ,,,,,,,,,,
CARDURA (DOXAZOSIN) 4MG TAB,$5.00 ,,,,,,,,,,
FISH OIL 1000MG,$5.00 ,,,,,,,,,,
PROBIOTICS(DIGESTIVE ADVANTAGE),$5.00 ,,,,,,,,,,
PROBIOTIC 10,$5.00 ,,,,,,,,,,
JUVEN 0.68 OZ PACKET,$5.00 ,,,,,,,,,,
CEFPROZIL  (CEFZIL) 250MG LIQ,$5.00 ,,,,,,,,,,
VITAMIN D DROPS(CALCIDOL) 8000 UNITS ML,$5.00 ,,,,,,,,,,
MELATONIN(MELATONIN) 10MG CAP,$5.00 ,,,,,,,,,,
TESSALON PEARLS(BENZONATATE) 100MG CAP,$5.00 ,,,,,,,,,,
BUMETANIDE(BUMEX)1 MG TAB,$5.00 ,,,,,,,,,,
BENZTROPINE MESY (COGENTIN) 1MG TAB,$5.00 ,,,,,,,,,,
LORATADINE D(CLARITIN D)10/240MG TB,$5.00 ,,,,,,,,,,
ACET/COD (TYLENOL #3) TAB,$5.00 ,,,,,,,,,,
BENAZEPRIL HCL (LOTENSIN) 10MG TAB,$5.00 ,,,,,,,,,,
ASPIRIN (ASA) 81MG TAB,$5.00 ,,,,,,,,,,
METRONIDAZOLE (FLAGYL) 500MG TAB,$5.00 ,,,,,,,,,,
GLIPIZIDE ER (GLUCOTROL XL) 5MG TAB,$5.00 ,,,,,,,,,,
ACETAMIN (TYLENOL) LIQ,$5.00 ,,,,,,,,,,
POTASSIUM CL (MICRO K) 10MEQ TAB,$5.00 ,,,,,,,,,,
GUAFEN/DEX(IOPHEN DM-NR)100/10MG LIQ,$5.00 ,,,,,,,,,,
FERROUS SULF (IRON SUPPL) 220MG LIQ,$5.00 ,,,,,,,,,,
HYDROXYZINE PAM (ATARAX) 25MG TAB,$5.00 ,,,,,,,,,,
CYPROHEPTADINE (PERIACTIN) 4MG TAB,$5.00 ,,,,,,,,,,
DILTIAZEM HCL (CARDIZEM) 30MG TAB,$5.00 ,,,,,,,,,,
ATENOLOL (TENORMIN) 25MG TAB,$5.00 ,,,,,,,,,,
FUROSEMIDE (LASIX) 40MG TAB,$5.00 ,,,,,,,,,,
IBUPROFEN (MOTRIN) 100MG LIQ,$5.00 ,,,,,,,,,,
SERTRALINE HCL (ZOLOFT) 50MG TAB,$5.00 ,,,,,,,,,,
NEUTRA PHOS (PHOS NAK) PKT,$5.00 ,,,,,,,,,,
AMOXICILLIN (AMOXIL)125MG SUS,$5.00 ,,,,,,,,,,
THEOPHYLLINE (THEODUR ER) 100MG TAB,$5.00 ,,,,,,,,,,
HYDROXYZINE (ATARAX) 10MG/5ML SYRP,$5.00 ,,,,,,,,,,
DIGOXIN (LANOXIN) 0.25MG TAB,$5.00 ,,,,,,,,,,
GUAFENES (ROBITUSSIN) 100MG/5ML LIQ,$5.00 ,,,,,,,,,,
POTASSIUM CHL (KDUR) 20MEQ TAB,$5.00 ,,,,,,,,,,
ISORBIDE MONON (ISMO) 20MG TAB,$5.00 ,,,,,,,,,,
CARBIDOPA/LEV (SINEMET) 25/100MG TB,$5.00 ,,,,,,,,,,
LEVETRICETAM (KEPPRA) 500MG TAB,$5.00 ,,,,,,,,,,
HYOSCYAMINE SULF (NULEV) 0.125MG TB,$5.00 ,,,,,,,,,,
ACETAMINOPHEN (TYLENOL) 500MG TAB,$5.00 ,,,,,,,,,,
LEVOTHROID (SYNTHROID) 100MCG TAB,$5.00 ,,,,,,,,,,
NORMODYNE (LABETALOL) 200MG TAB,$5.00 ,,,,,,,,,,
GLIMEPIRIDE (AMARYL) 2MG TAB,$5.00 ,,,,,,,,,,
CLONIDINE (CATAPRES) 0.2MG TAB,$5.00 ,,,,,,,,,,
CETRIZINE HCL (ZYRTEC) 10MG TAB,$5.00 ,,,,,,,,,,
PREDNISONE (DELTASONE) 10MG TAB,$5.00 ,,,,,,,,,,
ISOSORBIDE DIN (ISORDIL) 20MG TAB,$5.00 ,,,,,,,,,,
PROMETHAZINE (PHENERGAN) 6.25MG LIQ,$5.00 ,,,,,,,,,,
OMEPRAZOLE (PRILOSEC) 20MG TAB,$5.00 ,,,,,,,,,,
CAPTOPRIL (CAPOTEN) 25MG TAB,$5.00 ,,,,,,,,,,
LEVOTHYROXINE 50 MCG TABLET,$5.00 ,,,,,,,,,,
PHENYTOIN (DILANTIN)  LIQUID,$5.00 ,,,,,,,,,,
CYMBALTA(DULOXETINE) 20MG TABLET,$5.00 ,,,,,,,,,,
LOPERAMIDE HCL (IMODIUM) 2MG CAP,$5.00 ,,,,,,,,,,
"ANTI-DIARRHEAL 2 MG CAPLET 2 mg, 24 eaches",$5.00 ,,,,,,,,,,
DIGOXIN (LANOXIN) 0.125MG TAB,$5.00 ,,,,,,,,,,
CLINDAMYCIN (CLEOCIN) 150MG TAB,$5.00 ,,,,,,,,,,
"ACYCLOVIR 400 MG TABLET 400 mg, 100 eaches",$5.00 ,,,,,,,,,,
POTASSIUM PHOS (KPHOS) 500MG TAB,$5.00 ,,,,,,,,,,
SENNA LAX (SENOKOT) TAB,$5.00 ,,,,,,,,,,
DOCUSATE (COLACE LI-DOSE) 100MG LIQ,$5.00 ,,,,,,,,,,
"SILACE 50 MG/5 ML LIQUID 50 mg, 473 mL",$5.00 ,,,,,,,,,,
CEPHLUAC (LACTULOSE) 30CC LIQ,$5.00 ,,,,,,,,,,
LIORESAL (BACLOFEN) 10MG TAB,$5.00 ,,,,,,,,,,
"FAMOTIDINE 40 MG TABLET 40 mg, 1 each",$5.00 ,,,,,,,,,,
"PHENAZOPYRIDINE 100 MG TAB 100 mg, 100 eaches",$5.00 ,,,,,,,,,,
POLYTHYLENEGLY (MIRALAX) 17GM LIQ,$5.20 ,,,,,,,,,,
METOPROLOL SUC (TOPROL XL) 50MG TAB,$5.20 ,,,,,,,,,,
NIFEDIPINE (PROCARDIA XL) 30MG TAB,$5.30 ,,,,,,,,,,
CYCLOBENZAPRINE (FLEXERIL) 10MG TAB,$5.45 ,,,,,,,,,,
NAPROXEN (NAPROSYN) 500MG TAB,$5.45 ,,,,,,,,,,
ROBAXIN(METHOCARBOL) 750MG,$5.45 ,,,,,,,,,,
MEGESTROL (MEGACE) 40MG TAB,$5.50 ,,,,,,,,,,
GABAPENTIN (NEURONTIN) 300MG CAP,$5.55 ,,,,,,,,,,
CEFPROZIL (CEFZIL) 500MG TAB,$5.55 ,,,,,,,,,,
CEFDINIR(OMNICEF) 300MG CAP,$5.55 ,,,,,,,,,,
CEPHALEXIN (KEFLEX) 500MG CAP,$5.55 ,,,,,,,,,,
NYSTATIN (NYSTOP) 100MU/ML SUS 60ML,$5.65 ,,,,,,,,,,
NYSTATIN (NYSTOP) 100MU/ML SUS 5ML,$5.65 ,,,,,,,,,,
DOXYCYCLINE (ADOCA) 100MG TAB,$5.65 ,,,,,,,,,,
BUPROPION HCL ER  (ZYBAN) 100MG TAB,$5.65 ,,,,,,,,,,
VERAPAMIL ER (CALAN ER) 180MG TAB,$5.80 ,,,,,,,,,,
DILTIAZEM CD (CARDIZEM) 180MG CAP,$5.80 ,,,,,,,,,,
WARFARIN SODIUM (COUMADIN) 5MG TAB,$5.95 ,,,,,,,,,,
DILTIAZEM CD (CARDIZEM)  120MG CAP,$6.00 ,,,,,,,,,,
CETRIZINE (ZYRTEC) 1MG/ML 5ML SYRP,$6.10 ,,,,,,,,,,
VERAPAMIL SR (CALAN SR) 240MG TAB,$6.60 ,,,,,,,,,,
METOLAZONE (ZAROXOLYN) 5MG TAB,$6.80 ,,,,,,,,,,
FAMOTIDINE (PEPCID) 20MG TAB,$6.95 ,,,,,,,,,,
AMLODIPINE (NORVASC) 5MG TAB,$6.95 ,,,,,,,,,,
AMLODIPINE (NORVASC) 10MG TAB,$6.95 ,,,,,,,,,,
CELEXA TAB,$7.75 ,,,,,,,,,,
CARVEDILOL (COREG) 3.125MG TAB,$7.80 ,,,,,,,,,,
CARVEDILOL (COREG) 12.5MG TAB,$7.80 ,,,,,,,,,,
RAMIPRIL (ALTACE) 2.5MG CAP,$7.80 ,,,,,,,,,,
SUCRALFATE (CARAFATE) 10ML LIQ,$7.85 ,,,,,,,,,,
ENSURE 8OZ LIQ VANILLA,$8.05 ,,,,,,,,,,
BOOST VANILLA,$8.05 ,,,,,,,,,,
RIFAMPIN (RAFADIN) 300MG CAP,$8.05 ,,,,,,,,,,
BOOST  STRAWBERRY,$8.05 ,,,,,,,,,,
BOOST CHOCOLATE,$8.05 ,,,,,,,,,,
BOOST GLUCOSE CONTROL VANILLA,$8.05 ,,,,,,,,,,
BOOST GLUCOSE CONTROL CHOCOLATE,$8.05 ,,,,,,,,,,
JEVITY 1.5 CAL,$8.05 ,,,,,,,,,,
ISOSOURCE(ISOSOURCE) 1.5 CAL,$8.05 ,,,,,,,,,,
TERAZOSIN (HYTRIN) 1MG CAP,$8.55 ,,,,,,,,,,
LOSARTAN POT (COZAAR) 50MG TAB,$9.00 ,,,,,,,,,,
SULFA/TRIM (BACTRIM)200/40MG LIQ,$9.70 ,,,,,,,,,,
GEMFIBROZIL (LOPID) 600MG TAB,$9.75 ,,,,,,,,,,
PROPARACAINE 0.5 % 15ML OPHTH DROPS,$10.00 ,,,,,,,,,,
TETRACAINE(PONTOCAINE)0.5 % OPT SOL,$10.00 ,,,,,,,,,,
MIDODRINE HCL 10MG,$10.00 ,,,,,,,,,,
GENTAMYCIN (GENTAK) 3MG/ML OPTH DRP,$10.00 ,,,,,,,,,,
SOD PHOS (FLEETS ADULT) 4.5OZ LIQ,$10.00 ,,,,,,,,,,
SOD PHOS (FLEETS PED) 2.25OZ LIQ,$10.00 ,,,,,,,,,,
NEOMY/POLY/HY (CORTISPORIN) OPT DRP,$10.00 ,,,,,,,,,,
GLYCERIN BABY LAX,$10.00 ,,,,,,,,,,
BENZOCAINE (HURRICANE) 20% SPRAY,$10.00 ,,,,,,,,,,
SILVER NITRATE STICK,$10.00 ,,,,,,,,,,
ANTIPYRINE/BENZ (AURALGAN)15ML DRPS,$10.00 ,,,,,,,,,,
COLY-MYCIN S (CORTISPORIN)OTIC DRPS,$10.00 ,,,,,,,,,,
ACETAMIN (TYLENOL) 120MG SUPP,$10.00 ,,,,,,,,,,
ACETAMINOPHEN (TYLENOL) 650MG SUPP,$10.00 ,,,,,,,,,,
NICOTINE (NICODERM) 14MG PATCH,$10.00 ,,,,,,,,,,
NICOTINE (NICODERM) 21MG PATCH,$10.00 ,,,,,,,,,,
ACETAMIN (TYLENOL) 325MG SUPP,$10.00 ,,,,,,,,,,
REFRESH PLUS (EYE LUBE) 0.5 % DRP,$10.00 ,,,,,,,,,,
SOD PHOS (FLEETS PED) 2.25OZ LIQ,$10.00 ,,,,,,,,,,
CIPROFLOXACIN HCL (CIPRO) DROPS,$10.00 ,,,,,,,,,,
"TETRACAINE 0.5% STERI-UNIT SOL 1 ea, 4 mL",$10.00 ,,,,,,,,,,
BISACODYL (DULCOLAX) 10MG SUPP,$10.00 ,,,,,,,,,,
"ASPIRIN 300 MG SUPPOSITORY 300 mg, 12 eaches",$10.00 ,,,,,,,,,,
ASA 600MG SUPP,$10.00 ,,,,,,,,,,
PREDNISOLONE (ORAPRED) 15MG/5ML SOL,$10.40 ,,,,,,,,,,
MIRTAZAPINE (REMERON) 30MG TAB,$11.20 ,,,,,,,,,,
CELECOXIB (CELEBREX) 100MG CAP,$11.80 ,,,,,,,,,,
OLMESARTAN (BENICAR) 20/12.5MG TAB,$11.85 ,,,,,,,,,,
VALSARTAN (DIOVAN) 80MG TAB,$12.10 ,,,,,,,,,,
