Hospital Name:  St Elizabeth Community Hospital,,,,,,,
OSHPD Facility No: 106521041,,,,,,,
"Effective Date of Charges: June 1, 2018",,,,,,,
,,,,,,,
"CDM
Number",Billing Description (25 char), 999 Price  (Default) ,Zero Price Indicator,,,,
6378864,ABSRB GEL SPNG 0.5X1INTP , -   ,3,,,,
6378865,LEVOTHYROXINE 0.0125MG TB, -   ,3,,,,
6378866,LINDANE 60ML SHAMPOO     , -   ,3,,,,
6378867,IRON POLY/B12 150MG      , -   ,3,,,,
6378868,OXYCODONE IR 2.5MG TAB   , -   ,3,,,,
6378869,THEOPH 80MG/15ML 15ML ELX, -   ,3,,,,
6378870,VANCOMYC 125MG/2.5ML SUS , -   ,3,,,,
6378871,ZIDOVUDINE 50MG/5ML LIQ  , -   ,3,,,,
6378872,BARIUM 2.1% 450ML SUSP   , 28.00 ,,,,,
6378873,BARIUM 0.1% 450ML SUSP   , -   ,3,,,,
6378874,BARIUM 40% 148GM PWD     , -   ,3,,,,
6378875,BARIUM 40% 30ML PUDDING  , -   ,3,,,,
6378876,BARIUM 40% W/V 240ML NECT, -   ,3,,,,
6378877,BARIUM 40%W/V 250ML HONEY, -   ,3,,,,
6378878,BARIUM 96% 454GM ENEMA   , -   ,3,,,,
6378879,BARIUM SUL 105% 1.9L SUSP, -   ,3,,,,
6378880,BARIUM SULFATE 700MG TAB , -   ,3,,,,
6378881,BARIUM/METHYLCEL 13%600ML, -   ,3,,,,
6378882,BARIUM SULF 24% 600ML SUS, -   ,3,,,,
6378883,GADODIAMIDE 287 10ML INJ , -   ,3,,,,
6378884,GADODIAMIDE 287 15ML INJ , -   ,3,,,,
6378885,GADOPENTET 469/1ML 10MLVL, -   ,3,,,,
6378886,GADOPENTET 469/1ML 15MLVL, -   ,3,,,,
6378887,GADOPENTET 469/1ML 20MLVL, -   ,3,,,,
6378888,IOPAMID 200MG/ML 20MLINTH, 582.00 ,,,,,
6378889,IOPAMID 200MG/ML 50ML INJ, -   ,3,,,,
6378890,IOPAMID 300MG/ML 15MLINTH, 593.00 ,,,,,
6378891,IOPAMID 370MG/ML 500MLINJ, -   ,3,,,,
6378892,PRISMASATE BGK 2/0 5L BAG, -   ,3,,,,
6378893,PRISMASATE B22GK4/0 5LBAG, -   ,3,,,,
6378894,HETASTARCH/LYTES LAC500ML, 327.00 ,,,,,
6378895,HEPAT B VAC 5MCG ADOL IM , -   ,3,,,,
6378896,ALLOPURINOL 50MG TAB     , -   ,3,,,,
6378897,AMITRIPTYLINE 5MG TAB    , -   ,3,,,,
6378898,CARBID/LEVOD 12.5/125MGTB, -   ,3,,,,
6378899,ABSRB GEL SPNG 70-35MMTOP, -   ,3,,,,
6378900,BARIUM SULF 96% 176GM PWD, -   ,3,,,,
6378901,AMOXICILLIN 400/5 5ML SUS, -   ,3,,,,
6378902,VIT K (PHYTON) 1.25MG TB , -   ,3,,,,
6378903,MENING VAC ACYW PF0.5MLIM, -   ,3,,,,
6378904,HIB VACC PRP-OMP CONJ IM , -   ,3,,,,
6378905,DOXORUBICIN 10MG PWD SDV , -   ,3,,,,
6378906,ESTRADI VAL10MG(50MG)MDV , -   ,3,,,,
6378907,LACTIC ACID 10% 4 OZ CRM , -   ,3,,,,
6378908,NACL 0.9% 20ML INJ       , -   ,3,,,,
6378909,LINDANE 60ML LOTION      , -   ,3,,,,
6378910,BARIUM SULF 95% 170GM PWD, -   ,3,,,,
6378911,IDARUBIC PF20MG/20MLSDVJG, -   ,3,,,,
6378912,NEOM/BACIT/POLY/LIDO 15GM, -   ,3,,,,
6378913,BUPIVACAIN 0.1% 250MLEPID, -   ,3,,,,
6378914,ABSRB GEL SPNG SZ 50 TOP , -   ,3,,,,
6378915,NACL PF 0.9% 20ML INJ    , -   ,3,,,,
6378916,SOTALOL AF 120MG TAB     , -   ,3,,,,
6378917,THROMBIN BOV 5KU PWD NAS , -   ,3,,,,
6378918,ABSRB THROMB 125IU/MLSPNG, -   ,3,,,,
6378919,MVI W/A-D-E-K 1ML PEDPO  , -   ,3,,,,
6378920,HYALURONIDASE 15U/1ML SYR, -   ,3,,,,
6378921,VANCOMYCIN 500MG/1L IRRIG, -   ,3,,,,
6378922,LEVOTHYROXINE 0.044MG TAB, -   ,3,,,,
6378923,VIT B12 CYANOCOB 50MCG TB, -   ,3,,,,
6378924,ACETYLCYSTEIN 1% 60ML INH, -   ,3,,,,
6378925,TPN D10 AA6.25% 250MLPDIV, -   ,3,,,,
6378926,TPN D7.5AA6.25% 250MLPDIV, -   ,3,,,,
6378927,CERTOLIZUM 200MG PWDSDVJG, -   ,3,,,,
6378928,CARBOXYMETHYL 1% 2.4MLOPS, -   ,3,,,,
6378929,PEGINTERFER A2B 150MCGSDV, -   ,3,,,,
6378930,BARIUM SUL 98% 135ML SUSP, 42.00 ,,,,,
6378932,IG GAMUNEX 1GM INJJG     , -   ,3,,,,
6378933,CHLOROTHIAZ 250MG/5ML LIQ, -   ,3,,,,
6378934,SOTALOL AF 80MG TAB      , -   ,3,,,,
6378935,SOTALOL AF 40MG TAB      , -   ,3,,,,
6378936,AMPICILL 250MG/2.5ML PEDI, 46.00 ,,,,,
6378937,ADO-TRAST EMT 100MG SDVJG, -   ,3,,,,
6378938,ADO-TRAST EMT 160MG SDVJG, -   ,3,,,,
6378939,BENZOCAINE 20% 11.9GM GEL, -   ,3,,,,
6378940,DUOSOL BICARB35 2/3 5LBAG, -   ,3,,,,
6378941,DUOSOL BICARB35 4/3 5LBAG, -   ,3,,,,
6378949,DEXAM PH 1MG(120MG)MDV   , -   ,3,,,,
6378950,CYTARABINE 500MG PWDR SDV, -   ,3,,,,
6378951,TACROLIMUS 0.1% 30GM TOP , -   ,3,,,,
6378952,ARIPIPRAZOLE 7.5MG TAB   , -   ,3,,,,
6378953,NEVIRAPINE 400MG ER24H TB, -   ,3,,,,
6378954,IG FLEBOGAMM5GM/100MLIVJG, -   ,3,,,,
6378955,TBO-FIL 300MCG/0.5MLSYRJG, -   ,3,,,,
6378956,TBO-FIL 480MCG/0.8MLSYRJG, -   ,3,,,,
6378957,D5% 10ML INJ             , -   ,3,,,,
6378958,CHOLESTYRAMINE SF 4GM PKT, 7.00 ,,,,,
6378959,NITRIC OXIDE PER HR      , -   ,3,,,,
6378960,TRACE CR/CU/MN/SE/ZN 10ML, -   ,3,,,,
6378961,IRINOTECAN 100MG/5ML SDV , -   ,3,,,,
6378962,EPOETIN 2000U ESRD SDV   , -   ,3,,,,
6378963,NA BICARB/CITRIC1.9-1GMTB, -   ,3,,,,
6378964,LIDOCAINE 1%BUFF 55ML INJ, -   ,3,,,,
6378965,IOTHALAM MEG 60% 150MLINJ, -   ,3,,,,
6378966,CARBAMAZEPINE 100MG ERCAP, -   ,3,,,,
6378967,NACL 3% 1ML PEDIV        , -   ,3,,,,
6378968,ROMIPLOST 500MCG PWDSDVJG, -   ,3,,,,
6378969,PALIPERIDONE ER 1.5MG TAB, -   ,3,,,,
6378970,SIPULEUCEL-T 250ML PBJG  , -   ,3,,,,
6378971,CLONIDINE 5MG/10ML INJ   , -   ,3,,,,
6378972,CA GLUCONATE 1GM/100ML PB, -   ,3,,,,
6378973,LIDOCAINE 1%BUFF 3ML INJ , -   ,3,,,,
6378974,BENZO/MENTH 15-3.6MG LOZ , 2.00 ,,,,,
6378975,SILDENAFIL 100MG TAB     , -   ,3,,,,
6378976,PHENYLEP 50MG/D5W250MLPMX, -   ,3,,,,
6378977,TRIAMCIN ACE 0.1%454GMCRM, -   ,3,,,,
6378978,OBINUTUZUM(1GM) 10MGINJJG, -   ,3,,,,
6378979,OBINUTUZUMAB /10MG WASTE , -   ,3,,,,
6378980,NELARABINE 5MG/ML 50ML IN, -   ,3,,,,
6378981,OXYBUTYNIN ER 15MG TAB   , -   ,3,,,,
6378982,IG FLEBOGAMM20GM/4DL IVJG, -   ,3,,,,
6378983,MISOPROSTOL 1MG KIT REC  , -   ,3,,,,
6378984,OXYCODONE ER 15MG TAB    , -   ,3,,,,
6378985,METHIMAZOLE 2.5MG TAB    , -   ,3,,,,
6378986,IG FLEBOGAMM10GM/2DL IVJG," 5,565.00 ",,,,,
6378987,METHOTREX PF250MG/10MLSDV, 63.00 ,,,,,
6378988,OXYMORPHONE 5MG ER TAB   , -   ,3,,,,
6378989,OXYMORPHONE 5MG TAB      , -   ,3,,,,
6378990,ANTIPYRINE/BENZOC 10ML OT, -   ,3,,,,
6378991,POSACONAZOLE DR 100 MG TB, -   ,3,,,,
6378992,DARBEP25MCG/1ML NONESRDJG, -   ,3,,,,
6378993,FOLIC AC 25MCG/0.5ML PDPO, -   ,3,,,,
6378994,OXALIPLATIN 50MG SDV     , -   ,3,,,,
6378995,NITROGLYCER 1MG/10ML SYR , -   ,3,,,,
6378996,RAMUCIR PF100MG/10MLSDVJG, -   ,3,,,,
6378997,RAMUCIR PF500MG/50MLSDVJG, -   ,3,,,,
6378998,MORPHINE PF 10MG/10ML INJ, 46.00 ,,,,,
6378999,TRAMADOL 50MG TAB 6PK    , -   ,3,,,,
6379000,MEGESTROL 40MG/1ML 20ML  , -   ,3,,,,
6379001,MEGESTROL 40MG/ML 120ML  , -   ,3,,,,
6379002,MEGESTROL 40MG/1ML 240ML , 828.00 ,,,,,
6379003,METOPROLOL ER 100MG TAB  , -   ,3,,,,
6379004,AMOXICILLIN 250MG/5 80ML , -   ,3,,,,
6379005,AMOXICILLIN 250/5 100ML  , 36.00 ,,,,,
6379006,AMOXICILLIN 250/5 150ML  , 41.00 ,,,,,
6379007,SELEGILINE 5MG CAP       , 14.00 ,,,,,
6379008,DIPYRIDAMOLE 50MG/10MLINJ, 31.00 ,,,,,
6379009,MED CHAIN TRIGLYC 5ML OIL, 2.00 ,,,,,
6379010,DEXAMETHAS 0.1% 5ML OPSUS, 393.00 ,,,,,
6379011,AMPICILLIN 125/5 200ML SU, -   ,3,,,,
6379012,AMOX/CLAV 250/5 75ML SUSP, -   ,3,,,,
6379013,KCL 10% 40MEQ/30ML LIQ   , -   ,3,,,,
6379014,NACL 0.9% 3ML FLUSH SYRN , 7.00 ,,,,,
6379015,METHYL SAL/MENTH 57GM CRM, -   ,3,,,,
6379017,CALCITONIN 200IU/ML 0.5ML, -   ,3,,,,
6379018,ACITRETIN 25MG CAP       , -   ,3,,,,
6379019,TRIAMCIN ACE 0.1%454GMOIN, -   ,3,,,,
6379020,BETAMETH P/ACET 6/6MG/2ML, -   ,3,,,,
6379021,LIOTHYRONINE 10MCG/ML INJ, -   ,3,,,,
6379022,AMIFOST 500MG/10ML SDV JG, -   ,3,,,,
6379023,HYDROMORPH 100MG/100ML PB, -   ,3,,,,
6379024,ESOMEPRZL MAG TRIHYD 40MG, -   ,3,,,,
6379025,NADOLOL 10MG TAB         , -   ,3,,,,
6379026,SERTRALINE 12.5MG TAB    , -   ,3,,,,
6379027,TRIHEXYPHENIDYL 0.5MG TAB, -   ,3,,,,
6379028,IOPAMID 300MG/ML 30ML INJ, -   ,3,,,,
6379029,FULVESTRAN250MG/5ML INJJG, -   ,3,,,,
6379031,METOPROLOL 6.25MG TAB    , -   ,3,,,,
6379032,OXYCODONE IR 30MG TAB    , -   ,3,,,,
6379033,CAPTOPRIL 3.125MG TAB    , -   ,3,,,,
6379035,PROPRANOLOL 2.5MG TAB    , -   ,3,,,,
6379036,GLUCOS/CHOND 400/500MGCAP, -   ,3,,,,
6379037,FLUDROCORTISONE 0.025MGTB, -   ,3,,,,
6379038,CEFPROZIL 125MG/5ML 5ML  , -   ,3,,,,
6379039,ARTEMETH/LUMEF 20/120 TAB, -   ,3,,,,
6379040,MIRTAZAPINE 45MG TAB     , -   ,3,,,,
6379041,IRBESARTAN 300MG TAB     , -   ,3,,,,
6379042,ZINC OXIDE 13% 56GM TOP  , -   ,3,,,,
6379043,GADODIAMIDE 1435MG/5ML IV, -   ,3,,,,
6379044,LEVOCARNITINE 250MG TAB  , -   ,3,,,,
6379045,DIPHENHYD 300MG/120ML LIQ, -   ,3,,,,
6379046,DERMABOND ADHES APPL TOP , -   ,3,,,,
6379047,PEN G PROC 600KU/ML 1ML  , -   ,3,,,,
6379048,CITRIC AC/GLUC/MG 30ML IR, -   ,3,,,,
6379050,FILGRAST 300MCG/1ML INJJG, -   ,3,,,,
6379051,NACL 0.9% 15ML NEB       , 6.00 ,,,,,
6379052,METHYL SAL/MENTH 90GM CRM, -   ,3,,,,
6379055,CEFTAROLINE 600MG INJJG  , 958.00 ,,,,,
6379056,DILTIAZEM 125MG/100ML INJ, -   ,3,,,,
6379057,DOXYCYCLINE 100MG/250MLPB, -   ,3,,,,
6379058,NAFCILLIN 1GM PB         , -   ,3,,,,
6379059,NAFCILLIN 2GM PB         , -   ,3,,,,
6379060,K PHOS/LIDO 14.7MEQ/1DLPB, -   ,3,,,,
6379062,K PHOS/LIDO 22MEQ/250MLPB, -   ,3,,,,
6379063,PAROXETINE 5MG TAB       , -   ,3,,,,
6379064,SPIRONOLACTONE 6.25MG TAB, -   ,3,,,,
6379065,MERCAPTOPURINE 25MG TAB  , -   ,3,,,,
6379066,K BICARB/CHLOR 25MEQ EFF , 8.00 ,,,,,
6379067,K PHOS 15MMOL NS 250ML IN, -   ,3,,,,
6379068,HYDROMORPH 10MG/10ML LIQ , -   ,3,,,,
6379070,GLUCOSE 25% 15GM ORAL LIQ, -   ,3,,,,
6379071,MARAVIROC 150MG TAB      , -   ,3,,,,
6379072,VEDOLIZUM 300MG/20MLSDVJG, -   ,3,,,,
6379073,VANC 1.25GM/D5W 250ML VIA, -   ,3,,,,
6379074,ERYTHRO/SUL 40-120/1MLPPO, -   ,3,,,,
6379077,MINERAL OIL 5ML PEDPO    , -   ,3,,,,
6379078,OPIUM 0.4MG/1ML PEDPO    , -   ,3,,,,
6379079,OCTREOTIDE 5MCG/1ML PEDIV, -   ,3,,,,
6379080,CEFOTAXIME 1GM/50ML PB   , -   ,3,,,,
6379081,MICAFUNGIN 100MG/100ML PB, -   ,3,,,,
6379084,MEPIVACAINE 2% 50ML INJ  , -   ,3,,,,
6379085,MITOMYCIN 0.5MG/2ML OPSYR, -   ,3,,,,
6379086,BLOCK EYE MIX 5ML OPTHSYR, -   ,3,,,,
6379087,VANCOMYC 3MG/0.3 INTRAVIT, -   ,3,,,,
6379088,LIDO/OXYMET4-0.05% 1MLNAS, -   ,3,,,,
6379089,OXALIPLATIN 100MG/20MLINJ, -   ,3,,,,
6379090,SUGARCANE EYE MIX 3ML OPH, -   ,3,,,,
6379091,APAP/HYDROCO 108-2.5/5 LQ, -   ,3,,,,
6379092,PANTOPRAZOLE 40MG/50ML PB, -   ,3,,,,
6379093,AMOX/CLAV 200/5 100ML SUS, -   ,3,,,,
6379094,CEFOTAXIME 2GM/20ML SYRN , -   ,3,,,,
6379095,AMOX/CLAV 600/5 75ML SUSP, -   ,3,,,,
6379096,AMOX/CLAV 250MG/125MG TAB, -   ,3,,,,
6379097,AMPICILLIN 250/5 200ML SU, -   ,3,,,,
6379099,ACLIDINIUM 400MCG 30D INH, -   ,3,,,,
6379100,AMPICILLIN 500MG/50ML PB , -   ,3,,,,
6379101,DIAZEPAM 20MG RECTAL GEL , -   ,3,,,,
6379102,FILGRAST 0.3MG/0.5MLSYRJG, -   ,3,,,,
6379103,FILGRA 0.48MG/0.8ML SYRJG, -   ,3,,,,
6379104,FAMOTIDINE 20MG/5ML PEDIV, -   ,3,,,,
6379106,METHYLPRED 40MG/1ML PEDIV, -   ,3,,,,
6379107,TOBRAMYCIN 10MG/1ML PEDIV, -   ,3,,,,
6379108,ZIDOVUDINE 100MG/10MLPDIV, -   ,3,,,,
6379109,MAGIC MW BLM 190ML LIQ   , -   ,3,,,,
6379110,OMEGA3/DHA/EPA 1050MG CAP, -   ,3,,,,
6379111,ERGOCALCIF 8KIU/1ML PEDPO, -   ,3,,,,
6379112,INS GLARGINE 10U/0.1MLSYR, -   ,3,,,,
6379113,LIDOCAINE 5% 50GM OINT   , -   ,3,,,,
6379114,INS DETEM 10U/0.1ML SYRG , -   ,3,,,,
6379115,BENDAMUST 45MG/0.5MLSDVJG, -   ,3,,,,
6379116,BENDAMUST 180MG/2MLSDVJG , -   ,3,,,,
6379117,CLOBAZAM 10MG TAB        , -   ,3,,,,
6379118,FENT/ROP 2MCG-.125% 1DLPB, -   ,3,,,,
6379119,VANCOMYCIN 500MG/10ML LIQ, -   ,3,,,,
6379120,PHENYLEPH 10MG/1ML INJ   , -   ,3,,,,
6379121,AMOX/CLAV 50MG/1ML PEDPO , -   ,3,,,,
6379122,PEN G K 50KU/ML PEDIV    , -   ,3,,,,
6379123,FENTANYL 50MCG/1ML PDIV  , -   ,3,,,,
6379124,ENOXAPARIN 30MG/1ML PEDSC, -   ,3,,,,
6379125,CEFOTAXIME 60MG/1ML PEDIV, -   ,3,,,,
6379126,CEFDINIR 25MG/1ML PEDPO  , -   ,3,,,,
6379127,AMOX/CLAV 120MG/1ML PEDPO, -   ,3,,,,
6379128,NAFCILLIN 20MG/1ML PEDIV , -   ,3,,,,
6379129,FLUTIC/VILAN 100/25 14PWD, 748.00 ,,,,,
6379130,ONABOTULINTOXINA 200UVLJG, -   ,3,,,,
6379131,K BICARB/K CIT 20MEQ EFT , -   ,3,,,,
6379132,OXYCODONE IR 10MG TAB    , -   ,3,,,,
6379133,SENNA LEAF 176MG/5ML SYRP, -   ,3,,,,
6379134,ADENOSINE THERA 6MG INJ  , 249.00 ,,,,,
6379135,ADENOSINE 300MCG/1ML PEDI, 46.00 ,,,,,
6379136,ADENOSINE 3MG/ML 4ML INJ , 180.00 ,,,,,
6379137,ADENOSINE THERA 6MG SYR  , 111.00 ,,,,,
6379138,ADENOSINE 3MG/1ML PEDIV  , -   ,3,,,,
6379139,TESTOST CYP 200MG/ML 10ML, -   ,3,,,,
6379140,TESTOST CYP 200MG/ML 1ML , -   ,3,,,,
6379141,MORPHINE 15MG/ML 20ML INJ, 56.00 ,,,,,
6379142,MORPHINE 25MG/ML 4ML INJ , -   ,3,,,,
6379143,MORPHINE 1MG/ML 250ML PB , -   ,3,,,,
6379144,MORPHINE 1MG/ML 100ML PCA, -   ,3,,,,
6379145,MORPHINE 25MG/ML 10ML INJ, -   ,3,,,,
6379146,MORPHINE 50MG/ML 50ML INJ, -   ,3,,,,
6379148,MORPHINE 50MG/ML 20ML INJ, -   ,3,,,,
6379149,MORPHINE 10MG/ML 50ML PCA, -   ,3,,,,
6379150,MORPHINE 100MG/100ML PB  , 74.00 ,,,,,
6379151,TESTOST ENAN 200MG/ML 5ML, -   ,3,,,,
6379152,TESTOST ENAN 200MG/ML 1ML, -   ,3,,,,
6379153,PACLITAXEL /1MG-5MLMDV   , -   ,3,,,,
6379154,PACLITAX 100MG/16.7ML SDV, -   ,3,,,,
6379155,MEMANTINE 28MG ER 24HRCAP, -   ,3,,,,
6379160,TREPROSTINIL 1MG(50MG)MDV, -   ,3,,,,
6379165,SOD PHOS/BIPHOS 66ML ENEM, -   ,3,,,,
6379166,PEMBROLIZUM 50MG PWD VLJG, -   ,3,,,,
6379167,CEFAZOLIN 3GM/100ML PB   , -   ,3,,,,
6379170,VORAPAXAR 2.08MG TAB     , -   ,3,,,,
6379175,THROMBIN GEL 5ML TOP     , -   ,3,,,,
6379180,FENT/BUP 2-.0625%250MLEPD, -   ,3,,,,
6379181,LORAZEPAM 1MG TAB 6PK    , -   ,3,,,,
6379182,APAP/OXYCOD 325/5MG TB6PK, -   ,3,,,,
6379183,POLIDOCANOL 1% 2ML AMP   , -   ,3,,,,
6379190,ARSENIC 10MG/10ML INJJG  , -   ,3,,,,
6379191,ARTIFIC TEAR HYPO 15MLOPS, 4.00 ,,,,,
6379192,BETAXOLOL 0.5% 10ML OPSOL, -   ,3,,,,
6379193,BUPIV/EPI PF0.25% 50MLINJ, 59.00 ,,,,,
6379194,BUPIVAC/EPI PF 0.5% 30ML , 57.00 ,,,,,
6379195,CALCITONIN 200IU/INH3.7ML, 930.00 ,,,,,
6379196,CEFTOLOZA/TAZO 1.5GMSDVJG, -   ,3,,,,
6379197,MOXIFLOX 0.1MG/0.1MLOPSOL, -   ,3,,,,
6379199,PROPAFENONE 75MG TAB     , -   ,3,,,,
6379200,CHLORAL HYD 500MG/5ML SOL, -   ,3,,,,
6379201,CLOFARAB 20MG/20ML INJJG , -   ,3,,,,
6379202,CYCLOPHOSPHAMIDE 25MG CAP, -   ,3,,,,
6379203,CYCLOPHOSPHAMIDE 50MG CAP, -   ,3,,,,
6379204,CYTARABIN PF 100MG/5MLSDV, -   ,3,,,,
6379205,CYTARABINE PF 1GM/50MLSDV, -   ,3,,,,
6379206,CYTARABINE PF 2GM/20MLSDV, -   ,3,,,,
6379207,OSELTAMIVIR 15MG/1ML SUSP, -   ,3,,,,
6379208,OSELTAMIVIR 30MG/2ML SUSP, -   ,3,,,,
6379209,ATROP/HYOS/PB/SCOP120MLBQ, -   ,3,,,,
6379210,SMOG ENEMA 300ML PR      , -   ,3,,,,
6379211,DEXAMETHAS 1MG/10ML ELIX , -   ,3,,,,
6379212,DICLOFENAC 0.1% 5ML OPS  , -   ,3,,,,
6379213,AZITHROMYCIN 2MG/ML PEDIV, 46.00 ,,,,,
6379214,VALPROIC 50MG/1ML PEDPO  , 8.00 ,,,,,
6379215,HYDROMORPH 2MG/ML 1MLVIAL, -   ,3,,,,
6379216,OSELTAMIVIR 30MG/5ML SUSP, -   ,3,,,,
6379217,DILTIAZEM 15MG TAB       , -   ,3,,,,
6379218,DARBEP300MCG/0.6MLNOESRJG, -   ,3,,,,
6379219,DOPAMINE 14.4MG/3ML PDSYR, -   ,3,,,,
6379220,CARDIOPL KCL50MEQ/5DL IV , -   ,3,,,,
6379221,CARDIOPLKCL150MEQ/5DL IV , -   ,3,,,,
6379222,SIROLIMUS 0.5MG TAB      , -   ,3,,,,
6379223,PHENYLEPH 2.5% 0.2ML OPS , -   ,3,,,,
6379224,IG GAMMAGRD20GM/200MLIVJG, -   ,3,,,,
6379226,BARIUM SUL 60% 355ML SUSP, -   ,3,,,,
6379227,BASILIXIMAB 20MG INJJG   , -   ,3,,,,
6379228,VIT D CHOLECALCIF 2KIU TB, -   ,3,,,,
6379229,CILOSTAZOL 25MG TAB      , -   ,3,,,,
6379230,CLARITHROMYC XL 500MG TAB, -   ,3,,,,
6379231,DIBUCAINE 1% 60GM OINT   , -   ,3,,,,
6379232,NICOTINE 2MG LOZ         , -   ,3,,,,
6379233,PHENYL/MIN/SHRK 60GM OINT, -   ,3,,,,
6379234,MIDAZOLAM 50MG/100ML PB  , -   ,3,,,,
6379235,HEPARIN 50U/1ML IV       , -   ,3,,,,
6379236,AMOX/CLAV 250MG/5ML LIQ  , -   ,3,,,,
6379237,PANCRELIP 30ML DECLOG IRR, -   ,3,,,,
6379238,AMIODARONE 50MG TAB      , -   ,3,,,,
6379239,USTEKINUMAB 45MG SYGJG   , -   ,3,,,,
6379241,NA PHOS 3MM/ML 5ML INJ   , -   ,3,,,,
6379242,IG OCTAGAM 5% 10GM INJJG , -   ,3,,,,
6379243,LINACLOTIDE 145 MCG CAP  , -   ,3,,,,
6379244,NIVOLUMAB 40MG/4ML SDVJG , -   ,3,,,,
6379245,NIVOLUM 100MG/10ML SDVJG , -   ,3,,,,
6379246,CEFAZOLIN 100MG/1ML PEDIV, -   ,3,,,,
6379247,VERAPAMIL 60MG TAB       , -   ,3,,,,
6379248,NTG 4.1GM 0.4MG/SPRAY SL , -   ,3,,,,
6379249,INDIA INK 10ML TOP       , -   ,3,,,,
6379250,DARBEP500MCG/1MLNONESRDJG, -   ,3,,,,
6379251,DARBEPO 500MCG/1ML ESRDJG, -   ,3,,,,
6379252,FENTANYL PF 100MCG/2MLSYR, -   ,3,,,,
6379253,ERYTHRO BASE DR 250MG CAP, -   ,3,,,,
6379254,LACTULOSE 200GM/1L ENEMA , -   ,3,,,,
6379255,KCL/LIDO 20-20/250ML PB  , -   ,3,,,,
6379256,KCL/LIDO 40MEQ-40MG/5DLPB, -   ,3,,,,
6379257,PEMBROLIZUMAB 100MG SDVJG, -   ,3,,,,
6379258,LANREOTID120MG/0.5MLINJJG, -   ,3,,,,
6379259,AL/MG HYD/SMC DS 30ML LQ , -   ,3,,,,
6379260,MAGNESIUM SUL 454GM GRAN , -   ,3,,,,
6379261,APAP/HYDROC 300/10 15MLLQ, -   ,3,,,,
6379262,INVESTIGATIONAL DRUG NC  , -   ,3,,,,
6379263,CLEVIDIPINE 25MG/50ML INJ, -   ,3,,,,
6379264,CLEVIDIPINE 50MG/100ML   , -   ,3,,,,
6379265,BALSAM PER/CAST 60GM OINT, -   ,3,,,,
6379266,VIT B COMPLX W C TAB     , -   ,3,,,,
6379267,CLONIDINE 10MCG/1ML PEDPO, -   ,3,,,,
6379268,IG OCTAG 10% 20GM/2DLIVJG, -   ,3,,,,
6379270,FE CARBOX 750MG/15MLSDVJG, -   ,3,,,,
6379271,SULFASALAZIN EC 500MG TAB, -   ,3,,,,
6379272,SILODOSIN 8MG CAP        , -   ,3,,,,
6379273,SILODOSIN 4MG CAP        , -   ,3,,,,
6379274,VANCOMYCIN 7.5GM/150MLSUS, -   ,3,,,,
6379275,NTG 2.5MG/25ML INJ       , -   ,3,,,,
6379276,ALEMTUZ 12MG/1.2MLSDV  JG, -   ,3,,,,
6379277,LIOTHYRONINE 2.5MCG TAB  , -   ,3,,,,
6379278,DEXLANSOPRAZ ER 60MG CAP , -   ,3,,,,
6379279,EPOPROSTEN 1.5MG/50ML NEB, -   ,3,,,,
6379280,FENT/ROP 2MCG.125%250MLPB, -   ,3,,,,
6379281,ISOPROTER 40MCG/0.2ML SYR, -   ,3,,,,
6379283,NA PHOS 10MM/NS 100ML PMX, -   ,3,,,,
6379284,NA PHOS 15MM/NS 250ML PMX, -   ,3,,,,
6379285,LIDO/EPI 2%-1:100K 1.7ML , -   ,3,,,,
6379286,CEFTAZ/AVIB 2-0.5GM SDVJG, -   ,3,,,,
6379287,FEBUXOSTAT 80MG TAB      , -   ,3,,,,
6379288,EPOETIN 1000U ESRD SYRN  , -   ,3,,,,
6379289,K ACET 2MEQ/ML 20ML INJ  , 46.00 ,,,,,
6379290,NA ACET 20MEQ/10ML INJ   , -   ,3,,,,
6379291,LACTOBACILLUS 250MG CAP  , -   ,3,,,,
6379292,TINIDAZOLE 500MG TAB     , -   ,3,,,,
6379293,THYROID 65MG(1GR) TAB    , -   ,3,,,,
6379294,HEP B VACC 10MCG/1ML INJ , 418.00 ,,,,,
6379295,GADOBEN DIMEG /1ML-10MLVL, -   ,3,,,,
6379296,GADOBEN DIMEG /1ML 15MLVL, -   ,3,,,,
6379297,GADOBEN DIMEG /1ML-20MLVL, -   ,3,,,,
6379298,LEVOTHYROXINE 0.0375MG TB, -   ,3,,,,
6379299,COLCHICINE 0.6MG CAP     , -   ,3,,,,
6379300,PACLITAX /1MG-16.7ML MDV , -   ,3,,,,
6379301,PACLITAXEL /1MG-25ML MDV , -   ,3,,,,
6379302,PACLITAXEL /1MG-50ML MDV , -   ,3,,,,
6379303,CYSTEINE 2500MG/50ML INJ , -   ,3,,,,
6379304,IG OCTAG10% 5GM/50MLINJJG, -   ,3,,,,
6379305,IG PRIVIGEN 5GM/50ML IVJG, -   ,3,,,,
6379306,IG PRIVIG 20GM/200ML IVJG, -   ,3,,,,
6379307,CLOPIDOGREL 37.5MG TAB   , -   ,3,,,,
6379308,HEPARIN 50U/D10W 50ML IV , -   ,3,,,,
6379309,GRANISETRON 1MG/ML 1ML IN, -   ,3,,,,
6379310,NTG 12GM 0.4MG/SPRAY SL  , -   ,3,,,,
6379311,EDOXABAN 30MG TAB        , -   ,3,,,,
6379312,EDOXABAN 60MG TAB        , -   ,3,,,,
