Charge Code,Description,Dept,Revenue Code,Proc Code,Modifier 1,Modifier 2,Rate,Zero Charge Explanation
4502091,ALDOSTERONE ASSAY,LAB,307,82088,90,,169.70,
4500062,ALPHA 1 ANTITRUPSIN /Q,LAB,301,82103,90,,10.85,
4500149,ALPHA 1 ANTITRYPSIN PHENOTYPE /Q,LAB,301,82104,,,18.05,
4508802,AFP /Q,LAB,301,82105,90,,13.15,
4500740,AMINO ACID ANALYSIS/Q,LAB,301,82139,90,,196.70,
4508274,AMMONIA- BLOOD,LAB,301,82140,,,204.55,
4509119,AMMONIA /Q,LAB,301,82140,90,,13.55,
4508275,AMYLASE /Q,LAB,301,82150,90,,4.45,
4508276,AMYLASE,LAB,301,82150,,,177.65,
4502157,ASSAY OF ANDROSTENEDIONE,LAB,301,82157,,,100.40,
4502034,ANGIOTENSION CONV ENZY/Q,LAB,301,82164,90,,22.50,
4500099,APOLIPOPROTEIN A-1 / Q,LAB,301,82172,90,,5.90,
4500530,LIPO PROFILE TEST/Q,LAB,301,82172,90,,16.91,
4500115,ARSENIC /Q,LAB,301,82175,90,,23.65,
4500130,B-2 MICROGLOBULIN / Q,LAB,301,82232,90,,19.15,
4500320,BETA 2 MICROGLOBULIN / Q,LAB,301,82232,90,,19.15,
4500250,BILE ACID/Q,LAB,301,82239,90,,12.60,
4500055,TOTAL/DIRECT BILI FXNTD/Q,LAB,301,82247,90,,4.55,
4508300,BILIRUBIN TOTAL,LAB,301,82247,,,84.35,
4508302,BILIRUBIN- DIRECT,LAB,301,82248,,,86.55,
4018050,OCCULT BLOOD FECES,ED,301,82270,,,78.65,
4070006,OCCULT BLOOD FECES,CL,301,82270,,,78.65,
4508196,OCCULT BLOOD FECES,LAB,301,82272,,,37.20,
4508194,BLOOD OCCULT FECAL HGB IA QUAL 1-3 /Q,LAB,301,82274,90,,56.90,
4508199,BLOOD OCCULT FECAL HGB IA QUAL 1-3,LAB,301,82274,,,56.90,
4500010,CADMIUM ASSAY /Q,LAB,301,82300,90,,82.75,
4505001,VIT D 25-HYDROXY /Q,LAB,301,82306,90,,11.05,
4500441,ASSAY OF CALCITONIN /Q,LAB,301,82308,90,,91.85,
4508016,CALCIUM /Q,LAB,301,82310,90,,11.25,
4508304,CALCIUM- BLOOD,LAB,301,82310,,,65.21,
4505000,CALCIUM IONIZED /Q,LAB,301,82330,90,,9.05,
4500222,CALCIUM URINE QUANT TIMED SPECIMEN /Q,LAB,301,82340,,,4.31,
4508578,STONE ANALYSIS/Q,LAB,301,82355,90,,20.30,
4500180,CALCULUS INFRARED SPECTROSCOPY /Q,LAB,301,82365,90,,18.30,
4500281,CARBON DIOXIDE BLOOD ASSAY /Q,LAB,301,82374,90,,15.05,
4502210,CARBOXYHEMOGLOBIN/Q,LAB,301,82375,,,11.25,
4508328,CEA /Q,LAB,301,82378,90,,7.15,
4500159,CATECHOLAMINES / Q,LAB,301,82384,90,,30.35,
4500137,CERULOPLASMIN / Q,LAB,301,82390,90,,11.25,
4500283,CHEMILUMINESCENT ASSAY /Q,LAB,301,82397,90,,43.60,
4500282,"CHLORIDE, BLOOD /Q",LAB,301,82435,90,,14.20,
4500280,"CHLORIDE,URINE/Q",LAB,301,82436,90,,6.85,
4508338,CHOLESTEROL- TOTAL,LAB,301,82465,,,44.95,
4500830,"CHROMIUM,PLASMA / Q",LAB,301,82495,90,,37.20,
4503090,CITRATE URINE,LAB,307,82507,,,11.25,
4500600,COLLAGEN CROSSLINKS NTX/Q,LAB,301,82523,90,,17.05,
4500147,COPPER SERUM / Q,LAB,301,82525,90,,41.60,
4500065,CORTISOL 24 URINE /Q,LAB,301,82530,90,,25.95,
4508346,CORTISOL TOTAL /Q,LAB,301,82533,90,,9.90,
4500053,COL CHROMOTOGRAPHY QUAL/QUAN,LAB,301,82542,90,,64.60,
4508351,CPK /Q,LAB,301,82550,90,,3.50,
4508352,CPK,LAB,301,82550,,,143.95,
4508347,CPK ISOENZYMES /Q,LAB,301,82552,90,,7.05,
4508348,CPK ISOENZYMES,LAB,301,82552,,,153.95,
4508353,CKMB - CREATINE KINASE MB FRACTION,LAB,301,82553,,,120.25,
4508354,CREATININE,LAB,301,82565,,,94.40,
4508356,CREATININE/ URINE /Q,LAB,301,82570,,,2.85,
4508357,CREATININE URINE,LAB,301,82570,,,17.75,
4509108,CREATININE CLEARANCE 24/Q,LAB,301,82575,90,,5.70,
4500227,ASSAY OF CRYOFIBRINOGEN /Q,LAB,301,82585,,,5.70,
4500228,ASSAY OF CRYOGLOBULIN SEMI QUANT /Q,LAB,301,82595,,,4.55,
4500232,CRYOGLOBULIN QUAL SEMI-QUANT /Q,LAB,301,82595,,,7.70,
4501006,VITAMIN B12 /Q,LAB,300,82607,90,,4.35,
4508290,VITAMIN B12,LAB,301,82607,90,,37.20,
4508190,CYSTATIN C,LAB,301,82610,90,,17.15,
4502031,DHEA /Q,LAB,301,82626,90,,37.20,
4508633,DHEA SULFATE /Q,LAB,301,82627,90,,38.25,
4500092,VITAMIN D 1 25-DIHYDROXY,LAB,301,82652,90,,21.55,
4500219,ELASTASE PANCREATIC FECAL QUAL /Q,LAB,301,82656,,,50.95,
4500079,ERYTHROPOIETIN /Q,LAB,301,82668,90,,20.80,
4508163,ESTRADIOL (E2) /Q,LAB,301,82670,90,,34.85,
4508380,ESTROGEN TOT /Q,LAB,301,82672,90,,22.50,
4500162,ESTRONE / Q,LAB,301,82679,,,31.50,
4500138,FECAL FAT / Q,LAB,301,82705,90,,6.85,
4508394,FERRITIN /Q,LAB,301,82728,90,,6.20,
4508398,FOLIC ACID /Q,LAB,301,82746,90,,6.85,
4500042,FOLATES RBC /Q,LAB,301,82747,90,,22.50,
4500143,FOLIC ACID RBC,LAB,301,82747,,,143.25,
4500110,IGA /Q,LAB,301,82784,90,,5.45,
4500111,IGG /Q,LAB,301,82784,90,,5.45,
4500112,IGM /Q,LAB,301,82784,90,,5.45,
4502785,IGE /Q,LAB,301,82785,90,,13.55,
4508836,GASES-PH PCO2 PO2 & SAT,LAB,301,82803,,,657.30,
4500139,GASTRIN / Q,LAB,301,82941,90,,20.30,
4502120,"GLUCOSE,SYNOVIAL FLUID/Q",LAB,301,82945,90,,10.20,
4508414,GLUCOSE QUANT,LAB,301,82947,,,61.85,
4010018,GLUCOSE BY REAGENT STRIP,ED,301,82948,,,24.80,
4070127,GLUCOSE BY REAGENT STRIP,CL,301,82948,,,24.80,
4508931,GLUCOSE POST GLUCOSE DOSE,LAB,301,82950,,,65.21,
4508418,GLUCOSE TOL 3 SPECIMENS,LAB,301,82951,,,235.95,
4500249,GLUCOSE TOLERANCE EA ADDL AFTER 3 SPECIM,LAB,301,82952,,,17.45,
4502955,Assay of g6pd enzyme,LAB,301,82955,,,34.75,
4509105,GGT /Q,LAB,301,82977,90,,3.05,
4502985,ASSAY OF GLYCATED PROTEIN,LAB,301,82985,90,,46.52,
4508400,FSH /Q,LAB,301,83001,90,,10.20,
4508492,LUTEINIZING HORMONE(LH)/Q,LAB,301,83002,90,,10.20,
4500037,HAPTOGLOBIN /Q,LAB,301,83010,90,,15.85,
4500220,H PYLORI BREATH ANAL UREASE /Q,LAB,301,83013,,,83.70,
4500840,"COBALT,BLOOD / Q",LAB,301,83018,90,,33.71,
4503021,HEMOGLOBIN CHROMOTOGRAPHY,LAB,301,83021,,,55.75,
4500012,HGB A1C,LAB,301,83036,,,176.40,
4500123,A1C / Q,LAB,301,83036,90,,5.50,
4503088,ASSAY OF HISTAMINE,LAB,301,83088,,,92.00,
4508814,HOMOCYSTINE TOTAL /Q,LAB,301,83090,90,,8.51,
4500146,5 HIAA URINE / Q,LAB,301,83497,90,,18.10,
4500032,GLIADIN AB IgG IgA 2nd test  /Q,LAB,301,83516,90,91,69.20,
4500036,GLIADIN AB IgG IgA /Q,LAB,301,83516,90,,69.20,
4500039,CELIAC DIAGNOSTIC PNL/Q,LAB,301,83516,90,,69.20,
4500060,TISSUE TRANSGLUTAM ABS/Q,LAB,302,83516,90,,69.20,
4500151,IGFBP3 / Q,LAB,301,83519,90,,15.85,
4502250,TBII/Q,LAB,301,83519,90,,78.15,
4500059,AMH / Q,LAB,301,83520,90,,25.45,
4508463,INSULIN /Q,LAB,301,83525,90,,13.55,
4508452,IRON TOTAL /Q,LAB,301,83540,,,4.45,
4508458,IRON TOTAL/IRON BIND /Q,LAB,301,83550,90,,6.85,
4502240,LACTIC ACID/LACTATE,LAB,301,83605,,,196.70,
4500026,LDH /Q,LAB,301,83615,90,,22.50,
4508191,ASSAY OF LDH ENZYMES,LAB,301,83625,90,,10.10,
4508715,LEAD BLOOD /Q,LAB,301,83655,90,,6.41,
40100011,LIPASE /Q,LAB,301,83690,90,,3.60,
4500014,LIPASE,LAB,301,83690,,,127.15,
4500132,ASSAOF LIPOPROTEIN (A0,LAB,301,83695,90,,16.30,
4501052,ASSAY LIPOPROTEIN PLA2 /Q,LAB,301,83698,90,,116.40,
4500089,VAP IM CHOLESTEROL / Q,LAB,301,83701,90,,55.15,
4503704,"CARDIO IQ (TM) LIPO, ION",LAB,300,83704,90,,51.15,
4503718,CARDIO IQ (TM) HDL CHOL,LAB,300,83718,,,50.65,
4500020,LDL DIRECT,LAB,301,83721,,,170.85,
4500015,MAGNESIUM,LAB,301,83735,,,121.40,
4500128,MAGNESIUM RBC / Q,LAB,301,83735,90,,4.55,
4503080,MAGNESIUM URINE,LAB,307,83735,,,11.25,
4503789,MASS SPECTROMETRY QUAL/QUAN,LAB,301,83789,,,62.00,
4500061,MERCURY / Q,LAB,301,83825,90,,25.95,
4508852,METANEPHRINES TOTAL / Q,LAB,301,83835,90,,309.05,
4503872,"Mucin, synovial fluid (Ropes test)",LAB,301,83872,,,21.00,
4508790,MYELIN BASIC PROTEIN CSF ANALYSIS /Q,LAB,301,83873,,,16.40,
4500440,NT-PRO BNP,LAB,301,83880,,,623.60,
4500160,KAPPA LAMBDA LIT CHN / Q,LAB,301,83883,90,,16.91,
4508791,OLIGOCLONAL IMMUNE BANDS /Q,LAB,301,83916,,,16.40,
4500030,METHYLMALONIC ACID /Q,LAB,301,83921,90,,52.85,
4508504,OSMOLALITY(SERUM) /Q,LAB,301,83930,90,,7.90,
4508505,OSMOLALITY (URINE) /Q,LAB,301,83935,90,,7.90,
4503070,OXALATE URINE,LAB,307,83945,,,11.25,
4500049,PTH BIOINTACT /Q,LAB,301,83970,90,,56.20,
4508718,PTH /Q,LAB,301,83970,90,,15.35,
4503071,ASSAY PH BODY FLUID NOS /Q,LAB,301,83986,90,,12.27,
4500224,ASSAY OF CALPROTECTIN FECAL /Q,LAB,301,83993,,,60.10,
4500031,ALK PHOS ISOENZYMES / Q +,LAB,301,84075,90,,20.30,
4508512,PHOSPHATASE ALKALINE,LAB,301,84075,,,79.80,
4501009,PHOSPHORUS/PHOSPHATE /Q,LAB,300,84100,90,,3.40,
4508514,PHOSPHATE INORGANIC,LAB,301,84100,,,88.85,
4504105,Phosphorus Urine,LAB,301,84105,90,,15.98,
4502033,"PORPHOBILINOGEN ASSAY, RANDOM /Q",LAB,301,84110,90,,30.20,
4502037,"URINE PORPHYRINS, FRACT, /Q",LAB,301,84120,90,,52.61,
4508530,POTASSIUM,LAB,301,84132,,,88.85,
4500085,POTASSIUM 24 URINE / Q,LAB,301,84133,90,,5.70,
4500270,"POTASSIUM,URINE/Q",LAB,301,84133,90,,9.05,
4500730,PREALBUMIN/Q,LAB,301,84134,90,,90.75,
4500225,ASSAY OF PREGNENOLONE /Q,LAB,301,84140,,,25.75,
4504143,17-hydroxypregnenolone (hormone) level,LAB,301,84143,,,78.20,
4508536,PROGESTERONE /Q,LAB,301,84144,90,,18.10,
4508537,PROCALCITONIN (PCT) /Q,LAB,301,84145,90,,82.70,
4508538,PROLACTIN /Q,LAB,301,84146,90,,4.55,
4504150,ASSAY OF PROSTAGLNDIN EACH,LAB,301,84150,,,105.00,
4500008,PSA TOTAL,LAB,301,84153,,,219.15,
4501008,TOTAL PSA /Q,LAB,300,84153,90,,5.70,
4508806,PSA FREE RATIO /Q,LAB,301,84154,90,,17.45,
4502012,ASSAY OF PROTEIN SERUM INHOUSE,LAB,301,84155,,,14.10,
4508540,PROTEIN TOTAL/ SERUM /Q,LAB,301,84155,90,,2.35,
4500025,PROTEIN/CREAT RATIO /Q,LAB,301,84156,90,,1.70,
4508602,PROTEIN TOTAL 24HR URIN Q,LAB,301,84156,90,,39.40,
4502110,"PROTEIN,SYNOVIAL FLUID/Q",LAB,301,84157,90,,3.50,
4508546,PROTEIN ELECTRO SERUM /Q,LAB,301,84165,90,,6.65,
4508792,PROTEIN E-PHORESIS/URINE/CSF /Q,LAB,301,84166,,,14.81,
4504181,Western Blot Test,LAB,301,84181,90,,52.60,
4500091,VITAMIN B6 / Q,LAB,301,84207,90,,67.45,
4500084,RENIN Q,LAB,301,84244,90,,153.95,
4504255,ASSAY OF SELENIUM,LAB,301,84255,,,88.00,
4500047,SHBG /Q,LAB,301,84270,90,,14.70,
4500490,SODIUM SERUM,LAB,301,84295,,,83.20,
4500048,SODIUM 24 URINE /Q,LAB,301,84300,90,,3.50,
4500152,IGF1 / Q,LAB,301,84305,90,,77.60,
4500153,SUGARS SINGLE QUAL /Q,LAB,301,84376,90,,18.85,
4504392,"Sulfate, urine",LAB,301,84392,90,,14.65,
4509120,TESTOSTERONE FREE /Q,LAB,301,84402,90,,25.95,
4508590,"Testosterone, Total, Males (adult), Q",LAB,301,84403,90,,7.90,
4508591,"Testosterone, Total, LC/MS/MS Q",LAB,301,84403,90,,8.85,
4500094,VIT B1 THIAMINE / Q,LAB,301,84425,90,,24.80,
4500420,THYROGLOBULIN W/O TGAB/Q,LAB,302,84432,,,13.05,
4508584,T4 /Q,LAB,301,84436,90,,4.00,
4500019,"T4, FREE",LAB,301,84439,,,176.40,
4500165,T4 FREE BY DIALYSIS / Q,LAB,301,84439,90,,7.90,
4502050,THYROXINE FREE/Q,LAB,302,84439,,,3.50,
4500009,TSH,LAB,301,84443,,,309.05,
4501000,TSH /Q,LAB,301,84443,90,,5.70,
4501010,THYROID STIMUL IMM / Q,LAB,301,84445,90,,39.40,
4508566,SGOT,LAB,301,84450,,,38.25,
4508568,SGPT,LAB,301,84460,,,42.75,
4500167,TRANSFERRIN / Q,LAB,301,84466,90,,11.80,
4508610,TRIGLYCERIDES,LAB,301,84478,,,59.65,
4509146,T3 UPTAKE /Q,LAB,301,84479,90,,3.90,
4508470,T3 BY RIA /Q,LAB,301,84480,90,,24.70,
4508401,T3 FREE / Q,LAB,301,84481,90,,14.70,
4500141,T3 REVERSE / Q,LAB,301,84482,90,,24.80,
4500016,TROPONIN QUANTITATIVE,LAB,301,84484,,,350.60,
4508622,UREA NITROGEN (BUN) QUANT,LAB,301,84520,,,79.80,
4500097,"ASSAY OF URINE, UREA NIT /Q",LAB,301,84540,90,,3.80,
4509106,URIC ACID /Q,LAB,301,84550,90,,2.35,
4500095,URIC ACID 24 URINE / Q,LAB,301,84560,90,,3.50,
4508638,VMA /Q,LAB,301,84585,90,,19.15,
4502014,ASSAY OF VASOPRESSIN /Q,LAB,301,84588,90,,19.15,
4500090,VITAMIN A / Q,LAB,301,84590,90,,44.95,
4504591,"Vitamin, not otherwise specified / Q",LAB,301,84591,90,,42.65,
4504597,Vitamin K level / Q,LAB,301,84597,90,,42.35,
4500105,ZINC /Q,LAB,301,84630,90,,10.40,
4508464,C PEPTIDE/ Q,LAB,301,84681,90,,16.91,
4508438,"HCG, QUANTITATIVE",LAB,301,84702,,,52.00,
4508722,PREGNANCY TEST SERUM QUAL,LAB,925,84703,,,138.30,
4508038,CBC W/MANUAL DIFF,LAB,305,85007,,,115.85,
4508050,HEMATOCRIT,LAB,305,85014,,,66.40,
4070128,HEMOGLOBIN,CL,305,85018,,,38.25,
4508056,HEMOGLOBIN,LAB,305,85018,,,75.30,
4508030,CBC W/AUTO DIFF,LAB,305,85025,,,163.00,
4508058,CBC W/O DIFFERENTIAL,LAB,305,85027,,,129.35,
4502260,RETICULOCYTE COUNT,LAB,301,85045,,,184.30,
4508102,RETICULOCYTE/ Q,LAB,305,85045,90,,2.95,
4508082,PLATELET CT SEPARATE PROC,LAB,305,85049,,,195.55,
4508029,BLOOD SMEAR INTERPRETATION,LAB,305,85060,,,5.70,
4505240,CLOTTING FACTOR VIII AHG 1 STAGE,LAB,305,85240,,,61.40,
4500108,Clotting factor VIII (VW factor) measure,LAB,305,85245,,,78.65,
4505246,Clotting factor VIII (VW factor) antigen,LAB,305,85246,,,78.65,
4505247,Clotting factor VIII (von Willebrand fac,LAB,305,85247,,,78.65,
4505260,Blood Clotting; factor X,LAB,305,85260,,,64.25,
4500068,ANTITHROMBIN III PAN,LAB,305,85300,90,,14.50,
4508195,ANTITHROMBIN III ANTIGEN,LAB,305,85301,90,,13.25,
4508180,PROTEIN C INHIBIT,LAB,305,85303,90,,19.25,
4508197,PROTEIN S CLOT INHIBIT,LAB,305,85306,90,,21.35,
4505362,FIBRIN DEGRADATION PRODUCTS,LAB,305,85362,,,22.00,
4502330,D DIMER,LAB,305,85379,,,306.85,
4500098,FIBRIROGEN / Q,LAB,305,85385,90,,6.85,
4500003,LEUKOCYTE ALK PHOS / Q,LAB,305,85540,90,,82.15,
4508091,PROTIME W/INR /Q,LAB,305,85610,90,,3.90,
4508092,PROTHROMBIN TIME,LAB,305,85610,,,172.00,
4500074,LUPUS ANTICOAG EVAL /Q,LAB,305,85613,90,,5.60,
4508042,ESR,LAB,305,85652,,,73.10,
4505660,RBC SICKLE CELL TEST,LAB,305,85660,90,,17.00,
4508076,P.T.T,LAB,305,85730,,,195.55,
4502340,"VISCOSITY,SERUM/Q",LAB,301,85810,,,36.05,
4506001,ALLERGEN SPECIFIC IGG QUAN/SEMIQUAN EA,LAB,302,86001,,,18.90,
4502023,"ALLERGEN IGE, EA ALLERGEN",LAB,302,86003,,,6.55,
4501030,ANCA SCREEN / Q,LAB,301,86021,90,,13.55,
4508364,ANA LYZER/ Q,LAB,302,86038,90,,44.95,
4508680,ANTINUCLEAR ANTIBODY/ Q,LAB,302,86038,90,,37.30,
4508681,ANA TITER /Q,LAB,302,86039,90,,38.28,
4508913,ASO TITER/ Q,LAB,302,86060,90,,6.41,
4506078,Investigation of transfusion reaction,BB,390,86078,,,515.80,
4502013,C-REACTIVE PROTEIN INHOUSE,LAB,302,86140,,,19.85,
4508589,C REACTIVE PROTEIN/ Q,LAB,302,86140,90,,6.85,
4500021,HS-CRP / Q,LAB,302,86141,90,,6.85,
4501051,C-REACTIVE PROTEIN HS /Q,LAB,302,86141,90,,44.40,
4502300,CRP-HS,LAB,301,86141,,,238.25,
4500163,B-2 GLYCOPROTEIN / Q,LAB,302,86146,,,12.50,
4500076,CARDIOLIPIN AB SCREEN /Q,LAB,302,86147,90,,12.50,
4500164,PHOSPHOLIPID ANTIBODY,LAB,302,86148,90,,12.50,
4500043,COMPLEMENT C3C / Q,LAB,302,86160,90,,8.65,
4500045,COMPLEMENT C4 / Q,LAB,302,86160,90,,8.65,
4500044,COMPLEMENT CH50 / Q,LAB,302,86162,90,,8.85,
4500122,CP AB / Q,LAB,302,86200,90,,15.85,
4500050,ANTI-DNA / Q,LAB,302,86225,90,,14.70,
4508176,DNA ANTIBODY SINGLE STRAND /Q,LAB,302,86226,90,,37.35,
4500022,NUCLEAR ANTIGEN ANTIBODY /Q,LAB,302,86235,90,,55.35,
4502130,SJOGREN'S ANTIBODY-SS-A/Q,LAB,301,86235,90,,55.35,
4502131,SM ANTIBODY NUCLEAR ANTIGEN /Q,LAB,301,86235,90,,55.35,
4506255,FLUORESCENT ANTIBODY SCREEN,LAB,302,86255,,,58.65,
4508809,EHRLICA CANIS AB / Q,LAB,302,86256,90,,38.25,
4500720,CA 15-3/Q,LAB,301,86300,90,,17.35,
4508305,CA 27.29 (BR27.29) / Q,LAB,302,86300,90,,11.90,
4500046,CA19-9 / Q,LAB,302,86301,90,,17.05,
4508652,CA 125/ Q,LAB,302,86304,90,,9.05,
4500213,HUMAN EPIDIDYMIS PROTEIN 4 HE4 /Q,LAB,302,86305,,,9.05,
4508716,MONONUCLEOSIS TEST,LAB,302,86308,,,95.65,
4500096,CHROMOGRANIN A / Q,LAB,302,86316,90,,16.91,
4508157,Streptococcus Pneumoniae IgG Ab/ Q,LAB,302,86317,90,,118.05,
4508184,HERPES CULTURE / Q,LAB,302,86317,90,,49.55,
4508723,H.  PYLORI AB / Q,LAB,302,86317,90,,46.55,
4508096,IMMUNFIX ELEC SERUM / Q,LAB,302,86320,90,,21.45,
4508095,IMMUNODIFFUSION NES /Q,LAB,302,86329,90,,43.35,
4506334,Immunofixation electrophoresis; serum,LAB,302,86334,,,79.91,
4508097,IMMUNOFIXATN ELEC URIN /Q,LAB,302,86335,90,,63.00,
4503110,INTRINSIC FACTOR,LAB,301,86340,,,27.00,
4500230,ISLET CELL ANTIBODY /Q,LAB,302,86341,90,,20.80,
4506357,NK Cells Total Count,LAB,302,86357,,,134.95,
4508977,T LYMPHOCYTE CD4 / Q,LAB,302,86361,90,,27.00,
4509111,THYROID PEROXIDASE AB / Q,LAB,302,86376,90,,16.91,
4506382,Neutralization test viral,LAB,302,86382,,,60.50,
4508738,RHEUMATOID FACTOR / Q,LAB,302,86431,90,,3.50,
4503130,QUANTIFERON GOLD/Q,LAB,301,86480,,,61.85,
4078218,SKIN TEST TUBERCULOSIS,CL,302,86580,,,49.55,
4508218,SKIN TEST TUBERCULOSIS,LAB,302,86580,,,49.55,
4508748,RPR / Q,LAB,302,86592,90,,2.35,
4501234,Bartonella Henselea/ Q,LAB,302,86611,,,23.45,
4508712,LYME DISEAS ANTIBDY IGM/Q,LAB,302,86617,90,,10.75,
4508711,LYME DISEASE ANTIBODY / Q,LAB,302,86618,90,,36.05,
4506628,Antibody; Candida,LAB,302,86628,,,43.30,
4500233,CHLAMYDIA ANTIBODY /Q,LAB,302,86631,,,6.00,
4500234,CHLAMYDIA IGM ANTIBODY /Q,LAB,302,86632,,,12.10,
4506638,ANTIBODY COXIELLA BURNETII Q FEVER,LAB,302,86638,,,38.00,
4500204,AB CYTOMEGALOVIRUS /Q,LAB,302,86644,,,8.85,
4500205,AB CYTOMEGALOVIRUS IGM /Q,LAB,302,86645,,,12.40,
4503120,COXSACKIE AB/Q,LAB,301,86658,,,42.75,
4500201,AB EPSTEIN BARR NUCLEAR AG /Q,LAB,302,86664,,,10.85,
4500202,AB EPSTEIN-BARR VIRAL CAPSID /Q,LAB,302,86665,,,10.85,
4500520,EHRLICHIA ABS / Q,LAB,302,86666,90,,54.60,
4502320,ANIBODY FUNGUS/Q,LAB,301,86671,,,43.85,
4506674,GIARDIA LAMBLIA ANTIBODY,LAB,306,86674,,,50.00,
4500058,H PLORI IGA AAB,LAB,301,86677,90,,14.81,
4500206,AB HEP DELTA AGENT /Q,LAB,302,86692,,,15.85,
4500231,HEP DELTA AGENT ANTIBODY /Q,LAB,302,86692,,,21.35,
4500093,HERPES SIMPLEX NES ANTBDY /Q,LAB,302,86694,,,34.05,
4500086,HSV I IGG / Q,LAB,302,86695,90,,28.15,
4500710,HSV 1/2 IGG / Q,LAB,302,86695,90,,77.60,
4500087,HSV II IGG / Q,LAB,302,86696,90,,28.15,
4508703,HIV 1\2 AB SCREEN  / Q,LAB,302,86703,90,,9.05,
4501060,HEP B CORE TOTAL/HBC IG/Q,LAB,301,86704,90,,8.75,
4508008,HEP B CORE ANTI IGM / Q,LAB,302,86705,90,,14.70,
4508009,HEP B SURFACE ANTIB / Q,LAB,302,86706,90,,5.45,
4500207,HEPATITIS BE ANTIBODY /Q,LAB,302,86707,,,9.05,
4502035,"HEPATITIS A, TOTAL / Q",LAB,302,86708,90,,11.25,
4508634,HEPATITIS A ANTIB IGM / Q,LAB,302,86709,90,,4.55,
4500027,LEISHMANIA AB /Q,LAB,302,86717,90,,43.80,
4500148,MUMPS / Q,LAB,302,86735,90,,14.70,
4500102,MYCOPLASMA PNEUMONIAE /Q,LAB,302,86738,90,,27.00,
4506753,IgG ANTIBODY NOS /Q,LAB,302,86753,90,,44.35,
4506757,RICKETTSIA ANTIBODY,LAB,302,86757,,,60.00,
4508734,RUBELLA / Q,LAB,302,86762,90,,3.50,
4502011,RUBEOLOA TITER / Q,LAB,302,86765,90,,48.41,
4508480,Tetanus Antitoxid / Q,LAB,302,86774,90,,18.40,
4506777,TOXOPLASMA ANTIBODY,LAB,302,86777,,,51.55,
4506778,TOXOPLASMA ANTIBODY IGM,LAB,302,86778,,,51.55,
4508479,VARICELLA ZOSTER IGG / Q,LAB,302,86787,90,,11.25,
4500226,AB VIRUS NOT ELSEWHERE CLASSIFIED /Q,LAB,302,86790,,,16.10,
4508801,THYROGLOBULIN AB / Q,LAB,302,86800,90,,13.55,
4508011,HEPATITIS C ANTIBODY / Q,LAB,302,86803,90,,12.40,
4508155,HEPATITIS C BY RIBA / Q,LAB,302,86804,90,,84.35,
4508704,HLA B27 / Q,LAB,302,86812,90,,33.71,
4508672,ANTIBODY DETECTION/Q,BB,302,86850,90,,286.55,
4508803,DIRECT ANTIGLOBULIN TEST /Q,LAB,300,86880,90,,4.55,
4508651,ABO BLOOD TYPE,BB,302,86900,,,75.30,
4508650,RH FACTOR,BB,302,86901,,,115.85,
4508747,"ANTIGEN SCREENING OF DONOR BLOOD, RH (D)",BB,302,86902,,,93.35,
4508746,"ANTIGEN SCREENING OF PATIENT BLOOD, ABO",BB,302,86904,,,93.35,
4508692,CROSS MATCH EACH UNIT,LAB,302,86920,,,483.11,
4505003,CRYPTOSPORIDIUM OR INFECTIOUS AGENT  / Q,LAB,306,87015,90,,3.50,
4508160,"CULTURE, BLOOD / Q",LAB,306,87040,90,,11.25,
4509142,CULTURE STOOL / Q,LAB,306,87045,90,,9.90,
4500215,STOOL CULTR AEROBIC BACT EACH /Q,LAB,306,87046,,,4.20,
4509118,CULTURE AEROBIC / Q,LAB,306,87070,90,,11.25,
4509143,CULTURE THROAT / Q,LAB,306,87070,90,,4.55,
4500114,CULTURE BACT ANAEROBIC EXCEPT BLOOD /Q,LAB,306,87075,,,19.65,
4500005,ORGANISM ID ANAEROBIC EACH / Q,LAB,306,87076,90,,29.10,
4500001,ORGANISM ID AEROBIC EACH / Q,LAB,306,87077,90,,29.10,
4500460,CULTURE SCREEN / Q,LAB,306,87081,90,,5.70,
4508231,CULTURE URINE / Q,LAB,306,87086,90,,8.65,
4500029,URINE BACTERIA CULTURE /Q,LAB,306,87088,90,,29.15,
4500190,"SKIN FUNGI CULT MOLD, YEAST /Q",LAB,306,87101,90,,11.25,
4508175,CULTURE-FUNGUS / Q,LAB,306,87102,90,,10.30,
4500038,FUNGI IDENT MOLD /Q,LAB,306,87107,90,,99.55,
4500208,CHLAMYDIA CULTURE ANY SOURCE /Q,LAB,306,87110,,,11.25,
4500183,MICOBACTERIA CULTURE ACID FAST /Q,LAB,306,87116,90,,3.50,
4500209,CULT TYPE IMMUNOFLUORESC EA ANTISERUM /Q,LAB,306,87140,,,5.70,
4500170,CULTURE TYPING GLC/HPLC /Q,LAB,306,87143,90,,42.95,
4500004,CULTURE TYPE IMMUN NOT FLUORES /Q,LAB,306,87147,90,,18.65,
4507169,MACROSCOPIC EXAM PARASITE,LAB,306,87169,,,15.45,
4507172,Pinworm exam,LAB,306,87172,,,15.45,
4508198,OVA & PARASITES / Q,LAB,306,87177,90,,3.40,
4500171,MICROBE SUSCEPTIBLE DIFFUSE /Q,LAB,306,87181,90,,16.28,
4500172,MICROBE SUSCEPTIBLE DISK /Q,LAB,306,87184,90,,23.65,
4500028,MICROBE SUSCEPTIBLE ENZYME /Q,LAB,306,87185,90,,17.10,
