NANTUCKET COTTAGE HOSPITAL STANDARD CHARGES,,
Charges Effective: Oct-2018 (subject to change),,
* I.C. charges - prices vary based on individual consideration,,
Charge Code,Description,Charge
46000021,HC BRNCSPSM PROVOCATION EVAL MLT SPMTRY W/ADMN AGT,$863.00
46000020,HC BRNCDILAT RSPSE SPMTRY PRE&POST-BRNCDILAT ADMN,$896.00
46000014,HC SPMTRY W/VC EXPIRATORY FLO W/WO MXML VOL VNTJ,$496.00
46000009,HC MANJ CHEST WALL FACILITATE LUNG FUNCTION SUBSQ,$285.00
46000008,HC MANJ CH WALL FACILITATE LNG FUNCJ 1 DEMO&/EVAL,$312.00
46000007,HC DEMO&/EVAL OF PT UTILIZ AERSL GEN/NEB/INHLR/IP,$236.00
46000005,HC CPAP VENTILATION CPAP INITIATION&MGMT,$452.00
46000001,HC PRESSURIZED/NONPRESSURIZED INHALATION TREATMENT,$218.00
45000030,HC CLTX METACARPOPHALANGEAL DISLC W/MANJ W/ANES,"$1,272.00"
45000007,HC CRITICAL CARE; EA ADD 30 MINUTES,$341.00
45000006,HC CRITICAL CARE ILL/INJURED PATIENT INIT 30-74 MIN,"$1,237.00"
45000005,HC EMERGENCY DEPT VISIT HIGH SEVERITY&THREAT FUNCJ,$787.00
45000004,HC ER VISIT LEVEL 4,$787.00
45000003,HC ER VISIT LEVEL 3,$421.00
45000002,HC ER VISIT LEVEL 2,$301.00
45000001,HC EMERGENCY DEPARTMENT VISIT LIMITED/MINOR PROB,$229.00
44000092,HC DEVELOPMENTAL SCREEN W/SCORING & DOC STD INSTRM (ST),$56.00
44000087,"HC STANDARDIZED COGNITIVE PRFORMANCE TESTIING, PER HR (GN)",$381.00
44000061,HC BEHAVRAL QUALIT ANALYS VOICE,"$1,681.00"
44000060,HC SPEECH SOUND LANG COMPREHEN,$827.00
44000059,HC EVALUATE SPEECH PRODUCTION,$362.00
44000058,HC EVALUATION OF SPEECH FLUENCY,$490.00
44000044,HC MOTOR SPEECH GOAL STATUS,$0.01
44000039,HC VOICE GOAL STATUS,$0.01
44000038,HC VOICE CURRENT STATUS,$0.01
44000037,HC MEMORY D/C STATUS,$0.01
44000036,HC MEMORY GOAL STATUS,$0.01
44000035,HC MEMORY CURRENT STATUS,$0.01
44000024,HC MOTOR SPEECH CURRENT STATUS,$0.01
44000023,HC SWALLOW D/C STATUS,$0.01
44000022,HC SWALLOW GOAL STATUS,$0.01
44000021,HC SWALLOW CURRENT STATUS,$0.01
44000020,HC ASSESSMENT PHASIA W/INTERP & REPORT PER HOUR,$356.00
44000012,HC MOTION FLUOR EVAL SWLNG FUNCJ C/V REC,$424.00
44000011,HC EVAL ORAL&PHARYNGEAL SWLNG FUNCJ,$356.00
44000010,HC THER SP-GENRATJ DEV PRGRMG&MODIFICAJ,$513.00
44000006,HC TX SPEECH LANGUAGE VOICE COMMJ AUDITRY 2/>INDIV,$327.00
44000005,HC TX SPEECH LANG VOICE COMMJ &/AUDITORY PROC IND,$621.00
44000001,HC TX SWALLOWING DYSFUNCTION&/ORAL FUNCJ FEEDING,$232.00
43000118,HC DEVELOPMENTAL SCREEN W/SCORING & DOC STD INSTRM (OT),$56.00
43000116,HC PROSTHETICS TRAINING INITIAL ENCTR EA 15 MINS,$140.00
43000115,HC ORTHOTICS MGMT & TRAINJ INITIAL ENCTR EA 15 MINS,$154.00
43000114,HC ORTHOTICS/PROSTH MGMT &/TRAINJ SBSQ ENCTR 15 MIN,$227.00
43000112,HC OCCUPATIONAL THER RE-EVAL EST PLAN CARE 30 MINS,$323.00
43000110,"HC OCCUPATIONAL THERAPY EVALUATION, HIGH COMPLEXITY",$323.00
43000109,"HC OCCUPATIONAL THERAPY EVALUATION, MODERATE COMPLEXITY",$323.00
43000108,"HC OCCUPATIONAL THERAPY EVALUATION, LOW COMPLEXITY",$323.00
43000106,HC BIOFEEDBACK,$629.00
43000079,"HC 97014 E-STIM, UNATTENDED",$106.00
43000076,HC SUB PT/OT D/C STATUS,$0.01
43000075,HC SUB PT/OT GOAL STATUS,$0.01
43000074,HC SUB PT/OT CURRENT STATUS,$0.01
43000073,HC OTHER PT/OT D/C STATUS,$0.01
43000072,HC OTHER PT/OT GOAL STATUS,$0.01
43000071,HC OTHER PT/OT CURRENT STATUS,$0.01
43000070,HC SELF CARE D/C STATUS,$0.01
43000069,HC SELF CARE GOAL STATUS,$0.01
43000068,HC SELF CARE CURRENT STATUS,$0.01
43000067,HC CARRY D/C STATUS,$0.01
43000066,HC CARRY GOAL STATUS,$0.01
43000065,HC CARRY CURRENT STATUS,$0.01
43000064,HC BODY POS D/C STATUS,$0.01
43000063,HC BODY POS GOAL STATUS,$0.01
43000062,HC BODY POS CURRENT STATUS,$0.01
43000061,HC MOBILITY D/C STATUS,$0.01
43000060,HC MOBILITY GOAL STATUS,$0.01
43000059,HC MOBILITY CURRENT STATUS,$0.01
43000046,HC ORTHOTIC MGMT&TRAINJ UXTR LXTR&/TRNK EA 15,$154.00
43000036,HC WHEELCHAIR MGMT EA 15 MIN,$165.00
43000035,HC COMMUNITY/WORK REINTEGRATION TRAINJ EA 15 MIN,$161.00
43000034,HC SELF-CARE/HOME MGMT TRAINING EACH 15 MINUTES,$220.00
43000031,HC THERAPEUT ACTVITY DIRECT PT CONTACT EACH 15 MIN,$154.00
43000030,HC THERAPEUTIC PROCEDURES GROUP 2/> INDIVIDUALS,$118.00
43000029,HC MANUAL THERAPY TQS 1/> REGIONS EACH 15 MINUTES,$121.00
43000024,HC THER PX 1/> AREAS EACH 15 MIN NEUROMUSC REEDUCA,$154.00
43000023,HC THERAPEUTIC PX 1/> AREAS EACH 15 MIN EXERCISES,$130.00
43000020,HC APPL MODALITY 1/> AREAS ULTRASOUND EA 15 MIN,$132.00
43000018,HC APPL MODALITY 1/> AREAS IONTOPHORESIS EA 15 MIN,$154.00
43000017,HC APPL MODALITY 1/> AREAS ELEC STIMJ EA 15 MIN,$132.00
43000013,HC APPLICATION MODALITY 1/> AREAS WHIRLPOOL,$80.00
43000012,HC APPL MODALITY 1/> AREAS PARAFFIN BATH,$100.00
43000010,HC APPL MODALITY 1/> AREAS TRACTION MECHANICAL,$132.00
43000001,HC MUSC TSTG MNL W/REPRT XTR EX HAND/TRNK,$380.00
42000111,HC DEVELOPMENTAL SCREEN W/SCORING & DOC STD INSTRM (PT),$56.00
42000109,HC PROSTHETICS TRAINING INITIAL ENCTR EA 15 MINS,$140.00
42000108,HC ORTHOTICS MGMT & TRAINJ INITIAL ENCTR EA 15 MINS,$154.00
42000107,HC ORTHOTICS/PROSTH MGMT &/TRAINJ SBSQ ENCTR 15 MIN,$227.00
42000103,HC PHYSICAL THERAPY RE-EVAL EST PLAN CARE 20 MINS,$323.00
42000100,"HC PHYSICAL THERAPY EVALUATION, HIGH COMPLEXITY",$323.00
42000099,"HC PHYSICAL THERAPY EVALUATION, MODERATE COMPLEXITY",$323.00
42000098,"HC PHYSICAL THERAPY EVALUATION, LOW COMPLEXITY",$323.00
42000090,HC BWH ELECTRICAL STIM (UNATTENDED) NON TIME BASED PT,$106.00
42000077,HC SUB PT/OT D/C STATUS,$0.01
42000076,HC SUB PT/OT GOAL STATUS,$0.01
42000075,HC SUB PT/OT CURRENT STATUS,$0.01
42000074,HC OTHER PT/OT D/C STATUS,$0.01
42000073,HC OTHER PT/OT GOAL STATUS,$0.01
42000072,HC OTHER PT/OT CURRENT STATUS,$0.01
42000071,HC SELF CARE D/C STATUS,$0.01
42000070,HC SELF CARE GOAL STATUS,$0.01
42000069,HC SELF CARE CURRENT STATUS,$0.01
42000068,HC CARRY D/C STATUS,$0.01
42000067,HC CARRY GOAL STATUS,$0.01
42000066,HC CARRY CURRENT STATUS,$0.01
42000065,HC BODY POS D/C STATUS,$0.01
42000064,HC BODY POS GOAL STATUS,$0.01
42000063,HC BODY POS CURRENT STATUS,$0.01
42000062,HC MOBILITY D/C STATUS,$0.01
42000061,HC MOBILITY GOAL STATUS,$0.01
42000060,HC MOBILITY CURRENT STATUS,$0.01
42000053,HC ELEC STIM OTHER THAN WOUND,$106.00
42000048,HC CHECKOUT ORTHOTIC/PROSTHETIC ESTAB PT EA 15 MIN,$323.00
42000047,HC PROSTHETIC TRAINING UPPR&/LOWER EXTREM EA 15 M,$140.00
42000046,HC ORTHOTIC MGMT&TRAINJ UXTR LXTR&/TRNK EA 15,$154.00
42000036,HC WHEELCHAIR MGMT EA 15 MIN,$165.00
42000035,HC COMMUNITY/WORK REINTEGRATION TRAINJ EA 15 MIN,$128.00
42000034,HC SELF-CARE/HOME MGMT TRAINING EACH 15 MINUTES,$220.00
42000033,HC SENSORY INTEGRATIVE TECHNIQUES EACH 15 MINUTES,$161.00
42000031,HC THERAPEUT ACTVITY DIRECT PT CONTACT EACH 15 MIN,$154.00
42000030,HC THERAPEUTIC PROCEDURES GROUP 2/> INDIVIDUALS,$118.00
42000029,HC MANUAL THERAPY TQS 1/> REGIONS EACH 15 MINUTES,$121.00
42000027,HC THER PX 1/> AREAS EACH 15 MINUTES MASSAGE,$132.00
42000026,HC THER PX 1/> AREAS EA 15 MIN GAIT TRAINJ W/STAIR,$132.00
42000024,HC THER PX 1/> AREAS EACH 15 MIN NEUROMUSC REEDUCA,$154.00
42000023,HC THERAPEUTIC PX 1/> AREAS EACH 15 MIN EXERCISES,$130.00
42000020,HC APPL MODALITY 1/> AREAS ULTRASOUND EA 15 MIN,$132.00
42000018,HC APPL MODALITY 1/> AREAS IONTOPHORESIS EA 15 MIN,$154.00
42000017,HC APPL MODALITY 1/> AREAS ELEC STIMJ EA 15 MIN,$132.00
42000013,HC APPLICATION MODALITY 1/> AREAS WHIRLPOOL,$80.00
42000012,HC APPL MODALITY 1/> AREAS PARAFFIN BATH,$100.00
42000009,HC APPL MODALITY 1/> AREAS TRACTION MECHANICAL,$132.00
42000006,HC ROM MEAS&REPRT HAND W/WO COMPARISON NORMAL SID,$346.00
42000005,HC ROM MEAS&REPRT EA XTR EX HAND/EA TRNK SCTJ SPI,$346.00
42000004,HC MUSC TSTG MNL W/REPRT TOTAL EVAL BODY W/HANDS,$456.00
42000003,HC MUSC TSTG MNL W/REPRT TOTAL EVAL BODY EX HANDS,$436.00
41000005,HC OTH RESP PROC INDIV,$213.00
41000004,HC THERAPEUTIC PROCD STRG ENDUR,$196.00
41000002,HC VENTILATION ASSIST & MGMT INPATIENT EA SBSQ DA,$797.00
41000001,HC VENTILATION ASSIST & MGMT INPATIENT 1ST DAY,"$1,096.00"
40000148,HC US ABDOMINAL AORTA REAL TIME SCREEN STUDY AAA,$321.00
40000140,HC US BREAST UNI REAL TIME WITH IMAGE LIMITED,$321.00
40000139,HC US BREAST UNI REAL TIME WITH IMAGE COMPLETE,$419.00
40000097,HC SCREENING MAMMOGRAPHY DIGITAL  (INCL. CAD),$483.00
40000074,HC US GUIDANCE NEEDLE PLACEMENT RS&I,"$1,366.00"
40000066,HC US INFT HIPS R-T IMG DYNAMIC REQ PHYS/QHP MANJ,$847.00
40000065,HC US EXTREMITY NON-VASC REAL-TIME IMG LMTD,$172.00
40000062,HC US EXTREMITY NON-VASC REAL-TIME IMG COMPL,$701.00
40000057,HC ULTRASOUND SCROTUM & CONTENTS,$837.00
40000056,HC US PELVIC NONOBSTETRIC IMAGE DCMTN LIMITED/F/U,$731.00
40000055,HC US PELVIC NONOBSTETRIC REAL-TIME IMAGE COMPLETE,$906.00
40000053,HC ULTRASOUND TRANSVAGINAL,$846.00
40000052,HC DOPPLER VELOCIMETRY FETAL MIDDLE CEREBRAL ART,$636.00
40000051,HC DOPPLER VELOCIMETRY FETAL UMBILICAL ARTERY,$531.00
40000050,HC FETAL BIOPHYSICAL PROFILE W/O NON-STRESS TESTING,$586.00
40000048,HC US PREG UTERUS REAL TIME W/IMAGE DCMTN TRANSVAG,$672.00
40000047,HC US PREG UTERUS REAL TIME F/U TRNSABDL PER FETUS,$797.00
40000046,HC US PREGNANT UTERUS LIMITED 1/> FETUSES,$599.00
40000045,HC US FETAL NUCHAL TRANSLUCENCY EA ADDL GESTATION,$424.00
40000044,HC US FETAL NUCHAL TRANSLUCENCY 1ST GESTATION,$710.00
40000043,HC US PREG UTERUS DETAIL FETAL ANAT EXAM EA GESTAT,"$1,259.00"
40000042,HC US PREG UTERUS W/DETAIL FETAL ANAT 1ST GESTATION,"$1,245.00"
40000041,HC US PREG UTERUS > 1ST TRIMESTER ABDL EA GESTATIO,$772.00
40000040,HC US PREG UTERUS AFTER 1ST TRIMEST 1/1ST GESTATION,$984.00
40000039,HC US PREG UTERUS 14 WK TRANSABDL EACH GESTATION,$436.00
40000038,HC US PREGNANT UTERUS 14 WK TRANSABDL 1/1ST GESTAT,$841.00
40000036,HC US TRNSPLNT KIDNEY REAL TIME W/IMAGE DOCMTN,$997.00
40000035,HC US RETROPERITONEAL REAL TIME W/IMAGE LIMITED,$757.00
40000034,HC US RETROPERITONEAL REAL TIME W/IMAGE COMPLETE,"$1,075.00"
40000033,HC ULTRASOUND ABDOMINAL REAL TIME W/IMAGE LIMITED,"$1,075.00"
40000032,HC US ABDOMINAL REAL TIME W/IMAGE DOCUMENTATION,"$1,081.00"
40000030,HC US CHEST REAL TIME W/IMAGE DOCUMENTATION,$603.00
40000029,HC US SOFT TISSUE HEAD & NECK REAL TIME IMGE DOCM,"$1,057.00"
40000013,HC DIAGNOSTIC MAMMOGRAPHY 2D DIGITAL (INCL. CAD),$463.00
40000009,HC DIAGNOSTIC MAMMO BILAT 2D DIGITAL (INCL. CAD),$570.00
39100001,HC TRANSFUSION BLOOD/BLOOD COMPONENTS,"$2,789.00"
39000020,HC RBC LEUKOREDUCED IRRADIATED,"$1,194.00"
39000015,HC PLATELET PHERES LEUKOREDUCED,"$1,646.00"
39000005,HC PLASMA 1 DONOR FRZ W/IN 8 HR,$221.00
39000004,HC RBC LEUKOCYTES REDUCED,$610.00
37000034,HC MOD SED ENDO SERVICE INITIAL 15 MINS >5YRS,$26.00
37000031,HC MOD SED OTHER PHYS/QHP EACH ADDL 15 MINS,$26.00
37000030,HC MOD SED OTHER PHYS/QHP INITIAL 15 MINS 5/> YRS,$26.00
37000029,HC MOD SED OTHER PHYS/QHP INITIAL 15 MINS <5 YRS,$26.00
37000028,HC MOD SED SAME PHYS/QHP EACH ADDL 15 MINS,$26.00
37000027,HC MOD SED SAME PHYS/QHP INITIAL 15 MINS 5/> YRS,$26.00
37000026,HC MOD SED SAME PHYS/QHP INITIAL 15 MINS <5 YRS,$26.00
37000025,HC ANESTHESIA TECHNICAL CHARGE PER 15 MIN (ENTERPRISE),$286.00
37000015,HC OB ANESTH FLAT FEE - SPNL EPID COMBO,"$2,647.00"
36000441,HC TENOTOMY PERCUTANEOUS TOE MULTIPLE TENDON,"$1,218.00"
36000374,HC NJX CHOLANGIO PRQ W/IMG GID RS&I EXISTING ACCESS,$416.00
36000208,"HC SURG DIAGNOSTIC EXAM, ANORECTAL",$400.00
36000195,HC OPERATING ROOM T4 EACH ADDL 15 MIN,"$1,982.00"
36000194,HC OPERATING ROOM T3 EACH ADDL 15 MIN,"$1,932.00"
36000193,HC OPERATING ROOM T2 EACH ADDL 15 MIN,"$1,885.00"
36000192,HC OPERATING ROOM T1 EACH ADDL 15 MIN,"$1,845.00"
36000167,HCPR ABDOM PARACENTESIS DX/THER W/O IMAGING GUIDANCE,$264.00
36000144,HC MANJ W/ANES SHOULDER JOINT W/FIXATION APPARATUS,"$2,332.00"
36000143,HC EXC TUMOR SOFT TISS BACK/FLANK SUBFASCIAL <5CM,"$2,517.00"
36000099,HC EXCISION SINGLE EXTERNAL PAPILLA OR TAG ANUS,"$1,767.00"
36000088,HC TX OPEN TENDON FLEXOR TOE 1 TENDON SPX,"$1,938.00"
36000086,HC TENOTOMY PERCUTANEOUS TOE SINGLE TENDON,"$4,596.00"
36000004,HC OPERATING ROOM T4 FIRST 30 MIN,"$5,148.00"
36000003,HC OPERATING ROOM T3 FIRST 30 MIN,"$5,021.00"
36000002,HC OPERATING ROOM T2 FIRST 30 MIN,"$4,898.00"
36000001,HC OPERATING ROOM T1 FIRST 30 MIN,"$4,782.00"
35000096,HC LOW DOSE CT LUNG SCREENING,"$1,095.00"
35000084,HC CT GUIDANCE NEEDLE PLACEMENT,$886.00
35000083,HC CTA ABDL AORTA&BI ILIOFEM W/CONTRAST&POSTP,"$3,818.00"
35000078,HC CT ABDOMEN & PELVIS W/O&W CONTRAS,"$6,328.00"
35000077,HC CT ABDOEN & PELVIS W/CONTRAST MATERIAL,"$4,754.00"
35000076,HC CT ABDOMEN & PELVIS W/O CONTRAST MATERIAL,"$3,620.00"
35000075,HC CT ANGIOGRAPHY ABDOMEN W/CONTRAST/NONCONTRAST,"$3,564.00"
35000074,HC CT ANGIO ABD&PLVIS CNTRST MTRL W/WO CNTRST IMG,"$3,732.00"
35000073,HC CT ABDOMEN W/O & W/CONTRAST MATERIAL,"$3,448.00"
35000072,HC CT ABDOMEN W/CONTRAST MATERIAL,"$2,550.00"
35000071,HC CT ABDOMEN W/O CONTRAST MATERIAL,"$1,823.00"
35000070,HC CT ANGIOGRAPHY LOWER EXTREMITY,"$4,168.00"
35000067,HC CT LOWER EXTREMITY W/O & W/CONTRAST MATRL,"$3,029.00"
35000066,HC CT LOWER EXTREMITY W/O & W/CONTRAST MATRL (LT),"$3,029.00"
35000065,HC CT LOWER EXTREMITY W/O & W/CONTRAST MATRL (RT),"$3,029.00"
35000064,HC CT LOWER EXTREMITY W/CONTRAST MATERIAL,"$2,299.00"
35000063,HC CT LOWER EXTREMITY W/CONTRAST MATERIAL (LT),"$2,299.00"
35000062,HC CT LOWER EXTREMITY W/CONTRAST MATERIAL (RT),"$2,299.00"
35000061,HC CT LOWER EXTREMITY W/O CONTRAST MATERIAL,"$1,885.00"
35000060,HC CT LOWER EXTREMITY W/O CONTRAST MATERIAL (LT),"$1,885.00"
35000059,HC CT LOWER EXTREMITY W/O CONTRAST MATERIAL (RT),"$1,885.00"
35000058,HC CT ANGIOGRAPHY UPPER EXTREMITY,"$3,174.00"
35000055,HC CT UPPER EXTREMITY W/O & W/CONTRAST MATERIAL,"$3,007.00"
35000054,HC CT UPPER EXTREMITY W/O & W/CONTRAST MATERIAL (LT),"$3,007.00"
35000052,HC CT UPPER EXTREMITY W CONTRAST,"$2,286.00"
35000051,HC CT UPPER EXTREMITY W CONTRAST (LT),"$2,286.00"
35000050,HC CT UPPER EXTREMITY W CONTRAST (RT),"$2,286.00"
35000049,HC CT UPPER EXTREMITY W/O CONTRAST MATERIAL,"$1,883.00"
35000048,HC CT UPPER EXTREMITY W/O CONTRAST MATERIAL (LT),"$1,883.00"
35000047,HC CT UPPER EXTREMITY W/O CONTRAST MATERIAL (RT),"$1,883.00"
35000046,HC CT PELVIS W/O & W/CONTRAST MATERIAL,"$2,880.00"
35000045,HC CT PELVIS W/CONTRAST MATERIAL,"$2,203.00"
35000044,HC CT PELVIS W/O CONTRAST MATERIAL,"$1,797.00"
35000043,HC CT ANGIOGRAPHY PELVIS W/CONTRAST/NONCONTRAST,"$3,311.00"
35000042,HC CT LUMBAR SPINE W/O & W/CONTRAST MATERIAL,"$2,681.00"
35000041,HC CT LUMBAR SPINE W/CONTRAST MATERIAL,"$2,327.00"
35000040,HC CT LUMBAR SPINE W/O CONTRAST MATERIAL,"$1,918.00"
35000039,HC CT THORACIC SPINE W/O & W/CONTRAST MATERIAL,"$2,831.00"
35000038,HC CT THORACIC SPINE W/CONTRAST MATERIAL,"$2,332.00"
35000037,HC CT THORACIC SPINE W/O CONTRAST MATERIAL,"$1,920.00"
35000036,HC CT CERVICAL SPINE W/O &W/CONTRAST MATERIAL,"$3,801.00"
35000035,HC CT CERVICAL SPINE W/CONTRAST MATERIAL,"$2,332.00"
35000034,HC CT CERVICAL SPINE W/O CONTRAST MATERIAL,"$1,920.00"
35000033,HC CT ANGIOGRAPHY CHEST W/CONTRAST/NONCONTRAST,"$3,436.00"
35000032,HC CT THORAX W/O & W/CONTRAST MATERIAL,"$2,909.00"
35000031,HC CT THORAX W/CONTRAST MATERIAL,"$2,336.00"
35000030,HC CT THORAX W/O CONTRAST MATERIAL,"$1,920.00"
35000028,HC CT ANGIOGRAPHY NECK W/CONTRAST/NONCONTRAST,"$4,814.00"
35000027,HC CT ANGIOGRAPHY HEAD W/CONTRAST/NONCONTRAST,"$4,788.00"
35000026,HC CT SOFT TISSUE NECK W/O & W/CONTRAST MATERIAL,"$2,904.00"
35000025,HC CT SOFT TISSUE NECK W/CONTRAST MATERIAL,"$2,366.00"
35000024,HC CT SOFT TISSUE NECK W/O CONTRAST MATERIAL,"$1,948.00"
35000023,HC CT MAXILLOFACIAL W/O & W/CONTRAST MATERIAL,"$2,981.00"
35000022,HC CT MAXILLOFACIAL W/CONTRAST MATERIAL,"$2,432.00"
35000021,HC CT MAXILLOFACIAL W/O CONTRAST MATERIAL,"$1,990.00"
35000020,HC CT ORBIT SELLA/POST FOSSA/EAR W/O & W/CONTR MATR,"$3,253.00"
35000017,HC CT ORBIT SELLA/POST FOSSA/EAR W/CONTRAST MATRL,"$2,860.00"
35000014,HC CT ORBIT SELLA/POST FOSSA/EAR W/O CONTRAST MATRL,"$2,447.00"
35000011,HC CT HEAD/BRAIN W/O & W/CONTRAST MATERIAL,"$2,328.00"
35000010,HC CT HEAD/BRAIN W/CONTRAST MATERIAL,"$1,928.00"
35000009,HC CT HEAD/BRAIN W/O CONTRAST MATERIAL,"$1,456.00"
35000004,HC CT LIMITED/LOCALIZED FOLLOW UP STUDY,"$1,426.00"
34409999,HC PHARMACY (344) RADIOPHARM THERAPEUTIC EAP SHELL,I.C.
34309999,HC PHARMACY (343) RADIOPHARM DIAGNOSTIC EAP SHELL,I.C.
33000129,HC CHEMO INFUS > 8  EXTERNAL PMP,"$1,279.00"
33000081,HC CHEMOTX ADMN IV NFS TQ EA SEQL NFS TO 1 HR,$551.00
33000080,HC CHEMOTX ADMN TQ INIT PROLNG CHEMOTX NFUS PMP,"$1,279.00"
33000079,HC CHEMO IV INFUS SAME DRUG EA ADD’L HR > OR = TO 31 MIN,$175.00
33000078,HC CHEMO IV INFUS INITIAL UP TO 1 HR,"$1,120.00"
33000077,HC CHEMOTX ADMN IVP/ IV <16 MIN EA ADD’L SEQ DIFF DRUG,$478.00
33000076,HC CHEM IVP/ IV <16 MIN INITIAL SINGLE DRUG,$269.00
33000002,HC INJ SC/IM CHEMO HORMONAL ANTI-NEOPLASTIC,$232.00
33000001,HC INJ SC/IM CHEMO NON-HORMONAL ANTI-NEOPLASTIC,$232.00
32000442,HC RADIOLOGIC EXAM CHEST 4+ VIEWS,$514.00
32000441,HC RADIOLOGIC EXAM CHEST 3 VIEWS,$411.00
32000440,HC RADIOLOGIC EXAM CHEST 2 VIEWS,$331.00
32000439,HC RADIOLOGIC EXAM CHEST SINGLE VIEW,$249.00
32000438,HC RADIOLOGIC EXAM ABDOMEN 3+ VIEWS,$440.00
32000437,HC RADIOLOGIC EXAM ABDOMEN 2 VIEWS,$424.00
32000436,HC RADIOLOGIC EXAM ABDOMEN 1 VIEW,$263.00
32000429,HC RADIOLOGIC EXAMINATION FEMUR MINIMUM 2 VIEWS,$277.00
32000428,HC RADIOLOGIC EXAMINATION FEMUR 1 VIEW,$284.00
32000427,HC RADEX HIPS BILATERAL WITH PELVIS MINIMUM 5 VIEWS,$490.00
32000426,HC RADEX HIPS BILATERAL WITH PELVIS 3-4 VIEWS,$407.00
32000425,HC RADEX HIPS BILATERAL WITH PELVIS 2 VIEWS,$341.00
32000424,HC RADEX HIP UNILATERAL WITH PELVIS MINIMUM 4 VIEWS,$450.00
32000423,HC RADEX HIP UNILATERAL WITH PELVIS 2-3 VIEWS,$363.00
32000422,HC RADEX HIP UNILATERAL WITH PELVIS 1 VIEW,$246.00
32000419,HC RADEX ENTIR THRC LMBR CRV SAC SPI W/SKULL 2/3 VW,$559.00
32000418,HC RADEX ENTIR THRC LMBR CRV SAC SPI W/SKULL 1 VW,$306.00
32000401,HC SCREENING DIGITAL BREAST TOMOSYNTHESIS BI,$250.00
32000400,HC DIGITAL BREAST TOMOSYNTHESIS BILATERAL,$250.00
32000399,HC DIGITAL BREAST TOMOSYNTHESIS UNILATERAL,$125.00
32000374,HC RADEX CHEST SPECIAL VIEWS,$550.00
32000372,HC RADEX CHEST COMPLETE MINIMUM 4 VIEWS,$604.00
32000370,HC RADEX CH 2 VIEWS FRONTAL & LATERAL OBLIQUE PRJCJ,$702.00
32000369,HC RADEX CH 2 VIEWS FRNT & LAT APICAL LORDOTIC PX,$575.00
32000368,HC RADIOLOGIC EXAM CHEST 2 VIEWS FRONTAL&LATERAL,$542.00
32000367,HC RADIOLOGIC EXAMINATION CHEST SINGLE VIEW FRONTAL,$528.00
32000365,HC FLUORO NEEDLE/CATH SPINE/PARASPINAL DX/THER,$857.00
32000364,HC FLUOROSCOPIC GUIDANCE NEEDLE PLACEMENT,$756.00
32000363,HC FLUORO CENTRAL VENOUS ACCESS DEV PLACEMENT,"$1,591.00"
32000360,HC FLUOROSCOPY SPX >1 HOUR PHYS/QHP TIME,"$2,084.00"
32000359,HC FLUOROSCOPY SPX UP TO 1 HOUR PHYS/QHP TIME,"$1,556.00"
32000358,HC RADIOLOGICAL GUIDANCE PRQ DRG W/PLMT CATH RS&I,"$1,624.00"
32000322,HC RADEX SCAPULA COMPLETE,$538.00
32000321,HC RADEX SCAPULA COMPLETE (LT),$538.00
32000320,HC RADEX SCAPULA COMPLETE (RT),$538.00
32000317,HC CHANGE PRQ TUBE/DRAINAGE CATH W CONTRAST RS&I,"$1,329.00"
32000279,HC DXA BONE DENSITY STUDY 1/>SITES APPENDICLR SKEL,$546.00
32000278,HC DXA BONE DENSITY STUDY 1/> SITES AXIAL SKEL,$790.00
32000277,HC JOINT SURVEY SINGLE VIEW 2 OR MORE JOINTS,$415.00
32000275,HC RADIOLOGIC EXAMINATION OSSEOUS SURVEY COMPL,"$1,380.00"
32000274,HC RADIOLOGIC EXAMINATION OSSEOUS SURVEY LIMITED,"$1,038.00"
32000273,HC BONE LENGTH STUDIES,$496.00
32000272,HC BONE AGE STUDIES,$523.00
32000255,HC 3D RENDERING W/INTERP&POSTPROC DIFF WORK STATION,"$1,190.00"
32000254,HC 3D RENDERING W/INTERP & POSTPROCESS SUPERVISION,$798.00
32000250,HC RADIOLOGICAL EXAMINATION SURGICAL SPECIMEN,$263.00
32000249,HC RADEX ABSCESS/FISTULA/SINUS TRACT RS&I,$789.00
32000248,HC RADEX FROM NOSE RECTUM FOREIGN BODY 1 VIEW CHLD,$396.00
32000239,HC HYSTEROSALPINGOGRAPHY RS&I,"$1,206.00"
32000232,HC URETHROCYSTOGRAPHY VOIDING RS&I,"$1,284.00"
32000229,HC CYSTOGRAPHY MINIMUM 3 VIEWS RS&I,$780.00
32000209,HC RADEX COLON W/SPEC HI DNS BARIUM W/WO GLUCAGON,"$1,024.00"
32000208,HC RADEX COLON BARIUM ENEMA W/WOKUB,"$2,374.00"
32000206,HC RADEX SMALL INTESTINE W/MULTIPLE SERIAL FILMS,"$1,644.00"
32000205,HC RADEX GI UPR W/WO GLUCOSE W/SM INTEST FOLLW-THRU,"$2,889.00"
32000204,HC RADEX UPPER GI W/WO GLUCAGON/DELAY FLMS W/KUB,"$2,140.00"
32000203,HC RADEX UPPER GI W/WO GLUCAGON/DELAY FILMS W/O KUB,$981.00
32000202,HC RADEX GI TRACT UPR W/SM INT W/MULT SERIAL FLMS,"$2,698.00"
32000201,HC RADEX GI TRACT UPPER W/WO DELAYED FILMS W/KUB,"$1,796.00"
32000198,HC RADEX ESOPHAGUS,"$1,370.00"
