Hospital Name:  St Joseph's Medical Center Stockton,,,,,
OSHPD Facility No: 106391042,,,,,
"Effective Date of Charges: July 1, 2018",,,,,
,,,,,
"CDM
Number",Billing Description (25 char),999 Price  (Default),Zero Price Indicator,,
9440032,AL/MG/SMC 200/200/20 30ML, 0.09 ,,,
9440034,MEDROXYPROG 150MG/ML 1ML , 0.09 ,,,
9440035,MENINGOCOC VACC 0.5ML INJ, 0.09 ,,,
9440036,METOPROLOL 50MG TAB      , 0.09 ,,,
9440037,PEN G BENZ 1.2MILLU 2ML  , 0.09 ,,,
9440038,PNEUMOCOC VACC 23 VALENT , 0.09 ,,,
9440039,POLIO VACC(INACTIVE) 0.5M, 0.09 ,,,
9440040,PREDNISOL 15MG/5ML LIQ   , 0.09 ,,,
9440041,PREDNISONE 10MG TAB      , 0.09 ,,,
9440042,IG RHO-D 300MCG INJ      , 0.09 ,,,
9440043,VIT K(PHYTONADIONE) 5MG  , 0.09 ,,,
9440048,SUMATRIPTAN 6MG/0.5ML INJ, 0.09 ,,,
9440049,VARIC ZOS VAC PF19.4KU IM, 0.09 ,,,
9440050,ROTAVIRUS VAC PENTA SUS  , 0.09 ,,,
9440053,PNEUMOCOC VACC 13 VALENT , 0.09 ,,,
9440054,DIP-TET-AC PRT 0.5ML<7YIM, 0.09 ,,,
9440056,ETONOGESTREL IMPLANT 68MG, 0.09 ,,,
9440057,VIT K1(PHYTN)1MG/0.5ML   , 0.09 ,,,
9440058,LEVONOR (MIRENA) 52MG IUD, 0.09 ,,,
9440059,BISACODYL EC 5MG TAB     , 0.09 ,,,
9440060,DTAP IPV 0.5ML 4-6YR PDIM, 0.09 ,,,
9440062,FLU VACC 4VAL PF 6MO+ IM , 0.09 ,,,
9440063,FLU VACC 4VAL PF 6-35MOS , 0.09 ,,,
9440064,SALICYL AC 27.5% 10MLSOL , 0.09 ,,,
9440065,COPPER T 380A 313.4MG IUD, 0.09 ,,,
9440066,RHC I&D ABSCESS SIMPLE   , 0.09 ,,,
9440067,RHC BIOPSY SKIN SNGLE LES, 0.09 ,,,
9440068,RHC EX BEN LES T/A/L <0.5, 0.09 ,,,
9440069,RHC EX BEN LES T/A/L .6-1, 0.09 ,,,
9440070,RHC EX BEN LES T/A/L1.1-2, 0.09 ,,,
9440071,RHC EX BEN LES T/A/L3.1-4, 0.09 ,,,
9440072,RHC EX BEN LES S/N/H<=0.5, 0.09 ,,,
9440073,RHC EX BEN LES S/N/H .6-1, 0.09 ,,,
9440074,RHC EX BEN LES S/N/H1.1-2, 0.09 ,,,
9440075,RHC EX BEN LES F/E/N<=0.5, 0.09 ,,,
9440076,RHC EX BEN LES F/E/N .6-1, 0.09 ,,,
9440077,RHC EX MAL LES T/A/L .6-1, 0.09 ,,,
9440078,RHC EX MAL LES S/N/H .6-1, 0.09 ,,,
9440079,RHC EX MAL LES F/E/N<=0.5, 0.09 ,,,
9440080,RHC EX MAL LES F/E/N0.6-1, 0.09 ,,,
9440081,RHC DEBRIDE NAIL 6 OR >  , 0.09 ,,,
9440082,RHC AVUL NAIL PLAT SINGLE, 0.09 ,,,
9440083,RHC AVUL NAIL PLAT EA ADD, 0.09 ,,,
9440084,RHC EXC NAIL & MATRIX    , 0.09 ,,,
9440085,RHC LES PREMAL DEST 1ST  , 0.09 ,,,
9440086,RHC LES BENIGN DESTR 1-14, 0.09 ,,,
9440087,RHC INJ TENDON SHTH/LIG  , 0.09 ,,,
9440088,RHC ARTHR ASP MAJOR JT WO, 0.09 ,,,
9440089,RHC REM IMPLNT SUPRFICIAL, 0.09 ,,,
9440090,RHC TX FX METACARP CLOSED, 0.09 ,,,
9440091,RHC TX METACARP W MAN CLS, 0.09 ,,,
9440092,RHC APPLY CAST LONG ARM  , 0.09 ,,,
9440093,RHC APPLY CAST SHORT ARM , 0.09 ,,,
9440094,RHC APP SPLNT SHRT ARM ST, 0.09 ,,,
9440095,RHC APPLY CAST LONG LEG  , 0.09 ,,,
9440096,RHC APPLY CAST SHORT LEG , 0.09 ,,,
9440097,RHC STRAPPING UNNA BOOT  , 0.09 ,,,
9440098,RHC REM BIV GT BT BDY CST, 0.09 ,,,
9440099,RHC CIRCUMCISION         , 0.09 ,,,
9440100,RHC VASECTOMY UNI OR BIL , 0.09 ,,,
9440101,RHC COLPOSCOPY CERVIX    , 0.09 ,,,
9440102,RHC COLPOS CERVX BX CURET, 0.09 ,,,
9440103,RHC BIOPSY CERVIX        , 0.09 ,,,
9440104,RHC CAUTERY CERVIX CRYO  , 0.09 ,,,
9440105,RHC BX ENDOMETRIAL WO DIL, 0.09 ,,,
9440106,RHC FETAL NON STRESS TEST, 0.09 ,,,
9440107,RHC REM FB CONJUCT SUPERF, 0.09 ,,,
9440108,RHC REM FB EXT AUD CANAL , 0.09 ,,,
9440109,RHC REMOVE CERUMEN IMPACT, 0.09 ,,,
9440110,RHC US PELV NONOB LTD F/U, 0.09 ,,,
9440111,RHC ADMIN OTH IMM VAC ONE, 0.09 ,,,
9440112,RHC ADMIN OTH IMM VAC ADD, 0.09 ,,,
9440113,RHC ADMIN IMMUN ORAL/NASL, 0.09 ,,,
9440114,RHC ADMN IMM ORL/NASL ADD, 0.09 ,,,
9440115,RHC HEAR TST PUR TONE AIR, 0.09 ,,,
9440116,RHC PURE TONE AUDIOM AIR , 0.09 ,,,
9440117,RHC ECG 12 LD TRACE ONLY , 0.09 ,,,
9440118,RHC TX INHAL INIT EA DAY , 0.09 ,,,
9440119,RHC PULSE OX SINGL DETERM, 0.09 ,,,
9440120,RHC INJ TX/DX/PROP SUB/IM, 0.09 ,,,
9440121,RHC DEBR NON-SELECT SESS , 0.09 ,,,
9440122,RHC VISION ACUITY        , 0.09 ,,,
9440123,RHC VIST LEV 1 NEW W PROC, 0.09 ,,,
9440124,RHC VISIT LEVEL 1 NEW PT , 0.09 ,,,
9440125,RHC VIST LEV 2 NEW W PROC, 0.09 ,,,
9440126,RHC VISIT LEVEL 2 NEW PT , 0.09 ,,,
9440127,RHC VIST LEV 3 NEW W PROC, 0.09 ,,,
9440128,RHC VISIT LEVEL 3 NEW PT , 0.09 ,,,
9440129,RHC VIST LEV 4 NEW W PROC, 0.09 ,,,
9440130,RHC VISIT LEVEL 4 NEW PT , 0.09 ,,,
9440131,RHC VIST LEV 5 NEW W PROC, 0.09 ,,,
9440132,RHC VISIT LEVEL 5 NEW PT , 0.09 ,,,
9440134,RHC VISIT LEVEL 1 EST PT , 0.09 ,,,
9440135,RHC VIST LEV 2 EST W PROC, 0.09 ,,,
9440136,RHC VISIT LEVEL 2 EST PT , 0.09 ,,,
9440137,RHC VIST LEV 3 EST W PROC, 0.09 ,,,
9440138,RHC VISIT LEVEL 3 EST PT , 0.09 ,,,
9440139,RHC VIST LEV 4 EST W PROC, 0.09 ,,,
9440140,RHC VISIT LEVEL 4 EST PT , 0.09 ,,,
9440141,RHC VIST LEV 5 EST W PROC, 0.09 ,,,
9440142,RHC VISIT LEVEL 5 EST PT , 0.09 ,,,
9440143,RHC ADMIN INFLUZA VACCINE, 0.09 ,,,
9440144,RHC SMEAR WET MOUNT POC  , 0.09 ,,,
9440145,CPSP NUTR ASMT INI 1ST30M, 0.09 ,,,
9440146,CPSP NUTR ASMT INI ADD15M, 0.09 ,,,
9440147,CPSP ANTEPART NUTR FU 15M, 0.09 ,,,
9440148,CPSP POSTPART NUTRIT IND , 0.09 ,,,
9440149,CPSP PSYCH ASMT INI ADD15, 0.09 ,,,
9440150,CPSP PSYCH ASSESS FU EA15, 0.09 ,,,
9440151,CPSP PSYCH POSTPART EA15M, 0.09 ,,,
9440152,CPSP HEALTH ED ORIEN EA15, 0.09 ,,,
9440153,CPSP HLT ED IND INI 1ST30, 0.09 ,,,
9440154,CPSP HLT ED INI EA ADD15M, 0.09 ,,,
9440155,CPSP HLT ED INDIV FU EA15, 0.09 ,,,
9440156,RHC TX FX RADIUS/ULN CLSD, 0.09 ,,,
9440157,RHC UA NOAUTO WO MICROPOC, 0.09 ,,,
9440158,RHC PREG URINE VISUAL POC, 0.09 ,,,
9440159,RHC OCC BLD FEC QL 3 POC , 0.09 ,,,
9440160,RHC HEMOGLOBIN POC QW    , 0.09 ,,,
9440161,RHCSKN TST TB INTRDRM POC, 0.09 ,,,
9440162,RHC STREP A IMMUNO OPTPOC, 0.09 ,,,
9440164,RHC PELVIC/BREAST SCR EXM, 0.09 ,,,
9440173,CPSP PERINAT ED IND EA15M, 0.09 ,,,
9440174,CPSP PSY ASSESS INI 1ST30, 0.09 ,,,
9440175,CPSP POSTPART HLTED EA15M, 0.09 ,,,
9440176,CPSP ANTEPARTUM VISIT FU , 0.09 ,,,
9440177,CPSP ANTEPART INI>16WEEKS, 0.09 ,,,
9440178,CPSP POSTPARTUM VISIT FU , 0.09 ,,,
9440180,RHC DEBR SL SESS 1ST 20CM, 0.09 ,,,
9440181,CPSP ANTEPART INI<=16WEEK, 0.09 ,,,
9440182,RHC COLLECT CAPILLAR BLD , 0.09 ,,,
9440183,RHC INSERT UTERIN DEV INT, 0.09 ,,,
9440184,RHC REM UTERIN DEVICE INT, 0.09 ,,,
9440185,RHC BX VAGI MUCOSA SIMPLE, 0.09 ,,,
9440186,RHC DRG SCRN PRESUMPT OPT, 0.09 ,,,
9440188,HEPAT B VACC 10MCG PEDIM , 0.09 ,,,
9440189,INSUL NPH 100U/ML 1ML INJ, 0.09 ,,,
9440190,TRIAMCIN ACE 40MG/ML 1ML , 0.09 ,,,
9440191,TRIAMCIN ACE 10MG/ML 1ML , 0.09 ,,,
9440192,LIDOC 1% 10MG/ML 1ML INJ , 0.09 ,,,
9440193,LIDO/EPI 1%10MG/ML1ML INJ, 0.09 ,,,
9440194,TESTOST CYP 200MG/ML 1ML , 0.09 ,,,
9440195,VIT B12 1000MCG/ML 1ML IN, 0.09 ,,,
9440196,EPINEPHRINE 1MG/ML 1MLINJ, 0.09 ,,,
9440197,BUPIVAC PF 0.5% 10ML INJ , 0.09 ,,,
9440198,CEFTRIAXONE 250MG PWD INJ, 0.09 ,,,
9440199,CEFTRIAXONE 1GM PWD INJ  , 0.09 ,,,
9440200,CEFTRIAXONE 2GM PWD SDV  , 0.09 ,,,
9440201,KETOROLAC 30MG/ML 1ML INJ, 0.09 ,,,
9440202,KETOROLAC 30MG/ML 2ML INJ, 0.09 ,,,
9440203,CEFTRIAXONE 500MG PWD INJ, 0.09 ,,,
9440204,ALBUTEROL 0.083% 3ML INH , 0.09 ,,,
9440206,DEXAM PH 4MG/1ML SDV     , 0.09 ,,,
9440207,ONDANSETRON 4MG/2ML SDV  , 0.09 ,,,
9440208,LEVALBUT 1.25MG/0.5ML NEB, 0.09 ,,,
9440209,IG VARICELL ZOS 125IU INJ, 0.09 ,,,
9440210,ATROP/HYOS/PB/SCOP 5MLPQ , 0.09 ,,,
9440212,HEP B VAC/DTAP/IPV0.5MLIM, 0.09 ,,,
9440215,RHC POSTPARTUM CARE ONLY , 0.09 ,,,
9440216,RHC ANTEPRT CARE ONLY 4-6, 0.09 ,,,
9440217,RHC ANTEPARTUM CARE >=7  , 0.09 ,,,
9440218,RHC INS NONBI DRG DEL IMP, 0.09 ,,,
9440219,RHC REM NONBI DRG DEL IMP, 0.09 ,,,
9440220,RHC REM&REINS DRG DEL IMP, 0.09 ,,,
9440221,RHC EXC WEDGE SKIN NAIL  , 0.09 ,,,
9440222,CHDP CMP PRE EVAL<1 IN NW, 0.09 ,,,
9440223,CHDP CMP PR EVL 1-4 IN NW, 0.09 ,,,
9440224,CHDP CMP PR EVL 5-11IN NW, 0.09 ,,,
9440225,CHDP CMP PR EVL12-17IN NW, 0.09 ,,,
9440226,CHDP CMP PRE REEVL<1YR ES, 0.09 ,,,
9440227,CHDP CMP PRE REEVAL 1-4ES, 0.09 ,,,
9440228,CHDP CMP PRE REEVL 5-11ES, 0.09 ,,,
9440229,CHDP CMP PR REEVL 12-17ES, 0.09 ,,,
9440230,CCA SNELLEN EYE 3-6Y     , 0.09 ,,,
9440231,CCA SNELL EYE 7-20YR     , 0.09 ,,,
9440232,CHDP HEAR TS PUR TONE AIR, 0.09 ,,,
9440233,CHDP HEMATOCRIT POC      , 0.09 ,,,
9440234,CHDP UA NONAUT W/MICR POC, 0.09 ,,,
9440243,CHDP LEAD POC            , 0.09 ,,,
9440254,CHDP PARTIAL VISIT NC    , 0.09 ,,,
9440258,RHC CCA ASTHMA ACTIONPLAN, 0.09 ,,,
9440260,LIDOCAINE 2% 20ML INJ    , 0.09 ,,,
9440261,VIT K1(PHYTON)10MG/ML 1ML, 0.09 ,,,
9440262,METHYLPRED NA PF 125MGSDV, 0.09 ,,,
9440265,HIB VACC PRP-OMP CONJ IM , 0.09 ,,,
9440266,HPV VACC 9-VAL 0.5ML IM  , 0.09 ,,,
9440267,MEASLES/MUMPS/RUBELLA VAC, 0.09 ,,,
9440268,MMRV LIVE VACC 0.5ML SQ  , 0.09 ,,,
9440269,TDAP 0.5ML >=7YR IM      , 0.09 ,,,
9440270,TET/DIP PFVACC 0.5ML>=7YR, 0.09 ,,,
9440271,VARICELLA VAC 0.5ML INJ  , 0.09 ,,,
9440272,NTG SL 0.4MG (25) TAB    , 0.09 ,,,
9440273,INSUL 70/30 100U/ML 3ML  , 0.09 ,,,
9440274,INS REG HUM 300U/3ML INJ , 0.09 ,,,
9440275,MAGNESIUM CITRATE 300ML  , 0.09 ,,,
9440276,GLUCOSE 40% 37.5GM GEL   , 0.09 ,,,
9440277,RHC VITAL CAPACITY TOTAL , 0.09 ,,,
9440278,RHC ADMIN HEP B VACCINE  , 0.09 ,,,
9440279,RHC ADMIN PNEUMO VACCINE , 0.09 ,,,
9440280,RHC ANNUAL WELL PPS SUB  , 0.09 ,,,
9440281,RHC ANNUAL WELL PPS INI  , 0.09 ,,,
9440282,RHC OBTAIN SCR PAP SM POC, 0.09 ,,,
9440283,TRAIM 20MG/LIDO 10MG CMPD, 0.09 ,,,
9440284,TRAIM 40MG/LIDO 25MG CMPD, 0.09 ,,,
9440285,TRIAM 40MG/LIDO 80MG CMPD, 0.09 ,,,
9440286,TRIAM 80MG/LIDO 80MG CMPD, 0.09 ,,,
9440287,ATROP/HYOS/PB/SCOP 5MLLQ , 0.09 ,,,
9440288,INS NPH 5U/0.05ML INJ    , 0.09 ,,,
9440289,INSNPH/REG70/30 0.05MLINJ, 0.09 ,,,
9440290,INS REG 5U/0.05ML INJ    , 0.09 ,,,
9440291,TUBERCULIN 5TU/0.1ML 0.1M, 0.09 ,,,
9440292,HEPAT B VACC 20MCG 1ML IN, 0.09 ,,,
9440293,RHC SHV LES T/A/L <=0.5CM, 0.09 ,,,
9440294,RHC SHV LES T/A/L 0.6-1CM, 0.09 ,,,
9440295,RHC SHV LES T/A/L 1.1-2CM, 0.09 ,,,
9440296,RHC SHAVE LES T/A/L>2.0CM, 0.09 ,,,
9440297,RHC SHV LES S/N/HF<=0.5CM, 0.09 ,,,
9440298,RHC SHV LES S/N/HF0.6-1CM, 0.09 ,,,
9440299,RHC SHV LES S/N/HF1.1-2CM, 0.09 ,,,
9440300,RHC SHV LES S/N/HF >2.0CM, 0.09 ,,,
9440301,RHC SHV LES F/E/NL<=0.5CM, 0.09 ,,,
9440302,RHC SHV LES F/E/NL0.6-1CM, 0.09 ,,,
9440303,RHC SHV LES F/E/NL1.1-2CM, 0.09 ,,,
9440304,RHC SHV LES F/E/NL >2.0CM, 0.09 ,,,
9440306,RHC ADVAN CARE PLAN 1ST30, 0.09 ,,,
9440307,RHC ADVAN CARE ADDL 30MIN, 0.09 ,,,
9440308,RHC EX MAL LES T/A/L1.1-2, 0.09 ,,,
9440309,CHDP GONORRHEA GC TEST   , 0.09 ,,,
9440310,RHC ASMT EMOT/BEHAV BRIEF, 0.09 ,,,
9440311,RHC APP FLUORIDE VARN TOP, 0.09 ,,,
9440312,RHC DEVLOPMENT SCREENING , 0.09 ,,,
9440313,RHC EVL COMP18-39 INIT NW, 0.09 ,,,
9440314,RHC EVL COMP >64 INIT NEW, 0.09 ,,,
9440315,RHC EVL COMP40-64 INIT NW, 0.09 ,,,
9440316,RHC REEVAL COMP 40-64 EST, 0.09 ,,,
9440317,RHC EVL COMP40-64 INIT NW, 0.09 ,,,
9440318,RHC REEVL COMP PREV>64EST, 0.09 ,,,
9440319,CHDP MENIG B OMV 0.5MLVAC, 0.09 ,,,
9440320,CHDP FLU VC 4VAL PF6MO+IM, 0.09 ,,,
9440321,RHC REEVAL COMP 18-39 EST, 0.09 ,,,
9440322,RHC CCA SCRN DEPRESS POS , 0.09 ,,,
9440323,RHC CCA SCR DEPRES NO CMP, 0.09 ,,,
9440324,RHC CCA SCRN DEPRESS NEG , 0.09 ,,,
9440325,RHC DEBRIDE NAIL UP TO 5 , 0.09 ,,,
9440326,RHC TRIM SKIN LESION 1ST , 0.09 ,,,
9440327,RHC RPR TRK/NK SMP<=2.5CM, 0.09 ,,,
9440328,RHC INSERT CATH BLADDER  , 0.09 ,,,
9450001,ACETAMIN 80MG/0.8ML PEDP , 0.09 ,,,
9450003,DIP-TET TOXD<7 0.5ML IM  , 0.09 ,,,
9450004,DIPHENHYD 12.5MG/5ML LIQ , 0.09 ,,,
9450005,HEP A VACC 720U/0.5MLPDIM, 0.09 ,,,
9450006,HEPAT A VACC 1440U 1ML IN, 0.09 ,,,
9450007,HIB/HEP B VACC(COMVX) 0.5, 0.09 ,,,
9450008,IBUPROFEN 100MG/5ML LIQ  , 0.09 ,,,
9450009,IPRATROP 0.02% 2.5ML NEB , 0.09 ,,,
9450010,LEVALBUTER 0.63MG/3ML NEB, 0.09 ,,,
9450011,MEDROXYPROG 150MG/ML 1ML , 0.09 ,,,
9450012,PNEUMOCOC VACC 23 VALENT , 0.09 ,,,
9450013,POLIO VACC(INACTIVE) 0.5M, 0.09 ,,,
9450014,PREDNISOL 15MG/5ML LIQ   , 0.09 ,,,
9450015,IG RHO-D 300MCG INJ      , 0.09 ,,,
9450016,HEP B VAC/DTAP/IPV0.5MLIM, 0.09 ,,,
9450020,VARIC ZOS VAC PF19.4KU IM, 0.09 ,,,
9450023,PNEUMOCOC VACC 13 VALENT , 0.09 ,,,
9450024,DIP-TET-AC PRT 0.5ML<7YIM, 0.09 ,,,
9450026,LEVONOR (MIRENA) 52MG IUD, 0.09 ,,,
9450027,DTAP IPV 0.5ML 4-6YR PDIM, 0.09 ,,,
9450029,FLU VACC 4VAL PF 6MO+ IM , 0.09 ,,,
9450030,FLU VACC 4VAL PF 6-35MOS , 0.09 ,,,
9450031,COPPER T 380A 313.4MG IUD, 0.09 ,,,
9450032,RHC I&D ABSCESS SIMPLE   , 0.09 ,,,
9450033,RHC I&R FB SUBQ SIMPLE   , 0.09 ,,,
9450034,RHC LES PREMAL DEST 1ST  , 0.09 ,,,
9450035,RHC LES BENIGN DESTR 1-14, 0.09 ,,,
9450036,RHC INSERT CATH BLADDER  , 0.09 ,,,
9450037,RHC CIRCUMCISION         , 0.09 ,,,
9450038,RHC FETAL NON STRESS TEST, 0.09 ,,,
9450039,RHC REM FB EXT AUD CANAL , 0.09 ,,,
9450040,RHC REMOVE CERUMEN IMPACT, 0.09 ,,,
9450041,RHC ADMIN OTH IMM VAC ONE, 0.09 ,,,
9450042,RHC ADMIN OTH IMM VAC ADD, 0.09 ,,,
9450043,RHC ADMIN IMMUN ORAL/NASL, 0.09 ,,,
9450044,RHC HEAR TST PUR TONE AIR, 0.09 ,,,
9450045,RHC TX INHAL INIT EA DAY , 0.09 ,,,
9450046,RHC PULSE OX SINGL DETERM, 0.09 ,,,
9450047,RHC INJ TX/DX/PROP SUB/IM, 0.09 ,,,
9450048,RHC VISION ACUITY        , 0.09 ,,,
9450049,RHC VISIT LEVEL 1 NEW PT , 0.09 ,,,
9450050,RHC VIST LEV 2 NEW W PROC, 0.09 ,,,
9450051,RHC VISIT LEVEL 2 NEW PT , 0.09 ,,,
9450052,RHC VIST LEV 3 NEW W PROC, 0.09 ,,,
9450053,RHC VISIT LEVEL 3 NEW PT , 0.09 ,,,
9450054,RHC VIST LEV 4 NEW W PROC, 0.09 ,,,
9450055,RHC VISIT LEVEL 4 NEW PT , 0.09 ,,,
9450056,RHC VIST LEV 5 NEW W PROC, 0.09 ,,,
9450057,RHC VISIT LEVEL 5 NEW PT , 0.09 ,,,
9450059,RHC VISIT LEVEL 1 EST PT , 0.09 ,,,
9450060,RHC VIST LEV 2 EST W PROC, 0.09 ,,,
9450061,RHC VISIT LEVEL 2 EST PT , 0.09 ,,,
9450062,RHC VIST LEV 3 EST W PROC, 0.09 ,,,
9450063,RHC VISIT LEVEL 3 EST PT , 0.09 ,,,
9450064,RHC VIST LEV 4 EST W PROC, 0.09 ,,,
9450065,RHC VISIT LEVEL 4 EST PT , 0.09 ,,,
9450066,RHC VIST LEV 5 EST W PROC, 0.09 ,,,
9450067,RHC VISIT LEVEL 5 EST PT , 0.09 ,,,
9450068,RHC ADMIN INFLUZA VACCINE, 0.09 ,,,
9450070,RHC SMEAR WET MOUNT POC  , 0.09 ,,,
9450071,RHC I&R FB SUBQ COMPLEX  , 0.09 ,,,
9450072,RHC UA NOAUTO WO MICROPOC, 0.09 ,,,
9450073,RHC PREG URINE VISUAL POC, 0.09 ,,,
9450074,RHC OCC BLD FEC QL 3 POC , 0.09 ,,,
9450075,RHC HEMOGLOBIN POC QW    , 0.09 ,,,
9450076,RHCSKN TST TB INTRDRM POC, 0.09 ,,,
9450077,RHC STREP A IMMUNO OPTPOC, 0.09 ,,,
9450079,RHC PELVIC/BREAST SCR EXM, 0.09 ,,,
9450087,RHC ANNUAL WELL PPS INI  , 0.09 ,,,
9450088,RHC COLLECT CAPILLAR BLD , 0.09 ,,,
9450089,RHC INSERT UTERIN DEV INT, 0.09 ,,,
9450090,RHC REM UTERIN DEVICE INT, 0.09 ,,,
9450091,RHC DRG SCRN PRESUMPT OPT, 0.09 ,,,
9450093,HEPAT B VACC 20MCG 1ML IN, 0.09 ,,,
9450094,EPINEPHRINE 1MG/ML 1MLINJ, 0.09 ,,,
9450095,CEFTRIAXONE 500MG PWD INJ, 0.09 ,,,
9450096,LIDOC 2% 20MG/ML 1ML INJ , 0.09 ,,,
9450097,CEFTRIAXONE 1GM PWD INJ  , 0.09 ,,,
9450098,ALBUTEROL 0.083% 3ML INH , 0.09 ,,,
9450099,DEXAM PH 4MG/1ML SDV     , 0.09 ,,,
9450100,SILVER SULFAD 1% 400GMCRM, 0.09 ,,,
9450102,LIDOC 1% 10MG/ML 1ML INJ , 0.09 ,,,
9450103,LIDO/EPI 1%10MG/ML1ML INJ, 0.09 ,,,
9450104,CEFTRIAXONE 250MG PWD INJ, 0.09 ,,,
9450105,CEFTRIAXONE 2GM PWD SDV  , 0.09 ,,,
9450106,KETOROLAC 30MG/ML 1ML INJ, 0.09 ,,,
9450107,KETOROLAC 30MG/ML 2ML INJ, 0.09 ,,,
9450108,VIT B12 1000MCG/ML 1ML IN, 0.09 ,,,
9450109,LEVALBUT 1.25MG/0.5ML NEB, 0.09 ,,,
9450110,IG VARICELL ZOS 125IU INJ, 0.09 ,,,
9450111,CLONIDINE 0.2MG TAB      , 0.09 ,,,
9450113,RHC ANTEPRT CARE ONLY 4-6, 0.09 ,,,
9450114,RHC ANTEPARTUM CARE >=7  , 0.09 ,,,
9450115,RHC POSTPARTUM CARE ONLY , 0.09 ,,,
9450116,CHDP LEAD POC            , 0.09 ,,,
9450117,CHDP CMP PRE EVAL<1 IN NW, 0.09 ,,,
9450118,CHDP CMP PR EVL 1-4 IN NW, 0.09 ,,,
9450119,CHDP CMP PR EVL 5-11IN NW, 0.09 ,,,
9450120,CHDP CMP PR EVL12-17IN NW, 0.09 ,,,
9450121,CHDP CMP PRE REEVL<1YR ES, 0.09 ,,,
9450122,CHDP CMP PRE REEVAL 1-4ES, 0.09 ,,,
9450123,CHDP CMP PRE REEVL 5-11ES, 0.09 ,,,
9450124,CHDP CMP PR REEVL 12-17ES, 0.09 ,,,
9450125,CHDP HEAR TS PUR TONE AIR, 0.09 ,,,
9450126,CHDP HEP B DTP IPV0.5MLIM, 0.09 ,,,
9450127,CHDP DIP-TET-AC 0.5ML<7IM, 0.09 ,,,
9450129,CHDP HIB PRP-OMP CONJ IM , 0.09 ,,,
9450130,CHDP HEMATOCRIT POC      , 0.09 ,,,
9450131,CHDP HEP A 720U/0.5MLPDIM, 0.09 ,,,
9450137,CCA SNELLEN EYE 3-6Y     , 0.09 ,,,
9450138,CCA SNELL EYE 7-20YR     , 0.09 ,,,
9450139,CHDP UA NONAUT W/MICR POC, 0.09 ,,,
9450148,CHDP PARTIAL VISIT NC    , 0.09 ,,,
9450149,CHDP DTAPIPV 0.5ML4-6PDIM, 0.09 ,,,
9450150,CHDP FLU VC 4VAL PF6MO+IM, 0.09 ,,,
9450152,RHC CCA ASTHMA ACTIONPLAN, 0.09 ,,,
9450153,RHC VACC CHILD ADM FEE SP, 0.09 ,,,
9450154,BUPIVAC MPF 0.25%10ML INJ, 0.09 ,,,
9450155,HEPAT B VACC 10MCG PEDIM , 0.09 ,,,
9450156,TRIAMCIN ACE 40MG/ML 1ML , 0.09 ,,,
9450157,BUPIVAC PF 0.5% 10ML INJ , 0.09 ,,,
9450158,TESTOST CYP 200MG/ML 1ML , 0.09 ,,,
9450159,ACETAMINOPHEN 325MG TAB  , 0.09 ,,,
9450160,ASPIRIN 81MG CHW TAB     , 0.09 ,,,
9450161,ASPIRIN EC 81MG TAB      , 0.09 ,,,
9450162,ATENOLOL 25MG TAB        , 0.09 ,,,
9450163,CLONIDINE 0.1MG TAB      , 0.09 ,,,
9450164,DIPHENHYDRAM 50MG/1ML INJ, 0.09 ,,,
9450165,DIPHENHYDRAMINE 25MG CAP , 0.09 ,,,
9450166,DIPHENHYDRAMINE 50MG CAP , 0.09 ,,,
9450167,DOCUSATE NA 100MG CAP    , 0.09 ,,,
9450168,ENALAPRIL 10MG TAB       , 0.09 ,,,
9450169,FUROSEMIDE 20MG TAB      , 0.09 ,,,
9450170,HYDROCORT NA 100MG/2MLINJ, 0.09 ,,,
9450171,HYDROCORT SUC250MG/2MLSDV, 0.09 ,,,
9450172,IBUPROFEN 200MG TAB      , 0.09 ,,,
9450173,LIDOCAINE 2% 100ML VISC  , 0.09 ,,,
9450174,AL/MG/SMC 200/200/20 30ML, 0.09 ,,,
9450175,MENINGOCOC VACC 0.5ML INJ, 0.09 ,,,
9450176,METOPROLOL 50MG TAB      , 0.09 ,,,
9450177,PEN G BENZ 1.2MILLU 2ML  , 0.09 ,,,
9450178,PREDNISONE 10MG TAB      , 0.09 ,,,
9450179,VIT K(PHYTONADIONE) 5MG  , 0.09 ,,,
9450180,SUMATRIPTAN 6MG/0.5ML INJ, 0.09 ,,,
9450181,ROTAVIRUS VAC PENTA SUS  , 0.09 ,,,
9450183,BISACODYL EC 5MG TAB     , 0.09 ,,,
9450184,ONDANSETRON 4MG/2ML SDV  , 0.09 ,,,
9450185,LIDOCAINE 2% 20ML INJ    , 0.09 ,,,
9450186,VIT K1(PHYTON)10MG/ML 1ML, 0.09 ,,,
9450187,METHYLPRED NA PF 125MGSDV, 0.09 ,,,
9450190,HIB VACC PRP-OMP CONJ IM , 0.09 ,,,
9450191,HPV VACC 9-VAL 0.5ML IM  , 0.09 ,,,
9450192,MEASLES/MUMPS/RUBELLA VAC, 0.09 ,,,
9450193,MMRV LIVE VACC 0.5ML SQ  , 0.09 ,,,
9450194,TDAP 0.5ML >=7YR IM      , 0.09 ,,,
9450195,TET/DIP PFVACC 0.5ML>=7YR, 0.09 ,,,
9450196,VARICELLA VAC 0.5ML INJ  , 0.09 ,,,
9450197,NTG SL 0.4MG (25) TAB    , 0.09 ,,,
