CHARGE #,DESCRIPTION,PRICE,ROOM PRICE
5675913,ELECTRODE ELECTROSURGICAL LVL 09,2062.75,0
5676234,INTRDCR LVL 06,2062.75,0
5676606,STAPLE RELOAD LVL 06,2062.75,0
5677927,SHEATH LVL 11,2062.75,0
5678156,STENTS LVL 11,2062.75,0
5678313,TUBE SPECIALTY LVL 11,2062.75,0
5679196,CATH DIAGNOSTIC LVL 08,2062.75,0
5679709,IMP RV/AD/RP HIP FEMORAL HD LVL 03,2062.75,0
5680012,IMP CABLE LVL 05,2062.75,0
8006157,MYOCARDIUM/MR,2064.12,0
8048241,MR CARDIAC W/O CONTRAST,2064.12,0
5619747,PROSTHESIS EAR OSSICLE NOTCHED 4MM,2065.75,0
8045908,MRI BILAT BREAST COMBO,2066.97,0
5656285,TISSUE PERICARDIUM LIFE ALASKA,2071.21,0
6203152,EAGLE EYE GOLD CATH,2072.14,0
2300002,DELIVERY CARE,2075.13,0
8046211,MRI UP EXT JOINT R COMBO,2076.86,0
8046229,MRI UP EXT JOINT L COMBO,2076.86,0
4699934,4MNIOEXCEL 2CMX3CM,2079,0
4604161,BX BONE MARROW NDL/TROC,2085.49,0
5603311,CARTRIDGE SALUTE TACKER,2090.5,0
5661103,GRASPER ALLIGATOR MINILAP GBC250,2091.98,0
8100497,RAD/ISODOSE PLAN COMPLEX,2112.45,0
4603528,CAPSULE ENDOSCOPY SB,2123.75,0
5680952,LSR FIBER LVL09,2124.99,0
8050171,CT PROSTATE BIOPSY,2128.39,0
5655790,TACKER SALUTE DISPOSABLE,2130.69,0
4605382,BX MUSCLE SUPERFICIAL,2132.83,0
4609038,APP SUB SKN T/A/L 0-100CM ADDL 25,2135.42,0
4609053,APP SUB SKN F/N/HF 0-100CM ADDL 25,2135.42,0
5670120,"SHUNT CAROTID ART 8-14FR 6""",2140.47,0
5673868,SUTURE LVL 15,2142.68,0
5674130,IMP ROD/NAIL LVL 05,2142.68,0
5675590,CLAMP LVL 06,2142.68,0
5676333,PROBE LVL 06,2142.68,0
5676523,RETRACTOR LVL 04,2142.68,0
5676689,LENS INTRAOCULAR LVL 05,2142.68,0
5677000,DRILL BIT LVL 05,2142.68,0
5677091,END CAP LVL 05,2142.68,0
5677653,PATCHES LVL 06,2142.68,0
158550,EPIFIX 2X3CM PER SQCM,2146.73,0
5670096,DILATOR UROMAX 24FR X 8CM,2154.1,0
5641428,GUIDE SINUS CATHETER RELIEVA GC090,2158.47,0
8052674,MRA PELVIS W/O CONT,2161.8,0
8003014,CT BILIARY DRAINAGE CATH CHANGE,2163.58,0
5663109,LOOP HYSTERECTOMY LINA EL-200-8,2164.65,0
158238,POSTERIOR ELBOW SPLINT,2166.13,0
8050221,XR INS TUBE GASTRO PERC,2168.78,0
4607628,INJ EPID TRANSFOR LUMB/SAC ADD BIL,2169.5,0
8050239,XR INS TUBE DUO/JEJUNOSTOMY PERC,2177.74,0
2300903,VAG DELIVERY SINGLE,2178.89,0
8052677,MRA PELVIS W/CONT,2181.36,0
8052678,MRA PELVIS W/O OR W/CONT,2181.36,0
8046641,MRI ABDOMEN W/CONT,2187.4,0
8047425,MRI CHEST W/CONTRAST,2187.4,0
4502241,DELIVERY VAGINAL ONLY,2189.54,0
5619788,PROSTHESIS EAR PORP 5.9MM OFF CENTE,2191.72,0
8046880,MRI ORB FACE NCK W/CONT,2197.37,0
1208669,CHROMO TISSUE 15-20 CELLS,2201.35,0
8005597,NM ABSCESS LOC WB,2203.8,0
5678487,CATH DRAINAGE LVL 04,2206.88,0
5678958,CATH INTRAVASCULAR US LVL 03,2206.88,0
5678966,CATH INTRAVASCULAR US LVL 04,2206.88,0
5674965,IMP PIN/WIRE LVL 11,2209.76,0
5679246,IMP RV/AD/RP SHL HEAD LVL 03,2209.76,0
5679626,IMP RV/AD/RP HIP STEM LVL 01,2209.76,0
5679857,IMP ORTHOPEDIC SPACER LVL 04,2209.76,0
5680798,IMP RV/AD/RP HIP BR/AX/YK/BH LVL 04,2209.76,0
5674767,NEEDLE SPECIALTY LVL 10,2209.87,0
5676457,REAMER LVL 06,2209.87,0
5619556,PROSTHESIS EAR INCUS WEHRS 10.2 LON,2213.26,0
8050676,RAD/RESP MOTION MGMT SIM,2214.47,0
8100505,IMRT SIMPLE,2220.32,0
8100513,IMRT COMPLEX,2220.32,0
6132393,TRANSHEP BILIARY DIL PERC S+I,2223.48,0
5642566,IMPLANT EYE SHEET 50X76X0.35MM 7212,2226.51,0
5669288,SPATULA PLASMA 5MM ACMI 952005PK,2226.89,0
5658307,ENDO SHEARS,2232.43,0
5638150,ACL BIOMET ACL BTB DISPOSABLE KIT 9,2232.75,0
8006165,BONE MARROW/MR,2233.06,0
8206161,BONE MARROW/MR,2233.06,0
6230452,STENT COAT W/DELVRY LVL02,2233.95,0
5669502,PUSHLOC AR-1923BC ARTHREX,2238.22,0
6009476,HC ABL EV LASER VEIN EXT LT ADDL SI,2239.08,0
6009484,HC ABL EV LASER VEIN EXT RT ADDL SI,2239.08,0
8006017,MRI BRAIN W/CONT,2247.04,0
4699935,AMNIOEXCEL 3.5CMX3.5CM,2252.25,0
5620117,PROSTHESIS T SPAN 300CC,2257.44,0
5620125,PROSTHESIS T SPAN 550CC,2257.44,0
5620133,PROSTHESIS T SPAN 700CC,2257.44,0
5609425,LASER ENDOSTAT.4MMX12FT,2257.9,0
8048167,CT ABD W PEL W/O CONTRAST,2261.22,0
2700359,PNEUMOGRAM/PEDS,2270.38,0
5674775,NEEDLE SPECIALTY LVL 11,2276.43,0
5678685,IMP CATH PORT INDWELLING LVL 08,2276.43,0
5619432,PROSTHESIS EAR H/A NOTCHED 4MM X 5M,2282.2,0
8006009,MRI BRAIN W/O CONT,2287.73,0
8048118,CT ABD PEL W CONTRAST,2290.71,0
8248510,CT ABD PEL W CONTRAST,2290.71,0
4502811,REPAIR HAND/FINGER TENDON (complex),2296.11,0
6230609,CATH INTRAVASC US LVL 03,2301.32,0
5607015,ENDO CUTTER THORACIC EZ45B,2307.8,0
5607148,ENDO LUNG EZ45G,2307.8,0
5671888,BONE GRAFT ACTIFUSE MEDIUM 15MMX15,2313.19,0
8048159,CT ABD W PEL W&W/O CONTRAST,2318.67,0
8248007,CT ABD W PEL W&W/O CONTRAST,2318.67,0
5663893,SAW TIP OSCILLATING STRYKER 6525,2319.25,0
5602206,BONE BLOCK CANCELLOUS 15CC 4-6MM,2319.31,0
4604872,BX PROSTATE NDL/PUNCH,2323.32,0
8045429,BREAST BPSY MAMTOME LEFT,2327.15,0
8045486,BREAST BPSY MAMTOME RIGHT,2327.15,0
158584,EPIFIX PERFORATED MESH 3.5X3.5CM,2334.3,0
8006272,MRI SPINE THOR W/O+W/CONT,2335.94,0
5664016,ILLUMINATION SINUS SYSTEM SIS100A,2344.01,0
5661020,SHEARS OPEN HARMONIC WAVE 18CM,2344.07,0
5662903,ENDO CUTTER STRAIGHT SC60A,2345.23,0
8001646,MYELOGRAM CERV,2345.39,0
2600732,PNEUMOGRAM/NSY,2348.71,0
8048233,MR CARDIAC W&W/O CONTRAST,2350.22,0
8048316,MR CARD STRESS W&W/O CONT,2350.22,0
5600069,ADAPTER BIOMET 139268,2350.24,0
4699936,AMNIOEXCEL 4CMX4CM,2356.2,0
4699938,AMNIOEXCEL 4CMX8CM,2356.2,0
4699939,AMNIOMATRIX,2356.2,0
6208045,PORTER CTO WIRE,2365.24,0
8048597,MRI SPINE CERV W/ CONT,2366.48,0
8048613,MR THORACIC SPINE W CONT,2366.48,0
6100143,ENDOMYOCARDIAL BIOPSY,2368.02,0
6100275,BRACHY COR PLACE,2368.02,0
6100333,FILTERWIRE W/EACH ADD VESS-PTCA,2368.02,0
6101521,ANG ADRENAL BIL SEL S+I,2368.02,0
6101596,CAROTID EXT UNILAT SELECTIVE,2368.02,0
6101737,VENOGRAM EXTREMITY UNI S&I,2368.02,0
6101745,VENOGRAM EXTREMITY BIL S+I,2368.02,0
6102370,POSSIS THROMBECTOMY,2368.02,0
6203566,CATH BLLN ULTRACUT RX,2368.02,0
6204077,CATH BLLN ULTRACUT RX 2.50X15,2368.02,0
6204085,CATH BLLN ULTRACUT RX 2.50X10,2368.02,0
5619721,PROSTHESIS EAR OSSICLE CRADLE 4.57,2374.93,0
5680953,LSR FIBER LVL10,2374.99,0
8050620,US DRN RT PLEU CTH IN IMG,2379.34,0
8050621,US DRN LT PLEU CTH IN IMG,2379.34,0
8006082,MRI SPINE LUMBAR W/CONT,2381.83,0
8006256,MRI SPINE CERV W/O+W/CONT,2381.83,0
8006298,MRI SPINE LMBR W/O+W/CONT,2381.83,0
5619739,PROSTHESIS EAR OSSICLE FLEX 3.25MM,2387.34,0
8046005,MRI PELVIS COMBO,2388.45,0
8046898,MRI ORB FAC NCK W+W/OCONT,2388.45,0
8048423,MRA HEAD W & W/O CONTRAST,2388.64,0
5671813,IMPLANT NERVE STIM PROGRAMMER 37746,2390.31,0
8048142,CT ABD W&W/O PEL W/O CONTRAST,2391.61,0
8247991,CT ABD W&W/O PEL W/O CONTRAST,2391.61,0
4606208,I+D FB REM SUBQ COMPLEX,2396.72,0
8050460,US DRN CATH FLUID TISSUE SOFT MAG,2402.07,0
8048761,CT DRN CATH FLUID TISSUE SOFT IMAG,2406.4,0
8050379,CT DRN CATH FLUID VISCERAL IMAG GD,2406.4,0
8050593,US DRN CATH FLUID VISCERAL IMAG GD,2406.4,0
8050601,US DRN CATH FLUID PERI PERC IMAG GD,2406.4,0
5674015,IMP SCREW LVL 12,2410.18,0
5674346,BLADE LVL 09,2410.18,0
5675426,CANNULA LVL 08,2410.18,0
5676812,ANCHOR LVL 09,2410.18,0
5677224,ENDO TROCARS LVL 09,2410.18,0
5677588,GUIDE WIRE LVL 09,2410.18,0
5677935,SHEATH LVL 12,2410.18,0
5678164,STENTS LVL 12,2410.18,0
5679717,IMP RV/AD/RP HIP FEMORAL HD LVL 04,2410.18,0
1223122,CHROMOSOMAL MICROARRAY,2415,0
1012798,"PLATELETS,PPH,L/R,UNIT",2415.48,0
4606497,BX MUSCLE SUPERFICIAL,2420.07,0
8048134,CT ABD W&W/O PEL W CONTRAST,2421.11,0
8247983,CT ABD W&W/O PEL W CONTRAST,2421.11,0
6231914,CATH ATHERECT TRANSL ROTAT LVL 01,2432.34,0
8048415,CT ANGIOGRAM ABDOMEN PELVIS,2439.47,0
5605555,COLLAGEN BARD PELVICOL MATRIX APC C,2442.97,0
8048126,CT ABD PEL W & WO CONTRAST,2449.06,0
8247967,CT ABD PEL W & WO CONTRAST,2449.06,0
5541131,MYRINGOTOMY/TONSILLECTOMY,2462.26,0
4605069,NASAL/SINUS ENDOSCOPY,2470.05,0
4502837,REDUCE FX/DISLOCATION OTHER (closed,2472.51,0
5660576,SCLERA FLORIDA EYE BANK,2473.92,0
5640255,CORNEA FLORIDA EYE BANK,2473.97,0
5657804,SCLERAL SHELL FLORIDA EYE BANK,2473.97,0
5658125,BONE MATRIX ABX ACTIFUSE 1.5MM,2473.97,0
8600124,EEG INFANT,2475.05,0
8100240,"RAD/SIMULATION,COMPLEX",2479.7,0
6231153,FILTER VENA CAVA LVL 02,2485.54,0
5671243,LASER FIBER HOLMIUM 550 10369 STORZ,2515.52,0
6202188,CATH IAB LINEAR 7.5/40CC,2516.06,0
6202196,CATH IAB LINEAR 7.5/34CC,2516.06,0
6202204,CATH IAB LINEAR 7.5/25CC,2516.06,0
6202865,CATHETER LINEAR 34CC,2516.06,0
6202873,CATHETER LINEAR 40CC,2516.06,0
6202899,CATHETER SAFEGUARD 24CM,2516.06,0
6231096,CATH THROMBEC/EMBO LVL06,2519.57,0
6231492,IMP CATH HEM/PER LONG TERM LVL 07,2519.57,0
6231682,IMP COIL EMBOLIZATIONATION LVL 05,2519.57,0
4604484,CYSTOSCOPY W/DILATION,2519.96,0
8046658,MRI ABDOMEN W&W/O CONT,2520.71,0
8047441,MRI CHEST COMBO,2520.71,0
8047896,MRI BREAST BIOSPY,2520.71,0
158568,EPIFIX 2X4CM,2532.2,0
6231849,CATH TLA NON-LASER DRUG COAT LVL 07,2533.24,0
5655105,SHOULDER SCREW ROCKWOOD 45MM,2535.84,0
5655113,SHOULDER SCREW ROCKWOOD 50MM,2535.84,0
8006231,MRI BRAIN W/O + W/CONT,2538.89,0
5678693,IMP CATH PORT INDWELLING LVL 09,2543.93,0
8003956,US PERC DRAIN W/CATH PLC,2545.25,0
5661434,SEALING TISSUE ENSEAL ETRIO325H,2550.18,0
5663737,CAUTERY ENSEAL ETRIO325H,2550.18,0
5660253,ENDO STAPLE EC60A,2553.02,0
6131940,PERC PORTAL VEIN CATH ANY METHOD,2560.39,0
5646963,PASTE POLYTEFLON 22-7000,2566.77,0
5656327,TREPHINE 8MM CORING,2566.77,0
6230521,STENT NON W/DLVRY LVL 04,2576.21,0
5658372,ENDO SHEAR ACE36E HARMONIC RPR,2577.46,0
6230957,CLOSURE VASC DEVICE LVL06,2578.14,0
5630231,TRACKER 5MM OMSTTS,2580.08,0
8600090,POLYSOMNOGRAPHY REDUCED,2588.13,0
1227446,FBN1 FULL GENE SEQUENCE,2594.14,0
5609409,LASER ACCUSTAT,2597.51,0
5672027,BONE IMPLANT 10MM REVISION CORES,2608.89,0
158592,EPIFIX PERFORATED MESH 4X4.5CM,2615.64,0
5680935,ALOGRFT PTTY SGNFS 15.0G,2640,0
5680937,ALOGRFT PTTY SGNFS 3.7G,2640,0
5680938,ALOGRFT PTTY SGNFS 7.5G,2640,0
4502282,TX INCOMPLETE ABORTION,2652.7,0
5663976,ILLUMINATION SINUS SYSTEM SIS100B,2653.27,0
4604450,COLPOSCOPY W/LETZ,2654.33,0
4606224,I+D WOUND POSTOP COMPLEX,2654.33,0
4604518,DILATION OF URETHRA,2663.65,0
6202964,DRIVER STENTS,2664.04,0
6203251,FILTER RETREIVAL SET,2664.04,0
5655030,SHEARS CURVED HARMONIC BLUE FCS9,2671.73,0
5678560,WIRE GUIDE LVL 07,2675,0
5679386,IMP SPINE FUSION LVL 02,2675,0
5679634,IMP RV/AD/RP HIP STEM LVL 02,2675,0
5680020,IMP CABLE LVL 06,2675,0
5680392,IMP DEV JT KNEE TOTAL LVL 03,2675,0
8001661,MYELOGRAM LUMBAR,2675.29,0
5674460,IMP PLATE LVL 08,2677.68,0
5674825,IMP BOLT LVL 05,2677.68,0
5675087,IMP MESH LVL 06,2677.68,0
5675509,CEMENT ACCESSORIES LVL 05,2677.68,0
5675608,CLAMP LVL 07,2677.68,0
5675798,DRESSING SPECIALTY LVL 07,2677.68,0
5676036,FORCEP LVL 07,2677.68,0
5676341,PROBE LVL 07,2677.68,0
5676465,REAMER LVL 07,2677.68,0
5676697,LENS INTRAOCULAR LVL 06,2677.68,0
5677018,DRILL BIT LVL 06,2677.68,0
5677109,END CAP LVL 06,2677.68,0
5677265,EXPANDER TISSUE LVL 03,2677.68,0
5677364,GRAFTS LVL 02,2677.68,0
5677661,PATCHES LVL 07,2677.68,0
5678016,SPLINT LVL 07,2677.68,0
5678842,CATH THROMBECTOMY/EMBOLECTMY LVL 06,2677.68,0
5680145,IMP DEV JT HIP TOTAL LVL 05,2677.68,0
8049959,CT EXCHG CTH NEPH INC NEPH/URTR BI,2679.66,0
5607288,ENDO SHEAR HARMONIC ACE36E,2683.11,0
8050205,CTA EXT LOWER W/CNT BI,2687.68,0
5620026,PROSTHESIS HOW 6628 4 975 LG PATELL,2690.44,0
8004772,CT PERC DRAIN W/CATH PLC,2697.93,0
5629092,SHAFT SYNTHES 351.44,2699.63,0
5671144,SEALER TISSUE G2,2702.46,0
5667308,SEALANT TISSUE ENSEAL 535RH,2733.52,0
5667316,SEALING TISSUE NSEAL-535RH,2733.52,0
5663562,SEALING TISSUE ENSEAL ETR10335RH,2733.59,0
5663752,CAUTERY ENSEAL ETRIO335RH,2733.59,0
6231856,CATH TLA NON-LASER DRUG COAT LVL 08,2763,0
5661186,BIOSCREW TENODESIS 8MM AR-1580BC,2783.11,0
5609748,LASER FIBER 200 HOLMIUM,2783.17,0
5609755,LASER FIBER 400 HOLMIUM,2783.17,0
5612577,PACEMAKER LEAD 4592 53,2783.17,0
5612585,PACEMAKER LEAD 5076 45,2783.17,0
5612593,PACEMAKER LEAD 5076 58,2783.17,0
5612619,PACEMAKER LEAD MED 5076-52,2783.17,0
5658588,TIGHTROPE AC REPAIR KIT AR-2257,2783.17,0
6009153,HC NM STRESS/REST CARDIAC SPECT,2799.15,0
8001653,MYELOGRAM-THORACIC,2799.69,0
5602321,BONE MATRIX DEMINERALIZED PUTTY 5CC,2801.68,0
5638986,BONE MATRIX DEMINERALIZED DBX PUTTY,2801.68,0
6132831,IV DRUG INF STIM+PAC,2825.74,0
6133235,TRLUML BALO ANGIOP ADDL ART,2829.7,0
5629100,SHAFT SYNTHES 351.48,2833.27,0
1222033,PKU MUTATION,2834,0
4602421,"LIVER BIOPSY,ASPIRATION",2845.08,0
5619440,PROSTHESIS EAR H/A OFFSET 4MM X 5MM,2857.32,0
8048027,NM CARDIAC STRESS TEST,2860.67,0
5540190,OPS OPERATING ROOM LVL 2,2864.32,0
6102610,ECHO TEE COMP,2867.32,0
6102651,ECHOCARDIOGRAM TRANSOPHEAL PLACEMNT,2867.32,0
5670690,FLIP CUTTER AR-1204AF-80,2876.42,0
6201347,STENT LIBERTE 3.00X28 MONO,2886.14,0
6201370,STENT LIBERTE 2.75X32 MONO,2886.14,0
6201420,STENT LIBERTE 3.00X8MONO,2886.14,0
6203475,STENT LIBERTE 4.50X12 MONO,2886.14,0
6203491,STENT LIBERTE 5.00X16 MONO,2886.14,0
6203509,STENT LIBERTE 4.50X20 MONO,2886.14,0
6203517,STENT LIBERTE 5.00X20 MONO,2886.14,0
6203525,STENT LIBERTE 2.75X32 MONO,2886.14,0
1229954,ONCOHEME NGS,2888.34,0
1226406,NOTCH 3 MUTATION MAYO,2892.25,0
5600077,ADAPTER KNEE BIOMET,2894.43,0
4605374,BX BONE OPEN SUPER,2929.15,0
5656343,TREPHINE HARVEST 905755 ARTHROTEK,2931.59,0
5608450,HARVESTER ARTHREX OATES 10MM AR-198,2937.77,0
5608492,HARVESTER ARTHREX OATES 8MM AR-1980,2937.77,0
5608500,HARVESTER ARTHREX OATES 9MM,2937.77,0
5619986,PROSTHESIS EAR TYMPANIC MEMBRANE #0,2937.77,0
5619994,PROSTHESIS EAR TYMPANIC MEMBRANE #1,2937.77,0
5620000,PROSTHESIS EAR TYMPANIC MEMBRANE #1,2937.77,0
5620018,PROSTHESIS EAR TYMPANIC MEMBRANE #1,2937.77,0
5674023,IMP SCREW LVL 13,2945.18,0
5674148,IMP ROD/NAIL LVL 06,2945.18,0
5677943,SHEATH LVL 13,2945.18,0
5679725,IMP RV/AD/RP HIP FEMORAL HD LVL 05,2945.18,0
4699937,AMNIOEXCEL 5CMX5CM,2945.25,0
6207856,FORMULA 418 STENT,2953.3,0
8100117,RAD/SPC TRT PROC,2957.3,0
6100101,INSERT IABP PERC,2960.07,0
6100887,REMOV PT ACTIV CARDIAC EVEN RECORD,2960.07,0
6101547,ANG PULMON SEL LT S+I,2960.07,0
6101562,ANGIO PULM NONSEL /VEN S+I,2960.07,0
6101570,ANG SEL EA ADDL VSL S+I,2960.07,0
6101679,VENOGRAM CAVAL INFERIOR S+I,2960.07,0
6101687,VENOGRAM RENAL S+I,2960.07,0
6101695,VENOGRAM RENAL BIL S+I,2960.07,0
6101752,VENOGRAM CAVAL SUPERIOR S+I,2960.07,0
6101778,ANGIO INTERNAL MAMMARY S+I,2960.07,0
6102339,TRANSCATH FORGN BODY RETRVL,2960.07,0
6207674,STENT ZILVER 5X40X80,2960.07,0
6207682,STENT ZILVER 5X60X80,2960.07,0
6207690,STENT ZILVER 6X40X80,2960.07,0
6207708,STENT ZILVER 6X60X80,2960.07,0
6207716,STENT ZILVER 8X40X80,2960.07,0
6207724,STENT ZILVER 8X60X80,2960.07,0
6207732,STENT ZILVER 10X40X80,2960.07,0
6207740,STENT ZILVER 10X60X80,2960.07,0
6207757,STENT ZILVER 12X40X80,2960.07,0
1229996,MARFAN RELATED GENETIC PL,2960.1,0
5660188,DISSECTOR BALLOON BTT SMBTTOVL,2960.65,0
1060771,"PLATELETS,PPH,L/R,HLA",2975,0
6231252,GUIDEWIRE LVL08,2982.05,0
1230101,HYPERTROPHIC CARDIO PANEL,2990,0
8600108,POLYSOMNOGRAPHY W/BIPAP REDUCED,3023.18,0
4606729,AMPUTN TOE METRSPHLGL JNT,3044.63,0
4606976,AMP TOE & METATARSAL SGL,3044.63,0
4606984,PARTIAL AMPUTATION OF TOE,3044.63,0
4607008,LEG DECOMP ANT/LAT COMPRT,3044.63,0
4605226,DISKOGRAM CERV/THOR S+I,3054,0
5661392,SEALING TISSUE ENSEAL ETR10335H,3055.27,0
5663745,CAUTERY ENSEAL ETRIO335H,3055.27,0
5608716,IMPLANT HELICAL BLADE 456.306,3061.5,0
5638168,ADCON-L,3061.5,0
5658521,IMPLANT BLADE HELICAL 456-303,3061.5,0
5663828,SYNDESMOSIS TIGHTROPE IMPLANT AR892,3062.02,0
6102776,EP EVAL LD(S) W/AICD TEST,3068.44,0
8050918,NM TUMOR LOC WB 2+ DAYS,3080.73,0
6102438,3PERIPRAL ART ATHERECTOMY ADD VESS,3084.39,0
6102453,INTRAVASC FB RETRIEVAL S&I,3084.39,0
5669080,BLOCK CUSTOM CUTTING SMITH NEPHEW,3092.24,0
5612551,PACEMAKER LEAD 4092 58,3092.37,0
5612601,PACEMAKER LEAD MED 4092 52,3092.37,0
5646294,KNIFE 50MM ACETABULAR 7053-50-10,3092.37,0
5646302,KNIFE 50MM ACETABULAR 7053-50-20,3092.37,0
5656194,TENDON PATELLAR 060317-006,3092.37,0
5657838,PACEMAKER LEAD 1646T.52,3092.37,0
5657846,PACEMAKER LEAD 1646T.58,3092.37,0
5672985,HARMONIC ACE CURVED SHEARS,3112.57,0
5660485,LASER FIBER 270 SUPER HOLMIUM,3121.83,0
5540679,CYSTOURETHROSCOPY,3127.73,0
5679733,IMP RV/AD/RP HIP FEMORAL HD LVL 06,3132.1,0
5679865,IMP ORTHOPEDIC SPACER LVL 05,3132.1,0
6000616,ANALYSIS REMOTE UP TO 30 DAYS,3146.59,0
6009260,HC ANALYSIS REMOTE UP TO 30 DAYS,3146.59,0
5656855,WASHER/LOC FIXATION 908436 ARTHROTE,3160.53,0
5671250,LASER FIBER HOLMIUM 940 10370 STORZ,3168.7,0
5639174,CABLE 1.7 W/CRIMP 298.801.01S,3186.84,0
6009427,HC CARDIOVERSION ELECTIVE EXTERNAL,3198.46,0
4602520,"RFA,LUM/SAC,EA ADDL LEVEL",3199.85,0
4602538,"RFA,CERV/THOR,EA ADDL LVL",3199.85,0
5679253,IMP RV/AD/RP SHL HEAD LVL 04,3210,0
6203137,VENA CAVA FILTER,3210.71,0
5674353,BLADE LVL 10,3212.68,0
5675921,ELECTRODE ELECTROSURGICAL LVL 10,3212.68,0
5676242,INTRDCR LVL 07,3212.68,0
5676358,PROBE LVL 08,3212.68,0
5676531,RETRACTOR LVL 05,3212.68,0
5676820,ANCHOR LVL 10,3212.68,0
5677232,ENDO TROCARS LVL 10,3212.68,0
5677596,GUIDE WIRE LVL 10,3212.68,0
5677679,PATCHES LVL 08,3212.68,0
5679204,CATH DIAGNOSTIC LVL 09,3212.68,0
5608468,HARVESTER ARTHREX OATES 5MM,3216.1,0
5608476,HARVESTER ARTHREX OATES 6MM,3216.1,0
5608484,HARVESTER ARTHREX OATES 7MM,3216.1,0
5637160,TISSUE FASCIALATA U OF FLORIDA,3216.1,0
5672647,CLOSURE WOUND ABRA CWK02 CANICA,3238.47,0
4502993,ED TRAUMA ACT LEVEL 4 FULL,3241.18,0
5602230,BONE CHIP CANCELLOUS 1-4MM 30CC,3247.03,0
5609763,LASER FIBER 600 HOLMIUM,3247.03,0
5638846,BONE CHIPS CANCELLOUS 50CC,3247.03,0
5638853,BONE CHIPS CANCELLOUS 60CC,3247.03,0
5671771,UTERINE ABLATOR NOVASURE,3253.92,0
6207617,STENT FORMULA 418 5X16X80,3256.13,0
6207625,STENT FORMULA 418 6X12X80,3256.13,0
6207633,STENT FORMULA 418 6X20X80,3256.13,0
6207658,STENT FORMULA 418 8X16X80,3256.13,0
6207666,STENT FORMULA 418 8X20X80,3256.13,0
5659354,IMPLANT BLADE 11X80MM,3273.02,0
2300911,VAG DELIVERY MULTI,3273.45,0
4606307,EXC HIDRADEN AXIL XMP,3278.79,0
4606315,EXC HIDRADEN ING SMP,3278.79,0
4606323,EXC HIDRADEN PERI SMP,3278.79,0
4606448,GRAFT SPLIT T/A/L 100CM,3278.79,0
4606455,GFT SPLIT T/A/L 100CM ADDL,3278.79,0
4606463,GRAFT SPLIT F/N/HF/G 100CM,3278.79,0
4606471,GRAFT SPLIT F/N/HF/G 100CM ADDL,3278.79,0
4606679,BX BONE OPEN SUPER,3278.79,0
4606703,FLAP DELY/SCT SCLP/ARM/LG,3278.79,0
4606943,DELAY OF FLAP AT TRUNK,3278.79,0
4606968,ADJCNT TISS TRANSF>30SQCM,3278.79,0
6131478,SEL CTH ABD/EXTREM 1ST,3279.85,0
6102602,CARDIOVERSION ELECTIVE,3306.62,0
4500351,ED LEVEL 5,3312.14,0
5680933,MORCELLATOR LVL 02,3327.46,0
5606934,ENDO CAP SEAL ASSEMBLY HAP02,3327.48,0
5640362,DOWEL HARVEST TUBE 900738 ARTHROTEK,3327.48,0
8047384,US BX BREAST 1ST LESION IMAGE,3344.94,0
5673884,SUTURE LVL 17,3346.43,0
5674478,IMP PLATE LVL 09,3346.43,0
5674973,IMP PIN/WIRE LVL 12,3346.43,0
5675434,CANNULA LVL 09,3346.43,0
5676473,REAMER LVL 08,3346.43,0
5676614,STAPLE RELOAD LVL 07,3346.43,0
5676705,LENS INTRAOCULAR LVL 07,3346.43,0
5677026,DRILL BIT LVL 07,3346.43,0
5677117,END CAP LVL 07,3346.43,0
5678495,CATH DRAINAGE LVL 05,3346.43,0
5678701,IMP CATH PORT INDWELLING LVL 10,3346.43,0
5680806,IMP RV/AD/RP HIP BR/AX/YK/BH LVL 05,3346.43,0
6230866,CATH INTRAVASC US LVL 04,3354.26,0
5602370,BONE PUTTY ALLOMATRIX INJECTABLE 86,3370.76,0
2500593,CARDIOVERSION,3370.83,0
4502019,CARDIOVERSION,3370.83,0
5674155,IMP ROD/NAIL LVL 07,3372.96,0
8001679,MYELOGRAM ENTIRE SPINE,3409.56,0
6231567,IMP LD ICD COIL SGL LVL02,3412.12,0
5656863,WASHERLOC FIXATION 908434 ARTHROTEK,3413.91,0
5660790,WASHER LOC 16MM 908436,3413.91,0
5641014,FIXATION DEVICE TOGGLELOC BIOMET 90,3420.14,0
5638903,BONE MATRIX DEMINERALIZED DBX MIX 2,3426.33,0
8048522,MR NECK W AND W/O CONTRAS,3432.94,0
6203533,STENT DRIVER,3478.13,0
6131726,THROMBOLYSIS VEN/ART INF SUB S+I,3487.29,0
6131734,CESSAT THROMBOLYSIS W/CTH REM S+I,3487.29,0
6131973,CVC CNTR TUN W/O P/P <5,3487.29,0
6132047,PICD W/ PORT <5 YR,3487.29,0
6132054,PICD W/ PORT =>5 YR,3487.29,0
6132096,RPLC TUN CICVC W/O P/P,3487.29,0
6132120,REM CVD PERICATHETER OBSTUCT,3487.29,0
5670468,IMPLANT GRAFTBOLT W/SCREW AR-5100-9,3495.01,0
5680608,IMP DEV JT SHL TOTAL LVL 01,3500,0
5655782,TAC EZ,3506.72,0
6009591,HC DEBRIDE BONE 1ST 20 CM,3510.73,0
5669569,GRAFT 6MMX50MM THIN MAQUET #4,3516.37,0
6103303,INS FLOW DIRECT CATH,3536.46,0
