Charge Code,NRV,CPT,Discription,Price,,,,
7008220,0300,82139,AMINO ACIDS QNT URINE,120.00,,,,
7008231,0311,88230,TISS CULT F/NON-NEOPLSA,269.50,,,,
7008236,0300,88237,TISS CULT F/NEOPLASTIC,130.00,,,,
7008253,0311,88233,CHROMOSONE ANALYSIS,295.00,,,,
7008260,0300,88264,CHRMSM ANALYSIS 20-25C,130.00,,,,
7008263,0311,88262,CHRMSM ANAL 15-20 BANDS,229.50,,,,
7008282,0310,88280,CHROMS KARYOTYPE TISSUE,45.00,,,,
7008289,0311,88289,CHROM HI RESOLN,57.75,,,,
7008294,0311,88291,INTERP & REPORT*,40.00,,,,
7008300,0300,88184,"Flow cyto, FLAER",84.38,,,,
7008301,0300,88185,"Flow cyto, CD",50.63,,,,
7008302,0310,88188,INTERP 9-15 MARKERS,73.08,,,,
7008391,0301,83919,ORGANIC ACIDS QUAL,99.00,,,,
7008415,0301,84154,PSA FREE,13.33,,,,
7008675,0306,87517,HEPATITIS B DNA QUANT,150.00,,,,
7008730,0306,87305,ASPERGILLUS AG,58.50,,,,
7009433,0300,86663,EBV EARLY AG EA,28.93,,,,
7009434,0302,86664,EBV EBNA,14.92,,,,
7012290,0301,84311,FUNGITEL,45.28,,,,
7013504,0306,87522,HEP C RNA  PCR,119.89,,,,
7013617,0301,83615,LDH CSF,6.62,,,,
7013836,0301,83835,"METANEPHRINES, PLASMA",102.03,,,,
7013842,0300,80307,METHADONE SCRN AND CONF,59.00,,,,
7014998,0302,86300,CA15-3,11.66,,,,
7015823,0305,85613,LUPUS TYPE ANTICOAGULANT,10.00,,,,
7016059,0302,86038,ANTI-NEUTRPHL CYTOPLASM,7.29,,,,
7016360,0302,86360,T CELLS T4/T8 PLS RATIO,50.00,,,,
7016369,0301,80299,THER DRUG MON1,46.51,,,,
7016682,0302,86682,CYSTICEROS IGG AB CSF,53.12,,,,
7016911,0302,86603,ADENOVIRUS AB,13.00,,,,
7017203,0306,87278,LEGIONELLA DFA,35.05,,,,
7017265,0306,87265,BORDETELLA PERTUSSIS DFA,21.41,,,,
7018188,0311,88185,LEUKEMIA & LYMPHOMA PNL,275.00,,,,
7026009,0302,86022,AB ID PLT,242.00,,,,
7026012,0302,86978,ANTIBDY ABSORP EA SERUM,34.50,,,,
7026016,0302,86850,RBC ANTIBODIES SCREEN,23.50,,,,
7026018,0390,86971,ANTIBDY SCREEN/ENZYME,17.25,,,,
7026019,0300,86860,RBC ANTIBDY ELUTION EACH,58.00,,,,
7026024,0302,86870,ANTIBDY IDENT RBC EA PNL,29.00,,,,
7026031,0302,86880,COOMBS DIRECT,9.00,,,,
7026074,0302,86904,BLD CRSSMTCH SCREENING,33.25,,,,
7026080,0302,86900,BLD TYPE ABO ONLY,17.25,,,,
7026095,0302,86905,RBC AG EXCPT ABO/RHO EA,83.65,,,,
7026100,0302,86901,BLD TYPE RHO(D)ONLY,43.60,,,,
7026105,0302,86906,BLD TYPE RH PHENOTYP CMP,23.50,,,,
7026130,0302,86812,HLA TYPING A B OR C,229.00,,,,
7026213,0302,86970,PRETRTMNT RBC AB DETECT,29.00,,,,
7026915,0302,86644,CMV ANTIBODY-IGG,35.00,,,,
7026919,0302,86902,ANTIGEN TYPING EA UNIT,55.00,,,,
7026975,0302,86975,RBC SERUM W/DRUG,125.00,,,,
7026977,0302,86977,PRETX SRM AB ID INCUB EA,272.50,,,,
7028697,0302,86976,PRETX SERUM DILUT,36.00,,,,
7029003,0300,,SPECIAL HANDLING ARC *,140.00,,,,
7029004,0300,,SPECIAL HANDLING ARC *,32.00,,,,
7033959,0301,83520,IMMUNOASSAY QNT,75.00,,,,
7035559,0302,86376,ANTITHYROID PEROXIDAS AB,53.00,,,,
7035560,0302,86376,LIVER KIDNEY MICROSOME,13.67,,,,
7036238,0302,86235,ANTI SM RNP,53.00,,,,
7038630,0302,86671,ANTI-SACROMYCES CEREVISIAE AB,50.00,,,,
7046020,0300,81381,"HL1 TYPING, HLA B57:01, ABACAVIR HYPERS",124.35,,,,
7047106,0306,87106,YEAST ID REF,53.00,,,,
7047118,0306,87118,AFB ID REF,40.00,,,,
7062500,0300,S362090,NEWBORN METABOLIC SCREEN; PKU PANEL,111.70,,,,
7062501,0300,S362090,NEWBORN METABOLIC SCREEN; PKU PANEL,129.25,,,,
7062504,0301,82172,ASSAY OF LIPOPROTEIN (FIBROSURE),25.00,,,,
7062505,0301,82247,BILIRUBIN TOTAL (FIBROSURE),25.00,,,,
7062506,0301,82977,ASSAY OF GGT (FIBROSURE),25.00,,,,
7062507,0301,83010,ASSAY OF HAPTO GLOB QNT (FIBROSURE),25.00,,,,
7062508,0301,83883,ASSAY NEPHELOMETRY NOT SPEC (FIBROSURE),25.00,,,,
7062509,0301,84460,ALT  (FIBROSURE),25.00,,,,
7069005,0302,86003,ALLERGEN IgE,7.00,,,,
7069007,0302,86003,ALLERGEN PROFILE W/ TOT IGE RESP AREA 13,687.50,,,,
7069011,0301,84311,ADA PLEURAL FLUID,75.00,,,,
7069023,0302,86316,"CHROMOGRANIN A, ECL",55.00,,,,
7069035,0302,86305,"HE4, OVARIAN CA MONITORING",150.00,,,,
7069041,0306,87502,INFLUENZA A&B RNA,90.00,,,,
7069071,0301,84140,"PREGNENOLONE, LC-MS-MS",73.50,,,,
7069089,0302,86682,"STRONGYLOIDES, IgG Ab",56.75,,,,
7069101,0301,82397,TSH RECEPTOR Ab,115.00,,,,
7069105,0301,82397,Anti Mullerian Hormone (AMH),102.00,,,,
7069107,0301,83945,OXALIC ACID 24hr U w/o CREAT,12.00,,,,
7069125,0305,85245,VON WILLEBRAND FACTOR ACT,60.00,,,,
7069131,0305,85246,VON WILLEBRAND FACTOR Ag,73.50,,,,
7069149,0301,80307,DRUG SCREEN PANEL 1,20.00,,,,
7069153,0302,86038,"ANA, IFA w/ REFLEX TITER PATTERN",4.16,,,,
7069156,0301,82340,CALCIUM 24hr URINE,18.63,,,,
7069157,0301,82570,CREATINE URINE,15.87,,,,
7069159,0301,82610,CYSTATIN C,54.00,,,,
7069163,0305,85397,ADAMTS 13 ACTIVITY,60.00,,,,
7069164,0300,99001,TSO PROCESSING FEE,25.00,,,,
7069170,0306,87116,"MYCOBATERIUM CULTURE, AFB",14.12,,,,
7069171,0305,85210,"FACTOR II ACTIVITY, CLOTTING",107.80,,,,
7069177,0302,86146,BETA2-GLYCOPROTEIN 1 IMMUNOGLOBIN,15.00,,,,
7069178,0302,86148,PHOSPHATIDYLSER,37.23,,,,
7069179,0302,86148,PHOSPHATIDYLSERIN AB,36.14,,,,
7069181,0302,86147,CARDIOLIPIN AB,30.04,,,,
7069187,0302,86003,ALLERGEN SPECIFIC IgE,7.56,,,,
7069188,0302,86003,ALLERGEN SPECIFIC IgE,6.72,,,,
7069194,0301,82373,CARBOHYDRATE GLYCERIN,195.00,,,,
7069201,0301,82523,COLLAGEN CROSS LINKS,33.79,,,,
7069202,0301,82570,CREATININE URINE,8.45,,,,
7069208,0306,87798,C DIFF DNA,149.00,,,,
7069209,0306,87493,C DIFF TOXIN GENES,149.00,,,,
7069227,0302,86695,HSV TYPE 1,14.40,,,,
7069228,0302,86696,HSV TYPE 2,21.60,,,,
7069234,0301,82550,CK TOTAL,4.93,,,,
7069235,0301,82552,CK ISOENZYME,9.43,,,,
7069241,0306,87015,SAMPLE CONCENTRATION,21.38,,,,
7069242,0306,87207,CYCLOSPORA-ISOSPORA,26.12,,,,
7069248,0311,88271,MOL CYTO-DNA PROBE,101.75,,,,
7069249,0311,88273,CHROMO IN-SITU,154.00,,,,
7069250,0311,88291,INTERPRETAION AND REPORT,19.25,,,,
7069256,0301,80307,"DRUG SCREEN QUAL, EA DRUG CLASS",21.00,,,,
7069257,0301,80307,"DRUG SCREEN QUAL, EA DRUG CLASS",19.60,,,,
7069268,0302,86695,HSV TYPE 1,16.20,,,,
7069269,0302,86696,HSV TYPE 2,18.00,,,,
7069270,0302,86694,HSV TYPE 1&2,16.20,,,,
7069271,0302,86727,LCM ANTIBODIES,16.20,,,,
7069272,0302,86765,RUBEOLA ANTIBODY,16.20,,,,
7069273,0302,86735,MUMPS ANTIBODIES,16.20,,,,
7069274,0302,86787,VARICELLA ZOSTER AB,16.20,,,,
7069280,0302,86255,ENDOMYSIAL AB SCREEN,34.43,,,,
7069281,0302,86256,ENDOMYSIAL AB TITER,80.00,,,,
7069287,0302,86658,ENTEROVIRUS ANTIBODY ID-COXSAKIE TYPE,9.31,,,,
7069288,0302,86658,ENTEROVIRUS ANTIBODY ID-ECHO TYPE,10.64,,,,
7069289,0302,86658,ENTEROVIRUS ANTIBODY ID-POLIO TYPE,7.98,,,,
7069295,0301,83864,"GLYCOAMINOGLYCAN,URINE",75.00,,,,
7069322,0301,82175,"ARSENIC, RNDM URINE",40.17,,,,
7069323,0301,83655,"LEAD, RNDM URINE",33.73,,,,
7069324,0301,83825,MERCURY RNDM URINE,33.73,,,,
7069325,0301,82300,"CADMIUM, RNDM URINE",40.17,,,,
7069326,0301,83018,"COBALT, RNDM URINE",36.18,,,,
7069327,0301,83018,"THALLIUM, RNDM URINE",34.65,,,,
7069328,0301,82570,"CREATININE, RNDM URINE",8.89,,,,
7069343,0306,87529,"HSV 1,2 DNA PCR",42.50,,,,
7069349,0302,86256,ANCA SCREEN,7.29,,,,
7069351,0302,86671,FUNGUS ANTIBODY IDENTIFICATION,200.00,,,,
7069352,0302,86256,FLOURESCENT AB TITER,218.00,,,,
7069375,0306,87015,CONCENTRATE SPEC,67.80,,,,
7069376,0306,87210,"SMEAR, ISOSPORA",45.20,,,,
7069378,0302,86022,"SRA, UNFRACTIONATED HEPARIN",216.59,,,,
7069379,0302,86022,HEPARIN INDUCED PLATELET,104.13,,,,
7069382,0301,83883,NEPHELOMETRY,60.00,,,,
7069388,0302,86717,LEISHMANIA IgG ANTIBODY ID,7.05,,,,
7069389,0302,86717,LEISHMANIA IgM ANTIBODY ID,6.51,,,,
7069393,0300,81404,FAMILIAL MEDITERRANEAN FEVER,850.00,,,,
7069407,0306,87015,SAMPLE CONCENTRATION,2.87,,,,
7069408,0306,87207,SPECIAL STAIN,8.59,,,,
7069414,0302,86618,LYMES-CSF ANTIBODY,28.00,,,,
7069420,0302,86658,ENTERO VIRUS ANTIBODY ID,16.62,,,,
7069421,0302,86658,ENTERO VIRUS ANTIBODY ID,14.67,,,,
7069422,0302,86658,ENTERO VIRUS ANTIBODY ID-ECHO VIRUS,19.28,,,,
7069423,0302,86710,INFLUENZA VIRUS A&B ID,47.86,,,,
7069424,0302,86632,CHLAMYDIA AB ID,69.75,,,,
7069425,0302,86631,CHLAMYDIA ANTIBODY ID,67.68,,,,
7069432,0311,88271,MOLECULAR CYTOGENETICS-DNA PROBE,45.50,,,,
7069433,0311,88275,INTERPHASE IN-SITU,87.75,,,,
7069434,0311,88291,INTERPRETATION AND REPORT,9.75,,,,
7069440,0302,86357,PHENOTYPING,38.50,,,,
7069441,0300,85048AY,"WBC, TOTAL LYMPHS",11.50,,,,
7069447,0306,87281,PNEUMOCYSTIS CARINII AB ID,16.50,,,,
7069448,0306,87015,P. CARINII CONCENTRATION,13.50,,,,
7069454,0306,87798,INFECTIOUS AGENT DETECTION-DNA,85.00,,,,
7069460,0301,84150,"PROSTAGLANDIN E2, SERUM",275.00,,,,
7069466,0302,86003,ALLERGEN SPECIFIC IgE,5.72,,,,
7069467,0300,82785,"ALLERGEN IGE, TOTAL",17.16,,,,
7069473,0302,86003,ALLERGEN SPECIFIC IgE,5.54,,,,
7069474,0302,86003,ALLERGEN SPECIFIC IgE,4.15,,,,
7069475,0300,82785,"ALLERGEN SPECIFIC IGE, TOTAL",27.67,,,,
7069481,0306,87427,SHIGA TOX EIA,41.00,,,,
7069482,0306,87046,E COLI 0157 CULT,10.00,,,,
7069497,0305,85379,"D-DIMER, SO",33.00,,,,
7069498,0305,85362,FIBRIN MONOMER,40.50,,,,
7069499,0300,83520,PROTHROMBIN F1+2,67.50,,,,
7069500,0300,83520,TAT COMPLEX,55.50,,,,
7069507,0300,83516,IMMUNO ASSAY FOR ANALYTE OTHER THAN IA,34.00,,,,
7069513,0302,86762,RUBELLA AB ID,12.21,,,,
7069514,0302,86644,CMV AB IgG,8.21,,,,
7069515,0302,86645,"CMV AB, IgM",8.22,,,,
7069516,0302,86695,HSV TYPE 1&2 IgG,10.09,,,,
7069517,0302,86694,HSV IgM SCREEN,13.03,,,,
7069518,0302,86777,TAXOPLASMA IgG AB,7.75,,,,
7069519,0302,86778,TAXOPLASMA IgM AB,10.91,,,,
7069520,0302,86644,CMV AB IgG,8.00,,,,
7069521,0302,86645,CMV AB IgM,8.00,,,,
7069526,0301,82507,CITRATE URINE,80.80,,,,
7069527,0301,82570,"CREATININE, URINE",20.20,,,,
7069533,0301,84166,PROTEIN ELECTROPHORESIS,9.90,,,,
7069534,0302,86335,IMMUNOFIXATION URINE,30.63,,,,
7069535,0301,84156,TOTAL PROTEIN URINE,3.15,,,,
7069536,0301,82570,"CREATININE, URINE",4.74,,,,
7069557,0310,81270,"JAK2,QL,Leum w/rfl 12, 13",202.53,,,,
7069618,0301,83516,TISSUE TG AB,40.21,,,,
7069619,0301,82784,IGA SERUM,12.29,,,,
7069625,0301,82010,BETA-HYDROXYBUTYRATE,75.00,,,,
7069632,0306,87798,RSV RNA PCR,54.75,,,,
7069633,0306,87502,"INFLUENZA A, B PCR",105.85,,,,
7069634,0306,87798,"INFECTIOUS AGENT DETECTION, NUCLEIC ACID",51.10,,,,
7069636,0306,87275,INFLUENZA B,25.66,,,,
7069637,0306,87276,INFLUENZA A,25.65,,,,
7069640,0301,84270,SEX HORMONE BINDING GLOBULIN,37.50,,,,
7069646,0300,83519,GAD-65 Antibody,107.60,,,,
7069647,0300,86341,IA-2 Antibody,107.60,,,,
7069648,0300,86337,Insulin Autoantibody,107.60,,,,
7069670,0300,86316,NEURON SPECIFIC ENOLASE,161.50,,,,
7069676,0302,86356,Mononuclear cell Ag,323.00,,,,
7069677,0302,86357,NK Cells Total count,0.00,,,,
7069679,0302,86359,T Cells Total Count,0.00,,,,
7069680,0301,83520,INTERLEUKIN 2 SOLUBLE RECEPTOR,301.00,,,,
7069685,0301,83520,TRYPTASE,34.00,,,,
8011800,0990,,ONT BETADINE,11.00,,,,
8011805,0990,,ONT PROTECT -,75.00,,,,
8012225,0270,,SOL HYDRGN PEROX,15.00,,,,
8022000,0270,,ADHESIVE,62.00,,,,
8024010,0270,,BND BIND ABD,393.00,,,,
8024017,0270,,BND BIND SCULTETUS CLOTH,208.00,,,,
8024020,0270,,BND BIND F,6.00,,,,
8024030,0270,,BND COBAN A/S,53.00,,,,
8024046,0270,,BND ELST A/S,100.00,,,,
8024048,0270,,BND ELSTC HONEY COMB,23.00,,,,
8024050,0270,,BND ESMARK 4IN,198.00,,,,
8024051,0270,,BND BANDAIDE,15.00,,,,
8024059,0270,,BND GZ ANY SIZE,70.00,,,,
8024066,0270,,BND GZ ROLL,70.00,,,,
8024100,0270,,BND KLING A/S,131.00,,,,
8024115,0270,,BND MUSLIN 4IN,42.00,,,,
8024116,0270,,DRS DUODERM,287.00,,,,
8024118,0270,,DRS DUODERM,259.00,,,,
8024125,0270,,BND SHLD EYE WCK,33.00,,,,
8024135,0270,,BND STKNET A/S,53.00,,,,
8024155,0270,,BND STKNET 4/6,330.00,,,,
8024170,0270,,BND STKNG KNEE,93.00,,,,
8024195,0270,,BND TBGZ A/S,27.00,,,,
8024201,0270,,BND WEBRIL A/S,66.00,,,,
8024203,0270,,BND WEBRIL 2/3,55.00,,,,
8024205,0270,,BND WEBRIL 4/6,70.00,,,,
8024300,0270,,DRS ABD PD,9.00,,,,
8024310,0270,,DRS ABD 10X8 BX,87.00,,,,
8024320,0270,,DRS AD,74.00,,,,
8024323,0270,,DRS ADHES WND,81.00,,,,
8024325,0270,,DRS AEROPLAST,114.00,,,,
8024347,0270,,DRS 6X6 ANY,15.00,,,,
8024384,0270,,DRS COBAN 4IN,53.00,,,,
8024386,0272,,DRS COBAN 3IN,53.00,,,,
8024410,0270,,DRS EAR  POSTAUR,87.00,,,,
8024425,0270,,DRS EYE PD,14.00,,,,
8024435,0270,,DRS EYE SHIELD,61.00,,,,
8024450,0270,,DRS FLUFF KER,71.00,,,,
8024455,0270,,DRS FLUFF KER  5,15.00,,,,
8024478,0270,,DRS GZ ANY SIZE,36.00,,,,
8024480,0270,,DRS GZ OWENS,20.00,,,,
8024495,0272,,DRS GZ 2X2 2/P,14.00,,,,
8024515,0272,,DRS GZ 4X4 BX,48.00,,,,
8024525,0272,,DRS GZ 4X4 2PK,8.00,,,,
8024546,0272,,DRS WND GEL PAD ALL SZS,16.00,,,,
8024555,0270,,DRS IV GARD,11.00,,,,
8024575,0270,,DRS KERLIX,81.00,,,,
8024615,0270,,DRS NUGAUZE,151.00,,,,
8024630,0270,,DRS OPSITE LG,87.00,,,,
8024635,0270,,DRS OPSITE MD,52.00,,,,
8024642,0270,,DRS OXYCEL,415.00,,,,
8024650,0270,,DRS PET/AD 3X3,70.00,,,,
8024660,0270,,DRS PET/VS AS,33.00,,,,
8024670,0270,,DRS PET/VS 1X8,36.00,,,,
8024685,0270,,DRS PET/VS 3X9,48.00,,,,
8024695,0270,,DRS PET/VS 6X36,55.00,,,,
8024715,0270,,DRS PK ADAP1/2,102.00,,,,
8024725,0270,,DRS PK IODO A/S,151.00,,,,
8024730,0270,,DRS PK IODO 1/2,57.00,,,,
8024770,0270,,DRS PCKNG EAR,232.00,,,,
8024792,0270,,DRS RESTORE LG,270.00,,,,
8024795,0270,,DRS SCRLT RED,27.00,,,,
8024804,0270,,DRS SORB A/S,109.00,,,,
8024811,0270,,DRS SPECIALTY,23.00,,,,
8024815,0270,,DRS SPLIT,7.00,,,,
8024820,0270,,DRS SPLIT 2X2,150.00,,,,
8024830,0270,,DRS SPLIT 4X4,179.00,,,,
8024831,0270,,DRS SPANDAGE 1-2,47.00,,,,
8024836,0270,,DRS SPANDAGE 9-10,53.00,,,,
8024860,0270,,DRS STICK,66.00,,,,
8024915,0270,,DRS TEGDRM A/S,15.00,,,,
8024927,0270,,DRS TELFA LG,38.00,,,,
8024929,0270,,TELFA A/S,42.00,,,,
8024933,0270,,DRS TP ELASTOPLAST,70.00,,,,
8024940,0270,,DRS ULCER 4X4,48.00,,,,
8024944,0272,,DRS ALGINATE 5X5 SHT,66.00,,,,
8024945,0270,Z7610,DRS ULCER 6X6,176.00,,,,
8024946,0270,Z7610,V.A.C. GRANUFOAM DRESSING XLARGE,304.53,,,,
8024958,0272,,DRS WND 3-7 CM,152.00,,,,
8024959,0270,,DRS WND SILCN NON-ADHER,14.00,,,,
8024960,0270,,DRS WND MGT  A/S,205.00,,,,
8024963,0270,,DRS WND 4X4,90.00,,,,
8024964,0270,,DRS WND 5X5,15.00,,,,
8024966,0270,,DRS WND 5 1/2 X 5 7/8,270.00,,,,
8024967,0270,,DRS WRAP COLD,223.00,,,,
8024968,0272,,DRS WND BIOPOLYMERIC,25.00,,,,
8024969,0272,,DRS WND 7-20 CM,680.00,,,,
8024971,0270,,DRS WET SAL A/S,27.00,,,,
8024977,0270,,DRS XEROFORM A/S,64.00,,,,
8024980,0270,,GEL CARRINGTON,217.00,,,,
8026020,0270,,GZ IODOFORM,188.00,,,,
8026040,0270,,GZ PACKING VAG,80.00,,,,
8027267,0270,,DISPOSABLE BB CUFF,83.00,,,,
8031008,0270,,ADPT LL,20.00,,,,
8031010,0270,,ADPT PORTS,36.00,,,,
8031015,0270,,ADPT SWIVEL,298.00,,,,
8031018,0270,,ADPT UNI,156.00,,,,
8031035,0270,,SPRT ANTIEMB ELST,240.00,,,,
8031045,0270,,APPL PK 2,90.00,,,,
8031065,0270,,ARMBD DISP (ALL),28.00,,,,
8031074,0270,,ASP MECONIUM,62.00,,,,
8031165,0270,,BATH SITZ DISP,178.00,,,,
8031170,0270,,BATH SOAP -,15.00,,,,
8031185,0270,,BEDPAN DISP,47.00,,,,
8031210,0270,,BG BILE 9 OZ,100.00,,,,
8031235,0270,,BG ICE DISP  CHM,48.00,,,,
8031245,0270,,BG ICP DRNAGE,225.00,,,,
8031255,0270,,BG ISOL DECNTAM,8.00,,,,
8031270,0270,,BG P-DIAL DRN,123.00,,,,
8031289,0270,,BG VNT/R DRN,206.00,,,,
8031290,0270,,BG WND MNGMT,109.00,,,,
8031305,0270,,BITEBLOCK TONGUE,36.00,,,,
8031309,0270,,BLD AORTIC PUNCH,384.00,,,,
8031315,0270,,BLD TONGUE,11.00,,,,
8031330,0270,,BLOOD FLTR,690.00,,,,
8031342,0270,,BLOOD REPL BAG,115.00,,,,
8031344,0270,,BLT GAIT,260.00,,,,
8031345,0270,,BLT RIB,240.00,,,,
8031359,0278,C1713,BN PTY ORTH BLND 5 CC $,"2,880.00",,,,
8031360,0270,,BLT SANITARY,28.00,,,,
8031364,0278,C1713,BN PTY ORTH BLDN 10 CC $,"4,170.00",,,,
8031366,0278,C1713,BN PTY 5 CC $,"2,250.00",,,,
8031368,0278,C1713,BN GEL $,"1,795.00",,,,
8031369,0278,C1713,BN PTTY 10 CC $,"3,211.00",,,,
8031372,0278,C1713,BN GEL/PUTTY 10 CC $,"7,275.00",,,,
8031390,0270,,BOOT UNNA,75.00,,,,
8031405,0270,,BOTL   CLEANSING,56.00,,,,
8031406,0270,,BOWEL MGMT SYS,915.00,,,,
8031411,0270,,BOTL VLUFEED INF,39.00,,,,
8031450,0270,,BRSH SCRUB ALL,9.00,,,,
8031460,0270,,BRST EZE,287.00,,,,
8031490,0270,,CAN ERCP,204.00,,,,
8031511,0270,,CAN UTERINE,423.00,,,,
8031512,0270,,CANNULA PROBE,325.00,,,,
8031513,0270,,CANNULA SUBCLAVIAN,867.00,,,,
8031528,0270,,CANNULA  VENTRICULAR,"2,361.00",,,,
8031545,0270,,CANTOR TB,232.00,,,,
8031553,0270,,CAP CATHETER CAPD,74.00,,,,
8031554,0272,,ENDO CAP,"1,620.00",,,,
8031605,0272,C2627,CATH CYSTO,345.00,,,,
8031624,0272,,CATH SPINAL,"4,806.00",,,,
8031630,0272,,CATH SUCT A/S,87.00,,,,
8031640,0272,,CATH SUCT+SLEV,34.00,,,,
8031660,0272,C1758,CATH URET,81.00,,,,
8031665,0272,,CATH URET PRES,255.00,,,,
8031675,0270,,CAUT PRB,414.00,,,,
8031705,0270,,CLN DENTURE -,38.00,,,,
8031730,0270,,CLOSE SKN SS A/S,11.00,,,,
8031763,0270,,COLL FLEXISEAL FECAL,38.00,,,,
8031770,0270,,COLOS PCH ST,42.00,,,,
8031780,0270,,CON FEMALE,15.00,,,,
8031785,0270,,CON 3WAY PUDENZ,"1,690.00",,,,
8031790,0270,,CONEC GROSHONG,331.00,,,,
8031810,0270,,CONEC TUBE,19.00,,,,
8031815,0270,,CONEC Y,100.00,,,,
8031820,0270,,CONEC 5/6-IN-1,55.00,,,,
8031835,0270,,CONT SPECI SPTUM,9.00,,,,
8031841,0270,,BBL PROTA-CULT TUBE,14.00,,,,
8031845,0270,,CONT SPECI 6OZ,28.00,,,,
8031850,0270,,CORD DISP,36.00,,,,
8031860,0270,,COT BL(S),11.00,,,,
8031866,0270,,COT ROLL STERILE,56.00,,,,
8031877,0270,,COVER INSTRUTMENT A/S,18.00,,,,
8031881,0270,,HOLDER-TUBE,4.00,,,,
8031882,0270,,COV PROBE US,6.00,,,,
8031886,0270,,COVR TRANSDCR,429.00,,,,
8031920,0270,,CRM SKIN   PROTC,74.00,,,,
8031955,0270,,CUSH CHAIR,115.00,,,,
8031960,0270,,CUSH FOAMRING,156.00,,,,
8031963,0270,,CUSH FT/HL WAFFLE W/CRD,90.00,,,,
8031965,0270,,CUSH HD,14.00,,,,
8031970,0270,,"WEDGE, POSITIONING DISP",30.45,,,,
8031975,0270,,CVP MULTILUMEN,615.00,,,,
8031980,0270,,CYL FM,27.00,,,,
8031982,0270,,CUFF BP INFANT,178.00,,,,
8032010,0270,,DIAP ADLT A/S,101.00,,,,
8032030,0270,,DIAP/NNB,10.00,,,,
8032049,0270,,DISK-CD ANGIO,18.00,,,,
8032059,0270,,DRN CHST HEIMLICH VALVE,197.00,,,,
8032085,0272,,DRN PENROSE,53.00,,,,
8032109,0270,,DVCE MICRON FLTR,102.00,,,,
8032127,0270,,ELCTRD INFANT,136.00,,,,
8032135,0270,,ELCTRD NERVE,11.00,,,,
8032150,0270,,ENEMA ADMIN ST,34.00,,,,
8032205,0270,,EXT DRN BG,401.00,,,,
8032210,0270,,EXT HOSE,"2,015.00",,,,
8032222,0270,,KT MNTR,483.00,,,,
8032245,0270,,FLTR EYE,28.00,,,,
8032249,0270,,FLTR LASER,151.00,,,,
8032275,0270,,FRIDGITONICS,358.00,,,,
8032295,0270,,GELFOAM,117.00,,,,
8032297,0270,,GEOMATT,448.00,,,,
8032345,0270,,GLV LITE,0.00,,,,
8032350,0270,,GLV NONSTR    BX,0.00,,,,
8032351,0270,,GLV RADIATION,358.00,,,,
8032380,0270,,GRIP-IT            4110,47.00,,,,
8032420,0270,,HEEL WARMER INF,77.00,,,,
8032448,0272,,HOOD COVER DISP,83.00,,,,
8032450,0270,,HOOK AMNIO SERL,34.00,,,,
8032465,0270,,HUMI,482.00,,,,
8032483,0270,,HUMIVENT,36.00,,,,
8032505,0270,,INF PACIFIER,14.00,,,,
8032520,0272,,BALLOON INFLATION SYS,123.00,,,,
8032544,0272,,KT CATH ACCESS,240.00,,,,
8032548,0270,,IV CASSETTE IMED DISP,136.00,,,,
8032574,0272,,KT AUTOTRANSFUSION,"1,568.00",,,,
8032580,0270,,KT BABY CR,75.00,,,,
8032583,0270,,KT IV START,38.00,,,,
8032585,0270,,KT PT ADM OB,99.00,,,,
8032586,0270,,KT INTERNAL JUG PUNCT,287.00,,,,
8032593,0270,,KT WRENCH DISP,358.00,,,,
8032605,0270,,KY JELLY,42.00,,,,
8032611,0270,,LAMBSWOOL PKG,25.00,,,,
8032620,0270,,LENS MORGAN,114.00,,,,
8032622,0270,,LENS CONTACT REMOVER,19.00,,,,
8032640,0270,,LANCET ECHO TIP,74.00,,,,
8032642,0270,,LITE DISP FLEX,260.00,,,,
8032647,0272,,KT PAIN MGMT,435.00,,,,
8032660,0270,,MALE LL/CAPS,15.00,,,,
8032665,0270,,MANIFOLD DISP,61.00,,,,
8032725,0270,,MSK FACE ISOL,136.00,,,,
8032750,0272,,NDL ARTERIAL,143.00,,,,
8032765,0272,,NDL BLUNT IRR,850.00,,,,
8032780,0272,,NDL BX,244.00,,,,
8032794,0272,,NDL COURAND DISP,246.00,,,,
8032795,0272,,NDL CYSTOTOM,401.00,,,,
8032807,0272,,NDL ELECTRD INSULATED,378.00,,,,
8032820,0272,,NDL HUBER,165.00,,,,
8032830,0272,,NDL HYPO A/S,1.00,,,,
8032831,0272,,NDL JAMSHIDI,306.00,,,,
8032832,0272,,NDL INFUSAID,61.00,,,,
8032835,0272,,NDL LOCALIZER,176.00,,,,
8032837,0272,,NDL LOCK DVCE,23.00,,,,
8032860,0272,,NDL PERCUTAN,36.00,,,,
8032872,0272,,NDL SHORT,155.00,,,,
8032873,0272,,NDL SMART,916.00,,,,
8032875,0272,,NDL SPINAL A/S,66.00,,,,
8032885,0272,,NDL SPINAL SPC,11.00,,,,
8032935,0270,,NURSER PLST,5.00,,,,
8032938,0270,,NURSERS SUPPLEMENT,5.00,,,,
8032942,0270,,OINT PROTECTIVE 2 OZ,17.00,,,,
8032944,0270,,ODOR ELIMINATOR,72.00,,,,
8032960,0272,,OST ADAPTOR URO,114.00,,,,
8032965,0270,A4364,OST ADHES DISC,19.00,,,,
8032980,0270,A4364,OST ADHESV MEDC,171.00,,,,
8032993,0272,,OST BARRIER FLANGE,75.00,,,,
