Hospital,Description,Std Price
UPMC McKeesport,PROBE GOLD INJ 7FR/ MICROVASIV,738.00
UPMC McKeesport,PROBE GOLD MICROVASIV,600.00
UPMC McKeesport,PROBE LAPAR FOOT CONT 10MM CON,603.00
UPMC McKeesport,PROBE LASER ENDOCULAR SYNERG,730.00
UPMC McKeesport,PROBE PEPIN MEASURING ACUMED,896.00
UPMC McKeesport,PROBE PNEUMATIC LITH CLST BOST,1345.00
UPMC McKeesport,PROBE SUCTION ABLATION SMINE,801.00
UPMC McKeesport,PROBE ULTRASOUND LITHO CL BOST,2396.00
UPMC McKeesport,PROBE VULCAN TAC ORATEC VARSZ,1872.00
UPMC McKeesport,PROBENECID 500MG TAB,1.25
UPMC McKeesport,PROCAINAMIDE & NAPA,141.00
UPMC McKeesport,PROCALCITONIN,213.00
UPMC McKeesport,PROCALCITONIN (MAYO),213.00
UPMC McKeesport,PROCHLORPER 10MG TAB TOGO,4.25
UPMC McKeesport,PROCHLORPERAZINE 10MG TAB,1.00
UPMC McKeesport,PROCHLORPERAZINE 10MG/2ML IV,18.25
UPMC McKeesport,PROCHLORPERAZINE 5MG TAB,6.75
UPMC McKeesport,PROGESTERONE,209.00
UPMC McKeesport,PROINSULIN,302.00
UPMC McKeesport,PROLACTIN,223.00
UPMC McKeesport,PROLASTIN-C 10MG INJ,54.25
UPMC McKeesport,PROMETHAZINE 25 MG/20 ML UD,1.25
UPMC McKeesport,PROMETHAZINE HCL 25 MG TABLET,4.50
UPMC McKeesport,PROMETHAZINE HCL 25MG REC,36.00
UPMC McKeesport,PROMETHAZINE HCL25MG/ML 1ML IN,13.50
UPMC McKeesport,PROMETHAZINE HCL50MG/ML 1ML IN,12.75
UPMC McKeesport,PROMETHEUS ANSER UST,11236.00
UPMC McKeesport,PROPAFENONE HCL 150MG TAB,14.50
UPMC McKeesport,PROPAFENONE SR 225MG CAPSULE,15.75
UPMC McKeesport,PROPARACAINE 0.5% 15ML DPS OPH,6.25
UPMC McKeesport,PRO-PEDICTRX/INFLIXIM HACA,117.00
UPMC McKeesport,PROPOFOL 1000 MG/100 ML INJ,43.00
UPMC McKeesport,PROPOFOL 1000 MG/100ML PMX,38.25
UPMC McKeesport,PROPOFOL 10MG/ML 20ML INJ,149.00
UPMC McKeesport,PROPOFOL 10MG/ML 50ML INJ,351.00
UPMC McKeesport,PROPRANOLOL 10MG TAB,1.00
UPMC McKeesport,PROPRANOLOL 20MG TAB,4.50
UPMC McKeesport,PROPRANOLOL 80MG TAB,4.50
UPMC McKeesport,PROPRANOLOL LA 80MG CAP,7.25
UPMC McKeesport,PRO-PREDICTR 6MP,204.00
UPMC McKeesport,PRO-PREDICTR TPMT,2436.00
UPMC McKeesport,PROPYLENE GLYCOL,147.00
UPMC McKeesport,PROPYLTHIOURACIL 50MG TAB,1.00
UPMC McKeesport,PROSTAGLANDIN D2/URINE,1135.00
UPMC McKeesport,PROSTAR 10FR PROSTAR,1922.00
UPMC McKeesport,PROSTATE BX ANY MTHD & NO SPEC,363.00
UPMC McKeesport,PROSTATE CANCER ANTIGEN 3,1142.00
UPMC McKeesport,PROSTATE HEALTH INDEX,219.00
UPMC McKeesport,PROSTATE HEALTH INDEX REFLEX,219.00
UPMC McKeesport,PROSTATIC ACID PHOSPHATASE,78.50
UPMC McKeesport,PROSTHESIS FOSSA MAND WALL VAR,712.00
UPMC McKeesport,PROSTHESIS ROBINSON MEDTR,586.00
UPMC McKeesport,PROSTHETIC TRNG P/15M INTL,172.00
UPMC McKeesport,PROT ELECTROPH FRACT&QUANT PNL,164.00
UPMC McKeesport,PROT ELECTROPR FRACT&QUANT PNL,100.00
UPMC McKeesport,PROTAMINE SULFATE 50MG INJ,10.00
UPMC McKeesport,PROTEIN 24HR URINE PNL1867,209.00
UPMC McKeesport,PROTEIN C ACTIVITY P9418,405.00
UPMC McKeesport,PROTEIN C ANTIGEN,109.00
UPMC McKeesport,PROTEIN C ANTIGEN / FUNCTIONAL,405.00
UPMC McKeesport,PROTEIN C CLOT ACTIVITY,405.00
UPMC McKeesport,PROTEIN CSF,54.50
UPMC McKeesport,PROTEIN CSF STAT,54.50
UPMC McKeesport,PROTEIN ELECTROPHORETIC P0557,100.00
UPMC McKeesport,PROTEIN RANDOM URINE,209.00
UPMC McKeesport,PROTEIN S ANTIGEN FUNCTIONAL,219.00
UPMC McKeesport,PROTEIN S CLOT ACTIVITY,219.00
UPMC McKeesport,PROTEIN S FREE P9418,219.00
UPMC McKeesport,PROTEIN SYNOVIAL FLUID,54.50
UPMC McKeesport,PROTEIN TOTAL,87.50
UPMC McKeesport,PROTEIN TOTAL 24HR URINE,209.00
UPMC McKeesport,PROTEIN TOTAL CSF PNL 1860,54.50
UPMC McKeesport,PROTEIN TOTAL FLUID C,54.50
UPMC McKeesport,PROTEIN TOTAL P0716,87.50
UPMC McKeesport,PROTEIN TOTAL PNL,87.50
UPMC McKeesport,PROTEIN TOTAL RAND URINE P1356,209.00
UPMC McKeesport,PROTEIN TOTAL/24HR URIN W/O CR,209.00
UPMC McKeesport,PROTEIN URINE,209.00
UPMC McKeesport,PROTEIN URINE QUALITATIVE C,62.75
UPMC McKeesport,PROTEINASE-3 AB,94.00
UPMC McKeesport,PROTHROMBIN GENE ANALYSIS,329.00
UPMC McKeesport,PROTHROMBIN GENE VAR F2,329.00
UPMC McKeesport,PRQ CRD ANGIOPLST 1 ART LC,18284.00
UPMC McKeesport,PRQ CRD ANGIOPLST 1 ART LD,18284.00
UPMC McKeesport,PRQ CRD ANGIOPLST ADDL ART LC,18284.00
UPMC McKeesport,PRQ CRD ANGIOPLST ADDL ART LD,18284.00
UPMC McKeesport,PRQ CRD ANGIOPLST ADDL ART RC,18284.00
UPMC McKeesport,PRQ CRD ANGIOPLST ADDL ART RI,18284.00
UPMC McKeesport,PRQ CRD RVSC M I 1 VSL LD,27772.00
UPMC McKeesport,PRQ CRD RVSC M I 1 VSL RC,27772.00
UPMC McKeesport,PRQ CRD STNT W/ANGPLST 1VSL RC,27772.00
UPMC McKeesport,PRQ PLC DES COR ADDL LC,14455.00
UPMC McKeesport,PRQ PLC DES COR ADDL LD,14455.00
UPMC McKeesport,PRQ PLC DES COR ADDL RC,14455.00
UPMC McKeesport,PRQ PLC DES COR SNGL LC,14455.00
UPMC McKeesport,PRQ PLC DES COR SNGL LD,14455.00
UPMC McKeesport,PRQ PLC DES COR SNGL RC,14455.00
UPMC McKeesport,PRQ PLC DES COR SNGL RI,14455.00
UPMC McKeesport,PRQ PLC DES RVSC T CABG SNG LC,14455.00
UPMC McKeesport,PRQ PLC DES RVSC W AMI SNGL LC,14455.00
UPMC McKeesport,PRQ PLC DES RVSC W AMI SNGL LD,14455.00
UPMC McKeesport,PRQ PLC DES RVSC W AMI SNGL RC,14455.00
UPMC McKeesport,PRQ RVSC BYP GRFT 1 VSL LD,27772.00
UPMC McKeesport,PRSS1 GENE FULL GENE ANALYSIS,2334.00
UPMC McKeesport,PSA DIAGNOSTIC,219.00
UPMC McKeesport,PSA TOTAL REFLEX TO FREE PSA,219.00
UPMC McKeesport,PSA ULTRA-SENSITIVE,219.00
UPMC McKeesport,PSG 9+PARAM ATTENDED,2404.00
UPMC McKeesport,PSG WITH CPAP ATTENDED,3182.00
UPMC McKeesport,PSILOCIN CONFIRMATION,519.00
UPMC McKeesport,PSILOCIN SCREEN  URINE,519.00
UPMC McKeesport,PSYLLIUM PACK (TABLESP) PDR,1.00
UPMC McKeesport,PT EVAL HIGH COMPLEX,485.00
UPMC McKeesport,PT EVAL LOW COMPLEX,485.00
UPMC McKeesport,PT EVAL MOD COMPLEX,485.00
UPMC McKeesport,PT MIX,147.00
UPMC McKeesport,PT PROTHROMBIN TIME,172.00
UPMC McKeesport,PT RE-EVAL EST PLAN CARE,181.00
UPMC McKeesport,PT/CAREGIVER TRAINJ HOME INR,663.00
UPMC McKeesport,PTA SHEATH 65CM,288.00
UPMC McKeesport,PTA SHEATH 90CM,690.00
UPMC McKeesport,PTD THROMBECTOMY DEVICE,2756.00
UPMC McKeesport,PTEN GENE KNOWN FAM VAR (NGS),51.25
UPMC McKeesport,PTH INTACT(WITHOUT CALCIUM),465.00
UPMC McKeesport,PTH RELATED PROTEIN,358.00
UPMC McKeesport,PTLA COM CEM PLYDME ZIM VARZ,1313.00
UPMC McKeesport,PTT ACTIVATED,280.00
UPMC McKeesport,PULM PERF DIFFERNTIAL IMG WP,1885.00
UPMC McKeesport,PULM REHAB RESP MUSCLE STR,79.25
UPMC McKeesport,PULMONARY CATH LAB SPEC-ART,207.00
UPMC McKeesport,PULMONARY CATH LAB SPEC-VEN,207.00
UPMC McKeesport,PULMONARY PERF PARTICULATE,1185.00
UPMC McKeesport,PULMONARY REHAB W EXER 1HR SES,303.00
UPMC McKeesport,PULMONARY STRESS TESTNG SIMPLE,754.00
UPMC McKeesport,PULMONARY VENT & PERF IMAGING,988.00
UPMC McKeesport,PULMOZYME 2.5MG/2.5ML AMPS,321.00
UPMC McKeesport,PULSE OX CONTINUOUS/NOCTURNAL,209.00
UPMC McKeesport,PULSE OX EXERCISE/TITRATION,209.00
UPMC McKeesport,PULSE OXIMETRY MLTI DETER,209.00
UPMC McKeesport,PULSE OXIMETRY PORT 1TIME,121.00
UPMC McKeesport,PULSE OXIMETRY SNGL DETER,121.00
UPMC McKeesport,PULSE OXIMETRY-MULTIPLE,209.00
UPMC McKeesport,PUMP PAIN PMP Q ON IFLOW,2178.00
UPMC McKeesport,PUMP PAINBUSTER ON Q IFLOW,855.00
UPMC McKeesport,PUNC ASP ABS HEMATOM BULLA CYS,621.00
UPMC McKeesport,PUNCH BX SKIN EA SEP/ADDL,829.00
UPMC McKeesport,PUNCH BX SKIN SINGLE LESION,968.00
UPMC McKeesport,PUNCH SZ 4-7 MBT KEEL DEPUY,1537.00
UPMC McKeesport,PURAPLY 16MM,1608.00
UPMC McKeesport,PURAPLY 25 SQ CM,9753.00
UPMC McKeesport,PURAPLY 2X2 CM,2116.00
UPMC McKeesport,PURAPLY 2X4 CM,4645.00
UPMC McKeesport,PURAPLY AM 1.6 CM,1517.00
UPMC McKeesport,PURAPLY AM 2X2 CM,1996.00
UPMC McKeesport,PURAPLY AM 2X4 CM,3020.00
UPMC McKeesport,PURAPLY AM 5X5 CM,4365.00
UPMC McKeesport,PURAPLY AM 6X9 CM,22584.00
UPMC McKeesport,PURAPLY AM 8X16 CM,45506.00
UPMC McKeesport,PUSHER KNOT APPEL JARITINSTR,727.00
UPMC McKeesport,PUSHER/CUTTER KNOT/SUTURE SMIN,447.00
UPMC McKeesport,PUTTY ACCELL 1CC CONNEXUS ARTH,575.00
UPMC McKeesport,PUTTY ACCELL CONNEX 5CC ISOORT,2512.00
UPMC McKeesport,PUTTY ALLOMATRIX 5CC WRIMEDTCH,1922.00
UPMC McKeesport,PUTTY ALLOMATRIX INJ 1CC WRIME,819.00
UPMC McKeesport,PUTTY ALLOMATRX WIREMEDTECH,4505.00
UPMC McKeesport,PUTTY DMB ACCELL CONN 10CC ISO,3686.00
UPMC McKeesport,PUTTY GRAFTON 1CC MUSTRAFND,817.00
UPMC McKeesport,PUTTY GRAFTON OSTEOTECH,575.00
UPMC McKeesport,PYRIDOSTIGMINE BR 10MG/2ML INJ,22.50
UPMC McKeesport,PYRIDOSTIGMINE BROMIDE 60MGTAB,6.00
UPMC McKeesport,PYRIDOXINE 100M/ML VIAL IM INJ,21.75
UPMC McKeesport,PYRUVATE (PYRUVIC ACID),124.00
UPMC McKeesport,QN OF THERAPEUTIC DRUG,181.00
UPMC McKeesport,QUANIT OF THERAP DRUGS P0758,181.00
UPMC McKeesport,QUANT HIV-1 RT-PCR,1344.00
UPMC McKeesport,QUANT LIPOPROTEIN PART P4483,374.00
UPMC McKeesport,QUANT NOT OTHERWISE SPEC P4333,117.00
UPMC McKeesport,QUANT NOT OTHERWISE SPEC P4368,117.00
UPMC McKeesport,QUANT OF THERAPEUTC DRUG P4280,181.00
UPMC McKeesport,QUANT RADIOIMMUNOASSASY P4904,358.00
UPMC McKeesport,QUANT SNGL STAT&MOB PHSE P4855,147.00
UPMC McKeesport,QUANT THERAPEUTIC DRUG P4368,181.00
UPMC McKeesport,QUANTIFERON - TB GOLD,648.00
UPMC McKeesport,QUANTITATIVE BY RIA P8107,358.00
UPMC McKeesport,QUANTITATIVE EACH P4966,223.00
UPMC McKeesport,QUANTITATIVE P0305,65.25
UPMC McKeesport,QUANTITATIVE P8130,69.50
UPMC McKeesport,QUANTITATIVE P9192,78.50
UPMC McKeesport,QUANTITATIVE RIA P4863,358.00
UPMC McKeesport,QUANTITATIVE RIA P4867,358.00
UPMC McKeesport,QUANTITATIVE RIA P4871,358.00
UPMC McKeesport,QUANTITATIVE RIA P4875,358.00
UPMC McKeesport,QUETIAPINE 400MG TABLET,2.00
UPMC McKeesport,QUETIAPINE FUM 100MG TAB,37.25
UPMC McKeesport,QUETIAPINE FUM 25MG TAB,22.50
UPMC McKeesport,QUETIAPINE FUMARAT XR 300MG,95.50
UPMC McKeesport,QUETIAPINE FUMARATE 200MG TAB,57.50
UPMC McKeesport,QUETIAPINE FUMARATE 300MG TAB,30.00
UPMC McKeesport,QUETIAPINE FUMARATE XR 50MG,20.00
UPMC McKeesport,QUETIAPINE XR/ER 200MG TAB,106.00
UPMC McKeesport,QUICK CLIP,275.00
UPMC McKeesport,QUINAPRIL 10 MG TAB,17.00
UPMC McKeesport,QUINAPRIL 20 MG TAB,17.00
UPMC McKeesport,QUINAPRIL 40MG TABLET,17.00
UPMC McKeesport,QUINAPRIL 5MG TAB,17.00
UPMC McKeesport,QUINIDINE,123.00
UPMC McKeesport,QUODRANT LIGHT SOM SOFDAN,4880.00
UPMC McKeesport,R TYPHUS IGG           MP 5560,109.00
UPMC McKeesport,R TYPHUS IGM           MP 5560,109.00
UPMC McKeesport,R&L HRT ART/VNT ANG W GRFT,18158.00
UPMC McKeesport,R&L HRT ART/VNTRCL ANGIO S&I,17953.00
UPMC McKeesport,RA 223 XOFIGO PER MICROCURIE,457.00
UPMC McKeesport,RABBIT IGE,73.75
UPMC McKeesport,RABIES IMM GLOB 300 IU/ML1 ML,6622.00
UPMC McKeesport,RABIES IMMU GLOB 300IU/ML 5ML,7758.00
UPMC McKeesport,RABIES IMMU GLOB 300UN/ML1 ML,6622.00
UPMC McKeesport,RABIES IMMUNE GLO HUMAN10ML IN,3347.00
UPMC McKeesport,RACEPINEPHRINE 2.25% INH SOL,5.75
UPMC McKeesport,RAD GUIDE PERC DRN W CATH,1000.00
UPMC McKeesport,RADIAL HEAD DISLOC W REDUC CHI,511.00
UPMC McKeesport,RADIAL/ULNAR SHAFT FX W REDUCT,3916.00
UPMC McKeesport,RADIATION TREAT=OR> 1MEV CPLX,755.00
UPMC McKeesport,RADIESSE RUSH VOICE BIOFOMED,1355.00
UPMC McKeesport,RADIOIMMUNOASSAY QN P0461,358.00
UPMC McKeesport,RADIOPHARM LOC/TUMOR LTD AREA,2434.00
UPMC McKeesport,RADIOPHARM LOC/TUMOR SPECT,1953.00
UPMC McKeesport,RADIOPHARM LOC/TUMOR WH BOD,1530.00
UPMC McKeesport,RADIOPHARM LOC/TUMOR WHOLE BDY,1871.00
UPMC McKeesport,RADIOPHARM THERAPY BY IV ADMIN,572.00
UPMC McKeesport,RADIOPRM LOC/INFLAM PROC LTD,1099.00
UPMC McKeesport,RADIOPRM LOC/INFLAM PROC W B,4718.00
UPMC McKeesport,RAGWEED ALLERGEN PNL 2515,73.75
UPMC McKeesport,RAGWEED ALLERGEN PNL 5340,73.75
UPMC McKeesport,RAIL CARBON 150MM EBIMED,14987.00
UPMC McKeesport,RAIL CARBON 200MM EBIMED,15822.00
UPMC McKeesport,RALOXIFENE 60MG TAB,27.00
UPMC McKeesport,RALTEGRAVIR 400MG TABLET,94.00
UPMC McKeesport,RALTEGRAVIR 600MG HD TAB,76.00
UPMC McKeesport,RAMIPRIL 1.25 MG TAB,2.00
UPMC McKeesport,RAMIPRIL 2.5 MG TAB,3.75
UPMC McKeesport,RAMIPRIL 5MG TAB,12.00
UPMC McKeesport,RAMUCIRUMAB 100MG  INJ,4383.00
UPMC McKeesport,RAMUCIRUMAB 5MG INJ,218.00
UPMC McKeesport,RANDOM URINE ARSENIC PNL 7901,223.00
UPMC McKeesport,RANDOM URINE LEAD PNL 7901,173.00
UPMC McKeesport,RANDOM URINE MERCURY PNL 7901,223.00
UPMC McKeesport,RANDOM URINE QUANT PORPHOBILOG,90.75
UPMC McKeesport,RANOLAZINE ER TAB 500MG,90.00
UPMC McKeesport,RAPAMYCIN,127.00
UPMC McKeesport,RAPID HEMOGLOBIN S,465.00
UPMC McKeesport,RAPID STREP ANTIGEN TEST,74.75
UPMC McKeesport,RARE CELLS ANTIBODY ID,229.00
UPMC McKeesport,RARE UNIT,894.00
UPMC McKeesport,RARE UNIT IMPORT,894.00
UPMC McKeesport,RASAGILINE 0.5MG TABLET,22.50
UPMC McKeesport,RASAGILINE 1MG TABLET,64.50
UPMC McKeesport,RASP CROSS CT 11X5MM STRYKER,458.00
UPMC McKeesport,RASP TEAR CROSS STRYKER,659.00
UPMC McKeesport,RASP/TEAR CROSSCUT LG/ STRYKER,432.00
UPMC McKeesport,RAT EPITHELIA IGE,73.75
UPMC McKeesport,RAVULIZUMAB-CWVZ 300MG/30ML,20371.00
UPMC McKeesport,RBC FRAGILITY/INCUBATED/BLOOD,354.00
UPMC McKeesport,RBC LEUKOREDUCED,1333.00
UPMC McKeesport,RBC LEUKOREDUCED IRRADIATED,966.00
UPMC McKeesport,RBC LOW VOLUME,382.00
UPMC McKeesport,RBC PER UNIT (CELL SAVER ONLY),263.00
UPMC McKeesport,RBC PRE-TREATMENT W CHLOROQUIN,205.00
UPMC McKeesport,RBC PRE-TREATMENT W DTT,205.00
UPMC McKeesport,RBC PRE-TREATMENT W GAE,205.00
UPMC McKeesport,RBC PRE-TREATMENT WITH ZZAP,205.00
UPMC McKeesport,"RBC PRETRT,SERUM DIFF RBC ABSO",73.75
UPMC McKeesport,RDP POOLED LEUK (5DAY),606.00
UPMC McKeesport,REAMER ARTHREX VARS,1517.00
UPMC McKeesport,REAMER CANL 2.5MM X 950MM SYNT,561.00
UPMC McKeesport,REAMER CANL IM MDLR STRHO,1239.00
UPMC McKeesport,REAMER CANL IM STRH VARS,700.00
UPMC McKeesport,REAMER HOLLOW SYNTHES,2064.00
UPMC McKeesport,REAMER MTP PHLANG VARS ARTHREX,1517.00
UPMC McKeesport,RECLAST INJECTION 1MG,941.00
UPMC McKeesport,RECOVERY ROOM EACH ADDT HOUR,709.00
UPMC McKeesport,RECOVERY ROOM INITIAL HOUR,1774.00
UPMC McKeesport,RECRUITMENT ALVEOLAR,70.00
UPMC McKeesport,RED BLOOD CELL ONLY P0581,27.50
UPMC McKeesport,RED BLOOD CELLS (RBC),382.00
UPMC McKeesport,RED BLOOD CELLS EA UNIT,382.00
UPMC McKeesport,RED CELL ANTIGEN TEST,130.00
UPMC McKeesport,RED CELL EXCHANGE,7521.00
UPMC McKeesport,REDUCING SUBSTANCE STOOL,60.75
UPMC McKeesport,REFILL/MAINT IMPLT PUMP RESERV,497.00
UPMC McKeesport,REFILL/MAINT PORTABLE PUMP,2667.00
UPMC McKeesport,REFRESH OPHTH DROPS 0.4ML,1.00
UPMC McKeesport,REFRESH TEARS 0.5% DROPS,23.00
UPMC McKeesport,REGADENOSON 0.4MG VIAL,1045.00
UPMC McKeesport,REGLAN 10MG TAB,4.50
UPMC McKeesport,REINFORCEMENT STPL LN ABS BIOV,1355.00
UPMC McKeesport,RELOAD CONTOUR CURV CUTTER ETH,1118.00
UPMC McKeesport,RELOAD ENDO 60MM - 4.8MM USSUR,606.00
UPMC McKeesport,RELOAD ENDO GIA ROTICUL USSURG,1276.00
UPMC McKeesport,RELOAD ENDO UNIT GIA II USSURG,850.00
UPMC McKeesport,RELOAD ENDO UNIV 45MM ROTI USS,954.00
UPMC McKeesport,RELOAD ENDO UNIV 45MM ROTIC US,1135.00
UPMC McKeesport,RELOAD ENDO UNIV 45MM ROTIC2.5,718.00
UPMC McKeesport,RELOAD ENDO UNIV 45MM ROTIC3.5,718.00
UPMC McKeesport,RELOAD ENDO UNIV 60MM ROTI USS,1342.00
UPMC McKeesport,RELOAD MULTI ENDO US SURGICAL,826.00
UPMC McKeesport,RELOAD ROTICULATOR ENDO USSURG,795.00
UPMC McKeesport,RELOAD STAPLER ENDOSC USSURG,375.00
UPMC McKeesport,RELOAD STAPLER MULT 60MM USSUR,1707.00
UPMC McKeesport,REM CATH OBSTRT MATER CV DEV,490.00
UPMC McKeesport,REM DEVIT TISS WATERJET < 20CM,298.00
UPMC McKeesport,REM DEVIT TISS WATERJET > 20CM,377.00
UPMC McKeesport,REM F B FOOT,953.00
UPMC McKeesport,REM FB/CALC VIA NEPHROST CATH,3155.00
UPMC McKeesport,REM FOREIGN BODY FOOT DEEP,3831.00
UPMC McKeesport,REM FRN BODY IN MUS/TEND SIMPL,682.00
UPMC McKeesport,REM IMBED FB MOUTH SMPL,686.00
UPMC McKeesport,REM INTRALUM CATH OBS MAT CV D,1559.00
UPMC McKeesport,REM INTRLUM OBST VIA LUMEN,652.00
UPMC McKeesport,REM PERICATH OBS MAT CV DEV SP,6851.00
UPMC McKeesport,REM TUN CV CATH W SC PRT/PUMP,3070.00
UPMC McKeesport,REM TUN CV CATH WO SC PRT/PUMP,3070.00
UPMC McKeesport,REMIFENTANIL 1MG VIAL INJ,51.00
UPMC McKeesport,REMOTE 30 DAY EVENT REC - TECH,230.00
UPMC McKeesport,REMOVAL DEVICE TISSUE HYST HOL,2528.00
UPMC McKeesport,REMOVAL EMBEDDED FB OF EYELID,1877.00
UPMC McKeesport,REMOVAL FB UPPER ARM  SUBQ,799.00
UPMC McKeesport,REMOVAL FULL EXTREMITY CAST,401.00
UPMC McKeesport,REMOVAL OF SKIN TAGS UP TO 15,829.00
UPMC McKeesport,REMOVE FB CORNEA W/SLIT LAMP,621.00
UPMC McKeesport,REMOVE FB CORNEA WO SLIT LAMP,544.00
UPMC McKeesport,REMOVE FB EAR EXTERNAL,511.00
UPMC McKeesport,REMOVE FB EYE EMBEDDED,743.00
UPMC McKeesport,REMOVE FB EYE SURFACE,544.00
UPMC McKeesport,REMOVE FOREIGN BODY NASAL,376.00
UPMC McKeesport,REMOVE IMPACTED CERUMEN,59.75
UPMC McKeesport,REMOVE IVC FILTER,2836.00
UPMC McKeesport,REMOVE LUNG CATHETER,1863.00
UPMC McKeesport,REMOVE OBSTRUCTION F G-GI TUBE,7891.00
UPMC McKeesport,REMOVE/BIVALVE CAST,462.00
UPMC McKeesport,RENAL FUNCTION PANEL,288.00
UPMC McKeesport,RENIN ACTIVITY PLASMA,298.00
UPMC McKeesport,RENIN P2402,298.00
UPMC McKeesport,REP LACER <2.5CM MOUTH/TONGUE,3624.00
UPMC McKeesport,REPAGLINIDE .5ML TAB,12.25
UPMC McKeesport,REPAGLINIDE 1 MG TAB,12.25
UPMC McKeesport,REPAGLINIDE TAB,12.25
UPMC McKeesport,REPAIR BLOOD VESSEL L EXT,2119.00
UPMC McKeesport,REPAIR CV ACC CATH W/SC PRT/PM,4465.00
UPMC McKeesport,REPAIR CV ACC CATH WO/SC PR/PM,4424.00
UPMC McKeesport,REPAIR LAC TONGUE >2.6CM/COMP,3578.00
UPMC McKeesport,REPAIR NAIL BED,2600.00
UPMC McKeesport,REPAIR OF EARDRUM,9307.00
UPMC McKeesport,REPLACE GASTROSTOMY TUBE,7449.00
UPMC McKeesport,REPLACE GJ TUBE,9676.00
UPMC McKeesport,REPLACE JEJUNOSTOMY TUBE,2225.00
UPMC McKeesport,REPLACEMENT VERT BODY SYNTHES,24976.00
UPMC McKeesport,REPLANTATION THUMB COMPLETE,25186.00
UPMC McKeesport,REPLC CATH ONLY CV ACC DEV W/S,3837.00
UPMC McKeesport,REPLC COMP TUN CV CATH WO SCPP,3885.00
UPMC McKeesport,REPOSITION OF CVP CATH/FLUORO,1559.00
UPMC McKeesport,REPOSITIONING G TUBE TO GITUBE,3693.00
UPMC McKeesport,REPTILASE TIME,130.00
UPMC McKeesport,RESERVIOR BIOFLEX MENTOR,5698.00
UPMC McKeesport,RESERVOIR CSF VENT 18MM MEDTR,1292.00
UPMC McKeesport,RESERVOIR UNFILTERED COBE,550.00
UPMC McKeesport,RESP FUNCTION 1-1 15 MIN,71.50
UPMC McKeesport,RESP FUNCTION 2 OR MORE INDIV,69.00
UPMC McKeesport,RESP MECH (VC/VT/NIF),116.00
UPMC McKeesport,RESP MOTION MGMT SIMUL,1397.00
UPMC McKeesport,RESPIRATORY VIRAL PANEL PCR,3292.00
UPMC McKeesport,RESPIRATORY VIRL NUC ACID TEST,3292.00
UPMC McKeesport,RESPIRATORY VIRUS PANEL PCR,3292.00
UPMC McKeesport,RESPIRATORY VIRUS PCR PNL IV,1117.00
UPMC McKeesport,RESPIRATORY VIRUS RAPID CULT,264.00
UPMC McKeesport,REST SHELL ACET STRYKER,9025.00
UPMC McKeesport,RESTRICTOR CEMENT BONE TORNIER,690.00
UPMC McKeesport,RESTRICTOR CEMENT DEPUY,669.00
UPMC McKeesport,RESTRICTOR CEMNT BONE SOFDANGR,9158.00
UPMC McKeesport,RESTRICTOR CMNT BONE DEBUYORTH,513.00
UPMC McKeesport,RET/PTC 1 TRANSLOCATION (NGS),213.00
UPMC McKeesport,RET/PTC 3 TRANSLOCATION (NGS),213.00
UPMC McKeesport,RETACRIT 1000 UNITS INJ,32.50
UPMC McKeesport,RETICULIN AB(IGA)W/REFLX TITER,70.00
UPMC McKeesport,RETICULOCYTE COUNT AUTOMATED,54.50
UPMC McKeesport,RETRACTOR ATRL ENDO 8MM INTUIS,1355.00
UPMC McKeesport,RETRACTOR MEDITRACT DISP DAVOL,462.00
UPMC McKeesport,RETRIEVAL DEVICE MEDITECH,2954.00
UPMC McKeesport,RETRIEVAL DEVICE MICRO SNARE,2179.00
UPMC McKeesport,RETRIEVAL DEVICE MICRO VENA,371.00
UPMC McKeesport,RETRIEVER SUTURE SMINEPENDO,84.25
UPMC McKeesport,REV LCS FEM 34M DEPUY,9393.00
UPMC McKeesport,REVASC INIT FEM-POP STENT,40986.00
UPMC McKeesport,REVASC INIT ILIAC STENT,25797.00
UPMC McKeesport,REVASC INIT TIB-PERN PTA,48708.00
UPMC McKeesport,REVEAL LOOP RECORDER,16828.00
UPMC McKeesport,REVERE LOCKING CAP GLOBUMED,3854.00
UPMC McKeesport,REVERSE SCOOP STRYKER,1187.00
UPMC McKeesport,REVISION RESHRAHM STRYKER,13761.00
UPMC McKeesport,RFA PROBE,5912.00
UPMC McKeesport,RH TYPING,98.25
UPMC McKeesport,RHEUMATOID FACTOR (RF)-FLUID,98.25
UPMC McKeesport,RHEUMATOID FACTOR IGG IGA IGM,117.00
UPMC McKeesport,RHEUMATOID FACTOR PNL 5396,65.25
UPMC McKeesport,RHEUMATOID FACTR(RA/RF FACTR),65.25
UPMC McKeesport,RHEUMO FACT QUANT P3355,65.25
UPMC McKeesport,RHINOLARYNGOSCOPY,1333.00
UPMC McKeesport,RHO (D) IMMUNE GLOB 100IU INJ,166.00
UPMC McKeesport,RHO (D) IMMUNE GLOB 1500IU INJ,3694.00
UPMC McKeesport,RHO IMMUNO GLOBULIN 300MCG/DSE,587.00
UPMC McKeesport,RHYTHM EKG TRACING ONLY,110.00
UPMC McKeesport,RIBAVIRIN ORAL SLN 200MG/5ML,29.50
UPMC McKeesport,RIBOSOMAL P PROTEIN ANTIBODY,117.00
UPMC McKeesport,RIBS BILAT MIN 3 VIEWS,497.00
UPMC McKeesport,RIBS BILAT W/PA CXR MIN 4VWS,837.00
