St. Francis Medical Center # 106190754,,,
SFMC Dept#,Charge Number ,Charge Description, 06/01/2018 Default Price 
4470,6148811,SHOULDER JOINT DEVICE 38MMX+0MM," $10,475.00 "
4470,6148761,SHOULDER JOINT DEVICE 8.5MMX110MML," $25,910.00 "
4470,6151807,SHOULDER JOINT DEVICE CAGE," $23,144.00 "
4470,6125603,SHOULDER STABILIZATION KIT, $699.00 
4470,5133483,"SHUNT CAROTID 6""", $143.00 
4470,5133491,SHUNT CAROTID ARTERY, $146.00 
4470,5167499,SHUNT DELTA LEVEL 1 42822," $5,577.00 "
4470,5102835,SHUNT EX-PRESS MINI GLAUCOMA P200," $5,124.00 "
4470,6106710,SHUNT PRUITT F3 10FR," $6,291.00 "
4470,6106728,SHUNT PRUITT F3 8FR," $6,291.00 "
4470,6106736,SHUNT PRUITT F3 9FR," $6,291.00 "
4470,5122726,"SHUNT,DELTA,SMALL,LEVELI"," $8,364.00 "
4500,6545206,SICKLING OF RBC REDUCTION, $75.00 
4500,6511257,SICKLING OF RBC REDUCTION, $87.00 
4760,3103322,SIGMOIDOSCOPY FLEX W/BX 1 OR MORE," $2,298.00 "
4760,3101235,SIGMOIDOSCOPY FLEX W/SUBMUC INJ," $1,305.00 "
4760,3103314,SIGMOIDOSCOPY FLEXIBLE DIAGNOSTIC," $2,541.00 "
4470,6109615,SIGNAFUSE BIOACTIVE BONE GRAFT PTY," $18,499.00 "
4470,6109342,SIGNAFUSE BIOACTIVE BONE GRAFT PUTT," $10,043.00 "
4710,9466657,SILDENAFIL 2.5MG/ML ORAL SUSP 1ML, $12.00 
4710,9400565,SILDENAFIL 20MG TAB, $61.00 
4710,9443078,SILVER NITRATE STICK EACH, $8.00 
4710,9454166,SILVER SULFADIAZINE 1% CR 1000G, $234.00 
4710,9443094,SILVER SULFADIAZINE 1% CR 50G, $45.00 
4710,9443102,SIMETHICONE 66.7MG/ML 30ML, $18.00 
4710,9443110,SIMETHICONE 80MG CHEWABLE TAB, $1.00 
4010,8802746,SIMPLE PROCEDURE(S)-ER, $650.00 
4710,9443151,SIMVASTATIN  5MG TABLET, $7.00 
4710,9443128,SIMVASTATIN 10MG TABLET, $9.00 
4710,9443136,SIMVASTATIN 20MG TABLET, $24.00 
4710,9443144,SIMVASTATIN 40MG TABLET, $24.00 
4710,9443169,SIMVASTATIN 80MG TABLET, $15.00 
4710,9439977,SINCALIDE 5MCG INJECTION, $596.00 
4710,9418468,SINEMET 10-100MG TABLET, $4.00 
4710,9418476,SINEMET 25-100MG CR TABLET, $4.00 
4710,9418484,SINEMET 25-100MG TABLET, $4.00 
4710,9418492,SINEMET 25-250MG TABLET, $5.00 
4710,9418500,SINEMET 50-200MG CR TABLET, $9.00 
4470,6108906,SIZER BREAST IMP SALINE 425ML-68HP, $185.00 
4470,6109664,SIZER BREAST IMP SALINE 500ML-68HP, $180.00 
4470,6108898,SIZER BREAST IMP SALINE 550ML-68HP, $155.00 
4470,6108880,SIZER BREAST IMP SALINE 650ML-68HP, $155.00 
4470,6153191,SKIN CLOSURE ADH 2-TOP W/60CML, $444.00 
4710,9443219,SKIN EMOLLIENT CLEANSER 240ML, $24.00 
4710,9443326,SKIN EMOLLIENT CREAM 60G, $13.00 
4710,9443300,SKIN EMOLLIENT LOTION 480ML, $31.00 
4710,9465147,SKIN EMOLLIENT OINTMENT 396G, $72.00 
4710,9443318,SKIN EMOLLIENT OINTMENT 50G, $13.00 
4710,9464389,SKIN EMOLLIENT OINTMENT 85G, $20.00 
4470,6139786,SKIN PREP INSTRUMENT," $1,133.00 "
4470,5148622,SKIN STAPLER, $107.00 
4470,5177035,SKW DEEP SCROTAL RETRACTION SYS," $2,430.00 "
4573,5967716,SLCTV CATH CAROTID/INNOM ART," $17,415.00 "
4573,5967765,SLCTV CATH INTRCRNL BRANCH ANGIO, $899.00 
4573,5967724,SLCTV CATH INTRNL CAROTID ART," $17,415.00 "
4573,5967732,SLCTV CATH SUBCLAVIAN ART ANGIO," $10,179.00 "
4573,5967740,SLCTV CATH VERTEBRAL ART ANGIO ART," $17,415.00 "
4573,5967757,SLCTV CATH XTRNL CAROTID ANGIO, $436.00 
4470,6126825,SLEEVE 2.5M FEMORAL ADAPTER," $1,174.00 "
4470,6141915,SLEEVE ANT/RET FEMORAL DRILL," $3,125.00 "
4470,6118574,SLEEVE CENTERING 6MM EXT FIX," $1,107.00 "
4471,5068457,SLEEVE COMPRESSION 16IN STANDARD, $148.00 
4471,5068465,"SLEEVE COMPRESSION PEDI 14""(PAIR)", $104.00 
4470,6140776,SLEEVE DRILL 9MM," $4,772.00 "
4470,6120976,SLEEVE GUIDE HUMEROUS 5 HOLE," $9,301.00 "
4470,5195896,SLEEVE RESORBABLE 5.0, $806.00 
4470,6134829,SLEEVE SPEEDLOCK 1850," $13,222.00 "
4471,5042874,SLING LIFT DISP. L, $171.00 
4471,5042866,SLING LIFT DISP. M, $171.00 
4470,5110358,SLNT DEV CLSR EVICEL KT 5ML," $4,488.00 "
4630,5564844,"SMART STENT, ALL SIZES", $441.00 
4509,6689913,SMEAR PRIMARY COMP SPECIAL STN [AP, $14.96 
4509,6684203,SMEAR PRIMARY FLUORO/ACID STAIN, $5.94 
4509,6682199,SMEAR PRIMARY FLUORO/ACID STAIN, $65.00 
4509,6639108,SMEAR PRIMARY FLUORO/ACID STAIN [AP, $4.87 
4509,6687263,SMEAR PRIMARY FLUORO/ACID STAIN [AP, $4.87 
4500,6530307,SMEAR PRIMARY GRAM/GIEMSA STAIN, $125.00 
4500,6530315,SMEAR PRIMARY GRAM/GIEMSA STAIN, $125.00 
4500,6530851,SMEAR PRIMARY GRAM/GIEMSA STAIN, $125.00 
4509,6671937,SMEAR PRIMARY SPECIAL STAIN [AP, $6.62 
4509,6689442,SMEAR PRIMARY SPECIAL STAIN [AP, $6.62 
4500,6510853,SMEAR PRIMARY SPECIAL STAIN/PARASTE, $212.00 
4500,6531156,SMEAR PRIMARY SPECIAL STAIN/PARASTE, $212.00 
4500,6530901,SMEAR WET MOUNT INFECTIOUS AGENT, $128.00 
4720,5202700,SMOK/TOB CESS COUN INTMD >3-10 MIN, $100.00 
4010,8803017,SMOK/TOB CESS COUN INTMD >3-10 MIN, $100.00 
4010,8803405,SMOK/TOB CESS COUN INTSV >10 MIN, $64.00 
4470,6112544,SMOKE EVACUATOR TUBING 10 FT W/WAND, $335.00 
4470,5191556,SMOOTH ROUND HIGH PROFILE 500CC SAL," $2,318.00 "
4470,5191564,SMOOTH ROUND HIGH PROFILE 560CC SAL," $3,219.00 "
4630,5566088,SMRT CNTL STNT 10/40/120/6F," $5,619.00 "
4630,5566096,SMRT CNTL STNT 10/60/120/6F," $5,619.00 "
4630,5565668,SMRT CNTL STNT 12/40/120 7FR," $5,619.00 "
4630,5565676,SMRT CNTL STNT 14/40/120 7FR," $5,619.00 "
4630,5566104,SMRT CNTL STNT 6/40/120," $5,619.00 "
4630,5566070,SMRT CNTL STNT 6/60/120/6F," $5,619.00 "
4630,5566112,SMRT CNTL STNT 7/4/120 6F," $5,619.00 "
4630,5566120,SMRT CNTL STNT 7/6/120 6F," $5,619.00 "
4630,5566138,SMRT CNTL STNT 8/40/120," $5,619.00 "
4630,5566146,SMRT CNTL STNT 8/6/120 6F," $5,619.00 "
4630,5566153,SMRT CNTL STNT 9/40/120," $5,619.00 "
4630,5566062,SMRT CNTL STNT 9/60/120/6F," $5,619.00 "
4470,6124895,SNARE KIT 6F 15X120X102 AMPLATZ," $2,880.00 "
4470,5136122,SNARE VASC AGN 10MM 4FR 120CM 102CM," $1,194.00 "
4470,6102644,SNARE VASC AGN 4FR 5MMX120CMX102CM," $1,128.00 "
4710,9440918,SOD BICARB 4.2% 10ML INJ SYR, $149.00 
4710,9440926,SOD BICARB 4.2% 2.5MEQ/5ML INJ, $20.00 
4710,9440942,SOD BICARB 8.4% 10ML INJ SYR, $162.00 
4710,9448788,SOD BICARB 8.4% 50MEQ/50ML INJ, $133.00 
4710,9440959,SOD BICARB 8.4% 50ML INJ VIAL, $29.00 
4710,9454190,SOD CHLORIDE 23.4% (4MEQ/ML)INJ 1ML, $27.00 
4710,9454208,SOD CHLORIDE 3%(0.513MEQ/ML)LIQ 1ML, $2.00 
4710,9454216,SOD CHLORIDE 5%(0.855MEQ/ML)LIQ 1ML, $2.00 
4710,9440033,SOD FERRIC GLUC 62.5MG/5ML INJ, $286.00 
4710,9441387,SOD THIOSULFATE 12.5G/50ML INJ, $203.00 
4710,9440892,SODIUM ACETATE 40MEQ/20ML INJ, $25.00 
4710,9445032,SODIUM BICARBONATE 650MG TAB, $1.00 
4710,9454182,SODIUM CHLORIDE 0.9% 3ML SYRINGE, $9.00 
4710,9443383,SODIUM CHLORIDE 1G TABLET, $1.00 
4710,9443391,SODIUM CHLORIDE GEL 14G, $10.00 
4470,5146345,SODIUM HYALURONATE 8MG/ML SYRINGE, $340.00 
4471,5090394,SODIUM LACTATE INJECT. 500ML BAG, $67.00 
4710,9441304,SODIUM PHOS 45MM/15ML INJ, $120.00 
4710,9441296,SODIUM PHOS 60MEQ/15ML INJ, $120.00 
4500,6522759,SODIUM SERUM PLASMA OR WHOLE BLOOD, $159.00 
4670,8332397,SOFT TISSUE  NECK US," $1,319.00 "
4471,5070248,SOL 5%D/.9%NACL W/20MEQKCL/LITER, $20.00 
4470,5159991,SOL DIANEAL PD-2.25% DEXTROSE, $48.00 
4471,5013354,SOL WOUND CARE MICROCYN 500ML, $150.00 
4471,5092838,SOL. DIANEAL 1.5% ULTRA BAG SYSTEM, $137.00 
4471,5059993,SOL. DIANEAL 2.5% ULTRA BAG SYSTEM, $396.00 
4471,5092820,SOL. DIANEAL 4.25% ULTRA BAG SYSTEM, $147.00 
4471,5092853,SOL. DIANEAL LO CA 1.5% ULTRA BAG, $137.00 
4471,5092945,SOL. DIANEAL LO CA 2.5% ULTRA BAG, $147.00 
4471,5092952,SOL. DIANEAL LO CA 4.25% ULTRA BAG, $147.00 
4471,5091095,"SOLN,NS,50ML,PF,MULTIPACK BAG", $17.00 
4710,9403361,SOLU-CORTEF 1000MG INJ, $395.00 
4710,9403387,SOLU-CORTEF 100MG INJ, $158.00 
4710,9403395,SOLU-CORTEF 250MG INJ, $167.00 
4710,9403411,SOLU-CORTEF 500MG INJ, $255.00 
4470,5100821,SOMASENSOR DSIP ADULT," $1,100.00 "
4710,9441486,SORBITOL 70% ORAL SOL 30ML, $6.00 
4710,9441494,SORBITOL 70% ORAL SOL 473ML, $25.00 
4710,9443599,SOTALOL  160MG TABLET, $13.00 
4710,9443607,SOTALOL 80MG TABLET, $8.00 
4470,6124424,SPACER 16MM LG STEM DISTAL, $742.00 
4470,5199989,SPACER CEMENT MOLD FEM KNEE 65MM," $5,459.00 "
4470,5101068,SPACER CEMENT MOLD TIBIAL KNEE 70MM," $2,668.00 "
4470,5102587,SPACER DISTAL ACCOLADE C, $563.00 
4470,6140651,SPACER FEM CEMENT RING 2/3 10MM, $742.00 
4470,5198437,SPADE POINT REDUCTION WIRE," $2,029.00 "
4642,5619358,SPECIAL DOSIMETRY W/RX TX PHYSICIAN, $960.00 
4520,6595961,SPECIAL STAIN GROUP 1 W/I & R MICRO, $256.00 
4520,6595987,SPECIAL STAIN GROUP 2 W/I & R MICRO, $168.00 
4642,5618087,SPECIAL TREATMENT PROCEDURE," $3,691.00 "
4630,5564687,SPECIAL WIRES, $673.00 
4509,6670301,SPECTROPHOTOMETRY ANALYTE NES [AP, $6.62 
4470,6142798,SPEED GUIDE," $3,465.00 "
4470,6137814,SPEED GUIDE 2.7MM," $4,271.00 "
4470,6137822,SPEED GUIDE 3.5MM," $4,271.00 "
4470,6109581,SPEEDBRIDGE IMP SYS AR-26005BS-4," $12,803.00 "
4470,6141634,SPEEDGUIDE AO 3.5MM T10 SCREW L70MM," $3,465.00 "
4470,6135818,SPIKED WASHER 14 MM, $736.00 
4470,6135826,SPIKED WASHER 18 MM, $736.00 
4630,5555628,SPINAL PUNCTURE LUMBAR DIAGNOSTIC," $2,219.00 "
4630,5552732,SPINAL PUNCTURE/DRAIN CEREBRO FLUID," $2,211.00 "
4573,5965512,SPINAL PUNCTURE/DRAIN CEREBRO FLUID," $2,211.00 "
4470,6105415,SPINDLE NUT (411838), $440.00 
4470,6139281,SPINE AWL UNIVERSAL ATLANTIS," $1,051.00 "
4470,6152540,SPINE CAGE  7 DEG 16MMX13.5MM," $23,175.00 "
4470,6157291,SPINE CAGE 14MMLX11MMWX8MMH," $6,913.00 "
4470,6148464,SPINE CAGE 14X11X24MM PEEK," $16,995.00 "
4470,6157721,SPINE CAGE 14X11X6MM TITANIUM COAT," $6,913.00 "
4470,6124283,SPINE CAGE 14X11X7MM CERVICAL," $6,913.00 "
4470,6144273,SPINE CAGE 15INWX75MMINLX9MM 6DEG," $10,300.00 "
4470,6127559,SPINE CAGE 16MM ALTITUDE," $37,338.00 "
4470,6127542,SPINE CAGE 19MM ALTITUDE," $37,338.00 "
4470,6142848,SPINE CAGE 22MM," $43,775.00 "
4470,6138119,SPINE CAGE 8 X 28MM," $29,490.00 "
4470,6133946,SPINE CAGE 8MM X12X14MM," $3,605.00 "
4470,6141220,SPINE CAGE 9 X 15 X 12MM CERVICAL," $10,300.00 "
4470,6150445,SPINE CAGE 9WX27LX7H O DEGREE," $8,400.00 "
4470,6131296,SPINE CAGE 9X24 WAVE," $40,165.00 "
4470,6147995,SPINE CAGE 9X27X8MM PLIF," $10,300.00 "
4470,6148001,SPINE CAGE 9X27X8MM PLIF PTC," $8,400.00 "
4470,6155717,SPINE CAGE CERV 16X13.5X6MM 2DEG," $15,750.00 "
4470,6141154,SPINE CAGE CORPECTOMY 18X14X15," $21,888.00 "
4470,6141139,SPINE CAGE CORPECTOMY 8X14X15," $21,888.00 "
4470,6101547,SPINE CAGE EXPAND 26MMX13MM," $26,765.00 "
4470,6157648,SPINE CAGE SPACER 30X9MM," $7,000.00 "
4470,6129100,SPINE CAGE UNILATERAL 10MM," $33,475.00 "
4470,6143754,SPINE CERVICAL CAGE 12X14X16," $12,618.00 "
4470,6143762,SPINE CERVICAL PLATE 24MM," $10,043.00 "
4470,6153647,SPINE CONNECTOR SZ A4 F5.5M," $4,689.00 "
4470,6155139,SPINE CROSSBAR MEDIUM 5.5ROD," $2,625.00 "
4470,6127567,SPINE CROSSLINK 32X10MM," $8,195.00 "
4470,6144059,SPINE CROSSLINK 4.75MMX60-80MML," $8,195.00 "
4470,6145585,SPINE CROSSLINK 41-45MM," $8,195.00 "
4470,6198246,SPINE EXTENDER CAP," $1,336.00 "
4470,6198238,SPINE EXTENDER TAB REUS CD HORZN," $1,767.00 "
4470,6155188,SPINE HEAD TULIP POLYAXIAL," $1,750.00 "
4470,6130249,SPINE PEEK 26X10X8MM LUMBAR," $11,330.00 "
4470,6135891,SPINE PLATE 16MM," $10,043.00 "
4470,6144265,SPINE PLATE 17.5MML MINI ANT CERV," $12,875.00 "
4470,6157960,SPINE PLATE 18MML LEVEL X1 XTEND," $3,325.00 "
4470,6157515,SPINE PLATE 20MM ANTERIOR CERVICAL," $3,325.00 "
4470,6152870,SPINE PLATE 20MML LEVELX1," $2,800.00 "
4470,6130942,SPINE PLATE 21MM CERV FUSION," $6,474.00 "
4470,6124275,SPINE PLATE 23MM 1 LVL ZEVO," $11,907.00 "
4470,6133151,SPINE PLATE 35MM ANTERIOR F/CERV," $12,875.00 "
4470,6126585,SPINE PLATE 37MM 2-LEVEL ZENO," $12,875.00 "
4470,6145775,SPINE PLATE 4.75MM 36-38MM," $8,195.00 "
4470,5135918,SPINE PLATE 42.5MM," $10,887.00 "
4470,6138085,SPINE PLATE 45MML TITANIUM LEVELX3," $13,454.00 "
4470,6130645,SPINE PLATE 53MM 3-LEVEL ZEVO," $14,163.00 "
4470,6141212,SPINE PLATE ANTER CERV 19.5MM," $12,875.00 "
4470,6152474,SPINE PLATE ASSEMBLY 1 LEVEL 24MM," $4,120.00 "
4470,6156616,SPINE PLATE CERVICAL 2 LEVEL 38MM," $3,325.00 "
4470,6157846,SPINE PLATE CERVICAL 26MM," $2,800.00 "
4470,6141147,SPINE PLATE CERVICAL 44MM," $11,330.00 "
4470,6152508,SPINE PLATE COVER GEN 2," $3,090.00 "
4470,6128474,SPINE PLATE OC ADJUSTABLE," $10,500.00 "
4470,6142046,SPINE PLATE OC SMALL ADJUSTABLE," $22,207.00 "
4470,6155840,SPINE PLATE SKYLINE 2 LEVEL 30MM," $9,310.00 "
4470,6152854,SPINE PLATE TRESTLE LUXE 18MM," $2,800.00 "
4470,6156624,SPINE PLATE XTEND ANT CERV 38MM," $3,325.00 "
4470,6140321,SPINE PLATE ZERO 57MM," $14,163.00 "
4470,6155907,SPINE ROD  55MM, $525.00 
4470,6136501,SPINE ROD 120MM, $773.00 
4470,6136568,SPINE ROD 120MM," $1,813.00 "
4470,6131106,SPINE ROD 120MM PEDICLE STRAIGHT," $1,803.00 "
4470,6149124,SPINE ROD 3.5 X 80MM COBALT MOLY," $3,440.00 "
4470,6199335,SPINE ROD 3.5MM X 90MML COBALT," $3,440.00 "
4470,6127732,SPINE ROD 3.5X240MM CHROMALOY," $2,616.00 "
4470,6127716,SPINE ROD 3.5X300MM TITANIUM," $2,616.00 "
4470,6122402,SPINE ROD 3.5X60MM TITANIUM CURVED," $2,472.00 "
4470,6142715,SPINE ROD 35MM PRE-BENT CHROME," $3,245.00 "
4470,6136220,SPINE ROD 4.75 MM X 500MML CHROMIUM," $5,768.00 "
4470,6133672,SPINE ROD 4.75MM X 90MML COBALT," $3,245.00 "
4470,6152037,SPINE ROD 4.75MMX40MML CAPPED," $7,056.00 "
4470,6139331,SPINE ROD 4.75X35MM COBALT," $7,056.00 "
4470,6157663,SPINE ROD 40MM, $525.00 
4470,6110977,SPINE ROD 40MM PRE-BENT COBALT CHR," $3,245.00 "
4470,6157689,SPINE ROD 45MM, $525.00 
4470,6144281,SPINE ROD 5.5MM X 40MML LUMBAR, $773.00 
4470,6153803,SPINE ROD 5.5MM X 480MML," $1,881.00 "
4470,6150437,SPINE ROD 5.5MMX35MML, $773.00 
4470,6150155,SPINE ROD 5.5MMX480MML LUMBAR," $2,547.00 "
4470,6153746,SPINE ROD 5.5X130MM EXPEDIUM," $1,881.00 "
4470,6158208,SPINE ROD 5.5X45MM CROSSBAR, $525.00 
4470,6147987,SPINE ROD 5.5X45MM PRE-LORDOSED, $773.00 
4470,6141816,SPINE ROD 5.5X60MM LUMBAR, $773.00 
4470,6146054,SPINE ROD 5.5X70MM PRE-LORDOSED, $773.00 
4470,6158299,SPINE ROD 50CM 4.75 COCR," $2,940.00 "
4470,6157283,SPINE ROD 50MM 4.75 CD HORIZN," $3,836.00 "
4470,6138093,SPINE ROD 60MM, $773.00 
4470,6119275,SPINE ROD 60MM," $3,245.00 "
4470,6144174,SPINE ROD 70MM," $3,245.00 "
4470,6130207,SPINE ROD 70MM RADIUS CONTINUOUS," $1,803.00 "
4470,6140974,SPINE ROD 75MM TITANIUM LUMBAR, $773.00 
4470,6131395,SPINE ROD 80 MM (405384)," $3,245.00 "
4470,6130199,SPINE ROD 80MM RADIUS CONTINUOUS," $1,803.00 "
4470,6153944,SPINE ROD ALLOY 5.5X30MM STRAIGHT, $525.00 
4470,6198261,SPINE ROD CAPPED 4.75X30MM COBALT," $3,836.00 "
4470,6124192,SPINE ROD COBALT CHROME 400MM," $7,679.00 "
4470,6117832,SPINE ROD EXPEDIUM TI 5.5X480MM," $4,790.00 "
4470,6155071,SPINE ROD PRE BENT 5.5 X 55MM, $525.00 
4470,6139745,SPINE ROD PRE LORDOSED 50MM, $772.00 
4470,6127575,SPINE ROD SOLERA 4.75MM," $5,768.00 "
4470,6123509,SPINE ROD VERTEX 3.5MM," $3,440.00 "
4470,6112734,SPINE ROD VERTEX 3.5MM X 55MM," $3,440.00 "
4470,6123525,SPINE SCREW 26X4.5MM BN VRTX," $5,962.00 "
4470,6123517,SPINE SCREW 28X4.5MM BN VRTX," $5,962.00 "
4470,6141246,SPINE SCREW 3.5 X 13MM," $6,139.00 "
4470,6141238,SPINE SCREW 3.5 X 15MM," $6,139.00 "
4470,6132997,SPINE SCREW 3.5 X 16 MM," $5,962.00 "
4470,6112742,SPINE SCREW 3.5MM VERTEX SELECT," $2,591.00 "
4470,5138953,SPINE SCREW 3.5MM X 14MM," $3,413.00 "
4470,6138804,SPINE SCREW 3.5MM X 26MML," $5,962.00 "
4470,6124259,SPINE SCREW 3.5X13MM," $1,635.00 "
4470,6126015,SPINE SCREW 3.5X15MM SELF DRILL," $3,008.00 "
4470,6156251,SPINE SCREW 4 X 16MM, $700.00 
4470,6152516,SPINE SCREW 4.0MM X 14MM, $644.00 
4470,6147367,SPINE SCREW 4.0MM X 26MM," $3,413.00 "
4470,6141162,SPINE SCREW 4.0X12MM VARIABLE," $2,060.00 "
4470,6141121,SPINE SCREW 4.0X14MM VARIABLE, $438.00 
4470,6136022,SPINE SCREW 4.0X20MM VERTEX," $5,962.00 "
4470,6156632,SPINE SCREW 4.2MM XTEND 16MM, $700.00 
4470,6157572,SPINE SCREW 4.2X12MM, $700.00 
4470,6158067,SPINE SCREW 4.5 X 6MM," $1,246.00 "
4470,6147318,SPINE SCREW 4.5MM X 30MML," $5,962.00 "
4470,6136527,SPINE SCREW 4.5MMX25MM," $11,042.00 "
4470,6136519,SPINE SCREW 4.5MMX30MM," $11,042.00 "
4470,6127948,SPINE SCREW 4.5X24MM NITINOL," $5,962.00 "
4470,6127591,SPINE SCREW 4.5X35MM (420597)," $8,662.00 "
4470,6156657,SPINE SCREW 4.6MM DIA 12MML, $700.00 
4470,6156640,SPINE SCREW 4.6MM SELF TAP 16MM, $700.00 
4470,6152003,SPINE SCREW 4.75MM  5.5X40MMCD," $14,678.00 "
4470,6198279,SPINE SCREW 4.75MM TITANIUM," $1,022.00 "
4470,6123160,SPINE SCREW 40X6.5X4.75MM," $10,393.00 "
4470,6152862,SPINE SCREW 4MM X 14MML, $438.00 
4470,6155873,SPINE SCREW 4MM X 14MML," $1,617.00 "
4470,6157259,SPINE SCREW 4MM X 14MML ANTER CERV," $1,617.00 "
4470,6127583,SPINE SCREW 5.0X35MM (420596)," $8,662.00 "
4470,6131361,SPINE SCREW 5.5 X 40 ATS," $9,135.00 "
4470,6131379,SPINE SCREW 5.5 X 45 ATS," $14,935.00 "
4470,6137913,SPINE SCREW 5.5MM X 40MM," $4,635.00 "
4470,6137905,SPINE SCREW 5.5MM X 45MM," $4,635.00 "
4470,6137897,SPINE SCREW 5.5MM X 50MM," $4,635.00 "
4470,6148589,SPINE SCREW 5.5MMX25MML," $2,472.00 "
4470,6198253,SPINE SCREW 5.5MMX45MML  4.75 EXT," $14,678.00 "
4470,6130462,SPINE SCREW 5.5X35MM HRZN SOLERA," $14,935.00 "
4470,6140933,SPINE SCREW 5.5X45MM TITANIUM," $1,545.00 "
4470,6153951,SPINE SCREW 5.5X50MM POLYAXIAL," $2,100.00 "
4470,6140958,SPINE SCREW 5.5X50MM TITANIUM," $3,090.00 "
4470,6153654,SPINE SCREW 5MM X 50MML F/5.5MM ROD," $6,913.00 "
4470,6153506,SPINE SCREW 5MMX40MML," $6,913.00 "
4470,6153753,SPINE SCREW 5X35MM 5.5 F/FIXATION," $6,913.00 "
4470,6131387,SPINE SCREW 6.5 X 35 ATS," $14,935.00 "
4470,6153605,SPINE SCREW 6.5MM DIA 50MML," $1,050.00 "
4470,6155576,SPINE SCREW 6.5MM X 50MML POLYAXIAL," $2,100.00 "
4470,6155485,SPINE SCREW 6.5MM X 55MML POLYAXIAL," $2,100.00 "
4470,6119283,SPINE SCREW 6.5X40," $6,662.00 "
4470,6130470,SPINE SCREW 6.5X40MM HRZN SOLERA," $14,935.00 "
4470,6130231,SPINE SCREW 6.5X45MM CANNULATED," $8,755.00 "
4470,6139349,SPINE SCREW 6.5X45MM F/4.75MM," $7,980.00 "
4470,6157705,SPINE SCREW 6.5X45MM FIX SYSTEM," $2,100.00 "
4470,6140941,SPINE SCREW 6.5X45MM TITANIUM," $1,545.00 "
4470,6130223,SPINE SCREW 6.5X50MM CANNULATED," $8,755.00 "
4470,6130488,SPINE SCREW 6.5X50MM HRZN SOLERA," $14,935.00 "
4470,6130215,SPINE SCREW 6.5X55MM CANNULATED," $8,755.00 "
4470,6129662,SPINE SCREW 6.5X55MM POLYAXIAL," $4,120.00 "
4470,6141808,SPINE SCREW 6.5X55MM TITANIUM," $1,545.00 "
4470,6154124,SPINE SCREW 6MM 50MML ANGLE F/5.5MM," $6,913.00 "
4470,6154249,SPINE SCREW 6MMX40MML F/5.5MM," $6,913.00 "
4470,6154348,SPINE SCREW 6MMX45MML F/5.5MM," $6,913.00 "
4470,6158216,SPINE SCREW 7.5 X 35MM," $1,750.00 "
4470,6144646,SPINE SCREW 7.5 X 70," $8,662.00 "
4470,6144638,SPINE SCREW 7.5 X 80," $8,662.00 "
4470,6138457,SPINE SCREW 7.5X35MM COBALT," $14,188.00 "
4470,6144216,SPINE SCREW 8.5 X 90MML," $8,662.00 "
4470,6142822,SPINE SCREW 8.8X80MM SOLERA," $8,662.00 "
4470,6124085,SPINE SCREW 8X80MM," $9,574.00 "
4470,6124671,SPINE SCREW 8X80MM EXPEDIUM," $11,124.00 "
4470,6129654,SPINE SCREW ANYPLUS, $386.00 
4470,6130355,SPINE SCREW ATS 4.5 X 30MM," $9,135.00 "
4470,6134233,SPINE SCREW ATS 4.5 X 35MM," $9,135.00 "
4470,6134225,SPINE SCREW ATS 4.5 X 40MM," $14,935.00 "
4470,6134217,SPINE SCREW ATS 5.5 X 50MM," $14,935.00 "
4470,6144117,SPINE SCREW ATS 6.5 X 30," $8,662.00 "
4470,6142830,SPINE SCREW ATS 6.5X30MM," $14,935.00 "
4470,6133664,SPINE SCREW ATS 6.5X45MM," $14,935.00 "
4470,6133656,SPINE SCREW ATS 7.5X40MM," $14,935.00 "
4470,6131163,SPINE SCREW ATS 7.5X45," $14,935.00 "
4470,6152573,SPINE SCREW CERVICAL 3.5MMX12MM," $1,545.00 "
4470,6152565,SPINE SCREW CERVICAL 3.5MMX16MM," $1,545.00 "
4470,6155733,SPINE SCREW CERVICAL 3.5X14MM," $1,050.00 "
4470,6141790,SPINE SCREW FIREBIRD NXG, $258.00 
4470,6155113,SPINE SCREW MANER 6.5 X 4.5," $1,750.00 "
4470,6139752,SPINE SCREW POLY 7.5X45MM," $3,090.00 "
4470,6153498,SPINE SCREW SET, $753.00 
4470,6155170,SPINE SCREW SET LOCK, $263.00 
4470,5138987,SPINE SCREW SET MA VRTX TI, $438.00 
4470,5182878,SPINE SCREW SOLERA SET, $559.00 
4470,6133474,SPINE SCREW VARIABE DRLLNG 4.0X12MM, $644.00 
4470,6113161,SPINE SCREW VERTEX 4.0 X 14 MM," $3,413.00 "
4470,6147342,SPINE SCREW VERTEX 4.0 X 30MM," $5,962.00 "
4470,6153779,SPINE SCREW VIPER 6X40," $6,913.00 "
4470,6153761,SPINE SCREW VIPER 6X45," $6,913.00 "
4470,6154173,SPINE SCREW VIPER 6X50," $7,868.00 "
4470,6155923,SPINE SCREW XTEND 4.2MM X 14MM, $700.00 
4470,6158257,SPINE SPACER 11X27X10MM LORDOTIC," $8,400.00 "
4470,6148480,SPINE SPACER 14X11X6MM PEEK," $9,270.00 "
4470,6157895,SPINE SPACER 15MMWX12MMLX9MMH," $3,325.00 "
4470,6149611,SPINE SPACER 23MMLX7MMH," $54,240.00 "
4470,6145924,SPINE SPACER 26X10X6MM P-LMBR," $11,330.00 "
4470,6144067,SPINE SPACER 28MMLX7MMH LORDOTIC," $54,240.00 "
4470,6148597,SPINE SPACER 32X23X14MM PEEK 12DEG," $35,432.00 "
