Procedure Code,Procedure Name,Charge
027800095-31418,PLATE LCP PROXIMAL TIBIA 8H 4.5X154MM LEFT,"$4,100.79 "
027800095-31419,PLATE LCP PROXIMAL TIBIA 8H 4.5X154MM RIGHT,"$4,100.79 "
027800095-31420,PLATE BONE LEFT DISTAL MEDIAL TIBIA LCP 220MM 13.5X3.7MM STAINLESS STEEL 3.5MM SCREW 12 HOLE NONSTERILE,"$4,103.22 "
027800095-31421,PLATE BONE TIBIA RIGHT DISTAL MEDIAL LCP 213MM STAINLESS STEEL 3.5MM SCREW 12 HOLE LOW BEND NONSTERILE,"$4,103.22 "
027800095-31422,PLATE LCP MEDIAL DISTAL TIBIA WITH O TABS 12H 3.5MM RIGHT,"$4,103.22 "
027800095-31423,PLATE TIBIA DISTL LOWBND LF 12H3.5X213MM,"$4,103.22 "
027800095-31424,SUBSTITUTE BONE GRAFT GRAFTON PLUS DEMINERALIZED BONE MATRIX PASTE SYRINGE 10ML,"$4,105.40 "
027800095-31427,PLATE BONE LEFT PROXIMAL FEMUR LCP 211MM STAINLESS STEEL 4.5MM SCREW 6 HOLE CONTOURED LOAD SHARING CONSTRUCT NONSTERILE,"$4,105.66 "
027800095-31428,PLATE LCP PROXIMAL FEMUR 6H 4.5X211MM RIGHT,"$4,105.66 "
027800095-31429,PLATE BONE TIBIA RIGHT PROXIMAL LATERAL PERI-LOC 98MM STAINLESS STEEL 3.5MM SCREW 6 HOLE LOCKING,"$4,107.81 "
027800095-31431,NAIL FEMORAL ADOLESCENT LATERAL ENTRY TI 8.2X300MM LEFT STER,"$4,108.13 "
027800095-31432,NAIL FEMORAL ADOLESCENT LATERAL STERILE RIGHT 8.2X300MM,"$4,108.13 "
027800095-31433,NAIL INTRAMEDULLARY FEMUR LEFT NAIL-EX 300MM 9MM PEDIATRIC TITANIUM LATERAL ENTRY IMPLANT STERILE,"$4,108.13 "
027800095-31434,NAIL INTRAMEDULLARY FEMUR LEFT NAIL-EX 380MM 9MM PEDIATRIC TITANIUM LATERAL ENTRY IMPLANT STERILE,"$4,108.13 "
027800095-31435,NAIL INTRAMEDULLARY LEFT FEMUR NAIL-EX 340MM 8.2MM ADULT TITANIUM LATERAL ENTRY STERILE,"$4,108.13 "
027800095-31436,NAIL XPRT HCL FLT 9.2X400MM FEM RGHT CAN,"$4,108.13 "
027800095-31438,PLATE BONE HIP TROCHANTER DALL-MILES 150MM 2MM MEDIUM VITALLIUM 2 CABLE GRIP,"$4,111.25 "
027800095-31440,PLATE BONE LEFT PROXIMAL MEDIAL TIBIA LCP 145MM STAINLESS STEEL 3.5MM SCREW 8 HOLE LIMITED CONTACT PROFILE NONSTERILE,"$4,115.48 "
027800095-31441,PLATE BONE RIGHT PROXIMAL MEDIAL TIBIA LCP 145MM STAINLESS STEEL 3.5MM SCREW 8 HOLE LIMITED CONTACT PROFILE NONSTERILE,"$4,115.48 "
027800095-31442,PLATE LCP COMBI 145MM 8H TIB RGHT PRXML,"$4,115.48 "
027800095-31443,NAIL INTRAMEDULLARY HUMERUS LEFT PROXIMAL MULTILOC 160MM 9.5MM 11MM TITANIUM BLUE STRAIGHT CANNULATED STERILE,"$4,118.40 "
027800095-31444,NAIL INTRAMEDULLARY HUMERUS RIGHT PROXIMAL MULTILOC 160MM 8MM 9.5MM SHORT STRAIGHT TITANIUM BLUE CANNULATED STERILE,"$4,118.40 "
027800095-31445,NAIL INTRAMEDULLARY HUMERUS RIGHT PROXIMAL MULTILOC 160MM 8MM 9.5MM TITANIUM CANNULATED STERILE,"$4,118.40 "
027800095-31446,NAIL INTRAMEDULLARY LEFT PROXIMAL HUMERUS MULTILOC 160MM 8MM 9.5MM TITANIUM CANNULATED STERILE,"$4,118.40 "
027800095-31447,PLATE TIBIA PROX LCP TI RT 3.5X128MM 8H,"$4,120.35 "
027800095-31448,PLATE TIBIAL PROX LOW LEFT SS 8H 3.5X128MM,"$4,120.35 "
027800095-31449,PLATE TIBIAL PROXIMAL RIGHT 8H 3.5X128MM,"$4,120.35 "
027800095-31452,PLATE LCP MEDIAL PROXIMAL TIBIA 8H 4.5MM RIGHT,"$4,125.26 "
027800095-31454,PLATE HAND NARROW LEFT,"$4,127.50 "
027800095-31455,PLATE HAND NARROW SHORT LEFT,"$4,127.50 "
027800095-31456,PLATE HAND STANDARD LEFT,"$4,127.50 "
027800095-31457,PLATE HAND WIDE LEFT,"$4,127.50 "
027800095-31458,PLATE HAND WIDE RIGHT,"$4,127.50 "
027800095-31466,PLATE CERVICAL SPINE VARIABLE ANGLE 1-LEVEL 14MM,"$4,134.00 "
027800095-31467,PLATE CERVICAL SPINE VARIABLE ANGLE 1-LEVEL 16MM,"$4,134.00 "
027800095-31468,PLATE CERVICAL SPINE VARIABLE ANGLE 1-LEVEL 18MM,"$4,134.00 "
027800095-31469,PLATE CERVICAL SPINE VARIABLE ANGLE 1-LEVEL 20MM,"$4,134.00 "
027800095-31474,SCREW BONE CANCELLOUS SPINE SYNAPSE 18MM 4MM 2.4MM 0-50D TITANIUM GREEN GRAY T15 STARDRIVE POLYAXIAL SELF TAPPING SQUARE THREADED LOCKING CAP NONSTERILE,"$4,134.00 "
027800095-31475,SCREW BONE CANCELLOUS SPINE SYNAPSE 20MM 4MM 2.4MM 0-50D TITANIUM GREEN GRAY T15 STARDRIVE POLYAXIAL SELF TAPPING SQUARE THREADED LOCKING CAP NONSTERILE,"$4,134.00 "
027800095-31476,SCREW BONE CANCELLOUS SPINE SYNAPSE 26MM 4MM 2.4MM 0-50D TITANIUM GREEN GRAY T15 STARDRIVE POLYAXIAL SELF TAPPING SQUARE THREADED LOCKING CAP NONSTERILE,"$4,134.00 "
027800095-31477,SCREW BONE CANCELLOUS SPINE SYNAPSE 30MM 3.5MM 2.4MM 50- D TITANIUM GREEN GRAY T15 STARDRIVE RECESS POLYAXIAL SELF TAP SQUARE THREAD LOCK CAP NONSTERILE,"$4,134.00 "
027800095-31478,SCREW BONE SPINE CANCELLOUS SYNAPSE 22MM 3.5MM 2.4MM 50- D T15 SQUARE TITANIUM GOLD POLYAXIAL SELF TAP THREAD LOCK CAP STARDRIVE NONSTERILE,"$4,134.00 "
027800095-31479,SCREW BONE SPINE CANCELLOUS SYNAPSE 28MM 4MM 2.4MM 50- D T15 SQUARE TITANIUM GREEN GRAY POLYAXIAL SELF TAP THREAD LOCK CAP STARDRIVE NONSTERILE,"$4,134.00 "
027800095-31480,SCREW BONE SPINE CANCELLOUS SYNAPSE 32MM 4MM 2.4MM 50D LARGE DIAMETER T15 SQUARE TITANIUM GREEN GRAY POLYAXIAL SELF TAP THREAD LOCK CAP STARDRIVE NONSTERILE,"$4,134.00 "
027800095-31481,SCREW BONE SPINE CANCELLOUS SYNAPSE 8MM 3.5MM LARGE DIAMETER T15 SQUARE TITANIUM POLYAXIAL SELF TAP THREAD LOCK CAP STARDRIVE NONSTERILE,"$4,134.00 "
027800095-31482,SCREW BONE SPINE PEDICLE EXPEDIUM 50MM 6MM TITANIUM 5.5MM ROD 1 INNIE POLYAXIAL EXTEND TAB,"$4,134.00 "
027800095-31483,SCREW CANCELLOUS POLYAXIAL TI 4.5X40MM,"$4,134.00 "
027800095-31484,SCREW CANCELLOUS POLYAXIAL TI 4.5X44MM,"$4,134.00 "
027800095-31485,SCREW CANCELLOUS POLYAXIAL TI 4.5X46MM,"$4,134.00 "
027800095-31486,SCREW EXPEDIUM 4.35X40MM REDUCTION PEDICILE POLYAXIAL,"$4,134.00 "
027800095-31487,SCREW EXPEDIUM EXTENDED TAB 6.0X45MM,"$4,134.00 "
027800095-31488,SCREW POLYAXIAL CANCELLOUS TI 3.5X30MM,"$4,134.00 "
027800095-31489,SCREW SYNAPSE CANCELLOUS POLYAXIAL TI 3.5X12MM,"$4,134.00 "
027800095-31490,SCREW SYNAPSE CANCELLOUS POLYAXIAL TI 3.5X14MM,"$4,134.00 "
027800095-31491,SCREW SYNAPSE CANCELLOUS POLYAXIAL TI 3.5X16MM,"$4,134.00 "
027800095-31492,SCREW SYNAPSE CANCELLOUS POLYAXIAL TI 3.5X24MM,"$4,134.00 "
027800095-31493,SCREW SYNAPSE CANCELLOUS POLYAXIAL TI 4.0X14MM,"$4,134.00 "
027800095-31494,SCREW SYNAPSE SHAFT TI 3.5X24MM,"$4,134.00 "
027800095-31495,PLATE TIBIA PROX MEDIAL LCP L 4H 3.5X93M,"$4,137.51 "
027800095-31496,PLATE BONE RIGHT TIBIAL MEDIAL DISTAL LCP 161MM STAINLESS STEEL 3.5MM SCREWS 8 HOLE LOW BEND STERILE,"$4,139.95 "
027800095-31497,CEMENT BONE STIMULAN RAPID CURE KIT 5ML,"$4,143.75 "
027800095-31500,PLATE BN LNG 5TH METATARSAL RGHT 7H HOOK,"$4,143.75 "
027800095-31501,PLATE BN LNG MRTRS LF HK FTH MTRSL FRCTR,"$4,143.75 "
027800095-31502,ROD FIBULA ANKLE INTRAMEDLLRY 3.6X180MM,"$4,143.75 "
027800095-31503,ROD FIBULA TI STERILE 3.6X110MM,"$4,143.75 "
027800095-31505,ROD INTRMDLRY 3X180MM ANKLE FIBULA,"$4,143.75 "
027800095-31506,ROD ORTHOPEDIC FIBULA 145MM 3.6MM FIBULA INTRAMEDULLARY IMPLANT STERILE,"$4,143.75 "
027800095-31525,PLATE LCP COMBI 190MM 10H TIB RGHT PRXML,"$4,144.86 "
027800095-31526,PLATE LCP PROXIMAL TIBIA 10H 4.5X190MM LEFT,"$4,144.86 "
027800095-31527,PLATE LCP PROXIMAL TIBIA 10H 4.5X190MM RIGHT,"$4,144.86 "
027800095-31528,PLATE TIBIA PROX TI LEFT 10H 4.5X190MM,"$4,144.86 "
027800095-31529,PLATE SPINE EAGLE 48MM,"$4,150.71 "
027800095-31532,PLATE BONE LEFT DISTAL MEDIAL TIBIA LCP 246MM 13.5X3.7MM STAINLESS STEEL 3.5MM SCREW 14 HOLE NONSTERILE,"$4,157.08 "
027800095-31533,PLATE BONE RIGHT DISTAL MEDIAL TIBIA LCP 246MM STAINLESS STEEL 3.5MM SCREW 14 HOLE NONSTERILE,"$4,157.08 "
027800095-31534,PLATE BONE RIGHT MEDIAL DISTAL TIBIA LCP 239MM STAINLESS STEEL 3.5MM SCREW 14 HOLE LOW BEND NONSTERILE,"$4,157.08 "
027800095-31535,PLATE BONE TIBIA LEFT DISTAL MEDIAL LCP 239MM STAINLESS STEEL 3.5MM SCREWS 14 HOLES LOW BEND NONSTERILE,"$4,157.08 "
027800095-31539,PLATE BONE LEFT PROXIMAL MEDIAL TIBIA LCP 171MM STAINLESS STEEL 3.5MM SCREW 10 HOLE LIMITED CONTACT PROFILE NONSTERILE,"$4,161.98 "
027800095-31540,PLATE TIBIAL PROX MED LCP RT 10HL 171MM,"$4,161.98 "
027800095-31550,PLATE BONE TIBIA LEFT PROXIMAL LCP 154MM TITANIUM 3.5MM SCREW 10 HOLE LOW BEND NONSTERILE,"$4,164.42 "
027800095-31551,PLATE TIBIAL PROX LOW BEND RIGHT 10H 3.5X154MM,"$4,164.42 "
027800095-31552,PLATE TIBIAL PROX LOW BND LT10H3.5X154MM,"$4,164.42 "
027800095-31553,BONE SOURCE HYDROSET 10.5GR (5ML),"$4,166.92 "
027800095-31554,PLATE TIBIA PRX MEDL LCP LT 10H4.5X214MM,"$4,169.33 "
027800095-31556,PLATE TARSALIS STRAIGHT LONG 2HOLE,"$4,175.60 "
027800095-31558,PLATE BONE RIGHT DISTAL ANTEROLATERAL KNEE LCP 80MM STAINLESS STEEL 3.5MM SCREWS 5 HOLE NONSTERILE,"$4,176.67 "
027800095-31559,PLATE LCP ANTERIOLATERAL DISTAL TIBIA 5H 3.5X80MM LEFT,"$4,176.67 "
027800095-31560,PLATE LCP ANTERIOLATERAL DISTAL TIBIA 5H 3.5X80MM RIGHT,"$4,176.67 "
027800095-31561,CONNECTOR SPINE OPEN ANGLED TI 5.5X6.35MM,"$4,178.79 "
027800095-31562,PLATE ATLANTIS TI 23MM,"$4,179.18 "
027800095-31563,PLATE ATLANTIS TI 25MM,"$4,179.18 "
027800095-31564,PLATE ATLANTIS TI 27.5MM,"$4,179.18 "
027800095-31565,PLATE 1.5MM RAPID RESORBABLE 50X50X0.5MM MESH-STERILE,"$4,184.18 "
027800095-31567,PLATE BN TIBIA PROX 4.5MM 12 HL 226MM RT,"$4,191.36 "
027800095-31568,PLATE BONE TIBIA LEFT PROXIMAL LCP 226MM TITANIUM 4.5MM SCREWS 12 HOLE NONSTERILE,"$4,191.36 "
027800095-31569,PLATE LCP PROXIMAL TIBIA 12H 4.5X226MM LEFT,"$4,191.36 "
027800095-31570,PLATE LCP PROXIMAL TIBIA 12H 4.5X226MM RIGHT,"$4,191.36 "
027800095-31598,PLATE ANKLE CLOSED FUSION LARGE,"$4,192.50 "
027800095-31599,PLATE ANKLE FUSION CLOSED SMALL,"$4,192.50 "
027800095-31604,PLATE BN LCP COMBI 194MM 8H HMRS LFT,"$4,201.15 "
027800095-31605,PLATE MESH TI 4X4H 1.0X38X42MM,"$4,201.47 "
027800095-31606,PLATE BONE 197MM TIBIA LEFT,"$4,208.49 "
027800095-31607,PLATE BONE RIGHT PROXIMAL MEDIAL TIBIA LCP 197MM STAINLESS STEEL 3.5MM SCREW 12 HOLE NONSTERILE,"$4,208.49 "
027800095-31608,PLATE BONE TIBIA LEFT PROXIMAL MEDIAL LCP 197MM STAINLESS STEEL 3.5MM SCREW 12 HOLE NONSTERILE,"$4,208.49 "
027800095-31611,UNAPPROVED PUTTY DBM CB STIMUBLAST 10CC,"$4,208.75 "
027800095-31613,PLATE LOCKING TIBIA LEFT 10H 4.5X201MM,"$4,212.13 "
027800095-31615,PLATE TIBIAL PROX LOW LEFT 12H 3.5X180MM,"$4,218.31 "
027800095-31616,PLATE TIBIAL PROXIMAL RIGHT 12H 3.5X180MM,"$4,218.31 "
027800095-31617,PLATE BONE TIBIA RIGHT MEDIAL PROXIMAL LCP 250MM STAINLESS STEEL 4.5MM SCREWS 12 HOLE NONSTERILE,"$4,220.74 "
027800095-31621,PLATE BONE LEFT DISTAL ANTEROLATERAL TIBIA LCP 106MM STAINLESS STEEL 3.5MM SCREW 7 HOLE ANATOMIC TAPERED TIP NONSTERILE,"$4,223.18 "
027800095-31622,PLATE BONE RIGHT DISTAL ANTEROLATERAL TIBIA LCP 106MM STAINLESS STEEL 3.5MM SCREW 7 HOLE ANATOMIC TAPERED TIP NONSTERILE,"$4,223.18 "
027800095-31654,PLATE FIXATION FRACTURE RIB RIBLOC 75MM,"$4,225.00 "
027800095-31682,PLATE LOCKING FEMUR DSTL 6HRT 4.5X155MM,"$4,225.16 "
027800095-31683,TISSUE SYNTHETIC CRANIOMAXILLOFACIAL LEFT TEMPORAL FLEXBLOCK TF2 78X61X18MM SMALL CONTOUR MEDPOR STERILE,"$4,225.36 "
027800095-31685,PLATE BN LCP CMBI 262MM 14H LFT PRXML,"$4,237.87 "
027800095-31686,PLATE LCP PROXIMAL TIBIA 14H 4.5X262MM LEFT,"$4,237.87 "
027800095-31687,PLATE LCP PROXIMAL TIBIA 14H 4.5X262MM RIGHT,"$4,237.87 "
027800095-31688,PLATE BONE CORONOID STANDARD LEFT,"$4,238.00 "
027800095-31689,PLATE CORONOID STANDARD RIGHT,"$4,238.00 "
027800095-31693,PLATE BN CALCANEAL FRACTURE RIGHT SMALL,"$4,241.25 "
027800095-31694,PLATE CALCANEAL FRACTURE 2MM SML LFT,"$4,241.25 "
027800095-31695,PLATE CALCANEAL FRACTURE LARGE LEFT,"$4,241.25 "
027800095-31696,PLATE CALCANEAL FRACTURE LARGE RIGHT,"$4,241.25 "
027800095-31697,PLATE CALCANEAL FRACTURE LEFT MEDIUM,"$4,241.25 "
027800095-31698,PLATE CALCANEAL FRACTURE RIGHT LARGE,"$4,241.25 "
027800095-31699,PLATE FRACTURE CALCANEAL RIGHT MEDIUM,"$4,241.25 "
027800095-31701,PLATE FRACTURE CLCNL SNS TRS SPRT RT MDM,"$4,241.25 "
027800095-31702,PLATE MEDIUM FRACTURE 10DG LEFT,"$4,241.25 "
027800095-31709,GRAFT BN RIGHT DISTAL TIBIA ALGRF FROZEN,"$4,248.01 "
027800095-31710,TIBIA DISTAL LEFT 450323 FROZEN,"$4,248.01 "
027800095-31714,PLATE BONE TIBIA LEFT PROXIMAL MEDIAL LCP 223MM STAINLESS STEEL 3.5MM SCREWS 14 HOLE NONSTERILE,"$4,257.47 "
027800095-31715,PLATE BONE TIBIA RIGHT MEDIAL PROXIMAL LCP 223MM STAINLESS STEEL 3.5MM SCREWS 14 HOLE NONSTERILE,"$4,257.47 "
027800095-31716,PLATE BONE LEFT PROXIMAL TIBIA LCP 206MM STAINLESS STEEL 3.5MM SCREW 14 HOLE LOW BEND NONSTERILE,"$4,264.81 "
027800095-31717,PLATE BONE TIBIA RIGHT PROXIMAL LCP 206MM STAINLESS STEEL 3.5MM SCREW 14 HOLE LOW BEND NONSTERILE,"$4,264.81 "
027800095-31719,PLATE LCP ANTERIOLATERAL DISTAL TIBIA 9H 3.5X132MM LEFT,"$4,267.25 "
027800095-31720,PLATE LCP ANTERIOLATERAL DISTAL TIBIA 9H 3.5X132MM RIGHT,"$4,267.25 "
027800095-31723,CONNECTOR LATERAL TI 30MM,"$4,275.38 "
027800095-31724,PLATE 290545SND HALLULOCK SZ 0,"$4,279.99 "
027800095-31725,PLATE 5DEGREE HALLULOCK,"$4,279.99 "
027800095-31726,PLATE BONE S HALLULOCK 10DEGREE RIGHT SIZE 0 40MM,"$4,279.99 "
027800095-31727,PLATE BONE S SHAPE HALLULOCK RT SZ3 45MM,"$4,279.99 "
027800095-31728,PLATE HALLU LOCK 10DEGREE SZ 1 LEFT STER,"$4,279.99 "
027800095-31729,PLATE HALLU LOCK 5DEGREE SZ 2 LEFT STER,"$4,279.99 "
027800095-31731,PLATE BN MTRSMDFC MDM .3MM ORBITAL FLOOR,"$4,280.51 "
027800095-31732,PLATE BONE ORBITAL FLOOR MATRIXMIDFACE .5MM UNIVERSAL TITANIUM GOLD NONSTERILE,"$4,280.51 "
027800095-31733,PLATE FLOOR ORBITAL UNV TTM PINK 0.4MM,"$4,280.51 "
027800095-31734,PLATE MATRIX MIDFACE ANATOMIC ORBITAL FLOOR SMALL,"$4,280.51 "
027800095-31736,NAIL INTRA STNDRD 15X420MM T2 TIB IMPLNT,"$4,282.85 "
027800095-31737,NAIL INTRAMEDULLARY TIBIA T2 330MM 12MM STANDARD TITANIUM LOCK STERILE,"$4,282.85 "
027800095-31738,NAIL INTRAMEDULLARY TIBIA T2 345MM 11MM STANDARD TITANIUM ALLOY LOCK STERILE,"$4,282.85 "
027800095-31739,NAIL INTRAMEDULLARY TIBIA T2 36CM 11MM STANDARD TITANIUM LOCK STERILE,"$4,282.85 "
027800095-31740,NAIL TIBIAL STANDARD T2 10X315MM STERILE,"$4,282.85 "
027800095-31741,NAIL TIBIAL STANDARD T2 10X330MM STERILE,"$4,282.85 "
027800095-31742,NAIL TIBIAL STANDARD T2 10X345MM STERILE,"$4,282.85 "
027800095-31743,NAIL TIBIAL STANDARD T2 10X360MM STERILE,"$4,282.85 "
027800095-31744,NAIL TIBIAL STANDARD T2 11X270MM STERILE,"$4,282.85 "
027800095-31745,NAIL TIBIAL STANDARD T2 11X330MM STERILE,"$4,282.85 "
027800095-31746,NAIL TIBIAL STANDARD T2 12X375MM STERILE,"$4,282.85 "
027800095-31747,NAIL TIBIAL STANDARD T2 9.0X315MM STERILE,"$4,282.85 "
027800095-31748,NAIL TIBIAL STANDARD T2 9.0X375MM STERILE,"$4,282.85 "
027800095-31749,NAIL TIBIAL STANDARD T2 9.0X390MM STERILE,"$4,282.85 "
027800095-31787,PLATE BN HEVANS MED 20MM LFT,"$4,290.00 "
027800095-31788,PLATE BN HEVANS MED RIGHT 20MM,"$4,290.00 "
027800095-31789,PLATE MESH CONTOURABLE MALLEABLE TI LARGE ARC 1.5MM,"$4,290.00 "
027800095-31790,PLATE MESH CONTOURABLE RIGID TI LARGE ARC 1.5MM,"$4,290.00 "
027800095-31793,PLATE BONE ORBITAL SYNPOR .8MM TITANIUM PURPLE SMOOTH REINFORCE FAN EXPOSE FIXATION HOLE STERILE,"$4,296.79 "
027800095-31800,PLATE BN LATL TALUS 2.4 3H RIGHT STD,"$4,306.25 "
027800095-31801,PLATE BN VLP MINI-MOD 4H 2.4MM TALUS,"$4,306.25 "
027800095-31802,PLATE BONE SPINE CERVICAL ANTERIOR TRI-LOBE CAM LOC SKYLINE 19.8X16X2.5MM 12MM PRELORDOTIC TITANIUM LEVEL 1 MEDIAL HOLE UNIQUE WINDOW DESIGN END TO END LENGTH,"$4,306.25 "
027800095-31803,PLATE BONE SPINE CERVICAL ANTERIOR TRI-LOBE CAM LOC SKYLINE 21.8X16X2.5MM 14MM PRELORDOTIC TITANIUM LEVEL 1 MEDIAL HOLE UNIQUE WINDOW DESIGN END TO END LENGTH,"$4,306.25 "
027800095-31804,PLATE BONE SPINE CERVICAL ANTERIOR TRI-LOBE CAM LOC SKYLINE 29.8X16X2.5MM 22MM PRELORDOTIC TITANIUM LEVEL 1 MEDIAL HOLE UNIQUE WINDOW DESIGN END TO END LENGTH,"$4,306.25 "
027800095-31805,PLATE BONE SPINE CERVICAL ANTERIOR TRI-LOBE CAM LOC SKYLINE 35.8X16X2.5MM 28MM PRELORDOTIC TITANIUM LEVEL 1 MEDIAL HOLE UNIQUE WINDOW DESIGN END TO END LENGTH,"$4,306.25 "
027800095-31806,PLATE BONE SPINE CERVICAL ANTERIOR TRI-LOBE CAM LOC SKYLINE 37.8X16X2.5MM 30MM PRELORDOTIC TITANIUM LEVEL 1 MEDIAL HOLE UNIQUE WINDOW DESIGN END TO END LENGTH,"$4,306.25 "
027800095-31807,PLATE BONE SPINE CERVICAL ANTERIOR VECTRA 23X16.5X2.5MM 14MM BENT GROOVE PRELORDOTIC TITANIUM BLUE 4/4.5MM SCREW LEVEL 1 INTEGRATE BLOCK MECHANISM FLEXIBLE LARGE GRAFT VISIBILITY WINDOW NONSTERILE,"$4,306.25 "
027800095-31808,PLATE BONE SPINE CERVICAL ANTERIOR VECTRA-ONE 25X11X2.5MM 16MM BENT GROOVE PRELORDOTIC PYRAMIDAL TEETH TITANIUM LEVEL 1 1 STEP LOCK NONSTERILE,"$4,306.25 "
027800095-31809,PLATE LTRL MINIMOD VLP 4H 2.4MM RIGHT,"$4,306.25 "
027800095-31810,PLATE SKYLINE ANTERIOR CERVICAL 1 LEVEL 16MM,"$4,306.25 "
027800095-31811,PLATE SKYLINE ANTERIOR CERVICAL 1 LEVEL 18MM,"$4,306.25 "
027800095-31812,PLATE SKYLINE ANTERIOR CERVICAL 1 LEVEL 20MM,"$4,306.25 "
027800095-31813,PLATE SKYLINE ANTERIOR CERVICAL 1 LEVEL 24MM,"$4,306.25 "
027800095-31814,PLATE SKYLINE ANTERIOR CERVICAL 1 LEVEL 26MM,"$4,306.25 "
027800095-31815,PLATE VECTRA 1 LEVEL 16MM,"$4,306.25 "
027800095-31816,PLATE VECTRA ONE 1 LEVEL 12MM,"$4,306.25 "
027800095-31817,PLATE VECTRA ONE 1 LEVEL 14MM,"$4,306.25 "
027800095-31818,PLATE VECTRA-ONE 1 LEVEL 18MM,"$4,306.25 "
027800095-31819,PLATE LCP ANTERIOLATERAL DISTAL TIBIA 11H 3.5X158MM LEFT,"$4,308.88 "
027800095-31820,PLATE LCP ANTERIOLATERAL DISTAL TIBIA 11H 3.5X158MM RIGHT,"$4,308.88 "
027800095-31821,PLATE DISTAL RADIUS DIAMETA VOLAR 5H LEFT,"$4,311.32 "
027800095-31822,PLATE DISTAL RADIUS VOLAR SS 5H RT,"$4,311.32 "
027800095-31823,PLATE LCP PROXIMAL FEMUR 8H 4.5X247MM RIGHT,"$4,311.32 "
027800095-31826,PLATE BONE EXTRAARTICULAR RIGHT HUMERUS DISTAL LCP 230MM STAINLESS STEEL 3.5MM SCREW 10 HOLE NONSTERILE,"$4,316.23 "
027800095-31827,PLATE BONE LEFT DISTAL EXTRAARTICULAR HUMERAL LCP 230MM STAINLESS STEEL 3.5MM SCREW 10 HOLE NONSTERILE,"$4,316.23 "
027800095-31828,NAIL HUMERAL LOCKING T2 9X260MM,"$4,318.60 "
027800095-31829,PLATE BN LCP STNDRD 2.5X12X90MM PRXML,"$4,318.67 "
027800095-31830,PLATE HUMERUS PERIARTICULAR PROXIMAL LEFT 2H 3.5MM,"$4,318.67 "
027800095-31831,PLATE HUMERUS PERIARTICULAR PROXIMAL RIGHT 2H 3.5MM,"$4,318.67 "
027800095-31832,PLATE LCP PROXIMAL HUMERUS STANDARD 3H 3.5X90MM,"$4,318.67 "
027800095-31833,PLATE RECONSTRUCTION LOCKING TI 20H 160MM,"$4,319.32 "
027800095-31839,PLATE BN RAYHACK ULNA LOW PROFILE,"$4,335.50 "
027800095-31840,PLATE BONE LPL RAYHACK,"$4,335.50 "
027800095-31841,RAYHACK ULNAR BONE PLATE,"$4,335.50 "
027800095-31842,PLATE LCP CONDYLAR 6H 4.5X170MM LEFT,"$4,335.79 "
027800095-31843,PLATE LCP CONDYLAR 6H 4.5X170MM RIGHT,"$4,335.79 "
027800095-31844,NAIL INTRAMEDULLARY FEMUR T2 24CM 9MM TITANIUM LOCK STERILE,"$4,338.26 "
027800095-31845,PLATE BN 3D SMALL PRBNT ORBTL FLOOR RGHT,"$4,341.12 "
027800095-31853,IMPLANT POST X  SMALL 20MM,"$4,342.00 "
027800095-31854,IMPLANT POST X 60DEG 8X25M,"$4,342.00 "
027800095-31855,IMPLANT POST X 60DEG 8X30MM,"$4,342.00 "
027800095-31856,IMPLANT POST X BLUE 60DEG 8X20MM,"$4,342.00 "
027800095-31857,IMPLANT POST X MAGENTA 60DEG 9.5X25MM,"$4,342.00 "
027800095-31858,IMPLANT XPOST FIXATION SMALL AQUA 25MM,"$4,342.00 "
027800095-31859,PLATE TRIO IOFIX 6MM,"$4,342.00 "
027800095-31860,POST EXTERNAL FIXATION ANKLE FOOT IO FIX 18MM 4.6MM 60D XPOST,"$4,342.00 "
027800095-31861,POST EXTERNAL FIXATION ANKLE FOOT IO FIX 30MM 9.5MM 60D MAGENTA X POST,"$4,342.00 "
027800095-31862,POST EXTERNAL FIXATION X-POST 14MM 4.6MM 60D,"$4,342.00 "
027800095-31863,POST SCREW INTERPHALANGEAL PROXIMAL APEX 20MM 4.6MM 45D LARGE,"$4,342.00 "
027800095-31864,POST X IOFIX SMALL 30MM,"$4,342.00 "
027800095-31865,POST X MAG 60DEG 9.5X60MM,"$4,342.00 "
027800095-31866,REAMER SURGICAL 20MM 6.6MM 60D GREEN XPOST,"$4,342.00 "
027800095-31867,STAPLE COMPRESSION EXPRESS 18X18X18MM,"$4,342.00 "
027800095-31868,STAPLE COMPRESSION EXPRESS 20X18X18MM,"$4,342.00 "
027800095-31880,ZIPTIGHT ANKLE SYNDESMOSIS FIXATION SYSTEM TI W/ZIPLOOP 909853,"$4,355.00 "
027800095-31881,PLATE BONE LEFT ANTEROLATERAL DISTAL TIBIA LCP 184MM STAINLESS STEEL 3.5MM SCREW 13 HOLE ANATOMIC TAPERED TIP NONSTERILE,"$4,355.39 "
027800095-31882,PLATE BONE RIGHT ANTEROLATERAL DISTAL TIBIA LCP 184MM STAINLESS STEEL 3.5MM SCREW 13 HOLE ANATOMIC TAPERED TIP NONSTERILE,"$4,355.39 "
027800095-31890,PLATE DORSAL SMALL RIGHT STER,"$4,367.77 "
027800095-31891,PLATE MEDIAL SMALL RIGHT STER,"$4,367.77 "
027800095-31892,PLATE MIDFOOT MEDIAL LISFRANC SMALL LEFT,"$4,367.77 "
