Category,Description,Price
Musculoskeletal System,HC IMPACT TOOTH REMOV PART BONY,$856.00 
Musculoskeletal System,HC CL TX INTRPHLNGL JT D W/MANIP,$572.00 
Musculoskeletal System,HC INJ SINGLE TENDON/LIGAMENT,$566.00 
Musculoskeletal System,HC TX FX INTERCOND/TUBER CLSD,$561.00 
Musculoskeletal System,HC TX FX PHALANX DIST W/MAN CLSD,$560.00 
Musculoskeletal System,HC TX DISL ACROMIOCLAV CLSD,$555.00 
Musculoskeletal System,HC TX FX PHALANX W/O MAN CLSD,$552.00 
Musculoskeletal System,HC TX FX RADIAL HD/NCK CLSD,$549.00 
Musculoskeletal System,HC INJ TRIGGER PT 1-2 MUSCLE(S),$547.00 
Musculoskeletal System,HC TX FX GR TOE W/MAN CLSD,$545.00 
Musculoskeletal System,HC TX FX PHALANX PROX W/O MAN CLS,$538.00 
Musculoskeletal System,HC INJ ENZYME FASCIAL CORD,$537.00 
Musculoskeletal System,HC TX SESAMOID FRACTURE CLOSED,$517.00 
Musculoskeletal System,HC MAN PALMAR FSCL SGL CRD POST,$517.00 
Musculoskeletal System,HC TX DISL (I-P) FOOT W/O ANES,$514.00 
Musculoskeletal System,HC INJ ARTHROGRAM SHOULDER,$512.00 
Musculoskeletal System,HC TX DISL PATELLAR W/O ANES CLSD,$510.00 
Musculoskeletal System,HC TX DISL HIP TRAUMA W/O ANES CL,$502.00 
Musculoskeletal System,HC TX DISL JAW CLSD,$497.00 
Musculoskeletal System,HC TX FX GR TOE W/O MAN CLSD,$470.00 
Musculoskeletal System,HC MAGEC SPINE ROD LENGTHENING,$462.00 
Musculoskeletal System,HC APPL SPLINT LEG LONG,$462.00 
Musculoskeletal System,HC APPL CAST LEG SHORT,$458.00 
Musculoskeletal System,HC INJ ARTHROGRAM ELBOW,$451.00 
Musculoskeletal System,HC APPL SPLINT ARM SHORT STATIC,$451.00 
Musculoskeletal System,HC APPL CAST CLUBFOOT,$426.00 
Musculoskeletal System,HC INJ GANGLION CYST,$412.00 
Musculoskeletal System,HC STRAPPING UNNA BOOT,$396.00 
Musculoskeletal System,HC TX FX PHALANX DIST CLSD,$389.00 
Musculoskeletal System,HC APPL CAST ARM SHORT,$388.00 
Musculoskeletal System,HC APPL CAST HAND/FOREARM,$376.00 
Musculoskeletal System,HC CLOSED TREATMENT STERNUM FRACT,$373.00 
Musculoskeletal System,HC REM GAUNT BOOT OR CAST,$372.00 
Musculoskeletal System,HC APPL SPLINT ARM LONG,$355.00 
Musculoskeletal System,HC CRANIO/MAXILLOFACIAL UNLSTD,$353.00 
Musculoskeletal System,HC INJ CARPAL TUNNEL THERAPEUTIC,$346.00 
Musculoskeletal System,HC REM/BIV CAST ARM/LEG FULL,$344.00 
Musculoskeletal System,HC APPL SPLINT FINGER DYNAMIC,$339.00 
Musculoskeletal System,HC APPL SPLINT ARM SHORT DYNAMIC,$334.00 
Musculoskeletal System,HC APPL SPLINT LEG SHORT,$334.00 
Musculoskeletal System,HC RPR SPICA/CAST BODY/JACKET,$332.00 
Musculoskeletal System,HC WEDGE CAST EXCEPT CLUBFT CAST,$332.00 
Musculoskeletal System,HC INJECT PROC KNEE ARTHROGRAPHY,$317.00 
Musculoskeletal System,HC APPLY MULTLAY COMPRS LWR LEG,$313.00 
Musculoskeletal System,HC WINDOWING OF CAST,$308.00 
Musculoskeletal System,HC TX FX BONE NASAL W/O MAN CLSD,$296.00 
Musculoskeletal System,HC HEAD MUSCULOSKELETAL UNLSTD,$281.00 
Musculoskeletal System,HC APPL SPLINT FINGER STATIC,$213.00 
Musculoskeletal System,HC SPLINT ANKLE FRACTURE,$183.00 
Musculoskeletal System,HC RCNST CONDYLE MANDIBULAR PRT,"$5,198.00 "
Nervous System,HC E/V BLLN OCCL HEAD/NECK,"$15,744.00 "
Nervous System,HC IMPLANT NEUROELECTRODES,"$14,870.00 "
Nervous System,HC PERCU INTRACRANIAL ANGIOPLASTY,"$10,888.00 "
Nervous System,HC OCC/EMB TRANSCATH CNS PERC,"$6,137.00 "
Nervous System,HC DEST NRV TRIGEMINAL,"$5,995.00 "
Nervous System,HC INJ ANES NERVE TRIGEMINAL,"$5,799.00 "
Nervous System,HC REMOVE SKIN NERVE LESION,"$5,720.00 "
Nervous System,HC EXC NEUROFIBROMA HAND OR FOOT,"$4,849.00 "
Nervous System,HC DESTROY LUMB/SAC FACET JNT,"$4,383.00 "
Nervous System,HC DESTROY CERV/THOR FACET JNT,"$3,839.00 "
Nervous System,HC INJ FORAMEN EPIDURAL ADD-ON,"$3,475.00 "
Nervous System,HC EXC NEUROFIBROMA CUTAN,"$2,745.00 "
Nervous System,HC DESTROY L/S FACET JNT ADDL,"$2,688.00 "
Nervous System,HC INJ EPIDURAL CREV/THOR SGL,"$2,640.00 "
Nervous System,HC INJ ANES CELIAC PLEXUS,"$2,628.00 "
Nervous System,HC DEST NRV PERIPHERAL,"$2,624.00 "
Nervous System,HC BX SPINAL CORD NEEDLE PERC,"$2,560.00 "
Nervous System,HC INJ EPIDURAL LUMBAR/SACRAL SGL,"$2,550.00 "
Nervous System,HC DEST NRV CELIAC PLEXUS,"$2,374.00 "
Nervous System,HC INJ ANES NERVE INTERCOSTAL MLT,"$2,277.00 "
Nervous System,HC DESTROY C/TH FACET JNT ADDL,"$2,122.00 "
Nervous System,HC INJ ANES LUMBAR/THORACIC,"$2,114.00 "
Nervous System,HC INJ ANES NERVE SCIATIC SGL,"$1,973.00 "
Nervous System,HC INJ ANES/STER LUMB/SACR SGL,"$1,933.00 "
Nervous System,HC INJ ANES NERVE FEMORAL CONT,"$1,801.00 "
Nervous System,HC INJ ANES GANGLION STELLATE,"$1,790.00 "
Nervous System,HC INJ/INF INTRLM CRV/THRC W IMG,"$1,716.00 "
Nervous System,HC INJ/INF INTRLM LMBR/SAC W IMG,"$1,662.00 "
Nervous System,HC BLOCK REGIONAL AXILLARY,"$1,656.00 "
Nervous System,HC INJ ANES NERVE SCIATIC CNT INF,"$1,654.00 "
Nervous System,HC INJ/INF INTRLM LMBR/SAC WO IMG,"$1,649.00 "
Nervous System,HC INJ/INF INTRLM CRV/THRC WO IMG,"$1,641.00 "
Nervous System,HC INJ MYELOGRAPHY CERV LUMBAR,"$1,622.00 "
Nervous System,HC INJ MYEL LUMBAR >1 INCL,"$1,622.00 "
Nervous System,HC INJ MYELOGRAPHY LUMBARSACRAL,"$1,622.00 "
Nervous System,HC INJ EPIDURAL BLOOD/CLOT PATCH,"$1,596.00 "
Nervous System,HC CHEMODENERV 1 EXT 5+ MSC,"$1,575.00 "
Nervous System,HC INJ MYELOGRAPHY THOR LUMBAR,"$1,567.00 "
Nervous System,HC INJ ANES BRACHIAL PLEXUS SGL,"$1,518.00 "
Nervous System,HC INJ PARAVERT F JNT C/T 2 LEV,"$1,476.00 "
Nervous System,HC PVB THORACIC SINGLE INJ SITE,"$1,475.00 "
Nervous System,HC INJ ANES NERVE PERIPHERAL,"$1,452.00 "
Nervous System,HC INJ PARAVERT F JNT L/S 2 LEV,"$1,430.00 "
Nervous System,HC INJ PARAVERT F JNT L/S 3 LEV,"$1,396.00 "
Nervous System,HC INJ INTERLAMNR LMBR/SAC W IMG,"$1,391.00 "
Nervous System,HC INJ INTERLAMNR CRV/THRC W IMG,"$1,348.00 "
Nervous System,HC INJ PARAVERT F JNT C/T 3 LEV,"$1,329.00 "
Nervous System,HC INJ INTERLAMNR CRV/THRC WO IMG,"$1,314.00 "
Nervous System,HC INJ INTERLAMNR LMBR/SAC WO IMG,"$1,303.00 "
Nervous System,HC CHEMODENERV 1 EXT 1-4 MS,"$1,294.00 "
Nervous System,HC INJ ANES NERVE ILIOINGUIN/GAST,"$1,293.00 "
Nervous System,HC CHEMODE OF TRUNK 6+ MUS,"$1,287.00 "
Nervous System,HC INJ ANES/STER CERV/THOR SGL,"$1,200.00 "
Nervous System,HC PUNCT ASP/INJ SHUNT TUBE,"$1,169.00 "
Nervous System,HC CHEMODE OF TRUNK 1-5 MUS,"$1,146.00 "
Nervous System,HC INJ ANES NRV GREAT OCCIPITAL,"$1,129.00 "
Nervous System,HC LUMBAR PUNCTURE DRAIN CSF,"$1,108.00 "
Nervous System,HC LUMBAR PUNCTURE DIAGNOSTIC,"$1,071.00 "
Nervous System,HC INJ ANES NERVE FEMORAL SGL,"$1,040.00 "
Nervous System,HC INJ MYELOGRAM/CT SCAN SPINAL,"$1,000.00 "
Nervous System,HC CHEMODENERV SALIV GLANDS BILAT,$970.00 
Nervous System,HC CHEM/DEST NRV MUSCLE FACIAL,$897.00 
Nervous System,HC CHEMODEN 1 EXT 5+ ADD,$880.00 
Nervous System,HC REPROGRAM SHUNT CSF,$872.00 
Nervous System,HC ANLYS PAIN PUMP W/PROG/REFILL,$857.00 
Nervous System,HC CHEMODE 1 EXT 1-4 MS ADD,$815.00 
Nervous System,HC CHEM/DSTR NRV MSCL NCK,$789.00 
Nervous System,HC CHEMODENERV MUSCLE LARY,$739.00 
Nervous System,HC ANLYS PAIN PUMP W/PROG,$706.00 
Nervous System,HC ANLYS PUMP PAIN W/O REPROGRAM,$690.00 
Nervous System,HC CHEMDNR NRV MUSCLE FACIAL TRIG,$675.00 
Nervous System,HC ANLYS PAIN PUMP W/PROG/REFI,$654.00 
Nervous System,HC NEUROELTRD STIM POST TIBIAL,$575.00 
Nervous System,HC CHMDNRV ECCRINE GLND OTHR AREA,$558.00 
Nervous System,HC N BLOCK INJ PLANTAR DIGIT,$510.00 
Nervous System,HC CHEMODENERVATION ECC GLND BOTH,$495.00 
Nervous System,HC DEST NRV PLANTAR DIGITAL,$365.00 
Nervous System,HC PT APPLY APPLICATION,$138.00 
Neurology and Neuromuscular,HC ELECTRODE STIMULATION BRAIN,"$2,238.00 "
Neurology and Neuromuscular,HC SSEP LOWER LIMBS,"$1,796.00 "
Neurology and Neuromuscular,HC SSEP UPPER LIMBS,"$1,796.00 "
Neurology and Neuromuscular,HC SLEEP STUDY UNATTENDED,"$1,796.00 "
Neurology and Neuromuscular,HC ANLYS NEUR CPLX 1ST H W/PROG,"$1,766.00 "
Neurology and Neuromuscular,HC ANLYS NEUR SMP W/PROG,"$1,477.00 "
Neurology and Neuromuscular,HC CMEP LWR LIMBS,"$1,314.00 "
Neurology and Neuromuscular,HC CMEP UPR LIMBS,"$1,266.00 "
Neurology and Neuromuscular,HC EMG FOUR EXTREMITIES,"$1,258.00 "
Neurology and Neuromuscular,HC EVOKED POTENTIAL VISUAL,"$1,216.00 "
Neurology and Neuromuscular,HC EMG CRANIAL NERVE BILAT,$914.00 
Neurology and Neuromuscular,HC SOMATOSENS TRUNK OR HEAD,$910.00 
Neurology and Neuromuscular,HC ANLYS NEUR SMP/CPLX 1ST HR,$907.00 
Neurology and Neuromuscular,HC NERVE CONDUCTION STUDIES 13/>,$900.00 
Neurology and Neuromuscular,HC EMG CRANIAL NERVE UNILAT,$892.00 
Neurology and Neuromuscular,HC NERVE CONDUCTION STUDIES 11-12,$846.00 
Neurology and Neuromuscular,HC EMG SINGLE FIBER DENSITY,$844.00 
Neurology and Neuromuscular,HC IONM REMOTE/NEARBY/>1 CASE,$786.00 
Neurology and Neuromuscular,HC NERVE CONDUCTION STUDIES 9-10,$758.00 
Neurology and Neuromuscular,HC EMG TWO EXTREMITIES,$756.00 
Neurology and Neuromuscular,HC ANLYS NEUR SIMPLE/CPLX ADD 30,$716.00 
Neurology and Neuromuscular,HC AUTONOMIC FUNCTION VASOMOTOR,$669.00 
Neurology and Neuromuscular,HC EMG ONE EXTREMITY,$603.00 
Neurology and Neuromuscular,HC PUMP REFILL & MAIN SPIN/ BRAIN,$600.00 
Neurology and Neuromuscular,HC PUMP MAINT INCLUDES ELEC ANLY,$581.00 
Neurology and Neuromuscular,HC AUTONOMIC FUNCTION SUDOMOTOR,$545.00 
Neurology and Neuromuscular,HC EMG EA EXTREMITY W/NERVE COND,$494.00 
Neurology and Neuromuscular,HC NEUROMUSCULAR JUNCTION TEST,$485.00 
Neurology and Neuromuscular,HC EMG EA EXTREM W/NERVE COND LTD,$473.00 
Neurology and Neuromuscular,HC NERVE CONDUCTION STUDIES 7-8,$464.00 
Neurology and Neuromuscular,HC ANLYS NEUR CRAN 1ST H W/PROG,$461.00 
Neurology and Neuromuscular,HC EMG NON-EXTREMITY W/NERVE COND,$458.00 
Neurology and Neuromuscular,HC NERVE CONDUCTION STUDIES 1-2,$454.00 
Neurology and Neuromuscular,HC NERVE CONDUCTION STUDIES 3-4,$454.00 
Neurology and Neuromuscular,HC NERVE CONDUCTION STUDIES 5-6,$454.00 
Neurology and Neuromuscular,HC EMG THORACIC PARASPINAL,$445.00 
Neurology and Neuromuscular,HC EMG LTD,$442.00 
Neurology and Neuromuscular,HC AUTONOMIC FUNCTION CARDIOVAGAL,$380.00 
Neurology and Neuromuscular,HC TEST ANS FUNC PARASYMP&SYMP,$353.00 
Neurology and Neuromuscular,HC ANLYS NEUR W/O PROG SMP/CPX,$333.00 
Neurology and Neuromuscular,HC IONM IN OPERATING ROOM 15 MIN,$329.00 
Neurology and Neuromuscular,HC ANLYS GAST NEUR W/REPROG,$307.00 
Neurology and Neuromuscular,HC ELCTRDGNSTC BLINK REFLEX TEST,$304.00 
Neurology and Neuromuscular,HC EMG NEEDLE W/CHEMODENERVATION,$239.00 
Neurology and Neuromuscular,CANALITH REPOSITIONING PROC,$206.00 
Neurology and Neuromuscular,HC GUIDE NERV DESTR ELEC STIM,$183.00 
Neurology and Neuromuscular,HC ANLYS GAST NEUR W/O REPROG,$106.00 
Neuromuscular,HC PT MUSCLE TEST EXTREMITY/TRUNK,$176.00 
Nitric Oxide Hourly,HC NITRIC OXIDE HOURLY,$420.00 
Non-Invasive Vacular Diagnostic,HC DOPPLER TRANSCRANIAL CMPL,"$1,649.00 "
Non-Invasive Vacular Diagnostic,HC DUPLEX EXTRACRANIAL BILAT,"$1,599.00 "
Non-Invasive Vacular Diagnostic,HC DUPLEX ARTERIAL LWR EXT BILAT,"$1,571.00 "
Non-Invasive Vacular Diagnostic,HC DUPLEX ABD/PEL/RETRO CMPL,"$1,550.00 "
Non-Invasive Vacular Diagnostic,HC DUPLEX ARTERIAL UPR EXT BILAT,"$1,535.00 "
Non-Invasive Vacular Diagnostic,HC DOPPLER INTRACRAN EMBOLI W/INJ,"$1,403.00 "
Non-Invasive Vacular Diagnostic,HC DUPLEX AORTA/IVC/GRAFT CMPL,"$1,279.00 "
Non-Invasive Vacular Diagnostic,HC DOPPLER ARTERIAL EXT W/STRESS,"$1,199.00 "
Non-Invasive Vacular Diagnostic,HC DUPLEX VENOUS EXT BILAT,"$1,191.00 "
Non-Invasive Vacular Diagnostic,HC US DUPLEX PENILE VESSELS,"$1,188.00 "
Non-Invasive Vacular Diagnostic,HC DOPPLER INTRACRANIAL EMBOL W/O,"$1,153.00 "
Non-Invasive Vacular Diagnostic,HC DUPLEX VENOUS EXT UNILAT/LMTD,"$1,148.00 "
Non-Invasive Vacular Diagnostic,HC DOPPLER TRANSCRANIAL LTD,"$1,132.00 "
Non-Invasive Vacular Diagnostic,HC DUPLEX ABD/PEL/RETRO LTD,"$1,120.00 "
Non-Invasive Vacular Diagnostic,HC DOPPLER ARTERIAL EXT CMPL,"$1,076.00 "
Non-Invasive Vacular Diagnostic,HC DUPLEX ARTRL LWR EXT UNILT/LMT,"$1,066.00 "
Non-Invasive Vacular Diagnostic,HC DUPLEX EXTRACRANIAL UNILAT,"$1,052.00 "
Non-Invasive Vacular Diagnostic,HC DOPPLER INTRACRANIAL VASOREACT,"$1,041.00 "
Non-Invasive Vacular Diagnostic,HC DUPLEX AORTA/IVC/GRAFT LTD,$948.00 
Non-Invasive Vacular Diagnostic,HC DUPX HEMODIALYSIS,$947.00 
Non-Invasive Vacular Diagnostic,HC DUPLEX ART UPR EXT UNILAT/LMTD,$889.00 
Non-Invasive Vacular Diagnostic,HC DOPPLER ARTERIAL EXT LTD BIL,$737.00 
Nuclear Med - Diagnostic,HC NM MYOCARD PERF MULTI SPECT,"$5,571.00 "
Nuclear Med - Diagnostic,HC NM MYOCARD PERF SGL SPECT,"$4,505.00 "
Nuclear Med - Diagnostic,HC NM LIVER SPECT W/FLOW,"$4,036.00 "
Nuclear Med - Diagnostic,HC NM WHOLE BLOOD VOLUME,"$3,252.00 "
Nuclear Med - Diagnostic,HC NM TUMR LOC SPECT,"$2,848.00 "
Nuclear Med - Diagnostic,HC NM RBC VOLUME SGL,"$2,735.00 "
Nuclear Med - Diagnostic,HC NM PARATHYROID W/ TOMOGR & SPC,"$2,697.00 "
Nuclear Med - Diagnostic,HC INFLAMMATION LOCAL SPECT,"$2,587.00 "
Nuclear Med - Diagnostic,HC NM LIVER SPECT,"$2,418.00 "
Nuclear Med - Diagnostic,HC NM TUMR LOC WB,"$2,347.00 "
Nuclear Med - Diagnostic,HC NM ABSC LOC WB,"$2,340.00 "
Nuclear Med - Diagnostic,HC NM KIDNEY W&W/O PHARM INTERVEN,"$2,306.00 "
Nuclear Med - Diagnostic,HC NM BRAIN CMPL SPECT,"$2,294.00 "
Nuclear Med - Diagnostic,HC NM BONE SPECT,"$2,293.00 "
Nuclear Med - Diagnostic,HC NM GASTROESOPHAGEAL REFLUX,"$2,271.00 "
Nuclear Med - Diagnostic,HC NM HEPATOBILIARY SYSTEM IMG W/,"$2,230.00 "
Nuclear Med - Diagnostic,HC NM KIDNEY SPECT,"$2,162.00 "
Nuclear Med - Diagnostic,HC NM KIDNEY W/PHARMACLGCL INTER,"$2,149.00 "
Nuclear Med - Diagnostic,HC NM MUGA RESTING MULTI,"$2,147.00 "
Nuclear Med - Diagnostic,HC NM PLASMA VOLUME SGL,"$2,110.00 "
Nuclear Med - Diagnostic,HC NM KIDNEY SCAN W/FLOW&FUNCTION,"$2,107.00 "
Nuclear Med - Diagnostic,HC NM PARATHYROID W/ TOMOGRAPHIC,"$2,094.00 "
Nuclear Med - Diagnostic,HC NM BONE 3 PHASE,"$2,087.00 "
Nuclear Med - Diagnostic,HC NM MUGA RESTING SGL,"$2,032.00 "
Nuclear Med - Diagnostic,HC NM CSF CISTERNOGRAM,"$1,995.00 "
Nuclear Med - Diagnostic,HC NM PULM VENT/PERF IMAGING,"$1,941.00 "
Nuclear Med - Diagnostic,HC NM CSF SHUNT EVALUATION,"$1,923.00 "
Nuclear Med - Diagnostic,HC NM HEPATOBILIARY SYSTEM IMG,"$1,916.00 "
Nuclear Med - Diagnostic,HC NM BONE WB,"$1,905.00 "
Nuclear Med - Diagnostic,HC NM GASTRIC EMPTYING,"$1,820.00 "
Nuclear Med - Diagnostic,HC NM PARATHYROID PLANAR,"$1,771.00 "
Nuclear Med - Diagnostic,HC NM LYMPH SYSTEM,"$1,735.00 "
Nuclear Med - Diagnostic,HC NM SALIVARY GLAND FUNCTION,"$1,667.00 "
Nuclear Med - Diagnostic,HC NM ABSC LOC LTD,"$1,628.00 "
Nuclear Med - Diagnostic,HC NM GI BLOOD LOSS,"$1,603.00 "
Nuclear Med - Diagnostic,HC NM BONE LTD,"$1,576.00 "
Nuclear Med - Diagnostic,HC NM KIDNEY FUNCTION W/ISO,"$1,563.00 "
Nuclear Med - Diagnostic,HC NM PULMONARY PERFUSION IMG,"$1,544.00 "
Nuclear Med - Diagnostic,HC NM PULM VENT IMG AERO/GAS,"$1,539.00 "
Nuclear Med - Diagnostic,HC NM KIDNEY SCAN,"$1,454.00 "
Nuclear Med - Diagnostic,HC NM BRAIN IMAGE W/FLOW < 4 VIEW,"$1,435.00 "
Nuclear Med - Diagnostic,HC NM LIVER & SPLEEN,"$1,404.00 "
Nuclear Med - Diagnostic,HC NM PULM PERF/VENT QUAN DIFF,"$1,400.00 "
Nuclear Med - Diagnostic,HC NM THYROID SCAN W/UP SGL/MULTI,"$1,346.00 "
Nuclear Med - Diagnostic,HC NM URETERAL REFLUX,"$1,302.00 "
Nuclear Med - Diagnostic,HC NM INTESTINE MUCOSA,"$1,240.00 "
Nuclear Med - Diagnostic,HC NM BRAIN FLOW ONLY,"$1,123.00 "
Nuclear Med - Diagnostic,"HC GSTRC EMPTY IMAG, SM BWL/COLN","$1,112.00 "
Nuclear Med - Diagnostic,HC NM PULM PERF QUAN DIFFERENTIAL,"$1,089.00 "
Nuclear Med - Diagnostic,HC NM SALIVARY GLAND,"$1,058.00 "
Nuclear Med - Diagnostic,"HC GSTRC EMPTY IMAG, SM BWL TRANS",$839.00 
Nuclear Med - Diagnostic,HC NM URINARY BLADDER RETENTION,$824.00 
Nuclear Med - Diagnostic,HC NM THYROID SCAN W/FLOW WHEN PE,$811.00 
Nuclear Med - Diagnostic,HC NM PERITONEAL-VENOUS SHUNT,$800.00 
Nuclear Med - Diagnostic,HC NM UREA TEST C14 ANLYS,$612.00 
Nuclear Med - Diagnostic,HC NM THYROID UP SGL/MULTIPLE,$540.00 
Nuclear Med - Diagnostic,HC NM UNLSTD MISC PROC,$404.00 
Nuclear Med - General,HC UNLISTED GI PROCEDURE DX NM,"$3,409.00 "
Nuclear Med - General,HC BRAIN IMAGING W/VASCULAR FLOW,"$2,248.00 "
Nuclear Med - General,HC CSF LEAK DETECT/LOCALIZATION,"$2,239.00 "
Nuclear Med - General,HC THYROID CA METS WHOLE BODY,"$2,096.00 "
Nuclear Med - General,HC CARD BLD POOL/1ST PASS/REST,"$1,939.00 "
Nuclear Med - General,HC BRAIN IMAGE STATIC,"$1,658.00 "
Nuclear Med - General,HC RVG AND SERIAL ABD IMAGING,"$1,307.00 "
Nuclear Med - General,HC NM UNLIST 15 RESRCH 15 TECH,$358.00 
Nuclear Med - Therapeutic ,HC NM MONOCLONAL ANTIBODY THRPY,"$2,870.00 "
Nuclear Med - Therapeutic ,HC APPLY INTRCAV RADIAT COMPL,"$1,998.00 "
Nuclear Med - Therapeutic ,HC NM RADIOPAHARM THRPY INTRA-ART,"$1,242.00 "
Nuclear Med - Therapeutic ,HC NM RADIOPAHARM THRPY IV,"$1,049.00 "
Nuclear Med - Therapeutic ,HC NM RADIOPAHARM THRPY ORAL,$903.00 
OBGYN,HC CERVICAL/VAG CANCER SCREENING,$138.00 
Obs Hours,HC OBSERV 1 HR - PEDS,$171.00 
Obs Hours,HC OBSERV 1 HR - ADULT,$134.00 
Occupational Therapy,HC UNLSTD PROC,$310.00 
Occupational Therapy,HC CONTRAST BATH EA 15 MIN,$225.00 
Occupational Therapy,HC COMM/WORK REINTEGRATE 15 M,$148.00 
Occupational Therapy - Eval or Re-Eval,HC OT EVAL HIGH COMPLEX,$424.00 
Occupational Therapy - Eval or Re-Eval,HC OT EVAL MOD COMPLEX,$413.00 
Occupational Therapy - Eval or Re-Eval,HC OT EVAL LOW COMPLEX,$388.00 
Occupational Therapy - Eval or Re-Eval,HC OT RE-EVAL EST PLAN CARE,$236.00 
Occupational Therapy - Eval or Re-Eval,HC MUSCLE TEST MANUAL HAND ONLY,$55.00 
Ophthalmology,HC SCRIPT LENS 1 EYE APHAKIA,"$1,284.00 "
Ophthalmology,HC ICG ANGIOGRAPHY,"$1,241.00 "
Ophthalmology,HC ELECTRORETINOGRAPHY W/RPT,"$1,230.00 "
Ophthalmology,HC FLUORESCEIN ICG ANGIOGRAPHY,"$1,165.00 "
Ophthalmology,HC EYE EXAM W/PHOTOS MULTI FRAME,$763.00 
Ophthalmology,HC IMAGE SEG ANT W/ENDOTHEL MICRO,$632.00 
Ophthalmology,HC ELECTRO-OCULOMYOGRAPHY W/RPT,$573.00 
Ophthalmology,HC EXAM VISUAL FIELD EXD,$558.00 
Ophthalmology,HC EYE EXAM NEW COMPREHENSIVE,$524.00 
Ophthalmology,HC FIT CONTACT LENS; MNGMNT OF KERATO,$417.00 
Ophthalmology,HC OPHTHALMIC SCAN RETINA UNI/BI,$417.00 
Ophthalmology,HC OPHTHALMIC BIOMETRY W/IOL CALC,$393.00 
Ophthalmology,HC EYE EXAM NEW INTERMEDIATE,$393.00 
Ophthalmology,HC EXAM VISUAL FIELD INTERMEDIATE,$390.00 
Ophthalmology,HC EYE EXAM ESTAB COMPREHENSIVE,$302.00 
Ophthalmology,HC EYE EXAM W/FUNDUS PHOTO,$286.00 
Ophthalmology,HC EXTERNAL OCULAR PHOTOGRAPHY,$280.00 
Ophthalmology,HC OPHTHALMIC SCAN OPTIC NERVE,$278.00 
Ophthalmology,HC SENSORIMOTOR EXAM OCULAR,$276.00 
Ophthalmology,HC SCRIPT LENS 2 EYE APHAKIA,$266.00 
Ophthalmology,HC TOPOGRAPHY CORNEAL UNI OR BILA,$233.00 
Ophthalmology,HC OPTHALMOSCOPY INITIAL,$230.00 
Ophthalmology,HC OPHTHALMOSCOPY SUBSEQUENT,$227.00 
Ophthalmology,HC EYE EXAM ESTAB INTERMEDIATE,$226.00 
Ophthalmology,HC EXAM VISUAL FIELD LTD,$223.00 
Ophthalmology,HC REPLACE CONTACT LENS,$205.00 
Ophthalmology,HC ORTHOPTIC OR PLEOPTIC TRAINING,$197.00 
Ophthalmology,HC COLOR VISION EXAM FARNSWORTH,$189.00 
Ophthalmology,HC GONIOSCOPY,$176.00 
Ophthalmology,HC SCAN CPTRIZED OPH DX IMG ANTER,$158.00 
Ophthalmology,HC OCULAR VESTIBULAR EMP,$123.00 
Ophthalmology,HC CVEMP (CERV VESTIBULAR EMP),$123.00 
Ophthalmology,HC DETERMINE REFRACTIVE STATE,$91.00 
Ophthalmology,HC RMT IMG DET RETINAL DISEASE,$75.00 
Ophthalmology ,HC COLLAGEN CROSSLINKING CORNEA,"$4,207.00 "
Ophthalmology ,HC EYE EXAM W/PHOTOS,$585.00 
Ophthalmology ,HC OPHTHALMOLOGY UNLSTD PROC,$183.00 
Ophthalmology ,HC SERIAL TONOMETRY,$102.00 
OR Level Charge  (Each Add'l Hour) - Range,HC EACH ADDTL HALF HOUR OR TIME,$2274 - $6005
OR Level Charge (1st Half Hour) - Range,HC 1ST HALF HOUR OR TIME,$1246 - $8595
Organ or Disease Oriented Panels,HC RENAL FUNCTION PANEL,$230.00 
Organ or Disease Oriented Panels,HC COMPREHENSIVE METABOLIC PANEL,$220.00 
Organ or Disease Oriented Panels,HC METABOLIC PANEL TOTAL CA,$180.00 
Organ or Disease Oriented Panels,HC LIPID PANEL,$156.00 
Organ or Disease Oriented Panels,HC METABOLIC PANEL IONIZED CA,$149.00 
Organ or Disease Oriented Panels,HC HEPATIC FUNCTION PANEL,$136.00 
Organ or Disease Oriented Panels,HC ELECTROLYTE PANEL,$131.00 
Ortho/Proth Equipment,HC WHO W/NONTORSION JOINTS CUSTOM,$953.00 
Ortho/Proth Equipment,HC EO DBL UPRIGHT FREE MOTION,$881.00 
Ortho/Proth Equipment,HC EWHO W/NONTORSION JOINTS CUST,$761.00 
Ortho/Proth Equipment,HC WHFO DYN FLEXOR HINGE WRST/FNG,$724.00 
Ortho/Proth Equipment,HC EO DBL UPRGHT EXTN/FLXN ASSIST,$584.00 
Ortho/Proth Equipment,HC EWHO RIGID W/O JOINTS CUSTOM,$579.00 
Ortho/Proth Equipment,HC WHO GAUNTLET MOLDED CUSTOM,$499.00 
Ortho/Proth Equipment,HC ORTHOTIC WHFO RIGID W/O JOINTS,$499.00 
Ortho/Proth Equipment,HC WHFO W/NONTORSION JOINTS CUSTM,$437.00 
Ortho/Proth Equipment,HC HFO W/NONTORSION JOINTS CUSTOM,$309.00 
Ortho/Proth Equipment,HC EO W/O JOINTS CUSTOM,$277.00 
Ortho/Proth Equipment,HC HFO KNUCKLE BNDR W/OUTRG CUSTM,$261.00 
Ortho/Proth Equipment,HC FO NONTORSION JOINT CUSTOM,$213.00 
Ortho/Proth Equipment,HC FO W/O JOINT CUSTOM,$149.00 
Orthopaedics,HC INJ PLSM IMAGE GUIDE HRV,"$1,473.00 "
