DEPARTMENT,IVDESC,IVCPTCD,IVPRICE1
MRI,MRI EXT UPP LT JT WWO,73223LT,2384
MRI,MRI EXT UPP RT JT WWO,73223RT,2384
MRI,MRA EXT UPP LT WWO,73225LT,2384
MRI,MRA EXT UPP RT WWO,73225RT,2599
RADIOLOGY,HIP UNILAT LT 1V,73500LT,174
RADIOLOGY,HIP UNILAT RT 1V,73501RT,174
RADIOLOGY,HIP COMP LT 2V MIN,73502LT,332
RADIOLOGY,HIP COMP RT 2V MIN,73502RT,332
RADIOLOGY,HIPS AP PELV RT 2V MIN,73502RT,356
RADIOLOGY,HIPS PELV AP LT 2V MIN,73521LT,356
RADIOLOGY,HIP LT DURING OR,73530LT,425
RADIOLOGY,HIP RT DURING OR,73530RT,425
RADIOLOGY,FEMUR 2 VIEW LT - F/U,73552LT,345
RADIOLOGY,FEMUR 2 VIEW RT - F/U,73552RT,345
RADIOLOGY,KNEE 2 OR 3V LT - F/U,73560LT,370
RADIOLOGY,KNEE 2 OR 3V RT - F/U,73560RT,370
RADIOLOGY,KNEE AP/LAT W OBL3VMIN LT,73562LT,176
RADIOLOGY,KNEE AP/LAT W OBL3VMIN RT,73562RT,176
RADIOLOGY,KNEE COMP LT OBLQ/TUNNEL,73564LT,467
RADIOLOGY,KNEE COMP RT W OBLQ/TUNN,73564RT,467
RADIOLOGY,TIB AND FIB 2 VIEW LT - F/U,73590LT,417
RADIOLOGY,TIB AND FIB 2 VIEW RT - F/U,73590RT,417
RADIOLOGY,ANKLE 2 VIEW LT - F/U,73600LT,159
RADIOLOGY,ANKLE 2 VIEW RT - F/U,73600RT,159
RADIOLOGY,ANKLE COMP LT 3V MIN,73610LT,482
RADIOLOGY,ANKLE COMP RT 3V MIN,73610RT,482
RADIOLOGY,FOOT 2 VIEWS LT - F/U,73620LT,287
RADIOLOGY,FOOT 2 VIEWS RT - F/U,73620RT,287
RADIOLOGY,FOOT COMP LT 3V MIN,73630LT,349
RADIOLOGY,FOOT COMP RT 3V MIN,73630RT,349
RADIOLOGY,HEEL MIN 2 VIEWS LT - F/U,73650LT,249
RADIOLOGY,HEEL MIN 2 VIEWS RT - F/U,73650RT,249
RADIOLOGY,TOES MIN 2 VIEWS LT,73660LT,267
RADIOLOGY,TOES MIN 2 VIEWS RT,73660RT,267
CATSCAN,CT EXT LOW LT WO,73700LT,1924
CATSCAN,CT EXT LOW RT WO,73700RT,1924
CATSCAN,CT EXT LOW LT W,73701LT,1733
CATSCAN,CT EXT LOW RT W,73701RT,1733
CATSCAN,CT EXT LOW LT WWO,73702LT,1733
CATSCAN,CT EXT LOW RT WWO,73702RT,1733
MRI,MRI EXT LOW LT WO,73718LT,2384
MRI,MRI EXT LOWER WO RT,73718RT,2384
MRI,MRI EXT LOWER W LT,73719LT,2384
MRI,MRI EXT LOWER W RT,73719RT,2384
MRI,MRI EXT LOW LT WWO,73720LT,3225
MRI,MRI EXT LOW RT WWO,73720RT,3225
MRI,MRI EXT LOW LT JT WO,73721LT,2780
MRI,MRI EXT LOW RT JT WO,73721RT,2780
MRI,MRI EXT LOW LT JT W,73722LT,2384
MRI,MRI EXT LOW RT JT W,73722RT,2384
MRI,MRI EXT LOW LT JT WWO,73723LT,3299
MRI,MRI EXT LOW RT JT WWO,73723RT,3299
MRI,MRA EXT LOW LT WWO,73725LT,2599
MRI,MRA EXT LOW RT WWO,73725RT,2599
ULTRASOUND,US BREAST COMPLETE LT,76641LT,513
ULTRASOUND,US BREAST COMPLETE RT,76641RT,513
ULTRASOUND,US BREAST LIMITED LT,76642LT,513
ULTRASOUND,US BREAST LIMITED RT,76642RT,513
LABORATORY,ALBUMIN WAIVED,82044QW,32
LABORATORY,OCCULT BLOOD DIAG #1,82274QW,63
LABORATORY,CREATININE WAIVED,82570QW,52
LABORATORY,GLUCOSE QUANT WAIVED,82947QW,33
LABORATORY,HEMOGLOBIN WAIVED,85018QW,36
LABORATORY,PROTHROMBIN TIME WAIVED(INHOUSE),85610QW,72
LABORATORY,INFLUENZA WAIVED,87804QW,139
LABORATORY,RSV WAIVED,87807QW,57
CLINIC,EKG INTERPRETATION,93010AQ,29
CLINIC,STRESS TEST INTERP,93018AQ,112
CLINIC,RHYTHM EKG INTERPRETATION,93042AQ,32
ULTRASOUND,US ARTERIAL DUP LOW EXT LT,93926LT,961
ULTRASOUND,US ARTERIAL DUP LOW EXT RT,93926RT,961
ULTRASOUND,US ARTERIAL DUP UPPER EXT LT,93931LT,961
ULTRASOUND,US ARTERIAL DUP UPPER EXT RT,93931RT,961
ULTRASOUND,US DUPLEX EXT VEINS  LT D,93971LT,709
ULTRASOUND,US DUPLEX EXT VEINS  RT D,93971RT,709
PHYSICAL THERAPY,PT EVALUATION INITIAL,97001GP,385
PHYSICAL THERAPY,PT TRACTION MECHANICAL,97012GP,135
PHYSICAL THERAPY,PT E STIM UNATTENDED,97014GP,43
PHYSICAL THERAPY,PT PARAFFIN BATH,97018GP,121
PHYSICAL THERAPY,PT WHIRLPOOL,97022GP,176
PHYSICAL THERAPY,PT INFARED,97026GP,68
PHYSICAL THERAPY,PT E STIM ATTD EA 15 MIN,97032GP,108
PHYSICAL THERAPY,PT IONTOPHORESIS EA 15MIN,97033GP,142
PHYSICAL THERAPY,PT CONT BATH EA 15 MIN,97034GP,89
PHYSICAL THERAPY,PT ULTRASOUND EA 15 MIN,97035GP,133
PHYSICAL THERAPY,PT LASER THERAPY EACH ADD,97039GP,22
PHYSICAL THERAPY,PT LASER THERAPY,97039GP,39
PHYSICAL THERAPY,PT THERAPY EX EA 15 MIN,97110GP,139
PHYSICAL THERAPY,PT NEUROMM RE ED EA 15MIN,97112GP,105
PHYSICAL THERAPY,PT GAIT TRAINING EA 15MIN,97116GP,130
PHYSICAL THERAPY,PT MASSAGE EA 15 MIN,97124GP,103
PHYSICAL THERAPY,PT MNL THERAPY EA 15MIN,97140GP,80
PHYSICAL THERAPY,PT EVALUATION INITIAL LOW,97161GP,385
PHYSICAL THERAPY,PT EVALUATION INITIAL MODERATE,97162GP,385
PHYSICAL THERAPY,PT EVALUATION INITIAL HIGH,97163GP,385
PHYSICAL THERAPY,PT RE EVALUATION,97164GP,356
PHYSICAL THERAPY,PT THERAP ACTIV EA 15 MIN,97530GP,125
PHYSICAL THERAPY,PT WHEELCHAIR MGT EA15MIN,97542GP,62
PHYSICAL THERAPY,PT WORK HARDEN INIT 2 HRS,97545GP,388
PHYSICAL THERAPY,PT WORK HARDEN EA ADD HR,97546GP,174
PHYSICAL THERAPY,PT WND CARE WO ANES 20CM>,97597GP,470
PHYSICAL THERAPY,PT WND CARE WO ANES 20CM<,97598GP,470
PHYSICAL THERAPY,PT WND CARE REM TISS,97602GP,149
PHYSICAL THERAPY,PT WND NEG PRESS 50CM>,97605GP,144
CLINIC,OBS DISCHARGE/99217,99217AQ,270
CLINIC,OBS INITIAL LOW/99218,99218AQ,246
CLINIC,OBS INITIAL MOD/99219,99219AQ,271
CLINIC,OBS INITIAL HIGH/99220,99220AQ,587
CLINIC,HOSP CARE INITIAL LOW/99221,99221AQ,363
CLINIC,HOSP CARE INITIAL MOD/99222,99222AQ,494
CLINIC,HOSP CARE INITIAL HIGH/99223,99223AQ,728
CLINIC,OBS SUB CARE LOW/99224,99224AQ,246
CLINIC,OBS SUB CARE MOD/99225,99225AQ,407
CLINIC,OBS SUB CARE HIGH/99226,99226AQ,567
CLINIC,HOSP CARE SUB LOW/99231,99231AQ,147
CLINIC,HOSP CARE SUB MOD/99232,99232AQ,265
CLINIC,OBS INPT SAME DAY LOW,99234AQ,498
CLINIC,OBS INPT SAME DAY MOD,99235AQ,652
CLINIC,OBS INPT SAME DAY HIGH,99236AQ,809
CLINIC,HOSP DISCH DAY 30MIN OR </99238,99238AQ,261
CLINIC,HOSP DISCH DAY > 30 MIN/99239,99239AQ,381
CLINIC,PHYS CRITICAL CARE 1ST HR/99291,99291AQ,1365
CLINIC,SB INITIAL LOW/99304,99304AQ,327
CLINIC,SB INITIAL MOD/99305,99305AQ,458
CLINIC,SB INITIAL HIGH/99306,99306AQ,586
CLINIC,SB SUBSEQ STABLE/99307,99307AQ,106
CLINIC,SB SUBSEQ MINOR COMP/99308,99308AQ,161
CLINIC,SB SUBSEQ MOD/NEW PROBLEM/99309,99309AQ,214
CLINIC,SB SUBSEQ HIGH/UNSTABLE/99310,99310AQ,472
CLINIC,SB DISCHARGE 30 MIN OR </99315,99315AQ,230
CLINIC,SB DISCHARGE >30 MIN/99316,99316AQ,301
CENTRAL SUPPLY,TRAY CATH FOLEY 16FR W M,A4311,67.65
CENTRAL SUPPLY,TRAYCATH FOLEY18FR METER,A4311,117.67
CENTRAL SUPPLY,TRAY ASEPTO SYRINGE,A4320,5
CENTRAL SUPPLY,CATH SIL 16FR 5CC FOLEY,A4338,13.24
CENTRAL SUPPLY,CATH SIL 18FR 5CC FOLEY,A4338,21
CENTRAL SUPPLY,CATH SIL 12FR 5CC FOLEY,A4338,21.03
CENTRAL SUPPLY,CATH SIL 20FR 5CC FOLEY,A4338,21.03
CENTRAL SUPPLY,CATHETER DISP 8FR,A4338,32.5
CENTRAL SUPPLY,CATH SIL 24FR30CC FOLEY,A4338,52.75
CENTRAL SUPPLY,TRAY URETHRAL CATHETER,A4353,10.6
CENTRAL SUPPLY,CATH 20FR CONT IRRIGATION,A4355,53.5
CENTRAL SUPPLY,ARM IMMOBILIZER DEPUY,A4565,5
CENTRAL SUPPLY,ARM SLING PADDED LG,A4565,38.5
CENTRAL SUPPLY,ARM SLING PADDED M,A4565,38.5
CENTRAL SUPPLY,ARM SLING PADDED SM,A4565,38.5
CENTRAL SUPPLY,ARM SLING PADDED X-LG,A4565,38.5
CENTRAL SUPPLY,ARM SLING PADDED XS,A4565,38.5
CENTRAL SUPPLY,OXYGEN SUPPLY TUBING 14,A4616,5
NUCLEAR MEDICINE,NM TEC TC99M SEST TO40MCI,A9500,1105
NUCLEAR MEDICINE,NM MEDRONITE,A9503,451
NUCLEAR MEDICINE,NM THALL CHLORIDE MCI,A9505,689
NUCLEAR MEDICINE,NM TC 99M HEPATOLITE,A9510,936
NUCLEAR MEDICINE,NM TC 99M PERTECHNETATE,A9512,493
NUCLEAR MEDICINE,NM 99M TC CHOLETEC,A9537,508
NUCLEAR MEDICINE,NM TC99M MMA,A9540,1108
NUCLEAR MEDICINE,NM TC99M/SULFER COLLOID,A9541,554
NUCLEAR MEDICINE,NM PC 99M ULTRA TAG,A9560,716
NUCLEAR MEDICINE,NM TC99M/HDP-OXIDRONATE,A9561,665
NUCLEAR MEDICINE,NM TC99M MMA & DTPA,A9567,1440
CENTRAL SUPPLY,CANE ADJUSTABLE METAL,E0100,79.5
CENTRAL SUPPLY,CANE QUAD,E0105,120
CENTRAL SUPPLY,CRUTCHES PEDS,E0114,37.24
CENTRAL SUPPLY,CRUTCHES YOUTH,E0114,37.24
CENTRAL SUPPLY,WALKER ADJUSTABLE,E0130,203.25
CENTRAL SUPPLY,WALKER FOLDING,E0135,203.25
CENTRAL SUPPLY,WALKER FOLDING W WHEELS,E0143,328.25
CLINIC,CLIN BREAST EXAM ANN SCRE,G0101,134
CLINIC,PROSTATE SCREENING DRE,G0102,73
CLINIC,SIGMOIDOSCOPY SCREENING,G0104,493
SPECIALTY CLINIC,SCREENING SIGMOIDOSCOPY,G0104,332
SPECIALTY CLINIC,SCREENING COLONOSCOPY,G0105,2055
PHYSICAL THERAPY,PT E STIM CHR ULCR>30 DYS,G0281,65
CATSCAN,CT LOW DOSE LUNG CA SCREEN,G0297,192
LABORATORY,OCCULT SCREEN,G0328,39
EKG,EKG TRAC INIT PREV EXAM,G0367,219
CLINIC,MD SERVICE FOR PMD,G0372,42
MED/SURG,OBS SERV HOUR 2-24,G0378,78
MED/SURG,OBSERVATION DIRECT ADMIT,G0379,500
ER,TRAUMA TEAM ACTIVATION,G0390,1946
CLINIC,PREV MEDICARE WELCOME,G0402,235
CLINIC,ANNUAL WELLNESS INITIAL,G0438,333
CLINIC,CCM ANNUAL WELLNESS INITIAL,G0438,333
CLINIC,ANNUAL WELLNESS SUBSEQUEN,G0439,321
CLINIC,CCM ANNUAL WELLNESS SUBSEQUEN,G0439,321
CLINIC,CCM CHRONIC CARE MANAGEMENT,G0511,55
PHYSICAL THERAPY,PT MOBILITY CURRENT  G8978- CH,G8978CHGP,0.01
PHYSICAL THERAPY,PT MOBILITY CURRENT  G8978- CI,G8978CIGP,0.01
PHYSICAL THERAPY,PT MOBILITY CURRENT  G8978- CJ,G8978CJGP,0.01
PHYSICAL THERAPY,PT MOBILITY CURRENT  G8978- CK,G8978CKGP,0.01
PHYSICAL THERAPY,PT MOBILITY CURRENT  G8978- CL,G8978CLGP,0.01
PHYSICAL THERAPY,PT MOBILITY CURRENT  G8978- CM,G8978CMGP,0.01
PHYSICAL THERAPY,PT MOBILITY CURRENT  G8978- CN,G8978CNGP,0.01
PHYSICAL THERAPY,PT MOBILITY GOAL G8979-CH,G8979CHGP,0.01
PHYSICAL THERAPY,PT MOBILITY GOAL G8979-CI,G8979CIGP,0.01
PHYSICAL THERAPY,PT MOBILITY GOAL G8979-CJ,G8979CJGP,0.01
PHYSICAL THERAPY,PT MOBILITY GOAL G8979-CK,G8979CKGP,0.01
PHYSICAL THERAPY,PT MOBILITY GOAL G8979-CL,G8979CLGP,0.01
PHYSICAL THERAPY,PT MOBILITY GOAL G8979-CM,G8979CMGP,0.01
PHYSICAL THERAPY,PT MOBILITY GOAL G8979-CN,G8979CNGP,0.01
PHYSICAL THERAPY,PT MOBILITY DC G8980-CH,G8980CHGP,0.01
PHYSICAL THERAPY,PT MOBILITY DC G8980-CI,G8980CIGP,0.01
PHYSICAL THERAPY,PT MOBILITY DC G8980-CJ,G8980CJGP,0.01
PHYSICAL THERAPY,PT MOBILITY DC G8980-CK,G8980CKGP,0.01
PHYSICAL THERAPY,PT MOBILITY DC G8980-CL,G8980CLGP,0.01
PHYSICAL THERAPY,PT MOBILITY DC G8980-CM,G8980CMGP,0.01
PHYSICAL THERAPY,PT MOBILITY DC G8980-CN,G8980CNGP,0.01
PHYSICAL THERAPY,PT  BODY POS CURRENT G8981-CH,G8981CHGP,0.01
PHYSICAL THERAPY,PT  BODY POS CURRENT G8981-CI,G8981CIGP,0.01
PHYSICAL THERAPY,PT  BODY POS CURRENT G8981-CJ,G8981CJGP,0.01
PHYSICAL THERAPY,PT  BODY POS CURRENT G8981-CK,G8981CKGP,0.01
PHYSICAL THERAPY,PT  BODY POS CURRENT G8981-CL,G8981CLGP,0.01
PHYSICAL THERAPY,PT  BODY POS CURRENT G8981-CM,G8981CMGP,0.01
PHYSICAL THERAPY,PT  BODY POS CURRENT G8981-CN,G8981CNGP,0.01
PHYSICAL THERAPY,PT BODY POS GOAL G8982-CH,G8982CHGP,0.01
PHYSICAL THERAPY,PT BODY POS GOAL G8982-CI,G8982CIGP,0.01
PHYSICAL THERAPY,PT BODY POS GOAL G8982-CJ,G8982CJGP,0.01
PHYSICAL THERAPY,PT BODY POS GOAL G8982-CK,G8982CKGP,0.01
PHYSICAL THERAPY,PT BODY POS GOAL G8982-CL,G8982CLGP,0.01
PHYSICAL THERAPY,PT BODY POS GOAL G8982-CM,G8982CMGP,0.01
PHYSICAL THERAPY,PT BODY POS GOAL G8982-CN,G8982CNGP,0.01
PHYSICAL THERAPY,PT BODY POS DC G8983-CH,G8983CHGP,0.01
PHYSICAL THERAPY,PT BODY POS DC G8983-CI,G8983CIGP,0.01
PHYSICAL THERAPY,PT BODY POS DC G8983-CJ,G8983CJGP,0.01
PHYSICAL THERAPY,PT BODY POS DC G8983-CK,G8983CKGP,0.01
PHYSICAL THERAPY,PT BODY POS DC G8983-CL,G8983CLGP,0.01
PHYSICAL THERAPY,PT BODY POS DC G8983-CM,G8983CMGP,0.01
PHYSICAL THERAPY,PT BODY POS DC G8983-CN,G8983CNGP,0.01
PHYSICAL THERAPY,PT CARRY CURRENT  G8984 -CH,G8984CHGP,0.01
PHYSICAL THERAPY,PT CARRY CURRENT  G8984 -CI,G8984CIGP,0.01
PHYSICAL THERAPY,PT CARRY CURRENT  G8984 -CJ,G8984CJGP,0.01
PHYSICAL THERAPY,PT CARRY CURRENT  G8984 -CK,G8984CKGP,0.01
PHYSICAL THERAPY,PT CARRY CURRENT  G8984 -CL,G8984CLGP,0.01
PHYSICAL THERAPY,PT CARRY CURRENT  G8984 -CM,G8984CMGP,0.01
PHYSICAL THERAPY,PT CARRY CURRENT  G8984 -CN,G8984CNGP,0.01
PHYSICAL THERAPY,PT  CARRY GOAL G8985-CH,G8985CHGP,0.01
PHYSICAL THERAPY,PT  CARRY GOAL G8985-CI,G8985CIGP,0.01
PHYSICAL THERAPY,PT  CARRY GOAL G8985-CJ,G8985CJGP,0.01
PHYSICAL THERAPY,PT  CARRY GOAL G8985-CK,G8985CKGP,0.01
PHYSICAL THERAPY,PT  CARRY GOAL G8985-CL,G8985CLGP,0.01
PHYSICAL THERAPY,PT  CARRY GOAL G8985-CM,G8985CMGP,0.01
PHYSICAL THERAPY,PT  CARRY GOAL G8985-CN,G8985CNGP,0.01
PHYSICAL THERAPY,PT  CARRY DC G8986-CH,G8986CHGP,0.01
PHYSICAL THERAPY,PT  CARRY DC G8986-CI,G8986CIGP,0.01
PHYSICAL THERAPY,PT  CARRY DC G8986-CJ,G8986CJGP,0.01
PHYSICAL THERAPY,PT  CARRY DC G8986-CK,G8986CKGP,0.01
PHYSICAL THERAPY,PT  CARRY DC G8986-CL,G8986CLGP,0.01
PHYSICAL THERAPY,PT  CARRY DC G8986-CM,G8986CMGP,0.01
PHYSICAL THERAPY,PT  CARRY DC G8986-CN,G8986CNGP,0.01
PHYSICAL THERAPY,PT SELF-CARE CURRENT  G8987-CH,G8987CHGP,0.01
PHYSICAL THERAPY,PT SELF-CARE CURRENT  G8987-CI,G8987CIGP,0.01
PHYSICAL THERAPY,PT SELF-CARE CURRENT  G8987-CJ,G8987CJGP,0.01
PHYSICAL THERAPY,PT SELF-CARE CURRENT  G8987-CK,G8987CKGP,0.01
PHYSICAL THERAPY,PT SELF-CARE CURRENT  G8987-CL,G8987CLGP,0.01
PHYSICAL THERAPY,PT SELF-CARE CURRENT  G8987-CM,G8987CMGP,0.01
PHYSICAL THERAPY,PT SELF-CARE CURRENT  G8987-CN,G8987CNGP,0.01
PHYSICAL THERAPY,PT  SELF-CARE GOAL G8988-CH,G8988CHGP,0.01
PHYSICAL THERAPY,PT  SELF-CARE GOAL G8988-CI,G8988CIGP,0.01
PHYSICAL THERAPY,PT  SELF-CARE GOAL G8988-CJ,G8988CJGP,0.01
PHYSICAL THERAPY,PT  SELF-CARE GOAL G8988-CK,G8988CKGP,0.01
PHYSICAL THERAPY,PT  SELF-CARE GOAL G8988-CL,G8988CLGP,0.01
PHYSICAL THERAPY,PT  SELF-CARE GOAL G8988-CM,G8988CMGP,0.01
PHYSICAL THERAPY,PT  SELF-CARE GOAL G8988-CN,G8988CNGP,0.01
PHYSICAL THERAPY,PT  SELF-CARE DC G8989-CH,G8989CHGP,0.01
PHYSICAL THERAPY,PT  SELF-CARE DC G8989-CI,G8989CIGP,0.01
PHYSICAL THERAPY,PT  SELF-CARE DC G8989-CJ,G8989CJGP,0.01
PHYSICAL THERAPY,PT  SELF-CARE DC G8989-CK,G8989CKGP,0.01
PHYSICAL THERAPY,PT  SELF-CARE DC G8989-CL,G8989CLGP,0.01
PHYSICAL THERAPY,PT  SELF-CARE DC G8989-CM,G8989CMGP,0.01
PHYSICAL THERAPY,PT  SELF-CARE DC G8989-CN,G8989CNGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT CURRENT G8990-CH,G8990CHGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT CURRENT G8990-CI,G8990CIGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT CURRENT G8990-CJ,G8990CJGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT CURRENT G8990-CK,G8990CKGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT CURRENT G8990-CL,G8990CLGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT CURRENT G8990-CM,G8990CMGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT CURRENT G8990-CN,G8990CNGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT GOAL G8991-CH,G8991CHGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT GOAL G8991-CI,G8991CIGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT GOAL G8991-CJ,G8991CJGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT GOAL G8991-CK,G8991CKGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT GOAL G8991-CL,G8991CLGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT GOAL G8991-CM,G8991CMGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT GOAL G8991-CN,G8991CNGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT DC G8992-CH,G8992CHGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT DC G8992-CI,G8992CIGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT DC G8992-CJ,G8992CJGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT DC G8992-CK,G8992CKGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT DC G8992-CL,G8992CLGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT DC G8992-CM,G8992CMGP,0.01
PHYSICAL THERAPY,PT OTHER PT/OT DC G8992-CN,G8992CNGP,0.01
PHYSICAL THERAPY,PT SUB PT/OT CURRENT  G8993-CH,G8993CHGP,0.01
PHYSICAL THERAPY,PT SUB PT/OT CURRENT  G8993-CI,G8993CIGP,0.01
PHYSICAL THERAPY,PT SUB PT/OT CURRENT  G8993-CJ,G8993CJGP,0.01
PHYSICAL THERAPY,PT SUB PT/OT CURRENT  G8993-CK,G8993CKGP,0.01
PHYSICAL THERAPY,PT SUB PT/OT CURRENT  G8993-CL,G8993CLGP,0.01
PHYSICAL THERAPY,PT SUB PT/OT CURRENT  G8993-CM,G8993CMGP,0.01
PHYSICAL THERAPY,PT SUB PT/OT CURRENT  G8993-CN,G8993CNGP,0.01
PHYSICAL THERAPY,PT  SUB PT/OT GOAL G8994-CH,G8994CHGP,0.01
PHYSICAL THERAPY,PT  SUB PT/OT GOAL G8994-CI,G8994CIGP,0.01
PHYSICAL THERAPY,PT  SUB PT/OT GOAL G8994-CJ,G8994CJGP,0.01
PHYSICAL THERAPY,PT  SUB PT/OT GOAL G8994-CK,G8994CKGP,0.01
PHYSICAL THERAPY,PT  SUB PT/OT GOAL G8994-CL,G8994CLGP,0.01
PHYSICAL THERAPY,PT  SUB PT/OT GOAL G8994-CM,G8994CMGP,0.01
PHYSICAL THERAPY,PT  SUB PT/OT GOAL G8994-CN,G8994CNGP,0.01
PHYSICAL THERAPY,PT SUB PT/OT DC G8995-CH,G8995CHGP,0.01
PHYSICAL THERAPY,PT SUB PT/OT DC G8995-CI,G8995CIGP,0.01
PHYSICAL THERAPY,PT SUB PT/OT DC G8995-CJ,G8995CJGP,0.01
PHYSICAL THERAPY,PT SUB PT/OT DC G8995-CK,G8995CKGP,0.01
PHYSICAL THERAPY,PT SUB PT/OT DC G8995-CL,G8995CLGP,0.01
PHYSICAL THERAPY,PT SUB PT/OT DC G8995-CM,G8995CMGP,0.01
PHYSICAL THERAPY,PT SUB PT/OT DC G8995-CN,G8995CNGP,0.01
PHARMACY,OFIRMEV SD IVPB 1000MG/100ML,J0131,141.68
PHARMACY,ACYCLOVIR [ZOVIRAX] INJ 1000MG/20ML,J0133,124.76
NUCLEAR MEDICINE,NM ADENOSINE 30MG INJ,J0152,938
PHARMACY,ADENOSCAN INJ 30MG/30ML,J0152,662.02
PHARMACY,ADENOSINE [ADENOCARD] INJ 6MG/2ML,J0153,128.41
PHARMACY,EPINEPHRINE 1:10000 INJ 0.1MG/ML,J0171,17.64
PHARMACY,EPINEPHRINE 1:1000 INJ 1MG/ML,J0171,38.46
PHARMACY,AMINOPHYLLINE INJ 250MG/10ML,J0280,38.53
PHARMACY,AMIODARONE INJ 50MG/ML  3ML VIAL,J0282,9.6
PHARMACY,AMPICILLIN INJ 1GM,J0290,5.88
PHARMACY,AMPICILLIN INJ 500MG,J0290,9.76
PHARMACY,AMPICILLIN/SULB [UNASYN] INJ 3GM,J0295,9.21
PHARMACY,SUCCINYLCHOLINE(QUELICIN) INJ [20 MG/ML),J0330,11.58
PHARMACY,HYDRALAZINE [APRESOLINE] INJ 20MG/ML,J0360,42
PHARMACY,ATROPINE INJ 0.4MG/1ML,J0461,15.72
PHARMACY,ATROPINE INJ SYR 1MG/10ML,J0461,31.36
PHARMACY,PEN G BENZ/ PEN G PROC [BICILLIN C-R] IN,J0540,415.16
PHARMACY,PENICILLIN G BENZ[BICILLIN LA] INJ 1.2MM,J0561,520.81
PHARMACY,CEFAZOLIN [ANCEF] INJ 1GM,J0690,5
PHARMACY,CEFEPIME [MAXIPIME] IV 1GM,J0692,13.72
PHARMACY,CEFOXITIN [MEFOXIN] INJ 1GM,J0694,15.92
PHARMACY,CEFTRIAXONE [ROCEPHIN] INJ 1GM,J0696,5.41
PHARMACY,CEFUROXIME [ZINACEF] INJ 1.5GM,J0697,19.77
PHARMACY,CEFOTAXIME [CLAFORAN] INJ 1GM,J0698,11.47
PHARMACY,CEFTAZIDIME [FORTAZ] INJ 1GM,J0713,24.14
PHARMACY,IMIPENEM/CILAS [PRIMAXIN] INJ 500MG,J0743,89.07
PHARMACY,CIPROFLOXACIN [CIPRO] IV 400MG,J0744,7.8
PHARMACY,PROCHLORPER [COMPAZINE]5MG/ML 2ML VL,J0780,37.41
PHARMACY,CROTALIDAE IMMUNE FAB [CROFAB] INJ/VIAL,J0840,7917
PHARMACY,DAPTOMYCIN IV 500MG,J0878,593.13
PHARMACY,EPOETIN ALFA [PROCRIT] INJ 20000UNT/ML,J0885,635.28
PHARMACY,EPOETIN ALFA [PROCRIT] INJ 10000UNT/ML,J0885,1119.84
PHARMACY,EPOETIN ALFA [PROCRIT] INJ 40000UNT/ML,J0885,1540.62
PHARMACY,METHYLPREDNISOLONE [DEPO-MEDROL] INJ [40,J1030,109.06
PHARMACY,MEDROXYPROGESTERONE [DEPO] INJ 150MG/ML,J1050,222.67
PHARMACY,TESTOSTERONE CYP INJ [200MG/ML),J1071,33.88
PHARMACY,DEXAMETHASONE [DECADRON] INJ 10MG/ML,J1094,5
PHARMACY,DEXAMETHASONE [DECADRON] INJ 4 MG/ML,J1100,5
PHARMACY,DIHYDROERGOTAMINE [DHE-45] INJ 1MG/ML,J1110,214.79
PHARMACY,ACETAZOLAMIDE SOD [DIAMOX] IV 500MG,J1120,181.09
PHARMACY,DIGOXIN [LANOXIN] INJ 0.25 MG/ML,J1160,13.44
PHARMACY,PHENYTOIN SOD INJ [50MG/ML],J1165,5
PHARMACY,HYDROMORPHONE [DILAUDID] INJ 2MG/ML,J1170,5
PHARMACY,HYDROMORPHONE [DILAUDID] INJ 4 MG/ML,J1170,11.2
PHARMACY,HYDROMORPHONE [DILAUDID] INJ 1MG/ML,J1170,12.72
PHARMACY,DIPHENHYDRAMINE [BENADRYL] INJ 50MG/ML,J1200,10.44
NUCLEAR MEDICINE,NM DOBUTAMINE 250MG,J1250,23
PHARMACY,DOBUTAMINE [DOBUTREX] 12.5MG/ML 20ML VL,J1250,21.29
PHARMACY,DOPAMINE INJ 800MG / 250ML,J1265,35.77
PHARMACY,ERTAPENEM [INVANZ] INJ 1GM,J1335,297.75
PHARMACY,PREMARIN [ESTROGENS] INJ 25MG,J1410,652.05
PHARMACY,INJECTAFER 750MG/15ML,J1439,3.41
