Description/FIM Description,Primary Price
"PROTEIN S, ACTIVITY",$206.00 
"PROTEIN S, FREE",$206.00 
"PROTEIN S, TOTAL",$169.00 
"PROTEIN, TOTAL",$39.00 
"PROTEIN, TOTAL, URINE",$37.00 
"PROTEIN,TOTAL,OTHR (SYNOV,CSF)",$53.00 
PROTHROMBIN COMPLEX CONC 1U,$4.20 
PROTHROMBIN TIME,$80.00 
"PROTHROMBIN TIME, SUBSTITUTION",$88.00 
PROTON TREATMENT COMPLEX,"$12,863.00 "
PROTON TRMT INTERMEDIATE,"$12,113.00 "
PROTON TRMT SIMPLE W/ COMP,"$9,258.00 "
PROTON TRMT SIMPLE W/O COMP,"$6,378.00 "
"PROTOPORPHYRIN, RBC, QUANTITAT",$109.00 
"PROTOZOA ANTIBODY, NES",$95.00 
PROVISIONAL CROWN,$174.00 
PROVISIONAL SPLINTING-EXTRACOR,$83.00 
PROVISIONAL SPLINTING-INTRACO,$83.00 
PROX EXT PROTHES DESC TA,$806.00 
PSEUDOEPHEDRINE 15MG/5ML LIQ,$0.30 
PSEUDOEPHEDRINE 30 MG TAB,$0.20 
PSEUDOEPHEDRINE TABLET 30MG UD,$0.20 
PSYCH DIAG EVAL W/MED SRVCS,$637.00 
PSYCHIATRIC DIAGNOSTIC EVAL,$554.00 
PSYLLIUM 3.4 GRAMS ORAL PWDR,$2.77 
PSYLLIUM HYDROP COLL 3.7G/PKT,$2.77 
PT ACT DAILY LIVING 15 MIN,$190.00 
PT EVAL HIGH COMPLEX 45 MIN,$710.00 
PT EVAL LOW COMPLEX 20 MIN,$355.00 
PT EVAL MOD COMPLEX 30 MIN,$537.00 
PT RE-EVAL EST PLAN CARE,$317.00 
PTA UE/VISC W/IMG INITIAL,"$5,864.00 "
PTA-INTRACRANIAL,"$1,800.00 "
PTCA EACH ADD'L VESSEL,"$6,278.00 "
PTCA INITIAL VESSEL,"$12,556.00 "
"PTCA,UNSUCCESSFUL,FIRST VESSEL","$12,556.00 "
"PTCH,EXTRNL REF CARTO 3,LEV 22","$1,410.15 "
PT-INFRARED LIGHT THERAPY,$26.00 
PTV UE/VISC W/IMG INITIAL,"$5,864.00 "
"PULMONARY STRESS TEST, COMPLEX","$1,890.00 "
PULP CAP-DIRECT (+REST),$405.00 
PULP CAP-INDIRECT (+REST),$405.00 
PULPOTOMY,$110.00 
"PULSE OX CHECK, MULTI",$153.00 
"PULSE OX CHECK, SINGLE",$135.00 
PULSE OXIMETRY SINGLE,$135.00 
PUMP CARTRIDGE ERBE JET 2,$332.37 
PURAPLY 2X4 (8 SCM),$324.45 
PURAPLY AM 2X2 (4 SCM),$466.20 
PURAPLY AM 2X4 (8 SCM),$352.80 
PURAPLY AM 5X5 (25 SCM),$352.80 
"PURE TONE AUDIOMETRY, AIR",$231.00 
PYRAZINAMIDE 100MG/ML ORAL LIQ,$3.18 
PYRAZINAMIDE TAB 500MG,$15.24 
PYRIDOSTIGMINE 60 MG TAB,$4.15 
PYRIDOSTIGMINE AMP 10MG/2ML,$22.14 
PYRIDOSTIGMINE TABLET 60MG,$4.15 
PYRIDOXINE 50 MG TAB,$0.20 
"PYRIDOXINE INJECTION, 100 MG",$143.85 
PYRIDOXINE TABLET 50MG,$0.20 
PYRIMETHAMINE TAB 25 MG,"$2,700.00 "
PYRUVATE ASSAY,$164.00 
PYRUVATE KINASE ASSAY,$85.00 
QUANT VENT PERF,"$3,194.00 "
"QUANTITATIVE SCREEN, METALS",$312.00 
QUETIAPINE 100 MG TAB,$12.45 
QUETIAPINE 200 MG TAB,$24.91 
QUETIAPINE 25 MG TAB,$6.92 
QUETIAPINE 50MG ER TABLET,$22.62 
QUETIAPINE ER 150MG TABLET,$40.95 
"QUETIAPINE TABLET, 100 MG",$12.45 
"QUETIAPINE TABLET, 200 MG",$24.91 
"QUETIAPINE TABLET, 25 MG",$6.92 
QUETIAPINE XR 200MG TABLET,$45.15 
QUETIAPINE XR 50 MG TAB,$22.62 
QUICKVUE DIPSTICK STREP A,$56.00 
QUINAPRIL 10 MG TAB,$4.15 
QUINAPRIL 20 MG TAB,$4.15 
QUINAPRIL 40 MG TAB,$4.15 
QUINAPRIL TAB 10 MG,$4.15 
QUINAPRIL TAB 20 MG,$4.15 
QUINAPRIL TAB 40 MG,$4.15 
QUINAPRIL TAB 5MG,$4.15 
QUINIDINE GLUC 800MG/10ML INJ,$33.21 
QUINIDINE GLUCON TAB-SR 324 MG,$4.15 
QUININE SULFATE 324MG CAPSULE,$16.80 
RABIES IG 150 IU INJ,$800.42 
RABIES IMMUN GLOB 1500U/5ML,"$1,166.85 "
RABIES IMMUN GLOB 300U/ML,"$1,278.21 "
RABIES VACCINE2.5U/ML RABAVERT,$328.38 
RACEMIC EPINEPH 2.25% INH SOL,$3.78 
RACEPHINEPHRINE 2.25% .5ML INH,$3.78 
RADIAL JAW 4 HOT BX 5,$110.25 
RADIAL JAW 4 LC W/NEEDLE,$308.70 
RADIAL JAW 4 PEDIATRIC FORCEPS,$44.00 
RADIAL JAW 4 PULMONARY BX5,$91.35 
RADIAL JAW 4SC 240CM W/NDLBX20,$54.60 
RADIATION TX DELIVERY COMPLEX,"$1,326.00 "
RADIATION TX DELIVERY SIMPLE,$701.00 
"RADIOGRAPH, EA ADDED X-RAY",$18.00 
"RADIOGRAPH, FIRST X-RAY",$22.00 
"RADIOGRAPH, FOUR BITEWINGS",$64.00 
"RADIOGRAPH, FULL MOUTH SERIES",$110.00 
"RADIOGRAPH, PANOREX",$110.00 
"RADIOGRAPH, TWO BITEWINGS",$36.00 
RADIOPHARM RX INTRA ARTERIAL,$704.00 
"RADIOPHARMACEUTIAL THERAPY, IV","$2,199.00 "
"RADIOPHARMACEUTICAL TX, ORAL","$2,138.00 "
RALOXIFENE 60 MG TAB,$14.84 
RALOXIFENE 60MG TABLET,$14.84 
RALTEGRAVIR 400 MG TAB,$54.40 
RALTEGRAVIR TABLET 400 MG,$54.40 
RAMIPRIL 1.25 MG CAP,$4.15 
RAMIPRIL 10 MG CAP,$6.92 
RAMIPRIL 2.5 MG CAP,$5.53 
RAMIPRIL 5 MG CAP,$5.53 
RAMIPRIL CAPSULE 1.25 MG,$4.15 
RAMIPRIL CAPSULE 2.5 MG,$5.53 
"RAMIPRIL CAPSULE, 10 MG",$6.92 
"RAMIPRIL CAPSULE, 5 MG",$5.53 
RAMUCIRUMAB  5MG INJ (20X),$168.68 
"RAMUCIRUMAB 5 MG, INJECTION",$168.68 
RAMUCIRUMAB 5MG INJ (100X),$468.68 
RANITIDINE 150 MG TAB,$16.60 
RANITIDINE 15MG/1ML SYRUP,$0.15 
RANITIDINE INJECTION 25MG,$7.84 
"RANITIDINE ORAL LIQ, 15 MG/ML",$0.15 
RANITIDINE TAB 150 MG/UD,$16.60 
RANOLAZINE 500 MG ER TAB,$13.65 
RANOLAZINE 500 MG TABLET,$13.65 
RAPAMUNE TAB 0.5MG,$20.38 
RASBURICASE 500 MCG INJ (3X),$589.91 
"RASBURICASE INJECTION, 0.5 MG",$589.91 
RBC ANTIBODY ELUTION,$198.00 
RBC ANTIBODY IDENTIFICATION,$312.00 
RBC ANTIBODY SCREEN,$310.00 
"RBC PRETREAT,SERUM BY ABSORPTN",$113.00 
"RECEPTOR ASSAY, NON-ENDOCRINE",$279.00 
RECORDER CARDIAC CONFIRM RX,"$14,535.00 "
RED BLOOD CELLS,$732.90 
"RED BLOOD CELLS, L/R",$793.80 
"RED BLOOD CELLS, WASHED","$1,032.15 "
"RED BLOOD CELLS,L/R,IRRADIATED",$930.30 
REFLUX TEST TELEMETRY-PH BRAVO,"$1,318.00 "
REFLUX TEST TRANSNASAL PH,"$1,237.00 "
REGADENOSON INJ 0.1MG (4X),$189.95 
REGADENOSON INJECTION 0.1 MG,$189.95 
REGULAR STRESS TEST (INCL SIR),"$1,680.00 "
RELINE MAND PARTIAL-CHAIRSIDE,$290.00 
RELINE MANDIBULAR PARTIAL(LAB),$405.00 
RELINE MAXIL PARTIAL-CHAIRSIDE,$290.00 
RELINE MAXILLARY PARTIAL (LAB),$405.00 
"RELOADABLE CATH&LOADER,HUS-C26","$2,362.50 "
REM NEPHRO OR N-U STENT BILAT,"$1,346.00 "
REM NEPH-TOMY OR N-U STENT,$897.00 
REM N-U STENT W FLUORO,"$2,220.00 "
REM RENAL TUBE FLUORO,$897.00 
REM SHUNT PERITONEAL-VENOUS,"$3,471.00 "
REM TUN CVC W PORT/PUMP,"$3,881.00 "
REM TUN CVC WO PORT/PUMP,"$3,881.00 "
REM TUNN INTRAPERITONEAL CATH,"$3,344.00 "
REMIFENTANIL 1 MG/3 ML INJ,$212.00 
REMOVABLE APPLIANCE THERAPY,$290.00 
REMOVAL BILIARY DRG CATH,"$2,177.00 "
REMOVAL DUCT GLBLDR CALCULI,"$7,589.00 "
REMOVAL FOREIGN BODY,$389.00 
REMOVAL OF PERC VAD,"$3,587.00 "
REMOVAL OF TORUS,$376.00 
REMOVAL T/P/L SNARE,$389.00 
REMOVAL TUNNELED CHEST CATH,$893.00 
REMOVE DEVITALZD TISSUE+20SQCM,$400.00 
REMOVE DEVITALZD TISSUE<20SQCM,$407.00 
REMOVE FOREIGN BODY FROM TISSU,$116.00 
REMOVE ICD GENERATOR,"$4,305.00 "
REMOVE IVC FILTER,"$12,364.00 "
REMOVE NAIL PLATE,$287.00 
"REMOVE NAIL PLATE, ADDITIONAL",$224.00 
REMOVE ONE OR TWO ICD LEADS,"$5,070.00 "
REMOVE PM GENERATOR,"$10,077.00 "
"REMOVE PM LEADS, 1-LEAD SYSTEM","$8,689.00 "
"REMOVE PM LEADS, 2-LEAD SYSTEM","$8,689.00 "
REMOVE URETERAL STENT- PERC,"$3,038.00 "
REMPERICATH OBSCVC SEP ACCESS,"$2,478.00 "
RENAL ANGIO SEL BIL,"$6,207.00 "
RENAL ANGIO SEL UNI,"$4,725.00 "
RENAL FUNCTION PANEL,$67.00 
RENAL SELECTIVE- BILATERAL,"$6,207.00 "
RENIN ASSAY,$170.00 
REPAGLINIDE 0.5 MG TAB,$6.92 
REPAGLINIDE 1 MG TAB,$6.92 
REPAGLINIDE 2 MG TAB,$6.92 
REPAGLINIDE TABLET 0.5 MG,$6.92 
REPAGLINIDE TABLET 1 MG,$6.92 
REPAGLINIDE TABLET 2 MG,$6.92 
REPAIR - ORTHODONTIC APPLIANCE,$116.00 
REPAIR OR REPLACE BROKEN CLASP,$203.00 
REPAIR PICC WO PORT-AGE5&UP,"$1,764.00 "
REPLACE BROKEN TEETH-PER TOOTH,$168.00 
REPLACE PICC WO P-SAME SITE,"$2,212.00 "
REPOSITION CVC- AGE 5 & UP,"$1,420.00 "
"REPOSITN PM/ICD LEAD, RA OR RV","$3,478.00 "
REPROGRAM COCHLEAR IMPLT < 7,$451.00 
REPROGRAM COCHLEAR IMPLT 7 >,$562.00 
REPTILASE TEST,$76.00 
RESOLUTION 360 CLIP,$689.85 
RESPIRATOR MOTION MGMT SIM,"$1,133.00 "
RESPIRATORY VIRAL PANEL,"$1,810.00 "
RETAINER CRN-PORC FUSED-HI NOB,$985.00 
RETAINER REPLACEMNT-LOST/BROKN,$290.00 
"RETICULOCYTE COUNT, AUTOMATED",$45.00 
RETRACTOR GUIDE ORISE ENDO,"$1,845.00 "
RETRACTOR TISSUE ORISE DISP,"$6,300.00 "
"RETRIEV DEVICE,SNARE,LEV 17",$983.85 
"RETRIEV DEVICE,SNARE,LEV 27","$1,963.50 "
"RETRIEVAL DEVICE, LEV17","$1,512.00 "
"RETRIEVAL DEVICE, LEV19","$1,419.60 "
"RETRIEVAL DEVICE, LEV21","$2,037.00 "
"RETRIEVAL DEVICE, LEV27","$3,018.75 "
"RETRIEVAL DEVICE, LEV29","$3,543.75 "
"RETRIEVAL DEVICE, LEVEL 26","$1,793.40 "
RETRIEVER ROTH NET 3X6X230CM,$280.50 
RETRIEVER UNIVERSAL ROTH NET,$300.00 
REVAS ACUTE OCC W/AMI,"$15,689.00 "
REVAS BPG/BMS INIT VES,"$13,952.00 "
REVAS BPG/DES INIT VES,"$26,250.00 "
REVAS CTO/BMS INIT VES,"$15,689.00 "
REVAS CTO/DES INITIAL VESSEL,"$26,250.00 "
REVAS OCC W/AMI W/DES,"$26,250.00 "
"REVISE POCKET, ICD","$3,760.00 "
"REVISE POCKET, PACEMAKER","$3,148.00 "
"RH, STEM CELL PRODUCT",$113.00 
RHC & CORONARIES,"$16,820.00 "
RHC & CORONARIES&BYPASS GRAFTS,"$19,098.00 "
RHC ONLY,"$13,460.00 "
"RHEUMATOID FACTOR, QUALITATIVE",$47.00 
RHO D IMMUNE GLOB 300MCG,$271.86 
"RHO D IMMUNE GLOBULIN H, 100IU",$81.36 
RHO IMMUNE GLOB 100U INJ(15X),$271.86 
"RIB SERIES & CHEST, LEFT",$404.00 
"RIB SERIES & CHEST, RIGHT",$404.00 
RIBAVIRAN LIQUID 40MG/ML,$5.76 
RIBAVIRIN 200 MG CAP,$4.73 
RIBAVIRIN 200MG CAP,$4.73 
RIBOFLAVIN 100MG TABLET,$0.16 
"RIBS, BILATERAL, MIN 4 VIEWS",$556.00 
RICKETTSIA ANTIBODY,$148.00 
RIFABUTIN 150 MG CAP,$41.90 
RIFABUTIN 150MG CAPSULE,$41.90 
RIFAMPIN 150MG CAP,$6.27 
RIFAMPIN 25MG/ML ORAL SUSP,$0.63 
RIFAMPIN 300 MG IVPB,"$1,291.06 "
RIFAMPIN 600 MG IVPB,"$1,291.06 "
RIFAMPIN CAP 300MG,$5.53 
RIFAXIMIN 200MG TAB,$47.66 
RIFAXIMIN 550MG TABLET,$82.95 
RIFAXIMIN 550MG TABS,$82.95 
RILPIVIRINE 25MG TABLET,$90.72 
RILUZOLE 50 MG TAB,$10.96 
RILUZOLE 50MG TABLET,$10.96 
RISPERIDONE 0.25 MG TAB,$15.24 
RISPERIDONE 0.5 MG TAB,$16.60 
RISPERIDONE 0.5MG ODT,$15.50 
RISPERIDONE 1 MG TAB,$16.60 
RISPERIDONE 2 MG TAB,$7.06 
RISPERIDONE ODT 2MG,$5.51 
RISPERIDONE ORAL SOLN 1MG/ML,$24.91 
RISPERIDONE TABLET 0.5 MG,$16.60 
RISPERIDONE TABLET 1 MG,$16.60 
"RISPERIDONE TABLET, 0.25 MG",$15.24 
"RISPERIDONE, 1 MG ODT",$18.11 
RITONAVIR 100MG TAB,$25.52 
RITONAVIR 100MG TABLET,$25.52 
RITUXIMAB 100 MG INJ (5X),"$3,132.60 "
RITUXIMAB 100 MG/10 ML INJ,"$3,132.60 "
RITUXIMAB INJECTION 100 MG,"$3,132.60 "
RIVAROXABAN 10 MG TABLET,$20.70 
RIVAROXABAN 10MG TAB,$20.70 
RIVAROXABAN 15 MG TABLET,$22.63 
RIVAROXABAN 15MG TAB,$22.63 
RIVAROXABAN 20 MG TABLET,$22.63 
RIVAROXABAN 20MG TAB,$22.63 
RIVASTIGMINE 1.5 MG CAP,$12.45 
RIVASTIGMINE 4.6 PATCH,$33.96 
RIVASTIGMINE 4.6MG/24HR PATCH,$33.96 
RIVASTIGMINE 9.5MG PATCH,$33.96 
RIVASTIGMINE 9.5MG/24HR PATCH,$33.96 
"RIVASTIGMINE CAP, 1.5 MG",$12.45 
"RIVASTIGMINE CAP, 4.5 MG",$12.45 
RIZATRIPTAN 10MG ODT,$104.71 
RIZATRIPTAN 10MG ODT TABLET,$104.71 
RIZATRIPTAN 5MG ORAL DISINTTAB,$4.32 
RJ4 BIOPSY FORCEPS,$123.90 
RMVL ICD W/REPL 1 LEAD,"$31,521.00 "
RMVL ICD W/REPL 2 LEADS,"$32,892.00 "
RMVL ICD W/REPL MULTI LEADS,"$34,262.00 "
RMVL PM W/REPL PM 1 LEAD,"$10,133.00 "
RMVL PM W/REPL PM 2 LEADS,"$12,181.00 "
RMVL PM W/REPL PM MULTI LEAD,"$12,892.00 "
ROCURONIUM 100 MG/10 ML IV SOL,$13.70 
ROCURONIUM 100MG/10ML,$13.70 
ROFLUMILAST 500MCG TAB,$25.58 
ROFLUMILAST 500MCG TABLET,$25.58 
ROMIDEPSIN 1 MG INJ (10X),$896.82 
ROMIDEPSIN INJECTION 1 MG,$879.60 
ROMIPLOSTIM 10 MCG INJ (X25),$216.53 
"ROMIPLOSTIM, INJECTION, 10 MCG",$176.43 
ROOT CANAL RETREATMENT-ANTERIO,$750.00 
ROOT CANAL RETREATMENT-BICUSPD,$850.00 
ROOT CANAL RETREATMENT-MOLAR,"$1,213.00 "
"ROOT CANAL, ANTERIOR",$673.00 
"ROOT CANAL, BICUSPID",$750.00 
"ROOT CANAL, MOLAR",$982.00 
ROPINIROLE .25MG TABLET,$1.20 
ROPINIROLE 0.25 MG TAB,$1.20 
ROPINIROLE 0.5 MG TAB,$5.53 
ROPINIROLE 1 MG TAB,$1.10 
ROPINIROLE 1MG TABLET,$1.10 
ROPINIROLE 2 MG TAB,$5.53 
ROPINIROLE 5MG TAB,$1.51 
"ROPINIROLE TABLET, 0.5 MG",$5.53 
"ROPINIROLE TABLET, 2 MG",$5.53 
ROPIV 0.2% ON-Q 1MG PUMP(1500X,$0.48 
ROPIV 0.2% ON-Q 1MG(1500X),$0.48 
ROPIVACAINE 0.2% INJ 1MG(400X),$0.72 
ROPIVACAINE 1MG INJ,$0.72 
ROPIVACAINE 1MG(X400)/200ML,$0.72 
ROPIVACAINE HYDROCHLORIDE 1 MG,$0.30 
ROPIVICAINE INJ 1MG (200X),$0.30 
ROSUVASTATIN 10 MG TAB,$13.61 
ROSUVASTATIN 10 MG TABLET,$13.61 
ROSUVASTATIN 20 MG TAB,$13.61 
ROSUVASTATIN 20 MG TABLET,$13.61 
ROSUVASTATIN 5 MG TAB,$13.61 
ROSUVASTATIN 5 MG TABLET,$13.61 
"ROTATABLE RETRVL BASKET,FALCON",$362.25 
ROTATABLE SNARE OVAL,$71.40 
ROTH RETRIEVAL NET,$281.40 
RPL TUN CVC WO P- SAME SITE,"$3,881.00 "
RPLNO-TUNCVCWO P-SAME SITE,"$1,764.00 "
RUBELLA ANTIBODY,$149.00 
RUBEOLA ANTIBODY,$129.00 
RUFINAMIDE 200MG TABLET,$22.30 
"RUSSELL VIPER VENOM, DILUTED",$142.00 
RX LOCKING DEVICE & BIOPSY CAP,$52.50 
RX TRIPLELUMEN NEEDLE KNIFE RX,$787.50 
SACCHAROMYCES 250MG CAPSULE,$2.21 
SACCHAROMYCES CAP 250MG,$2.21 
"SACROILIAC JOINTS,3 OR MORE VW",$666.00 
"SACRUM AND COCCYX, MIN 2 VIEWS",$359.00 
SACUBITRIL/VALSAR 97-103MG TAB,$19.95 
SACUBITRIL/VALSART 24-26MG TAB,$19.95 
SACUBITRIL/VALSART 49-51MG TAB,$19.95 
SACUBITRIL/VALSART24-26MGTAB,$19.95 
SACUBITRIL-VALSART49-51MGTAB,$19.95 
SACUBITRIL-VALSART97-103MG TAB,$19.95 
SAFETY PEG W/LIDOCAINE AMPULE,$753.90 
SALICYLATE ASSAY,$201.00 
SALINE NOSE DROP 0.625% 30ML,$11.07 
SALIVA ARTIFIC'L CAPHOSOL 30ML,$17.88 
SALIVA SUBSTITUTE LIQ 120ML,$51.20 
SALIVA SUBSTITUTE SPRAY,$51.20 
SALIVAGRAM,"$1,902.00 "
SALIVARY GLAND IMAGING,"$1,902.00 "
SALMETEROL 50 MCG INH PWDR,$244.93 
SALMETEROL INHALER,$244.93 
SALMONELLA ANTIBODY,$98.00 
SALSALATE 500 MG TAB,$4.15 
SALSALATE TAB 500MG,$4.15 
SALT SOLN BALANCE OPTH SOLN,$26.30 
SALT SOLN PLUS OPTH-SOLN 500ML,$874.56 
SAMPLING-BLOOD-SELECTIVE BILAT,"$2,366.00 "
SARGRAMOSTIM (GM-CSF) 50 MCG,$183.08 
SAXAGLIPTIN 2.5 MG TAB,$36.04 
SAXAGLIPTIN 2.5MG TABLET,$36.04 
SAXAGLIPTIN 5MG TABLET,$36.04 
"SCALE & RP 1-3 TEETH, PER QUAD",$116.00 
"SCALE & RP 4+ TEETH, PER QUAD",$191.00 
"SCAPULA, COMPLETE, LEFT",$388.00 
"SCAPULA, COMPLETE, RIGHT",$388.00 
SCHLEROTHERAPY,$389.00 
SCISSORS ENDO ENSIZER 165 DISP,$900.00 
SCLEROTX FLUID COLLECTION,"$2,403.00 "
SCOPOLAMINE 1.5 MG TOP PATCH,$44.27 
SCOPOLAMINE TRANSDERM PATCH,$44.27 
"SCORE 100 CELLS,CLASTOGEN STRS","$1,162.00 "
SCR MAMMO BI INCL CAD,$656.00 
SCREEN TEST OF VISUAL ACUITY,$32.00 
SCREENING PSA TEST,$163.00 
SDS SECOND STAGE RECOVERY,"$1,036.00 "
SEALANT APPLICATION,$44.00 
SECOND-STAGE RECOVERY,"$1,036.00 "
SECRETIN HUMAN/SYNTHETIC 1 MCG,$102.56 
"SEDIMENTATION RATE, AUTOMATED",$39.00 
SELECT PICTURE AUDIOMETRY,$213.00 
SELEGILINE 5 MG CAP,$37.36 
SELEGILINE TAB 5MG,$37.36 
SELENIUM ASSAY,$196.00 
SELENIUM SULF TOP-LOT 2.5%,$112.09 
SENNA 8.6 MG TAB,$2.77 
SENNA 8.8 MG/5 ML ORAL SYRUP,$11.07 
SENNA LIQ EXTRACT 5 ML,$11.07 
SENNA TABLET 187MG UD,$2.77 
SENSATION SHORT THROW SNARES,$94.50 
SENSI-CARE 120GM OINTMENT,$27.30 
SENSI-CARE OINT 120GM,$27.30 
"SENSORY INTEGRATION, EA 15 MIN",$180.00 
SEPT9 METHYLATION ANALYSIS,$155.00 
"SEPTAL DEFECT SYS, LEV54","$20,672.40 "
SEROTONIN ASSAY,$235.00 
SERTRALINE 100 MG TAB,$23.52 
SERTRALINE 50 MG TAB,$22.14 
SERTRALINE TABLET 100 MG,$23.52 
SERTRALINE TABLET 50 MG,$22.14 
SET 5 FR STENT INTRODUCER,$81.00 
SET MICROPUNCTURE 4F 21CM,$107.00 
SEVELAMER 0.8 GM POWDER,$46.20 
SEVELAMER 2.4GM ORAL POWDER,$46.20 
SEVELAMER 2.4GM POWDER,$46.20 
SEVELAMER CARBONATE 800 MG,$6.56 
SEVELAMER CARBONATE 800 MG TAB,$6.56 
SEVELAMER CARBONATE 800MG PWD,$46.20 
SEX HORMONE BINDING GLOBULIN,$333.00 
SGOT (AST),$39.00 
SGPT (ALT),$42.00 
SHEATH INFINITY AXS LS 70CM,"$1,537.00 "
SHEATH INFINITY AXS LS 90CM,"$1,537.00 "
"SHEATH KIT, DILATOR,LEVEL 20","$1,239.00 "
"SHEATH, CHECK-FLO, 20F 40CM",$688.80 
"SHOULDER, COMPLETE, LEFT",$413.00 
"SHOULDER, COMPLETE, RIGHT",$413.00 
SICKLE CELL SCREEN,$89.00 
SICKLE CELL TEST,$89.00 
SIDE ARM ADAPT COOK NON-RTTNG,$33.00 
SIGMOIDOSCOPY-DIAGNOSTIC,"$1,633.00 "
SILDENAFIL 20 MG TAB,$3.78 
SILDENAFIL CITRATE 20MG TABLET,$3.78 
SILDENAFIL TABLET 25 MG,$47.05 
SILICONE NIPPLE SHIELD,$16.80 
SILODOSIN 4MG CAP,$18.90 
SILODOSIN 4MG CAPSULE,$18.90 
SILODOSIN 8MG CAP,$18.90 
SILODOSIN 8MG CAPSULE,$18.90 
SILVER NITRATE APPLICATOR,$1.39 
SILVER NITRATE TOP STICK,$1.39 
SILVER SULFADIAZIN CREAM 400GM,$309.97 
SILVER SULFADIAZINE 1% TOP 20G,$58.13 
SILVER SULFADIAZINE CREAM 20GM,$58.13 
SIMETHACONE LIQ 40 MG/0.6ML,$4.15 
SIMETHACONE TAB-CHEW80MG UD,$2.77 
SIMETHICONE 20MG/0.3ML DROPS,$4.15 
SIMETHICONE 40 MG/0.6 ML DROPS,$4.15 
SIMETHICONE 80 MG CHEW TAB,$2.77 
SIMETHICONE DROPS 20MG/0.3ML,$0.06 
SIMULATION - 3-D,"$10,583.00 "
"SIMULATION, 3-D","$10,583.00 "
"SIMULATION, COMPLEX","$4,704.00 "
"SIMULATION, COMPLEX G2","$4,704.00 "
"SIMULATION, INTERMEDIATE","$2,625.00 "
"SIMULATION, SIMPLE","$2,545.00 "
"SIMULATION,COMPLEX FRENCH","$4,704.00 "
SIMVASTATIN 10 MG TAB,$15.24 
SIMVASTATIN 40 MG TAB,$17.99 
SIMVASTATIN TAB 10MG,$15.24 
"SIMVASTATIN TABLET, 40 MG",$17.99 
"SINCALIDE (KINEVAC), INJ,5 MCG",$366.03 
SINEMET CR 25/100 TAB,$5.53 
SINEMET TAB 10-100 UD,$5.53 
SINEMET TAB 25-100 UD,$6.92 
SINEMET TAB 25-250 UD,$8.32 
SINGLE HAND PUMP,$59.85 
SINGLE USE PULM BALL'N DILATOR,"$1,088.85 "
SINOGRAM,$360.00 
SINUS AUG WITH BONE,$551.00 
"SINUSES, PARANASAL, 3 OR MORE",$292.00 
SINUSOIDAL ROTATIONAL TEST,$393.00 
SIPULEUCEL-T  INJ PER INFUSION,"$127,552.89 "
SIPULEUCEL-T (PROVENGE) INFUS,"$127,552.89 "
SIROLIMUS 0.5MG TABLET,$20.38 
SIROLIMUS 1 MG TAB,$94.50 
SIROLIMUS 1MG TAB,$94.50 
SIROLIMUS 1MG/ML ORAL LIQUID,$94.50 
SIROLIMUS ASSAY,$260.00 
SIROLIMUS TAB 1MG (2X),$1.54 
SITAGLIPTIN 100 MG TAB UD,$45.80 
SITAGLIPTIN 100MG TABLET,$45.80 
SITAGLIPTIN 25 MG TAB UD,$20.76 
SITAGLIPTIN 50 MG TAB UD,$20.76 
SITAGLIPTIN TABLET 25 MG,$20.76 
SITAGLIPTIN TABLET 50MG,$20.76 
SKILLED NURSING SVCS EA 15 MIN,$152.00 
"SKIN BIOPSY, FIRST LESION",$365.00 
SKIN SPLT GRFT TRNK/ARM/LEG,"$3,056.00 "
"SKINSUBAPP,HICOST,TK/EXT+100SC",$588.00 
"SKINSUBAPP,HICOST,TRK/EXT 25SC","$5,299.00 "
"SKINSUBAPP,HICOST,TRK/EXT+25SC",$339.00 
"SKINSUBAPP,HICOST,TRK/EXT100SC","$4,587.00 "
"SKNSUBAP,HI$,HND/FT/DGT/HD-1ST","$5,299.00 "
"SKNSUBAP,LO$,HND/FT/DGT/HD-1ST","$1,863.00 "
"SKULL, AP AND LATERAL",$299.00 
"SKULL,COMPLETE,4 OR MORE VIEWS",$335.00 
"SLITTER, LEVEL 2",$86.10 
SMALL INTESTINE SERIES,$507.00 
"SMEAR, ACID FAST STAIN",$50.00 
"SMEAR, GRAM STAIN",$62.00 
"SMEAR, SPECIAL STAIN",$65.00 
"SMEAR, WET MOUNT, SALINE/INK",$47.00 
"SMOKE TUBING OPTIMUMM 3/8""X10'",$30.96 
SMZ-TMP 200MG-40MG/5 ML SUSP,$8.32 
SMZ-TMP 400 MG-80 MG TAB,$1.39 
SMZ-TMP 80MG-16MG/ML 10 ML INJ,$272.60 
SMZ-TMP DS 800 MG-160 MG TAB,$1.39 
SNARE DB ACUSNARE 15MM 7F,$118.14 
SNARE DB ACUSNARE 25MM 7F,$118.14 
SOD  BICARBONATE 4.2% 5ML VL,$67.86 
SOD ACETATE 2 MEQ/ML IV SOL,$0.47 
SOD BICARBONATE 4.2% IV 10 ML,$24.91 
SOD BICARBONATE 650 MG TAB,$0.24 
SOD BICARBONATE 8.4% SYR 50ML,$19.37 
SOD BICARBONATE 8.4% VIAL 50ML,$19.37 
SOD CHLORIDE 0.45% IV 500ML,$4.85 
SOD CHLORIDE 0.54% IV 100ML,$6.04 
SOD CHLORIDE 0.65% NASAL 44ML,$12.45 
SOD CHLORIDE 0.75% IV 100ML,$6.04 
SOD CHLORIDE 0.82% IV 100ML,$6.04 
