Chg Code,Description,Price,CPT Code
7210445,ERYT200-SULF600 200M,$15.44,Z7610
7210573,FENTANY CIT 0.1MGINJ,$20.95,J3010
7210851,ALBUTER 100MG/20 NEB,$15.44,Z7610
7211094,AMPICILL 250/5 100ML,$9.70,X5578
7211293,SOD CHLOR 287MG TAB ,$14.33,Z7610
7211750,NEO/POLYB 40MG/ML   ,$325.24,Z7610
7211933,EPO NESRD 1000 U INJ,$176.40,J0885
7211960,D5W/SOD CHL.9% 500ML,$81.59,J7042
7211970,ENOXAPARIN 10MG INJ ,$112.46,J1650
7211972,SUCCINYLCHN 20MG INJ,$2.76,J0330
7211985,CEFTAZIDIM 500MG INJ,$60.64,J3490
7211993,DEXAMETH NA 1MG INJ ,$5.51,J1100
7211994,DIGOXIN 0.5MG INJ   ,$36.38,J1160
7212012,KETOROLAC 15MG INJ  ,$60.64,J1885
7212017,MEPERID HCL 100MGINJ,$277.83,J2175
7212021,NALOXONE HCL 1MG INJ,$143.33,J2310
7212024,PIPER/TAZOB 1G/.125G,$111.35,J3490
7212027,DESMOPRESSIN 1MCGINJ,$25.36,J2597
7212035,THEOPHYLLINE 40MGINJ,$37.49,J2810
7212036,SOD FERRIC 12.5MGINJ,$108.05,J2916
7212039,FENTANY CIT 0.1MGINJ,$17.64,J3010
7212043,TORSEMID 10MG/ML INJ,$151.04,J3265
7212045,TRIAMCIN ACE 10MGINJ,$50.72,J3301
7212047,DIAZEPAM 5MG INJ    ,$25.36,J3360
7212049,HYDROXYZI UP TO 25MG,$27.56,J3410
7212050,VIT B12 CYAN 1000MCG,$17.64,J3420
7212053,POTASSI CHL 2MEQ INJ,$8.38,J3480
7212101,HYALURONID 150UNT IJ,$897.44,J3470
7212108,AMPHOTER B 50MG INJ ,$340.67,J0285
7212116,BENZTROPN MES 1MGINJ,$520.38,J0515
7212148,CEFEPIME 500MG INJ  ,$62.84,J0692
7212165,DIPYRIDAMOLE 10MGINJ,$27.56,J1245
7212173,PENICI G POT .6MUINJ,$126.79,J2540
7212174,PNEUMO-VAC 2YR-ADULT,$953.66,90732
7212176,PROCAINAMID UPTO 1GM,$106.94,J2690
7212334,PIPER/TAZOB 1G/.125G,$123.48,J3490
1210090,LEVETIRACET 10MG INJ,$6.95,J1953
7210209,LEVETIRA 100MG/ML 1M,$26.46,     
1210196,CEFTRIAXONE 250MGINJ,$69.46,J0696
1210121,ACETYLCYS 10%INH 10M,$170.89,     
1219214,CICLOPIROX 8% 6.6ML ,$231.53,     
1630014,CTA-ABDOMEN PELVIS  ,"$14,261.97",74174
1651146,NM-LUNG VENT PERFUS ,"$5,353.54",78582
1719017,PF TST PLETHYSMOGRA ,"$1,296.45",94726
1719018,PF TEST BY GAS      ,"$1,296.45",94727
1719019,PF TEST OSCILLOMETRY,"$1,296.45",94728
1641049,MRA-HEAD WO         ,"$8,652.12",70544
1641050,MRA-HEAD W          ,"$8,918.01",70545
1210816,FENTANY CIT 0.1MGINJ,$5.19,J3010
7212128,BUTORPHANOL 1MG INJ ,$15.44,J0595
1691002,IR-ENDOVN CHEM ABL 1,"$10,489.30",SURG 
7211834,ERTAPENEM SOD/500MG ,$495.02,J1335
1641019,MR-LW JOINT WWO     ,"$10,541.86",73723
7210700,ISOSULFAN10MG/ML 5ML,"$1,323.00",     
1621623,US-ABD PARACEN W IMG,"$6,953.14",49083
1218086,NICOTINE 2MG GUM    ,$7.72,     
2811368,S-C1 C2 TX DI INJ   ,"$2,516.22",SURG 
7211803,HEP B VAC PED       ,$360.52,90744
1314747,"WBC DIFF, MAN       ",$27.62,85007
1314754,CBC W-PLT           ,$195.77,85027
282179,AUDITORY EVP-EVR-CNS,$778.83,Z9725
1211037,MIDAZOL  HCL 1MG INJ,$5.19,J2250
1212057,SALICYL AC 6% GL 40G,$98.12,     
1212283,RIVAROXABAN 10MG TAB,$59.54,
1212332,RIVAROXABAN 15MG TAB,$59.54,
1219558,SENNOSI 8.8MG/5ML 5M,$18.74,
282807,AUD EVP-EVR-CNS LIM ,$778.83,Z9727
1612369,IR-FISTULOGRAM CR   ,"$1,455.81",76080
7210500,LIDOCAINE 2%VIS 100M,$24.26,Z7610
1211616,LACOSAMIDE 1MG INJ  ,$4.20,C9254
1651143,NM-HEPATOBILIARY SYS,"$7,686.43",78226
1314011,"RBC PRETREAT,SER,INC",$420.38,86975
7210244,H-COD10-CHLO POL8/5M,$27.56,
1612333,BR-DIG MAMMO SCRN BI,$538.00,G0202
1612334,BR-DIG MAMMO BILAT  ,$656.61,G0204
1612335,BR-DIG MAMMO UNILAT ,$517.62,G0206
1619950,UE-HAND WRIST 2V    ,$0.00,     
1619951,UE-HAND WRIST 3V    ,$0.00,     
1619952,LE-FOOT ANKLE 2V    ,$0.00,     
1619953,LE-FOOT ANKLE 3V    ,$0.00,     
1621516,US-ABDOMEN RETRO LMT,"$1,206.60",76775
1621575,US-PELV PREG 14 WKS ,"$1,087.96",76801
1621579,US-PLV PRG TRNSV    ,$710.54,76817
1629930,US-PELV W TV NONOB  ,$0.00,     
1631568,CT-3D WO POSTPROCESS,"$1,243.84",76376
1639923,CTA-HEAD NECK       ,$0.00,     
1639927,CT-CHABDPEL W       ,$0.00,     
1639928,CT-CHABDPEL WWO     ,$0.00,     
1639929,CTA CHEST ABDOMEN   ,$0.00,     
1651014,NM-ADRENAL IMAGING  ,"$4,193.70",78075
1651016,NM-BONE MARROW LMTD ,"$1,246.13",78102
1651023,NM-BLOOD VOLUME     ,"$2,034.54",78122
1651025,NM-RED CELL KINETICS,"$2,034.54",78135
1651026,NM-REDCELL SEQUEST  ,"$2,034.54",78140
1651030,NM-LYMPHATICS NODES ,"$1,247.33",78195
1651042,NM-SALIVARY GLND FUN,"$1,180.23",78232
1651049,NM-VIT B12 ABSORPTIO,$940.59,78270
1651051,NM-VIT B12 ABSORP CM,"$1,060.41",78272
1651060,NM-BONE SCAN 3 PHASE,"$3,422.06",78315
1651072,NM-MYOCARD MULTI    ,"$4,313.51",78454
1651084,NM-CARD SPECT       ,"$1,437.84",78494
1651105,NM-BRAIN CSF CISTERN,"$1,977.02",78630
1651107,NM-BRAIN CSF SHUNT  ,"$1,977.02",78645
1651108,NM-BRAIN CSF SPECT  ,"$1,977.02",78647
1651113,NM-KIDNEY STATIC FLO,"$1,527.71",78701
1651118,NM-KIDNEY FUNCTION  ,$988.52,78725
1651124,NM-TUMOR LOC MULTI  ,"$1,951.88",78801
1651144,NM-HEPATOBIL W PHARM,"$3,303.43",78227
2811209,HOCM 350-399MGML IOD,$3.77,Q9963
2811318,S-THYROID CORE BX   ,"$1,797.31",60100
2811330,S-ABD/RETRPER NDL BX,"$2,875.68",SURG 
2811339,S-BX NDL LIVER ASADD,"$2,802.27",SURG 
2811359,S-JOINT ASP-INJ IM  ,$730.89,20605
2811362,S-CYSTOGRAM INJ     ,"$1,705.55",51600
2811367,S-INJ CATH HYSTERSO ,"$3,060.44",58340
2811395,S-JNT ASP INJ MAJ UN,$727.31,SURG 
2811416,S-INJ ANKLE ARTHRO  ,"$1,097.36",27648
2811419,S-INJ WRIST ARTHRO  ,"$1,097.36",25246
2811421,S-INJ KNEE ARTHRO   ,"$1,097.36",27370
2811422,S-INJ HIP ARTHRO    ,"$1,097.36",27093
2811433,S-ASP/INJ RENL CYST ,"$2,875.68",SURG 
2811435,S-SPINAL TAP DIAGNST,"$1,437.84",62270
2811445,S-RENAL BX NEEDLE   ,"$2,875.68",SURG 
2811447,S-INJ CONT BY TUB CY,"$1,004.18",49424
2811448,S-DRNG CATH CHANGE  ,"$4,792.79",SURG 
2811458,S-LIVER ABSC/CYS DRN,"$3,235.13",SURG 
2811546,S-BX LYMPH SUPRF NDL,"$2,636.04",SURG 
2811559,S-ID SENTINEL NODE  ,$928.60,38792
2811570,S-DRAIN PERITON ABSC,"$6,110.81",SURG 
1629931,US-PELVIS PREG TA TV,$0.00,     
1629933,US-PELVIS PREG W TV ,$0.00,     
1639921,CT-HEAD CERV FACE WO,$0.00,     
1639925,CT-C T L SPINE WO   ,$0.00,     
1639926,CT-CHABDPEL WO      ,$0.00,     
1612318,LE-ANKLE 2VW BI CR  ,$895.06,73600
1631573,CT-COLONOGRAPHY SCRN,"$2,909.91",74263
1641009,MRA-NECK WWO        ,"$2,031.23",70549
1651035,NM-LIVER W FLW SPECT,"$1,347.98",78206
1651055,NM-SHUNT PATENCY EX ,"$1,168.24",78291
1651109,NM-BRAIN CSF LEAKAGE,"$1,977.02",78650
1691090,IR-DRAIN TUBE CHANGE,$392.88,75984
1417120,NEEDLES 2           ,"$1,705.55",     
1417121,NEEDLES 3           ,"$2,223.19",     
2811414,S-INJ SHOULDER ARTH ,"$1,097.36",23350
1639919,CT-HEAD FACIAL WO   ,$0.00,     
115164,R&B ISOLATION       ,"$3,762.80",     
215112,R&B OB PRIVATE      ,"$2,853.78",     
1621607,US-TTE 2D W DOPP WO ,"$7,222.73",93306
1630002,CT-PERFUSION W      ,"$1,978.74",0042T
1630017,CT-ABD PARACEN W IMG,"$3,078.80",49083
1631511,CTA-LOWER EXT BI    ,"$6,551.29",73706
1641018,MR-LW JOINT W       ,"$3,360.67",73722
1641081,MR-LW JOINT W BI    ,"$3,361.80",73722
1651033,NM-LIVER W FLOW     ,"$1,347.98",78202
1651037,NM-LIVER SPLEEN FL  ,"$1,347.98",78216
1651043,NM-ESOPHOGEAL MOTILI,"$1,180.23",78258
1651044,NM-GASTRIC MUCOSA   ,"$1,180.23",78261
1651050,NM-VIT B12 ABSORP IN,$940.59,78271
1651070,NM-VERNOGRAM BILAT  ,"$1,284.47",78458
1651079,NM-GATED BLD POOL MU,"$1,437.84",78473
1651115,NM-KID VF PHRM SNGL ,"$3,330.99",78708
1651117,NM-KIDNEY SPECT     ,"$1,527.71",78710
1651119,NM-URIN BLDDR RETENT,$442.14,78730
1651122,NM-GENITOURIN UNLIST,"$1,527.71",78799
1651126,NM-TUMOR LOC SPECT  ,"$2,396.39",78803
1651133,NM-INTRACAV COLLOID ,"$1,407.88",79200
1651136,NM-UNLISTED THERAPY ,$988.52,79999
1651137,NM-RX ORAL ADMIN    ,$988.52,79005
1651139,NUCLEAR RX INTRA ART,$988.52,79445
1651145,NM-LUNG VENT IMAGING,"$2,549.77",78579
1651147,NM-LUNG PERFUS DIFFR,"$2,549.77",78597
1651148,NM-LUNG PERFVENT DIF,"$2,966.73",78598
1659901,NM-MUGA AND 1ST PASS,$0.00,     
2811298,S-DISKOGRM INJ LUMB ,"$2,346.12",62290
2811418,S-INJ HIP ARTH ANEST,"$2,346.12",27095
2811580,S-CHOLECYSTOTOMY    ,"$3,235.13",SURG 
2811581,S-FIN NDL ASP WO IMG,$539.19,SURG 
2811789,S-ABD PARACNT WO IMG,"$2,346.12",49082
7211155,PENTA/TETRA SPY 104M,$201.76,
1612228,FL-GASTRO TUBE PLACE,"$3,714.42",SURG 
1631569,CT-3D W POSTPROCESS ,"$1,297.48",76377
1641078,MR-LOWER EXTR BI WO ,"$5,653.21",73718
1651075,NM-MYOCARD INFARCT  ,"$1,732.58",78466
2811198,I131 S I CAP DX/MCI ,$398.25,A9528
1612188,LE-KNEE BI AP STD CR,"$1,871.58",73565
1639920,CT-HEAD CERVICAL WO ,$0.00,     
1641012,MR-CHEST WWO        ,"$4,577.12",71552
1641048,MR-ORBT FAC NCK WWO ,"$4,571.40",70543
1641082,MR-LW JOINT WWO BI  ,"$8,105.52",73723
2811221,IN111 PENTETAT/.5MCI,$398.25,A9548
2811231,TC99M MERTIATI/15MCI,$764.67,A9562
1212349,LEVOTHYROX 100MCG IV,$392.49,J3490
1211906,AMY-LIP-PRO 27-5-17 ,$12.13,
1218081,NIACIN 500MG TAB CR ,$38.59,
7212129,NALBUPHINE 10MG INJ ,$77.18,J2300
1319052,CBC W-MANUAL DIFF   ,$0.00,     
1612397,SP-CERV SP 4TO5VW CR,"$1,781.72",72050
1612398,SP-CRV SPNE 6VPLS CR,"$1,908.73",72052
1651149,NM-THYR UPT S-M-SUPP,"$1,356.36",78012
1651151,NM-THYROID IMG W-BF ,"$2,050.13",78013
1651152,NM-PAR PLAN THY IMG ,"$5,278.07",78070
1651153,NM-PARA PLN IMG SPEC,"$7,285.04",78071
1651154,NM-PAR PL IMG SPE CT,"$7,285.04",78072
7211417,TERBINAFIN 1% CR30GM,$74.97,Z7610
1211522,TOLVAPTAN 30MG TAB  ,$578.81,
1621625,US-THORACNTSIS W IMG,"$3,429.24",32555
7210346,CALCITRIO 1MCG/ML 1M,$81.59,
1219061,MIDODRINE 5MG TAB   ,$23.15,
1210822,ALBUMIN 25% 50ML IV ,"$1,015.40",P9047
2317978,PT MOBILITY CUR     ,$0.01,G8978
2317979,PT MOBILITY GOAL    ,$0.01,G8979
2317980,PT MOBILITY DC      ,$0.01,G8980
2317981,PT BODY POS CUR     ,$0.01,G8981
2317982,PT BODY POS GOAL    ,$0.01,G8982
2317983,PT BODY POS DC      ,$0.01,G8983
2317984,PT CARRY CUR        ,$0.01,G8984
2317985,PT CARRY GOAL       ,$0.01,G8985
2317986,PT CARRY DC         ,$0.01,G8986
2317987,PT SELF CARE CUR    ,$0.01,G8987
2317988,PT SELF CARE GOAL   ,$0.01,G8988
2317989,PT SELF CARE DC     ,$0.01,G8989
2317990,PT OTH PT-OT CUR    ,$0.01,G8990
2317991,PT OTH PT-OT GOAL   ,$0.01,G8991
2317992,PT OTH PT-OT DC     ,$0.01,G8992
2317993,PT SUB PT-OT CUR    ,$0.01,G8993
2317994,PT SUB PT-OT GOAL   ,$0.01,G8994
2317995,PT SUB PT-OT DC     ,$0.01,G8995
2318978,OT MOBILITY CUR     ,$0.01,G8978
2318979,OT MOBILITY GOAL    ,$0.01,G8979
2318980,OT MOBILITY DC      ,$0.01,G8980
2318981,OT BODY POS CUR     ,$0.01,G8981
2318982,OT BODY POS GOAL    ,$0.01,G8982
2318983,OT BODY POS DC      ,$0.01,G8983
2318984,OT CARRY CUR        ,$0.01,G8984
2318985,OT CARRY GOAL       ,$0.01,G8985
2318986,OT CARRY DC         ,$0.01,G8986
2318987,OT SELF CARE CUR    ,$0.01,G8987
2318988,OT SELF CARE GOAL   ,$0.01,G8988
2318989,OT SELF CARE DC     ,$0.01,G8989
2318990,OT OTH PT-OT CUR    ,$0.01,G8990
2318991,OT OTH PT-OT GOAL   ,$0.01,G8991
2318992,OT OTH PT-OT DC     ,$0.01,G8992
2318993,OT SUB PT-OT CUR    ,$0.01,G8993
2318994,OT SUB PT-OT GOAL   ,$0.01,G8994
2318995,OT SUB PT-OT DC     ,$0.01,G8995
2319158,SP MOTOR SPEECH DC  ,$0.01,G9158
2319159,SP LANG COMP CUR    ,$0.01,G9159
2319160,SP LANG COMP GOAL   ,$0.01,G9160
2319161,SP LANG COMP DC     ,$0.01,G9161
2319162,SP LANG EXPRESS CUR ,$0.01,G9162
2319163,SP LANG EXPRESS GOA ,$0.01,G9163
2319164,SP LANG EXPRESS DC  ,$0.01,G9164
2319165,SP ATTEN CUR        ,$0.01,G9165
2319166,SP ATTEN GOAL       ,$0.01,G9166
2319167,SP ATTEN DC         ,$0.01,G9167
2319168,SP MEMORY CUR       ,$0.01,G9168
2319169,SP MEMORY GOAL      ,$0.01,G9169
2319170,SP MEMORY DC        ,$0.01,G9170
2319171,SP VOICE CUR        ,$0.01,G9171
2319172,SP VOICE GOAL       ,$0.01,G9172
2319173,SP VOICE DC         ,$0.01,G9173
2319174,SP SPEECH LANG CUR  ,$0.01,G9174
2319175,SP SPEECH LANG GOAL ,$0.01,G9175
2319176,SP SPEECH LANG DC   ,$0.01,G9176
2319186,SP MOTOR SPEECH GOA ,$0.01,G9186
2319996,SP SWALLOW CUR      ,$0.01,G8996
2319997,SP SWALLOW GOAL     ,$0.01,G8997
2319998,SP SWALLOW DC       ,$0.01,G8998
2319999,SP MOTOR SPEECH CUR ,$0.01,G8999
1210487,VANCOMYCIN 500MG INJ,$85.31,J3370
1211154,VANCOMYCIN 500MG INJ,$277.83,J3370
7211065,PROMETHAZINE 25MG TB,$48.51,Z7610
7212048,VANCOMYCIN 500MG INJ,$190.73,J3370
7212051,PHYTONADIONE 1MG INJ,$74.97,J3430
7212054,NORM SALIN 1000ML IV,$251.37,J7030
7212055,NORM SAL STER500MLIV,$203.96,J7040
7212056,D5W/SOD CHL.9% 500ML,$203.96,J7042
7212062,DEX 5%/WATER 500ML  ,$203.96,J7060
7212066,AZATHIOPRINE 50MG TB,$14.33,J7500
7212142,DEX 5%/WATER 1000ML ,$251.37,J7070
7212143,RINGER LAC UP TO 1L ,$60.64,J7120
7212150,NORM SALINE 250ML IV,$203.96,J7050
1415002,INTRATUBAL OCCLU DEV,"$6,874.65",A4264
1211206,APAP/COD 120-12/5ML ,$27.56,Z7610
7210270,STRONG IOD 5% 14ML  ,$251.37,     
1210146,CEFOTAXIME NA 1GM   ,$154.35,J0698
1210200,CILAS NA IMIP 250MG ,$375.95,J0743
1210206,PHENYTOIN NA 50MGINJ,$74.97,J1165
1210210,MEROPENEM 100MG INJ ,$180.81,J2185
1210243,BISMUTH SUB 262MG/15,$14.33,Z7610
1210247,MAG/ALUM/BICAR/ALG  ,$14.33,     
1210255,BETAXOLOL 0.5% OS 5M,$80.48,Z7610
1210256,CALAMI PHEN LOT 180M,$33.08,Z7610
1210266,MEGESTROL 400MG/10ML,$14.33,     
1210268,MEPERID HCL 100MGINJ,$277.83,J2175
1210269,MEPERID HCL 100MGINJ,$277.83,J2175
1210270,MEPERID HCL 100MGINJ,$48.51,J2175
1210348,VITAMIN A&D OIN 5GM ,$8.38,Z7610
1210349,CLOTRIM 1% SOLN 10ML,$63.95,     
1210358,AMOX400-CLAV57 50ML ,$39.69,Z7610
1210371,CARBID25-LEVO100MGTB,$14.33,Z7610
1210500,KETOROLAC .5%OS 3ML ,$180.81,     
1210539,HEPARIN 1000U INJ   ,$47.41,J1644
1210554,IPRA-ALBU.5-2.5MG/3M,$34.18,Z7610
1210564,PED ELECTROLYTE 1000,$203.96,Z7610
1210710,LIDO-MPF1%/EPI 10ML ,$158.76,X6474
1210740,MORPHINE UP TO 10MG ,$277.83,J2270
1210741,MORPHINE UP TO 10MG ,$639.45,J2270
1210876,RANITIDINE 25MG INJ ,$34.18,J2780
1211036,MORPHINE PF 10MG INJ,$277.83,J2274
1211107,POVI-IODIN 10% 480ML,$8.38,     
1211125,HYDROCORTIS 100MGINJ,$200.66,J1720
1211157,SOD CHLOR .9% 10ML  ,$48.51,X7700
1211180,AMPICILLIN 500MG INJ,$74.97,J0290
1211187,MAGNES SULF 500MGINJ,$74.97,J3475
1211205,MULTIVITAMIN W/MINER,$14.33,Z7610
1211212,MORPH PO 10MG/5ML 5M,$27.56,     
1211216,DOBUTAMINE 250MG INJ,$199.55,J1250
1211217,MORPHINE PF 10MG INJ,$340.67,J2274
1211345,DIPHENHY 2% SPR 60ML,$22.05,     
1211460,ACETYLCYS 10%INH 4ML,$89.30,Z7610
1211528,BRIMONIDIN.15%OS 5ML,$790.49,Z7610
1211670,PROPAFENONE 225MG TB,$22.05,     
1211849,TOLAZAMIDE 500MG TAB,$14.33,Z7610
1212217,INSULIN 1 UNT INJ   ,$9.60,Z7610
1212219,INSULIN 1 UNT INJ   ,$9.60,J1815
1212221,INSULIN 1 UNT INJ   ,$3.31,Z7610
1212223,INSULIN 1 UNT INJ   ,$8.38,J1815
1212227,INSULIN 1 UNT INJ   ,$9.60,Z7610
1212334,METHYLENE BLUE1% 1ML,$73.87,A9535
1212452,CIPROFLOXA .3% 10ML ,$99.23,Z7610
1212498,ADRENL/EPINEP 0.1MG ,$5.67,J0171
1212527,PHENOBARB 120MG INJ ,$277.83,J2560
1212538,ESTRADIOL VAL 10MG  ,$151.20,J1380
1212545,PIPER/TAZOB 1G/.125G,$151.04,J3490
1212614,MAGNES SULF 500MGINJ,$74.97,J3475
1212624,MORPHINE UP TO 10MG ,$14.33,J2270
1212633,HEPARIN NA 10U FLUSH,$9.60,J1642
1212653,CEFTRIAXONE 250MGINJ,$58.21,J0696
1212680,DEXAME NAPHOS.1%OS5M,$294.37,Z7610
1212690,FOLIC AC/B COMX W/C ,$14.33,Z7610
1212695,TIMOLOL MAL.5%OS 5ML,$57.33,Z7610
1216943,ACETAMINOPH 100MG/ML,$43.00,Z7610
1216944,ACETAMINOPHEN 325MGS,$7.22,Z7610
1216945,ACETAMINOPH 500MG TB,$14.33,Z7610
1216947,ACETAMINOPHEN 325MG ,$4.63,Z7610
1216948,ACETAMINOPHEN 650MGS,$41.90,Z7610
1216950,ACETAZOLAMIDE 250MG ,$48.51,Z7610
1216953,ACETYLCYS 10%INH 30M,$152.15,Z7610
1216955,ACTIV CHARC LIQ 120M,$162.07,Z7610
1216956,ACYCLOVIR 5% OINT 15,"$1,394.66",     
1216961,ALBUTEROL 2MG TAB   ,$14.33,     
1216962,ALBUTEROL 2MG/5ML 5M,$14.33,     
1216966,ALLOPURINOL 100MG TB,$14.33,Z7610
1216967,ALLOPURINOL 300MG TB,$14.33,Z7610
1216969,ALPRAZOLAM 0.25MG TB,$27.56,Z7610
1216970,ALPRAZOLAM 1MG TAB  ,$27.56,Z7610
1216973,AMANTADINE 100MG CAP,$14.33,     
1216980,AMITRIPTYLINE 25MGTB,$14.33,Z7610
1216981,AMITRIPTYLINE 10MG T,$14.33,     
1216983,AMLODIPINE 5MG TAB  ,$14.33,Z7610
1216984,AMMONIA AROMATIC INH,$11.03,Z7610
1216991,AMOX875-CLAV125MG TB,$57.33,Z7610
1216993,AMOXICILLIN 250MG CP,$14.33,     
1216999,ANTIP/BENZ 54-14 15M,$33.08,Z7610
1217006,ASCORBIC AC 500MG TB,$14.33,Z7610
1217007,ASPIRIN 325MG DR TAB,$14.33,Z7610
1217008,ASPIRIN 300MG SUPP  ,$41.90,Z7610
1217009,ASPIRIN 325MG TAB   ,$14.33,Z7610
1217010,ASPIRIN 81MG CHEW   ,$14.33,Z7610
1217011,ASPIRIN 81MG DR TAB ,$14.33,Z7610
1217012,ASPI25-DIPYR200 SRCP,$40.79,     
1217013,ATENOLOL 25MG TAB   ,$14.33,Z7610
1217014,ATENOLOL 50MG TAB   ,$14.33,     
1217026,AZITHROMYCIN 250MGTB,$69.46,Z7610
1217028,AZTREONAM 1GM SOLR  ,$518.18,     
1217034,BACLOFEN 10MG TAB   ,$8.38,Z7610
1217039,BELLA/PHEN 16.2MG/5M,$14.33,Z7610
1217040,BELLAD/PHENOB 16.2TB,$14.33,Z7610
1217042,BENAZEPRIL 10MG TAB ,$14.33,     
1217044,BENZ20-MENTH.5%SP56G,$37.49,     
1217046,BENZONATATE 100MG CP,$14.33,     
1217048,BENZTROPINE ME 1MGTB,$14.33,     
1217712,MEDROXYPROGE 2.5MGTB,$14.33,Z7610
1217716,MELOXICAM 7.5MG TAB ,$49.61,     
1217737,AMOXICILLIN 500MG CP,$14.33,Z7610
1217739,AMPICILLIN 250MG CAP,$14.33,     
1217742,BUT50-APAP325-CF40TB,$14.33,Z7610
1217743,ARTIFIC TEARS OS15ML,$66.15,     
1217744,LACRILUBE 3.5GM     ,$70.56,     
1217745,ARTIFIC TEAR OIN 7GM,$25.36,     
1217751,BENZ20-BENZE.2%SP56G,$213.89,     
1217766,CAPSAICIN.025%CR 60G,$160.97,     
1217769,CARBID10-LEVO100MGTB,$14.33,     
1217770,CARBI25-LEVOD250MGTB,$14.33,Z7610
1217771,CARVEDILO 3.125MG TB,$19.85,Z7610
1217779,DANTROLENE 20MG INJ ,"$2,023.09",     
1217780,DICLOXACILL 250MG CP,$14.33,     
1217783,DINOPROSTONE 20MG SU,"$8,172.83",     
1217788,EPHEDRINE 50MG INJ  ,$74.97,J3490
1217798,MINERAL OIL EN 135ML,$41.90,Z7610
1217801,GLYCOPYRROLATE 1MGTB,$57.33,Z7610
1217802,GOLYTELY 4L         ,$223.81,     
1217805,HEXACHLOROPHEN 150ML,$199.55,     
1217810,HYDROMORPHONE 2MG TA,$27.56,Z7610
1217811,HYDROXYCHLOR 200MGTB,$14.33,     
1217816,LAMOTRIGINE 25MG TAB,$14.33,     
1217818,LISINOPRIL 20MG TAB ,$14.33,Z7610
1217819,MEGESTROL 20MG TAB  ,$14.33,     
1217825,METFORMIN 500MG TAB ,$14.33,Z7610
1217826,METFORMIN 850MG TAB ,$14.33,     
1217829,METOLAZONE 5MG TAB  ,$14.33,     
1217830,METOPROLOL 50MG SRTB,$14.33,Z7610
1217833,MISOPROSTO 100MCG TB,$14.33,Z7610
1217835,MOMETASON.1%CRM 15GM,$314.21,     
1217837,MORPHINE 30MG SR TAB,$27.56,     
1217839,MUPIROCIN 2%OIN 22GM,$267.91,     
1217846,NITROFUR MAC 100MG  ,$20.95,Z7610
1217851,OXYCODONE 20MG SR TB,$62.84,Z7610
1217864,PHENAZOPYRID 200MG  ,$48.51,Z7610
1217868,PHENOBARB 30MG TAB  ,$27.56,     
1217873,PIOGLITAZONE 15MG TB,$58.43,Z7610
1217875,POT CHLOR 20MEQ POWD,$14.33,     
1217876,POTASS CL 10MEQ CRCP,$51.82,     
1217877,POTASS CHL 8MEQ CRCP,$14.33,     
1217878,POTASS CHL 20MEQ/15M,$14.33,Z7610
1217880,PROBENECID 500MG TAB,$14.33,     
1217882,PROPRANOLOL 20MG TAB,$14.33,Z7610
1217883,PROPRANOL 60MG SRCP ,$46.31,Z7610
1217888,PSYLIUM PACK        ,$14.33,Z7610
1217891,RAMIPRIL 2.5MG CAP  ,$19.85,     
1217892,RANITIDINE 150MG TAB,$14.33,     
1217899,SEVELAMER 800MG TAB ,$30.87,Z7610
1217904,SULFASALAZIN 500MGTB,$14.33,     
1217909,TERAZOSIN 5MG CAP   ,$14.33,     
1217911,TERBUTALINE 5MG TAB ,$14.33,     
1217918,TOBRAMYCIN UPTO 80MG,$74.97,J3260
1217919,TOBRAMYCI .3% OS 5ML,$321.93,Z7610
1217920,TOBRA.3%OPH OIN 3.5G,$575.51,Z7610
1217922,TOLNAFTATE 1%CR 15GM,$19.85,Z7610
1217939,VITAMIN E 400IU CAP ,$14.33,Z7610
1217940,WARFARIN 2MG TAB    ,$14.33,     
1217944,SIMVASTATIN 40MG TAB,$47.41,     
1217957,EZETIMIBE 10MG TAB  ,$44.10,Z7610
1217964,MESALAMIN 400MG DRTB,$20.95,     
1217966,METAPROTERENOL650MCG,$45.20,     
1217970,METAPROTERENOL10MGTB,$14.33,     
1217972,METFORMIN 500MG SRTB,$14.33,Z7610
1217975,METHADONE 10MG TAB  ,$27.56,Z7610
1217978,METHOCARBAM 500MG TB,$14.33,Z7610
1217979,METHYLDOPA 250MG TAB,$14.33,     
1217983,METHYLERGONOV .2MGTB,$19.85,     
1217986,METOCLOPRAMID 10MGTB,$14.33,Z7610
1217987,METOCLOPRAMIDE 5MGTB,$14.33,     
1217988,METOLAZONE 2.5MG TAB,$14.33,Z7610
1217990,METOPROLOL 50MG TAB ,$14.33,Z7610
1217991,METOPROLO 1MG/ML 5ML,$74.97,Z7610
1217992,METRONIDAZOL 250MGTB,$14.33,Z7610
1217996,MEXILETINE 150MG CAP,$14.33,     
1217998,MICONAZ VAG 100MGSUP,$41.90,Z7610
1218000,MICROFIBR COLL 1GM  ,"$1,653.75",     
1218003,MINERAL OIL 30ML    ,$14.33,Z7610
1218005,MINOXIDIL 2.5MG TAB ,$14.33,     
1218006,MINOXIDIL 10MG TAB  ,$14.33,     
1218007,MIRTAZAPINE 15MG TAB,$26.46,     
1218010,EMOLLIENT LOT 180ML ,$51.82,     
1218011,DOXAZOSIN 2MG TAB   ,$14.33,     
1218014,CEFOXITIN 1GM IJ    ,$242.55,J0694
1218028,PHENYLEPH.5% SPR 15M,$30.87,Z7610
1218033,MONTELUKAST 10MG TAB,$55.13,     
